
[00:00:00.000 --> 00:00:06.560]  各位同學早晨 父親節快樂
[00:02:44.640 --> 00:02:47.520]  就是我一顆兒子
[00:02:47.520 --> 00:02:50.980]  第二個字眼就是他被鬼抓住的時候
[00:02:50.980 --> 00:02:54.080]  忽然忽然間喊叫
[00:02:54.080 --> 00:02:56.640]  我不知道你有沒有經歷過
[00:02:56.640 --> 00:02:59.360]  如果你有個子女或者家人
[00:02:59.360 --> 00:03:01.680]  是失驚無神
[00:03:01.680 --> 00:03:07.040]  突然間就有些很奇特的東西的感覺
[00:03:07.040 --> 00:03:09.440]  其實不容易適應的
[00:03:09.440 --> 00:03:11.320]  我在特殊學校做的時候
[00:03:11.320 --> 00:03:15.920]  每一班都有些小孩子突然間會叫得很可怕
[00:03:15.920 --> 00:03:17.560]  那些工友很怕他們
[00:03:17.560 --> 00:03:19.920]  但是做得久的工友就習慣了
[00:03:19.920 --> 00:03:20.760]  但是都不容易
[00:03:20.760 --> 00:03:24.640]  很多都寧願辭工不要做這份
[00:03:24.640 --> 00:03:25.920]  他說有什麼意義
[00:03:25.920 --> 00:03:27.920]  他做的事情是傷害我的
[00:03:27.920 --> 00:03:29.920]  忽然間喊叫
[00:03:29.920 --> 00:03:31.920]  如果你在香港
[00:03:31.920 --> 00:03:33.920]  你的兒子經常都忽然間喊叫
[00:03:33.920 --> 00:03:35.120]  你都覺得很失禮人
[00:03:35.120 --> 00:03:37.600]  在街上、在酒樓任何地方
[00:03:37.600 --> 00:03:39.360]  但是你要面對他
[00:03:39.360 --> 00:03:41.920]  從小時候已經是這樣
[00:03:41.920 --> 00:03:43.920]  很多年都是這樣
[00:03:43.920 --> 00:03:45.920]  第三個字眼就是
[00:03:45.920 --> 00:03:49.920]  這個鬼叫他抽筋
[00:03:49.920 --> 00:03:51.520]  口留白活
[00:03:51.520 --> 00:03:53.920]  但是還重重地傷害他
[00:03:53.920 --> 00:03:57.920]  為什麼他家嫌家醋說得重重地呢?
[00:03:57.920 --> 00:04:02.920]  我想這個爸爸看到兒子那種辛苦
[00:04:02.920 --> 00:04:05.920]  他感覺到是重重地
[00:04:05.920 --> 00:04:06.920]  兒子沒有說
[00:04:06.920 --> 00:04:07.920]  兒子不會說
[00:04:07.920 --> 00:04:11.920]  但是肯定地他的傷心的程度是很高
[00:04:11.920 --> 00:04:13.520]  看到別人重重地
[00:04:13.520 --> 00:04:15.920]  兒子重重地被傷害
[00:04:15.920 --> 00:04:17.920]  於是他就求
[00:04:17.920 --> 00:04:19.520]  這個呼求就是
[00:04:19.520 --> 00:04:22.520]  我找你的門徒趕這個鬼走
[00:04:22.520 --> 00:04:23.520]  但是他們做不到
[00:04:23.520 --> 00:04:25.920]  這是路加九章的記載
[00:04:25.920 --> 00:04:27.920]  但是馬太十七章的記載
[00:04:27.920 --> 00:04:30.920]  是補充了一個很重要的父親的行動
[00:04:30.920 --> 00:04:33.920]  呼求是說出來的
[00:04:33.920 --> 00:04:35.920]  但是有一個不說出來的更厲害
[00:04:35.920 --> 00:04:38.920]  就是他跪下
[00:04:38.920 --> 00:04:40.920]  在馬太十七章十四至十八節
[00:04:40.920 --> 00:04:44.920]  一個男人當眾跪下
[00:04:44.920 --> 00:04:45.920]  不容易的事
[00:04:45.920 --> 00:04:47.920]  真的不容易
[00:04:47.920 --> 00:04:50.920]  我想最近香港也有些新聞是說
[00:04:50.920 --> 00:04:52.920]  一些自殺個案
[00:04:52.920 --> 00:04:56.920]  那個遺體在馬路的時候
[00:04:56.920 --> 00:04:58.920]  那個父親記者拍照
[00:04:58.920 --> 00:05:00.920]  他跪下
[00:05:00.920 --> 00:05:05.920]  如果那個爸爸要去到跪下的地步
[00:05:05.920 --> 00:05:08.920]  只有一個可能就是
[00:05:08.920 --> 00:05:11.920]  他最後一擊
[00:05:11.920 --> 00:05:14.920]  希望他求的是成功的
[00:05:14.920 --> 00:05:16.920]  如果不是無謂地跪下
[00:05:16.920 --> 00:05:18.920]  但是他補充的示範就是說
[00:05:18.920 --> 00:05:21.920]  憐憫我的兒子
[00:05:21.920 --> 00:05:25.920]  憐憫和同情是很不同的
[00:05:25.920 --> 00:05:28.920]  如果你讀心理詞典去看
[00:05:28.920 --> 00:05:30.920]  憐憫是一個高的地位
[00:05:30.920 --> 00:05:33.920]  是一個低的地位的行為
[00:05:33.920 --> 00:05:34.920]  叫憐憫
[00:05:34.920 --> 00:05:35.920]  同情就不是同情
[00:05:35.920 --> 00:05:37.920]  我們是平輩的
[00:05:37.920 --> 00:05:38.920]  我有這個感覺
[00:05:38.920 --> 00:05:39.920]  你也有這個感覺
[00:05:39.920 --> 00:05:40.920]  我同情你
[00:05:40.920 --> 00:05:42.920]  因為我也試過這麼慘
[00:05:42.920 --> 00:05:44.920]  憐憫不容易說的
[00:05:44.920 --> 00:05:46.920]  也不應該說的
[00:05:46.920 --> 00:05:47.920]  如果你回家
[00:05:47.920 --> 00:05:48.920]  你今晚見到爸爸
[00:05:48.920 --> 00:05:49.920]  我憐憫你
[00:05:49.920 --> 00:05:50.920]  你爸爸生氣的時候
[00:05:50.920 --> 00:05:52.920]  你有什麼資格憐憫我
[00:05:52.920 --> 00:05:54.920]  憐憫的地位很高的
[00:05:54.920 --> 00:05:57.920]  但是這個爸爸說憐憫我的兒子
[00:05:57.920 --> 00:05:59.920]  他向一個對方
[00:05:59.920 --> 00:06:00.920]  他也是高的地位的
[00:06:00.920 --> 00:06:02.920]  這個就是耶穌
[00:06:02.920 --> 00:06:03.920]  很明顯
[00:06:03.920 --> 00:06:05.920]  他講了他的信念出來
[00:06:05.920 --> 00:06:07.920]  憐憫
[00:06:07.920 --> 00:06:08.920]  但是他仍然說
[00:06:08.920 --> 00:06:10.920]  我帶他我的兒子
[00:06:10.920 --> 00:06:11.920]  去你的門徒那裡
[00:06:11.920 --> 00:06:13.920]  他們不能夠醫治他
[00:06:13.920 --> 00:06:15.920]  他醫不了
[00:06:15.920 --> 00:06:18.920]  馬可第九章二十節
[00:06:18.920 --> 00:06:19.920]  這樣記載
[00:06:19.920 --> 00:06:21.920]  他說耶穌就問
[00:06:21.920 --> 00:06:23.920]  這個病
[00:06:23.920 --> 00:06:25.920]  有多少日子呢
[00:06:25.920 --> 00:06:29.920]  你會和我一樣想到
[00:06:29.920 --> 00:06:31.920]  你以為耶穌不知道嗎
[00:06:31.920 --> 00:06:34.920]  但是他想看看這個很痛苦的人
[00:06:34.920 --> 00:06:36.920]  怎樣感覺
[00:06:36.920 --> 00:06:38.920]  經歷
[00:06:38.920 --> 00:06:40.920]  是怎樣的
[00:06:40.920 --> 00:06:41.920]  於是他說
[00:06:41.920 --> 00:06:43.920]  從小的時候
[00:06:43.920 --> 00:06:44.920]  他沒有說多少歲
[00:06:44.920 --> 00:06:46.920]  從小的時候
[00:06:46.920 --> 00:06:48.920]  各位
[00:06:48.920 --> 00:06:51.920]  我想你最痛苦的時候
[00:06:51.920 --> 00:06:53.920]  當被人問你
[00:06:53.920 --> 00:06:55.920]  你慘了多久
[00:06:55.920 --> 00:06:58.920]  你不容易說到日期
[00:06:58.920 --> 00:07:02.920]  但你一定將這個慘了多久
[00:07:02.920 --> 00:07:04.920]  稱呼是很久很久
[00:07:04.920 --> 00:07:06.920]  很小的時候
[00:07:06.920 --> 00:07:08.920]  很早的時候
[00:07:08.920 --> 00:07:10.920]  其實代表什麼呢
[00:07:10.920 --> 00:07:14.920]  代表你真是一個長期的受苦者
[00:07:14.920 --> 00:07:16.920]  這個是一個爸爸的承認
[00:07:16.920 --> 00:07:18.920]  所以今天我們研究一下
[00:07:18.920 --> 00:07:21.920]  這個一個父親的呼求
[00:07:21.920 --> 00:07:24.920]  有幾樣東西可以大家注意一下
[00:07:24.920 --> 00:07:26.920]  提醒一下自己
[00:07:26.920 --> 00:07:28.920]  第一個提醒就是
[00:07:28.920 --> 00:07:30.920]  我們從一個看聖經的角度
[00:07:30.920 --> 00:07:32.920]  就覺得這個爸爸
[00:07:32.920 --> 00:07:35.920]  你滿意他的程度給多少呢
[00:07:35.920 --> 00:07:36.920]  你覺得他
[00:07:36.920 --> 00:07:41.920]  他都是覺得你的門徒治不了我
[00:07:41.920 --> 00:07:43.920]  你是師父
[00:07:43.920 --> 00:07:45.920]  你來治我吧
[00:07:45.920 --> 00:07:47.920]  你可憐我吧
[00:07:47.920 --> 00:07:48.920]  不過
[00:07:48.920 --> 00:07:53.920]  他是不是完全地覺得這個師父治得到呢
[00:07:53.920 --> 00:07:55.920]  兩體
[00:07:55.920 --> 00:07:57.920]  兩體
[00:07:57.920 --> 00:07:58.920]  為什麼呢
[00:07:58.920 --> 00:08:00.920]  他認自己的問題多於這個師父的問題
[00:08:00.920 --> 00:08:02.920]  我信不足
[00:08:02.920 --> 00:08:03.920]  你信不信我呢
[00:08:03.920 --> 00:08:05.920]  我信不足
[00:08:05.920 --> 00:08:07.920]  就是說他有懷疑耶穌治不治得到
[00:08:07.920 --> 00:08:10.920]  那個懷疑是他自己不夠信心的
[00:08:10.920 --> 00:08:11.920]  不是耶穌的問題
[00:08:11.920 --> 00:08:12.920]  是我的問題
[00:08:12.920 --> 00:08:13.920]  我信不足
[00:08:13.920 --> 00:08:15.920]  但是他沒有懷疑一件事
[00:08:15.920 --> 00:08:17.920]  不知道大家有沒有留意到
[00:08:17.920 --> 00:08:19.920]  憐憫這個字
[00:08:19.920 --> 00:08:21.920]  就是他沒有懷疑到耶穌的愛心
[00:08:21.920 --> 00:08:23.920]  他沒有懷疑這件事
[00:08:23.920 --> 00:08:26.920]  這個就是轉捩點在這裡
[00:08:26.920 --> 00:08:28.920]  有時候呢
[00:08:28.920 --> 00:08:31.920]  你經常都祈禱
[00:08:31.920 --> 00:08:33.920]  你最後都學他說
[00:08:33.920 --> 00:08:35.920]  我信不足
[00:08:35.920 --> 00:08:36.920]  求主助我
[00:08:36.920 --> 00:08:37.920]  但是呢
[00:08:37.920 --> 00:08:40.920]  你說不過我知道你愛我
[00:08:40.920 --> 00:08:43.920]  所以我找你幫我
[00:08:43.920 --> 00:08:45.920]  我要找一個愛我的人幫我
[00:08:45.920 --> 00:08:46.920]  是值得的
[00:08:46.920 --> 00:08:48.920]  但是我不知道你能不能幫到
[00:08:48.920 --> 00:08:49.920]  我真是
[00:08:49.920 --> 00:08:52.920]  我的困難實在大到我不夠能力
[00:08:52.920 --> 00:08:55.920]  去覺得有東西可以解決的了
[00:08:55.920 --> 00:08:57.920]  有沒有這個可能呢
[00:08:57.920 --> 00:08:58.920]  疫情呢
[00:08:58.920 --> 00:09:01.920]  是一個最好的時機去想這個問題
[00:09:01.920 --> 00:09:06.920]  如果那個防疫針沒有發明到
[00:09:06.920 --> 00:09:09.920]  如果死的人越來越多
[00:09:09.920 --> 00:09:12.920]  我想你和我都會感覺到
[00:09:12.920 --> 00:09:14.920]  沒得救的感覺
[00:09:14.920 --> 00:09:17.920]  不知道這個世界會不會一天真的這樣
[00:09:17.920 --> 00:09:18.920]  沒得救的感覺
[00:09:18.920 --> 00:09:20.920]  但是當沒得救的感覺的時候
[00:09:20.920 --> 00:09:25.920]  你仍然覺得有一個愛我的人在這裡
[00:09:25.920 --> 00:09:26.920]  值得問他
[00:09:26.920 --> 00:09:29.920]  如果他的能力真是超大的
[00:09:29.920 --> 00:09:30.920]  他愛我
[00:09:30.920 --> 00:09:32.920]  不就是解決了嗎
[00:09:32.920 --> 00:09:34.920]  這個是很簡單
[00:09:34.920 --> 00:09:36.920]  很簡單需要有的東西
[00:09:36.920 --> 00:09:37.920]  似乎我們今天呢
[00:09:37.920 --> 00:09:40.920]  一路以為我們信教基督教
[00:09:40.920 --> 00:09:42.920]  那就是什麼都行了
[00:09:42.920 --> 00:09:44.920]  因為有一個神照著我
[00:09:44.920 --> 00:09:46.920]  我做什麼都做得到
[00:09:46.920 --> 00:09:49.920]  但是夠不夠難的呢
[00:09:49.920 --> 00:09:52.920]  難到盡盡盡盡呢
[00:09:52.920 --> 00:09:54.920]  你就發現到很困難
[00:09:54.920 --> 00:09:56.920]  去信說做得到
[00:09:56.920 --> 00:09:58.920]  我想如果你家裡真的遇到一件
[00:09:58.920 --> 00:10:00.920]  治不了的病
[00:10:00.920 --> 00:10:01.920]  包括你的子女
[00:10:01.920 --> 00:10:03.920]  包括心理的病
[00:10:03.920 --> 00:10:04.920]  很多年都治不了的
[00:10:04.920 --> 00:10:06.920]  看盡醫生治不了的
[00:10:06.920 --> 00:10:08.920]  你走來教會
[00:10:08.920 --> 00:10:10.920]  你說牧師你幫我祈禱這樣
[00:10:10.920 --> 00:10:13.920]  牧師會問你信不信上帝幫到你呢
[00:10:13.920 --> 00:10:15.920]  你可能都會說
[00:10:15.920 --> 00:10:18.920]  我不是很信到足
[00:10:18.920 --> 00:10:20.920]  不過我真的想試一下
[00:10:20.920 --> 00:10:23.920]  可能這個信是很低的
[00:10:23.920 --> 00:10:25.920]  不過你贏了一句話
[00:10:25.920 --> 00:10:27.920]  牧師會鼓勵你祈禱
[00:10:27.920 --> 00:10:29.920]  你信上帝愛你
[00:10:29.920 --> 00:10:31.920]  這個爸爸呢
[00:10:31.920 --> 00:10:33.920]  是成功的他做了這件事
[00:10:33.920 --> 00:10:35.920]  不過反著聖經看
[00:10:35.920 --> 00:10:38.920]  有多少人找耶穌醫病呢
[00:10:38.920 --> 00:10:39.920]  多到不得了
[00:10:39.920 --> 00:10:41.920]  我相信以萬計
[00:10:41.920 --> 00:10:43.920]  也都醫好了
[00:10:43.920 --> 00:10:45.920]  不過
[00:10:45.920 --> 00:10:48.920]  他們不認耶穌是救主
[00:10:48.920 --> 00:10:50.920]  他不認耶穌是神
[00:10:50.920 --> 00:10:53.920]  也都是以萬計
[00:10:53.920 --> 00:10:55.920]  好像想回頭
[00:10:55.920 --> 00:10:57.920]  他們好回來了
[00:10:57.920 --> 00:10:58.920]  好回來了
[00:10:58.920 --> 00:10:59.920]  好回來了就說
[00:10:59.920 --> 00:11:01.920]  剛才醫那個很厲害
[00:11:01.920 --> 00:11:02.920]  很厲害
[00:11:02.920 --> 00:11:04.920]  但是他們不信他是神
[00:11:04.920 --> 00:11:06.920]  他不信
[00:11:06.920 --> 00:11:08.920]  反而這個呢
[00:11:08.920 --> 00:11:10.920]  這個還沒有好
[00:11:10.920 --> 00:11:13.920]  也都門徒醫不了
[00:11:13.920 --> 00:11:15.920]  但是他還繼續找
[00:11:15.920 --> 00:11:17.920]  他的師父
[00:11:17.920 --> 00:11:18.920]  繼續找
[00:11:18.920 --> 00:11:20.920]  我喜歡這個行動就是繼續找
[00:11:20.920 --> 00:11:22.920]  你有沒有這個感覺
[00:11:22.920 --> 00:11:24.920]  你解決不了以一年
[00:11:24.920 --> 00:11:26.920]  十年二十年的問題
[00:11:26.920 --> 00:11:29.920]  你還繼續找上帝呢
[00:11:29.920 --> 00:11:30.920]  你還繼續找他呢
[00:11:30.920 --> 00:11:33.920]  憑著你相信他愛你呢
[00:11:33.920 --> 00:11:37.920]  我有時都想起
[00:11:37.920 --> 00:11:39.920]  我爸爸呢
[00:11:39.920 --> 00:11:42.920]  在合一堂改變些什麼
[00:11:42.920 --> 00:11:45.920]  他在聖誕節洗禮
[00:11:45.920 --> 00:11:47.920]  在這個世紀頭
[00:11:47.920 --> 00:11:49.920]  我還給他一幅相
[00:11:49.920 --> 00:11:51.920]  洗禮之後呢
[00:11:51.920 --> 00:11:53.920]  他說一句話
[00:11:53.920 --> 00:11:56.920]  要帶你媽回教會
[00:11:56.920 --> 00:12:00.920]  其實我媽當時都未老人之外
[00:12:00.920 --> 00:12:01.920]  但他就陪她回
[00:12:01.920 --> 00:12:02.920]  原因為什麼呢
[00:12:02.920 --> 00:12:06.920]  洗了禮就要回
[00:12:06.920 --> 00:12:08.920]  我什麼時候有說過
[00:12:08.920 --> 00:12:10.920]  是的
[00:12:10.920 --> 00:12:13.920]  牧師沒有說過洗禮一定要每個禮拜回
[00:12:13.920 --> 00:12:14.920]  但我爸爸呢
[00:12:14.920 --> 00:12:16.920]  覺得洗禮是要的
[00:12:16.920 --> 00:12:19.920]  當然我沒理由說不行
[00:12:19.920 --> 00:12:20.920]  不對的
[00:12:20.920 --> 00:12:22.920]  我說對的對的對的
[00:12:22.920 --> 00:12:24.920]  誰知道呢
[00:12:24.920 --> 00:12:27.920]  我媽老人之外之後呢
[00:12:27.920 --> 00:12:30.920]  一直以來我爸爸呢
[00:12:30.920 --> 00:12:32.920]  都還有一件事令我覺得
[00:12:32.920 --> 00:12:35.920]  我搞他不行
[00:12:35.920 --> 00:12:37.920]  他每天看報紙
[00:12:37.920 --> 00:12:39.920]  看什麼呢
[00:12:39.920 --> 00:12:41.920]  看地產
[00:12:41.920 --> 00:12:43.920]  看地產來做什麼呢
[00:12:43.920 --> 00:12:46.920]  因為我媽進了兩三間老人院
[00:12:46.920 --> 00:12:49.920]  我爸爸都不是太滿意
[00:12:49.920 --> 00:12:51.920]  我爸爸還有個希望
[00:12:51.920 --> 00:12:53.920]  希望就是買一棟樓
[00:12:53.920 --> 00:12:55.920]  小小的便宜一點
[00:12:55.920 --> 00:12:58.920]  我接他回家我和他住
[00:12:58.920 --> 00:13:01.920]  我心想你和他住好久不要搞我
[00:13:01.920 --> 00:13:03.920]  但你想想88歲
[00:13:03.920 --> 00:13:06.920]  接一個88歲的人呢
[00:13:06.920 --> 00:13:07.920]  來照顧呢
[00:13:07.920 --> 00:13:09.920]  是很天真的事來的
[00:13:09.920 --> 00:13:11.920]  很天真的事來的
[00:13:11.920 --> 00:13:14.920]  我爸爸都是很多周身有問題
[00:13:14.920 --> 00:13:16.920]  看很多政府醫院的
[00:13:16.920 --> 00:13:18.920]  我好像在想
[00:13:18.920 --> 00:13:20.920]  他是不是傻了呢
[00:13:20.920 --> 00:13:22.920]  他臨死的那月
[00:13:22.920 --> 00:13:24.920]  還在廳跟我說
[00:13:24.920 --> 00:13:26.920]  這間可以買的
[00:13:26.920 --> 00:13:28.920]  唉
[00:13:28.920 --> 00:13:30.920]  買了之後的後果
[00:13:30.920 --> 00:13:35.920]  就是你要帶著一個重你20多磅的老婆
[00:13:35.920 --> 00:13:38.920]  帶她回家你要煲粥給她吃
[00:13:38.920 --> 00:13:39.920]  照顧她
[00:13:39.920 --> 00:13:41.920]  但我爸爸是肯的
[00:13:41.920 --> 00:13:43.920]  我覺得那個感覺就是
[00:13:43.920 --> 00:13:44.920]  好像覺得
[00:13:44.920 --> 00:13:46.920]  真的凡事都能的
[00:13:46.920 --> 00:13:49.920]  我們覺得很多事都不是問題來的
[00:13:49.920 --> 00:13:50.920]  不是問題來的
[00:13:50.920 --> 00:13:52.920]  我肯就行的了
[00:13:52.920 --> 00:13:54.920]  後來呢一個月後呢
[00:13:54.920 --> 00:13:56.920]  我爸爸就死了
[00:13:56.920 --> 00:13:58.920]  到現在我都在想
[00:13:58.920 --> 00:14:00.920]  我都在想
[00:14:00.920 --> 00:14:03.920]  他好像對世界的困難呢
[00:14:03.920 --> 00:14:05.920]  好像多了一個解釋
[00:14:05.920 --> 00:14:07.920]  就是信心
[00:14:07.920 --> 00:14:11.920]  好像征服了一些我們眼睛看到困難的東西
[00:14:11.920 --> 00:14:12.920]  雖然你說
[00:14:12.920 --> 00:14:15.920]  你的爸爸是不是都是老人之外的
[00:14:15.920 --> 00:14:17.920]  我肯定他不是
[00:14:17.920 --> 00:14:19.920]  他只是這件心事
[00:14:19.920 --> 00:14:21.920]  他想照顧他的太太
[00:14:21.920 --> 00:14:23.920]  因為
[00:14:23.920 --> 00:14:25.920]  是他太太
[00:14:25.920 --> 00:14:27.920]  就是我媽媽帶他回教會的
[00:14:27.920 --> 00:14:30.920]  是我媽媽為他祈禱
[00:14:30.920 --> 00:14:33.920]  然後他覺得自己改變了願意信耶穌的
[00:14:33.920 --> 00:14:36.920]  這些全部都是他覺得改變不了的東西
[00:14:36.920 --> 00:14:38.920]  是改變了的
[00:14:38.920 --> 00:14:40.920]  所以他一直都以為
[00:14:40.920 --> 00:14:43.920]  人生裡面其他東西都是改變的
[00:14:43.920 --> 00:14:45.920]  都可以改變的
[00:14:45.920 --> 00:14:47.920]  各位
[00:14:47.920 --> 00:14:49.920]  你有沒有這個角度來想
[00:14:49.920 --> 00:14:51.920]  雖然好像天真一點
[00:14:51.920 --> 00:14:53.920]  你有沒有從這個角度看你
[00:14:53.920 --> 00:14:55.920]  你現在人生裡面
[00:14:55.920 --> 00:14:57.920]  有些東西都可以改變的
[00:14:57.920 --> 00:14:59.920]  因為耶穌
[00:14:59.920 --> 00:15:01.920]  這個是我做兒子
[00:15:01.920 --> 00:15:04.920]  心裡面一直覺得很懷疑
[00:15:04.920 --> 00:15:06.920]  但是慢慢我接受到
[00:15:06.920 --> 00:15:08.920]  很接受到的東西
[00:15:08.920 --> 00:15:12.920]  為什麼他改變了呢
[00:15:12.920 --> 00:15:14.920]  是他自己知道的
[00:15:14.920 --> 00:15:17.920]  因為他在16年前在律敦子園的時候
[00:15:17.920 --> 00:15:19.920]  那一次
[00:15:19.920 --> 00:15:21.920]  那一次
[00:15:21.920 --> 00:15:23.920]  他心臟病發
[00:15:23.920 --> 00:15:25.920]  然後
[00:15:25.920 --> 00:15:27.920]  我不知道這件事
[00:15:27.920 --> 00:15:29.920]  我在澳門港島
[00:15:29.920 --> 00:15:31.920]  我回來的時候我打電話給他
[00:15:31.920 --> 00:15:33.920]  原來已經是上午的時候
[00:15:33.920 --> 00:15:35.920]  他已經送了入醫院
[00:15:35.920 --> 00:15:37.920]  這次我去到律敦子的時候
[00:15:37.920 --> 00:15:40.920]  我媽媽在門口笑
[00:15:40.920 --> 00:15:42.920]  接我
[00:15:42.920 --> 00:15:43.920]  跟我說
[00:15:43.920 --> 00:15:45.920]  好東西啊
[00:15:45.920 --> 00:15:47.920]  我心想我沒見過女人這麼黑心的
[00:15:47.920 --> 00:15:49.920]  老公心裡說好東西啊
[00:15:49.920 --> 00:15:51.920]  我說什麼事啊
[00:15:51.920 --> 00:15:53.920]  他說你老爸被姑娘問
[00:15:53.920 --> 00:15:55.920]  有沒有宗教信仰
[00:15:55.920 --> 00:15:57.920]  他說有啊 什麼教 基督教
[00:15:57.920 --> 00:15:59.920]  我才明白
[00:15:59.920 --> 00:16:01.920]  為什麼我媽媽會笑
[00:16:01.920 --> 00:16:03.920]  似乎我媽媽相信
[00:16:03.920 --> 00:16:07.920]  當我老爸願意信耶穌的時候
[00:16:07.920 --> 00:16:11.920]  心臟病發都不是問題了
[00:16:11.920 --> 00:16:13.920]  我看到這兩個老人家
[00:16:13.920 --> 00:16:15.920]  有些內功
[00:16:15.920 --> 00:16:17.920]  信耶穌
[00:16:17.920 --> 00:16:19.920]  好像逼走了那些人
[00:16:19.920 --> 00:16:21.920]  看上來心臟病發
[00:16:21.920 --> 00:16:23.920]  大件事了
[00:16:23.920 --> 00:16:25.920]  他逼走了這件事
[00:16:25.920 --> 00:16:27.920]  就是那天
[00:16:27.920 --> 00:16:29.920]  他就找了黃家輝牧師
[00:16:29.920 --> 00:16:31.920]  幫他安排洗禮
[00:16:31.920 --> 00:16:35.920]  我想告訴大家
[00:16:35.920 --> 00:16:37.920]  信仰的厲害的地方就是
[00:16:37.920 --> 00:16:39.920]  我爸爸還是堅持
[00:16:39.920 --> 00:16:41.920]  媽媽在老人院
[00:16:41.920 --> 00:16:43.920]  還是每個星期日
[00:16:43.920 --> 00:16:45.920]  一定要帶她回教會
[00:16:45.920 --> 00:16:47.920]  我做兒子反而說
[00:16:47.920 --> 00:16:49.920]  不要帶她
[00:16:49.920 --> 00:16:51.920]  他都不明白牧師說什麼
[00:16:51.920 --> 00:16:53.920]  他都不明白
[00:16:53.920 --> 00:16:55.920]  牧師說什麼
[00:16:55.920 --> 00:16:57.920]  他都不明白
[00:16:57.920 --> 00:16:59.920]  但是我們兩個夾著他
[00:16:59.920 --> 00:17:01.920]  是很辛苦的
[00:17:01.920 --> 00:17:03.920]  他一說去廁所
[00:17:03.920 --> 00:17:05.920]  誰帶他去女廁
[00:17:05.920 --> 00:17:07.920]  我每次和我爸爸說的時候
[00:17:07.920 --> 00:17:09.920]  好像覺得不是問題
[00:17:09.920 --> 00:17:11.920]  教會有女人
[00:17:11.920 --> 00:17:13.920]  所以開始我懶得和他搏
[00:17:13.920 --> 00:17:15.920]  但問題就是我媽媽很早起床
[00:17:15.920 --> 00:17:17.920]  六點多早上
[00:17:17.920 --> 00:17:19.920]  就要去教會
[00:17:19.920 --> 00:17:21.920]  各位找一個六點多的教會
[00:17:21.920 --> 00:17:23.920]  給我早上
[00:17:23.920 --> 00:17:25.920]  找到了
[00:17:25.920 --> 00:17:27.920]  八點鐘
[00:17:27.920 --> 00:17:29.920]  銅鑼灣靈量堂
[00:17:29.920 --> 00:17:31.920]  有清神崇拜
[00:17:31.920 --> 00:17:33.920]  我老人院就在靈量堂旁邊
[00:17:33.920 --> 00:17:35.920]  我說我們兩個夾著去
[00:17:35.920 --> 00:17:37.920]  我真的很佩服我爸爸
[00:17:37.920 --> 00:17:39.920]  看不到環境的那種厲害
