
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹主內平安
[00:04:59.000 --> 00:05:02.000]  significance 抽象一點
[00:05:02.000 --> 00:05:06.000]  不是物質主義物質中心
[00:05:06.000 --> 00:05:10.000]  這麼市儈的成功成就
[00:05:10.000 --> 00:05:14.000]  從success to significance
[00:05:14.000 --> 00:05:20.000]  如果我們從這個層次去看薩姆爾的一生
[00:05:20.000 --> 00:05:25.000]  多數我們會嘗試去效法他
[00:05:25.000 --> 00:05:28.000]  效法他的忠心
[00:05:28.000 --> 00:05:30.000]  效法他的堅忍
[00:05:30.000 --> 00:05:32.000]  效法他的毅力
[00:05:32.000 --> 00:05:35.000]  我們可以這樣看
[00:05:35.000 --> 00:05:37.000]  不過這樣看的時候
[00:05:37.000 --> 00:05:46.000]  我們只停留在人物的道德典範榜樣
[00:05:46.000 --> 00:05:49.000]  錯過了什麼
[00:05:49.000 --> 00:05:58.000]  我們說錯過了聖經記載薩姆爾的一生
[00:05:58.000 --> 00:06:02.000]  其實容許我們這樣說
[00:06:02.000 --> 00:06:08.000]  其實主角焦點不是薩姆爾
[00:06:08.000 --> 00:06:12.000]  是誰呢?是上帝自己
[00:06:12.000 --> 00:06:17.000]  聖經記載歷史、故事、人物
[00:06:17.000 --> 00:06:22.000]  其實我們想要看到的不是學他
[00:06:22.000 --> 00:06:26.000]  或不學他道德教訓
[00:06:26.000 --> 00:06:31.000]  是看上帝在做什麼
[00:06:31.000 --> 00:06:34.000]  我們說這樣讀聖經也可以
[00:06:34.000 --> 00:06:37.000]  回到薩姆爾的記載
[00:06:37.000 --> 00:06:41.000]  怎麼開始呢?
[00:06:41.000 --> 00:06:44.000]  新舊約聖經記載一個人
[00:06:44.000 --> 00:06:48.000]  由出生到死亡
[00:06:48.000 --> 00:06:50.000]  其實不多
[00:06:50.000 --> 00:06:52.000]  新約主耶穌
[00:06:52.000 --> 00:06:56.000]  舊約除了薩姆爾就是摩西
[00:06:56.000 --> 00:07:00.000]  不過薩姆爾和主耶穌
[00:07:00.000 --> 00:07:05.000]  也有另一個更加平衡可以比較的地方
[00:07:05.000 --> 00:07:13.000]  就是經文記載他們出生之前發生什麼事
[00:07:13.000 --> 00:07:19.000]  哈娜薩姆爾的母親祈禱
[00:07:19.000 --> 00:07:24.000]  上帝賜她一個兒子
[00:07:24.000 --> 00:07:31.000]  母親還願薩姆爾在聖所成長
[00:07:31.000 --> 00:07:35.000]  我們又去效法母親的信心
[00:07:35.000 --> 00:07:37.000]  經文的重點
[00:07:37.000 --> 00:07:40.000]  或者再早一點
[00:07:40.000 --> 00:07:44.000]  我們懂得問為何哈娜會祈禱呢?
[00:07:44.000 --> 00:07:48.000]  是她求上帝應允她
[00:07:48.000 --> 00:07:51.000]  她是主動上帝是被動
[00:07:51.000 --> 00:07:53.000]  不是,反過來
[00:07:53.000 --> 00:07:58.000]  哈娜之所以祈禱是因為她心中受苦
[00:07:58.000 --> 00:08:01.000]  她和以利濟斯解釋她不是喝醉酒
[00:08:01.000 --> 00:08:03.000]  為何她心中受苦?
[00:08:03.000 --> 00:08:07.000]  因為在家中她沒有兒子
[00:08:07.000 --> 00:08:13.000]  所以她被人輕視
[00:08:13.000 --> 00:08:17.000]  哈娜不是不能生兒子
[00:08:17.000 --> 00:08:21.000]  因為經文很清楚告訴我們
[00:08:21.000 --> 00:08:24.000]  薩姆爾有三個弟弟
[00:08:24.000 --> 00:08:27.000]  兩個妹妹
[00:08:27.000 --> 00:08:35.000]  加起來其實和雅各的妻子利亞
[00:08:35.000 --> 00:08:37.000]  生了六個兒子
[00:08:37.000 --> 00:08:44.000]  以色列十二支派一半是由利亞生出來的
[00:08:44.000 --> 00:08:46.000]  其實是一樣的
[00:08:46.000 --> 00:08:53.000]  哈娜和瑪利亞祈禱讚美上帝的平衡
[00:08:53.000 --> 00:08:55.000]  很多典故在背後
[00:08:55.000 --> 00:08:58.000]  講的是上帝在做甚麼
[00:08:58.000 --> 00:09:02.000]  不是這個人懂得來上帝面前祈求
[00:09:02.000 --> 00:09:08.000]  他懂得來是因為上帝使他受苦
[00:09:08.000 --> 00:09:14.000]  上帝為何不讓他有第一個兒子
[00:09:14.000 --> 00:09:16.000]  讓他來祈禱
[00:09:16.000 --> 00:09:22.000]  所以上帝的揀選、上帝的主動
[00:09:22.000 --> 00:09:27.000]  整件事如果正正常常的薩姆爾在家中出生
[00:09:27.000 --> 00:09:29.000]  在家中成長
[00:09:29.000 --> 00:09:32.000]  那就歷史改寫了
[00:09:32.000 --> 00:09:36.000]  薩姆爾基是這樣開始的
[00:09:36.000 --> 00:09:47.000]  母親只是回應上主一個很奇怪的動作
[00:09:47.000 --> 00:09:50.000]  沒有兒子生
[00:09:50.000 --> 00:09:52.000]  並且我們會留意到
[00:09:52.000 --> 00:09:57.000]  其實在當時以色列的處境
[00:09:57.000 --> 00:10:03.000]  正是落在內憂外患的當中
[00:10:03.000 --> 00:10:07.000]  環境漆黑一片
[00:10:07.000 --> 00:10:14.000]  內憂就是指以利濟斯的家庭敗壞
[00:10:14.000 --> 00:10:21.000]  外患菲律賓人強鄰壓境
[00:10:21.000 --> 00:10:24.000]  在這樣的處境當中
[00:10:24.000 --> 00:10:26.000]  上帝啊你去了哪裡
[00:10:26.000 --> 00:10:28.000]  我們又喊三喊四
[00:10:28.000 --> 00:10:29.000]  上帝在做事
[00:10:29.000 --> 00:10:30.000]  上帝在做甚麼
[00:10:30.000 --> 00:10:34.000]  上帝揀選薩姆爾
[00:10:34.000 --> 00:10:40.000]  上帝從哈那開始做事
[00:10:40.000 --> 00:10:42.000]  你說揀選
[00:10:42.000 --> 00:10:49.000]  如果上帝真的要揀選一個幫助以色列人的救星
[00:10:49.000 --> 00:10:54.000]  他應該揀選一個英雄、一個偉人、一個戰士
[00:10:54.000 --> 00:10:59.000]  一個有軍事謀略的領袖
[00:10:59.000 --> 00:11:02.000]  薩姆爾是一個怎樣的人
[00:11:02.000 --> 00:11:05.000]  他在聖所成長
[00:11:05.000 --> 00:11:10.000]  他出來做了二十年傳道人
[00:11:10.000 --> 00:11:14.000]  一個文弱書生
[00:11:14.000 --> 00:11:18.000]  一個普通懂得講道
[00:11:18.000 --> 00:11:26.000]  教導百姓明白上帝的說話的先知
[00:11:26.000 --> 00:11:32.000]  並且不是一出來就帶來以色列人的復興
[00:11:32.000 --> 00:11:36.000]  他傳道二十年
[00:11:36.000 --> 00:11:42.000]  在當中以色列人並沒有回轉
[00:11:42.000 --> 00:11:44.000]  是二十年之後
[00:11:44.000 --> 00:11:47.000]  第七章開頭才告訴我們
[00:11:47.000 --> 00:11:52.000]  以色列人全家歸向上主
[00:11:52.000 --> 00:11:55.000]  這二十年不容易過
[00:11:55.000 --> 00:11:57.000]  看不到果效
[00:11:57.000 --> 00:12:00.000]  怎樣證明是上帝的揀選
[00:12:00.000 --> 00:12:05.000]  怎樣證明是上帝的作為
[00:12:05.000 --> 00:12:08.000]  我們看看
[00:12:08.000 --> 00:12:13.000]  我們希望的是上帝解決我們的困難
[00:12:13.000 --> 00:12:15.000]  改變環境
[00:12:15.000 --> 00:12:18.000]  消滅敵人
[00:12:18.000 --> 00:12:21.000]  改變我們的領袖
[00:12:21.000 --> 00:12:24.000]  上帝很奇怪
[00:12:24.000 --> 00:12:29.000]  這不是祂的優先次序
[00:12:29.000 --> 00:12:32.000]  祂揀選薩姆爾
[00:12:32.000 --> 00:12:39.000]  祂讓薩姆爾成為人所共知的傳道者
[00:12:39.000 --> 00:12:43.000]  用神的話二十年如一日
[00:12:43.000 --> 00:12:45.000]  教導百姓
[00:12:45.000 --> 00:12:51.000]  所以上帝要改變的是外在的環境
[00:12:51.000 --> 00:12:53.000]  照我們所想所求的
[00:12:53.000 --> 00:12:55.000]  有求必應
[00:12:55.000 --> 00:13:00.000]  還是上帝要改變的是我們的內心
[00:13:00.000 --> 00:13:04.000]  是我們是否遵從祂的吩咐
[00:13:04.000 --> 00:13:07.000]  環境改變了
[00:13:07.000 --> 00:13:08.000]  好了
[00:13:08.000 --> 00:13:10.000]  回復正常
[00:13:10.000 --> 00:13:12.000]  我們就回到上帝的面前
[00:13:12.000 --> 00:13:14.000]  真的嗎?
[00:13:14.000 --> 00:13:16.000]  環境好的時候
[00:13:16.000 --> 00:13:18.000]  我們真的懂得回到上帝的面前
[00:13:18.000 --> 00:13:22.000]  還是不論信逆
[00:13:22.000 --> 00:13:30.000]  首先上帝要改變的是我們的心思和意念
[00:13:30.000 --> 00:13:35.000]  所以薩姆爾基上教我們看的
[00:13:35.000 --> 00:13:38.000]  不是薩姆爾做甚麼
[00:13:38.000 --> 00:13:40.000]  不是百姓想要甚麼
[00:13:40.000 --> 00:13:45.000]  是上帝如何在歷史的處境
[00:13:45.000 --> 00:13:47.000]  一個很現實的環境
[00:13:47.000 --> 00:13:51.000]  一個不是順利的情況當中
[00:13:51.000 --> 00:13:53.000]  但是上帝的工作
[00:13:53.000 --> 00:13:55.000]  我們就要學
[00:13:55.000 --> 00:13:58.000]  我們就要睜大眼睛看清楚
[00:13:58.000 --> 00:14:00.000]  我們就要明白
[00:14:00.000 --> 00:14:03.000]  因為今天我們一樣可以來到神的面前
[00:14:03.000 --> 00:14:05.000]  祈禱、祈禱、祈禱
[00:14:05.000 --> 00:14:07.000]  求我們想要成就的
[00:14:07.000 --> 00:14:12.000]  不是求祂的旨意成就
[00:14:12.000 --> 00:14:14.000]  第二
[00:14:14.000 --> 00:14:21.000]  薩姆爾如何做以色列的時師?
[00:14:21.000 --> 00:14:28.000]  他如何在以便以謝這場戰役勝利之後
[00:14:28.000 --> 00:14:31.000]  領導以色列
[00:14:31.000 --> 00:14:35.000]  他繼續南征北討
[00:14:35.000 --> 00:14:37.000]  所向披靡
[00:14:37.000 --> 00:14:39.000]  消滅菲律師人
[00:14:39.000 --> 00:14:40.000]  沒有
[00:14:40.000 --> 00:14:46.000]  你看看第七章最後幾處的記載
[00:14:46.000 --> 00:14:48.000]  那幾節是怎樣說的
[00:14:48.000 --> 00:14:50.000]  沒錯
[00:14:50.000 --> 00:14:56.000]  菲律師人所取以色列的成衣
[00:14:56.000 --> 00:14:59.000]  從以格倫直到迦特
[00:14:59.000 --> 00:15:01.000]  第十四節告訴我們
[00:15:01.000 --> 00:15:04.000]  都歸以色列人
[00:15:04.000 --> 00:15:06.000]  然後
[00:15:06.000 --> 00:15:11.000]  菲律師人在西邊東邊的阿摩利人
[00:15:11.000 --> 00:15:12.000]  經文說
[00:15:12.000 --> 00:15:18.000]  那時以色列人與阿摩利人和好
[00:15:18.000 --> 00:15:20.000]  薩姆爾如何做時師?
[00:15:20.000 --> 00:15:21.000]  第十六節
[00:15:21.000 --> 00:15:28.000]  他每年巡行在伯特利、吉格、米斯巴
[00:15:28.000 --> 00:15:32.000]  然後回到他家在拉瑪
[00:15:32.000 --> 00:15:34.000]  一年四季
[00:15:34.000 --> 00:15:37.000]  四個地點
[00:15:37.000 --> 00:15:41.000]  他輪流每三個月去一次
[00:15:41.000 --> 00:15:48.000]  還是每一個月去四個地點巡迴三次
[00:15:48.000 --> 00:15:50.000]  聖經沒有詳細說
[00:15:50.000 --> 00:15:54.000]  不過這樣作領袖
[00:15:54.000 --> 00:16:00.000]  不是我們心目中的英雄鬼人
[00:16:00.000 --> 00:16:03.000]  用今天的說話說
[00:16:03.000 --> 00:16:09.000]  上班、下班、早上九、晚五
[00:16:09.000 --> 00:16:12.000]  做教會的牧師
[00:16:12.000 --> 00:16:15.000]  做一個領袖
[00:16:15.000 --> 00:16:17.000]  很沉悶
[00:16:17.000 --> 00:16:19.000]  為什麼不可以打第二場仗?
[00:16:19.000 --> 00:16:20.000]  沒有
[00:16:20.000 --> 00:16:30.000]  上帝沒有興起薩姆爾成為一個軍事的將領
[00:16:30.000 --> 00:16:33.000]  其實我們看回時師記
[00:16:33.000 --> 00:16:39.000]  如果我們不只是記得那些英雄人物的故事
[00:16:39.000 --> 00:16:40.000]  沒錯
[00:16:40.000 --> 00:16:43.000]  時師上帝興起
[00:16:43.000 --> 00:16:46.000]  是要成為以色列人的拯救
[00:16:46.000 --> 00:16:50.000]  拯救他們脫離迦南人的欺壓
[00:16:50.000 --> 00:16:53.000]  但是其實十二個時師當中
[00:16:53.000 --> 00:16:55.000]  不是每一個都是姬澱
[00:16:55.000 --> 00:16:58.000]  不是每一個都是參孫
[00:16:58.000 --> 00:17:00.000]  不是每一個都是耶佛他
[00:17:00.000 --> 00:17:03.000]  不是每一個都是底波拉
[00:17:03.000 --> 00:17:05.000]  有些時師
[00:17:05.000 --> 00:17:07.000]  你看到好像很卡通
[00:17:07.000 --> 00:17:09.000]  很滑稽
[00:17:09.000 --> 00:17:12.000]  只是記載他有多少個兒子
[00:17:12.000 --> 00:17:14.000]  娶了多少個媳婦
[00:17:14.000 --> 00:17:18.000]  好像在吃喝當中
[00:17:18.000 --> 00:17:27.000]  就帶領以色列人和隔離的強鄰和平相處
[00:17:27.000 --> 00:17:32.000]  這樣國中太平四十年
[00:17:32.000 --> 00:17:38.000]  這裡沒有說薩姆爾做時師二十年三十年還是四十年
[00:17:38.000 --> 00:17:46.000]  但是到底上帝怎樣保守他的百姓
[00:17:46.000 --> 00:17:54.000]  其實不在乎薩姆爾是一個有什麼才幹
[00:17:54.000 --> 00:17:59.000]  有什麼本領的人物
[00:17:59.000 --> 00:18:06.000]  經文叫我們看見的是一個願意信服
[00:18:06.000 --> 00:18:13.000]  跟從上帝的心意的薩姆爾
[00:18:13.000 --> 00:18:17.000]  不是一個有自己的野心
[00:18:17.000 --> 00:18:21.000]  要建立自己的勢力
[00:18:21.000 --> 00:18:24.000]  建立自己的王國
[00:18:24.000 --> 00:18:26.000]  這樣的薩姆爾
[00:18:26.000 --> 00:18:29.000]  所以其實薩姆爾記載
[00:18:29.000 --> 00:18:34.000]  薩姆爾最大的一個考驗
[00:18:34.000 --> 00:18:36.000]  是第八章
[00:18:36.000 --> 00:18:39.000]  年紀老邁
[00:18:39.000 --> 00:18:47.000]  領袖在德高望重的階段
[00:18:47.000 --> 00:18:55.000]  在捨我其誰的影響力當中
[00:18:55.000 --> 00:18:59.000]  薩姆爾要下台
[00:18:59.000 --> 00:19:05.000]  八章第一至二十二節全章記載的
[00:19:05.000 --> 00:19:09.000]  就是長老來到陳情
[00:19:09.000 --> 00:19:14.000]  要求薩姆爾幫他們立一個王
[00:19:14.000 --> 00:19:18.000]  像列國一樣
[00:19:18.000 --> 00:19:21.000]  我們很容易誤解了
[00:19:21.000 --> 00:19:26.000]  以為長老離經半道
[00:19:26.000 --> 00:19:29.000]  背叛上帝的管治
[00:19:29.000 --> 00:19:33.000]  其實這樣是一個很大的誤解
[00:19:33.000 --> 00:19:35.000]  甚至冤枉
[00:19:35.000 --> 00:19:40.000]  第一,長老所說的情況
[00:19:40.000 --> 00:19:42.000]  薩姆爾年紀老邁
[00:19:42.000 --> 00:19:48.000]  你兩個兒子不肖不行你的道
[00:19:48.000 --> 00:19:50.000]  這是事實
[00:19:50.000 --> 00:19:54.000]  因為經文開始先敘述了這個事實
[00:19:54.000 --> 00:19:58.000]  然後長老重覆說這個事實
[00:19:58.000 --> 00:20:03.000]  第二,請求立王的說話
[00:20:03.000 --> 00:20:10.000]  其實長老背著新明紀十七章
[00:20:10.000 --> 00:20:18.000]  十四節摩西律法的教導
[00:20:18.000 --> 00:20:22.000]  是上帝吩咐百姓
[00:20:22.000 --> 00:20:26.000]  如果有一天你們要立王
[00:20:26.000 --> 00:20:31.000]  像四維的列國一樣的時候
[00:20:31.000 --> 00:20:35.000]  長老是拿著聖經
[00:20:35.000 --> 00:20:42.000]  來請求薩姆爾幫他們完成這件事
[00:20:42.000 --> 00:20:47.000]  薩姆爾祈禱第八章
[00:20:47.000 --> 00:20:50.000]  薩姆爾記上三次
[00:20:50.000 --> 00:20:51.000]  你小心讀
[00:20:51.000 --> 00:20:55.000]  不要看了西方學者的論述
[00:20:55.000 --> 00:21:03.000]  以為這裏有反對王國和支持王國的兩個神學立場
[00:21:03.000 --> 00:21:05.000]  如果要講到神學
[00:21:05.000 --> 00:21:07.000]  你看看上帝如何吩咐薩姆爾
[00:21:07.000 --> 00:21:08.000]  三次
[00:21:08.000 --> 00:21:10.000]  上帝對薩姆爾說
[00:21:10.000 --> 00:21:17.000]  你依從他們的話
[00:21:17.000 --> 00:21:22.000]  當然薩姆爾心裏不高興
[00:21:22.000 --> 00:21:24.000]  這是人之常情
[00:21:24.000 --> 00:21:26.000]  作為父親
[00:21:26.000 --> 00:21:33.000]  為甚麼長老不可以多給兩個年輕人一次機會
[00:21:33.000 --> 00:21:36.000]  他們可以改過自新
[00:21:36.000 --> 00:21:45.000]  但薩姆爾是由衷放下自己的感受
[00:21:45.000 --> 00:21:50.000]  放下自己的計劃
[00:21:50.000 --> 00:22:01.000]  薩姆爾願意聽從上帝的吩咐
[00:22:01.000 --> 00:22:06.000]  所以第八章、第九章、第十章、第十一章
[00:22:06.000 --> 00:22:10.000]  記載的不是薩姆爾拖延
[00:22:10.000 --> 00:22:13.000]  半開心地
[00:22:13.000 --> 00:22:16.000]  不斷以敷衍著
[00:22:16.000 --> 00:22:23.000]  而是整個立王的經過非常審慎
[00:22:23.000 --> 00:22:29.000]  薩姆爾依從上主的命令高立素樂
[00:22:29.000 --> 00:22:32.000]  所以來到第十二章
[00:22:32.000 --> 00:22:39.000]  我們在薩姆爾最後公開的一段說話裏
[00:22:39.000 --> 00:22:42.000]  我們留意到一個細節
[00:22:42.000 --> 00:22:47.000]  是他不經意地說了兩次
[00:22:47.000 --> 00:22:51.000]  所以讀聖經有時我們會遺漏
[00:22:51.000 --> 00:22:53.000]  看過了,聽不到
[00:22:53.000 --> 00:22:58.000]  十二章第三節和第五節
[00:22:58.000 --> 00:23:03.000]  薩姆爾是兩次跟百姓說
[00:23:03.000 --> 00:23:13.000]  在耶和華和他的受告者面前
[00:23:13.000 --> 00:23:18.000]  薩姆爾是他們的領袖
[00:23:18.000 --> 00:23:25.000]  帶領百姓二十年、四十年得高望重
[00:23:25.000 --> 00:23:28.000]  所以其實他走出來
[00:23:28.000 --> 00:23:36.000]  他大可以說在耶和華的面前就夠了
[00:23:36.000 --> 00:23:38.000]  大家明白吧
[00:23:38.000 --> 00:23:42.000]  百姓和上帝之間就是薩姆爾
[00:23:42.000 --> 00:23:45.000]  耶和華的受告者是誰
[00:23:45.000 --> 00:23:47.000]  就是素羅
[00:23:47.000 --> 00:23:50.000]  這個年輕人,沒錯,高人一頭
[00:23:50.000 --> 00:23:53.000]  但是完全沒有經驗
[00:23:53.000 --> 00:23:57.000]  完全沒有正職
[00:23:57.000 --> 00:24:00.000]  也不知道是龍還是蛇
[00:24:00.000 --> 00:24:03.000]  事後證明他失敗了
[00:24:03.000 --> 00:24:15.000]  薩姆爾絕對不需要將這個年輕人放在眼內
[00:24:15.000 --> 00:24:20.000]  但是薩姆爾的說話卻是流露出
[00:24:20.000 --> 00:24:25.000]  耶和華和他的受告者
[00:24:25.000 --> 00:24:34.000]  薩姆爾不再是耶和華和百姓中間唯一的領袖
[00:24:34.000 --> 00:24:37.000]  他願意step down
[00:24:37.000 --> 00:24:42.000]  他願意下來下崗、退休
[00:24:42.000 --> 00:24:48.000]  他願意按照上帝的挑選
[00:24:48.000 --> 00:24:53.000]  高立、年輕的素羅王
[00:24:53.000 --> 00:24:56.000]  素羅失敗
[00:24:56.000 --> 00:24:58.000]  上帝對薩姆爾說
[00:24:58.000 --> 00:25:00.000]  你為他悲傷
[00:25:00.000 --> 00:25:03.000]  第16章第一節
[00:25:03.000 --> 00:25:06.000]  要到何時呢?
[00:25:06.000 --> 00:25:09.000]  薩姆爾又聽話
[00:25:09.000 --> 00:25:11.000]  起來到耶西家
[00:25:11.000 --> 00:25:16.000]  以為高立的是耶西的大兒子
[00:25:16.000 --> 00:25:19.000]  他們高大威猛
[00:25:19.000 --> 00:25:22.000]  上帝說我不是這樣選擇
[00:25:22.000 --> 00:25:27.000]  結果薩姆爾聽從上帝的吩咐
[00:25:27.000 --> 00:25:35.000]  高立了耶西最小的兒子大維
[00:25:35.000 --> 00:25:40.000]  薩姆爾記上的經文記載薩姆爾的一生
[00:25:40.000 --> 00:25:43.000]  不停在他的成功
[00:25:43.000 --> 00:25:48.000]  上半生很努力、很忠心、很堅毅
[00:25:48.000 --> 00:25:51.000]  有很多好處我們應該要學他
[00:25:51.000 --> 00:25:54.000]  可以,不過不一定學得到
[00:25:54.000 --> 00:26:00.000]  薩姆爾的下半生的確很有成就
[00:26:00.000 --> 00:26:02.000]  很significant
[00:26:02.000 --> 00:26:08.000]  在舊約歷史、在以色列歷史上
[00:26:08.000 --> 00:26:16.000]  留下了一個很重要、關鍵的身份地位
[00:26:16.000 --> 00:26:24.000]  其實薩姆爾記上要記載的基不是成功
[00:26:24.000 --> 00:26:28.000]  亦非成就
[00:26:28.000 --> 00:26:30.000]  而是成勝
[00:26:30.000 --> 00:26:37.000]  success, significance, sanctification
[00:26:37.000 --> 00:26:39.000]  這個字很深
[00:26:39.000 --> 00:26:42.000]  成勝是甚麼意思?
[00:26:42.000 --> 00:26:46.000]  借用仕途保羅很熟悉的金句
[00:26:46.000 --> 00:26:52.000]  「勝為聖傑,合乎主庸」
[00:26:52.000 --> 00:26:58.000]  「勝」不是修養自己不犯罪
[00:26:58.000 --> 00:27:05.000]  這是中國人的「內聖外王聖人」的觀念
[00:27:05.000 --> 00:27:09.000]  舊約聖經從來都不是這樣看
[00:27:09.000 --> 00:27:13.000]  「二人連一個也沒有」
[00:27:13.000 --> 00:27:17.000]  但是一個人的生命分別為「勝」
[00:27:17.000 --> 00:27:24.000]  就是歸給上帝尊為上帝而用
[00:27:24.000 --> 00:27:27.000]  或者應該再說得白一點
[00:27:27.000 --> 00:27:30.000]  「任憑主庸」
[00:27:30.000 --> 00:27:36.000]  獻上自己甘心信服、敬崇
[00:27:36.000 --> 00:27:41.000]  看上帝的作為,不是看環境的信譽
[00:27:41.000 --> 00:27:48.000]  不需要計算自己的本錢、條件、資歷
[00:27:48.000 --> 00:27:55.000]  而是信得過上帝揀選、上帝使用
[00:27:55.000 --> 00:27:59.000]  「任憑主庸」
[00:27:59.000 --> 00:28:06.000]  其實這也是我們今天每一個作耶穌基督門徒的
[00:28:06.000 --> 00:28:07.000]  不是一樣嗎?
[00:28:07.000 --> 00:28:13.000]  我們的一生不需要去效法別人
[00:28:13.000 --> 00:28:19.000]  而是定睛、轉眼、仰望基督
[00:28:19.000 --> 00:28:26.000]  用以塞亞先知書結束的祈禱
[00:28:26.000 --> 00:28:38.000]  「我們是泥,你是窯醬,我們是你手中的工作」
[00:28:38.000 --> 00:28:48.000]  這個泥放在主的手中就是「成」、「勝」的意思
[00:28:48.000 --> 00:28:52.000]  祂今天要放我們在什麼崗位
[00:28:52.000 --> 00:28:54.000]  要怎樣用我們
[00:28:54.000 --> 00:28:58.000]  不是照我們的計劃
[00:28:58.000 --> 00:29:02.000]  不是按我們的謀算
[00:29:02.000 --> 00:29:07.000]  不是跟我們的祈禱
[00:29:07.000 --> 00:29:09.000]  反過來
[00:29:09.000 --> 00:29:14.000]  我們只是回應祂的呼召
[00:29:14.000 --> 00:29:19.000]  走在祂的旨意當中
[00:29:19.000 --> 00:29:25.000]  撒姆爾的一生成功、成就
[00:29:25.000 --> 00:29:31.000]  不是,是「勝」、「勝」的生命
[00:29:31.000 --> 00:29:34.000]  讓我們安靜低頭
[00:29:34.000 --> 00:29:37.000]  有一段默討的時間
[00:29:37.000 --> 00:29:42.000]  我讓你親自跟主說話
