
[00:00:00.000 --> 00:00:02.000]  71年前已經在此的弟兄姊妹請舉手
[00:01:36.000 --> 00:01:38.000]  記憶,不過上帝的恩典
[00:01:38.000 --> 00:01:40.000]  來到香港
[00:01:40.000 --> 00:01:42.000]  有不同的
[00:01:42.000 --> 00:01:44.000]  背景
[00:01:44.000 --> 00:01:46.000]  但是我們在這裏
[00:01:46.000 --> 00:01:48.000]  繼續
[00:01:48.000 --> 00:01:50.000]  經歷主的
[00:01:50.000 --> 00:01:52.000]  同在
[00:01:52.000 --> 00:01:54.000]  主的幫助
[00:01:54.000 --> 00:01:56.000]  主的
[00:01:56.000 --> 00:01:58.000]  殿文,今早我和
[00:01:58.000 --> 00:02:00.000]  大家所讀的
[00:02:00.000 --> 00:02:02.000]  經文
[00:02:02.000 --> 00:02:04.000]  啟示錄的
[00:02:04.000 --> 00:02:06.000]  開頭
[00:02:06.000 --> 00:02:08.000]  或者你都一定聽過
[00:02:08.000 --> 00:02:10.000]  有印象的,約翰
[00:02:10.000 --> 00:02:12.000]  被放逐
[00:02:12.000 --> 00:02:14.000]  去到
[00:02:14.000 --> 00:02:16.000]  拔摩海島
[00:02:16.000 --> 00:02:18.000]  為什麼
[00:02:18.000 --> 00:02:20.000]  他會在那裏
[00:02:20.000 --> 00:02:22.000]  很簡單,他是
[00:02:22.000 --> 00:02:24.000]  十二使徒
[00:02:24.000 --> 00:02:26.000]  最後的
[00:02:26.000 --> 00:02:28.000]  一個
[00:02:28.000 --> 00:02:30.000]  所以這個時候
[00:02:30.000 --> 00:02:32.000]  其實已經
[00:02:32.000 --> 00:02:34.000]  你可以說,其他的
[00:02:34.000 --> 00:02:36.000]  使徒,或者
[00:02:36.000 --> 00:02:38.000]  離開世界,好像
[00:02:38.000 --> 00:02:40.000]  彼得
[00:02:40.000 --> 00:02:42.000]  在羅馬殉道
[00:02:42.000 --> 00:02:44.000]  又或者好像
[00:02:44.000 --> 00:02:46.000]  多瑪教會
[00:02:46.000 --> 00:02:48.000]  的歷史,告訴我們
[00:02:48.000 --> 00:02:50.000]  他來到印度
[00:02:50.000 --> 00:02:52.000]  有沒有人來中國
[00:02:52.000 --> 00:02:54.000]  你知道嗎
[00:02:54.000 --> 00:02:56.000]  有這樣的說法
[00:02:56.000 --> 00:02:58.000]  因為耶穌
[00:02:58.000 --> 00:03:00.000]  出門
[00:03:00.000 --> 00:03:02.000]  是兩個
[00:03:02.000 --> 00:03:04.000]  兩個出去
[00:03:04.000 --> 00:03:06.000]  福音書的記載
[00:03:06.000 --> 00:03:08.000]  所以大概
[00:03:08.000 --> 00:03:10.000]  多瑪出去的時候
[00:03:10.000 --> 00:03:12.000]  他不會自己
[00:03:12.000 --> 00:03:14.000]  一個人出去
[00:03:14.000 --> 00:03:16.000]  他和誰一起去
[00:03:16.000 --> 00:03:18.000]  教會的
[00:03:18.000 --> 00:03:20.000]  傳說
[00:03:20.000 --> 00:03:22.000]  告訴我們
[00:03:22.000 --> 00:03:24.000]  他和他最好朋友
[00:03:24.000 --> 00:03:26.000]  如果你懂得背十二使徒
[00:03:26.000 --> 00:03:28.000]  的名單
[00:03:28.000 --> 00:03:30.000]  大概你會知道
[00:03:30.000 --> 00:03:32.000]  在他的名前後
[00:03:32.000 --> 00:03:34.000]  是巴多羅
[00:03:34.000 --> 00:03:36.000]  馬,有沒有聽過
[00:03:36.000 --> 00:03:38.000]  這個人,巴多羅馬
[00:03:38.000 --> 00:03:40.000]  這個名很特別
[00:03:40.000 --> 00:03:42.000]  因為其實他是說
[00:03:42.000 --> 00:03:44.000]  多羅馬的
[00:03:44.000 --> 00:03:46.000]  疑似的意思
[00:03:46.000 --> 00:03:48.000]  巴是
[00:03:48.000 --> 00:03:50.000]  海南話
[00:03:50.000 --> 00:03:52.000]  阿難聞
[00:03:52.000 --> 00:03:54.000]  疑似的意思
[00:03:54.000 --> 00:03:56.000]  他自己叫什麼名字
[00:03:56.000 --> 00:03:58.000]  新約聖經的
[00:03:58.000 --> 00:04:00.000]  學者就留意到
[00:04:00.000 --> 00:04:02.000]  約翰福音
[00:04:02.000 --> 00:04:04.000]  從約旦河
[00:04:04.000 --> 00:04:06.000]  耶穌受洗
[00:04:06.000 --> 00:04:08.000]  到他復活
[00:04:08.000 --> 00:04:10.000]  提比利亞海邊
[00:04:10.000 --> 00:04:12.000]  向門徒顯現
[00:04:12.000 --> 00:04:14.000]  這個人從頭到尾都在
[00:04:14.000 --> 00:04:16.000]  拿彈葉
[00:04:16.000 --> 00:04:18.000]  但是他的名字
[00:04:18.000 --> 00:04:20.000]  沒有出現在使徒的
[00:04:20.000 --> 00:04:22.000]  名單
[00:04:22.000 --> 00:04:24.000]  所以聖經學者就推測
[00:04:24.000 --> 00:04:26.000]  因為名單上
[00:04:26.000 --> 00:04:28.000]  就用了他
[00:04:28.000 --> 00:04:30.000]  父親的名字
[00:04:30.000 --> 00:04:32.000]  巴多羅馬
[00:04:32.000 --> 00:04:34.000]  其實這個就是拿彈葉
[00:04:34.000 --> 00:04:36.000]  沒有百分之一百的
[00:04:36.000 --> 00:04:38.000]  肯定
[00:04:38.000 --> 00:04:40.000]  不過如果是的話
[00:04:40.000 --> 00:04:42.000]  宗教會的傳統
[00:04:42.000 --> 00:04:44.000]  又繼續告訴我們
[00:04:44.000 --> 00:04:46.000]  多瑪去到印度
[00:04:46.000 --> 00:04:48.000]  他留下了全福音
[00:04:48.000 --> 00:04:50.000]  巴多羅馬
[00:04:50.000 --> 00:04:52.000]  拿彈葉說
[00:04:52.000 --> 00:04:54.000]  我繼續去
[00:04:54.000 --> 00:04:56.000]  結果他來了中國
[00:04:56.000 --> 00:04:58.000]  但是沒有留下
[00:04:58.000 --> 00:05:00.000]  任何的
[00:05:00.000 --> 00:05:02.000]  紀錄
[00:05:02.000 --> 00:05:04.000]  約翰
[00:05:04.000 --> 00:05:06.000]  沒有離開到
[00:05:06.000 --> 00:05:08.000]  你可以說小亞細亞
[00:05:08.000 --> 00:05:10.000]  他在
[00:05:10.000 --> 00:05:12.000]  拔摩荒島
[00:05:12.000 --> 00:05:14.000]  之後怎麼樣
[00:05:14.000 --> 00:05:16.000]  我們沒有準確
[00:05:16.000 --> 00:05:18.000]  的
[00:05:18.000 --> 00:05:20.000]  根據
[00:05:20.000 --> 00:05:22.000]  但是你留意到
[00:05:22.000 --> 00:05:24.000]  這一處主耶穌
[00:05:24.000 --> 00:05:26.000]  叫他寫信給
[00:05:26.000 --> 00:05:28.000]  七個教會
[00:05:28.000 --> 00:05:30.000]  剛才林牧師帶我們
[00:05:30.000 --> 00:05:32.000]  看的經文
[00:05:32.000 --> 00:05:34.000]  弟兄給我們讀出來
[00:05:34.000 --> 00:05:36.000]  這一段的經文提到
[00:05:36.000 --> 00:05:38.000]  七個
[00:05:38.000 --> 00:05:40.000]  金燈台
[00:05:40.000 --> 00:05:42.000]  七個教會
[00:05:42.000 --> 00:05:44.000]  是誰
[00:05:44.000 --> 00:05:46.000]  這七個教會
[00:05:46.000 --> 00:05:48.000]  裡面是沒有
[00:05:48.000 --> 00:05:50.000]  耶路撒冷教會
[00:05:50.000 --> 00:05:52.000]  有沒有留意到
[00:05:52.000 --> 00:05:54.000]  如果耶路撒冷
[00:05:54.000 --> 00:05:56.000]  教會還在的時候
[00:05:56.000 --> 00:05:58.000]  沒理由沒有他們
[00:05:58.000 --> 00:06:00.000]  這麼重要的教會
[00:06:00.000 --> 00:06:02.000]  之所以沒有提他們
[00:06:02.000 --> 00:06:04.000]  很簡單就是因為我們知道
[00:06:04.000 --> 00:06:06.000]  之後七十年
[00:06:06.000 --> 00:06:08.000]  耶路撒冷就被
[00:06:08.000 --> 00:06:10.000]  羅馬的軍隊
[00:06:10.000 --> 00:06:12.000]  毀滅了
[00:06:12.000 --> 00:06:14.000]  所以耶路撒冷教會
[00:06:14.000 --> 00:06:16.000]  就四散
[00:06:16.000 --> 00:06:18.000]  我們知道教會
[00:06:18.000 --> 00:06:20.000]  就從
[00:06:20.000 --> 00:06:22.000]  耶路撒冷
[00:06:22.000 --> 00:06:24.000]  猶太傳遞
[00:06:24.000 --> 00:06:26.000]  撒瑪利亞
[00:06:26.000 --> 00:06:28.000]  直到地極
[00:06:28.000 --> 00:06:32.000]  聖靈透過
[00:06:32.000 --> 00:06:34.000]  苦難
[00:06:34.000 --> 00:06:36.000]  甚至透過迫伐
[00:06:36.000 --> 00:06:38.000]  將
[00:06:38.000 --> 00:06:40.000]  信徒、門徒
[00:06:40.000 --> 00:06:42.000]  使徒
[00:06:42.000 --> 00:06:44.000]  送到外邦
[00:06:44.000 --> 00:06:48.000]  啟示錄記載的是
[00:06:48.000 --> 00:06:50.000]  使徒約翰
[00:06:50.000 --> 00:06:52.000]  所見的異象
[00:06:52.000 --> 00:06:54.000]  第一章
[00:06:54.000 --> 00:06:56.000]  結束
[00:06:56.000 --> 00:06:58.000]  是他所見到的
[00:06:58.000 --> 00:07:00.000]  第一個異象
[00:07:00.000 --> 00:07:02.000]  很重要的
[00:07:02.000 --> 00:07:04.000]  因為他沒有想過
[00:07:04.000 --> 00:07:06.000]  他會見到異象
[00:07:06.000 --> 00:07:08.000]  但是
[00:07:08.000 --> 00:07:10.000]  聖靈給他
[00:07:10.000 --> 00:07:12.000]  有一個很特別的經歷
[00:07:12.000 --> 00:07:14.000]  他見到主耶穌
[00:07:14.000 --> 00:07:16.000]  他不認得祂
[00:07:16.000 --> 00:07:18.000]  剛才讀聖經的時候有沒有留意到
[00:07:18.000 --> 00:07:20.000]  因為主耶穌不再是在地上
[00:07:20.000 --> 00:07:22.000]  帶著釘痕
[00:07:22.000 --> 00:07:24.000]  貪無
[00:07:24.000 --> 00:07:26.000]  皆營美慾
[00:07:26.000 --> 00:07:28.000]  不是了
[00:07:28.000 --> 00:07:30.000]  你看看這裡所記載的
[00:07:30.000 --> 00:07:32.000]  主耶穌
[00:07:32.000 --> 00:07:34.000]  他好像人子
[00:07:34.000 --> 00:07:36.000]  穿著長衣
[00:07:36.000 --> 00:07:38.000]  垂到腳
[00:07:38.000 --> 00:07:40.000]  有金空間的腰帶
[00:07:40.000 --> 00:07:42.000]  頭髮
[00:07:42.000 --> 00:07:44.000]  白色的
[00:07:44.000 --> 00:07:46.000]  好像羊毛、眼目
[00:07:46.000 --> 00:07:48.000]  好像火焰
[00:07:48.000 --> 00:07:50.000]  這個是一個
[00:07:50.000 --> 00:07:52.000]  君王
[00:07:52.000 --> 00:07:54.000]  是一個祭司
[00:07:54.000 --> 00:07:56.000]  好像我們今天穿起袍
[00:07:56.000 --> 00:07:58.000]  不是
[00:07:58.000 --> 00:08:00.000]  普通
[00:08:00.000 --> 00:08:02.000]  日常的
[00:08:02.000 --> 00:08:04.000]  羊毛
[00:08:04.000 --> 00:08:06.000]  使徒約翰在這裡
[00:08:06.000 --> 00:08:08.000]  所見到的異象
[00:08:08.000 --> 00:08:10.000]  第一個
[00:08:10.000 --> 00:08:12.000]  講的焦點
[00:08:12.000 --> 00:08:14.000]  不是主耶穌自己
[00:08:14.000 --> 00:08:16.000]  你留意到
[00:08:16.000 --> 00:08:18.000]  經文結束的時候
[00:08:18.000 --> 00:08:20.000]  這裡講的
[00:08:20.000 --> 00:08:22.000]  是
[00:08:22.000 --> 00:08:24.000]  那七個
[00:08:24.000 --> 00:08:26.000]  金燈台
[00:08:26.000 --> 00:08:28.000]  的奧秘
[00:08:28.000 --> 00:08:32.000]  七個金燈台
[00:08:32.000 --> 00:08:34.000]  就是
[00:08:34.000 --> 00:08:36.000]  七個教會
[00:08:36.000 --> 00:08:38.000]  那你說有什麼奧秘
[00:08:38.000 --> 00:08:42.000]  一句說完
[00:08:42.000 --> 00:08:44.000]  燈台就代表教會
[00:08:44.000 --> 00:08:46.000]  是,你沒有錯
[00:08:46.000 --> 00:08:48.000]  你沒有讀錯聖經
[00:08:48.000 --> 00:08:50.000]  燈台
[00:08:50.000 --> 00:08:52.000]  代表教會,但是是什麼意思
[00:08:52.000 --> 00:08:54.000]  為什麼要用
[00:08:54.000 --> 00:08:56.000]  金燈台
[00:08:56.000 --> 00:08:58.000]  來代表七個教會
[00:08:58.000 --> 00:09:00.000]  一個教會一個燈台
[00:09:00.000 --> 00:09:02.000]  為什麼不用
[00:09:02.000 --> 00:09:04.000]  別的東西呢
[00:09:04.000 --> 00:09:06.000]  十字架
[00:09:06.000 --> 00:09:08.000]  或者我們東方的
[00:09:08.000 --> 00:09:10.000]  傳統
[00:09:10.000 --> 00:09:12.000]  蓮花座
[00:09:12.000 --> 00:09:14.000]  長吻
[00:09:14.000 --> 00:09:16.000]  為什麼要用燈台
[00:09:16.000 --> 00:09:18.000]  來代表教會
[00:09:18.000 --> 00:09:20.000]  這個奧秘
[00:09:20.000 --> 00:09:22.000]  這個奧秘
[00:09:22.000 --> 00:09:24.000]  我們不明白的
[00:09:24.000 --> 00:09:26.000]  那就望聞生異了
[00:09:26.000 --> 00:09:28.000]  中文聖經翻譯做
[00:09:28.000 --> 00:09:30.000]  奧秘
[00:09:30.000 --> 00:09:32.000]  希臘文這個字我們認識的
[00:09:32.000 --> 00:09:34.000]  因為英文都是譯音
[00:09:34.000 --> 00:09:36.000]  mysterion
[00:09:36.000 --> 00:09:38.000]  mystery
[00:09:38.000 --> 00:09:40.000]  很神秘的
[00:09:40.000 --> 00:09:42.000]  我們不認識的就叫奧秘
[00:09:42.000 --> 00:09:44.000]  剛剛相反
[00:09:44.000 --> 00:09:46.000]  剛剛相反
[00:09:46.000 --> 00:09:48.000]  如果我們讀伊弗所書第三章
[00:09:48.000 --> 00:09:50.000]  保羅解釋得
[00:09:50.000 --> 00:09:52.000]  很清楚的
[00:09:52.000 --> 00:09:54.000]  什麼是奧秘
[00:09:54.000 --> 00:09:56.000]  奧秘不是我們不明白的
[00:09:56.000 --> 00:09:58.000]  事情
[00:09:58.000 --> 00:10:00.000]  奧秘就是
[00:10:00.000 --> 00:10:02.000]  以前沒有人知道
[00:10:02.000 --> 00:10:04.000]  今天
[00:10:04.000 --> 00:10:06.000]  藉著聖靈
[00:10:06.000 --> 00:10:08.000]  啟示
[00:10:08.000 --> 00:10:10.000]  他的聖使徒
[00:10:10.000 --> 00:10:12.000]  和先知
[00:10:12.000 --> 00:10:14.000]  內容伊弗所書第三章
[00:10:14.000 --> 00:10:16.000]  第六節
[00:10:16.000 --> 00:10:18.000]  就是外邦人
[00:10:18.000 --> 00:10:20.000]  在基督耶穌裡
[00:10:20.000 --> 00:10:22.000]  藉著福音
[00:10:22.000 --> 00:10:24.000]  得以同為後至
[00:10:24.000 --> 00:10:26.000]  同為一體
[00:10:26.000 --> 00:10:28.000]  同蒙應許
[00:10:28.000 --> 00:10:30.000]  外邦人
[00:10:30.000 --> 00:10:32.000]  信耶穌
[00:10:32.000 --> 00:10:34.000]  包括海南人
[00:10:34.000 --> 00:10:36.000]  包括香港人
[00:10:36.000 --> 00:10:38.000]  這個是奧秘
[00:10:38.000 --> 00:10:40.000]  這是奧秘
[00:10:40.000 --> 00:10:42.000]  這是奧秘
[00:10:42.000 --> 00:10:44.000]  這是奧秘
[00:10:44.000 --> 00:10:46.000]  昔日
[00:10:46.000 --> 00:10:48.000]  以色列人
[00:10:48.000 --> 00:10:50.000]  他們敬畏
[00:10:50.000 --> 00:10:52.000]  耶和華獨一的真神
[00:10:52.000 --> 00:10:54.000]  這個不難明白
[00:10:54.000 --> 00:10:56.000]  從出埃及摩西
[00:10:56.000 --> 00:10:58.000]  阿伯拉罕開始
[00:10:58.000 --> 00:11:00.000]  大衛王
[00:11:00.000 --> 00:11:02.000]  直到眾先知
[00:11:02.000 --> 00:11:04.000]  現在來到耶穌的時期
[00:11:04.000 --> 00:11:06.000]  我們可以明白
[00:11:06.000 --> 00:11:08.000]  你說外邦人會信耶穌
[00:11:08.000 --> 00:11:10.000]  不可能吧
[00:11:10.000 --> 00:11:12.000]  埃及
[00:11:12.000 --> 00:11:14.000]  古文明國
[00:11:14.000 --> 00:11:16.000]  巴比倫
[00:11:16.000 --> 00:11:18.000]  這麼惡的軍隊
[00:11:18.000 --> 00:11:20.000]  用今天的說法
[00:11:20.000 --> 00:11:22.000]  ISIS
[00:11:22.000 --> 00:11:24.000]  伊斯蘭國的組織
[00:11:24.000 --> 00:11:26.000]  非洲的海盜
[00:11:26.000 --> 00:11:28.000]  這些
[00:11:28.000 --> 00:11:30.000]  不要說亞洲了
[00:11:30.000 --> 00:11:32.000]  我們小心一點
[00:11:32.000 --> 00:11:34.000]  不要碰到國安法了
[00:11:34.000 --> 00:11:36.000]  你明白我的意思嗎
[00:11:36.000 --> 00:11:38.000]  就是外邦人
[00:11:38.000 --> 00:11:40.000]  信耶穌
[00:11:40.000 --> 00:11:42.000]  這是奧秘
[00:11:42.000 --> 00:11:44.000]  不可能的事情
[00:11:44.000 --> 00:11:46.000]  竟然
[00:11:46.000 --> 00:11:48.000]  逐一
[00:11:48.000 --> 00:11:50.000]  這樣成就
[00:11:50.000 --> 00:11:52.000]  所以
[00:11:52.000 --> 00:11:54.000]  七個金燈台
[00:11:54.000 --> 00:11:56.000]  七個教會
[00:11:56.000 --> 00:11:58.000]  的奧秘
[00:11:58.000 --> 00:12:00.000]  不是一件
[00:12:00.000 --> 00:12:02.000]  我們不能明白
[00:12:02.000 --> 00:12:04.000]  永遠是很神秘的
[00:12:04.000 --> 00:12:06.000]  或者院長可以明白
[00:12:06.000 --> 00:12:08.000]  牧師可以明白
[00:12:08.000 --> 00:12:10.000]  我們這些小小的評論
[00:12:10.000 --> 00:12:12.000]  都是不明白的
[00:12:12.000 --> 00:12:14.000]  不是的
[00:12:14.000 --> 00:12:16.000]  其實聖經是解釋給我們聽
[00:12:16.000 --> 00:12:18.000]  一件表面
[00:12:18.000 --> 00:12:20.000]  看起來好像
[00:12:20.000 --> 00:12:22.000]  不可能的事情
[00:12:22.000 --> 00:12:24.000]  我們就試一下這樣說
[00:12:24.000 --> 00:12:26.000]  海南島
[00:12:26.000 --> 00:12:28.000]  所有的人都會信耶穌
[00:12:28.000 --> 00:12:30.000]  不可能
[00:12:30.000 --> 00:12:32.000]  不可能的
[00:12:32.000 --> 00:12:34.000]  這叫奧秘
[00:12:34.000 --> 00:12:36.000]  你開頭的時候
[00:12:36.000 --> 00:12:38.000]  聖經
[00:12:38.000 --> 00:12:40.000]  這樣說
[00:12:40.000 --> 00:12:42.000]  第二件事我們要明白的就是
[00:12:42.000 --> 00:12:44.000]  金燈台是什麼
[00:12:44.000 --> 00:12:46.000]  我們今天在教會
[00:12:46.000 --> 00:12:48.000]  有時都會見到的
[00:12:48.000 --> 00:12:50.000]  不過那個很抱歉
[00:12:50.000 --> 00:12:52.000]  那個是
[00:12:52.000 --> 00:12:54.000]  金的蠟燭台
[00:12:54.000 --> 00:12:58.000]  上面插著的是
[00:12:58.000 --> 00:13:00.000]  七支還是九支
[00:13:00.000 --> 00:13:02.000]  的蠟燭
[00:13:02.000 --> 00:13:04.000]  就不是燈台
[00:13:04.000 --> 00:13:06.000]  所以金燈台
[00:13:06.000 --> 00:13:08.000]  不是金燭台
[00:13:08.000 --> 00:13:10.000]  今天大部份我們見到的
[00:13:10.000 --> 00:13:12.000]  都是燭台
[00:13:12.000 --> 00:13:14.000]  而已
[00:13:14.000 --> 00:13:16.000]  燈台
[00:13:16.000 --> 00:13:18.000]  和燭台的分別
[00:13:18.000 --> 00:13:20.000]  就是它不是用蠟燭的
[00:13:20.000 --> 00:13:24.000]  哦 那就要用燈膽了
[00:13:24.000 --> 00:13:26.000]  我們又回到
[00:13:26.000 --> 00:13:28.000]  今天的店舖
[00:13:28.000 --> 00:13:30.000]  今天的店舖賣的
[00:13:30.000 --> 00:13:32.000]  燈盞掛在上面
[00:13:32.000 --> 00:13:34.000]  還是站燈
[00:13:34.000 --> 00:13:36.000]  還是射燈 需要用燈膽
[00:13:36.000 --> 00:13:38.000]  什麼的燈膽 不是不是
[00:13:38.000 --> 00:13:40.000]  古代世界沒有這些的
[00:13:40.000 --> 00:13:42.000]  其實在聖經裏面
[00:13:42.000 --> 00:13:44.000]  金燈台
[00:13:44.000 --> 00:13:46.000]  是很重要的一個物件
[00:13:46.000 --> 00:13:48.000]  是很重要的一個物件
[00:13:48.000 --> 00:13:50.000]  是很重要的一個物件
[00:13:50.000 --> 00:13:52.000]  是很重要的一個物件
[00:13:52.000 --> 00:13:54.000]  在哪裡記載
[00:13:54.000 --> 00:13:56.000]  是在
[00:13:56.000 --> 00:13:58.000]  出埃及記
[00:13:58.000 --> 00:14:00.000]  以色列人
[00:14:00.000 --> 00:14:02.000]  離開埃及
[00:14:02.000 --> 00:14:04.000]  在西乃
[00:14:04.000 --> 00:14:06.000]  他們停留
[00:14:06.000 --> 00:14:08.000]  十個月
[00:14:08.000 --> 00:14:10.000]  學習上帝的
[00:14:10.000 --> 00:14:12.000]  吩咐 但同時
[00:14:12.000 --> 00:14:14.000]  他們很忙碌
[00:14:14.000 --> 00:14:16.000]  建造會幕
[00:14:16.000 --> 00:14:18.000]  有沒有印象 有了
[00:14:18.000 --> 00:14:20.000]  建造會幕
[00:14:20.000 --> 00:14:22.000]  的過程
[00:14:22.000 --> 00:14:24.000]  其中
[00:14:24.000 --> 00:14:26.000]  在出埃及的
[00:14:26.000 --> 00:14:28.000]  二十五章
[00:14:28.000 --> 00:14:30.000]  三十一節到
[00:14:30.000 --> 00:14:32.000]  四十節 那裡
[00:14:32.000 --> 00:14:34.000]  是吩咐
[00:14:34.000 --> 00:14:36.000]  摩世
[00:14:36.000 --> 00:14:38.000]  要用
[00:14:38.000 --> 00:14:40.000]  精金做一個
[00:14:40.000 --> 00:14:42.000]  燈台
[00:14:42.000 --> 00:14:44.000]  一支竹竹
[00:14:44.000 --> 00:14:46.000]  左右兩邊
[00:14:46.000 --> 00:14:48.000]  各有
[00:14:48.000 --> 00:14:50.000]  三個杯
[00:14:50.000 --> 00:14:52.000]  為什麼是杯
[00:14:52.000 --> 00:14:54.000]  因為燈是用油
[00:14:54.000 --> 00:14:56.000]  來點的
[00:14:56.000 --> 00:14:58.000]  你要有個杯
[00:14:58.000 --> 00:15:00.000]  裝著油
[00:15:00.000 --> 00:15:02.000]  橄欖油
[00:15:02.000 --> 00:15:04.000]  是不是extra virgin
[00:15:04.000 --> 00:15:06.000]  不知當時是否這樣分化
[00:15:06.000 --> 00:15:08.000]  最靚的油
[00:15:08.000 --> 00:15:10.000]  點起七眼燈
[00:15:10.000 --> 00:15:12.000]  這樣
[00:15:12.000 --> 00:15:14.000]  成為一個
[00:15:14.000 --> 00:15:16.000]  用精金
[00:15:16.000 --> 00:15:18.000]  所做的燈台
[00:15:18.000 --> 00:15:20.000]  二十五章
[00:15:20.000 --> 00:15:22.000]  教了怎樣做
[00:15:22.000 --> 00:15:24.000]  二十六章
[00:15:24.000 --> 00:15:26.000]  三十三節
[00:15:26.000 --> 00:15:28.000]  又教摩世
[00:15:28.000 --> 00:15:30.000]  金燈台
[00:15:30.000 --> 00:15:32.000]  要放在哪裡
[00:15:32.000 --> 00:15:34.000]  不考你了
[00:15:34.000 --> 00:15:36.000]  七十一週年
[00:15:36.000 --> 00:15:38.000]  感恩 會慶 崇拜
[00:15:38.000 --> 00:15:40.000]  不要考試了
[00:15:40.000 --> 00:15:42.000]  下次不來了
[00:15:42.000 --> 00:15:44.000]  告訴你 會幕
[00:15:44.000 --> 00:15:46.000]  最神聖的
[00:15:46.000 --> 00:15:48.000]  是放藥櫃
[00:15:48.000 --> 00:15:50.000]  藥櫃
[00:15:50.000 --> 00:15:52.000]  有一塊
[00:15:52.000 --> 00:15:54.000]  布幕
[00:15:54.000 --> 00:15:56.000]  萬紙遮住
[00:15:56.000 --> 00:15:58.000]  金燈台不是放在裡面
[00:15:58.000 --> 00:16:00.000]  哎呀 很黑呀
[00:16:00.000 --> 00:16:02.000]  拿個燈台進去照亮
[00:16:02.000 --> 00:16:04.000]  不是
[00:16:04.000 --> 00:16:06.000]  金燈台是放在
[00:16:06.000 --> 00:16:08.000]  前面
[00:16:08.000 --> 00:16:10.000]  在這塊布幕
[00:16:10.000 --> 00:16:12.000]  之前 光的
[00:16:12.000 --> 00:16:14.000]  那個是聖鎖
[00:16:14.000 --> 00:16:16.000]  都不是隨便進去的
[00:16:16.000 --> 00:16:18.000]  不過那個地方不是黑的
[00:16:18.000 --> 00:16:20.000]  燈台
[00:16:20.000 --> 00:16:22.000]  和另外一張桌子
[00:16:22.000 --> 00:16:24.000]  是相對的
[00:16:24.000 --> 00:16:26.000]  在那裡
[00:16:26.000 --> 00:16:28.000]  就放了
[00:16:28.000 --> 00:16:30.000]  這個金燈台
[00:16:30.000 --> 00:16:32.000]  那張桌子在
[00:16:32.000 --> 00:16:34.000]  北面
[00:16:34.000 --> 00:16:36.000]  金燈台在南面
[00:16:36.000 --> 00:16:38.000]  哎呀
[00:16:38.000 --> 00:16:40.000]  那個會幕
[00:16:40.000 --> 00:16:42.000]  是東西
[00:16:42.000 --> 00:16:44.000]  這樣橫向的
[00:16:44.000 --> 00:16:46.000]  所以在上面
[00:16:46.000 --> 00:16:48.000]  北面 南面 相對
[00:16:48.000 --> 00:16:50.000]  還有呢
