
[00:00:00.000 --> 00:00:05.000]  請自妹樹來平安
[00:03:50.000 --> 00:03:55.000]  認識神的榮耀
[00:03:55.000 --> 00:04:00.000]  我們閉上眼就想到神的榮耀是很殘硬的
[00:04:00.000 --> 00:04:03.000]  在天上 天時天國
[00:04:03.000 --> 00:04:06.000]  我們當然有這些概念
[00:04:06.000 --> 00:04:09.000]  有時候讀一節半節聖經
[00:04:09.000 --> 00:04:13.000]  但大部分是唱詩 詩歌告訴我們
[00:04:13.000 --> 00:04:20.000]  也有些背景是我們傳統民間宗教信仰
[00:04:20.000 --> 00:04:22.000]  聖經怎樣說
[00:04:22.000 --> 00:04:27.000]  關於神的榮耀 崔埃及記怎樣說
[00:04:27.000 --> 00:04:34.000]  我們要小心聆聽 一同學習
[00:04:34.000 --> 00:04:38.000]  崔埃及記可以分開三個主要的部分
[00:04:38.000 --> 00:04:42.000]  剛才我說不是主題崔埃及
[00:04:42.000 --> 00:04:45.000]  因為頭十八章早就走了
[00:04:45.000 --> 00:04:49.000]  剩下的就是崔埃及記的焦點核心
[00:04:49.000 --> 00:04:53.000]  中間的部分是西乃立約
[00:04:53.000 --> 00:04:56.000]  然後今天我們讀的結束經文
[00:04:56.000 --> 00:04:59.000]  是屬於第三部分經文
[00:04:59.000 --> 00:05:08.000]  用了十六章的篇幅去記載建造回望
[00:05:08.000 --> 00:05:13.000]  我猜二十年在廣恩有沒有讀過這部分經文呢?
[00:05:13.000 --> 00:05:18.000]  建造回望 郭良牧師點頭
[00:05:18.000 --> 00:05:20.000]  有啊 很難得
[00:05:20.000 --> 00:05:23.000]  多數我們不會有興趣讀
[00:05:23.000 --> 00:05:28.000]  這段經文很重複的 說甚麼呢?
[00:05:28.000 --> 00:05:34.000]  再分開每一個部分四個段落
[00:05:34.000 --> 00:05:37.000]  十二段 十二支派
[00:05:37.000 --> 00:05:39.000]  這個不是標準
[00:05:39.000 --> 00:05:42.000]  不過我們可以嘗試去理解
[00:05:42.000 --> 00:05:50.000]  二十五章到三十一章 上帝命令摩西做回望
[00:05:50.000 --> 00:05:54.000]  然後中間三十二到三十四章
[00:05:54.000 --> 00:05:59.000]  我們比較熟悉的金牛獨事件
[00:05:59.000 --> 00:06:02.000]  接著三十五到三十九章
[00:06:02.000 --> 00:06:08.000]  就真的落手落腳一起去建造回望的經過
[00:06:08.000 --> 00:06:11.000]  最後今天我們讀的經文四十章
[00:06:11.000 --> 00:06:14.000]  就是回望完成
[00:06:14.000 --> 00:06:18.000]  很短的時間前後不過十個月
[00:06:18.000 --> 00:06:24.000]  在西乃曠野建造回望完成
[00:06:24.000 --> 00:06:27.000]  所以去年我們讀的約書
[00:06:27.000 --> 00:06:33.000]  是屬於昌威及記中間西乃立約的部分
[00:06:33.000 --> 00:06:37.000]  你說十誡都很重要的 為甚麼不說呢?
[00:06:37.000 --> 00:06:44.000]  十多年前我寫過一輯文章在台北校園雜誌
[00:06:44.000 --> 00:06:48.000]  後來他們出版了這本《五經行》
[00:06:48.000 --> 00:06:50.000]  我說我不看書的
[00:06:50.000 --> 00:06:51.000]  好啊 聽吧
[00:06:51.000 --> 00:06:59.000]  多謝忠臣校友做了一個有聲版的書籍
[00:06:59.000 --> 00:07:01.000]  他們已經做了二十本
[00:07:01.000 --> 00:07:06.000]  其中一本你可以上網按五經行就已經版出來了
[00:07:06.000 --> 00:07:09.000]  所以如果你對十誡有興趣
[00:07:09.000 --> 00:07:17.000]  在約書的背景如何理解十誡呢?
[00:07:17.000 --> 00:07:19.000]  這個可以推薦大家參考
[00:07:19.000 --> 00:07:23.000]  不過今天我們要明白的焦點
[00:07:23.000 --> 00:07:33.000]  就離開了立約進入到回望的這一部分的經文
[00:07:33.000 --> 00:07:37.000]  上帝命令做回望
[00:07:37.000 --> 00:07:45.000]  二十五到三十一章幾乎所有的吩咐都再重覆一次
[00:07:45.000 --> 00:07:48.000]  三十五到三十九章
[00:07:48.000 --> 00:07:54.000]  只不過由命令句變成完成句
[00:07:54.000 --> 00:07:56.000]  如果你用文法去說
[00:07:56.000 --> 00:08:00.000]  上帝這樣吩咐 百姓就這樣做
[00:08:00.000 --> 00:08:06.000]  用不著重覆這麼長的篇幅吧
[00:08:06.000 --> 00:08:10.000]  《聖經》這一部分可以說是
[00:08:10.000 --> 00:08:16.000]  《新舊約》《聖經》六十六卷最長的重覆
[00:08:16.000 --> 00:08:28.000]  猶太的拉比錫經傳統都找不到一個大家同意的答案
[00:08:28.000 --> 00:08:30.000]  因為我們的討論很豐富
[00:08:30.000 --> 00:08:38.000]  如果我們比較在中間插入金牛讀的事件
[00:08:38.000 --> 00:08:45.000]  我們就或者可以發現原來敬畏上主
[00:08:45.000 --> 00:08:55.000]  敬拜上主的關鍵不是一個創意技巧
[00:08:55.000 --> 00:08:59.000]  今天我們很著重
[00:08:59.000 --> 00:09:01.000]  不是說他錯
[00:09:01.000 --> 00:09:06.000]  對的 有新鮮的方法
[00:09:06.000 --> 00:09:10.000]  有好的技巧難道出來大唱詩就走音嗎
[00:09:10.000 --> 00:09:13.000]  不可以的 彈琴都要練的
[00:09:13.000 --> 00:09:15.000]  這些是很基本的
[00:09:15.000 --> 00:09:18.000]  但是《聖經》提醒我們
[00:09:18.000 --> 00:09:22.000]  和金牛讀事件比較是什麼
[00:09:22.000 --> 00:09:25.000]  金牛讀是很有創意技巧的
[00:09:25.000 --> 00:09:27.000]  你有沒有留意到
[00:09:27.000 --> 00:09:33.000]  在曠野要造一隻金屬的牛讀
[00:09:33.000 --> 00:09:36.000]  不是我們主要學看的插圖
[00:09:36.000 --> 00:09:41.000]  很大隻的像維多利亞公園的女皇像
[00:09:41.000 --> 00:09:43.000]  那是插圖想像
[00:09:43.000 --> 00:09:50.000]  我見過真正的金牛讀在哈佛大學的博物館
[00:09:50.000 --> 00:09:53.000]  我們90年去到
[00:09:53.000 --> 00:09:59.000]  當年他們剛剛同學的考古隊伍
[00:09:59.000 --> 00:10:05.000]  在菲利士其中一個城的遺跡
[00:10:05.000 --> 00:10:08.000]  挖到一隻金牛讀
[00:10:08.000 --> 00:10:12.000]  用「挖」字可能你以為是用鏟
[00:10:12.000 --> 00:10:14.000]  用鋤頭 不是的
[00:10:14.000 --> 00:10:16.000]  考古隊伍是用牙刷的
[00:10:16.000 --> 00:10:18.000]  你知道吧 為什麼
[00:10:18.000 --> 00:10:23.000]  不要傷到那些這麼寶貴的古物
[00:10:23.000 --> 00:10:25.000]  所以早上不是挖的
[00:10:25.000 --> 00:10:29.000]  是用牙刷去掃走那些泥沙
[00:10:29.000 --> 00:10:31.000]  看到了 看到了 看到了
[00:10:31.000 --> 00:10:33.000]  就更加要小心
[00:10:33.000 --> 00:10:37.000]  找到 托在手板上而已
[00:10:37.000 --> 00:10:39.000]  這麼大隻
[00:10:39.000 --> 00:10:41.000]  不是很宏偉
[00:10:41.000 --> 00:10:44.000]  因為你想想 但是它很精緻的
[00:10:44.000 --> 00:10:47.000]  它四隻腳可以動的
[00:10:47.000 --> 00:10:49.000]  不知道是不是有AI
[00:10:49.000 --> 00:10:51.000]  會懂得自己走的呢
[00:10:51.000 --> 00:10:54.000]  總之是一個很精細的
[00:10:54.000 --> 00:10:56.000]  你開始明白了
[00:10:56.000 --> 00:11:00.000]  讀科學的 讀引擎的弟兄姊妹
[00:11:00.000 --> 00:11:02.000]  你要有一個模子
[00:11:02.000 --> 00:11:04.000]  你要倒模子
[00:11:04.000 --> 00:11:09.000]  然後你要用一個高溫的熔爐
[00:11:09.000 --> 00:11:12.000]  去熔掉那些金屬
[00:11:12.000 --> 00:11:15.000]  由固體變成液體
[00:11:15.000 --> 00:11:18.000]  倒進這個模子
[00:11:18.000 --> 00:11:23.000]  然後才會出到牛的不同身體
[00:11:23.000 --> 00:11:26.000]  頭、手、腳的部分
[00:11:26.000 --> 00:11:29.000]  沒有分手腳的 都是四隻腳
[00:11:29.000 --> 00:11:31.000]  你沒有吃過豬手
[00:11:31.000 --> 00:11:33.000]  懂不懂得分辨
[00:11:33.000 --> 00:11:35.000]  前的是手 後的是腳
[00:11:35.000 --> 00:11:38.000]  不同的 有不同味道的
[00:11:38.000 --> 00:11:43.000]  這個是實物唯一考古學找到的
[00:11:43.000 --> 00:11:46.000]  你發覺在曠野裏面
[00:11:46.000 --> 00:11:49.000]  要做一隻這樣的金牛獨
[00:11:49.000 --> 00:11:52.000]  都非常之不簡單
[00:11:52.000 --> 00:11:55.000]  以色列人聰明
[00:11:55.000 --> 00:11:59.000]  應該多謝他們在埃及做奴隸
[00:11:59.000 --> 00:12:02.000]  做奴隸就是做苦工
[00:12:02.000 --> 00:12:04.000]  經常被人打 錯了
[00:12:04.000 --> 00:12:08.000]  如果你對於古代世界有少許的理解
[00:12:08.000 --> 00:12:11.000]  就算去到希臘、羅馬
[00:12:11.000 --> 00:12:14.000]  古文明的世界 歐洲
[00:12:14.000 --> 00:12:18.000]  奴隸佔人口三分之一的比例
[00:12:18.000 --> 00:12:21.000]  所以作反是另一回事
[00:12:21.000 --> 00:12:28.000]  第二 奴隸原來就等於今天的專業人士
[00:12:28.000 --> 00:12:30.000]  今天的專業人士做什麼的
[00:12:30.000 --> 00:12:37.000]  醫生 做會計 做老師
[00:12:37.000 --> 00:12:40.000]  這些全部都是奴隸的職業
[00:12:40.000 --> 00:12:43.000]  所以今天你做了一隻職
[00:12:43.000 --> 00:12:46.000]  其實有根可尋
[00:12:46.000 --> 00:12:49.000]  自由人是做什麼的
[00:12:49.000 --> 00:12:52.000]  蘇格拉底帕拉圖 李士多德
[00:12:52.000 --> 00:12:54.000]  那些就是傾哲學
[00:12:54.000 --> 00:12:57.000]  讀哲學系的那些就是自由人
[00:12:57.000 --> 00:13:01.000]  社會的理解和我們今天的誤解
[00:13:01.000 --> 00:13:03.000]  其實有很大的分別
[00:13:03.000 --> 00:13:05.000]  金牛獨的事件
[00:13:05.000 --> 00:13:11.000]  以色列人用最好的拿出來服侍上帝
[00:13:11.000 --> 00:13:14.000]  他們得罪神的地方不是去拜偶像
[00:13:14.000 --> 00:13:15.000]  不要搞錯
[00:13:15.000 --> 00:13:17.000]  他們得罪神的地方就是
[00:13:17.000 --> 00:13:22.000]  上帝剛剛說完不要做任何的形象
[00:13:22.000 --> 00:13:25.000]  天上地下地底水中百物
[00:13:25.000 --> 00:13:29.000]  來代表我就發揮創意
[00:13:29.000 --> 00:13:33.000]  做了一隻在埃及文明古國
[00:13:33.000 --> 00:13:36.000]  大家都稱讚的傑作出來
[00:13:36.000 --> 00:13:40.000]  上帝應該要收穫 閱立
[00:13:40.000 --> 00:13:48.000]  不是啊 原來敬拜上帝是信服聽從
[00:13:48.000 --> 00:13:50.000]  這個是金牛獨事件
[00:13:50.000 --> 00:13:54.000]  給我們做一個對照
[00:13:54.000 --> 00:14:00.000]  我們可以明白起回眸的關鍵
[00:14:00.000 --> 00:14:09.000]  原來是領袖帶領弟兄姊妹信服聽從
[00:14:09.000 --> 00:14:14.000]  照著上帝的吩咐來做
[00:14:14.000 --> 00:14:21.000]  所以建造上主和百姓同在的回眸
[00:14:21.000 --> 00:14:25.000]  遵守十誡約書
[00:14:25.000 --> 00:14:30.000]  以至整個舊約聖經的五經分繪
[00:14:30.000 --> 00:14:36.000]  三者共同的基礎是一樣的
[00:14:36.000 --> 00:14:41.000]  不過知而行難
[00:14:41.000 --> 00:14:43.000]  頭腦知識很容易
[00:14:43.000 --> 00:14:48.000]  真的做起來各有各的看法
[00:14:48.000 --> 00:14:56.000]  上主怎樣吩咐 他們就怎樣作
[00:14:56.000 --> 00:15:04.000]  這是建造回眸的精髓焦點
[00:15:04.000 --> 00:15:08.000]  重覆不是無厘頭
[00:15:08.000 --> 00:15:10.000]  不是不重要
[00:15:10.000 --> 00:15:12.000]  不過我們可以再看
[00:15:12.000 --> 00:15:18.000]  如果你沒有聖經 你可以回去看
[00:15:18.000 --> 00:15:24.000]  在上帝命令做回眸的頭部份
[00:15:24.000 --> 00:15:27.000]  25章到31章
[00:15:27.000 --> 00:15:30.000]  去到31章的總結
[00:15:30.000 --> 00:15:33.000]  上帝最後的命令是做什麼
[00:15:33.000 --> 00:15:35.000]  知不知道
[00:15:35.000 --> 00:15:37.000]  多數是不知道的
[00:15:37.000 --> 00:15:39.000]  守安息人
[00:15:39.000 --> 00:15:43.000]  原來做回眸這麼大件事
[00:15:43.000 --> 00:15:47.000]  我們在西乃曠野十個月之後要起行
[00:15:47.000 --> 00:15:49.000]  快一天一天吧
[00:15:49.000 --> 00:15:51.000]  早點完工吧
[00:15:51.000 --> 00:15:53.000]  十個月計一計數
[00:15:53.000 --> 00:15:56.000]  每個星期有一天要休息
[00:15:56.000 --> 00:16:00.000]  很浪費時間播 不行的
[00:16:00.000 --> 00:16:11.000]  不可以有任何理由不聽上帝的吩咐
[00:16:11.000 --> 00:16:15.000]  所以守安息聖人的命令
[00:16:15.000 --> 00:16:24.000]  在建造回眸的總結最後一段很有意思
[00:16:24.000 --> 00:16:26.000]  聽得明白嗎
[00:16:26.000 --> 00:16:28.000]  今天我們不習慣了
[00:16:28.000 --> 00:16:30.000]  這件事很重要
[00:16:30.000 --> 00:16:32.000]  都是服侍上帝
[00:16:32.000 --> 00:16:34.000]  安息人放在一邊
[00:16:34.000 --> 00:16:36.000]  不准的 不可以的
[00:16:36.000 --> 00:16:42.000]  上帝的教導的關鍵不是快點完工
[00:16:42.000 --> 00:16:44.000]  不是做得好
[00:16:44.000 --> 00:16:47.000]  不是很有創意很有技巧
[00:16:47.000 --> 00:16:49.000]  是聽話
[00:16:49.000 --> 00:16:53.000]  聽從上帝的教導
[00:16:53.000 --> 00:16:56.000]  再看下去
[00:16:56.000 --> 00:17:00.000]  原來回眸已經在此
[00:17:00.000 --> 00:17:03.000]  你讀《昌埃及記》
[00:17:03.000 --> 00:17:06.000]  很少留意到這個事實
[00:17:06.000 --> 00:17:12.000]  33章在金牛毒事件當中
[00:17:12.000 --> 00:17:14.000]  經文記載交代了
[00:17:14.000 --> 00:17:17.000]  其實摩西有一個帳幕
[00:17:17.000 --> 00:17:25.000]  他放在百姓的地方外面
[00:17:25.000 --> 00:17:28.000]  要出到營外
[00:17:28.000 --> 00:17:31.000]  有一個帳幕
[00:17:31.000 --> 00:17:34.000]  這個帳幕是摩西在那裡
[00:17:34.000 --> 00:17:40.000]  與上帝會面、回眸的意思
[00:17:40.000 --> 00:17:47.000]  百姓有求問耶和華的事情
[00:17:47.000 --> 00:17:50.000]  就可以來到這個很簡單
[00:17:50.000 --> 00:17:52.000]  摩西在那裡
[00:17:52.000 --> 00:17:55.000]  所以你去露營
[00:17:55.000 --> 00:17:57.000]  上下大可能大一點
[00:17:57.000 --> 00:18:01.000]  但不是一個很宏偉的建築
[00:18:01.000 --> 00:18:03.000]  一個夠用
[00:18:03.000 --> 00:18:05.000]  摩西在那裡上班
[00:18:05.000 --> 00:18:07.000]  摩西在那裡安靜
[00:18:07.000 --> 00:18:09.000]  摩西在那裡祈禱
[00:18:09.000 --> 00:18:13.000]  這樣的回眸已經在此
[00:18:13.000 --> 00:18:15.000]  已經在此
[00:18:15.000 --> 00:18:18.000]  為何上帝又要吩咐
[00:18:18.000 --> 00:18:23.000]  再做另一個回眸呢?
[00:18:23.000 --> 00:18:28.000]  這是《昌埃及記》的記載提醒我們
[00:18:28.000 --> 00:18:30.000]  不是沒有
[00:18:30.000 --> 00:18:32.000]  現在從沒有做有
[00:18:32.000 --> 00:18:40.000]  上帝命令做回眸的經過
[00:18:40.000 --> 00:18:42.000]  郭良木斯說讀了
[00:18:42.000 --> 00:18:44.000]  不知道你來了沒有
[00:18:44.000 --> 00:18:45.000]  有沒有印象?
[00:18:45.000 --> 00:18:48.000]  第一件事情是
[00:18:48.000 --> 00:18:52.000]  吩咐百姓奉獻
[00:18:52.000 --> 00:18:55.000]  有沒有印象?奉獻
[00:18:55.000 --> 00:18:57.000]  拿實物出來奉獻
[00:18:57.000 --> 00:19:01.000]  做一個回眸需要的材料
[00:19:01.000 --> 00:19:03.000]  你想到十樣
[00:19:03.000 --> 00:19:04.000]  不要十樣那麼多
[00:19:04.000 --> 00:19:06.000]  想三樣
[00:19:06.000 --> 00:19:08.000]  想到什麼?
[00:19:08.000 --> 00:19:10.000]  不一定是很貴重的東西
[00:19:10.000 --> 00:19:12.000]  針線要不要?
[00:19:12.000 --> 00:19:14.000]  一定要
[00:19:14.000 --> 00:19:19.000]  每個人家裡都一定有針線
[00:19:19.000 --> 00:19:21.000]  出門沒有帶不行
[00:19:21.000 --> 00:19:24.000]  爛了褲子穿了
[00:19:24.000 --> 00:19:26.000]  都要補的
[00:19:26.000 --> 00:19:33.000]  奉獻的意義不是定一個目標
[00:19:33.000 --> 00:19:35.000]  一個預算
[00:19:35.000 --> 00:19:38.000]  一個我們大家要努力
[00:19:38.000 --> 00:19:42.000]  其實是大家參與
[00:19:42.000 --> 00:19:44.000]  你繼續看下去
[00:19:44.000 --> 00:19:46.000]  不同的材料
[00:19:46.000 --> 00:19:49.000]  百姓在家裡找到
[00:19:49.000 --> 00:19:52.000]  他就拿出來參與
[00:19:52.000 --> 00:19:54.000]  有些很簡單
[00:19:54.000 --> 00:19:56.000]  一眼就針
[00:19:56.000 --> 00:19:58.000]  需要的很重要的
[00:19:58.000 --> 00:20:01.000]  這些基本的材料
[00:20:01.000 --> 00:20:02.000]  物料
[00:20:02.000 --> 00:20:04.000]  工具
[00:20:04.000 --> 00:20:08.000]  不是比較奉獻黃金與香末藥的
[00:20:08.000 --> 00:20:10.000]  那些就很威辣
[00:20:10.000 --> 00:20:14.000]  就明明在門口有他的名字
[00:20:14.000 --> 00:20:16.000]  沒有的
[00:20:16.000 --> 00:20:21.000]  但是你能不能想像到一個事實
[00:20:21.000 --> 00:20:25.000]  來到會幕
[00:20:25.000 --> 00:20:29.000]  小朋友可以小聲跟媽媽說
[00:20:29.000 --> 00:20:32.000]  我認得這塊布
[00:20:32.000 --> 00:20:34.000]  是我家裡的
[00:20:34.000 --> 00:20:36.000]  大一點的會說
[00:20:36.000 --> 00:20:40.000]  亂的時候我有份幫忙的
[00:20:40.000 --> 00:20:44.000]  用我媽媽的眼睛針的
[00:20:44.000 --> 00:20:47.000]  我有份的
[00:20:47.000 --> 00:20:49.000]  聽不聽到這句話?
[00:20:49.000 --> 00:20:53.000]  整個會幕不是從天掉下來
[00:20:53.000 --> 00:20:58.000]  整個會幕不是天使造成
[00:20:58.000 --> 00:21:03.000]  這樣才配得上帝榮光充滿
[00:21:03.000 --> 00:21:05.000]  原來不是的
[00:21:05.000 --> 00:21:07.000]  在曠野
[00:21:07.000 --> 00:21:09.000]  大家合手合腳
[00:21:09.000 --> 00:21:11.000]  有的拿出來
[00:21:11.000 --> 00:21:13.000]  重要的是什麼?
[00:21:13.000 --> 00:21:16.000]  去到會幕敬拜的時候
[00:21:16.000 --> 00:21:18.000]  我有份的
[00:21:18.000 --> 00:21:20.000]  我幫過忙的
[00:21:20.000 --> 00:21:23.000]  很重要的
[00:21:23.000 --> 00:21:32.000]  所以其實上主的百姓信服進行的目的
[00:21:32.000 --> 00:21:34.000]  上帝的目的
[00:21:34.000 --> 00:21:41.000]  是讓每一個人都有份參與建造
[00:21:41.000 --> 00:21:44.000]  如果只是考創意的
[00:21:44.000 --> 00:21:48.000]  右腦的人就比左腦好
[00:21:48.000 --> 00:21:50.000]  明白我說什麼嗎?
[00:21:50.000 --> 00:21:52.000]  那些人特別有創意的
[00:21:52.000 --> 00:21:54.000]  如果要講技術的
[00:21:54.000 --> 00:21:59.000]  我學過彈琴的就比你不會音樂的厲害
[00:21:59.000 --> 00:22:00.000]  不是的
[00:22:00.000 --> 00:22:01.000]  不需要的
[00:22:01.000 --> 00:22:03.000]  不是這樣的
[00:22:03.000 --> 00:22:08.000]  會幕其實如果講深一層
[00:22:08.000 --> 00:22:15.000]  不是在講製成品有多華麗
[00:22:15.000 --> 00:22:18.000]  是你有沒有份
[00:22:18.000 --> 00:22:21.000]  神的榮耀降臨
[00:22:21.000 --> 00:22:23.000]  充滿的會幕
[00:22:23.000 --> 00:22:26.000]  原來是百姓
[00:22:26.000 --> 00:22:32.000]  每一個百姓都可以參與
[00:22:32.000 --> 00:22:34.000]  沒有強迫
[00:22:34.000 --> 00:22:35.000]  是不是?
[00:22:35.000 --> 00:22:37.000]  摩西沒有登記
[00:22:37.000 --> 00:22:38.000]  誰沒有奉獻
[00:22:38.000 --> 00:22:40.000]  抽他出來
[00:22:40.000 --> 00:22:41.000]  沒有沒有
[00:22:41.000 --> 00:22:43.000]  完全沒有
[00:22:43.000 --> 00:22:45.000]  今天我們收奉獻
[00:22:45.000 --> 00:22:47.000]  都沒有要求
[00:22:47.000 --> 00:22:50.000]  每一個人都要放東西進去
[00:22:50.000 --> 00:22:52.000]  不是這樣的意思
[00:22:52.000 --> 00:22:53.000]  甘心樂意
[00:22:53.000 --> 00:22:57.000]  但是可以參與
[00:22:57.000 --> 00:22:58.000]  如果你有機會
[00:22:58.000 --> 00:22:59.000]  或者以後有機會
[00:22:59.000 --> 00:23:02.000]  我們讀到利未記憲制
[00:23:02.000 --> 00:23:05.000]  第一章講梵制
[00:23:05.000 --> 00:23:07.000]  獻梵制
[00:23:07.000 --> 00:23:08.000]  很隆重
[00:23:08.000 --> 00:23:10.000]  抬一隻牛來
[00:23:10.000 --> 00:23:14.000]  不是每個人都可以獻到一隻牛
[00:23:14.000 --> 00:23:15.000]  家裡有沒有羊?
[00:23:15.000 --> 00:23:17.000]  拿一隻羊來
[00:23:17.000 --> 00:23:20.000]  你記得拿丹仙芝講的比喻
[00:23:20.000 --> 00:23:22.000]  窮人家家裡只有一隻
[00:23:22.000 --> 00:23:24.000]  怎樣拿出來獻制?
[00:23:24.000 --> 00:23:29.000]  你知不知道梵制還可以獻什麼?
[00:23:29.000 --> 00:23:32.000]  獻雀仔
[00:23:32.000 --> 00:23:35.000]  斑溝還講明不知道是什麼
[00:23:35.000 --> 00:23:38.000]  雛甲知不知道是什麼?
[00:23:38.000 --> 00:23:40.000]  我們就這樣叫
[00:23:40.000 --> 00:23:41.000]  我們叫什麼?
[00:23:41.000 --> 00:23:43.000]  乳甲
[00:23:43.000 --> 00:23:45.000]  馬上想到吃
[00:23:45.000 --> 00:23:48.000]  是不會飛的那些
[00:23:48.000 --> 00:23:50.000]  所以不用買的
[00:23:50.000 --> 00:23:52.000]  你去找就行了
[00:23:52.000 --> 00:23:58.000]  人人都可以獻梵制給耶和華上帝
[00:23:58.000 --> 00:24:00.000]  不是一定要有錢
[00:24:00.000 --> 00:24:02.000]  一定要有面子
[00:24:02.000 --> 00:24:05.000]  上帝閱立三段的記載
[00:24:05.000 --> 00:24:08.000]  獻牛獻羊獻雛甲斑溝
[00:24:08.000 --> 00:24:13.000]  都是興香的火祭
[00:24:13.000 --> 00:24:16.000]  都是耶和華所閱立
[00:24:16.000 --> 00:24:19.000]  明白這個真理嗎?
[00:24:19.000 --> 00:24:23.000]  上帝教導百姓參與在其中
[00:24:23.000 --> 00:24:25.000]  不要袖手旁觀
[00:24:25.000 --> 00:24:28.000]  當上帝的榮耀降臨的時候
[00:24:28.000 --> 00:24:29.000]  與你無關
[00:24:29.000 --> 00:24:32.000]  教會也是
[00:24:32.000 --> 00:24:36.000]  不是那個環境
[00:24:36.000 --> 00:24:40.000]  不是有多美有多宏偉
[00:24:40.000 --> 00:24:42.000]  是你有沒有份在當中
[00:24:42.000 --> 00:24:44.000]  當上帝在我們當中
[00:24:44.000 --> 00:24:47.000]  顯出他的榮耀的時候
[00:24:47.000 --> 00:24:50.000]  你可以心裡感恩
[00:24:50.000 --> 00:24:51.000]  我有份的
[00:24:51.000 --> 00:24:53.000]  我有參與的
[00:24:53.000 --> 00:24:56.000]  我不是旁觀的
[00:24:56.000 --> 00:24:58.000]  今天我們常以為
[00:24:58.000 --> 00:25:02.000]  崇拜來到朝見上帝
[00:25:02.000 --> 00:25:04.000]  瞻仰他的榮美
[00:25:04.000 --> 00:25:06.000]  就是聽道
[00:25:06.000 --> 00:25:07.000]  不是
[00:25:07.000 --> 00:25:09.000]  我做講道的
[00:25:09.000 --> 00:25:11.000]  講這句話都很大膽
[00:25:11.000 --> 00:25:13.000]  以後不用聽道了
[00:25:13.000 --> 00:25:15.000]  以後不用講道了
[00:25:15.000 --> 00:25:18.000]  馬丁路德說讀聖經都可以
[00:25:18.000 --> 00:25:20.000]  嚴格來說
[00:25:20.000 --> 00:25:22.000]  不要講神的話
[00:25:22.000 --> 00:25:23.000]  宣講
[00:25:23.000 --> 00:25:26.000]  但是重要的
[00:25:26.000 --> 00:25:29.000]  從《春安及記》開始
[00:25:29.000 --> 00:25:34.000]  就是百姓參與在當中
[00:25:34.000 --> 00:25:38.000]  然後當上主的榮光充滿
