
[00:00:00.000 --> 00:00:14.000]  靚節目早晨,61週年唐慶,好像跟去年60週年唐慶很快趣又一年,時間真的很快
[00:02:07.000 --> 00:02:12.000]  這個時候沒有國家教會,也沒有所謂主流的教會
[00:02:12.000 --> 00:02:14.000]  是由信徒開始的
[00:02:14.000 --> 00:02:17.000]  主要是來自當時的一間大學,哈勒大學
[00:02:17.000 --> 00:02:22.000]  這間大學是很敬賢的,在裡面的學生很熱心愛主
[00:02:22.000 --> 00:02:27.000]  第二期就是誇中炮的聯合宣教運動
[00:02:27.000 --> 00:02:32.000]  例如有巴緬會、巴西會、巴靈會
[00:02:32.000 --> 00:02:35.000]  巴緬會就是我們今天的禮儀會
[00:02:35.000 --> 00:02:37.000]  巴西會就是今天的崇禎會
[00:02:37.000 --> 00:02:40.000]  巴靈會就是今天的信義會
[00:02:40.000 --> 00:02:45.000]  這個三巴差會也是這個時候開始差派宣教事
[00:02:45.000 --> 00:02:50.000]  而第三個時期主要就是德國教會的宣教
[00:02:50.000 --> 00:02:52.000]  就是有萊比錫差會等等
[00:02:52.000 --> 00:02:56.000]  我們先說和他們有關係的就是巴西差會
[00:02:56.000 --> 00:03:01.000]  巴西差會就是因為它在瑞士的巴西地方
[00:03:01.000 --> 00:03:07.000]  在1815年當時是一個最大又最悠久的國際性的差會
[00:03:07.000 --> 00:03:11.000]  但它不是純粹由信義宗教會成立
[00:03:11.000 --> 00:03:16.000]  它總部在巴西,主要是來自兩個宗派
[00:03:16.000 --> 00:03:18.000]  一個是信義宗,一個是改革宗
[00:03:18.000 --> 00:03:22.000]  它就在這兩個的支持下
[00:03:22.000 --> 00:03:25.000]  所以有些宣教士是信義宗,有些宣教士是改革宗
[00:03:25.000 --> 00:03:28.000]  它們就開始了海外宣教
[00:03:28.000 --> 00:03:32.000]  為了保持他們的使命
[00:03:32.000 --> 00:03:36.000]  所以當時它是要避免一些宗派的問題
[00:03:36.000 --> 00:03:41.000]  它們就沒有將某個宗派作為它們一定要持守的
[00:03:41.000 --> 00:03:46.000]  巴勉差會就是後來的禮儀會
[00:03:46.000 --> 00:03:49.000]  巴勉差會是怎樣開始的呢?
[00:03:49.000 --> 00:03:54.000]  1799年,這個18世紀最末的1799年
[00:03:54.000 --> 00:03:58.000]  當時有一班的信徒,他們是讀聖經
[00:03:58.000 --> 00:04:06.000]  當時他們在他們的來恩河裡有很多讀經的小組
[00:04:06.000 --> 00:04:12.000]  起源就是來恩有一個地方很小的,叫烏伯圖
[00:04:12.000 --> 00:04:16.000]  裡面的讀經小組就很關心宣教士
[00:04:16.000 --> 00:04:20.000]  於是他們每一次祈禱讀經之後
[00:04:20.000 --> 00:04:25.000]  就將他們很少的錢奉獻出來,組成一隻基金
[00:04:25.000 --> 00:04:29.000]  這些錢實際上就不是那麼多的
[00:04:29.000 --> 00:04:40.000]  他們就支持一些鼎姐妹去當時柏林的神樂院受訓
[00:04:40.000 --> 00:04:45.000]  他們不是一個國家教會,也不是一些主流教會
[00:04:45.000 --> 00:04:47.000]  就鼎姐妹那樣支持他們
[00:04:47.000 --> 00:04:49.000]  然後他們讀完神樂之後
[00:04:49.000 --> 00:04:53.000]  他們就用他們的錢去支持他們去海外宣教
[00:04:53.000 --> 00:05:02.000]  直到1799年五秦節,他們有一個很清楚的討告
[00:05:02.000 --> 00:05:05.000]  他們說我們也要去組織一下
[00:05:05.000 --> 00:05:08.000]  因為他們有少許錢,有七百人出去
[00:05:08.000 --> 00:05:10.000]  於是他們就成立了一個小組
[00:05:10.000 --> 00:05:15.000]  那個小組叫做巴面差會,很小的
[00:05:15.000 --> 00:05:20.000]  但是這個巴面差會說出來是沒有人認識的
[00:05:20.000 --> 00:05:24.000]  因為巴面城是很小的,烏伯陀是一個很小的地方
[00:05:24.000 --> 00:05:29.000]  於是他們已經派了不少宣教士過去
[00:05:29.000 --> 00:05:33.000]  就問巴面是甚麼,烏伯陀是在哪裏
[00:05:33.000 --> 00:05:35.000]  最後他們就改名了
[00:05:35.000 --> 00:05:42.000]  在1828年的時候,他們就決定將他改成為萊恩
[00:05:42.000 --> 00:05:46.000]  因為他在萊恩河那裏,就叫萊恩差會
[00:05:46.000 --> 00:05:51.000]  到了第二年,他就向德國皇帝正式註冊
[00:05:51.000 --> 00:05:54.000]  皇帝之後就覺得很有意思
[00:05:54.000 --> 00:05:56.000]  於是就頒布了一個法令
[00:05:56.000 --> 00:06:00.000]  就是給他一個宣教差會的權利
[00:06:00.000 --> 00:06:02.000]  他就可以行使一些權利
[00:06:02.000 --> 00:06:05.000]  例如那些人出去的時候是得到國家保護的
[00:06:05.000 --> 00:06:09.000]  宣教社有身份的,比較方便
[00:06:09.000 --> 00:06:12.000]  這個差會是由甚麼人組成的呢
[00:06:12.000 --> 00:06:15.000]  萊恩教區那裏河,有兩邊的
[00:06:15.000 --> 00:06:18.000]  一邊是信義會,一邊是改革中教會
[00:06:18.000 --> 00:06:20.000]  一個是路德,加英文
[00:06:20.000 --> 00:06:22.000]  所以早期宣教士兩邊都來
[00:06:22.000 --> 00:06:24.000]  他說我不是教會來的
[00:06:24.000 --> 00:06:26.000]  他是一個機構,一個猜傳機構
[00:06:26.000 --> 00:06:29.000]  有甚麼印尼,猜拌甚麼
[00:06:29.000 --> 00:06:31.000]  所以這個機構派出去的時候
[00:06:31.000 --> 00:06:37.000]  慢慢就主要在印尼、非洲、中國去宣教士
[00:06:37.000 --> 00:06:41.000]  印尼大部分他們就是改革中的
[00:06:41.000 --> 00:06:44.000]  去中國有改革中,有信義中
[00:06:44.000 --> 00:06:46.000]  因為原來是信徒的熱心
[00:06:46.000 --> 00:06:49.000]  所以他們說,宗派不是那麼重要的
[00:06:49.000 --> 00:06:52.000]  最重要的是傳福音,帶人信主
[00:06:52.000 --> 00:06:54.000]  但是到了幾十年之後
[00:06:54.000 --> 00:06:56.000]  教會就面臨了這個問題
[00:06:56.000 --> 00:06:58.000]  你是甚麼宗派呢
[00:06:58.000 --> 00:07:01.000]  就有一個叫認信的壓力
[00:07:01.000 --> 00:07:05.000]  但是這個禮員會當時是比較好的
[00:07:05.000 --> 00:07:09.000]  就是可以比較靈活去處理
[00:07:09.000 --> 00:07:14.000]  接納了當時的信義中奧斯普信條
[00:07:14.000 --> 00:07:16.000]  成為加入信義中的大家庭
[00:07:16.000 --> 00:07:18.000]  但是呢,他就說
[00:07:18.000 --> 00:07:22.000]  我們仍然都有一些不同的傳統
[00:07:22.000 --> 00:07:25.000]  到了1842年的時候
[00:07:25.000 --> 00:07:29.000]  中國開放了,正式派了一些人去中國
[00:07:29.000 --> 00:07:34.000]  郭什麽麗牧師就是初初來中國
[00:07:34.000 --> 00:07:36.000]  在1847年的時候
[00:07:36.000 --> 00:07:38.000]  寫信給德國
[00:07:38.000 --> 00:07:40.000]  於是禮員會就罷免了
[00:07:40.000 --> 00:07:44.000]  巴西,巴黎就派了他們的牧師來
[00:07:44.000 --> 00:07:46.000]  叫三巴
[00:07:46.000 --> 00:07:48.000]  來了之後
[00:07:48.000 --> 00:07:52.000]  禮員會第一個牧師就叫柯士德和耀立青
[00:07:52.000 --> 00:07:55.000]  巴西會,就是崇禎會就派了韓山明
[00:07:55.000 --> 00:07:59.000]  直到1847年39日就到達香港
[00:07:59.000 --> 00:08:01.000]  就開始宣教
[00:08:01.000 --> 00:08:05.000]  由巴西會向客家人宣教
[00:08:05.000 --> 00:08:09.000]  巴緬會就向廣東人,當時是東莞
[00:08:09.000 --> 00:08:11.000]  廣東人宣教
[00:08:11.000 --> 00:08:14.000]  所以客家有廣東
[00:08:14.000 --> 00:08:16.000]  兩個好像頂姐妹一樣
[00:08:16.000 --> 00:08:18.000]  很密切關係
[00:08:18.000 --> 00:08:20.000]  本來是來恩教區
[00:08:20.000 --> 00:08:23.000]  現在它要本式化,要改名了
[00:08:23.000 --> 00:08:25.000]  巴緬會就說
[00:08:25.000 --> 00:08:27.000]  如果用巴緬是沒有人認識
[00:08:27.000 --> 00:08:29.000]  因為巴緬成沒有人認識
[00:08:29.000 --> 00:08:31.000]  於是就正式改禮員
[00:08:31.000 --> 00:08:33.000]  Vanish就改禮員,就是來恩
[00:08:33.000 --> 00:08:35.000]  禮員下士
[00:08:35.000 --> 00:08:37.000]  巴西會就改崇禎會
[00:08:37.000 --> 00:08:39.000]  崇拜真神
[00:08:39.000 --> 00:08:41.000]  所以兩個很有關係
[00:08:41.000 --> 00:08:45.000]  崇禎會在1924年成立
[00:08:45.000 --> 00:08:47.000]  代替了以往的巴西會
[00:08:47.000 --> 00:08:51.000]  禮員和崇禎兩個差會
[00:08:51.000 --> 00:08:54.000]  都是由信義宗和改革宗的平信徒組成的
[00:08:54.000 --> 00:08:56.000]  它是由平信徒讀經
[00:08:56.000 --> 00:08:59.000]  大家熱心然後組成
[00:08:59.000 --> 00:09:01.000]  所以兩個會
[00:09:01.000 --> 00:09:04.000]  在教義和宗教制
[00:09:04.000 --> 00:09:06.000]  同時有兩個特色
[00:09:06.000 --> 00:09:08.000]  我們明白我們來源
[00:09:08.000 --> 00:09:11.000]  然後禮員會和崇禎會
[00:09:11.000 --> 00:09:14.000]  都是接受中華信義會章程裡面的信仰
[00:09:14.000 --> 00:09:15.000]  包括聖經
[00:09:15.000 --> 00:09:17.000]  三大大公信經
[00:09:17.000 --> 00:09:18.000]  路德小問答
[00:09:18.000 --> 00:09:19.000]  奧斯普信條
[00:09:19.000 --> 00:09:22.000]  而中華信義會沒有要求兩會放棄
[00:09:22.000 --> 00:09:24.000]  當時改革宗信條
[00:09:24.000 --> 00:09:25.000]  有兩個的
[00:09:25.000 --> 00:09:27.000]  一個海德堡問答
[00:09:27.000 --> 00:09:30.000]  一個威斯敏斯特信條
[00:09:30.000 --> 00:09:34.000]  而德國本身最大的差會是超宗派的
[00:09:34.000 --> 00:09:38.000]  所以你看到其實他們主要傳福音
[00:09:38.000 --> 00:09:39.000]  宗派不重要
[00:09:39.000 --> 00:09:41.000]  最重要是帶領人
[00:09:41.000 --> 00:09:45.000]  在這些宣教士的腦裡建立了堂會
[00:09:45.000 --> 00:09:46.000]  開始了慈慧
[00:09:46.000 --> 00:09:47.000]  舉辦了教育
[00:09:47.000 --> 00:09:49.000]  福音傳開了
[00:09:49.000 --> 00:09:50.000]  上一代就是這樣
[00:09:50.000 --> 00:09:51.000]  就是一幫信徒
[00:09:51.000 --> 00:09:52.000]  他們讀聖經
[00:09:52.000 --> 00:09:54.000]  所以今天UEM如果去德國的時候
[00:09:54.000 --> 00:09:56.000]  你會看到其實一幫信徒
[00:09:56.000 --> 00:09:59.000]  他們是一個讀經查經會
[00:09:59.000 --> 00:10:01.000]  查經班上正學去的時候
[00:10:01.000 --> 00:10:04.000]  他們就有一個傳統
[00:10:04.000 --> 00:10:06.000]  剛才的經文我們就不讀
[00:10:06.000 --> 00:10:08.000]  我們就不讀
[00:10:08.000 --> 00:10:10.000]  經過了百多年
[00:10:10.000 --> 00:10:14.000]  福音在中國已經生根建造
[00:10:14.000 --> 00:10:16.000]  但是在今天的歐洲
[00:10:16.000 --> 00:10:18.000]  我們就發現
[00:10:18.000 --> 00:10:22.000]  他們面對很大的挑戰
[00:10:22.000 --> 00:10:23.000]  因為時間關係
[00:10:23.000 --> 00:10:25.000]  數字我不詳細說
[00:10:25.000 --> 00:10:27.000]  在2007年
[00:10:27.000 --> 00:10:29.000]  英國已經有很多人上教會
[00:10:29.000 --> 00:10:32.000]  這個大家都知道
[00:10:32.000 --> 00:10:34.000]  平均上教會年齡的人
[00:10:34.000 --> 00:10:35.000]  是越來越老
[00:10:35.000 --> 00:10:37.000]  年輕人也很少
[00:10:37.000 --> 00:10:41.000]  而1969年到2000年
[00:10:41.000 --> 00:10:45.000]  英國的聖公會關閉了1500間
[00:10:45.000 --> 00:10:48.000]  2006年我去訪問德國教會的時候
[00:10:48.000 --> 00:10:51.000]  當時這個就是當日
[00:10:51.000 --> 00:10:52.000]  就是當日萊茵
[00:10:52.000 --> 00:10:56.000]  猜傳教會的總部辦公室
[00:10:56.000 --> 00:10:58.000]  我去到的時候
[00:10:58.000 --> 00:11:01.000]  這個這麼大的教會已經賣了
[00:11:01.000 --> 00:11:03.000]  因為信徒很少
[00:11:03.000 --> 00:11:04.000]  我就問
[00:11:04.000 --> 00:11:05.000]  還有沒有宣教士
[00:11:05.000 --> 00:11:08.000]  他說我們信徒都沒有
[00:11:08.000 --> 00:11:10.000]  怎麼會有宣教士呢
[00:11:10.000 --> 00:11:12.000]  就算有都很少
[00:11:12.000 --> 00:11:14.000]  所以今天
[00:11:14.000 --> 00:11:15.000]  我們現在面對的問題就是
[00:11:15.000 --> 00:11:18.000]  上一代為我們設立了福音
[00:11:18.000 --> 00:11:20.000]  我們今天教會要承繼
[00:11:20.000 --> 00:11:22.000]  我們繼續努力
[00:11:22.000 --> 00:11:24.000]  今天福音的責任
[00:11:24.000 --> 00:11:27.000]  由西方到東方
[00:11:27.000 --> 00:11:29.000]  到非洲到南美
[00:11:29.000 --> 00:11:31.000]  而在中國
[00:11:31.000 --> 00:11:33.000]  在東南亞的教會
[00:11:33.000 --> 00:11:36.000]  在過去這200年裡面
[00:11:36.000 --> 00:11:38.000]  神給我們很多恩典
[00:11:38.000 --> 00:11:40.000]  但是我們看回在歐洲
[00:11:40.000 --> 00:11:43.000]  他們的情況是相當不好
[00:11:43.000 --> 00:11:46.000]  分崇米人是很少
[00:11:46.000 --> 00:11:48.000]  愛我們的宣教士
[00:11:48.000 --> 00:11:50.000]  他們犧牲是值得我們效法
[00:11:50.000 --> 00:11:51.000]  我們愛他們怎樣愛他們
[00:11:51.000 --> 00:11:53.000]  我們就要繼承他們的愛
[00:11:53.000 --> 00:11:55.000]  要繼承他們的心智
[00:11:55.000 --> 00:11:57.000]  還給他們的債
[00:11:57.000 --> 00:11:59.000]  這個才是真正的愛他們
[00:11:59.000 --> 00:12:01.000]  他們的心智就是未完
[00:12:01.000 --> 00:12:03.000]  要將福音繼續傳開他們
[00:12:03.000 --> 00:12:05.000]  不單止在本地
[00:12:05.000 --> 00:12:06.000]  我們還要在這個世界
[00:12:06.000 --> 00:12:08.000]  還要回到歐洲
[00:12:08.000 --> 00:12:11.000]  這個就是我們要做的
[00:12:11.000 --> 00:12:13.000]  今天要做
[00:12:13.000 --> 00:12:16.000]  也向宣教的意思就是
[00:12:16.000 --> 00:12:18.000]  我們今天的福音
[00:12:18.000 --> 00:12:20.000]  從本地開始
[00:12:20.000 --> 00:12:22.000]  由本地到世界
[00:12:22.000 --> 00:12:26.000]  由世界回到歐洲
[00:12:26.000 --> 00:12:28.000]  回到原來愛我們
[00:12:28.000 --> 00:12:30.000]  宣教士的家鄉
[00:12:30.000 --> 00:12:33.000]  另一方面我們面對很大的挑戰
[00:12:33.000 --> 00:12:36.000]  就是伊斯蘭教徒增長得很厲害
[00:12:36.000 --> 00:12:40.000]  今天很難去到伊斯蘭國家來傳教
[00:12:40.000 --> 00:12:42.000]  但是伊斯蘭教徒分佈各地
[00:12:42.000 --> 00:12:44.000]  在歐洲已經有很多
[00:12:44.000 --> 00:12:47.000]  所以今天我們的宣教
[00:12:47.000 --> 00:12:50.000]  已經不一定要去某個地方
[00:12:50.000 --> 00:12:56.000]  因為今天整個世界是一個全球化
[00:12:56.000 --> 00:12:58.000]  如果你看人數在英國
[00:12:58.000 --> 00:13:01.000]  伊斯蘭教徒已經超過基督徒
[00:13:01.000 --> 00:13:04.000]  因為伊斯蘭教徒有283萬
[00:13:04.000 --> 00:13:08.000]  比英國的教徒還要多
[00:13:08.000 --> 00:13:10.000]  而在那裡的移民
[00:13:10.000 --> 00:13:15.000]  如果福音將歐洲的伊斯蘭教徒
[00:13:15.000 --> 00:13:17.000]  他們聽到福音
[00:13:17.000 --> 00:13:21.000]  這個會成為一個很重要的策略
[00:13:21.000 --> 00:13:23.000]  這個我不詳細說了
[00:13:23.000 --> 00:13:26.000]  伊斯蘭教我以前也說過
[00:13:26.000 --> 00:13:29.000]  我想跟大家說的是香港今天
[00:13:29.000 --> 00:13:31.000]  世界是這樣變的
[00:13:31.000 --> 00:13:34.000]  200多年前我們繼承了福音
[00:13:34.000 --> 00:13:39.000]  我們香港是一個很有福氣的城市
[00:13:39.000 --> 00:13:41.000]  是一個很獨特的城市
[00:13:41.000 --> 00:13:44.000]  城市在20世紀很重要
[00:13:44.000 --> 00:13:47.000]  因為不同的人所有人都去城市
[00:13:47.000 --> 00:13:51.000]  除了城市裡面的人是包羅萬有
[00:13:51.000 --> 00:13:54.000]  今天你要有什麼人就有什麼人
[00:13:54.000 --> 00:13:56.000]  除了中國人你還有很多少數民族
[00:13:56.000 --> 00:13:59.000]  你還有很多其他外地來的人
[00:13:59.000 --> 00:14:03.000]  而城市裡面有很多好處
[00:14:03.000 --> 00:14:05.000]  政治中心都不中心
[00:14:05.000 --> 00:14:09.000]  但是貧富懸殊環境污染罪惡率高很多
[00:14:09.000 --> 00:14:12.000]  香港的教堂很多
[00:14:12.000 --> 00:14:15.000]  但是香港有很多未得之民
[00:14:15.000 --> 00:14:19.000]  這些未得之民是來自全世界的
[00:14:19.000 --> 00:14:22.000]  今天我們面對的
[00:14:22.000 --> 00:14:27.000]  我們說在歐洲裡面有很多的外地的移民
[00:14:27.000 --> 00:14:29.000]  這些是一個風對象
[00:14:29.000 --> 00:14:31.000]  本港都一樣
[00:14:31.000 --> 00:14:32.000]  所以我們先從本地
[00:14:32.000 --> 00:14:35.000]  今天的普世宣教不一定要去很遠
[00:14:35.000 --> 00:14:39.000]  本地已經是一個普世宣教的場地
[00:14:39.000 --> 00:14:45.000]  例如在本地有少數族裔有未得之民
[00:14:45.000 --> 00:14:47.000]  我認識恩福的弟兄
[00:14:47.000 --> 00:14:50.000]  他就是向南亞人工作
[00:14:50.000 --> 00:14:54.000]  在元朗裡面他有一個小組
[00:14:54.000 --> 00:14:57.000]  專門向他們傳福音
[00:14:57.000 --> 00:15:00.000]  而這個傳福音對他們來說是很重要
[00:15:00.000 --> 00:15:02.000]  因為他們信主之後
[00:15:02.000 --> 00:15:04.000]  他們會回鄉下娶老婆
[00:15:04.000 --> 00:15:08.000]  他們會把福音帶回自己的鄉下
[00:15:08.000 --> 00:15:12.000]  城市裡面宣教就有報道會
[00:15:12.000 --> 00:15:17.000]  在今年11月30日就有福音盛會
[00:15:17.000 --> 00:15:21.000]  大家留意這個福音盛會
[00:15:21.000 --> 00:15:24.000]  在香港已經很久沒有舉辦
[00:15:24.000 --> 00:15:27.000]  城市就有吸引很多的人
[00:15:27.000 --> 00:15:31.000]  為這個事祈禱準備好
[00:15:31.000 --> 00:15:34.000]  社區服侍
[00:15:34.000 --> 00:15:36.000]  城市有很多基層的人
[00:15:36.000 --> 00:15:40.000]  有很多人是沒有人關心
[00:15:40.000 --> 00:15:42.000]  或者關心不了
[00:15:42.000 --> 00:15:47.000]  我們有姊妹是領手一個很深的意象
[00:15:47.000 --> 00:15:50.000]  就是怎樣來服侍這些人
[00:15:50.000 --> 00:15:55.000]  就是在讀書、寫字有困難
[00:15:55.000 --> 00:15:57.000]  就用繪畫來幫助他們
[00:15:57.000 --> 00:15:58.000]  我只是舉一些例子
[00:15:58.000 --> 00:16:01.000]  就是說城市是有很多機會的
[00:16:01.000 --> 00:16:03.000]  我們今天的眼光闊了一點
[00:16:03.000 --> 00:16:08.000]  這個靈彩全人關顧是一個很有意思
[00:16:08.000 --> 00:16:10.000]  剛好我和師母去探過
[00:16:10.000 --> 00:16:13.000]  就是一些被忽略的審問仔
[00:16:13.000 --> 00:16:18.000]  透過繪畫、發揮然後把他帶回基督
[00:16:18.000 --> 00:16:22.000]  很清楚把他帶回住那裡
[00:16:22.000 --> 00:16:24.000]  金福堂有食物銀行
[00:16:24.000 --> 00:16:27.000]  食物銀行不只是派食物
[00:16:27.000 --> 00:16:31.000]  透過派食物接觸基層的人認識他們
[00:16:31.000 --> 00:16:33.000]  服侍他們
[00:16:33.000 --> 00:16:35.000]  所以城市有很多機會的
[00:16:35.000 --> 00:16:39.000]  這些基層的人當來的時候為他們舉辦活動
[00:16:39.000 --> 00:16:42.000]  政府又可以幫助你、給錢你
[00:16:42.000 --> 00:16:43.000]  譚牧師在這裡
[00:16:43.000 --> 00:16:48.000]  我們知道這個教會就是要做這些
[00:16:48.000 --> 00:16:51.000]  另外有些教會在本地裡面
[00:16:51.000 --> 00:16:55.000]  我們叫無牆教會
[00:16:55.000 --> 00:17:00.000]  廟街、棄福協會、用樹頭之江
[00:17:00.000 --> 00:17:06.000]  我們大埔一樣教會在平安夜、年宵
[00:17:06.000 --> 00:17:07.000]  接觸那些人
[00:17:07.000 --> 00:17:09.000]  無牆的意思就是說
[00:17:09.000 --> 00:17:11.000]  教會不是四面牆
[00:17:11.000 --> 00:17:14.000]  我們打開門進到人群
[00:17:14.000 --> 00:17:18.000]  這兩個協會或者用樹頭之江
[00:17:18.000 --> 00:17:21.000]  他們做了很多普通教會做不到
[00:17:21.000 --> 00:17:23.000]  這些人他們信了主
[00:17:23.000 --> 00:17:25.000]  他們有機會回到教會裡面
[00:17:25.000 --> 00:17:28.000]  所以城市宣教
[00:17:28.000 --> 00:17:30.000]  想讓大家知道我們今天
[00:17:30.000 --> 00:17:32.000]  教會我們坐在這裡
[00:17:32.000 --> 00:17:34.000]  有這麼多弟兄姊妹
[00:17:34.000 --> 00:17:37.000]  就是上帝把我們放在這個社區裡面
[00:17:37.000 --> 00:17:39.000]  來去見證主
[00:17:39.000 --> 00:17:42.000]  各樣不同的方式
[00:17:42.000 --> 00:17:45.000]  把人帶到神的面前
[00:17:45.000 --> 00:17:47.000]  職場轉化
[00:17:47.000 --> 00:17:48.000]  現在是越來越多的
[00:17:48.000 --> 00:17:52.000]  我們在職場上面有很多人是很辛苦
[00:17:52.000 --> 00:17:58.000]  在職場裡面讓人看到上帝那種大能
[00:17:58.000 --> 00:18:03.000]  所以職場轉化主要是幫助一些在職人士
[00:18:03.000 --> 00:18:05.000]  在很忙碌的時間很長
[00:18:05.000 --> 00:18:07.000]  去怎樣幫助他們
[00:18:07.000 --> 00:18:11.000]  所以是一種宣教的形式
[00:18:11.000 --> 00:18:13.000]  外地我們說
[00:18:13.000 --> 00:18:16.000]  本地的逆向宣教就是向一些外地人
[00:18:16.000 --> 00:18:18.000]  禮園區會有印傭侍供
[00:18:18.000 --> 00:18:20.000]  我看過很感動
[00:18:20.000 --> 00:18:23.000]  因為這幫印傭在他們本土是很難信主
[00:18:23.000 --> 00:18:24.000]  沒有機會
[00:18:24.000 --> 00:18:26.000]  來到香港
[00:18:26.000 --> 00:18:27.000]  有人關心她
[00:18:27.000 --> 00:18:28.000]  服侍她
[00:18:28.000 --> 00:18:30.000]  幫助她
[00:18:30.000 --> 00:18:31.000]  所以能夠參與士工
[00:18:31.000 --> 00:18:35.000]  就給這些印傭有機會認識主
[00:18:35.000 --> 00:18:36.000]  他們認識主
[00:18:36.000 --> 00:18:38.000]  當他們回到自己的家鄉裡面
[00:18:38.000 --> 00:18:40.000]  就有一個見證
[00:18:40.000 --> 00:18:42.000]  我們不需要去到印尼這麼遠
[00:18:42.000 --> 00:18:44.000]  不需要去到馬來西亞這麼遠
[00:18:44.000 --> 00:18:45.000]  雖然他們信主
[00:18:45.000 --> 00:18:46.000]  回去存放不容易
[00:18:46.000 --> 00:18:49.000]  但是起碼能夠在這裡改變生命
[00:18:49.000 --> 00:18:53.000]  從這裡開始福音
[00:18:53.000 --> 00:18:57.000]  就回到原居地
[00:18:57.000 --> 00:18:59.000]  南亞裔的福音士工
[00:18:59.000 --> 00:19:00.000]  在香港交流服務處
[00:19:00.000 --> 00:19:03.000]  有一個叫做南天會
[00:19:03.000 --> 00:19:06.000]  主要集中在天水圍
[00:19:06.000 --> 00:19:08.000]  因為那裡有很多南亞人
[00:19:08.000 --> 00:19:09.000]  不知道你知不知道
[00:19:09.000 --> 00:19:10.000]  在元朗天水圍裡
[00:19:10.000 --> 00:19:11.000]  有很多南亞人
[00:19:11.000 --> 00:19:13.000]  他們就在那裡去幫助他們
[00:19:13.000 --> 00:19:15.000]  有些士工
[00:19:15.000 --> 00:19:17.000]  還有新福士工
[00:19:17.000 --> 00:19:19.000]  有一個叫做南亞士工
[00:19:19.000 --> 00:19:21.000]  其實我們去認識
[00:19:21.000 --> 00:19:24.000]  今天我們教會比較多
[00:19:24.000 --> 00:19:25.000]  所謂金陵人士
[00:19:25.000 --> 00:19:27.000]  即五十歲、六十歲
[00:19:27.000 --> 00:19:29.000]  退休又有很多精力
[00:19:29.000 --> 00:19:31.000]  你說教會裡面很悶
[00:19:31.000 --> 00:19:32.000]  沒什麼可以做
[00:19:32.000 --> 00:19:33.000]  其實不是
[00:19:33.000 --> 00:19:34.000]  世界有很多事情可以做
[00:19:34.000 --> 00:19:37.000]  很需要我們去參與
[00:19:37.000 --> 00:19:38.000]  我們只需要上網
[00:19:38.000 --> 00:19:41.000]  我們看看
[00:19:41.000 --> 00:19:43.000]  等著有人去服侍
[00:19:43.000 --> 00:19:46.000]  這幫人是很多
[00:19:46.000 --> 00:19:48.000]  我們這些有學問
[00:19:48.000 --> 00:19:50.000]  又沒有經濟壓力
[00:19:50.000 --> 00:19:51.000]  又有體力
[00:19:51.000 --> 00:19:53.000]  除了行山之外
[00:19:53.000 --> 00:19:54.000]  消耗我們的體力
[00:19:54.000 --> 00:19:57.000]  我們還有很多事情可以做
[00:19:57.000 --> 00:19:59.000]  福音是要繼續
[00:19:59.000 --> 00:20:02.000]  我們教會要動員
[00:20:02.000 --> 00:20:07.000]  我們要有衛生、有熱心去做
[00:20:07.000 --> 00:20:08.000]  中國劉華生士工
