
[00:00:00.000 --> 00:00:02.000]  各位電視節目的早安
[00:04:20.000 --> 00:04:22.000]  而是在《刺經》裏面記載的事
[00:04:22.000 --> 00:04:27.000]  這等人也怎樣迪黨真道
[00:04:27.000 --> 00:04:31.000]  保羅知道當正面教導弟兄姊妹的時候
[00:04:31.000 --> 00:04:34.000]  不是全部都會有一個正面的結果
[00:04:34.000 --> 00:04:36.000]  有些人會扭曲
[00:04:36.000 --> 00:04:40.000]  有些人可能甚至都要迪黨真道
[00:04:40.000 --> 00:04:43.000]  即是說他是教會圈子裏面的人
[00:04:43.000 --> 00:04:46.000]  不過他是反對真道的教導
[00:04:46.000 --> 00:04:47.000]  第三章
[00:04:47.000 --> 00:04:49.000]  到第四章
[00:04:49.000 --> 00:04:51.000]  我相信大家也熟悉的一段聖經
[00:04:51.000 --> 00:04:53.000]  又再邀請大家讀一次
[00:04:53.000 --> 00:04:54.000]  第四章第二節
[00:04:54.000 --> 00:05:08.000]  「務要全讀,無論得時不得時,總要專心,並用百般的忍耐,各樣的教訓,習慣,警戒,去唸人。」
[00:05:08.000 --> 00:05:10.000]  無論得時不得時
[00:05:10.000 --> 00:05:12.000]  如果這些經文直譯的時候
[00:05:12.000 --> 00:05:16.000]  意思是無論是當做的或者不當做的
[00:05:16.000 --> 00:05:19.000]  即是用一些農作物
[00:05:19.000 --> 00:05:21.000]  它修成的時間的觀念說
[00:05:21.000 --> 00:05:23.000]  無論你覺得這個時候是當做的
[00:05:23.000 --> 00:05:24.000]  是適當的
[00:05:24.000 --> 00:05:26.000]  或者不當做的
[00:05:26.000 --> 00:05:27.000]  不應該的
[00:05:27.000 --> 00:05:29.000]  保羅都說要全讀
[00:05:29.000 --> 00:05:33.000]  這四段的經文
[00:05:33.000 --> 00:05:34.000]  四章聖經
[00:05:34.000 --> 00:05:37.000]  不知道大家看不看到邏輯的進程
[00:05:37.000 --> 00:05:40.000]  大概我理解是這樣的
[00:05:40.000 --> 00:05:42.000]  首先保羅第一章說
[00:05:42.000 --> 00:05:45.000]  「要守住善道」
[00:05:45.000 --> 00:05:47.000]  第二
[00:05:47.000 --> 00:05:49.000]  你自己守住之後
[00:05:49.000 --> 00:05:50.000]  你要教導其他人
[00:05:50.000 --> 00:05:52.000]  要分解真道
[00:05:52.000 --> 00:05:54.000]  但是你要預見一些挑戰
[00:05:54.000 --> 00:05:56.000]  你要辨明那些假道
[00:05:56.000 --> 00:05:59.000]  那些錯的地方要指出來
[00:05:59.000 --> 00:06:03.000]  最後你要無謠全讀
[00:06:03.000 --> 00:06:06.000]  那個邏輯進程是怎樣呢?
[00:06:06.000 --> 00:06:08.000]  如果從第一章開始
[00:06:08.000 --> 00:06:10.000]  保羅說的是對你自己說的
[00:06:10.000 --> 00:06:12.000]  對一個侍奉神的人
[00:06:12.000 --> 00:06:13.000]  對一個全讀的人來說
[00:06:13.000 --> 00:06:16.000]  你自己要守住你所說的道
[00:06:16.000 --> 00:06:17.000]  第二
[00:06:17.000 --> 00:06:19.000]  就是保羅接著
[00:06:19.000 --> 00:06:21.000]  你要對信徒
[00:06:21.000 --> 00:06:23.000]  再從自己去到教會
[00:06:23.000 --> 00:06:24.000]  去到信徒身邊
[00:06:24.000 --> 00:06:26.000]  要教他們的真道
[00:06:26.000 --> 00:06:28.000]  接著
[00:06:28.000 --> 00:06:30.000]  在教會圈子裏面
[00:06:30.000 --> 00:06:33.000]  有謬解、有錯誤的思想
[00:06:33.000 --> 00:06:35.000]  你要辨明那些真道
[00:06:35.000 --> 00:06:37.000]  要對著異端
[00:06:37.000 --> 00:06:39.000]  對著錯誤的教道
[00:06:39.000 --> 00:06:41.000]  要勇敢地指出來
[00:06:41.000 --> 00:06:42.000]  最後
[00:06:42.000 --> 00:06:43.000]  你要對著世人
[00:06:43.000 --> 00:06:44.000]  對著這個世界
[00:06:44.000 --> 00:06:46.000]  無謠全讀
[00:06:46.000 --> 00:06:48.000]  你看到進程是由自己開始
[00:06:48.000 --> 00:06:50.000]  一直去到教會
[00:06:50.000 --> 00:06:52.000]  去到教會圈子
[00:06:52.000 --> 00:06:54.000]  去到這個世界
[00:06:54.000 --> 00:06:56.000]  但是中心核心的地方
[00:06:56.000 --> 00:06:57.000]  都是一個字
[00:06:57.000 --> 00:06:59.000]  道
[00:06:59.000 --> 00:07:00.000]  講道
[00:07:00.000 --> 00:07:01.000]  真道
[00:07:01.000 --> 00:07:04.000]  善道
[00:07:04.000 --> 00:07:05.000]  即是說
[00:07:05.000 --> 00:07:08.000]  如果提摩太后書
[00:07:08.000 --> 00:07:12.000]  是保羅最後祝福給提摩太
[00:07:12.000 --> 00:07:15.000]  好像他的最後的託付
[00:07:15.000 --> 00:07:16.000]  或者這樣說
[00:07:16.000 --> 00:07:18.000]  好像一個遺囑一樣
[00:07:18.000 --> 00:07:22.000]  提醒他保羅最掛心的事
[00:07:22.000 --> 00:07:25.000]  一份遺囑可能大部份的篇幅
[00:07:25.000 --> 00:07:28.000]  都是講他的財富如何分佈
[00:07:28.000 --> 00:07:30.000]  但對保羅來說
[00:07:30.000 --> 00:07:32.000]  他最重要的財富
[00:07:32.000 --> 00:07:33.000]  當然他也有提到第四章
[00:07:33.000 --> 00:07:34.000]  三要怎樣做
[00:07:34.000 --> 00:07:36.000]  他的書要怎樣做
[00:07:36.000 --> 00:07:38.000]  這個大概是保羅可能在物質上
[00:07:38.000 --> 00:07:42.000]  擁有的一些少量的東西
[00:07:42.000 --> 00:07:45.000]  但整本書的重點
[00:07:45.000 --> 00:07:46.000]  是道
[00:07:46.000 --> 00:07:48.000]  是神的話
[00:07:48.000 --> 00:07:51.000]  保羅要交託最掛心的那件事
[00:07:51.000 --> 00:07:52.000]  就是神的道
[00:07:52.000 --> 00:07:55.000]  怎樣可以一代一代傳下去
[00:07:55.000 --> 00:07:57.000]  如果從這個角度來說
[00:07:57.000 --> 00:08:00.000]  我們回看提摩太后書
[00:08:00.000 --> 00:08:01.000]  這章經文
[00:08:01.000 --> 00:08:02.000]  今天講的經文
[00:08:02.000 --> 00:08:04.000]  可能你會更加深刻印象
[00:08:04.000 --> 00:08:07.000]  保羅這裡所表達的究竟是什麼意思
[00:08:07.000 --> 00:08:10.000]  首先保羅說:我而一
[00:08:10.000 --> 00:08:13.000]  大家知道提摩太不是保羅帶他信主
[00:08:13.000 --> 00:08:15.000]  提摩太是第三代的信徒
[00:08:15.000 --> 00:08:17.000]  所以保羅不是帶他信主
[00:08:17.000 --> 00:08:19.000]  在《士族傳》十六章
[00:08:19.000 --> 00:08:21.000]  保羅出來傳道的時候
[00:08:21.000 --> 00:08:22.000]  路斯德的人
[00:08:22.000 --> 00:08:24.000]  特彼的人就推薦了
[00:08:24.000 --> 00:08:29.000]  教會推薦提摩太給保羅
[00:08:29.000 --> 00:08:30.000]  保羅就叫他出來
[00:08:30.000 --> 00:08:33.000]  跟著他開始傳道的生涯
[00:08:33.000 --> 00:08:35.000]  但保羅雖然不是帶他信主
[00:08:35.000 --> 00:08:37.000]  不過好像一個師父
[00:08:37.000 --> 00:08:38.000]  好像一個前輩
[00:08:38.000 --> 00:08:40.000]  這個從屬靈的角度來說
[00:08:40.000 --> 00:08:42.000]  是我而一
[00:08:42.000 --> 00:08:44.000]  是非常美麗的事情
[00:08:44.000 --> 00:08:48.000]  傳承是講關係的
[00:08:48.000 --> 00:08:52.000]  傳承不只是行政上的問題
[00:08:52.000 --> 00:08:56.000]  傳承也不只是責任的交托
[00:08:56.000 --> 00:08:59.000]  傳承是一種屬靈的關係
[00:08:59.000 --> 00:09:01.000]  沒有這種屬靈的關係
[00:09:01.000 --> 00:09:05.000]  那種傳承只不過是工作上的交代
[00:09:05.000 --> 00:09:07.000]  但有這種關係
[00:09:07.000 --> 00:09:09.000]  就是生命的連結
[00:09:09.000 --> 00:09:12.000]  在傳承的時候
[00:09:12.000 --> 00:09:14.000]  我發現
[00:09:14.000 --> 00:09:15.000]  我想這方面
[00:09:15.000 --> 00:09:16.000]  北宣做得非常好
[00:09:16.000 --> 00:09:17.000]  我非常欣賞
[00:09:17.000 --> 00:09:20.000]  交的人要肯交
[00:09:20.000 --> 00:09:23.000]  接的人要肯接
[00:09:23.000 --> 00:09:25.000]  兩邊都有責任
[00:09:25.000 --> 00:09:28.000]  這裡我想在有限的時間裡
[00:09:28.000 --> 00:09:29.000]  我不多發揮了
[00:09:29.000 --> 00:09:31.000]  保羅叫提摩太
[00:09:31.000 --> 00:09:33.000]  到他臨終的時間都說
[00:09:33.000 --> 00:09:34.000]  我而一
[00:09:34.000 --> 00:09:36.000]  是一個很親切的稱呼
[00:09:36.000 --> 00:09:38.000]  然後他說:你在基督耶穌的恩典上
[00:09:38.000 --> 00:09:40.000]  剛強起來
[00:09:40.000 --> 00:09:42.000]  每個侍奉主的人都會承認
[00:09:42.000 --> 00:09:44.000]  是神的恩典
[00:09:44.000 --> 00:09:46.000]  沒有神的恩典根本不能夠侍奉神
[00:09:46.000 --> 00:09:47.000]  正如我們剛才聽到
[00:09:47.000 --> 00:09:50.000]  這位神學生Kelvin所說的見證一樣
[00:09:50.000 --> 00:09:52.000]  是神的恩典
[00:09:52.000 --> 00:09:54.000]  否則我們根本不能夠侍奉神
[00:09:54.000 --> 00:09:56.000]  然後第二節
[00:09:56.000 --> 00:10:00.000]  你在許多見證人面前聽見我所教訓人
[00:10:00.000 --> 00:10:02.000]  保羅可能曾經公開地
[00:10:02.000 --> 00:10:04.000]  向提摩太做教導工作
[00:10:04.000 --> 00:10:06.000]  接著保羅說
[00:10:06.000 --> 00:10:09.000]  也要交托那忠心能教導別人的人
[00:10:09.000 --> 00:10:11.000]  這節短短的聖經
[00:10:11.000 --> 00:10:13.000]  大家看不看得出第二節
[00:10:13.000 --> 00:10:14.000]  二章第二節
[00:10:14.000 --> 00:10:17.000]  總共有多少代的信徒在一節聖經裏面呢?
[00:10:17.000 --> 00:10:23.000]  這個傳承包含了多少代的信徒呢?
[00:10:23.000 --> 00:10:25.000]  首先第一個
[00:10:25.000 --> 00:10:27.000]  他說:我所教訓的
[00:10:27.000 --> 00:10:29.000]  就是保羅自己
[00:10:29.000 --> 00:10:31.000]  然後你在許多見證人面前
[00:10:31.000 --> 00:10:33.000]  即是提摩太
[00:10:33.000 --> 00:10:35.000]  兩代
[00:10:35.000 --> 00:10:38.000]  接著保羅說:我所教給你的東西
[00:10:38.000 --> 00:10:40.000]  你也要交托
[00:10:40.000 --> 00:10:42.000]  即是將他所教導的再交托
[00:10:42.000 --> 00:10:45.000]  給那些忠心能教導別人的人
[00:10:45.000 --> 00:10:46.000]  即是說
[00:10:46.000 --> 00:10:49.000]  交托給那些有教導恩賜的人
[00:10:49.000 --> 00:10:51.000]  如果有教導恩賜
[00:10:51.000 --> 00:10:52.000]  即是說
[00:10:52.000 --> 00:10:54.000]  有些被教導的會眾
[00:10:54.000 --> 00:10:56.000]  被教導的人
[00:10:56.000 --> 00:10:58.000]  短短的一節聖經裏面
[00:10:58.000 --> 00:11:01.000]  出現了四代福音的傳承
[00:11:01.000 --> 00:11:02.000]  就是保羅
[00:11:02.000 --> 00:11:03.000]  他是使徒
[00:11:03.000 --> 00:11:06.000]  直接從耶穌基督啟示而得到真理
[00:11:06.000 --> 00:11:08.000]  好像其他的使徒一樣
[00:11:08.000 --> 00:11:11.000]  接著他要交給學生
[00:11:11.000 --> 00:11:13.000]  他的mentee
[00:11:13.000 --> 00:11:17.000]  他的幫助的徒弟提摩太
[00:11:17.000 --> 00:11:20.000]  然後保羅提摩太如何努力
[00:11:20.000 --> 00:11:22.000]  甚至如何有恩賜被神使用
[00:11:22.000 --> 00:11:25.000]  他總會過去的
[00:11:25.000 --> 00:11:28.000]  有許多神學院和機構
[00:11:28.000 --> 00:11:30.000]  甚至教會的堂主任
[00:11:30.000 --> 00:11:32.000]  都在頭痛的問題
[00:11:32.000 --> 00:11:34.000]  有沒有接班人
[00:11:34.000 --> 00:11:37.000]  那個真正的接班人是
[00:11:37.000 --> 00:11:42.000]  能夠教導別人的人
[00:11:42.000 --> 00:11:44.000]  在神學院裏面
[00:11:44.000 --> 00:11:47.000]  或者在所謂探討和神學的過程當中
[00:11:47.000 --> 00:11:50.000]  我經常被人問一個問題
[00:11:50.000 --> 00:11:53.000]  即是傳導人的奉獻
[00:11:53.000 --> 00:11:58.000]  和一位積極參與教會侍奉的弟兄姊妹
[00:11:58.000 --> 00:12:01.000]  他們忠心向神的奉獻
[00:12:01.000 --> 00:12:03.000]  有甚麼分別呢?
[00:12:03.000 --> 00:12:05.000]  如果說心智上
[00:12:05.000 --> 00:12:08.000]  說那個擺相上
[00:12:08.000 --> 00:12:10.000]  我真的很多時候見到
[00:12:10.000 --> 00:12:12.000]  很多弟兄姊妹不是做傳導人的
[00:12:12.000 --> 00:12:16.000]  他的擺相和奉獻絕不比傳導人為少
[00:12:16.000 --> 00:12:19.000]  既然他們有奉獻
[00:12:19.000 --> 00:12:21.000]  為甚麼還要做呼召
[00:12:21.000 --> 00:12:24.000]  作傳導的奉獻有甚麼特別的地方呢?
[00:12:24.000 --> 00:12:26.000]  我的理解就是
[00:12:26.000 --> 00:12:28.000]  奉獻作傳導
[00:12:28.000 --> 00:12:30.000]  就好像這裡所說的
[00:12:30.000 --> 00:12:32.000]  他最大的不同的地方
[00:12:32.000 --> 00:12:38.000]  他是要承擔了一個教導神話語的職事
[00:12:38.000 --> 00:12:40.000]  舉個例子來說
[00:12:40.000 --> 00:12:42.000]  如果我是一個老師
[00:12:42.000 --> 00:12:43.000]  我是一個社工
[00:12:43.000 --> 00:12:44.000]  我一樣可以在學生
[00:12:44.000 --> 00:12:47.000]  在我服侍的群體當中見證神
[00:12:47.000 --> 00:12:49.000]  不過作傳導人
[00:12:49.000 --> 00:12:51.000]  他去關心會眾
[00:12:51.000 --> 00:12:53.000]  去和弟兄姊妹接觸
[00:12:53.000 --> 00:12:55.000]  一個最大不同的地方
[00:12:55.000 --> 00:12:59.000]  他就可以用他對上帝說話的理解
[00:12:59.000 --> 00:13:01.000]  用神的話
[00:13:01.000 --> 00:13:05.000]  去牧養他所託付的一班羊
[00:13:05.000 --> 00:13:07.000]  可能是十塊錢
[00:13:07.000 --> 00:13:08.000]  可能是老人家
[00:13:08.000 --> 00:13:09.000]  可能是探訪
[00:13:09.000 --> 00:13:11.000]  可能是在講台上
[00:13:11.000 --> 00:13:13.000]  教導神說話
[00:13:13.000 --> 00:13:15.000]  以致到
[00:13:15.000 --> 00:13:17.000]  我這裡所說的
[00:13:17.000 --> 00:13:19.000]  你所領受
[00:13:19.000 --> 00:13:21.000]  仕途所教導的
[00:13:21.000 --> 00:13:23.000]  能夠一代一代傳承下去
[00:13:23.000 --> 00:13:27.000]  為甚麼神學教育這麼重要呢?
[00:13:27.000 --> 00:13:31.000]  神學教育不單單只是訓練一個教會的工人
[00:13:31.000 --> 00:13:33.000]  好像職業的訓練所一樣
[00:13:33.000 --> 00:13:35.000]  神學教育的精神
[00:13:35.000 --> 00:13:37.000]  就像提摩太后書裡所說的一樣
[00:13:37.000 --> 00:13:41.000]  怎樣能夠將善道、真道
[00:13:41.000 --> 00:13:44.000]  不折不扣地一代一代
[00:13:44.000 --> 00:13:46.000]  能夠傳承下去
[00:13:46.000 --> 00:13:48.000]  就算這一代
[00:13:48.000 --> 00:13:50.000]  多偉大的牧者
[00:13:50.000 --> 00:13:52.000]  偉大如保羅提摩太
[00:13:52.000 --> 00:13:54.000]  但他都會過去
[00:13:54.000 --> 00:13:55.000]  除非你找到
[00:13:55.000 --> 00:13:59.000]  那些忠心能夠教導別人的人
[00:13:59.000 --> 00:14:00.000]  這支聖經
[00:14:00.000 --> 00:14:03.000]  忠心能教導別人的人
[00:14:03.000 --> 00:14:06.000]  有很多英文的聖經翻譯
[00:14:06.000 --> 00:14:08.000]  找一些信任的
[00:14:08.000 --> 00:14:10.000]  Faithful
[00:14:10.000 --> 00:14:12.000]  Able to teach
[00:14:12.000 --> 00:14:14.000]  的一些接班人
[00:14:14.000 --> 00:14:18.000]  所以有人將它簡單地歸納了上來
[00:14:18.000 --> 00:14:19.000]  找甚麼人呢?
[00:14:19.000 --> 00:14:20.000]  第一
[00:14:20.000 --> 00:14:21.000]  Faithful
[00:14:21.000 --> 00:14:23.000]  要忠心的
[00:14:23.000 --> 00:14:25.000]  不是為自己的
[00:14:25.000 --> 00:14:28.000]  是要完成上帝的託付
[00:14:28.000 --> 00:14:29.000]  是要說
[00:14:29.000 --> 00:14:32.000]  是要表明作者聖經裡要表達的意思
[00:14:32.000 --> 00:14:35.000]  然後要找那些Able
[00:14:35.000 --> 00:14:36.000]  是有能力的
[00:14:36.000 --> 00:14:37.000]  只是忠心
[00:14:37.000 --> 00:14:38.000]  可以做一個跟隨者
[00:14:38.000 --> 00:14:40.000]  但如果做領袖的話
[00:14:40.000 --> 00:14:41.000]  你有相應的恩賜
[00:14:41.000 --> 00:14:44.000]  上帝給你的能力去承擔
[00:14:44.000 --> 00:14:45.000]  Able
[00:14:45.000 --> 00:14:48.000]  然後特別說到
[00:14:48.000 --> 00:14:50.000]  在神的話語上
[00:14:50.000 --> 00:14:52.000]  是要Teachable
[00:14:52.000 --> 00:14:53.000]  是要教導
[00:14:53.000 --> 00:14:55.000]  包括受教
[00:14:55.000 --> 00:14:58.000]  包括可以教導其他人
[00:14:58.000 --> 00:15:00.000]  Faith
[00:15:00.000 --> 00:15:03.000]  所以我們要努力找肥人
[00:15:03.000 --> 00:15:05.000]  福音傳承的人
[00:15:05.000 --> 00:15:07.000]  就要努力找肥人
[00:15:07.000 --> 00:15:09.000]  所以肥人也不一定不好
[00:15:09.000 --> 00:15:11.000]  這裡也有個例子
[00:15:11.000 --> 00:15:13.000]  就是忠心
[00:15:13.000 --> 00:15:17.000]  他能夠有上帝給他的恩賜
[00:15:17.000 --> 00:15:21.000]  也可以繼續有教導恩賜
[00:15:21.000 --> 00:15:23.000]  教導能力的人
[00:15:23.000 --> 00:15:27.000]  這個就是在說福音的傳承
[00:15:27.000 --> 00:15:29.000]  剛才和大家看了提摩太后書
[00:15:29.000 --> 00:15:31.000]  這四章聖經的忠心思想
[00:15:31.000 --> 00:15:32.000]  在神的讀
[00:15:32.000 --> 00:15:35.000]  所以從這個角度來說
[00:15:35.000 --> 00:15:37.000]  保羅最掛念的
[00:15:37.000 --> 00:15:41.000]  不是說那個崗位不夠人做事
[00:15:41.000 --> 00:15:44.000]  這個工場好像缺乏了工人
[00:15:44.000 --> 00:15:49.000]  這裡似乎需要多些人幫忙
[00:15:49.000 --> 00:15:53.000]  那只不過是將後面要做的
[00:15:53.000 --> 00:15:55.000]  最重要核心的事
[00:15:55.000 --> 00:15:59.000]  具體需要呈現在大家面前
[00:15:59.000 --> 00:16:01.000]  但真正的核心是什麼呢?
[00:16:01.000 --> 00:16:05.000]  在神的讀
[00:16:05.000 --> 00:16:08.000]  如果我能夠承擔這個工作
[00:16:08.000 --> 00:16:11.000]  同時我對神的話
[00:16:11.000 --> 00:16:14.000]  不是那麼愛慕和尊重的話
[00:16:14.000 --> 00:16:17.000]  基本上我只是在做門面的工作
[00:16:17.000 --> 00:16:19.000]  做一些行政的工作
[00:16:19.000 --> 00:16:22.000]  所以教會的事工
[00:16:22.000 --> 00:16:26.000]  直接、間接或做領導的
[00:16:26.000 --> 00:16:27.000]  或跟隨的
[00:16:27.000 --> 00:16:31.000]  不能夠忘記最終是神的讀
[00:16:31.000 --> 00:16:34.000]  神的讀才是核心
[00:16:34.000 --> 00:16:37.000]  然後神的讀才能夠將人的生命扭轉
[00:16:37.000 --> 00:16:39.000]  將教會建立起來
[00:16:39.000 --> 00:16:43.000]  所以為什麼教導的角色這麼重要呢?
[00:16:43.000 --> 00:16:45.000]  正如保羅所說
[00:16:45.000 --> 00:16:47.000]  要忠心找一些人教導別人的人
[00:16:47.000 --> 00:16:51.000]  這樣才能夠將神的讀一代一代傳承下去
[00:16:51.000 --> 00:16:56.000]  而不是將教會的活動、聚會
[00:16:56.000 --> 00:16:59.000]  或行事上的組織上的需要
[00:16:59.000 --> 00:17:01.000]  找人去接駁
[00:17:01.000 --> 00:17:03.000]  那當然是一個需要
[00:17:03.000 --> 00:17:05.000]  那個需要也與神的讀有關係
[00:17:05.000 --> 00:17:09.000]  不過那是一個具體的表達
[00:17:09.000 --> 00:17:14.000]  將神的讀的核心表達出來的方式
[00:17:14.000 --> 00:17:19.000]  第二方面我們看看下面的第三至第六節經文
[00:17:19.000 --> 00:17:22.000]  在保羅的書信裏
[00:17:22.000 --> 00:17:26.000]  大概這段經文是其中一個最特別的地方
[00:17:26.000 --> 00:17:28.000]  因為保羅一口氣說了三個比喻
[00:17:28.000 --> 00:17:30.000]  在保羅的書信裏比較少的
[00:17:30.000 --> 00:17:32.000]  這三個比喻包括什麼呢?
[00:17:32.000 --> 00:17:36.000]  就是基督耶穌的徵兵
[00:17:36.000 --> 00:17:38.000]  不要將誓無前身
[00:17:38.000 --> 00:17:42.000]  第二就是牆上比武
[00:17:42.000 --> 00:17:45.000]  第三就是勞力的農夫
[00:17:45.000 --> 00:17:48.000]  基督耶穌的徵兵特別表達出
[00:17:48.000 --> 00:17:51.000]  不將誓無前身
[00:17:51.000 --> 00:17:53.000]  你不要將其他的事
[00:17:53.000 --> 00:18:02.000]  與你現在奉召作士兵來打了折扣
[00:18:02.000 --> 00:18:05.000]  這裏特別說徵兵不是說他很能打
[00:18:05.000 --> 00:18:06.000]  或者很勇敢
[00:18:06.000 --> 00:18:07.000]  不是說這個
[00:18:07.000 --> 00:18:15.000]  你要專心地不要將其他的事搞擾到你
