
[00:00:00.000 --> 00:00:05.820]  我收到幾個問題都是很好的回應
[00:19:40.940 --> 00:19:42.940]  我說不是我說的
[00:19:42.940 --> 00:19:45.940]  是聖經說的
[00:19:45.940 --> 00:19:49.940]  你若娶妻並不是犯罪
[00:19:49.940 --> 00:19:52.940]  處女出嫁也不是犯罪
[00:19:52.940 --> 00:19:57.940]  然而這等人肉身必受苦難
[00:19:57.940 --> 00:20:01.940]  我卻願意你們免這苦難
[00:20:01.940 --> 00:20:02.940]  弟兄們
[00:20:02.940 --> 00:20:05.940]  我對你們說時候減少了
[00:20:05.940 --> 00:20:07.940]  從此以後哪有妻子的
[00:20:07.940 --> 00:20:09.940]  要像沒有妻子
[00:20:09.940 --> 00:20:11.940]  哀哭要像不哀哭
[00:20:11.940 --> 00:20:13.940]  快樂要像不快樂
[00:20:13.940 --> 00:20:17.940]  自買要像無有所得
[00:20:17.940 --> 00:20:20.940]  用細物要像不用細物
[00:20:20.940 --> 00:20:25.940]  因為這世界的樣子將要過去
[00:20:25.940 --> 00:20:28.940]  我願你們無所掛慮
[00:20:28.940 --> 00:20:32.940]  沒有娶妻的是為主的事掛慮
[00:20:32.940 --> 00:20:34.940]  想怎樣叫主喜悅
[00:20:34.940 --> 00:20:39.940]  娶了妻的是為世上的事掛慮
[00:20:39.940 --> 00:20:43.940]  想怎樣叫妻子喜悅
[00:20:43.940 --> 00:20:46.940]  婦人和處女也有分別
[00:20:46.940 --> 00:20:50.940]  沒有出嫁的是為主的事掛慮
[00:20:50.940 --> 00:20:53.940]  要身體靈魂都聖潔
[00:20:53.940 --> 00:20:57.940]  已經出嫁的是為世上的事掛慮
[00:20:57.940 --> 00:21:02.940]  想怎樣叫丈夫喜悅
[00:21:02.940 --> 00:21:03.940]  我說者說
[00:21:03.940 --> 00:21:07.940]  是為你們的益處不是要牢籠你們
[00:21:07.940 --> 00:21:09.940]  乃是要叫你們行合宜的事
[00:21:09.940 --> 00:21:12.940]  得以殷勤服侍主
[00:21:12.940 --> 00:21:17.940]  沒有分心的事
[00:21:17.940 --> 00:21:24.940]  獨身不是一個不完全的人生
[00:21:24.940 --> 00:21:28.940]  這只不過是柏拉圖在對話錄
[00:21:28.940 --> 00:21:31.940]  symposium裏面一個很出名的比喻
[00:21:31.940 --> 00:21:35.940]  男女就好像一個蘋果切開了一半
[00:21:35.940 --> 00:21:38.940]  獨身就是你找不到你另外的一半
[00:21:38.940 --> 00:21:41.940]  一生生、瘦、富、食
[00:21:41.940 --> 00:21:43.940]  我們想了聖詩裏面說
[00:21:43.940 --> 00:21:45.940]  蘋果生了瘦
[00:21:45.940 --> 00:21:47.940]  吃都吃不到
[00:21:47.940 --> 00:21:52.940]  在婚禮的場所
[00:21:52.940 --> 00:21:58.940]  我們不單止讀剛才已不所書第五章的經文
[00:21:58.940 --> 00:22:00.940]  或者你之後會三思
[00:22:00.940 --> 00:22:03.940]  不如讀回臨前十三章好些
[00:22:03.940 --> 00:22:04.940]  愛是恆久忍耐
[00:22:04.940 --> 00:22:06.940]  那段更爛
[00:22:06.940 --> 00:22:09.940]  所以讀哪段好呢
[00:22:09.940 --> 00:22:11.940]  都是耶和華是我的目者
[00:22:11.940 --> 00:22:14.940]  我不知道你打算讀哪一段
[00:22:14.940 --> 00:22:18.940]  婚禮裏面的善眾善討
[00:22:18.940 --> 00:22:20.940]  對的
[00:22:20.940 --> 00:22:23.940]  婚姻是上帝所設立的
[00:22:23.940 --> 00:22:28.940]  郎才女貌皆偶天成
[00:22:28.940 --> 00:22:35.940]  沒有人會在那些場合選讀哥林多前書第七章
[00:22:35.940 --> 00:22:38.940]  婚姻不是犯罪
[00:22:38.940 --> 00:22:41.940]  然而這等人肉身必受苦難
[00:22:41.940 --> 00:22:45.940]  比你大吉利是還要差
[00:22:45.940 --> 00:22:49.940]  不過這都是聖經的教導
[00:22:49.940 --> 00:22:51.940]  我們很強調
[00:22:51.940 --> 00:22:53.940]  你不能選擇
[00:22:53.940 --> 00:22:55.940]  選擇合聽的
[00:22:55.940 --> 00:22:57.940]  聽了不合聽的
[00:22:57.940 --> 00:23:03.940]  就當他是保羅拉比的傳統過氣的說話
[00:23:03.940 --> 00:23:08.940]  這樣不是讀聖經的態度
[00:23:08.940 --> 00:23:12.940]  《創世記》二章十八節
[00:23:12.940 --> 00:23:15.940]  耶和華說:哪人獨居不好
[00:23:15.940 --> 00:23:18.940]  我要為他做一個配偶
[00:23:18.940 --> 00:23:20.940]  幫助他
[00:23:20.940 --> 00:23:24.940]  這個翻譯是偏頗的
[00:23:24.940 --> 00:23:30.940]  傾向認為這一段是講婚姻
[00:23:30.940 --> 00:23:33.940]  新的聖經譯本
[00:23:33.940 --> 00:23:38.940]  如果要準確譯出這一句聖經的話
[00:23:38.940 --> 00:23:43.940]  起碼兩個關鍵的詞彙
[00:23:43.940 --> 00:23:45.940]  要小心斟酌
[00:23:45.940 --> 00:23:49.940]  第一 哪人獨居
[00:23:49.940 --> 00:23:51.940]  就很明顯是講婚姻
[00:23:51.940 --> 00:23:54.940]  怎可以同居 一定是婚姻
[00:23:54.940 --> 00:24:00.940]  原本希伯來文是講孤單 孤獨
[00:24:00.940 --> 00:24:04.940]  配偶 幫助他
[00:24:04.940 --> 00:24:10.940]  是以配偶先行 幫助作為解釋
[00:24:10.940 --> 00:24:13.940]  希伯來文剛剛調轉
[00:24:13.940 --> 00:24:16.940]  名詞是幫助
[00:24:16.940 --> 00:24:22.940]  我要為他做一個幫手
[00:24:22.940 --> 00:24:30.940]  和他匹配 和他相等
[00:24:30.940 --> 00:24:34.940]  這樣的味道 整句話就完全
[00:24:34.940 --> 00:24:39.940]  一天都光了 海闊天空
[00:24:39.940 --> 00:24:41.940]  事實上經文記載
[00:24:41.940 --> 00:24:45.940]  接著上帝將動物帶到亞當的面前
[00:24:45.940 --> 00:24:46.940]  你很清楚
[00:24:46.940 --> 00:24:48.940]  不過一時之間
[00:24:48.940 --> 00:24:49.940]  因為時間關係
