
[00:00:00.000 --> 00:00:05.600]  各位弟兄姊妹、各位朋友,你們好!
[00:04:58.400 --> 00:05:01.200]  是發生在教會的時期
[00:05:01.200 --> 00:05:04.800]  所謂教會時期就是在耶穌未來之前
[00:05:04.800 --> 00:05:07.200]  而不是末世的時代
[00:05:07.200 --> 00:05:10.400]  一千年只不過是一個標記
[00:05:10.400 --> 00:05:12.000]  只不過是一個標誌
[00:05:12.000 --> 00:05:14.000]  不可以直解真是有一千年
[00:05:14.000 --> 00:05:15.400]  經文提到
[00:05:15.400 --> 00:05:18.600]  是與主一同作王的聖徒
[00:05:18.600 --> 00:05:21.600]  是指那些死了的信徒
[00:05:21.600 --> 00:05:26.800]  在天上和耶穌基督一起掌管王權
[00:05:26.800 --> 00:05:29.600]  所謂掌管王權
[00:05:29.600 --> 00:05:32.000]  並不是指地上的統治
[00:05:32.000 --> 00:05:35.800]  不是從一個政權的角度來看
[00:05:35.800 --> 00:05:38.800]  而是純粹從一個肅靈的角度去看
[00:05:38.800 --> 00:05:42.000]  即是說每一個信徒死了之後
[00:05:42.000 --> 00:05:43.200]  上天堂
[00:05:43.200 --> 00:05:49.200]  就與耶穌基督在天上掌管肅靈的王權
[00:05:49.200 --> 00:05:51.200]  根據這個看法
[00:05:51.200 --> 00:05:53.000]  主耶穌基督再來的時候
[00:05:53.000 --> 00:05:55.000]  只是一次來
[00:05:55.000 --> 00:05:56.200]  當主再來的時候
[00:05:56.200 --> 00:05:59.400]  死人的信徒就會復活
[00:05:59.400 --> 00:06:01.800]  不信的人就會接受審判
[00:06:01.800 --> 00:06:04.200]  接著就有新天新地的出現
[00:06:04.200 --> 00:06:06.400]  是一同事發生的
[00:06:06.400 --> 00:06:08.800]  這個所謂無千禧年派
[00:06:08.800 --> 00:06:12.800]  是非常簡單了解明白的
[00:06:12.800 --> 00:06:16.800]  第二個說法就叫做後千禧年派
[00:06:16.800 --> 00:06:18.200]  後千禧年派
[00:06:18.200 --> 00:06:19.800]  所謂後是甚麼意思呢?
[00:06:19.800 --> 00:06:25.200]  是表示耶穌基督是在千禧年發生之後才來的
[00:06:25.200 --> 00:06:27.400]  根據這一派的看法
[00:06:27.400 --> 00:06:30.000]  教會的時代
[00:06:30.000 --> 00:06:31.800]  在末世之前
[00:06:31.800 --> 00:06:34.800]  是會增長得非常非常快
[00:06:34.800 --> 00:06:36.800]  教會會越來越興旺
[00:06:36.800 --> 00:06:38.800]  世界人口會越來越多
[00:06:38.800 --> 00:06:40.800]  越來越多人信耶穌
[00:06:40.800 --> 00:06:43.800]  甚至是佔了世界的大部分
[00:06:43.800 --> 00:06:45.800]  以至他們的價值觀
[00:06:45.800 --> 00:06:46.800]  人心觀
[00:06:46.800 --> 00:06:49.800]  道德觀影響整個世界
[00:06:49.800 --> 00:06:53.400]  所以這個世界漸漸變得和平和公義
[00:06:53.400 --> 00:06:56.400]  這個時期維持一個頗長的時間
[00:06:56.400 --> 00:06:57.800]  稱為千禧年
[00:06:57.800 --> 00:06:59.000]  但不一定是一千年
[00:06:59.000 --> 00:07:01.800]  但是一個相當長的時間
[00:07:01.800 --> 00:07:03.800]  而在這個時期
[00:07:03.800 --> 00:07:05.800]  末世的時候
[00:07:05.800 --> 00:07:07.800]  基督就會再臨
[00:07:07.800 --> 00:07:09.800]  就會審判非信徒
[00:07:09.800 --> 00:07:11.800]  而那些信徒就得到復活
[00:07:11.800 --> 00:07:14.800]  最後啟開新天新地
[00:07:14.800 --> 00:07:16.800]  死了的信徒也會復活
[00:07:16.800 --> 00:07:18.800]  這派最明顯的地方
[00:07:18.800 --> 00:07:20.800]  就是他對世界的局勢
[00:07:20.800 --> 00:07:22.800]  是表現得非常樂觀
[00:07:22.800 --> 00:07:24.800]  教會會大復興
[00:07:24.800 --> 00:07:25.800]  沒有戰爭
[00:07:25.800 --> 00:07:26.800]  沒有痛苦
[00:07:26.800 --> 00:07:29.800]  這個就是所謂後千禧年派
[00:07:29.800 --> 00:07:33.600]  第三派就是所謂前千禧年派
[00:07:33.600 --> 00:07:35.800]  這一派分為兩種理論
[00:07:35.800 --> 00:07:39.800]  第一個就是我剛才所說的時代論
[00:07:39.800 --> 00:07:41.800]  一開始我們已經說過
[00:07:41.800 --> 00:07:45.800]  第二種就稱為歷史的千禧年派
[00:07:45.800 --> 00:07:47.800]  Historic Premium
[00:07:47.800 --> 00:07:49.800]  或者我們會看看
[00:07:49.800 --> 00:07:52.800]  這個歷史的千禧年派
[00:07:52.800 --> 00:07:53.800]  是說些什麼意思
[00:07:53.800 --> 00:07:55.800]  所謂在前
[00:07:55.800 --> 00:07:56.800]  Premium
[00:07:56.800 --> 00:07:57.800]  即是在前
[00:07:57.800 --> 00:08:01.800]  是指基督在千禧年國度成立之前
[00:08:01.800 --> 00:08:03.800]  災淋這個世界
[00:08:03.800 --> 00:08:05.800]  教會時期末期
[00:08:05.800 --> 00:08:07.800]  世界就有大災難
[00:08:07.800 --> 00:08:08.800]  在災難之後
[00:08:08.800 --> 00:08:11.800]  基督就會再淋這個世間
[00:08:11.800 --> 00:08:13.800]  並且成立這個千禧年國度
[00:08:13.800 --> 00:08:15.800]  當基督來的時候
[00:08:15.800 --> 00:08:17.800]  已經死的信徒就首先復活
[00:08:17.800 --> 00:08:20.800]  他們與基督在地上作王一千年
[00:08:20.800 --> 00:08:22.800]  但所謂一千年
[00:08:22.800 --> 00:08:24.800]  純粹是一個標記
[00:08:24.800 --> 00:08:26.800]  不一定是一千年
[00:08:26.800 --> 00:08:27.800]  在這個期間
[00:08:27.800 --> 00:08:30.800]  基督是以復活的身軀
[00:08:30.800 --> 00:08:31.800]  提到地上
[00:08:31.800 --> 00:08:33.800]  在地上作王
[00:08:33.800 --> 00:08:35.800]  至於那些還沒死
[00:08:35.800 --> 00:08:37.800]  仍然在世上的信徒
[00:08:37.800 --> 00:08:39.800]  他們的身體就會變化
[00:08:39.800 --> 00:08:44.800]  就會變成一個榮耀復活的身體
[00:08:44.800 --> 00:08:46.800]  他們就與基督一同作王
[00:08:46.800 --> 00:08:48.800]  有些千禧年派就以為
[00:08:48.800 --> 00:08:51.800]  這個新天新地就在這個時候開始
[00:08:51.800 --> 00:08:53.800]  有些就以為新天新地
[00:08:53.800 --> 00:08:57.800]  是在千禧年國度末期才會實現
[00:08:57.800 --> 00:08:59.800]  在千禧年國度的時候
[00:08:59.800 --> 00:09:00.800]  他們被綑綁
[00:09:00.800 --> 00:09:02.800]  被扔在無底坑當中
[00:09:02.800 --> 00:09:06.800]  以至一千年沒有任何影響力
[00:09:06.800 --> 00:09:08.800]  到千禧年末年的時候
[00:09:08.800 --> 00:09:10.800]  撒旦就會得到釋放
[00:09:10.800 --> 00:09:15.800]  並且與那些叛民與基督一同作戰
[00:09:15.800 --> 00:09:18.800]  但結果一敗就逃地
[00:09:18.800 --> 00:09:19.800]  在這個時候
[00:09:19.800 --> 00:09:21.800]  所有在歷史中死去的人
[00:09:21.800 --> 00:09:24.800]  都會翻身接受基督的審判
[00:09:24.800 --> 00:09:25.800]  犯下信徒
[00:09:25.800 --> 00:09:26.800]  在這個時候
[00:09:26.800 --> 00:09:29.800]  就會進入一個永恆的境界
[00:09:29.800 --> 00:09:32.800]  這三種不同的看法
[00:09:32.800 --> 00:09:34.800]  或者這四種不同的看法
[00:09:34.800 --> 00:09:36.800]  即是無千禧年派
[00:09:36.800 --> 00:09:37.800]  後千禧年派
[00:09:37.800 --> 00:09:40.800]  歷史的前千禧年派
[00:09:40.800 --> 00:09:42.800]  和時代論
[00:09:42.800 --> 00:09:46.800]  在這四種不同的看法
[00:09:46.800 --> 00:09:48.800]  誰是誰非呢?
[00:09:48.800 --> 00:09:51.800]  這就是我們今天要討論的問題
[00:09:51.800 --> 00:09:53.800]  也就是今天這段聖經
[00:09:53.800 --> 00:09:55.800]  雖然只是短短的三節聖經
[00:09:55.800 --> 00:09:59.800]  但它是非常爭議性的一段聖經
[00:09:59.800 --> 00:10:01.800]  我們詳細來看看
[00:10:01.800 --> 00:10:02.800]  首先我們來看看
[00:10:02.800 --> 00:10:05.800]  與基督一同作王一千年是甚麼意思
[00:10:05.800 --> 00:10:07.800]  我們來看看第四節
[00:10:07.800 --> 00:10:10.800]  我又看見幾個寶座
[00:10:10.800 --> 00:10:12.800]  也有坐在上面的
[00:10:12.800 --> 00:10:14.800]  並有審判權並賜給他們
[00:10:14.800 --> 00:10:17.800]  我又看見那些因為給耶穌作見證
[00:10:17.800 --> 00:10:20.800]  並為神知道被斬者的靈魂
[00:10:20.800 --> 00:10:23.800]  和那沒有拜過受和修正
[00:10:23.800 --> 00:10:25.800]  也沒有在額上
[00:10:25.800 --> 00:10:27.800]  和額上或手上
[00:10:27.800 --> 00:10:30.800]  受過他的印記之人的靈魂
[00:10:30.800 --> 00:10:34.800]  他們都賦了與基督一同作王一千年
[00:10:34.800 --> 00:10:38.800]  這節聖經引起了差不多千多二千年的爭論
[00:10:38.800 --> 00:10:40.800]  首先第一個問題我們要問
[00:10:40.800 --> 00:10:45.800]  這個所謂有審判權並賜給他們
[00:10:45.800 --> 00:10:49.800]  他們究竟是指誰呢?
[00:10:49.800 --> 00:10:52.800]  經文似乎沒有說得清楚
[00:10:52.800 --> 00:10:54.800]  但大概有三個可能性
[00:10:54.800 --> 00:10:56.800]  第一個可能性是指
[00:10:56.800 --> 00:11:01.800]  啟示第四章第四節和十一章十六節的長老
[00:11:01.800 --> 00:11:03.800]  第四章第四節有此說法
[00:11:03.800 --> 00:11:06.800]  寶座的周圍又有二十四個座位
[00:11:06.800 --> 00:11:11.800]  其中坐著二十四個長老身穿白衣
[00:11:11.800 --> 00:11:13.800]  頭上戴著金冠面
[00:11:13.800 --> 00:11:16.800]  在神面前坐著自己位上
[00:11:16.800 --> 00:11:18.800]  有二十四個長老
[00:11:18.800 --> 00:11:20.800]  面服於地敬拜神
[00:11:20.800 --> 00:11:22.800]  這就是十一章十六節
[00:11:22.800 --> 00:11:25.800]  所以根據這個看法
[00:11:25.800 --> 00:11:28.800]  將審判權並交給他們
[00:11:28.800 --> 00:11:31.800]  交給天上的長老
[00:11:31.800 --> 00:11:33.800]  坐在寶座上的長老
[00:11:33.800 --> 00:11:35.800]  有二十四個長老
[00:11:35.800 --> 00:11:37.800]  先前我們說過
[00:11:37.800 --> 00:11:38.800]  二十四個長老是甚麼呢?
[00:11:38.800 --> 00:11:42.800]  十二個是舊約的長老
[00:11:42.800 --> 00:11:45.800]  十二個是新約的使徒
[00:11:45.800 --> 00:11:47.800]  這就是二十四個長老
[00:11:47.800 --> 00:11:49.800]  第二種說法
[00:11:49.800 --> 00:11:51.800]  就是告訴我們
[00:11:51.800 --> 00:11:54.800]  第六章九節至十一節和十六章第六節
[00:11:54.800 --> 00:11:57.800]  所提到的殉道者
[00:11:57.800 --> 00:12:06.800]  這就是天使給審判權並的一班人
[00:12:06.800 --> 00:12:08.800]  就是殉道者
[00:12:08.800 --> 00:12:10.800]  事實上除了啟示錄之外
[00:12:10.800 --> 00:12:12.800]  路加福音二十二章
[00:12:12.800 --> 00:12:15.800]  在二十九節至三十節也有提及
[00:12:15.800 --> 00:12:18.800]  我將我的國賜給你們
[00:12:18.800 --> 00:12:20.800]  正如我父賜給我一樣
[00:12:20.800 --> 00:12:25.800]  叫你們在我國裡坐在我席上吃喝
[00:12:25.800 --> 00:12:29.800]  並且坐在寶座上審判以色列十二支牌
[00:12:29.800 --> 00:12:32.800]  如果這樣看法
[00:12:32.800 --> 00:12:34.800]  我們就會看到
[00:12:34.800 --> 00:12:38.800]  啟示錄第六章九節至十一節
[00:12:38.800 --> 00:12:41.800]  十六章第六節的殉道者
[00:12:41.800 --> 00:12:42.800]  就是這一班人
[00:12:42.800 --> 00:12:44.800]  你們就是這一班人
[00:12:44.800 --> 00:12:46.800]  第三種看法
[00:12:46.800 --> 00:12:48.800]  就是所有的信徒
[00:12:48.800 --> 00:12:53.800]  以殉道者為主和眾信徒
[00:12:53.800 --> 00:12:54.800]  我個人認為
[00:12:54.800 --> 00:12:56.800]  第二再加上第三個解釋
[00:12:56.800 --> 00:12:58.800]  是最為合理的
[00:12:58.800 --> 00:13:00.800]  因為我們看看下面一句
[00:13:00.800 --> 00:13:03.800]  其實約翰已經給了答案他們
[00:13:03.800 --> 00:13:05.800]  下面一句是怎樣說的
[00:13:05.800 --> 00:13:08.800]  我有看見那些因為給耶穌作見證
[00:13:08.800 --> 00:13:10.800]  並為神之道被斬之靈魂
[00:13:10.800 --> 00:13:12.800]  而沒有拜過受過受像的
[00:13:12.800 --> 00:13:14.800]  也沒有在額上和手上
[00:13:14.800 --> 00:13:18.800]  受過他印記的人之靈魂
[00:13:18.800 --> 00:13:21.800]  不少人就會問
[00:13:21.800 --> 00:13:23.800]  這裡是不是說到兩批人呢?
[00:13:23.800 --> 00:13:27.800]  第一批就是有權並賜給他們的他們
[00:13:27.800 --> 00:13:30.800]  可能就是指了二十四個長老
[00:13:30.800 --> 00:13:32.800]  也有人以為只有一批
[00:13:32.800 --> 00:13:35.800]  這一批就是第四章
[00:13:35.800 --> 00:13:38.800]  第四節之前半段的他們
[00:13:38.800 --> 00:13:44.800]  就是第四章後半段的靈魂
[00:13:44.800 --> 00:13:45.800]  也就是說一樣的
[00:13:45.800 --> 00:13:46.800]  不是兩批人的
[00:13:46.800 --> 00:13:50.800]  在聖經不是說到第一批就是他們
[00:13:50.800 --> 00:13:53.800]  第二批就是指那些殉道者
[00:13:53.800 --> 00:13:55.800]  不是 只有一批人
[00:13:55.800 --> 00:13:59.800]  後者就說明前者的身份
[00:13:59.800 --> 00:14:02.800]  為什麼我這樣說呢?
[00:14:02.800 --> 00:14:05.800]  如果你看看第六章第九節就看得清楚了
[00:14:05.800 --> 00:14:07.800]  我看見在祭壇底下
[00:14:07.800 --> 00:14:12.800]  有位神的道作見證被殺之人的靈魂
[00:14:12.800 --> 00:14:16.800]  我們發覺這節聖經和啟示錄二十章
[00:14:16.800 --> 00:14:21.800]  第四節的後半段是極之相似的地方
[00:14:21.800 --> 00:14:26.800]  作者都是用靈魂這個字去形容那些殉道者
[00:14:26.800 --> 00:14:28.800]  事實上第十六章第六節
[00:14:28.800 --> 00:14:31.800]  十八章二十節和二十四章
[00:14:31.800 --> 00:14:35.800]  還有二十四節和十九章二節
[00:14:35.800 --> 00:14:42.800]  都是稱呼那些被殺者的靈魂
[00:14:42.800 --> 00:14:44.800]  是用靈魂這個字去形容
[00:14:44.800 --> 00:14:46.800]  所以很明顯
[00:14:46.800 --> 00:14:49.800]  二十四章第四節的下半段
[00:14:49.800 --> 00:14:52.800]  那些被殺之人的靈魂
[00:14:52.800 --> 00:14:59.800]  同時也是指到殉道者
[00:14:59.800 --> 00:15:01.800]  但除了殉道者之外
[00:15:01.800 --> 00:15:07.800]  還有那些沒有拜過獸和獸像印記的信徒
[00:15:07.800 --> 00:15:09.800]  也在這個行列當中
[00:15:09.800 --> 00:15:14.800]  成為了他日坐在寶座上的審判官
[00:15:14.800 --> 00:15:17.800]  所以我們可以做一個這樣的結論
[00:15:17.800 --> 00:15:20.800]  就是說這班人是什麼人呢?
[00:15:20.800 --> 00:15:23.800]  這班人就是所有信徒
[00:15:23.800 --> 00:15:28.800]  並且是以殉道者為首的信徒
[00:15:28.800 --> 00:15:31.800]  要用一個非常有趣的字去形容這班人
[00:15:31.800 --> 00:15:33.800]  他們都是「復活了」
[00:15:33.800 --> 00:15:36.800]  所謂「復活了」是什麼意思呢?
[00:15:36.800 --> 00:15:39.800]  在第五節至第六節的復活
[00:15:39.800 --> 00:15:41.800]  又有什麼分別呢?
[00:15:41.800 --> 00:15:45.800]  希臘文「Exasen」這個字的意思
[00:15:45.800 --> 00:15:48.800]  是成為了一個爭論的焦點
[00:15:48.800 --> 00:15:50.800]  毛遷希連派就以為
[00:15:50.800 --> 00:15:55.800]  第四節的前半段所謂的靈魂
[00:15:55.800 --> 00:15:57.800]  並不是指身體
[00:15:57.800 --> 00:15:59.800]  如果他說已經復活了
[00:15:59.800 --> 00:16:01.800]  那麼他就有身體了
[00:16:01.800 --> 00:16:02.800]  屬靈的身體
[00:16:02.800 --> 00:16:03.800]  而他不是用身體
[00:16:03.800 --> 00:16:04.800]  而是用靈魂
[00:16:04.800 --> 00:16:10.800]  似乎這件事是發生在身體復活之前
[00:16:10.800 --> 00:16:15.800]  因為他們的軀體不是復活的軀體
[00:16:15.800 --> 00:16:16.800]  他們沒有軀體
[00:16:16.800 --> 00:16:18.800]  他們只是靈魂
[00:16:18.800 --> 00:16:20.800]  如果是身體復活
[00:16:20.800 --> 00:16:23.800]  就不應該用靈魂這個字去形容了
[00:16:23.800 --> 00:16:26.800]  所以他以為Exasen不是指身體復活
[00:16:26.800 --> 00:16:29.800]  而身體復活是末世之後才發生
[00:16:29.800 --> 00:16:33.800]  而這件事並非發生於末世
[00:16:33.800 --> 00:16:39.800]  所以他們仍然是用靈魂這個字去形容
[00:16:39.800 --> 00:16:41.800]  於是我們會問
[00:16:41.800 --> 00:16:44.800]  為什麼他們說復活呢?
[00:16:44.800 --> 00:16:45.800]  他們的解釋是
[00:16:45.800 --> 00:16:48.800]  Exasen這個字不是復活
[00:16:48.800 --> 00:16:51.800]  是指仍然活著
[00:16:51.800 --> 00:16:54.800]  他們指死了之後的信徒
[00:16:54.800 --> 00:16:56.800]  他們上了天
[00:16:56.800 --> 00:16:58.800]  無論是普通的信徒
[00:16:58.800 --> 00:16:59.800]  沒有拜過神的信徒
[00:16:59.800 --> 00:17:01.800]  或者是為了信徒的信徒
[00:17:01.800 --> 00:17:03.800]  他們在天上
[00:17:03.800 --> 00:17:07.800]  從人間看來他們已經死了
[00:17:07.800 --> 00:17:08.800]  但是從神的角度看來
[00:17:08.800 --> 00:17:09.800]  他們沒有死
[00:17:09.800 --> 00:17:11.800]  他們仍然活著
[00:17:11.800 --> 00:17:15.800]  Exasen就指活著的意思
[00:17:15.800 --> 00:17:18.800]  況且在聖經裡面提到將來復活
[00:17:18.800 --> 00:17:22.800]  從來沒有提到有兩次復活
[00:17:22.800 --> 00:17:25.800]  只是說末世的時候一次復活
[00:17:25.800 --> 00:17:28.800]  所以第五字要說第一次復活
[00:17:28.800 --> 00:17:31.800]  是指耶穌的復活
[00:17:31.800 --> 00:17:34.800]  所謂兩次復活只有兩次
[00:17:34.800 --> 00:17:36.800]  第五字的第一次復活
[00:17:36.800 --> 00:17:38.800]  是指耶穌的復活
[00:17:38.800 --> 00:17:41.800]  而不是指末世信徒的復活
[00:17:41.800 --> 00:17:48.800]  耶穌的復活是末世信徒復活的初屬的果子
[00:17:48.800 --> 00:17:51.800]  但是那些Premium的人士
[00:17:51.800 --> 00:17:53.800]  就是所謂前天氣派的人士
[00:17:53.800 --> 00:17:55.800]  就認為Exasen這個字
[00:17:55.800 --> 00:17:58.800]  在啟示錄中很明顯是指復活
[00:17:58.800 --> 00:18:00.800]  而不是指活著的
[00:18:00.800 --> 00:18:02.800]  比如第二章第八節
[00:18:02.800 --> 00:18:04.800]  一樣是用Exasen這個字
[00:18:04.800 --> 00:18:06.800]  但很明顯是指復活
[00:18:06.800 --> 00:18:09.800]  而不是靈性的活著
[00:18:09.800 --> 00:18:11.800]  另外在約翰福音第十一章二十五節
[00:18:11.800 --> 00:18:13.800]  羅馬書十四章第九節
[00:18:13.800 --> 00:18:15.800]  啟示錄一章十八節
[00:18:15.800 --> 00:18:16.800]  二章第八節
[00:18:16.800 --> 00:18:18.800]  這個字出現的時候
[00:18:18.800 --> 00:18:22.800]  也不只是指仍然活著
[00:18:22.800 --> 00:18:25.800]  是以靈的身份活著
[00:18:25.800 --> 00:18:28.800]  而是指肉體上的復活
[00:18:28.800 --> 00:18:31.800]  所以用這個解釋
[00:18:31.800 --> 00:18:34.800]  Exasen不是復活
[00:18:34.800 --> 00:18:37.800]  似乎解不通
[00:18:37.800 --> 00:18:41.800]  我們再來看看第三方面
[00:18:41.800 --> 00:18:43.800]  他們不僅復活了
[00:18:43.800 --> 00:18:47.800]  而且還與基督一同作王一千年
[00:18:47.800 --> 00:18:50.800]  所以稱為千幾年國度
[00:18:50.800 --> 00:18:52.800]  究竟是甚麼意思呢?
[00:18:52.800 --> 00:18:55.800]  是因為地上統治世界一千年
[00:18:55.800 --> 00:18:59.800]  就像現在的美國、英國、中國
