
[00:00:00.000 --> 00:00:05.240]  大衛轉的第十五講
[00:02:32.960 --> 00:02:37.120]  就是大衛要施慈愛給他的故人
[00:02:37.120 --> 00:02:40.480]  在撒姆爾夏的第九章第一節
[00:02:40.480 --> 00:02:41.920]  大衛就問
[00:02:41.920 --> 00:02:45.920]  蘇羅的家裡還有沒有剩下的人沒有?
[00:02:46.720 --> 00:02:51.520]  他說我要因約拿丹的緣故向他施恩
[00:02:51.520 --> 00:02:55.120]  大衛問有沒有蘇羅的後人
[00:02:55.120 --> 00:02:57.520]  有人說有!米菲波切
[00:02:57.520 --> 00:03:01.600]  大衛向米菲波切施慈愛
[00:03:01.600 --> 00:03:04.800]  不是因為他同情米菲波切
[00:03:04.800 --> 00:03:08.080]  是因為他和約拿丹的關係
[00:03:08.080 --> 00:03:12.560]  施慈愛這個字在原文的希伯來文
[00:03:12.560 --> 00:03:14.560]  是hext這個字
[00:03:14.560 --> 00:03:18.400]  是有契約的用意在裡面
[00:03:18.400 --> 00:03:21.920]  也就是說大衛希望手約
[00:03:21.920 --> 00:03:23.920]  如果我們記得的話
[00:03:23.920 --> 00:03:29.280]  大衛和約拿丹甚至和蘇羅都有納約
[00:03:29.280 --> 00:03:34.560]  大衛說我做了以色列王之後
[00:03:34.560 --> 00:03:37.280]  我不會消滅你們的後裔
[00:03:37.280 --> 00:03:38.640]  他曾經說過
[00:03:38.640 --> 00:03:41.760]  但是現在大衛在約拿丹身上
[00:03:41.760 --> 00:03:46.240]  所施的恩惠遠遠超過他自己的誓言
[00:03:46.240 --> 00:03:50.720]  大衛已經沒有辦法向約拿丹施慈愛
[00:03:50.720 --> 00:03:54.560]  他唯有向約拿丹的後人米菲波切
[00:03:54.560 --> 00:03:57.440]  延伸他的慈愛
[00:03:57.440 --> 00:04:01.120]  其實我們說撒姆爾夏第四章的時候
[00:04:01.120 --> 00:04:02.560]  我們都已經說過
[00:04:02.560 --> 00:04:06.560]  米菲波切就是約拿丹的後人
[00:04:06.560 --> 00:04:10.800]  當約拿丹被殺戰死沙場的時候
[00:04:10.800 --> 00:04:14.320]  米菲波切只是一個五歲的小哥哥
[00:04:14.320 --> 00:04:17.200]  現在他已經是二十一歲
[00:04:17.200 --> 00:04:19.520]  他還有一個年幼的兒子
[00:04:19.520 --> 00:04:23.280]  記載在撒姆爾夏的九章十二節
[00:04:23.280 --> 00:04:27.200]  這個兒子日後會幫他生有很多的子孫
[00:04:27.200 --> 00:04:32.000]  而這些子孫都是以色列人被擄之前
[00:04:32.000 --> 00:04:35.040]  成為變雅敏茲派的領袖
[00:04:35.040 --> 00:04:40.080]  在歷代至上的第八章和第九章都有告訴我們
[00:04:40.080 --> 00:04:44.880]  在《說經文》裡面另外有一個很重要的人物就是洗巴
[00:04:44.880 --> 00:04:48.720]  洗巴是以前的素羅近身侍衛
[00:04:48.720 --> 00:04:52.720]  現在他成為米菲波切的僕人
[00:04:52.720 --> 00:04:59.120]  《經文》兩次提到米菲波切是一個雙腳殘廢的人
[00:04:59.120 --> 00:05:02.960]  為什麼作者這麼著重這一點呢?
[00:05:02.960 --> 00:05:05.040]  有兩個原因
[00:05:05.040 --> 00:05:08.240]  第一個原因就是一般的情況下
[00:05:08.240 --> 00:05:11.840]  傷殘的人不可以在皇的面前出現
[00:05:11.840 --> 00:05:15.040]  傷殘的人不可以在皇的面前出現
[00:05:15.040 --> 00:05:17.840]  這一點我們遲些會回來看
[00:05:17.840 --> 00:05:19.760]  還有第二個原因
[00:05:19.760 --> 00:05:23.600]  作者要為了後來發生的事來鋪路
[00:05:23.600 --> 00:05:27.280]  原來米菲波切和他的僕人洗巴
[00:05:27.280 --> 00:05:29.280]  將來會有過節
[00:05:29.280 --> 00:05:33.280]  記載在撒姆爾夏的十六章和十九章
[00:05:33.280 --> 00:05:36.080]  我們遲些會講這些的事
[00:05:36.080 --> 00:05:39.920]  洗巴告訴大衛
[00:05:39.920 --> 00:05:43.040]  約拿丹還有一個兒子
[00:05:43.040 --> 00:05:45.840]  他住在約旦河的對岸
[00:05:45.840 --> 00:05:48.240]  就在羅底巴這個地方
[00:05:48.240 --> 00:05:53.440]  羅底巴希伯來文的意思就是沒有草原的地方
[00:05:53.440 --> 00:05:55.280]  是荒廢的地方
[00:05:55.280 --> 00:05:58.480]  透過這個名字我們就能夠明白
[00:05:58.480 --> 00:06:01.680]  米菲波切當時的處境是怎麼樣的
[00:06:02.640 --> 00:06:07.280]  其實蘇羅還有另一個兒子伊斯波切
[00:06:07.280 --> 00:06:09.840]  和大衛對立了一段時間
[00:06:09.840 --> 00:06:12.080]  他就在這個附近的地方
[00:06:12.080 --> 00:06:14.480]  曾經來統治以色列
[00:06:14.480 --> 00:06:18.240]  當在公元前的1010年
[00:06:18.240 --> 00:06:20.640]  約拿丹戰死沙場的時候
[00:06:20.640 --> 00:06:24.160]  有一個叫馬吉的人是一個附庸
[00:06:24.160 --> 00:06:28.000]  他就將米菲波切接回自己的家
[00:06:28.000 --> 00:06:30.480]  來侍奉他
[00:06:30.480 --> 00:06:35.600]  米菲波切現在被大衛召到他面前
[00:06:35.600 --> 00:06:37.520]  不知道他有什麼感想呢
[00:06:37.520 --> 00:06:42.000]  如果他相信他的祖父蘇羅跟他說的話
[00:06:42.000 --> 00:06:43.920]  他可能會很害怕
[00:06:43.920 --> 00:06:46.320]  害怕自己性命不保
[00:06:46.320 --> 00:06:50.080]  但如果他相信他爸爸約拿丹的話
[00:06:50.080 --> 00:06:51.920]  我相信他會很開心
[00:06:51.920 --> 00:06:55.520]  因為約拿丹和大衛是很好的朋友
[00:06:55.520 --> 00:07:01.440]  有人將米菲波切扶到大衛的皇宮
[00:07:01.440 --> 00:07:04.880]  米菲波切就跪在大衛的面前
[00:07:04.880 --> 00:07:08.080]  稱自己為大衛的僕人
[00:07:08.080 --> 00:07:11.920]  大衛可能看到他緊張
[00:07:11.920 --> 00:07:13.840]  叫他不用懼怕
[00:07:13.840 --> 00:07:19.200]  大衛對米菲波切斯恩衛可以分為兩個部分
[00:07:19.200 --> 00:07:22.400]  第一個部分就是將所有蘇羅
[00:07:22.400 --> 00:07:26.880]  屬於蘇羅的財產田地歸給米菲波切
[00:07:26.880 --> 00:07:28.480]  還有第二點
[00:07:28.480 --> 00:07:32.640]  他接了米菲波切到他的皇宮居住
[00:07:32.640 --> 00:07:35.200]  和自己同桌吃飯
[00:07:35.200 --> 00:07:39.840]  蘇羅曾經叫大衛和他同桌吃飯
[00:07:39.840 --> 00:07:43.360]  但差點就要了大衛的性命
[00:07:43.360 --> 00:07:45.920]  在《撒慕爾上》第十九章
[00:07:45.920 --> 00:07:49.680]  現在大衛以善報惡
[00:07:49.680 --> 00:07:53.520]  和米菲波切同桌吃飯
[00:07:53.520 --> 00:07:57.120]  但答應保護米菲波切
[00:07:57.120 --> 00:08:00.960]  其實能夠和皇在同一張桌吃飯
[00:08:00.960 --> 00:08:03.520]  是一個很大的恩典
[00:08:03.520 --> 00:08:08.880]  遠遠超過你能得到所有財富的產業
[00:08:08.880 --> 00:08:13.200]  這就是大衛以善報惡
[00:08:13.200 --> 00:08:18.480]  大衛於是再一次召見蘇羅的僕人洗吧
[00:08:18.480 --> 00:08:19.920]  大衛告訴他
[00:08:19.920 --> 00:08:24.880]  我已經將蘇羅所有財產交給米菲波切
[00:08:24.880 --> 00:08:29.760]  他還任命洗吧成為米菲波切的管家
[00:08:29.760 --> 00:08:32.320]  在現在的術語就是
[00:08:32.320 --> 00:08:35.760]  財地產的房地產的經理人
[00:08:35.760 --> 00:08:41.520]  就是叫洗吧來做米菲波切的房地產經理人
[00:08:41.520 --> 00:08:44.080]  從經文來看我們看到
[00:08:44.080 --> 00:08:49.200]  其實當時洗吧已經佔有所有米菲波切的田地
[00:08:49.200 --> 00:08:52.800]  但現在大衛要他吐出來
[00:08:52.800 --> 00:08:55.360]  要還給米菲波切
[00:08:55.360 --> 00:08:57.920]  以前納稅納給大衛
[00:08:57.920 --> 00:09:01.360]  現在所有的莊稼都要給米菲波切
[00:09:01.360 --> 00:09:04.560]  米菲波切的地位被提高了
[00:09:04.560 --> 00:09:06.320]  我相信這就是原因
[00:09:06.320 --> 00:09:10.960]  日後會造成米菲波切和洗吧的牙齒印
[00:09:10.960 --> 00:09:13.520]  在撒慕爾下的十六章
[00:09:13.520 --> 00:09:16.080]  我們稍後會回來看這件事
[00:09:16.080 --> 00:09:20.640]  大衛說我要你和我同台吃飯
[00:09:20.640 --> 00:09:24.480]  在聖經裏面出現了四次
[00:09:24.480 --> 00:09:29.920]  表明大衛真的把米菲波切當作自己的兒子一樣
[00:09:29.920 --> 00:09:33.120]  這是一個很感人的故事
[00:09:33.120 --> 00:09:34.800]  稍後我們會回來看
[00:09:34.800 --> 00:09:37.600]  其實這裏有一個屬靈的意思在裏面
[00:09:37.600 --> 00:09:39.360]  有一個屬靈的教導
[00:09:39.360 --> 00:09:41.040]  我們稍後會回來看
[00:09:41.040 --> 00:09:44.400]  但我們看到大衛真的是一個合神心意的人
[00:09:44.400 --> 00:09:46.240]  他是一個好牧羊人
[00:09:46.240 --> 00:09:50.000]  尤其是對那些有殘疾的羊
[00:09:50.000 --> 00:09:53.200]  他是特別的關心特別的照顧
[00:09:53.200 --> 00:09:55.920]  講完了第九章
[00:09:55.920 --> 00:09:59.600]  大衛向故人來施慈愛
[00:09:59.600 --> 00:10:04.880]  但第十章是講到他要向他的敵人施慈愛
[00:10:04.880 --> 00:10:08.960]  這個希伯來文又再出現
[00:10:08.960 --> 00:10:13.600]  讓我們看到第九章和第十章真的有連帶的關係
[00:10:13.600 --> 00:10:17.680]  這次他要對阿門人施慈愛
[00:10:17.680 --> 00:10:20.160]  他要和阿門人納約
[00:10:20.160 --> 00:10:21.440]  為什麼?
[00:10:21.440 --> 00:10:23.200]  經文告訴我們
[00:10:23.200 --> 00:10:28.960]  因為阿門人以前的首領那赫曾經厚待大衛
[00:10:28.960 --> 00:10:33.120]  經文沒有告訴我們他怎樣厚待大衛
[00:10:33.120 --> 00:10:38.160]  但相信是大衛逃亡想避開訴羅的時候
[00:10:38.160 --> 00:10:39.760]  他走投無路
[00:10:39.760 --> 00:10:43.520]  於是他去找阿門人的首領那赫
[00:10:43.520 --> 00:10:45.520]  而那赫厚待他
[00:10:45.520 --> 00:10:50.160]  所以現在他說我要厚待那赫的後人
[00:10:50.160 --> 00:10:51.600]  就是哈嫩
[00:10:51.600 --> 00:10:55.440]  肯定阿門人非常憎恨訴羅
[00:10:55.440 --> 00:10:57.200]  大家記不記得
[00:10:57.200 --> 00:11:01.840]  其實訴羅第一場戰爭的勝利
[00:11:01.840 --> 00:11:04.400]  就是建立在阿門人身上
[00:11:04.400 --> 00:11:08.560]  當時阿門人攻擊基烈瓦比
[00:11:08.560 --> 00:11:13.680]  訴羅把阿門人打敗救回基烈瓦比
[00:11:13.680 --> 00:11:18.720]  這也是原因基烈瓦比人冒著生命危險
[00:11:18.720 --> 00:11:23.840]  都要把訴羅和兒子的屍體搶回來厚葬
[00:11:23.840 --> 00:11:28.880]  也讓我們看到那赫可能很憎恨訴羅
[00:11:28.880 --> 00:11:31.280]  因為訴羅打敗他
[00:11:31.280 --> 00:11:35.120]  所以他才會向大衛施恩惠
[00:11:35.120 --> 00:11:40.880]  其實阿門人和摩訶人都是羅德的後人
[00:11:40.880 --> 00:11:45.120]  在創世紀的十九章告訴他們
[00:11:45.120 --> 00:11:50.080]  所以他們也可以說是猶太人遠房的親戚
[00:11:50.080 --> 00:11:55.280]  於是大衛就派了他的代表團
[00:11:55.280 --> 00:11:59.840]  就是外交的高級人員去安慰哈嫩
[00:11:59.840 --> 00:12:01.840]  為什麼要安慰他
[00:12:01.840 --> 00:12:05.600]  因為哈嫩的父親那赫剛剛去世
[00:12:05.600 --> 00:12:09.120]  所以一方面是安慰哈嫩
[00:12:09.120 --> 00:12:13.280]  另一方面也是表示同情
[00:12:13.280 --> 00:12:15.520]  因為那赫去世了
[00:12:15.520 --> 00:12:17.920]  他的父親那赫去世了
[00:12:17.920 --> 00:12:20.880]  哈嫩可能非常不成熟
[00:12:20.880 --> 00:12:22.480]  也是無知
[00:12:22.480 --> 00:12:26.880]  所以他就聽了身旁的謀士說的話
[00:12:26.880 --> 00:12:32.000]  對大衛差派來的使者當他們是間諜一樣
[00:12:32.000 --> 00:12:33.760]  很多年後
[00:12:33.760 --> 00:12:38.000]  所羅門的兒子羅波安也會重蹈覆轍
[00:12:38.000 --> 00:12:40.320]  就是聽了謀士的話
[00:12:40.320 --> 00:12:41.920]  不聽人民的話
[00:12:41.920 --> 00:12:44.800]  以至帶來他國家分裂了
[00:12:44.800 --> 00:12:46.400]  成為南北國
[00:12:46.400 --> 00:12:50.240]  阿門人的謀士和哈嫩說了什麼
[00:12:50.240 --> 00:12:51.680]  說了兩點
[00:12:51.680 --> 00:12:53.200]  第一點他說
[00:12:53.520 --> 00:12:58.000]  你以為大衛真心尊敬你的父親嗎
[00:12:58.000 --> 00:13:00.240]  這是第一點
[00:13:00.240 --> 00:13:02.480]  第二點他說
[00:13:02.480 --> 00:13:04.400]  他差派他的神僕來
[00:13:04.400 --> 00:13:06.960]  是窺探你城裡面的情形
[00:13:06.960 --> 00:13:08.720]  是要傾覆這個城
[00:13:08.720 --> 00:13:10.960]  這個城是哪個城
[00:13:10.960 --> 00:13:14.400]  這個城是拉巴城
[00:13:14.400 --> 00:13:17.360]  拉巴就是阿門人的首都
[00:13:17.360 --> 00:13:21.360]  為什麼那些阿門人那麼忌大衛
[00:13:21.360 --> 00:13:25.600]  因為大衛當時的權力已經日益增強
[00:13:25.600 --> 00:13:27.120]  越來越強大
[00:13:27.120 --> 00:13:32.640]  而且他最近才很嚴厲的對待了摩訶人
[00:13:32.640 --> 00:13:35.760]  記不記得我剛才說摩訶和阿門人
[00:13:35.760 --> 00:13:37.280]  都是羅德的後人
[00:13:37.280 --> 00:13:38.640]  都是同氣連枝
[00:13:38.640 --> 00:13:43.120]  於是哈嫩就相信了他的謀士
[00:13:43.120 --> 00:13:44.800]  抓了那些使者
[00:13:44.800 --> 00:13:46.000]  大衛的使者
[00:13:46.000 --> 00:13:48.240]  將他們的鬍子割了一半
[00:13:48.240 --> 00:13:52.080]  對這些使者是很大的侮辱
[00:13:52.080 --> 00:13:54.880]  也是對以色列國很大的侮辱
[00:13:54.880 --> 00:13:57.680]  以色列人那些人都喜歡
[00:13:57.680 --> 00:13:59.440]  男人都喜歡長鬍子
[00:13:59.440 --> 00:14:03.360]  完美的鬍子代表他有男子的氣概
[00:14:03.360 --> 00:14:05.920]  現在你斬了他一半的鬍子
[00:14:05.920 --> 00:14:08.800]  不是一半的長度
[00:14:08.800 --> 00:14:10.800]  而是剃了他半邊臉
[00:14:10.800 --> 00:14:13.600]  這樣就大件事了
[00:14:13.600 --> 00:14:16.800]  就好像我們廣東人說什麼
[00:14:16.800 --> 00:14:19.360]  老貓燒鬍子
[00:14:19.360 --> 00:14:22.080]  或者是被人剃了眼眉
[00:14:22.080 --> 00:14:26.400]  簡直就是一些侮辱
[00:14:26.400 --> 00:14:28.640]  還不止
[00:14:28.640 --> 00:14:30.720]  剃了他們一半鬍子之後
[00:14:30.720 --> 00:14:32.800]  還要割了他們一半的衣服
[00:14:32.800 --> 00:14:36.320]  在撒姆爾夏的十章四節
[00:14:36.320 --> 00:14:38.560]  說是下半節的衣服
[00:14:38.560 --> 00:14:40.880]  露出他們的下體
[00:14:40.880 --> 00:14:43.200]  經文沒有說得很清楚
[00:14:43.200 --> 00:14:45.040]  怎樣來割他們的衣服
[00:14:45.040 --> 00:14:47.840]  但露出下體就很清楚了
[00:14:47.840 --> 00:14:51.760]  其實這是對待戰俘的方式
[00:14:51.760 --> 00:14:55.200]  有打仗以來的俘虜
[00:14:55.200 --> 00:14:57.200]  你就會這樣對待他們
[00:14:57.200 --> 00:15:02.080]  另外猶太人如果被割了衣襟
[00:15:02.080 --> 00:15:04.880]  對他們來說是很大的侮辱
[00:15:04.880 --> 00:15:08.560]  記不記得大衛察割了索羅的衣襟
[00:15:08.560 --> 00:15:10.560]  後來他很後悔
[00:15:10.560 --> 00:15:13.680]  其實這個對以色列人來說
[00:15:13.680 --> 00:15:16.240]  也是一個奇恥大辱
[00:15:16.240 --> 00:15:21.840]  於是哈嫩將這些使者送回大衛
[00:15:21.840 --> 00:15:24.880]  意圖侮辱大衛
[00:15:24.880 --> 00:15:27.760]  大衛知道了這件事之後
[00:15:27.760 --> 00:15:29.360]  就跟他們說
[00:15:29.360 --> 00:15:31.280]  你們留在耶利哥城
[00:15:31.280 --> 00:15:32.640]  你們不要回來了
[00:15:32.640 --> 00:15:34.640]  等你們長一點鬍子
[00:15:34.640 --> 00:15:35.920]  你不要回來的時候
[00:15:35.920 --> 00:15:37.920]  沒有鬍子給人笑
[00:15:37.920 --> 00:15:42.960]  耶利哥城其實已經被約書亞毀滅了
[00:15:42.960 --> 00:15:44.960]  記不記得在約書亞記裡面
[00:15:44.960 --> 00:15:46.960]  神也許下諾言
[00:15:46.960 --> 00:15:51.600]  任何人重建耶利哥城都會得到詛咒
[00:15:51.600 --> 00:15:54.800]  在《述事詩記》的一章和三章
[00:15:54.800 --> 00:15:57.920]  都叫耶利哥城做「忠樹城」
[00:15:57.920 --> 00:16:01.920]  相信在耶利哥城裡面有很多忠樹
[00:16:01.920 --> 00:16:05.120]  其實我說
[00:16:05.120 --> 00:16:08.000]  阿門人侮辱了使者
[00:16:08.000 --> 00:16:10.000]  將他們送回大衛
[00:16:10.000 --> 00:16:14.000]  其實是向大衛向以色列人宣戰
[00:16:14.000 --> 00:16:16.720]  但他們也沒有準備好
[00:16:16.720 --> 00:16:19.200]  和以色列人來真戰
[00:16:19.200 --> 00:16:22.000]  他們也不能面對約納
[00:16:22.000 --> 00:16:24.880]  這麼有經驗的將軍
[00:16:24.880 --> 00:16:28.000]  我們怎麼看到他們沒有做好準備
[00:16:28.000 --> 00:16:31.760]  因為他們寧願用重價
[00:16:31.760 --> 00:16:34.320]  1000他連德的銀子
[00:16:34.320 --> 00:16:37.520]  僱請軍隊來幫助他們
[00:16:37.520 --> 00:16:40.240]  在撒姆爾夏的十章六節
[00:16:40.240 --> 00:16:41.200]  怎麼說
[00:16:41.200 --> 00:16:45.840]  招募伯利俠的阿蘭人和索巴的阿蘭人
[00:16:45.840 --> 00:16:50.320]  步兵二萬和瑪迦王的一千人
[00:16:50.320 --> 00:16:53.920]  陀柏的一萬二千軍隊
[00:16:53.920 --> 00:16:56.080]  瑪迦在哪裡呢?
[00:16:56.080 --> 00:16:59.760]  瑪迦在黑門山南邊的一個小國
[00:16:59.760 --> 00:17:01.760]  是屬於阿蘭國的
[00:17:01.760 --> 00:17:04.880]  陀柏在東北面
[00:17:04.880 --> 00:17:08.480]  在敘利亞和阿門國之間
[00:17:08.480 --> 00:17:11.680]  所以這些都是敘利亞和阿蘭人
[00:17:11.680 --> 00:17:14.080]  一共有多少個士兵呢?
[00:17:14.080 --> 00:17:18.720]  三萬三千個士兵和以色列人對敵
[00:17:18.720 --> 00:17:21.120]  所以情勢很清楚
[00:17:21.120 --> 00:17:24.480]  有敘利亞和阿蘭人在北邊
[00:17:24.480 --> 00:17:26.800]  阿門人在南邊
[00:17:26.800 --> 00:17:30.960]  準備南北夾攻擊敗以色列人
[00:17:30.960 --> 00:17:38.320]  在聖經裡在撒姆爾夏的第八章和十章和十二章
[00:17:38.320 --> 00:17:41.840]  兩次講到和阿門人來到真戰
[00:17:41.840 --> 00:17:44.480]  很多學者都爭論不休
[00:17:44.480 --> 00:17:46.320]  他們說這一場的真戰
[00:17:46.320 --> 00:17:49.040]  現在大衛和阿門人的真戰
[00:17:49.040 --> 00:17:51.680]  究竟是在講撒姆爾夏第八章
[00:17:51.680 --> 00:17:54.160]  還是撒姆爾夏的十至十二章
[00:17:54.160 --> 00:17:55.680]  他們都爭論不休
[00:17:55.680 --> 00:18:00.640]  但是作者對於以色列人和阿門人真戰
[00:18:00.640 --> 00:18:02.640]  是非常看重的
[00:18:02.640 --> 00:18:04.640]  為什麼這麼看重?
[00:18:04.640 --> 00:18:06.080]  有兩個原因
[00:18:06.080 --> 00:18:08.480]  因為在大衛的統治之下
[00:18:08.480 --> 00:18:11.280]  和阿門人的真戰是非常激烈
[00:18:11.280 --> 00:18:12.800]  這是第一個原因
[00:18:12.800 --> 00:18:14.800]  第二個原因是什麼?
[00:18:14.800 --> 00:18:19.200]  記不記得大衛遲些會和拔士巴來凡間任
[00:18:19.200 --> 00:18:22.320]  約翰就去真戰
[00:18:22.320 --> 00:18:26.240]  大衛就躲在宮殿和拔士巴凡間任
[00:18:26.240 --> 00:18:28.240]  約翰和誰真戰?
[00:18:28.240 --> 00:18:30.240]  就是和阿門人
[00:18:30.240 --> 00:18:34.160]  所以作者對這件事看得這麼重
[00:18:34.160 --> 00:18:37.200]  在撒姆爾夏的十章七節
[00:18:37.200 --> 00:18:39.920]  經文說大衛聽見了
[00:18:39.920 --> 00:18:45.120]  就差派約翰、統戴、勇猛的全軍出去
[00:18:45.120 --> 00:18:47.840]  這節的經文可以有兩個解釋
[00:18:47.840 --> 00:18:52.160]  就是大衛所有的軍隊都是勇猛的
[00:18:52.160 --> 00:18:53.520]  都是精銳的
[00:18:53.520 --> 00:18:55.280]  但另外一個解釋呢
[00:18:55.280 --> 00:18:59.600]  就是約翰只是帶了勇猛精銳的士兵
[00:18:59.600 --> 00:19:01.920]  來和阿門人真戰
[00:19:01.920 --> 00:19:05.440]  約翰去到米底巴這個地方
[00:19:05.440 --> 00:19:09.520]  見到阿門人在城門口擺陣
[00:19:09.520 --> 00:19:11.120]  很奇怪
[00:19:11.120 --> 00:19:12.880]  等下我們就知道為什麼
[00:19:12.880 --> 00:19:15.120]  這個米底巴在哪裡?
[00:19:15.120 --> 00:19:20.480]  是阿門人的首都拉巴西南面
[00:19:20.480 --> 00:19:22.160]  大概二十里的地方
[00:19:22.160 --> 00:19:24.880]  當以色列人進入迦南地
[00:19:24.880 --> 00:19:28.400]  他們佔據了米底巴這個地方
[00:19:28.400 --> 00:19:32.240]  然後把這個地方給了留便的支派
[00:19:32.240 --> 00:19:34.640]  所以一直都是屬於以色列人
[00:19:34.640 --> 00:19:38.720]  當那些阿門人侮辱了大衛的使者之後
[00:19:38.720 --> 00:19:40.880]  他們立刻入侵以色列
[00:19:40.880 --> 00:19:43.280]  就是佔據了米底巴這個地方
[00:19:43.280 --> 00:19:45.840]  阿門人在城門口擺陣
[00:19:45.840 --> 00:19:46.880]  為什麼?
[00:19:46.880 --> 00:19:50.080]  是引誘敵人來攻擊他們
[00:19:50.080 --> 00:19:55.920]  其實他們阿蘭人、陀伯人和馬加人的軍隊
[00:19:55.920 --> 00:19:57.920]  躲在曠野裡
[00:19:57.920 --> 00:20:00.720]  當約翰的軍隊來到
[00:20:00.720 --> 00:20:02.640]  前面對著阿門人
[00:20:02.640 --> 00:20:06.720]  後面就是敘利亞人和阿蘭人
[00:20:06.720 --> 00:20:10.640]  他們希望約翰會腹背受敵
[00:20:10.640 --> 00:20:14.080]  攻擊他出其不意 攻其無避
[00:20:14.080 --> 00:20:17.360]  結果約翰來到真的踏入了陷阱
[00:20:17.360 --> 00:20:20.400]  前後受到攻擊
[00:20:20.400 --> 00:20:22.000]  但是約翰很聰明
[00:20:22.000 --> 00:20:24.000]  他立刻跟他的弟弟說
[00:20:24.000 --> 00:20:27.200]  你攻打阿門人
[00:20:27.200 --> 00:20:31.760]  我就攻打比較強的阿蘭人和敘利亞人
[00:20:31.760 --> 00:20:34.640]  如果你不夠打我就來幫你
[00:20:34.640 --> 00:20:37.360]  如果我不夠打你就來幫我
[00:20:37.360 --> 00:20:40.560]  這個就是約翰的戰略
[00:20:40.560 --> 00:20:43.520]  在撒姆爾夏的十章十二節
[00:20:43.520 --> 00:20:45.040]  約翰怎麼說
[00:20:45.040 --> 00:20:52.080]  我們當剛強為本國的民和神的誠邑作大將夫
[00:20:52.080 --> 00:20:55.600]  約翰說我不是打這場仗是為了我們自己
[00:20:55.600 --> 00:20:58.960]  我們打這場仗是為了國家是為了神
[00:20:58.960 --> 00:21:04.720]  這句話的鼓勵和約書亞記的一章九節
[00:21:04.720 --> 00:21:07.280]  神曾經鼓勵約書亞
[00:21:07.280 --> 00:21:11.520]  你當剛強壯膽不要懼怕也不要驚慌
[00:21:11.520 --> 00:21:12.560]  很相似
