
[00:00:00.000 --> 00:00:08.560]  各位早晨!很高興又來到大家當中分享神的話
[00:02:11.840 --> 00:02:13.280]  就是第三段
[00:02:13.280 --> 00:02:16.880]  「思路對主說:求主加增我們的信心
[00:02:16.880 --> 00:02:19.920]  主說你們若有信心像一粒芥菜種
[00:02:19.920 --> 00:02:23.680]  就是對這果桑樹說:你要拔起根來
[00:02:23.680 --> 00:02:27.920]  栽在海裡,他也必聽從你們。」
[00:02:27.920 --> 00:02:31.200]  第四段七至十節是一個比喻
[00:02:31.200 --> 00:02:34.560]  「你們誰有僕人耕地或是放羊
[00:02:34.560 --> 00:02:38.800]  從田裡回來就對他說:你回來坐下吃飯呢?
[00:02:38.800 --> 00:02:41.760]  豈不對他說:你給我預備晚飯
[00:02:41.760 --> 00:02:45.200]  速上帶子、豉油鵝,等我吃喝完了
[00:02:45.200 --> 00:02:46.960]  你才可以吃喝嗎?
[00:02:46.960 --> 00:02:50.560]  僕人照所吩咐的去做主人還謝謝他嗎?
[00:02:50.560 --> 00:02:53.440]  這樣你們做完了一切所吩咐的
[00:02:53.440 --> 00:02:56.560]  只當說:我們是無用的僕人
[00:02:56.560 --> 00:03:00.400]  所做的本是我們應份做的。」
[00:03:00.400 --> 00:03:03.120]  接著就是十一到十九節
[00:03:03.120 --> 00:03:06.880]  大家可能很熟悉的故事
[00:03:06.880 --> 00:03:07.680]  第十一節
[00:03:07.680 --> 00:03:09.360]  「耶穌往耶路撒冷去
[00:03:09.360 --> 00:03:11.440]  經過撒瑪利亞和加利利
[00:03:11.440 --> 00:03:12.720]  進入一個村子
[00:03:12.720 --> 00:03:15.600]  有十個長大麻蜂的迎面而來
[00:03:15.600 --> 00:03:16.960]  與願的站著
[00:03:16.960 --> 00:03:20.880]  高聲說:耶穌夫子可憐我們吧
[00:03:20.880 --> 00:03:22.560]  耶穌看見就對他們說:
[00:03:22.560 --> 00:03:25.120]  你們去把身體給濟斯剎看
[00:03:25.120 --> 00:03:28.000]  他們去的時候就潔淨了
[00:03:28.000 --> 00:03:29.920]  那中有一個見自己已經好了
[00:03:29.920 --> 00:03:32.400]  就回來大聲歸榮耀於神
[00:03:32.400 --> 00:03:35.360]  又俯伏在耶穌腳前感謝他
[00:03:35.360 --> 00:03:37.520]  這人是撒瑪利亞人
[00:03:37.520 --> 00:03:41.360]  耶穌說:潔淨了的不是十個人嗎?
[00:03:41.360 --> 00:03:43.120]  那九個在哪裡呢?
[00:03:43.120 --> 00:03:46.000]  除了這外族人再沒有別人回來
[00:03:46.000 --> 00:03:48.880]  歸榮耀於神嗎?
[00:03:48.880 --> 00:03:51.280]  就對那人說:起來走吧
[00:03:51.280 --> 00:03:55.440]  這些信就了你了。」
[00:03:55.440 --> 00:03:57.040]  是不是好像很亂?
[00:03:57.040 --> 00:03:58.240]  說了很多東西
[00:03:58.240 --> 00:04:02.720]  我想首先和大家看看那個分段
[00:04:02.720 --> 00:04:04.080]  頭頭那兩段
[00:04:04.080 --> 00:04:06.880]  即是一至到四節
[00:04:06.880 --> 00:04:10.640]  是關於對人的
[00:04:10.640 --> 00:04:15.280]  然後五至十節是對事的
[00:04:15.280 --> 00:04:17.200]  最後十一至十九
[00:04:17.200 --> 00:04:20.800]  就是我們對自己或者同神的關係
[00:04:20.800 --> 00:04:24.880]  所以其實它是很工整的
[00:04:24.880 --> 00:04:27.840]  首先對人和對事這兩樣東西
[00:04:27.840 --> 00:04:29.440]  它每一段都是分開兩段
[00:04:29.440 --> 00:04:33.680]  每一段都有一個很誇張的比喻
[00:04:33.680 --> 00:04:38.240]  也有一個很現實的生活的例子
[00:04:38.240 --> 00:04:40.240]  來帶出它要說什麼
[00:04:40.240 --> 00:04:41.840]  我們先看第一段
[00:04:41.840 --> 00:04:43.680]  第二節
[00:04:43.680 --> 00:04:49.440]  耶穌說:叛徒的事免不了
[00:04:49.440 --> 00:04:50.720]  但叛徒的人有禍
[00:04:50.720 --> 00:04:52.160]  這件事很嚴重的
[00:04:52.160 --> 00:04:56.480]  叛徒人的意思可能是阻礙別人來到神那裡
[00:04:56.480 --> 00:05:00.640]  或者令到別人犯罪、跌倒
[00:05:00.640 --> 00:05:02.240]  這個很闊的
[00:05:02.240 --> 00:05:04.960]  就是將磨石散在這個人頸上
[00:05:04.960 --> 00:05:06.320]  這個很誇張
[00:05:06.320 --> 00:05:07.520]  丟在海裡
[00:05:07.520 --> 00:05:11.440]  都比他將一個小子跌倒好
[00:05:11.440 --> 00:05:14.800]  我首先想解釋這個
[00:05:14.800 --> 00:05:17.520]  將一個石頭綁在頸上
[00:05:17.520 --> 00:05:18.480]  扔他下海
[00:05:18.480 --> 00:05:20.800]  這個不是要審判一個
[00:05:20.800 --> 00:05:23.280]  或者刑罰一個叛徒的人
[00:05:23.280 --> 00:05:25.200]  它都不是說刑罰的
[00:05:25.200 --> 00:05:27.040]  如果你留意看它說的
[00:05:27.040 --> 00:05:28.640]  它說你這樣做
[00:05:28.640 --> 00:05:32.320]  阻止他來叛徒的人
[00:05:32.320 --> 00:05:34.880]  都比他去叛徒的人好
[00:05:34.880 --> 00:05:37.120]  不要說要這樣罰他
[00:05:37.120 --> 00:05:40.800]  這個它很誇張的說法
[00:05:40.800 --> 00:05:43.200]  就是說叛徒的人真是很不好的
[00:05:43.200 --> 00:05:45.440]  一定要盡量阻止
[00:05:45.440 --> 00:05:51.680]  不過如果你留意它第一句說什麼呢?
[00:05:51.680 --> 00:05:53.040]  第一句才是重要的
[00:05:53.040 --> 00:05:55.440]  就是叛徒的人其實是避免不了的
[00:05:55.440 --> 00:05:58.960]  我不知道你明不明白耶穌想說什麼
[00:05:58.960 --> 00:06:01.760]  好像很奇怪的
[00:06:01.760 --> 00:06:04.720]  就是說叛徒的人是很嚴重的
[00:06:04.720 --> 00:06:10.560]  一定要很嚴重的去避免
[00:06:10.560 --> 00:06:13.280]  但是又避免不了的
[00:06:13.280 --> 00:06:15.520]  它說完這一段
[00:06:15.520 --> 00:06:18.720]  它的教訓是什麼呢?
[00:06:18.720 --> 00:06:21.680]  我想最好的看法就是說
[00:06:21.680 --> 00:06:23.200]  原來我們很多時候
[00:06:23.200 --> 00:06:26.560]  我們避免不了叛徒的人
[00:06:26.560 --> 00:06:30.000]  你叛徒的人 人家叛徒你
[00:06:30.000 --> 00:06:34.400]  所以我們需要恩典 需要神秘
[00:06:34.400 --> 00:06:37.680]  原來是這麼大的事情
[00:06:37.680 --> 00:06:41.520]  都不是這麼容易避免的
[00:06:41.520 --> 00:06:47.120]  這個是說我們很多時候不經意
[00:06:47.120 --> 00:06:50.080]  都會做一些事情 令到人家怎麼樣
[00:06:50.080 --> 00:06:53.040]  不是這麼容易去避免的
[00:06:53.040 --> 00:06:54.320]  當然我們盡量避免
[00:06:54.320 --> 00:06:57.120]  這裡不是教訓你要怎麼樣
[00:06:57.120 --> 00:06:59.920]  其實它下面第三節說你們要謹慎
[00:06:59.920 --> 00:07:01.600]  這個謹慎也不是叫你要謹慎一點
[00:07:01.600 --> 00:07:02.720]  讓你不要叛徒的人
[00:07:02.720 --> 00:07:03.680]  當然這個是可以的
[00:07:03.680 --> 00:07:05.360]  但這裡不是這麼說的
[00:07:05.360 --> 00:07:07.760]  因為那裡是屬於下面的
[00:07:07.760 --> 00:07:10.720]  其實謹慎在原本的意思都是說
[00:07:10.720 --> 00:07:13.360]  你看清楚、看得準
[00:07:13.360 --> 00:07:14.640]  看得準什麼呢?
[00:07:14.640 --> 00:07:18.240]  就是很多時候我們都害到別人跌倒
[00:07:18.240 --> 00:07:21.680]  就是我們需要神秘
[00:07:21.680 --> 00:07:24.240]  然後下面那個就是別人對你
[00:07:24.240 --> 00:07:25.920]  其實它這裡是對的
[00:07:25.920 --> 00:07:30.640]  第二節第一段是說你可能會容易
[00:07:30.640 --> 00:07:32.320]  會讓別人跌倒
[00:07:32.320 --> 00:07:34.560]  第三、第四節就是別人如果得罪你
[00:07:34.560 --> 00:07:35.280]  或者掉回頭
[00:07:35.280 --> 00:07:38.080]  別人對你不好 你要怎麼做呢?
[00:07:38.080 --> 00:07:41.520]  饒恕他
[00:07:41.520 --> 00:07:43.200]  也是避免不了的
[00:07:43.200 --> 00:07:46.160]  這裡是說那些人得罪你
[00:07:46.160 --> 00:07:47.200]  你就勸戒他
[00:07:47.200 --> 00:07:48.480]  勸戒的意思就是說
[00:07:48.480 --> 00:07:49.440]  你不想他壞
[00:07:49.440 --> 00:07:50.400]  你不想報仇
[00:07:50.400 --> 00:07:51.360]  你想他好
[00:07:51.360 --> 00:07:53.200]  你想他改
[00:07:53.200 --> 00:07:55.120]  那沒問題
[00:07:55.120 --> 00:07:56.400]  但問題就是
[00:07:56.400 --> 00:07:59.520]  他一天七次都是這樣
[00:07:59.520 --> 00:08:01.280]  他都不是真心的
[00:08:01.280 --> 00:08:02.560]  那你怎麼辦呢?
[00:08:02.560 --> 00:08:04.560]  你改不了他的
[00:08:04.560 --> 00:08:06.080]  你想他改
[00:08:06.080 --> 00:08:08.400]  你唯有就是饒恕他
[00:08:08.400 --> 00:08:11.760]  明明那個意思都是恩典
[00:08:11.760 --> 00:08:13.520]  其實它在說對人
[00:08:13.520 --> 00:08:16.560]  第二段是說對人
[00:08:16.560 --> 00:08:20.720]  無論是你傷害人或者別人傷害你
[00:08:20.720 --> 00:08:24.240]  這些事原來真的是搞不定的
[00:08:24.240 --> 00:08:26.240]  我們人搞不定
[00:08:26.240 --> 00:08:28.880]  需要神憐憫
[00:08:28.880 --> 00:08:33.520]  原來我們這些是很需要恩典的
[00:08:33.520 --> 00:08:34.720]  我們不要以為說
[00:08:34.720 --> 00:08:37.680]  我現在就信了耶穌了
[00:08:37.680 --> 00:08:39.120]  很好了
[00:08:39.120 --> 00:08:41.840]  你看我們教會都是這樣的
[00:08:41.840 --> 00:08:43.200]  我不知道大家教會怎麼樣
[00:08:43.200 --> 00:08:44.960]  但我相信所有教會
[00:08:44.960 --> 00:08:48.000]  在有人的地方都是有這些問題
[00:08:48.000 --> 00:08:49.840]  我們需要恩典的
[00:08:49.840 --> 00:08:53.840]  需要彼此憐憫、饒恕
[00:08:53.840 --> 00:08:56.400]  饒恕的意思是什麼呢?
[00:08:56.400 --> 00:08:58.000]  就是不追究
[00:08:58.000 --> 00:08:59.120]  算了
[00:08:59.120 --> 00:09:02.160]  或者我們自己也是這樣
[00:09:02.160 --> 00:09:04.480]  我們都是夢神的恩典
[00:09:04.480 --> 00:09:10.240]  那就不要這麼介懷在心裏
[00:09:10.240 --> 00:09:12.240]  多些恩典給人
[00:09:12.240 --> 00:09:14.560]  這個就是他要說對人
[00:09:14.560 --> 00:09:16.560]  就是這樣
[00:09:16.560 --> 00:09:21.200]  你知道有很多時候我們真的是
[00:09:21.200 --> 00:09:22.880]  我不知道大家有沒有這樣的體會
[00:09:22.880 --> 00:09:27.040]  無論在家庭、在工作、職場
[00:09:27.040 --> 00:09:29.760]  或者在教會、事務都一樣
[00:09:29.760 --> 00:09:31.600]  最大的問題是什麼呢?
[00:09:31.600 --> 00:09:33.120]  是人的問題
[00:09:33.120 --> 00:09:34.960]  我相信大家都同意
[00:09:34.960 --> 00:09:37.600]  事不是這麼難搞的
[00:09:37.600 --> 00:09:40.960]  事做得不好可以慢慢改變
[00:09:40.960 --> 00:09:43.120]  人的問題才是最大的問題
[00:09:43.120 --> 00:09:45.840]  使得我們最辛苦
[00:09:45.840 --> 00:09:47.200]  甚至是失敗
[00:09:47.200 --> 00:09:49.120]  都是人的問題
[00:09:49.120 --> 00:09:50.880]  特別是人際的問題
[00:09:50.880 --> 00:09:52.640]  是避免不了的
[00:09:52.640 --> 00:09:54.640]  如果我們每個人都很吉心計較
[00:09:54.640 --> 00:09:59.680]  每個人都在要求對方很高
[00:09:59.680 --> 00:10:04.480]  不去追究
[00:10:04.480 --> 00:10:07.680]  其實就很難搞的
[00:10:07.680 --> 00:10:10.320]  路加就很體會到
[00:10:10.320 --> 00:10:12.560]  人與人之間的這些東西
[00:10:12.560 --> 00:10:13.920]  其實真的是
[00:10:13.920 --> 00:10:17.120]  最終的出路都是給多些恩典
[00:10:17.120 --> 00:10:19.120]  當然都是說神的恩典
[00:10:19.120 --> 00:10:21.360]  神對我們就是這樣
[00:10:21.360 --> 00:10:24.240]  我們每個人其實都得罪了神
[00:10:24.240 --> 00:10:25.520]  不多不少
[00:10:25.520 --> 00:10:28.400]  我們都避免不了的
[00:10:28.400 --> 00:10:30.960]  不是說我們可以放棄
[00:10:30.960 --> 00:10:34.000]  而是說我們真的需要恩典
[00:10:34.000 --> 00:10:36.320]  這裡都不是說叫你隻眼看隻眼閉
[00:10:36.320 --> 00:10:37.360]  不要理、不要處理
[00:10:37.360 --> 00:10:38.560]  就不是這樣的意思
[00:10:38.560 --> 00:10:41.040]  因為他都說要勸戒他
[00:10:41.040 --> 00:10:46.640]  不過最終我們都不要追究這麼多
[00:10:46.640 --> 00:10:50.400]  我們很多時候
[00:10:50.400 --> 00:10:54.160]  發覺自己雖然說我們蒙恩
[00:10:54.160 --> 00:10:55.600]  我們很明白的
[00:10:55.600 --> 00:10:57.680]  但是其實我們都要不斷學的
[00:10:57.680 --> 00:11:01.520]  這個功課
[00:11:01.520 --> 00:11:02.720]  我們要記得
[00:11:02.720 --> 00:11:04.800]  這個我們講到最後我們就知道了
[00:11:04.800 --> 00:11:08.320]  就是我們都是蒙恩的
[00:11:08.320 --> 00:11:10.320]  神對我們就是這樣的
[00:11:10.320 --> 00:11:13.680]  所以我們對人都是要這樣
[00:11:13.680 --> 00:11:17.840]  這個是說我們
[00:11:17.840 --> 00:11:19.600]  恩典是什麼意思呢?
[00:11:19.600 --> 00:11:21.040]  其實恩典這個字
[00:11:21.040 --> 00:11:25.680]  原本在原文裡面就是解作禮文的意思
[00:11:25.680 --> 00:11:27.520]  伯伯給的
[00:11:27.520 --> 00:11:30.720]  就是不要計較這麼多
[00:11:30.720 --> 00:11:32.240]  算數吧
[00:11:32.240 --> 00:11:34.080]  其實聖經喜歡用
[00:11:34.080 --> 00:11:36.000]  特別是謝罪
[00:11:36.000 --> 00:11:36.800]  饒恕
[00:11:36.800 --> 00:11:40.080]  是用免債的圖畫
[00:11:40.080 --> 00:11:41.680]  主東文都是這麼說的
[00:11:41.680 --> 00:11:43.920]  求主免我們的債
[00:11:43.920 --> 00:11:45.600]  原來我們免人的債
[00:11:45.600 --> 00:11:47.200]  就是謝罪是用免債
[00:11:47.200 --> 00:11:48.560]  我們可能用一些名字
[00:11:48.560 --> 00:11:49.920]  就是別人欠你的錢
[00:11:49.920 --> 00:11:50.800]  別人得罪你
[00:11:50.800 --> 00:11:52.800]  就好像對你有些虧欠
[00:11:52.800 --> 00:11:53.840]  欠了你
[00:11:53.840 --> 00:11:55.600]  現在免債的意思是什麼呢?
[00:11:55.600 --> 00:11:56.400]  就是不用還
[00:11:56.400 --> 00:11:58.240]  就是這樣
[00:11:58.240 --> 00:11:59.760]  不用追究
[00:11:59.760 --> 00:12:00.640]  神都是這樣的
[00:12:00.640 --> 00:12:01.760]  其實如果祂要追究
[00:12:01.760 --> 00:12:03.120]  我們每個人都不行的
[00:12:03.120 --> 00:12:04.720]  沒得還的
[00:12:04.720 --> 00:12:05.760]  有些東西沒得還的
[00:12:05.760 --> 00:12:07.760]  當然我們想去改
[00:12:07.760 --> 00:12:09.120]  但是我們要學這個功課
[00:12:09.120 --> 00:12:10.480]  就是一個禮物
[00:12:10.480 --> 00:12:12.480]  送了給你算了
[00:12:12.480 --> 00:12:14.880]  這個希望不是縱容它
[00:12:14.880 --> 00:12:18.400]  但是就是有這樣的心態
[00:12:18.400 --> 00:12:20.960]  這個恩典就是這個意思
[00:12:20.960 --> 00:12:24.000]  其實這裡說到
[00:12:24.000 --> 00:12:26.000]  一天七次得罪你
[00:12:26.000 --> 00:12:27.680]  是沒有設上限的
[00:12:27.680 --> 00:12:31.520]  有一個經文是七十個七次
[00:12:31.520 --> 00:12:33.680]  就是給
[00:12:33.680 --> 00:12:37.200]  不去追究這麼多
[00:12:37.200 --> 00:12:39.840]  當然我們真的要小心說
[00:12:39.840 --> 00:12:41.280]  現在是說恩典
[00:12:41.280 --> 00:12:43.280]  不是表示你縱容
[00:12:43.280 --> 00:12:44.640]  就是不同的
[00:12:44.640 --> 00:12:47.920]  不過我們有這個恩典的心
[00:12:47.920 --> 00:12:49.360]  接著第五節
[00:12:49.360 --> 00:12:50.240]  第三段
[00:12:50.240 --> 00:12:51.760]  其實這個跟上面有關的
[00:12:51.760 --> 00:12:52.800]  那些門徒
[00:12:52.800 --> 00:12:54.080]  那些使徒就說
[00:12:54.080 --> 00:12:56.080]  我們做不到的
[00:12:56.080 --> 00:12:58.720]  你說不瞞人
[00:12:58.720 --> 00:13:00.320]  或者說要饒恕人
[00:13:00.320 --> 00:13:01.760]  其實是做不到的
[00:13:01.760 --> 00:13:05.120]  所以他就說求主加增我的信心
[00:13:05.120 --> 00:13:06.560]  這個說的是事的
[00:13:06.560 --> 00:13:08.560]  就是我們做一件事
[00:13:08.560 --> 00:13:10.560]  包括這個所謂要饒恕人
[00:13:10.560 --> 00:13:12.560]  其實我們做不到的
[00:13:12.560 --> 00:13:16.560]  又要求主加增我們的信心
[00:13:16.560 --> 00:13:20.560]  耶穌怎麼回答他呢?
[00:13:20.560 --> 00:13:21.760]  他說你們如果有信心
[00:13:21.760 --> 00:13:23.760]  就像界作祖那麼小
[00:13:23.760 --> 00:13:25.280]  界作祖是代表小的
[00:13:25.280 --> 00:13:29.600]  當時他們覺得最小的種子
[00:13:29.600 --> 00:13:31.200]  就算你
[00:13:31.200 --> 00:13:33.200]  這個很誇張的
[00:13:33.200 --> 00:13:35.200]  你對那棵桑樹說
[00:13:35.200 --> 00:13:38.080]  要拔起根來栽在海裡
[00:13:38.080 --> 00:13:40.080]  他們都會聽
[00:13:40.080 --> 00:13:42.560]  我想先說這個故事
[00:13:42.560 --> 00:13:46.080]  這個故事是當時的桑樹
[00:13:46.080 --> 00:13:48.480]  那些樹根都出了名
[00:13:48.480 --> 00:13:50.480]  是最深入的
[00:13:50.480 --> 00:13:52.480]  你根本拔不出來
[00:13:52.480 --> 00:13:53.440]  你斬了它
[00:13:53.440 --> 00:13:54.640]  根還在的
[00:13:54.640 --> 00:13:56.640]  就是拔不出來
[00:13:56.640 --> 00:13:58.640]  就算你拔得出來
[00:13:58.640 --> 00:14:00.640]  他很誇張的說一個不可能的事
[00:14:00.640 --> 00:14:02.640]  拔得出來
[00:14:02.640 --> 00:14:04.240]  你怎麼可以栽在海裡呢?
[00:14:04.240 --> 00:14:06.240]  根本都不行的
[00:14:06.240 --> 00:14:08.240]  在地上都不可以
[00:14:08.240 --> 00:14:10.240]  所以他是在說一個不可能的事
[00:14:10.240 --> 00:14:12.240]  都可以行的
[00:14:12.240 --> 00:14:14.240]  這裡他強調
[00:14:14.240 --> 00:14:16.240]  就不是
[00:14:16.240 --> 00:14:20.240]  這些經文我們要小心去解釋
[00:14:20.240 --> 00:14:24.240]  不是強調你祈禱有信心就一定行
[00:14:24.240 --> 00:14:26.240]  不是強調一定
[00:14:26.240 --> 00:14:28.240]  因為都要看你祈求的東西
[00:14:28.240 --> 00:14:30.240]  是不是神所喜歡的
[00:14:30.240 --> 00:14:32.240]  他這裡強調什麼呢?
[00:14:32.240 --> 00:14:34.240]  就是你一定要靠他才行
[00:14:34.240 --> 00:14:38.240]  信心的意思是這樣的
[00:14:38.240 --> 00:14:40.240]  就是你自己做不到
[00:14:40.240 --> 00:14:42.240]  這個不是說那種自信心
[00:14:42.240 --> 00:14:44.240]  他不是說
[00:14:44.240 --> 00:14:46.240]  因為你知道很多人
[00:14:46.240 --> 00:14:48.240]  就是很希望我們多點信心
[00:14:48.240 --> 00:14:50.240]  我們祈禱
[00:14:50.240 --> 00:14:52.240]  很有信心
[00:14:52.240 --> 00:14:54.240]  這次神一定聽的
[00:14:54.240 --> 00:14:56.240]  其實這種是自信心
[00:14:56.240 --> 00:14:58.240]  我們不需要這一些的
[00:14:58.240 --> 00:15:00.240]  所以說他信心不用大
[00:15:00.240 --> 00:15:02.240]  這些東西很大的信心都沒有用的
[00:15:02.240 --> 00:15:04.240]  重要是信靠的對象是對的
[00:15:04.240 --> 00:15:06.240]  信心不是說對象
[00:15:06.240 --> 00:15:08.240]  你多大的信心都沒有用
[00:15:08.240 --> 00:15:10.240]  現在他是說
[00:15:10.240 --> 00:15:12.240]  你不要靠自己
[00:15:12.240 --> 00:15:14.240]  自己是做不到的
[00:15:14.240 --> 00:15:16.240]  門徒很明白的
[00:15:16.240 --> 00:15:18.240]  我們都很明白的
[00:15:18.240 --> 00:15:20.240]  人際關係你自己搞不定
[00:15:20.240 --> 00:15:22.240]  好像耶穌這樣說
[00:15:22.240 --> 00:15:24.240]  其實我們做不到的
[00:15:24.240 --> 00:15:26.240]  其實耶穌叫我們做很多事都做不到的
[00:15:26.240 --> 00:15:28.240]  靠自己
[00:15:28.240 --> 00:15:30.240]  你靠神
[00:15:30.240 --> 00:15:32.240]  你就做得到
[00:15:32.240 --> 00:15:34.240]  這個是說
[00:15:34.240 --> 00:15:36.240]  對事,現在說事
[00:15:36.240 --> 00:15:38.240]  其實你是需要
[00:15:38.240 --> 00:15:40.240]  恩典
[00:15:40.240 --> 00:15:42.240]  不是要靠他
[00:15:42.240 --> 00:15:44.240]  不是靠自己
[00:15:44.240 --> 00:15:46.240]  你靠自己
[00:15:46.240 --> 00:15:48.240]  要過一個
[00:15:48.240 --> 00:15:50.240]  土神喜悅的生活
[00:15:50.240 --> 00:15:52.240]  原來都不行的
[00:15:52.240 --> 00:15:54.240]  要靠他
[00:15:54.240 --> 00:15:56.240]  這個是說信心
[00:15:56.240 --> 00:16:04.240]  我想看完下面那段你就更加明白
[00:16:04.240 --> 00:16:06.240]  下面那個比喻
[00:16:06.240 --> 00:16:08.240]  好像很奇怪
[00:16:08.240 --> 00:16:12.240]  第七到第十節
[00:16:12.240 --> 00:16:16.240]  一個僕人做完回來
[00:16:16.240 --> 00:16:20.240]  有哪個主人就會說你出來吃飯吧
[00:16:20.240 --> 00:16:22.240]  讓我預備晚飯給你
[00:16:22.240 --> 00:16:24.240]  不會的
[00:16:24.240 --> 00:16:28.240]  主人不會多謝他
[00:16:28.240 --> 00:16:30.240]  你做完一切的事
[00:16:30.240 --> 00:16:36.240]  你是要等我吃完你才可以吃的
[00:16:36.240 --> 00:16:42.240]  我不知道大家覺得這個比喻好像不是很靠得住
[00:16:42.240 --> 00:16:46.240]  我想首先說這個比喻不是教你怎樣做主人的
[00:16:46.240 --> 00:16:48.240]  你不要學他
[00:16:48.240 --> 00:16:50.240]  你的比喻不可以每一點你都可以用的
[00:16:50.240 --> 00:16:53.240]  你看他的教訓是什麼呢?
[00:16:53.240 --> 00:16:56.240]  他說最後那裡他才說我應容
[00:16:56.240 --> 00:16:58.240]  要跟他的應容
[00:16:58.240 --> 00:16:59.240]  第十節
[00:16:59.240 --> 00:17:01.240]  你做完一切所吩咐的
[00:17:01.240 --> 00:17:03.240]  只當說我們是無用的僕人
[00:17:03.240 --> 00:17:06.240]  所做的本事我們應份做
[00:17:06.240 --> 00:17:11.240]  第一他不是教你怎樣做主人
[00:17:11.240 --> 00:17:14.240]  第二他都不是教你那個僕人
[00:17:14.240 --> 00:17:15.240]  就要做到一部劇的
[00:17:15.240 --> 00:17:16.240]  你不要停啊
[00:17:16.240 --> 00:17:18.240]  你不要休息
[00:17:18.240 --> 00:17:20.240]  我相信都不是這樣
[00:17:20.240 --> 00:17:22.240]  他想教什麼呢?
[00:17:22.240 --> 00:17:26.240]  他就是說我們原來都是無用的僕人
[00:17:26.240 --> 00:17:31.240]  可能大家不是很明白為什麼耶穌這個比喻這樣解釋
[00:17:31.240 --> 00:17:35.240]  我試著說多一點他們當時的背景
[00:17:35.240 --> 00:17:37.240]  可能會容易明白
[00:17:37.240 --> 00:17:41.240]  其實這個是說奴隸的情況
[00:17:41.240 --> 00:17:45.240]  我不知道你新的舊約都有奴隸這幅圖畫
[00:17:45.240 --> 00:17:47.240]  或者當時是有的
[00:17:47.240 --> 00:17:50.240]  我不知道你讀這些經文你會覺得怎樣呢?
[00:17:50.240 --> 00:17:53.240]  為什麼還有奴隸呢?
[00:17:53.240 --> 00:17:58.240]  聖經裏面應該廢除了他早就行了
[00:17:58.240 --> 00:18:02.240]  為什麼要等到美國總統來才廢除呢?
[00:18:02.240 --> 00:18:04.240]  為什麼不早點廢除他呢?
[00:18:04.240 --> 00:18:07.240]  其實當時的奴隸和我們今天的不一樣
[00:18:07.240 --> 00:18:12.240]  當時的社會裏面奴隸是很
[00:18:12.240 --> 00:18:17.240]  這個制度是很需要的
[00:18:17.240 --> 00:18:21.240]  我想透過這樣大家明白這段經文的意思
[00:18:21.240 --> 00:18:23.240]  和我們想像的不同
[00:18:23.240 --> 00:18:27.240]  其實當時是沒有福利制度
[00:18:27.240 --> 00:18:31.240]  你想想當時是耕田
[00:18:31.240 --> 00:18:35.240]  如果爸爸都是男人做的
[00:18:35.240 --> 00:18:38.240]  如果爸爸突然病死了或者有什麼意外
[00:18:38.240 --> 00:18:40.240]  那又怎樣呢?
