
[00:00:00.000 --> 00:00:04.000]  各位觀眾朋友 鄧小平安
[00:03:23.000 --> 00:03:25.000]  Bruce Trail Club是怎樣的呢
[00:03:25.000 --> 00:03:29.000]  就是這樣的 在加拿大多倫多周圍都很漂亮
[00:03:29.000 --> 00:03:35.000]  很多田園很漂亮 有湖 有很多樹林
[00:03:35.000 --> 00:03:41.000]  經過很多年 他們就發掘了很多步行徑
[00:03:41.000 --> 00:03:43.000]  你知道的 他們的步行徑很多
[00:03:43.000 --> 00:03:48.000]  有些最短的走一個多小時就走完 很漂亮的
[00:03:48.000 --> 00:03:56.000]  有水 有樹林 如果夠勁的可以走幾天
[00:03:56.000 --> 00:04:00.000]  要紮營 很爽的
[00:04:00.000 --> 00:04:06.000]  很多人走這些 大家就組成了一個這樣的會
[00:04:06.000 --> 00:04:10.000]  大家要入會的 不用付錢的 但大家有個牌子
[00:04:10.000 --> 00:04:13.000]  我是屬於喜歡走這些步行徑的人
[00:04:13.000 --> 00:04:15.000]  有些人很勁的 走七天
[00:04:15.000 --> 00:04:19.000]  有些人說我初哥走一點點
[00:04:19.000 --> 00:04:22.000]  總之無論如何他們有他們的活動
[00:04:22.000 --> 00:04:24.000]  那天晚上我就去他們的籌款晚會
[00:04:24.000 --> 00:04:27.000]  去到有百多二百人 不是說笑的
[00:04:27.000 --> 00:04:29.000]  很大家 有些人認識 有些人不認識
[00:04:29.000 --> 00:04:30.000]  很多人大家都不認識的
[00:04:30.000 --> 00:04:32.000]  不過大家走在一起的時候
[00:04:32.000 --> 00:04:36.000]  什麼民族都有的 中國人也有 外國人也有
[00:04:36.000 --> 00:04:39.000]  大家很好的聊天 因為大家都是走這些步行徑的人
[00:04:39.000 --> 00:04:41.000]  大家分享不同的經驗
[00:04:41.000 --> 00:04:46.000]  那天晚上有些影片的演講 有些錄影
[00:04:46.000 --> 00:04:48.000]  還有人出來講見證的
[00:04:48.000 --> 00:04:52.000]  講說他走步行徑 之前沒有走過
[00:04:52.000 --> 00:04:55.000]  走過之後整個人都身心靈都很開心
[00:04:55.000 --> 00:04:57.000]  沒有宗教信仰的 在這個活動
[00:04:57.000 --> 00:05:01.000]  完全是一個社區的活動
[00:05:01.000 --> 00:05:06.000]  那天晚上我整晚在開會的時候
[00:05:06.000 --> 00:05:09.000]  我一直在看著這個活動的時候
[00:05:09.000 --> 00:05:10.000]  我就想到一個問題
[00:05:10.000 --> 00:05:13.000]  他們好像整個教會一樣
[00:05:13.000 --> 00:05:16.000]  有影片看 有人出來講見證
[00:05:16.000 --> 00:05:18.000]  又有籌款 是不是
[00:05:18.000 --> 00:05:21.000]  然後又會有定期活動
[00:05:21.000 --> 00:05:24.000]  大家聊天的時候很投契
[00:05:24.000 --> 00:05:25.000]  你又支持我 我又支持你
[00:05:25.000 --> 00:05:27.000]  你又鼓勵我 我又鼓勵你
[00:05:27.000 --> 00:05:28.000]  整個教會這樣
[00:05:28.000 --> 00:05:31.000]  教會和他們有什麼分別呢 你告訴我
[00:05:33.000 --> 00:05:36.000]  在70年代哈佛大學的一個教授
[00:05:36.000 --> 00:05:39.000]  叫做Rosabeth Cantor
[00:05:39.000 --> 00:05:43.000]  這個女的教授是一個社會心理學的教授
[00:05:43.000 --> 00:05:45.000]  這個教授寫了一本書
[00:05:45.000 --> 00:05:48.000]  她說其實你不理你信什麼
[00:05:48.000 --> 00:05:49.000]  只要有三個條件
[00:05:49.000 --> 00:05:52.000]  這幫人走在一起就會可以很密切
[00:05:52.000 --> 00:05:58.000]  很開心 成為一個很緊密的團契
[00:05:58.000 --> 00:06:00.000]  這三個是什麼條件呢
[00:06:00.000 --> 00:06:02.000]  第一 有一種sense of identity
[00:06:02.000 --> 00:06:04.000]  就是身份的認同
[00:06:04.000 --> 00:06:07.000]  大家走在一起說我們是屬於這個
[00:06:07.000 --> 00:06:09.000]  好像他們一樣 大家有個牌子
[00:06:09.000 --> 00:06:13.000]  我是這個步行徑的會員
[00:06:13.000 --> 00:06:15.000]  走在一起的時候 講起的時候
[00:06:15.000 --> 00:06:17.000]  大家就很認同
[00:06:17.000 --> 00:06:20.000]  第二 他們有大家互相感情上的支持
[00:06:20.000 --> 00:06:22.000]  就是一種歸屬感
[00:06:22.000 --> 00:06:23.000]  那天晚上我見到
[00:06:23.000 --> 00:06:25.000]  大家走在一起的時候
[00:06:25.000 --> 00:06:26.000]  很多鼓勵的
[00:06:26.000 --> 00:06:28.000]  有些人說我不能走得了這麼多
[00:06:28.000 --> 00:06:29.000]  然後我聽到有個人說
[00:06:29.000 --> 00:06:31.000]  不要緊的 你試一下
[00:06:31.000 --> 00:06:34.000]  下次我找你一起去 走兩天
[00:06:34.000 --> 00:06:37.000]  我幫你帶那些紮營那些東西
[00:06:37.000 --> 00:06:39.000]  你不用帶的 我就帶你去
[00:06:39.000 --> 00:06:41.000]  就是十足的團契
[00:06:41.000 --> 00:06:43.000]  感情上很多支持的
[00:06:43.000 --> 00:06:44.000]  他們大家很共鳴
[00:06:44.000 --> 00:06:46.000]  第三個條件
[00:06:46.000 --> 00:06:49.000]  就是你有些大家共同的價值和標準
[00:06:49.000 --> 00:06:52.000]  我發覺他們都很有共同價值和標準
[00:06:52.000 --> 00:06:54.000]  就是他們大家走在一起的時候
[00:06:54.000 --> 00:06:56.000]  聊天很共鳴
[00:06:56.000 --> 00:06:58.000]  就是大家都很愛大自然
[00:06:58.000 --> 00:07:00.000]  很注重健康
[00:07:00.000 --> 00:07:02.000]  他們聊天的時候
[00:07:02.000 --> 00:07:05.000]  都很愛大自然裏面很多的花草樹木
[00:07:05.000 --> 00:07:07.000]  就是他們很享受到這種
[00:07:07.000 --> 00:07:10.000]  比較簡樸的田園生活
[00:07:10.000 --> 00:07:12.000]  所以這班人走在一起
[00:07:12.000 --> 00:07:14.000]  有這三個條件
[00:07:14.000 --> 00:07:15.000]  簡單來說
[00:07:15.000 --> 00:07:17.000]  如果從社會學的角度來說
[00:07:17.000 --> 00:07:20.000]  有這三個條件就可以組成一個群體
[00:07:20.000 --> 00:07:21.000]  無論你信什麼
[00:07:21.000 --> 00:07:23.000]  不一定要基督教的
[00:07:23.000 --> 00:07:25.000]  也不一定要信仰的
[00:07:25.000 --> 00:07:26.000]  什麼都可以走在一起
[00:07:26.000 --> 00:07:28.000]  有這些條件就可以了
[00:07:28.000 --> 00:07:30.000]  我看過一個組織
[00:07:30.000 --> 00:07:31.000]  在美國的
[00:07:31.000 --> 00:07:34.000]  叫做拯救地球飛碟會
[00:07:34.000 --> 00:07:36.000]  有千多個會員
[00:07:36.000 --> 00:07:37.000]  你不要理會
[00:07:37.000 --> 00:07:38.000]  不知道信什麼
[00:07:38.000 --> 00:07:40.000]  你不要理會
[00:07:40.000 --> 00:07:42.000]  他就是這幾個條件
[00:07:42.000 --> 00:07:44.000]  什麼都可以走在一起
[00:07:44.000 --> 00:07:45.000]  問題就問
[00:07:45.000 --> 00:07:47.000]  究竟基督教的信仰
[00:07:47.000 --> 00:07:49.000]  這個教會和那些有什麼分別
[00:07:49.000 --> 00:07:51.000]  你告訴我有什麼分別
[00:07:51.000 --> 00:07:52.000]  搞下去的時候
[00:07:52.000 --> 00:07:53.000]  大家慶祝一下
[00:07:53.000 --> 00:07:54.000]  大家唱歌
[00:07:54.000 --> 00:07:55.000]  很開心
[00:07:55.000 --> 00:07:57.000]  都可以維持很多年
[00:07:57.000 --> 00:07:59.000]  是不是
[00:07:59.000 --> 00:08:01.000]  如果是這樣的時候就很危險
[00:08:01.000 --> 00:08:03.000]  所以今天我想從
[00:08:03.000 --> 00:08:05.000]  剛才我們所讀的
[00:08:05.000 --> 00:08:07.000]  哥倫多前書第一章和第二章
[00:08:07.000 --> 00:08:09.000]  想說這個問題
[00:08:09.000 --> 00:08:10.000]  如果問保羅
[00:08:10.000 --> 00:08:12.000]  哥倫多前書裡面所說的
[00:08:12.000 --> 00:08:14.000]  剛才我們說
[00:08:14.000 --> 00:08:16.000]  他說如果要找不同的
[00:08:16.000 --> 00:08:18.000]  你要明白我們所信的是一個
[00:08:18.000 --> 00:08:20.000]  不同凡響的信仰
[00:08:20.000 --> 00:08:22.000]  第二
[00:08:22.000 --> 00:08:24.000]  我們有不同凡響的
[00:08:24.000 --> 00:08:26.000]  第三
[00:08:26.000 --> 00:08:28.000]  我們有不同凡響的領袖
[00:08:28.000 --> 00:08:30.000]  我們先從一些時間
[00:08:30.000 --> 00:08:32.000]  說一說
[00:08:32.000 --> 00:08:34.000]  不同凡響的信仰
[00:08:34.000 --> 00:08:36.000]  信的是不同的
[00:08:36.000 --> 00:08:38.000]  我們不是要排斥別人的活動
[00:08:38.000 --> 00:08:40.000]  那些都是很好的
[00:08:40.000 --> 00:08:42.000]  坦白說
[00:08:42.000 --> 00:08:44.000]  我自己都很喜歡參加那些活動
[00:08:44.000 --> 00:08:46.000]  不過在教會有什麼不同呢
[00:08:46.000 --> 00:08:48.000]  剛才你讀那段聖經的時候
[00:08:48.000 --> 00:08:50.000]  我相信你都會留意到
[00:08:50.000 --> 00:08:52.000]  保羅用兩個
[00:08:52.000 --> 00:08:54.000]  字眼
[00:08:54.000 --> 00:08:56.000]  經常說來說去
[00:08:56.000 --> 00:08:58.000]  是一個對比
[00:08:58.000 --> 00:09:00.000]  而他說的時候
[00:09:00.000 --> 00:09:02.000]  其實用的說話語氣
[00:09:02.000 --> 00:09:04.000]  他有一點諷刺
[00:09:04.000 --> 00:09:06.000]  一個就是智慧
[00:09:06.000 --> 00:09:08.000]  那些很智慧的人
[00:09:08.000 --> 00:09:10.000]  覺得自己很有智慧的人
[00:09:10.000 --> 00:09:12.000]  因為他有智慧
[00:09:12.000 --> 00:09:14.000]  覺得自己很夠智慧
[00:09:14.000 --> 00:09:16.000]  所以他就不需要相信神
[00:09:16.000 --> 00:09:18.000]  但是他智慧原來
[00:09:18.000 --> 00:09:20.000]  在信仰的角度
[00:09:20.000 --> 00:09:22.000]  是愚笨的
[00:09:22.000 --> 00:09:24.000]  相反有些人
[00:09:24.000 --> 00:09:26.000]  認為在世界上的標準
[00:09:26.000 --> 00:09:28.000]  覺得他很愚笨
[00:09:28.000 --> 00:09:30.000]  沒什麼
[00:09:30.000 --> 00:09:32.000]  地位很低的
[00:09:32.000 --> 00:09:34.000]  但竟然成為神的智慧
[00:09:34.000 --> 00:09:36.000]  甚至保羅說
[00:09:36.000 --> 00:09:38.000]  我在你們中間
[00:09:38.000 --> 00:09:40.000]  都是強調這個
[00:09:40.000 --> 00:09:42.000]  好像令我們一般來說
[00:09:42.000 --> 00:09:44.000]  這麼不同的
[00:09:44.000 --> 00:09:46.000]  相反的態度
[00:09:46.000 --> 00:09:48.000]  我不知道別的
[00:09:48.000 --> 00:09:50.000]  我只能大致的和你們說
[00:09:50.000 --> 00:09:52.000]  耶穌基督的釘十字架
[00:09:52.000 --> 00:09:54.000]  和他的復活
[00:09:54.000 --> 00:09:56.000]  這個我們先要看
[00:09:56.000 --> 00:09:58.000]  信仰的獨特性
[00:09:58.000 --> 00:10:00.000]  基督教的信仰獨特性
[00:10:00.000 --> 00:10:02.000]  在哪裡呢?我們先從智慧去說
[00:10:02.000 --> 00:10:04.000]  智慧當然是在說
[00:10:04.000 --> 00:10:06.000]  當時的社會
[00:10:06.000 --> 00:10:08.000]  第一世紀初期教會
[00:10:08.000 --> 00:10:10.000]  是一群相信神的人
[00:10:10.000 --> 00:10:12.000]  這個社會周圍大部分
[00:10:12.000 --> 00:10:14.000]  那些外面的世界
[00:10:14.000 --> 00:10:16.000]  都是當時的希臘羅馬的社會
[00:10:16.000 --> 00:10:18.000]  希臘羅馬的社會
[00:10:18.000 --> 00:10:20.000]  當然是不相信神
[00:10:20.000 --> 00:10:22.000]  很多人都不相信神
[00:10:22.000 --> 00:10:24.000]  他們很強調智慧
[00:10:24.000 --> 00:10:26.000]  智慧是第一樣學問
[00:10:26.000 --> 00:10:28.000]  或者他們很懂得去想
[00:10:28.000 --> 00:10:30.000]  他們很相信自己想的東西
[00:10:30.000 --> 00:10:32.000]  比其他人高超
[00:10:32.000 --> 00:10:36.000]  這個就是智慧當時的意思
[00:10:36.000 --> 00:10:40.000]  那智慧有什麼差呢?
[00:10:40.000 --> 00:10:42.000]  智慧有什麼不好呢?
[00:10:42.000 --> 00:10:44.000]  智慧沒什麼不好
[00:10:44.000 --> 00:10:46.000]  為什麼要罵他呢?
[00:10:46.000 --> 00:10:48.000]  不是,聖經絕對不是說智慧不好
[00:10:48.000 --> 00:10:50.000]  不過
[00:10:50.000 --> 00:10:52.000]  第一章的二十節
[00:10:52.000 --> 00:10:54.000]  二十一節就點出了一個問題
[00:10:54.000 --> 00:10:56.000]  如果一個人
[00:10:56.000 --> 00:11:00.000]  如果那些人認為自己有足夠的智慧
[00:11:00.000 --> 00:11:04.000]  就不去相信認識神的話
[00:11:04.000 --> 00:11:06.000]  這個智慧就變成愚笨了
[00:11:06.000 --> 00:11:10.000]  這個就是基督教獨特的地方
[00:11:10.000 --> 00:11:12.000]  我相信這些說話不是很好聽的
[00:11:12.000 --> 00:11:14.000]  很多人不喜歡聽這些說話
[00:11:14.000 --> 00:11:16.000]  因為我不相信神
[00:11:16.000 --> 00:11:18.000]  你說我愚笨?
[00:11:18.000 --> 00:11:20.000]  如果當中我們有些
[00:11:20.000 --> 00:11:22.000]  未相信神的朋友
[00:11:22.000 --> 00:11:24.000]  你不要走戰,你先聽我說完
[00:11:24.000 --> 00:11:26.000]  是不好聽的
[00:11:26.000 --> 00:11:28.000]  不是很好聽的
[00:11:28.000 --> 00:11:30.000]  不過我想說明一個問題在哪裡
[00:11:30.000 --> 00:11:32.000]  問題出在我們
[00:11:32.000 --> 00:11:36.000]  宗教信仰的性格和獨特性
[00:11:36.000 --> 00:11:38.000]  我自己研究宗教
[00:11:38.000 --> 00:11:40.000]  也算是研究了三十多年
[00:11:40.000 --> 00:11:42.000]  我研究了不同宗教的理論
[00:11:42.000 --> 00:11:46.000]  也教了不同宗教的內容
[00:11:46.000 --> 00:11:48.000]  比如東方的宗教
[00:11:48.000 --> 00:11:50.000]  或者中國的宗教
[00:11:50.000 --> 00:11:52.000]  當然也研究了基督教
[00:11:52.000 --> 00:11:54.000]  我今天很想和大家說一下
[00:11:54.000 --> 00:11:58.000]  我對於宗教和智慧的問題出在哪裡
[00:11:58.000 --> 00:12:02.000]  第一
[00:12:02.000 --> 00:12:04.000]  其實宗教這件事
[00:12:04.000 --> 00:12:06.000]  是每一個人都需要的
[00:12:06.000 --> 00:12:08.000]  不是因為我做這行
[00:12:08.000 --> 00:12:10.000]  我上一年退休了,現在不用靠這工作
[00:12:10.000 --> 00:12:12.000]  所以我繼續說的時候
[00:12:12.000 --> 00:12:14.000]  肯定不是為了工作
[00:12:14.000 --> 00:12:18.000]  宗教是每一個人都需要的
[00:12:18.000 --> 00:12:20.000]  簡單來說,你看看不同的時代
[00:12:20.000 --> 00:12:22.000]  不同的民族,沒有一個民族是沒有宗教的
[00:12:22.000 --> 00:12:24.000]  沒有一個時代是沒有宗教的
[00:12:24.000 --> 00:12:26.000]  任何地方都是有宗教的
[00:12:26.000 --> 00:12:28.000]  為什麼會這麼普遍化
[00:12:28.000 --> 00:12:34.000]  所有人類的社會都有宗教呢?
[00:12:34.000 --> 00:12:36.000]  是因為其實人性裡面
[00:12:36.000 --> 00:12:42.000]  宗教是必須的其中一個元素
[00:12:42.000 --> 00:12:44.000]  什麼叫做宗教呢?
[00:12:44.000 --> 00:12:52.000]  其實宗教就是一個人對終極問題的追尋和關懷
[00:12:52.000 --> 00:12:54.000]  用英文來說叫做ultimate concern
[00:12:54.000 --> 00:12:56.000]  是一個終極的關懷
[00:12:56.000 --> 00:12:58.000]  什麼叫做終極的關懷呢?
[00:12:58.000 --> 00:13:02.000]  就是我們人生無論你喜歡不喜歡
[00:13:02.000 --> 00:13:04.000]  我們都有變幻
[00:13:04.000 --> 00:13:06.000]  在這些變幻裡面
[00:13:06.000 --> 00:13:08.000]  我們每一個人的心底
[00:13:08.000 --> 00:13:10.000]  人性的心柱都嚮往有
[00:13:10.000 --> 00:13:16.000]  需要有一個永恆和終極的把握
[00:13:16.000 --> 00:13:18.000]  這就是當我們面對一些終極的問題
[00:13:18.000 --> 00:13:20.000]  什麼叫做終極的問題呢?
[00:13:20.000 --> 00:13:22.000]  就是生老病死這些問題
[00:13:22.000 --> 00:13:24.000]  就是終極的問題
[00:13:24.000 --> 00:13:28.000]  這些問題是沒有一個人可以逃脫的
[00:13:28.000 --> 00:13:30.000]  無論你多厲害,多有錢
[00:13:30.000 --> 00:13:32.000]  無論你的地位多高,多低
[00:13:32.000 --> 00:13:42.000]  生的哭泣,老的無奈,病的痛楚和纏繞
[00:13:42.000 --> 00:13:45.000]  和死亡的來臨那種恐懼
[00:13:45.000 --> 00:13:47.000]  是沒有一個人可以逃脫的
[00:13:47.000 --> 00:13:50.000]  那你說我沒有想這些東西的
[00:13:50.000 --> 00:13:52.000]  你不想不是表示那些東西不需要你想
[00:13:52.000 --> 00:13:54.000]  不過你逃避了
[00:13:54.000 --> 00:13:56.000]  你說我賺錢都不夠時間
[00:13:56.000 --> 00:13:58.000]  說來幹什麼呢?
[00:13:58.000 --> 00:13:59.000]  這些抽象
[00:13:59.000 --> 00:14:01.000]  這個不是抽象的問題
[00:14:01.000 --> 00:14:03.000]  是暫時你不想
[00:14:03.000 --> 00:14:05.000]  我想你和我都經驗過
[00:14:05.000 --> 00:14:07.000]  或者我們身邊的朋友
[00:14:07.000 --> 00:14:09.000]  或者我們的親友
[00:14:09.000 --> 00:14:11.000]  突然間發生一些事的時候
[00:14:11.000 --> 00:14:12.000]  整個世界變了的時候
[00:14:12.000 --> 00:14:14.000]  他就開始想這些東西了
[00:14:14.000 --> 00:14:16.000]  一直以來和他說宗教
[00:14:16.000 --> 00:14:18.000]  來來來,禮拜堂聽一下信仰
[00:14:18.000 --> 00:14:20.000]  什麼有空啊,這些抽象的東西
[00:14:20.000 --> 00:14:22.000]  不明白的,你們說吧
[00:14:22.000 --> 00:14:24.000]  我都還沒有空想
[00:14:24.000 --> 00:14:25.000]  好了,他不想
[00:14:25.000 --> 00:14:26.000]  不過突然間可能
[00:14:26.000 --> 00:14:27.000]  舉個例子來說
[00:14:27.000 --> 00:14:28.000]  突然間醫生宣佈說
[00:14:28.000 --> 00:14:30.000]  你健身很不濟
[00:14:30.000 --> 00:14:32.000]  你那個癌症
[00:14:32.000 --> 00:14:34.000]  或者怎麼樣
[00:14:34.000 --> 00:14:35.000]  還有幾個月而已
[00:14:35.000 --> 00:14:36.000]  已經晚期了
[00:14:36.000 --> 00:14:38.000]  突然間那一剎那
[00:14:38.000 --> 00:14:40.000]  整個世界都變了
[00:14:40.000 --> 00:14:42.000]  以前認為很重要的東西
[00:14:42.000 --> 00:14:43.000]  怎麼都要接上去
[00:14:43.000 --> 00:14:44.000]  怎麼都要拿到那個位置的時候
[00:14:44.000 --> 00:14:46.000]  一點都不重要了
[00:14:46.000 --> 00:14:47.000]  拿來幹什麼呢?
[00:14:47.000 --> 00:14:49.000]  又或者以前那些覺得很不重要的東西
[00:14:49.000 --> 00:14:51.000]  譬如說和一些親友
[00:14:51.000 --> 00:14:53.000]  或者親人那些相處的時間
[00:14:53.000 --> 00:14:54.000]  那些是很廢的
[00:14:54.000 --> 00:14:55.000]  那些時間很浪費的
[00:14:55.000 --> 00:14:57.000]  突然間覺得很珍貴
[00:14:57.000 --> 00:14:58.000]  你明白嗎?
[00:14:58.000 --> 00:15:00.000]  這個就是突然間你會碰見
[00:15:00.000 --> 00:15:01.000]  你走不掉的人生
[00:15:01.000 --> 00:15:05.000]  總有這些的終極關懷的問題
[00:15:05.000 --> 00:15:06.000]  這個就是宗教了
[00:15:06.000 --> 00:15:07.000]  從那裡就出來了
[00:15:07.000 --> 00:15:09.000]  為什麼我要搞幾十年研究
[00:15:09.000 --> 00:15:11.000]  然後還要說呢?
[00:15:11.000 --> 00:15:12.000]  不是因為我想賺錢
[00:15:12.000 --> 00:15:15.000]  而是這個宗教是每一個人都需要的
[00:15:15.000 --> 00:15:18.000]  這是一個永恆的問題
[00:15:18.000 --> 00:15:20.000]  還有當我們找宗教的時候
[00:15:20.000 --> 00:15:24.000]  其實是因為它是終極的問題
[00:15:24.000 --> 00:15:27.000]  所以我們要找的答案
[00:15:27.000 --> 00:15:32.000]  都要在無限的永恆的對象裡面找到答案
[00:15:32.000 --> 00:15:34.000]  這個好像很抽象
[00:15:34.000 --> 00:15:35.000]  其實不抽象的
[00:15:35.000 --> 00:15:38.000]  譬如說我們在人與人之間的關係裡面
[00:15:38.000 --> 00:15:40.000]  找到我們需要的滿足
[00:15:40.000 --> 00:15:42.000]  這個是每個人都需要的一個關係
[00:15:42.000 --> 00:15:43.000]  或者在你的婚姻裡面
[00:15:43.000 --> 00:15:46.000]  又或者在你最好的朋友裡面
[00:15:46.000 --> 00:15:47.000]  或者在你的親人裡面
[00:15:47.000 --> 00:15:51.000]  總而言之我們都需要在他和他的關係裡面
[00:15:51.000 --> 00:15:55.000]  可以找到我們心靈裡面的安頓
[00:15:55.000 --> 00:16:00.000]  但是當我們要去尋求一種關係的時候
[00:16:00.000 --> 00:16:03.000]  其實我們沒有說出來
[00:16:03.000 --> 00:16:04.000]  我們說不自覺
[00:16:04.000 --> 00:16:07.000]  其實我們心裡定了一些標準
[00:16:07.000 --> 00:16:11.000]  那個對象我為什麼要把我整個生命壓下去給他
[00:16:11.000 --> 00:16:15.000]  因為第一我是期望他可以了解我
[00:16:15.000 --> 00:16:19.000]  他了解我之後還可以接納我
[00:16:19.000 --> 00:16:20.000]  了解我之後就走人
[00:16:20.000 --> 00:16:22.000]  這樣就更加不行了
[00:16:22.000 --> 00:16:25.000]  他要完全的了解我還可以完全的接納我
[00:16:25.000 --> 00:16:26.000]  了解我這樣的人
[00:16:26.000 --> 00:16:28.000]  他仍然可以接納我
[00:16:28.000 --> 00:16:30.000]  還有他給我一個安全感
[00:16:30.000 --> 00:16:31.000]  我是依靠的
[00:16:31.000 --> 00:16:32.000]  如果不是今天是這樣
[00:16:32.000 --> 00:16:34.000]  明天又變成另一個看法
[00:16:34.000 --> 00:16:35.000]  或者變成心
[00:16:35.000 --> 00:16:36.000]  這樣就不行了
[00:16:36.000 --> 00:16:38.000]  所以他給我一個安全感
[00:16:38.000 --> 00:16:39.000]  我可以依賴的
[00:16:39.000 --> 00:16:41.000]  完全依賴的
[00:16:41.000 --> 00:16:43.000]  還有他是不會離開我的
[00:16:43.000 --> 00:16:45.000]  我把我的感情都給他了
[00:16:45.000 --> 00:16:46.000]  他就走了
[00:16:46.000 --> 00:16:47.000]  不行的
[00:16:47.000 --> 00:16:48.000]  消失了不行的
[00:16:48.000 --> 00:16:51.000]  所以我們其實自己知道的
[00:16:51.000 --> 00:16:53.000]  當我們找到一樣東西
[00:16:53.000 --> 00:16:59.000]  其實我們自己在尋求一個終極的標準
[00:16:59.000 --> 00:17:03.000]  是對方完全的了解你
[00:17:03.000 --> 00:17:06.000]  了解你之後完全的接納
[00:17:06.000 --> 00:17:10.000]  他給你有完全的安全感
[00:17:10.000 --> 00:17:11.000]  你可以依賴
[00:17:11.000 --> 00:17:13.000]  他還會永遠不離開你
[00:17:13.000 --> 00:17:17.000]  其實你知不知道你不是在找一個人
[00:17:17.000 --> 00:17:19.000]  你在找神
[00:17:19.000 --> 00:17:23.000]  因為你把自己的生命壓下去的時候
[00:17:23.000 --> 00:17:27.000]  另外一個心理治療學家叫做Eric Fromm
[00:17:27.000 --> 00:17:30.000]  可能有些人如果研究心理一定聽過他
[00:17:30.000 --> 00:17:34.000]  他提到這個叫做frame of orientation and devotion
[00:17:34.000 --> 00:17:35.000]  中文來講就是說
[00:17:35.000 --> 00:17:37.000]  你的生命有一個對象
