
[00:00:00.000 --> 00:00:07.680]  首先,很感謝李和Cindy為我們選出這麼好的歌曲
[00:02:57.680 --> 00:03:01.680]  不要說不去理會他人的事
[00:03:01.680 --> 00:03:05.440]  在肥納比書的二章四節保羅說
[00:03:05.440 --> 00:03:10.240]  國人不要單顧自己的事,也要顧別人的事
[00:03:10.240 --> 00:03:12.240]  就是這樣的道理
[00:03:12.240 --> 00:03:15.280]  我們想能夠是彼此的擔待
[00:03:15.280 --> 00:03:17.280]  當我們意見不同的時候
[00:03:17.280 --> 00:03:21.280]  我們就要彼此的接受,彼此的擔待
[00:03:21.280 --> 00:03:25.760]  擔待這個字是非常強的一個字
[00:03:25.760 --> 00:03:29.760]  這個字的意思就是不要去虧欠別人
[00:03:29.760 --> 00:03:31.760]  我要說的就是
[00:03:31.760 --> 00:03:37.280]  羅馬書的十四十五章是有關和真理無關的事
[00:03:37.280 --> 00:03:42.400]  在真理無關的事,我們應該是彼此的擔待,彼此的接受
[00:03:42.400 --> 00:03:44.400]  不要傷了和氣
[00:03:44.400 --> 00:03:46.400]  不要大家又爭吵
[00:03:46.400 --> 00:03:48.400]  擔待這個字
[00:03:48.400 --> 00:03:53.040]  我們看到在羅馬書的一章十四節
[00:03:53.040 --> 00:03:55.040]  讓我們看到是什麼意思
[00:03:55.040 --> 00:04:00.800]  保羅說無論是希利利人、化外人、聰明人、愚蠢人
[00:04:00.800 --> 00:04:03.840]  我都欠他們的債
[00:04:03.840 --> 00:04:09.120]  這個欠他們的債,就是要好像要擔待他們一樣
[00:04:09.120 --> 00:04:15.280]  保羅說無論是什麼人,我都是欠債要和他們傳福音
[00:04:15.280 --> 00:04:19.680]  擔待這個字在《書新約》出現了二十五次
[00:04:19.680 --> 00:04:22.240]  不是說容忍的意思
[00:04:22.240 --> 00:04:27.040]  不是說,我明明不喜歡你做的事
[00:04:27.040 --> 00:04:30.640]  但是我就容忍你,因為聖經說要彼此擔待
[00:04:30.640 --> 00:04:33.600]  我就死忍百忍,百忍成金
[00:04:33.600 --> 00:04:35.600]  不是這個意思
[00:04:35.600 --> 00:04:39.360]  這是說,你看到你的弟兄姊妹在掙扎
[00:04:39.360 --> 00:04:42.320]  好像他們身上有很重的重擔的時候
[00:04:42.320 --> 00:04:46.080]  你是願意和他們一起扶起他們的重擔
[00:04:46.080 --> 00:04:48.080]  來承擔他們的欺騙
[00:04:48.080 --> 00:04:50.560]  這個是擔待的意思
[00:04:50.560 --> 00:04:54.480]  在《樹與迦拉太書》的六章二節
[00:04:54.480 --> 00:04:59.200]  保羅說你們各人的重擔要互相擔當
[00:04:59.200 --> 00:05:02.800]  我們要彼此擔當對方的重擔
[00:05:02.800 --> 00:05:07.520]  當我們看到有個弟兄或姊妹在掙扎
[00:05:07.520 --> 00:05:09.200]  有很重的重擔的時候
[00:05:09.200 --> 00:05:11.840]  我們就要願意為他們付出
[00:05:11.840 --> 00:05:14.480]  願意和他們一起承擔
[00:05:14.480 --> 00:05:17.840]  在Ocean Side California
[00:05:17.840 --> 00:05:21.680]  有一間小學叫做Lake Elementary School
[00:05:21.680 --> 00:05:26.000]  這間小學有一個五年級的學生
[00:05:26.000 --> 00:05:28.640]  很不幸患了癌症
[00:05:28.640 --> 00:05:31.920]  患了癌症是要電療
[00:05:31.920 --> 00:05:33.760]  電療的時候
[00:05:33.760 --> 00:05:37.200]  他就知道他的頭髮全部都掉光了
[00:05:37.200 --> 00:05:39.200]  所以他很困擾
[00:05:39.200 --> 00:05:42.480]  他說以後我回到班房
[00:05:42.480 --> 00:05:44.880]  同學們會不會取笑我呢
[00:05:44.880 --> 00:05:46.880]  他開始覺得自卑
[00:05:46.880 --> 00:05:50.160]  同班的同學都知道了這件事
[00:05:50.160 --> 00:05:52.640]  所以就發起了一個運動
[00:05:52.640 --> 00:05:55.600]  他說我們一起替光我們的頭
[00:05:55.600 --> 00:05:58.640]  當然是得到父母的同意
[00:05:58.640 --> 00:06:00.880]  他們全部都替光了頭
[00:06:00.880 --> 00:06:03.440]  連班主任都被感動
[00:06:03.440 --> 00:06:06.000]  班主任自己都替光了頭
[00:06:06.000 --> 00:06:09.040]  到同學回到班房
[00:06:09.040 --> 00:06:11.120]  他完全沒有覺得自卑
[00:06:11.120 --> 00:06:14.320]  完全沒有覺得跟其他弟弟不同
[00:06:14.320 --> 00:06:17.760]  因為每個弟弟都跟他一樣光頭
[00:06:17.760 --> 00:06:20.000]  甚至沒有人能夠知道
[00:06:20.000 --> 00:06:23.920]  誰是患了癌症的小朋友
[00:06:23.920 --> 00:06:27.760]  這個就是如何彼此擔待
[00:06:27.760 --> 00:06:30.320]  承擔別人的重擔
[00:06:30.320 --> 00:06:35.440]  在《樹與哥倫多》前書的九章二十二節
[00:06:35.440 --> 00:06:36.480]  保羅說
[00:06:36.480 --> 00:06:39.280]  向軟弱的人,我就作軟弱的人
[00:06:39.280 --> 00:06:41.520]  為要得軟弱的人
[00:06:41.520 --> 00:06:45.920]  向什麼樣的人,我就作什麼樣的人
[00:06:45.920 --> 00:06:49.520]  無論如何,總要救些人
[00:06:49.520 --> 00:06:50.880]  保羅說
[00:06:50.880 --> 00:06:54.400]  我對著什麼樣的人,我就變成什麼樣的人
[00:06:54.400 --> 00:06:56.400]  來和他們傳福音
[00:06:56.400 --> 00:06:58.400]  以至我可以救些人
[00:06:58.400 --> 00:07:00.400]  我可以將福音傳給他們
[00:07:00.400 --> 00:07:02.400]  能夠使他們得救
[00:07:02.400 --> 00:07:05.440]  這裏雖然是說傳福音
[00:07:05.440 --> 00:07:08.240]  但是和我們所說的很相似
[00:07:08.240 --> 00:07:10.240]  因為保羅說
[00:07:10.240 --> 00:07:12.240]  我雖然有自由可以做很多事
[00:07:12.240 --> 00:07:14.240]  沒有人能夠核管我
[00:07:14.240 --> 00:07:17.840]  但是我甘願作眾人的僕人
[00:07:17.840 --> 00:07:19.840]  為要多得人
[00:07:19.840 --> 00:07:22.960]  《哥倫多》前書的九章十九節
[00:07:22.960 --> 00:07:25.440]  保羅說
[00:07:25.440 --> 00:07:27.440]  如果你是猶太人
[00:07:27.440 --> 00:07:29.440]  你在律法之下
[00:07:29.440 --> 00:07:31.440]  你認為自己
[00:07:31.440 --> 00:07:35.440]  我可以用我猶太人的背景
[00:07:35.440 --> 00:07:37.440]  來和你傳福音
[00:07:37.440 --> 00:07:39.440]  但是如果你是外邦人
[00:07:39.440 --> 00:07:41.440]  你不在神的律法之下
[00:07:41.440 --> 00:07:43.440]  我也可以用我的自由
[00:07:43.440 --> 00:07:45.440]  來和你傳福音
[00:07:45.440 --> 00:07:47.440]  這裏我再要說一次
[00:07:47.440 --> 00:07:51.440]  福音是和真理有關的事
[00:07:51.440 --> 00:07:53.440]  保羅不是說
[00:07:53.440 --> 00:07:55.440]  你是怎樣的人
[00:07:55.440 --> 00:07:57.440]  我可以用你的身份來和你傳福音
[00:07:57.440 --> 00:07:59.440]  在真理上傳福音
[00:07:59.440 --> 00:08:01.440]  我們絕對不會妥協
[00:08:01.440 --> 00:08:03.440]  保羅給我們看得很清楚
[00:08:03.440 --> 00:08:05.440]  他不是土人的喜悅
[00:08:05.440 --> 00:08:07.440]  在《格拉太書》的一章十節
[00:08:07.440 --> 00:08:09.440]  他說我現在是要得人的心
[00:08:09.440 --> 00:08:11.440]  還是要得神的心
[00:08:11.440 --> 00:08:13.440]  我豈是土人的喜悅
[00:08:13.440 --> 00:08:15.440]  若營救土人的喜悅
[00:08:15.440 --> 00:08:17.440]  我豈不是得神的喜悅
[00:08:17.440 --> 00:08:19.440]  我豈不是得人的喜悅
[00:08:19.440 --> 00:08:21.440]  我豈不是得神的喜悅
[00:08:21.440 --> 00:08:23.440]  我豈不是得人的喜悅
[00:08:23.440 --> 00:08:25.440]  若營救土人的喜悅
[00:08:25.440 --> 00:08:27.440]  我豈不是得人的喜悅
[00:08:27.440 --> 00:08:29.440]  我豈不是得神的喜悅
[00:08:29.440 --> 00:08:31.440]  保羅說
[00:08:31.440 --> 00:08:33.440]  我不是要得人的喜悅
[00:08:33.440 --> 00:08:35.440]  我傳福音,我是要得神的喜悅
[00:08:35.440 --> 00:08:37.440]  不是說你喜歡聽什麼
[00:08:37.440 --> 00:08:39.440]  我就說什麼給你聽
[00:08:39.440 --> 00:08:43.440]  福音的信息是絕對不會妥協的
[00:08:43.440 --> 00:08:47.440]  我以前來CCAC之前
[00:08:47.440 --> 00:08:49.440]  我第一間侍奉的教會
[00:08:49.440 --> 00:08:51.440]  就是一間西人教會
[00:08:51.440 --> 00:08:53.440]  主任牧師
[00:08:53.440 --> 00:08:55.440]  跟我們說會請另外一個牧師來
[00:08:55.440 --> 00:08:57.440]  教我們怎樣傳福音
[00:08:57.440 --> 00:09:01.440]  怎樣能夠做愛展做得更好
[00:09:01.440 --> 00:09:03.440]  這個牧師來教我們
[00:09:03.440 --> 00:09:05.440]  他說我自己的教會
[00:09:05.440 --> 00:09:09.440]  在屋頂上大字有個招牌
[00:09:09.440 --> 00:09:11.440]  西人喜歡聽什麼話語
[00:09:11.440 --> 00:09:13.440]  我就寫什麼話語上去
[00:09:13.440 --> 00:09:17.440]  甚至有些污言諱語在這裏
[00:09:17.440 --> 00:09:19.440]  他說我就是以
[00:09:19.440 --> 00:09:21.440]  人家喜歡聽什麼
[00:09:21.440 --> 00:09:23.440]  我就用這個辦法來跟他傳福音
[00:09:23.440 --> 00:09:27.440]  我相信這個不是保羅所說的
[00:09:27.440 --> 00:09:29.440]  保羅不是說什麼人
[00:09:29.440 --> 00:09:31.440]  就跟你傳什麼福音
[00:09:31.440 --> 00:09:33.440]  保羅說
[00:09:33.440 --> 00:09:35.440]  我是要得神的心
[00:09:35.440 --> 00:09:37.440]  我不是要得人的心
[00:09:37.440 --> 00:09:41.440]  我今天跟大家說六點
[00:09:41.440 --> 00:09:43.440]  第一點已經說了
[00:09:43.440 --> 00:09:45.440]  與真理無關的事
[00:09:45.440 --> 00:09:47.440]  我們要為人設想
[00:09:47.440 --> 00:09:49.440]  我們也要輕看自己
[00:09:49.440 --> 00:09:51.440]  是第二點
[00:09:51.440 --> 00:09:55.440]  在《肥納比書》的二章十九至二十一節
[00:09:55.440 --> 00:09:59.440]  保羅說打發提摩泰去肥納比教會
[00:09:59.440 --> 00:10:07.440]  當提摩泰將肥納比教會的消息帶回來給保羅
[00:10:07.440 --> 00:10:09.440]  能夠使得他得到安慰
[00:10:09.440 --> 00:10:13.440]  但也將保羅的消息帶給肥納比教會
[00:10:13.440 --> 00:10:15.440]  保羅怎樣說
[00:10:15.440 --> 00:10:17.440]  他說
[00:10:17.440 --> 00:10:43.440]  其實我們真的有很多的自由
[00:10:43.440 --> 00:10:45.440]  來做很多的事情
[00:10:45.440 --> 00:10:47.440]  但我們要小心
[00:10:47.440 --> 00:10:49.440]  不要求自己的喜悅
[00:10:49.440 --> 00:10:51.440]  不要只是為了自己的權利
[00:10:51.440 --> 00:10:53.440]  不要為了自己的喜樂
[00:10:53.440 --> 00:10:55.440]  我們要為人的喜樂
[00:10:55.440 --> 00:10:57.440]  我們看到上一次
[00:10:57.440 --> 00:10:59.440]  我們跟大兄姊妹說了
[00:10:59.440 --> 00:11:01.440]  就是說我們要小心
[00:11:01.440 --> 00:11:03.440]  不要因為自己的自由
[00:11:03.440 --> 00:11:05.440]  令到大兄姊妹跌倒
[00:11:05.440 --> 00:11:07.440]  這裡也是一樣
[00:11:07.440 --> 00:11:09.440]  保羅說我們要為了領導
[00:11:09.440 --> 00:11:11.440]  不要為自己的喜樂
[00:11:11.440 --> 00:11:13.440]  當見到有人掙扎
[00:11:13.440 --> 00:11:15.440]  有重擔在他的身上
[00:11:15.440 --> 00:11:17.440]  我們應該走來
[00:11:17.440 --> 00:11:19.440]  跟他一起來扶起這個擔
[00:11:19.440 --> 00:11:21.440]  以致能夠建立他
[00:11:21.440 --> 00:11:25.440]  以致能夠使他信心更加堅強
[00:11:25.440 --> 00:11:27.440]  這個就是保羅所說
[00:11:27.440 --> 00:11:31.440]  使他得益處,建立達行
[00:11:31.440 --> 00:11:33.440]  這是我們所應該要做的
[00:11:33.440 --> 00:11:35.440]  我們要做的就是
[00:11:35.440 --> 00:11:37.440]  使他得益處,建立達行
[00:11:37.440 --> 00:11:39.440]  這是我們所應該要做的
[00:11:39.440 --> 00:11:45.440]  在史哥林多前書的十章23-24
[00:11:45.440 --> 00:11:47.440]  保羅說凡事都可行
[00:11:47.440 --> 00:11:49.440]  但不都有益處
[00:11:49.440 --> 00:11:51.440]  凡事都可行
[00:11:51.440 --> 00:11:53.440]  但不都造就人
[00:11:53.440 --> 00:11:55.440]  無論何人
[00:11:55.440 --> 00:11:57.440]  不要求自己的益處
[00:11:57.440 --> 00:11:59.440]  乃要求別人的益處
[00:11:59.440 --> 00:12:01.440]  我們都要為別人設想
[00:12:01.440 --> 00:12:03.440]  輕看自己
[00:12:03.440 --> 00:12:07.440]  我們要求別人的益處
[00:12:07.440 --> 00:12:09.440]  有一個人
[00:12:09.440 --> 00:12:11.440]  他去到喀爾喀特這個地方
[00:12:11.440 --> 00:12:15.440]  他希望能夠更加認識得蘭修女
[00:12:15.440 --> 00:12:19.440]  有很多人跟他說得蘭修女
[00:12:19.440 --> 00:12:21.440]  很聖潔的
[00:12:21.440 --> 00:12:23.440]  走路兩隻腳不碰地
[00:12:23.440 --> 00:12:27.440]  也有人跟他說得蘭修女身體發光
[00:12:27.440 --> 00:12:29.440]  又有人說得蘭修女
[00:12:29.440 --> 00:12:31.440]  頭上是不是有個光圈
[00:12:31.440 --> 00:12:33.440]  好像天使一樣
[00:12:33.440 --> 00:12:35.440]  他去到喀爾喀特
[00:12:35.440 --> 00:12:37.440]  他說他見到得蘭修女
[00:12:37.440 --> 00:12:41.440]  他說得蘭修女跟平時的人一樣
[00:12:41.440 --> 00:12:43.440]  他的身材比較矮小
[00:12:43.440 --> 00:12:47.440]  他的皮膚是很多皺紋
[00:12:47.440 --> 00:12:51.440]  但他就好像一個磁場的老婆婆
[00:12:51.440 --> 00:12:53.440]  就好像一個祖母一樣
[00:12:53.440 --> 00:12:57.440]  他說他的身上還是有些高貴的氣質
[00:12:57.440 --> 00:12:59.440]  但有一樣東西令到他
[00:12:59.440 --> 00:13:01.440]  很難忘
[00:13:01.440 --> 00:13:03.440]  每當做尼薩的時候
[00:13:03.440 --> 00:13:05.440]  得蘭修女都會跪下
[00:13:05.440 --> 00:13:07.440]  就會被人看到他的一雙腳
[00:13:07.440 --> 00:13:11.440]  他說他的一雙腳令我很難忘
[00:13:11.440 --> 00:13:13.440]  因為得蘭修女的一雙腳
[00:13:13.440 --> 00:13:15.440]  已經變形了
[00:13:15.440 --> 00:13:19.440]  這個人懷疑得蘭修女是不是有了麻風病
[00:13:19.440 --> 00:13:21.440]  因為我們知道有麻風病的人
[00:13:21.440 --> 00:13:23.440]  他手腳沒有什麼知覺
[00:13:23.440 --> 00:13:25.440]  所以很多時候會弄傷了
[00:13:25.440 --> 00:13:27.440]  自己都不知道
[00:13:27.440 --> 00:13:31.440]  慢慢手腳就會變形
[00:13:31.440 --> 00:13:33.440]  雖然他有這樣的懷疑
[00:13:33.440 --> 00:13:37.440]  但他不敢去問得蘭修女
[00:13:37.440 --> 00:13:42.440]  有一次他又很奇怪地看著得蘭修女的一雙腳
[00:13:42.440 --> 00:13:45.440]  另外有個修女就走來問他
[00:13:45.440 --> 00:13:47.440]  你想不想知道得蘭修女的一雙腳
[00:13:47.440 --> 00:13:49.440]  為什麼會變成這樣
[00:13:49.440 --> 00:13:53.440]  這個人就用好奇的眼光看著這個修女
[00:13:53.440 --> 00:13:55.440]  拼命地點頭
[00:13:55.440 --> 00:13:58.440]  這個修女就解釋
[00:13:58.440 --> 00:14:01.440]  他說我們其實每年都會有很多人
[00:14:01.440 --> 00:14:03.440]  送鞋子給我們
[00:14:03.440 --> 00:14:07.440]  但是得蘭修女就會選擇最好的鞋子
[00:14:07.440 --> 00:14:09.440]  給其他的姐妹穿
[00:14:09.440 --> 00:14:14.440]  她自己就會穿那些不合尺寸又壞了的鞋子
[00:14:14.440 --> 00:14:19.440]  所以長此以往慢慢她的腳就變形了
[00:14:19.440 --> 00:14:23.440]  雖然得蘭修女是一個天主教徒
[00:14:23.440 --> 00:14:25.440]  但是我們都很需要學習她
[00:14:25.440 --> 00:14:29.440]  輕看自己是求別人的益處
[00:14:29.440 --> 00:14:33.440]  在《菲律比書》的二章一至三節
[00:14:33.440 --> 00:14:38.440]  保羅說如果我們在基督裏面是有鼓勵
[00:14:38.440 --> 00:14:41.440]  如果我們在愛裏面是得到安慰
[00:14:41.440 --> 00:14:45.440]  如果我們在聖靈裏面是和聖靈有交通
[00:14:45.440 --> 00:14:49.440]  如果我們是有慈悲憐憫的心
[00:14:49.440 --> 00:14:52.440]  和大卿姐妹的意念是相同
[00:14:52.440 --> 00:14:55.440]  如果我們在主內有喜樂的話
[00:14:55.440 --> 00:14:57.440]  就應該怎樣?
[00:14:57.440 --> 00:15:00.440]  應該凡事全心謙卑
[00:15:00.440 --> 00:15:03.440]  看別人比自己強
[00:15:03.440 --> 00:15:07.440]  保羅給了我們很多謙卑的例子
[00:15:07.440 --> 00:15:11.440]  帶我們進入第三點
[00:15:11.440 --> 00:15:15.440]  所以我們見到第一點我們說的是為人設想
[00:15:15.440 --> 00:15:18.440]  第二點的是要輕看自己
[00:15:18.440 --> 00:15:21.440]  第三點是要學習耶穌基督
[00:15:21.440 --> 00:15:24.440]  在羅馬書的十五章第三節
[00:15:24.440 --> 00:15:27.440]  說因為基督也不求自己的喜悅
[00:15:27.440 --> 00:15:29.440]  如經上所記
[00:15:29.440 --> 00:15:33.440]  辱罵你人的辱罵都落在我的身上
[00:15:33.440 --> 00:15:38.440]  這節的經文是引用詩篇的69篇第九節
[00:15:38.440 --> 00:15:42.440]  我們遲些會回來看詩篇的69篇
[00:15:42.440 --> 00:15:45.440]  但我們見到就是告訴我們
[00:15:45.440 --> 00:15:49.440]  耶穌基督是為了要討神的喜悅
[00:15:49.440 --> 00:15:53.440]  情願是承受辱罵
[00:15:53.440 --> 00:15:57.440]  在肥納比書的二章五至八節
[00:15:57.440 --> 00:16:00.440]  我們見到我們很熟悉的經文
[00:16:00.440 --> 00:16:04.440]  保羅說耶穌基督與神同等而不強奪
[00:16:04.440 --> 00:16:07.440]  他是全心謙卑
[00:16:07.440 --> 00:16:10.440]  他是願意成為人來到世上
[00:16:10.440 --> 00:16:13.440]  甚至願意為我們釘十字架
[00:16:13.440 --> 00:16:16.440]  所以我們做基督徒
[00:16:16.440 --> 00:16:19.440]  如果我們以基督的心為心
[00:16:19.440 --> 00:16:23.440]  我們應該是為他人設想
[00:16:23.440 --> 00:16:26.440]  我們應該是要輕看自己
[00:16:26.440 --> 00:16:31.440]  我們也應該學習基督的樣式
[00:16:31.440 --> 00:16:33.440]  我們其實要注意的
[00:16:33.440 --> 00:16:36.440]  我們基督徒是要學習耶穌基督
[00:16:36.440 --> 00:16:39.440]  我們不是要別人學我們
[00:16:39.440 --> 00:16:42.440]  我們有很多自由做很多事
[00:16:42.440 --> 00:16:44.440]  不是因為我們有自由
[00:16:44.440 --> 00:16:47.440]  信心軟弱的我們要學習
[00:16:47.440 --> 00:16:51.440]  我們要學習一樣堅固的信心
[00:16:51.440 --> 00:16:53.440]  堅強的信心
[00:16:53.440 --> 00:16:55.440]  這不是這樣說
[00:16:55.440 --> 00:16:57.440]  我們應該學習耶穌基督
[00:16:57.440 --> 00:17:00.440]  不是學習我們自己
[00:17:00.440 --> 00:17:03.440]  在約翰福音的四章三十四節
[00:17:03.440 --> 00:17:09.440]  耶穌說:我的食物是進行猜我來者的旨意
[00:17:09.440 --> 00:17:12.440]  作成他的功
[00:17:12.440 --> 00:17:16.440]  耶穌基督說:我有食物是你們所不知道的
[00:17:16.440 --> 00:17:19.440]  這不是說真正的食物
[00:17:19.440 --> 00:17:22.440]  這說的食物是神的事功
[00:17:22.440 --> 00:17:25.440]  因為在《生命記》裡告訴我們
[00:17:25.440 --> 00:17:27.440]  人活著不是單靠食物
[00:17:27.440 --> 00:17:31.440]  乃是靠神口裡所出的一切話
[00:17:31.440 --> 00:17:35.440]  當我們是遵循神的話語
[00:17:35.440 --> 00:17:37.440]  當我們走在他的旨意裡
[00:17:37.440 --> 00:17:42.440]  就等於我們有從神而來的食物
[00:17:42.440 --> 00:17:46.440]  我們一起看看耶穌基督有多服從神
[00:17:46.440 --> 00:17:48.440]  遵循神的旨意
[00:17:48.440 --> 00:17:50.440]  在約翰福音的五章三十節
[00:17:50.440 --> 00:17:53.440]  耶穌說:我不求自己的意思
[00:17:53.440 --> 00:17:57.440]  只求那猜我來者的意思
[00:17:57.440 --> 00:18:00.440]  在約翰福音的六章三十八節
[00:18:00.440 --> 00:18:03.440]  耶穌說:因為我從天上降下來
[00:18:03.440 --> 00:18:06.440]  不是要按自己的意思行
[00:18:06.440 --> 00:18:11.440]  而是要照那猜我來者的意思行
[00:18:11.440 --> 00:18:15.440]  在約翰福音的八章二十八至二十九節
[00:18:15.440 --> 00:18:19.440]  耶穌說:我沒有一件事是憑著自己做的
[00:18:19.440 --> 00:18:24.440]  我說這些話 而是要照父所教訓我的
[00:18:24.440 --> 00:18:29.440]  因為我常作他所喜悅的事
[00:18:29.440 --> 00:18:33.440]  耶穌基督說:他不是做他自己喜悅的事
[00:18:33.440 --> 00:18:36.440]  他是尋求父的喜悅
[00:18:36.440 --> 00:18:39.440]  在約翰福音的十四章三十一節
[00:18:39.440 --> 00:18:42.440]  耶穌又說:但要叫世人知道我愛父
[00:18:42.440 --> 00:18:46.440]  並且父怎樣吩咐我 我就怎樣行
[00:18:46.440 --> 00:18:51.440]  有沒有看到耶穌基督是多麼服從他的父
[00:18:51.440 --> 00:18:54.440]  在約翰福音的十七章四節
[00:18:54.440 --> 00:18:58.440]  耶穌基督又說:我在地上已經榮耀你
[00:18:58.440 --> 00:19:02.440]  你所託父我的事 我已經成全了
[00:19:02.440 --> 00:19:07.440]  耶穌基督說:他在世上不是求他自己的榮耀
[00:19:07.440 --> 00:19:09.440]  不是求他自己的喜悅
[00:19:09.440 --> 00:19:13.440]  他是求父的喜悅 求父的榮耀
[00:19:13.440 --> 00:19:17.440]  當耶穌基督到達赫西馬利園來討告
[00:19:17.440 --> 00:19:19.440]  他有很大的掙扎
[00:19:19.440 --> 00:19:23.440]  他在《樹與路》加福音的二十二章四十四節
[00:19:23.440 --> 00:19:29.440]  經文說:耶穌極其傷痛 懇切地討告
[00:19:29.440 --> 00:19:35.440]  求神的父輩可否不接受這個父輩
[00:19:35.440 --> 00:19:41.440]  他的漢豬好像血一樣一滴一滴滴在地上高
[00:19:41.440 --> 00:19:45.440]  但最後他討告完 父怎樣說呢
[00:19:45.440 --> 00:19:49.440]  他跟神說:不要成就我的意思
[00:19:49.440 --> 00:19:51.440]  只要成就你的意思
[00:19:51.440 --> 00:19:55.440]  而在《樹與路》加福音的十章十八節
[00:19:55.440 --> 00:20:00.440]  耶穌基督說:沒有人奪我的命去 是我自己捨的
[00:20:00.440 --> 00:20:04.440]  我有權並捨了 也有權並取回來
[00:20:04.440 --> 00:20:08.440]  這是我從我父所受的命令
[00:20:08.440 --> 00:20:11.440]  耶穌基督說:我願意服從神的旨意
[00:20:11.440 --> 00:20:14.440]  甚至是放下我自己的生命
[00:20:14.440 --> 00:20:17.440]  我不求自己的喜悅 我求父的喜悅
[00:20:17.440 --> 00:20:21.440]  我們見到耶穌基督真的很服從神
[00:20:21.440 --> 00:20:25.440]  我們應該學習耶穌基督服從神
[00:20:25.440 --> 00:20:27.440]  我剛才也說過
[00:20:27.440 --> 00:20:31.440]  在《樹與路》的十五章第三節
[00:20:31.440 --> 00:20:35.440]  保羅說:你的肉麻都落在我身上
[00:20:35.440 --> 00:20:42.440]  這節的經文我剛才說是出自C篇的69篇第九節
[00:20:42.440 --> 00:20:47.440]  其實全篇的C篇69篇都是有關彌賽亞的預言
[00:20:47.440 --> 00:20:50.440]  是有關耶穌基督的預言
[00:20:50.440 --> 00:20:53.440]  在69篇的八節
[00:20:53.440 --> 00:20:56.440]  經文說:我的弟兄輕看我為外路人
[00:20:56.440 --> 00:21:00.440]  我的同胞看我為外邦人
[00:21:00.440 --> 00:21:05.440]  這節的經文我們見到就是應驗了
[00:21:05.440 --> 00:21:08.440]  《約翰福音》的一章十節
