
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹 各位親友 平安
[00:04:08.000 --> 00:04:15.000]  天國的來到是必然的 天國來到好像人衰老是必然的
[00:04:15.000 --> 00:04:19.000]  在座的男士女士 我想沒什麼人喜歡衰老的
[00:04:19.000 --> 00:04:22.000]  但你不喜歡衰老 不表示不會衰老
[00:04:22.000 --> 00:04:28.000]  天國必定會到 年紀必定會大 年紀必定會大
[00:04:28.000 --> 00:04:33.000]  無論今天的科技有多進步 人仍然是會衰老的
[00:04:33.000 --> 00:04:37.000]  我以前一路都是27歲左右就開始出來教會服事
[00:04:37.000 --> 00:04:42.000]  又會跑中國 中國人有一個很好的傳統就是勁老
[00:04:42.000 --> 00:04:46.000]  所以告訴大家 我年輕的時候很恨老
[00:04:46.000 --> 00:04:49.000]  經常照鏡頭 為什麼還沒老呢
[00:04:49.000 --> 00:04:53.000]  太年輕說話好像不夠份量
[00:04:53.000 --> 00:04:57.000]  又不可以化妝到自己老 硬要染白頭髮
[00:04:57.000 --> 00:05:02.000]  問你幾歲 27歲 好像沒什麼人生經驗
[00:05:02.000 --> 00:05:08.000]  我當時跟太太說 我真的很想老 我想快點登陸
[00:05:08.000 --> 00:05:12.000]  登陸之後就有人聽我說話 我很希望這樣
[00:05:12.000 --> 00:05:14.000]  經常跟她提 跟她提 跟她提
[00:05:14.000 --> 00:05:19.000]  太太有一次聽我說得多就很煩 她說你放心 你老眼的
[00:05:19.000 --> 00:05:22.000]  你一定會登陸 沒一個人不會登陸 你早晚都會登陸
[00:05:22.000 --> 00:05:26.000]  當然你要到那個年歲 一定一定會登陸
[00:05:26.000 --> 00:05:31.000]  所以我們明白這件事是必定會發生 人會老 天國會到是一定的
[00:05:31.000 --> 00:05:35.000]  而且是怎樣 一天比一天近
[00:05:35.000 --> 00:05:39.000]  有人說人一定會老 我相信 天國一定會到
[00:05:39.000 --> 00:05:43.000]  我就有些疑問 你會問你怎麼知道天國會到呢
[00:05:43.000 --> 00:05:46.000]  正如我以前跟人傳福音 跟他說將來你信耶穌
[00:05:46.000 --> 00:05:51.000]  將來可以跟我一起去天堂 有時朋友就很該死的問你
[00:05:51.000 --> 00:05:54.000]  William你去過沒有 我說沒有
[00:05:54.000 --> 00:05:58.000]  你沒去過你怎麼知道有天堂 是有的
[00:05:58.000 --> 00:06:02.000]  我還沒去真的不知道 當時被他壓著我都不知道怎麼回答
[00:06:02.000 --> 00:06:05.000]  當時我突然很有趣 沒話說就問一些問題
[00:06:05.000 --> 00:06:09.000]  如果人死了不去天堂去哪 人死如燈滅
[00:06:09.000 --> 00:06:12.000]  我又很快問他 你怎麼知道
[00:06:12.000 --> 00:06:17.000]  因為你還沒滅 你滅了就沒話說 你又不知道
[00:06:17.000 --> 00:06:20.000]  我怎麼知道會有天國 天國為什麼會來呢
[00:06:20.000 --> 00:06:23.000]  我怎麼知道一定會到 要預備
[00:06:23.000 --> 00:06:25.000]  不是你自己想就會發生
[00:06:25.000 --> 00:06:29.000]  要有證據證實才可以去預備
[00:06:29.000 --> 00:06:31.000]  你考試看看考試時間表
[00:06:31.000 --> 00:06:34.000]  對不對 我想過的
[00:06:34.000 --> 00:06:38.000]  第一件事我們要知道 天國要來是耶穌自己說的
[00:06:38.000 --> 00:06:40.000]  路加福音22:18說什麼呢
[00:06:40.000 --> 00:06:44.000]  他和門徒有個最後晚餐 有些人都知道最後晚餐
[00:06:44.000 --> 00:06:48.000]  他說我不會再跟你吃這個晚餐 直至到神的國來到
[00:06:48.000 --> 00:06:52.000]  意思是一天會來的 還沒到 我去了之後我會再回來
[00:06:52.000 --> 00:06:56.000]  馬拉松25:31 耶穌說到他將來會回來
[00:06:56.000 --> 00:07:00.000]  當人子在榮耀裡 會從眾天使降臨
[00:07:00.000 --> 00:07:04.000]  會坐在榮耀的寶座上 這叫天國的降臨
[00:07:04.000 --> 00:07:07.000]  你記住這兩句話都是耶穌說的
[00:07:07.000 --> 00:07:10.000]  如果耶穌說而這件事是假的 或者不會發生的話
[00:07:10.000 --> 00:07:12.000]  有幾個可能 有兩個可能性
[00:07:12.000 --> 00:07:15.000]  第一 其實耶穌不知道他在說什麼
[00:07:15.000 --> 00:07:18.000]  不知道他在說什麼 他可能是瘋瘋癲癲的
[00:07:18.000 --> 00:07:23.000]  有很多幻覺 所以他說我將來會坐在天上的雲回來
[00:07:23.000 --> 00:07:26.000]  要麼是他瘋的 要麼是假的
[00:07:26.000 --> 00:07:28.000]  他只是想騙人 騙一些東西
[00:07:28.000 --> 00:07:31.000]  第三個可能性是他是真的
[00:07:31.000 --> 00:07:34.000]  如果他是瘋的 亂說話我們當他瘋子
[00:07:34.000 --> 00:07:36.000]  如果是假的我們當他騙子
[00:07:36.000 --> 00:07:40.000]  如果是真的你要記住他是神的兒子
[00:07:40.000 --> 00:07:45.000]  瘋的他亂說 假的我們會問他為什麼要騙我們
[00:07:45.000 --> 00:07:49.000]  不信的人 雖然他不信耶穌 但他對耶穌的生平
[00:07:49.000 --> 00:07:52.000]  如果你讀過他的生平 很多人都很尊敬
[00:07:52.000 --> 00:07:54.000]  很尊敬這個人
[00:07:54.000 --> 00:07:57.000]  他所說的道德標準 處事為人
[00:07:57.000 --> 00:07:59.000]  很多人都很敬重
[00:07:59.000 --> 00:08:06.000]  所以從他所言所行 看到耶穌不是一個非理性的人
[00:08:06.000 --> 00:08:08.000]  不是一個不合理的人
[00:08:08.000 --> 00:08:10.000]  甚至是一個很高尚品格的人
[00:08:10.000 --> 00:08:12.000]  所以他不可能是亂說話
[00:08:12.000 --> 00:08:15.000]  他更加不會騙人
[00:08:15.000 --> 00:08:18.000]  騙人會騙到自己都死了
[00:08:18.000 --> 00:08:21.000]  我騙你 我騙你 我給你一萬元
[00:08:21.000 --> 00:08:23.000]  我騙你 我給你一萬元
[00:08:23.000 --> 00:08:26.000]  我們英文叫不合理
[00:08:26.000 --> 00:08:28.000]  不合理的這件事
[00:08:28.000 --> 00:08:30.000]  騙人當然對自己有好處
[00:08:30.000 --> 00:08:32.000]  他騙人做什麼呢
[00:08:32.000 --> 00:08:35.000]  如果他又不是亂說話 又不是騙我們什麼
[00:08:35.000 --> 00:08:38.000]  那只可能是他說的話真的會這樣發生
[00:08:38.000 --> 00:08:40.000]  真的會這樣發生
[00:08:40.000 --> 00:08:44.000]  耶穌不只是口說 口說無憑
[00:08:44.000 --> 00:08:48.000]  他還因他所行的事告訴我們
[00:08:48.000 --> 00:08:50.000]  他真是神的兒子
[00:08:50.000 --> 00:08:52.000]  約翰福音20章告訴我們
[00:08:52.000 --> 00:08:54.000]  耶穌行了很多神蹟
[00:08:54.000 --> 00:08:56.000]  這些神蹟的記載告訴我們
[00:08:56.000 --> 00:08:58.000]  你要信耶穌是基督 是神的兒子
[00:08:58.000 --> 00:09:01.000]  因為信他有生命
[00:09:01.000 --> 00:09:04.000]  有時我會想 為什麼耶穌行那麼多神蹟呢
[00:09:04.000 --> 00:09:07.000]  因為祂行那麼多神蹟 比別人更難阻止
[00:09:07.000 --> 00:09:10.000]  有些朋友跟我說 威廉 你想我信耶穌
[00:09:10.000 --> 00:09:12.000]  我信不到 為什麼我看聖經的神蹟
[00:09:12.000 --> 00:09:15.000]  根本不合邏輯 不合科學 不合理性
[00:09:15.000 --> 00:09:18.000]  怎麼可能在水面上行走呢
[00:09:18.000 --> 00:09:21.000]  我聽說有輕功叫水上飄
[00:09:21.000 --> 00:09:23.000]  但不是這樣的
[00:09:23.000 --> 00:09:25.000]  怎麼能夠五餅而慰飽五千人呢
[00:09:25.000 --> 00:09:27.000]  這些是不合邏輯的東西
[00:09:27.000 --> 00:09:30.000]  有個人去教會問一個牧師
[00:09:30.000 --> 00:09:32.000]  如果你能夠將這些東西拿走
[00:09:32.000 --> 00:09:35.000]  我就覺得這個信仰合情合理
[00:09:35.000 --> 00:09:38.000]  牧師問這些是不是不合情合理
[00:09:38.000 --> 00:09:41.000]  他說是 神蹟是不合情合理
[00:09:41.000 --> 00:09:45.000]  牧師問 合情合理的會不會叫神蹟呢
[00:09:45.000 --> 00:09:47.000]  你明白我的意思嗎
[00:09:47.000 --> 00:09:50.000]  不合理才叫神蹟 合理哪有神蹟呢
[00:09:50.000 --> 00:09:52.000]  我表演一個神蹟給你看
[00:09:52.000 --> 00:09:54.000]  看著我的腳
[00:09:54.000 --> 00:09:56.000]  哇 神蹟啊
[00:09:56.000 --> 00:09:58.000]  牠會走路
[00:09:58.000 --> 00:10:01.000]  但如果我能夠越走越上呢
[00:10:01.000 --> 00:10:03.000]  這個就是神蹟了
[00:10:03.000 --> 00:10:05.000]  對不對啊
[00:10:05.000 --> 00:10:07.000]  我看了一個節目叫做Believe it or not
[00:10:07.000 --> 00:10:09.000]  他拍了一個人喝牛奶
[00:10:09.000 --> 00:10:11.000]  喝了牛奶在嘴裡
[00:10:11.000 --> 00:10:13.000]  他沒有喝下去
[00:10:13.000 --> 00:10:16.000]  他捏著鼻子 牛奶從眼角飄出來
[00:10:16.000 --> 00:10:18.000]  哇 那個看起來很難看
[00:10:18.000 --> 00:10:20.000]  哇 哇 接著他就說
[00:10:20.000 --> 00:10:22.000]  Believe it or not
[00:10:22.000 --> 00:10:25.000]  這些才是 如果合情合理怎麼叫神蹟呢
[00:10:25.000 --> 00:10:27.000]  為什麼有神蹟呢
[00:10:27.000 --> 00:10:29.000]  神希望透過神蹟告訴你
[00:10:29.000 --> 00:10:31.000]  耶穌不是凡人 不是常人
[00:10:31.000 --> 00:10:33.000]  是神的儀式
[00:10:33.000 --> 00:10:35.000]  他說的話是有可能發生的
[00:10:35.000 --> 00:10:37.000]  是可以發生的 是會發生的
[00:10:37.000 --> 00:10:39.000]  是必然發生的
[00:10:39.000 --> 00:10:41.000]  我隨便說說 我沒有什麼憑據
[00:10:41.000 --> 00:10:43.000]  但他用神蹟證明這件事是會發生的
[00:10:43.000 --> 00:10:45.000]  難以相信的事
[00:10:45.000 --> 00:10:47.000]  是幫你去相信
[00:10:47.000 --> 00:10:49.000]  你需要相信的事
[00:10:49.000 --> 00:10:51.000]  難以接受的事
[00:10:51.000 --> 00:10:53.000]  是幫你去接受
[00:10:53.000 --> 00:10:55.000]  你需要接受的事
[00:10:55.000 --> 00:10:57.000]  耶穌行任了神蹟的目的
[00:10:57.000 --> 00:10:59.000]  不是說叫你不能夠接受
[00:10:59.000 --> 00:11:01.000]  而是叫你去相信和接受
[00:11:01.000 --> 00:11:03.000]  有時我想想
[00:11:03.000 --> 00:11:05.000]  早期二百多年前
[00:11:05.000 --> 00:11:07.000]  孫教士來到中國傳福音
[00:11:07.000 --> 00:11:09.000]  這班人都是大學生
[00:11:09.000 --> 00:11:11.000]  很有前途 很有知識
[00:11:11.000 --> 00:11:13.000]  很多人不明白
[00:11:13.000 --> 00:11:15.000]  如果你說這些天國近了是荒唐的事
[00:11:15.000 --> 00:11:17.000]  你不會明白
[00:11:17.000 --> 00:11:19.000]  為什麼這些這麼有學問的人
[00:11:19.000 --> 00:11:21.000]  他們會把生命奉獻 貢獻給中國
[00:11:21.000 --> 00:11:23.000]  你想不通
[00:11:23.000 --> 00:11:25.000]  因為這班人不是無理性的
[00:11:25.000 --> 00:11:27.000]  這班人不是求財的
[00:11:27.000 --> 00:11:29.000]  為什麼要這樣做
[00:11:29.000 --> 00:11:31.000]  因為天國近了是會發生的事
[00:11:31.000 --> 00:11:33.000]  我在自己辦公室有張海報
[00:11:33.000 --> 00:11:35.000]  是講中國的義和團之亂
[00:11:35.000 --> 00:11:37.000]  是講中國的義和團之亂
[00:11:37.000 --> 00:11:39.000]  死了很多孫教士
[00:11:39.000 --> 00:11:41.000]  有些人以為死了那麼多孫教士
[00:11:41.000 --> 00:11:43.000]  沒有人會來的
[00:11:43.000 --> 00:11:45.000]  但另一批又湧來中國
[00:11:45.000 --> 00:11:47.000]  為什麼要這樣做
[00:11:47.000 --> 00:11:49.000]  因為他們相信這是真的
[00:11:49.000 --> 00:11:51.000]  不是假的 是真的會發生的
[00:11:51.000 --> 00:11:53.000]  真的會發生的
[00:11:53.000 --> 00:11:55.000]  所以當我們看的時候
[00:11:55.000 --> 00:11:57.000]  在天國近了的時候
[00:11:57.000 --> 00:11:59.000]  我們需要預備
[00:11:59.000 --> 00:12:01.000]  除了主公的宣告 還有客官的根據
[00:12:01.000 --> 00:12:03.000]  聖經裡面有很多很多的寓言
[00:12:03.000 --> 00:12:05.000]  寓言就是講一些未發生
[00:12:05.000 --> 00:12:07.000]  但我寫下了將會發生的事
[00:12:07.000 --> 00:12:09.000]  聖經寓言相當之多
[00:12:09.000 --> 00:12:11.000]  天國近了
[00:12:11.000 --> 00:12:13.000]  天國會來
[00:12:13.000 --> 00:12:15.000]  是其中一類的寓言
[00:12:15.000 --> 00:12:17.000]  是未應驗 但會應驗的
[00:12:17.000 --> 00:12:19.000]  過去這麼多寓言
[00:12:19.000 --> 00:12:21.000]  應驗了的寓言就是告訴你
[00:12:21.000 --> 00:12:23.000]  應驗了的告訴你
[00:12:23.000 --> 00:12:25.000]  我自己在讀大學的時候
[00:12:25.000 --> 00:12:27.000]  讀了一科
[00:12:27.000 --> 00:12:29.000]  哲學科
[00:12:29.000 --> 00:12:31.000]  我讀哲學科
[00:12:31.000 --> 00:12:33.000]  看的書都是和哲學有關
[00:12:33.000 --> 00:12:35.000]  有本書叫Philosophy of Natural Science
[00:12:35.000 --> 00:12:37.000]  Philosophy of Natural Science
[00:12:37.000 --> 00:12:39.000]  他說科學的研究是由過去
[00:12:39.000 --> 00:12:41.000]  到未來 由已經發生
[00:12:41.000 --> 00:12:43.000]  推展到未發生
[00:12:43.000 --> 00:12:45.000]  有很多這些理論出現
[00:12:45.000 --> 00:12:47.000]  其中有一句說話
[00:12:47.000 --> 00:12:49.000]  他說 Sodium 即是鈉
[00:12:49.000 --> 00:12:51.000]  放在火裡會有黃色的火焰
[00:12:51.000 --> 00:12:53.000]  放在火裡會有黃色的火焰
[00:12:53.000 --> 00:12:55.000]  如果這東西是Sodium 是鈉的話
[00:12:55.000 --> 00:12:57.000]  放在火裡
[00:12:57.000 --> 00:12:59.000]  會有什麼火焰
[00:12:59.000 --> 00:13:03.000]  不是答不到
[00:13:03.000 --> 00:13:05.000]  是黃色
[00:13:05.000 --> 00:13:07.000]  對不起我問得太膚淺
[00:13:07.000 --> 00:13:09.000]  這些是推理
[00:13:09.000 --> 00:13:11.000]  如果是Sodium 放在火裡
[00:13:11.000 --> 00:13:13.000]  會有黃色火焰
[00:13:13.000 --> 00:13:15.000]  如果是的話 放在火裡就有黃色火焰
[00:13:15.000 --> 00:13:17.000]  這些寓言 神所說的寓言
[00:13:17.000 --> 00:13:19.000]  都應驗了
[00:13:19.000 --> 00:13:21.000]  這些寓言是神所說的
[00:13:21.000 --> 00:13:23.000]  所以他所說的寓言是會應驗的
[00:13:23.000 --> 00:13:25.000]  明白我的意思嗎
[00:13:25.000 --> 00:13:27.000]  有本書叫Encyclopedia of Biblical Prophecy
[00:13:27.000 --> 00:13:29.000]  聖經寓言的百科傳說
[00:13:29.000 --> 00:13:31.000]  他算一算
[00:13:31.000 --> 00:13:33.000]  舊約寓言有1239個
[00:13:33.000 --> 00:13:35.000]  新約有578個
[00:13:35.000 --> 00:13:37.000]  總共1817個
[00:13:37.000 --> 00:13:39.000]  總共1817個
[00:13:39.000 --> 00:13:41.000]  而這些寓言當中
[00:13:41.000 --> 00:13:43.000]  我可以告訴你
[00:13:43.000 --> 00:13:45.000]  所有寓言都應驗了
[00:13:45.000 --> 00:13:47.000]  除了耶穌回來的寓言還沒有應驗
[00:13:47.000 --> 00:13:49.000]  我們的寓言
[00:13:49.000 --> 00:13:51.000]  和看相不同
[00:13:51.000 --> 00:13:53.000]  看相的時候 縱小小都已經很開心
[00:13:53.000 --> 00:13:55.000]  我以前在新田地
[00:13:55.000 --> 00:13:57.000]  被人看過相
[00:13:57.000 --> 00:13:59.000]  你知無端走過
[00:13:59.000 --> 00:14:01.000]  十多歲被他抓了 我坐下
[00:14:01.000 --> 00:14:03.000]  其實是找我做妹
[00:14:03.000 --> 00:14:05.000]  我又說得很大聲
[00:14:05.000 --> 00:14:07.000]  他看到我這裡
[00:14:07.000 --> 00:14:09.000]  有個字
[00:14:09.000 --> 00:14:11.000]  大事就不成了
[00:14:11.000 --> 00:14:13.000]  不過都有一點點成就
[00:14:13.000 --> 00:14:15.000]  周圍的人在看
[00:14:15.000 --> 00:14:17.000]  這個人成事不足
[00:14:17.000 --> 00:14:19.000]  很多這些看相一點
[00:14:19.000 --> 00:14:21.000]  如果他講十樣東西
[00:14:21.000 --> 00:14:23.000]  中一樣都很好的
[00:14:23.000 --> 00:14:25.000]  現代寓言家
[00:14:25.000 --> 00:14:27.000]  Modern prophets
[00:14:27.000 --> 00:14:29.000]  他有時講很多寓言
[00:14:29.000 --> 00:14:31.000]  很多寓言講
[00:14:31.000 --> 00:14:33.000]  將來的芭比會是男性
[00:14:33.000 --> 00:14:35.000]  很多寓言 如果應驗了幾個
[00:14:35.000 --> 00:14:37.000]  那些人都發達
[00:14:37.000 --> 00:14:39.000]  聖經寓言不同
[00:14:39.000 --> 00:14:41.000]  全部都應驗了
[00:14:41.000 --> 00:14:43.000]  現在除了一種還沒有應驗
[00:14:43.000 --> 00:14:45.000]  關於國家個人地方城市
[00:14:45.000 --> 00:14:47.000]  全部都應驗了
[00:14:47.000 --> 00:14:49.000]  你去考古學體去研究歷史
[00:14:49.000 --> 00:14:51.000]  你會看到真是
[00:14:51.000 --> 00:14:53.000]  聖經所講的全部都應驗了
[00:14:53.000 --> 00:14:55.000]  表示什麼
[00:14:55.000 --> 00:14:57.000]  表示耶穌說要回來的寓言都會應驗
[00:14:57.000 --> 00:14:59.000]  都會應驗
[00:14:59.000 --> 00:15:01.000]  所有寓言應驗了
[00:15:01.000 --> 00:15:05.000]  應驗的是指向要應驗的
[00:15:05.000 --> 00:15:07.000]  有一位或然律師傅
[00:15:07.000 --> 00:15:09.000]  叫Pascal
[00:15:09.000 --> 00:15:11.000]  他寫了一本書叫Bernice
[00:15:11.000 --> 00:15:13.000]  路易十四問他的問題
[00:15:13.000 --> 00:15:15.000]  有什麼可以證明
[00:15:15.000 --> 00:15:17.000]  超自然的事呢
[00:15:17.000 --> 00:15:19.000]  Pascal有一句說話
[00:15:19.000 --> 00:15:21.000]  為什麼你問這個問題呢
[00:15:21.000 --> 00:15:23.000]  他說猶太人
[00:15:23.000 --> 00:15:25.000]  他說你看猶太人就知道
[00:15:25.000 --> 00:15:27.000]  猶太人是個國家很特別
[00:15:27.000 --> 00:15:29.000]  不是很大的國家
[00:15:29.000 --> 00:15:31.000]  你去過以試你會知道
[00:15:31.000 --> 00:15:33.000]  真是很小的
[00:15:33.000 --> 00:15:35.000]  人口又不是很多
[00:15:35.000 --> 00:15:37.000]  但這麼多年聖經寓言的興亡
[00:15:37.000 --> 00:15:39.000]  就照著聖經寓言所講的應驗了
[00:15:39.000 --> 00:15:41.000]  現在不是說一個地方
[00:15:41.000 --> 00:15:43.000]  是一個國家
[00:15:43.000 --> 00:15:45.000]  中東局勢剛才祈禱也有說
[00:15:45.000 --> 00:15:47.000]  現在中國是非常緊張
[00:15:47.000 --> 00:15:49.000]  不只是這一格
[00:15:49.000 --> 00:15:51.000]  過去也有很多次緊張的時刻
[00:15:51.000 --> 00:15:53.000]  很多國家想滅以色列
[00:15:53.000 --> 00:15:55.000]  到今天滅不了
[00:15:55.000 --> 00:15:57.000]  聖經說什麼呢
[00:15:57.000 --> 00:15:59.000]  耶穌回來的時候仍然存在
[00:15:59.000 --> 00:16:01.000]  沒辦法滅的
[00:16:01.000 --> 00:16:03.000]  誰敢這麼大口氣說
[00:16:03.000 --> 00:16:05.000]  這個國家一定不會亡
[00:16:05.000 --> 00:16:07.000]  誰敢說這個國家會亡
[00:16:07.000 --> 00:16:09.000]  亡完之後又會復國
[00:16:09.000 --> 00:16:11.000]  復國之後又不會亡
[00:16:11.000 --> 00:16:13.000]  誰敢這麼說
[00:16:13.000 --> 00:16:15.000]  但聖經可以這麼說
[00:16:15.000 --> 00:16:17.000]  目的是告訴你
[00:16:17.000 --> 00:16:19.000]  所講的應驗會發生
[00:16:19.000 --> 00:16:21.000]  所以我嘗試告訴你一個很重要的訊息
[00:16:21.000 --> 00:16:23.000]  天國近了要悔改要順福音
[00:16:23.000 --> 00:16:25.000]  悔改要順福音
[00:16:25.000 --> 00:16:27.000]  第二就是近了
[00:16:27.000 --> 00:16:29.000]  不單天國會回來
[00:16:29.000 --> 00:16:31.000]  而且是近了
[00:16:31.000 --> 00:16:33.000]  近了
[00:16:33.000 --> 00:16:35.000]  剛才看馬克福音
[00:16:35.000 --> 00:16:37.000]  是2000年前說的
[00:16:37.000 --> 00:16:39.000]  等了2000年還沒來
[00:16:39.000 --> 00:16:41.000]  會不會來
[00:16:41.000 --> 00:16:43.000]  是不是真的會來
[00:16:43.000 --> 00:16:45.000]  又說回來
[00:16:45.000 --> 00:16:47.000]  遲到比沒到好
[00:16:47.000 --> 00:16:49.000]  對不對
[00:16:49.000 --> 00:16:51.000]  未到
[00:16:51.000 --> 00:16:53.000]  這個不是我們中國人說的
[00:16:53.000 --> 00:16:55.000]  未到不是不到
[00:16:55.000 --> 00:16:57.000]  遲到比沒到好
[00:16:57.000 --> 00:16:59.000]  未到不是不到
[00:16:59.000 --> 00:17:01.000]  人都會死的
[00:17:01.000 --> 00:17:03.000]  我還沒死
[00:17:03.000 --> 00:17:05.000]  不是表示你不會死
[00:17:05.000 --> 00:17:07.000]  你都會死
[00:17:07.000 --> 00:17:09.000]  不過你還沒死
[00:17:09.000 --> 00:17:11.000]  耶穌還沒回來
[00:17:11.000 --> 00:17:13.000]  還沒回來不是說不會回來
[00:17:13.000 --> 00:17:15.000]  世事很多都有可能性
[00:17:15.000 --> 00:17:17.000]  我曾經人生中做過兩次手術
[00:17:17.000 --> 00:17:19.000]  很小的手術
[00:17:19.000 --> 00:17:21.000]  那些醫生很緊張
[00:17:21.000 --> 00:17:23.000]  買保險
[00:17:23.000 --> 00:17:25.000]  拿著小的錄音機
[00:17:25.000 --> 00:17:27.000]  跟你說一大堆
[00:17:27.000 --> 00:17:29.000]  這個手術如果一萬人裡有一個
[00:17:29.000 --> 00:17:31.000]  就會這樣
[00:17:31.000 --> 00:17:33.000]  如果5000人裡有一個
[00:17:33.000 --> 00:17:35.000]  可能就會這樣
[00:17:35.000 --> 00:17:37.000]  做完之後可能會發炎可能會有發燒
