
[00:00:00.000 --> 00:00:05.000]  請我們再一次同心 同祈禱
[00:02:31.000 --> 00:02:34.000]  他不想最後一個兒子死於戰場之內
[00:02:34.000 --> 00:02:36.000]  所以他吩咐Captain Miller
[00:02:36.000 --> 00:02:40.000]  帶著七個中隊前往德國的前方
[00:02:40.000 --> 00:02:43.000]  將James Ryan帶離開
[00:02:43.000 --> 00:02:47.000]  於是Captain Miller帶著這七個人
[00:02:47.000 --> 00:02:52.000]  一路深入到前方
[00:02:52.000 --> 00:02:55.000]  在中途遇到德軍的縱服
[00:02:55.000 --> 00:02:57.000]  結果有兩個人死了
[00:02:57.000 --> 00:03:00.000]  終於他們去到前方
[00:03:00.000 --> 00:03:02.000]  找到這個散兵
[00:03:02.000 --> 00:03:04.000]  叫做James Ryan
[00:03:04.000 --> 00:03:08.000]  原來James Ryan當時
[00:03:08.000 --> 00:03:11.000]  是屬於506的中隊
[00:03:11.000 --> 00:03:15.000]  被派往前方阻止德軍的坦克進攻
[00:03:15.000 --> 00:03:18.000]  必要時要駕駛斷橋
[00:03:18.000 --> 00:03:20.000]  但很可惜
[00:03:20.000 --> 00:03:21.000]  話不敵眾
[00:03:21.000 --> 00:03:24.000]  德軍已經一步一步進逼
[00:03:24.000 --> 00:03:27.000]  而且他們已經死傷累累
[00:03:27.000 --> 00:03:31.000]  當時Captain Miller帶著五個人
[00:03:31.000 --> 00:03:33.000]  找到這個James Ryan
[00:03:33.000 --> 00:03:35.000]  對James Ryan說
[00:03:35.000 --> 00:03:36.000]  你不要打仗
[00:03:36.000 --> 00:03:38.000]  你跟我們走
[00:03:38.000 --> 00:03:39.000]  James Ryan說
[00:03:39.000 --> 00:03:41.000]  你說什麼
[00:03:41.000 --> 00:03:43.000]  你不要打仗
[00:03:43.000 --> 00:03:44.000]  走啊
[00:03:44.000 --> 00:03:49.000]  他說我不走
[00:03:49.000 --> 00:03:53.000]  這班兄弟和我打生打死
[00:03:53.000 --> 00:03:57.000]  現在是一個最緊張的關頭
[00:03:57.000 --> 00:04:00.000]  他們面臨就要全軍覆滅的時候
[00:04:00.000 --> 00:04:03.000]  叫我在這個時候離開我的兄弟走
[00:04:03.000 --> 00:04:04.000]  我做不到
[00:04:04.000 --> 00:04:08.000]  我良心不容許我這樣拋棄我的兄弟
[00:04:08.000 --> 00:04:10.000]  我不走
[00:04:10.000 --> 00:04:12.000]  當時Captain Miller一聽到的時候
[00:04:12.000 --> 00:04:14.000]  就發火
[00:04:14.000 --> 00:04:15.000]  什麼意思
[00:04:15.000 --> 00:04:18.000]  你知不知道為什麼我們要來
[00:04:18.000 --> 00:04:21.000]  我們是奉總主帥的命
[00:04:21.000 --> 00:04:23.000]  帶你離開這個戰場
[00:04:23.000 --> 00:04:25.000]  我們不是打仗不是打德軍
[00:04:25.000 --> 00:04:27.000]  我們是叫你離開這個戰場
[00:04:27.000 --> 00:04:29.000]  你知不知道我們來的時候
[00:04:29.000 --> 00:04:31.000]  我已經兩個手足死了
[00:04:31.000 --> 00:04:32.000]  是為了什麼
[00:04:32.000 --> 00:04:34.000]  是為了帶你離開這個戰場
[00:04:34.000 --> 00:04:35.000]  現在來到的時候
[00:04:35.000 --> 00:04:36.000]  你說不走
[00:04:36.000 --> 00:04:38.000]  你耍我嗎
[00:04:38.000 --> 00:04:40.000]  你是士兵來的
[00:04:40.000 --> 00:04:41.000]  現在總帥叫你走
[00:04:41.000 --> 00:04:43.000]  你就要走
[00:04:43.000 --> 00:04:44.000]  這個Ryan說
[00:04:44.000 --> 00:04:45.000]  我是不走
[00:04:45.000 --> 00:04:47.000]  你打死我都不走
[00:04:47.000 --> 00:04:49.000]  我不可以容許我的弟兄
[00:04:49.000 --> 00:04:50.000]  在戰場裡就這樣
[00:04:50.000 --> 00:04:52.000]  因為我脫離了走
[00:04:52.000 --> 00:04:54.000]  死我也要和他們一起死
[00:04:54.000 --> 00:04:56.000]  於是兩個人就爭論起來
[00:04:56.000 --> 00:04:58.000]  就在爭論期間
[00:04:58.000 --> 00:05:00.000]  前面那個哨兵就說
[00:05:00.000 --> 00:05:01.000]  不是了
[00:05:01.000 --> 00:05:02.000]  德軍
[00:05:02.000 --> 00:05:03.000]  一些Panzer
[00:05:03.000 --> 00:05:05.000]  Tiger的
[00:05:05.000 --> 00:05:06.000]  的坦克車
[00:05:06.000 --> 00:05:08.000]  現在已經打到我們這裡了
[00:05:08.000 --> 00:05:10.000]  於是他們不說那麼多了
[00:05:10.000 --> 00:05:11.000]  馬上就部署了
[00:05:11.000 --> 00:05:12.000]  但是Captain Miller
[00:05:12.000 --> 00:05:13.000]  你要拿回
[00:05:13.000 --> 00:05:15.000]  你的機關槍要拿回給我
[00:05:15.000 --> 00:05:16.000]  你不准
[00:05:16.000 --> 00:05:17.000]  你在我後面
[00:05:17.000 --> 00:05:18.000]  一路要在我後面
[00:05:18.000 --> 00:05:19.000]  因為我的命令
[00:05:19.000 --> 00:05:21.000]  我接到的命令就是要安全
[00:05:21.000 --> 00:05:23.000]  帶你離開這個戰場
[00:05:23.000 --> 00:05:26.000]  但是德軍已經攻到
[00:05:26.000 --> 00:05:29.000]  James Ryan很沒人
[00:05:30.000 --> 00:05:32.000]  我來到這裡
[00:05:32.000 --> 00:05:33.000]  槍不讓我打
[00:05:33.000 --> 00:05:35.000]  我是士兵
[00:05:35.000 --> 00:05:36.000]  我看到我的徒弟
[00:05:36.000 --> 00:05:38.000]  一個一個的倒下
[00:05:38.000 --> 00:05:40.000]  你怎麼可以不讓我打
[00:05:40.000 --> 00:05:42.000]  這場戲很不順
[00:05:42.000 --> 00:05:45.000]  但是那時候情勢很危急
[00:05:45.000 --> 00:05:48.000]  就是差不多
[00:05:48.000 --> 00:05:50.000]  一個一個倒下的時候
[00:05:50.000 --> 00:05:53.000]  忽然間天上看到有飛機
[00:05:53.000 --> 00:05:55.000]  他看清楚原來是美軍機
[00:05:55.000 --> 00:05:58.000]  美軍炸落飛機的時候
[00:05:58.000 --> 00:06:00.000]  阻止這些坦克進攻
[00:06:00.000 --> 00:06:02.000]  接著有降散下來
[00:06:02.000 --> 00:06:04.000]  援兵救到
[00:06:04.000 --> 00:06:06.000]  就在這個時候
[00:06:06.000 --> 00:06:09.000]  Captain Miller就中了一槍
[00:06:09.000 --> 00:06:11.000]  重傷
[00:06:11.000 --> 00:06:14.000]  Ryan就抱著他
[00:06:14.000 --> 00:06:16.000]  James Ryan
[00:06:16.000 --> 00:06:21.000]  就去呼吸最後一口氣的時候
[00:06:21.000 --> 00:06:24.000]  就跟Ryan說
[00:06:24.000 --> 00:06:26.000]  James
[00:06:27.000 --> 00:06:30.000]  你平平安安回家
[00:06:30.000 --> 00:06:33.000]  記住
[00:06:33.000 --> 00:06:35.000]  你要好好的
[00:06:35.000 --> 00:06:37.000]  過你以後的人生
[00:06:37.000 --> 00:06:39.000]  是活得精彩
[00:06:39.000 --> 00:06:41.000]  活得有意義
[00:06:41.000 --> 00:06:44.000]  死完之後
[00:06:44.000 --> 00:06:46.000]  講完這句話之後
[00:06:46.000 --> 00:06:48.000]  他就斷了氣
[00:06:48.000 --> 00:06:50.000]  死了
[00:06:50.000 --> 00:06:55.000]  這個電影結束的時候
[00:06:55.000 --> 00:06:58.000]  已經隔了三四十年
[00:06:58.000 --> 00:07:02.000]  James Ryan已經是一個白髮蒼蒼的老人
[00:07:02.000 --> 00:07:04.000]  他帶著他太太
[00:07:04.000 --> 00:07:06.000]  他的子女和孫子
[00:07:06.000 --> 00:07:09.000]  去到浪漫地的地方
[00:07:09.000 --> 00:07:12.000]  找到美軍的墳場
[00:07:12.000 --> 00:07:14.000]  找到一個墳墓
[00:07:14.000 --> 00:07:18.000]  叫Captain John Miller
[00:07:18.000 --> 00:07:20.000]  他望著墳墓
[00:07:20.000 --> 00:07:22.000]  發呆
[00:07:23.000 --> 00:07:25.000]  幾十年前打仗
[00:07:25.000 --> 00:07:27.000]  一幕一幕殘忍的鏡頭
[00:07:27.000 --> 00:07:31.000]  不住重現在他腦海裏
[00:07:31.000 --> 00:07:33.000]  但不住
[00:07:33.000 --> 00:07:37.000]  Captain Miller最後的一句話
[00:07:37.000 --> 00:07:39.000]  James
[00:07:39.000 --> 00:07:41.000]  你要好好回家
[00:07:41.000 --> 00:07:43.000]  活得有意義
[00:07:43.000 --> 00:07:45.000]  活得精彩
[00:07:45.000 --> 00:07:49.000]  他想到呆了的時候
[00:07:49.000 --> 00:07:51.000]  突然就轉面
[00:07:51.000 --> 00:07:53.000]  問他太太
[00:07:53.000 --> 00:07:55.000]  他說:太太
[00:07:55.000 --> 00:07:57.000]  我這幾十年
[00:07:57.000 --> 00:08:01.000]  是否活得有意思
[00:08:01.000 --> 00:08:03.000]  我是不是一個好人
[00:08:03.000 --> 00:08:05.000]  Am I a good man
[00:08:05.000 --> 00:08:07.000]  太太嚇了一跳
[00:08:07.000 --> 00:08:09.000]  不知說什麼
[00:08:09.000 --> 00:08:11.000]  最後就點頭
[00:08:11.000 --> 00:08:13.000]  拍他肩膀
[00:08:13.000 --> 00:08:15.000]  James
[00:08:15.000 --> 00:08:17.000]  You are a good man
[00:08:17.000 --> 00:08:19.000]  這齣電影就結束了
[00:08:19.000 --> 00:08:27.000]  Spilbert想告訴我們一個什麼訊息
[00:08:27.000 --> 00:08:31.000]  Spilbert想告訴我們一個訊息
[00:08:31.000 --> 00:08:33.000]  今天我們在人生裏
[00:08:33.000 --> 00:08:35.000]  有很多人
[00:08:35.000 --> 00:08:37.000]  都為我們犧牲了很多
[00:08:37.000 --> 00:08:39.000]  James Ryan
[00:08:39.000 --> 00:08:41.000]  為什麼他問這個問題
[00:08:41.000 --> 00:08:43.000]  太太我是不是一個好人
[00:08:43.000 --> 00:08:45.000]  我是不是活得有意義呢
[00:08:45.000 --> 00:08:47.000]  就因為
[00:08:47.000 --> 00:08:49.000]  這句話
[00:08:49.000 --> 00:08:53.000]  Captain Miller臨死前的這句話
[00:08:53.000 --> 00:08:57.000]  一直在他心裏存在了幾十年
[00:08:57.000 --> 00:08:59.000]  你好好回家活著
[00:08:59.000 --> 00:09:01.000]  活得精彩
[00:09:01.000 --> 00:09:03.000]  活得有意義
[00:09:03.000 --> 00:09:07.000]  Captain Miller為我死
[00:09:07.000 --> 00:09:09.000]  這個中隊的人為我死
[00:09:09.000 --> 00:09:15.000]  但我有沒有完成了他的願望
[00:09:15.000 --> 00:09:17.000]  在這幾十年
[00:09:17.000 --> 00:09:19.000]  我是不是渾渾噩噩過了
[00:09:19.000 --> 00:09:21.000]  又或者我好像Captain Miller說的
[00:09:21.000 --> 00:09:23.000]  我是活得有意義
[00:09:23.000 --> 00:09:27.000]  Spilbert想告訴我們每一個人的問題
[00:09:27.000 --> 00:09:29.000]  今天你和我
[00:09:29.000 --> 00:09:31.000]  我們都會問
[00:09:31.000 --> 00:09:33.000]  究竟我做人為了什麼
[00:09:33.000 --> 00:09:35.000]  人生是為了什麼鬥爭
[00:09:35.000 --> 00:09:37.000]  有這麼多人為我們犧牲
[00:09:37.000 --> 00:09:39.000]  包括你的父母
[00:09:39.000 --> 00:09:41.000]  更加包括我們的主約蘇
[00:09:41.000 --> 00:09:43.000]  我們會問一下
[00:09:43.000 --> 00:09:47.000]  我們一生是否過得精彩
[00:09:47.000 --> 00:09:49.000]  還是我們是糊糊塗塗
[00:09:49.000 --> 00:09:51.000]  混混漲漲過了我們一生
[00:09:51.000 --> 00:09:53.000]  到我們年老的時候
[00:09:53.000 --> 00:09:55.000]  我們會不會像James Ryan
[00:09:55.000 --> 00:09:57.000]  尼頭梅一幕一幕
[00:09:57.000 --> 00:09:59.000]  在我們人生裏面浮現出來的時候
[00:09:59.000 --> 00:10:03.000]  我們問一下我們一個問題
[00:10:03.000 --> 00:10:05.000]  這班人我們犧牲
[00:10:05.000 --> 00:10:07.000]  值得就不值得
[00:10:07.000 --> 00:10:09.000]  你有沒有想過這個問題
[00:10:09.000 --> 00:10:11.000]  尤其是我們基督徒
[00:10:11.000 --> 00:10:13.000]  我們更加要想一個問題
[00:10:13.000 --> 00:10:17.000]  就是耶穌基督為我們犧牲
[00:10:17.000 --> 00:10:19.000]  值不值得
[00:10:19.000 --> 00:10:21.000]  我看到一件事
[00:10:21.000 --> 00:10:25.000]  當一個人臨死的時候
[00:10:25.000 --> 00:10:27.000]  他說最後的一句話
[00:10:27.000 --> 00:10:29.000]  是很震撼性的
[00:10:29.000 --> 00:10:31.000]  Captain Miller
[00:10:31.000 --> 00:10:33.000]  快要死的時候
[00:10:33.000 --> 00:10:35.000]  對著James Ryan
[00:10:35.000 --> 00:10:37.000]  所說的這句話
[00:10:37.000 --> 00:10:39.000]  是前了他幾十年
[00:10:39.000 --> 00:10:41.000]  今天我們來看看
[00:10:41.000 --> 00:10:43.000]  耶穌基督臨死的時候
[00:10:43.000 --> 00:10:45.000]  有什麼話要和我們說
[00:10:45.000 --> 00:10:47.000]  首先我們所讀的這段聖經
[00:10:47.000 --> 00:10:51.000]  就是耶穌基督臨終之言
[00:10:51.000 --> 00:10:53.000]  聖經在這段聖經裏面
[00:10:53.000 --> 00:10:55.000]  有兩個很重要的主題
[00:10:55.000 --> 00:10:57.000]  第一個是時候的問題
[00:10:57.000 --> 00:10:59.000]  第七節說那天到了
[00:10:59.000 --> 00:11:01.000]  第十四節說時候到了
[00:11:01.000 --> 00:11:03.000]  當然這個時候是指什麼呢
[00:11:03.000 --> 00:11:05.000]  就是耶穌基督快要死了
[00:11:05.000 --> 00:11:07.000]  路加非常重視這個日子
[00:11:07.000 --> 00:11:09.000]  第二就是耶穌和門徒
[00:11:09.000 --> 00:11:11.000]  最後晚餐所說的話
[00:11:11.000 --> 00:11:13.000]  就是在臨終的時候所說的話
[00:11:13.000 --> 00:11:15.000]  我們現在教會每個月
[00:11:15.000 --> 00:11:17.000]  守聖餐
[00:11:17.000 --> 00:11:19.000]  上個星期我們守聖餐
[00:11:19.000 --> 00:11:21.000]  就是紀念耶穌和門徒
[00:11:21.000 --> 00:11:23.000]  守最後的晚餐
[00:11:23.000 --> 00:11:25.000]  究竟最後的晚餐
[00:11:25.000 --> 00:11:27.000]  是什麼意思呢
[00:11:27.000 --> 00:11:29.000]  今天我想和大家看看
[00:11:29.000 --> 00:11:31.000]  耶穌最後這一番說話
[00:11:31.000 --> 00:11:33.000]  是不是在你生命裏面
[00:11:33.000 --> 00:11:35.000]  有震撼性的作用呢
[00:11:35.000 --> 00:11:37.000]  首先我們讀讀
[00:11:37.000 --> 00:11:39.000]  哪一天到了
[00:11:39.000 --> 00:11:41.000]  七節至十三節
[00:11:41.000 --> 00:11:43.000]  隨交接
[00:11:43.000 --> 00:11:45.000]  須載如羽羊羔
[00:11:45.000 --> 00:11:47.000]  的哪一天到了
[00:11:47.000 --> 00:11:49.000]  耶穌打發彼得約翰說
[00:11:49.000 --> 00:11:51.000]  你們去為我們預備雨節的筵席
[00:11:51.000 --> 00:11:53.000]  好叫我們吃
[00:11:53.000 --> 00:11:55.000]  他們問他說
[00:11:55.000 --> 00:11:57.000]  要我們在哪裡預備呢
[00:11:57.000 --> 00:11:59.000]  耶穌說你們進了城
[00:11:59.000 --> 00:12:01.000]  必有人拿著一瓶水迎面而來
[00:12:01.000 --> 00:12:03.000]  你們就跟著他
[00:12:03.000 --> 00:12:05.000]  對那家主人說
[00:12:05.000 --> 00:12:07.000]  夫子的說客房在那裡
[00:12:07.000 --> 00:12:09.000]  我與門徒好在那裡
[00:12:09.000 --> 00:12:11.000]  是雨節的筵席
[00:12:11.000 --> 00:12:13.000]  他必指給你們擺設整齊的一間大樓
[00:12:13.000 --> 00:12:15.000]  你們就在那裡預備
[00:12:15.000 --> 00:12:17.000]  他們去了
[00:12:17.000 --> 00:12:19.000]  所預見的正如耶穌所說的
[00:12:19.000 --> 00:12:21.000]  他們預備了
[00:12:21.000 --> 00:12:23.000]  如雨節的筵席
[00:12:23.000 --> 00:12:25.000]  在這段經文裏有三個問題
[00:12:25.000 --> 00:12:27.000]  我們需要處理
[00:12:27.000 --> 00:12:29.000]  第一個是歷史的問題
[00:12:29.000 --> 00:12:31.000]  第二個是神的問題
[00:12:31.000 --> 00:12:33.000]  第三個是解經的問題
[00:12:33.000 --> 00:12:35.000]  三個問題都非常重要
[00:12:35.000 --> 00:12:37.000]  我們首先來看一看
[00:12:37.000 --> 00:12:39.000]  第一個是歷史的問題
[00:12:39.000 --> 00:12:41.000]  路加分23章54節
[00:12:41.000 --> 00:12:43.000]  哪日是預備日
[00:12:43.000 --> 00:12:45.000]  安息日快要到了
[00:12:45.000 --> 00:12:47.000]  猶太人的安息日是星期六
[00:12:47.000 --> 00:12:49.000]  星期六就是安息日
[00:12:49.000 --> 00:12:51.000]  預備日呢
[00:12:51.000 --> 00:12:53.000]  前一日就是星期五
[00:12:53.000 --> 00:12:55.000]  因為猶太人的安息日
[00:12:55.000 --> 00:12:57.000]  什麼都不可以做
[00:12:57.000 --> 00:12:59.000]  不可以做任何事
[00:12:59.000 --> 00:13:01.000]  所以在安息日前一日
[00:13:01.000 --> 00:13:03.000]  就要好好預備
[00:13:03.000 --> 00:13:05.000]  煮好菜
[00:13:05.000 --> 00:13:07.000]  煮好飯
[00:13:07.000 --> 00:13:09.000]  如果媽媽要餵奶
[00:13:09.000 --> 00:13:11.000]  就要煮好奶
[00:13:11.000 --> 00:13:13.000]  還有
[00:13:13.000 --> 00:13:15.000]  如果現在在冰箱
[00:13:15.000 --> 00:13:17.000]  就要把燈拔開
[00:13:17.000 --> 00:13:19.000]  因為開冰箱的時候
[00:13:19.000 --> 00:13:21.000]  燈會亮
[00:13:21.000 --> 00:13:23.000]  原來在安息日
[00:13:23.000 --> 00:13:25.000]  就要把燈拔開
[00:13:25.000 --> 00:13:27.000]  所以要準備好
[00:13:27.000 --> 00:13:29.000]  原來在安息日
[00:13:29.000 --> 00:13:31.000]  是不可以開燈的
[00:13:31.000 --> 00:13:33.000]  所以猶太人是很奇怪的
[00:13:33.000 --> 00:13:35.000]  不可以開燈
[00:13:35.000 --> 00:13:37.000]  所以一定要把燈拔開
[00:13:37.000 --> 00:13:39.000]  不然就開不了冰箱
[00:13:39.000 --> 00:13:41.000]  開不了冰箱就什麼都不能吃
[00:13:41.000 --> 00:13:43.000]  所以有很多東西要預備
[00:13:43.000 --> 00:13:45.000]  所以叫做預備日
[00:13:45.000 --> 00:13:47.000]  星期五
[00:13:47.000 --> 00:13:49.000]  星期六就是預戰
[00:13:49.000 --> 00:13:51.000]  所有星期日
[00:13:51.000 --> 00:13:53.000]  就是預備日
[00:13:53.000 --> 00:13:55.000]  洗衣服、煮飯
[00:13:55.000 --> 00:13:57.000]  洗尿片
[00:13:57.000 --> 00:13:59.000]  買東西
[00:13:59.000 --> 00:14:01.000]  Costco買好東西
[00:14:01.000 --> 00:14:03.000]  一定要有準備
[00:14:03.000 --> 00:14:05.000]  像我們現在三藩市
[00:14:05.000 --> 00:14:07.000]  一定要有準備
[00:14:07.000 --> 00:14:09.000]  可能有一天地震
[00:14:09.000 --> 00:14:11.000]  要買好罐頭
[00:14:11.000 --> 00:14:13.000]  拿好水
[00:14:13.000 --> 00:14:15.000]  不然地震就搞不定
[00:14:15.000 --> 00:14:17.000]  所以有預備日
[00:14:17.000 --> 00:14:19.000]  所以盧家鋒在第23至25節就說
[00:14:19.000 --> 00:14:21.000]  安息日快到了
[00:14:21.000 --> 00:14:23.000]  哪日是預備日
[00:14:23.000 --> 00:14:25.000]  盧家鋒在第22至25節就說
[00:14:25.000 --> 00:14:27.000]  剛剛我們讀的第一節
[00:14:27.000 --> 00:14:29.000]  除教節又名雨節近了
[00:14:29.000 --> 00:14:31.000]  然後他們就預備吃雨節的筵席
[00:14:31.000 --> 00:14:33.000]  除教節是哪一天呢
[00:14:33.000 --> 00:14:35.000]  除教節是離散月的14號黃昏開始
[00:14:35.000 --> 00:14:37.000]  馬富氏第14至11節就說
[00:14:37.000 --> 00:14:39.000]  除教節的第一天
[00:14:39.000 --> 00:14:41.000]  除教節是從4月14號開始
[00:14:41.000 --> 00:14:43.000]  所以4月14號
[00:14:43.000 --> 00:14:45.000]  你查一查月曆
[00:14:45.000 --> 00:14:47.000]  你會發現
[00:14:47.000 --> 00:14:49.000]  除教節的第一天
[00:14:49.000 --> 00:14:51.000]  是從4月14號開始
[00:14:51.000 --> 00:14:53.000]  你查一查月曆
[00:14:53.000 --> 00:14:55.000]  你就會知道是星期四
[00:14:55.000 --> 00:14:57.000]  換句話說
[00:14:57.000 --> 00:14:59.000]  耶穌和門徒
[00:14:59.000 --> 00:15:01.000]  星期四晚就吃雨節晚餐
[00:15:01.000 --> 00:15:03.000]  星期五就被人抓了
[00:15:03.000 --> 00:15:05.000]  然後星期五
[00:15:05.000 --> 00:15:07.000]  就被釘十字架
[00:15:07.000 --> 00:15:09.000]  星期六就過了安息日
[00:15:09.000 --> 00:15:11.000]  因為安息日
[00:15:11.000 --> 00:15:13.000]  是不可以埋葬的
[00:15:13.000 --> 00:15:15.000]  所以耶穌一定要在星期五
[00:15:15.000 --> 00:15:17.000]  六點鐘之前被埋葬
[00:15:17.000 --> 00:15:19.000]  所以耶穌三點鐘就斷氣了
[00:15:19.000 --> 00:15:21.000]  所以在三個小時內
[00:15:21.000 --> 00:15:23.000]  草草把他埋葬了
[00:15:23.000 --> 00:15:25.000]  然後就過了安息日
[00:15:25.000 --> 00:15:27.000]  星期日耶穌就復活了
[00:15:27.000 --> 00:15:29.000]  路加福音22:45
[00:15:29.000 --> 00:15:31.000]  就告訴你
[00:15:31.000 --> 00:15:33.000]  耶穌是在星期五下午斷氣的
[00:15:33.000 --> 00:15:35.000]  路加福音23:54
[00:15:35.000 --> 00:15:37.000]  哪日是預備日
[00:15:37.000 --> 00:15:39.000]  安息日快到了
[00:15:39.000 --> 00:15:41.000]  所以要快到了
[00:15:41.000 --> 00:15:43.000]  按照路加的程序
[00:15:43.000 --> 00:15:45.000]  星期四
[00:15:45.000 --> 00:15:47.000]  耶穌和門徒吃雨節晚餐
[00:15:47.000 --> 00:15:49.000]  星期五
[00:15:49.000 --> 00:15:51.000]  耶穌就被羅馬官兵逮捕了
[00:15:51.000 --> 00:15:53.000]  然後就釘十字架
[00:15:53.000 --> 00:15:55.000]  釘十字架就斷氣了
[00:15:55.000 --> 00:15:57.000]  然後就埋葬了
[00:15:57.000 --> 00:15:59.000]  然後就到安息日
[00:15:59.000 --> 00:16:01.000]  安息日到星期日
[00:16:01.000 --> 00:16:03.000]  一早的時候耶穌就復活了
[00:16:03.000 --> 00:16:05.000]  路加福音的程序就是這樣的
[00:16:05.000 --> 00:16:07.000]  這個說法有一個問題
[00:16:07.000 --> 00:16:09.000]  這個說法有一個問題
[00:16:09.000 --> 00:16:11.000]  問題在哪裡呢
[00:16:11.000 --> 00:16:13.000]  約翰福音第十八章28-29
[00:16:13.000 --> 00:16:15.000]  有這樣的記載
[00:16:15.000 --> 00:16:17.000]  有這樣的記載
[00:16:17.000 --> 00:16:19.000]  約翰福音第十八章28-29
[00:16:19.000 --> 00:16:21.000]  有這樣的記載
[00:16:21.000 --> 00:16:23.000]  約翰福音第十八章28-29
[00:16:23.000 --> 00:16:25.000]  有這樣的記載
[00:16:25.000 --> 00:16:27.000]  約翰福音第十八章28-29
[00:16:27.000 --> 00:16:29.000]  有這樣的記載
[00:16:29.000 --> 00:16:31.000]  約翰福音第十八章28-29
[00:16:31.000 --> 00:16:33.000]  有這樣的記載
[00:16:33.000 --> 00:16:35.000]  約翰福音第十八章28-29
[00:16:35.000 --> 00:16:37.000]  有這樣的記載
[00:16:37.000 --> 00:16:39.000]  在星期五
[00:16:39.000 --> 00:16:41.000]  耶穌被捕的時候
[00:16:41.000 --> 00:16:43.000]  首先被捕到大祭司
[00:16:43.000 --> 00:16:45.000]  該亞發受審
[00:16:45.000 --> 00:16:47.000]  然後交給羅馬的總督
[00:16:47.000 --> 00:16:49.000]  比拉多受審
[00:16:49.000 --> 00:16:51.000]  本來該亞發大祭司
[00:16:51.000 --> 00:16:53.000]  本來該亞發大祭司
[00:16:53.000 --> 00:16:55.000]  或者那些人
[00:16:55.000 --> 00:16:57.000]  要拉著耶穌
[00:16:57.000 --> 00:16:59.000]  去到衙門
[00:16:59.000 --> 00:17:01.000]  衙門就是官所在的地方
[00:17:01.000 --> 00:17:03.000]  官就是比拉多的地方
