
[00:00:00.000 --> 00:00:12.000]  猶太人的五旬節也是教會的聖靈降臨節
[00:05:01.000 --> 00:05:04.000]  四十天之前 五十天之前
[00:05:04.000 --> 00:05:06.000]  耶穌被釘十字架
[00:05:06.000 --> 00:05:10.000]  從死裡復活 升天
[00:05:10.000 --> 00:05:17.000]  這位耶穌神立他為主為基督了
[00:05:17.000 --> 00:05:23.000]  彼得仍然是在說上帝拯救的歷史
[00:05:23.000 --> 00:05:29.000]  不過焦點就從阿伯拉罕 瓦國 出埃及
[00:05:29.000 --> 00:05:32.000]  來到主耶穌的身上
[00:05:32.000 --> 00:05:37.000]  不過不是一開始就說拿撒勒人耶穌
[00:05:37.000 --> 00:05:40.000]  前面十四節到二十一節
[00:05:40.000 --> 00:05:42.000]  彼得說什麼先
[00:05:42.000 --> 00:05:44.000]  在彼得的講道裡
[00:05:44.000 --> 00:05:49.000]  他首先用了一段時間去解釋
[00:05:49.000 --> 00:05:54.000]  五旬節當日發生了什麼事
[00:05:54.000 --> 00:05:57.000]  因為如果你讀路加醫生的記載
[00:05:57.000 --> 00:06:00.000]  你會發覺路加醫生記載
[00:06:00.000 --> 00:06:06.000]  五旬節發生的事情其實很短
[00:06:06.000 --> 00:06:09.000]  從第一節五旬節到了
[00:06:09.000 --> 00:06:15.000]  到第四節說起別國的話來
[00:06:15.000 --> 00:06:16.000]  你有聖經在手
[00:06:16.000 --> 00:06:18.000]  你去看一看 你很熟悉的經文
[00:06:18.000 --> 00:06:23.000]  其實從第五節開始一直到十三節
[00:06:23.000 --> 00:06:26.000]  路加醫生是告訴我們
[00:06:26.000 --> 00:06:29.000]  大家都不知道發生什麼事
[00:06:29.000 --> 00:06:32.000]  今天你就知道了 聖靈降臨
[00:06:32.000 --> 00:06:36.000]  但當時你看到聖靈嗎
[00:06:36.000 --> 00:06:37.000]  沒有人看到的
[00:06:37.000 --> 00:06:40.000]  不是呀 它是一隻白甲
[00:06:40.000 --> 00:06:42.000]  就算耶穌受浸的時候
[00:06:42.000 --> 00:06:46.000]  最好 約翰是Baptist
[00:06:46.000 --> 00:06:48.000]  浸信會第一個會友
[00:06:48.000 --> 00:06:51.000]  John the Baptist
[00:06:51.000 --> 00:06:53.000]  John the Baptizer
[00:06:53.000 --> 00:06:55.000]  施浸者約翰
[00:06:55.000 --> 00:06:58.000]  他幫主耶穌施浸的時候
[00:06:58.000 --> 00:07:02.000]  聖靈彷彿急止
[00:07:02.000 --> 00:07:04.000]  不是真的有隻白甲
[00:07:04.000 --> 00:07:07.000]  停在耶穌的肩膀上
[00:07:07.000 --> 00:07:09.000]  應該不是頭上那樣滑溜溜
[00:07:09.000 --> 00:07:12.000]  五旬節到了 發生什麼事
[00:07:12.000 --> 00:07:15.000]  天上有響聲 一陣大風吹過
[00:07:15.000 --> 00:07:16.000]  不是呀 其實沒有風的
[00:07:16.000 --> 00:07:19.000]  好象 一陣大風
[00:07:19.000 --> 00:07:20.000]  我們經常都忘記了
[00:07:20.000 --> 00:07:23.000]  這些好象 彷彿
[00:07:23.000 --> 00:07:24.000]  其實是比喻
[00:07:24.000 --> 00:07:28.000]  什麼聲音 好像風聲
[00:07:28.000 --> 00:07:30.000]  今天說遲些有Thunderstorm
[00:07:30.000 --> 00:07:32.000]  今天沒有 明天也有
[00:07:32.000 --> 00:07:34.000]  如果很大風吹過
[00:07:34.000 --> 00:07:35.000]  有風 有聲
[00:07:35.000 --> 00:07:38.000]  但五旬節只有聲音 沒有風
[00:07:38.000 --> 00:07:45.000]  然後有舌頭如火焰顯現出來
[00:07:45.000 --> 00:07:46.000]  哪樣是真 哪樣是假
[00:07:46.000 --> 00:07:47.000]  不是 不是真假
[00:07:47.000 --> 00:07:50.000]  哪樣是虛 哪樣是實
[00:07:50.000 --> 00:07:53.000]  哪個是比喻 哪個是你看到的
[00:07:53.000 --> 00:07:56.000]  奇怪 你看見的是舌頭
[00:07:56.000 --> 00:07:59.000]  好像火焰
[00:07:59.000 --> 00:08:01.000]  我們經常唱的詩歌
[00:08:01.000 --> 00:08:03.000]  說聖靈如火
[00:08:03.000 --> 00:08:05.000]  落到我們中國人的身上
[00:08:05.000 --> 00:08:07.000]  其實沒有火
[00:08:07.000 --> 00:08:12.000]  如火焰顯現
[00:08:12.000 --> 00:08:14.000]  很奇怪的事情
[00:08:14.000 --> 00:08:15.000]  但最奇怪的是什麼
[00:08:15.000 --> 00:08:16.000]  最奇怪的是
[00:08:16.000 --> 00:08:18.000]  當他們被聖靈充滿
[00:08:18.000 --> 00:08:21.000]  就按著靈所賜的口才
[00:08:21.000 --> 00:08:24.000]  說起別國的話來
[00:08:24.000 --> 00:08:29.000]  周圍的猶太人就驚訝
[00:08:29.000 --> 00:08:32.000]  他們說這班加利利人
[00:08:32.000 --> 00:08:37.000]  為什麼會懂得說我們不同的鄉下
[00:08:37.000 --> 00:08:40.000]  他們其實是散居海外
[00:08:40.000 --> 00:08:42.000]  為什麼他們會懂得說
[00:08:42.000 --> 00:08:48.000]  我們在海外所說的當地的謊言
[00:08:48.000 --> 00:08:50.000]  他們應該不懂
[00:08:50.000 --> 00:08:52.000]  大家都不知道發生什麼事
[00:08:52.000 --> 00:08:54.000]  於是路加很誠實
[00:08:54.000 --> 00:08:56.000]  其實他不用說這句
[00:08:56.000 --> 00:08:58.000]  如果記載這麼神聖的聖靈降臨
[00:08:58.000 --> 00:09:01.000]  他應該說眾人大聲讚美主
[00:09:01.000 --> 00:09:04.000]  不是 他說眾人譏笑
[00:09:04.000 --> 00:09:08.000]  早上起床不是喝牛奶
[00:09:08.000 --> 00:09:09.000]  不是吃Corn Flakes
[00:09:09.000 --> 00:09:11.000]  是喝Whiskey
[00:09:11.000 --> 00:09:13.000]  是喝多了
[00:09:13.000 --> 00:09:15.000]  宿醉未醒
[00:09:15.000 --> 00:09:17.000]  被新酒灌滿
[00:09:17.000 --> 00:09:20.000]  在這樣的情況下
[00:09:20.000 --> 00:09:23.000]  彼得和十一個使徒站起來
[00:09:23.000 --> 00:09:29.000]  他們首先澄清到底發生什麼事
[00:09:29.000 --> 00:09:34.000]  而彼得選擇解釋這件事
[00:09:34.000 --> 00:09:36.000]  就很簡單
[00:09:36.000 --> 00:09:38.000]  上一句他說
[00:09:38.000 --> 00:09:44.000]  早上不應該是喝酒的時間
[00:09:44.000 --> 00:09:46.000]  我們不太懂得解釋
[00:09:46.000 --> 00:09:50.000]  何時後剛到至初
[00:09:50.000 --> 00:09:52.000]  是什麼意思
[00:09:52.000 --> 00:09:55.000]  一百年前還在計時辰
[00:09:55.000 --> 00:10:01.000]  此醜人某辰時某時
[00:10:01.000 --> 00:10:03.000]  有沒有被你媽媽罵過
[00:10:03.000 --> 00:10:05.000]  那些就是時辰
[00:10:05.000 --> 00:10:10.000]  在辰時之後就到至時
[00:10:10.000 --> 00:10:15.000]  辰是早上八點
[00:10:15.000 --> 00:10:19.000]  至初就是上午九點
[00:10:19.000 --> 00:10:21.000]  這麼早沒有人喝酒
[00:10:21.000 --> 00:10:23.000]  所以我們不是被新酒灌滿
[00:10:23.000 --> 00:10:25.000]  那是什麼事發生
[00:10:25.000 --> 00:10:32.000]  彼得引用若以書先知的說話
[00:10:32.000 --> 00:10:36.000]  就是剛才我們所讀的這一段
[00:10:36.000 --> 00:10:42.000]  《士徒行傳》第二章十七節到二十一節
[00:10:42.000 --> 00:10:46.000]  彼得解釋發生的事情
[00:10:46.000 --> 00:10:51.000]  引用舊約先知的說話
[00:10:51.000 --> 00:10:56.000]  但是你有沒有試過平心靜氣讀聖經
[00:10:56.000 --> 00:11:00.000]  頭腦清醒去比較一下
[00:11:00.000 --> 00:11:03.000]  先知若以說什麼
[00:11:03.000 --> 00:11:06.000]  若以說我要將我的靈
[00:11:06.000 --> 00:11:10.000]  囂冠凡有血氣的
[00:11:10.000 --> 00:11:13.000]  什麼叫做凡有血氣的
[00:11:13.000 --> 00:11:15.000]  所有的人
[00:11:15.000 --> 00:11:17.000]  請問五旬節當日
[00:11:17.000 --> 00:11:19.000]  聖靈降臨在什麼人的身上
[00:11:19.000 --> 00:11:22.000]  如果照若以所說的
[00:11:22.000 --> 00:11:24.000]  就應該所有的人都被聖靈充滿
[00:11:24.000 --> 00:11:26.000]  不是的
[00:11:26.000 --> 00:11:29.000]  只是耶穌的門徒
[00:11:29.000 --> 00:11:32.000]  若以說你們的兒女要講寓言
[00:11:32.000 --> 00:11:34.000]  少年人見異象
[00:11:34.000 --> 00:11:37.000]  老年人作異夢
[00:11:37.000 --> 00:11:39.000]  有沒有發生過
[00:11:39.000 --> 00:11:41.000]  五旬節當日沒有發生過
[00:11:41.000 --> 00:11:45.000]  你們的僕人子女要講寓言
[00:11:45.000 --> 00:11:48.000]  我們經常聽慣了教會傳道目者
[00:11:48.000 --> 00:11:50.000]  說我們是神的僕人
[00:11:50.000 --> 00:11:52.000]  僕人 耶和華的僕人
[00:11:52.000 --> 00:11:53.000]  講道應該不是
[00:11:53.000 --> 00:11:56.000]  這是在說奴隸
[00:11:56.000 --> 00:11:59.000]  如果在香港就是飛鎔印鎔
[00:11:59.000 --> 00:12:01.000]  今天教會十六週年
[00:12:01.000 --> 00:12:02.000]  誰講道
[00:12:02.000 --> 00:12:04.000]  你們家的飛鎔
[00:12:04.000 --> 00:12:06.000]  若以是在說這件事
[00:12:06.000 --> 00:12:10.000]  你們家的飛鎔要上港台講道
[00:12:10.000 --> 00:12:12.000]  沒有發生過
[00:12:12.000 --> 00:12:14.000]  接著我們也很熟悉
[00:12:14.000 --> 00:12:16.000]  天上顯出奇事
[00:12:16.000 --> 00:12:17.000]  地上顯出神蹟
[00:12:17.000 --> 00:12:19.000]  有血有火有煙
[00:12:19.000 --> 00:12:23.000]  日頭變黑月亮變血
[00:12:23.000 --> 00:12:25.000]  有沒有發生過
[00:12:25.000 --> 00:12:28.000]  平心靜氣讀聖經
[00:12:28.000 --> 00:12:30.000]  你不可以掩著聖經說
[00:12:30.000 --> 00:12:32.000]  寓言應驗
[00:12:32.000 --> 00:12:35.000]  沒有
[00:12:35.000 --> 00:12:37.000]  彼得睜大眼睛亂說
[00:12:37.000 --> 00:12:38.000]  不是
[00:12:38.000 --> 00:12:40.000]  彼得是想清楚才說
[00:12:40.000 --> 00:12:42.000]  還有聖靈感動
[00:12:42.000 --> 00:12:47.000]  彼得在說什麼
[00:12:47.000 --> 00:12:50.000]  關鍵在最後那句
[00:12:50.000 --> 00:12:53.000]  如果你每一次讀新約聖經
[00:12:53.000 --> 00:12:56.000]  引用舊約的經文
[00:12:56.000 --> 00:12:59.000]  你都不怕麻煩
[00:12:59.000 --> 00:13:04.000]  你只要遣返去約耳書這一段
[00:13:04.000 --> 00:13:06.000]  所以你一定要帶聖經回教會
[00:13:06.000 --> 00:13:07.000]  就是這個意思
[00:13:07.000 --> 00:13:09.000]  不怕現在有ipod
[00:13:09.000 --> 00:13:10.000]  你馬上遣返
[00:13:10.000 --> 00:13:11.000]  就按吧
[00:13:11.000 --> 00:13:14.000]  Joel 2
[00:13:14.000 --> 00:13:17.000]  約耳書第二章
[00:13:17.000 --> 00:13:20.000]  28節開始
[00:13:20.000 --> 00:13:23.000]  就是彼得引用的這一段說話
[00:13:23.000 --> 00:13:24.000]  以後我要將我的靈
[00:13:24.000 --> 00:13:26.000]  囂觀凡有血氣的
[00:13:26.000 --> 00:13:27.000]  一直說下去
[00:13:27.000 --> 00:13:28.000]  我們不重複了
[00:13:28.000 --> 00:13:30.000]  時間很寶貴
[00:13:30.000 --> 00:13:32.000]  不過我們留意到的是
[00:13:32.000 --> 00:13:39.000]  彼得是停在第二章32節的第一句
[00:13:39.000 --> 00:13:42.000]  約耳書的經文還沒完
[00:13:42.000 --> 00:13:46.000]  到那時候凡求告耶和華明的就必得救
[00:13:46.000 --> 00:13:49.000]  因為照耶和華所說的
[00:13:49.000 --> 00:13:51.000]  還有下面很長的一句說話
[00:13:51.000 --> 00:13:55.000]  在《仕途行傳》第二章21節
[00:13:55.000 --> 00:13:57.000]  是沒有寫下去的
[00:13:57.000 --> 00:13:59.000]  你有沒有發現這個事實
[00:13:59.000 --> 00:14:01.000]  你讀聖經從來都看不到的
[00:14:01.000 --> 00:14:02.000]  要看一下的
[00:14:02.000 --> 00:14:05.000]  因為你要明白彼得在說什麼
[00:14:05.000 --> 00:14:10.000]  你就要明白為什麼他停在半坑
[00:14:10.000 --> 00:14:13.000]  有幾個可能性
[00:14:13.000 --> 00:14:15.000]  第一
[00:14:15.000 --> 00:14:17.000]  彼得忘記了
[00:14:17.000 --> 00:14:19.000]  好像我們背聖經一樣
[00:14:19.000 --> 00:14:20.000]  背到最後那句
[00:14:20.000 --> 00:14:22.000]  糟糕
[00:14:22.000 --> 00:14:23.000]  突然之間失憶
[00:14:23.000 --> 00:14:25.000]  stage flight
[00:14:25.000 --> 00:14:26.000]  很害怕
[00:14:26.000 --> 00:14:27.000]  panic
[00:14:27.000 --> 00:14:28.000]  隨便吧
[00:14:28.000 --> 00:14:30.000]  就說了那撒勒人耶穌
[00:14:30.000 --> 00:14:31.000]  有沒有這個可能
[00:14:31.000 --> 00:14:32.000]  有
[00:14:32.000 --> 00:14:33.000]  我們不敢說沒有
[00:14:33.000 --> 00:14:36.000]  有時牧師帶祈禱主禱文
[00:14:36.000 --> 00:14:40.000]  都會音溝翻船
[00:14:40.000 --> 00:14:41.000]  漏了半句
[00:14:41.000 --> 00:14:42.000]  試過了
[00:14:42.000 --> 00:14:44.000]  我們在西人教會的牧師
[00:14:44.000 --> 00:14:46.000]  結果要道歉
[00:14:46.000 --> 00:14:48.000]  下次我都要帶張貓紙
[00:14:48.000 --> 00:14:50.000]  彼得可以忘記
[00:14:50.000 --> 00:14:53.000]  不過如果彼得真的忘記了
[00:14:53.000 --> 00:14:55.000]  其實路加可以補償
[00:14:55.000 --> 00:14:56.000]  在他寫的時候
[00:14:56.000 --> 00:14:58.000]  他可以補償
[00:14:58.000 --> 00:14:59.000]  第二個可能性就是
[00:14:59.000 --> 00:15:02.000]  彼得記得路加漏了
[00:15:02.000 --> 00:15:04.000]  都會的
[00:15:04.000 --> 00:15:05.000]  寫得太快
[00:15:05.000 --> 00:15:06.000]  趕時間
[00:15:06.000 --> 00:15:07.000]  大步跨過
[00:15:07.000 --> 00:15:09.000]  漏了最後一句
[00:15:09.000 --> 00:15:11.000]  我們也不可以否認
[00:15:11.000 --> 00:15:12.000]  有這樣的可能性
[00:15:12.000 --> 00:15:14.000]  雖然這個可能性
[00:15:14.000 --> 00:15:16.000]  比彼得沒有記性更低
[00:15:16.000 --> 00:15:18.000]  因為他一定check
[00:15:18.000 --> 00:15:19.000]  一定edit
[00:15:19.000 --> 00:15:21.000]  編輯都會提醒他
[00:15:21.000 --> 00:15:22.000]  這裡是不是漏了
[00:15:22.000 --> 00:15:24.000]  停在上半節
[00:15:24.000 --> 00:15:27.000]  所以第三個可能性
[00:15:27.000 --> 00:15:31.000]  的可能性就最高
[00:15:31.000 --> 00:15:37.000]  彼得是刻意停在半個節
[00:15:37.000 --> 00:15:39.000]  你有沒有考慮過這個事實
[00:15:39.000 --> 00:15:43.000]  彼得引用約爾書的說話
[00:15:43.000 --> 00:15:45.000]  他來到這一句
[00:15:45.000 --> 00:15:49.000]  凡求告主明的就必得救
[00:15:49.000 --> 00:15:50.000]  到了
[00:15:50.000 --> 00:15:55.000]  彼得要引用約爾的說話
[00:15:55.000 --> 00:15:57.000]  其實最重要是這一句
[00:15:57.000 --> 00:15:59.000]  前面那些
[00:15:59.000 --> 00:16:00.000]  剛才我們說
[00:16:00.000 --> 00:16:01.000]  沒有發生
[00:16:01.000 --> 00:16:03.000]  沒有應驗
[00:16:03.000 --> 00:16:04.000]  沒有白天變黑
[00:16:04.000 --> 00:16:06.000]  沒有月亮變血
[00:16:06.000 --> 00:16:08.000]  那些是我們今天
[00:16:08.000 --> 00:16:10.000]  很有興趣問的事情
[00:16:10.000 --> 00:16:12.000]  其實對彼得或者不重要
[00:16:12.000 --> 00:16:14.000]  最重要那句
[00:16:14.000 --> 00:16:15.000]  彼得引用
[00:16:15.000 --> 00:16:18.000]  凡求告主明的就必得救
[00:16:18.000 --> 00:16:19.000]  到了
[00:16:19.000 --> 00:16:21.000]  他就停了
[00:16:21.000 --> 00:16:22.000]  你說有沒有根據
[00:16:22.000 --> 00:16:25.000]  彼得是刻意停在這裡
[00:16:25.000 --> 00:16:26.000]  沒有
[00:16:26.000 --> 00:16:28.000]  彼得沒有再解釋
[00:16:28.000 --> 00:16:31.000]  我們以後上到天上
[00:16:31.000 --> 00:16:33.000]  可能排隊問難題解答
[00:16:33.000 --> 00:16:34.000]  看你排哪一條隊
[00:16:34.000 --> 00:16:37.000]  有些人喜歡排阿伯拉罕那條
[00:16:37.000 --> 00:16:38.000]  有些人喜歡排摩西
[00:16:38.000 --> 00:16:40.000]  你可能排彼得那條
[00:16:40.000 --> 00:16:41.000]  最長都未定
[00:16:41.000 --> 00:16:42.000]  等很久
[00:16:42.000 --> 00:16:43.000]  你去問他
[00:16:43.000 --> 00:16:44.000]  為什麼你到當時
[00:16:44.000 --> 00:16:46.000]  是不是忘記了
[00:16:46.000 --> 00:16:48.000]  不過我們可以有另一個
[00:16:48.000 --> 00:16:52.000]  間接的參考資料
[00:16:52.000 --> 00:16:54.000]  你都記得的
[00:16:54.000 --> 00:16:56.000]  是新約的金句
[00:16:56.000 --> 00:17:00.000]  引用約爾書第二章
[00:17:00.000 --> 00:17:02.000]  彼得引用
[00:17:02.000 --> 00:17:04.000]  保羅都引用
[00:17:04.000 --> 00:17:05.000]  保羅在哪裡引用
[00:17:05.000 --> 00:17:08.000]  羅馬書
[00:17:08.000 --> 00:17:09.000]  保羅說
[00:17:09.000 --> 00:17:11.000]  凡求告主明的就必得救
[00:17:11.000 --> 00:17:13.000]  然而人未曾信他
[00:17:13.000 --> 00:17:15.000]  怎能求他呢
[00:17:15.000 --> 00:17:16.000]  記得了
[00:17:16.000 --> 00:17:19.000]  沒有傳道的怎能相信呢
[00:17:19.000 --> 00:17:21.000]  所以報福音傳喜訊的人
[00:17:21.000 --> 00:17:23.000]  他們的腳踪何等皆未來
[00:17:23.000 --> 00:17:25.000]  我都漏了中間幾句
[00:17:25.000 --> 00:17:26.000]  有幾個可能性
[00:17:26.000 --> 00:17:27.000]  我不記得
[00:17:27.000 --> 00:17:28.000]  時間太慢
[00:17:28.000 --> 00:17:29.000]  有什麼可能性
[00:17:29.000 --> 00:17:33.000]  我引用了最重要那句
[00:17:33.000 --> 00:17:34.000]  保羅引用
[00:17:34.000 --> 00:17:38.000]  凡求告主明的就必得救
[00:17:38.000 --> 00:17:39.000]  是在說
[00:17:39.000 --> 00:17:44.000]  愛幫人信主的事
[00:17:44.000 --> 00:17:48.000]  彼得引用約爾先知的說話
[00:17:48.000 --> 00:17:52.000]  是解釋聖靈降臨
[00:17:52.000 --> 00:17:55.000]  五旬節發生的事情
[00:17:55.000 --> 00:18:00.000]  不是那些奇怪的現象
[00:18:00.000 --> 00:18:02.000]  而是
[00:18:02.000 --> 00:18:03.000]  你們背金句
[00:18:03.000 --> 00:18:04.000]  今天背得真是好了
[00:18:04.000 --> 00:18:08.000]  不是我定的
[00:18:08.000 --> 00:18:10.000]  聖靈降臨
[00:18:10.000 --> 00:18:12.000]  福音見證
[00:18:12.000 --> 00:18:15.000]  就要從耶路撒冷
[00:18:15.000 --> 00:18:17.000]  什麼
[00:18:17.000 --> 00:18:19.000]  撒瑪利亞
[00:18:19.000 --> 00:18:20.000]  猶太傳遞
[00:18:20.000 --> 00:18:23.000]  直到地極
[00:18:23.000 --> 00:18:25.000]  這句話
[00:18:25.000 --> 00:18:28.000]  是對當時
[00:18:28.000 --> 00:18:31.000]  耶穌復活之後
[00:18:31.000 --> 00:18:34.000]  他的門徒說的
[00:18:34.000 --> 00:18:38.000]  你知道當時耶穌有多少門徒嗎
[00:18:38.000 --> 00:18:39.000]  你說很深
[00:18:39.000 --> 00:18:41.000]  我問你新約的難題
[00:18:41.000 --> 00:18:42.000]  不是舊約
[00:18:42.000 --> 00:18:45.000]  舊約你還難答
[00:18:45.000 --> 00:18:47.000]  十二個使徒
[00:18:47.000 --> 00:18:49.000]  數得到嗎
[00:18:49.000 --> 00:18:50.000]  不止
[00:18:50.000 --> 00:18:53.000]  耶路撒冷祈禱會有多少人
[00:18:53.000 --> 00:18:55.000]  120
[00:18:55.000 --> 00:18:57.000]  使徒行傳第一章說的
[00:18:57.000 --> 00:19:01.000]  120個和12個使徒不重疊
[00:19:01.000 --> 00:19:03.000]  就132人
[00:19:03.000 --> 00:19:04.000]  不止
[00:19:04.000 --> 00:19:06.000]  保羅在哥倫多前書15章說
[00:19:06.000 --> 00:19:10.000]  耶穌基督復活一次向500個弟兄顯現
[00:19:10.000 --> 00:19:13.000]  為什麼500個弟兄一起
[00:19:13.000 --> 00:19:16.000]  當然是弟兄團契
[00:19:16.000 --> 00:19:19.000]  當然是男人的天空
[00:19:19.000 --> 00:19:21.000]  當然是Men's Ministry
[00:19:21.000 --> 00:19:23.000]  不然怎麼會有500個弟兄走在一起
[00:19:23.000 --> 00:19:25.000]  只足夠兩個人
[00:19:25.000 --> 00:19:29.000]  所以喜馬教會有500個
[00:19:29.000 --> 00:19:30.000]  我記得了
[00:19:30.000 --> 00:19:33.000]  還有一次耶穌差顯出兩個兩個
[00:19:33.000 --> 00:19:35.000]  短書70個
[00:19:35.000 --> 00:19:36.000]  全部都沒有重疊
[00:19:36.000 --> 00:19:39.000]  500加70加120加12
[00:19:39.000 --> 00:19:40.000]  你心算快
[00:19:40.000 --> 00:19:44.000]  告訴我耶路撒冷教會最多有多少人
[00:19:44.000 --> 00:19:49.000]  答案就是和我們麥咸華人浸水會差不多
[00:19:49.000 --> 00:19:51.000]  你記不記得
[00:19:51.000 --> 00:19:54.000]  我們比他多
[00:19:54.000 --> 00:19:56.000]  耶穌和我們說
[00:19:56.000 --> 00:20:01.000]  「復聖靈降臨在你們身上,你們就必得著能力,
[00:20:01.000 --> 00:20:05.000]  並要在馬卡羅,安德里奧,
[00:20:05.000 --> 00:20:17.000]  加拿大,以及世界各地作我的見證。」
[00:20:17.000 --> 00:20:19.000]  16週年了
[00:20:19.000 --> 00:20:21.000]  你的反應都會說
[00:20:21.000 --> 00:20:25.000]  「開玩笑,我們1000人都未到,
[00:20:25.000 --> 00:20:27.000]  跟城北說好了,
[00:20:27.000 --> 00:20:30.000]  我們這麼少人,
[00:20:30.000 --> 00:20:32.000]  怎麼能做到呢?
[00:20:32.000 --> 00:20:36.000]  比特看到聖靈降臨
[00:20:36.000 --> 00:20:39.000]  比特發現我們這班加里利人
[00:20:39.000 --> 00:20:45.000]  為什麼懂得用別國的香談來見證主耶穌
[00:20:45.000 --> 00:20:47.000]  聖靈降臨
[00:20:47.000 --> 00:20:49.000]  得著能力
[00:20:49.000 --> 00:20:53.000]  我們要向不認識的人見證主耶穌
[00:20:53.000 --> 00:20:55.000]  這拿撒勒人耶穌
[00:20:55.000 --> 00:20:59.000]  神已經設立他為主為救主
[00:20:59.000 --> 00:21:03.000]  這個訊息不僅停在耶路撒冷
[00:21:03.000 --> 00:21:05.000]  耶路撒冷教會其實很興旺
[00:21:05.000 --> 00:21:08.000]  五場報道會有多少人信主?
[00:21:08.000 --> 00:21:10.000]  你看下去
[00:21:10.000 --> 00:21:12.000]  3000人
[00:21:12.000 --> 00:21:15.000]  再開一次報道會有多少人信主?
[00:21:15.000 --> 00:21:17.000]  5000人
