
[00:00:00.000 --> 00:00:05.000]  創世記有一個頗長的記述
[00:01:52.000 --> 00:01:55.000]  帶著兩個暴民和他 兒子以撒
[00:01:55.000 --> 00:01:57.000]  這一節真的不需要存在
[00:01:57.000 --> 00:01:59.000]  因為第二節才說完是兒子
[00:01:59.000 --> 00:02:02.000]  這裡不需要介紹以撒是兒子
[00:02:02.000 --> 00:02:05.000]  但作者都是這樣用這個稱號
[00:02:05.000 --> 00:02:08.000]  是兒子以撒
[00:02:08.000 --> 00:02:11.000]  第六節這樣說
[00:02:11.000 --> 00:02:16.000]  阿巴拉罕將繁祭的柴放在他 兒子以撒身上
[00:02:16.000 --> 00:02:19.000]  接著二人同行
[00:02:19.000 --> 00:02:22.000]  以撒問他爸爸
[00:02:22.000 --> 00:02:24.000]  阿巴拉罕回答
[00:02:24.000 --> 00:02:27.000]  我兒 我在這裏
[00:02:27.000 --> 00:02:29.000]  接著第八節阿巴拉罕又說
[00:02:29.000 --> 00:02:31.000]  我兒 臣必自己預備
[00:02:31.000 --> 00:02:33.000]  第九節他們到了臣所指定的地方
[00:02:33.000 --> 00:02:37.000]  阿巴拉罕在那裏築壇 擺柴擺好
[00:02:37.000 --> 00:02:41.000]  捆綁他的兒子以撒
[00:02:41.000 --> 00:02:44.000]  第十節阿巴拉罕伸手拿刀
[00:02:44.000 --> 00:02:46.000]  要殺他的兒子
[00:02:46.000 --> 00:02:48.000]  我們可以讀下去
[00:02:48.000 --> 00:02:50.000]  差不多每一節都有兒子這個稱號
[00:02:50.000 --> 00:02:54.000]  我們就說為何要這麼多次說兒子
[00:02:54.000 --> 00:02:59.000]  是不是只是寶貝那麼簡單
[00:02:59.000 --> 00:03:02.000]  或者是否中國人的印象
[00:03:02.000 --> 00:03:05.000]  覺得生孩子比生女孩重要的問題
[00:03:05.000 --> 00:03:08.000]  所以不停要提兒子
[00:03:08.000 --> 00:03:10.000]  我有兩個媽女
[00:03:10.000 --> 00:03:11.000]  我太太懷孕的時候
[00:03:11.000 --> 00:03:14.000]  有一次教會有一個姐妹
[00:03:14.000 --> 00:03:16.000]  很大聲問我太太
[00:03:16.000 --> 00:03:18.000]  你裏面的兩個是什麼
[00:03:18.000 --> 00:03:21.000]  我太太說裏面是兩個女孩
[00:03:21.000 --> 00:03:23.000]  然後姐妹大聲說
[00:03:23.000 --> 00:03:25.000]  怎麼這麼可憐 生兩個女孩
[00:03:25.000 --> 00:03:28.000]  我們中國人有這樣的印象
[00:03:28.000 --> 00:03:31.000]  是不是這段聖經就是說這個問題
[00:03:31.000 --> 00:03:34.000]  生兒子特別寶貴
[00:03:34.000 --> 00:03:36.000]  所以阿巴拉罕將兒子獻上
[00:03:36.000 --> 00:03:38.000]  我相信不是
[00:03:38.000 --> 00:03:40.000]  不是性別那麼簡單
[00:03:40.000 --> 00:03:44.000]  但也不是說寶貝的問題
[00:03:44.000 --> 00:03:48.000]  雖然讀生的兒子的確是很重要
[00:03:48.000 --> 00:03:50.000]  如果你認識阿巴拉罕的技術
[00:03:50.000 --> 00:03:52.000]  由第十二章至二十二章
[00:03:52.000 --> 00:03:59.000]  十一章聖經差不多每一章的主題都是生兒子的技術
[00:03:59.000 --> 00:04:03.000]  神父召阿巴拉罕是第十二章的經文
[00:04:03.000 --> 00:04:05.000]  要他有很多的子孫
[00:04:05.000 --> 00:04:09.000]  一開始已經說明這是子孫的問題
[00:04:09.000 --> 00:04:11.000]  我們沒有時間逐章逐節去看
[00:04:11.000 --> 00:04:13.000]  我們看幾節的聖經
[00:04:13.000 --> 00:04:16.000]  去看兒子稱號的重要性
[00:04:16.000 --> 00:04:18.000]  我們看第十五章開始
[00:04:18.000 --> 00:04:22.000]  創世記第十五章是延續十二章的討論
[00:04:22.000 --> 00:04:24.000]  神對阿巴拉罕的應許
[00:04:24.000 --> 00:04:26.000]  十五章第一節
[00:04:26.000 --> 00:04:30.000]  創世記十五章第一節
[00:04:30.000 --> 00:04:35.000]  「謝氏以後爺爺說在異象當中有話對阿巴蘭說
[00:04:35.000 --> 00:04:40.000]  阿巴蘭你不要懼怕我是你的盾牌必大大地賞賜你
[00:04:40.000 --> 00:04:44.000]  阿巴蘭說主爺說我既無子
[00:04:44.000 --> 00:04:46.000]  你還賜我什麼呢
[00:04:46.000 --> 00:04:51.000]  並且要承受我家裡的是大馬士革的義理與謝
[00:04:51.000 --> 00:04:54.000]  跟著阿巴蘭又說你沒有給我兒子
[00:04:54.000 --> 00:04:57.000]  但身在我家中的就是我的後子
[00:04:57.000 --> 00:04:58.000]  爺爺說就回答
[00:04:58.000 --> 00:05:00.000]  謝人必不成為你的後子
[00:05:00.000 --> 00:05:04.000]  你本身所生的兒子才能夠成為你的後子
[00:05:04.000 --> 00:05:06.000]  這裡說得很清楚
[00:05:06.000 --> 00:05:11.000]  生子的技術是神應許的標記
[00:05:11.000 --> 00:05:16.000]  神應許阿巴拉罕的中心就是生兒子的問題
[00:05:16.000 --> 00:05:18.000]  這個不是家庭計劃的問題
[00:05:18.000 --> 00:05:20.000]  也不是今天說生子的問題那麼簡單
[00:05:20.000 --> 00:05:23.000]  這是說神要賜福給阿巴拉罕
[00:05:23.000 --> 00:05:26.000]  因為神要選一個群體去歸向他
[00:05:26.000 --> 00:05:30.000]  一個群體的開源開始的地方就是一個兒子
[00:05:30.000 --> 00:05:33.000]  所以兒子成為了神應許的標記
[00:05:33.000 --> 00:05:37.000]  十五章說兒子我們可以明白
[00:05:37.000 --> 00:05:40.000]  十六章第一節
[00:05:40.000 --> 00:05:44.000]  下一章聖經是說同一個課題
[00:05:44.000 --> 00:05:45.000]  十六章第一節
[00:05:45.000 --> 00:05:47.000]  阿巴蘭的妻子撒萊之後叫撒拉
[00:05:47.000 --> 00:05:49.000]  不急他生兒女
[00:05:49.000 --> 00:05:51.000]  撒萊有一個侍女名叫夏甲
[00:05:51.000 --> 00:05:52.000]  是埃及人
[00:05:52.000 --> 00:05:53.000]  撒萊對阿巴蘭說
[00:05:53.000 --> 00:05:55.000]  爺爺說使我不能夠生育
[00:05:55.000 --> 00:05:57.000]  求你和我的侍女同房
[00:05:57.000 --> 00:05:59.000]  或者我可以因她得到孩子
[00:05:59.000 --> 00:06:02.000]  阿巴蘭聽從了撒萊的話
[00:06:02.000 --> 00:06:04.000]  但之後我們知道神說
[00:06:04.000 --> 00:06:07.000]  這個兒子並不是你的兒子
[00:06:07.000 --> 00:06:13.000]  因為撒拉和阿巴蘭所生的才算是兒子
[00:06:13.000 --> 00:06:16.000]  所以第十六章我不算熟
[00:06:16.000 --> 00:06:20.000]  但都是說兒子的問題
[00:06:20.000 --> 00:06:23.000]  下一章十七章
[00:06:23.000 --> 00:06:28.000]  十七章我們看第十六十七節
[00:06:28.000 --> 00:06:33.000]  十七章十六十七節
[00:06:33.000 --> 00:06:37.000]  我們先看第十五節看起
[00:06:37.000 --> 00:06:39.000]  神對阿巴蘭說
[00:06:39.000 --> 00:06:44.000]  你妻子撒萊不可再叫做撒萊
[00:06:44.000 --> 00:06:45.000]  要叫做撒拉
[00:06:45.000 --> 00:06:47.000]  我必賜福給她
[00:06:47.000 --> 00:06:51.000]  她也要使她得到一個兒子
[00:06:51.000 --> 00:06:52.000]  我要賜福給她
[00:06:52.000 --> 00:06:53.000]  她要做多國之母
[00:06:53.000 --> 00:06:56.000]  必有百姓的君王從她而出
[00:06:56.000 --> 00:07:00.000]  接著阿巴蘭就笑心裡說
[00:07:00.000 --> 00:07:03.000]  一百歲的人還能得孩子嗎?
[00:07:03.000 --> 00:07:06.000]  撒拉已經九十歲了還能生養嗎?
[00:07:06.000 --> 00:07:07.000]  阿巴蘭對神說
[00:07:07.000 --> 00:07:09.000]  但願以實瑪利活在你面前
[00:07:09.000 --> 00:07:10.000]  神說不然
[00:07:10.000 --> 00:07:14.000]  你妻子撒拉要給你生一個兒子
[00:07:14.000 --> 00:07:17.000]  你要給她起名叫做以實
[00:07:17.000 --> 00:07:20.000]  現在我們有印象
[00:07:20.000 --> 00:07:23.000]  每一章聖經都是說兒子的問題
[00:07:23.000 --> 00:07:25.000]  但作者不是這樣算數
[00:07:25.000 --> 00:07:29.000]  十八章又來多次
[00:07:29.000 --> 00:07:31.000]  十八章我們看第九節
[00:07:31.000 --> 00:07:36.000]  三個使者去探望阿巴蘭和撒拉
[00:07:36.000 --> 00:07:38.000]  他們問阿巴蘭說
[00:07:38.000 --> 00:07:40.000]  你妻子撒拉在哪裡?
[00:07:40.000 --> 00:07:41.000]  她說在帳篷裡
[00:07:41.000 --> 00:07:42.000]  三人當中有一位說
[00:07:42.000 --> 00:07:44.000]  到明年這時候我必回到你這裡
[00:07:44.000 --> 00:07:48.000]  你的妻子撒拉必生一個兒子
[00:07:48.000 --> 00:07:53.000]  撒拉在那人後面的帳篷門口聽見者說
[00:07:53.000 --> 00:07:55.000]  阿巴蘭和撒拉年紀老邁
[00:07:55.000 --> 00:07:57.000]  撒拉的經已經斷絕
[00:07:57.000 --> 00:07:59.000]  撒拉心裡暗笑說
[00:07:59.000 --> 00:08:00.000]  我既已衰敗
[00:08:00.000 --> 00:08:01.000]  我主也老邁
[00:08:01.000 --> 00:08:02.000]  豈能有這事呢?
[00:08:02.000 --> 00:08:04.000]  耶和華對阿巴蘭說
[00:08:04.000 --> 00:08:07.000]  為何要笑?
[00:08:07.000 --> 00:08:10.000]  耶和華喜有難成的事嗎?
[00:08:10.000 --> 00:08:12.000]  到了日期明年這時候
[00:08:12.000 --> 00:08:13.000]  我必回到你這裡
[00:08:13.000 --> 00:08:17.000]  撒拉必生一個兒子
[00:08:17.000 --> 00:08:19.000]  我們一開讀下去
[00:08:19.000 --> 00:08:21.000]  十一章聖經基本上的主題
[00:08:21.000 --> 00:08:23.000]  就是生子的技術
[00:08:23.000 --> 00:08:24.000]  但我們也知道
[00:08:24.000 --> 00:08:27.000]  這裡不是說生兒育女這麼簡單
[00:08:27.000 --> 00:08:28.000]  阿巴蘭海有另一個
[00:08:28.000 --> 00:08:29.000]  是事到所生的兒子
[00:08:29.000 --> 00:08:32.000]  這裡是說神應許的標記
[00:08:32.000 --> 00:08:35.000]  神拯救人的標記
[00:08:35.000 --> 00:08:38.000]  就在一個兒子那裡
[00:08:38.000 --> 00:08:40.000]  有這樣的背景看第二十二章
[00:08:40.000 --> 00:08:41.000]  就有不同的味道
[00:08:41.000 --> 00:08:43.000]  第二十二章說的
[00:08:43.000 --> 00:08:45.000]  不是只是將你的寶貝獻上
[00:08:45.000 --> 00:08:47.000]  而是將兒子獻上
[00:08:47.000 --> 00:08:48.000]  用了十章聖經
[00:08:48.000 --> 00:08:50.000]  為了有一張鋪路
[00:08:50.000 --> 00:08:52.000]  生下二殺
[00:08:52.000 --> 00:08:55.000]  誰知道二十二章生下來之後
[00:08:55.000 --> 00:08:58.000]  神就將他繁殖獻上
[00:08:58.000 --> 00:09:01.000]  將他燒盡
[00:09:01.000 --> 00:09:06.000]  問題就不是再將寶貝獻上這麼簡單
[00:09:06.000 --> 00:09:09.000]  問題就是
[00:09:09.000 --> 00:09:13.000]  神應許的標記
[00:09:13.000 --> 00:09:15.000]  難道就是這樣沒有了?
[00:09:15.000 --> 00:09:17.000]  或者說得清楚一點
[00:09:17.000 --> 00:09:21.000]  神究竟是不是一個不守約的上帝
[00:09:21.000 --> 00:09:24.000]  神是不是一個破壞自己手中的工作的上帝
[00:09:24.000 --> 00:09:26.000]  用了十章的時候
[00:09:26.000 --> 00:09:30.000]  使阿巴蘭海能夠生下這個兒子
[00:09:30.000 --> 00:09:32.000]  但一次過說
[00:09:32.000 --> 00:09:34.000]  神應許的
[00:09:34.000 --> 00:09:40.000]  這樣就要獻上 被破壞
[00:09:40.000 --> 00:09:42.000]  以色列人聽聖經亂聽
[00:09:42.000 --> 00:09:45.000]  不知道是什麼感覺
[00:09:45.000 --> 00:09:46.000]  以色列人的歷史裡
[00:09:46.000 --> 00:09:49.000]  當然有偉大的王朝
[00:09:49.000 --> 00:09:53.000]  大衛和所有的聯合國土
[00:09:53.000 --> 00:09:56.000]  但數這些偉大的聯合王朝
[00:09:56.000 --> 00:10:00.000]  都是一百年左右
[00:10:00.000 --> 00:10:03.000]  但到主前722年
[00:10:03.000 --> 00:10:06.000]  亞述毀滅了北國
[00:10:06.000 --> 00:10:08.000]  主前587年
[00:10:08.000 --> 00:10:11.000]  巴比倫毀滅了南國
[00:10:11.000 --> 00:10:13.000]  接著波斯538年
[00:10:13.000 --> 00:10:15.000]  去佔領那個地方
[00:10:15.000 --> 00:10:17.000]  接著大概30年的時候
[00:10:17.000 --> 00:10:19.000]  希臘佔領那個地方
[00:10:19.000 --> 00:10:20.000]  主前63年
[00:10:20.000 --> 00:10:21.000]  羅馬佔領那個地方
[00:10:21.000 --> 00:10:22.000]  換句話說
[00:10:22.000 --> 00:10:24.000]  耶穌之前七百年
[00:10:24.000 --> 00:10:27.000]  耶穌之後不知道多少年
[00:10:27.000 --> 00:10:30.000]  可能至1940年代
[00:10:30.000 --> 00:10:32.000]  猶太人流亡
[00:10:32.000 --> 00:10:34.000]  不同的地方
[00:10:34.000 --> 00:10:37.000]  他們在那個時候就問
[00:10:37.000 --> 00:10:40.000]  神你對阿巴蘭海的應許
[00:10:40.000 --> 00:10:43.000]  你是不是一個不守約的上帝
[00:10:43.000 --> 00:10:49.000]  你是不是一個破壞你手中的工作的上帝
[00:10:49.000 --> 00:10:55.000]  如果你要將這段經文
[00:10:55.000 --> 00:10:57.000]  用幾個中文字做一個結論
[00:10:57.000 --> 00:11:00.000]  你不知道會選擇哪幾個中文字
[00:11:00.000 --> 00:11:03.000]  阿巴蘭海的信心
[00:11:03.000 --> 00:11:08.000]  我們看這段經文怎樣去結束
[00:11:08.000 --> 00:11:10.000]  最少我們今天讀的那段經文
[00:11:10.000 --> 00:11:12.000]  也是將十四節
[00:11:12.000 --> 00:11:15.000]  經過神的拯救
[00:11:15.000 --> 00:11:19.000]  以撒忠於彼神的使者
[00:11:19.000 --> 00:11:21.000]  去救贖回來
[00:11:21.000 --> 00:11:26.000]  阿巴蘭海這樣說
[00:11:26.000 --> 00:11:30.000]  十四節阿巴蘭海吸納地方起名
[00:11:30.000 --> 00:11:32.000]  叫做耶華爾勒
[00:11:32.000 --> 00:11:35.000]  中文聖經的細字說
[00:11:35.000 --> 00:11:39.000]  就是耶華必有預備的地方的意思
[00:11:40.000 --> 00:11:42.000]  直到今日人還說
[00:11:42.000 --> 00:11:45.000]  在耶華的山上必有預備
[00:11:45.000 --> 00:11:47.000]  原來整張聖經的中心
[00:11:47.000 --> 00:11:49.000]  不是只是講解阿巴蘭海的信心
[00:11:49.000 --> 00:11:52.000]  而是神始終有預備
[00:11:52.000 --> 00:11:56.000]  將人看來是最暗淡的日子
[00:11:56.000 --> 00:11:58.000]  神破壞自己手中的工作
[00:11:58.000 --> 00:12:00.000]  甚至神是一個不守約的上帝
[00:12:00.000 --> 00:12:02.000]  我以為是這樣的時候
[00:12:02.000 --> 00:12:04.000]  阿巴蘭海告訴我們
[00:12:04.000 --> 00:12:06.000]  耶華爾勒
[00:12:06.000 --> 00:12:09.000]  因為耶華在山上必有預備
[00:12:09.000 --> 00:12:12.000]  你有第十四節才明白
[00:12:12.000 --> 00:12:15.000]  之前第八節講經文是什麼意思
[00:12:15.000 --> 00:12:17.000]  第八節上山的時候
[00:12:17.000 --> 00:12:19.000]  以撒建不對路
[00:12:19.000 --> 00:12:22.000]  有柴有火有老豆
[00:12:22.000 --> 00:12:24.000]  但沒有羊
[00:12:24.000 --> 00:12:26.000]  接著就問
[00:12:26.000 --> 00:12:29.000]  不行啊 羊羔在哪裡
[00:12:29.000 --> 00:12:32.000]  表面看來阿巴蘭海的答案
[00:12:32.000 --> 00:12:35.000]  好像是要欺騙他兒子
[00:12:35.000 --> 00:12:37.000]  阿巴蘭海的答案是
[00:12:37.000 --> 00:12:39.000]  耶華必有預備
[00:12:39.000 --> 00:12:44.000]  我們以為以撒是兩歲的小孩
[00:12:44.000 --> 00:12:47.000]  被阿巴蘭海騙上山
[00:12:47.000 --> 00:12:49.000]  但我們不知道他幾歲
[00:12:49.000 --> 00:12:51.000]  因為第21至22章
[00:12:51.000 --> 00:12:53.000]  是一個很長的時間
[00:12:53.000 --> 00:12:55.000]  猶太人的傳統告訴我們
[00:12:55.000 --> 00:12:56.000]  猶太人傳統可能錯
[00:12:56.000 --> 00:12:57.000]  但傳統就說
[00:12:57.000 --> 00:12:59.000]  大概以撒這個時候39歲
[00:12:59.000 --> 00:13:02.000]  不是不適性
[00:13:04.000 --> 00:13:06.000]  他知道不對路
[00:13:06.000 --> 00:13:08.000]  但阿巴蘭海的答案
[00:13:08.000 --> 00:13:10.000]  也不是一個欺騙的答案
[00:13:10.000 --> 00:13:12.000]  因為他和神走了這麼多年
[00:13:12.000 --> 00:13:14.000]  他知道耶華必有預備
[00:13:14.000 --> 00:13:15.000]  如何預備不知道
[00:13:15.000 --> 00:13:17.000]  但知道會有預備
[00:13:17.000 --> 00:13:19.000]  所以經過整件事之後
[00:13:19.000 --> 00:13:21.000]  十四節 耶華已立
[00:13:21.000 --> 00:13:23.000]  耶華在山上必有預備
[00:13:23.000 --> 00:13:25.000]  阿巴蘭海明白
[00:13:25.000 --> 00:13:27.000]  神不是一個背弱的上帝
[00:13:27.000 --> 00:13:32.000]  今日弟兄姊妹不知道
[00:13:32.000 --> 00:13:36.000]  和神的交往是怎樣
[00:13:36.000 --> 00:13:38.000]  是否你正在問這個問題
[00:13:38.000 --> 00:13:40.000]  神為何今日這樣
[00:13:40.000 --> 00:13:43.000]  你是否一個背弱的上帝
[00:13:43.000 --> 00:13:47.000]  我上次回到香港是11月的時候
[00:13:47.000 --> 00:13:48.000]  有講座
[00:13:48.000 --> 00:13:50.000]  講座完之後和一個姊妹聊天
[00:13:50.000 --> 00:13:52.000]  先聽到一個牧師的消息
[00:13:52.000 --> 00:13:54.000]  那個牧師我已經認識了他幾十年
[00:13:54.000 --> 00:13:57.000]  後來回到美國
[00:13:57.000 --> 00:13:59.000]  就收到牧師寫的代讀信
[00:13:59.000 --> 00:14:01.000]  大家都可能知道這件事
[00:14:01.000 --> 00:14:03.000]  在美國感恩節的時候
[00:14:03.000 --> 00:14:04.000]  在香港
[00:14:04.000 --> 00:14:06.000]  這個牧者在香港牧會
[00:14:06.000 --> 00:14:08.000]  後來去到加州
[00:14:08.000 --> 00:14:12.000]  打算自己的孫子出世
[00:14:12.000 --> 00:14:21.000]  他的兒子和太太進了醫院的時候
[00:14:21.000 --> 00:14:23.000]  突然間打電話來
[00:14:23.000 --> 00:14:25.000]  就說他爸爸快點祈禱
[00:14:25.000 --> 00:14:26.000]  我太太有事
[00:14:26.000 --> 00:14:28.000]  現在有點困難
[00:14:29.000 --> 00:14:31.000]  十分鐘之後收到另一個電話
[00:14:31.000 --> 00:14:34.000]  就說我太太已經離開世界
[00:14:34.000 --> 00:14:38.000]  在美國我們以為科學昌明
[00:14:38.000 --> 00:14:40.000]  醫學昌明的地方
[00:14:40.000 --> 00:14:43.000]  甚至是
[00:14:43.000 --> 00:14:46.000]  這對夫婦都不是
[00:14:46.000 --> 00:14:49.000]  當時我們說的平民百姓
[00:14:49.000 --> 00:14:52.000]  太太是美國一個
[00:14:52.000 --> 00:14:56.000]  差不多最出名的財經公司的副總裁
[00:14:57.000 --> 00:14:59.000]  有設備
[00:14:59.000 --> 00:15:01.000]  有金錢
[00:15:01.000 --> 00:15:03.000]  十分鐘之內
[00:15:03.000 --> 00:15:05.000]  可以由最開心
[00:15:05.000 --> 00:15:07.000]  期待的感覺
[00:15:07.000 --> 00:15:10.000]  去到最悲慘的下場
[00:15:10.000 --> 00:15:13.000]  在那個時候我就問
[00:15:13.000 --> 00:15:17.000]  神啊你是不是一個背弱的上帝
[00:15:17.000 --> 00:15:21.000]  阿爸可以告訴我一件事嗎
[00:15:21.000 --> 00:15:23.000]  我說 以勒在他山上
[00:15:23.000 --> 00:15:25.000]  必有雨鼻
[00:15:26.000 --> 00:15:29.000]  以色列人這麼多年流亡
[00:15:29.000 --> 00:15:31.000]  看回這段聖經
[00:15:31.000 --> 00:15:33.000]  我們相信他的感覺就是這樣
[00:15:33.000 --> 00:15:35.000]  他需要神的安慰
[00:15:35.000 --> 00:15:37.000]  需要神的肯定
[00:15:37.000 --> 00:15:40.000]  縱然看上去神不再存在
[00:15:40.000 --> 00:15:44.000]  但是神在他山上必有雨鼻
[00:15:44.000 --> 00:15:49.000]  但今天我想看第二方面
[00:15:51.000 --> 00:15:55.000]  說過這段聖經是阿爸的結語
[00:15:55.000 --> 00:15:59.000]  結語和開場白
[00:15:59.000 --> 00:16:01.000]  其實有很多類似的地方
[00:16:01.000 --> 00:16:03.000]  創世記十二章
[00:16:03.000 --> 00:16:07.000]  阿爸的函給神父召離開梧椅
[00:16:07.000 --> 00:16:09.000]  是一個試驗
[00:16:09.000 --> 00:16:11.000]  可以說是一個信心考驗
[00:16:11.000 --> 00:16:13.000]  第二章也是一個信心考驗
[00:16:13.000 --> 00:16:15.000]  兩次都是神父召阿爸的函做些事
[00:16:15.000 --> 00:16:17.000]  不單是做些事
[00:16:17.000 --> 00:16:19.000]  兩次做的事都好像很類似
[00:16:19.000 --> 00:16:23.000]  要把最寶貴的東西放在上面
[00:16:23.000 --> 00:16:25.000]  第一次十二章
[00:16:25.000 --> 00:16:27.000]  阿爸的函要把他的一切
[00:16:27.000 --> 00:16:31.000]  過去的一切放在上面
[00:16:31.000 --> 00:16:33.000]  他的假神 他的財產
[00:16:33.000 --> 00:16:35.000]  或者他的田地
[00:16:35.000 --> 00:16:37.000]  他的親戚朋友
[00:16:37.000 --> 00:16:39.000]  他喜歡吃的東西等等
[00:16:39.000 --> 00:16:41.000]  要全部放在職業上等等
[00:16:41.000 --> 00:16:47.000]  最後一次神的試驗
[00:16:47.000 --> 00:16:49.000]  十二章神要他同樣
[00:16:49.000 --> 00:16:51.000]  把這些東西放在下面
[00:16:51.000 --> 00:16:57.000]  這次要把兒子放在上面
[00:16:57.000 --> 00:16:59.000]  問題就是這樣
[00:16:59.000 --> 00:17:03.000]  第十二章那個放在上面
[00:17:03.000 --> 00:17:05.000]  比較難
[00:17:05.000 --> 00:17:09.000]  還是第十二章那個放在上面比較難
[00:17:09.000 --> 00:17:11.000]  第十二章那個試驗比較難
[00:17:11.000 --> 00:17:13.000]  還是第十二章那個試驗比較難
[00:17:13.000 --> 00:17:15.000]  兩個都很類似
[00:17:15.000 --> 00:17:17.000]  兩個都要一起獻上
[00:17:17.000 --> 00:17:21.000]  那要怎樣比較
[00:17:21.000 --> 00:17:23.000]  要比較的時候就要問一下
[00:17:23.000 --> 00:17:25.000]  兩者有什麼分別
[00:17:25.000 --> 00:17:27.000]  十二章和二十章有什麼分別
[00:17:27.000 --> 00:17:31.000]  十二章阿爸的函要一起獻上
[00:17:31.000 --> 00:17:33.000]  但是他的一切
[00:17:33.000 --> 00:17:35.000]  其實是他過去的一切
[00:17:35.000 --> 00:17:37.000]  假神
[00:17:37.000 --> 00:17:39.000]  職業 朋友 親戚
[00:17:39.000 --> 00:17:41.000]  田地等等
[00:17:41.000 --> 00:17:43.000]  二十章要他一起獻上
[00:17:43.000 --> 00:17:45.000]  但是這次的一切不是過去
[00:17:45.000 --> 00:17:47.000]  是他將來
[00:17:47.000 --> 00:17:49.000]  兒子是一個父親的將來
[00:17:49.000 --> 00:17:51.000]  是一個家族的將來
[00:17:51.000 --> 00:17:57.000]  如果這樣問的時候
[00:17:57.000 --> 00:17:59.000]  我們就要說
[00:17:59.000 --> 00:18:01.000]  究竟是將將來獻上比較難
[00:18:01.000 --> 00:18:05.000]  還是將過去獻上比較難
[00:18:05.000 --> 00:18:09.000]  我們在美國移民群體
[00:18:09.000 --> 00:18:11.000]  我們已經試過一次將過去獻上
[00:18:11.000 --> 00:18:13.000]  其實我想一下
[00:18:13.000 --> 00:18:15.000]  香港人的群體
[00:18:15.000 --> 00:18:17.000]  其實基本上也是一個移民群體
[00:18:17.000 --> 00:18:19.000]  未必一定你移民去哪裏
[00:18:19.000 --> 00:18:21.000]  或者移民從哪裏來
[00:18:21.000 --> 00:18:23.000]  但是你的父母可能從中國來
[00:18:23.000 --> 00:18:25.000]  或者你的祖父母可能從中國來
[00:18:25.000 --> 00:18:27.000]  我們不需要數很多代
[00:18:27.000 --> 00:18:29.000]  我們差不多每個家庭
[00:18:29.000 --> 00:18:31.000]  都是從中國來到香港
[00:18:31.000 --> 00:18:33.000]  為什麼他們要這樣做
[00:18:33.000 --> 00:18:35.000]  為什麼這麼辛苦
[00:18:35.000 --> 00:18:37.000]  走遍又好
[00:18:37.000 --> 00:18:39.000]  不同方法
[00:18:39.000 --> 00:18:41.000]  丟下所有親戚朋友
[00:18:41.000 --> 00:18:43.000]  來到這個地方
[00:18:43.000 --> 00:18:45.000]  因為一個原因
[00:18:45.000 --> 00:18:47.000]  就是前途
[00:18:47.000 --> 00:18:49.000]  無論是自己前途還是子女的前途
[00:18:49.000 --> 00:18:51.000]  願意將過去一切放下
[00:18:51.000 --> 00:18:53.000]  我知道很多犧牲
[00:18:53.000 --> 00:18:55.000]  移民群體
[00:18:55.000 --> 00:18:57.000]  在生理上很多的病痛
[00:18:57.000 --> 00:18:59.000]  可能不習慣這些風土
[00:18:59.000 --> 00:19:01.000]  在生理上
[00:19:01.000 --> 00:19:03.000]  很多不同的困難
[00:19:03.000 --> 00:19:05.000]  在工作上
[00:19:05.000 --> 00:19:07.000]  很多不同的苦難
[00:19:07.000 --> 00:19:09.000]  在住屋上
[00:19:09.000 --> 00:19:11.000]  有很多特別的安排
[00:19:11.000 --> 00:19:13.000]  但是到今天
[00:19:13.000 --> 00:19:15.000]  有人還會
