
[00:00:00.000 --> 00:00:04.540]  各位網友好 今天是星期五的星期五節目
[00:04:13.680 --> 00:04:15.680]  因為他讀得很好
[00:04:15.680 --> 00:04:19.040]  他可以繼續去進升讀神學
[00:04:19.040 --> 00:04:21.040]  他讀得很緊張
[00:04:21.040 --> 00:04:25.880]  結果有一段時間他的精神和身體是broken down
[00:04:25.880 --> 00:04:27.480]  非常的脆弱
[00:04:27.480 --> 00:04:30.880]  甚至醫生是禁止他不准他讀書
[00:04:30.880 --> 00:04:33.920]  因為怕他再讀書的時候影響他的成長
[00:04:33.920 --> 00:04:37.240]  其實這段經歷我第一次講
[00:04:37.240 --> 00:04:41.720]  孫迅講到耶穌是救主的時候都提過一點
[00:04:41.720 --> 00:04:46.360]  他差不多到了一個階段他以為自己真的要死
[00:04:46.360 --> 00:04:48.360]  他要他爸爸為他祈禱
[00:04:48.360 --> 00:04:50.360]  他執拔要離開
[00:04:50.360 --> 00:04:53.400]  但是在這個這麼困難的時刻裡面
[00:04:53.400 --> 00:04:56.520]  他反而在當中裡面是真的認識這個救恩
[00:04:56.520 --> 00:04:57.960]  接受了這個救恩
[00:04:57.960 --> 00:05:01.400]  在接受這個救恩之後他就向神立約
[00:05:01.400 --> 00:05:03.160]  我第一堂經也分享過
[00:05:03.160 --> 00:05:06.200]  他就說將他自己獻給神
[00:05:06.200 --> 00:05:07.800]  後來他康復了
[00:05:07.800 --> 00:05:10.360]  就真的去到多倫多諾斯大學
[00:05:10.360 --> 00:05:14.200]  一間很有名的神學院裡面去進修
[00:05:14.200 --> 00:05:16.120]  21歲之後他畢業出來
[00:05:16.120 --> 00:05:20.360]  服事在哈梅頓一間很大的長老會去服事
[00:05:20.360 --> 00:05:21.720]  年輕有為
[00:05:21.720 --> 00:05:23.080]  他很有恩慈
[00:05:23.080 --> 00:05:24.600]  特別是在港島當年
[00:05:24.600 --> 00:05:25.800]  所以在他帶領之下
[00:05:25.800 --> 00:05:28.120]  那間教會就增長得很厲害
[00:05:28.120 --> 00:05:31.800]  但是他仍然是體弱多病
[00:05:31.800 --> 00:05:35.880]  在他服事的時候雖然教會興旺
[00:05:35.880 --> 00:05:38.920]  但是有一段時間教會就要他休息
[00:05:38.920 --> 00:05:41.320]  你不可以再做了 太辛苦了
[00:05:41.320 --> 00:05:43.080]  要他休息幾個月
[00:05:43.080 --> 00:05:45.960]  在當中裡面他重新得力
[00:05:45.960 --> 00:05:47.960]  在他自己的傳記裡面也說過
[00:05:47.960 --> 00:05:50.680]  他自己是心臟有問題
[00:05:50.680 --> 00:05:55.400]  所以他在上樓梯或者走斜路的時候
[00:05:55.400 --> 00:05:57.480]  他會覺得是一個很大的挑戰
[00:05:57.480 --> 00:05:59.960]  我想我們當中有些年長的有這樣的感受
[00:05:59.960 --> 00:06:02.440]  如果你覺得有時候走樓梯
[00:06:02.440 --> 00:06:06.120]  走斜路的時候會發覺有些壓力、氣喘
[00:06:06.120 --> 00:06:07.880]  他就是有這樣的情況
[00:06:07.880 --> 00:06:09.800]  甚至他說他有好幾年的時間
[00:06:09.800 --> 00:06:14.040]  他要帶著一瓶阿摩尼亞在他的口袋裡
[00:06:14.040 --> 00:06:18.920]  因為他很怕他隨時會有這個叫做nerve spasm
[00:06:18.920 --> 00:06:22.360]  就是fissure 我想是會抽筋
[00:06:22.360 --> 00:06:25.000]  他可能隨時會有這樣的情況
[00:06:25.000 --> 00:06:26.600]  所以他口袋裡有好幾年
[00:06:26.600 --> 00:06:29.640]  經常帶著一瓶阿摩尼亞在裡面
[00:06:29.640 --> 00:06:30.760]  他自己也分享過
[00:06:30.760 --> 00:06:33.080]  有時候他在港台裡面講道
[00:06:33.080 --> 00:06:36.200]  或者去到一些墓地裡面做安息禮拜的時候
[00:06:36.200 --> 00:06:38.280]  他很多時候他怕自己會怎麼樣呢?
[00:06:38.280 --> 00:06:40.760]  突然間港台就掉下來
[00:06:40.760 --> 00:06:44.520]  或者在墓地裡面剛剛掉進一個洞裡
[00:06:44.520 --> 00:06:47.240]  他在一個這樣的情況裡面
[00:06:47.240 --> 00:06:52.040]  他的身體 他一向都是很軟弱
[00:06:52.040 --> 00:06:56.040]  甚至在他接觸神的醫治之前幾個月
[00:06:56.040 --> 00:06:57.480]  他當時在紐約
[00:06:57.480 --> 00:07:02.600]  在紐約有一個很有著名的醫生跟他看病
[00:07:02.600 --> 00:07:08.200]  醫生跟他說 恐怕你只有幾個月的時間
[00:07:08.200 --> 00:07:09.880]  但是在這個時候裡面
[00:07:09.880 --> 00:07:13.640]  他有一個主人 他的情緒很低落
[00:07:13.640 --> 00:07:17.000]  他看到他自己的生命很脆弱、很黑暗
[00:07:17.000 --> 00:07:18.920]  好像在萎縮的當中
[00:07:18.920 --> 00:07:20.520]  他就在一個營地裡面
[00:07:20.520 --> 00:07:25.320]  他突然間聽到在營地裡面有一個聚會
[00:07:25.320 --> 00:07:29.720]  那個聚會裡面唱出一首詩歌
[00:07:29.720 --> 00:07:32.760]  詩歌就說 My Jesus is the Lord of Lords
[00:07:32.760 --> 00:07:35.000]  No man can work like him
[00:07:35.000 --> 00:07:39.080]  他說我們的主是萬王之王、萬主之主
[00:07:39.080 --> 00:07:42.120]  沒有人能夠供奉祂一樣
[00:07:42.120 --> 00:07:44.520]  No man can work like him
[00:07:44.520 --> 00:07:47.240]  當時在心裡面聽到這首歌的時候
[00:07:47.240 --> 00:07:50.360]  就好像從天上來的星一樣
[00:07:50.360 --> 00:07:54.360]  他說這個主 我豈不是接受祂是我的主嗎?
[00:07:54.360 --> 00:07:56.920]  他豈不是萬王之王?
[00:07:56.920 --> 00:08:00.840]  他能不能夠在我這個脆弱的身體裡面
[00:08:00.840 --> 00:08:03.320]  拯救他的工作?
[00:08:03.320 --> 00:08:05.240]  然後幾個星期之後
[00:08:05.240 --> 00:08:09.720]  他就從家裡人去到一個舊火源
[00:08:09.720 --> 00:08:13.560]  另一個營地裡面去休息
[00:08:13.560 --> 00:08:16.760]  在營地裡面都有很多不同的聚會
[00:08:16.760 --> 00:08:18.920]  有時候他就參加聚會
[00:08:18.920 --> 00:08:23.800]  在這些聚會裡面就聽到很多關於神醫治的見證
[00:08:23.800 --> 00:08:28.280]  有些人就說到他怎樣有病神醫治了他
[00:08:28.280 --> 00:08:30.040]  他就很奇怪
[00:08:30.040 --> 00:08:33.720]  他覺得這些人去接受神的醫治
[00:08:33.720 --> 00:08:36.600]  其實就好像他們接受福音一樣不簡單
[00:08:36.600 --> 00:08:38.440]  他們相信神的話語
[00:08:38.440 --> 00:08:39.640]  他們相信神的醫治
[00:08:39.640 --> 00:08:42.760]  他們的身體就好了
[00:08:42.760 --> 00:08:45.400]  所以他在接觸這件事的時候
[00:08:45.400 --> 00:08:46.600]  他就下定決心
[00:08:46.600 --> 00:08:50.360]  好 我一定要清清楚楚
[00:08:50.360 --> 00:08:53.480]  要了解這件事情是怎樣
[00:08:53.480 --> 00:08:57.080]  結果他就回到他自己的地方裡面
[00:08:57.080 --> 00:08:59.880]  在神面前打開聖經
[00:08:59.880 --> 00:09:05.800]  去徹底的去認識究竟醫治是什麼一種
[00:09:05.800 --> 00:09:09.160]  他就在神面前裡面去查考聖經的時候
[00:09:09.160 --> 00:09:11.320]  他有一個很深的確信
[00:09:11.320 --> 00:09:12.920]  他說是
[00:09:12.920 --> 00:09:18.520]  原來醫治是在神的這個充滿罪惡
[00:09:18.520 --> 00:09:23.640]  充滿疾病苦難的世界裡面的救恩的一部分
[00:09:23.640 --> 00:09:29.000]  他承認醫治是救贖的一部分
[00:09:29.000 --> 00:09:31.640]  是福音的一部分
[00:09:31.640 --> 00:09:33.320]  在當時他有一個掙扎
[00:09:33.320 --> 00:09:38.040]  他說我不可以認識
[00:09:38.040 --> 00:09:40.760]  只是去口講而我不去實踐
[00:09:40.760 --> 00:09:42.520]  我不去走出來
[00:09:42.520 --> 00:09:44.520]  如果我走不出來的話
[00:09:44.520 --> 00:09:46.360]  我就不能夠去講
[00:09:46.360 --> 00:09:49.240]  所以當時他就在神面前
[00:09:49.240 --> 00:09:50.600]  他有一個立志
[00:09:50.600 --> 00:09:53.880]  如果我真的接受相信神的醫治的話
[00:09:53.880 --> 00:09:56.280]  他就在神面前去納入
[00:09:56.280 --> 00:10:00.280]  當時他就向神有三個許願
[00:10:00.280 --> 00:10:02.600]  他說第一個許願
[00:10:02.600 --> 00:10:05.000]  他說正如那一天我將與你相遇
[00:10:05.000 --> 00:10:06.680]  意思是有一天
[00:10:06.680 --> 00:10:07.560]  可能他離開
[00:10:07.560 --> 00:10:09.560]  他要去相遇或者主耶穌回來的時候
[00:10:09.560 --> 00:10:11.080]  我們相見
[00:10:11.080 --> 00:10:12.600]  好像那一天相遇
[00:10:12.600 --> 00:10:14.520]  一個這麼肯定的一樣的人
[00:10:14.520 --> 00:10:17.720]  向我嚴肅地接受這個真理
[00:10:17.720 --> 00:10:19.320]  就是醫治是醫治
[00:10:19.320 --> 00:10:22.200]  是你話語和基督福音的一部分
[00:10:22.200 --> 00:10:23.000]  神啊
[00:10:23.000 --> 00:10:24.200]  向你幫助我
[00:10:24.200 --> 00:10:27.720]  以至我直到見到你那天為止
[00:10:27.720 --> 00:10:30.920]  我對這個真理不會有任何的疑問
[00:10:30.920 --> 00:10:35.000]  這個是他第一個的立志
[00:10:35.000 --> 00:10:36.840]  第二個
[00:10:36.840 --> 00:10:39.880]  他說正如那一天我將與你相遇
[00:10:39.880 --> 00:10:43.560]  我以主耶穌為我肉身的生命
[00:10:43.560 --> 00:10:45.560]  為著我身體一切的需要
[00:10:45.560 --> 00:10:48.920]  直到我完成世上的工作為止
[00:10:48.920 --> 00:10:49.960]  神啊幫助我
[00:10:49.960 --> 00:10:52.120]  以至我不會懷疑
[00:10:52.120 --> 00:10:54.920]  主成為我肉身的生命和能力
[00:10:54.920 --> 00:10:58.600]  從現在開始在任何的環境下
[00:10:58.600 --> 00:10:59.640]  祂會保守我
[00:10:59.640 --> 00:11:05.080]  直到祂在我身上的旨意得以成就
[00:11:05.080 --> 00:11:06.360]  然後第三個方面
[00:11:06.360 --> 00:11:08.040]  他的許願就是什麼
[00:11:08.040 --> 00:11:11.720]  他說正如那一天我將與你相遇
[00:11:11.720 --> 00:11:14.920]  我嚴肅地應許使用的恩賜
[00:11:14.920 --> 00:11:18.440]  是為著神的榮耀和別人的主
[00:11:18.440 --> 00:11:20.680]  並且我要宣講這個真理
[00:11:20.680 --> 00:11:24.520]  或者運用這個恩賜
[00:11:24.520 --> 00:11:28.360]  在任何神呼召我或者別人需要的地方
[00:11:28.360 --> 00:11:33.720]  當時他就在神面前許下這個願
[00:11:33.720 --> 00:11:36.680]  我發覺孫臣真的是一個很特別的人
[00:11:36.680 --> 00:11:39.160]  他真的認識這個救恩的時候
[00:11:39.160 --> 00:11:40.520]  他在神面前立約
[00:11:40.520 --> 00:11:43.080]  我將一生給你
[00:11:43.080 --> 00:11:45.400]  當他明白這個真理的時候
[00:11:45.400 --> 00:11:48.440]  他又很嚴謹很嚴肅地
[00:11:48.440 --> 00:11:51.080]  如果我真的相信這個真理
[00:11:51.080 --> 00:11:53.080]  我真的去實踐這個真理
[00:11:53.080 --> 00:11:57.960]  他就在神面前有一個很清楚的一個立約
[00:11:57.960 --> 00:12:05.480]  他要全然的毀身在這個相信的真理上
[00:12:05.480 --> 00:12:06.920]  不單自己得到醫治
[00:12:06.920 --> 00:12:09.560]  他並且能夠去服侍其他人
[00:12:09.560 --> 00:12:13.080]  是為了別人的益處和神的榮耀
[00:12:13.080 --> 00:12:17.240]  之後孫臣就面對挑戰了
[00:12:17.240 --> 00:12:21.000]  究竟是不是真的神醫治了他呢?
[00:12:21.000 --> 00:12:22.840]  當他在神面前做這個決定的時候
[00:12:22.840 --> 00:12:26.760]  他心裏面沒有特別很突然的一些轉變
[00:12:26.760 --> 00:12:29.080]  他只是說他身體裏面有一種tingling
[00:12:29.080 --> 00:12:36.120]  就是一種有種這樣的感覺
[00:12:36.120 --> 00:12:40.120]  後來有人邀請他去一個爬山
[00:12:40.120 --> 00:12:43.000]  剛才說過他走樓梯上斜坡
[00:12:43.000 --> 00:12:44.840]  他都這麼大挑戰
[00:12:44.840 --> 00:12:46.440]  有人邀請他去行山
[00:12:46.440 --> 00:12:49.560]  他走三千呎高的高山
[00:12:49.560 --> 00:12:53.160]  當時他第一個感覺就是不要搞我
[00:12:53.160 --> 00:12:55.880]  他一向看病多藥不行
[00:12:55.880 --> 00:12:58.760]  但是他另一個掙扎就是說
[00:12:58.760 --> 00:13:00.360]  如果我不去
[00:13:00.360 --> 00:13:04.680]  豈不是說其實我也不相信神的治診
[00:13:04.680 --> 00:13:07.400]  當時他就是一個掙扎
[00:13:07.400 --> 00:13:09.480]  結果他就說好 我去
[00:13:09.480 --> 00:13:10.760]  他就向神祈禱說
[00:13:10.760 --> 00:13:13.720]  靠了你的力量我願意去行這個
[00:13:13.720 --> 00:13:15.800]  結果他就真的去行這個山
[00:13:15.800 --> 00:13:17.880]  在行這個山開始的時候
[00:13:17.880 --> 00:13:19.160]  他的救我就出現了
[00:13:19.160 --> 00:13:22.440]  很快很辛苦 很慘
[00:13:22.440 --> 00:13:24.200]  那怎麼辦呢?
[00:13:24.200 --> 00:13:25.960]  但是在他行著行著的時候
[00:13:25.960 --> 00:13:28.600]  他突然間有一個很清楚的感覺
[00:13:28.600 --> 00:13:35.960]  就是有一個的靈在他身邊
[00:13:35.960 --> 00:13:36.920]  是滿有大能
[00:13:36.920 --> 00:13:38.840]  他可以去支取
[00:13:38.840 --> 00:13:40.840]  他可以去抓緊
[00:13:40.840 --> 00:13:43.640]  他可以抓住
[00:13:43.640 --> 00:13:46.040]  他就感覺神的力量在當中
[00:13:46.040 --> 00:13:47.960]  結果他就一直走著走著
[00:13:47.960 --> 00:13:49.640]  走到山頂上
[00:13:49.640 --> 00:13:53.720]  在山頂上他發覺
[00:13:53.720 --> 00:13:57.640]  他就在天堂的門口一樣
[00:13:57.640 --> 00:14:01.560]  過去的驚慌、過去的恐懼、軟弱
[00:14:01.560 --> 00:14:04.040]  在他的腳底下
[00:14:04.040 --> 00:14:06.360]  他很清楚那次他得到
[00:14:06.360 --> 00:14:08.920]  他很清楚那次他得到醫治
[00:14:08.920 --> 00:14:10.600]  在醫治之後的結果
[00:14:10.600 --> 00:14:14.280]  他就對自己的生命有很大的轉變
[00:14:14.280 --> 00:14:17.560]  他以前看病、看藥多病
[00:14:17.560 --> 00:14:19.080]  侍奉很有力
[00:14:19.080 --> 00:14:21.960]  但是很多時候身體有問題
[00:14:21.960 --> 00:14:24.600]  但是自此之後他侍奉是更多
[00:14:24.600 --> 00:14:26.440]  甚至有人形容他一個人做
[00:14:26.440 --> 00:14:28.440]  三、四個人做的事情
[00:14:28.440 --> 00:14:29.880]  他的侍奉有很多
[00:14:29.880 --> 00:14:34.120]  包括了出版、印刷
[00:14:34.120 --> 00:14:35.880]  那些宣教的刊物
[00:14:35.880 --> 00:14:37.640]  教會的工作
[00:14:37.640 --> 00:14:40.840]  他要舉辦很多的這些的營會
[00:14:40.840 --> 00:14:42.840]  他是營會的講員
[00:14:42.840 --> 00:14:46.440]  他後來開了這個宣教士的學校
[00:14:46.440 --> 00:14:48.440]  訓練那些宣教士
[00:14:48.440 --> 00:14:51.080]  還有他有一個醫治的侍奉
[00:14:51.080 --> 00:14:54.920]  Berake的醫治的侍奉
[00:14:54.920 --> 00:14:58.280]  所以看回他接受了這個醫治之後
[00:14:58.280 --> 00:14:59.880]  他自己的身體真的改變了
[00:14:59.880 --> 00:15:01.560]  後來三十多年
[00:15:01.560 --> 00:15:05.800]  他侍奉一個人做多人做的事情
[00:15:05.800 --> 00:15:07.720]  沒有讓他垮下
[00:15:07.720 --> 00:15:10.040]  他繼續有力的侍奉
[00:15:10.040 --> 00:15:12.760]  並且不單止他自己的生命改變了
[00:15:12.760 --> 00:15:16.040]  他事實上毁身在一個醫治的侍奉上
[00:15:16.040 --> 00:15:21.080]  他開了這個Berake的醫治的教會
[00:15:21.080 --> 00:15:24.280]  在他的教會逢星期五有聚會
[00:15:24.280 --> 00:15:26.840]  是講醫治
[00:15:26.840 --> 00:15:29.800]  三十多年來從沒有停止過
[00:15:29.800 --> 00:15:33.000]  很多人就是去這個教會裏面
[00:15:33.000 --> 00:15:37.400]  聽到聾醫治
[00:15:37.400 --> 00:15:39.320]  事實上他的童工裏面他講
[00:15:39.320 --> 00:15:41.960]  這個童工 他有一個很好的童工
[00:15:41.960 --> 00:15:43.800]  Kenneth McKenzie
[00:15:43.800 --> 00:15:48.760]  他說如果他否定這個神的醫治的話
[00:15:48.760 --> 00:15:51.400]  他其實會得到更大的接納
[00:15:51.400 --> 00:15:55.000]  更多人會接納他 和他會接受
[00:15:55.000 --> 00:15:58.440]  因為醫治這個問題當時正如今天一樣
[00:15:58.440 --> 00:16:02.360]  很多人都會看為好像是一種權能醫治
[00:16:02.360 --> 00:16:06.520]  很奇怪 為什麼會這樣?
[00:16:06.520 --> 00:16:10.120]  但是孫信是一個牧師
[00:16:10.120 --> 00:16:14.600]  他不是一個政治家
[00:16:14.600 --> 00:16:15.800]  如果他是一個政治家的話
[00:16:15.800 --> 00:16:17.880]  他可能為了接受更多的人
[00:16:17.880 --> 00:16:20.360]  更多接受他 可能他放下這件事
[00:16:20.360 --> 00:16:21.880]  他就說不要緊 我不講這個了
[00:16:21.880 --> 00:16:23.480]  做別的事情就行了
[00:16:23.480 --> 00:16:26.360]  但是他在神面前有一個很清晰的領袖的時候
[00:16:26.360 --> 00:16:33.800]  他真的願意按照他的領袖來服事
[00:16:33.800 --> 00:16:37.960]  來醫治多人 幫助很多的人
[00:16:37.960 --> 00:16:41.560]  他持守他的信念 所以很多人得到幫助
[00:16:41.560 --> 00:16:43.400]  很多在當中受醫治的人
[00:16:43.400 --> 00:16:47.480]  後來成為宣道會裏面侍奉很重要的人
[00:16:47.480 --> 00:16:50.360]  參與很多的侍奉
[00:16:50.360 --> 00:16:53.880]  直到今天醫治仍然在宣道會
[00:16:53.880 --> 00:16:57.720]  所強調的四重福音裡面其中一個重點
[00:16:57.720 --> 00:17:01.080]  這個是孫信他自己個人的經歷
[00:17:01.080 --> 00:17:04.600]  但是他的經歷不是純粹只是他自己
[00:17:04.600 --> 00:17:07.000]  好像蒙醫治了 那就是了
[00:17:07.000 --> 00:17:09.560]  其實在當中他有一個神學的基礎
[00:17:09.560 --> 00:17:11.000]  聖經的基礎
[00:17:11.000 --> 00:17:13.000]  就是在開始的時候我們講過
[00:17:13.000 --> 00:17:18.120]  他在神面前很認真的去查考聖經
[00:17:18.120 --> 00:17:22.600]  去找出究竟醫治是不是確實
[00:17:22.600 --> 00:17:26.600]  是有聖經的根據 有神的真理在裏面
[00:17:26.600 --> 00:17:29.800]  那在神的醫治的聖經基礎是什麼呢?
[00:17:29.800 --> 00:17:31.400]  如果我們留意的時候
[00:17:31.400 --> 00:17:34.440]  他發覺最主要是有兩方面
[00:17:34.440 --> 00:17:38.760]  第一方面他覺得醫治是神的救贖的因典當中
[00:17:38.760 --> 00:17:41.240]  是Atonement的一部分
[00:17:41.240 --> 00:17:44.120]  神拯救我們 耶穌基督為我們死在十字架上
[00:17:44.120 --> 00:17:47.000]  祂不單止拯救我們的靈魂
[00:17:47.000 --> 00:17:48.600]  這個是傳避的救恩
[00:17:48.600 --> 00:17:51.480]  祂同樣拯救我們的身體
[00:17:51.480 --> 00:17:54.440]  是身心靈的拯救
[00:17:54.440 --> 00:17:58.280]  在這個《以塞俄書記》53章的4至5節
[00:17:58.280 --> 00:17:59.800]  聖經很清楚說
[00:17:59.800 --> 00:18:03.720]  「祂成年擔當我們的憂患 背負我們的痛苦
[00:18:03.720 --> 00:18:07.720]  我們卻以為祂受責罰 被神擊打苦袋
[00:18:07.720 --> 00:18:12.680]  哪知祂為我們的過犯受害 為我們的罪孽受傷
[00:18:12.680 --> 00:18:15.400]  因祂受的刑罰我們得盡平安
[00:18:15.400 --> 00:18:19.880]  因祂受的鞭傷我們得盡醫治」
[00:18:19.880 --> 00:18:24.680]  所以宣信是將神的救恩和醫治
[00:18:24.680 --> 00:18:26.520]  不單止是靈魂的拯救
[00:18:26.520 --> 00:18:28.600]  也包括了身體的醫治
[00:18:28.600 --> 00:18:31.720]  它是放在一起的
[00:18:31.720 --> 00:18:34.440]  神拯救我們是整個人的拯救
[00:18:34.440 --> 00:18:37.240]  是身心靈的一方面
[00:18:37.240 --> 00:18:40.040]  比起《禪書》第二章24節同樣說
[00:18:40.040 --> 00:18:44.360]  「祂被掛在木頭上 親身擔當了我們的罪
[00:18:44.360 --> 00:18:48.280]  使我們既然在罪上死 又得以在義上活
[00:18:48.280 --> 00:18:51.560]  因祂受的鞭傷我們便得了醫治」
[00:18:51.560 --> 00:18:55.800]  所以宣信神的醫治這一方面的真理
[00:18:55.800 --> 00:18:57.400]  聖經的基礎就是甚麼呢?
[00:18:57.400 --> 00:18:59.000]  它覺得醫治本身
[00:18:59.000 --> 00:19:00.760]  醫治包括了身體
[00:19:00.760 --> 00:19:03.800]  其實也包括了我們的情緒、我們的精神
[00:19:03.800 --> 00:19:05.240]  我們各方面
[00:19:05.240 --> 00:19:10.120]  其實都在神的拯救的因典裏面
[00:19:10.120 --> 00:19:13.800]  正如說當我們願意接受耶穌基督為救主
[00:19:13.800 --> 00:19:15.880]  接受這個救恩的時候
[00:19:15.880 --> 00:19:18.040]  我們不單止是靈魂的拯救
[00:19:18.040 --> 00:19:21.080]  其實我們的身體的軟弱
[00:19:21.080 --> 00:19:22.520]  我們的疾病
[00:19:22.520 --> 00:19:27.000]  同樣是有神的因典在當中
[00:19:27.000 --> 00:19:28.440]  這是第一方面
[00:19:28.440 --> 00:19:30.520]  第二方面
[00:19:30.520 --> 00:19:32.120]  這個比較
[00:19:32.120 --> 00:19:33.800]  第一個我想很多人都會聽過
[00:19:33.800 --> 00:19:37.240]  這一方面是比較少有的
[00:19:37.240 --> 00:19:39.800]  宣信的論點是甚麼呢?
[00:19:39.800 --> 00:19:44.360]  它說醫治其實是主的大能的生命
[00:19:44.360 --> 00:19:48.040]  駐了在信徒的身體當中
[00:19:48.040 --> 00:19:51.240]  在《加泰書》第二章的二十節
[00:19:51.240 --> 00:19:53.560]  普羅話:我已經與基督同釘十字架
