
[00:00:00.000 --> 00:00:05.280]  今年是休息、安息年
[00:02:08.360 --> 00:02:11.880]  他說孫迅博士現在晉升了
[00:02:11.880 --> 00:02:15.400]  其實是說他回到父神裡面去推廣
[00:02:15.400 --> 00:02:19.840]  但是他所創立的運動正在全世界邁進
[00:02:19.840 --> 00:02:24.040]  是要用那被忽略的能力
[00:02:24.040 --> 00:02:27.040]  向著那被忽略的福音和田
[00:02:27.040 --> 00:02:31.840]  去宣講那被忽略的真理
[00:02:31.840 --> 00:02:34.320]  所謂的neglect the truth
[00:02:34.320 --> 00:02:36.000]  被忽略的真理
[00:02:36.000 --> 00:02:38.880]  其實就是我們今天所講的四重服膺
[00:02:38.880 --> 00:02:40.320]  Fourfold gospel
[00:02:40.320 --> 00:02:43.840]  或者叫做整全服膺 叫做Full gospel
[00:02:43.840 --> 00:02:46.440]  但是我發覺當我自己看這些書
[00:02:46.440 --> 00:02:49.720]  看它裡面所講的東西的時候
[00:02:49.720 --> 00:02:51.720]  我發覺這個被忽略的福音
[00:02:51.720 --> 00:02:55.160]  不單只是孫迅博士的時候存在
[00:02:55.160 --> 00:02:58.800]  甚至到今時今日在很多的教會
[00:02:58.800 --> 00:03:03.880]  很多的信徒裡面同樣是被忽略的
[00:03:03.880 --> 00:03:06.440]  四重服膺不是等於四個福音
[00:03:06.440 --> 00:03:12.000]  如果有機會我們可以打我們的logo出來
[00:03:12.000 --> 00:03:14.480]  四重服膺不是四個福音
[00:03:14.480 --> 00:03:18.200]  是同一個福音裡面四個不同的黑面
[00:03:18.200 --> 00:03:21.320]  但是這四個不同的黑面是互相關聯的
[00:03:21.320 --> 00:03:23.560]  是互相有關係的
[00:03:23.560 --> 00:03:26.760]  還有這個真理也不單只是宣導會的
[00:03:26.760 --> 00:03:28.760]  雖然我們將這四重服膺
[00:03:28.760 --> 00:03:32.600]  放在宣導會的會徽裡面
[00:03:32.600 --> 00:03:35.240]  如果我們上過會友班的一定知道的
[00:03:35.240 --> 00:03:37.640]  如果你不知道的話
[00:03:37.640 --> 00:03:39.080]  你騙人的 真是的
[00:03:39.080 --> 00:03:42.160]  不知道怎麼被你interview得了
[00:03:42.160 --> 00:03:46.040]  十字架就是講到耶穌是我們的救主
[00:03:46.040 --> 00:03:50.320]  洗作盤就是耶穌是誠信的傳
[00:03:50.320 --> 00:03:53.280]  右屏就是耶穌是依次的傳
[00:03:53.280 --> 00:03:57.000]  而冠冕就是講到耶穌是再來的王
[00:03:57.000 --> 00:04:01.200]  這四個是整個福音的不同的黑面
[00:04:01.200 --> 00:04:04.440]  但是互相關聯 在同一個福音裡面
[00:04:04.440 --> 00:04:06.200]  是很重要的信息
[00:04:06.200 --> 00:04:08.640]  還有這個信息不單只是宣導會的
[00:04:08.640 --> 00:04:11.120]  事實上當孫迅博士開始
[00:04:11.120 --> 00:04:13.600]  去講這四重福音的時候
[00:04:13.600 --> 00:04:16.200]  他不單只是宣導會 那時候也沒有宣導會
[00:04:16.200 --> 00:04:18.480]  他基本上是向所有的教會
[00:04:18.480 --> 00:04:22.280]  所有的基督徒宣告一個盡心的生命
[00:04:22.280 --> 00:04:25.280]  他說基督徒你不能停留只是這個階段
[00:04:25.280 --> 00:04:29.880]  我們需要明白認識這個整全的福音
[00:04:29.880 --> 00:04:31.200]  寶貴的福音
[00:04:31.200 --> 00:04:34.840]  以至我們的生命能夠被改變突破
[00:04:34.840 --> 00:04:37.800]  能夠過一個屬世 在世而不屬世
[00:04:37.800 --> 00:04:40.720]  盡心聖潔土神起義的生命
[00:04:40.720 --> 00:04:43.720]  所以我們希望能夠有機會 如果有四次的話
[00:04:43.720 --> 00:04:46.440]  是真的去認識這個四重福音的真理
[00:04:46.440 --> 00:04:49.120]  讓我們認識並且有悉切的回應
[00:04:49.120 --> 00:04:52.240]  能夠可以真是在當中裡面有生命的突破
[00:04:52.240 --> 00:04:55.400]  我們今天是集中在耶穌是救主
[00:04:55.400 --> 00:04:57.200]  在我們今天的主題經文裡面
[00:04:57.200 --> 00:05:00.120]  提摩大前書第一章裡面說
[00:05:00.120 --> 00:05:03.240]  耶穌基督降世為要拯救罪人
[00:05:03.240 --> 00:05:07.400]  這話是可信的 是十分可佩服的
[00:05:07.400 --> 00:05:09.920]  在罪人中 我是罪魁
[00:05:09.920 --> 00:05:11.680]  然而我夢了憐憫
[00:05:11.680 --> 00:05:14.640]  是因耶穌基督要在我這罪魁身上
[00:05:14.640 --> 00:05:16.520]  顯明他一切的忍耐
[00:05:16.520 --> 00:05:21.560]  給後來信他的得永生的人作榜樣
[00:05:21.560 --> 00:05:23.720]  你看看保羅說這句話的時候
[00:05:23.720 --> 00:05:26.600]  他說耶穌基督降世為人 是要拯救罪人
[00:05:26.600 --> 00:05:29.480]  這句話是可信可佩服的
[00:05:29.480 --> 00:05:33.200]  你能留意保羅是什麼時候說這句話的?
[00:05:33.200 --> 00:05:36.520]  他是寫提摩大前書的時候
[00:05:36.520 --> 00:05:40.840]  就是說保羅已經到了人生的晚年
[00:05:40.840 --> 00:05:43.720]  他在地上的日子不多
[00:05:43.720 --> 00:05:46.480]  但是他信主多年 他示主多年
[00:05:46.480 --> 00:05:48.480]  他經歷這個福音多年
[00:05:48.480 --> 00:05:52.880]  並且他講到真是神對他生命的忍耐
[00:05:52.880 --> 00:05:54.800]  他生命的改變
[00:05:54.800 --> 00:05:57.160]  當他經歷了這麼多事情之後
[00:05:57.160 --> 00:05:59.480]  他講出一句話
[00:05:59.480 --> 00:06:02.960]  耶穌基督降世為人 拯救罪人
[00:06:02.960 --> 00:06:07.320]  這句話是可信可佩服的
[00:06:07.320 --> 00:06:10.760]  所以這句話其實就是保羅自己的心聲
[00:06:10.760 --> 00:06:13.840]  當他經歷了這麼多的經歷之後
[00:06:13.840 --> 00:06:16.480]  他講出一個心聲出來
[00:06:16.480 --> 00:06:19.200]  這句話 耶穌基督降世為人
[00:06:19.200 --> 00:06:22.200]  是可信可佩服的
[00:06:22.200 --> 00:06:25.200]  他還說他是罪人當今的罪魁
[00:06:25.200 --> 00:06:26.800]  如果我們認識保羅的背景
[00:06:26.800 --> 00:06:30.560]  我們知道保羅是一個很有學問的人
[00:06:30.560 --> 00:06:33.360]  他有好的背景
[00:06:33.360 --> 00:06:38.960]  他衷心熱心在他自己所相信的當時的猶太主義
[00:06:38.960 --> 00:06:40.240]  如果從行為來講
[00:06:40.240 --> 00:06:45.160]  我們很相信保羅會比很多人更加好
[00:06:45.160 --> 00:06:47.880]  但是為什麼說他是罪人當中的罪魁呢?
[00:06:47.880 --> 00:06:50.840]  是不是他是紙籤呢?
[00:06:50.840 --> 00:06:53.200]  我相信不是
[00:06:53.200 --> 00:06:57.160]  因為保羅不是將他自己和其他人比較
[00:06:57.160 --> 00:06:59.160]  如果他將他自己和其他人比較的時候
[00:06:59.160 --> 00:07:03.560]  是呀 我比他都好
[00:07:03.560 --> 00:07:07.960]  但是保羅是將自己和神來做比較
[00:07:07.960 --> 00:07:14.440]  在一個全面聖潔無下的神面前
[00:07:14.440 --> 00:07:16.600]  在眾光之父裡面
[00:07:16.600 --> 00:07:19.800]  他深深體會到自己的罪
[00:07:19.800 --> 00:07:21.480]  他的罪是什麼?
[00:07:21.480 --> 00:07:23.160]  正如在《羅馬書》第一章裡面說
[00:07:23.160 --> 00:07:26.120]  人最大的罪
[00:07:26.120 --> 00:07:28.920]  其實就是明知有神
[00:07:28.920 --> 00:07:33.200]  他不感謝祂 也不明白祂
[00:07:33.200 --> 00:07:35.400]  自以為聰明 其實是愚蠢
[00:07:35.400 --> 00:07:38.600]  將其他的東西代替了神
[00:07:38.600 --> 00:07:40.200]  當我們不以神為神的時候
[00:07:40.200 --> 00:07:41.960]  我們就偏行幾路
[00:07:41.960 --> 00:07:43.400]  當我們偏行幾路的時候
[00:07:43.400 --> 00:07:47.000]  我們就產生很多的污穢、邪情的私慾
[00:07:47.000 --> 00:07:49.320]  所以當人不以神為神
[00:07:49.320 --> 00:07:51.640]  就自我重心偏行幾路的時候
[00:07:51.640 --> 00:07:54.520]  就製出很多的惡事出來
[00:07:54.520 --> 00:07:55.720]  所以我們看回今天
[00:07:55.720 --> 00:07:57.720]  其實很多人的問題
[00:07:57.720 --> 00:08:07.000]  征戰、仇殺、恐怖活動、欺壓、污染、疾病、婚外情
[00:08:07.000 --> 00:08:09.160]  其實很多都是因為人的自我
[00:08:09.160 --> 00:08:11.960]  人的罪、人的惡所造成
[00:08:11.960 --> 00:08:19.160]  所以當我們在失業、失學、失戀、失去健康
[00:08:19.160 --> 00:08:23.640]  失去了對明日的盼望、失去了生命
[00:08:23.640 --> 00:08:26.040]  我們不能夠自救的時候
[00:08:26.040 --> 00:08:28.840]  耶穌基督就在那個時候介入
[00:08:28.840 --> 00:08:30.200]  進入我們心靈裡面
[00:08:30.200 --> 00:08:32.120]  拯救我們
[00:08:32.120 --> 00:08:36.440]  給我們出路、給我們有幫助、給我們能力
[00:08:36.440 --> 00:08:39.080]  一個正常的人
[00:08:39.080 --> 00:08:42.840]  很明顯地說「好啊,我需要」
[00:08:42.840 --> 00:08:45.480]  如果我深深知道我自己的問題
[00:08:45.480 --> 00:08:48.120]  我又知道自己不能夠自救的話
[00:08:48.120 --> 00:08:51.000]  除了耶穌還有什麼辦法?
[00:08:51.000 --> 00:08:54.520]  所以很多人都願意來接受耶穌為救主
[00:08:54.520 --> 00:08:55.720]  但是當保羅說
[00:08:55.720 --> 00:08:58.360]  耶穌基督降世為人、拯救罪人
[00:08:58.360 --> 00:09:00.600]  這句話是可信、可佩服的時候
[00:09:00.600 --> 00:09:05.080]  是不是只是停留在耶穌的拯救上面呢?
[00:09:05.080 --> 00:09:08.040]  如果我們認識保羅的信主的經歷
[00:09:08.040 --> 00:09:11.320]  保羅在什麼情況下信主呢?
[00:09:11.320 --> 00:09:12.440]  在哪裡?
[00:09:12.440 --> 00:09:14.120]  在大馬士革的路上
[00:09:14.120 --> 00:09:15.080]  是不是?
[00:09:15.080 --> 00:09:17.400]  當時他正是熱心想去大馬士革
[00:09:17.400 --> 00:09:19.240]  抓那些信耶穌的人
[00:09:19.240 --> 00:09:22.680]  但是正是在路上裡面遇到
[00:09:22.680 --> 00:09:26.280]  在經歷裡面改變了他一生
[00:09:26.280 --> 00:09:27.720]  耶穌基督在他的生命裡頭
[00:09:27.720 --> 00:09:28.840]  在保羅的生命裡頭
[00:09:28.840 --> 00:09:31.480]  不單止拯救了他
[00:09:31.480 --> 00:09:34.760]  拯救了他過去的自以為是
[00:09:34.760 --> 00:09:39.480]  相反在恩典和愛當中重建他和神的關係
[00:09:39.480 --> 00:09:40.440]  但是更重要的是
[00:09:40.440 --> 00:09:42.280]  在大馬士革的路上裡面
[00:09:42.280 --> 00:09:44.360]  耶穌不單止拯救了保羅
[00:09:44.360 --> 00:09:48.040]  他更加將新的生命、新的價值觀
[00:09:48.040 --> 00:09:51.320]  新的使命放在保羅身上
[00:09:51.320 --> 00:09:54.920]  如果我們看回《少林傳》當時的經歷的時候
[00:09:54.920 --> 00:09:58.120]  耶穌基督對亞拿利亞所說
[00:09:58.120 --> 00:10:01.160]  他說保羅是他所揀選的器皿
[00:10:01.160 --> 00:10:03.960]  是要在外邦人和君王
[00:10:03.960 --> 00:10:08.680]  並且以色列人當中宣揚主的
[00:10:08.680 --> 00:10:13.160]  這個就是耶穌基督給保羅新的使命
[00:10:13.160 --> 00:10:14.440]  這個很重要
[00:10:14.440 --> 00:10:16.440]  弟子們
[00:10:16.440 --> 00:10:18.840]  當我們真的信耶穌的時候
[00:10:18.840 --> 00:10:23.240]  我們不單止是被拯救出來
[00:10:23.240 --> 00:10:24.840]  在我們的困苦裡
[00:10:24.840 --> 00:10:25.880]  在我們絕望裡
[00:10:25.880 --> 00:10:27.320]  在我們沒能力裡
[00:10:27.320 --> 00:10:28.920]  耶穌成為我們的幫助
[00:10:28.920 --> 00:10:30.280]  更重要的是
[00:10:30.280 --> 00:10:32.520]  我們有了新的生命
[00:10:32.520 --> 00:10:34.280]  新的價值觀
[00:10:34.280 --> 00:10:35.640]  和新的使命
[00:10:35.640 --> 00:10:37.640]  正如保羅一樣
[00:10:37.640 --> 00:10:40.360]  主耶穌對保羅有他的心意
[00:10:40.360 --> 00:10:42.360]  有他的呼召
[00:10:42.360 --> 00:10:46.520]  每一個基督徒同樣神對我們都有一個的心意
[00:10:46.520 --> 00:10:48.040]  有一個呼召
[00:10:48.040 --> 00:10:49.240]  我們有新的生命
[00:10:49.240 --> 00:10:50.840]  有新的價值觀
[00:10:50.840 --> 00:10:53.320]  但是今天我們是否得到這個東西?
[00:10:53.320 --> 00:10:54.600]  我們發覺很多時候
[00:10:54.600 --> 00:11:00.280]  很多基督徒仍然停留在一個只是被拯救的階段
[00:11:00.280 --> 00:11:02.040]  好像今天我們唱的詩歌
[00:11:02.040 --> 00:11:05.880]  我特別叫Johnny找這首詩歌
[00:11:05.880 --> 00:11:08.200]  就是Himself
[00:11:08.200 --> 00:11:11.080]  孫述博士所寫的
[00:11:11.080 --> 00:11:13.080]  他所作的
[00:11:13.080 --> 00:11:16.200]  在其中一段裡面他說
[00:11:16.200 --> 00:11:18.680]  「前要一半救恩
[00:11:18.680 --> 00:11:20.680]  今要全得救」
[00:11:20.680 --> 00:11:23.080]  這麼有趣
[00:11:23.080 --> 00:11:24.760]  其實正是這樣
[00:11:24.760 --> 00:11:27.160]  很多基督徒我們只要一半的救恩
[00:11:27.160 --> 00:11:28.040]  就是怎樣?
[00:11:28.040 --> 00:11:29.240]  在我的苦難裡
[00:11:29.240 --> 00:11:30.280]  在我的困難裡
[00:11:30.280 --> 00:11:32.280]  耶穌我沒辦法
[00:11:32.280 --> 00:11:34.280]  你來救我吧
[00:11:34.280 --> 00:11:38.120]  我們願意接受耶穌基督為救主
[00:11:38.120 --> 00:11:43.320]  但是我們卻是不肯將自己全面的交給祂
[00:11:43.320 --> 00:11:44.840]  祢不僅是我的救主
[00:11:44.840 --> 00:11:46.840]  祢更加是我心裡的主
[00:11:46.840 --> 00:11:49.560]  我的一生是祢的
[00:11:49.560 --> 00:11:52.040]  我願意擺上去
[00:11:52.040 --> 00:11:53.880]  是榮耀祢的名
[00:11:53.880 --> 00:11:57.000]  成就祢在我身上的志願
[00:11:57.000 --> 00:12:01.000]  很多基督徒仍然停留在一半的救恩
[00:12:01.000 --> 00:12:04.200]  未能夠全面的得救
[00:12:04.200 --> 00:12:06.920]  我們今天是否這樣說呢?
[00:12:06.920 --> 00:12:09.400]  我們只要福音的好處
[00:12:09.400 --> 00:12:11.400]  就是被得救
[00:12:11.400 --> 00:12:13.400]  但是我們未明白到
[00:12:13.400 --> 00:12:14.680]  豐盛的生命
[00:12:14.680 --> 00:12:17.800]  是為了將我們自己擺上去
[00:12:17.800 --> 00:12:20.520]  我們怎知道能夠真正經歷到豐盛的生命
[00:12:20.520 --> 00:12:21.480]  好像普羅所說
[00:12:21.480 --> 00:12:26.920]  這個救恩是可信、可佩服的
[00:12:26.920 --> 00:12:27.880]  正如剛才我們所說
[00:12:27.880 --> 00:12:30.120]  我們不僅要接受耶穌基督為救主
[00:12:30.120 --> 00:12:35.560]  我們更加需要承認祂成為我們生命的主
[00:12:35.560 --> 00:12:37.160]  我們第一個的四重福音
[00:12:37.160 --> 00:12:39.160]  第一個耶穌基督
[00:12:39.160 --> 00:12:40.680]  耶穌是救主
[00:12:40.680 --> 00:12:43.400]  祂不僅是停留在拯救我們
[00:12:43.400 --> 00:12:46.440]  我們更加要接受祂成為我們生命的主
[00:12:46.440 --> 00:12:47.640]  正如我們浸禮的時候
[00:12:47.640 --> 00:12:48.840]  如果你還記得浸禮的時候
[00:12:48.840 --> 00:12:51.400]  我一定問你們兩條問題
[00:12:51.400 --> 00:12:52.200]  第一個
[00:12:52.200 --> 00:12:54.040]  接不接受耶穌為救主?
[00:12:54.040 --> 00:12:55.560]  第二個是什麼?
[00:12:55.560 --> 00:12:56.760]  生命的主
[00:12:56.840 --> 00:12:59.000]  每個人都說「是,我相信」
[00:12:59.000 --> 00:13:00.280]  對吧?
[00:13:00.280 --> 00:13:01.880]  所以你問知不知道?
[00:13:01.880 --> 00:13:03.160]  「知」
[00:13:03.160 --> 00:13:04.200]  你有沒有承認?
[00:13:04.200 --> 00:13:05.160]  都承認
[00:13:05.160 --> 00:13:06.680]  但是你今天怎麼樣?
[00:13:06.680 --> 00:13:10.040]  還有沒有真正的?
[00:13:10.040 --> 00:13:11.560]  所以當我們說
[00:13:11.560 --> 00:13:14.600]  我願意接受耶穌基督為生命的主
[00:13:14.600 --> 00:13:16.120]  不是這麼簡單的
[00:13:16.120 --> 00:13:16.760]  第一
[00:13:16.760 --> 00:13:19.400]  不是一千個的決定
[00:13:19.400 --> 00:13:21.480]  我很相信你受浸的時候
[00:13:21.480 --> 00:13:24.440]  都是真誠的
[00:13:24.440 --> 00:13:28.760]  但是這個真是願意讓耶穌基督為生命的主
[00:13:28.760 --> 00:13:30.520]  不是一次
[00:13:30.520 --> 00:13:32.120]  是多次
[00:13:32.120 --> 00:13:34.600]  是一生
[00:13:34.600 --> 00:13:36.040]  並且如果我們真是願意
[00:13:36.040 --> 00:13:38.520]  讓耶穌基督為生命的主的時候
[00:13:38.520 --> 00:13:40.760]  是要顯現在行動上面
[00:13:40.760 --> 00:13:44.440]  特別是在人生很重要的決擇的時候
[00:13:44.440 --> 00:13:47.560]  究竟你是走自己的路
[00:13:47.560 --> 00:13:51.800]  還是你是走耶穌基督的路
[00:13:51.800 --> 00:13:53.160]  究竟你走的是
[00:13:53.160 --> 00:13:56.600]  我在想我一生是敢走的
[00:13:56.600 --> 00:14:01.640]  還是你做的是耶穌要我敢走的?
[00:14:01.640 --> 00:14:04.200]  祂對我的生命是有這樣的呼召
[00:14:04.200 --> 00:14:07.320]  所以我要這樣去走
[00:14:07.320 --> 00:14:10.280]  這個是有分別的
[00:14:10.280 --> 00:14:13.400]  今天很多基督徒仍然停留在一個
[00:14:13.400 --> 00:14:16.040]  讓耶穌基督為救主
[00:14:16.040 --> 00:14:20.280]  但是不肯在生命上面
[00:14:20.280 --> 00:14:23.480]  去馴服、擺上
[00:14:23.480 --> 00:14:24.680]  但是我們看回保羅
[00:14:24.680 --> 00:14:27.480]  保羅真是一個這樣的人
[00:14:27.480 --> 00:14:30.200]  保羅當他接受耶穌為救主的時候
[00:14:30.200 --> 00:14:31.560]  他有著新的生命
[00:14:31.560 --> 00:14:33.080]  有新的使命
[00:14:33.080 --> 00:14:35.640]  他是一生的擺上
[00:14:35.640 --> 00:14:37.560]  我們看回保羅當他得救了之後
[00:14:37.560 --> 00:14:40.360]  他有一段時間去阿拉伯去靜修
[00:14:40.360 --> 00:14:41.480]  去退修
[00:14:41.480 --> 00:14:43.480]  去重新思想他自己的生命
[00:14:43.480 --> 00:14:45.080]  他前面所走的路線
[00:14:45.080 --> 00:14:47.720]  後來他回到大宋他自己的家鄉
[00:14:47.720 --> 00:14:49.960]  然後在小童和大孫子一起一張的時候
[00:14:49.960 --> 00:14:50.920]  聖經記載
[00:14:50.920 --> 00:14:55.800]  巴拿巴去到大宋找當時的素羅叫保羅
[00:14:55.800 --> 00:14:58.680]  去安提厄教會幫他
[00:14:58.680 --> 00:15:00.280]  在實章裡面記載
[00:15:00.280 --> 00:15:03.800]  當時保羅就在安提厄教會停留了足足有一年
[00:15:03.800 --> 00:15:06.440]  和巴拿巴在當中裡面配搭侍奉
[00:15:06.440 --> 00:15:08.920]  在當中裡面去教訓眾人
[00:15:08.920 --> 00:15:10.680]  有美好的侍奉
[00:15:10.680 --> 00:15:14.120]  而當時基督徒被稱為基督徒
[00:15:14.120 --> 00:15:16.360]  就是那個時候開始
[00:15:16.360 --> 00:15:17.640]  為什麼我們叫基督徒呢?
[00:15:17.640 --> 00:15:18.760]  就是那個時候
[00:15:18.760 --> 00:15:20.760]  所以我們很相信
[00:15:20.760 --> 00:15:24.360]  保羅在安提厄教會有很好的侍奉
[00:15:24.360 --> 00:15:27.720]  人數增長 生命有好的見證
[00:15:27.720 --> 00:15:31.400]  當時的信徒被稱為基督徒
[00:15:31.400 --> 00:15:33.720]  但是保羅沒有停留在那裡
[00:15:33.720 --> 00:15:37.240]  雖然在教會裡面有美好的侍奉
[00:15:37.240 --> 00:15:40.040]  有很好的果效 結出很多的果子
[00:15:40.040 --> 00:15:42.040]  但是保羅沒有停留在那裡
[00:15:42.040 --> 00:15:44.600]  聖經去到《使徒行傳》第十三章
[00:15:44.600 --> 00:15:48.040]  聖靈就差遣保羅和巴拿巴
[00:15:48.040 --> 00:15:49.560]  去做宣教活動
[00:15:49.560 --> 00:15:51.720]  他就是達掌
[00:15:51.720 --> 00:15:54.760]  達掌這個宣教在教會歷史裡面
[00:15:54.760 --> 00:15:58.040]  第一個、第一次的宣教歷史
[00:15:58.040 --> 00:16:00.120]  結果這個福音透過他們
[00:16:00.120 --> 00:16:04.520]  就能夠在亞細亞、後來到歐洲傳下去
[00:16:04.520 --> 00:16:07.160]  保羅沒有停留在那裡
[00:16:07.160 --> 00:16:10.120]  他做了一些從來沒有人做過的事情
[00:16:10.120 --> 00:16:12.520]  福音擴散出去了
[00:16:12.520 --> 00:16:14.440]  但是保羅沒有停止
[00:16:14.440 --> 00:16:16.280]  他說要將福音傳到那些
[00:16:16.280 --> 00:16:18.520]  福音從來沒有到過的地方
[00:16:18.520 --> 00:16:22.440]  他甚至有心去到羅馬、去到西班牙
[00:16:22.440 --> 00:16:25.000]  所以我們看回保羅的一生是怎麼樣的
[00:16:25.000 --> 00:16:26.840]  當他在得救夢召的時候
[00:16:26.840 --> 00:16:28.600]  他很清楚他的使命
[00:16:28.600 --> 00:16:31.480]  他要做外邦的侍候
[00:16:31.480 --> 00:16:34.360]  他要將福音傳給外邦
[00:16:34.360 --> 00:16:37.160]  君王甚至二千多人當中
[00:16:37.160 --> 00:16:40.200]  他一生就是這樣達成的
[00:16:40.200 --> 00:16:42.520]  所以後來他在這個阿基百王面前
[00:16:42.520 --> 00:16:44.760]  作見證受審的時候
[00:16:44.760 --> 00:16:50.920]  他說「阿基百王啊!我固旨沒有違背那從天上來的意象
[00:16:50.920 --> 00:16:53.960]  先在大馬色後在耶路撒冷為人太傳遞
[00:16:53.960 --> 00:16:59.000]  以及外邦勸練他們應當悔改歸向神
[00:16:59.000 --> 00:17:01.960]  憑事與悔改的心相證」
[00:17:01.960 --> 00:17:05.400]  保羅沒有違背從天上來的意象
[00:17:05.400 --> 00:17:08.440]  保羅的生命就是一個很好的見證
[00:17:08.440 --> 00:17:09.800]  他蒙了憐憫
[00:17:09.800 --> 00:17:11.400]  神拯救了他
[00:17:11.400 --> 00:17:13.240]  但他不只是停在那裡
[00:17:13.240 --> 00:17:15.000]  他將一生獻給神
[00:17:15.000 --> 00:17:18.360]  就是為了神對他的呼召而擺上
[00:17:18.360 --> 00:17:20.680]  雖然曾經當中裡面有成就
[00:17:20.680 --> 00:17:22.360]  但他不只是停在那裡
[00:17:22.360 --> 00:17:23.800]  雖然當中裡面有困難
[00:17:23.800 --> 00:17:25.640]  他也不只是停在那裡
[00:17:25.640 --> 00:17:27.160]  他一生的擺上
[00:17:27.160 --> 00:17:30.760]  神就一路一路的擴闊他的生命
[00:17:30.760 --> 00:17:33.960]  擴闊他的使命
[00:17:33.960 --> 00:17:35.480]  不單止是他
[00:17:35.480 --> 00:17:37.880]  孫迅博士也是一樣
[00:17:37.880 --> 00:17:39.560]  剛才我分享過今年五月初
[00:17:39.560 --> 00:17:44.440]  我有機會去多倫多上宣道會歷史和思想的課程
[00:17:44.440 --> 00:17:47.800]  原先我是想陪太太讀書的
[00:17:47.800 --> 00:17:50.840]  因為這個課程我以前也上過
[00:17:50.840 --> 00:17:54.040]  只不過現在總會要求
[00:17:54.040 --> 00:17:56.520]  他說如果你做孫教士
[00:17:56.520 --> 00:17:58.840]  你要credit(獎勵)
[00:17:58.840 --> 00:18:00.120]  因為那時候我是audit(試考)
[00:18:00.120 --> 00:18:03.640]  audit就是上課聽完就走了
[00:18:03.640 --> 00:18:06.120]  這次credit就要再上
[00:18:06.120 --> 00:18:07.560]  我打算陪太太讀書
[00:18:07.560 --> 00:18:09.560]  因為那些東西我都知道
[00:18:09.560 --> 00:18:11.880]  誰知道就因為想的時候
[00:18:11.880 --> 00:18:14.280]  這次credit我要做功課
[00:18:14.280 --> 00:18:16.760]  我要看書
[00:18:16.760 --> 00:18:17.800]  就是當我看書
[00:18:17.800 --> 00:18:21.000]  特別是我看孫迅的生平的時候
[00:18:21.000 --> 00:18:23.240]  給我很多的衝擊
[00:18:23.240 --> 00:18:26.440]  也給我很多的安慰
[00:18:26.440 --> 00:18:28.520]  我發現孫迅的博士
[00:18:28.520 --> 00:18:30.280]  就是真是一生的
[00:18:30.280 --> 00:18:31.960]  好像保羅一樣
[00:18:31.960 --> 00:18:34.120]  當他蒙召得救的時候
[00:18:34.120 --> 00:18:37.320]  他很清楚神在他身上的呼召
[00:18:37.320 --> 00:18:39.320]  他是完全的拜上
[00:18:39.320 --> 00:18:42.440]  雖然他是在一個基督家庭裡面長大
[00:18:42.440 --> 00:18:44.040]  一個很虔誠的基督家庭
[00:18:44.040 --> 00:18:46.120]  他爸爸媽媽都很愛著
[00:18:46.120 --> 00:18:49.080]  但是他在中學的時候才歸住
