
[00:00:00.000 --> 00:00:11.640]  今天和大家分享的經文是出自於加拉太書第六章第九節至第十節
[00:04:59.800 --> 00:05:02.800]  而在第六節至第八節裡面
[00:05:02.800 --> 00:05:10.800]  我們已經讀過保羅怎樣為迦太宗教會提供了一個
[00:05:10.800 --> 00:05:14.800]  很實際可以走得出來的建議
[00:05:14.800 --> 00:05:22.800]  去建立一個或者一家能夠在互惠下去成長的教會
[00:05:22.800 --> 00:05:24.800]  怎樣做呢?
[00:05:24.800 --> 00:05:26.800]  我們簡單點看上文
[00:05:26.800 --> 00:05:31.800]  上文在第六節裡面就說到那些能夠受教的信徒
[00:05:31.800 --> 00:05:38.800]  能夠向那些向他們私教的人作出最好的分享
[00:05:38.800 --> 00:05:42.800]  而這個分享不只是單向的
[00:05:42.800 --> 00:05:45.800]  是一個雙向的運作
[00:05:45.800 --> 00:05:48.800]  是彼此的接待
[00:05:48.800 --> 00:06:00.800]  因為私教的人他自己同樣也處處地去為那些願意接受神的教導的信徒
[00:06:00.800 --> 00:06:04.800]  為他們最好的屬靈的好處去付出
[00:06:04.800 --> 00:06:06.800]  所以簡單點來說
[00:06:06.800 --> 00:06:11.800]  保羅向迦太教會所陳述的要建立的教會
[00:06:11.800 --> 00:06:14.800]  是一方面很忠心於神
[00:06:14.800 --> 00:06:20.800]  但是也很關懷信徒的私教者或者傳道者
[00:06:20.800 --> 00:06:27.800]  他們願意真是撲心撲命地去為教會種信徒
[00:06:27.800 --> 00:06:31.800]  特別那些是願意真是接受主導的信徒
[00:06:31.800 --> 00:06:34.800]  去為他們的屬靈好處去考量
[00:06:34.800 --> 00:06:36.800]  付出他們的人生
[00:06:36.800 --> 00:06:38.800]  付出他們的心力
[00:06:38.800 --> 00:06:44.800]  而回應的就是那些已經願意接受主導的信徒
[00:06:44.800 --> 00:06:51.800]  也都能夠同樣將他們所能去提供的最好的
[00:06:51.800 --> 00:06:58.800]  去為這些向他們私教的傳道人作出供應
[00:06:58.800 --> 00:07:01.800]  這個是一個整個大方向
[00:07:01.800 --> 00:07:05.800]  保羅看到迦太教會的發展
[00:07:05.800 --> 00:07:07.800]  其實要更進一步
[00:07:07.800 --> 00:07:10.800]  所以這個方向訂明了之後
[00:07:10.800 --> 00:07:12.800]  保羅就要告訴他們
[00:07:12.800 --> 00:07:14.800]  執行應該怎麼做
[00:07:14.800 --> 00:07:19.800]  我們知道的大方向其實大家都會明白的
[00:07:19.800 --> 00:07:21.800]  但是如果當執行的時候
[00:07:21.800 --> 00:07:24.800]  我們也都明白必然會有一些
[00:07:24.800 --> 00:07:27.800]  不是那麼順利的情況
[00:07:27.800 --> 00:07:30.800]  去出現在他們當中的
[00:07:30.800 --> 00:07:34.800]  其實我知道大家做了人或者做了基督徒
[00:07:34.800 --> 00:07:38.800]  都有一段時間應該都有這個經驗的
[00:07:38.800 --> 00:07:41.800]  就是說但凡是一些好的東西
[00:07:41.800 --> 00:07:46.800]  很珍貴的東西或者是一些很耐用的事與物
[00:07:46.800 --> 00:07:50.800]  都不是說隨手可得的事情
[00:07:50.800 --> 00:07:55.800]  總是需要我們付出時間、心力
[00:07:55.800 --> 00:07:59.800]  去好好的去經營才能夠得到的結果
[00:07:59.800 --> 00:08:02.800]  就好像之前我們所說
[00:08:02.800 --> 00:08:07.800]  保羅用到這個栽種的這個比喻
[00:08:07.800 --> 00:08:12.800]  如果大家聽過我去說過栽種的比喻
[00:08:12.800 --> 00:08:14.800]  我很喜歡引用湯泉道
[00:08:14.800 --> 00:08:17.800]  因為湯泉道在家裡的後院
[00:08:17.800 --> 00:08:21.800]  可以說是一個既可以看的花園
[00:08:21.800 --> 00:08:27.800]  而且也是一個被他用了很多心力去開墾的一個農地
[00:08:27.800 --> 00:08:30.800]  每一年他都有很多的出產
[00:08:30.800 --> 00:08:35.800]  他最多出產的就是番茄和無花果
[00:08:35.800 --> 00:08:39.800]  所以他有時候當他有收成的時候
[00:08:39.800 --> 00:08:41.800]  他就會邀請我去到他家裡
[00:08:41.800 --> 00:08:46.800]  然後就去分享一下他的種植的成果
[00:08:46.800 --> 00:08:49.800]  所以每一次我去到他家裡的時候
[00:08:49.800 --> 00:08:53.800]  他當然是預備了一些一大盤的番茄
[00:08:53.800 --> 00:08:56.800]  或者是煮一些番茄的菜式
[00:08:56.800 --> 00:09:00.800]  然後就跟我吃完之後就吃這個無花果
[00:09:00.800 --> 00:09:02.800]  當是飯後甜品
[00:09:02.800 --> 00:09:07.800]  每一次我跟他吃完飯之後
[00:09:07.800 --> 00:09:09.800]  我都會跟他這樣說
[00:09:09.800 --> 00:09:10.800]  我說湯泉道
[00:09:10.800 --> 00:09:14.800]  我說今年你的番茄真的又很好吃
[00:09:14.800 --> 00:09:17.800]  他種的都是一些大玉茄
[00:09:17.800 --> 00:09:24.800]  而且那些玉茄是很紮實又多汁的一個成果
[00:09:24.800 --> 00:09:27.800]  為什麼你可以種得這麼好
[00:09:27.800 --> 00:09:33.800]  他永遠都很安定和很祥和的跟我說
[00:09:33.800 --> 00:09:37.800]  Alan 你知道嗎
[00:09:37.800 --> 00:09:41.800]  你現在吃的這些是我的血汗水
[00:09:41.800 --> 00:09:43.800]  我說怎麼血汗水
[00:09:43.800 --> 00:09:44.800]  你知道嗎
[00:09:44.800 --> 00:09:51.800]  我每一年為了能夠在夏天或者秋天的時候有這麼多收成
[00:09:51.800 --> 00:09:54.800]  我在冬天就已經開始工作了
[00:09:54.800 --> 00:09:56.800]  我說不是吧
[00:09:56.800 --> 00:09:57.800]  他說是啊
[00:09:57.800 --> 00:10:02.800]  我在冬天的時候已經在後院將儲了很多那些樹葉
[00:10:02.800 --> 00:10:05.800]  農作物那些枝筐
[00:10:05.800 --> 00:10:07.800]  全部將它坐在那裡慢慢剪碎
[00:10:07.800 --> 00:10:09.800]  把它們全部打爛
[00:10:09.800 --> 00:10:13.800]  然後就將它們推到盤底和泥之間
[00:10:13.800 --> 00:10:15.800]  拌勻它
[00:10:15.800 --> 00:10:18.800]  使得它可以用足夠時間去發酵
[00:10:18.800 --> 00:10:20.800]  然後變回做肥料
[00:10:20.800 --> 00:10:22.800]  然後等我在新一年的時候
[00:10:22.800 --> 00:10:26.800]  臨落種之前那些泥已經預備好了
[00:10:26.800 --> 00:10:29.800]  所以你吃這些是我有血有汗的
[00:10:29.800 --> 00:10:32.800]  有時候為了剪這些枝筐
[00:10:32.800 --> 00:10:35.800]  可能剪到自己的手都有的
[00:10:35.800 --> 00:10:37.800]  或者插到自己的手都有可能
[00:10:37.800 --> 00:10:39.800]  要流汗 要挖這些泥
[00:10:39.800 --> 00:10:41.800]  弟兄姊妹
[00:10:41.800 --> 00:10:45.800]  湯泉道這個例子讓我知道
[00:10:45.800 --> 00:10:50.800]  每一樣東西其實都需要它時間去栽種
[00:10:50.800 --> 00:10:53.800]  不是說哇 像我這樣去到家裡
[00:10:53.800 --> 00:10:54.800]  享受完吃完一餐
[00:10:54.800 --> 00:10:58.800]  很好吃的一些番茄的午餐
[00:10:58.800 --> 00:11:00.800]  或者是吃那些長得很甜
[00:11:00.800 --> 00:11:03.800]  很好吃的無花果這麼簡單
[00:11:03.800 --> 00:11:05.800]  而是每一樣東西
[00:11:05.800 --> 00:11:07.800]  如果我們要有修成
[00:11:07.800 --> 00:11:09.800]  我們雖然知道會怎麼去做
[00:11:09.800 --> 00:11:11.800]  怎麼是叫做最好
[00:11:11.800 --> 00:11:15.800]  但是在上帝整個的
[00:11:15.800 --> 00:11:17.800]  要讓我們參與的過程裡面
[00:11:17.800 --> 00:11:19.800]  雖然我們知道植物能夠
[00:11:19.800 --> 00:11:22.800]  能否最終種成這個果實
[00:11:22.800 --> 00:11:24.800]  仍然要靠陽光和雨水
[00:11:24.800 --> 00:11:26.800]  是上帝所供應
[00:11:26.800 --> 00:11:28.800]  但是我們的參與
[00:11:28.800 --> 00:11:31.800]  我們的努力其實是需要的
[00:11:31.800 --> 00:11:33.800]  而在這個參與的過程裡面
[00:11:33.800 --> 00:11:35.800]  是絕對不容易
[00:11:35.800 --> 00:11:37.800]  可能是我們需要很多的付出
[00:11:37.800 --> 00:11:41.800]  要流淚 要痛心的過程
[00:11:41.800 --> 00:11:44.800]  才能夠將它栽種成為一個成果
[00:11:44.800 --> 00:11:46.800]  但是很肯定的一件事
[00:11:46.800 --> 00:11:49.800]  從我們今天所看的經文當中
[00:11:49.800 --> 00:11:51.800]  就肯定的告訴我們知道
[00:11:51.800 --> 00:11:53.800]  只要我們能夠堅持下去的話
[00:11:53.800 --> 00:11:56.800]  最後我們所種出來的
[00:11:56.800 --> 00:11:58.800]  所做出來的
[00:11:58.800 --> 00:12:00.800]  上帝不會叫我們白做的
[00:12:00.800 --> 00:12:03.800]  所以當我們去明白到
[00:12:03.800 --> 00:12:06.800]  如果我們今天跟隨這個世界的社會
[00:12:06.800 --> 00:12:10.800]  每樣東西都要很容易隨手可得的
[00:12:10.800 --> 00:12:13.800]  隨便得著 隨便買都買得到的
[00:12:13.800 --> 00:12:17.800]  我相信大家弟兄姊妹都會發現到一樣東西
[00:12:17.800 --> 00:12:19.800]  現在很多的東西
[00:12:19.800 --> 00:12:22.800]  其實和以前的價錢相差很遠的
[00:12:22.800 --> 00:12:25.800]  以前的東西 吃的東西或者買的東西很貴
[00:12:25.800 --> 00:12:27.800]  譬如最簡單的一件事
[00:12:27.800 --> 00:12:30.800]  手機 手提電話
[00:12:30.800 --> 00:12:33.800]  有沒有留意 初頭的手機很紮實的
[00:12:33.800 --> 00:12:35.800]  真的扔也不爛的
[00:12:35.800 --> 00:12:38.800]  現在的手機扔兩下就爛了
[00:12:38.800 --> 00:12:40.800]  而且用了一兩年就壞了
[00:12:40.800 --> 00:12:42.800]  以前的手機很耐用的
[00:12:42.800 --> 00:12:44.800]  按鍵很耐按的
[00:12:44.800 --> 00:12:47.800]  現在的那些連按鍵都不耐按
[00:12:47.800 --> 00:12:49.800]  失去反應了
[00:12:49.800 --> 00:12:51.800]  為什麼會這樣呢
[00:12:51.800 --> 00:12:53.800]  是呀 那些東西很容易得
[00:12:53.800 --> 00:12:55.800]  但是那些東西越容易得
[00:12:55.800 --> 00:12:57.800]  越容易做出來之後
[00:12:57.800 --> 00:13:00.800]  我們發覺原來最終它的結果
[00:13:00.800 --> 00:13:03.800]  和它的質素就越來越化學
[00:13:03.800 --> 00:13:07.800]  所以他們的壽命也都很自然的
[00:13:07.800 --> 00:13:09.800]  越來越短
[00:13:09.800 --> 00:13:11.800]  譬如另外一樣東西我們大家都明白
[00:13:11.800 --> 00:13:13.800]  買車就是一個例子
[00:13:13.800 --> 00:13:16.800]  以前買的車很耐用的
[00:13:16.800 --> 00:13:19.800]  開了十多年是很閒的事情
[00:13:19.800 --> 00:13:21.800]  但是現在你買的車
[00:13:21.800 --> 00:13:23.800]  一兩年又說燒燈膽
[00:13:23.800 --> 00:13:28.800]  過兩年又說那條輪胎的膠老化
[00:13:28.800 --> 00:13:30.800]  然後漏水
[00:13:30.800 --> 00:13:32.800]  為什麼這麼兒戲呢
[00:13:32.800 --> 00:13:34.800]  因為越容易做的東西
[00:13:34.800 --> 00:13:36.800]  簡單來說
[00:13:36.800 --> 00:13:39.800]  就讓我們的壽命更短
[00:13:39.800 --> 00:13:43.800]  於是他們的供應商就能夠更快賣多一點給我們
[00:13:43.800 --> 00:13:45.800]  他們就越賺多一點錢
[00:13:45.800 --> 00:13:47.800]  我們看起來好像很容易
[00:13:47.800 --> 00:13:48.800]  很漂亮
[00:13:48.800 --> 00:13:50.800]  表面包裝得很漂亮
[00:13:50.800 --> 00:13:53.800]  但其實那些東西是更加的化學
[00:13:53.800 --> 00:13:55.800]  容易的東西
[00:13:55.800 --> 00:13:57.800]  快的東西
[00:13:57.800 --> 00:13:59.800]  很多時候未必是有益的東西
[00:13:59.800 --> 00:14:01.800]  我相信大家都會同意
[00:14:01.800 --> 00:14:03.800]  其中一樣東西
[00:14:03.800 --> 00:14:05.800]  即食麵就是一個典型例子
[00:14:05.800 --> 00:14:08.800]  麵加點水
[00:14:08.800 --> 00:14:11.800]  焗兩三分鐘就已經可以吃了
[00:14:11.800 --> 00:14:13.800]  不同於以前
[00:14:13.800 --> 00:14:14.800]  煮麵要怎樣呢
[00:14:14.800 --> 00:14:15.800]  要去麵店買生麵
[00:14:15.800 --> 00:14:17.800]  要限時限後
[00:14:17.800 --> 00:14:18.800]  怕它會發霉
[00:14:18.800 --> 00:14:20.800]  然後來又要煲水
[00:14:20.800 --> 00:14:21.800]  煲完水之後
[00:14:21.800 --> 00:14:25.800]  水滾的時候要攪拌著
[00:14:25.800 --> 00:14:27.800]  然後煮完之後
[00:14:27.800 --> 00:14:29.800]  還要把它晾乾水
[00:14:29.800 --> 00:14:31.800]  再放湯才能吃
[00:14:31.800 --> 00:14:33.800]  要煮麵以前
[00:14:33.800 --> 00:14:35.800]  分分鐘可能要十多分鐘
[00:14:35.800 --> 00:14:36.800]  現在煮個麵
[00:14:36.800 --> 00:14:39.800]  即食麵兩三分鐘就已經可以吃了
[00:14:39.800 --> 00:14:42.800]  但是越容易的東西
[00:14:42.800 --> 00:14:44.800]  這些即食麵裡面
[00:14:44.800 --> 00:14:46.800]  有多少化學物質
[00:14:46.800 --> 00:14:47.800]  有多少吃了之後
[00:14:47.800 --> 00:14:50.800]  會使你的壽命節省
[00:14:50.800 --> 00:14:53.800]  這些我們已經很多人不看了
[00:14:53.800 --> 00:14:55.800]  因為今天的人太短視了
[00:14:55.800 --> 00:14:57.800]  很多東西都希望要快
[00:14:57.800 --> 00:14:58.800]  要得著
[00:14:58.800 --> 00:15:00.800]  然後用完就即棄
[00:15:00.800 --> 00:15:02.800]  這種心態其實就是
[00:15:02.800 --> 00:15:05.800]  今天這個世界熟悉的人的心態
[00:15:05.800 --> 00:15:07.800]  急功近利
[00:15:07.800 --> 00:15:10.800]  以為這樣就已經是一件好事
[00:15:10.800 --> 00:15:13.800]  有時候我去超級市場買菜都很怕
[00:15:13.800 --> 00:15:15.800]  特別買雞
[00:15:15.800 --> 00:15:18.800]  那隻雞多漂亮啊
[00:15:18.800 --> 00:15:21.800]  肥肥白白又大隻
[00:15:21.800 --> 00:15:23.800]  799
[00:15:23.800 --> 00:15:25.800]  比以前吃雞還便宜
[00:15:25.800 --> 00:15:27.800]  為什麼以前買雞都十多塊
[00:15:27.800 --> 00:15:30.800]  現在買隻雞799都有隻
[00:15:30.800 --> 00:15:32.800]  比以前大一倍
[00:15:32.800 --> 00:15:34.800]  但這些雞全部是用
[00:15:34.800 --> 00:15:36.800]  賀爾蒙打針雞
[00:15:36.800 --> 00:15:39.800]  催化他們 催大他們
[00:15:39.800 --> 00:15:41.800]  買出來就很漂亮
[00:15:41.800 --> 00:15:44.800]  但是吃了有多少後遺症呢
[00:15:44.800 --> 00:15:48.800]  而且吃雞沒有雞味
[00:15:48.800 --> 00:15:50.800]  就更加可怕
[00:15:50.800 --> 00:15:52.800]  弟兄姊妹
[00:15:52.800 --> 00:15:54.800]  今天很多人
[00:15:54.800 --> 00:15:56.800]  只是希望表面美麗
[00:15:56.800 --> 00:15:58.800]  但他沒有用心
[00:15:58.800 --> 00:16:00.800]  用時間去經營
[00:16:00.800 --> 00:16:03.800]  希望很快得到一些享受
[00:16:03.800 --> 00:16:05.800]  但那些享受其實
[00:16:05.800 --> 00:16:07.800]  根本就不是一種享受
[00:16:07.800 --> 00:16:09.800]  可能是一種傷害
[00:16:09.800 --> 00:16:11.800]  今天最可怕的就是
[00:16:11.800 --> 00:16:13.800]  這種的觀念帶到進入
[00:16:13.800 --> 00:16:15.800]  熟齡的世界當中
[00:16:15.800 --> 00:16:18.800]  特別教會的裏面
[00:16:18.800 --> 00:16:20.800]  今天很多的信徒
[00:16:20.800 --> 00:16:23.800]  你都不知道他信主是清不清楚的
[00:16:23.800 --> 00:16:25.800]  最緊要搞個報道會
[00:16:25.800 --> 00:16:27.800]  最緊要他快反應
[00:16:27.800 --> 00:16:30.800]  感動 然後他就舉手
[00:16:30.800 --> 00:16:32.800]  信主 於是乎
[00:16:32.800 --> 00:16:34.800]  有些信徒還以為自己
[00:16:34.800 --> 00:16:36.800]  信主很好
[00:16:36.800 --> 00:16:40.800]  已經靈明非常卓越
[00:16:40.800 --> 00:16:42.800]  很熱心
[00:16:42.800 --> 00:16:45.800]  那邊信主那邊還說要去做傳道人
[00:16:45.800 --> 00:16:47.800]  對聖經有沒有了解
[00:16:47.800 --> 00:16:49.800]  一無了解
[00:16:49.800 --> 00:16:51.800]  但是怎樣 還有很多傳道人
[00:16:51.800 --> 00:16:54.800]  吹捧他們去做傳道人
[00:16:54.800 --> 00:16:57.800]  去做神學 讀神學
[00:16:57.800 --> 00:17:00.800]  其實他們全部都是一些空殼的
[00:17:00.800 --> 00:17:06.800]  只有基督徒掛名表現的所謂基督徒
[00:17:06.800 --> 00:17:12.800]  他們本身裏面是一點神的輕香都沒有
[00:17:12.800 --> 00:17:16.800]  那這種基督徒又是不是真的基督徒呢
[00:17:16.800 --> 00:17:18.800]  就好像一個中國人
[00:17:18.800 --> 00:17:20.800]  不過他不懂中文
[00:17:20.800 --> 00:17:23.800]  一隻鴨不過他不懂游水
[00:17:23.800 --> 00:17:26.800]  一隻貓不過他不會捉老鼠
[00:17:26.800 --> 00:17:29.800]  或者一隻狗他根本不會看門口
[00:17:29.800 --> 00:17:32.800]  那你認為那個是一個中國人嗎
[00:17:32.800 --> 00:17:34.800]  那個是一隻鴨嗎
[00:17:34.800 --> 00:17:36.800]  那是一隻狗嗎
[00:17:36.800 --> 00:17:38.800]  還是一隻貓呢
[00:17:38.800 --> 00:17:40.800]  不過很可惜的就是
[00:17:40.800 --> 00:17:42.800]  今天這些種種的現象
[00:17:42.800 --> 00:17:44.800]  卻造成了一個情況
[00:17:44.800 --> 00:17:46.800]  就是很多的信徒
[00:17:46.800 --> 00:17:49.800]  他認為那隻貓在家
[00:17:49.800 --> 00:17:51.800]  多可愛啊 是不是啊
[00:17:51.800 --> 00:17:54.800]  那隻狗啊 不用看門口的
[00:17:54.800 --> 00:17:56.800]  只是吃狗糧而已
[00:17:56.800 --> 00:17:57.800]  多有趣啊
[00:17:57.800 --> 00:17:59.800]  他有空來就摸摸我
[00:17:59.800 --> 00:18:00.800]  搖搖尾巴多開心啊
[00:18:00.800 --> 00:18:02.800]  哄得我開開心心
[00:18:02.800 --> 00:18:04.800]  今天很多的人就是
[00:18:04.800 --> 00:18:06.800]  在這些現象裏面
[00:18:06.800 --> 00:18:08.800]  以為自己已經是一個
[00:18:08.800 --> 00:18:09.800]  合神心意的人
[00:18:09.800 --> 00:18:11.800]  但是原來他的生命裏面
[00:18:11.800 --> 00:18:14.800]  根本沒有上帝的生命在他當中
[00:18:14.800 --> 00:18:16.800]  各位姐妹
[00:18:16.800 --> 00:18:19.800]  如果教會是這樣的情況
[00:18:19.800 --> 00:18:20.800]  會變成怎樣呢
[00:18:20.800 --> 00:18:22.800]  這個是正正保羅
[00:18:22.800 --> 00:18:25.800]  寫迦拉特書不想迦拉特教會
[00:18:25.800 --> 00:18:27.800]  走入到這樣的局面
[00:18:27.800 --> 00:18:28.800]  因為為什麼呢
[00:18:28.800 --> 00:18:29.800]  保羅明白到
[00:18:29.800 --> 00:18:31.800]  他們已經受過一連串
[00:18:31.800 --> 00:18:33.800]  這些假教師的誤導
[00:18:33.800 --> 00:18:35.800]  帶他們在一個錯誤的
[00:18:35.800 --> 00:18:36.800]  封音上去走
[00:18:36.800 --> 00:18:38.800]  這種的思維
[00:18:38.800 --> 00:18:40.800]  屬世的思維其實已經包藏在
[00:18:40.800 --> 00:18:41.800]  他們的裏面
[00:18:41.800 --> 00:18:43.800]  如果還容讓這種
[00:18:43.800 --> 00:18:45.800]  屬世的思維
[00:18:45.800 --> 00:18:47.800]  包藏在教會裏面
[00:18:47.800 --> 00:18:49.800]  而保羅又說要行善
[00:18:49.800 --> 00:18:51.800]  保羅擔心他們
[00:18:51.800 --> 00:18:54.800]  當在這些時候會失望
[00:18:54.800 --> 00:18:55.800]  因為為什麼
[00:18:55.800 --> 00:18:56.800]  剛才我們都說過
[00:18:56.800 --> 00:18:58.800]  上帝的道理
[00:18:58.800 --> 00:18:59.800]  在這個世界
[00:18:59.800 --> 00:19:01.800]  要人能夠站立得住的時候
[00:19:01.800 --> 00:19:03.800]  這個世界就有很多
[00:19:03.800 --> 00:19:06.800]  截然不同格格不入的狀態
[00:19:06.800 --> 00:19:08.800]  這個世界人不喜歡
[00:19:08.800 --> 00:19:10.800]  可能有很多的難處
[00:19:10.800 --> 00:19:11.800]  左難尾
[00:19:11.800 --> 00:19:15.800]  類似你想做一件好的產品
[00:19:15.800 --> 00:19:17.800]  要花時間去做研究
[00:19:17.800 --> 00:19:19.800]  你的上司為了要賺錢
[00:19:19.800 --> 00:19:22.800]  要不斷推一些有缺陷的產品
[00:19:22.800 --> 00:19:24.800]  推出市場
[00:19:24.800 --> 00:19:25.800]  有沒有留意
[00:19:25.800 --> 00:19:27.800]  買車就是一個例子
[00:19:27.800 --> 00:19:29.800]  年年都有新車的
[00:19:29.800 --> 00:19:31.800]  為什麼年年有新車
[00:19:31.800 --> 00:19:32.800]  那些車你會留意
[00:19:32.800 --> 00:19:35.800]  越多新車出就越多回報
[00:19:35.800 --> 00:19:37.800]  經常說那些車出了之後
[00:19:37.800 --> 00:19:38.800]  氣袋有問題
[00:19:38.800 --> 00:19:39.800]  設計有問題
[00:19:39.800 --> 00:19:41.800]  煞車有問題等等
[00:19:41.800 --> 00:19:43.800]  各樣問題回報又回報
[00:19:43.800 --> 00:19:45.800]  今天的世界的人
[00:19:45.800 --> 00:19:48.800]  不是寧願做一輛實用
[00:19:48.800 --> 00:19:52.800]  而穩妥的汽車或者是事物
[00:19:52.800 --> 00:19:55.800]  而是寧願隨便推一些東西
[00:19:55.800 --> 00:19:57.800]  表面上好像是你擁有一輛汽車
[00:19:57.800 --> 00:19:58.800]  或者一些事物
[00:19:58.800 --> 00:20:01.800]  但其實它本來是充滿漏洞
[00:20:01.800 --> 00:20:03.800]  而後來去修補
[00:20:03.800 --> 00:20:05.800]  這種整個的思維
[00:20:05.800 --> 00:20:08.800]  不是肅神的子民應有的態度
[00:20:08.800 --> 00:20:10.800]  保羅也都明白到
[00:20:10.800 --> 00:20:12.800]  教會如果要建立起來
[00:20:12.800 --> 00:20:14.800]  不是說在破漏的裡面
[00:20:14.800 --> 00:20:17.800]  嘗試再保保修修的去建立
[00:20:17.800 --> 00:20:19.800]  去到永恆的裡面
[00:20:19.800 --> 00:20:21.800]  上帝不會再讓這些
[00:20:21.800 --> 00:20:24.800]  保保修修的東西存在
[00:20:24.800 --> 00:20:27.800]  因為如果上帝仍然讓人
[00:20:27.800 --> 00:20:29.800]  帶著罪進入到世界裡面
[00:20:29.800 --> 00:20:30.800]  進入他當中
[00:20:30.800 --> 00:20:32.800]  上帝不會容忍得到
[00:20:32.800 --> 00:20:34.800]  這件事存在
[00:20:34.800 --> 00:20:37.800]  換言之上帝不會給一些
