
[00:00:00.000 --> 00:00:08.000]  獨領人的閱讀觀 閱讀的闊度
[00:01:25.000 --> 00:01:28.000]  等地鐵的時候對著那塊牆有很多閱讀
[00:01:28.000 --> 00:01:29.000]  你不能夠不看的
[00:01:29.000 --> 00:01:31.000]  你不斷地看逐個告白去看
[00:01:31.000 --> 00:01:35.000]  進去地鐵的時候拿著那個東西
[00:01:35.000 --> 00:01:38.000]  不斷地看
[00:01:38.000 --> 00:01:41.000]  下到街的時候走過戲院走過布攤
[00:01:41.000 --> 00:01:44.000]  回到公司別人和你聊天
[00:01:44.000 --> 00:01:46.000]  回到學校你和同學聊天
[00:01:46.000 --> 00:01:47.000]  都是一種閱讀來的
[00:01:47.000 --> 00:01:49.000]  如果我們闊一點來說
[00:01:49.000 --> 00:01:52.000]  回到家當然我們看電視聽衣服機
[00:01:52.000 --> 00:01:54.000]  加上我們看報紙
[00:01:54.000 --> 00:01:57.000]  加上我們父母聊天朋友聊天
[00:01:57.000 --> 00:01:59.000]  這些都是一個閱讀
[00:01:59.000 --> 00:02:00.000]  所以我們想一下
[00:02:00.000 --> 00:02:03.000]  其實我們每天是不斷地在閱讀
[00:02:03.000 --> 00:02:05.000]  而我們這樣看的時候
[00:02:05.000 --> 00:02:07.000]  我們大部分的時間
[00:02:07.000 --> 00:02:11.000]  很恐怕我們是不自覺地
[00:02:11.000 --> 00:02:15.000]  是沒有選擇地在閱讀這些東西
[00:02:15.000 --> 00:02:17.000]  所以我們這樣看的時候
[00:02:17.000 --> 00:02:19.000]  我們看見兩幅圖畫
[00:02:19.000 --> 00:02:21.000]  一幅是我們有計劃有選擇的
[00:02:21.000 --> 00:02:23.000]  去閱讀一些書籍
[00:02:23.000 --> 00:02:25.000]  而大部分的時間
[00:02:25.000 --> 00:02:27.000]  是你沒有在意的
[00:02:27.000 --> 00:02:29.000]  甚至你不能控制地被迫
[00:02:29.000 --> 00:02:32.000]  在閱讀一些東西
[00:02:32.000 --> 00:02:33.000]  如果這樣的時候
[00:02:33.000 --> 00:02:34.000]  我想指出一件事
[00:02:34.000 --> 00:02:37.000]  其實我們無論你喜歡或不喜歡
[00:02:37.000 --> 00:02:39.000]  自覺或不自覺
[00:02:39.000 --> 00:02:41.000]  其實不斷有些閱讀
[00:02:41.000 --> 00:02:43.000]  是在爭取你去看一些
[00:02:43.000 --> 00:02:46.000]  屬靈書籍的閱讀
[00:02:46.000 --> 00:02:48.000]  這是一個很重要的一點
[00:02:48.000 --> 00:02:50.000]  因為如果我們這樣看
[00:02:50.000 --> 00:02:52.000]  我們就明白為什麼我們現在
[00:02:52.000 --> 00:02:54.000]  基督徒都說包括在內
[00:02:54.000 --> 00:02:56.000]  我們看屬靈書籍越來越困難
[00:02:56.000 --> 00:02:58.000]  我們的心
[00:02:58.000 --> 00:03:00.000]  或者我們的力量
[00:03:00.000 --> 00:03:03.000]  越來越被其他東西打差了
[00:03:03.000 --> 00:03:07.000]  這個我想和大家思想一下
[00:03:07.000 --> 00:03:09.000]  究竟我們在香港那種
[00:03:09.000 --> 00:03:11.000]  不自覺被迫的閱讀
[00:03:11.000 --> 00:03:15.000]  製造了什麼情況出來呢
[00:03:15.000 --> 00:03:17.000]  我自己覺得
[00:03:17.000 --> 00:03:19.000]  基本上是製造了一種
[00:03:19.000 --> 00:03:23.000]  可以說是一種虛的生命情操
[00:03:23.000 --> 00:03:25.000]  虛的生命情操
[00:03:25.000 --> 00:03:27.000]  虛的生命情操
[00:03:27.000 --> 00:03:29.000]  是怎麼來的呢
[00:03:29.000 --> 00:03:31.000]  我相信香港是很特別的
[00:03:31.000 --> 00:03:34.000]  在電視文化裏所產生的結果
[00:03:34.000 --> 00:03:36.000]  大家知道在電視文化裏
[00:03:36.000 --> 00:03:38.000]  無論是片集
[00:03:38.000 --> 00:03:40.000]  特別是告白
[00:03:40.000 --> 00:03:46.000]  都是一個很講求刺激和高潮的做法
[00:03:46.000 --> 00:03:49.000]  大概每三至五分鐘
[00:03:49.000 --> 00:03:51.000]  要給你一個高潮
[00:03:51.000 --> 00:03:53.000]  所以在這個高潮底下
[00:03:53.000 --> 00:03:58.000]  你發覺人不斷在電視的壓力底下生活
[00:03:58.000 --> 00:04:00.000]  你不在意的
[00:04:00.000 --> 00:04:02.000]  你吃飯的時候扭開電視機
[00:04:02.000 --> 00:04:04.000]  看無線的片集
[00:04:04.000 --> 00:04:06.000]  無線片集的時候
[00:04:06.000 --> 00:04:08.000]  你不知道一邊吃飯
[00:04:08.000 --> 00:04:10.000]  另一邊就一直在你前面播放
[00:04:10.000 --> 00:04:13.000]  就形成一個很有趣的現象
[00:04:13.000 --> 00:04:15.000]  在那裏團打腳踢
[00:04:15.000 --> 00:04:17.000]  腳踢下那個人
[00:04:17.000 --> 00:04:19.000]  躺在地上
[00:04:19.000 --> 00:04:20.000]  再走過去踢他幾腳
[00:04:20.000 --> 00:04:23.000]  近鏡那些血流出來
[00:04:23.000 --> 00:04:26.000]  有一個慢鏡頭的人再踢多一腳
[00:04:26.000 --> 00:04:27.000]  於是我們停一停
[00:04:27.000 --> 00:04:28.000]  看一看電視
[00:04:28.000 --> 00:04:30.000]  然後繼續爬
[00:04:30.000 --> 00:04:31.000]  喝西洋菜湯
[00:04:31.000 --> 00:04:32.000]  再看
[00:04:32.000 --> 00:04:34.000]  我們就是每天這樣練習
[00:04:34.000 --> 00:04:35.000]  你知道嗎
[00:04:35.000 --> 00:04:37.000]  我們中國香港人訓練有素
[00:04:37.000 --> 00:04:38.000]  練到一個地步
[00:04:38.000 --> 00:04:41.000]  我們發覺我們已經對那些很強的刺激
[00:04:41.000 --> 00:04:43.000]  有一種很強的忍耐力
[00:04:43.000 --> 00:04:46.000]  就是說我們大山崩於前
[00:04:46.000 --> 00:04:48.000]  而不變於色
[00:04:48.000 --> 00:04:51.000]  以致到我們再看一些新聞的時候
[00:04:51.000 --> 00:04:53.000]  已經接近現實的時候
[00:04:53.000 --> 00:04:56.000]  我們開始已經有一種很強的耐力
[00:04:56.000 --> 00:04:58.000]  去不敢動了
[00:04:58.000 --> 00:05:00.000]  我們看到有些人
[00:05:00.000 --> 00:05:03.000]  竟然會將一個嬰兒扔到街上
[00:05:03.000 --> 00:05:05.000]  我們發覺我們香港人沒有什麼反應
[00:05:05.000 --> 00:05:07.000]  最多的反應就是
[00:05:07.000 --> 00:05:08.000]  小心一點
[00:05:08.000 --> 00:05:10.000]  不懂就不要開門
[00:05:10.000 --> 00:05:11.000]  反過來講完之後
[00:05:11.000 --> 00:05:13.000]  就繼續看下去
[00:05:13.000 --> 00:05:15.000]  我們看到以色列的地方
[00:05:15.000 --> 00:05:17.000]  有些人用鏟泥機活埋一些人的時候
[00:05:17.000 --> 00:05:19.000]  我們可以繼續吃飯
[00:05:19.000 --> 00:05:20.000]  我們可以繼續聊天
[00:05:20.000 --> 00:05:21.000]  繼續說笑
[00:05:21.000 --> 00:05:23.000]  而我們對著那些東西
[00:05:23.000 --> 00:05:25.000]  已經不覺得那些是真實
[00:05:25.000 --> 00:05:29.000]  這個教育是很厲害的
[00:05:29.000 --> 00:05:32.000]  這個教育的滲透性遠多於
[00:05:32.000 --> 00:05:34.000]  我們大概一個星期讀一本
[00:05:34.000 --> 00:05:37.000]  或者幾個星期才讀一本的熟人書籍
[00:05:37.000 --> 00:05:40.000]  我們在這種爭奪之下
[00:05:40.000 --> 00:05:43.000]  所以當我們有一種這樣的訓練之後
[00:05:43.000 --> 00:05:45.000]  我們虛實我們的生命
[00:05:45.000 --> 00:05:50.000]  就發覺有一個很強的參差在那裡
[00:05:50.000 --> 00:05:52.000]  那些其實是不真實的
[00:05:52.000 --> 00:05:54.000]  刺激我們的生命
[00:05:54.000 --> 00:05:56.000]  不斷地湧在我們的生命當中
[00:05:56.000 --> 00:05:58.000]  因為我們周圍有很多告白
[00:05:58.000 --> 00:06:00.000]  要爭奪我們的力量
[00:06:00.000 --> 00:06:02.000]  於是我們在這些刺激之下
[00:06:02.000 --> 00:06:04.000]  我們練習了
[00:06:04.000 --> 00:06:06.000]  到了我們真的碰到一些真實的事情的時候
[00:06:06.000 --> 00:06:09.000]  那些怎能夠譴責那些刺激呢?
[00:06:09.000 --> 00:06:12.000]  怎能夠譴責塞里弗的那些打法呢?
[00:06:12.000 --> 00:06:14.000]  你看看那本書
[00:06:14.000 --> 00:06:17.000]  一打開就像校法基督一樣
[00:06:17.000 --> 00:06:19.000]  都還沒看見兩句
[00:06:19.000 --> 00:06:21.000]  已經覺得很難看得下去
[00:06:21.000 --> 00:06:23.000]  再打開
[00:06:23.000 --> 00:06:26.000]  楊木谷博士那本
[00:06:26.000 --> 00:06:29.000]  《復和神學與教會根深》
[00:06:29.000 --> 00:06:33.000]  神學是一種對自己信仰的反省
[00:06:33.000 --> 00:06:35.000]  並不是對自己信仰的延伸
[00:06:35.000 --> 00:06:37.000]  講什麼呢?
[00:06:37.000 --> 00:06:39.000]  沒心機看下去
[00:06:39.000 --> 00:06:41.000]  因為我們在一個背景底下
[00:06:41.000 --> 00:06:42.000]  給我們很大壓力
[00:06:42.000 --> 00:06:44.000]  這件事在我自己女兒身上她看見
[00:06:44.000 --> 00:06:46.000]  有時我晚上跟她講故事
[00:06:46.000 --> 00:06:48.000]  我講的很厲害
[00:06:48.000 --> 00:06:50.000]  我幫她講中國人的節日
[00:06:50.000 --> 00:06:52.000]  特別是最近過節
[00:06:52.000 --> 00:06:56.000]  我幫她講冬至
[00:06:56.000 --> 00:06:58.000]  以前講冬至的時候
[00:06:58.000 --> 00:07:02.000]  九九八十一朵梅花
[00:07:02.000 --> 00:07:03.000]  空的
[00:07:03.000 --> 00:07:06.000]  每天點一朵梅花紅色
[00:07:06.000 --> 00:07:09.000]  慢慢點到九九八十一日
[00:07:09.000 --> 00:07:11.000]  開始由冬至春天
[00:07:11.000 --> 00:07:13.000]  桃花就開了
[00:07:13.000 --> 00:07:15.000]  誰知那晚我講著講著
[00:07:15.000 --> 00:07:17.000]  她說爹地好悶啊
[00:07:17.000 --> 00:07:20.000]  你講個別的好不好?
[00:07:20.000 --> 00:07:21.000]  我呆了
[00:07:21.000 --> 00:07:22.000]  我真的不明白
[00:07:22.000 --> 00:07:24.000]  我覺得那些東西很有趣
[00:07:24.000 --> 00:07:26.000]  為什麼那麼悶呢?
[00:07:26.000 --> 00:07:28.000]  因為我明白
[00:07:28.000 --> 00:07:33.000]  剛剛才看完那些天威勇士
[00:07:33.000 --> 00:07:35.000]  無敵鐵甲人
[00:07:35.000 --> 00:07:37.000]  那些和那些沒得爭的
[00:07:37.000 --> 00:07:39.000]  兩下變形了
[00:07:39.000 --> 00:07:41.000]  合體
[00:07:41.000 --> 00:07:43.000]  剛剛看完那些幫她講桃花
[00:07:43.000 --> 00:07:45.000]  幫她點桃花
[00:07:45.000 --> 00:07:47.000]  這個我想就是
[00:07:47.000 --> 00:07:49.000]  在我們這樣的環境底下
[00:07:49.000 --> 00:07:51.000]  成為我們讀書
[00:07:51.000 --> 00:07:53.000]  或者閱讀的一種困難
[00:07:53.000 --> 00:07:55.000]  這個跟我接著講的有關
[00:07:55.000 --> 00:08:00.000]  接著我想和大家講的
[00:08:00.000 --> 00:08:02.000]  就是一種閱讀的熱情作用
[00:08:02.000 --> 00:08:05.000]  其實我們在閱讀裏面
[00:08:05.000 --> 00:08:07.000]  有一個情況就是
[00:08:07.000 --> 00:08:09.000]  當我們看一些東西的時候
[00:08:09.000 --> 00:08:11.000]  當我們看書的時候
[00:08:11.000 --> 00:08:13.000]  每一本書每一個文章
[00:08:13.000 --> 00:08:15.000]  對我們有一種熱情的作用
[00:08:15.000 --> 00:08:17.000]  所以熱情的作用
[00:08:17.000 --> 00:08:20.000]  就是它帶去我們另一個世界
[00:08:20.000 --> 00:08:22.000]  一個成功的作品
[00:08:22.000 --> 00:08:25.000]  它一定帶去我們另一個世界
[00:08:25.000 --> 00:08:27.000]  的體會那裏
[00:08:27.000 --> 00:08:32.000]  當然最明顯的就是小說
[00:08:32.000 --> 00:08:35.000]  比如武俠小說
[00:08:35.000 --> 00:08:37.000]  愛情的小說
[00:08:37.000 --> 00:08:39.000]  很快就將我們帶去
[00:08:39.000 --> 00:08:41.000]  另一個世界那裏
[00:08:41.000 --> 00:08:43.000]  這個世界是有它一定的
[00:08:43.000 --> 00:08:45.000]  我們叫它比如
[00:08:45.000 --> 00:08:47.000]  這個世界叫W1
[00:08:47.000 --> 00:08:49.000]  一打開看了幾頁之後
[00:08:49.000 --> 00:08:52.000]  一個有成功或吸引力的作品
[00:08:52.000 --> 00:08:54.000]  就帶到我們另一個世界裏面
[00:08:54.000 --> 00:08:56.000]  或者那個世界是金融的世界
[00:08:56.000 --> 00:08:58.000]  或者是譯書的世界
[00:08:58.000 --> 00:09:00.000]  我假設大家喜歡看書的人
[00:09:00.000 --> 00:09:02.000]  我今天就隨口說出一些書名
[00:09:02.000 --> 00:09:05.000]  大家起碼都會知道
[00:09:05.000 --> 00:09:07.000]  在那裏你會發覺
[00:09:07.000 --> 00:09:09.000]  那個世界你就很快進去了
[00:09:09.000 --> 00:09:11.000]  像《鹿鼎記》、《韋小寶》
[00:09:11.000 --> 00:09:13.000]  一個奇遇之後一個奇遇
[00:09:13.000 --> 00:09:14.000]  一個很猥瑣的人
[00:09:14.000 --> 00:09:16.000]  慢慢慢慢他提升到一個地步
[00:09:16.000 --> 00:09:18.000]  就是天下第一
[00:09:18.000 --> 00:09:20.000]  跟著他一路走一路體會
[00:09:20.000 --> 00:09:22.000]  一路體會一路體會
[00:09:22.000 --> 00:09:24.000]  或者我們看見譯書《玫瑰的故事》
[00:09:24.000 --> 00:09:26.000]  入到去就真的矯持那個女孩
[00:09:26.000 --> 00:09:28.000]  和她哥哥之間的那種關係
[00:09:28.000 --> 00:09:30.000]  那種感情那種愛
[00:09:30.000 --> 00:09:32.000]  其實她始終都是愛她哥哥
[00:09:32.000 --> 00:09:34.000]  沒有愛過另一個人
[00:09:34.000 --> 00:09:36.000]  不知道這樣說大家聽不聽得懂我說什麼
[00:09:36.000 --> 00:09:38.000]  不明白小說
[00:09:38.000 --> 00:09:42.000]  那時候我們很快進入一個世界
[00:09:42.000 --> 00:09:44.000]  那這個世界呢
[00:09:44.000 --> 00:09:46.000]  是那個作者要鋪陳
[00:09:46.000 --> 00:09:48.000]  給我們製造的那個世界
[00:09:48.000 --> 00:09:52.000]  問題就是這樣
[00:09:52.000 --> 00:09:54.000]  關鍵就是當我們閱讀的時候
[00:09:54.000 --> 00:09:56.000]  如果那個作品帶我們去
[00:09:56.000 --> 00:09:58.000]  另一個世界那裏
[00:09:58.000 --> 00:10:00.000]  而那個世界和我們現實世界是不同的
[00:10:00.000 --> 00:10:02.000]  一定有個差距
[00:10:02.000 --> 00:10:04.000]  那究竟這個閱讀對於我們
[00:10:04.000 --> 00:10:06.000]  現實的生活和我們
[00:10:06.000 --> 00:10:08.000]  現實的生命的操練有沒有幫助呢
[00:10:08.000 --> 00:10:10.000]  這個很嚴重的問題
[00:10:10.000 --> 00:10:12.000]  如果一個
[00:10:12.000 --> 00:10:14.000]  閱讀的世界帶我們越來越離開
[00:10:14.000 --> 00:10:16.000]  一個現實的世界的話
[00:10:16.000 --> 00:10:18.000]  那時候它會製造一個
[00:10:18.000 --> 00:10:20.000]  新的世界和我們現實世界
[00:10:20.000 --> 00:10:22.000]  越來越差距
[00:10:22.000 --> 00:10:24.000]  那我們只能決定我們現在停留在哪個世界
[00:10:24.000 --> 00:10:26.000]  大家明白我的意思嗎
[00:10:26.000 --> 00:10:28.000]  就是說如果我在那個世界裏面
[00:10:28.000 --> 00:10:30.000]  一個閱讀裏面那個
[00:10:30.000 --> 00:10:32.000]  構造出來的那個世界
[00:10:32.000 --> 00:10:34.000]  和我們現實世界很不同的譬如說
[00:10:34.000 --> 00:10:36.000]  倪匡的衛斯理的世界
[00:10:36.000 --> 00:10:38.000]  那那個世界呢
[00:10:38.000 --> 00:10:40.000]  衛斯理的世界裏面是千奇百怪的
[00:10:40.000 --> 00:10:42.000]  什麼都有的
[00:10:42.000 --> 00:10:44.000]  那個世界是我們很開心
[00:10:44.000 --> 00:10:46.000]  很能夠迷住在那個世界裏面的時候
[00:10:46.000 --> 00:10:48.000]  於是就不知不覺
[00:10:48.000 --> 00:10:50.000]  我們的生命
[00:10:50.000 --> 00:10:52.000]  現實生活和那個世界有一個差距
[00:10:52.000 --> 00:10:54.000]  我們越嚮往那個世界
[00:10:54.000 --> 00:10:56.000]  就對現實的世界
[00:10:56.000 --> 00:10:58.000]  越感覺到不滿
[00:10:58.000 --> 00:11:00.000]  所以現實世界裏面一點都不刺激
[00:11:00.000 --> 00:11:02.000]  現實世界裏面的人一點都不叻
[00:11:02.000 --> 00:11:04.000]  現實世界裏面那些壞人
[00:11:04.000 --> 00:11:06.000]  都沒有那個
[00:11:06.000 --> 00:11:08.000]  衛斯理世界裏面的壞人賣得那麼精彩
[00:11:08.000 --> 00:11:10.000]  所以變成這個世界很乏味
[00:11:10.000 --> 00:11:12.000]  於是你越來越想在那個世界裏面
[00:11:12.000 --> 00:11:14.000]  你不想停留在現實的世界裏面
[00:11:14.000 --> 00:11:16.000]  這個是一個正在差距的世界
[00:11:16.000 --> 00:11:20.000]  那我是不是一定不好呢
[00:11:20.000 --> 00:11:22.000]  我們遲些再慢慢討論
[00:11:22.000 --> 00:11:24.000]  但這個是一個事實
[00:11:24.000 --> 00:11:26.000]  是正在影響我們
[00:11:26.000 --> 00:11:28.000]  另外一樣的情況呢
[00:11:28.000 --> 00:11:30.000]  就是如果
[00:11:30.000 --> 00:11:32.000]  那個文學裏面的世界
[00:11:32.000 --> 00:11:34.000]  和我們現實世界的差距
[00:11:34.000 --> 00:11:36.000]  是接近的
[00:11:36.000 --> 00:11:38.000]  就是說他在一個現實的生活裏面
[00:11:38.000 --> 00:11:40.000]  去反省到一些
[00:11:40.000 --> 00:11:42.000]  人生的體會
[00:11:42.000 --> 00:11:44.000]  一些人生的真理的話
[00:11:44.000 --> 00:11:46.000]  那那個文學的世界
[00:11:46.000 --> 00:11:48.000]  就不會越來越大
[00:11:48.000 --> 00:11:50.000]  向我們離開那個現實的生活
[00:11:50.000 --> 00:11:52.000]  而反而在我們現實生活當中
[00:11:52.000 --> 00:11:54.000]  不斷提供我們一些
[00:11:54.000 --> 00:11:56.000]  新的角度去了解人生
[00:11:56.000 --> 00:11:58.000]  大家聽得明嗎
[00:11:58.000 --> 00:12:00.000]  那這類可能呢
[00:12:00.000 --> 00:12:02.000]  小說沒有做得那麼多
[00:12:02.000 --> 00:12:04.000]  小說其實都可以做
[00:12:04.000 --> 00:12:06.000]  其實散文比較做得多一點
[00:12:06.000 --> 00:12:08.000]  散文
[00:12:08.000 --> 00:12:10.000]  或者是
[00:12:10.000 --> 00:12:12.000]  現在香港很重要的
[00:12:12.000 --> 00:12:14.000]  一些框框的雜文
[00:12:14.000 --> 00:12:16.000]  大家知道我們
[00:12:16.000 --> 00:12:18.000]  每次打開一份報紙或者雜誌
[00:12:18.000 --> 00:12:20.000]  就有一些很小的文章
[00:12:20.000 --> 00:12:22.000]  幾百字到一千幾百字
[00:12:22.000 --> 00:12:24.000]  是那麼短的
[00:12:24.000 --> 00:12:26.000]  一會兒是看完的
[00:12:26.000 --> 00:12:28.000]  有些看完之後你忘了說什麼
[00:12:28.000 --> 00:12:30.000]  有些看完之後你會有很深刻的印象
[00:12:30.000 --> 00:12:32.000]  有好有不好
[00:12:32.000 --> 00:12:34.000]  不過無論如何這一班的作者
[00:12:34.000 --> 00:12:36.000]  在我們日常生活
[00:12:36.000 --> 00:12:38.000]  最小的小節裏
[00:12:38.000 --> 00:12:40.000]  提供了我們一些觸覺
[00:12:40.000 --> 00:12:42.000]  提供了觸覺
[00:12:42.000 --> 00:12:44.000]  去讓我們了解
[00:12:44.000 --> 00:12:46.000]  我們周圍的事情
[00:12:46.000 --> 00:12:48.000]  和對人世間很多的事情
[00:12:48.000 --> 00:12:50.000]  有深一層的體會
[00:12:50.000 --> 00:12:52.000]  可能大家心目中
[00:12:52.000 --> 00:12:54.000]  都有一些你喜歡的框框作品的作家
[00:12:54.000 --> 00:12:56.000]  有人喜歡
[00:12:56.000 --> 00:12:58.000]  張鈞麥,有人喜歡阿龍
[00:12:58.000 --> 00:13:00.000]  有人喜歡
[00:13:00.000 --> 00:13:02.000]  小詩
[00:13:02.000 --> 00:13:04.000]  不同的人
[00:13:04.000 --> 00:13:06.000]  有不同的喜歡
[00:13:06.000 --> 00:13:08.000]  可能他從來沒見過那個作者
[00:13:08.000 --> 00:13:10.000]  但在他的雜文裏
[00:13:10.000 --> 00:13:12.000]  他感受到那種
[00:13:12.000 --> 00:13:14.000]  氣質
[00:13:14.000 --> 00:13:16.000]  而不知不覺
[00:13:16.000 --> 00:13:18.000]  在他的氣質裏
[00:13:18.000 --> 00:13:20.000]  看多了他看東西的方式
[00:13:20.000 --> 00:13:22.000]  而在他看東西的方式裏
[00:13:22.000 --> 00:13:24.000]  當你過了你自己
[00:13:24.000 --> 00:13:26.000]  現實的生活的時候
[00:13:26.000 --> 00:13:28.000]  你發覺你並沒有離開了你現實的生活
[00:13:28.000 --> 00:13:30.000]  去了一個境界
[00:13:30.000 --> 00:13:32.000]  多了一個人教你的方法
[00:13:32.000 --> 00:13:34.000]  去看人世間
[00:13:34.000 --> 00:13:36.000]  所以有些人專門看那些
[00:13:36.000 --> 00:13:38.000]  尖酸刻薄的雜文
[00:13:38.000 --> 00:13:40.000]  王庭之那類
[00:13:40.000 --> 00:13:42.000]  他就慢慢
[00:13:42.000 --> 00:13:44.000]  看見他人的氣質變了
[00:13:44.000 --> 00:13:46.000]  看東西都很拙
[00:13:46.000 --> 00:13:48.000]  說話
[00:13:48.000 --> 00:13:50.000]  就經常語人
[00:13:50.000 --> 00:13:52.000]  你發覺是有影響的
[00:13:52.000 --> 00:13:54.000]  不知不覺受影響
[00:13:54.000 --> 00:13:56.000]  不過我們要選擇的時候都要小心
[00:13:56.000 --> 00:13:58.000]  有些人是很有
[00:13:58.000 --> 00:14:00.000]  魅力和感染力
[00:14:00.000 --> 00:14:02.000]  譬如林燕妮這類的雜文
[00:14:02.000 --> 00:14:04.000]  是很厲害的
[00:14:04.000 --> 00:14:06.000]  不知不覺她將價值觀念
[00:14:06.000 --> 00:14:08.000]  敗給了你
[00:14:08.000 --> 00:14:10.000]  所以這一類的作品也有好與不好之分
[00:14:10.000 --> 00:14:12.000]  不過這一類的作品
[00:14:12.000 --> 00:14:14.000]  就和剛才我們所說的科幻的
[00:14:14.000 --> 00:14:16.000]  武俠小說的
[00:14:16.000 --> 00:14:18.000]  和現在所謂的新派的愛情小說
[00:14:18.000 --> 00:14:20.000]  所帶出來的世界
[00:14:20.000 --> 00:14:22.000]  是不同的
[00:14:22.000 --> 00:14:24.000]  那個是帶我們去一個新的世界
[00:14:24.000 --> 00:14:26.000]  另一個世界
[00:14:26.000 --> 00:14:28.000]  就是在花墟裏
[00:14:28.000 --> 00:14:30.000]  剛才我說
[00:14:30.000 --> 00:14:32.000]  在現實的生活裏
[00:14:32.000 --> 00:14:34.000]  有好的文學作品
[00:14:34.000 --> 00:14:36.000]  小說也有
[00:14:36.000 --> 00:14:38.000]  這個我們當然
[00:14:38.000 --> 00:14:40.000]  不會否認
[00:14:40.000 --> 00:14:42.000]  我們不只是說現代
[00:14:42.000 --> 00:14:44.000]  有很多好的文學作品
[00:14:44.000 --> 00:14:46.000]  其實他不是帶我們去一個不真實的世界
[00:14:46.000 --> 00:14:48.000]  是帶我們去一個更深入的世界
[00:14:48.000 --> 00:14:50.000]  譬如說
[00:14:50.000 --> 00:14:52.000]  朴斯基裏面的作品
[00:14:52.000 --> 00:14:54.000]  俄國的作家
[00:14:54.000 --> 00:14:56.000]  卡拉馬索夫兄弟
[00:14:56.000 --> 00:14:58.000]  那類的作品裏面
[00:14:58.000 --> 00:15:00.000]  你會發覺他對人性的透徹
[00:15:00.000 --> 00:15:02.000]  很深入
[00:15:02.000 --> 00:15:04.000]  從一些對話裏面拍案叫絕
[00:15:04.000 --> 00:15:06.000]  甚至我們在電視裏面
[00:15:06.000 --> 00:15:08.000]  都可以看一些好的文學作品
[00:15:08.000 --> 00:15:10.000]  譬如重播半夜
[00:15:10.000 --> 00:15:12.000]  現在才播
[00:15:12.000 --> 00:15:14.000]  南北亂世情
[00:15:14.000 --> 00:15:16.000]  南北戰爭的時候
[00:15:16.000 --> 00:15:18.000]  他對人性的描述
[00:15:18.000 --> 00:15:20.000]  是很深入的
[00:15:20.000 --> 00:15:22.000]  在人性的描述裏面
[00:15:22.000 --> 00:15:24.000]  沒有一個完全的好人
[00:15:24.000 --> 00:15:26.000]  也沒有一個完全的壞人
[00:15:26.000 --> 00:15:28.000]  這樣才是好東西
[00:15:28.000 --> 00:15:30.000]  和剛才我們說的那類小說是不同的
[00:15:30.000 --> 00:15:32.000]  那類小說是好的
[00:15:32.000 --> 00:15:34.000]  好到不得了,壞的就壞到不得了
[00:15:34.000 --> 00:15:38.000]  在那裏你會看見人性有很多東西
[00:15:38.000 --> 00:15:40.000]  值得你慢慢去回味
[00:15:40.000 --> 00:15:44.000]  我和大家說到這裏的時候
[00:15:44.000 --> 00:15:46.000]  可能大家開始了解到
[00:15:46.000 --> 00:15:48.000]  其實我們的閱讀
[00:15:48.000 --> 00:15:50.000]  不斷地塑造我們的氣質
[00:15:50.000 --> 00:15:52.000]  影響著我們的生命
[00:15:52.000 --> 00:15:56.000]  現在我想再進入一點
[00:15:56.000 --> 00:15:58.000]  究竟閱讀書籍
[00:15:58.000 --> 00:16:00.000]  怎樣可以提升我們的
[00:16:00.000 --> 00:16:02.000]  熟齡生命的質素
