
[00:00:00.000 --> 00:00:09.000]  其實今天要跟大家講的這篇道理都頗應節的
[00:07:43.000 --> 00:07:45.000]  在啟示錄的二十章
[00:07:45.000 --> 00:07:50.000]  千禧年過(一千年)六次出現在經文
[00:07:50.000 --> 00:07:53.000]  彼得後書的三章八節
[00:07:53.000 --> 00:07:55.000]  親愛的弟兄啊
[00:07:55.000 --> 00:07:57.000]  有一件事你們不可忘記
[00:07:57.000 --> 00:08:00.000]  就是主漢一日如千年
[00:08:00.000 --> 00:08:02.000]  千年如一日
[00:08:02.000 --> 00:08:07.000]  我相信這裡是聖靈給彼得的啟示
[00:08:07.000 --> 00:08:09.000]  告訴我們
[00:08:09.000 --> 00:08:12.000]  在耶穌基督再次回來
[00:08:12.000 --> 00:08:15.000]  和新天新地當中
[00:08:15.000 --> 00:08:17.000]  是有一千年
[00:08:17.000 --> 00:08:18.000]  千年如一日
[00:08:18.000 --> 00:08:21.000]  對神來說一日如千年
[00:08:21.000 --> 00:08:26.000]  今天要和大家說的就是千禧年過
[00:08:26.000 --> 00:08:32.000]  這是一個非常具爭議性的神學問題
[00:08:32.000 --> 00:08:35.000]  其中有三個主要的觀點
[00:08:35.000 --> 00:08:37.000]  有人會說
[00:08:37.000 --> 00:08:41.000]  哎呀!袁牧師你又要和我說神學了
[00:08:41.000 --> 00:08:44.000]  很多人認為神學不重要
[00:08:44.000 --> 00:08:46.000]  但其實神學很重要
[00:08:46.000 --> 00:08:48.000]  末世的神學未必那麼重要
[00:08:48.000 --> 00:08:52.000]  但會讓我們看到一個人如何解經
[00:08:52.000 --> 00:08:54.000]  這是很重要的
[00:08:54.000 --> 00:08:57.000]  等下我們會回來看這一點
[00:08:57.000 --> 00:09:00.000]  這三個不同的觀點
[00:09:00.000 --> 00:09:02.000]  有前千禧年論
[00:09:02.000 --> 00:09:04.000]  後千禧年論
[00:09:04.000 --> 00:09:06.000]  和無千禧年論
[00:09:06.000 --> 00:09:08.000]  這三個看法
[00:09:08.000 --> 00:09:10.000]  其實不是那麼艱難
[00:09:10.000 --> 00:09:12.000]  其實是很容易
[00:09:12.000 --> 00:09:14.000]  前千禧年論
[00:09:14.000 --> 00:09:17.000]  就是說這個世界會變得越來越差
[00:09:17.000 --> 00:09:19.000]  然後耶穌基督就會回來
[00:09:19.000 --> 00:09:22.000]  帶領教會離開這個世界
[00:09:22.000 --> 00:09:24.000]  因為世界太差了
[00:09:24.000 --> 00:09:26.000]  是他的話語說
[00:09:26.000 --> 00:09:28.000]  教會是不會經過這些苦難
[00:09:28.000 --> 00:09:30.000]  所以他帶教會離開
[00:09:30.000 --> 00:09:32.000]  去到天堂
[00:09:32.000 --> 00:09:35.000]  然後在地上就會有七年的災難
[00:09:35.000 --> 00:09:37.000]  這個世界會變得更加差
[00:09:37.000 --> 00:09:39.000]  然後去到一個地步
[00:09:39.000 --> 00:09:41.000]  耶穌基督就會回來
[00:09:41.000 --> 00:09:43.000]  帶領我們進入千禧年國
[00:09:43.000 --> 00:09:48.000]  因為耶穌基督是在千禧年國的前面回來
[00:09:48.000 --> 00:09:50.000]  帶領我們進入千禧年國
[00:09:50.000 --> 00:09:52.000]  這個叫做前千禧年論
[00:09:52.000 --> 00:09:54.000]  很簡單
[00:09:54.000 --> 00:09:56.000]  這個論點也告訴他們
[00:09:56.000 --> 00:09:59.000]  這個世界會變得越來越差
[00:09:59.000 --> 00:10:02.000]  第二個觀點就是後千禧年論
[00:10:02.000 --> 00:10:04.000]  就是說
[00:10:04.000 --> 00:10:07.000]  透過教會影響這個世界
[00:10:07.000 --> 00:10:09.000]  透過教會同化這個世界
[00:10:09.000 --> 00:10:11.000]  這個世界會變得越來越好
[00:10:11.000 --> 00:10:13.000]  然後好到一個地步
[00:10:13.000 --> 00:10:14.000]  太好了
[00:10:14.000 --> 00:10:17.000]  耶穌基督說現在我可以回來了
[00:10:17.000 --> 00:10:19.000]  所以耶穌基督就回來了
[00:10:19.000 --> 00:10:22.000]  我們看到這個論點告訴他們
[00:10:22.000 --> 00:10:24.000]  耶穌基督的回來
[00:10:24.000 --> 00:10:26.000]  在所謂的千禧年國的後面
[00:10:26.000 --> 00:10:31.000]  就是教會改變這個世界的後面
[00:10:31.000 --> 00:10:35.000]  所以這個觀點叫做後千禧年論
[00:10:35.000 --> 00:10:40.000]  要注意的就是這個世界會變得越來越好
[00:10:40.000 --> 00:10:43.000]  第三個論點就是無千禧年論
[00:10:43.000 --> 00:10:46.000]  就是說不是實實在在地上
[00:10:46.000 --> 00:10:48.000]  有一個實在的王國
[00:10:48.000 --> 00:10:50.000]  有一個實在的王朝
[00:10:50.000 --> 00:10:53.000]  而是人心裏面的國
[00:10:53.000 --> 00:10:57.000]  這個是耶穌基督在我們每個基督徒的心裏面
[00:10:57.000 --> 00:10:59.000]  來作王來掌權
[00:10:59.000 --> 00:11:03.000]  這個叫做無千禧年論
[00:11:03.000 --> 00:11:09.000]  我們不妨由深入一點來看一看這三個論調
[00:11:09.000 --> 00:11:15.000]  其實前千禧年論是根據啟示錄的次序
[00:11:15.000 --> 00:11:18.000]  我們看到我時時都和大家說
[00:11:18.000 --> 00:11:22.000]  在啟示錄的第三章和第四章的中間
[00:11:22.000 --> 00:11:24.000]  教會被提
[00:11:24.000 --> 00:11:26.000]  這個世界越來越差
[00:11:26.000 --> 00:11:28.000]  然後耶穌基督回來將他的新娘
[00:11:28.000 --> 00:11:30.000]  將教會提走
[00:11:30.000 --> 00:11:32.000]  然後世上會有七年的災難
[00:11:32.000 --> 00:11:35.000]  啟示錄的六章至十八章
[00:11:35.000 --> 00:11:40.000]  就是告訴我們這個災難期裏面所發生的事是怎樣
[00:11:40.000 --> 00:11:42.000]  然後在第十九章
[00:11:42.000 --> 00:11:44.000]  耶穌基督騎著白馬回來
[00:11:44.000 --> 00:11:46.000]  例如戰勝列國
[00:11:46.000 --> 00:11:49.000]  例如帶領我們進入千禧年國
[00:11:49.000 --> 00:11:53.000]  所以啟示錄的二十章就是說千禧年國
[00:11:53.000 --> 00:11:56.000]  六次提到一千年
[00:11:56.000 --> 00:12:01.000]  是一個真真正正耶穌基督在世上掌權的時候
[00:12:01.000 --> 00:12:03.000]  因為我剛才說
[00:12:03.000 --> 00:12:06.000]  耶穌基督的回來在千禧年國的前面
[00:12:06.000 --> 00:12:09.000]  所以這個叫做前千禧年論
[00:12:09.000 --> 00:12:14.000]  這個我們看到是符合現在世界的趨向
[00:12:14.000 --> 00:12:17.000]  我們看到世界變得越來越差
[00:12:17.000 --> 00:12:19.000]  是符合我們所見到
[00:12:19.000 --> 00:12:23.000]  這個也是聖經裏面所預言
[00:12:23.000 --> 00:12:26.000]  提摩太后書的三章十三節
[00:12:26.000 --> 00:12:29.000]  馬太福音的二十四章二十一節
[00:12:29.000 --> 00:12:33.000]  都有告訴我們這個世界會變得越來越壞
[00:12:33.000 --> 00:12:40.000]  所以我覺得前千禧年論其實是正確對末世的觀點
[00:12:40.000 --> 00:12:43.000]  後千禧年論呢
[00:12:43.000 --> 00:12:49.000]  後千禧年論是在十七世紀的中葉才開始流行
[00:12:49.000 --> 00:12:55.000]  說的就是現在的教會時期就是千禧年國
[00:12:55.000 --> 00:12:59.000]  教會會令到這個世界變得越來越好
[00:12:59.000 --> 00:13:04.000]  神的公義神的話語會傳到全世界
[00:13:04.000 --> 00:13:08.000]  然後所有的人都會變得越來越聖潔
[00:13:08.000 --> 00:13:09.000]  越來越好
[00:13:09.000 --> 00:13:13.000]  他們所說的這個不是實實在在
[00:13:13.000 --> 00:13:16.000]  在世上以色列人的王朝
[00:13:16.000 --> 00:13:19.000]  不是說是大衛的王朝以色列國
[00:13:19.000 --> 00:13:23.000]  不是說耶穌基督親自在世上掌權
[00:13:23.000 --> 00:13:27.000]  而是教會改變這個世界
[00:13:27.000 --> 00:13:33.000]  這個論調由十七世紀中葉去到第一次世界大戰都是非常之流行
[00:13:33.000 --> 00:13:37.000]  去到第一次世界大戰那些人就說大件事了
[00:13:37.000 --> 00:13:40.000]  這個世界不是那麼好
[00:13:40.000 --> 00:13:44.000]  原來是亂七八糟原來還有世界大戰
[00:13:44.000 --> 00:13:50.000]  去到第二次世界大戰差不多全部的人都放棄了這個論點
[00:13:50.000 --> 00:13:55.000]  但是新近又好像有些復甦的現象
[00:13:55.000 --> 00:14:03.000]  這個論點我們知道是不符合我們所見到現在世界所發生的事
[00:14:03.000 --> 00:14:05.000]  就是這個世界很亂很亂
[00:14:05.000 --> 00:14:09.000]  越來越差越來越邪惡
[00:14:09.000 --> 00:14:13.000]  這個亦都不符合聖經的預言
[00:14:13.000 --> 00:14:17.000]  就是說世界會變得越來越邪惡
[00:14:17.000 --> 00:14:22.000]  如果真的要等到這個世界變得好
[00:14:22.000 --> 00:14:24.000]  然後耶穌基督才回來
[00:14:24.000 --> 00:14:27.000]  透過教會來改變這個世界
[00:14:27.000 --> 00:14:32.000]  相信耶穌基督永遠都不會回來這個世上
[00:14:32.000 --> 00:14:38.000]  還有一個論點最後就是無千禧年論
[00:14:38.000 --> 00:14:43.000]  這個論點我會用多一點時間來解釋
[00:14:43.000 --> 00:14:51.000]  為什麼呢?因為很不幸這是大部分基督徒所相信的一個論點
[00:14:51.000 --> 00:14:56.000]  在世上大部分基督徒都相信是無千禧年論
[00:14:56.000 --> 00:15:05.000]  這個論點就是說這個千禧年的國度已經在進行中
[00:15:05.000 --> 00:15:12.000]  在我們心裡面每個基督徒都有耶穌基督在我們心裡面掌權
[00:15:12.000 --> 00:15:19.000]  所以這個論點是要將所有耶穌基督實實在在世上掌權的經文
[00:15:19.000 --> 00:15:24.000]  全部改成寓意化靈異化
[00:15:24.000 --> 00:15:27.000]  即是象徵式的不是用字面來解釋
[00:15:27.000 --> 00:15:29.000]  不是實實在在的
[00:15:29.000 --> 00:15:36.000]  如果用寓意用靈異來解經究竟是何時開始的
[00:15:36.000 --> 00:15:42.000]  可以歸功給一位三世紀的教父叫做俄利根
[00:15:42.000 --> 00:15:47.000]  這個人開始用寓意用靈異來解經
[00:15:47.000 --> 00:15:52.000]  然後慢慢被奧古斯丁接納了
[00:15:52.000 --> 00:15:56.000]  奧古斯丁就用他來解釋末世的經文
[00:15:56.000 --> 00:16:02.000]  所以就開始了這個無千禧年論的論點
[00:16:02.000 --> 00:16:05.000]  我們先看看為什麼會有這樣的事情發生
[00:16:05.000 --> 00:16:13.000]  我們知道教會在一世紀到三世紀都是被羅馬政府逼迫的
[00:16:13.000 --> 00:16:17.000]  很多人信道教會被逼迫到不得了
[00:16:17.000 --> 00:16:23.000]  去到四世紀軍事淡定突然接受基督教
[00:16:23.000 --> 00:16:28.000]  在十年之內基督教還變成了羅馬政府的國教
[00:16:28.000 --> 00:16:30.000]  正式的國教
[00:16:30.000 --> 00:16:35.000]  一時間我們見到政府就支持教會
[00:16:35.000 --> 00:16:38.000]  所以如果你站在那裡講道
[00:16:38.000 --> 00:16:42.000]  羅馬政府的官員就會坐在那裡聽你講道
[00:16:42.000 --> 00:16:44.000]  因為他們都是信基督教
[00:16:44.000 --> 00:16:47.000]  你在那裡講道的時候你夠不夠膽說
[00:16:47.000 --> 00:16:49.000]  耶穌基督很快就回來了
[00:16:49.000 --> 00:16:52.000]  一回來就砌下所有的國家
[00:16:52.000 --> 00:16:55.000]  包括羅馬政府羅馬帝國
[00:16:55.000 --> 00:16:58.000]  剷下你們建立他自己的國家
[00:16:58.000 --> 00:17:00.000]  你講不講得出口
[00:17:00.000 --> 00:17:02.000]  對著你的米飯班主
[00:17:02.000 --> 00:17:04.000]  講不出口
[00:17:04.000 --> 00:17:07.000]  如果你是講道這個國
[00:17:07.000 --> 00:17:08.000]  耶穌基督的國
[00:17:08.000 --> 00:17:10.000]  只不過是心裡面的國
[00:17:10.000 --> 00:17:14.000]  而不是實實在在世上的國度的話
[00:17:14.000 --> 00:17:15.000]  容易出口
[00:17:15.000 --> 00:17:17.000]  沒那麼敏感
[00:17:17.000 --> 00:17:21.000]  所以我們見到這樣的一個講法
[00:17:21.000 --> 00:17:26.000]  是影響了所有中世紀的教會和天主教
[00:17:26.000 --> 00:17:31.000]  所以我們見到就產生了現在這個現象
[00:17:31.000 --> 00:17:36.000]  大部分的基督徒都是相信無遷棄年輪
[00:17:36.000 --> 00:17:40.000]  就是不是實實在在有一個耶穌基督的王朝
[00:17:40.000 --> 00:17:44.000]  只不過是人心裡面的一個國度
[00:17:44.000 --> 00:17:52.000]  這班人會告訴我們我們現在就在遷棄年國
[00:17:52.000 --> 00:17:57.000]  我們剛才看普世寬頻的歌詞
[00:17:57.000 --> 00:17:59.000]  我們都見到
[00:17:59.000 --> 00:18:02.000]  在遷棄年國是一個怎樣的國
[00:18:02.000 --> 00:18:04.000]  滿有太平盛世
[00:18:04.000 --> 00:18:05.000]  有公義
[00:18:05.000 --> 00:18:07.000]  有公平的世界
[00:18:07.000 --> 00:18:10.000]  如果現在我們就在這個國裡面
[00:18:10.000 --> 00:18:12.000]  就很可怕了
[00:18:12.000 --> 00:18:13.000]  我們見到亂七八糟
[00:18:13.000 --> 00:18:15.000]  充滿邪惡
[00:18:15.000 --> 00:18:16.000]  充滿奸險
[00:18:16.000 --> 00:18:19.000]  這個就是遷棄年國
[00:18:19.000 --> 00:18:21.000]  還有一樣東西很可怕
[00:18:21.000 --> 00:18:25.000]  我們剛才讀啟示錄的20章第二節
[00:18:25.000 --> 00:18:28.000]  說遷棄年國是怎樣的
[00:18:28.000 --> 00:18:31.000]  撒旦被捆綁一千年
[00:18:31.000 --> 00:18:33.000]  捆綁住的
[00:18:33.000 --> 00:18:36.000]  但是為什麼如果真的捆綁的時候
[00:18:36.000 --> 00:18:40.000]  為什麼在使徒行傳的第五章第三節
[00:18:40.000 --> 00:18:42.000]  說到初期教會
[00:18:42.000 --> 00:18:46.000]  說到說阿蘭尼亞薩菲拉
[00:18:46.000 --> 00:18:48.000]  他們是變賣了自己的地產
[00:18:48.000 --> 00:18:50.000]  拿了一部分出來
[00:18:50.000 --> 00:18:53.000]  然後將其餘的給教會
[00:18:53.000 --> 00:18:55.000]  他們騙教會說
[00:18:55.000 --> 00:18:58.000]  他們已經將全部的房地產
[00:18:58.000 --> 00:19:01.000]  已經獻出來給教會
[00:19:01.000 --> 00:19:03.000]  彼得說他們欺控聖靈
[00:19:03.000 --> 00:19:07.000]  說撒旦是充滿了他們的心
[00:19:07.000 --> 00:19:09.000]  如果撒旦真的被捆綁
[00:19:09.000 --> 00:19:11.000]  怎麼可以充滿人的心
[00:19:11.000 --> 00:19:14.000]  有人說這些只不過是象徵式
[00:19:14.000 --> 00:19:17.000]  你看過哥林多後書的四章四節
[00:19:17.000 --> 00:19:22.000]  不信的人被這個世界的神撒旦弄瞎了心眼
[00:19:22.000 --> 00:19:25.000]  他還可以出來到處去誣陷人
[00:19:25.000 --> 00:19:30.000]  還有就是提撒羅尼加前書的二章十八節
[00:19:30.000 --> 00:19:34.000]  說保羅有幾次想去不同的地方傳福音
[00:19:34.000 --> 00:19:36.000]  都被撒旦阻擋
[00:19:36.000 --> 00:19:40.000]  被捆綁還可以阻擋人去地方
[00:19:40.000 --> 00:19:43.000]  你看彼得前書的五章八節
[00:19:43.000 --> 00:19:46.000]  說撒旦如同咆哮的獅子
[00:19:46.000 --> 00:19:49.000]  遍地遊行尋找可吞吃的人
[00:19:49.000 --> 00:19:52.000]  如果撒旦真的被捆綁的話
[00:19:52.000 --> 00:19:55.000]  這條捆綁他的鎖鏈就太長了
[00:19:55.000 --> 00:19:58.000]  他可以任意而為隨心所欲
[00:19:58.000 --> 00:20:00.000]  他喜歡做什麼就做什麼
[00:20:00.000 --> 00:20:04.000]  這個絕對是不符合聖經的教導
[00:20:04.000 --> 00:20:07.000]  另外我們又看到
[00:20:07.000 --> 00:20:12.000]  如果這個國只不過是每個基督徒心裡的國
[00:20:12.000 --> 00:20:15.000]  而不是真真正正的以色列人的國
[00:20:15.000 --> 00:20:18.000]  不是大衛的皇朝的話
[00:20:18.000 --> 00:20:20.000]  即是代表什麼呢
[00:20:20.000 --> 00:20:23.000]  即是教會是代替了以色列
[00:20:23.000 --> 00:20:26.000]  這班論點的神學家會說
[00:20:26.000 --> 00:20:29.000]  所有給以色列人的祝福
[00:20:29.000 --> 00:20:32.000]  全部被我們教會納了
[00:20:32.000 --> 00:20:34.000]  上了我們的身
[00:20:34.000 --> 00:20:39.000]  詛咒呢?詛咒仍然在以色列人的身上
[00:20:39.000 --> 00:20:44.000]  他們會說神已經放棄了以色列
[00:20:44.000 --> 00:20:47.000]  以色列是不會再復興
[00:20:47.000 --> 00:20:50.000]  但這件事聖經不是這樣說的
[00:20:50.000 --> 00:20:53.000]  保羅是用了三章的經文
[00:20:53.000 --> 00:20:56.000]  羅馬書的九章、十章、十一章
[00:20:56.000 --> 00:20:59.000]  告訴我們神沒有放棄以色列
[00:20:59.000 --> 00:21:02.000]  有一天他們會復興
[00:21:02.000 --> 00:21:05.000]  其實以色列和教會我時時都說
[00:21:05.000 --> 00:21:08.000]  是兩個不同的肢體
[00:21:08.000 --> 00:21:12.000]  以色列的誕生是在出埃及記的第四章
[00:21:12.000 --> 00:21:17.000]  教會的誕生是在使徒行傳的第二章
[00:21:17.000 --> 00:21:19.000]  完全不同的
[00:21:19.000 --> 00:21:21.000]  風馬牛不相合
[00:21:21.000 --> 00:21:24.000]  在羅馬書的十一章、二十五節保羅說
[00:21:24.000 --> 00:21:28.000]  弟兄們我不願意你們不知道這奧秘
[00:21:28.000 --> 00:21:31.000]  就是以色列人有幾分是硬心的
[00:21:31.000 --> 00:21:37.000]  等到我們教會所有的外邦人
[00:21:37.000 --> 00:21:39.000]  數目天滿了
[00:21:39.000 --> 00:21:43.000]  這樣全以色列都要得救
[00:21:43.000 --> 00:21:45.000]  一節短短的經文
[00:21:45.000 --> 00:21:48.000]  保羅是兩次提到以色列人
[00:21:48.000 --> 00:21:51.000]  一次提到我們外邦人的教會
