
[00:00:00.000 --> 00:00:06.760]  各位早晨 很高興又來到崇基的禮拜堂
[00:05:27.240 --> 00:05:30.240]  但接著我想讀英文的給你聽
[00:05:30.240 --> 00:05:33.240]  他說Strength, Courage
[00:05:33.240 --> 00:05:40.240]  You are going to lead these people to inherit the land that I promised to give their ancestors
[00:05:40.240 --> 00:05:47.240]  你需要的是堅強、力量、勇氣
[00:05:47.240 --> 00:05:52.240]  去帶這些人去我所保證的地方
[00:05:52.240 --> 00:05:57.240]  Give it everything you have, heart and soul
[00:05:57.240 --> 00:05:59.240]  他說當你去的時候
[00:05:59.240 --> 00:06:03.240]  你要把你所有的東西放進去
[00:06:03.240 --> 00:06:09.240]  你的心、你的靈魂、你的時間、你的能力
[00:06:09.240 --> 00:06:12.240]  將你整個人都放進去
[00:06:12.240 --> 00:06:14.240]  Give it your heart and soul
[00:06:14.240 --> 00:06:19.240]  Make sure you carry out the revelations that Moses commanded you
[00:06:19.240 --> 00:06:21.240]  Every bit of it
[00:06:21.240 --> 00:06:30.240]  他說最重要的是你要跟著我賜給你的僕人摩西所說的話
[00:06:30.240 --> 00:06:31.240]  Every bit of it
[00:06:31.240 --> 00:06:33.240]  每一點、每一滴
[00:06:33.240 --> 00:06:35.240]  不要漏感一點
[00:06:35.240 --> 00:06:37.240]  你要跟著逐一逐
[00:06:37.240 --> 00:06:39.240]  Don't get off track
[00:06:39.240 --> 00:06:42.240]  不要走歪了那條路
[00:06:42.240 --> 00:06:45.240]  Neither left nor right
[00:06:45.240 --> 00:06:48.240]  不要左邊,不要偏離右邊
[00:06:48.240 --> 00:06:52.240]  So as to make sure you get to where you are going
[00:06:52.240 --> 00:06:57.240]  如果你想去到這個真是我要你去的目的地
[00:06:57.240 --> 00:06:59.240]  你就一定要這樣做
[00:06:59.240 --> 00:07:05.240]  And don't for a minute let the book of the revelation be out of mind
[00:07:05.240 --> 00:07:10.240]  不要一分鐘離開我所給你的華語
[00:07:10.240 --> 00:07:12.240]  然後我想跳一點點
[00:07:12.240 --> 00:07:13.240]  到最後一句他說
[00:07:13.240 --> 00:07:15.240]  Heaven I commanded you
[00:07:15.240 --> 00:07:17.240]  我沒有告訴過你嗎?
[00:07:17.240 --> 00:07:21.240]  Strength, courage, don't be timid
[00:07:21.240 --> 00:07:23.240]  他說你要勇氣
[00:07:23.240 --> 00:07:25.240]  要有能力
[00:07:25.240 --> 00:07:27.240]  不要害怕
[00:07:27.240 --> 00:07:30.240]  And don't get discouraged
[00:07:30.240 --> 00:07:32.240]  不要灰心
[00:07:32.240 --> 00:07:37.240]  God, your God is with you every step you take
[00:07:37.240 --> 00:07:42.240]  你的上帝會跟你每一步都一起走
[00:07:42.240 --> 00:07:48.240]  這段聖經足足帶領了我走了八年的路
[00:07:48.240 --> 00:07:50.240]  為什麼我說八年呢?
[00:07:50.240 --> 00:07:53.240]  雖然我只是做了七年半的校長
[00:07:53.240 --> 00:07:56.240]  但是其實你選完之後
[00:07:56.240 --> 00:08:00.240]  大學就將所有校長的東西已經扔給你了
[00:08:00.240 --> 00:08:02.240]  所以你都還沒有上任
[00:08:02.240 --> 00:08:04.240]  其實很多的決定
[00:08:04.240 --> 00:08:06.240]  很多的會議
[00:08:06.240 --> 00:08:08.240]  很多的方向
[00:08:08.240 --> 00:08:14.240]  都是會由你去起碼參與或者去作一些決定
[00:08:14.240 --> 00:08:17.240]  在八年的工作裡面
[00:08:17.240 --> 00:08:21.240]  其實我覺得真的很需要剛強壯膽
[00:08:21.240 --> 00:08:23.240]  為什麼我這樣說呢?
[00:08:23.240 --> 00:08:25.240]  我都還沒有上任的時候
[00:08:25.240 --> 00:08:27.240]  我們就已經有一班人
[00:08:27.240 --> 00:08:30.240]  要捧一個民主女神像
[00:08:30.240 --> 00:08:33.240]  剛剛才放在崇基的門口
[00:08:33.240 --> 00:08:35.240]  那天晚上
[00:08:35.240 --> 00:08:38.240]  2010年的6月4號
[00:08:38.240 --> 00:08:40.240]  我眼睜睜看到有三千多人
[00:08:40.240 --> 00:08:42.240]  從維多利亞公園
[00:08:42.240 --> 00:08:46.240]  坐著一輛很大的貨車和十輛旅遊車
[00:08:46.240 --> 00:08:53.240]  一起要捧一個大學還沒有批准的像進來校園裡面
[00:08:53.240 --> 00:08:55.240]  內勢空空
[00:08:55.240 --> 00:08:58.240]  也是群情洶湧
[00:08:58.240 --> 00:09:01.240]  我從來都沒有遇過這樣的事
[00:09:01.240 --> 00:09:04.240]  因為病人通常都不會這麼內勢空空
[00:09:04.240 --> 00:09:08.240]  也都不會這麼兇惡
[00:09:08.240 --> 00:09:12.240]  其實除了這件事之外
[00:09:12.240 --> 00:09:16.240]  在過去的七年半至八年裡面
[00:09:16.240 --> 00:09:18.240]  我真的遇過很多
[00:09:18.240 --> 00:09:22.240]  我沒有想像過我要面對的困難
[00:09:22.240 --> 00:09:25.240]  在我的醫生生涯
[00:09:25.240 --> 00:09:28.240]  在我讀這麼多年的書都沒有準備過
[00:09:28.240 --> 00:09:32.240]  要去迎接或者應付這些工作
[00:09:32.240 --> 00:09:35.240]  包括了有什麼呢
[00:09:35.240 --> 00:09:40.240]  包括了有可能是你沒有想像過
[00:09:40.240 --> 00:09:42.240]  或者你忘記了的事
[00:09:42.240 --> 00:09:47.240]  譬如有教授認為大學是迫害他
[00:09:47.240 --> 00:09:50.240]  於是他出到報紙那裡
[00:09:50.240 --> 00:09:56.240]  將大學裡面很多的東西扭轉來說
[00:09:56.240 --> 00:10:00.240]  認為我們不讓他做某些手術
[00:10:00.240 --> 00:10:03.240]  不讓他去做一些事情是對他不公平
[00:10:03.240 --> 00:10:09.240]  而報紙是不斷地向我們發炮
[00:10:09.240 --> 00:10:15.240]  又包括了性騷擾的事件
[00:10:15.240 --> 00:10:20.240]  可能會出現牽涉到人命的問題
[00:10:20.240 --> 00:10:23.240]  我們要去到死因法庭
[00:10:23.240 --> 00:10:27.240]  去面對很多的質詢
[00:10:27.240 --> 00:10:32.240]  事情發生在我還沒有上任之前
[00:10:32.240 --> 00:10:35.240]  和上任沒多久的時候
[00:10:35.240 --> 00:10:37.240]  沒有想像過
[00:10:37.240 --> 00:10:38.240]  因為你知不知道做醫生
[00:10:38.240 --> 00:10:40.240]  其實有一個很大的好處
[00:10:40.240 --> 00:10:42.240]  就是我們不需要去做陪審團
[00:10:42.240 --> 00:10:45.240]  所以我一輩子都沒有去過法庭
[00:10:45.240 --> 00:10:48.240]  但是想不到做校長之後
[00:10:48.240 --> 00:10:51.240]  沒多久就要上法庭
[00:10:51.240 --> 00:10:53.240]  也包括了校園裡面
[00:10:53.240 --> 00:10:59.240]  因為只是辯論用中文還是用英文來教學
[00:10:59.240 --> 00:11:02.240]  我們都會一直訴訟訴訟
[00:11:02.240 --> 00:11:06.240]  由初審庭去到上訴庭
[00:11:06.240 --> 00:11:08.240]  最後去到高院
[00:11:08.240 --> 00:11:10.240]  幾乎要去到終審庭
[00:11:10.240 --> 00:11:14.240]  大學花了三百多萬的律師費
[00:11:14.240 --> 00:11:19.240]  來和我們一班同學和一些舊生去辯論
[00:11:19.240 --> 00:11:24.240]  到底我們有沒有違反大學的章程
[00:11:24.240 --> 00:11:26.240]  也包括了
[00:11:26.240 --> 00:11:31.240]  當然經過了香港一個相當動盪的時候
[00:11:31.240 --> 00:11:33.240]  我經常都和我媽說
[00:11:33.240 --> 00:11:38.240]  我都不知道為什麼我的命是生得這麼苦
[00:11:38.240 --> 00:11:40.240]  人家做醫生
[00:11:40.240 --> 00:11:41.240]  我又做醫生
[00:11:41.240 --> 00:11:44.240]  但是做著做著會出現沙士
[00:11:44.240 --> 00:11:47.240]  人家做校長都是去剪綵講講講講
[00:11:47.240 --> 00:11:51.240]  我做著做著會有佔中的事件
[00:11:51.240 --> 00:11:55.240]  但是在一個很長的時間
[00:11:55.240 --> 00:11:59.240]  我們真的擔心同學的安全
[00:11:59.240 --> 00:12:01.240]  擔心校園的穩定性
[00:12:01.240 --> 00:12:05.240]  擔心校長室會不會被佔據
[00:12:05.240 --> 00:12:09.240]  事實上我們是幾乎被佔據過的
[00:12:09.240 --> 00:12:11.240]  我不知道你們知不知道
[00:12:11.240 --> 00:12:16.240]  當年是因為書院要加速費三百元
[00:12:16.240 --> 00:12:23.240]  就將校長室外面有幾十個同學在抗議
[00:12:23.240 --> 00:12:27.240]  幾乎要衝進來
[00:12:27.240 --> 00:12:35.240]  第一次我們覺得原來行政樓是需要安裝一把鎖的
[00:12:35.240 --> 00:12:40.240]  所以現在進行政樓是要有三把鎖才能去到校長的門口
[00:12:40.240 --> 00:12:42.240]  是由那個時候開始
[00:12:42.240 --> 00:12:44.240]  但是後來回看其實這些算什麼呢?
[00:12:44.240 --> 00:12:47.240]  芝加哥大學的校長辦公室
[00:12:47.240 --> 00:12:49.240]  被人佔據了一個月
[00:12:49.240 --> 00:12:59.240]  最後要由警方衝進去重新獲得校長室工作的地方
[00:12:59.240 --> 00:13:06.240]  但是在各種各樣的事情的過去當中
[00:13:06.240 --> 00:13:11.240]  我都發覺剛才所講的那句聖經是非常重要的
[00:13:11.240 --> 00:13:18.240]  你不要忘記我向我僕人摩西所講的每一句話
[00:13:18.240 --> 00:13:22.240]  每一句話不要忘記
[00:13:22.240 --> 00:13:25.240]  也不要偏左不要偏右
[00:13:25.240 --> 00:13:30.240]  So that you can go to my destination
[00:13:30.240 --> 00:13:36.240]  你不要將大學不要將你的個人得失
[00:13:36.240 --> 00:13:40.240]  不要將一些社會的價值觀
[00:13:40.240 --> 00:13:45.240]  或者一些政治的動盪和壓力
[00:13:45.240 --> 00:13:49.240]  是離開了我在聖經裏面所講的
[00:13:49.240 --> 00:13:51.240]  我要你做的事情
[00:13:51.240 --> 00:13:56.240]  所以有幾句聖經特別是在這段時間是非常之幫到我
[00:13:56.240 --> 00:13:59.240]  而且我都在這個講壇上面
[00:13:59.240 --> 00:14:01.240]  我現在看到伍牧師原來坐在這裏
[00:14:01.240 --> 00:14:05.240]  我也都在這個講壇上面是分享過的
[00:14:05.240 --> 00:14:08.240]  包括了羅馬書第十二章的第一節
[00:14:08.240 --> 00:14:14.240]  當時我說過不要效法這個世界
[00:14:14.240 --> 00:14:17.240]  要心以更生而變化
[00:14:17.240 --> 00:14:23.240]  察驗甚麼是上帝的善良、純全、可喜悅的旨意
[00:14:23.240 --> 00:14:27.240]  英文譯作Don't be so well adjusted to the world
[00:14:27.240 --> 00:14:29.240]  不要跟著他們
[00:14:29.240 --> 00:14:32.240]  Don't adapt yourself so well
[00:14:32.240 --> 00:14:40.240]  例如我們不講學生畢業之後的工資是多少
[00:14:40.240 --> 00:14:43.240]  我們不去盲目的去追求排名
[00:14:43.240 --> 00:14:46.240]  其實這些都不是容易做到的事情
[00:14:46.240 --> 00:14:48.240]  因為這個是社會的價值觀
[00:14:48.240 --> 00:14:50.240]  是世界的價值觀
[00:14:50.240 --> 00:14:54.240]  但是聖經說不要效法這個世界
[00:14:54.240 --> 00:14:57.240]  要心以更生而變化
[00:14:57.240 --> 00:15:04.240]  當我面對著香港慢慢進入一個政治動盪的時候
[00:15:04.240 --> 00:15:07.240]  不知道我們何時可以看見出路的時候
[00:15:07.240 --> 00:15:14.240]  耶利米蘇第29章第11節給我一個很大的安慰
[00:15:14.240 --> 00:15:18.240]  給我一個很大的提醒
[00:15:18.240 --> 00:15:20.240]  那裏耶利米蘇是這樣說的
[00:15:20.240 --> 00:15:24.240]  他說:耶和華 我知道我向你們所懷的意念
[00:15:24.240 --> 00:15:29.240]  是賜平安的意念 不是降禍的意念
[00:15:29.240 --> 00:15:32.240]  是叫你們末後有指望
[00:15:32.240 --> 00:15:38.240]  你們呼求我 禱告我 我就應允
[00:15:38.240 --> 00:15:41.240]  當時我聽完這句聖經之後
[00:15:41.240 --> 00:15:44.240]  我看完聖經之後我非常開心、非常安心
[00:15:44.240 --> 00:15:46.240]  上帝說我為你安排的
[00:15:46.240 --> 00:15:48.240]  I have a plan for you
[00:15:48.240 --> 00:15:50.240]  他說我為你安排的一個計劃
[00:15:50.240 --> 00:15:52.240]  不是亂來的
[00:15:52.240 --> 00:15:59.240]  是一個計劃給你一個未來
[00:15:59.240 --> 00:16:01.240]  給你一個將來
[00:16:01.240 --> 00:16:05.240]  是你所盼望得到的
[00:16:05.240 --> 00:16:07.240]  聽完之後很安定
[00:16:07.240 --> 00:16:10.240]  香港沒事了 大學我們應該沒事了
[00:16:10.240 --> 00:16:12.240]  誰知原來看了看 原來不是
[00:16:12.240 --> 00:16:16.240]  耶利米蘇第29章 剛才我讀的第11節
[00:16:16.240 --> 00:16:21.240]  第一節說 不過以色列人一定會被擄70年
[00:16:21.240 --> 00:16:25.240]  70年一定要經過
[00:16:25.240 --> 00:16:29.240]  Not a single day more, not a single day less
[00:16:29.240 --> 00:16:32.240]  不會多了一天 不會少了一天
[00:16:32.240 --> 00:16:34.240]  因為在上帝的計劃裏面
[00:16:34.240 --> 00:16:36.240]  他說我有一個計劃
[00:16:36.240 --> 00:16:39.240]  不過我的計劃和你的計劃未必是完全一樣
[00:16:39.240 --> 00:16:47.240]  但到最後我仍然要給你一個我所promise的將來
[00:16:47.240 --> 00:16:49.240]  一個美好的將來
[00:16:49.240 --> 00:16:55.240]  這句話令我在很多絕望、很多等候的當中
[00:16:55.240 --> 00:16:57.240]  得到很大的幫助
[00:16:57.240 --> 00:17:00.240]  另外我想告訴你 我有一個秘密
[00:17:00.240 --> 00:17:05.240]  當時我住在對面的山上的漢園
[00:17:05.240 --> 00:17:10.240]  我們是天天都看著山下的中文大學
[00:17:10.240 --> 00:17:14.240]  然後遠眺我們看到八仙嶺
[00:17:14.240 --> 00:17:17.240]  我們心裏面時時都為中大祈禱
[00:17:17.240 --> 00:17:20.240]  特別在什麼時候呢?
[00:17:20.240 --> 00:17:22.240]  我想告訴你一個秘密
[00:17:22.240 --> 00:17:26.240]  在漢園看來中大最清楚的地方
[00:17:26.240 --> 00:17:30.240]  除了崇基之外就是百萬大道
[00:17:30.240 --> 00:17:33.240]  在百萬大道每逢11月尾、12月的時候
[00:17:33.240 --> 00:17:37.240]  我就會看到一塊黃色的東西架起來
[00:17:37.240 --> 00:17:42.240]  這就是我們的畢業禮的黃色帳篷
[00:17:42.240 --> 00:17:44.240]  每一年我看到這塊東西的時候
[00:17:44.240 --> 00:17:49.240]  我心裏面都會很驚慌、很焦慮
[00:17:49.240 --> 00:17:52.240]  因為我不知道今年的畢業禮
[00:17:52.240 --> 00:17:55.240]  我們又有什麼新的回憶
[00:17:55.240 --> 00:18:00.240]  又有什麼新的大器要做
[00:18:00.240 --> 00:18:03.240]  於是我就想起這一句聖經
[00:18:03.240 --> 00:18:05.240]  我要向山舉目
[00:18:05.240 --> 00:18:08.240]  我的幫助從何而來?
[00:18:08.240 --> 00:18:12.240]  我的幫助從造天地的耶和華而來
[00:18:12.240 --> 00:18:16.240]  因為我實在無法預測到
[00:18:16.240 --> 00:18:19.240]  更加無法控制到
[00:18:19.240 --> 00:18:23.240]  明天的畢業禮會發生什麼事
[00:18:23.240 --> 00:18:28.240]  但是我們唯有為大學的畢業禮
[00:18:28.240 --> 00:18:33.240]  為每一個的程序來祈禱
[00:18:33.240 --> 00:18:38.240]  我們不希望成為明天報紙的頭條
[00:18:38.240 --> 00:18:40.240]  所以各位你看看這一段聖經
[00:18:40.240 --> 00:18:42.240]  對於我來說
[00:18:42.240 --> 00:18:45.240]  每一天都很幫助
[00:18:45.240 --> 00:18:48.240]  它說要剛強壯膽
[00:18:48.240 --> 00:18:52.240]  Courage and Strength
[00:18:52.240 --> 00:18:57.240]  不要離開你的聖經裏面的說話
[00:18:57.240 --> 00:18:59.240]  我今天想說的這段說話
[00:18:59.240 --> 00:19:01.240]  不只是我自己的一個回憶錄
[00:19:01.240 --> 00:19:04.240]  我希望也成為在座當中
[00:19:04.240 --> 00:19:07.240]  每一位的校友
[00:19:07.240 --> 00:19:10.240]  每一位的教職員
[00:19:10.240 --> 00:19:11.240]  每一位的同學
[00:19:11.240 --> 00:19:14.240]  甚至乎你可能是從外面走進來的
[00:19:14.240 --> 00:19:16.240]  在你人生的路上
[00:19:16.240 --> 00:19:19.240]  都好像這段聖經所說
[00:19:19.240 --> 00:19:22.240]  上帝要你去一個地方
[00:19:22.240 --> 00:19:24.240]  祂有一個Promise
[00:19:24.240 --> 00:19:27.240]  祂有一個應許要帶我們走過
[00:19:27.240 --> 00:19:29.240]  前面真的有很多困難
[00:19:29.240 --> 00:19:32.240]  是你未能想像得到的
[00:19:32.240 --> 00:19:35.240]  這裡說到前面有很多的敵人
[00:19:35.240 --> 00:19:37.240]  亞馬利人
[00:19:37.240 --> 00:19:40.240]  有很多比他們高大
[00:19:40.240 --> 00:19:42.240]  比他們好打的敵人
[00:19:42.240 --> 00:19:44.240]  他們都未能見到
[00:19:44.240 --> 00:19:48.240]  但是這個Promise
[00:19:48.240 --> 00:19:51.240]  在過去的八年帶領我經過
[00:19:51.240 --> 00:19:54.240]  我也肯定過去的八年
[00:19:54.240 --> 00:19:56.240]  未來的八年
[00:19:56.240 --> 00:19:58.240]  未來的很多歲月
[00:19:58.240 --> 00:20:00.240]  它都要帶領我經過
[00:20:00.240 --> 00:20:06.240]  但是當中其實還有一個很特別的體驗
[00:20:06.240 --> 00:20:11.240]  你知不知道當約書亞帶著四十萬的以色列人
[00:20:11.240 --> 00:20:15.240]  走到約旦河的旁邊的時候
[00:20:15.240 --> 00:20:18.240]  他做了一件很傻的事
[00:20:18.240 --> 00:20:22.240]  他竟然在打仗之前
[00:20:22.240 --> 00:20:24.240]  和所有的以色列人
[00:20:24.240 --> 00:20:27.240]  做了一個割禮
[00:20:27.240 --> 00:20:28.240]  做完割禮
[00:20:28.240 --> 00:20:31.240]  不要說打仗,走路都有點困難
[00:20:31.240 --> 00:20:34.240]  他竟然在戰爭之前
[00:20:34.240 --> 00:20:38.240]  幫所有當時的猶太人
[00:20:38.240 --> 00:20:40.240]  上帝的子民
[00:20:40.240 --> 00:20:42.240]  因為這個是上帝要求的
[00:20:42.240 --> 00:20:44.240]  幫他們做了一個割禮
[00:20:44.240 --> 00:20:46.240]  然後第二天他知道
[00:20:46.240 --> 00:20:48.240]  他就要過這個河
[00:20:48.240 --> 00:20:52.240]  去面對他最厲害的敵人
[00:20:52.240 --> 00:20:54.240]  就是耶利哥
[00:20:54.240 --> 00:20:58.240]  我不知道你有多少人去過聖地
[00:20:58.240 --> 00:21:01.240]  以色列的地方
[00:21:01.240 --> 00:21:06.240]  其實今天你還看到耶利哥這個地方
[00:21:06.240 --> 00:21:09.240]  就是在約旦河
[00:21:09.240 --> 00:21:12.240]  過了沒多久你就會看到
[00:21:12.240 --> 00:21:17.240]  當年的這個地方是一群很強悍的民族
[00:21:17.240 --> 00:21:22.240]  是一群又高又大又好打的敵人
[00:21:22.240 --> 00:21:25.240]  明天他們就要過河打仗了
[00:21:25.240 --> 00:21:28.240]  今天還有一個傷口
[00:21:28.240 --> 00:21:32.240]  在男人最痛的地方
[00:21:32.240 --> 00:21:35.240]  明天還要去打仗
[00:21:35.240 --> 00:21:38.240]  於是乎他有一些酬杖
[00:21:38.240 --> 00:21:41.240]  他就在晚上在河邊
[00:21:41.240 --> 00:21:44.240]  有一個這樣的祈禱
[00:21:44.240 --> 00:21:47.240]  然後他突然之間聖經裏面說
[00:21:47.240 --> 00:21:51.240]  他見到一個人走出來
[00:21:51.240 --> 00:21:53.240]  他都不知道是什麼人
[00:21:53.240 --> 00:21:56.240]  相信是天使
[00:21:56.240 --> 00:21:58.240]  聖經就這樣讀
[00:21:58.240 --> 00:21:59.240]  我讀給大家聽
[00:21:59.240 --> 00:22:02.240]  在約書亞記第五章第十三節
[00:22:02.240 --> 00:22:05.240]  約書亞靠近耶利哥的時候
[00:22:05.240 --> 00:22:07.240]  舉目觀看
[00:22:07.240 --> 00:22:10.240]  不料有一個人手裏拔出刀來
[00:22:10.240 --> 00:22:12.240]  面對斬著
[00:22:12.240 --> 00:22:15.240]  約書亞去他那裏問他
[00:22:15.240 --> 00:22:21.240]  你是幫我的還是幫我們的敵人呢
[00:22:21.240 --> 00:22:27.240]  Are you on my side or are you on my enemy's side
[00:22:27.240 --> 00:22:29.240]  究竟你是
[00:22:29.240 --> 00:22:33.240]  看來你都是一個很大的將軍
[00:22:33.240 --> 00:22:36.240]  究竟你是在幫我的還是幫我的敵人呢
[00:22:36.240 --> 00:22:39.240]  其實我都問過這個問題很多次
[00:22:39.240 --> 00:22:42.240]  當我遇到很困難的時候
[00:22:42.240 --> 00:22:46.240]  當我遇到很大的挑戰的時候
[00:22:46.240 --> 00:22:48.240]  有些人走過來的時候
[00:22:48.240 --> 00:22:50.240]  我都會問
[00:22:50.240 --> 00:22:52.240]  心裏面我都會問
[00:22:52.240 --> 00:22:54.240]  究竟他是在幫我們呢
[00:22:54.240 --> 00:22:56.240]  他是中大的呢
[00:22:56.240 --> 00:22:59.240]  還是屬於另外一間大學的呢
[00:22:59.240 --> 00:23:01.240]  或者是UGC的呢
[00:23:01.240 --> 00:23:06.240]  他是屬於幫我們那種看法的呢
[00:23:06.240 --> 00:23:11.240]  還是幫不是我們那種看法的人呢
