
[00:00:00.000 --> 00:00:05.480]  好 第四步讓我們在聆聽主導意聲
[00:02:33.480 --> 00:02:42.480]  但在這個世界教會扮演了很多不應該扮演的角色
[00:02:42.480 --> 00:02:47.480]  教會的表現越來越像社工
[00:02:47.480 --> 00:02:50.480]  曾經有一個傳道人跟我開玩笑說
[00:02:50.480 --> 00:02:55.480]  今天牧會其實不是做牧者的
[00:02:55.480 --> 00:02:57.480]  主要是做社工
[00:02:57.480 --> 00:03:03.480]  信徒也不需要牧者 因為他只需要社工幫他解決問題
[00:03:03.480 --> 00:03:07.480]  我還記得當年曾經有一個弟兄
[00:03:07.480 --> 00:03:10.480]  他有一個很年輕的兒子
[00:03:10.480 --> 00:03:15.480]  他的兒子在加拿大犯了一些罪
[00:03:15.480 --> 00:03:18.480]  是我們教會的一份子
[00:03:18.480 --> 00:03:21.480]  於是弟兄打電話來
[00:03:21.480 --> 00:03:23.480]  長途電話來
[00:03:23.480 --> 00:03:26.480]  說黃牧師真的需要你幫忙
[00:03:26.480 --> 00:03:31.480]  這次我兒子搞了一件這樣的事
[00:03:31.480 --> 00:03:33.480]  有什麼可以幫忙嗎
[00:03:33.480 --> 00:03:35.480]  我說那好吧 我去幫他
[00:03:35.480 --> 00:03:38.480]  其實我一直都有幫他兒子
[00:03:38.480 --> 00:03:42.480]  他打電話來 發生了這件事
[00:03:42.480 --> 00:03:45.480]  其實我也知道的 但他同步打來
[00:03:45.480 --> 00:03:49.480]  我去找他兒子 跟他兒子談
[00:03:49.480 --> 00:03:53.480]  跟他談很多有關聖經的教導
[00:03:53.480 --> 00:03:56.480]  作為一個基督徒 面對罪應該怎樣處理
[00:03:56.480 --> 00:04:00.480]  在過程當中 我要幫助他
[00:04:00.480 --> 00:04:02.480]  怎樣去爭奪這些罪
[00:04:02.480 --> 00:04:05.480]  對他的那種的捆綁
[00:04:05.480 --> 00:04:08.480]  但他最初承認自己的罪
[00:04:08.480 --> 00:04:10.480]  於是我就跟他說
[00:04:10.480 --> 00:04:13.480]  既然你在罪名上也承認自己的罪
[00:04:13.480 --> 00:04:16.480]  在法律上你真的犯了罪
[00:04:16.480 --> 00:04:20.480]  當你去到法官面前 你承認罪
[00:04:20.480 --> 00:04:28.480]  承認罪反而可能導致一個比較輕判的現象
[00:04:28.480 --> 00:04:31.480]  但當他這樣聽我這樣說
[00:04:31.480 --> 00:04:33.480]  說完這番話之後
[00:04:33.480 --> 00:04:37.480]  年輕人開始對我有很多的不滿
[00:04:37.480 --> 00:04:40.480]  牧師我是來找你幫我
[00:04:40.480 --> 00:04:44.480]  解決我現在不會去因為法律上的問題
[00:04:44.480 --> 00:04:47.480]  你竟然來叫我認罪
[00:04:47.480 --> 00:04:52.480]  但你如果今天能夠逃脫
[00:04:52.480 --> 00:04:58.480]  判輕判這個罪的罪責永遠會跟著你的
[00:04:58.480 --> 00:05:02.480]  他說 遲些再說吧 牧師
[00:05:02.480 --> 00:05:04.480]  再說多兩句
[00:05:04.480 --> 00:05:07.480]  我下次再來見你的時候
[00:05:07.480 --> 00:05:09.480]  他就開始拒絕了
[00:05:09.480 --> 00:05:12.480]  再說多兩句他就不聽我的電話
[00:05:12.480 --> 00:05:19.480]  那時候還在玩MSN
[00:05:19.480 --> 00:05:24.480]  ICQ
[00:05:24.480 --> 00:05:27.480]  我其實不玩這些東西
[00:05:27.480 --> 00:05:31.480]  我做很多事情都是因為會有聯絡
[00:05:31.480 --> 00:05:34.480]  我本來是看Facebook的
[00:05:34.480 --> 00:05:37.480]  但突然間沒用就Sign up
[00:05:37.480 --> 00:05:40.480]  後來找他找不到
[00:05:40.480 --> 00:05:45.480]  誰不知最後他還回到原區地鐵
[00:05:45.480 --> 00:05:50.480]  再沒多久我找不到
[00:05:50.480 --> 00:05:52.480]  我打電話給他爸爸
[00:05:52.480 --> 00:05:54.480]  我跟他爸爸說我找不到你兒子
[00:05:54.480 --> 00:05:56.480]  你兒子去了哪裏
[00:05:56.480 --> 00:05:58.480]  他說回到香港了
[00:05:58.480 --> 00:06:05.480]  回到香港還要處理他上法庭的事
[00:06:05.480 --> 00:06:08.480]  不用了 牧師你都幫不到忙
[00:06:08.480 --> 00:06:13.480]  我叫你幫忙讓他不用受法律的制裁
[00:06:13.480 --> 00:06:16.480]  你就來跟他說要他認罪
[00:06:16.480 --> 00:06:18.480]  你都幫不到的
[00:06:18.480 --> 00:06:19.480]  你根本推他去死
[00:06:19.480 --> 00:06:22.480]  不要說了 掛了電話
[00:06:22.480 --> 00:06:26.480]  我發覺其實這只是其中一件事
[00:06:26.480 --> 00:06:28.480]  我跟大家分享
[00:06:28.480 --> 00:06:31.480]  但這些不是一件半件的事
[00:06:31.480 --> 00:06:33.480]  用了不同形式出現在我生命上
[00:06:33.480 --> 00:06:35.480]  特別是做牧師的時候
[00:06:35.480 --> 00:06:38.480]  很多人來找你簽護照
[00:06:38.480 --> 00:06:42.480]  你認識我半年
[00:06:42.480 --> 00:06:44.480]  我都不認識你
[00:06:44.480 --> 00:06:45.480]  今天你才來教會
[00:06:45.480 --> 00:06:46.480]  你叫我這樣寫
[00:06:46.480 --> 00:06:48.480]  你不是牧師來的
[00:06:48.480 --> 00:06:50.480]  你來幫人的
[00:06:50.480 --> 00:06:54.480]  我覺得幫人都要有個基礎
[00:06:54.480 --> 00:06:56.480]  基礎就是至少法律要求
[00:06:56.480 --> 00:06:57.480]  我認識你半年
[00:06:57.480 --> 00:06:59.480]  我寫你半年都不認識你
[00:06:59.480 --> 00:07:01.480]  我怎樣寫半年呢
[00:07:01.480 --> 00:07:03.480]  很多這些強人所難
[00:07:03.480 --> 00:07:05.480]  甚至變成一些指責
[00:07:05.480 --> 00:07:07.480]  第一 因為
[00:07:07.480 --> 00:07:11.480]  說真的 如果在這種情況裏面
[00:07:11.480 --> 00:07:14.480]  牧師你的感受是怎樣呢
[00:07:14.480 --> 00:07:17.480]  你可能會說牧師寧靜高超
[00:07:17.480 --> 00:07:18.480]  刀槍不入
[00:07:18.480 --> 00:07:20.480]  人們這樣傷害他都沒有問題
[00:07:20.480 --> 00:07:22.480]  不是的 我告訴你
[00:07:22.480 --> 00:07:25.480]  我仍然覺得很無辜
[00:07:25.480 --> 00:07:29.480]  我覺得為何你要用這種方法對我呢
[00:07:29.480 --> 00:07:32.480]  我做牧者的其實這樣做
[00:07:32.480 --> 00:07:35.480]  是希望你完全離開了這個罪
[00:07:35.480 --> 00:07:38.480]  所帶來你的一生的牽引
[00:07:38.480 --> 00:07:45.480]  或者今天你可以離開這個承擔罪責
[00:07:45.480 --> 00:07:49.480]  但是當你午夜夢回的時候
[00:07:49.480 --> 00:07:53.480]  那些罪就會在你的夢中吵醒你
[00:07:53.480 --> 00:07:58.480]  在我們教會曾經試過好幾個這樣的現象
[00:07:58.480 --> 00:08:01.480]  曾經有一個姐妹也有這樣的現象
[00:08:01.480 --> 00:08:04.480]  她逃離開了法律的追責
[00:08:04.480 --> 00:08:10.480]  但結局她長期在這個罪責裏面譴責自己
[00:08:10.480 --> 00:08:15.480]  她於是乎嘗試做很多好事
[00:08:15.480 --> 00:08:21.480]  補償她以為所做的錯事
[00:08:21.480 --> 00:08:23.480]  但補償不到
[00:08:23.480 --> 00:08:28.480]  第一 人需要認清自己的罪
[00:08:28.480 --> 00:08:31.480]  並且要真正面對自己的罪
[00:08:31.480 --> 00:08:34.480]  是一件很困難的事
[00:08:34.480 --> 00:08:39.480]  但這卻是一個真正基督徒應有的表現
[00:08:39.480 --> 00:08:41.480]  而我們作為基督徒
[00:08:41.480 --> 00:08:43.480]  當我們與人傳道的時候
[00:08:43.480 --> 00:08:47.480]  這也是必須要經歷的事情
[00:08:47.480 --> 00:08:52.480]  否則的話 個人的認罪是虛無的
[00:08:52.480 --> 00:08:54.480]  如果你聽到我講到這裏
[00:08:54.480 --> 00:08:55.480]  你可能會問
[00:08:55.480 --> 00:08:57.480]  牧師你講這番話
[00:08:57.480 --> 00:09:00.480]  其實是叫我們去做醜人
[00:09:00.480 --> 00:09:02.480]  我不怕老實說
[00:09:02.480 --> 00:09:05.480]  做基督徒真的是做醜人的
[00:09:05.480 --> 00:09:10.480]  因為你想他真的處理他的罪
[00:09:10.480 --> 00:09:13.480]  你一定要幫他面對他的罪
[00:09:13.480 --> 00:09:15.480]  而你要他面對的罪
[00:09:15.480 --> 00:09:17.480]  一定要將他的罪顯明出來
[00:09:17.480 --> 00:09:18.480]  讓他自己知道
[00:09:18.480 --> 00:09:20.480]  但很可惜的是
[00:09:20.480 --> 00:09:23.480]  很多時候很多人只是想逃離罪債
[00:09:23.480 --> 00:09:27.480]  找基督徒只是嘗試將自己變成基督徒
[00:09:27.480 --> 00:09:29.480]  是希望包裝自己
[00:09:29.480 --> 00:09:31.480]  而不是面對自己的罪
[00:09:31.480 --> 00:09:35.480]  耶穌其實是來到這個世界上
[00:09:35.480 --> 00:09:37.480]  當他在侍奉的過程當中
[00:09:37.480 --> 00:09:41.480]  同樣是領受著這個使命
[00:09:41.480 --> 00:09:45.480]  他在地上所面對的被人踐踏
[00:09:45.480 --> 00:09:47.480]  其實最後我們可以知道
[00:09:47.480 --> 00:09:49.480]  他甚至寫在十字架上
[00:09:49.480 --> 00:09:50.480]  不用之後了
[00:09:50.480 --> 00:09:52.480]  其實你早就知道了
[00:09:52.480 --> 00:09:54.480]  但在這個過程當中
[00:09:54.480 --> 00:09:57.480]  耶穌是否不知道這些使命是這麼困難呢
[00:09:57.480 --> 00:09:59.480]  他是知道的
[00:09:59.480 --> 00:10:03.480]  但為什麼他仍然要接受這個使命呢
[00:10:03.480 --> 00:10:06.480]  並且他如何去接受這個使命
[00:10:06.480 --> 00:10:10.480]  而這個使命是如何來到他的身上呢
[00:10:10.480 --> 00:10:12.480]  這個正正就是今天我想和大家一起去看
[00:10:12.480 --> 00:10:15.480]  也用了一個題目去總括
[00:10:15.480 --> 00:10:18.480]  就是被誤解的溫柔呼召
[00:10:18.480 --> 00:10:21.480]  今天我們作為基督徒
[00:10:21.480 --> 00:10:22.480]  活在這個地上
[00:10:22.480 --> 00:10:24.480]  經常說要傳福音傳福音
[00:10:24.480 --> 00:10:26.480]  我們要有呼召做傳道人
[00:10:26.480 --> 00:10:29.480]  甚至有些人說要做宣教士
[00:10:29.480 --> 00:10:30.480]  要做牧師
[00:10:30.480 --> 00:10:31.480]  其實不要想這麼多
[00:10:31.480 --> 00:10:34.480]  每個基督徒都有上帝的呼召
[00:10:34.480 --> 00:10:38.480]  但這個呼召是怎樣的性質呢
[00:10:38.480 --> 00:10:40.480]  我們有沒有了解清楚呢
[00:10:40.480 --> 00:10:43.480]  還是我用我自己的看法
[00:10:43.480 --> 00:10:45.480]  覺得這個呼召應該是怎樣呢
[00:10:45.480 --> 00:10:48.480]  我們今天就用耶穌來看
[00:10:48.480 --> 00:10:51.480]  他所迎接這個呼召的特色
[00:10:51.480 --> 00:10:52.480]  或者他的特色
[00:10:52.480 --> 00:10:55.480]  就看看我們有多大的誤解呢
[00:10:55.480 --> 00:10:58.480]  從當我們了解的誤會之後
[00:10:58.480 --> 00:11:00.480]  可不可以將它調整過來
[00:11:00.480 --> 00:11:02.480]  然後重新進入
[00:11:02.480 --> 00:11:05.480]  當我們從上帝和耶穌基督
[00:11:05.480 --> 00:11:10.480]  接受這個拯救的召命的時候
[00:11:10.480 --> 00:11:12.480]  他的承擔是怎樣呢
[00:11:12.480 --> 00:11:14.480]  這個正正就是今天
[00:11:14.480 --> 00:11:16.480]  我希望和大家一起去看的題目
[00:11:16.480 --> 00:11:19.480]  一起去打開今天所看的聖經
[00:11:19.480 --> 00:11:22.480]  馬太福音第21章第1至11節
[00:11:22.480 --> 00:11:24.480]  一段非常熟悉的經文
[00:11:24.480 --> 00:11:28.480]  亦都被解釋到爛掉的經文
[00:11:28.480 --> 00:11:31.480]  這段聖經爛掉到什麼地步呢
[00:11:31.480 --> 00:11:33.480]  稍後我會略略說明
[00:11:33.480 --> 00:11:35.480]  不過讓我們再次讀熟悉一下
[00:11:35.480 --> 00:11:37.480]  這段聖經的內文
[00:11:37.480 --> 00:11:41.480]  我們一起打開馬太福音第21章第1至11節
[00:11:41.480 --> 00:11:43.480]  Matthew 21
[00:11:43.480 --> 00:11:46.480]  From the first verse to the eleventh verse
[00:11:46.480 --> 00:11:48.480]  我們一起讀吧 用我的盒本
[00:11:48.480 --> 00:11:53.480]  耶穌和門徒將近耶路撒冷
[00:11:53.480 --> 00:11:55.480]  到了百發期
[00:11:55.480 --> 00:11:57.480]  在監籃山那裡
[00:11:57.480 --> 00:12:00.480]  耶穌就打發兩個門徒
[00:12:00.480 --> 00:12:04.480]  他們說:你們往對面村子裡去
[00:12:04.480 --> 00:12:08.480]  必看見一匹驢犬在那裡
[00:12:08.480 --> 00:12:11.480]  還有驢驅同在一處
[00:12:11.480 --> 00:12:14.480]  你們解開牽到我這裡來
[00:12:14.480 --> 00:12:17.480]  若有人對你們說什麼
[00:12:17.480 --> 00:12:20.480]  你們就說:主要用牠
[00:12:20.480 --> 00:12:23.480]  那人必立時讓你們牽來
[00:12:23.480 --> 00:12:27.480]  這事成就是要應驗先知的話
[00:12:27.480 --> 00:12:31.480]  說:要對聖安的居民說
[00:12:31.480 --> 00:12:34.480]  看啊!你的王來到我這裡
[00:12:34.480 --> 00:12:36.480]  是溫柔的
[00:12:36.480 --> 00:12:38.480]  又騎著驢
[00:12:38.480 --> 00:12:40.480]  就是騎著驢驅子
[00:12:40.480 --> 00:12:44.480]  門徒就照耶穌所吩咐的去行
[00:12:44.480 --> 00:12:46.480]  牽了驢和驢驅來
[00:12:46.480 --> 00:12:49.480]  把自己的衣服搭在上面
[00:12:49.480 --> 00:12:51.480]  耶穌就騎上
[00:12:51.480 --> 00:12:55.480]  眾人多半把衣服鋪在路上
[00:12:55.480 --> 00:12:59.480]  還有人撞在樹枝裡鋪在路上
[00:12:59.480 --> 00:13:02.480]  前行後退的眾人喊著說
[00:13:02.480 --> 00:13:05.480]  「和撒拿歸於大衛的子孫
[00:13:05.480 --> 00:13:09.480]  奉主名來的是應當稱頌的
[00:13:09.480 --> 00:13:12.480]  高高在上和撒拿」
[00:13:12.480 --> 00:13:15.480]  耶穌既進了耶路撒冷
[00:13:15.480 --> 00:13:17.480]  合乘都驚動了
[00:13:17.480 --> 00:13:19.480]  說:這是誰?
[00:13:19.480 --> 00:13:24.480]  眾人說:這是加里利拿撒拿的先知耶穌
[00:13:24.480 --> 00:13:27.480]  今天我會透過兩個部分
[00:13:27.480 --> 00:13:29.480]  跟大家一起去看這聖經
[00:13:29.480 --> 00:13:34.480]  這聖經是在前文剛剛我們才看完的
[00:13:34.480 --> 00:13:41.480]  有關於耶穌醫好了兩個盲的人
[00:13:41.480 --> 00:13:44.480]  這兩個盲的人
[00:13:44.480 --> 00:13:48.480]  他很清楚認識並且認順宣告
[00:13:48.480 --> 00:13:50.480]  多少次宣告?
[00:13:50.480 --> 00:13:53.480]  三次宣告耶穌是他的主
[00:13:53.480 --> 00:13:56.480]  是大衛的子孫
[00:13:56.480 --> 00:13:59.480]  這兩個人雖然眼睛是盲
[00:13:59.480 --> 00:14:02.480]  但心卻沒有盲
[00:14:02.480 --> 00:14:05.480]  他知道哪一個主要找他
[00:14:05.480 --> 00:14:08.480]  他要打開生命的眼睛
[00:14:08.480 --> 00:14:10.480]  屬靈的眼睛
[00:14:10.480 --> 00:14:13.480]  重新看到這位主
[00:14:13.480 --> 00:14:15.480]  在這個過程當中
[00:14:15.480 --> 00:14:19.480]  耶穌不單打開了肉身的眼
[00:14:19.480 --> 00:14:21.480]  連靈性的眼睛也打開了
[00:14:21.480 --> 00:14:24.480]  並且他們願意跟隨耶穌
[00:14:24.480 --> 00:14:28.480]  一起上耶路撒冷的路
[00:14:28.480 --> 00:14:31.480]  這在前文我們已經看過了
[00:14:31.480 --> 00:14:33.480]  這是背景
[00:14:33.480 --> 00:14:35.480]  來到現在
[00:14:35.480 --> 00:14:40.480]  耶穌真的準備進入耶路撒冷了
[00:14:40.480 --> 00:14:43.480]  這段經文記載了
[00:14:43.480 --> 00:14:49.480]  但奇就奇在不是直接說耶穌進入耶路撒冷
[00:14:49.480 --> 00:14:53.480]  記載了多一段經文
[00:14:53.480 --> 00:14:56.480]  這段經文就是我們所說到的
[00:14:56.480 --> 00:14:58.480]  經常談論道
[00:14:58.480 --> 00:15:01.480]  在鑒欖山的地區
[00:15:01.480 --> 00:15:06.480]  耶穌從伯伯祁這個地點
[00:15:06.480 --> 00:15:08.480]  向門途說
[00:15:08.480 --> 00:15:11.480]  你去到對面的地方
[00:15:11.480 --> 00:15:14.480]  那裡有一條村莊
[00:15:14.480 --> 00:15:16.480]  在那條村莊裡
[00:15:16.480 --> 00:15:20.480]  你會看到怎樣的情況
[00:15:20.480 --> 00:15:23.480]  耶穌在這個記載
[00:15:23.480 --> 00:15:26.480]  或者馬太在這段經文裡的記載
[00:15:26.480 --> 00:15:29.480]  其實刻意將這部分
[00:15:29.480 --> 00:15:32.480]  放在這個時候去說
[00:15:32.480 --> 00:15:36.480]  很多來不及的傳道人與信徒
[00:15:36.480 --> 00:15:38.480]  在這個時候
[00:15:38.480 --> 00:15:42.480]  就馬上很聰明地說
[00:15:42.480 --> 00:15:47.480]  我知道這段經文不只是馬太福音有記載
[00:15:47.480 --> 00:15:49.480]  這段經文其他的福音書都有記載
[00:15:49.480 --> 00:15:52.480]  包括馬可福音第十一章第1至61節
[00:15:52.480 --> 00:15:57.480]  路加福音第十九章當中都有記載
[00:15:57.480 --> 00:16:02.480]  我們不如將它合成一起來看
[00:16:02.480 --> 00:16:06.480]  我再次重複說多一次
[00:16:06.480 --> 00:16:10.480]  每一本福音書有自己獨特的神學
[00:16:10.480 --> 00:16:13.480]  帶出來的原意
[00:16:13.480 --> 00:16:15.480]  不是其他福音書有的
[00:16:15.480 --> 00:16:18.480]  如果我們將所有的福音書
[00:16:18.480 --> 00:16:20.480]  記載類似的東西
[00:16:20.480 --> 00:16:22.480]  放在一起去看的時候
[00:16:22.480 --> 00:16:29.480]  你就會錯失了原本這段聖經裡的核心題目
[00:16:29.480 --> 00:16:31.480]  這段聖經想說什麼呢
[00:16:31.480 --> 00:16:32.480]  我們先從第一部分
[00:16:32.480 --> 00:16:35.480]  第一至第七節正正就是剛才所說到
[00:16:35.480 --> 00:16:39.480]  有關於耶穌要去預備進入耶路撒冷之前
[00:16:39.480 --> 00:16:45.480]  和進入耶路撒冷的時候的過程
[00:16:45.480 --> 00:16:49.480]  刻意要在這裡加進去給我們看
[00:16:49.480 --> 00:16:51.480]  這段聖經給了一個題目
[00:16:51.480 --> 00:16:55.480]  叫做精準去承擔一個溫柔的徵兆
[00:16:55.480 --> 00:16:58.480]  這段聖經熟悉是因為很多時候
[00:16:58.480 --> 00:17:01.480]  大家都說耶穌騎驢進入耶路撒冷
[00:17:01.480 --> 00:17:04.480]  威水了這段聖經
[00:17:04.480 --> 00:17:06.480]  每個人都視他為君王
[00:17:06.480 --> 00:17:11.480]  我們來看看耶穌是否想顯示他威水的一部分
[00:17:11.480 --> 00:17:13.480]  首先我們開始看到
[00:17:13.480 --> 00:17:16.480]  耶穌和門徒將近耶路撒冷
[00:17:16.480 --> 00:17:18.480]  即是還沒進入耶路撒冷
[00:17:18.480 --> 00:17:21.480]  到了一個地方叫做白髮旗
[00:17:21.480 --> 00:17:23.480]  白髮旗是一個什麼地區呢
[00:17:23.480 --> 00:17:29.480]  如果大家熟悉聖地或者耶路撒冷的地區
[00:17:29.480 --> 00:17:31.480]  耶路撒冷是一個山石
[00:17:31.480 --> 00:17:37.480]  耶路撒冷是一個山頂端建立的城市
[00:17:37.480 --> 00:17:44.480]  因此耶路撒冷的城外所有地方都是向下走
[00:17:44.480 --> 00:17:49.480]  而唯獨向東走的路
[00:17:49.480 --> 00:17:54.480]  還要經過一個地區叫做橄欖山
[00:17:54.480 --> 00:17:58.480]  而在橄欖山的地區裡
[00:17:58.480 --> 00:18:02.480]  距離耶路撒冷大約三公里
[00:18:02.480 --> 00:18:04.480]  三公里不是很遠
[00:18:04.480 --> 00:18:08.480]  三公里從這裡來算
[00:18:08.480 --> 00:18:19.480]  頂樓就是走到外面的摩登N7
[00:18:19.480 --> 00:18:23.480]  那裡是不是有一間麥當勞
[00:18:23.480 --> 00:18:25.480]  就是這麼遠
[00:18:25.480 --> 00:18:26.480]  不是很遠
[00:18:26.480 --> 00:18:28.480]  很近的
[00:18:28.480 --> 00:18:30.480]  三公里很近
[00:18:30.480 --> 00:18:35.480]  在那裡有個城市叫做白髮旗
[00:18:35.480 --> 00:18:38.480]  在那裡耶穌說
[00:18:38.480 --> 00:18:42.480]  現在我差你兩個
[00:18:42.480 --> 00:18:44.480]  兩個誰兩個
[00:18:44.480 --> 00:18:47.480]  很多人在那裡作弄
[00:18:47.480 --> 00:18:51.480]  是不是之前那個西比太的兩個兒子呢
[00:18:51.480 --> 00:18:53.480]  這些隨便了
[00:18:53.480 --> 00:18:56.480]  聖經不說就不想說
[00:18:56.480 --> 00:18:58.480]  不需要你們知道
[00:18:58.480 --> 00:19:00.480]  然後對他們說
[00:19:00.480 --> 00:19:02.480]  你們要過對面的村
[00:19:02.480 --> 00:19:06.480]  由白髮旗再去到耶路撒冷之間
[00:19:06.480 --> 00:19:08.480]  有一個村莊
[00:19:08.480 --> 00:19:12.480]  那個村莊今天仍然在那個地區
[00:19:12.480 --> 00:19:16.480]  當你去到那個村莊的時候
[00:19:16.480 --> 00:19:21.480]  你就會看到有一匹的驢犬在那裡
[00:19:21.480 --> 00:19:28.480]  這匹驢是一匹成年的母驢
[00:19:28.480 --> 00:19:30.480]  牧師你怎麼知道
[00:19:30.480 --> 00:19:32.480]  畫本沒有寫
[00:19:32.480 --> 00:19:34.480]  你作弄我吧
[00:19:34.480 --> 00:19:37.480]  牧師知道希臘文嘛
[00:19:37.480 --> 00:19:42.480]  希臘文這匹驢是用雌性寫的
[00:19:42.480 --> 00:19:44.480]  所以這匹是母驢
[00:19:44.480 --> 00:19:48.480]  雌性的驢
[00:19:48.480 --> 00:19:50.480]  成年的驢
[00:19:50.480 --> 00:19:55.480]  而在他旁邊還有一匹驢驢驢跟他同處
[00:19:55.480 --> 00:20:00.480]  這匹驢驢是雄性的驢仔
[00:20:00.480 --> 00:20:02.480]  小小的
[00:20:02.480 --> 00:20:05.480]  剛剛年輕的驢
[00:20:05.480 --> 00:20:07.480]  你說牧師你又作弄嗎
[00:20:07.480 --> 00:20:09.480]  不是 都是原文說的
[00:20:09.480 --> 00:20:11.480]  不需要我作弄的
[00:20:11.480 --> 00:20:12.480]  我沒有需要作弄
[00:20:12.480 --> 00:20:13.480]  作弄了很大件事
[00:20:13.480 --> 00:20:16.480]  因為作弄了的東西要在我身上應驗
[00:20:16.480 --> 00:20:18.480]  按照啟示錄說
[00:20:18.480 --> 00:20:21.480]  你去那裡見到這兩匹驢的時候
[00:20:21.480 --> 00:20:23.480]  你要將它解開
[00:20:23.480 --> 00:20:26.480]  然後牽到我這裡來
[00:20:26.480 --> 00:20:35.480]  耶穌很詳細將這兩個門徒要去面對處理等等的內容
[00:20:35.480 --> 00:20:39.480]  都將他描述得一清二楚
[00:20:39.480 --> 00:20:43.480]  然後怎樣
[00:20:43.480 --> 00:20:47.480]  如果在這個時候有人來問你
[00:20:47.480 --> 00:20:51.480]  如果有人來問你的話
[00:20:51.480 --> 00:20:55.480]  你就要按照我以下的對答跟他說
[00:20:55.480 --> 00:20:57.480]  怎樣對答
[00:20:57.480 --> 00:20:59.480]  有這樣的內容
[00:20:59.480 --> 00:21:02.480]  第一你要告訴他
[00:21:02.480 --> 00:21:04.480]  主要用他
[00:21:04.480 --> 00:21:09.480]  首先大家要明白一點
[00:21:09.480 --> 00:21:14.480]  主要用他的動詞
[00:21:14.480 --> 00:21:16.480]  要用
[00:21:16.480 --> 00:21:20.480]  在希臘文裡叫Angria
[00:21:20.480 --> 00:21:24.480]  Angria這個意思
[00:21:24.480 --> 00:21:29.480]  有一種類似精肉的意思
[00:21:29.480 --> 00:21:34.480]  如果你是喜歡看電影的
[00:21:34.480 --> 00:21:37.480]  有沒有喜歡看警匪片
[00:21:37.480 --> 00:21:42.480]  警匪片很多時候說一些賊人在逃跑的時候
[00:21:42.480 --> 00:21:45.480]  一直走在市區奔跑
[00:21:45.480 --> 00:21:49.480]  後來他就開著電單車或者房車走
[00:21:49.480 --> 00:21:52.480]  逃離警察的追捕
[00:21:52.480 --> 00:21:56.480]  在這個時候警察走著走著就有很多死傷
[00:21:56.480 --> 00:21:58.480]  結果怎樣
[00:21:58.480 --> 00:22:00.480]  就有一個很勇敢的警察在這個時候
[00:22:00.480 --> 00:22:03.480]  馬上看到路邊有電單車
[00:22:03.480 --> 00:22:05.480]  然後就跟他說
[00:22:05.480 --> 00:22:07.480]  拿出他的委任證
[00:22:07.480 --> 00:22:08.480]  我是警察
[00:22:08.480 --> 00:22:13.480]  我現在要徵用你的電單車去捉賊
[00:22:13.480 --> 00:22:15.480]  那個人就說
[00:22:15.480 --> 00:22:17.480]  沒辦法了警察徵用我的電單車
