
[00:00:00.000 --> 00:00:08.000]  大家好,如果你未找到位,先找位慢慢坐,我們有排講的
[00:02:28.000 --> 00:02:30.000]  所以7歲開始有仇口
[00:02:30.000 --> 00:02:35.000]  但到了多少歲開始成熟一點呢,就是11歲
[00:02:35.000 --> 00:02:37.000]  11歲你認識了第三批朋友
[00:02:37.000 --> 00:02:41.000]  第三批朋友就是大家一起講技術的
[00:02:41.000 --> 00:02:46.000]  即是你懂得下棋,你打二頭球很厲害,單車很厲害
[00:02:46.000 --> 00:02:48.000]  那你們就不停講,為什麼你玩得這麼好
[00:02:48.000 --> 00:02:51.000]  或者分享,為什麼我學得這麼精
[00:02:51.000 --> 00:02:56.000]  所以11歲的話題就全部都講技巧的
[00:02:56.000 --> 00:03:01.000]  如果你沒有技巧,你在學校的操場,小息就很悶的
[00:03:01.000 --> 00:03:05.000]  因為你不夠人講,你就會躲在一邊,假裝看書
[00:03:05.000 --> 00:03:07.000]  其實你不是在看的
[00:03:07.000 --> 00:03:10.000]  到18歲就最後一次了
[00:03:10.000 --> 00:03:13.000]  18歲大家講什麼呢,就講心得
[00:03:13.000 --> 00:03:17.000]  就講哪些人認識不過,哪裡值得認識
[00:03:17.000 --> 00:03:22.000]  又講下究竟哪裡鼠期工值得做
[00:03:22.000 --> 00:03:24.000]  全部都是講心得的
[00:03:24.000 --> 00:03:28.000]  有時講道理,就是你跟人結怨
[00:03:28.000 --> 00:03:31.000]  你告訴別人,這件事後來怎麼了結
[00:03:31.000 --> 00:03:37.000]  你後來發現到另一個道理,就是哪些人你覺得不好
[00:03:37.000 --> 00:03:42.000]  你告訴你的死黨,你不要學我,那個是18歲
[00:03:42.000 --> 00:03:44.000]  其實你說18歲之後是什麼呢
[00:03:44.000 --> 00:03:47.000]  其實就是人生第二次的循環
[00:03:47.000 --> 00:03:51.000]  我相信大家坐在這裡,樣子像18都不是18
[00:03:51.000 --> 00:03:53.000]  你第二個循環是什麼呢
[00:03:53.000 --> 00:03:57.000]  又從頭再來,用回5歲的好奇心
[00:03:57.000 --> 00:04:00.000]  又用回7歲,一起組隊
[00:04:00.000 --> 00:04:04.000]  組隊就不是打乒乓球,可能是旅行團
[00:04:04.000 --> 00:04:09.000]  又用回11歲時的技巧
[00:04:09.000 --> 00:04:12.000]  包括講電腦,投資股市
[00:04:12.000 --> 00:04:16.000]  全部講你怎樣可以用知識解決問題
[00:04:16.000 --> 00:04:20.000]  又講人生的體驗,就是18歲一個
[00:04:20.000 --> 00:04:24.000]  到你晚年,都是跟這個程序
[00:04:24.000 --> 00:04:27.000]  所以你說為什麼人和動物不同呢
[00:04:27.000 --> 00:04:30.000]  人的童年是很長的
[00:04:30.000 --> 00:04:33.000]  動物如果是一隻馬,一隻狗
[00:04:33.000 --> 00:04:38.000]  差不多他成長的時間,只需要十多個月左右
[00:04:38.000 --> 00:04:40.000]  已經離開媽媽了
[00:04:40.000 --> 00:04:45.000]  但是人的童年有18年,包括青少年期,要家裡的
[00:04:45.000 --> 00:04:51.000]  原因就是,剛才我說的東西,是要你父母有沒有栽培的
[00:04:51.000 --> 00:04:54.000]  你看看聖經,有句話很容易記
[00:04:54.000 --> 00:04:58.000]  就是聖經十七章,十七節,1717
[00:04:58.000 --> 00:05:02.000]  他怎麼說呢?他說朋友是時常相愛
[00:05:02.000 --> 00:05:08.000]  看英文聖經,就是Friends show their love
[00:05:08.000 --> 00:05:11.000]  這個就是,你有沒有朋友的條件
[00:05:11.000 --> 00:05:15.000]  就是你能不能夠表達對人的感情
[00:05:15.000 --> 00:05:18.000]  Show your love,你行不行
[00:05:18.000 --> 00:05:20.000]  不是每個人都行,不是的
[00:05:20.000 --> 00:05:25.000]  現在的情況,可能你訂了吃飯的地方
[00:05:25.000 --> 00:05:28.000]  你說,哎呀,沒位了,不過搭枱要不要呀
[00:05:28.000 --> 00:05:30.000]  有些要,有些不要的
[00:05:30.000 --> 00:05:33.000]  有些人說,搭枱呀,不吃的呀
[00:05:33.000 --> 00:05:35.000]  賴脖子,不敢看那邊
[00:05:35.000 --> 00:05:38.000]  那你覺得不舒服,但有些人不是的
[00:05:38.000 --> 00:05:42.000]  有些人一坐下,就說大家好,不認識呀
[00:05:42.000 --> 00:05:44.000]  現在認識了,為什麼呢
[00:05:44.000 --> 00:05:47.000]  那些人很會表達的
[00:05:47.000 --> 00:05:51.000]  然後很快就說,你像我以前的一個舊同學
[00:05:51.000 --> 00:05:53.000]  當然像,有鼻子的
[00:05:53.000 --> 00:05:58.000]  然後第三句,你又在這附近上班,一起走吧
[00:05:58.000 --> 00:06:02.000]  你會發覺有些人很容易表達友善
[00:06:02.000 --> 00:06:05.000]  然後你說,你跟他很熟
[00:06:05.000 --> 00:06:08.000]  所以後來才告訴別人,我認識他就在這裡
[00:06:08.000 --> 00:06:10.000]  七天就認識了
[00:06:10.000 --> 00:06:13.000]  有個好朋友,他更厲害
[00:06:13.000 --> 00:06:17.000]  在街上碰到一個展覽,進去裡面
[00:06:17.000 --> 00:06:21.000]  然後看到裡面,原來是工程師的展覽
[00:06:21.000 --> 00:06:24.000]  後來他認識了工程師
[00:06:24.000 --> 00:06:26.000]  一個月後他們就結婚了
[00:06:26.000 --> 00:06:28.000]  真的很快就結婚了
[00:06:28.000 --> 00:06:32.000]  所以你說,有些人很能夠表達
[00:06:32.000 --> 00:06:36.000]  所以你會說,你會不會表達呢
[00:06:36.000 --> 00:06:41.000]  講明了,表達愛,感情,是要真的
[00:06:41.000 --> 00:06:45.000]  如果你說,展示你的知識,很容易
[00:06:45.000 --> 00:06:47.000]  你懂得哪些東西最豐富
[00:06:47.000 --> 00:06:50.000]  用你學的學科,你有時間去講
[00:06:50.000 --> 00:06:56.000]  但講感情,就要裡面的人一致才行
[00:06:56.000 --> 00:07:00.000]  聖經後半段說,弟兄患難而生
[00:07:00.000 --> 00:07:04.000]  有很多人在很困難的時候
[00:07:04.000 --> 00:07:06.000]  找到自己真的好像家人
[00:07:06.000 --> 00:07:08.000]  也可能真的是血緣的家人
[00:07:08.000 --> 00:07:10.000]  但記住,是患難而生的
[00:07:10.000 --> 00:07:13.000]  你最珍惜的朋友,也有時會這樣
[00:07:13.000 --> 00:07:17.000]  最困難的時候,認識那個時期的朋友
[00:07:17.000 --> 00:07:19.000]  是維持最久的朋友
[00:07:19.000 --> 00:07:22.000]  所以為什麼我們童年的朋友不是很久呢
[00:07:22.000 --> 00:07:24.000]  因為那時候沒有什麼很大的困難
[00:07:24.000 --> 00:07:27.000]  最多都是出貓的時候被人抓到那些
[00:07:27.000 --> 00:07:31.000]  或者拔耳朵,這麼巧,大家在隔壁走廊
[00:07:31.000 --> 00:07:33.000]  但那些不是一定很患難的
[00:07:33.000 --> 00:07:37.000]  但如果你人生裡面經歷過病痛
[00:07:37.000 --> 00:07:41.000]  有人在那個階段陪著你度過
[00:07:41.000 --> 00:07:45.000]  甚至有一天,你家裡真的很急需
[00:07:45.000 --> 00:07:47.000]  一個人幫忙,他就來了
[00:07:47.000 --> 00:07:51.000]  我也有這個遭遇,我太太患癌症的時候
[00:07:51.000 --> 00:07:54.000]  我有一個朋友的太太,連同她家人
[00:07:54.000 --> 00:07:57.000]  一起搬來我家裡住
[00:07:57.000 --> 00:07:59.000]  住到我太太死的時候
[00:07:59.000 --> 00:08:02.000]  都住了一年半的時候
[00:08:02.000 --> 00:08:04.000]  她告訴我,為什麼來我家裡住呢
[00:08:04.000 --> 00:08:06.000]  因為她探望完我太太之後
[00:08:06.000 --> 00:08:08.000]  幾三次的小巴經過她身邊
[00:08:08.000 --> 00:08:10.000]  她都忘記了上車
[00:08:10.000 --> 00:08:12.000]  她就呆了,在想事情
[00:08:12.000 --> 00:08:14.000]  每一次看到車子,哎呀,28號啊
[00:08:14.000 --> 00:08:17.000]  然後又在想事情
[00:08:17.000 --> 00:08:19.000]  然後又有個小巴經過
[00:08:19.000 --> 00:08:21.000]  完了之後,她又看到,哎呀,28號啊
[00:08:21.000 --> 00:08:23.000]  她說她自己是呆了
[00:08:23.000 --> 00:08:25.000]  後來她突然想起
[00:08:25.000 --> 00:08:29.000]  不如我照顧她,我來你家裡住
[00:08:29.000 --> 00:08:31.000]  就帶了一個小朋友來
[00:08:31.000 --> 00:08:33.000]  這些都是患難的朋友
[00:08:33.000 --> 00:08:35.000]  如果在人生裡
[00:08:35.000 --> 00:08:38.000]  為什麼有時候上帝讓你遇到患難呢
[00:08:38.000 --> 00:08:40.000]  其中一個原因就是
[00:08:40.000 --> 00:08:42.000]  讓你遇到真正的朋友
[00:08:42.000 --> 00:08:44.000]  所以很多時候,經過了一種
[00:08:44.000 --> 00:08:46.000]  很不尋常的經驗
[00:08:46.000 --> 00:08:49.000]  多數你都會重新排位
[00:08:49.000 --> 00:08:52.000]  你最好的朋友的次序
[00:08:52.000 --> 00:08:55.000]  就好像金曲龍虎榜一樣
[00:08:55.000 --> 00:08:56.000]  換一換位置
[00:08:56.000 --> 00:08:59.000]  多數都覺得,以前排得後一點的
[00:08:59.000 --> 00:09:02.000]  現在你排高很多位置
[00:09:02.000 --> 00:09:04.000]  因為她在患難裡表現到
[00:09:04.000 --> 00:09:06.000]  她對你的愛
[00:09:06.000 --> 00:09:08.000]  可能我接下來要說的兩件事
[00:09:08.000 --> 00:09:10.000]  就更加值得思考
[00:09:10.000 --> 00:09:12.000]  你說,怎麼認識的
[00:09:12.000 --> 00:09:15.000]  有沒有辦法教我認識真正的朋友呢
[00:09:15.000 --> 00:09:18.000]  我以前做社工,我做了三十多年社工
[00:09:18.000 --> 00:09:20.000]  每次去營地
[00:09:20.000 --> 00:09:22.000]  那些人多數都認識了很多朋友
[00:09:22.000 --> 00:09:24.000]  甚至後來結了婚
[00:09:24.000 --> 00:09:28.000]  但說明了,沒有保障婚姻一定成功
[00:09:28.000 --> 00:09:30.000]  多數最後都說
[00:09:30.000 --> 00:09:33.000]  總之那時候不來這個營地
[00:09:33.000 --> 00:09:36.000]  多數都好得後悔
[00:09:36.000 --> 00:09:39.000]  你知道婚姻三分二是失敗的
[00:09:39.000 --> 00:09:40.000]  機會率是高的
[00:09:40.000 --> 00:09:42.000]  特別是怎樣失敗呢
[00:09:42.000 --> 00:09:45.000]  就是有些人習慣了批評別人的性格
[00:09:45.000 --> 00:09:48.000]  如果你看Danny Goldman的研究
[00:09:48.000 --> 00:09:51.000]  三分二的婚姻在頭三年裡
[00:09:51.000 --> 00:09:54.000]  如果雙方都批評別人的性格
[00:09:54.000 --> 00:09:57.000]  多數在94%都是玩完的
[00:09:57.000 --> 00:10:01.000]  為什麼呢?原來朋友是訓練我們
[00:10:01.000 --> 00:10:04.000]  互相給予評語的時候
[00:10:04.000 --> 00:10:07.000]  怎麼越給越能夠中肯一點
[00:10:07.000 --> 00:10:10.000]  不要過分地令人難堪
[00:10:10.000 --> 00:10:11.000]  所以其實認識朋友
[00:10:11.000 --> 00:10:14.000]  後來才認識拍拖戀愛對象
[00:10:14.000 --> 00:10:16.000]  是一個訓練來的
[00:10:16.000 --> 00:10:18.000]  如果很多時候在中學階段
[00:10:18.000 --> 00:10:20.000]  大學階段是死火
[00:10:20.000 --> 00:10:23.000]  因為你講人講得太重傷人
[00:10:23.000 --> 00:10:25.000]  後來被人罵你
[00:10:25.000 --> 00:10:28.000]  你知道那時候大家都十幾歲
[00:10:28.000 --> 00:10:30.000]  很少忍得住的
[00:10:30.000 --> 00:10:32.000]  罵得多你會醒過來
[00:10:32.000 --> 00:10:36.000]  後來到你拍拖結婚了
[00:10:36.000 --> 00:10:38.000]  你想起以前
[00:10:38.000 --> 00:10:41.000]  有時候你都會沒那麼快和人頂撞
[00:10:41.000 --> 00:10:44.000]  甚至講得很溫和
[00:10:44.000 --> 00:10:47.000]  後來竟然很多時候
[00:10:47.000 --> 00:10:50.000]  第二對夫妻已經沒有了
[00:10:50.000 --> 00:10:51.000]  但你沒事的
[00:10:51.000 --> 00:10:54.000]  你意見不合的程度
[00:10:54.000 --> 00:10:56.000]  雖然是有
[00:10:56.000 --> 00:10:58.000]  我記得很多時候我做輔導
[00:10:58.000 --> 00:11:01.000]  很多人都生了十個兒子
[00:11:01.000 --> 00:11:03.000]  都說我們兩夫妻
[00:11:03.000 --> 00:11:06.000]  唯一一樣意見最相同的
[00:11:06.000 --> 00:11:08.000]  就是一起後悔生了個兒子
[00:11:08.000 --> 00:11:11.000]  這些你看看多慘
[00:11:11.000 --> 00:11:14.000]  他們很難找到相同的東西
[00:11:14.000 --> 00:11:15.000]  但竟然結了婚
[00:11:15.000 --> 00:11:18.000]  所以你說看聖經
[00:11:18.000 --> 00:11:21.000]  我提議你想一件事
[00:11:21.000 --> 00:11:22.000]  他的說話怎麼說
[00:11:22.000 --> 00:11:25.000]  他說如果你能夠看到人家用盡一切
[00:11:25.000 --> 00:11:27.000]  換一件東西
[00:11:27.000 --> 00:11:29.000]  那種人就是你的朋友
[00:11:29.000 --> 00:11:31.000]  你猜換什麼呢
[00:11:31.000 --> 00:11:32.000]  我問你
[00:11:32.000 --> 00:11:36.000]  如果你家裡有很多靚家具
[00:11:36.000 --> 00:11:38.000]  很多現金
[00:11:38.000 --> 00:11:40.000]  幾層樓很值錢
[00:11:40.000 --> 00:11:42.000]  一次過叫你全部拿出來
[00:11:42.000 --> 00:11:43.000]  換一件東西
[00:11:43.000 --> 00:11:45.000]  你最肯換什麼呢
[00:11:45.000 --> 00:11:49.000]  你多膽都不願意
[00:11:49.000 --> 00:11:51.000]  除非樓換樓
[00:11:51.000 --> 00:11:53.000]  換什麼呢
[00:11:53.000 --> 00:11:55.000]  你知不知道我們天天
[00:11:55.000 --> 00:11:57.000]  你今天打工
[00:11:57.000 --> 00:11:59.000]  或者放假也好
[00:11:59.000 --> 00:12:03.000]  你其實一天到晚這麼辛苦
[00:12:03.000 --> 00:12:05.000]  你都是想換一些東西
[00:12:05.000 --> 00:12:08.000]  如果我說我給你錢
[00:12:08.000 --> 00:12:10.000]  每天一萬元工資
[00:12:10.000 --> 00:12:12.000]  一月三十萬
[00:12:12.000 --> 00:12:15.000]  不過英銀紙是假的
[00:12:15.000 --> 00:12:17.000]  你說是公仔紙
[00:12:17.000 --> 00:12:19.000]  那你不打工了
[00:12:19.000 --> 00:12:21.000]  因為你期望
[00:12:21.000 --> 00:12:23.000]  你拿盡一切
[00:12:23.000 --> 00:12:24.000]  想換一些東西
[00:12:24.000 --> 00:12:26.000]  是高價值的錢
[00:12:26.000 --> 00:12:28.000]  是高價值的錢
[00:12:28.000 --> 00:12:30.000]  什麼是高價值的錢呢
[00:12:30.000 --> 00:12:32.000]  如果全部都是低價值的錢
[00:12:32.000 --> 00:12:35.000]  你其實這個辛苦都不值
[00:12:35.000 --> 00:12:37.000]  不過很多人真的
[00:12:37.000 --> 00:12:39.000]  他們很辛苦一輩子
[00:12:39.000 --> 00:12:41.000]  換回來的東西是低價值的錢
[00:12:41.000 --> 00:12:43.000]  那什麼是高價值的錢呢
[00:12:43.000 --> 00:12:45.000]  你看《成敬》的針言
[00:12:45.000 --> 00:12:46.000]  又是十七節
[00:12:46.000 --> 00:12:47.000]  不過是四章
[00:12:47.000 --> 00:12:50.000]  他說有些人很厲害
[00:12:50.000 --> 00:12:53.000]  他用盡一切去換聰明
[00:12:53.000 --> 00:12:54.000]  英文他說
[00:12:54.000 --> 00:12:56.000]  Whatever else you get
[00:12:56.000 --> 00:13:00.000]  就是無論你有什麼想換也好
[00:13:00.000 --> 00:13:02.000]  You get insight
[00:13:02.000 --> 00:13:05.000]  就是找回你的頓悟
[00:13:05.000 --> 00:13:06.000]  如果是輔導學
[00:13:06.000 --> 00:13:08.000]  什麼叫insight呢
[00:13:08.000 --> 00:13:11.000]  就是你開始看很多時
[00:13:11.000 --> 00:13:14.000]  看到之後很快想起你自己裡面的人
[00:13:14.000 --> 00:13:16.000]  就是說
[00:13:16.000 --> 00:13:19.000]  這件事馬上觸覺到一個意義
[00:13:19.000 --> 00:13:20.000]  在內心想到
[00:13:20.000 --> 00:13:22.000]  譬如今天坐在這裡
[00:13:22.000 --> 00:13:24.000]  然後突然想起
[00:13:24.000 --> 00:13:27.000]  我家很少一起吃飯
[00:13:27.000 --> 00:13:28.000]  你有個insight
[00:13:28.000 --> 00:13:29.000]  但你想起
[00:13:29.000 --> 00:13:31.000]  因為你很少時間在家
[00:13:31.000 --> 00:13:33.000]  你發現和你吃飯最熟的人
[00:13:33.000 --> 00:13:35.000]  竟然不是你家人
[00:13:35.000 --> 00:13:37.000]  不奇怪
[00:13:37.000 --> 00:13:38.000]  所以你想想
[00:13:38.000 --> 00:13:40.000]  有什麼insight每天得到呢
[00:13:40.000 --> 00:13:42.000]  聰明的人
[00:13:42.000 --> 00:13:45.000]  其實是很會買聰明的
[00:13:45.000 --> 00:13:46.000]  聰明在哪裡買呢
[00:13:46.000 --> 00:13:48.000]  可能你很有興趣
[00:13:48.000 --> 00:13:50.000]  聰明在哪裡買呢
[00:13:50.000 --> 00:13:51.000]  有些人假設
[00:13:51.000 --> 00:13:53.000]  讀Hong Kong human就聰明
[00:13:53.000 --> 00:13:54.000]  不一定
[00:13:54.000 --> 00:13:55.000]  我也教過
[00:13:55.000 --> 00:13:57.000]  但是裡面的人是
[00:13:57.000 --> 00:13:58.000]  有知識
[00:13:58.000 --> 00:14:00.000]  但未必有智慧
[00:14:00.000 --> 00:14:02.000]  兩樣東西是不同的
[00:14:02.000 --> 00:14:04.000]  你可以寫文章寫一萬字
[00:14:04.000 --> 00:14:05.000]  十萬字
[00:14:05.000 --> 00:14:08.000]  但是不代表做人很有智慧
[00:14:08.000 --> 00:14:11.000]  可能你每天做錯的事很多
[00:14:11.000 --> 00:14:13.000]  所以有些人說年紀大了
[00:14:13.000 --> 00:14:15.000]  是否等於聰明過以前呢
[00:14:15.000 --> 00:14:16.000]  不等於
[00:14:16.000 --> 00:14:18.000]  年紀大了只不過是
[00:14:18.000 --> 00:14:20.000]  做錯的事多過以前
[00:14:20.000 --> 00:14:23.000]  你說這樣搞八卦
[00:14:23.000 --> 00:14:25.000]  所以幾十歲和十幾歲的分別
[00:14:25.000 --> 00:14:27.000]  就是幾十歲做事錯多一點
[00:14:27.000 --> 00:14:30.000]  一點都不代表聰明
[00:14:30.000 --> 00:14:31.000]  聰明是什麼
[00:14:31.000 --> 00:14:33.000]  聰明就是我找到對的東西
[00:14:33.000 --> 00:14:35.000]  找到對的東西是怎樣找呢
[00:14:35.000 --> 00:14:37.000]  於是你又看另一段
[00:14:37.000 --> 00:14:41.000]  今天我希望介紹四段性經的兩段
[00:14:41.000 --> 00:14:43.000]  另一段就是
[00:14:43.000 --> 00:14:45.000]  《針研十三章二十節》
[00:14:45.000 --> 00:14:48.000]  和智慧人同行必得智慧
[00:14:48.000 --> 00:14:51.000]  即是你和什麼人在一起呢
[00:14:51.000 --> 00:14:55.000]  你試試看過去的三十天
[00:14:55.000 --> 00:14:58.000]  你又和什麼人一起走呢
[00:14:58.000 --> 00:15:01.000]  或者一起度過那三十天呢
[00:15:01.000 --> 00:15:04.000]  你說全部都很聰明
[00:15:04.000 --> 00:15:06.000]  如果你讀心理學的話
[00:15:06.000 --> 00:15:08.000]  哪種人容易找到呢
[00:15:08.000 --> 00:15:10.000]  是女人
[00:15:10.000 --> 00:15:12.000]  女人喜歡找聰明的人
[00:15:12.000 --> 00:15:14.000]  過她的人做朋友
[00:15:14.000 --> 00:15:15.000]  男人呢
[00:15:15.000 --> 00:15:18.000]  就喜歡找蠢的人做朋友
[00:15:18.000 --> 00:15:20.000]  嘩你得罪很多男人
[00:15:20.000 --> 00:15:22.000]  當然是一個相對
[00:15:22.000 --> 00:15:23.000]  為什麼呢
[00:15:23.000 --> 00:15:25.000]  因為女性呢
[00:15:25.000 --> 00:15:26.000]  很喜歡說
[00:15:26.000 --> 00:15:28.000]  哎呀你教我呀
[00:15:28.000 --> 00:15:30.000]  那次你教我什麼好東西
[00:15:30.000 --> 00:15:31.000]  多謝你呀
[00:15:31.000 --> 00:15:33.000]  經常都喜歡問問題
[00:15:33.000 --> 00:15:35.000]  所以女人說話十句有八句是問的
[00:15:35.000 --> 00:15:36.000]  在哪裡買的
[00:15:36.000 --> 00:15:38.000]  真的很快速
[00:15:38.000 --> 00:15:42.000]  男人十句有八句不是問的
[00:15:42.000 --> 00:15:43.000]  男人就說
[00:15:43.000 --> 00:15:44.000]  計我話呢
[00:15:44.000 --> 00:15:45.000]  這樣說的
[00:15:45.000 --> 00:15:46.000]  所以呢
[00:15:46.000 --> 00:15:48.000]  男人是喜歡教人
[00:15:48.000 --> 00:15:49.000]  多過被人教的
[00:15:49.000 --> 00:15:51.000]  你看看兩夫妻都是
[00:15:51.000 --> 00:15:52.000]  所以呢
[00:15:52.000 --> 00:15:55.000]  女性其實真是聰明一點的
[00:15:55.000 --> 00:15:58.000]  女性是喜歡找更智慧的人
[00:15:58.000 --> 00:16:00.000]  和她一起生活的
[00:16:00.000 --> 00:16:02.000]  所以有時候你說結婚呢
[00:16:02.000 --> 00:16:04.000]  其實是一個暗示
[00:16:04.000 --> 00:16:06.000]  就是女性很多時候
[00:16:06.000 --> 00:16:08.000]  都會告訴她媽媽
[00:16:08.000 --> 00:16:09.000]  我快要嫁了
[00:16:09.000 --> 00:16:11.000]  嫁得好不好
[00:16:11.000 --> 00:16:12.000]  好呀
[00:16:12.000 --> 00:16:13.000]  她會很厲害的
[00:16:13.000 --> 00:16:15.000]  她很少說她很有錢
[00:16:15.000 --> 00:16:17.000]  很帥那些的
[00:16:17.000 --> 00:16:19.000]  但外母通常就不喜歡很厲害的
[00:16:19.000 --> 00:16:20.000]  有沒有錢呢
[00:16:20.000 --> 00:16:21.000]  所以呢
[00:16:21.000 --> 00:16:23.000]  她不懂得看的
[00:16:23.000 --> 00:16:25.000]  其實最重要就是她有沒有那個智慧
[00:16:25.000 --> 00:16:28.000]  但這個智慧的人同行是說什麼呢
[00:16:28.000 --> 00:16:29.000]  你在教會看到的
[00:16:29.000 --> 00:16:32.000]  其實真正的智慧不是那個人智慧
[00:16:32.000 --> 00:16:34.000]  而是她愛智慧
[00:16:34.000 --> 00:16:38.000]  就是說她喜歡親近的智慧
[00:16:38.000 --> 00:16:40.000]  不代表她的人有智慧
[00:16:40.000 --> 00:16:42.000]  但當你親近得多的時候
[00:16:42.000 --> 00:16:44.000]  你得到的insight
[00:16:44.000 --> 00:16:46.000]  你時都很容易有啟發
[00:16:46.000 --> 00:16:49.000]  所以你的生活每一天都多很多
[00:16:49.000 --> 00:16:53.000]  比一般人行錯少很多
[00:16:53.000 --> 00:16:56.000]  所以有時候你說教會有什麼作用呢
[00:16:56.000 --> 00:16:59.000]  教會給人接近聖經
[00:16:59.000 --> 00:17:01.000]  就是他找到智慧
[00:17:01.000 --> 00:17:03.000]  可能你說
[00:17:03.000 --> 00:17:05.000]  等於什麼呢
[00:17:05.000 --> 00:17:08.000]  聖經說敬畏耶和華是智慧的開端
[00:17:08.000 --> 00:17:10.000]  如果你知道
[00:17:10.000 --> 00:17:14.000]  最重要就是你去緊張誰說話呢
[00:17:14.000 --> 00:17:15.000]  就是上帝說話
[00:17:15.000 --> 00:17:17.000]  那你就是很聰明的人了
[00:17:17.000 --> 00:17:19.000]  可能你說這些很舊的
[00:17:19.000 --> 00:17:21.000]  人和科學
[00:17:21.000 --> 00:17:22.000]  用不用這些呢
[00:17:22.000 --> 00:17:24.000]  所以今天我們講座很特別的
[00:17:24.000 --> 00:17:27.000]  有一個題目兩個講完
[00:17:27.000 --> 00:17:29.000]  我就給一個事
[00:17:29.000 --> 00:17:31.000]  真事給你看
[00:17:31.000 --> 00:17:33.000]  這件事我要形容一點
[00:17:33.000 --> 00:17:36.000]  一會我請一個人出來
[00:17:36.000 --> 00:17:39.000]  他很愛智慧
[00:17:39.000 --> 00:17:41.000]  愛到一個地步
[00:17:41.000 --> 00:17:44.000]  用他的生命來換智慧
[00:17:44.000 --> 00:17:48.000]  這位是一位我好朋友的太太
[00:17:48.000 --> 00:17:51.000]  她的丈夫現在在馬來醫院
[00:17:51.000 --> 00:17:55.000]  你可以說危險程度都不少
[00:17:55.000 --> 00:17:57.000]  但如果說危險程度
[00:17:57.000 --> 00:17:59.000]  她經歷了幾年那麼長
[00:17:59.000 --> 00:18:02.000]  都是在死亡的邊緣
[00:18:02.000 --> 00:18:04.000]  但我每一次都很感動
[00:18:04.000 --> 00:18:07.000]  上個月我帶她去藝人之家的營
[00:18:07.000 --> 00:18:10.000]  她改了她換血的時間
[00:18:10.000 --> 00:18:12.000]  去藝人之家
[00:18:12.000 --> 00:18:15.000]  和明星講她的人生
[00:18:15.000 --> 00:18:17.000]  去改變很多人的生命
[00:18:17.000 --> 00:18:19.000]  今天她的丈夫
[00:18:19.000 --> 00:18:22.000]  是要緊急輸血
[00:18:22.000 --> 00:18:25.000]  昨晚她打給我的時候
[00:18:25.000 --> 00:18:28.000]  她說她丈夫本來想來見你們
[00:18:28.000 --> 00:18:30.000]  但今天不能出院
[00:18:30.000 --> 00:18:32.000]  但很難得
