
[00:00:00.000 --> 00:00:08.640]  各位網友 今天跟大家分享的題目是一個時代的誕生
[00:05:58.240 --> 00:05:59.680]  見了十元錢
[00:05:59.680 --> 00:06:00.960]  她自己沒有
[00:06:00.960 --> 00:06:06.080]  這個真情就讓她違反當時的法律
[00:06:06.080 --> 00:06:09.760]  而這個真情就拯救了摩西
[00:06:09.760 --> 00:06:11.920]  我們看埃及記
[00:06:11.920 --> 00:06:14.640]  情這個字是很重要
[00:06:14.640 --> 00:06:19.040]  摩西的女兒動了真情拯救摩西
[00:06:19.040 --> 00:06:23.840]  上帝對以色列人動了真情拯救她
[00:06:23.840 --> 00:06:26.720]  而摩西亦都動了真情
[00:06:26.720 --> 00:06:31.200]  而經歷了生命三個階段
[00:06:31.200 --> 00:06:36.720]  我們繼續看摩西的身份
[00:06:36.720 --> 00:06:43.040]  摩西的名字在希伯來文裏面
[00:06:43.040 --> 00:06:46.480]  是從水裏面救出來
[00:06:46.480 --> 00:06:47.360]  如聖經所說
[00:06:47.360 --> 00:06:51.360]  但如果在埃及的科普提文
[00:06:51.360 --> 00:06:56.080]  摩西的字是神生的兒子
[00:06:56.080 --> 00:06:59.280]  這個名字是不完整的
[00:06:59.280 --> 00:07:01.760]  因為我剛才說過
[00:07:01.760 --> 00:07:05.440]  繼承公主的道德摩西
[00:07:05.440 --> 00:07:09.600]  道德摩西的意思就是道德是神名
[00:07:09.600 --> 00:07:12.320]  埃及多神派
[00:07:12.320 --> 00:07:15.520]  道德神生的兒子
[00:07:15.520 --> 00:07:17.520]  道德摩西
[00:07:17.520 --> 00:07:20.880]  所以在科普提文裏面
[00:07:20.880 --> 00:07:22.880]  摩西就是兒子的意思
[00:07:22.880 --> 00:07:25.680]  兒子這個字是不完整的
[00:07:25.680 --> 00:07:27.040]  因為不會有人叫兒子的
[00:07:27.040 --> 00:07:30.080]  一定是甚麼兒子 甚麼神的兒子
[00:07:30.080 --> 00:07:33.600]  很明顯摩西在改名的時候
[00:07:33.600 --> 00:07:35.760]  應該有個神然後摩西
[00:07:35.760 --> 00:07:38.240]  但摩西長大的時候
[00:07:38.240 --> 00:07:40.320]  他就不要了神的名
[00:07:40.320 --> 00:07:42.400]  只留下摩西兩個字
[00:07:42.400 --> 00:07:43.680]  兒子這個字
[00:07:43.680 --> 00:07:45.680]  就留下了摩西
[00:07:45.680 --> 00:07:48.480]  摩西在皇宮長大
[00:07:48.480 --> 00:07:51.920]  他學習的東西是很廣泛的
[00:07:51.920 --> 00:07:53.680]  包括閱讀寫作
[00:07:53.680 --> 00:07:54.880]  軍事作戰
[00:07:54.880 --> 00:07:56.320]  行政管理等等
[00:07:56.320 --> 00:07:58.480]  問題就在這裏
[00:07:58.480 --> 00:08:05.120]  他為甚麼會有希伯來人的那種意識
[00:08:05.120 --> 00:08:08.720]  希伯來書十一章是這樣說的
[00:08:08.720 --> 00:08:10.560]  他因日順
[00:08:10.560 --> 00:08:11.760]  摩西長大
[00:08:11.760 --> 00:08:15.280]  不肯稱為法老女兒的兒子
[00:08:15.280 --> 00:08:17.920]  他寧可和上帝百姓一同受苦
[00:08:17.920 --> 00:08:21.360]  也不願意在罪中享受片刻的歡樂
[00:08:21.360 --> 00:08:24.720]  他將為彌撒的受凌辱
[00:08:24.720 --> 00:08:27.360]  看得比埃及的財物更寶貴
[00:08:27.360 --> 00:08:32.880]  因為他渴望要得的賞賜
[00:08:32.880 --> 00:08:36.400]  這些經文當然是很多年後寫的
[00:08:36.400 --> 00:08:38.400]  回顧摩西的一生
[00:08:38.720 --> 00:08:41.840]  問題就是他在皇宮長大
[00:08:41.840 --> 00:08:44.320]  他的身份意識是怎樣來的
[00:08:44.320 --> 00:08:49.600]  我們可以從養育他的母親裏
[00:08:49.600 --> 00:08:56.240]  知道他身上的矛盾
[00:08:56.240 --> 00:08:59.680]  一方面他貴為埃及的王子
[00:08:59.680 --> 00:09:05.760]  一方面他有像奴隸般卑微的血統
[00:09:05.760 --> 00:09:08.320]  這對很多人來說
[00:09:08.320 --> 00:09:11.920]  他的選擇當然是向高處走
[00:09:11.920 --> 00:09:14.560]  不會向低處走
[00:09:14.560 --> 00:09:19.840]  向高處走就是否定低處的身份
[00:09:19.840 --> 00:09:24.080]  但摩西相反
[00:09:24.080 --> 00:09:26.240]  他向低處走
[00:09:26.240 --> 00:09:31.360]  因為他重視原來血緣的身份
[00:09:31.360 --> 00:09:36.160]  而拒絕埃及的榮華
[00:09:36.160 --> 00:09:37.440]  從這一點來看
[00:09:37.440 --> 00:09:42.880]  摩西的生命質素相當不一樣
[00:09:42.880 --> 00:09:45.600]  摩西這種民族感情
[00:09:45.600 --> 00:09:49.520]  令他願意和自己的百姓受苦
[00:09:49.520 --> 00:09:52.480]  而不願意在埃及裏面
[00:09:52.480 --> 00:09:56.960]  與外族人享受榮華富貴
[00:09:56.960 --> 00:10:00.000]  當然公主有養育之親
[00:10:00.000 --> 00:10:07.360]  對他來說養母也是很大的恩情
[00:10:07.360 --> 00:10:10.960]  到摩西長大
[00:10:10.960 --> 00:10:13.120]  這段經文大家很熟悉
[00:10:13.120 --> 00:10:15.520]  他長大後
[00:10:15.520 --> 00:10:20.000]  他見到一個埃及人欺負希伯來人
[00:10:20.000 --> 00:10:22.720]  他就將埃及人打死了
[00:10:22.720 --> 00:10:28.800]  他以為他為自己同胞做了一件好事
[00:10:28.800 --> 00:10:34.560]  當他見到自己同胞彼此打架時
[00:10:34.560 --> 00:10:37.760]  他就要制止他
[00:10:37.760 --> 00:10:39.600]  誰知那個人說
[00:10:39.600 --> 00:10:42.560]  你昨天殺了人
[00:10:42.560 --> 00:10:44.160]  難道連我也殺了嗎?
[00:10:44.160 --> 00:10:46.400]  摩西就害怕了
[00:10:46.400 --> 00:10:53.040]  這句說話在一句說話裏
[00:10:53.040 --> 00:10:58.800]  那人說誰立你作我們的首領和審判官
[00:10:58.800 --> 00:11:05.840]  這句說話正正就是那些人怎樣看摩西
[00:11:05.840 --> 00:11:09.680]  你憑什麼管我
[00:11:09.680 --> 00:11:11.600]  你以為你很聰明嗎
[00:11:11.600 --> 00:11:16.240]  或者摩西看來又學問地位又高
[00:11:16.240 --> 00:11:19.280]  但是他的同胞不接納他
[00:11:19.280 --> 00:11:20.320]  你憑什麼
[00:11:20.320 --> 00:11:24.800]  這對摩西來說是相當傷害
[00:11:24.800 --> 00:11:26.400]  被拒絕
[00:11:26.400 --> 00:11:28.560]  他想和同胞在一起
[00:11:28.560 --> 00:11:29.680]  但被拒絕
[00:11:29.680 --> 00:11:31.520]  當他被拒絕
[00:11:31.520 --> 00:11:35.440]  他殺人時又洩露出來
[00:11:35.440 --> 00:11:37.760]  於是他失望
[00:11:37.760 --> 00:11:40.000]  他失望就是他被拒絕
[00:11:40.000 --> 00:11:41.440]  被自己同胞拒絕
[00:11:41.440 --> 00:11:44.400]  被自己愛的人拒絕
[00:11:44.400 --> 00:11:46.320]  他失望
[00:11:46.320 --> 00:11:48.720]  於是他走
[00:11:48.720 --> 00:11:53.840]  他走去米典
[00:11:53.840 --> 00:11:56.400]  在米典居住
[00:11:56.400 --> 00:11:59.760]  你知道在米典居住這個字
[00:11:59.760 --> 00:12:04.640]  是指在那裏定居長住
[00:12:04.640 --> 00:12:06.160]  換句話說
[00:12:06.160 --> 00:12:07.760]  他逃避法老
[00:12:07.760 --> 00:12:10.240]  不是單單因為他殺了人
[00:12:10.240 --> 00:12:13.360]  而是他很傷心絕望
[00:12:13.360 --> 00:12:15.360]  不想再回到舊地
[00:12:15.840 --> 00:12:17.120]  而去到米典
[00:12:17.120 --> 00:12:18.960]  他就想永遠住在那裏
[00:12:18.960 --> 00:12:20.160]  不回去了
[00:12:20.160 --> 00:12:22.400]  做米典人
[00:12:22.400 --> 00:12:24.800]  不做希伯來人
[00:12:24.800 --> 00:12:26.880]  也不做埃及人
[00:12:26.880 --> 00:12:29.120]  重新做人
[00:12:29.120 --> 00:12:31.760]  所以居住這個字
[00:12:31.760 --> 00:12:34.080]  就將他的心情
[00:12:34.080 --> 00:12:36.880]  深深地表達了出來
[00:12:36.880 --> 00:12:40.720]  我們在這裏看到
[00:12:40.720 --> 00:12:47.120]  摩西那種挫敗感
[00:12:47.120 --> 00:12:49.280]  這種挫敗感
[00:12:49.280 --> 00:12:50.960]  就叫他在那裏
[00:12:50.960 --> 00:12:53.840]  不再過問世事
[00:12:53.840 --> 00:12:56.080]  第三我們看到
[00:12:56.080 --> 00:12:57.360]  他那種挫敗感
[00:12:57.360 --> 00:12:59.600]  這裏就說
[00:12:59.600 --> 00:13:02.720]  他有一天在井旁坐下
[00:13:02.720 --> 00:13:05.360]  米典的祭司有七個女兒
[00:13:05.360 --> 00:13:06.160]  來打水
[00:13:06.160 --> 00:13:09.280]  他就幫米典的女兒
[00:13:09.280 --> 00:13:11.840]  趕走了一些人
[00:13:11.840 --> 00:13:16.720]  然後就幫那幾個女兒的羊
[00:13:16.720 --> 00:13:18.240]  幫她打水
[00:13:18.240 --> 00:13:21.840]  於是他就得到邀請
[00:13:21.840 --> 00:13:27.200]  去見那些女兒的父親
[00:13:27.200 --> 00:13:32.960]  那女兒的父親就和他說
[00:13:32.960 --> 00:13:34.880]  叫他來吃飯
[00:13:34.880 --> 00:13:36.960]  結果就邀請了摩西
[00:13:36.960 --> 00:13:39.520]  摩西就和那個人
[00:13:39.520 --> 00:13:42.080]  就是那個米典人一起住
[00:13:42.080 --> 00:13:46.960]  並且他還娶了他的女兒
[00:13:46.960 --> 00:13:49.120]  就是他幫助的那個女孩
[00:13:49.120 --> 00:13:51.280]  叫做西波拉
[00:13:51.280 --> 00:13:53.600]  不單止這樣
[00:13:53.600 --> 00:13:54.880]  他還生了個兒子
[00:13:54.880 --> 00:13:57.200]  生了個兒子就叫格遜
[00:13:57.200 --> 00:13:59.680]  這個字就代表
[00:13:59.680 --> 00:14:01.920]  我在外邦做了寄居
[00:14:01.920 --> 00:14:03.840]  他很承認他的身份
[00:14:03.840 --> 00:14:05.760]  他無所求
[00:14:05.760 --> 00:14:07.600]  既然幫了人
[00:14:07.600 --> 00:14:08.880]  人人願意嫁給他
[00:14:08.880 --> 00:14:10.240]  安居樂業
[00:14:10.240 --> 00:14:11.280]  生了個兒子
[00:14:11.280 --> 00:14:13.200]  在外邦做了寄居
[00:14:13.200 --> 00:14:16.000]  這種心態就是
[00:14:16.000 --> 00:14:19.840]  當他空有一番大志的時候
[00:14:19.840 --> 00:14:22.640]  而這番大志最主要就是
[00:14:22.640 --> 00:14:24.000]  他不被人接納
[00:14:24.000 --> 00:14:25.120]  這是最慘的
[00:14:25.120 --> 00:14:27.200]  當你說我要服侍
[00:14:27.200 --> 00:14:28.560]  我要為主
[00:14:28.560 --> 00:14:30.240]  但你發現人們不接納你
[00:14:30.240 --> 00:14:32.160]  你做的人不稱讚你
[00:14:32.160 --> 00:14:33.680]  人拒絕你
[00:14:33.680 --> 00:14:35.440]  你那時候很難過
[00:14:35.440 --> 00:14:37.360]  為何要這麼辛苦去做呢?
[00:14:37.360 --> 00:14:39.520]  你覺得沒甚麼價值
[00:14:39.520 --> 00:14:40.800]  我為何要留在這裡呢?
[00:14:40.800 --> 00:14:42.320]  你一定會走
[00:14:42.320 --> 00:14:43.440]  摩西正正是這樣
[00:14:43.440 --> 00:14:46.320]  所以摩西整個人已經開了變
[00:14:46.320 --> 00:14:47.920]  整個心態開了變
[00:14:47.920 --> 00:14:49.360]  裝置沒有了
[00:14:49.360 --> 00:14:50.640]  他就留在這裡
[00:14:50.640 --> 00:14:54.320]  他就在米典那裡住
[00:14:54.320 --> 00:14:57.440]  米典這個地方在哪裡呢?
[00:14:57.440 --> 00:15:01.440]  事實上在今天我們都很難很準確地說出來
[00:15:01.440 --> 00:15:04.000]  米典是什麼呢?
[00:15:04.000 --> 00:15:06.000]  我們要說一點
[00:15:06.000 --> 00:15:11.360]  米典就是阿伯拉罕的後裔
[00:15:11.360 --> 00:15:17.040]  所以米典人保存了阿伯拉罕對上帝的敬拜
[00:15:17.040 --> 00:15:23.280]  而摩西在米典那裡住
[00:15:23.280 --> 00:15:26.240]  我們有理由相信
[00:15:26.240 --> 00:15:32.320]  他重新去認識上帝的敬拜
[00:15:32.320 --> 00:15:34.320]  未必很完整
[00:15:34.320 --> 00:15:39.120]  不過米典人從阿伯拉罕的後裔繼承下來之後
[00:15:39.120 --> 00:15:41.120]  有一種傳統
[00:15:41.120 --> 00:15:46.160]  就好像他媽媽的名字有「瓦藝」這個名字
[00:15:46.160 --> 00:15:48.160]  是有些傳統下來
[00:15:48.160 --> 00:15:50.160]  但已經開始模糊
[00:15:50.160 --> 00:15:52.160]  所以在後面所說
[00:15:52.160 --> 00:15:54.160]  雖然他有些上帝的官僚
[00:15:54.160 --> 00:15:56.160]  但他不是很清晰
[00:15:56.160 --> 00:16:00.160]  摩西的岳父的名字
[00:16:00.160 --> 00:16:02.160]  如果你讀聖經就覺得很奇怪
[00:16:02.160 --> 00:16:06.160]  他的名字叫做劉爾
[00:16:06.160 --> 00:16:08.160]  或者叫做葉剔羅
[00:16:08.160 --> 00:16:10.160]  又或者叫做何巴
[00:16:10.160 --> 00:16:14.160]  究竟他有多少個岳父呢?
[00:16:14.160 --> 00:16:16.160]  原來是這樣的
[00:16:16.160 --> 00:16:22.160]  在西乃那區的地方
[00:16:22.160 --> 00:16:24.160]  西乃半島那裡
[00:16:24.160 --> 00:16:28.160]  在南面就尊稱祭司為朋友
[00:16:28.160 --> 00:16:32.160]  就說他是上帝的朋友
[00:16:32.160 --> 00:16:34.160]  神的朋友就叫做劉爾
[00:16:34.160 --> 00:16:38.160]  所以摩西的岳父就叫做劉爾
[00:16:38.160 --> 00:16:40.160]  就是尊重他
[00:16:40.160 --> 00:16:45.160]  因為祭司就用神的朋友去稱呼他
[00:16:45.160 --> 00:16:48.160]  而不是他真正的名字去稱呼他
[00:16:48.160 --> 00:16:50.160]  而在北面
[00:16:50.160 --> 00:16:52.160]  祭司的名字
[00:16:52.160 --> 00:16:54.160]  人們叫祭司做什麼呢?
[00:16:54.160 --> 00:16:56.160]  就叫做閣下
[00:16:56.160 --> 00:17:00.160]  閣下就是葉剔羅
[00:17:00.160 --> 00:17:02.160]  所以同樣的祭司
[00:17:02.160 --> 00:17:04.160]  南面和北面的稱呼不同
[00:17:04.160 --> 00:17:08.160]  所以摩西的岳父叫做劉爾
[00:17:08.160 --> 00:17:11.160]  摩西的岳父叫做葉剔羅
[00:17:11.160 --> 00:17:14.160]  原來這兩個是稱謂
[00:17:14.160 --> 00:17:16.160]  都不是真正的名字
[00:17:16.160 --> 00:17:20.160]  另一個更加需要解釋的
[00:17:20.160 --> 00:17:24.160]  就是文宿記十章二十九節的何巴
[00:17:24.160 --> 00:17:26.160]  米典人劉爾的兒子
[00:17:26.160 --> 00:17:28.160]  摩西的岳父
[00:17:28.160 --> 00:17:30.160]  這個就更加奇怪了
[00:17:30.160 --> 00:17:34.160]  明明摩西是劉爾的女婿
[00:17:34.160 --> 00:17:36.160]  這裡何巴又是劉爾的兒子
[00:17:36.160 --> 00:17:38.160]  摩西的岳父呢?
[00:17:38.160 --> 00:17:42.160]  這個就不是指真正的兒子
[00:17:42.160 --> 00:17:46.160]  其實是指摩西的
[00:17:46.160 --> 00:17:50.160]  何巴是摩西的襟兄的意思
[00:17:50.160 --> 00:17:52.160]  內兄或襟兄
[00:17:52.160 --> 00:17:56.160]  不是何巴米典人劉爾的兒子
[00:17:56.160 --> 00:17:58.160]  摩西的岳父
[00:17:58.160 --> 00:18:00.160]  所以岳父翻譯上出了問題
[00:18:00.160 --> 00:18:04.160]  不過在東方有關家庭的關係
[00:18:04.160 --> 00:18:06.160]  很多時候都不清楚
[00:18:06.160 --> 00:18:08.160]  一個叔叔就什麼都叫了
[00:18:08.160 --> 00:18:10.160]  一個阿姨就什麼都叫了
[00:18:10.160 --> 00:18:12.160]  中國人是很仔細
[00:18:12.160 --> 00:18:16.160]  我們先放下這些稱謂
[00:18:16.160 --> 00:18:18.160]  我們讀聖經都會有些困難
[00:18:18.160 --> 00:18:21.160]  接下來看摩西的被呼召
[00:18:21.160 --> 00:18:23.160]  在這裡我們特別要看
[00:18:23.160 --> 00:18:27.160]  上帝呼召摩西的主動在哪裡
[00:18:27.160 --> 00:18:31.160]  過了很多年
[00:18:31.160 --> 00:18:33.160]  埃及盟死了
[00:18:33.160 --> 00:18:37.160]  事後摩西出場了
[00:18:37.160 --> 00:18:39.160]  在這裡記載
[00:18:39.160 --> 00:18:45.160]  以色列人在埃及受了很多苦
[00:18:45.160 --> 00:18:49.160]  二十四節用了很多動詞
[00:18:49.160 --> 00:18:51.160]  受了苦 上帝聽見
[00:18:51.160 --> 00:18:53.160]  又紀念
[00:18:53.160 --> 00:18:55.160]  聽見他哀聲
[00:18:55.160 --> 00:18:59.160]  紀念他和阿布拉罕以色列的約
[00:18:59.160 --> 00:19:03.160]  還有上帝看顧以色列人
[00:19:03.160 --> 00:19:05.160]  上帝是知道的
[00:19:05.160 --> 00:19:11.160]  即是說聽見 紀念 看顧
[00:19:11.160 --> 00:19:15.160]  全部是上帝主動的
[00:19:15.160 --> 00:19:17.160]  上帝這麼多行動
[00:19:17.160 --> 00:19:23.160]  和我們說人間經歷的艱難
[00:19:23.160 --> 00:19:25.160]  上帝不是高高在上
[00:19:25.160 --> 00:19:27.160]  看不到
[00:19:27.160 --> 00:19:29.160]  坐在這裡 你做什麼你的事
[00:19:29.160 --> 00:19:31.160]  不是 上帝看到
[00:19:31.160 --> 00:19:33.160]  上帝聽到
[00:19:33.160 --> 00:19:35.160]  上帝知道
[00:19:35.160 --> 00:19:39.160]  並且上帝有行動
[00:19:39.160 --> 00:19:44.160]  然後當上帝有這個行動的時候
[00:19:44.160 --> 00:19:48.160]  上帝就選擇人和他一起去做
[00:19:48.160 --> 00:19:51.160]  接著我們下面就看到
[00:19:51.160 --> 00:19:57.160]  摩西在他目讓的岳父米典濟斯葉剔羅
[00:19:57.160 --> 00:20:00.160]  你記得葉剔羅是北方的稱謂
[00:20:00.160 --> 00:20:05.160]  他在荷里山上見到一些東西
[00:20:05.160 --> 00:20:07.160]  見到什麼呢
[00:20:07.160 --> 00:20:10.160]  就是在荊棘裡有火
[00:20:10.160 --> 00:20:13.160]  而火是無燒著的
[00:20:13.160 --> 00:20:15.160]  這裡看到摩西觀寒
[00:20:15.160 --> 00:20:20.160]  上帝看到人間的苦情
[00:20:20.160 --> 00:20:24.160]  摩西看到一個神蹟
[00:20:24.160 --> 00:20:27.160]  所以作者記載的時候
[00:20:27.160 --> 00:20:29.160]  都是很重視這個
[00:20:29.160 --> 00:20:32.160]  然後摩西說這麼大的異象
[00:20:32.160 --> 00:20:35.160]  荊棘為什麼有火而無燒毀呢
[00:20:35.160 --> 00:20:39.160]  耶和華說見摩西轉角去看
[00:20:39.160 --> 00:20:43.160]  上帝就從荊棘裡呼叫他
[00:20:43.160 --> 00:20:46.160]  神是看到的
[00:20:46.160 --> 00:20:48.160]  摩西看到這個神蹟
[00:20:48.160 --> 00:20:52.160]  原來是在上帝的掌管下知道的
[00:20:52.160 --> 00:20:53.160]  摩西就看
[00:20:53.160 --> 00:20:56.160]  接著上帝就呼召他
[00:20:56.160 --> 00:20:59.160]  就跟他說這是神聖的地方
[00:20:59.160 --> 00:21:02.160]  你要把你的鞋脫下來
[00:21:02.160 --> 00:21:05.160]  然後第六節
[00:21:05.160 --> 00:21:08.160]  我們父親的上帝
[00:21:08.160 --> 00:21:10.160]  阿布拉罕的上帝
[00:21:10.160 --> 00:21:11.160]  以撒的上帝
[00:21:11.160 --> 00:21:12.160]  瓦國的上帝
[00:21:12.160 --> 00:21:14.160]  這句話就說明
[00:21:14.160 --> 00:21:16.160]  上帝是一個永恆的主
[00:21:16.160 --> 00:21:18.160]  在他永遠都是現在
[00:21:18.160 --> 00:21:21.160]  他沒有過去沒有將來
[00:21:21.160 --> 00:21:23.160]  他永遠都是永恆的現在
[00:21:23.160 --> 00:21:24.160]  在他看來
[00:21:24.160 --> 00:21:28.160]  阿布拉罕是現在跟他交往
[00:21:28.160 --> 00:21:30.160]  以撒是現在跟他交往
[00:21:30.160 --> 00:21:32.160]  瓦國是現在跟他交往
[00:21:32.160 --> 00:21:34.160]  摩西是現在跟他交往
[00:21:34.160 --> 00:21:37.160]  不是過去是現在
[00:21:37.160 --> 00:21:38.160]  在上帝面前
[00:21:38.160 --> 00:21:40.160]  所有的東西都是現在
[00:21:40.160 --> 00:21:44.160]  所以上帝知道行動
[00:21:44.160 --> 00:21:47.160]  就是現在要開始了
[00:21:47.160 --> 00:21:52.160]  然後上帝也用了很多動詞
[00:21:52.160 --> 00:21:56.160]  他說我確實看到百姓所受的苦
[00:21:56.160 --> 00:22:00.160]  又聽見 看見 聽見 又愛聖
[00:22:00.160 --> 00:22:02.160]  又知道他們的痛苦
[00:22:02.160 --> 00:22:07.160]  然後我下來是要拯救他們
[00:22:07.160 --> 00:22:09.160]  九節你看
[00:22:09.160 --> 00:22:12.160]  以色列的愛聖達到我耳邊
[00:22:12.160 --> 00:22:16.160]  他重重複複說
[00:22:16.160 --> 00:22:18.160]  我聽見 我看見
[00:22:18.160 --> 00:22:19.160]  是什麼意思呢
[00:22:19.160 --> 00:22:23.160]  原來上帝是感情
[00:22:23.160 --> 00:22:28.160]  感情是因著人間的苦難被激動
[00:22:28.160 --> 00:22:32.160]  所以他看見 他聽見
[00:22:32.160 --> 00:22:36.160]  有一個日本人寫了一本書叫《沉默》
[00:22:36.160 --> 00:22:38.160]  他就說上帝沉默不語
[00:22:38.160 --> 00:22:40.160]  一個沉默不語的上帝
[00:22:40.160 --> 00:22:43.160]  所以我們怎樣去理他呢
[00:22:43.160 --> 00:22:48.160]  甚至有些人背叛上帝
[00:22:48.160 --> 00:22:51.160]  這個人都不可以責備他
[00:22:51.160 --> 00:22:53.160]  因為上帝沉默不語
[00:22:53.160 --> 00:22:57.160]  初一及二給我們看到
[00:22:57.160 --> 00:22:59.160]  上帝不是沉默
[00:22:59.160 --> 00:23:03.160]  上帝是知道 看到 很生動
[00:23:03.160 --> 00:23:07.160]  聽到 知道
[00:23:07.160 --> 00:23:11.160]  人間的苦情激動上帝
[00:23:11.160 --> 00:23:15.160]  今天我們一直問疫情何時過去
[00:23:15.160 --> 00:23:19.160]  我深深相信上帝是知道
[00:23:19.160 --> 00:23:25.160]  上帝是看到 上帝是明白
[00:23:25.160 --> 00:23:32.160]  前幾天我這世人第一次有痛風
[00:23:32.160 --> 00:23:33.160]  我最初不知道的
[00:23:33.160 --> 00:23:35.160]  因為我未試過痛風
[00:23:35.160 --> 00:23:36.160]  痛風是很痛的
[00:23:36.160 --> 00:23:40.160]  膝蓋痛到睡不著
[00:23:40.160 --> 00:23:42.160]  身體怎樣轉都不行
[00:23:42.160 --> 00:23:44.160]  橫著坐下都痛得不得了
