
[00:00:00.000 --> 00:00:10.000]  各位觀眾 今天能夠跟大家思想神的話
[00:03:51.000 --> 00:03:53.000]  你因美麗心中高傲
[00:03:53.000 --> 00:03:55.000]  美麗即是完美
[00:03:55.000 --> 00:03:58.000]  就是上帝創造她
[00:03:58.000 --> 00:04:00.000]  是一個很完美的
[00:04:00.000 --> 00:04:05.000]  一種內在的感覺
[00:04:05.000 --> 00:04:09.000]  因美麗心中高傲
[00:04:09.000 --> 00:04:11.000]  因為上帝給了她很多好處
[00:04:11.000 --> 00:04:14.000]  但是由這而產生的一種驕傲
[00:04:14.000 --> 00:04:15.000]  驕傲在她身上
[00:04:15.000 --> 00:04:16.000]  覺得自己很完美
[00:04:16.000 --> 00:04:17.000]  是甚麼意思呢?
[00:04:17.000 --> 00:04:20.000]  就是自比於上帝
[00:04:20.000 --> 00:04:21.000]  當她覺得自己完美
[00:04:21.000 --> 00:04:23.000]  她將自己比於上帝
[00:04:23.000 --> 00:04:25.000]  忘記了受造
[00:04:25.000 --> 00:04:30.000]  而將上帝的尊榮當作是她自己
[00:04:30.000 --> 00:04:33.000]  所以她將自己偶像化
[00:04:33.000 --> 00:04:36.000]  這就是驕傲的最大罪
[00:04:36.000 --> 00:04:38.000]  驕傲的最大罪就是
[00:04:38.000 --> 00:04:39.000]  因為我是可以的
[00:04:39.000 --> 00:04:41.000]  我可以做
[00:04:41.000 --> 00:04:43.000]  沒有人能做到
[00:04:43.000 --> 00:04:46.000]  是心中一種情緒失衡
[00:04:46.000 --> 00:04:48.000]  下面那句
[00:04:48.000 --> 00:04:51.000]  她說:又因榮光敗壞智慧
[00:04:51.000 --> 00:04:54.000]  美麗高傲
[00:04:54.000 --> 00:04:56.000]  榮光就是上帝創造她
[00:04:56.000 --> 00:04:58.000]  給她榮耀尊貴
[00:04:58.000 --> 00:05:00.000]  正如人一樣
[00:05:00.000 --> 00:05:01.000]  敗壞智慧
[00:05:01.000 --> 00:05:03.000]  因此她看不到她是受造
[00:05:03.000 --> 00:05:05.000]  不是說她做得不好
[00:05:05.000 --> 00:05:06.000]  有缺陷
[00:05:06.000 --> 00:05:08.000]  而是她看不到她的身份
[00:05:08.000 --> 00:05:09.000]  她的身份就是
[00:05:09.000 --> 00:05:12.000]  忠賢上帝給她多少榮耀
[00:05:12.000 --> 00:05:14.000]  多少智慧
[00:05:14.000 --> 00:05:15.000]  多少完美
[00:05:15.000 --> 00:05:17.000]  她都是受造
[00:05:17.000 --> 00:05:19.000]  當受造之物
[00:05:19.000 --> 00:05:21.000]  忘記了自己的身份
[00:05:21.000 --> 00:05:24.000]  要與上帝相比
[00:05:24.000 --> 00:05:26.000]  將自己絕對化
[00:05:26.000 --> 00:05:29.000]  這就是最大的罪
[00:05:29.000 --> 00:05:30.000]  就是驕傲
[00:05:30.000 --> 00:05:33.000]  驕傲就是將自己絕對化
[00:05:33.000 --> 00:05:35.000]  相比於上帝
[00:05:35.000 --> 00:05:37.000]  然後下面就說
[00:05:37.000 --> 00:05:39.000]  我已將你摔倒在地
[00:05:39.000 --> 00:05:42.000]  使你倒在君王面前
[00:05:42.000 --> 00:05:44.000]  以西傑說了這麼多
[00:05:44.000 --> 00:05:46.000]  雖然很隱晦
[00:05:46.000 --> 00:05:48.000]  不太清楚
[00:05:48.000 --> 00:05:50.000]  不過就讓我們看到
[00:05:50.000 --> 00:05:53.000]  撒旦的起源
[00:05:53.000 --> 00:05:56.000]  或者墮落天使的原因
[00:05:56.000 --> 00:05:59.000]  就是她忘記了受造
[00:05:59.000 --> 00:06:03.000]  她忘記了上帝才是萬有之主
[00:06:03.000 --> 00:06:06.000]  上帝是從無將她創造出來
[00:06:06.000 --> 00:06:08.000]  當她這樣去想的時候
[00:06:08.000 --> 00:06:11.000]  就是她墮落的開始
[00:06:11.000 --> 00:06:14.000]  撒旦的起因就是驕傲
[00:06:14.000 --> 00:06:17.000]  而她引誘亞當夏娃
[00:06:17.000 --> 00:06:20.000]  也是挑起她的驕傲
[00:06:20.000 --> 00:06:23.000]  要與上帝一樣厲害
[00:06:23.000 --> 00:06:25.000]  下面一章
[00:06:25.000 --> 00:06:28.000]  我今天要說的有四點
[00:06:28.000 --> 00:06:30.000]  二 三 四 五
[00:06:30.000 --> 00:06:34.000]  第一點就是說了七宗罪的第七個
[00:06:34.000 --> 00:06:37.000]  文化和民族的驕傲
[00:06:37.000 --> 00:06:40.000]  這個文化和民族的驕傲
[00:06:40.000 --> 00:06:43.000]  就是根據劉曉波
[00:06:43.000 --> 00:06:46.000]  他的書就提到
[00:06:46.000 --> 00:06:49.000]  一個的文化
[00:06:49.000 --> 00:06:52.000]  中國文化最大的問題是什麼呢?
[00:06:52.000 --> 00:06:54.000]  中國文化的二千多個文化
[00:06:54.000 --> 00:06:56.000]  就是一個沒有上帝的文化
[00:06:56.000 --> 00:06:59.000]  當一個沒有上帝的文化
[00:06:59.000 --> 00:07:04.000]  這個文化很容易將自己給予上帝
[00:07:04.000 --> 00:07:06.000]  歷代以來的天子
[00:07:06.000 --> 00:07:08.000]  就將自己自然給予上帝
[00:07:08.000 --> 00:07:10.000]  一個沒有上帝的文化
[00:07:10.000 --> 00:07:12.000]  天不怕地不怕
[00:07:12.000 --> 00:07:15.000]  這個文化是最可怕的
[00:07:15.000 --> 00:07:18.000]  這個文化的起源就由此而起
[00:07:18.000 --> 00:07:21.000]  劉曉波沒有說自己是基督徒
[00:07:21.000 --> 00:07:24.000]  不過劉曉波用了很多基督教的思想
[00:07:24.000 --> 00:07:26.000]  很多基督教術語
[00:07:26.000 --> 00:07:29.000]  他說中國文化是要重新悔改
[00:07:29.000 --> 00:07:32.000]  承認有一個上主
[00:07:32.000 --> 00:07:34.000]  在上面的統治
[00:07:34.000 --> 00:07:36.000]  底下的人就不會驕傲
[00:07:36.000 --> 00:07:37.000]  將自表上帝
[00:07:37.000 --> 00:07:38.000]  他說什麼呢?
[00:07:38.000 --> 00:07:40.000]  他說毛澤東
[00:07:40.000 --> 00:07:42.000]  毛澤東五十年代的時候
[00:07:42.000 --> 00:07:43.000]  人比天高
[00:07:43.000 --> 00:07:45.000]  人與天爭
[00:07:45.000 --> 00:07:46.000]  人力勝天
[00:07:46.000 --> 00:07:49.000]  當時就是一個很強烈的
[00:07:49.000 --> 00:07:55.000]  就是將歷代帝王那種驕傲的文化
[00:07:55.000 --> 00:07:57.000]  就是人要比上天更大
[00:07:57.000 --> 00:08:01.000]  他的批評就是當一個人的時候
[00:08:01.000 --> 00:08:03.000]  天不怕地不怕
[00:08:03.000 --> 00:08:05.000]  這個人就是最可怕
[00:08:05.000 --> 00:08:08.000]  因為他再沒有王館
[00:08:08.000 --> 00:08:10.000]  如果有上帝
[00:08:10.000 --> 00:08:11.000]  他尊敬上帝
[00:08:11.000 --> 00:08:13.000]  他就會謙卑
[00:08:13.000 --> 00:08:15.000]  一個沒有上帝的人
[00:08:15.000 --> 00:08:17.000]  他不知道什麼叫謙卑
[00:08:17.000 --> 00:08:20.000]  他說謙卑是騙你的
[00:08:20.000 --> 00:08:24.000]  真正謙卑回到創造主的面前
[00:08:24.000 --> 00:08:26.000]  所以這個例子
[00:08:26.000 --> 00:08:28.000]  就讓我們看到
[00:08:28.000 --> 00:08:31.000]  在中國文化裏面有這個問題
[00:08:31.000 --> 00:08:37.000]  不過中國古人孔子和魯子很謙卑
[00:08:37.000 --> 00:08:39.000]  孔子是有神
[00:08:39.000 --> 00:08:40.000]  孔子是祈禱的
[00:08:40.000 --> 00:08:44.000]  孔子知道天上是看著的
[00:08:44.000 --> 00:08:47.000]  所以孔子和魯子這個傳統
[00:08:47.000 --> 00:08:51.000]  在後來的帝王文化失傳了
[00:08:51.000 --> 00:08:53.000]  被利用
[00:08:53.000 --> 00:08:55.000]  這個是很可惜的
[00:08:55.000 --> 00:08:59.000]  第二個身份導致的驕傲
[00:08:59.000 --> 00:09:02.000]  一個身份導致的驕傲
[00:09:02.000 --> 00:09:06.000]  就是當一個人在一個很高的身份上
[00:09:06.000 --> 00:09:11.000]  他忘記了他所得的是上帝給他的
[00:09:11.000 --> 00:09:14.000]  要好好地來將上帝
[00:09:14.000 --> 00:09:15.000]  給他恩賜
[00:09:15.000 --> 00:09:18.000]  將上帝給他的才幹去使用
[00:09:18.000 --> 00:09:23.000]  一種驕傲是令到很多時候
[00:09:23.000 --> 00:09:25.000]  在行政上失當
[00:09:25.000 --> 00:09:29.000]  因為他忘記了今天所得的
[00:09:29.000 --> 00:09:31.000]  是上帝給他的
[00:09:31.000 --> 00:09:33.000]  我六月返回香港
[00:09:33.000 --> 00:09:35.000]  我六一一返回香港
[00:09:35.000 --> 00:09:37.000]  六一二就衝擊
[00:09:37.000 --> 00:09:39.000]  六一三 六一四 六一五
[00:09:39.000 --> 00:09:42.000]  我要在康兒堂宣導會講
[00:09:42.000 --> 00:09:44.000]  六一二的衝擊
[00:09:44.000 --> 00:09:47.000]  那天晚上就將三篇港道打倒
[00:09:47.000 --> 00:09:49.000]  我要重新想一想
[00:09:49.000 --> 00:09:51.000]  當時大家很憂愁
[00:09:51.000 --> 00:09:53.000]  聲音很大
[00:09:53.000 --> 00:09:56.000]  我就和教會講
[00:09:56.000 --> 00:09:59.000]  其實那天晚上我睡不著
[00:09:59.000 --> 00:10:01.000]  一方面三篇港道
[00:10:01.000 --> 00:10:02.000]  發現預備的東西
[00:10:02.000 --> 00:10:06.000]  都不適合現在香港
[00:10:06.000 --> 00:10:08.000]  我講幾句說話
[00:10:08.000 --> 00:10:10.000]  我說
[00:10:10.000 --> 00:10:13.000]  這是我第一次接觸這個問題
[00:10:13.000 --> 00:10:19.000]  我六一三的時候
[00:10:19.000 --> 00:10:21.000]  我什麼是絕對的
[00:10:21.000 --> 00:10:24.000]  什麼是相對的
[00:10:24.000 --> 00:10:28.000]  只有上帝的國是絕對的
[00:10:28.000 --> 00:10:31.000]  世上的東西是相對的
[00:10:31.000 --> 00:10:33.000]  教會今天來敬拜的
[00:10:33.000 --> 00:10:35.000]  是絕對的上帝
[00:10:35.000 --> 00:10:38.000]  當時很多人就要問教會
[00:10:38.000 --> 00:10:41.000]  牧師你的立場是什麼
[00:10:41.000 --> 00:10:43.000]  問的人不是問你什麼立場
[00:10:43.000 --> 00:10:46.000]  是要你站在他的立場
[00:10:46.000 --> 00:10:48.000]  當你說的東西不同他
[00:10:48.000 --> 00:10:51.000]  他就說你堅尼地
[00:10:51.000 --> 00:10:55.000]  他就說你沒有公義
[00:10:55.000 --> 00:10:56.000]  我和你說
[00:10:56.000 --> 00:10:57.000]  教會就是教會
[00:10:57.000 --> 00:10:59.000]  我們敬拜絕對的上帝
[00:10:59.000 --> 00:11:01.000]  世上的東西都是相對的
[00:11:01.000 --> 00:11:05.000]  我接著就說
[00:11:05.000 --> 00:11:07.000]  林鄭月娥是好人
[00:11:07.000 --> 00:11:09.000]  人們很生氣
[00:11:09.000 --> 00:11:13.000]  林鄭月娥是好人
[00:11:13.000 --> 00:11:14.000]  第一
[00:11:14.000 --> 00:11:17.000]  她沒有董建華的紅色商人背景
[00:11:17.000 --> 00:11:18.000]  第二
[00:11:18.000 --> 00:11:21.000]  她沒有梁振英的共產黨背景
[00:11:21.000 --> 00:11:22.000]  第三
[00:11:22.000 --> 00:11:24.000]  她不會爭任權貪小便宜
[00:11:24.000 --> 00:11:27.000]  土生土長的香港一個女孩
[00:11:27.000 --> 00:11:29.000]  很努力讀書做政務官
[00:11:29.000 --> 00:11:32.000]  問題是她是政務官不是政客
[00:11:32.000 --> 00:11:34.000]  所以她沒有掌握民情
[00:11:34.000 --> 00:11:36.000]  所以這次她學的功勞很大
[00:11:36.000 --> 00:11:38.000]  什麼叫政務官
[00:11:38.000 --> 00:11:40.000]  兩千年
[00:11:40.000 --> 00:11:43.000]  香港AO團契幫我帶茶經
[00:11:43.000 --> 00:11:45.000]  黃仁龍李小剛
[00:11:45.000 --> 00:11:47.000]  都是在我的團契裡
[00:11:47.000 --> 00:11:49.000]  我說這些不是拉關係
[00:11:49.000 --> 00:11:52.000]  我從來不保留他們的卡片
[00:11:52.000 --> 00:11:56.000]  我只是說政務官是一種傲氣
[00:11:56.000 --> 00:11:57.000]  這不是錯
[00:11:57.000 --> 00:11:58.000]  她很辛苦
[00:11:58.000 --> 00:12:00.000]  她要決定的東西
[00:12:00.000 --> 00:12:02.000]  這是英式栽培
[00:12:02.000 --> 00:12:04.000]  所以她不是政客
[00:12:04.000 --> 00:12:06.000]  政客是什麼呢
[00:12:06.000 --> 00:12:08.000]  政客經常說謊話
[00:12:08.000 --> 00:12:09.000]  經常轉的
[00:12:09.000 --> 00:12:10.000]  你看特朗普
[00:12:10.000 --> 00:12:12.000]  每天都不同的東西
[00:12:12.000 --> 00:12:14.000]  政務官不會這樣的
[00:12:14.000 --> 00:12:15.000]  政務官是就是
[00:12:15.000 --> 00:12:16.000]  不是就不是
[00:12:16.000 --> 00:12:18.000]  他說對就要做
[00:12:18.000 --> 00:12:19.000]  我可以說
[00:12:19.000 --> 00:12:23.000]  香港的管治傳統是這樣
[00:12:23.000 --> 00:12:25.000]  還沒有適應到現代的政治
[00:12:25.000 --> 00:12:27.000]  所以這次學的功課很大
[00:12:27.000 --> 00:12:29.000]  613衝擊那幫年輕人
[00:12:29.000 --> 00:12:31.000]  我同情他們
[00:12:31.000 --> 00:12:33.000]  因為如果不是這樣
[00:12:33.000 --> 00:12:34.000]  條例可能會通過
[00:12:34.000 --> 00:12:36.000]  引起更大的災難
[00:12:36.000 --> 00:12:39.000]  不過當政府知道錯誤
[00:12:39.000 --> 00:12:40.000]  回轉的時候
[00:12:40.000 --> 00:12:42.000]  就應該見好收手
[00:12:42.000 --> 00:12:43.000]  不要再學
[00:12:43.000 --> 00:12:47.000]  因為香港的需要穩定
[00:12:47.000 --> 00:12:49.000]  政務官的驕傲
[00:12:49.000 --> 00:12:52.000]  引致行政上的錯失
[00:12:52.000 --> 00:12:54.000]  所以驕傲其實
[00:12:54.000 --> 00:12:56.000]  有時候是在職份上
[00:12:56.000 --> 00:12:58.000]  在身份上
[00:12:58.000 --> 00:12:59.000]  彰顯出來
[00:12:59.000 --> 00:13:04.000]  今天我們在每一個行業裏
[00:13:04.000 --> 00:13:06.000]  當你有不好的身份上
[00:13:06.000 --> 00:13:11.000]  你都很自然有身份上的驕傲
[00:13:11.000 --> 00:13:12.000]  是不自覺的
[00:13:12.000 --> 00:13:15.000]  因為你要很多次成功
[00:13:15.000 --> 00:13:16.000]  你才會有這樣的地位
[00:13:16.000 --> 00:13:18.000]  當你有這樣的地位的時候
[00:13:18.000 --> 00:13:20.000]  你對自己很有自信
[00:13:20.000 --> 00:13:21.000]  以致你忘記了
[00:13:21.000 --> 00:13:25.000]  其實所有東西都是上帝給你的
[00:13:25.000 --> 00:13:28.000]  應該聆聽去看看
[00:13:28.000 --> 00:13:32.000]  世上其他的人
[00:13:32.000 --> 00:13:34.000]  說起香港
[00:13:34.000 --> 00:13:36.000]  我要安慰一班人
[00:13:36.000 --> 00:13:39.000]  我想跟大家說
[00:13:39.000 --> 00:13:41.000]  今早主教很好
[00:13:41.000 --> 00:13:42.000]  為香港祈禱
[00:13:42.000 --> 00:13:43.000]  剛才跟我說
[00:13:43.000 --> 00:13:45.000]  我們都知道
[00:13:45.000 --> 00:13:47.000]  在教會一說這些
[00:13:47.000 --> 00:13:49.000]  就會有爭論
[00:13:49.000 --> 00:13:51.000]  我說千萬不要
[00:13:51.000 --> 00:13:53.000]  上帝是絕對的
[00:13:53.000 --> 00:13:55.000]  你不要問教會立場
[00:13:55.000 --> 00:13:58.000]  我們敬拜的只有上帝
[00:13:58.000 --> 00:14:01.000]  如果有人將世上的東西絕對化
[00:14:01.000 --> 00:14:02.000]  他就扮偶像
[00:14:02.000 --> 00:14:04.000]  無論民主也好
[00:14:04.000 --> 00:14:06.000]  甚麼世上的公然
[00:14:06.000 --> 00:14:08.000]  甚麼自由
[00:14:08.000 --> 00:14:10.000]  如果這東西絕對化
[00:14:10.000 --> 00:14:11.000]  帶回教會
[00:14:11.000 --> 00:14:13.000]  就扮偶像
[00:14:13.000 --> 00:14:16.000]  教會一主一信一洗一上帝
[00:14:16.000 --> 00:14:19.000]  底下包容不同的東西
[00:14:19.000 --> 00:14:21.000]  或男或女
[00:14:21.000 --> 00:14:22.000]  自由為老
[00:14:22.000 --> 00:14:23.000]  都可以談
[00:14:23.000 --> 00:14:25.000]  因為那些不是絕對
[00:14:25.000 --> 00:14:27.000]  我跟年青人這樣說
[00:14:27.000 --> 00:14:29.000]  如果他出來示威
[00:14:29.000 --> 00:14:32.000]  我會叫全道同工陪他一起去
[00:14:32.000 --> 00:14:33.000]  為他祈禱
[00:14:33.000 --> 00:14:34.000]  他有理想
[00:14:34.000 --> 00:14:36.000]  不要消滅他的理想
[00:14:36.000 --> 00:14:39.000]  但教會有做警察的
[00:14:39.000 --> 00:14:41.000]  你叫他盡心去做
[00:14:41.000 --> 00:14:43.000]  盡他的責任
[00:14:43.000 --> 00:14:44.000]  教會一定有
[00:14:44.000 --> 00:14:46.000]  甚麼人都有
[00:14:46.000 --> 00:14:48.000]  你不可以說這班人和他不同
[00:14:48.000 --> 00:14:50.000]  你趕走這班人
[00:14:50.000 --> 00:14:52.000]  教會永遠有不同的人
[00:14:52.000 --> 00:14:53.000]  在主裡面
[00:14:53.000 --> 00:14:55.000]  那些是相對
[00:14:55.000 --> 00:14:57.000]  不要因為那些東西吵架
[00:14:57.000 --> 00:14:58.000]  傷了感情
[00:14:58.000 --> 00:14:59.000]  愛是永恆
[00:14:59.000 --> 00:15:01.000]  基督的愛是永恆
[00:15:01.000 --> 00:15:02.000]  所以今天我們教會裡面
[00:15:02.000 --> 00:15:04.000]  討論甚麼都可以
[00:15:04.000 --> 00:15:06.000]  不要傷感情
[00:15:06.000 --> 00:15:08.000]  教會是不表達立場的
[00:15:08.000 --> 00:15:09.000]  因為我們敬拜
[00:15:09.000 --> 00:15:11.000]  獨一的上帝
[00:15:11.000 --> 00:15:13.000]  其他東西相對
[00:15:13.000 --> 00:15:16.000]  所有的東西是會變化的
[00:15:16.000 --> 00:15:18.000]  今天很多人出來遊行
[00:15:18.000 --> 00:15:20.000]  逛逛就沒有那麼多人
[00:15:20.000 --> 00:15:22.000]  我舉個例子
[00:15:22.000 --> 00:15:24.000]  有人認為最絕對的東西
[00:15:24.000 --> 00:15:26.000]  到最後
[00:15:26.000 --> 00:15:28.000]  理想所有的東西
[00:15:28.000 --> 00:15:29.000]  都會失去
[00:15:29.000 --> 00:15:32.000]  因為世上的東西是不斷轉變
[00:15:32.000 --> 00:15:35.000]  我用法國大革命做例子
[00:15:35.000 --> 00:15:37.000]  1789年
[00:15:37.000 --> 00:15:39.000]  法國大革命
[00:15:39.000 --> 00:15:41.000]  多大條道理
[00:15:41.000 --> 00:15:43.000]  當時路易家族
[00:15:43.000 --> 00:15:44.000]  王室
[00:15:44.000 --> 00:15:46.000]  對於法國來講的統治
[00:15:46.000 --> 00:15:47.000]  一塌糊塗
[00:15:47.000 --> 00:15:49.000]  教會和貴族
[00:15:49.000 --> 00:15:52.000]  狼狽為奸
[00:15:52.000 --> 00:15:54.000]  在國會裡面只有三票
[00:15:54.000 --> 00:15:59.000]  一票是王室的
[00:15:59.000 --> 00:16:01.000]  一票是教會的
[00:16:01.000 --> 00:16:02.000]  一票是平民的
[00:16:02.000 --> 00:16:04.000]  三票開真會
[00:16:04.000 --> 00:16:06.000]  一定是第一第二票就過了
[00:16:06.000 --> 00:16:07.000]  不是人數做代表
[00:16:07.000 --> 00:16:09.000]  是用階層做代表
[00:16:09.000 --> 00:16:12.000]  所有的東西都是王室和教會
[00:16:12.000 --> 00:16:14.000]  到後來人民法律
[00:16:14.000 --> 00:16:15.000]  推翻它
[00:16:15.000 --> 00:16:17.000]  1789年
[00:16:17.000 --> 00:16:19.000]  法國大革命推翻王室
[00:16:19.000 --> 00:16:20.000]  推翻教會
[00:16:20.000 --> 00:16:23.000]  之後他們重新建立法國
[00:16:23.000 --> 00:16:26.000]  自由、人權、民主
[00:16:26.000 --> 00:16:28.000]  成為他們最核心價值
[00:16:28.000 --> 00:16:34.000]  國家議會開始草擬憲法
[00:16:34.000 --> 00:16:38.000]  重新建立一個和平穩定的
[00:16:38.000 --> 00:16:40.000]  社會
[00:16:40.000 --> 00:16:42.000]  但你看歷史
[00:16:42.000 --> 00:16:43.000]  過了幾年
[00:16:43.000 --> 00:16:45.000]  有一班人覺得
[00:16:45.000 --> 00:16:46.000]  不夠激進
[00:16:46.000 --> 00:16:48.000]  不夠徹底
[00:16:48.000 --> 00:16:52.000]  要將建制全部趕盡殺絕
[00:16:52.000 --> 00:16:54.000]  首先要將王室拉出來
[00:16:54.000 --> 00:16:55.000]  全部斬頭
[00:16:55.000 --> 00:16:57.000]  而那些議員
[00:16:57.000 --> 00:16:59.000]  即是國會議員
[00:16:59.000 --> 00:17:01.000]  編了這些憲法
[00:17:01.000 --> 00:17:03.000]  只不過為自己的利益
[00:17:03.000 --> 00:17:04.000]  拉了他們
[00:17:04.000 --> 00:17:07.000]  他們認為我們不要宗教
[00:17:07.000 --> 00:17:10.000]  我們人理性
[00:17:10.000 --> 00:17:12.000]  我們所說的
[00:17:12.000 --> 00:17:14.000]  絕對
[00:17:14.000 --> 00:17:16.000]  上帝不要
[00:17:16.000 --> 00:17:18.000]  教會不要
[00:17:18.000 --> 00:17:20.000]  過去的
[00:17:20.000 --> 00:17:22.000]  這班知識份子不要
[00:17:22.000 --> 00:17:25.000]  結果
[00:17:25.000 --> 00:17:27.000]  當時議會有個很出名的
[00:17:27.000 --> 00:17:28.000]  叫羅蘭夫人
[00:17:28.000 --> 00:17:30.000]  她幫助丈夫
[00:17:30.000 --> 00:17:31.000]  草擬憲法
[00:17:31.000 --> 00:17:33.000]  但這班人現在失勢
[00:17:33.000 --> 00:17:35.000]  羅蘭夫人說我不走
[00:17:35.000 --> 00:17:40.000]  於是那班革命人士就抓了她
[00:17:40.000 --> 00:17:42.000]  拉她上斷頭台
[00:17:42.000 --> 00:17:45.000]  羅蘭夫人臨死前寫了封信
[00:17:45.000 --> 00:17:47.000]  給雅各賓派
[00:17:47.000 --> 00:17:51.000]  即是恐怖統治的領袖
[00:17:51.000 --> 00:17:53.000]  這封信說
[00:17:53.000 --> 00:17:55.000]  今天你是民族英雄
[00:17:55.000 --> 00:17:58.000]  明天你是死無葬身之地
[00:17:58.000 --> 00:18:00.000]  歷史是不完全
[00:18:00.000 --> 00:18:02.000]  誰是英雄 誰是狗熊
[00:18:02.000 --> 00:18:03.000]  沒有人知道
[00:18:03.000 --> 00:18:04.000]  她舉了幾個人
[00:18:04.000 --> 00:18:06.000]  她舉了誰呢
[00:18:06.000 --> 00:18:08.000]  她舉了朱利斯特
[00:18:08.000 --> 00:18:10.000]  凱撒大帝
