
[00:00:00.000 --> 00:00:04.800]  各位聽眾姐妹們 平安
[00:02:40.720 --> 00:02:45.720]  國王賈林德拉終於屈服
[00:02:45.720 --> 00:02:48.720]  表示願意還政於民
[00:02:48.720 --> 00:02:55.720]  這個小王國從那個時候開始就正式結束
[00:02:55.720 --> 00:03:00.720]  是皇帝領導國家的屋殿
[00:03:00.720 --> 00:03:05.720]  是改由人民選出他們的領袖
[00:03:05.720 --> 00:03:14.720]  在這個安排裡面主要是因為印度和美國一直在施壓
[00:03:14.720 --> 00:03:22.720]  因為這樣的緣故就導致這個國家在那個時候要改變
[00:03:22.720 --> 00:03:25.720]  但沒想到的是什麼呢?
[00:03:25.720 --> 00:03:29.720]  改變了之後發生什麼事呢?
[00:03:29.720 --> 00:03:36.720]  這個國家接下來選了民選政府上來
[00:03:36.720 --> 00:03:42.720]  上來的時候是因為整個國家都在貪污狀態
[00:03:42.720 --> 00:03:56.720]  這種貪污包括元首、總理、部長、小區、管理人的貪污
[00:03:56.720 --> 00:03:58.720]  甚至警察的貪污
[00:03:58.720 --> 00:04:05.720]  結果整個國家動亂是從來沒發生過的
[00:04:05.720 --> 00:04:09.720]  而這種動亂是最近發生的事
[00:04:09.720 --> 00:04:15.720]  我們看到是蔓延到整個國家
[00:04:15.720 --> 00:04:19.720]  特別嚴重的是加德本都
[00:04:19.720 --> 00:04:22.720]  就是首都這個地方
[00:04:22.720 --> 00:04:29.720]  我們就想一想這個國家發生的事
[00:04:29.720 --> 00:04:33.720]  是不是只有這個國家尼泊爾才遇到呢?
[00:04:33.720 --> 00:04:35.720]  當他們留意的時候
[00:04:35.720 --> 00:04:37.720]  不是啊
[00:04:37.720 --> 00:04:44.720]  他們發生的事是繼續重復每一個不同的國家
[00:04:44.720 --> 00:04:47.720]  在他們的帝制完結
[00:04:47.720 --> 00:04:52.720]  然後民選的領袖上來之後
[00:04:52.720 --> 00:04:54.720]  一個黨不服另一個黨
[00:04:54.720 --> 00:04:57.720]  另一個黨又再有各種問題
[00:04:57.720 --> 00:05:01.720]  最重要的是拿到權之後
[00:05:01.720 --> 00:05:05.720]  往往的執政者就會用盡他們的方法
[00:05:05.720 --> 00:05:17.720]  牟利、貪污、賄賂、盜賣等各種不同的東西來產生
[00:05:17.720 --> 00:05:21.720]  尼泊爾只不過是一個版
[00:05:21.720 --> 00:05:26.720]  我們看到中國歷史也是這樣的版
[00:05:26.720 --> 00:05:31.720]  其他國家同樣都是這樣的版
[00:05:31.720 --> 00:05:34.720]  為什麼會這樣呢?
[00:05:34.720 --> 00:05:37.720]  我們今天就看以色列
[00:05:37.720 --> 00:05:41.720]  以色列人和亞馬利人爭戰完結之後
[00:05:41.720 --> 00:05:44.720]  以色列人要做的是什麼呢?
[00:05:44.720 --> 00:05:46.720]  不可以做的是什麼呢?
[00:05:46.720 --> 00:05:48.720]  為什麼要這樣呢?
[00:05:48.720 --> 00:05:50.720]  我們又看看
[00:05:50.720 --> 00:05:53.720]  今天去到第十九章的時候
[00:05:53.720 --> 00:05:57.720]  是緊接著以色列
[00:05:57.720 --> 00:05:59.720]  第十八章
[00:05:59.720 --> 00:06:05.720]  他們的軍隊打完亞馬利人的勝仗之後
[00:06:05.720 --> 00:06:12.720]  摩世就受到他岳父的一些建議
[00:06:12.720 --> 00:06:18.720]  由早到晚審斷市民發生的
[00:06:18.720 --> 00:06:22.720]  百姓發生的各種不同的困難
[00:06:22.720 --> 00:06:25.720]  他要調爛解分
[00:06:25.720 --> 00:06:27.720]  是因為這樣的緣故
[00:06:27.720 --> 00:06:32.720]  他不僅沒有任何的時間可以休息
[00:06:32.720 --> 00:06:35.720]  百姓因為要排隊等著見他
[00:06:35.720 --> 00:06:38.720]  也一樣疲憊
[00:06:38.720 --> 00:06:42.720]  正正就好像有一個牧者來到我們教會
[00:06:42.720 --> 00:06:44.720]  在我們教會增長得很快
[00:06:44.720 --> 00:06:46.720]  去到差不多二千人
[00:06:46.720 --> 00:06:50.720]  由一百多人去到二千多人的時候
[00:06:50.720 --> 00:06:52.720]  我們當時發覺到
[00:06:52.720 --> 00:06:55.720]  繼續不斷維持以前的牧養模式
[00:06:55.720 --> 00:06:57.720]  是沒有辦法做得到的
[00:06:57.720 --> 00:06:59.720]  是因為為什麼呢?
[00:06:59.720 --> 00:07:00.720]  領事會有問題的時候
[00:07:00.720 --> 00:07:02.720]  多數來找主任牧師
[00:07:02.720 --> 00:07:05.720]  是講談的時候對他們最有幫助的人
[00:07:05.720 --> 00:07:08.720]  我就有一種感覺
[00:07:08.720 --> 00:07:12.720]  我們必須要有新的架構
[00:07:12.720 --> 00:07:16.720]  來處理牧養的問題
[00:07:16.720 --> 00:07:17.720]  以至第一
[00:07:17.720 --> 00:07:22.720]  全國教會是有統一的查經的材料
[00:07:22.720 --> 00:07:24.720]  水利的要求
[00:07:24.720 --> 00:07:26.720]  緩分的要求
[00:07:26.720 --> 00:07:29.720]  帶走他們應該有的態度
[00:07:29.720 --> 00:07:31.720]  組長的訓練等等
[00:07:31.720 --> 00:07:35.720]  我們就請了一個小組的專家
[00:07:35.720 --> 00:07:37.720]  Ralph Nabors
[00:07:37.720 --> 00:07:39.720]  他本來是美國Houston
[00:07:39.720 --> 00:07:43.720]  一間叫做Memorial Baptist Church的主任牧師
[00:07:43.720 --> 00:07:46.720]  他的小組化是由他開始的
[00:07:46.720 --> 00:07:48.720]  不是新加坡
[00:07:48.720 --> 00:07:50.720]  後來他就去了新加坡
[00:07:50.720 --> 00:07:52.720]  幫助另一間教會
[00:07:52.720 --> 00:07:54.720]  叫做Faith Baptist Church
[00:07:54.720 --> 00:07:56.720]  是我的同學
[00:07:56.720 --> 00:07:58.720]  那時候在動物會的
[00:07:58.720 --> 00:08:00.720]  這個就是抗戰牧師那間
[00:08:00.720 --> 00:08:03.720]  來幫他們建立了這種小組
[00:08:03.720 --> 00:08:04.720]  不過後來
[00:08:04.720 --> 00:08:08.720]  牧師自己就走向一個靈恩方面
[00:08:08.720 --> 00:08:10.720]  所以因為這樣的緣故
[00:08:10.720 --> 00:08:12.720]  我們看得見
[00:08:12.720 --> 00:08:14.720]  小組繼續運作
[00:08:14.720 --> 00:08:17.720]  但是和Ralph Nabors
[00:08:17.720 --> 00:08:21.720]  早期在Houston的理念是有些不同的
[00:08:21.720 --> 00:08:24.720]  我們就請了Ralph Nabors
[00:08:24.720 --> 00:08:26.720]  去我們的教會來講解
[00:08:26.720 --> 00:08:28.720]  有關小組
[00:08:28.720 --> 00:08:30.720]  如何建立
[00:08:30.720 --> 00:08:31.720]  如何建立
[00:08:31.720 --> 00:08:35.720]  如何來訓練那些組長等等
[00:08:35.720 --> 00:08:37.720]  他來到我們當中的時候
[00:08:37.720 --> 00:08:41.720]  說了一句很精准的話
[00:08:41.720 --> 00:08:44.720]  我到現在仍然歷歷在目
[00:08:44.720 --> 00:08:49.720]  他就說他以前牧養的Memorial Baptist Church
[00:08:49.720 --> 00:08:52.720]  當他繼續不斷運行的
[00:08:52.720 --> 00:08:54.720]  就是靠港瀾的供應
[00:08:54.720 --> 00:08:57.720]  然後港渡來建立教會
[00:08:57.720 --> 00:09:01.720]  但是卻沒有建立更多的人
[00:09:01.720 --> 00:09:03.720]  分擔牧養的工作
[00:09:03.720 --> 00:09:05.720]  帶來的結果
[00:09:05.720 --> 00:09:08.720]  是小部分的人burn out
[00:09:08.720 --> 00:09:10.720]  就是耗盡
[00:09:10.720 --> 00:09:12.720]  大部分的人brush out
[00:09:12.720 --> 00:09:14.720]  就是收罪
[00:09:14.720 --> 00:09:18.720]  最後他說他很擔心
[00:09:18.720 --> 00:09:22.720]  全部的人遲早都會die out
[00:09:22.720 --> 00:09:24.720]  死罪
[00:09:24.720 --> 00:09:26.720]  各位頂智會
[00:09:26.720 --> 00:09:30.720]  其實當我們的教會發展到一千多人的時候
[00:09:30.720 --> 00:09:34.720]  我都有一種筋疲力盡的感覺
[00:09:34.720 --> 00:09:36.720]  沒有時間了
[00:09:36.720 --> 00:09:38.720]  我是因為這樣的緣故
[00:09:38.720 --> 00:09:40.720]  我們尋求一個牧養上的更新
[00:09:40.720 --> 00:09:42.720]  突破
[00:09:42.720 --> 00:09:44.720]  怎樣可以做到
[00:09:44.720 --> 00:09:46.720]  我很感恩
[00:09:46.720 --> 00:09:48.720]  透過那一次我們決定行小組
[00:09:48.720 --> 00:09:51.720]  但我們的小組是查經為主的小組
[00:09:51.720 --> 00:09:53.720]  是門訓的小組
[00:09:53.720 --> 00:09:55.720]  第二
[00:09:55.720 --> 00:10:00.720]  我們在各方面的內容都加以更新
[00:10:00.720 --> 00:10:02.720]  所有受水利的人
[00:10:02.720 --> 00:10:05.720]  必須要經過三寶
[00:10:05.720 --> 00:10:07.720]  另外經過三福
[00:10:07.720 --> 00:10:09.720]  經過栽培的訓練
[00:10:09.720 --> 00:10:11.720]  另外我們開始訓練組長
[00:10:11.720 --> 00:10:15.720]  另一方面更上一層樓
[00:10:15.720 --> 00:10:19.720]  為那些組長來到開始有神學的教育
[00:10:19.720 --> 00:10:23.720]  最初是和播神來到一起合作
[00:10:23.720 --> 00:10:25.720]  後來我們自己獨立成立神學院
[00:10:25.720 --> 00:10:28.720]  然後將我們的組長
[00:10:28.720 --> 00:10:30.720]  我們的執事
[00:10:30.720 --> 00:10:32.720]  我們的長老upgrade他
[00:10:32.720 --> 00:10:35.720]  是叫他們能夠讀完神學之後
[00:10:35.720 --> 00:10:37.720]  甚至可以做牧者
[00:10:37.720 --> 00:10:39.720]  分擔牧羊的工作
[00:10:39.720 --> 00:10:43.720]  我今天就和大家來看一看
[00:10:43.720 --> 00:10:48.720]  摩西打完和亞馬里人
[00:10:48.720 --> 00:10:50.720]  那一場的成長
[00:10:50.720 --> 00:10:57.720]  另外他的軍隊都開始有一種架構的重整
[00:10:57.720 --> 00:10:59.720]  有千夫長
[00:10:59.720 --> 00:11:00.720]  有百夫長
[00:11:00.720 --> 00:11:01.720]  有五十夫長
[00:11:01.720 --> 00:11:02.720]  有十夫長
[00:11:02.720 --> 00:11:07.720]  接著我們就要去看
[00:11:07.720 --> 00:11:11.720]  神對他有一個特別的呼召
[00:11:11.720 --> 00:11:18.720]  這個呼召是影響他整個國家能否繼續存在下去
[00:11:18.720 --> 00:11:19.720]  第二
[00:11:19.720 --> 00:11:27.720]  這個呼召是影響以色列全部百姓有沒有一致的方向
[00:11:27.720 --> 00:11:28.720]  第三
[00:11:28.720 --> 00:11:35.720]  這個呼召是影響以色列所有百姓和他們的領袖
[00:11:35.720 --> 00:11:37.720]  有沒有一致的信仰
[00:11:37.720 --> 00:11:38.720]  一致的人生觀
[00:11:38.720 --> 00:11:40.720]  一致的價值觀
[00:11:40.720 --> 00:11:42.720]  一切的GPS
[00:11:42.720 --> 00:11:49.720]  所謂GPS就是關乎到他的國家發展的GPS
[00:11:49.720 --> 00:11:53.720]  關乎到每一個部門的GPS
[00:11:53.720 --> 00:11:56.720]  包括到每一個家庭的GPS
[00:11:56.720 --> 00:11:59.720]  包括到每一個人人生的GPS
[00:11:59.720 --> 00:12:01.720]  工作的GPS
[00:12:01.720 --> 00:12:03.720]  待人接物的GPS
[00:12:03.720 --> 00:12:05.720]  和淪世相處的GPS
[00:12:05.720 --> 00:12:10.720]  和和國與國族與族相處的GPS
[00:12:10.720 --> 00:12:13.720]  但我們今天首先要看
[00:12:13.720 --> 00:12:20.720]  神如何將這麼重要的東西傳遞給他們呢
[00:12:20.720 --> 00:12:23.720]  首先第一點
[00:12:23.720 --> 00:12:27.720]  神受命
[00:12:27.720 --> 00:12:30.720]  摩西要領命
[00:12:30.720 --> 00:12:37.720]  我們一起看看春埃及記十九章一節開始
[00:12:37.720 --> 00:12:40.720]  以色列人從埃及來以後
[00:12:40.720 --> 00:12:42.720]  滿了三個月的那一天
[00:12:42.720 --> 00:12:46.720]  就來到西內的曠野
[00:12:46.720 --> 00:12:48.720]  他們來了以色列
[00:12:48.720 --> 00:12:52.720]  來到西內的曠野就在那裡山下安寧
[00:12:52.720 --> 00:12:57.720]  摩西道神那裡又說從山上呼喚他說
[00:12:57.720 --> 00:13:00.720]  你要這樣告訴那國家
[00:13:00.720 --> 00:13:04.720]  小於以色列人
[00:13:04.720 --> 00:13:06.720]  在這個地方
[00:13:06.720 --> 00:13:10.720]  神特別呼召摩西
[00:13:10.720 --> 00:13:13.720]  在哪個時候呼召呢
[00:13:13.720 --> 00:13:19.720]  就是當他們春埃及已經滿了三個月
[00:13:19.720 --> 00:13:23.720]  當他們整個軍隊成形
[00:13:23.720 --> 00:13:27.720]  整個國家有二百萬人
[00:13:27.720 --> 00:13:30.720]  應該成為一個國家
[00:13:30.720 --> 00:13:34.720]  但當他們正式成立這個國家之前
[00:13:34.720 --> 00:13:36.720]  神就要告訴他們
[00:13:36.720 --> 00:13:38.720]  有一件事是非常重要
[00:13:38.720 --> 00:13:43.720]  你必須首先上山
[00:13:43.720 --> 00:13:46.720]  你要上山
[00:13:46.720 --> 00:13:51.720]  還要告訴那國家小於以色列人
[00:13:51.720 --> 00:13:56.720]  我向埃及人所行的事你們都看見了
[00:13:56.720 --> 00:13:58.720]  而且看見我像鷹一樣
[00:13:58.720 --> 00:14:01.720]  將你們背在翅膀上帶來歸我
[00:14:01.720 --> 00:14:04.720]  如今你們若著實聽從我的話
[00:14:04.720 --> 00:14:06.720]  遵守我的約
[00:14:06.720 --> 00:14:09.720]  就要在萬民中作屬我的子民
[00:14:09.720 --> 00:14:11.720]  因為全地都是我的
[00:14:11.720 --> 00:14:14.720]  你們要歸我作祭司的國度
[00:14:14.720 --> 00:14:16.720]  為聖潔的國民
[00:14:16.720 --> 00:14:20.720]  這些話你要告訴以色列人聽
[00:14:20.720 --> 00:14:22.720]  摩西因為這樣的緣故
[00:14:22.720 --> 00:14:24.720]  就召了民間的長老來
[00:14:24.720 --> 00:14:26.720]  將耶和華所吩咐的話
[00:14:26.720 --> 00:14:29.720]  都在他們面前陳明
[00:14:29.720 --> 00:14:32.720]  百姓就同聲回答
[00:14:32.720 --> 00:14:35.720]  凡耶和華所說的我們都遵行
[00:14:35.720 --> 00:14:39.720]  摩西就將百姓的話回復耶和華
[00:14:39.720 --> 00:14:41.720]  耶和華對摩西說
[00:14:41.720 --> 00:14:44.720]  我要在默魂中臨到你那裡
[00:14:44.720 --> 00:14:47.720]  讓百姓在我跟你說話的時候
[00:14:47.720 --> 00:14:49.720]  是可以聽得見
[00:14:49.720 --> 00:14:52.720]  這樣就可以永遠的順利了
[00:14:52.720 --> 00:14:55.720]  於是摩西就將百姓的話
[00:14:55.720 --> 00:14:58.720]  稟告給耶和華聽
[00:14:58.720 --> 00:15:02.720]  我們看見在聶克聖經裡面
[00:15:02.720 --> 00:15:06.720]  岑德言去呼召摩西
[00:15:06.720 --> 00:15:08.720]  你要上到山上來
[00:15:08.720 --> 00:15:12.720]  上去多久呢?
[00:15:12.720 --> 00:15:14.720]  各位
[00:15:14.720 --> 00:15:16.720]  岑母一開始跟他說
[00:15:16.720 --> 00:15:18.720]  但實際上
[00:15:18.720 --> 00:15:22.720]  大家知道他上山多久了嗎?
[00:15:22.720 --> 00:15:24.720]  是四十天了
[00:15:24.720 --> 00:15:28.720]  四十天了
[00:15:28.720 --> 00:15:30.720]  你想想如果你是一個
[00:15:30.720 --> 00:15:34.720]  八十多歲的老人家
[00:15:34.720 --> 00:15:36.720]  有人叫你上山
[00:15:36.720 --> 00:15:42.720]  和你哥哥比你年紀更大
[00:15:42.720 --> 00:15:44.720]  一起去上山
[00:15:44.720 --> 00:15:46.720]  是當地一個最高的山
[00:15:46.720 --> 00:15:49.720]  上去多久呢?
[00:15:49.720 --> 00:15:52.720]  是上足四十天
[00:15:52.720 --> 00:15:55.720]  你去哪裡找水喝呢?
[00:15:55.720 --> 00:15:58.720]  你去哪裡找東西吃呢?
[00:15:58.720 --> 00:16:01.720]  下雨你會怎麼辦呢?
[00:16:01.720 --> 00:16:04.720]  你去哪裡睡覺呢?
[00:16:04.720 --> 00:16:06.720]  你去哪裡休息呢?
[00:16:06.720 --> 00:16:10.720]  雷電交加你會怎麼辦呢?
[00:16:10.720 --> 00:16:14.720]  你和我可能會捆繞
[00:16:14.720 --> 00:16:17.720]  你一定會問多句
[00:16:17.720 --> 00:16:21.720]  岑你叫我上來做什麼呢?
[00:16:21.720 --> 00:16:25.720]  上去做多久呢?
[00:16:25.720 --> 00:16:30.720]  摩西問都無力
[00:16:30.720 --> 00:16:32.720]  而岑還要告訴他
[00:16:32.720 --> 00:16:35.720]  你要告訴雅各加和曉宇
[00:16:35.720 --> 00:16:37.720]  以色列人曉宇這個字
[00:16:37.720 --> 00:16:39.720]  是吩咐是頒命
[00:16:39.720 --> 00:16:41.720]  是命令來的
[00:16:41.720 --> 00:16:43.720]  是聖旨一樣
[00:16:43.720 --> 00:16:45.720]  是皇帝的聖旨一樣
[00:16:45.720 --> 00:16:50.720]  頒布這個命令給以色列人
[00:16:50.720 --> 00:16:52.720]  然後說的時候
[00:16:52.720 --> 00:16:55.720]  第一
[00:16:55.720 --> 00:16:58.720]  說回歷史
[00:16:58.720 --> 00:17:02.720]  就是耶和華和以色列的關係是怎樣
[00:17:02.720 --> 00:17:05.720]  他直接說明
[00:17:05.720 --> 00:17:09.720]  你們不僅是聽過我說的話
[00:17:09.720 --> 00:17:13.720]  你們是看過我所說的話
[00:17:13.720 --> 00:17:15.720]  我 耶和華
[00:17:15.720 --> 00:17:17.720]  就是你們的神
[00:17:17.720 --> 00:17:21.720]  是曾經將你們從埃及這個地方
[00:17:21.720 --> 00:17:26.720]  是透過十載多次的神跡
[00:17:26.720 --> 00:17:29.720]  令到法老的心都軟化
[00:17:29.720 --> 00:17:31.720]  是給你們出的
[00:17:31.720 --> 00:17:35.720]  我向埃及人所行的這個十載
[00:17:35.720 --> 00:17:36.720]  一切這些的東西
[00:17:36.720 --> 00:17:38.720]  你們都看見了
[00:17:38.720 --> 00:17:41.720]  而且看見什麼呢?
[00:17:41.720 --> 00:17:44.720]  我好像應將你們背在翅膀上
[00:17:44.720 --> 00:17:46.720]  大羅歸我
[00:17:46.720 --> 00:17:48.720]  為什麼會這樣呢?
[00:17:48.720 --> 00:17:51.720]  是因為前無虛弩
[00:17:51.720 --> 00:17:53.720]  後有罪兵
[00:17:53.720 --> 00:17:54.720]  去到紅海的時候
[00:17:54.720 --> 00:17:58.720]  法老的軍隊越追越近
[00:17:58.720 --> 00:18:01.720]  就在那個時候
[00:18:01.720 --> 00:18:04.720]  神竟然將紅海的水分開
[00:18:04.720 --> 00:18:08.720]  然後那些水變成一道牆
[00:18:08.720 --> 00:18:10.720]  揚出一條路
[00:18:10.720 --> 00:18:13.720]  這條路不是濫辦
[00:18:13.720 --> 00:18:15.720]  不是濫辦的路
[00:18:15.720 --> 00:18:17.720]  是旱地一樣
[00:18:17.720 --> 00:18:20.720]  他們個個就在這個乾地
[00:18:20.720 --> 00:18:22.720]  來行過紅海
[00:18:22.720 --> 00:18:24.720]  另一方面
[00:18:24.720 --> 00:18:27.720]  為了阻止法老的軍隊
[00:18:27.720 --> 00:18:29.720]  追近他們殺他們
[00:18:29.720 --> 00:18:33.720]  甚至在雲中
[00:18:33.720 --> 00:18:37.720]  日間是有雲
[00:18:37.720 --> 00:18:39.720]  雲柱
[00:18:39.720 --> 00:18:41.720]  雲柱是做什麼的呢?
[00:18:41.720 --> 00:18:43.720]  是遮住他們的陰
[00:18:43.720 --> 00:18:47.720]  法老的軍隊就全生了
[00:18:47.720 --> 00:18:50.720]  他們就有遮陰的地方
[00:18:50.720 --> 00:18:52.720]  另一方面
[00:18:52.720 --> 00:18:56.720]  夜晚有火柱
[00:18:56.720 --> 00:18:58.720]  以色列人就看到路
[00:18:58.720 --> 00:19:02.720]  法老的軍隊是看不到路
[00:19:02.720 --> 00:19:07.720]  以致他們沒辦法追得了
[00:19:07.720 --> 00:19:08.720]  第三
[00:19:08.720 --> 00:19:10.720]  這個雲柱
[00:19:10.720 --> 00:19:12.720]  還有一樣東西
[00:19:12.720 --> 00:19:16.720]  這樣東西是遮住法老的軍隊
[00:19:16.720 --> 00:19:17.720]  黑了
[00:19:17.720 --> 00:19:19.720]  讓他們看不到
[00:19:19.720 --> 00:19:21.720]  日間以色列人可以走路
[00:19:21.720 --> 00:19:23.720]  可以令法老的軍隊
[00:19:23.720 --> 00:19:25.720]  好像夜晚一樣
[00:19:25.720 --> 00:19:26.720]  看不到
[00:19:26.720 --> 00:19:28.720]  追不上
[00:19:28.720 --> 00:19:30.720]  更加重要
[00:19:30.720 --> 00:19:32.720]  這個雲柱
[00:19:32.720 --> 00:19:34.720]  火柱
[00:19:34.720 --> 00:19:38.720]  當以色列人走完紅海
[00:19:38.720 --> 00:19:40.720]  過的時候
[00:19:40.720 --> 00:19:42.720]  突然之間
[00:19:42.720 --> 00:19:47.720]  那些水就全部冷了
[00:19:47.720 --> 00:19:51.720]  是摩西一子的水
[00:19:51.720 --> 00:19:53.720]  那些水就立刻覆核
[00:19:53.720 --> 00:19:57.720]  以致法老的軍隊
[00:19:57.720 --> 00:20:00.720]  全部死在水里
[00:20:00.720 --> 00:20:04.720]  神告訴以色列人
[00:20:04.720 --> 00:20:05.720]  這些東西
[00:20:05.720 --> 00:20:07.720]  你們是看得到的
[00:20:07.720 --> 00:20:09.720]  是見到的
[00:20:09.720 --> 00:20:11.720]  是經歷到的
[00:20:11.720 --> 00:20:13.720]  所以因為這樣的緣故
[00:20:13.720 --> 00:20:15.720]  我對你們的要求沒有過分
[00:20:15.720 --> 00:20:18.720]  因為你們不僅聽過我的名字
[00:20:18.720 --> 00:20:20.720]  你看到整個世界
[00:20:20.720 --> 00:20:23.720]  他創造的東西是完完全全
[00:20:23.720 --> 00:20:26.720]  不可能不是神做的
[00:20:26.720 --> 00:20:29.720]  更加重要的是你們的夢壽
[00:20:29.720 --> 00:20:31.720]  你們得救
[00:20:31.720 --> 00:20:35.720]  你們是看見經歷過的
[00:20:35.720 --> 00:20:37.720]  是因為這樣的緣故
[00:20:37.720 --> 00:20:40.720]  你們要信我
[00:20:40.720 --> 00:20:41.720]  頂著
[00:20:41.720 --> 00:20:45.720]  如果你們著實聽從我的話
[00:20:45.720 --> 00:20:47.720]  遵守我的約
[00:20:47.720 --> 00:20:49.720]  神說
[00:20:49.720 --> 00:20:51.720]  我有一個要求
[00:20:51.720 --> 00:20:53.720]  我怎知道你真的聽我的話呢
[00:20:53.720 --> 00:20:56.720]  我怎知道你真的遵守我的約呢
[00:20:56.720 --> 00:21:00.720]  除非我看到你在萬民中
[00:21:00.720 --> 00:21:03.720]  作屬我的子民
[00:21:03.720 --> 00:21:05.720]  因為全都是我
[00:21:05.720 --> 00:21:07.720]  換句話來說
[00:21:07.720 --> 00:21:11.720]  你們與其他百姓
[00:21:11.720 --> 00:21:16.720]  其他人是不同的
[00:21:16.720 --> 00:21:19.720]  你們是屬我的
[00:21:19.720 --> 00:21:21.720]  而屬我的人
[00:21:21.720 --> 00:21:25.720]  應該和一般其他人有什麼不同呢
[00:21:25.720 --> 00:21:28.720]  第六節就非常清楚
[00:21:28.720 --> 00:21:31.720]  你們要歸我作祭司的國度
[00:21:31.720 --> 00:21:35.720]  祭司是要將神的話傳遞
[00:21:35.720 --> 00:21:39.720]  祭司是向神獻祭的
[00:21:39.720 --> 00:21:41.720]  是帶領他們一起獻祭
[00:21:41.720 --> 00:21:43.720]  帶領他們一起敬拜的
[00:21:43.720 --> 00:21:47.720]  如果他們全國
[00:21:47.720 --> 00:21:49.720]  你們在以色列
[00:21:49.720 --> 00:21:53.720]  是全國全民都做祭司的國度
[00:21:53.720 --> 00:21:55.720]  他們一定有一種使命
[00:21:55.720 --> 00:21:59.720]  使命就是將耶和華介紹給其他人
[00:21:59.720 --> 00:22:03.720]  然後繼續不斷建立他們
[00:22:03.720 --> 00:22:06.720]  然後將他們的讀經放在裡面
[00:22:06.720 --> 00:22:07.720]  第二
[00:22:07.720 --> 00:22:12.720]  他們如何才能令外面的人口服心服
[00:22:12.720 --> 00:22:14.720]  信他們所傳的東西
[00:22:14.720 --> 00:22:16.720]  接著那句
[00:22:16.720 --> 00:22:20.720]  你們不單止要歸我作祭司的國度
[00:22:20.720 --> 00:22:23.720]  還要成為聖潔的國
[00:22:23.720 --> 00:22:25.720]  聖潔的國民
[00:22:25.720 --> 00:22:29.720]  就是聖潔就是分別出來的意思
[00:22:29.720 --> 00:22:32.720]  分別出來是和什麼分別出來呢
[00:22:32.720 --> 00:22:33.720]  第一
[00:22:33.720 --> 00:22:36.720]  和一切的偶像分別出來
[00:22:36.720 --> 00:22:39.720]  偶像是人手做的
[00:22:39.720 --> 00:22:43.720]  但我們的神是做一切萬物宇宙
[00:22:43.720 --> 00:22:45.720]  一切的東西出來的
[00:22:45.720 --> 00:22:47.720]  偶像是怎樣的?
[00:22:47.720 --> 00:22:48.720]  是一口無言
[00:22:48.720 --> 00:22:50.720]  二目無光
[00:22:50.720 --> 00:22:52.720]  三餐不食
[00:22:52.720 --> 00:22:53.720]  四肢無力
[00:22:53.720 --> 00:22:54.720]  五觀不靈
[00:22:54.720 --> 00:22:55.720]  六親無靠
[00:22:55.720 --> 00:22:56.720]  七竅不通
[00:22:56.720 --> 00:22:58.720]  八面威風
[00:22:58.720 --> 00:22:59.720]  九座不動
