
[00:00:00.000 --> 00:00:06.560]  在今天這個網絡世界裏面
[00:02:52.000 --> 00:02:55.040]  用了這種設計之後
[00:02:55.040 --> 00:02:57.600]  當一個機構如果
[00:02:57.600 --> 00:03:02.480]  他只是希望他的員工和公司有直接的聯絡
[00:03:02.480 --> 00:03:07.280]  或者他們的公司只有他們的員工自己彼此可以聯絡的話
[00:03:07.280 --> 00:03:11.040]  他們就利用這個虛擬網絡的設計
[00:03:11.040 --> 00:03:15.520]  然後將他們連在一個固定的隱蔽的網絡
[00:03:15.520 --> 00:03:21.840]  特色的就是連線的過程當中是穿過了互聯網
[00:03:21.840 --> 00:03:25.360]  當中有很多殘疾人存在的世界當中
[00:03:25.360 --> 00:03:32.560]  但是他們沒辦法知道這些資訊裡面的內容本身的意義是什麼
[00:03:32.560 --> 00:03:38.320]  故此這些員工或者這些公司企業的員工
[00:03:38.320 --> 00:03:46.000]  他們就可以很放心地在他們這個特定的私人網絡裡面
[00:03:46.000 --> 00:03:50.320]  大家互相交通討論
[00:03:50.320 --> 00:03:56.880]  甚至可能將一些重要的資訊在裡面去作一些交流
[00:03:56.880 --> 00:04:00.400]  為什麼我說這些東西給大家聽呢
[00:04:00.400 --> 00:04:03.360]  馬太福音第十三章
[00:04:03.360 --> 00:04:09.840]  其實整個馬太福音第十三章大部分是討論一個
[00:04:09.840 --> 00:04:18.160]  我們稱之為交流或者英文叫做communications的一個題目
[00:04:18.160 --> 00:04:24.320]  如果因為之前我們說到上一堂我沒時間和大家討論
[00:04:24.320 --> 00:04:29.200]  如果大家只是約打開馬太福音第十三章的時候
[00:04:29.200 --> 00:04:38.640]  其實從第一節開始一直到馬太福音第五十節的時候
[00:04:38.640 --> 00:04:45.760]  其實都是在討論這個我們叫做communications
[00:04:45.760 --> 00:04:50.720]  聯繫交流的主題在當中
[00:04:50.720 --> 00:04:56.400]  只不過我們很多時候只是被那個比喻本身的內容吸引了下去
[00:04:56.400 --> 00:05:00.800]  比如我們現在看的這個殺種的比喻
[00:05:00.800 --> 00:05:04.960]  我們就很集中去看這個種子究竟是怎麼樣
[00:05:04.960 --> 00:05:06.640]  種子代表什麼東西
[00:05:06.640 --> 00:05:13.040]  我們經常都想專注在這些不是主題的內容
[00:05:13.040 --> 00:05:15.600]  那你說那些是不是要討論
[00:05:15.600 --> 00:05:17.600]  是 但是當你沒有主題
[00:05:17.600 --> 00:05:20.080]  然後你只是討論一些資訊的時候
[00:05:20.080 --> 00:05:25.200]  你就變成失去了聖經本身原本的核心意義
[00:05:25.200 --> 00:05:29.040]  上帝藉著耶穌來到這個世界
[00:05:29.040 --> 00:05:33.200]  其實無非都是在做一個傳遞的工作
[00:05:33.200 --> 00:05:35.440]  成就這個舊恩
[00:05:35.440 --> 00:05:43.440]  重新踏上這個和上帝已經失聯了多時的一個屬靈關係的橋樑
[00:05:43.440 --> 00:05:51.440]  所以如果大家曾經學過一些傳福音的技巧或者陳述的時候
[00:05:51.440 --> 00:05:57.520]  其中一個叫做福音橋的教導
[00:05:57.520 --> 00:06:02.960]  就是形容耶穌基督來到這個世界降生為人
[00:06:02.960 --> 00:06:05.200]  並且後來死在十字架上
[00:06:05.200 --> 00:06:10.400]  整個這個時間的空間三十多年裡面
[00:06:10.400 --> 00:06:14.320]  其實是耶穌作為一個橋樑
[00:06:14.320 --> 00:06:19.280]  將我們連繫和上帝之間的關係
[00:06:19.280 --> 00:06:22.320]  所以為什麼來到馬太福音第十三章裡面
[00:06:22.320 --> 00:06:29.520]  耶穌那麼著意要去談論到這個所謂的聯繫交流
[00:06:29.520 --> 00:06:31.520]  交通這個題目呢
[00:06:31.520 --> 00:06:34.000]  就是要告訴我們知道原來上帝
[00:06:34.000 --> 00:06:38.240]  給你和我每一個已經相信他的人
[00:06:38.240 --> 00:06:43.600]  都設立了上帝的這個神國的VPN
[00:06:43.600 --> 00:06:45.600]  神國的虛擬網絡
[00:06:45.600 --> 00:06:53.280]  這個虛擬網絡就是讓我們可以和上帝繼續進行直接的交流
[00:06:53.280 --> 00:06:57.520]  不過這個交流的過程當中最大的特色
[00:06:57.520 --> 00:07:01.760]  和我們在這個世界的VPN最不同的地方就是
[00:07:01.760 --> 00:07:09.120]  我們和上帝所結連的這個神國虛擬網絡
[00:07:09.120 --> 00:07:11.120]  有一個維繫者在裡面
[00:07:11.120 --> 00:07:15.040]  這個維繫者原來也是上帝他自己
[00:07:15.040 --> 00:07:17.840]  他有一個名字叫聖靈
[00:07:17.840 --> 00:07:26.240]  聖靈其實是成為了我們和上帝之間的交流的一個很重要的橋樑
[00:07:26.240 --> 00:07:30.160]  他在我們和上帝交流的過程當中
[00:07:30.160 --> 00:07:35.520]  不斷進行這個所謂的加密和解密的過程
[00:07:35.520 --> 00:07:40.640]  上帝他的靈
[00:07:40.640 --> 00:07:44.240]  當我們和上帝希望進行交流的時候
[00:07:44.240 --> 00:07:47.520]  不想讓身邊其他人知道
[00:07:47.520 --> 00:07:49.520]  於是乎怎樣
[00:07:49.520 --> 00:07:53.840]  聖靈的角色就是將我們和神之間的對話加密
[00:07:53.840 --> 00:07:55.840]  然後傳遞給對方
[00:07:55.840 --> 00:07:57.840]  去到對方的時候
[00:07:57.840 --> 00:08:03.760]  聖靈也會將這個內容解密讓我們明白
[00:08:03.760 --> 00:08:06.800]  這個是這個世界做不到的
[00:08:06.800 --> 00:08:08.800]  因為這個世界
[00:08:08.800 --> 00:08:14.960]  即使你們所稱之為虛擬網絡
[00:08:14.960 --> 00:08:21.040]  其實是沒有百分之一百的肯定你的資料沒有辦法被人偷
[00:08:21.040 --> 00:08:23.040]  我再重複講多一次
[00:08:23.040 --> 00:08:25.040]  今天很多人
[00:08:25.040 --> 00:08:30.560]  這些是很多基督徒甚至是牧者不懂電腦的人
[00:08:30.560 --> 00:08:33.760]  你們牧師是做電腦網絡的人
[00:08:33.760 --> 00:08:35.760]  所以我很清楚這些事情
[00:08:35.760 --> 00:08:41.920]  即使你做任何網絡也沒有百分之一百的肯定
[00:08:41.920 --> 00:08:43.920]  你的資料是沒有被人偷的
[00:08:43.920 --> 00:08:48.000]  問題是用多少時間去偷
[00:08:48.000 --> 00:08:54.480]  但是聖靈的加密和解密是絕密的
[00:08:54.480 --> 00:09:00.080]  是百分之一百肯定不會讓一些不需要被上帝知道的東西
[00:09:00.080 --> 00:09:05.200]  給一些完全不需要知道上帝的人去明白
[00:09:05.200 --> 00:09:10.320]  所以今天我希望透過接下來這一段經文
[00:09:10.320 --> 00:09:13.440]  從第十節開始至第十七節
[00:09:13.440 --> 00:09:15.440]  剛才Karen為我們讀出
[00:09:15.440 --> 00:09:18.000]  我們去思想這個題目
[00:09:18.000 --> 00:09:22.080]  就是神國的虛擬網絡的特色
[00:09:22.080 --> 00:09:23.840]  所以今天我給個題目
[00:09:23.840 --> 00:09:25.840]  天國虛擬私人網絡的特色
[00:09:25.840 --> 00:09:28.720]  The uniqueness of the spiritual VPN
[00:09:28.720 --> 00:09:30.720]  不如這樣
[00:09:31.680 --> 00:09:35.600]  要聽講道理就要熟悉聖經
[00:09:35.600 --> 00:09:38.080]  讓我們一起再次打開這段聖經
[00:09:38.080 --> 00:09:40.080]  讀多一次
[00:09:40.080 --> 00:09:42.080]  雖然是長一點
[00:09:42.080 --> 00:09:45.600]  但是這段聖經可能聽過很多次
[00:09:45.600 --> 00:09:48.640]  如果你做了基督徒十年八載
[00:09:48.640 --> 00:09:50.640]  我想你也不知道聽過多少次
[00:09:50.640 --> 00:09:52.640]  你可能未必知道
[00:09:52.640 --> 00:09:54.640]  我們一起去打開
[00:09:54.640 --> 00:09:56.640]  一起去讀
[00:09:56.640 --> 00:09:58.640]  找到之後大家一起讀
[00:09:58.640 --> 00:10:00.640]  滿浩遵前來問耶穌說
[00:10:00.640 --> 00:10:02.640]  對眾人講話為什麼用比喻呢?
[00:10:02.640 --> 00:10:04.640]  耶穌回答說
[00:10:04.640 --> 00:10:06.640]  因為天國的奧秘
[00:10:06.640 --> 00:10:08.640]  只叫你不知道
[00:10:08.640 --> 00:10:10.640]  不叫你不知道
[00:10:10.640 --> 00:10:12.640]  凡有的還要加給他
[00:10:12.640 --> 00:10:14.640]  叫他有欲
[00:10:14.640 --> 00:10:16.640]  凡沒有的
[00:10:16.640 --> 00:10:18.640]  連他所有的也要奪去
[00:10:18.640 --> 00:10:20.640]  所以我用比喻對他們說
[00:10:20.640 --> 00:10:22.640]  因為天國的奧秘
[00:10:22.640 --> 00:10:24.640]  只叫你不知道
[00:10:24.640 --> 00:10:26.640]  不叫你不知道
[00:10:26.640 --> 00:10:28.640]  我用比喻對他們說
[00:10:28.640 --> 00:10:30.640]  是因為他們看也看不見
[00:10:30.640 --> 00:10:32.640]  聽也聽不見
[00:10:32.640 --> 00:10:34.640]  也不明白
[00:10:34.640 --> 00:10:36.640]  在他們身上
[00:10:36.640 --> 00:10:38.640]  正應了耶穌說
[00:10:38.640 --> 00:10:40.640]  你們聽是要聽見
[00:10:40.640 --> 00:10:42.640]  卻不明白
[00:10:42.640 --> 00:10:44.640]  看是要看見
[00:10:44.640 --> 00:10:46.640]  卻不曉得
[00:10:46.640 --> 00:10:48.640]  因為這百姓
[00:10:48.640 --> 00:10:50.640]  有無心
[00:10:50.640 --> 00:10:52.640]  耳朵發愁
[00:10:52.640 --> 00:10:54.640]  眼睛閉著
[00:10:54.640 --> 00:10:56.640]  眼睛看見
[00:10:56.640 --> 00:10:58.640]  耳朵聽見
[00:10:58.640 --> 00:11:00.640]  心裡明白
[00:11:00.640 --> 00:11:02.640]  全放了
[00:11:02.640 --> 00:11:04.640]  我就依靜貪慕
[00:11:04.640 --> 00:11:06.640]  但你們的眼睛時有哭的
[00:11:06.640 --> 00:11:08.640]  因為看見了
[00:11:08.640 --> 00:11:10.640]  你們的耳朵也時有哭的
[00:11:10.640 --> 00:11:12.640]  因為聽見了
[00:11:12.640 --> 00:11:14.640]  我實在負數你們
[00:11:14.640 --> 00:11:16.640]  從前有許多先知和義人
[00:11:16.640 --> 00:11:18.640]  要按你們所按的
[00:11:18.640 --> 00:11:20.640]  卻沒有看見
[00:11:20.640 --> 00:11:22.640]  要聽你們所聽的
[00:11:22.640 --> 00:11:24.640]  但你們聽見了
[00:11:24.640 --> 00:11:26.640]  我會透過兩個大部分
[00:11:26.640 --> 00:11:28.640]  跟大家一起思想
[00:11:28.640 --> 00:11:30.640]  這段經文
[00:11:30.640 --> 00:11:32.640]  也都刊載在大家的情人序表裡
[00:11:32.640 --> 00:11:36.640]  第一個部分是第十三章第十節
[00:11:36.640 --> 00:11:38.640]  十三章第十節
[00:11:38.640 --> 00:11:40.640]  我給了一個闊題
[00:11:40.640 --> 00:11:42.640]  為何不講為人知呢
[00:11:42.640 --> 00:11:44.640]  Why don't you make everyone know
[00:11:44.640 --> 00:11:46.640]  換句話說
[00:11:46.640 --> 00:11:48.640]  聽了耶穌剛剛說完
[00:11:48.640 --> 00:11:50.640]  這個
[00:11:50.640 --> 00:11:52.640]  殺種的比喻之後
[00:11:52.640 --> 00:11:56.640]  這個殺種比喻我已經講了
[00:11:56.640 --> 00:12:00.640]  基本上在一個人頭湧湧
[00:12:00.640 --> 00:12:02.640]  多人道不堪的場合之下
[00:12:02.640 --> 00:12:04.640]  耶穌講了很多教導之後
[00:12:04.640 --> 00:12:06.640]  最明顯最後要
[00:12:06.640 --> 00:12:08.640]  我和你以及當時的門徒
[00:12:08.640 --> 00:12:10.640]  要清楚知道
[00:12:10.640 --> 00:12:12.640]  這個比喻的特色
[00:12:12.640 --> 00:12:14.640]  有本身義言的焦點
[00:12:14.640 --> 00:12:16.640]  是甚麼呢
[00:12:16.640 --> 00:12:18.640]  其實耶穌想透過這個比喻
[00:12:18.640 --> 00:12:20.640]  將焦點告訴信徒
[00:12:20.640 --> 00:12:22.640]  這些信徒
[00:12:22.640 --> 00:12:24.640]  我們看看第十節
[00:12:24.640 --> 00:12:26.640]  第十節
[00:12:26.640 --> 00:12:28.640]  門徒進前來問
[00:12:28.640 --> 00:12:30.640]  耶穌說對眾人講話
[00:12:30.640 --> 00:12:32.640]  為何不用比喻呢
[00:12:32.640 --> 00:12:36.640]  這是很簡單的問題
[00:12:36.640 --> 00:12:40.640]  但反映了很多東西
[00:12:40.640 --> 00:12:42.640]  第一反映的
[00:12:42.640 --> 00:12:46.640]  門徒上課
[00:12:46.640 --> 00:12:48.640]  有沒有用心聽說
[00:12:48.640 --> 00:12:54.640]  我自己
[00:12:54.640 --> 00:12:58.640]  我經常想起小學讀書的時候
[00:12:58.640 --> 00:13:00.640]  讀書最開心的時候
[00:13:00.640 --> 00:13:04.640]  小學成績
[00:13:04.640 --> 00:13:06.640]  好像畫得不錯
[00:13:06.640 --> 00:13:08.640]  但回顧小學的時候
[00:13:08.640 --> 00:13:12.640]  我經常上課
[00:13:12.640 --> 00:13:14.640]  就白白日夢
[00:13:14.640 --> 00:13:16.640]  大家有沒有發過白日夢
[00:13:16.640 --> 00:13:22.640]  因為我們上上午班
[00:13:22.640 --> 00:13:24.640]  以前讀書只讀半天
[00:13:24.640 --> 00:13:28.640]  上到大約
[00:13:28.640 --> 00:13:30.640]  十點十一點
[00:13:30.640 --> 00:13:32.640]  我早上七點半上學
[00:13:32.640 --> 00:13:34.640]  十一點十一點就開始肚餓
[00:13:34.640 --> 00:13:36.640]  肚餓的時候
[00:13:36.640 --> 00:13:38.640]  天氣暑熱
[00:13:38.640 --> 00:13:40.640]  就開始看著肚餓
[00:13:40.640 --> 00:13:42.640]  什麼時候下課
[00:13:42.640 --> 00:13:44.640]  天氣又熱
[00:13:44.640 --> 00:13:46.640]  就開始游魂障礙
[00:13:46.640 --> 00:13:48.640]  就專門看學校後面
[00:13:48.640 --> 00:13:50.640]  有個花園
[00:13:50.640 --> 00:13:52.640]  花園裡有沒有什麼人
[00:13:52.640 --> 00:13:54.640]  有沒有人牽著狗
[00:13:54.640 --> 00:13:56.640]  我還記得那個景象
[00:13:56.640 --> 00:14:00.640]  白白日夢的特色是什麼
[00:14:00.640 --> 00:14:02.640]  根本不知道老師在說什麼
[00:14:02.640 --> 00:14:06.640]  你知道自己在上中文課
[00:14:06.640 --> 00:14:08.640]  但不知道自己在讀什麼
[00:14:08.640 --> 00:14:10.640]  你知道自己在上數學班
[00:14:10.640 --> 00:14:12.640]  但不知道自己在讀什麼
[00:14:12.640 --> 00:14:14.640]  那當然是大事了
[00:14:14.640 --> 00:14:16.640]  回家自己再看
[00:14:16.640 --> 00:14:22.640]  耶穌的門徒
[00:14:22.640 --> 00:14:24.640]  耶穌說完這個比喻
[00:14:24.640 --> 00:14:26.640]  為什麼他們不留心去問
[00:14:26.640 --> 00:14:28.640]  耶穌這個比喻是什麼意思
[00:14:28.640 --> 00:14:32.640]  是不是一條這樣的問題
[00:14:32.640 --> 00:14:36.640]  特意走來耶穌面前
[00:14:36.640 --> 00:14:38.640]  問耶穌
[00:14:38.640 --> 00:14:40.640]  你對著眾人說
[00:14:40.640 --> 00:14:42.640]  為什麼用比喻呢
[00:14:42.640 --> 00:14:44.640]  情況就好像
[00:14:44.640 --> 00:14:46.640]  當你上中文課的時候
[00:14:46.640 --> 00:14:48.640]  老師教
[00:14:48.640 --> 00:14:50.640]  今天的課文
[00:14:50.640 --> 00:14:52.640]  李伯的靜夜詩的時候
[00:14:52.640 --> 00:14:56.640]  老師教
[00:14:56.640 --> 00:14:58.640]  床前明月光
[00:14:58.640 --> 00:15:00.640]  時地上霜
[00:15:00.640 --> 00:15:02.640]  舉頭望明月
[00:15:02.640 --> 00:15:04.640]  低頭思故鄉的時候
[00:15:06.640 --> 00:15:08.640]  你不去問老師
[00:15:08.640 --> 00:15:10.640]  這首詩是說什麼
[00:15:10.640 --> 00:15:12.640]  這首詩李伯想帶什麼訊息
[00:15:12.640 --> 00:15:14.640]  給我們知道
[00:15:14.640 --> 00:15:16.640]  耶穌的門徒來到耶穌面前
[00:15:16.640 --> 00:15:18.640]  不是問耶穌你剛剛說完這個比喻
[00:15:18.640 --> 00:15:20.640]  撒種的比喻是什麼意思
[00:15:20.640 --> 00:15:22.640]  而是走來問
[00:15:22.640 --> 00:15:24.640]  為什麼你要教詩歌
[00:15:24.640 --> 00:15:28.640]  就好像讀中文課
[00:15:28.640 --> 00:15:30.640]  為什麼要教唐詩
[00:15:30.640 --> 00:15:34.640]  耶穌你為什麼要
[00:15:34.640 --> 00:15:36.640]  講比喻
[00:15:36.640 --> 00:15:40.640]  是不是在做白的夢
[00:15:40.640 --> 00:15:46.640]  其實
[00:15:46.640 --> 00:15:48.640]  門徒師之下有一種前設
[00:15:48.640 --> 00:15:52.640]  什麼前設呢
[00:15:52.640 --> 00:15:54.640]  這是以我反映出來的現象
[00:15:54.640 --> 00:15:56.640]  耶穌你既然出來
[00:15:56.640 --> 00:15:58.640]  傳道
[00:15:58.640 --> 00:16:00.640]  傳道的目的是什麼
[00:16:02.640 --> 00:16:04.640]  世人的觀念
[00:16:04.640 --> 00:16:06.640]  傳道是為了什麼
[00:16:06.640 --> 00:16:08.640]  招攬多些人
[00:16:08.640 --> 00:16:10.640]  跟隨我
[00:16:10.640 --> 00:16:14.640]  為什麼那麼多人上YouTube
[00:16:14.640 --> 00:16:16.640]  要做YouTuber
[00:16:16.640 --> 00:16:18.640]  為什麼
[00:16:18.640 --> 00:16:20.640]  為什麼那麼多人要上Instagram
[00:16:20.640 --> 00:16:22.640]  要登記
[00:16:22.640 --> 00:16:24.640]  放自己的相片
[00:16:24.640 --> 00:16:26.640]  講自己的生活
[00:16:26.640 --> 00:16:28.640]  每一個片段
[00:16:28.640 --> 00:16:30.640]  連吃飯去廁所都要通知
[00:16:30.640 --> 00:16:32.640]  為什麼那麼多人
[00:16:32.640 --> 00:16:34.640]  喜歡上Facebook開戶口
[00:16:34.640 --> 00:16:36.640]  為什麼
[00:16:36.640 --> 00:16:38.640]  為什麼那麼多人
[00:16:38.640 --> 00:16:40.640]  喜歡上小紅書
[00:16:40.640 --> 00:16:42.640]  微博
[00:16:42.640 --> 00:16:44.640]  為什麼
[00:16:44.640 --> 00:16:46.640]  因為想多些人
[00:16:46.640 --> 00:16:48.640]  跟隨他
[00:16:48.640 --> 00:16:50.640]  越多人Like就證明
[00:16:50.640 --> 00:16:52.640]  自己越受歡迎
[00:16:52.640 --> 00:16:54.640]  越受歡迎就等於自己
[00:16:54.640 --> 00:16:56.640]  越能夠招攬
[00:16:56.640 --> 00:16:58.640]  更多人成為你的跟隨者
[00:16:58.640 --> 00:17:00.640]  最近我聽
[00:17:00.640 --> 00:17:02.640]  一個YouTube的
[00:17:02.640 --> 00:17:04.640]  網絡的YouTuber
[00:17:04.640 --> 00:17:06.640]  這樣說
[00:17:06.640 --> 00:17:08.640]  做YouTube錢
[00:17:08.640 --> 00:17:10.640]  已經不是一個問題
[00:17:10.640 --> 00:17:12.640]  不是我們要考慮的問題
[00:17:12.640 --> 00:17:14.640]  我只是最重要
[00:17:14.640 --> 00:17:16.640]  我在做了之後
[00:17:16.640 --> 00:17:18.640]  我使得我很開心
[00:17:18.640 --> 00:17:20.640]  只要你來聽
[00:17:20.640 --> 00:17:22.640]  多人聽我就會很開心
[00:17:22.640 --> 00:17:24.640]  耶穌你出來傳道
[00:17:24.640 --> 00:17:26.640]  你當然是想多些人
[00:17:26.640 --> 00:17:28.640]  在你的旗下被招攬
[00:17:28.640 --> 00:17:30.640]  為何你
[00:17:30.640 --> 00:17:32.640]  現在要
[00:17:32.640 --> 00:17:34.640]  講
[00:17:34.640 --> 00:17:36.640]  比喻呢
[00:17:36.640 --> 00:17:38.640]  那麼多人蜂擁來到你面前
[00:17:38.640 --> 00:17:40.640]  你講
[00:17:40.640 --> 00:17:42.640]  比喻不就是等同於
[00:17:42.640 --> 00:17:44.640]  倒自己米
[00:17:44.640 --> 00:17:46.640]  講了個比喻都沒有人知道
[00:17:46.640 --> 00:17:48.640]  你想講什麼
[00:17:48.640 --> 00:17:50.640]  魂遊障礙的話
[00:17:50.640 --> 00:17:52.640]  有些人在發白日夢
[00:17:52.640 --> 00:17:54.640]  那就不會跟隨你
[00:17:54.640 --> 00:17:56.640]  你要講一些東西
[00:17:56.640 --> 00:17:58.640]  能夠渲染到
[00:17:58.640 --> 00:18:00.640]  人家要跟隨你才好
[00:18:00.640 --> 00:18:02.640]  越感性就越好
[00:18:02.640 --> 00:18:04.640]  所以為什麼今天的教會
[00:18:04.640 --> 00:18:06.640]  大家有沒有留意到
[00:18:06.640 --> 00:18:08.640]  不是很多傳道人很專注
[00:18:08.640 --> 00:18:10.640]  解聖經
[00:18:10.640 --> 00:18:12.640]  但很多傳道人在講道的裏面很喜歡講故事
[00:18:12.640 --> 00:18:14.640]  講見證
[00:18:14.640 --> 00:18:16.640]  為什麼呢
[00:18:16.640 --> 00:18:18.640]  因為見證不需要花太多的
[00:18:18.640 --> 00:18:20.640]  心力去預備
[00:18:20.640 --> 00:18:22.640]  好像我做了
[00:18:22.640 --> 00:18:24.640]  一篇講章
[00:18:24.640 --> 00:18:26.640]  要將聖經由頭用希臘文
[00:18:26.640 --> 00:18:28.640]  或者希伯來文重新自己看一次
[00:18:28.640 --> 00:18:30.640]  然後再去
[00:18:30.640 --> 00:18:32.640]  從那段經文去比對你們在看的和合本
[00:18:32.640 --> 00:18:34.640]  有什麼分別
[00:18:34.640 --> 00:18:36.640]  要講到解釋
[00:18:36.640 --> 00:18:38.640]  要使你明白
[00:18:38.640 --> 00:18:40.640]  花很多時間
[00:18:40.640 --> 00:18:42.640]  我發覺
[00:18:42.640 --> 00:18:44.640]  預備唐道之後
[00:18:44.640 --> 00:18:46.640]  我整個人都散了
[00:18:46.640 --> 00:18:48.640]  真的要用很多力量
[00:18:48.640 --> 00:18:50.640]  才能夠預備唐道
[00:18:50.640 --> 00:18:52.640]  不要緊
[00:18:52.640 --> 00:18:54.640]  在裏面
[00:18:54.640 --> 00:18:56.640]  讓我們可以了解到上帝的心思
[00:18:56.640 --> 00:18:58.640]  這是我做傳道人的目的
[00:18:58.640 --> 00:19:00.640]  也是我從上帝的裏面
[00:19:00.640 --> 00:19:02.640]  所得到的指示
[00:19:02.640 --> 00:19:04.640]  指引
[00:19:04.640 --> 00:19:06.640]  指示
[00:19:06.640 --> 00:19:08.640]  但要預備講聖經
[00:19:08.640 --> 00:19:10.640]  很多人根本就沒有
[00:19:10.640 --> 00:19:12.640]  這樣的能力也沒有興趣
[00:19:12.640 --> 00:19:14.640]  反正在普世裏面
[00:19:14.640 --> 00:19:16.640]  誰喜歡聽聖經
[00:19:16.640 --> 00:19:18.640]  廣東人也有句說話
[00:19:18.640 --> 00:19:20.640]  有人跟你講一些道理的時候
[00:19:20.640 --> 00:19:22.640]  他的回應就是
[00:19:22.640 --> 00:19:24.640]  不要跟我說那麼多耶穌
[00:19:24.640 --> 00:19:26.640]  雖然是跟他說耶穌
[00:19:26.640 --> 00:19:28.640]  不是跟我說什麼
[00:19:28.640 --> 00:19:30.640]  總之你煩他
[00:19:30.640 --> 00:19:32.640]  就叫不要跟我說那麼多耶穌
[00:19:32.640 --> 00:19:34.640]  耶穌
[00:19:34.640 --> 00:19:36.640]  你來傳道
[00:19:36.640 --> 00:19:38.640]  你是招攬人
[00:19:38.640 --> 00:19:40.640]  你為什麼不說一些大家喜歡聽的
[00:19:40.640 --> 00:19:42.640]  適合聽的
[00:19:42.640 --> 00:19:44.640]  簡單的東西
[00:19:44.640 --> 00:19:46.640]  感動人心的東西
[00:19:46.640 --> 00:19:48.640]  所以講多一些見證
[00:19:48.640 --> 00:19:50.640]  講多一些見證給人聽
[00:19:50.640 --> 00:19:52.640]  人家喜歡了
[00:19:52.640 --> 00:19:54.640]  受感動了
[00:19:54.640 --> 00:19:56.640]  他就跟隨你
[00:19:56.640 --> 00:19:58.640]  你知不知道
[00:19:58.640 --> 00:20:00.640]  曾經有一個牧者
[00:20:00.640 --> 00:20:02.640]  在神學院教導牧羊的時候
[00:20:02.640 --> 00:20:04.640]  他說最重要的是
[00:20:04.640 --> 00:20:06.640]  講一些人喜歡聽的東西
[00:20:06.640 --> 00:20:08.640]  人喜歡聽
[00:20:08.640 --> 00:20:10.640]  他就喜歡回這間教會
[00:20:10.640 --> 00:20:12.640]  而當他
[00:20:12.640 --> 00:20:14.640]  喜歡聽
[00:20:14.640 --> 00:20:16.640]  你越感動
[00:20:16.640 --> 00:20:18.640]  就越容易他們
[00:20:18.640 --> 00:20:20.640]  毀身在這個教會裏
[00:20:20.640 --> 00:20:22.640]  當你要求他們
[00:20:22.640 --> 00:20:24.640]  來到建堂
[00:20:24.640 --> 00:20:26.640]  捐獻
[00:20:26.640 --> 00:20:28.640]  做事他們就會很願意
[00:20:28.640 --> 00:20:30.640]  感人的東西
[00:20:30.640 --> 00:20:32.640]  才吸引人
