
[00:00:00.000 --> 00:00:03.000]  回到九龍灣其實有些很親切的感覺
[00:02:58.980 --> 00:03:01.980]  這個不像習近平的性格
[00:03:01.980 --> 00:03:04.980]  也不像中國政府一向的做法
[00:03:04.980 --> 00:03:08.980]  所以背後是有一個無法理解
[00:03:08.980 --> 00:03:14.980]  這個涉及中共中央高層的政治鬥爭
[00:03:14.980 --> 00:03:18.980]  這些香港人從來不認識
[00:03:18.980 --> 00:03:21.980]  所以就知道複雜性那麼多
[00:03:21.980 --> 00:03:28.980]  所以儘管我涉獵很廣 閱讀很廣
[00:03:28.980 --> 00:03:33.980]  人很廣 其實無法完全解讀
[00:03:33.980 --> 00:03:35.980]  是這麼複雜的
[00:03:35.980 --> 00:03:43.980]  但問題是這場風暴將香港帶到什麼樣的結果
[00:03:43.980 --> 00:03:46.980]  沒有人預測到
[00:03:46.980 --> 00:03:50.980]  有數據 政府出來說經濟衰退
[00:03:50.980 --> 00:03:53.980]  私人銀行昨天公佈業績都是很悲觀的
[00:03:53.980 --> 00:03:57.980]  我們可以看到經濟的下滑
[00:03:57.980 --> 00:04:01.980]  失業率的上升 某些行業衝擊最大
[00:04:01.980 --> 00:04:05.980]  但究竟結局會是怎樣 怎樣收場
[00:04:05.980 --> 00:04:07.980]  香港會有什麼轉變呢
[00:04:07.980 --> 00:04:13.980]  沒有任何的經驗 沒有任何的理論可以判斷
[00:04:13.980 --> 00:04:15.980]  又不懂得解釋
[00:04:15.980 --> 00:04:17.980]  為什麼 不知道為什麼
[00:04:17.980 --> 00:04:19.980]  結果不知道為什麼
[00:04:19.980 --> 00:04:22.980]  今時今日第三個問題是什麼呢
[00:04:22.980 --> 00:04:27.980]  為什麼香港人的仇恨這麼深
[00:04:27.980 --> 00:04:32.980]  香港一直以來是一個相當和諧的社會
[00:04:32.980 --> 00:04:36.980]  上一代都是在戰亂當中走來香港
[00:04:36.980 --> 00:04:40.980]  我們有很多的移民社會 我們的難民社會
[00:04:40.980 --> 00:04:45.980]  相對來說我們社會相對沒有什麼傳統的仇恨
[00:04:45.980 --> 00:04:49.980]  有人說香港好像北外 這是無知的
[00:04:49.980 --> 00:04:56.980]  北外是有很深的宗教 種族 各方面的政治分歧
[00:04:56.980 --> 00:04:58.980]  是很多年來的
[00:04:58.980 --> 00:05:01.980]  香港這麼久都沒有的
[00:05:01.980 --> 00:05:07.980]  但為什麼今天香港人之間的仇恨這麼深呢
[00:05:07.980 --> 00:05:12.980]  你來到現場感受到 好像殺父仇人一樣
[00:05:12.980 --> 00:05:16.980]  為什麼仇恨這麼深呢 你無法理解
[00:05:16.980 --> 00:05:20.980]  我們只能夠從自己的判斷去
[00:05:20.980 --> 00:05:23.980]  為什麼仇恨這麼深呢
[00:05:23.980 --> 00:05:33.980]  所以我自己都面對一個非常之需要反省 需要靜思
[00:05:33.980 --> 00:05:37.980]  所以過去這三個月其實我是相當的神隱的
[00:05:37.980 --> 00:05:40.980]  過去每逢這樣的大事發生
[00:05:40.980 --> 00:05:42.980]  在教會有很多的講座
[00:05:42.980 --> 00:05:47.980]  在外面很多的機構 社團 政府部門都找我去分析一下
[00:05:47.980 --> 00:05:51.980]  不過這百多天我只是公開有一次正式講一件事
[00:05:51.980 --> 00:05:56.980]  也不是公開的 是應澳門政府的邀請
[00:05:56.980 --> 00:06:00.980]  去分析一下頭的49天
[00:06:00.980 --> 00:06:07.980]  香港這場所謂社交媒體帶動的社會運動
[00:06:07.980 --> 00:06:10.980]  怎樣去分析一下那個媒體的轉變
[00:06:10.980 --> 00:06:14.980]  不談政治 並且不在香港講 去澳門講
[00:06:14.980 --> 00:06:17.980]  可以很抽離地去講
[00:06:17.980 --> 00:06:20.980]  所以我一直為什麼不講呢
[00:06:20.980 --> 00:06:25.980]  因為講錯話 而且你自己都需要去調整一下思想的內閣
[00:06:25.980 --> 00:06:29.980]  你自己的事都搞不清楚 你講話是很危險的
[00:06:29.980 --> 00:06:33.980]  也很容易判斷錯誤
[00:06:33.980 --> 00:06:37.980]  所以第一個問號是解決不了的
[00:06:37.980 --> 00:06:43.980]  第二個無法預測 第三個為什麼仇恨這麼深呢
[00:06:43.980 --> 00:06:45.980]  這個可以解釋
[00:06:45.980 --> 00:06:49.980]  原來有個人心裏面有兩隻怪獸
[00:06:49.980 --> 00:06:54.980]  一隻怪獸叫做黑狗
[00:06:54.980 --> 00:06:58.980]  什麼叫黑狗呢
[00:06:58.980 --> 00:07:04.980]  當今時有兩個性格很相似
[00:07:04.980 --> 00:07:07.980]  行事方式很相似
[00:07:07.980 --> 00:07:09.980]  各方很相似的領袖
[00:07:09.980 --> 00:07:11.980]  一個叫做特朗普
[00:07:11.980 --> 00:07:14.980]  一個叫約翰遜
[00:07:14.980 --> 00:07:16.980]  英美兩個領袖很相似
[00:07:16.980 --> 00:07:20.980]  從外形到想法 行事方式很相似
[00:07:20.980 --> 00:07:25.980]  這兩個人都是狂傲不羈 不可一世
[00:07:25.980 --> 00:07:28.980]  全部都不懂事 是我才懂事
[00:07:28.980 --> 00:07:36.980]  但想不到兩個所謂狂傲領袖都有一個偶像
[00:07:36.980 --> 00:07:39.980]  或者問他們兩個有誰是最佩服的
[00:07:39.980 --> 00:07:41.980]  都是講一個人叫做邱吉爾
[00:07:41.980 --> 00:07:45.980]  這是二次大戰期間英國的首相
[00:07:45.980 --> 00:07:47.980]  邱吉爾很厲害
[00:07:47.980 --> 00:07:49.980]  怎樣厲害呢
[00:07:49.980 --> 00:07:51.980]  基本上是前無古人
[00:07:51.980 --> 00:07:53.980]  後來者不知
[00:07:53.980 --> 00:07:57.980]  他能夠一個人身兼四個專長
[00:07:57.980 --> 00:08:00.980]  第一 他是政治家
[00:08:00.980 --> 00:08:02.980]  非常優秀的政治家
[00:08:02.980 --> 00:08:04.980]  做了英國的首相
[00:08:04.980 --> 00:08:06.980]  第二 他是軍事家
[00:08:06.980 --> 00:08:11.980]  他能夠帶領英國在二次大戰的那個很重要
[00:08:11.980 --> 00:08:16.980]  最近堵塞機場出事
[00:08:16.980 --> 00:08:18.980]  警察全部封了
[00:08:18.980 --> 00:08:21.980]  也不讓公共交通行走
[00:08:21.980 --> 00:08:24.980]  很多人在機場走出來
[00:08:24.980 --> 00:08:29.980]  傳媒形容這個港版鄧寇克大撤退
[00:08:29.980 --> 00:08:31.980]  很多人不知道為什麼叫鄧寇克大撤退
[00:08:31.980 --> 00:08:33.980]  這就是二次大戰期間
[00:08:33.980 --> 00:08:37.980]  邱吉爾去做一個很重要的決定
[00:08:37.980 --> 00:08:40.980]  當時40萬英軍在歐陸作戰
[00:08:40.980 --> 00:08:42.980]  但是被納粹打到一塌糊塗
[00:08:42.980 --> 00:08:44.980]  覺得我們要撤退
[00:08:44.980 --> 00:08:46.980]  保留軍力
[00:08:46.980 --> 00:08:48.980]  將40萬大軍撤回英倫三島
[00:08:48.980 --> 00:08:50.980]  坦克車可以放下
[00:08:50.980 --> 00:08:52.980]  重型機械可以不要
[00:08:52.980 --> 00:08:54.980]  兵力要保留
[00:08:54.980 --> 00:08:56.980]  保留兵力才可以打
[00:08:56.980 --> 00:08:58.980]  怎樣打 怎樣運
[00:08:58.980 --> 00:09:00.980]  一出戰艦
[00:09:00.980 --> 00:09:02.980]  第一沒什麼戰艦
[00:09:02.980 --> 00:09:04.980]  第二出戰艦一定被德軍打沉
[00:09:04.980 --> 00:09:08.980]  於是動用了民間的漁船 遊艇
[00:09:08.980 --> 00:09:10.980]  什麼艇
[00:09:10.980 --> 00:09:14.980]  用民間力量將40萬軍人
[00:09:14.980 --> 00:09:17.980]  經歷一個很驚險的過程
[00:09:17.980 --> 00:09:19.980]  撤回英倫三島
[00:09:19.980 --> 00:09:22.980]  當時這個叫鄧寇克大撤退
[00:09:22.980 --> 00:09:24.980]  幾年前有部電影
[00:09:24.980 --> 00:09:26.980]  再上映講述這個故事
[00:09:26.980 --> 00:09:28.980]  當時邱吉爾有句名言
[00:09:28.980 --> 00:09:30.980]  最近
[00:09:30.980 --> 00:09:32.980]  有限訊引述
[00:09:32.980 --> 00:09:34.980]  在脫歐問題上
[00:09:34.980 --> 00:09:36.980]  You or Die
[00:09:36.980 --> 00:09:38.980]  一是做一是死
[00:09:38.980 --> 00:09:40.980]  這些就是軍事家
[00:09:40.980 --> 00:09:42.980]  很厲害
[00:09:42.980 --> 00:09:44.980]  他是文學家
[00:09:44.980 --> 00:09:46.980]  他的文學造詣很深
[00:09:46.980 --> 00:09:48.980]  拿很多國際級的文學獎
[00:09:48.980 --> 00:09:50.980]  第四
[00:09:50.980 --> 00:09:52.980]  他是演講家
[00:09:52.980 --> 00:09:54.980]  今天很多國際領袖
[00:09:54.980 --> 00:09:56.980]  他的演講
[00:09:56.980 --> 00:09:58.980]  包括很厲害的奧巴馬
[00:09:58.980 --> 00:10:00.980]  其實很多東西是
[00:10:00.980 --> 00:10:02.980]  師承邱吉爾
[00:10:02.980 --> 00:10:04.980]  很有震撼性
[00:10:04.980 --> 00:10:06.980]  的演講技巧
[00:10:06.980 --> 00:10:08.980]  你想想哪個領袖
[00:10:08.980 --> 00:10:10.980]  可以具備這樣的條件
[00:10:10.980 --> 00:10:12.980]  不要說香港那些
[00:10:12.980 --> 00:10:14.980]  亞洲也很少
[00:10:14.980 --> 00:10:16.980]  不過你不知道
[00:10:16.980 --> 00:10:18.980]  邱吉爾有病
[00:10:18.980 --> 00:10:20.980]  什麼病呢
[00:10:20.980 --> 00:10:22.980]  就是你現在病的
[00:10:22.980 --> 00:10:24.980]  我曾經
[00:10:24.980 --> 00:10:26.980]  一段時間很嚴重
[00:10:26.980 --> 00:10:28.980]  depression
[00:10:28.980 --> 00:10:30.980]  抑鬱症
[00:10:30.980 --> 00:10:32.980]  根據廣大
[00:10:32.980 --> 00:10:34.980]  三月前的研究
[00:10:34.980 --> 00:10:36.980]  香港患抑鬱症
[00:10:36.980 --> 00:10:38.980]  的人是越來越多
[00:10:38.980 --> 00:10:40.980]  不止
[00:10:40.980 --> 00:10:42.980]  十分之一
[00:10:42.980 --> 00:10:44.980]  如果今天再調查
[00:10:44.980 --> 00:10:46.980]  可能你真的會很害怕
[00:10:46.980 --> 00:10:48.980]  你看他最近跟人交往
[00:10:48.980 --> 00:10:50.980]  很多人其實
[00:10:50.980 --> 00:10:52.980]  想事情是很灰的
[00:10:52.980 --> 00:10:54.980]  很depression
[00:10:54.980 --> 00:10:56.980]  邱吉爾其實
[00:10:56.980 --> 00:10:58.980]  是患有很嚴重的
[00:10:58.980 --> 00:11:00.980]  抑鬱症
[00:11:00.980 --> 00:11:02.980]  當時他的幕僚
[00:11:02.980 --> 00:11:04.980]  知道這件事的時候
[00:11:04.980 --> 00:11:06.980]  他就說首相的事情一定不能公佈
[00:11:06.980 --> 00:11:08.980]  我說你是偉大的領袖
[00:11:08.980 --> 00:11:10.980]  怎麼會讓人知道你有抑鬱症
[00:11:10.980 --> 00:11:12.980]  他說不行
[00:11:12.980 --> 00:11:14.980]  我是領袖我一定要讓
[00:11:14.980 --> 00:11:16.980]  我的子民知道
[00:11:16.980 --> 00:11:18.980]  我的健康情況
[00:11:18.980 --> 00:11:20.980]  這是領袖的風範
[00:11:20.980 --> 00:11:22.980]  所以這些都是超級領袖
[00:11:22.980 --> 00:11:24.980]  不過他很厲害的
[00:11:24.980 --> 00:11:26.980]  他不是病情公佈
[00:11:26.980 --> 00:11:28.980]  醫生公佈
[00:11:28.980 --> 00:11:30.980]  他在我心裏
[00:11:30.980 --> 00:11:32.980]  有隻黑狗
[00:11:32.980 --> 00:11:34.980]  That's a bad dog in my heart
[00:11:34.980 --> 00:11:36.980]  在那裏吠我
[00:11:36.980 --> 00:11:38.980]  咬我
[00:11:38.980 --> 00:11:40.980]  所以今天如果你發現自己
[00:11:40.980 --> 00:11:42.980]  有抑鬱
[00:11:42.980 --> 00:11:44.980]  三品人是有的
[00:11:44.980 --> 00:11:46.980]  每次見到林鄭出來講話
[00:11:46.980 --> 00:11:48.980]  我看她的眼神我覺得她很嚴重
[00:11:48.980 --> 00:11:50.980]  depression
[00:11:50.980 --> 00:11:52.980]  承受感染是受不了的
[00:11:52.980 --> 00:11:54.980]  你去找個醫生
[00:11:54.980 --> 00:11:56.980]  你不用說醫生我想看看
[00:11:56.980 --> 00:11:58.980]  是不是有抑鬱症
[00:11:58.980 --> 00:12:00.980]  醫生好像有隻黑狗
[00:12:00.980 --> 00:12:02.980]  因為今天
[00:12:02.980 --> 00:12:04.980]  在心理學上
[00:12:04.980 --> 00:12:06.980]  在醫療上bad dog
[00:12:06.980 --> 00:12:08.980]  就是depression的代名詞
[00:12:08.980 --> 00:12:10.980]  所以不用說有抑鬱症
[00:12:10.980 --> 00:12:12.980]  有抑鬱症好像病人一樣
[00:12:12.980 --> 00:12:14.980]  有隻黑狗
[00:12:14.980 --> 00:12:16.980]  每天在吠咬我
[00:12:16.980 --> 00:12:18.980]  其實今天很多人有
[00:12:18.980 --> 00:12:20.980]  這個多嚴重
[00:12:20.980 --> 00:12:22.980]  和日趨嚴重的
[00:12:22.980 --> 00:12:24.980]  雜體抑鬱
[00:12:24.980 --> 00:12:26.980]  雜體抑鬱
[00:12:26.980 --> 00:12:28.980]  你的怪獸是什麼呢
[00:12:28.980 --> 00:12:30.980]  叫做野馬
[00:12:30.980 --> 00:12:32.980]  什麼叫野馬呢
[00:12:32.980 --> 00:12:34.980]  原來我們心裏面
[00:12:34.980 --> 00:12:36.980]  都是一隻亂跑的馬
[00:12:36.980 --> 00:12:38.980]  當你無法約束它的時候
[00:12:38.980 --> 00:12:40.980]  那隻馬就要亂跑了
[00:12:40.980 --> 00:12:46.980]  警察的野馬跑得很厲害
[00:12:46.980 --> 00:12:48.980]  前線那些環境
[00:12:48.980 --> 00:12:50.980]  是令到你很多時候會失控
[00:12:50.980 --> 00:12:52.980]  包括很多年輕記者在現場
[00:12:52.980 --> 00:12:54.980]  都做了一些可能不是記者應該做的事
[00:12:54.980 --> 00:12:56.980]  很多人很小事
[00:12:56.980 --> 00:12:58.980]  大發雷霆
[00:12:58.980 --> 00:13:00.980]  很多時候說小事
[00:13:00.980 --> 00:13:02.980]  又要打人斬人
[00:13:02.980 --> 00:13:04.980]  為什麼呢
[00:13:04.980 --> 00:13:06.980]  其實呢
[00:13:06.980 --> 00:13:08.980]  那個內心那個情緒失控
[00:13:08.980 --> 00:13:10.980]  平時很多東西
[00:13:10.980 --> 00:13:12.980]  我們可以約制到
[00:13:12.980 --> 00:13:14.980]  控制到
[00:13:14.980 --> 00:13:16.980]  但這個時候很多人失控
[00:13:16.980 --> 00:13:18.980]  所以千萬不要
[00:13:18.980 --> 00:13:20.980]  亂得罪人
[00:13:20.980 --> 00:13:22.980]  那些後果
[00:13:22.980 --> 00:13:24.980]  很難搞的
[00:13:24.980 --> 00:13:26.980]  你會發覺
[00:13:26.980 --> 00:13:28.980]  要不你就抑鬱到不出聲
[00:13:28.980 --> 00:13:30.980]  自己病病蠻蠻
[00:13:30.980 --> 00:13:32.980]  要不就會找機會去發洩
[00:13:32.980 --> 00:13:34.980]  這兩個情況都造成了
[00:13:34.980 --> 00:13:36.980]  我們為什麼那個仇恨
[00:13:36.980 --> 00:13:38.980]  這麼深
[00:13:38.980 --> 00:13:40.980]  我們的情緒
[00:13:40.980 --> 00:13:42.980]  變化這麼大
[00:13:42.980 --> 00:13:44.980]  那個仇恨
[00:13:44.980 --> 00:13:46.980]  其實這個月
[00:13:46.980 --> 00:13:48.980]  我一直去思考
[00:13:48.980 --> 00:13:50.980]  在這個時候
[00:13:50.980 --> 00:13:52.980]  我可以做什麼呢
[00:13:52.980 --> 00:13:54.980]  這個時候不是需要什麼時事的分析
[00:13:54.980 --> 00:13:56.980]  不是需要什麼政治的表態
[00:13:56.980 --> 00:13:58.980]  我承認
[00:13:58.980 --> 00:14:00.980]  好像一個十號風球
[00:14:00.980 --> 00:14:02.980]  或者遇到火山地震
[00:14:02.980 --> 00:14:04.980]  一般人其實呢
[00:14:04.980 --> 00:14:06.980]  你沒什麼可以做的
[00:14:06.980 --> 00:14:08.980]  你沒什麼可以做的
[00:14:08.980 --> 00:14:10.980]  你可以做的
[00:14:10.980 --> 00:14:12.980]  就是你守護你的心靈
[00:14:12.980 --> 00:14:14.980]  保護到自己和你的家人
[00:14:14.980 --> 00:14:16.980]  你什麼時候做事呢
[00:14:16.980 --> 00:14:18.980]  風球過後
[00:14:18.980 --> 00:14:20.980]  地震過後
[00:14:20.980 --> 00:14:22.980]  那個時候
[00:14:22.980 --> 00:14:24.980]  就是我們做事的時候
[00:14:24.980 --> 00:14:26.980]  日本有一位
[00:14:26.980 --> 00:14:28.980]  很出色的女政治家
[00:14:28.980 --> 00:14:30.980]  叫小池百合子
[00:14:30.980 --> 00:14:32.980]  有人說她的政治才能
[00:14:32.980 --> 00:14:34.980]  甚至是
[00:14:34.980 --> 00:14:36.980]  比安倍晉三都不遑多讓
[00:14:36.980 --> 00:14:38.980]  不過安倍呢
[00:14:38.980 --> 00:14:40.980]  時勢最英雄
[00:14:40.980 --> 00:14:42.980]  所以他就不斷地
[00:14:42.980 --> 00:14:44.980]  說小池時勢最英雄
[00:14:44.980 --> 00:14:46.980]  所以小池女士
[00:14:46.980 --> 00:14:48.980]  暫時最多
[00:14:48.980 --> 00:14:50.980]  都做到東京都知事
[00:14:50.980 --> 00:14:54.980]  她是一個很善於
[00:14:54.980 --> 00:14:56.980]  有女性溫柔的感覺
[00:14:56.980 --> 00:14:58.980]  來去從政
[00:14:58.980 --> 00:15:02.980]  多年前日本發生
[00:15:02.980 --> 00:15:04.980]  三合一的
[00:15:04.980 --> 00:15:06.980]  綜合性災難
[00:15:06.980 --> 00:15:08.980]  當時小池女士一句說話
[00:15:08.980 --> 00:15:10.980]  令到日本人
[00:15:10.980 --> 00:15:12.980]  化解了很多的抑鬱
[00:15:12.980 --> 00:15:14.980]  化解了很多的埋怨
[00:15:14.980 --> 00:15:16.980]  她怎麼說呢
[00:15:16.980 --> 00:15:18.980]  她說
[00:15:18.980 --> 00:15:20.980]  我希望若干年之後
[00:15:20.980 --> 00:15:22.980]  當世人去看回
[00:15:22.980 --> 00:15:24.980]  日本人我們經歷過
[00:15:24.980 --> 00:15:26.980]  這次的這麼嚴重的天然災難
[00:15:26.980 --> 00:15:28.980]  所記得的
[00:15:28.980 --> 00:15:30.980]  不是那些
[00:15:30.980 --> 00:15:32.980]  悲慘的災情
[00:15:32.980 --> 00:15:34.980]  而是日本人
[00:15:34.980 --> 00:15:36.980]  日本社會所表現出來
[00:15:36.980 --> 00:15:38.980]  人與人之間那種的情誼
[00:15:38.980 --> 00:15:40.980]  那種的關懷
[00:15:40.980 --> 00:15:42.980]  和幫助
[00:15:42.980 --> 00:15:44.980]  這就是
[00:15:44.980 --> 00:15:46.980]  一個政治家的銳意
[00:15:46.980 --> 00:15:48.980]  所以如果我們
[00:15:48.980 --> 00:15:50.980]  不斷將自己
[00:15:50.980 --> 00:15:52.980]  仇恨
[00:15:52.980 --> 00:15:54.980]  埋怨
[00:15:54.980 --> 00:15:56.980]  甚至不斷自我抑鬱
[00:15:56.980 --> 00:15:58.980]  的情況下
[00:15:58.980 --> 00:16:00.980]  其實我們自己失手了
[00:16:00.980 --> 00:16:02.980]  你自己失手
[00:16:02.980 --> 00:16:04.980]  很多問題
[00:16:04.980 --> 00:16:06.980]  很難去解決
[00:16:06.980 --> 00:16:08.980]  所以我們可能做一些很小的事
[00:16:08.980 --> 00:16:12.980]  其實我的
[00:16:12.980 --> 00:16:14.980]  專業之一
[00:16:14.980 --> 00:16:16.980]  就是一個
[00:16:16.980 --> 00:16:18.980]  教溝通演講
[00:16:18.980 --> 00:16:20.980]  的老師
[00:16:20.980 --> 00:16:22.980]  我在城市大學EMBA教了16年
[00:16:22.980 --> 00:16:24.980]  是全香港
[00:16:24.980 --> 00:16:26.980]  唯一的Master Degree課程
[00:16:26.980 --> 00:16:28.980]  是教Public Speaking
[00:16:28.980 --> 00:16:30.980]  and Communication
[00:16:30.980 --> 00:16:32.980]  但這時候我們不是去講
[00:16:32.980 --> 00:16:34.980]  很偉大的演講
[00:16:34.980 --> 00:16:36.980]  而是
[00:16:36.980 --> 00:16:38.980]  做一些很小的事
[00:16:38.980 --> 00:16:40.980]  有一晚我收到一個電話
[00:16:40.980 --> 00:16:42.980]  其實
[00:16:42.980 --> 00:16:44.980]  我都不是很認識
[00:16:44.980 --> 00:16:46.980]  大致記得是誰
[00:16:46.980 --> 00:16:48.980]  一位太太 因為太太在家裏都很富裕
[00:16:48.980 --> 00:16:50.980]  有錢太太
[00:16:50.980 --> 00:16:52.980]  她就
[00:16:52.980 --> 00:16:54.980]  左搭右搭找了我的電話
[00:16:54.980 --> 00:16:56.980]  打給我 李先生 我是誰誰
[00:16:56.980 --> 00:16:58.980]  誰介紹的 你記不記得我 我記得記得
[00:16:58.980 --> 00:17:00.980]  聽了一會兒
[00:17:00.980 --> 00:17:02.980]  好像想哭一樣
[00:17:02.980 --> 00:17:04.980]  她說李先生 我現在很害怕
[00:17:04.980 --> 00:17:06.980]  我很想你幫幫我
[00:17:06.980 --> 00:17:08.980]  我聽過你講道 我聽過你講托
[00:17:08.980 --> 00:17:10.980]  我聽過你幫到我
[00:17:10.980 --> 00:17:12.980]  就是我兒子
[00:17:12.980 --> 00:17:14.980]  就下去了
[00:17:14.980 --> 00:17:18.980]  這段日子我們
[00:17:18.980 --> 00:17:20.980]  母子之間是沒得聊天
[00:17:20.980 --> 00:17:22.980]  我兒子說 媽媽你不用理我 你不認識的了
[00:17:22.980 --> 00:17:24.980]  你不要理我
[00:17:24.980 --> 00:17:26.980]  但他為甚麼那晚這麼急呢
[00:17:26.980 --> 00:17:28.980]  他說 因為兒子第二天
[00:17:28.980 --> 00:17:30.980]  就要去美國開學
[00:17:30.980 --> 00:17:32.980]  送他去美國讀書
[00:17:32.980 --> 00:17:36.980]  丈夫做生意在內地
[00:17:36.980 --> 00:17:38.980]  不在身邊
[00:17:38.980 --> 00:17:40.980]  一個女人 一個兒子
[00:17:40.980 --> 00:17:42.980]  如果他有甚麼事
[00:17:42.980 --> 00:17:44.980]  被人抓了
[00:17:44.980 --> 00:17:46.980]  被人打傷了
[00:17:46.980 --> 00:17:48.980]  怎麼辦
[00:17:48.980 --> 00:17:52.980]  他走去又不理他
[00:17:52.980 --> 00:17:54.980]  我說
[00:17:54.980 --> 00:17:56.980]  你識不識用WhatsApp
[00:17:56.980 --> 00:17:58.980]  你不用打他
[00:17:58.980 --> 00:18:00.980]  他不聽他聽不到 那裡很嘈的
[00:18:00.980 --> 00:18:02.980]  你試一下這樣講
[00:18:02.980 --> 00:18:04.980]  我就很急 在趕急之下就這樣講
[00:18:04.980 --> 00:18:08.980]  孩子
[00:18:08.980 --> 00:18:10.980]  你很勇敢
[00:18:10.980 --> 00:18:12.980]  你很堅強
[00:18:12.980 --> 00:18:14.980]  你堅持做一些
[00:18:14.980 --> 00:18:16.980]  你認為對的事情
[00:18:16.980 --> 00:18:18.980]  媽媽是以你為榮的
[00:18:18.980 --> 00:18:20.980]  儘管媽媽
[00:18:20.980 --> 00:18:22.980]  不太明白你在做甚麼
[00:18:22.980 --> 00:18:24.980]  不過
[00:18:24.980 --> 00:18:26.980]  媽媽現在在家裡是感到
[00:18:26.980 --> 00:18:28.980]  很孤單
[00:18:28.980 --> 00:18:30.980]  很擔心
[00:18:30.980 --> 00:18:32.980]  孩子
[00:18:32.980 --> 00:18:34.980]  快點回家吧
[00:18:34.980 --> 00:18:38.980]  這就是我們
[00:18:38.980 --> 00:18:40.980]  在這種情況下我們怎樣去溝通
[00:18:40.980 --> 00:18:42.980]  你是能夠講到
[00:18:42.980 --> 00:18:44.980]  對方能夠接受你
[00:18:44.980 --> 00:18:46.980]  最對的說話
[00:18:46.980 --> 00:18:48.980]  第二天
[00:18:48.980 --> 00:18:50.980]  他再WhatsApp我
[00:18:50.980 --> 00:18:52.980]  我終於送了兒子上機
[00:18:52.980 --> 00:18:54.980]  很簡單
[00:18:54.980 --> 00:18:56.980]  有個西人牧師
[00:18:56.980 --> 00:18:58.980]  他不是完全掌握香港的情況
[00:18:58.980 --> 00:19:00.980]  但感受到社會的轉變
[00:19:00.980 --> 00:19:02.980]  他說
[00:19:02.980 --> 00:19:04.980]  有一天
