
[00:00:00.000 --> 00:00:07.000]  好 大家姐妹 讓我們在聆聽主的說話
[00:03:36.560 --> 00:03:44.560]  當然我認識這位好朋友 最理想的當然是初戀是他最後的配偶
[00:03:44.560 --> 00:03:54.560]  但在人生當中有很多事情不斷的營繞在我們人的心中
[00:03:54.560 --> 00:04:04.560]  而且這些事情也一直煙囪著我們每一個人的思想和行為
[00:04:04.560 --> 00:04:13.560]  而作為一個基督徒 這些經歷甚至可以直接影響我們靈性的發展
[00:04:13.560 --> 00:04:23.560]  而今天我們要看這段經文 馬太福音第26章17至25節
[00:04:23.560 --> 00:04:30.560]  我們有一個題目 就是究竟有什麼在牽動我們的心思
[00:04:30.560 --> 00:04:40.560]  提出這個題目讓我們去想想我們屬靈的生命在往一個什麼方向發展
[00:04:40.560 --> 00:04:49.560]  會不會是你以前的某些事情會成為你今天靈性成長的阻礙呢
[00:04:49.560 --> 00:04:57.560]  又或者會不會是你以前經歷過的事情可能促進了你的靈性發展呢
[00:04:57.560 --> 00:05:05.560]  不如讓我們再次去看這段經文 讓我們仔細的了解一下
[00:05:05.560 --> 00:05:18.560]  或者同時探究一下我們對於我們每一個人的靈命有什麼在牽動我們向上帝這條永恆道路的發展和走向
[00:05:18.560 --> 00:05:24.560]  不如我們再次打開這段經文讀讀 熟悉一下這段經文
[00:05:24.560 --> 00:05:28.560]  這段經文不是陌生的 尤其是對於基督徒
[00:05:28.560 --> 00:05:33.560]  不過有很多細節我們可能會很容易忽略的
[00:05:33.560 --> 00:05:35.560]  讓我們一起再次讀讀吧
[00:05:35.560 --> 00:05:41.560]  我們一起打開馬太福音第26章17至25節
[00:05:41.560 --> 00:05:53.560]  「隨孝節的第一天,門徒來問耶穌說:你是如月節的筵席,要我們在哪裡給你預備?
[00:05:53.560 --> 00:05:58.560]  耶穌說:你們進城去,到某人那裡
[00:05:58.560 --> 00:06:07.560]  對他說:夫子說:我的時候快到了,我與門徒要在你家裡守如月節
[00:06:07.560 --> 00:06:13.560]  門徒遵著耶穌所吩咐的就去預備了如月節的筵席
[00:06:13.560 --> 00:06:17.560]  到了晚上,耶穌和十二個門徒坐直
[00:06:17.560 --> 00:06:26.560]  正在的時候,耶穌說:我實在告訴你們,你們中間有一個要賣我了
[00:06:26.560 --> 00:06:33.560]  他們就甚憂愁,一個一個地問他說:主,是我嗎?
[00:06:33.560 --> 00:06:40.560]  耶穌回答說:和我站守在盤子裡的,就是他要賣我
[00:06:40.560 --> 00:06:46.560]  人子必要去世,正如經上指著他所寫的
[00:06:46.560 --> 00:06:52.560]  但賣人子的人有禍了,那人不生在世上倒好
[00:06:52.560 --> 00:06:58.560]  賣耶穌的猶大問他說:埃比,是我嗎?
[00:06:58.560 --> 00:07:03.560]  耶穌說:你說的是
[00:07:03.560 --> 00:07:09.560]  在聖經的前文,我們曾經看到有關一個很重要的題目
[00:07:09.560 --> 00:07:14.560]  就是你心目中有什麼是你最有價值的東西
[00:07:14.560 --> 00:07:22.560]  所以你看回前文,聖經多次提及到錢銀價值觀等等的問題
[00:07:22.560 --> 00:07:37.560]  我們看到當時有位女士來到高耶穌在伯大利的大麻風西門家裡
[00:07:37.560 --> 00:07:45.560]  門徒看到她的行為,很不高興,因為這瓶膏是很珍貴的
[00:07:45.560 --> 00:07:54.560]  門徒一直看錢,女士看的這瓶膏很匹配給耶穌
[00:07:54.560 --> 00:08:01.560]  作為高耶穌成為尊貴的貴族的殯葬需要
[00:08:01.560 --> 00:08:09.560]  但門徒不是這樣看,更可怕的是猶大這位會出賣耶穌的
[00:08:09.560 --> 00:08:19.560]  更看到耶穌只是值某一個數額,30塊錢
[00:08:19.560 --> 00:08:29.560]  前文一直提及價值觀的問題,每個人心中都有一些東西是最有價值的
[00:08:29.560 --> 00:08:35.560]  於是這東西就牽動著人的靈性走
[00:08:35.560 --> 00:08:40.560]  有時有些新聞聽起來比較諷刺,但亦是事實
[00:08:40.560 --> 00:08:47.560]  曾經在某一個國家,他們為了買一部蘋果手機
[00:08:47.560 --> 00:08:53.560]  你知道蘋果手機是多少錢,牧師沒有買蘋果手機
[00:08:53.560 --> 00:08:57.560]  但我知道蘋果手機是不便宜的東西
[00:08:57.560 --> 00:09:07.560]  最便宜的手機最少也值700-800元加幣,最便宜的手機也值2000元
[00:09:07.560 --> 00:09:11.560]  記憶體也比較大,比較厲害
[00:09:11.560 --> 00:09:16.560]  某個國家的人竟然敢做出一個現象
[00:09:16.560 --> 00:09:26.560]  就是把自己身體的器官出賣,然後用賣了的錢去買一部手機
[00:09:26.560 --> 00:09:32.560]  聽起來好像很傻的一件事,或者你會說是不是作的這些故事
[00:09:32.560 --> 00:09:35.560]  我當作是作的也好,大兄姐妹
[00:09:35.560 --> 00:09:44.560]  當一個人認為某一樣東西是最有價值,他很想得到的時候
[00:09:44.560 --> 00:09:48.560]  他就會奮身付出去得到那樣東西
[00:09:48.560 --> 00:09:55.560]  聽起來好像很不合情理的行為
[00:09:55.560 --> 00:10:00.560]  賣器官,他就說賣腎,人有兩個腎,一個腎是死不了的
[00:10:00.560 --> 00:10:05.560]  兩個就多了一點,是不是這樣呢?當然不是
[00:10:05.560 --> 00:10:13.560]  但始終每一個人都有一些東西是你認為最有價值的事情
[00:10:13.560 --> 00:10:23.560]  而這件事也會影響你的心路歷程,每一件事行的斷定都基於你的決定
[00:10:23.560 --> 00:10:28.560]  所以什麼是你最有價值的東西呢?
[00:10:28.560 --> 00:10:35.560]  就成為了一個最影響你人生路上的抉擇
[00:10:35.560 --> 00:10:45.560]  而作為基督徒,如果我們對於我們的上帝的價值有不同的取向的時候
[00:10:45.560 --> 00:10:52.560]  也都會直接影響到我們在這個屬靈的路上的成長
[00:10:52.560 --> 00:10:59.560]  甚至會不會積著屬靈的事情來謀取自己的利益
[00:10:59.560 --> 00:11:06.560]  好像很多人走來走去在神的面前侍奉
[00:11:06.560 --> 00:11:13.560]  其實只不過是想透過宗教機構去得到一些利益
[00:11:13.560 --> 00:11:22.560]  來到今天這段聖經,就進一步將這一點清楚暴露出來
[00:11:22.560 --> 00:11:31.560]  不過在暴露出來之前,耶穌首先就做了一個提議
[00:11:31.560 --> 00:11:40.560]  要教導我們如何去跟這些影響著我們的思想脫勾
[00:11:40.560 --> 00:11:50.560]  我們從第17至第19節看到,耶穌在這裡藉著一些教導去讓門徒明白
[00:11:50.560 --> 00:11:57.560]  要從一個慣常的或者普遍的人的取向
[00:11:57.560 --> 00:12:05.560]  將他學習如何脫離引誘和緊扣的勾
[00:12:05.560 --> 00:12:08.560]  免得被他牽著走
[00:12:08.560 --> 00:12:12.560]  我讀一次給大家看,第17至第19節
[00:12:12.560 --> 00:12:18.560]  「脫勾節的第一天,門徒來問耶穌說:
[00:12:18.560 --> 00:12:25.560]  「你吃如月節的筵席,要我們在哪裡給你預備?」
[00:12:25.560 --> 00:12:30.560]  耶穌說:「你們進城去,都某人那裡對他說:
[00:12:30.560 --> 00:12:37.560]  「夫子說:我的時候快到了,我與門徒要在你家裡守如月節。」
[00:12:37.560 --> 00:12:44.560]  「門徒遵著耶穌所吩咐的,就去預備了如月節的這筵席。」
[00:12:44.560 --> 00:12:53.560]  單純就這樣一納下去,我們就會覺得,哇,耶穌都挺霸道的
[00:12:53.560 --> 00:13:01.560]  說要守如月節筵席,說守就守,他喜歡去哪裡,守就守
[00:13:01.560 --> 00:13:10.560]  他去哪裡,去就去,於是叫門徒隨便走進耶路撒冷城裡,隨便找個人說
[00:13:10.560 --> 00:13:14.560]  「我才去你那裡進行如月節筵席。」
[00:13:14.560 --> 00:13:18.560]  是不是這個意思呢?
[00:13:18.560 --> 00:13:24.560]  很多信徒看這些經文,不詳細理解聖經說什麼
[00:13:24.560 --> 00:13:29.560]  於是很容易有這種錯誤的感覺
[00:13:29.560 --> 00:13:32.560]  我們仔細看聖經說什麼
[00:13:32.560 --> 00:13:37.560]  第一,聖經一開始說到是一個除夕的第一天
[00:13:37.560 --> 00:13:44.560]  和合本的翻譯就說是除夕的第一天
[00:13:44.560 --> 00:13:52.560]  如果我們有英語聖經的話,或者你懂得希臘文更好
[00:13:52.560 --> 00:13:59.560]  或者你聽牧師說,牧師教你用藍信寶查經的時候
[00:13:59.560 --> 00:14:02.560]  我們網上有很多很好的大兄姐妹
[00:14:02.560 --> 00:14:11.560]  聽完我說之後,他真的用藍信寶去核實聖經說的話
[00:14:11.560 --> 00:14:16.560]  尤其是牧師你說過的話,他真的核實看看牧師有沒有錯
[00:14:16.560 --> 00:14:22.560]  他不是挑戰牧師,他是想去印證牧師看的東西是對的
[00:14:22.560 --> 00:14:24.560]  我覺得是好事
[00:14:24.560 --> 00:14:28.560]  我們會發現這節聖經一開始是這樣說的
[00:14:28.560 --> 00:14:30.560]  New English Translation
[00:14:30.560 --> 00:14:36.560]  Now on the first day of the feast of unleavened bread
[00:14:36.560 --> 00:14:46.560]  在NAT裡面的翻譯都將這天列為first day of the feast of the unleavened bread
[00:14:46.560 --> 00:14:51.560]  但如果我們再參考其他的譯本的時候
[00:14:51.560 --> 00:14:56.560]  譬如簡單點,NRSV譯本
[00:14:56.560 --> 00:15:01.560]  他就會翻譯為on the first day of unleavened bread
[00:15:01.560 --> 00:15:07.560]  我們馬上就會有一個問題,為什麼翻譯譯本有個分別
[00:15:07.560 --> 00:15:10.560]  少了一個first這個字眼
[00:15:10.560 --> 00:15:16.560]  這個不是偶然,不是翻譯的錯誤
[00:15:16.560 --> 00:15:22.560]  如果你再查Blue Letter Bible,甚至查希臘文的原文版本
[00:15:22.560 --> 00:15:28.560]  的而且確是沒有first這個字眼在裡面
[00:15:28.560 --> 00:15:32.560]  這個字眼翻譯為熱量下滑
[00:15:32.560 --> 00:15:37.560]  或者用今天的說法就是慶典
[00:15:37.560 --> 00:15:45.560]  馬太福音的作者馬太特意在這裡說只是一個進程
[00:15:45.560 --> 00:15:52.560]  這個進程在猶太人的曆法裡面叫做無巧的年代
[00:15:52.560 --> 00:15:54.560]  無巧的時段
[00:15:54.560 --> 00:16:04.560]  這個時段他刻意沒有指明是一個節日,不是一個慶典
[00:16:04.560 --> 00:16:07.560]  只提及第一天
[00:16:07.560 --> 00:16:12.560]  所以你就要回顧我們在主日學裡面教的
[00:16:12.560 --> 00:16:23.560]  這個所謂無巧節或者無巧或者除巧的第一天是什麼一回事呢
[00:16:23.560 --> 00:16:29.560]  原來除巧在猶太人當中有一個很深遠的歷史
[00:16:29.560 --> 00:16:33.560]  是源自於出埃及的時代已經有的
[00:16:33.560 --> 00:16:35.560]  不過我可以告訴大家
[00:16:35.560 --> 00:16:41.560]  這個所謂巧的問題不是只是出埃及的時候才有的
[00:16:41.560 --> 00:16:46.560]  不過我先看一下出埃及的裡面說什麼
[00:16:46.560 --> 00:16:57.560]  在出埃及記裡面其實講到有關於除巧與及這個愉悅節是一個重疊的節日
[00:16:57.560 --> 00:16:58.560]  為什麼呢?
[00:16:58.560 --> 00:17:10.560]  是記載以色列文昔日能夠趕及於離開埃及的過程中那種趕急的程度
[00:17:10.560 --> 00:17:13.560]  免得再迫害當中
[00:17:13.560 --> 00:17:18.560]  所以他們在路途上根本沒有時間去用巧
[00:17:18.560 --> 00:17:28.560]  而這個歷史的背景也都衍生到當以色列進入到英語地處之後
[00:17:28.560 --> 00:17:35.560]  他們開始有他們自己的居所有他們自己的廚灶的時候
[00:17:35.560 --> 00:17:43.560]  除巧就成為一種意義談論到一些不潔的意思
[00:17:43.560 --> 00:17:51.560]  所以他們每一年有一個過程或者一個日子叫做除巧的活動
[00:17:51.560 --> 00:17:56.560]  去預備去迎接這個愉悅節
[00:17:56.560 --> 00:17:58.560]  用簡單的說法
[00:17:58.560 --> 00:18:00.560]  不是一樣的
[00:18:00.560 --> 00:18:13.560]  類似中國傳統華人傳統過年前有一個大掃除一樣
[00:18:13.560 --> 00:18:18.560]  目的是什麼呢?
[00:18:18.560 --> 00:18:27.560]  其實我剛才說過巧這個東西不只是在出埃及記裡面才有這個歷史背景
[00:18:27.560 --> 00:18:32.560]  早在創世紀第十九章的第一節裡面
[00:18:32.560 --> 00:18:41.560]  就曾經談論到有關於有兩位天使神人來到在索多瑪那裡過夜
[00:18:41.560 --> 00:18:49.560]  他們原本是在街頭上城門前的地方去露宿
[00:18:49.560 --> 00:18:56.560]  但是羅德卻是邀請他們回到他們家裡居住
[00:18:56.560 --> 00:19:02.560]  當然羅德是很了解到索多瑪城的可怕
[00:19:02.560 --> 00:19:08.560]  當然這些你看回創世紀第十九章裡面的經文記載得很詳細
[00:19:08.560 --> 00:19:13.560]  因為他們來到的時候已經很深夜的緣故
[00:19:13.560 --> 00:19:15.560]  羅德為了招呼他們
[00:19:15.560 --> 00:19:19.560]  於是趕緊為他們做一頓飯給他們吃
[00:19:19.560 --> 00:19:28.560]  也用無酵的麵團來為他們做無酵餅給他們充飢
[00:19:28.560 --> 00:19:32.560]  這個圖畫告訴我們
[00:19:32.560 --> 00:19:38.560]  酵其實是一個很常用的材料
[00:19:38.560 --> 00:19:48.560]  是每一個人每一家人去做餅都一定會用的原料
[00:19:48.560 --> 00:19:53.560]  因為酵的作用就是將一些很緊密的麵團
[00:19:53.560 --> 00:19:57.560]  將它在當中發酵製造一些空間
[00:19:57.560 --> 00:20:02.560]  使得吃起來的時候這些麵包一焗起來就能夠脹大
[00:20:02.560 --> 00:20:04.560]  能夠容易入口
[00:20:04.560 --> 00:20:08.560]  是這樣的原本的意願
[00:20:08.560 --> 00:20:11.560]  但是如果當我們去看回
[00:20:11.560 --> 00:20:17.560]  如果用無酵來做餅的時候或者做麵包
[00:20:17.560 --> 00:20:22.560]  那件餅或者麵包就會非常硬
[00:20:22.560 --> 00:20:26.560]  你可以問一下我們教會的喜歡煮食的人
[00:20:26.560 --> 00:20:33.560]  如果你不放酵在麵團裡焗出來的東西是什麼東西呢?
[00:20:33.560 --> 00:20:37.560]  你就會明白那東西根本是不能吃的
[00:20:37.560 --> 00:20:39.560]  焗出來不是曲奇餅
[00:20:39.560 --> 00:20:45.560]  首先我明白不用酵在麵團裡焗出不是曲奇餅
[00:20:45.560 --> 00:20:47.560]  曲奇餅是另一回事
[00:20:47.560 --> 00:20:51.560]  要用很多牛油來將麵粉漿
[00:20:51.560 --> 00:20:55.560]  不是用水開的麵團
[00:20:55.560 --> 00:21:02.560]  所以酵有一個很常用的意思
[00:21:02.560 --> 00:21:04.560]  每個人都用的
[00:21:04.560 --> 00:21:07.560]  要好吃的麵包一定要用酵的
[00:21:07.560 --> 00:21:09.560]  不用酵做的不好吃的
[00:21:09.560 --> 00:21:23.560]  馬太福音裡面提及酵已經推翻到第十六章第六節的經文
[00:21:23.560 --> 00:21:31.560]  那裡是用酵來介紹有關於法尼塞人和薩都該人的教導
[00:21:31.560 --> 00:21:37.560]  用酵來形容比喻
[00:21:37.560 --> 00:21:48.560]  意思是法尼塞人和薩都該人的教導的錯誤的影響力非常之大
[00:21:48.560 --> 00:21:55.560]  好像麵團被酵所發出來的影響更大
[00:21:55.560 --> 00:21:59.560]  我就不懂得怎樣做麵包
[00:21:59.560 --> 00:22:03.560]  不過我家裡做過麵包機的東西
[00:22:03.560 --> 00:22:12.560]  原來放酵的麵包不夠就用電費去做
[00:22:12.560 --> 00:22:18.560]  但放夠酵的麵包就很好吃
[00:22:18.560 --> 00:22:20.560]  有嚼勁的
[00:22:20.560 --> 00:22:25.560]  放太多就不想吃
[00:22:25.560 --> 00:22:28.560]  而且放都放不及
[00:22:28.560 --> 00:22:33.560]  因為麵包就像吃發水的梳打一樣
[00:22:33.560 --> 00:22:35.560]  不好吃的
[00:22:35.560 --> 00:22:44.560]  所以酵發得厲害的影響反而是負面
[00:22:44.560 --> 00:22:48.560]  而耶穌在第十六章第六節裡
[00:22:48.560 --> 00:22:52.560]  由馬太基再說給當時所有人聽
[00:22:52.560 --> 00:23:00.560]  法尼塞人和薩都該人的神學牽連性錯誤的破壞性非常之強
[00:23:00.560 --> 00:23:02.560]  因為很容易聽
[00:23:02.560 --> 00:23:07.560]  很適合你的河車
[00:23:07.560 --> 00:23:10.560]  河車是什麼呢?拉二胡呢?
[00:23:10.560 --> 00:23:13.560]  樂譜叫河車嗎?
[00:23:13.560 --> 00:23:15.560]  好啊
[00:23:15.560 --> 00:23:19.560]  因為你有人的罪性
[00:23:19.560 --> 00:23:23.560]  法尼塞人就喜歡遷就你的罪性去做事
[00:23:23.560 --> 00:23:27.560]  於是你就很容易受到影響
[00:23:27.560 --> 00:23:31.560]  除敲的目的是什麼呢?
[00:23:31.560 --> 00:23:34.560]  除敲原本的目的
[00:23:34.560 --> 00:23:39.560]  就是平常每天都這樣做的時候
[00:23:39.560 --> 00:23:41.560]  你要留意這件事
[00:23:41.560 --> 00:23:43.560]  現在不再跟從
[00:23:43.560 --> 00:23:48.560]  所以在出拉及記第十二章第十四至二十節
[00:23:48.560 --> 00:23:51.560]  或者二十三章第十五節
[00:23:51.560 --> 00:23:57.560]  都清楚記載到他們要在亞畢月的首日
[00:23:57.560 --> 00:24:00.560]  咦?這麼熟悉的?首日?哪裡說的?
[00:24:00.560 --> 00:24:01.560]  這裡就說了
[00:24:01.560 --> 00:24:05.560]  第十七節說要在除敲的第一天
[00:24:05.560 --> 00:24:08.560]  就要做一個這樣的活動
[00:24:08.560 --> 00:24:10.560]  耶穌就在這個時候
[00:24:10.560 --> 00:24:14.560]  趁著這個機會重提
[00:24:14.560 --> 00:24:18.560]  為什麼在律例典章裡
[00:24:18.560 --> 00:24:22.560]  要有這個除敲的活動
[00:24:22.560 --> 00:24:27.560]  安排在逾越節前要做的事情
[00:24:27.560 --> 00:24:31.560]  因為逾越節有另一個重要的意義
[00:24:31.560 --> 00:24:34.560]  就是上帝的拯救
[00:24:34.560 --> 00:24:39.560]  如果一個人要在上帝的拯救裡
[00:24:39.560 --> 00:24:45.560]  你必須要脫離當時的社會文化
[00:24:45.560 --> 00:24:47.560]  當時的什麼社會文化?
[00:24:47.560 --> 00:24:51.560]  當時出埃及是埃及的年代裡
[00:24:51.560 --> 00:24:54.560]  你如果要在埃及得以生存
[00:24:54.560 --> 00:24:58.560]  你就必須要遷就法老的律例典章
[00:24:58.560 --> 00:25:06.560]  如果你要離開埃及
[00:25:06.560 --> 00:25:08.560]  成為出埃及的一份子
[00:25:08.560 --> 00:25:10.560]  得到上帝的拯救
[00:25:10.560 --> 00:25:12.560]  你就不能夠繼續依賴
[00:25:12.560 --> 00:25:16.560]  思念在埃及的活動
[00:25:16.560 --> 00:25:18.560]  在埃及有什麼活動?
[00:25:18.560 --> 00:25:20.560]  當我們看出埃及記的時候
[00:25:20.560 --> 00:25:24.560]  我們會發現在出埃及記的過程當中
[00:25:24.560 --> 00:25:29.560]  當以色列人去到蘆葦海
[00:25:29.560 --> 00:25:31.560]  或者簡稱紅海的時候
[00:25:31.560 --> 00:25:34.560]  前無去路後有追兵的時候
[00:25:34.560 --> 00:25:37.560]  他們在哀哉哭號說
[00:25:37.560 --> 00:25:39.560]  是不是壞事呢?
[00:25:39.560 --> 00:25:41.560]  惹怒了法老
[00:25:41.560 --> 00:25:46.560]  我們好好的回到埃及
[00:25:46.560 --> 00:25:49.560]  裡面還有得吃有得住
[00:25:49.560 --> 00:25:57.560]  他們眷戀著埃及的生活
[00:25:57.560 --> 00:26:00.560]  後來當他們出埃及的時候
[00:26:00.560 --> 00:26:03.560]  過了紅海或者蘆葦海之後
[00:26:03.560 --> 00:26:05.560]  又沒有水喝
[00:26:05.560 --> 00:26:07.560]  又在吵吵鬧鬧
[00:26:07.560 --> 00:26:10.560]  又在說我們沒有東西吃又沒有東西喝
[00:26:10.560 --> 00:26:12.560]  不如我們回去打轉頭
[00:26:12.560 --> 00:26:14.560]  又回到以色列
[00:26:14.560 --> 00:26:18.560]  以前我們早早遷去的埃及地
[00:26:18.560 --> 00:26:20.560]  以色列搬到埃及地
[00:26:20.560 --> 00:26:26.560]  在那裡至少有魚有肉有菜
[00:26:26.560 --> 00:26:28.560]  不如我們回去吧
[00:26:28.560 --> 00:26:31.560]  舊有的思念仍然纏繞著
[00:26:31.560 --> 00:26:36.560]  在這種舊有的觀念纏繞著的時候
[00:26:36.560 --> 00:26:40.560]  耶穌就重提這件事情
[00:26:40.560 --> 00:26:43.560]  親著除孝的第一
[00:26:43.560 --> 00:26:44.560]  不是一個節日
[00:26:44.560 --> 00:26:46.560]  因為這不是一個慶典
[00:26:46.560 --> 00:26:48.560]  在前文我們已經說過
[00:26:48.560 --> 00:26:50.560]  猶太人的公會
[00:26:50.560 --> 00:26:53.560]  他們卻視整個的事情
[00:26:53.560 --> 00:26:55.560]  是一個慶典
[00:26:55.560 --> 00:26:58.560]  在第26章第4節裡
[00:26:58.560 --> 00:27:01.560]  他說要抓耶穌
[00:27:01.560 --> 00:27:03.560]  是我們一定要抓耶穌
[00:27:03.560 --> 00:27:04.560]  怎麼治他
[00:27:04.560 --> 00:27:09.560]  千萬千萬不要在這個節日搞亂
[00:27:09.560 --> 00:27:13.560]  因為這個時間是我們快樂的時間
[00:27:13.560 --> 00:27:19.560]  耶穌是逾越為一個拯救
[00:27:19.560 --> 00:27:26.560]  猶太人公會以及眾多的社會的風氣
[00:27:26.560 --> 00:27:30.560]  認為這是一個節日來快樂的
[00:27:30.560 --> 00:27:34.560]  來開心快樂的
[00:27:34.560 --> 00:27:36.560]  耶穌於是乎
[00:27:36.560 --> 00:27:40.560]  他要很清楚告訴你
[00:27:40.560 --> 00:27:44.560]  除孝的第一天
[00:27:44.560 --> 00:27:46.560]  要做什麼
[00:27:46.560 --> 00:27:49.560]  你們要做什麼
[00:27:49.560 --> 00:27:53.560]  這條聖經有趣的地方是什麼呢
[00:27:53.560 --> 00:27:56.560]  耶穌直接叫門徒
[00:27:56.560 --> 00:27:57.560]  留意一下
[00:27:57.560 --> 00:28:02.560]  這條聖經是門徒主動來問耶穌
[00:28:02.560 --> 00:28:05.560]  所以我們要明白到
[00:28:05.560 --> 00:28:09.560]  門徒的特色是什麼
[00:28:09.560 --> 00:28:12.560]  是一種對上主的主動
[00:28:12.560 --> 00:28:15.560]  當他們明白到
[00:28:15.560 --> 00:28:20.560]  到一個除孝的時段
[00:28:20.560 --> 00:28:23.560]  他們有些事情要做
[00:28:23.560 --> 00:28:26.560]  主動做的
[00:28:26.560 --> 00:28:28.560]  信耶穌
[00:28:28.560 --> 00:28:31.560]  其實你問我做牧師的
[00:28:31.560 --> 00:28:33.560]  我知不知道誰是真信耶穌
[00:28:33.560 --> 00:28:34.560]  誰不是信耶穌
[00:28:34.560 --> 00:28:35.560]  很簡單的
[00:28:35.560 --> 00:28:37.560]  一個真信主的人
[00:28:37.560 --> 00:28:40.560]  主動自動去知道
[00:28:40.560 --> 00:28:42.560]  留意如何去侍奉
[00:28:42.560 --> 00:28:46.560]  主動說不如我們做一些這樣的事好不好呢
[00:28:46.560 --> 00:28:47.560]  例如在教會
[00:28:47.560 --> 00:28:49.560]  可能會走來跟牧者說
[00:28:49.560 --> 00:28:50.560]  跟同工說
[00:28:50.560 --> 00:28:52.560]  不如這樣做會不會好一點呢
[00:28:52.560 --> 00:28:55.560]  是不是需要這樣做呢
[00:28:55.560 --> 00:28:57.560]  他不是諸事八卦
[00:28:57.560 --> 00:28:58.560]  不是想怎樣
[00:28:58.560 --> 00:29:02.560]  這種是生命力
[00:29:02.560 --> 00:29:04.560]  不是要踢一腳
[00:29:04.560 --> 00:29:09.560]  要等牧師或教會主席跟同工開會
[00:29:09.560 --> 00:29:12.560]  我們有些事要做
[00:29:12.560 --> 00:29:16.560]  最簡單的例子
[00:29:16.560 --> 00:29:20.560]  大家有沒有留意一件事
[00:29:20.560 --> 00:29:27.560]  我們入口的桌面
[00:29:27.560 --> 00:29:31.560]  有紙巾供應
[00:29:31.560 --> 00:29:34.560]  有紙巾供應
[00:29:34.560 --> 00:29:38.560]  是不是牧師留意到
[00:29:38.560 --> 00:29:41.560]  教會開會
[00:29:41.560 --> 00:29:42.560]  跟同工會談完之後
[00:29:42.560 --> 00:29:45.560]  同工我們需要買紙巾三盒
[00:29:45.560 --> 00:29:46.560]  這樣放在那裏
[00:29:46.560 --> 00:29:49.560]  至少我沒有買
[00:29:49.560 --> 00:29:52.560]  我不知道是誰買的
[00:29:52.560 --> 00:29:54.560]  我不知道
[00:29:54.560 --> 00:29:55.560]  可能不是教會供費
[00:29:55.560 --> 00:29:57.560]  是突然之間帶回來的
[00:29:57.560 --> 00:30:02.560]  不過看到教會需要就帶了
[00:30:02.560 --> 00:30:04.560]  有沒有留意到
[00:30:04.560 --> 00:30:07.560]  入口門口有張洗手液
[00:30:07.560 --> 00:30:11.560]  是誰買的
[00:30:11.560 --> 00:30:14.560]  是誰
[00:30:14.560 --> 00:30:17.560]  不知道
[00:30:17.560 --> 00:30:20.560]  我不告訴你是誰買的
[00:30:20.560 --> 00:30:24.560]  是自動自覺的
[00:30:24.560 --> 00:30:29.560]  教會有些事就需要
[00:30:29.560 --> 00:30:31.560]  牧師知道有些需要
