
[00:00:00.000 --> 00:00:05.200]  有些feedback有些看法
[00:01:58.000 --> 00:02:01.000]  幫助我們認識多了上帝的什麼
[00:02:01.000 --> 00:02:03.000]  你這樣問問題
[00:02:03.000 --> 00:02:06.000]  在《已不所書》裡面一定有很多收穫
[00:02:06.000 --> 00:02:08.000]  因為焦點真的從頭到尾
[00:02:08.000 --> 00:02:09.000]  都是放在上帝那裡
[00:02:09.000 --> 00:02:12.000]  第三章保羅說他要坐牢
[00:02:12.000 --> 00:02:15.000]  三章經文我們始終要看一看
[00:02:15.000 --> 00:02:17.000]  三章一節
[00:02:17.000 --> 00:02:19.000]  因此我保羅為你們外邦人
[00:02:19.000 --> 00:02:20.000]  為你們外邦人
[00:02:20.000 --> 00:02:22.000]  所以讀者群
[00:02:22.000 --> 00:02:25.000]  總體來說絕大部分是外邦人
[00:02:25.000 --> 00:02:26.000]  做了基督耶穌
[00:02:26.000 --> 00:02:29.000]  被囚的為了基督耶穌坐牢
[00:02:29.000 --> 00:02:31.000]  替你們祈禱
[00:02:31.000 --> 00:02:36.000]  讓你們必曾聽見我知道福音的奧秘
[00:02:36.000 --> 00:02:39.000]  正如我以前略略寫過的
[00:02:39.000 --> 00:02:41.000]  所以《已不所書》也不是唯一的
[00:02:41.000 --> 00:02:44.000]  寫給已不所或附近教會的書信
[00:02:44.000 --> 00:02:47.000]  你們唸了就能夠了解我心知基督的奧秘
[00:02:47.000 --> 00:02:50.000]  這個奧秘在以前的世代沒有人知道
[00:02:50.000 --> 00:02:52.000]  沒有人知道
[00:02:52.000 --> 00:02:57.000]  好像現在藉著聖靈啟示他的聖仕徒和先知一樣
[00:02:57.000 --> 00:02:59.000]  這個奧秘就是外邦人在基督耶穌裡面
[00:02:59.000 --> 00:03:00.000]  藉著福音
[00:03:00.000 --> 00:03:04.000]  「德以同為後至,德同為一體,同蒙應許」
[00:03:04.000 --> 00:03:07.000]  「同為後至,同為一體,同蒙應許」
[00:03:07.000 --> 00:03:08.000]  很重要
[00:03:08.000 --> 00:03:10.000]  我做了這個福音的執事
[00:03:10.000 --> 00:03:12.000]  是照著上帝的恩賜
[00:03:12.000 --> 00:03:16.000]  這個恩賜是照著祂運行的大能給過我的
[00:03:16.000 --> 00:03:19.000]  我本來比眾聖徒中最小的還小
[00:03:19.000 --> 00:03:22.000]  然而祂仍賜給我這個恩典
[00:03:22.000 --> 00:03:25.000]  叫我把基督的測不透的豐富傳給外邦人
[00:03:25.000 --> 00:03:27.000]  由使眾人都明白
[00:03:27.000 --> 00:03:32.000]  歷代以來隱藏在創造萬物之上帝裡面的奧秘
[00:03:32.000 --> 00:03:33.000]  是怎樣安排的
[00:03:33.000 --> 00:03:35.000]  為要藉著教會
[00:03:35.000 --> 00:03:36.000]  這裡是講教會
[00:03:36.000 --> 00:03:40.000]  整體教會尤其是外邦人的加入
[00:03:40.000 --> 00:03:42.000]  使天上執政掌權的
[00:03:42.000 --> 00:03:44.000]  現在得知上帝百般的智慧
[00:03:44.000 --> 00:03:47.000]  是照著上帝從萬世以前
[00:03:47.000 --> 00:03:49.000]  在我們主耶穌基督裡面
[00:03:49.000 --> 00:03:52.000]  都是在主耶穌基督裡面所預定的旨意
[00:03:52.000 --> 00:03:54.000]  我們因信耶穌
[00:03:54.000 --> 00:03:56.000]  就能夠在祂裡面放膽無懼
[00:03:56.000 --> 00:03:58.000]  篤信不疑的來到上帝面前
[00:03:58.000 --> 00:03:59.000]  所以我求你們
[00:03:59.000 --> 00:04:01.000]  不要因為我為你們所受的患難
[00:04:01.000 --> 00:04:03.000]  就是坐牢、喪膽
[00:04:03.000 --> 00:04:06.000]  你也不想有個在牢等待的朋友
[00:04:06.000 --> 00:04:10.000]  而且你身邊的朋友說疏一點
[00:04:10.000 --> 00:04:12.000]  你家人被人抓去坐牢
[00:04:12.000 --> 00:04:13.000]  怎樣怎樣
[00:04:13.000 --> 00:04:16.000]  你就會很氣餒、很沮喪、很困擾
[00:04:16.000 --> 00:04:18.000]  所以保祿說不要因為我坐牢
[00:04:18.000 --> 00:04:20.000]  你們喪膽
[00:04:20.000 --> 00:04:22.000]  這個本來是你們的榮耀
[00:04:22.000 --> 00:04:24.000]  但保祿突然將它倒轉了
[00:04:24.000 --> 00:04:25.000]  這個本來是你們的榮耀
[00:04:25.000 --> 00:04:27.000]  我們要看到底講了什麼
[00:04:27.000 --> 00:04:31.000]  因此我在父上面前屈膝
[00:04:31.000 --> 00:04:33.000]  又括弧內容
[00:04:33.000 --> 00:04:35.000]  天上地上各家都從他得命
[00:04:35.000 --> 00:04:37.000]  求他按照著他豐盛的榮耀
[00:04:37.000 --> 00:04:39.000]  藉著他的靈
[00:04:39.000 --> 00:04:41.000]  藉著上帝的靈
[00:04:41.000 --> 00:04:43.000]  叫你們心裡面的力量剛強起來
[00:04:43.000 --> 00:04:47.000]  使基督因你們的信住在你們的心裡面
[00:04:47.000 --> 00:04:49.000]  叫你們的愛心有根有記
[00:04:49.000 --> 00:04:51.000]  能夠和眾聖徒一起明白
[00:04:51.000 --> 00:04:52.000]  基督的愛是何等的
[00:04:52.000 --> 00:04:54.000]  長闊高深
[00:04:54.000 --> 00:04:57.000]  並且知道這個愛是過於人所能察度的
[00:04:57.000 --> 00:05:05.000]  就叫上帝一切所充滿的充滿了你們
[00:05:05.000 --> 00:05:08.000]  然後最後一個部分的結束
[00:05:08.000 --> 00:05:09.000]  有一個獨立
[00:05:09.000 --> 00:05:11.000]  也不是獨立
[00:05:11.000 --> 00:05:13.000]  是祈禱
[00:05:13.000 --> 00:05:15.000]  加上道德學
[00:05:15.000 --> 00:05:17.000]  上帝能夠照著運行在我們心裡面的大力
[00:05:17.000 --> 00:05:19.000]  充充足足的成就
[00:05:19.000 --> 00:05:21.000]  一切超過我們所想所求的
[00:05:21.000 --> 00:05:23.000]  但願他在教會當中
[00:05:23.000 --> 00:05:25.000]  並在耶穌基督裡面又再提得著榮耀
[00:05:25.000 --> 00:05:27.000]  直到世世代代永遠永遠
[00:05:27.000 --> 00:05:29.000]  阿們
[00:05:29.000 --> 00:05:31.000]  第三章裡面
[00:05:31.000 --> 00:05:35.000]  有些字眼是經常出現的
[00:05:35.000 --> 00:05:37.000]  譬如奧比
[00:05:37.000 --> 00:05:39.000]  奧比出現過好幾次
[00:05:39.000 --> 00:05:41.000]  三節
[00:05:41.000 --> 00:05:43.000]  第六節
[00:05:43.000 --> 00:05:45.000]  第九節
[00:05:45.000 --> 00:05:47.000]  三六九
[00:05:47.000 --> 00:05:49.000]  保羅是知道上帝奧比
[00:05:49.000 --> 00:05:51.000]  但奧比是什麼呢
[00:05:51.000 --> 00:05:53.000]  所謂奧比就是以前不知道
[00:05:53.000 --> 00:05:55.000]  現在知道
[00:05:55.000 --> 00:05:57.000]  那叫奧比
[00:05:57.000 --> 00:05:59.000]  我們一般說秘密
[00:05:59.000 --> 00:06:01.000]  就是現在都不知道
[00:06:01.000 --> 00:06:03.000]  不要說以前不知道
[00:06:03.000 --> 00:06:05.000]  現在都不知道
[00:06:05.000 --> 00:06:07.000]  那才叫奧比秘密
[00:06:07.000 --> 00:06:09.000]  在舊約裡面也說奧比
[00:06:09.000 --> 00:06:11.000]  就是指以前不知道
[00:06:11.000 --> 00:06:13.000]  但現在已經揭開了
[00:06:13.000 --> 00:06:17.000]  所以奧比是從以前的角度來看
[00:06:17.000 --> 00:06:19.000]  現在已經不是奧比
[00:06:19.000 --> 00:06:21.000]  因為已經啟示了出來讓人知道
[00:06:21.000 --> 00:06:23.000]  是以前不知道的
[00:06:23.000 --> 00:06:25.000]  那是什麼事情呢
[00:06:25.000 --> 00:06:27.000]  就是上帝對外邦人的揀選的事情
[00:06:27.000 --> 00:06:29.000]  以前真的不知道的
[00:06:29.000 --> 00:06:31.000]  舊約裡面沒有提到
[00:06:31.000 --> 00:06:33.000]  所以他們都不接受
[00:06:33.000 --> 00:06:35.000]  到了新約的時候都不接受
[00:06:35.000 --> 00:06:37.000]  上帝就早就告訴他們
[00:06:37.000 --> 00:06:39.000]  說會的一定會這樣發生
[00:06:39.000 --> 00:06:41.000]  那就行了
[00:06:41.000 --> 00:06:43.000]  舊約裡面不是完全沒有提到
[00:06:43.000 --> 00:06:45.000]  起碼有一個約拿書
[00:06:45.000 --> 00:06:47.000]  上帝都猜到約拿去
[00:06:47.000 --> 00:06:49.000]  你們未成外邦人那裡傳福音
[00:06:49.000 --> 00:06:51.000]  但是舊約裡面
[00:06:51.000 --> 00:06:53.000]  所有的
[00:06:53.000 --> 00:06:55.000]  上帝的
[00:06:55.000 --> 00:06:57.000]  關係的建立
[00:06:57.000 --> 00:06:59.000]  都是和以色列人的
[00:06:59.000 --> 00:07:01.000]  和以色列人建立關係的場面說話
[00:07:01.000 --> 00:07:03.000]  所以以色列人就覺得
[00:07:03.000 --> 00:07:05.000]  他們自己得天獨厚
[00:07:05.000 --> 00:07:07.000]  他們的上帝就是他們的上帝
[00:07:07.000 --> 00:07:09.000]  都是有給律法
[00:07:09.000 --> 00:07:11.000]  我們又沒有給律法外面的人
[00:07:11.000 --> 00:07:13.000]  所以以色列人就不明白
[00:07:13.000 --> 00:07:15.000]  這件事
[00:07:15.000 --> 00:07:17.000]  保羅就用奧比這個字來代表
[00:07:17.000 --> 00:07:19.000]  主耶穌基督來了之後
[00:07:19.000 --> 00:07:21.000]  是會改變這件事
[00:07:21.000 --> 00:07:23.000]  而且是藉著聖靈
[00:07:23.000 --> 00:07:25.000]  是
[00:07:25.000 --> 00:07:27.000]  在
[00:07:27.000 --> 00:07:29.000]  第五節
[00:07:29.000 --> 00:07:31.000]  這個奧比是以前的
[00:07:31.000 --> 00:07:33.000]  世代沒有人知道
[00:07:33.000 --> 00:07:35.000]  好像如今
[00:07:35.000 --> 00:07:37.000]  藉著聖靈啟示他的
[00:07:37.000 --> 00:07:39.000]  聖徒
[00:07:39.000 --> 00:07:41.000]  聖使徒和先知一樣
[00:07:41.000 --> 00:07:43.000]  這個奧比就是外邦人
[00:07:43.000 --> 00:07:45.000]  在基督耶穌裡面藉著福音
[00:07:45.000 --> 00:07:47.000]  得以同為口子同盟
[00:07:47.000 --> 00:07:49.000]  所以三個同
[00:07:49.000 --> 00:07:51.000]  很重要
[00:07:51.000 --> 00:07:53.000]  同為一體同盟應許
[00:07:53.000 --> 00:07:55.000]  就是說
[00:07:55.000 --> 00:07:57.000]  以色列人你不要以為
[00:07:57.000 --> 00:07:59.000]  你自己獨大才行
[00:07:59.000 --> 00:08:01.000]  當中也有外邦人的份
[00:08:01.000 --> 00:08:03.000]  而且外邦人會和你們
[00:08:03.000 --> 00:08:05.000]  時間有先後
[00:08:05.000 --> 00:08:07.000]  只是時間先後
[00:08:07.000 --> 00:08:09.000]  先是猶太人後是希利尼人
[00:08:09.000 --> 00:08:11.000]  但是時間一到
[00:08:11.000 --> 00:08:13.000]  身份他們加入
[00:08:13.000 --> 00:08:15.000]  是和你們一模一樣
[00:08:15.000 --> 00:08:17.000]  這個就是所謂
[00:08:17.000 --> 00:08:19.000]  保羅所說的上帝的奧比
[00:08:19.000 --> 00:08:21.000]  是以前沒有人知道
[00:08:21.000 --> 00:08:23.000]  以前沒有人知道就合理
[00:08:23.000 --> 00:08:25.000]  因為以色列人都不承認
[00:08:25.000 --> 00:08:27.000]  沒有人說沒有人做
[00:08:27.000 --> 00:08:29.000]  第一
[00:08:29.000 --> 00:08:31.000]  實踐這個使命
[00:08:31.000 --> 00:08:33.000]  是叫做
[00:08:33.000 --> 00:08:35.000]  執行奧比
[00:08:35.000 --> 00:08:37.000]  既然知道這件事
[00:08:37.000 --> 00:08:39.000]  保羅就要去做
[00:08:39.000 --> 00:08:41.000]  要讓這件事發生
[00:08:41.000 --> 00:08:43.000]  讓外邦人信主
[00:08:43.000 --> 00:08:45.000]  還有
[00:08:45.000 --> 00:08:47.000]  外邦人信主之後身份如何
[00:08:47.000 --> 00:08:49.000]  保羅也明白他要打這場仗
[00:08:49.000 --> 00:08:51.000]  要和猶太人拼過
[00:08:51.000 --> 00:08:53.000]  對猶太人來說
[00:08:53.000 --> 00:08:55.000]  這是奧比
[00:08:55.000 --> 00:08:57.000]  不明白也不接受
[00:08:57.000 --> 00:08:59.000]  所以保羅和他的同工
[00:08:59.000 --> 00:09:01.000]  就會和猶太人拼
[00:09:01.000 --> 00:09:03.000]  拼的過程當中
[00:09:03.000 --> 00:09:05.000]  昨天也提及過
[00:09:05.000 --> 00:09:07.000]  《士徒行傳》裡說
[00:09:07.000 --> 00:09:09.000]  最終的證據
[00:09:09.000 --> 00:09:11.000]  我們怎知道
[00:09:11.000 --> 00:09:13.000]  上帝和看我們一樣
[00:09:13.000 --> 00:09:15.000]  開玩笑
[00:09:15.000 --> 00:09:17.000]  他們沒有列祖、沒有律法
[00:09:17.000 --> 00:09:19.000]  沒有先知、沒有英許
[00:09:19.000 --> 00:09:21.000]  怎會看他們和他們一樣
[00:09:21.000 --> 00:09:23.000]  在《士徒行傳》裡最終極的證據
[00:09:23.000 --> 00:09:25.000]  就是聖靈的臨在
[00:09:25.000 --> 00:09:27.000]  就是聖靈的臨在
[00:09:27.000 --> 00:09:29.000]  所以五旬節是很重要的
[00:09:29.000 --> 00:09:31.000]  猶太人的經驗
[00:09:31.000 --> 00:09:33.000]  主耶穌離世了
[00:09:33.000 --> 00:09:35.000]  如果沒有五旬節的經驗
[00:09:35.000 --> 00:09:37.000]  就糟糕了
[00:09:37.000 --> 00:09:39.000]  外邦人加入教會
[00:09:39.000 --> 00:09:41.000]  同為後子
[00:09:41.000 --> 00:09:43.000]  同為一體
[00:09:43.000 --> 00:09:45.000]  是不可能發生的
[00:09:45.000 --> 00:09:47.000]  因為
[00:09:47.000 --> 00:09:49.000]  怎能證明外邦人和猶太人
[00:09:49.000 --> 00:09:51.000]  在上帝的眼中
[00:09:51.000 --> 00:09:53.000]  身份一樣
[00:09:53.000 --> 00:09:55.000]  因為猶太人不接受
[00:09:55.000 --> 00:09:57.000]  你要證明猶太人
[00:09:57.000 --> 00:09:59.000]  上帝看他們和猶太人一模一樣
[00:09:59.000 --> 00:10:01.000]  真是聖靈的降臨
[00:10:01.000 --> 00:10:03.000]  猶太人自己
[00:10:03.000 --> 00:10:05.000]  猶太信徒最早期門徒
[00:10:05.000 --> 00:10:07.000]  使徒經歷了聖靈降臨
[00:10:07.000 --> 00:10:09.000]  這件事
[00:10:09.000 --> 00:10:11.000]  然後又親眼看見
[00:10:11.000 --> 00:10:13.000]  外邦人信主的時候
[00:10:13.000 --> 00:10:15.000]  聖靈也降臨了
[00:10:15.000 --> 00:10:17.000]  聖靈是上帝給的
[00:10:17.000 --> 00:10:19.000]  他要給他不給
[00:10:19.000 --> 00:10:21.000]  上帝有的
[00:10:21.000 --> 00:10:23.000]  西門行邪術
[00:10:23.000 --> 00:10:25.000]  西門想用錢買也買不到
[00:10:25.000 --> 00:10:27.000]  上帝要給就給
[00:10:27.000 --> 00:10:29.000]  既然不是我們自己可以做到
[00:10:29.000 --> 00:10:31.000]  造出聖靈來
[00:10:31.000 --> 00:10:33.000]  賜下聖靈
[00:10:33.000 --> 00:10:35.000]  必然是上帝做
[00:10:35.000 --> 00:10:37.000]  賜下聖靈給外邦人
[00:10:37.000 --> 00:10:39.000]  也賜下給我們
[00:10:39.000 --> 00:10:41.000]  我們和他們一樣
[00:10:41.000 --> 00:10:43.000]  上帝也會接納他們
[00:10:43.000 --> 00:10:45.000]  所以聖靈的臨在是
[00:10:45.000 --> 00:10:47.000]  是非常重要的
[00:10:47.000 --> 00:10:49.000]  沒有辦法想像
[00:10:49.000 --> 00:10:51.000]  沒有聖靈的經歷
[00:10:51.000 --> 00:10:53.000]  是不可能有現在教會的環境
[00:10:53.000 --> 00:10:55.000]  外邦人就完全
[00:10:55.000 --> 00:10:57.000]  不會是上帝國的一部分
[00:10:57.000 --> 00:10:59.000]  所以這個我們
[00:10:59.000 --> 00:11:01.000]  整體就歷史來說
[00:11:01.000 --> 00:11:03.000]  一定要明白
[00:11:03.000 --> 00:11:05.000]  就我們自己經驗來說
[00:11:05.000 --> 00:11:07.000]  昨天提到聖靈也是讓我們復活
[00:11:07.000 --> 00:11:09.000]  得基業的貧居
[00:11:09.000 --> 00:11:11.000]  怎樣貧居呢?聖靈是那個能力
[00:11:11.000 --> 00:11:13.000]  貧居就是正正有那個能力
[00:11:13.000 --> 00:11:15.000]  今生改變我們的生命
[00:11:15.000 --> 00:11:17.000]  來生賦予我們復活的身體
[00:11:17.000 --> 00:11:19.000]  這個能力是合理的
[00:11:19.000 --> 00:11:21.000]  因為愛因斯坦
[00:11:21.000 --> 00:11:23.000]  人類去到
[00:11:23.000 --> 00:11:25.000]  愛因斯坦的廣義相對論
[00:11:25.000 --> 00:11:27.000]  是一九二幾年
[00:11:27.000 --> 00:11:29.000]  二幾年還是三幾年
[00:11:29.000 --> 00:11:31.000]  是搞出來的
[00:11:31.000 --> 00:11:33.000]  人類去到公元二十世紀
[00:11:33.000 --> 00:11:35.000]  才分得清
[00:11:35.000 --> 00:11:37.000]  是質能兌換
[00:11:37.000 --> 00:11:39.000]  物質、質量和能量
[00:11:39.000 --> 00:11:41.000]  原來可以互換
[00:11:41.000 --> 00:11:43.000]  物質、質量和能量
[00:11:43.000 --> 00:11:45.000]  原來可以互換
[00:11:45.000 --> 00:11:47.000]  能量呢?
[00:11:47.000 --> 00:11:49.000]  雖然能量不是質量
[00:11:49.000 --> 00:11:51.000]  但能量可以變成質量
[00:11:51.000 --> 00:11:53.000]  質量也可以變成能量
[00:11:53.000 --> 00:11:55.000]  原子彈、核子彈也是根據這個道理
[00:11:55.000 --> 00:11:57.000]  核子彈或氫氣彈的質
[00:11:57.000 --> 00:11:59.000]  一化成能量的時候
[00:11:59.000 --> 00:12:01.000]  就「嘩」一聲熱
[00:12:01.000 --> 00:12:03.000]  就是能量,還有輻射也是能量
[00:12:03.000 --> 00:12:05.000]  但是輻射本身
[00:12:05.000 --> 00:12:07.000]  又可以變成質
[00:12:07.000 --> 00:12:09.000]  你有方法
[00:12:09.000 --> 00:12:11.000]  弄到它的時候
[00:12:11.000 --> 00:12:13.000]  它會變成物質
[00:12:13.000 --> 00:12:15.000]  物質你可以簡單看
[00:12:15.000 --> 00:12:19.000]  可能是輻射的質化
[00:12:19.000 --> 00:12:21.000]  就是物質
[00:12:21.000 --> 00:12:23.000]  將質化的狀態改變
[00:12:23.000 --> 00:12:25.000]  就變回輻射
[00:12:25.000 --> 00:12:27.000]  或者能量
[00:12:27.000 --> 00:12:29.000]  光能,所有輻射都是光能
[00:12:29.000 --> 00:12:33.000]  對不起,說錯了
[00:12:33.000 --> 00:12:35.000]  不是所有輻射都是光能
[00:12:35.000 --> 00:12:37.000]  很多輻射仍然是另外的粒子
[00:12:37.000 --> 00:12:39.000]  輻射這個字一定是代表光能
[00:12:39.000 --> 00:12:41.000]  所以在這個位置上
[00:12:41.000 --> 00:12:45.000]  聖靈神早就給我們能力改變
[00:12:45.000 --> 00:12:47.000]  但是將來我們的軀體也不知道去了哪裡
[00:12:47.000 --> 00:12:51.000]  能力又讓我們有個軀體
[00:12:51.000 --> 00:12:53.000]  變成有質的東西
[00:12:53.000 --> 00:12:55.000]  所以在愛因斯坦之前
[00:12:55.000 --> 00:12:57.000]  已經有了這些東西
[00:12:57.000 --> 00:13:01.000]  上帝在聖經裡也有物理定律
[00:13:01.000 --> 00:13:05.000]  不過怎樣發生我們就不知道了
[00:13:05.000 --> 00:13:09.000]  這個就是保羅的工作依歸
[00:13:09.000 --> 00:13:11.000]  他就是本著這個使命
[00:13:11.000 --> 00:13:13.000]  做外邦人工作
[00:13:13.000 --> 00:13:17.000]  外邦人要明白這一點
[00:13:17.000 --> 00:13:19.000]  上帝直著我給你們
[00:13:19.000 --> 00:13:21.000]  上帝直著我
[00:13:21.000 --> 00:13:23.000]  在基督裡面
[00:13:23.000 --> 00:13:25.000]  我們的次序很重要
[00:13:25.000 --> 00:13:27.000]  上帝直著我
[00:13:27.000 --> 00:13:29.000]  在基督裡面給你們的恩典是多麼的大
[00:13:29.000 --> 00:13:31.000]  沒有了我你們也沒得吃了
[00:13:31.000 --> 00:13:33.000]  當然有我沒有基督
[00:13:33.000 --> 00:13:35.000]  沒有我沒有基督
[00:13:35.000 --> 00:13:37.000]  每個人都不用吃
[00:13:37.000 --> 00:13:39.000]  所以直著我在基督裡面給你們的恩典
[00:13:39.000 --> 00:13:41.000]  保羅的神學是很仔細的
[00:13:41.000 --> 00:13:45.000]  細節他很執著的
[00:13:45.000 --> 00:13:49.000]  但是和保羅坐牢有什麼關係呢?
[00:13:49.000 --> 00:13:51.000]  保羅在這裡說你們不要
[00:13:51.000 --> 00:13:53.000]  因為我為你們所受
[00:13:53.000 --> 00:13:55.000]  因為傳福音的緣故他坐牢
[00:13:55.000 --> 00:13:57.000]  如果你看《士徒行傳》又是《士徒行傳》
[00:13:57.000 --> 00:13:59.000]  所以大家應該多看《士徒行傳》
[00:13:59.000 --> 00:14:01.000]  去到哪裡保羅都被人告
[00:14:01.000 --> 00:14:03.000]  罷官司很可憐
[00:14:03.000 --> 00:14:05.000]  去到某些位置會坐牢
[00:14:05.000 --> 00:14:07.000]  在二忽所
[00:14:07.000 --> 00:14:11.000]  去二忽所的時候保羅都曾經被人告
[00:14:11.000 --> 00:14:13.000]  不過那次就沒有坐牢
[00:14:13.000 --> 00:14:15.000]  但是保羅
[00:14:15.000 --> 00:14:17.000]  二忽所書的時候
[00:14:17.000 --> 00:14:19.000]  二忽所書是監獄書信
[00:14:19.000 --> 00:14:21.000]  是坐牢寫的
[00:14:21.000 --> 00:14:23.000]  在哪裡坐牢我們不知道
[00:14:23.000 --> 00:14:25.000]  但是一般學者都認為在羅馬
[00:14:25.000 --> 00:14:27.000]  坐牢的時候寫
[00:14:27.000 --> 00:14:29.000]  可能在蓋薩利亞、菲律賓也說不定
[00:14:29.000 --> 00:14:31.000]  但是羅馬的可能性高一些
[00:14:31.000 --> 00:14:33.000]  是為你們的緣故
[00:14:33.000 --> 00:14:35.000]  我坐牢是為你們的榮耀
[00:14:35.000 --> 00:14:37.000]  保羅很吃得開的
[00:14:37.000 --> 00:14:39.000]  有頭髮誰想做辣你
[00:14:39.000 --> 00:14:41.000]  如果你問保羅你想有自由好還是坐牢好
[00:14:41.000 --> 00:14:43.000]  保羅一定說當然是自由好
[00:14:43.000 --> 00:14:45.000]  神經病 你問來幹什麼
[00:14:45.000 --> 00:14:47.000]  吃飽飯沒得做
[00:14:47.000 --> 00:14:49.000]  有空就問我這些問題
[00:14:49.000 --> 00:14:51.000]  是不是IQ題
[00:14:51.000 --> 00:14:53.000]  會不會答錯
[00:14:53.000 --> 00:14:55.000]  你喜歡坐牢還是喜歡自由 自由好
[00:14:55.000 --> 00:14:57.000]  但是
[00:14:57.000 --> 00:14:59.000]  你為他認為應該做的事情
[00:14:59.000 --> 00:15:01.000]  結果坐牢
[00:15:01.000 --> 00:15:03.000]  他會說你不要心說
[00:15:03.000 --> 00:15:05.000]  這個不需要喪膽
[00:15:05.000 --> 00:15:07.000]  不要怕
[00:15:07.000 --> 00:15:09.000]  倒過來這是你的榮耀
[00:15:09.000 --> 00:15:11.000]  因為上帝正正藉著我做
[00:15:11.000 --> 00:15:13.000]  我之所以坐牢是因為我
[00:15:13.000 --> 00:15:15.000]  努力做上帝要我做的事
[00:15:15.000 --> 00:15:17.000]  不是因為我做錯
[00:15:17.000 --> 00:15:19.000]  而是我努力做上帝要我做的事
[00:15:19.000 --> 00:15:21.000]  世界上頂不住上帝
[00:15:21.000 --> 00:15:23.000]  要我做的事
[00:15:23.000 --> 00:15:25.000]  所以逼我坐牢
[00:15:25.000 --> 00:15:27.000]  因為我努力成就上帝要我做的事
[00:15:27.000 --> 00:15:29.000]  以至外邦人能夠聽到福音
[00:15:29.000 --> 00:15:31.000]  外邦人得救
[00:15:31.000 --> 00:15:33.000]  這是你們的榮耀
[00:15:33.000 --> 00:15:35.000]  因為上帝藉著我
[00:15:35.000 --> 00:15:37.000]  因待你們
[00:15:37.000 --> 00:15:39.000]  所以這個你應該看成是榮耀
[00:15:39.000 --> 00:15:41.000]  如果我什麼都不做
[00:15:41.000 --> 00:15:43.000]  繞著雙手我就不會坐牢
[00:15:43.000 --> 00:15:45.000]  你們也不會有榮耀
[00:15:45.000 --> 00:15:47.000]  所以保羅會吃得開
[00:15:47.000 --> 00:15:49.000]  不過還有些潛台詞
[00:15:49.000 --> 00:15:51.000]  這就是NOOX那裡
[00:15:51.000 --> 00:15:53.000]  第六頁
[00:15:53.000 --> 00:15:55.000]  第五講那裡被囚的保羅
[00:15:55.000 --> 00:15:59.000]  古時地中海除了是階級文化
[00:15:59.000 --> 00:16:01.000]  也是榮辱
