
[00:00:00.000 --> 00:00:09.360]  今天會和大家繼續透過馬太福音分享神的話
[00:06:41.840 --> 00:06:45.760]  有主的使者向她夢中顯現
[00:06:45.760 --> 00:06:48.640]  說:大衛的子孫約瑟
[00:06:48.640 --> 00:06:49.920]  不要怕
[00:06:49.920 --> 00:06:53.440]  只管娶過你的妻子瑪利亞來
[00:06:53.440 --> 00:06:57.280]  因她所懷的孕是從聖靈來的
[00:06:57.280 --> 00:06:59.840]  她要生一個兒子
[00:06:59.840 --> 00:07:02.640]  你要給他起名叫耶穌
[00:07:02.640 --> 00:07:07.600]  因他要將自己的百姓從罪惡裡救出來
[00:07:07.600 --> 00:07:09.360]  這一切的事
[00:07:09.360 --> 00:07:13.600]  成就了要應驗主席先知所說的話
[00:07:13.600 --> 00:07:16.800]  說:必有同女懷孕生子
[00:07:16.800 --> 00:07:20.320]  人要稱他的名為以瑪內利
[00:07:20.320 --> 00:07:25.280]  以瑪內利翻出來就是上帝與我們同在
[00:07:25.280 --> 00:07:26.800]  約瑟醒了
[00:07:26.800 --> 00:07:30.400]  起來就遵著主使者的吩咐
[00:07:30.400 --> 00:07:32.400]  把妻子娶過來
[00:07:32.400 --> 00:07:35.360]  只是沒有和她同房
[00:07:35.360 --> 00:07:37.680]  等她生了兒子
[00:07:37.680 --> 00:07:40.240]  就給他起名叫耶穌
[00:07:40.240 --> 00:07:43.520]  第一部分我想和大家去看的就是
[00:07:43.520 --> 00:07:47.600]  原來二人的心中其實是有糾結的
[00:07:47.600 --> 00:07:51.200]  我們從第十八節至第十九節裡面
[00:07:51.200 --> 00:07:52.800]  就會看到這個題目
[00:07:52.800 --> 00:07:55.200]  第一件我想和大家分享的是
[00:07:55.200 --> 00:07:57.440]  從18-19號的句子
[00:07:57.440 --> 00:08:01.840]  Faith the dynamo in the righteous spirit
[00:08:01.840 --> 00:08:06.160]  無論我們是有什麼身份也好
[00:08:06.160 --> 00:08:08.720]  其實我相信人生當中有很多事情
[00:08:08.720 --> 00:08:13.200]  都很容易令我們有很多糾結的時間
[00:08:13.200 --> 00:08:17.040]  但是如果特別是一個二人的話
[00:08:17.040 --> 00:08:21.280]  因為人生是要基於神的道理而活
[00:08:21.280 --> 00:08:28.800]  因此當他們活在一個以罪惡為主體運作的世界裡面的時候
[00:08:28.800 --> 00:08:33.920]  二人的心中就會經常有一種糾結的情況
[00:08:33.920 --> 00:08:37.360]  而且是非常頻密地出現
[00:08:37.360 --> 00:08:41.120]  來到耶穌基督出生的時候
[00:08:41.120 --> 00:08:45.200]  他的家譜究竟發展是怎麼樣呢?
[00:08:45.200 --> 00:08:46.640]  我們前文已經說到了
[00:08:46.640 --> 00:08:48.000]  到了耶穌那裡
[00:08:48.000 --> 00:08:51.120]  接著他的發展過程是怎麼樣呢?
[00:08:51.120 --> 00:08:54.400]  原來就是由一對夫妻
[00:08:54.400 --> 00:08:57.440]  或者夫婦他們的事開始
[00:08:57.440 --> 00:08:59.600]  這件事是什麼呢?
[00:08:59.600 --> 00:09:02.480]  就叫一個作為丈夫的人物
[00:09:02.480 --> 00:09:04.800]  這個人物叫做約瑟
[00:09:04.800 --> 00:09:06.320]  在他一開始
[00:09:06.320 --> 00:09:10.800]  在婚姻的一開始就已經感覺到非常糾結
[00:09:10.800 --> 00:09:12.080]  為什麼呢?
[00:09:12.080 --> 00:09:15.120]  因為他已經有了婚約
[00:09:15.120 --> 00:09:17.360]  訂定了的妻子
[00:09:17.360 --> 00:09:20.880]  當他們仍然沒有過門的時候
[00:09:20.880 --> 00:09:23.520]  或者我們簡單的說廣東話叫做
[00:09:23.520 --> 00:09:25.920]  他們還沒有完婚的時候
[00:09:25.920 --> 00:09:31.360]  就被發現到原來瑪利亞有了新人
[00:09:31.360 --> 00:09:35.120]  而這個新人在聖經這裡記載到
[00:09:35.120 --> 00:09:37.440]  就是聖靈的感人
[00:09:37.440 --> 00:09:39.680]  在這樣的情況之下
[00:09:39.680 --> 00:09:42.480]  令人非常困擾
[00:09:42.480 --> 00:09:44.240]  當然了大兄姐妹
[00:09:44.240 --> 00:09:46.080]  在這裡我們首先看一下
[00:09:46.080 --> 00:09:50.400]  猶太人他的婚姻習慣是怎麼樣的呢?
[00:09:50.400 --> 00:09:54.800]  通常猶太人的婚姻習慣就是說
[00:09:54.800 --> 00:09:59.360]  首先男女雙方有一個婚約
[00:09:59.360 --> 00:10:01.200]  而這個婚約一訂定了
[00:10:01.200 --> 00:10:05.840]  就正式訂了他們夫妻的關係
[00:10:05.840 --> 00:10:07.520]  就好像我們中國人
[00:10:07.520 --> 00:10:11.360]  傳統的中國人的婚姻制度也是這樣的
[00:10:11.360 --> 00:10:14.960]  不是說行禮那天才叫做夫妻
[00:10:14.960 --> 00:10:17.840]  而是在當他下了禮金
[00:10:17.840 --> 00:10:19.840]  下訂的時候
[00:10:19.840 --> 00:10:22.400]  過大禮那天
[00:10:22.400 --> 00:10:26.800]  就叫做正式的婚姻的關係已經成立了
[00:10:26.800 --> 00:10:30.240]  不是說之後你可以逃婚或者怎麼樣
[00:10:30.240 --> 00:10:32.480]  因為那天你落實了
[00:10:32.480 --> 00:10:35.520]  你真的用中國人說的那句話
[00:10:35.520 --> 00:10:37.520]  牙齒當金洗
[00:10:37.520 --> 00:10:40.400]  一說了就下訂了
[00:10:40.400 --> 00:10:42.400]  那就沒得回頭了
[00:10:42.400 --> 00:10:45.760]  那就已經正式成為一個婚姻
[00:10:45.760 --> 00:10:47.760]  在這個時候我們就知道
[00:10:47.760 --> 00:10:52.400]  瑪利亞已經和約瑟訂下了婚約
[00:10:52.400 --> 00:10:55.760]  只不過是還沒過門而已
[00:10:55.760 --> 00:10:59.920]  如果我們更加明白在聖經的歷史裡面
[00:10:59.920 --> 00:11:02.480]  猶太人的傳統婚姻是怎麼樣的呢?
[00:11:02.480 --> 00:11:06.320]  在真正行禮那天
[00:11:06.320 --> 00:11:13.200]  其實夫婦二人甚至要在飲宴的過程當中
[00:11:13.200 --> 00:11:16.000]  他們要進行一次的行房
[00:11:16.000 --> 00:11:20.720]  以證明大家彼此都是一個處子身份
[00:11:20.720 --> 00:11:24.400]  也同時印證到大家彼此的
[00:11:24.400 --> 00:11:26.800]  真是說是那個貞潔
[00:11:26.800 --> 00:11:30.640]  是在這個婚姻裡面然後開展的
[00:11:30.640 --> 00:11:34.960]  所以很多時候如果發現到
[00:11:34.960 --> 00:11:39.840]  有些男女原來他根本上有婚前性行為的
[00:11:39.840 --> 00:11:43.200]  或者他們有些其他婚外情等等
[00:11:43.200 --> 00:11:48.240]  他們就很怕在這個婚禮的時候被揭穿
[00:11:48.240 --> 00:11:53.120]  我們正正就在這段聖經裡面就發現到這件事件
[00:11:53.120 --> 00:11:55.440]  來到在這個福音書
[00:11:55.440 --> 00:12:00.400]  馬太福音的第一章來到第十八節的時候
[00:12:00.400 --> 00:12:08.000]  我們發現到馬太福音的作者在這一刻仍然沒有提及到
[00:12:08.000 --> 00:12:14.160]  究竟瑪利亞是怎麼樣受到聖靈感染這件事的
[00:12:14.160 --> 00:12:16.160]  你可以仔細去看一下
[00:12:16.160 --> 00:12:20.240]  從頭到尾都沒有說過耶穌基督
[00:12:20.240 --> 00:12:24.240]  原來是聖靈感染是藉著在瑪利亞身上的
[00:12:24.240 --> 00:12:28.560]  和其他的福音書的記載是非常之不同的
[00:12:28.560 --> 00:12:32.400]  在這個記載的背景之下
[00:12:32.400 --> 00:12:35.440]  我們就用這樣的背景去理解
[00:12:35.440 --> 00:12:42.640]  當約瑟知道了自己的太太已經懷了孕了
[00:12:42.640 --> 00:12:44.960]  當然為什麼她懷了孕呢
[00:12:44.960 --> 00:12:49.040]  我相信一定是瑪利亞告訴他了
[00:12:49.040 --> 00:12:52.640]  在這個時候我相信瑪利亞告訴他之後
[00:12:52.640 --> 00:12:57.360]  在這件事上其實作為一個異人
[00:12:57.360 --> 00:13:00.160]  約瑟在這樣的情況之下
[00:13:00.160 --> 00:13:03.120]  他真的不是太明白
[00:13:03.120 --> 00:13:08.080]  因為我沒有得到天使直接跟你說
[00:13:08.080 --> 00:13:11.200]  你會受到聖靈感染
[00:13:11.200 --> 00:13:13.200]  我不在場的時候
[00:13:13.200 --> 00:13:15.440]  我怎麼知道是真是假呢
[00:13:15.440 --> 00:13:18.480]  雖然你把所有資料都告訴我了
[00:13:18.480 --> 00:13:21.280]  我收到所有資料了
[00:13:21.280 --> 00:13:22.160]  用今天來說
[00:13:22.160 --> 00:13:27.120]  但是有資料不代表我是明白這件事是怎麼發展的
[00:13:27.120 --> 00:13:29.440]  所以在這樣的情況下
[00:13:29.440 --> 00:13:32.720]  就造成了一個很大的困擾
[00:13:32.720 --> 00:13:36.320]  使約瑟在這個時候不明白
[00:13:36.320 --> 00:13:39.920]  究竟為什麼這件事是這麼發生的呢
[00:13:39.920 --> 00:13:44.400]  我認識的瑪利亞似乎也不會這樣
[00:13:44.400 --> 00:13:48.480]  但是沒理由跟其他的男人有親近的
[00:13:48.480 --> 00:13:51.760]  為什麼有這樣的聖靈懷孕事
[00:13:51.760 --> 00:13:54.000]  這件簡直是可以說是
[00:13:54.000 --> 00:13:58.560]  匪夷所思沒有遇見過的事情
[00:13:58.560 --> 00:14:00.960]  馬太福音的作者又故意
[00:14:00.960 --> 00:14:03.040]  讓我們作為讀者明白到
[00:14:03.040 --> 00:14:04.960]  在這一刻約瑟根本不知道
[00:14:04.960 --> 00:14:07.760]  因為從記載裡面也沒有說過
[00:14:07.760 --> 00:14:11.120]  似乎整件事瑪利亞受聖靈感染
[00:14:11.120 --> 00:14:15.200]  只有瑪利亞和上帝知道
[00:14:15.200 --> 00:14:18.480]  於是乎作為一個異人
[00:14:18.480 --> 00:14:20.960]  明白上帝心意的人
[00:14:20.960 --> 00:14:27.040]  竭力要按照上帝的道理真理而活的人
[00:14:27.040 --> 00:14:28.640]  異人
[00:14:28.640 --> 00:14:31.680]  約瑟怎麼去面對這樣的情況呢
[00:14:31.680 --> 00:14:33.760]  我相信他只能夠
[00:14:33.760 --> 00:14:37.040]  是藉著他所認識的真理
[00:14:37.040 --> 00:14:41.920]  用聖經的真理去告訴他怎麼去做
[00:14:41.920 --> 00:14:44.800]  或者用聖經的真理去想一個方法
[00:14:44.800 --> 00:14:46.640]  去處理這件事件
[00:14:46.640 --> 00:14:48.720]  那我們就幸福一點
[00:14:48.720 --> 00:14:50.000]  我們有新約聖經
[00:14:50.000 --> 00:14:51.360]  我們看到全幅圖
[00:14:51.360 --> 00:14:54.960]  但是約瑟當時只有舊約聖經來的
[00:14:54.960 --> 00:14:58.080]  作為一個異人的約瑟
[00:14:58.080 --> 00:15:00.240]  在這個時候我相信他一定會想到
[00:15:00.240 --> 00:15:01.760]  在這樣的狀態
[00:15:01.760 --> 00:15:04.400]  聖經舊約教我什麼呢
[00:15:04.400 --> 00:15:06.160]  很自然他一定會想到
[00:15:06.160 --> 00:15:08.000]  聖經的生命記
[00:15:08.000 --> 00:15:12.080]  第22章23至27節的經文
[00:15:12.080 --> 00:15:14.800]  Deuteronomy chapter 22
[00:15:14.800 --> 00:15:17.280]  verse 23 to 27
[00:15:17.280 --> 00:15:20.960]  他嘗試一定透過這段聖經的介紹
[00:15:20.960 --> 00:15:24.960]  去明白究竟這件事我應該怎樣去做
[00:15:24.960 --> 00:15:27.520]  才能夠做得好好看看
[00:15:27.520 --> 00:15:29.680]  這段聖經說什麼呢
[00:15:29.680 --> 00:15:33.280]  如果大家有機會去看回聖經的時候
[00:15:33.280 --> 00:15:35.040]  這段聖經是這樣記載的
[00:15:35.040 --> 00:15:40.320]  在生命記第22章23至27節
[00:15:40.320 --> 00:15:41.440]  他說
[00:15:41.440 --> 00:15:44.800]  若有處女已經許配丈夫
[00:15:44.800 --> 00:15:47.440]  有人在城裡遇見他
[00:15:47.440 --> 00:15:48.960]  與他行淫
[00:15:48.960 --> 00:15:53.440]  你們就要把這異人帶到本城門
[00:15:53.440 --> 00:15:56.320]  用石頭打死
[00:15:56.320 --> 00:15:59.040]  女子是因為
[00:15:59.040 --> 00:16:02.240]  雖在城裡卻沒有喊叫
[00:16:02.240 --> 00:16:05.360]  男子是因為玷污別人的妻
[00:16:05.360 --> 00:16:10.160]  這樣就把那惡從你們中間除掉
[00:16:10.160 --> 00:16:12.720]  若有男子在田野遇見
[00:16:12.720 --> 00:16:15.520]  已經許配人的女子
[00:16:15.520 --> 00:16:17.520]  強與他行淫
[00:16:17.520 --> 00:16:19.840]  只要把那男子致死
[00:16:19.840 --> 00:16:21.920]  但不可扮女子
[00:16:21.920 --> 00:16:24.560]  他本沒有該死的罪
[00:16:24.560 --> 00:16:30.640]  這事就類似人起來攻擊淪陷
[00:16:30.640 --> 00:16:33.200]  將他殺了一樣
[00:16:33.200 --> 00:16:35.760]  因為男子要在田野遇見
[00:16:35.760 --> 00:16:38.080]  那已經許配人的女子
[00:16:38.080 --> 00:16:39.520]  女子喊叫
[00:16:39.520 --> 00:16:41.360]  並無人救他
[00:16:41.360 --> 00:16:43.600]  在這個生命記錄裡
[00:16:43.600 --> 00:16:46.240]  我相信約瑟他當然會明白
[00:16:46.240 --> 00:16:47.760]  因為他作為一個異人
[00:16:47.760 --> 00:16:51.120]  他一定盡力去理解上帝的講話
[00:16:51.120 --> 00:16:52.160]  是怎麼說的
[00:16:52.160 --> 00:16:53.520]  是怎麼做的
[00:16:53.520 --> 00:16:54.880]  在這一刻
[00:16:54.880 --> 00:16:58.000]  我相信當瑪利亞跟他說的時候
[00:16:58.000 --> 00:16:59.040]  我都沒有行淫
[00:16:59.040 --> 00:17:01.040]  不過這是聖靈所作的事
[00:17:01.040 --> 00:17:03.760]  是上帝所做的事
[00:17:03.760 --> 00:17:05.840]  似乎這兩段聖經
[00:17:05.840 --> 00:17:08.560]  他都不知道要用哪一段來處理
[00:17:08.560 --> 00:17:10.080]  在這段聖經裡
[00:17:10.080 --> 00:17:13.840]  其實他究竟被人強姦
[00:17:13.840 --> 00:17:17.120]  還是他根本是自願
[00:17:17.120 --> 00:17:19.040]  在這樣的情況下
[00:17:19.040 --> 00:17:22.000]  我相信約瑟一定很難堪
[00:17:22.000 --> 00:17:24.480]  一方面我相信他明白到
[00:17:24.480 --> 00:17:26.240]  瑪利亞告訴他
[00:17:26.240 --> 00:17:27.280]  我沒有行淫
[00:17:27.280 --> 00:17:29.760]  所以在這樣的情況下
[00:17:29.760 --> 00:17:32.640]  他應該不會想他死
[00:17:32.640 --> 00:17:34.240]  但又沒有姦夫
[00:17:34.240 --> 00:17:35.200]  抓不到姦夫
[00:17:35.200 --> 00:17:36.160]  因為沒有姦夫
[00:17:36.160 --> 00:17:39.200]  沒理由抓上帝出來做姦夫
[00:17:39.200 --> 00:17:40.720]  抓聖靈做姦夫
[00:17:40.720 --> 00:17:41.760]  沒理由的
[00:17:41.760 --> 00:17:43.360]  所以在這樣的情況下
[00:17:43.360 --> 00:17:45.280]  我相信他糾結的是
[00:17:45.280 --> 00:17:47.440]  究竟怎麼處理好
[00:17:47.440 --> 00:17:49.120]  怎麼做到這件事情
[00:17:49.120 --> 00:17:50.640]  能夠好好看看
[00:17:50.640 --> 00:17:51.760]  能夠搞定
[00:17:51.760 --> 00:17:52.560]  擺平
[00:17:52.560 --> 00:17:54.720]  所以他就想出一個方法
[00:17:54.720 --> 00:18:00.320]  他就私底下希望將瑪利亞休了
[00:18:00.320 --> 00:18:02.080]  請大家留意
[00:18:02.080 --> 00:18:04.320]  約瑟這個行動
[00:18:04.320 --> 00:18:08.880]  其實他的動機不是為自己的好處
[00:18:08.880 --> 00:18:10.400]  請大家留意
[00:18:10.400 --> 00:18:13.040]  他這個想法在聖經裡面
[00:18:13.040 --> 00:18:14.240]  他記載到
[00:18:14.240 --> 00:18:18.320]  他不想瑪利亞被羞辱
[00:18:18.320 --> 00:18:21.360]  所以約瑟他的動機
[00:18:21.360 --> 00:18:23.360]  其實是為他那位
[00:18:23.360 --> 00:18:26.800]  未過門的妻子瑪利的好處
[00:18:26.800 --> 00:18:28.400]  去著眼的
[00:18:28.400 --> 00:18:30.000]  當然另一方面
[00:18:30.000 --> 00:18:31.920]  約瑟又要明白到
[00:18:31.920 --> 00:18:36.480]  我要進行在律法書裡面的教訓
[00:18:36.480 --> 00:18:38.080]  是怎麼去處理
[00:18:38.080 --> 00:18:40.400]  我才能夠稱上
[00:18:40.400 --> 00:18:43.520]  可以配稱為一個二人的身份
[00:18:43.520 --> 00:18:46.640]  因為他對二人的身份也很關心
[00:18:46.640 --> 00:18:48.800]  想怎麼竭力去保存
[00:18:48.800 --> 00:18:51.680]  在這樣的兩者之間
[00:18:51.680 --> 00:18:55.360]  我相信他就非常矛盾
[00:18:55.360 --> 00:18:57.760]  所以他就要反覆思想
[00:18:57.760 --> 00:18:59.200]  所以在這段聖經裡面
[00:18:59.200 --> 00:19:01.600]  接著在20節的最開頭
[00:19:01.600 --> 00:19:02.720]  我們就看到
[00:19:02.720 --> 00:19:04.720]  他就在思念
[00:19:04.720 --> 00:19:06.080]  我一會兒會再解釋
[00:19:06.080 --> 00:19:08.640]  再詳細說說他思念什麼
[00:19:08.640 --> 00:19:11.840]  在這個思念的過程裡面
[00:19:11.840 --> 00:19:13.840]  和合本聖經就解釋
[00:19:13.840 --> 00:19:16.640]  意思更說得明白一點
[00:19:16.640 --> 00:19:18.640]  不想明明的羞辱
[00:19:18.640 --> 00:19:21.680]  瑪利亞未婚妻
[00:19:21.680 --> 00:19:23.360]  未過門的妻子
[00:19:23.360 --> 00:19:24.960]  於是怎麼樣
[00:19:24.960 --> 00:19:27.360]  想暗暗的希望
[00:19:27.360 --> 00:19:30.160]  私底下搞定這件事就算了
[00:19:30.160 --> 00:19:31.920]  但是
[00:19:31.920 --> 00:19:33.520]  這個解釋
[00:19:33.520 --> 00:19:36.000]  其實還沒有完滿地解釋到
[00:19:36.000 --> 00:19:40.080]  約瑟真正的二人的生命是怎麼樣
[00:19:40.080 --> 00:19:42.480]  這個解釋
[00:19:42.480 --> 00:19:44.480]  談論到就是
[00:19:44.480 --> 00:19:46.320]  要把他休了
[00:19:46.320 --> 00:19:49.680]  在原文聖經就沒有明明的說話
[00:19:49.680 --> 00:19:52.240]  但是暗暗就有這個字眼
[00:19:52.240 --> 00:19:53.520]  意思就是說
[00:19:53.520 --> 00:19:57.040]  約瑟不想瑪利亞被羞辱
[00:19:57.040 --> 00:19:59.920]  於是他希望私底下
[00:19:59.920 --> 00:20:01.360]  暗暗地
[00:20:01.360 --> 00:20:02.720]  不是休了
[00:20:02.720 --> 00:20:05.840]  休了這個希臘文
[00:20:05.840 --> 00:20:08.560]  原來可以有另一個解釋
[00:20:08.560 --> 00:20:09.760]  將他
[00:20:09.760 --> 00:20:12.320]  送離開本地
[00:20:12.320 --> 00:20:18.480]  如果這樣我們就更加能夠在這個翻譯裡面更明白到
[00:20:18.480 --> 00:20:23.520]  約瑟那種二人的生命是怎麼樣的表現
[00:20:23.520 --> 00:20:28.720]  他有多強的意義在生命當中去管束著自己
[00:20:28.720 --> 00:20:29.680]  是怎麼樣
[00:20:29.680 --> 00:20:31.680]  他在這樣的情況之下
[00:20:31.680 --> 00:20:33.280]  希望怎麼樣
[00:20:33.280 --> 00:20:35.520]  唯有又不會去
[00:20:35.520 --> 00:20:37.120]  又沒有姦夫竹
[00:20:37.120 --> 00:20:41.200]  但是又不想妻子說沒過門就會生孩子
[00:20:41.200 --> 00:20:42.640]  於是怎麼樣
[00:20:42.640 --> 00:20:43.840]  在這樣的情況之下
[00:20:43.840 --> 00:20:47.040]  又保存到自己二人的生命
[00:20:47.040 --> 00:20:48.320]  不如就怎麼樣
[00:20:48.320 --> 00:20:51.840]  送他去一個非本地的地方
[00:20:51.840 --> 00:20:54.080]  就是去了別的地方
[00:20:54.080 --> 00:20:56.320]  讓他在那裡生這個兒子
[00:20:56.320 --> 00:21:01.040]  在種種這些選擇裡面
[00:21:01.040 --> 00:21:08.480]  我們都看到約瑟對瑪利亞的那種保護是多麼的強烈
[00:21:08.480 --> 00:21:15.920]  而他所作出的行動似乎又可以保存在猶太人的
[00:21:15.920 --> 00:21:21.200]  對婚姻那種的貞潔的那種看重
[00:21:21.200 --> 00:21:24.720]  但是在這種情況之下
[00:21:24.720 --> 00:21:26.640]  作為一個二人
[00:21:26.800 --> 00:21:30.960]  仍然是處於一種矛盾的局面裡面
[00:21:30.960 --> 00:21:33.520]  在這樣的做法裡面
[00:21:33.520 --> 00:21:35.600]  其實是不是真的最好呢
[00:21:35.600 --> 00:21:41.120]  我相信在約瑟在整個處理的過程當中
[00:21:41.120 --> 00:21:44.560]  他都是為了大家的好處去著想的
[00:21:44.560 --> 00:21:50.160]  但是雖然在他自己想的這些解決方法裡面
[00:21:50.160 --> 00:21:51.920]  似乎已經是最好了
[00:21:51.920 --> 00:21:55.760]  但是原來在上帝的眼當中
[00:21:55.760 --> 00:21:59.040]  其實仍然有他不願避的地方
[00:21:59.040 --> 00:22:06.400]  不過在我們繼續說聖經耶穌基督的族譜發展的過程裡面
[00:22:06.400 --> 00:22:09.040]  在這裡先做一點反思
