
[00:00:00.000 --> 00:00:08.000]  今晚我們要查的是以西傑書的第四和第五章
[00:10:10.160 --> 00:10:15.280]  這裏是講到這個鑊是用來做素製
[00:10:15.280 --> 00:10:17.680]  在聖殿裏是獻祭的
[00:10:17.680 --> 00:10:19.120]  是叫素製
[00:10:19.120 --> 00:10:22.320]  利美記第六章第21節說
[00:10:22.320 --> 00:10:27.600]  要在鐵鵝上用油調和做作成
[00:10:27.600 --> 00:10:30.320]  調勻了你就拿進來
[00:10:30.320 --> 00:10:33.120]  烤好了分成塊紙
[00:10:33.120 --> 00:10:37.680]  獻給耶和華為輕香的素製
[00:10:37.680 --> 00:10:40.560]  這個鐵鵝平底的鑊
[00:10:40.560 --> 00:10:45.200]  就是用來做素製的東西
[00:10:45.200 --> 00:10:48.320]  來獻給神是一個獻祭的
[00:10:48.320 --> 00:10:50.640]  利美記第七章第九節
[00:10:50.640 --> 00:10:54.080]  凡在爐中烤的素製
[00:10:54.080 --> 00:10:56.560]  和煎盤中所作的
[00:10:56.560 --> 00:10:58.800]  並鐵鵝上作的
[00:10:58.800 --> 00:11:02.480]  都要歸那獻祭的祭司
[00:11:02.480 --> 00:11:05.760]  這些素製獻給上帝之後
[00:11:05.760 --> 00:11:12.320]  是給祭司享用做出來的祭物
[00:11:12.320 --> 00:11:15.600]  這個鐵鵝我相信是他們
[00:11:15.600 --> 00:11:17.920]  被滅亡到巴比倫的時候
[00:11:17.920 --> 00:11:22.400]  都有帶到這些鐵鵝身上
[00:11:22.400 --> 00:11:24.640]  所以這幅圖畫
[00:11:24.640 --> 00:11:31.680]  就是一塊磚畫了耶路撒冷圍城的情況
[00:11:31.680 --> 00:11:38.000]  但神不單叫他在磚上畫了
[00:11:38.000 --> 00:11:40.320]  耶路撒冷的城被圍困
[00:11:40.320 --> 00:11:43.600]  而且要用鐵鵝
[00:11:43.600 --> 00:11:44.880]  一個鐵的鑊
[00:11:44.880 --> 00:11:46.640]  好像鐵板一樣
[00:11:46.640 --> 00:11:47.840]  第三節說
[00:11:47.840 --> 00:11:51.040]  放在你和城的中間
[00:11:51.040 --> 00:11:54.320]  作為一個鐵牆
[00:11:54.320 --> 00:11:56.320]  這是什麼意思呢
[00:11:56.320 --> 00:12:04.320]  為什麼上帝要他用鐵牆來隔開呢
[00:12:04.320 --> 00:12:10.480]  後面還要他做出來
[00:12:10.480 --> 00:12:13.680]  就是要攻擊這個城
[00:12:13.680 --> 00:12:15.600]  使這個城被困
[00:12:15.600 --> 00:12:18.160]  但是他和城之間
[00:12:18.160 --> 00:12:20.720]  又是用一個鐵牆
[00:12:20.720 --> 00:12:24.560]  就是鐵鵝隔住
[00:12:24.560 --> 00:12:26.960]  我相信這個意思
[00:12:26.960 --> 00:12:30.400]  就是他們不要指望
[00:12:30.400 --> 00:12:33.360]  在耶路撒冷被困的時候
[00:12:33.360 --> 00:12:36.080]  上帝會來拯救他們
[00:12:36.080 --> 00:12:38.400]  這個鐵鵝象徵了
[00:12:38.400 --> 00:12:40.800]  左隔在他們中間
[00:12:40.800 --> 00:12:44.880]  是上帝和耶路撒冷之間的左隔
[00:12:44.880 --> 00:12:47.600]  就是說當他們被圍困的時候
[00:12:47.600 --> 00:12:50.160]  上帝不會幫助他們
[00:12:50.160 --> 00:12:53.600]  避免他們滅亡的命運
[00:12:53.600 --> 00:12:56.000]  就像一座鐵牆一樣
[00:12:56.000 --> 00:12:58.240]  只是說我不會看你
[00:12:58.240 --> 00:12:59.520]  我不會來幫你的
[00:12:59.520 --> 00:13:01.040]  這樣告訴他們
[00:13:01.040 --> 00:13:04.160]  他們被圍困的結果
[00:13:04.160 --> 00:13:06.640]  一定會被攻陷
[00:13:06.640 --> 00:13:14.080]  這是上帝要以西傑所做的第一個行動
[00:13:14.080 --> 00:13:21.360]  第二個行動就是在第四章的第四節至第八節
[00:13:21.360 --> 00:13:24.080]  這裡所吩咐他做的
[00:13:24.080 --> 00:13:26.400]  是相當奇怪的
[00:13:26.400 --> 00:13:27.840]  第四節他說
[00:13:27.840 --> 00:13:34.880]  你要向左側俄來承擔以色列家的罪業
[00:13:34.880 --> 00:13:39.840]  要按你向左側俄的日數
[00:13:39.840 --> 00:13:41.840]  擔當他們的罪業
[00:13:41.840 --> 00:13:42.960]  第五節說
[00:13:42.960 --> 00:13:45.920]  因為我已將他們作業的年數
[00:13:45.920 --> 00:13:50.000]  定為你向左側俄的日數
[00:13:50.000 --> 00:13:52.000]  就是390日
[00:13:52.000 --> 00:13:56.560]  你要這樣來擔當以色列家的罪業
[00:13:56.560 --> 00:14:03.440]  這兩節我們有兩個字是一直出現的
[00:14:03.440 --> 00:14:07.040]  這兩個字除了罪業之外
[00:14:07.040 --> 00:14:09.200]  第四節一開始說罪業
[00:14:09.200 --> 00:14:10.880]  有說他們作業
[00:14:10.880 --> 00:14:14.320]  第五節最後也說他們的罪業
[00:14:14.320 --> 00:14:22.400]  當然這就是神要他們被圍困被攻擊的原因
[00:14:22.400 --> 00:14:29.280]  第四和第五第六節都有兩個字是很重要的
[00:14:29.280 --> 00:14:31.360]  這兩個字在第四節說
[00:14:31.360 --> 00:14:35.840]  承當以色列家的罪業
[00:14:35.840 --> 00:14:38.480]  然後第四節尾有說
[00:14:38.480 --> 00:14:40.480]  擔當他們的罪業
[00:14:40.480 --> 00:14:42.480]  擔當承當
[00:14:42.480 --> 00:14:45.920]  第五節最後那句有說
[00:14:45.920 --> 00:14:49.920]  你要這樣擔當以色列家的罪業
[00:14:49.920 --> 00:14:53.120]  第六節是說
[00:14:53.120 --> 00:14:57.360]  左邊俄左390日之後
[00:14:57.360 --> 00:14:58.160]  第六節說
[00:14:58.160 --> 00:15:01.280]  在者你滿了這些日子
[00:15:01.280 --> 00:15:04.080]  還要向右側俄
[00:15:04.080 --> 00:15:08.480]  來擔當右大家的罪業
[00:15:08.480 --> 00:15:10.880]  前面那390日
[00:15:10.880 --> 00:15:12.880]  他向左邊俄
[00:15:12.880 --> 00:15:17.200]  就是來擔當以色列家的罪業
[00:15:17.200 --> 00:15:20.000]  他要向右邊俄
[00:15:20.000 --> 00:15:23.840]  就是擔當右大家的罪業
[00:15:23.840 --> 00:15:26.880]  這個擔當這個承當
[00:15:26.880 --> 00:15:30.000]  這兩個字在我們基督教的真理
[00:15:30.000 --> 00:15:33.280]  我們的教義裏面是很重要的
[00:15:33.280 --> 00:15:38.240]  就是說罪業是怎樣來解決的呢?
[00:15:38.240 --> 00:15:41.840]  罪業不是自己靠自己的修行
[00:15:41.840 --> 00:15:45.920]  靠自己來建立自己的道德來解決的
[00:15:45.920 --> 00:15:51.520]  人的罪一定是要有被人擔當的
[00:15:51.520 --> 00:15:53.040]  就是被人背了去的
[00:15:53.040 --> 00:15:54.720]  被人承擔了的
[00:15:54.720 --> 00:15:57.600]  所以這個擔當這兩個字
[00:15:57.600 --> 00:15:59.760]  在這裏出現了四次
[00:15:59.760 --> 00:16:03.200]  是承受和替代的意思
[00:16:03.200 --> 00:16:05.440]  這個就是基督教裏面
[00:16:05.440 --> 00:16:07.200]  救贖很重要的真理
[00:16:07.200 --> 00:16:08.880]  我們都認識
[00:16:08.880 --> 00:16:13.120]  我們的罪是有人來代替
[00:16:13.120 --> 00:16:15.120]  來擔當
[00:16:15.120 --> 00:16:19.040]  這個就是神救贖罪人的辦法
[00:16:19.040 --> 00:16:23.040]  哪一個人有資格來擔當我們的罪呢?
[00:16:23.040 --> 00:16:27.680]  這裏神叫以色列向左邊俄
[00:16:27.680 --> 00:16:28.800]  向右邊俄
[00:16:28.800 --> 00:16:32.720]  是一個象徵他來擔當了
[00:16:32.720 --> 00:16:35.040]  以色列和猶大的罪
[00:16:35.040 --> 00:16:39.840]  當然以色列雖然被按立為先知
[00:16:39.840 --> 00:16:44.240]  但是他沒有資格來擔當其他人的罪
[00:16:44.240 --> 00:16:46.240]  因為他自己都是一個罪人
[00:16:46.240 --> 00:16:50.640]  所以哪一個才有資格來擔當別人的罪呢?
[00:16:50.640 --> 00:16:52.640]  一定是沒有罪的
[00:16:52.640 --> 00:16:55.760]  然後才能夠來擔當我們的罪
[00:16:55.760 --> 00:16:58.080]  哪一個是沒有罪的呢?
[00:16:58.080 --> 00:17:00.880]  除了聖潔的神之外
[00:17:00.880 --> 00:17:02.640]  人人都是罪人
[00:17:02.640 --> 00:17:04.880]  沒有辦法擔當其他人的罪
[00:17:04.880 --> 00:17:09.360]  所以一定是上帝要來擔當我們的罪
[00:17:09.360 --> 00:17:11.360]  但是如果本身是上帝
[00:17:11.360 --> 00:17:13.360]  他不能夠擔當別人的罪
[00:17:13.360 --> 00:17:15.360]  他一定要成為人
[00:17:15.360 --> 00:17:17.360]  然後一個無罪的人
[00:17:17.360 --> 00:17:20.160]  就能夠擔當我們人的罪
[00:17:20.160 --> 00:17:23.120]  所以主耶穌一定要來到世界成為一個人
[00:17:23.120 --> 00:17:25.120]  而死在十字架上
[00:17:25.120 --> 00:17:32.160]  就是來完成擔當人罪的做法
[00:17:32.160 --> 00:17:38.320]  我們中國人有形容是代罪的羔羊
[00:17:38.320 --> 00:17:40.320]  這個其實很合真理的
[00:17:40.320 --> 00:17:43.040]  代罪的羔羊就是說
[00:17:43.040 --> 00:17:48.080]  有隻羔羊來背負了我們的罪
[00:17:48.080 --> 00:17:50.080]  代替了我們的罪
[00:17:50.080 --> 00:17:52.880]  其實這個救贖的方法
[00:17:52.880 --> 00:17:54.880]  是神在一開始的時候
[00:17:54.880 --> 00:17:57.520]  已經是當人犯罪之後
[00:17:57.680 --> 00:18:03.280]  已經是逐步將這個救贖代罪的真理
[00:18:03.280 --> 00:18:06.080]  逐漸讓人明白
[00:18:06.080 --> 00:18:08.080]  當然是一開始的時候
[00:18:08.080 --> 00:18:10.080]  只是殺動物
[00:18:10.080 --> 00:18:12.080]  這是獻祭
[00:18:12.080 --> 00:18:14.080]  獻祭這件事是神吩咐人做的
[00:18:14.080 --> 00:18:16.080]  這個獻祭是很早已經開始的
[00:18:16.080 --> 00:18:18.080]  是阿伯拉罕
[00:18:18.080 --> 00:18:20.080]  那時候已經開始
[00:18:20.080 --> 00:18:22.080]  甚至在那個之前
[00:18:22.080 --> 00:18:24.080]  都已經開始了
[00:18:24.080 --> 00:18:26.080]  羅亞經過洪水之後
[00:18:26.080 --> 00:18:28.080]  就已經在獻祭
[00:18:28.080 --> 00:18:30.080]  所以為什麼在世界上
[00:18:30.080 --> 00:18:32.080]  很多不同的民族
[00:18:32.080 --> 00:18:34.080]  不同的文化
[00:18:34.080 --> 00:18:36.080]  都有獻祭這件事呢?
[00:18:36.080 --> 00:18:38.080]  即使他不認識真神
[00:18:38.080 --> 00:18:40.080]  不認識上帝
[00:18:40.080 --> 00:18:42.080]  他都有獻祭呢?
[00:18:42.080 --> 00:18:44.080]  我們中國人的天壇
[00:18:44.080 --> 00:18:46.080]  就是天使在那裏祭天
[00:18:46.080 --> 00:18:48.080]  來獻祭
[00:18:48.080 --> 00:18:52.960]  人都是由羅亞那三個兒子出來的
[00:18:52.960 --> 00:18:54.960]  所以這三個兒子
[00:18:54.960 --> 00:18:56.960]  他們都見到爸爸
[00:18:56.960 --> 00:18:58.960]  出了方舟之後
[00:18:58.960 --> 00:19:00.960]  來獻祭
[00:19:00.960 --> 00:19:02.960]  所以當他們四散在世界各地的時候
[00:19:02.960 --> 00:19:04.960]  他一定是告訴他的子孫
[00:19:04.960 --> 00:19:06.960]  一代一代的講下去
[00:19:06.960 --> 00:19:08.960]  就是說有獻祭這回事
[00:19:08.960 --> 00:19:10.960]  我們要獻祭
[00:19:10.960 --> 00:19:12.960]  獻給神
[00:19:12.960 --> 00:19:14.960]  所以不同的文化都有獻祭
[00:19:14.960 --> 00:19:16.960]  其實洪水
[00:19:16.960 --> 00:19:18.960]  很多文化都有講到洪水
[00:19:18.960 --> 00:19:20.960]  我們中國人有沒有?
[00:19:20.960 --> 00:19:22.960]  中國人有沒有?
[00:19:22.960 --> 00:19:24.960]  那個女媧
[00:19:24.960 --> 00:19:26.960]  其實就是羅亞
[00:19:26.960 --> 00:19:28.960]  中國人的神話歷史上
[00:19:28.960 --> 00:19:30.960]  都有相傳
[00:19:30.960 --> 00:19:32.960]  以前是曾經
[00:19:32.960 --> 00:19:34.960]  天裏裂開了
[00:19:34.960 --> 00:19:36.960]  洪水倒下來
[00:19:36.960 --> 00:19:38.960]  有一個女媧
[00:19:38.960 --> 00:19:40.960]  這個神話就說
[00:19:40.960 --> 00:19:42.960]  由她來保了青天
[00:19:42.960 --> 00:19:44.960]  就不會再下雨
[00:19:44.960 --> 00:19:46.960]  不會再有洪水
[00:19:46.960 --> 00:19:48.960]  這個都是因為羅亞的兒子
[00:19:48.960 --> 00:19:50.960]  的孫子
[00:19:50.960 --> 00:19:52.960]  來傳開
[00:19:52.960 --> 00:19:54.960]  承擔擔當
[00:19:54.960 --> 00:19:56.960]  在我們基督教裏面
[00:19:56.960 --> 00:19:58.960]  神為我們解決
[00:19:58.960 --> 00:20:00.960]  罪的方法
[00:20:00.960 --> 00:20:02.960]  就是主耶穌親自來到地上
[00:20:02.960 --> 00:20:04.960]  死在十字架上
[00:20:04.960 --> 00:20:06.960]  來擔當了世人的罪孽
[00:20:06.960 --> 00:20:08.960]  這樣做
[00:20:08.960 --> 00:20:10.960]  就滿足了父神
[00:20:10.960 --> 00:20:12.960]  公義的要求
[00:20:12.960 --> 00:20:14.960]  所以在這個第二個
[00:20:14.960 --> 00:20:16.960]  象徵式的行動裏面
[00:20:16.960 --> 00:20:18.960]  以西傑
[00:20:18.960 --> 00:20:20.960]  扮演神的角色
[00:20:20.960 --> 00:20:22.960]  來擔當
[00:20:22.960 --> 00:20:24.960]  以色列的罪
[00:20:24.960 --> 00:20:26.960]  又擔當
[00:20:26.960 --> 00:20:28.960]  猶太國的罪
[00:20:28.960 --> 00:20:30.960]  這裏
[00:20:30.960 --> 00:20:32.960]  比較難搞一點
[00:20:32.960 --> 00:20:34.960]  就是為何390天
[00:20:34.960 --> 00:20:36.960]  為何
[00:20:36.960 --> 00:20:38.960]  後來有40天
[00:20:38.960 --> 00:20:40.960]  這個390天
[00:20:40.960 --> 00:20:42.960]  40天加起來
[00:20:42.960 --> 00:20:44.960]  是430天
[00:20:44.960 --> 00:20:46.960]  或者430年
[00:20:46.960 --> 00:20:48.960]  有甚麼解釋呢
[00:20:48.960 --> 00:20:50.960]  這個解經家
[00:20:50.960 --> 00:20:52.960]  有不同的解釋
[00:20:52.960 --> 00:20:54.960]  大家打開
[00:20:54.960 --> 00:20:56.960]  我們講義第26頁
[00:20:56.960 --> 00:20:58.960]  我列了
[00:20:58.960 --> 00:21:00.960]  幾個不同的解經家
[00:21:00.960 --> 00:21:02.960]  的講法
[00:21:02.960 --> 00:21:04.960]  但老實說
[00:21:04.960 --> 00:21:06.960]  每一個講法都不是很完美
[00:21:06.960 --> 00:21:08.960]  所以我們看看
[00:21:08.960 --> 00:21:10.960]  第一個是
[00:21:10.960 --> 00:21:12.960]  有些人說430年
[00:21:12.960 --> 00:21:14.960]  是以色列國和猶太國
[00:21:14.960 --> 00:21:16.960]  總共的年期
[00:21:16.960 --> 00:21:18.960]  因為390年是為以色列
[00:21:18.960 --> 00:21:20.960]  40年是為猶太
[00:21:20.960 --> 00:21:22.960]  這兩個時期
[00:21:22.960 --> 00:21:26.960]  一定就是以色列國和猶太國的時期
[00:21:26.960 --> 00:21:28.960]  但這個的講法
[00:21:28.960 --> 00:21:30.960]  在數字上
[00:21:30.960 --> 00:21:32.960]  是算不清的
[00:21:32.960 --> 00:21:34.960]  因為
[00:21:34.960 --> 00:21:36.960]  他們分裂是主前
[00:21:36.960 --> 00:21:38.960]  931年
[00:21:38.960 --> 00:21:40.960]  耶羅波安
[00:21:40.960 --> 00:21:42.960]  背叛了大衛和
[00:21:42.960 --> 00:21:44.960]  所羅門的皇朝
[00:21:44.960 --> 00:21:46.960]  耶羅波安不是大衛
[00:21:46.960 --> 00:21:48.960]  不是所羅門的後代
[00:21:48.960 --> 00:21:50.960]  他帶著10個支派
[00:21:50.960 --> 00:21:52.960]  是半邊
[00:21:52.960 --> 00:21:54.960]  北上
[00:21:54.960 --> 00:21:56.960]  拿了薩馬利亞
[00:21:56.960 --> 00:21:58.960]  拿了加利利的地方
[00:21:58.960 --> 00:22:00.960]  他們的首都
[00:22:00.960 --> 00:22:02.960]  在薩馬利亞
[00:22:02.960 --> 00:22:04.960]  這個是主前
[00:22:04.960 --> 00:22:06.960]  931年
[00:22:06.960 --> 00:22:08.960]  然後北國在
[00:22:08.960 --> 00:22:10.960]  主前722年
[00:22:10.960 --> 00:22:12.960]  滅亡
[00:22:12.960 --> 00:22:14.960]  總共有209年
[00:22:14.960 --> 00:22:16.960]  然後猶太國就繼續
