
[00:00:00.000 --> 00:00:06.440]  今天我們的題目是當孝敬父母
[00:04:06.640 --> 00:04:08.640]  比較冷靜的想
[00:04:08.640 --> 00:04:10.640]  是不是真的需要處死兒子呢
[00:04:10.640 --> 00:04:13.640]  所以他們是重要的
[00:04:13.640 --> 00:04:15.640]  一個是有責任去教
[00:04:15.640 --> 00:04:17.640]  另外一個責任去聽
[00:04:17.640 --> 00:04:18.640]  如果真的不肯聽的話
[00:04:18.640 --> 00:04:20.640]  是有後果的
[00:04:20.640 --> 00:04:24.640]  但不是一輩子都聽
[00:04:24.640 --> 00:04:26.640]  可能想一想
[00:04:26.640 --> 00:04:28.640]  教導是教到多少歲呢
[00:04:28.640 --> 00:04:30.640]  大家有沒有想過
[00:04:30.640 --> 00:04:31.640]  我是負責任的
[00:04:31.640 --> 00:04:33.640]  這是我兒子生出來我要教
[00:04:33.640 --> 00:04:36.640]  神又要向我們問責
[00:04:36.640 --> 00:04:38.640]  到多少歲呢
[00:04:38.640 --> 00:04:40.640]  實在真的有說到
[00:04:40.640 --> 00:04:42.640]  生命紀24章16節
[00:04:42.640 --> 00:04:44.640]  父母和兒女
[00:04:44.640 --> 00:04:48.640]  都要為自己的罪負責任
[00:04:48.640 --> 00:04:50.640]  不是每次兒子和女兒都說
[00:04:50.640 --> 00:04:52.640]  你不好 你不教我
[00:04:52.640 --> 00:04:53.640]  或者你怎樣
[00:04:53.640 --> 00:04:54.640]  所以我今天這樣
[00:04:54.640 --> 00:04:55.640]  實在不行
[00:04:55.640 --> 00:04:56.640]  不是永遠都是這樣
[00:04:56.640 --> 00:04:58.640]  有時候大到一個地步
[00:04:58.640 --> 00:05:02.640]  成人要為自己的罪
[00:05:02.640 --> 00:05:04.640]  自己做錯的事負責任
[00:05:04.640 --> 00:05:06.640]  是什麼時候呢
[00:05:06.640 --> 00:05:09.640]  大多數在猶太人結婚的時候
[00:05:09.640 --> 00:05:11.640]  如果不結婚又怎樣呢
[00:05:11.640 --> 00:05:13.640]  老實說 以前沒有人不結婚
[00:05:13.640 --> 00:05:15.640]  今天拍拖所以有時候
[00:05:15.640 --> 00:05:17.640]  無法拍攝
[00:05:17.640 --> 00:05:19.640]  以前誰說的
[00:05:19.640 --> 00:05:21.640]  爸爸找個村子
[00:05:21.640 --> 00:05:23.640]  一個女孩
[00:05:23.640 --> 00:05:25.640]  就可以結婚
[00:05:25.640 --> 00:05:27.640]  所以以前的人一定結婚
[00:05:27.640 --> 00:05:29.640]  現在結不了婚又怎樣呢
[00:05:29.640 --> 00:05:31.640]  結不了婚都不是一輩子
[00:05:31.640 --> 00:05:33.640]  可以說是跟父母的
[00:05:33.640 --> 00:05:35.640]  即是說到一個地步
[00:05:35.640 --> 00:05:37.640]  你成人了
[00:05:37.640 --> 00:05:40.640]  你要為自己做的事負責任
[00:05:40.640 --> 00:05:42.640]  所以第一件事
[00:05:42.640 --> 00:05:45.640]  我們說什麼叫孝敬父母呢
[00:05:45.640 --> 00:05:47.640]  是聽從他們的教導
[00:05:47.640 --> 00:05:49.640]  不過記住
[00:05:49.640 --> 00:05:51.640]  聽從他們的教導
[00:05:51.640 --> 00:05:52.640]  到一個地步
[00:05:52.640 --> 00:05:54.640]  我們要為自己的事負責任
[00:05:54.640 --> 00:05:56.640]  為自己做的事
[00:05:56.640 --> 00:05:57.640]  為自己做錯的事
[00:05:57.640 --> 00:05:59.640]  是負責任的
[00:05:59.640 --> 00:06:01.640]  第二件事 什麼叫孝敬父母呢
[00:06:01.640 --> 00:06:06.640]  就是要調轉照顧他們
[00:06:06.640 --> 00:06:09.640]  這個在提摩太前書五章第四節
[00:06:09.640 --> 00:06:11.640]  說得很清楚
[00:06:11.640 --> 00:06:13.640]  提摩太前書五章第四節說
[00:06:13.640 --> 00:06:18.640]  如果有一個寡婦有兒女
[00:06:18.640 --> 00:06:21.640]  兒女是有責任照顧寡婦的
[00:06:21.640 --> 00:06:23.640]  不是去教會那裡
[00:06:23.640 --> 00:06:25.640]  雖然你看下去
[00:06:25.640 --> 00:06:29.640]  教會都有責任照顧自己貧窮的群體
[00:06:29.640 --> 00:06:31.640]  但實際上第一個責任
[00:06:31.640 --> 00:06:33.640]  是在兒女那裡
[00:06:33.640 --> 00:06:37.640]  這裡帶出了另外一個問題
[00:06:37.640 --> 00:06:39.640]  因為帶出的問題
[00:06:39.640 --> 00:06:41.640]  一起住比較容易照顧
[00:06:41.640 --> 00:06:43.640]  在香港很多時候都是一起住的
[00:06:43.640 --> 00:06:45.640]  但有些人解經文
[00:06:45.640 --> 00:06:48.640]  解為創世紀二章二十四節
[00:06:48.640 --> 00:06:51.640]  人要離開父母
[00:06:51.640 --> 00:06:53.640]  與妻子聯合
[00:06:53.640 --> 00:06:55.640]  還記得那一節嗎
[00:06:55.640 --> 00:06:57.640]  有些人尤其在西方世界
[00:06:57.640 --> 00:06:59.640]  即是說
[00:06:59.640 --> 00:07:01.640]  你一結婚就要搬出去
[00:07:01.640 --> 00:07:05.640]  在香港 新加坡很多中國人社會的世界
[00:07:05.640 --> 00:07:07.640]  不是這樣的
[00:07:07.640 --> 00:07:10.640]  原來我們沒有聽神的話語
[00:07:10.640 --> 00:07:12.640]  我可以肯定的說
[00:07:12.640 --> 00:07:14.640]  經文不是這樣解釋的
[00:07:14.640 --> 00:07:15.640]  為什麼呢
[00:07:15.640 --> 00:07:19.640]  因為與妻子聯合的經文
[00:07:19.640 --> 00:07:21.640]  希伯來文的意思
[00:07:21.640 --> 00:07:23.640]  不是這樣說的
[00:07:23.640 --> 00:07:25.640]  是抓住妻子的意思
[00:07:25.640 --> 00:07:28.640]  所以你看和合本也沒有這麼直面
[00:07:28.640 --> 00:07:30.640]  結了婚之後抓住她
[00:07:30.640 --> 00:07:32.640]  到處抓住她不放手
[00:07:32.640 --> 00:07:35.640]  沒有人是這樣解釋的
[00:07:35.640 --> 00:07:37.640]  抓住妻子的意思
[00:07:37.640 --> 00:07:39.640]  與她聯結有關係
[00:07:39.640 --> 00:07:41.640]  建立一個關係
[00:07:41.640 --> 00:07:42.640]  既然這樣
[00:07:42.640 --> 00:07:44.640]  離開父母前面的部分
[00:07:44.640 --> 00:07:46.640]  都是在說關係
[00:07:46.640 --> 00:07:47.640]  後面的部分是說
[00:07:47.640 --> 00:07:49.640]  連結一個關係
[00:07:49.640 --> 00:07:50.640]  離開父母
[00:07:50.640 --> 00:07:52.640]  都是在說一個關係的離開
[00:07:52.640 --> 00:07:54.640]  因為你不是他的
[00:07:54.640 --> 00:07:55.640]  你還是他的兒子
[00:07:55.640 --> 00:07:57.640]  但你現在是建立了
[00:07:57.640 --> 00:07:59.640]  另外一個關係
[00:07:59.640 --> 00:08:02.640]  可以凌駕父母的關係
[00:08:02.640 --> 00:08:04.640]  父子的關係
[00:08:04.640 --> 00:08:06.640]  我們知道在聖經裡
[00:08:06.640 --> 00:08:07.640]  和考古學裡
[00:08:07.640 --> 00:08:09.640]  我們知道沒有一個人
[00:08:09.640 --> 00:08:11.640]  因為結了婚而離開父母
[00:08:11.640 --> 00:08:12.640]  你不相信自己想想
[00:08:12.640 --> 00:08:16.640]  阿伯拉罕離開不是因為結了婚
[00:08:16.640 --> 00:08:19.640]  瓦國是逃跑
[00:08:19.640 --> 00:08:21.640]  不是因為離開父母而結婚
[00:08:21.640 --> 00:08:23.640]  以撒也不是
[00:08:23.640 --> 00:08:24.640]  十二支派沒有一個是
[00:08:24.640 --> 00:08:26.640]  大衛不是
[00:08:26.640 --> 00:08:27.640]  你想想有誰是
[00:08:27.640 --> 00:08:28.640]  沒有
[00:08:28.640 --> 00:08:29.640]  在聖經裡沒有人
[00:08:29.640 --> 00:08:31.640]  因為結了婚而離開父母
[00:08:31.640 --> 00:08:33.640]  考古學裡我們知道
[00:08:33.640 --> 00:08:36.640]  他們住在四合院
[00:08:36.640 --> 00:08:38.640]  爸爸一間屋
[00:08:38.640 --> 00:08:39.640]  大兒子二兒子
[00:08:39.640 --> 00:08:42.640]  總之住在一個地方
[00:08:42.640 --> 00:08:44.640]  所以他們不是想
[00:08:44.640 --> 00:08:48.640]  是一個區域的離開
[00:08:48.640 --> 00:08:50.640]  是關係的問題
[00:08:50.640 --> 00:08:52.640]  離不離開
[00:08:52.640 --> 00:08:53.640]  搬不搬走
[00:08:53.640 --> 00:08:56.640]  反而聖經沒有說
[00:08:56.640 --> 00:08:59.640]  但照顧父母一定是
[00:08:59.640 --> 00:09:02.640]  要照顧父母
[00:09:02.640 --> 00:09:04.640]  就是孝敬父母一種
[00:09:04.640 --> 00:09:07.640]  第三就是不准虐待他們
[00:09:07.640 --> 00:09:09.640]  聽起來也可怕
[00:09:09.640 --> 00:09:10.640]  真的有的
[00:09:10.640 --> 00:09:13.640]  你不相信就看針研十九章二十六節
[00:09:13.640 --> 00:09:15.640]  針研十九章二十六節
[00:09:15.640 --> 00:09:17.640]  一個人對自己的父母
[00:09:17.640 --> 00:09:19.640]  施暴力
[00:09:19.640 --> 00:09:21.640]  帶來羞恥
[00:09:22.640 --> 00:09:25.640]  二十三章二十二節也有
[00:09:25.640 --> 00:09:27.640]  三十章十七節也有
[00:09:27.640 --> 00:09:30.640]  即使是古代以色列
[00:09:30.640 --> 00:09:32.640]  也有人虐待老人
[00:09:32.640 --> 00:09:34.640]  今天我們也有
[00:09:34.640 --> 00:09:36.640]  當時也有
[00:09:36.640 --> 00:09:38.640]  原來一直以來也有
[00:09:38.640 --> 00:09:42.640]  在聖經裡不只是肉體上打他們
[00:09:42.640 --> 00:09:44.640]  言語也是
[00:09:44.640 --> 00:09:46.640]  言語也可粗暴
[00:09:46.640 --> 00:09:48.640]  也可暴力
[00:09:48.640 --> 00:09:50.640]  在拉比的傳統裡
[00:09:50.640 --> 00:09:52.640]  也有說這個
[00:09:52.640 --> 00:09:54.640]  有一個故事
[00:09:54.640 --> 00:09:56.640]  故事的版本比較好
[00:09:56.640 --> 00:09:58.640]  說出來更不客氣
[00:09:58.640 --> 00:10:01.640]  話說有一個兒子
[00:10:01.640 --> 00:10:03.640]  這個兒子賺到錢
[00:10:03.640 --> 00:10:06.640]  他去買一隻雞
[00:10:06.640 --> 00:10:08.640]  給爸爸吃
[00:10:08.640 --> 00:10:10.640]  你想想我們以前也說過
[00:10:10.640 --> 00:10:12.640]  雞腿打人牙膠軟
[00:10:12.640 --> 00:10:15.640]  我們今天吃雞是可以的
[00:10:15.640 --> 00:10:17.640]  是普遍的事
[00:10:17.640 --> 00:10:19.640]  但以前不是這麼普遍
[00:10:19.640 --> 00:10:21.640]  爸爸吃著吃著
[00:10:21.640 --> 00:10:23.640]  他就說兒子
[00:10:23.640 --> 00:10:25.640]  你從哪裡賺到錢
[00:10:25.640 --> 00:10:27.640]  可以買隻雞給我吃
[00:10:27.640 --> 00:10:29.640]  兒子說什麼呢
[00:10:29.640 --> 00:10:31.640]  兒子說的差不多是這樣的
[00:10:31.640 --> 00:10:33.640]  老人家你有得吃就吃
[00:10:33.640 --> 00:10:35.640]  沒那麼多話說
[00:10:35.640 --> 00:10:37.640]  一隻狗主人餵他
[00:10:37.640 --> 00:10:39.640]  也不會肥吧
[00:10:39.640 --> 00:10:41.640]  差不多是這樣
[00:10:41.640 --> 00:10:43.640]  我告訴你拉比的故事
[00:10:43.640 --> 00:10:45.640]  說出來那一刻
[00:10:45.640 --> 00:10:47.640]  這個兒子雖然花了很多錢
[00:10:47.640 --> 00:10:50.640]  特意買隻雞給爸爸吃
[00:10:50.640 --> 00:10:52.640]  但實在不是孝敬爸爸
[00:10:52.640 --> 00:10:59.640]  孝敬不是只是錢方面
[00:10:59.640 --> 00:11:01.640]  是尊重
[00:11:01.640 --> 00:11:04.640]  虐待老人就不是孝敬
[00:11:04.640 --> 00:11:08.640]  還有不可強搶他們的財富
[00:11:08.640 --> 00:11:11.640]  你以為這些現代版本常常有
[00:11:11.640 --> 00:11:13.640]  爭家產
[00:11:13.640 --> 00:11:15.640]  我告訴你以前也有
[00:11:15.640 --> 00:11:18.640]  你看針研28章24節就有了
[00:11:18.640 --> 00:11:20.640]  說明了
[00:11:20.640 --> 00:11:24.640]  28章24節說
[00:11:24.640 --> 00:11:27.640]  如果一個人搶爸爸的錢
[00:11:27.640 --> 00:11:29.640]  趕媽媽出去
[00:11:29.640 --> 00:11:31.640]  什麼叫搶爸爸的錢呢
[00:11:31.640 --> 00:11:33.640]  你長大了
[00:11:33.640 --> 00:11:35.640]  你成人了
[00:11:35.640 --> 00:11:37.640]  爸爸老了
[00:11:37.640 --> 00:11:39.640]  現在他有的東西你要搶了
[00:11:39.640 --> 00:11:41.640]  不給他
[00:11:41.640 --> 00:11:43.640]  媽媽老了
[00:11:43.640 --> 00:11:46.640]  原來以前也有
[00:11:46.640 --> 00:11:50.640]  普遍到在針研那裡擠進去
[00:11:50.640 --> 00:11:53.640]  所以你不要以為
[00:11:53.640 --> 00:11:56.640]  這些東西是現代版本才有
[00:11:56.640 --> 00:11:58.640]  以前也有
[00:11:58.640 --> 00:12:00.640]  你想清楚
[00:12:00.640 --> 00:12:02.640]  浪子的故事
[00:12:02.640 --> 00:12:04.640]  假設背後就是這個
[00:12:04.640 --> 00:12:06.640]  浪子的故事
[00:12:06.640 --> 00:12:08.640]  你想想就是想要爸爸的財產
[00:12:08.640 --> 00:12:11.640]  不過浪子的故事更離譜
[00:12:11.640 --> 00:12:13.640]  因為爸爸還沒死
[00:12:13.640 --> 00:12:15.640]  他就要爸爸的錢
[00:12:15.640 --> 00:12:17.640]  所以原來以前也有
[00:12:17.640 --> 00:12:21.640]  這也不是孝敬父母
[00:12:21.640 --> 00:12:24.640]  所以今天我們說了四件事
[00:12:24.640 --> 00:12:26.640]  什麼叫孝敬父母呢
[00:12:26.640 --> 00:12:29.640]  一是聽從他們的教導
[00:12:29.640 --> 00:12:33.640]  父母有責任去教導
[00:12:33.640 --> 00:12:36.640]  兒女有責任去聽從教導
[00:12:36.640 --> 00:12:40.640]  第二就是要照顧他們
[00:12:40.640 --> 00:12:42.640]  當他們老了要照顧他們
[00:12:42.640 --> 00:12:46.640]  第三就是不能虐待他們
[00:12:46.640 --> 00:12:48.640]  要尊重他們
[00:12:48.640 --> 00:12:52.640]  最後就是不能強搶他們的東西
[00:12:52.640 --> 00:12:54.640]  他們的錢
[00:12:54.640 --> 00:12:59.640]  說到這裡也要說另外一個問題
[00:12:59.640 --> 00:13:01.640]  如果有矛盾出現又如何呢
[00:13:01.640 --> 00:13:03.640]  什麼矛盾呢
[00:13:03.640 --> 00:13:07.640]  我們說敬畏父母就OK
[00:13:07.640 --> 00:13:10.640]  但如果敬畏父母的父母不是基督徒
[00:13:10.640 --> 00:13:15.640]  又叫你不要來教會
[00:13:15.640 --> 00:13:17.640]  或者叫你不要讀聖經
[00:13:17.640 --> 00:13:19.640]  叫你不要信主
[00:13:19.640 --> 00:13:20.640]  那又如何呢
[00:13:20.640 --> 00:13:22.640]  這裡就出現了一個矛盾
[00:13:22.640 --> 00:13:25.640]  如果在聖經裡就清楚的
[00:13:25.640 --> 00:13:28.640]  聖明記33章第9節
[00:13:28.640 --> 00:13:30.640]  或者馬太福音耶穌也說過
[00:13:30.640 --> 00:13:32.640]  我們是先敬畏神
[00:13:32.640 --> 00:13:34.640]  最重要是敬畏神
[00:13:34.640 --> 00:13:36.640]  然後我們敬畏父母
[00:13:36.640 --> 00:13:38.640]  不是說要咬頸
[00:13:38.640 --> 00:13:39.640]  不是和父母咬頸
[00:13:39.640 --> 00:13:41.640]  不過無論如何
[00:13:41.640 --> 00:13:44.640]  敬畏神比敬畏父母重要
[00:13:44.640 --> 00:13:47.640]  另外一個矛盾可能出現
[00:13:47.640 --> 00:13:50.640]  就是當你的家人與家人
[00:13:50.640 --> 00:13:53.640]  父母對比自己另外一個
[00:13:53.640 --> 00:13:54.640]  很重要的人
[00:13:54.640 --> 00:13:56.640]  例如自己的太太
[00:13:56.640 --> 00:13:58.640]  或者丈夫又如何呢
[00:13:58.640 --> 00:14:03.640]  例如媽媽和太太又如何呢
[00:14:03.640 --> 00:14:06.640]  這個實在
[00:14:06.640 --> 00:14:09.640]  如果看回創世紀2章24節
[00:14:09.640 --> 00:14:12.640]  反而是教導在那裡
[00:14:12.640 --> 00:14:17.640]  即是說現在你建立了一個人結婚
[00:14:17.640 --> 00:14:19.640]  去建立一個關係
[00:14:19.640 --> 00:14:21.640]  這個關係實在凌駕了
[00:14:21.640 --> 00:14:25.640]  他之前的父子或者母子的關係
[00:14:25.640 --> 00:14:28.640]  現在最重要的人應該是照顧太太
[00:14:28.640 --> 00:14:32.640]  跟剛才創世紀2章24節那裡
[00:14:32.640 --> 00:14:33.640]  所以你們看清楚
[00:14:33.640 --> 00:14:34.640]  有一個先後次序
[00:14:34.640 --> 00:14:41.640]  即是神、太太、兒女、父母、其他人
[00:14:41.640 --> 00:14:46.640]  有一個這樣一直下去的先後次序
[00:14:46.640 --> 00:14:48.640]  如何做出來呢
[00:14:48.640 --> 00:14:50.640]  真的做出來的時候
[00:14:50.640 --> 00:14:52.640]  實在很多時候是很難的
[00:14:52.640 --> 00:14:53.640]  因為我們常說
[00:14:53.640 --> 00:14:56.640]  手掌也是肉、手背也是肉
[00:14:56.640 --> 00:14:58.640]  那怎樣好呢?爭誰的好呢?
[00:14:58.640 --> 00:15:00.640]  真的要聰明智慧的
[00:15:00.640 --> 00:15:04.640]  那怎樣說呢?
[00:15:04.640 --> 00:15:06.640]  祈禱吧
[00:15:06.640 --> 00:15:08.640]  叫牧者來幫忙
[00:15:08.640 --> 00:15:10.640]  很多不同的辦法
[00:15:10.640 --> 00:15:13.640]  不過最後實在如果真的跟聖經來說
[00:15:13.640 --> 00:15:15.640]  他應該真的
[00:15:15.640 --> 00:15:16.640]  怎樣說呢?
[00:15:16.640 --> 00:15:18.640]  那個先後次序應該是這樣的
[00:15:18.640 --> 00:15:21.640]  好了,又帶出最後那幾個問題
[00:15:21.640 --> 00:15:23.640]  是怎樣呢?
[00:15:23.640 --> 00:15:25.640]  誰是我的父母?
[00:15:25.640 --> 00:15:27.640]  奇怪,為什麼會問這個問題呢?
[00:15:27.640 --> 00:15:29.640]  當然會問這個問題
[00:15:29.640 --> 00:15:30.640]  因為我們常常想著
[00:15:30.640 --> 00:15:32.640]  父母就是生我們的那個
[00:15:32.640 --> 00:15:34.640]  如果是養我們的那個呢?
[00:15:34.640 --> 00:15:37.640]  其實以前也有這些東西的
[00:15:37.640 --> 00:15:40.640]  今時今日可能更加會是
[00:15:40.640 --> 00:15:41.640]  但以前也有的
[00:15:41.640 --> 00:15:44.640]  實在不一定是生那個就是養那個
[00:15:44.640 --> 00:15:46.640]  養那個也是父母
[00:15:46.640 --> 00:15:48.640]  玩玩手,你不知道
[00:15:48.640 --> 00:15:50.640]  常常以為是爹地爹地
[00:15:50.640 --> 00:15:52.640]  有一天才發現原來你不是爹地
[00:15:52.640 --> 00:15:53.640]  看來看去覺得自己
[00:15:53.640 --> 00:15:55.640]  為什麼我亂摸他不是的
[00:15:55.640 --> 00:15:57.640]  我比他高那麼多
[00:15:57.640 --> 00:15:59.640]  有一天才發現原來你是拿回來養的
[00:15:59.640 --> 00:16:01.640]  就是怎樣呢?
[00:16:01.640 --> 00:16:04.640]  實在在舊約裡面也有的
[00:16:04.640 --> 00:16:06.640]  因為很多人會打仗
[00:16:06.640 --> 00:16:08.640]  有些人瘟疫
[00:16:08.640 --> 00:16:10.640]  所以很多人是死了的
[00:16:10.640 --> 00:16:12.640]  很多時候那些人
[00:16:12.640 --> 00:16:14.640]  養大孩子的那個
[00:16:14.640 --> 00:16:16.640]  也不一定是生那個的
[00:16:16.640 --> 00:16:17.640]  還有就是有些甚至
[00:16:17.640 --> 00:16:19.640]  在聖經裡面有寫的
[00:16:19.640 --> 00:16:21.640]  有些人貧窮
[00:16:21.640 --> 00:16:22.640]  寫饑荒
[00:16:22.640 --> 00:16:25.640]  饑荒就把自己的兒女賣掉
[00:16:25.640 --> 00:16:26.640]  是不是
[00:16:26.640 --> 00:16:28.640]  其實我以前聽這些故事的時候
[00:16:28.640 --> 00:16:30.640]  在古代中東真的有的
[00:16:30.640 --> 00:16:32.640]  我們中國人也有這些東西的
[00:16:32.640 --> 00:16:34.640]  我覺得
[00:16:34.640 --> 00:16:36.640]  有什麼理由自己的兒子
[00:16:36.640 --> 00:16:38.640]  或者女兒都肯賣出去的
[00:16:38.640 --> 00:16:41.640]  有一次我記得那時候
[00:16:41.640 --> 00:16:42.640]  我和我媽說
[00:16:42.640 --> 00:16:44.640]  這樣也行的
[00:16:44.640 --> 00:16:47.640]  我媽就是那些很老的那一代的人
[00:16:47.640 --> 00:16:49.640]  她說了一句話給我聽
[00:16:49.640 --> 00:16:51.640]  她說你有沒有想過
[00:16:51.640 --> 00:16:53.640]  對那個父母來說
[00:16:53.640 --> 00:16:55.640]  他寧願兒子賣了出去
[00:16:55.640 --> 00:16:57.640]  可以二活
[00:16:57.640 --> 00:16:59.640]  好過跟著一起死
[00:16:59.640 --> 00:17:01.640]  我老實說
[00:17:01.640 --> 00:17:03.640]  我真的沒有想過這個問題
[00:17:03.640 --> 00:17:05.640]  可能那個媽媽那時候想著
[00:17:05.640 --> 00:17:07.640]  現在我們一起死而已
[00:17:07.640 --> 00:17:08.640]  餓死而已 賣了給他
[00:17:08.640 --> 00:17:09.640]  有人養他
[00:17:09.640 --> 00:17:10.640]  他還可以長大
[00:17:10.640 --> 00:17:12.640]  跟我一起死
[00:17:12.640 --> 00:17:14.640]  可能是這樣
[00:17:14.640 --> 00:17:15.640]  怎麼也好
[00:17:15.640 --> 00:17:17.640]  即使說舊時也有人
[00:17:17.640 --> 00:17:19.640]  生養的那個
[00:17:19.640 --> 00:17:22.640]  生養的那個跟養的那個是不同的
[00:17:22.640 --> 00:17:26.640]  古代中東是真的有這些
[00:17:26.640 --> 00:17:28.640]  你還記得伊利爾謝嗎
[00:17:28.640 --> 00:17:30.640]  阿伯拉罕跟神說的
[00:17:30.640 --> 00:17:32.640]  我沒有兒女了
[00:17:32.640 --> 00:17:34.640]  大馬式的伊利爾謝
