
[00:00:00.000 --> 00:00:05.260]  其實在大學的制度 我比較喜歡中大多一點的
[00:03:10.020 --> 00:03:12.340]  其實他們不是對教會沒有興趣
[00:03:12.340 --> 00:03:15.060]  而是他們的滿足感要很高
[00:03:15.060 --> 00:03:17.540]  你想一下 他上網找東西
[00:03:17.540 --> 00:03:19.620]  他有時候會不關機的
[00:03:19.620 --> 00:03:21.700]  他覺得那個答案還可以知道
[00:03:21.700 --> 00:03:25.420]  雖然你說他那些東西有點無聊
[00:03:25.420 --> 00:03:28.100]  但是我懷疑的十分之一無聊 那又怎麼樣呢?
[00:03:28.100 --> 00:03:30.540]  就不得了了 就是不得了了 是吧?
[00:03:30.540 --> 00:03:33.020]  但是他滿足的導師
[00:03:33.020 --> 00:03:35.580]  是給他的答案 他不滿意
[00:03:35.580 --> 00:03:38.060]  他覺得這些我媽媽都會說
[00:03:38.060 --> 00:03:41.820]  或者說這些東西你幼稚化了我
[00:03:41.820 --> 00:03:45.180]  那他就不喜歡了 所以教會最重要的兩個字
[00:03:45.180 --> 00:03:50.260]  導師 相比於教師是不同的
[00:03:50.260 --> 00:03:54.340]  教師就是你有教材 你說完他就可以走了
[00:03:54.340 --> 00:03:59.380]  導師不是 導師是你引導他進入思考的過程
[00:03:59.380 --> 00:04:03.060]  然後大家一起找到什麼 這個是導師
[00:04:03.060 --> 00:04:06.460]  導師的收入很豐富的 不是錢
[00:04:06.460 --> 00:04:08.660]  是你自己的經驗很豐富的
[00:04:08.660 --> 00:04:12.700]  你引導完別人之後 你又多了一個板斧
[00:04:12.700 --> 00:04:16.300]  所以最有吸引力的就是導師的經歷
[00:04:16.300 --> 00:04:18.380]  幾個導師一起集思會說一下
[00:04:18.380 --> 00:04:22.180]  我們今天找到的東西 其實那個成長是很快的
[00:04:22.180 --> 00:04:25.180]  很快的 所以我試一下 比如這十條
[00:04:25.180 --> 00:04:29.900]  我限制自己一分鐘一條 比如說 聰明
[00:04:29.900 --> 00:04:32.980]  那些人聰明容易憂鬱 當然很簡單
[00:04:32.980 --> 00:04:37.380]  聰明 期望高 聰明的人很少期望低的 是吧
[00:04:37.380 --> 00:04:42.140]  想到的東西 既然不滿意 找不到
[00:04:42.140 --> 00:04:44.060]  可能多有知識多有煩惱
[00:04:44.060 --> 00:04:47.380]  但問題就是 我否定了很多不是
[00:04:47.380 --> 00:04:49.340]  那是是什麼我不知道
[00:04:49.340 --> 00:04:53.380]  他的確容易憂鬱過一些簡單不思想的人
[00:04:53.380 --> 00:04:56.180]  這個真的很正常 所以你就明白到
[00:04:56.180 --> 00:05:02.420]  教會應該和知識分子 特別是你旁邊的中學
[00:05:02.420 --> 00:05:04.780]  你應該有一個挑戰你自己的地方
[00:05:04.780 --> 00:05:10.220]  專門向高班買手 還讀科學 你更加要向他買手
[00:05:10.220 --> 00:05:15.180]  因為對他來說 其實他很多生活上的困擾在裡面
[00:05:15.180 --> 00:05:19.420]  如果他認沒有困擾 其實他頭腦是簡單的
[00:05:19.420 --> 00:05:22.780]  如果他覺得自己頭腦複雜 他一定有困擾的
[00:05:22.780 --> 00:05:26.380]  問題就是要誠實面對這個困擾
[00:05:26.380 --> 00:05:29.700]  如果他誠實 他肯定會說 那你又覺得怎麼樣呢
[00:05:29.700 --> 00:05:31.860]  你說以我所知 我讓你知道
[00:05:31.860 --> 00:05:35.820]  當然我不是全面 但我有的是什麼呢
[00:05:35.820 --> 00:05:40.940]  就是聖經真理給了一個方向我這樣想
[00:05:40.940 --> 00:05:43.860]  問題就是我再想下去 我還不行
[00:05:43.860 --> 00:05:48.100]  但是我開始想 比如我敬畏神
[00:05:48.100 --> 00:05:50.940]  我知道祂讓這件事發生
[00:05:50.940 --> 00:05:53.620]  我知道祂有一個好的意思在這件事裡面
[00:05:53.620 --> 00:05:55.500]  這些我知道 這個方向
[00:05:55.500 --> 00:05:58.580]  但是為什麼發生這件事 我暫時還不知道
[00:05:58.580 --> 00:06:02.100]  但是我還在找 可能有一天我再給你知道下去
[00:06:02.100 --> 00:06:04.940]  這個是一個過程 第二條
[00:06:04.940 --> 00:06:10.060]  比如假設你說情緒理智理性的人
[00:06:10.060 --> 00:06:14.020]  其實很多人誤會了情緒是癲癲得得的意思
[00:06:14.020 --> 00:06:20.300]  其實不是的 比如今天我讓你坐到四點
[00:06:20.300 --> 00:06:25.180]  不用半身不遂 如果我能夠做到這樣
[00:06:25.180 --> 00:06:27.980]  那一定有情緒力量坐下去的
[00:06:27.980 --> 00:06:30.620]  情緒力量就是心機
[00:06:30.620 --> 00:06:33.220]  你沒有情緒力量很難做一件事 很難
[00:06:33.220 --> 00:06:36.740]  就算你宣教 講道 你也有情緒力量
[00:06:36.740 --> 00:06:40.620]  你覺得不甘心不講 你有情緒力量的
[00:06:40.620 --> 00:06:44.580]  如果你沒有 你說這堂課我教了27次
[00:06:44.580 --> 00:06:46.980]  隨便講完它 你沒有情緒力量
[00:06:46.980 --> 00:06:48.740]  你自己也會悶壞自己的
[00:06:48.740 --> 00:06:51.940]  所以那些知識分子或者那些理性人
[00:06:51.940 --> 00:06:56.100]  其實他真正的情緒力量可能很高的
[00:06:56.100 --> 00:06:59.420]  表面上他很嚴肅 不出聲 很思考
[00:06:59.420 --> 00:07:03.260]  但是他有一種力度 意會自己去找這件事
[00:07:03.260 --> 00:07:06.500]  好像一個農夫那樣 所以你會跟他說
[00:07:06.500 --> 00:07:09.980]  我懷疑你放這麼多心機在這件事上
[00:07:09.980 --> 00:07:12.780]  你一定有一個很強的目的
[00:07:12.780 --> 00:07:14.660]  問題就是你怎麼建立一個目的
[00:07:14.660 --> 00:07:17.340]  讓自己可以維持這麼久呢?
[00:07:17.340 --> 00:07:20.460]  他會告訴你 這是他的情緒力量
[00:07:20.460 --> 00:07:23.140]  我舉個很簡單的例子 我不講名字了
[00:07:23.140 --> 00:07:28.380]  有一些基督徒 很權威的醫生
[00:07:28.380 --> 00:07:30.740]  我比較認識的就是精神科
[00:07:30.740 --> 00:07:34.300]  不是康醫生不用講了 不要想了
[00:07:34.300 --> 00:07:37.780]  康醫生是我中學的時候差不多一起讀
[00:07:37.780 --> 00:07:42.660]  我們在四個室讀 但是他們都有一個不幸
[00:07:42.660 --> 00:07:48.980]  我知道的 有些媽媽去世自殺的
[00:07:48.980 --> 00:07:54.940]  這就是情緒力量 使他們選擇去讀
[00:07:54.940 --> 00:07:57.820]  做一個醫生 做一個心理的醫生
[00:07:57.820 --> 00:08:00.980]  做一個精神的醫生 這是情緒力量
[00:08:00.980 --> 00:08:04.140]  因為他想救回很多人 不要像我媽媽那樣
[00:08:04.140 --> 00:08:06.860]  都是情緒力量 所以不要小看
[00:08:06.860 --> 00:08:09.460]  說我們分開 這些是理性的人
[00:08:09.460 --> 00:08:12.180]  這些是感性的人 其實不是這樣分的
[00:08:12.180 --> 00:08:14.980]  另外一個 我覺得有興趣的就是抑鬱那個
[00:08:14.980 --> 00:08:21.540]  你說怎麼找到一個平衡 在愛和教導那裡
[00:08:21.540 --> 00:08:24.180]  抑鬱很容易 很多人誤會了
[00:08:24.180 --> 00:08:30.140]  抑鬱很容易是很悶的人 很沒有主見 很依賴
[00:08:30.140 --> 00:08:33.780]  甚至說得不好聽一點 我們很不喜歡有些人說
[00:08:33.780 --> 00:08:37.300]  吃愛心 每次說他不開心
[00:08:37.300 --> 00:08:40.260]  他就會賺到你什麼事 關心他
[00:08:40.260 --> 00:08:44.020]  很多人說 那我就糟糕了 一關心他
[00:08:44.020 --> 00:08:47.660]  他扯著我不放 那我就做錯了
[00:08:47.660 --> 00:08:49.660]  總之我孤一點點
[00:08:49.660 --> 00:08:53.380]  其實真的很多人試過跟抑鬱人相處之後
[00:08:53.380 --> 00:08:57.860]  從此就選錯了一個形象 就是我孤一點點
[00:08:57.860 --> 00:09:01.340]  或者說我做什麼都很荒蕪 跟程序
[00:09:01.340 --> 00:09:06.220]  不要被他濫用了私人的感覺 這些是搞錯了
[00:09:06.220 --> 00:09:08.420]  為什麼這樣搞錯了呢?
[00:09:08.420 --> 00:09:13.620]  因為你已經失落了一種熱力 你自己沒有了
[00:09:13.620 --> 00:09:17.060]  你自己冷淡了 你自己冷淡了
[00:09:17.060 --> 00:09:22.700]  其實可能那個抑鬱的人是煲熱你的來源
[00:09:22.700 --> 00:09:25.060]  不要看事情看得這麼極端
[00:09:25.060 --> 00:09:29.620]  我害他 我害他 不是的 是互相效力的
[00:09:29.620 --> 00:09:34.260]  有可能因為他的抑鬱提醒你要上上起下
[00:09:34.260 --> 00:09:39.100]  比如我做了三年對66個都是自殺傾向
[00:09:39.100 --> 00:09:43.100]  也都有自殺過的人 我跟他三年
[00:09:43.100 --> 00:09:45.180]  每一次我看到一個男人在我前面
[00:09:45.180 --> 00:09:51.060]  哇 一哭 眼淚是直下的 像一條線一樣
[00:09:51.060 --> 00:09:53.540]  源源不絕的
[00:09:53.540 --> 00:09:58.540]  我拍檔的醫生就說 不要再想過去了
[00:09:58.540 --> 00:10:03.140]  有些人你記住了 你越記越多就越哭越不停
[00:10:03.140 --> 00:10:06.260]  不如我們停在這裡 不要再講過去了
[00:10:06.260 --> 00:10:09.460]  你猜這個醫生是不是冷酷的呢?他不是的
[00:10:09.460 --> 00:10:12.260]  這個病是知道的 醫生救他的
[00:10:12.260 --> 00:10:15.980]  叫他不要想過去 要不然會失控 他知道的
[00:10:15.980 --> 00:10:20.540]  所以當你很友善 就是親和
[00:10:20.540 --> 00:10:24.180]  EQ Nice and Direct 這個平衡
[00:10:24.180 --> 00:10:26.660]  又要親和 又要率直
[00:10:26.660 --> 00:10:29.580]  率直親和不等於是衝突的
[00:10:29.580 --> 00:10:33.340]  因為我不想你這麼傷心
[00:10:33.340 --> 00:10:35.780]  現在開始這一刻不要再講過去了
[00:10:35.780 --> 00:10:38.580]  過去只是令你越記越多很辛苦
[00:10:38.580 --> 00:10:41.260]  不如不講 試一下看看是不是不同呢
[00:10:41.260 --> 00:10:43.620]  這個是又親和又率直的
[00:10:43.620 --> 00:10:46.100]  率直就是你敢吹哨叫他停 是吧
[00:10:46.100 --> 00:10:49.220]  但是有些人就不是了 一聽人家講話
[00:10:49.220 --> 00:10:52.460]  留心過度 又表示想關心
[00:10:52.460 --> 00:10:54.340]  我做一個好的聆聽者
[00:10:54.340 --> 00:10:56.580]  他講完1997年 接著講1959年
[00:10:56.580 --> 00:10:59.020]  那麼繼續這樣下去呢?
[00:10:59.020 --> 00:11:04.140]  那你糟糕了 問題就是你給了他一個機會講
[00:11:04.140 --> 00:11:06.060]  他平時不講都讓他想起
[00:11:06.060 --> 00:11:09.900]  你就助長了他停留很久在裡面
[00:11:09.900 --> 00:11:13.260]  下一個就是 木樣 我會被人木樣嗎?
[00:11:13.260 --> 00:11:18.100]  有很多 間接和直接 間接就是看書
[00:11:18.100 --> 00:11:21.220]  任何一個好的作者都是木樣你的人
[00:11:21.220 --> 00:11:26.540]  總有每一頁紙一定有個意見給你的
[00:11:26.540 --> 00:11:28.620]  適合你用的 你記住在心裡
[00:11:28.620 --> 00:11:31.260]  我經常叫 不適合用怎麼樣呢?
[00:11:31.260 --> 00:11:35.380]  不是不記 譬如你上課 講師講
[00:11:35.380 --> 00:11:37.780]  你覺得我不喜歡聽這些
[00:11:37.780 --> 00:11:41.260]  但是你要carry(承擔) 你要攜帶
[00:11:41.260 --> 00:11:46.500]  這個先生這句話 你現在覺得不是很適用
[00:11:46.500 --> 00:11:50.780]  但是你要帶著它 離開畢業
[00:11:50.780 --> 00:11:53.580]  有一天你要拿出來用
[00:11:53.580 --> 00:11:57.700]  這個醫生給你的那句話就是「白花油」
[00:11:57.700 --> 00:12:01.860]  到你做老婆的時候 你拿出來塗一下
[00:12:01.860 --> 00:12:04.340]  就是要carry(承擔) 所以人生裡面
[00:12:04.340 --> 00:12:05.820]  要麼就拿 要麼就carry(承擔)
[00:12:05.820 --> 00:12:10.420]  不要扔 因為你有機會遇到這個老師
[00:12:10.420 --> 00:12:14.420]  上帝給你一個這樣的時刻 不要扔掉它
[00:12:14.420 --> 00:12:16.660]  所以你說木樣就是間接
[00:12:16.660 --> 00:12:20.300]  其實很多老師你都會聽
[00:12:20.300 --> 00:12:24.300]  好了 但是你問 找誰呢?
[00:12:24.300 --> 00:12:27.380]  我又很習慣 當我想不通這些東西
[00:12:27.380 --> 00:12:31.220]  很多時候我會電郵給一些我認為
[00:12:31.220 --> 00:12:34.300]  某一方面很厲害的人 一種很厲害的人是什麼呢?
[00:12:34.300 --> 00:12:36.460]  他們是一些很靈修大師的人
[00:12:36.460 --> 00:12:40.820]  他們是很內向 思考很深
[00:12:40.820 --> 00:12:43.060]  很深思 想得很深
[00:12:43.060 --> 00:12:46.820]  我就問他 如果你是我的情況 你怎麼做呢?
[00:12:46.820 --> 00:12:49.580]  你認為是否可能這樣呢?
[00:12:49.580 --> 00:12:52.180]  他會給的東西是我想不到的
[00:12:52.180 --> 00:12:55.980]  但是另一種是什麼呢? 另一種就是他很忙
[00:12:55.980 --> 00:13:00.020]  但是他喜歡關心我 給我一兩句話
[00:13:00.020 --> 00:13:03.420]  一兩句就夠了 因為他給方向的人
[00:13:03.420 --> 00:13:06.140]  兩種不同的 一種就是很長篇大論的
[00:13:06.140 --> 00:13:09.580]  寫東西給你的 我很多這些朋友
[00:13:09.580 --> 00:13:12.940]  所以我一收到之後 我就會很感激之餘
[00:13:12.940 --> 00:13:18.180]  我就想 我學他怎麼去產生這種想法呢?
[00:13:18.180 --> 00:13:20.500]  這個我有興趣的 很多時候都是
[00:13:20.500 --> 00:13:22.700]  別人幫我回答了一個問題給我
[00:13:22.700 --> 00:13:24.780]  我還會跟蹤他
[00:13:24.780 --> 00:13:27.380]  為什麼他容易想這些東西 我想不到的呢?
[00:13:27.380 --> 00:13:28.700]  這些是收穫
[00:13:28.700 --> 00:13:32.420]  還有一條就是 應用
[00:13:32.420 --> 00:13:37.740]  我早期讀的 Applied Social Studies
[00:13:37.740 --> 00:13:44.020]  讀應用科的好處是立刻想在哪裡
[00:13:44.020 --> 00:13:47.460]  比如寫筆記 你試一下上課寫
[00:13:47.460 --> 00:13:52.700]  你用的 這邊是老師寫的 這邊空了它
[00:13:52.700 --> 00:13:55.420]  然後你回家再看
[00:13:55.420 --> 00:14:01.540]  你發現這個老師寫可能給30行你認為是筆記
[00:14:01.540 --> 00:14:06.140]  每一行或者隔一行 你什麼時候會用這些東西呢?
[00:14:06.140 --> 00:14:10.500]  在哪裡呢?你自己想 你就是一個應用的高手
[00:14:10.500 --> 00:14:12.820]  在國內很多這樣的學者
[00:14:12.820 --> 00:14:16.700]  很喜歡一半寫別人的東西 另一半空了它
[00:14:16.700 --> 00:14:18.820]  想我什麼時候會用這些東西
[00:14:18.820 --> 00:14:24.500]  當他用了這些東西 其實可能真的是青出於藍
[00:14:24.500 --> 00:14:28.340]  他的應用程度比講的人還要厲害
[00:14:28.340 --> 00:14:33.300]  講的人可能限制於他覺得總結了這麼多
[00:14:33.300 --> 00:14:37.260]  這些是綜合 但未必做到他這麼厲害的功夫
[00:14:37.260 --> 00:14:40.860]  這些是應用派 比如我教社工
[00:14:40.860 --> 00:14:45.620]  在英式的制度我們叫做Practice Teacher
[00:14:45.620 --> 00:14:47.980]  Practice Teacher和Lecturer不同
[00:14:47.980 --> 00:14:49.980]  Lecturer就是大講師
[00:14:49.980 --> 00:14:53.820]  他們是很有學問的 是講這個理論
[00:14:53.820 --> 00:14:55.820]  或者這個practice的模特 這個theory
[00:14:55.820 --> 00:14:58.740]  一直講 講到很高層次
[00:14:58.740 --> 00:15:00.180]  但Practice Teacher就不是
[00:15:00.180 --> 00:15:04.180]  Practice Teacher就是我和學生去經驗這堂書
[00:15:04.180 --> 00:15:06.580]  它講的那件事是怎麼樣的 比如說
[00:15:06.580 --> 00:15:09.900]  你要關心 比如說抑鬱症
[00:15:09.900 --> 00:15:14.500]  你要concern 但是不要attach
[00:15:14.500 --> 00:15:16.620]  你要關心它 但是不要黏在一起
[00:15:16.620 --> 00:15:20.660]  你要detach 但是concern 那怎麼應用呢?
[00:15:20.660 --> 00:15:24.100]  比如我帶葵涌醫院實習
[00:15:24.100 --> 00:15:28.100]  我看學生和一個抑鬱的病人聊天
[00:15:28.100 --> 00:15:31.260]  我和他一起見的時候 我就看到這個學生
[00:15:31.260 --> 00:15:37.020]  他能不能做到detach的程度 但是concern
[00:15:37.020 --> 00:15:39.300]  這些是Practice Teacher的特點
[00:15:39.300 --> 00:15:41.140]  所以值得你想一下的
[00:15:41.140 --> 00:15:45.900]  可能你今天是神學很高分
[00:15:45.900 --> 00:15:51.340]  但是practice那裡 如果你沒試過經驗這個做法
[00:15:51.340 --> 00:15:54.140]  比如說聽完這堂書 你知道教堂主學
[00:15:54.140 --> 00:15:57.980]  這堂書是怎麼樣的 你怎麼教法是不同的
[00:15:57.980 --> 00:16:00.260]  我相信10個人講參宣
[00:16:00.260 --> 00:16:01.820]  10個人的手法都不同
[00:16:01.820 --> 00:16:04.940]  Practice的人是 但是當你做到一個Practice
[00:16:04.940 --> 00:16:08.820]  你的味道很高的 因為高處未算高
[00:16:08.820 --> 00:16:12.140]  你下一堂講回參觀 還不比上一堂更精彩
[00:16:12.140 --> 00:16:17.180]  這個practice 令我的最深在這裡
[00:16:17.180 --> 00:16:21.500]  比如我今天看完之後 我真的想搬來美孚
[00:16:21.500 --> 00:16:25.740]  美孚是一個很好的外展地方
[00:16:25.740 --> 00:16:31.260]  如果你私人樓房 你比如說教黃線
[00:16:31.260 --> 00:16:35.380]  有些線管理員不干預你的 不是這裡物業
[00:16:35.380 --> 00:16:37.860]  其實這些就是外展最好的方法
[00:16:37.860 --> 00:16:40.660]  沒有人趕你的 很容易你賣的
[00:16:40.660 --> 00:16:44.180]  比如你假設 你見到一個年輕人
[00:16:44.180 --> 00:16:49.300]  可能很難過的一個人坐在那裡 你怎麼賣他呢
[00:16:49.300 --> 00:16:52.900]  比如我專教這些外展人 你怎麼賣他呢
[00:16:52.900 --> 00:16:56.180]  你沒辦法賣他 先生是不是很悶
[00:16:56.180 --> 00:17:01.820]  他就死定了 不是什麼 是隔壁那個
[00:17:01.820 --> 00:17:07.220]  說你快點報警給他 這個人有些問題
[00:17:07.220 --> 00:17:09.380]  但是如果你做一個practice teacher
[00:17:09.380 --> 00:17:12.580]  你會想一下 就是我怎麼賺到
[00:17:12.580 --> 00:17:16.300]  能夠坐得近他 這個條件 賺到
[00:17:16.300 --> 00:17:17.960]  那沒什麼很容易的
[00:17:17.960 --> 00:17:21.700]  那你就在他較為合適的社會距離之下
[00:17:21.700 --> 00:17:25.700]  當然不會那麼近 做回差不多的行為就可以了
[00:17:25.700 --> 00:17:33.300]  假設你去斜對面 他未必看得到你 你坐在那裡
[00:17:33.300 --> 00:17:37.380]  半個小時都這樣 你都跟著憂鬱了
[00:17:37.380 --> 00:17:39.500]  他覺得很難過
[00:17:39.500 --> 00:17:44.060]  一個很厲害的人不會那麼快動手的
[00:17:44.060 --> 00:17:48.940]  我先感覺你的感覺 然後他一定看到一個人這樣
[00:17:48.940 --> 00:17:52.060]  當然他不會再理你 不過他接受
[00:17:52.060 --> 00:17:53.860]  你夠資格坐在這裡
[00:17:53.860 --> 00:17:55.820]  因為你的程度都好像我這麼嚴重
[00:17:55.820 --> 00:18:00.900]  這個就是你要贏到別人的條件
[00:18:00.900 --> 00:18:03.540]  就好像你說compassion(同情)一樣
[00:18:03.540 --> 00:18:08.500]  憐憫 同感 抗議就是相同
[00:18:08.500 --> 00:18:12.900]  passion就是受苦 我跟你一樣那種苦
[00:18:12.900 --> 00:18:14.780]  我最有資格跟你坐在一起的
[00:18:14.780 --> 00:18:18.100]  這個是形容的partner 目標
[00:18:18.100 --> 00:18:22.020]  你目標 假設有些人很冷淡
[00:18:22.020 --> 00:18:23.380]  不理你 剛才我說過了
[00:18:23.380 --> 00:18:26.340]  不理你 你就跟他有一個共苦的看法
[00:18:26.340 --> 00:18:29.740]  當然你不用作 其實你都很苦的
[00:18:29.740 --> 00:18:32.780]  其實這個人在你面前可能提醒了你
[00:18:32.780 --> 00:18:34.780]  你以前都試過這樣的
[00:18:34.780 --> 00:18:37.740]  你問自己那次是什麼事呢?
[00:18:37.740 --> 00:18:41.620]  是你失戀 還是你爸爸死了 這是什麼事
[00:18:41.620 --> 00:18:43.420]  你試一下想一下
[00:18:43.420 --> 00:18:49.340]  你發現你自己跟那個人之間是很近的
[00:18:49.340 --> 00:18:53.260]  所以你會說 為什麼有些人抗拒別人呢?
[00:18:53.260 --> 00:18:56.740]  他懷疑你跟我太不同了
[00:18:56.740 --> 00:19:00.820]  抗拒別人 就像薩米莉亞那個女人
[00:19:00.820 --> 00:19:03.900]  覺得耶穌先生為什麼你這個宗旨都來這裡
[00:19:03.900 --> 00:19:05.780]  她懷疑你跟你不同
[00:19:05.780 --> 00:19:07.700]  但是你跟你相同 你差很遠
[00:19:07.700 --> 00:19:12.340]  因為她有一個陰暗面 是要看的
[00:19:12.340 --> 00:19:16.900]  有很多人都有些他還沒有認識得很透的自己
[00:19:16.900 --> 00:19:18.900]  但是他流露給別人看
[00:19:18.900 --> 00:19:20.980]  比如我想你上學的時候看到的
[00:19:20.980 --> 00:19:25.540]  有些同學看到你今天不開心的
[00:19:25.540 --> 00:19:28.980]  但奇怪的是 你自己看不到你自己
[00:19:28.980 --> 00:19:32.820]  有人看到你 別人問你 你今天好像不開心的
[00:19:32.820 --> 00:19:35.540]  不是啊 但後來你不是之後
[00:19:35.540 --> 00:19:38.900]  突然間覺得好像是
[00:19:38.900 --> 00:19:43.820]  這個是你跟別人之間的相近的地方就是人同子心
[00:19:43.820 --> 00:19:46.980]  人都經歷過的 不過是很久之前就很近
[00:19:46.980 --> 00:19:50.300]  大家不同的 所以如果你想維持著
[00:19:50.300 --> 00:19:54.300]  令他覺得跟你一樣 有個辦法聊天
[00:19:54.300 --> 00:19:56.300]  這個是輔導用的方法
[00:19:56.300 --> 00:20:01.500]  就是說人人都有些時間遇到一些很困難的事情
[00:20:01.500 --> 00:20:06.180]  人人都有 我想你有 我都有
[00:20:06.180 --> 00:20:10.900]  我的困難就是 我想我家裡都很多不快樂
[00:20:10.900 --> 00:20:16.220]  比如爸爸或者別人 這個就是我得到的困難
[00:20:16.220 --> 00:20:19.180]  不知道你的困難是什麼呢?
[00:20:19.180 --> 00:20:23.020]  人人都會跟你講的 因為人人都有
[00:20:23.020 --> 00:20:26.820]  我的是什麼 你的怎麼樣
[00:20:26.820 --> 00:20:29.900]  相反做得不好的輔導就是一來就說
[00:20:29.900 --> 00:20:32.780]  有什麼問題是你 什麼問題
[00:20:32.780 --> 00:20:36.100]  那就是你是很好的 你問人有什麼問題
[00:20:36.100 --> 00:20:40.100]  你多點承認 我都有些事情在找答案
[00:20:40.100 --> 00:20:41.940]  都沒有找到 我都有
[00:20:41.940 --> 00:20:45.460]  比如我有七張被拍沒做
[00:20:45.460 --> 00:20:49.180]  我都有很多困難 趕不及的
[00:20:49.180 --> 00:20:51.220]  我都很灰心的 現在這樣
[00:20:51.220 --> 00:20:56.100]  我都有 請問你 你有沒有什麼困難的
[00:20:56.100 --> 00:20:57.620]  他很快就跟你講的
[00:20:57.620 --> 00:21:01.220]  因為他假設了成立跟你談是對的人
[00:21:01.220 --> 00:21:06.220]  還有就是講回 如果你說社會事件
[00:21:06.220 --> 00:21:10.620]  社會事件很多人都只是針對家庭
[00:21:10.620 --> 00:21:13.020]  青年人這兩個組合
[00:21:13.020 --> 00:21:15.820]  我經常都提醒很多人
[00:21:15.820 --> 00:21:18.860]  其實任何一個年輕的人
[00:21:18.860 --> 00:21:22.460]  他對於出他的感情
