
[00:00:00.000 --> 00:00:07.000]  高興見到大家 特別高興第三堂
[00:05:34.000 --> 00:05:37.000]  第二就是改變摩西的規矩
[00:05:37.000 --> 00:05:40.000]  十四節或十三節就叫做「斬叫律法」
[00:05:40.000 --> 00:05:41.000]  兩個罪名
[00:05:41.000 --> 00:05:44.000]  一是羞辱聖殿
[00:05:44.000 --> 00:05:48.000]  二是改變摩西的律法
[00:05:48.000 --> 00:05:50.000]  這個神聖的地方
[00:05:50.000 --> 00:05:51.000]  或者第十四節
[00:05:51.000 --> 00:05:52.000]  這個地方
[00:05:52.000 --> 00:05:55.000]  很明顯就是指那個聖殿
[00:05:55.000 --> 00:05:56.000]  猶太人的聖殿
[00:05:56.000 --> 00:05:57.000]  猶太人的聖殿
[00:05:57.000 --> 00:05:59.000]  為甚麼他們會有甚麼指控呢?
[00:05:59.000 --> 00:06:01.000]  當然耶穌有些說話
[00:06:01.000 --> 00:06:05.000]  可以曲解成為這種意思
[00:06:05.000 --> 00:06:08.000]  譬如在約翰福音第二章記錄到
[00:06:08.000 --> 00:06:12.000]  當耶穌去所謂的聖殿
[00:06:12.000 --> 00:06:15.000]  趕走那些販賣的小販的時候
[00:06:15.000 --> 00:06:17.000]  他之後曾經說過
[00:06:17.000 --> 00:06:19.000]  如果你拆毀了聖殿的話
[00:06:19.000 --> 00:06:22.000]  我三天之後就要重建這個聖殿
[00:06:22.000 --> 00:06:26.000]  當然耶穌所指的是他的死和復活
[00:06:26.000 --> 00:06:29.000]  但是聽到的人可能會覺得
[00:06:29.000 --> 00:06:32.000]  耶穌要拆毀這個聖殿
[00:06:32.000 --> 00:06:34.000]  這個沉粉
[00:06:34.000 --> 00:06:36.000]  中文太深了
[00:06:36.000 --> 00:06:38.000]  犯了這個沉粉的罪名
[00:06:38.000 --> 00:06:40.000]  鼓勵人拆了聖殿
[00:06:40.000 --> 00:06:45.000]  接著到耶穌被賣之前
[00:06:45.000 --> 00:06:47.000]  所謂的Olivet Discourse
[00:06:47.000 --> 00:06:51.000]  他在《鑒覽山》最後的一篇講章
[00:06:51.000 --> 00:06:52.000]  也提過
[00:06:52.000 --> 00:06:54.000]  之前他跟門徒說
[00:06:54.000 --> 00:06:57.000]  你不要看到這個聖殿覺得很宏偉
[00:06:57.000 --> 00:07:00.000]  其實這個聖殿會被毀
[00:07:00.000 --> 00:07:03.000]  一塊磚頭也不在另一塊磚頭上
[00:07:03.000 --> 00:07:05.000]  當然耶穌不是在詛咒
[00:07:05.000 --> 00:07:09.000]  或者表示他很渴望看到聖殿被毀
[00:07:09.000 --> 00:07:11.000]  他只不過是表示
[00:07:11.000 --> 00:07:13.000]  這是會發生的事情
[00:07:13.000 --> 00:07:15.000]  他在預言一個事情
[00:07:15.000 --> 00:07:19.000]  不過對很多的猶太人來說
[00:07:19.000 --> 00:07:23.000]  所謂很多愛國的猶太人來說
[00:07:23.000 --> 00:07:26.000]  這個分明就是在侮辱聖殿
[00:07:26.000 --> 00:07:33.000]  你們說耶穌說我們最引以為榮的聖殿會被拆
[00:07:33.000 --> 00:07:37.000]  這個簡直是侮辱我們的國家民族
[00:07:37.000 --> 00:07:40.000]  然後第二個就是改摩西的律法
[00:07:40.000 --> 00:07:43.000]  當然耶穌有些說話都給人這樣的感覺
[00:07:43.000 --> 00:07:45.000]  雖然耶穌說過
[00:07:45.000 --> 00:07:47.000]  一點一滴也不能廢去
[00:07:47.000 --> 00:07:49.000]  但是耶穌又跟人說
[00:07:49.000 --> 00:07:51.000]  古人跟你怎麼說
[00:07:51.000 --> 00:07:53.000]  我現在跟你說
[00:07:53.000 --> 00:07:55.000]  特別對於安息日
[00:07:55.000 --> 00:07:57.000]  耶穌重新詮釋
[00:07:57.000 --> 00:07:59.000]  人只是安息日的主
[00:07:59.000 --> 00:08:03.000]  這些說話在猶太人的領袖之中
[00:08:03.000 --> 00:08:10.000]  都可以詮釋為一種侮辱摩西的律法
[00:08:10.000 --> 00:08:12.000]  或者修改或者更改摩西的律法
[00:08:12.000 --> 00:08:17.000]  所以他們就把這些罪名加在史提反上
[00:08:17.000 --> 00:08:19.000]  史提反跟他的師父一樣
[00:08:19.000 --> 00:08:22.000]  他就是侮辱聖殿
[00:08:22.000 --> 00:08:25.000]  也要改我們的律法
[00:08:25.000 --> 00:08:29.000]  其實如果用今天的場景來說
[00:08:29.000 --> 00:08:33.000]  或者今天廣東話的說法
[00:08:33.000 --> 00:08:38.000]  就是那些猶太人領袖在誣蔑史提反
[00:08:38.000 --> 00:08:41.000]  一些他沒有說過的話
[00:08:41.000 --> 00:08:43.000]  強行塞進他的口中
[00:08:43.000 --> 00:08:45.000]  就說他說了
[00:08:45.000 --> 00:08:49.000]  你看今天有時法庭
[00:08:49.000 --> 00:08:51.000]  有時你也會有這樣的感覺
[00:08:51.000 --> 00:08:54.000]  一個字到底有多少種解法呢
[00:08:54.000 --> 00:08:56.000]  一個說法是不是只有一種解法呢
[00:08:56.000 --> 00:08:59.000]  你也會覺得被人塞進去
[00:08:59.000 --> 00:09:02.000]  在今天這個社會裏面
[00:09:02.000 --> 00:09:04.000]  一個充滿爭拗的社會
[00:09:04.000 --> 00:09:09.000]  其實被人塞進去的機會就越來越高
[00:09:09.000 --> 00:09:11.000]  好像特別
[00:09:11.000 --> 00:09:13.000]  不知道你會不會像我這樣
[00:09:13.000 --> 00:09:16.000]  寫東西、說話多的人
[00:09:16.000 --> 00:09:19.000]  在Facebook留言多的人
[00:09:19.000 --> 00:09:21.000]  就越容易被人冤枉
[00:09:21.000 --> 00:09:25.000]  比如像我是明光社的董事
[00:09:25.000 --> 00:09:28.000]  我也寫過一些回應
[00:09:28.000 --> 00:09:32.000]  人家攻擊明光社這類組織的言論
[00:09:32.000 --> 00:09:36.000]  包括我們要怎樣去欺負那些
[00:09:36.000 --> 00:09:38.000]  性小眾和性戀的人
[00:09:38.000 --> 00:09:41.000]  我做了一點點的文章回應
[00:09:41.000 --> 00:09:44.000]  我們不是要怎樣去害他們
[00:09:44.000 --> 00:09:46.000]  也不是要規管
[00:09:46.000 --> 00:09:50.000]  只不過是要討論一些公民社會裏面的法律
[00:09:50.000 --> 00:09:52.000]  哪些是好的法律
[00:09:52.000 --> 00:09:54.000]  就算你寫了
[00:09:54.000 --> 00:09:56.000]  比如我寫了這樣的回應
[00:09:56.000 --> 00:10:00.000]  有人在我的Facebook留言
[00:10:00.000 --> 00:10:04.000]  如果我這些人有權力的話
[00:10:04.000 --> 00:10:07.000]  我就會燒死所有同性戀的人
[00:10:07.000 --> 00:10:09.000]  我甚麼時候有說過呢
[00:10:09.000 --> 00:10:12.000]  我連要懲罰他們都沒有說過
[00:10:12.000 --> 00:10:15.000]  我知道在Facebook從來沒有寫過半句說話
[00:10:15.000 --> 00:10:18.000]  說要懲罰任何這些性小眾的人
[00:10:18.000 --> 00:10:20.000]  不過你說要同性婚姻
[00:10:20.000 --> 00:10:22.000]  這是另一回事
[00:10:22.000 --> 00:10:24.000]  這是說法律 甚麼是好的法律
[00:10:24.000 --> 00:10:31.000]  但從來沒有說過要剝奪這些性小眾的權益
[00:10:31.000 --> 00:10:33.000]  不過無論如何
[00:10:33.000 --> 00:10:35.000]  在這個社會你講這些話
[00:10:35.000 --> 00:10:38.000]  就要接受別人可以冤枉你
[00:10:38.000 --> 00:10:40.000]  特別是過去兩年
[00:10:40.000 --> 00:10:45.000]  大家都知道我信仰政治都會說話
[00:10:45.000 --> 00:10:48.000]  我這個人就很壞
[00:10:48.000 --> 00:10:50.000]  嘴巴經常要說話
[00:10:50.000 --> 00:10:54.000]  你知道一講政治題目就經常被人冤枉
[00:10:54.000 --> 00:10:58.000]  比如我講過一句話
[00:10:58.000 --> 00:11:01.000]  不要經常罵年輕人
[00:11:01.000 --> 00:11:04.000]  了解一下他們為甚麼這麼生氣
[00:11:04.000 --> 00:11:07.000]  了解一下他們的鬱悶在哪裏
[00:11:07.000 --> 00:11:11.000]  講一句這樣的話就有人罵你
[00:11:11.000 --> 00:11:14.000]  你支持別人扔汽油彈
[00:11:14.000 --> 00:11:16.000]  你這麼暴力支持暴力的人
[00:11:16.000 --> 00:11:18.000]  我何時說過支持暴力
[00:11:18.000 --> 00:11:21.000]  何時說過要扔汽油彈
[00:11:21.000 --> 00:11:24.000]  我只是同情他們聽聽他們說話
[00:11:24.000 --> 00:11:27.000]  當然反過來都會被人罵
[00:11:27.000 --> 00:11:30.000]  你講兩句年輕人不要這麼衝動
[00:11:30.000 --> 00:11:35.000]  忍得一時就可以長命
[00:11:35.000 --> 00:11:37.000]  走遠一點的路
[00:11:37.000 --> 00:11:40.000]  你講這句話隨時會被人罵
[00:11:40.000 --> 00:11:42.000]  你幫北京講話
[00:11:42.000 --> 00:11:45.000]  你拿了北京甚麼好處
[00:11:45.000 --> 00:11:47.000]  總之在這個社會裏
[00:11:47.000 --> 00:11:49.000]  你隨便講一句話
[00:11:49.000 --> 00:11:51.000]  不是被這邊罵就那邊罵
[00:11:51.000 --> 00:11:53.000]  而且最興奮的就是
[00:11:53.000 --> 00:11:55.000]  他罵不是罵你講了一些東西
[00:11:55.000 --> 00:11:57.000]  他是罵你沒講的東西
[00:11:57.000 --> 00:11:58.000]  他說你講了
[00:11:58.000 --> 00:12:00.000]  我沒講過你罵
[00:12:00.000 --> 00:12:02.000]  你隔離街那個人而已
[00:12:02.000 --> 00:12:04.000]  為甚麼指著我
[00:12:04.000 --> 00:12:06.000]  現在香港社會就是這樣
[00:12:06.000 --> 00:12:08.000]  其實史提反也是這樣
[00:12:08.000 --> 00:12:10.000]  誰知現在香港社會是這樣
[00:12:10.000 --> 00:12:13.000]  早期使徒的教會都是面對這些
[00:12:13.000 --> 00:12:16.000]  故事說你面對這些
[00:12:16.000 --> 00:12:18.000]  那你怎樣
[00:12:18.000 --> 00:12:20.000]  你就要勇敢繼續做見證
[00:12:20.000 --> 00:12:22.000]  不要怕這些
[00:12:22.000 --> 00:12:24.000]  也不要覺得很驚訝
[00:12:24.000 --> 00:12:26.000]  別人冤枉你的說話
[00:12:26.000 --> 00:12:30.000]  出奇第一世紀已經是這樣
[00:12:30.000 --> 00:12:32.000]  做耶穌的見證人
[00:12:32.000 --> 00:12:34.000]  你不要以為講一兩句好話
[00:12:34.000 --> 00:12:36.000]  別人會拍手掌
[00:12:36.000 --> 00:12:38.000]  你講一兩句良心的話
[00:12:38.000 --> 00:12:40.000]  然後被人罵到
[00:12:40.000 --> 00:12:42.000]  甚麼都好
[00:12:42.000 --> 00:12:44.000]  總之罵你一頓死
[00:12:44.000 --> 00:12:46.000]  人就是這樣
[00:12:46.000 --> 00:12:48.000]  這是一個充滿衝突的世界
[00:12:48.000 --> 00:12:50.000]  不過史提反繼續
[00:12:50.000 --> 00:12:52.000]  勇敢的去講說話
[00:12:52.000 --> 00:12:54.000]  見證福音
[00:12:54.000 --> 00:12:56.000]  於是就有第七章
[00:12:56.000 --> 00:12:58.000]  史提反的辯詞
[00:12:58.000 --> 00:13:00.000]  第七章
[00:13:00.000 --> 00:13:02.000]  史提反的辯詞很長
[00:13:02.000 --> 00:13:04.000]  第一節大祭司問他
[00:13:04.000 --> 00:13:06.000]  是不是有這些東西
[00:13:06.000 --> 00:13:08.000]  第二節史提反就開始回答
[00:13:08.000 --> 00:13:12.000]  諸位父老弟兄請聽
[00:13:12.000 --> 00:13:14.000]  你想像以前的關德興
[00:13:14.000 --> 00:13:16.000]  各位長老
[00:13:16.000 --> 00:13:18.000]  各位鄉親父老
[00:13:18.000 --> 00:13:20.000]  請你們細心聽
[00:13:20.000 --> 00:13:22.000]  然後一講就講了五十節
[00:13:22.000 --> 00:13:24.000]  其實經文講
[00:13:24.000 --> 00:13:26.000]  史提反還沒講完
[00:13:26.000 --> 00:13:28.000]  五十節
[00:13:28.000 --> 00:13:30.000]  七章五十四節
[00:13:30.000 --> 00:13:32.000]  眾人聽見這些話
[00:13:32.000 --> 00:13:34.000]  心中極其煩惱
[00:13:34.000 --> 00:13:36.000]  向史提反咬牙切齒
[00:13:36.000 --> 00:13:38.000]  然後就抓他去城外
[00:13:38.000 --> 00:13:40.000]  就要扔他
[00:13:40.000 --> 00:13:42.000]  石頭扔死他
[00:13:42.000 --> 00:13:44.000]  史提反其實可以講久一點
[00:13:44.000 --> 00:13:46.000]  不過人們已經沒有耐性聽了
[00:13:46.000 --> 00:13:48.000]  如果史提反講了
[00:13:48.000 --> 00:13:50.000]  五十幾節的
[00:13:50.000 --> 00:13:52.000]  那篇類似講道的東西
[00:13:52.000 --> 00:13:54.000]  如果從一個
[00:13:54.000 --> 00:13:56.000]  self-explanatory
[00:13:56.000 --> 00:13:58.000]  如果從一個
[00:13:58.000 --> 00:14:00.000]  self-defense辯護的角度來看
[00:14:00.000 --> 00:14:02.000]  是很奇怪的
[00:14:02.000 --> 00:14:04.000]  通常在法庭的辯護
[00:14:04.000 --> 00:14:06.000]  譬如法庭控告你
[00:14:06.000 --> 00:14:08.000]  你犯了叛國罪
[00:14:08.000 --> 00:14:10.000]  於是通常辯護
[00:14:10.000 --> 00:14:12.000]  就會說我沒有講過叛國的說話
[00:14:12.000 --> 00:14:14.000]  你說我講了這句說話
[00:14:14.000 --> 00:14:16.000]  其實我沒有講到
[00:14:16.000 --> 00:14:18.000]  或者我講了那句說話
[00:14:18.000 --> 00:14:20.000]  不過那句說話
[00:14:20.000 --> 00:14:22.000]  其實沒有叛國的意思
[00:14:22.000 --> 00:14:24.000]  你就會講自己做過
[00:14:24.000 --> 00:14:26.000]  講過的東西
[00:14:26.000 --> 00:14:28.000]  然後去解釋這些行為
[00:14:28.000 --> 00:14:30.000]  說話 侮辱犯法例
[00:14:30.000 --> 00:14:32.000]  但是史提反
[00:14:32.000 --> 00:14:34.000]  完全沒有做這件事
[00:14:34.000 --> 00:14:36.000]  他做的事是什麼呢
[00:14:36.000 --> 00:14:38.000]  他就是重新詮釋
[00:14:38.000 --> 00:14:40.000]  那個指控
[00:14:40.000 --> 00:14:42.000]  其實你說我犯法
[00:14:42.000 --> 00:14:44.000]  其實你做的
[00:14:44.000 --> 00:14:46.000]  不是
[00:14:46.000 --> 00:14:48.000]  提出我犯法的理由
[00:14:48.000 --> 00:14:50.000]  你做的
[00:14:50.000 --> 00:14:52.000]  根本是一種不合理的
[00:14:52.000 --> 00:14:54.000]  指控
[00:14:54.000 --> 00:14:56.000]  整個過程都不合理
[00:14:56.000 --> 00:14:58.000]  基本上史提反想做這件事
[00:14:58.000 --> 00:15:00.000]  這些行為到今時今日
[00:15:00.000 --> 00:15:02.000]  香港你又看到的
[00:15:02.000 --> 00:15:04.000]  你可以想像
[00:15:04.000 --> 00:15:06.000]  如果你看看
[00:15:06.000 --> 00:15:08.000]  像吳靄儀
[00:15:08.000 --> 00:15:10.000]  資深的民主派律師
[00:15:10.000 --> 00:15:12.000]  他們的陳詞
[00:15:12.000 --> 00:15:14.000]  基本上類似Steven
[00:15:14.000 --> 00:15:16.000]  他不是要辯護自己的行為
[00:15:16.000 --> 00:15:18.000]  他是說
[00:15:18.000 --> 00:15:20.000]  你這樣抓我
[00:15:20.000 --> 00:15:22.000]  我的行為的意義是什麼呢
[00:15:22.000 --> 00:15:24.000]  你明白史提反
[00:15:24.000 --> 00:15:26.000]  在做什麼
[00:15:26.000 --> 00:15:28.000]  現在再看內容
[00:15:28.000 --> 00:15:30.000]  史提反怎樣重新詮釋
[00:15:30.000 --> 00:15:32.000]  那班領袖
[00:15:32.000 --> 00:15:34.000]  他們在做什麼行為
[00:15:34.000 --> 00:15:36.000]  或者史提反怎樣了解他們做的事
[00:15:36.000 --> 00:15:38.000]  然後
[00:15:38.000 --> 00:15:40.000]  史提反的內容
[00:15:40.000 --> 00:15:42.000]  從某個角度看
[00:15:42.000 --> 00:15:44.000]  是很奇怪的
[00:15:44.000 --> 00:15:46.000]  他開始和那班
[00:15:46.000 --> 00:15:48.000]  所謂的鄉親父老
[00:15:48.000 --> 00:15:50.000]  講歷史
[00:15:50.000 --> 00:15:52.000]  講故事
[00:15:52.000 --> 00:15:54.000]  第二節
[00:15:54.000 --> 00:15:56.000]  從前我們的祖宗亞伯拉罕
[00:15:56.000 --> 00:15:58.000]  在Mesopotamia的時候
[00:15:58.000 --> 00:16:00.000]  上帝叫他離開哈蘭
[00:16:00.000 --> 00:16:02.000]  第三節
[00:16:02.000 --> 00:16:04.000]  你要離開本地和親族
[00:16:04.000 --> 00:16:06.000]  往我所指示你的地方去
[00:16:06.000 --> 00:16:08.000]  他離開了
[00:16:08.000 --> 00:16:10.000]  加勒底人的地方
[00:16:10.000 --> 00:16:12.000]  又走來走去
[00:16:12.000 --> 00:16:14.000]  第五節
[00:16:14.000 --> 00:16:16.000]  下半節
[00:16:16.000 --> 00:16:18.000]  第五節讀
[00:16:18.000 --> 00:16:20.000]  這類上帝沒有給他產業
[00:16:20.000 --> 00:16:22.000]  亞伯拉罕連立足的地方都沒有
[00:16:22.000 --> 00:16:24.000]  但是應許
[00:16:24.000 --> 00:16:26.000]  要將這地賜給他和他的後裔為業
[00:16:26.000 --> 00:16:28.000]  雖然那時候他還沒有兒子
[00:16:28.000 --> 00:16:30.000]  第六節上帝就和他講
[00:16:30.000 --> 00:16:32.000]  你的後裔被結居外邦人
[00:16:32.000 --> 00:16:34.000]  要他做外邦人做奴隸
[00:16:34.000 --> 00:16:36.000]  然後四百年
[00:16:36.000 --> 00:16:38.000]  經文就強調
[00:16:38.000 --> 00:16:40.000]  或者史提反就強調
[00:16:40.000 --> 00:16:42.000]  神給亞伯拉罕的命令
[00:16:42.000 --> 00:16:44.000]  就是要走
[00:16:44.000 --> 00:16:46.000]  要留宰
[00:16:46.000 --> 00:16:48.000]  用今天的中文講
[00:16:48.000 --> 00:16:50.000]  亞伯拉罕你要留宰
[00:16:50.000 --> 00:16:52.000]  你將來有一個輝煌的後代
[00:16:52.000 --> 00:16:54.000]  可以這樣說
[00:16:54.000 --> 00:16:56.000]  你的後代多如天上的星星
[00:16:56.000 --> 00:16:58.000]  地上的沙
[00:16:58.000 --> 00:17:00.000]  不過你不會見到這些東西
[00:17:00.000 --> 00:17:02.000]  可以這樣說
[00:17:02.000 --> 00:17:04.000]  上帝和亞伯拉罕說
[00:17:04.000 --> 00:17:06.000]  我應許你很多東西
[00:17:06.000 --> 00:17:08.000]  不過只有一個「港」字
[00:17:08.000 --> 00:17:10.000]  你要信我
[00:17:10.000 --> 00:17:12.000]  你一樣都看不到
[00:17:12.000 --> 00:17:14.000]  不單止你看不到祝福
[00:17:14.000 --> 00:17:16.000]  而且我告訴你
[00:17:16.000 --> 00:17:18.000]  我給你的好東西還沒有發生之前
[00:17:18.000 --> 00:17:22.000]  你的後裔要首先做回四百年奴隸
[00:17:22.000 --> 00:17:24.000]  可以這樣說
[00:17:24.000 --> 00:17:26.000]  有人告訴你
[00:17:26.000 --> 00:17:28.000]  我看相就告訴你
[00:17:28.000 --> 00:17:30.000]  到你五十歲的時候你一定會發達
[00:17:30.000 --> 00:17:32.000]  中聯合彩又賺了三千萬
[00:17:32.000 --> 00:17:34.000]  不過五十歲
[00:17:34.000 --> 00:17:36.000]  三千萬還沒有來到你的面前
[00:17:36.000 --> 00:17:38.000]  你就是先有癌症
[00:17:38.000 --> 00:17:40.000]  癌症幾年之後才有三千萬
[00:17:40.000 --> 00:17:42.000]  你看到那個
[00:17:42.000 --> 00:17:44.000]  其實斯蒂芬強調
[00:17:44.000 --> 00:17:46.000]  神的確對亞伯拉罕有應許
[00:17:46.000 --> 00:17:50.000]  但這個應許是亞伯拉罕要等的
[00:17:50.000 --> 00:17:52.000]  他是憑信心接受的
[00:17:52.000 --> 00:17:54.000]  接著就
[00:17:54.000 --> 00:17:56.000]  其實不詳細讀經文
[00:17:56.000 --> 00:17:58.000]  接著他就開始說這個「藥室的故事」
[00:17:58.000 --> 00:18:00.000]  第六
[00:18:00.000 --> 00:18:02.000]  戴口罩就有些蒸氣
[00:18:02.000 --> 00:18:04.000]  第九節開始就說「藥室的故事」
[00:18:04.000 --> 00:18:06.000]  去到第
[00:18:06.000 --> 00:18:08.000]  基本上去到第十六節
[00:18:08.000 --> 00:18:10.000]  藥室的故事
[00:18:10.000 --> 00:18:12.000]  他強調的是什麼呢
[00:18:12.000 --> 00:18:14.000]  藥室不是想去埃及的
[00:18:14.000 --> 00:18:16.000]  他被兄弟賣了
[00:18:16.000 --> 00:18:18.000]  去埃及
[00:18:18.000 --> 00:18:20.000]  接著後來他的兄弟和Jacob
[00:18:20.000 --> 00:18:22.000]  也去埃及了
[00:18:22.000 --> 00:18:24.000]  也不是他們的選擇
[00:18:24.000 --> 00:18:26.000]  不是他們覺得埃及風光明媚
[00:18:26.000 --> 00:18:28.000]  所以很想移民去那裡
[00:18:28.000 --> 00:18:30.000]  不是
[00:18:30.000 --> 00:18:32.000]  是因為饑荒
[00:18:32.000 --> 00:18:34.000]  所以他們就去埃及
