
[00:00:00.000 --> 00:00:07.540]  多謝施班 特別是用一些溫柔的女聲
[00:01:48.020 --> 00:01:53.780]  就是《出海及記》12章 夜一到夜八節
[00:01:53.780 --> 00:01:56.800]  這個是和修本來的
[00:01:56.800 --> 00:02:01.060]  大家看到的話我們一起讀這幾節經文
[00:02:01.060 --> 00:02:02.380]  預備起
[00:02:02.380 --> 00:02:06.840]  「於是阿西召了以色列的重長路來
[00:02:06.840 --> 00:02:11.520]  對他們說:你們要為家人取出羔羊
[00:02:11.520 --> 00:02:14.400]  把預約節的羔羊宰了
[00:02:14.400 --> 00:02:18.660]  要拿一把牛膝草沾盤他們的血
[00:02:18.660 --> 00:02:24.240]  把盤裡的血塗在門眉上和兩邊的門腔上
[00:02:24.240 --> 00:02:26.960]  直到早晨睡著
[00:02:26.960 --> 00:02:29.500]  我出自己家的門
[00:02:29.500 --> 00:02:34.240]  因為耶和華要走遍埃及施行擊殺
[00:02:34.240 --> 00:02:39.480]  他看見血在門眉上和兩邊的門腔上
[00:02:39.480 --> 00:02:42.640]  耶和華就必預約那門
[00:02:42.640 --> 00:02:47.900]  不讓滅命者進入你們的家施行擊殺
[00:02:47.900 --> 00:02:50.320]  你們要守這命令
[00:02:50.320 --> 00:02:55.060]  作為你們和你們子孫永遠的定禮
[00:02:55.060 --> 00:03:01.080]  日後你們到了耶和華所應許賜給你們的那地
[00:03:01.080 --> 00:03:03.360]  就要守這禮儀
[00:03:03.360 --> 00:03:06.060]  你們的兒女對你們說:
[00:03:06.060 --> 00:03:08.960]  這禮儀是什麼意思呢?
[00:03:08.960 --> 00:03:10.480]  你們就說:
[00:03:10.480 --> 00:03:14.440]  這是獻給耶和華預約節的祭物
[00:03:14.440 --> 00:03:17.960]  當耶和華擊殺埃及人的時候
[00:03:17.960 --> 00:03:22.020]  他預料以色列人在埃及的房屋
[00:03:22.020 --> 00:03:24.420]  救了我們國家
[00:03:24.420 --> 00:03:27.380]  於是百姓就低頭下拜
[00:03:27.380 --> 00:03:33.440]  耶和華怎樣吩咐以色列人就怎樣行
[00:03:33.440 --> 00:03:35.520]  我給大家再做一個禱告
[00:03:35.520 --> 00:03:37.420]  主耶穌求祢幫助我們
[00:03:37.420 --> 00:03:42.800]  讓我們的家成為一個敬拜祢的群體
[00:03:42.800 --> 00:03:45.360]  讓我們藉著我們家庭的生活
[00:03:45.360 --> 00:03:47.520]  藉著我們家庭的見證
[00:03:47.520 --> 00:03:51.200]  可以將我們的信仰傳給我們的下一代
[00:03:51.200 --> 00:03:54.460]  願我們第一城浸信會都成為一個
[00:03:54.460 --> 00:03:56.760]  在這個家裏面
[00:03:56.760 --> 00:04:01.200]  能夠將我們的信仰傳給我們下一代的年輕人
[00:04:01.200 --> 00:04:04.360]  今日求祢祝福我們聽到的時間
[00:04:04.360 --> 00:04:05.480]  我們交託祷告
[00:04:05.480 --> 00:04:06.760]  奉耶穌基督的名
[00:04:06.760 --> 00:04:13.360]  這段經文今日不是詳細逐節解釋
[00:04:13.360 --> 00:04:18.280]  不過想了解一下這段經文的處境
[00:04:18.280 --> 00:04:21.600]  當然原本這段經文是
[00:04:21.600 --> 00:04:24.160]  以色列人還未出埃及之前
[00:04:24.160 --> 00:04:27.820]  其實摩西講完這段之後
[00:04:27.820 --> 00:04:31.600]  神就會派他的所謂死亡天使
[00:04:31.600 --> 00:04:34.080]  去殺了埃及人的長子
[00:04:34.080 --> 00:04:36.760]  然後以色列人就出埃及了
[00:04:36.760 --> 00:04:38.560]  不過這件事還未發生之前
[00:04:38.560 --> 00:04:42.480]  神首先藉著摩西提醒以色列人
[00:04:42.480 --> 00:04:44.640]  他們以後世世代代
[00:04:44.640 --> 00:04:48.200]  每逢所謂的「預月節」
[00:04:48.200 --> 00:04:50.720]  所以你知道「預月節」為甚麼叫「預月節」
[00:04:50.720 --> 00:04:52.560]  就是因為當年死亡天使
[00:04:52.560 --> 00:04:56.480]  預月了以色列人的屋的門
[00:04:56.480 --> 00:04:57.800]  所以叫「預月節」
[00:04:57.800 --> 00:05:00.000]  英文就是「Pass over」
[00:05:00.000 --> 00:05:03.400]  於是乎這件事還未發生之前
[00:05:03.400 --> 00:05:05.520]  已經要指示以色列人
[00:05:05.520 --> 00:05:08.520]  世世代代都要守「預月節」
[00:05:08.520 --> 00:05:10.960]  並且在「預月節」的時候
[00:05:10.960 --> 00:05:14.280]  要再次講述這段故事
[00:05:14.280 --> 00:05:18.320]  給下一代所謂的人聽
[00:05:18.320 --> 00:05:22.200]  以致這個故事可以世世代代流傳下去
[00:05:22.200 --> 00:05:26.520]  都能夠紀念神當年為以色列人所做的
[00:05:26.520 --> 00:05:28.520]  莫大的恩典
[00:05:28.520 --> 00:05:33.280]  故事的中心就是講信仰的承傳
[00:05:33.280 --> 00:05:37.120]  如何一代一代將舊恩的故事
[00:05:37.120 --> 00:05:40.880]  將對神的信心承傳下去
[00:05:40.880 --> 00:05:42.560]  我都想特別留意
[00:05:42.560 --> 00:05:46.000]  你留意整個「守預月節」
[00:05:46.000 --> 00:05:49.520]  整個傳統有幾個特色
[00:05:49.520 --> 00:05:50.960]  第一個特色就是
[00:05:50.960 --> 00:05:55.200]  「守預月節」這個傳統是在家中
[00:05:55.200 --> 00:05:57.920]  以家中作為單位發生的
[00:05:57.920 --> 00:06:00.000]  所以剛才讀經文提到
[00:06:00.000 --> 00:06:01.720]  每到「預月節」
[00:06:01.720 --> 00:06:03.960]  即是我們今天的受難節
[00:06:03.960 --> 00:06:04.880]  或者復活節
[00:06:04.880 --> 00:06:06.560]  就是猶太人的「預月節」
[00:06:06.560 --> 00:06:07.920]  同一個時間
[00:06:07.920 --> 00:06:10.320]  每逢到「預月節」的時候
[00:06:10.320 --> 00:06:12.440]  每個人的家中
[00:06:12.440 --> 00:06:14.200]  拿一隻羊出來
[00:06:14.200 --> 00:06:15.520]  然後宰了牠
[00:06:15.520 --> 00:06:19.240]  然後就把血塗在門尾上
[00:06:19.240 --> 00:06:20.840]  經文的重點就是
[00:06:20.840 --> 00:06:26.080]  信仰的承傳是在家中發生
[00:06:26.080 --> 00:06:28.080]  即是每個人發生的
[00:06:28.080 --> 00:06:31.880]  其實以以色列人的看法
[00:06:31.880 --> 00:06:33.200]  你做爸爸的
[00:06:33.200 --> 00:06:36.960]  你就是整個家中的牧師
[00:06:36.960 --> 00:06:41.000]  每個爸爸都是家中的牧師
[00:06:41.000 --> 00:06:43.760]  你要明白古代的以色列人
[00:06:43.760 --> 00:06:46.440]  是沒有教會這件事的
[00:06:46.440 --> 00:06:48.920]  以色列人不會每個星期日
[00:06:48.920 --> 00:06:51.240]  或者每個安息日走在一起
[00:06:51.240 --> 00:06:52.960]  聽有個牧師站起來
[00:06:52.960 --> 00:06:54.920]  或者有個阿彌陀佛站起來說話
[00:06:54.920 --> 00:06:56.600]  沒有這些東西的
[00:06:56.600 --> 00:07:00.560]  以色列人要到沒有了聖殿
[00:07:00.560 --> 00:07:03.480]  然後開始有所謂會堂的制度
[00:07:03.480 --> 00:07:05.920]  然後才開始走在一起
[00:07:05.920 --> 00:07:08.320]  有個阿彌陀佛走去讀聖經
[00:07:08.320 --> 00:07:10.040]  這些是後來的事情
[00:07:10.040 --> 00:07:12.040]  但是古代的以色列
[00:07:12.040 --> 00:07:16.560]  沒有所謂聚在一起這件事
[00:07:16.560 --> 00:07:19.080]  他們聚在一起聖殿獻祭
[00:07:19.080 --> 00:07:22.440]  但這不是說信仰的承傳
[00:07:22.440 --> 00:07:26.040]  說的是男人去到耶路撒冷經拜神
[00:07:26.040 --> 00:07:28.160]  信仰的承傳在古代以色列
[00:07:28.160 --> 00:07:30.960]  是完全靠家裡的
[00:07:30.960 --> 00:07:33.960]  靠爸爸 特別是上一代
[00:07:33.960 --> 00:07:37.000]  在那裡每年守禮儀
[00:07:37.000 --> 00:07:40.760]  透過禮儀和怎樣去解釋禮儀
[00:07:40.760 --> 00:07:43.920]  讓下一代的人能夠明白
[00:07:43.920 --> 00:07:46.160]  到底甚麼叫做以色列人的信仰
[00:07:46.160 --> 00:07:47.560]  甚麼叫做耶和華
[00:07:47.560 --> 00:07:50.280]  到底是怎樣的一個神
[00:07:50.280 --> 00:07:53.680]  第二件事要留意的重點
[00:07:53.680 --> 00:07:57.360]  是整個禮儀的重點是講一個故事
[00:07:57.360 --> 00:08:00.840]  而且如果用今天的哲學語言
[00:08:00.840 --> 00:08:02.840]  叫做speech act
[00:08:02.840 --> 00:08:05.840]  透過行動去講一些東西
[00:08:05.840 --> 00:08:10.720]  不過也會透過言語去解釋行動
[00:08:10.720 --> 00:08:13.400]  所以你想像的場景
[00:08:13.400 --> 00:08:17.480]  應該是爸爸拿著羊出來
[00:08:17.480 --> 00:08:20.520]  不知道小孩子會不會很興奮
[00:08:20.520 --> 00:08:24.080]  我想像我小時候
[00:08:24.080 --> 00:08:26.080]  我爸爸會把羊宰出來
[00:08:26.080 --> 00:08:28.320]  我應該也會覺得很興奮的
[00:08:28.320 --> 00:08:31.320]  我還記得我小學的時候
[00:08:31.320 --> 00:08:32.600]  住在太子道的
[00:08:32.600 --> 00:08:34.760]  我曾經試過在太子道
[00:08:34.760 --> 00:08:37.640]  那個叫做洗衣街還是甚麼街
[00:08:37.640 --> 00:08:39.240]  以前是街市的
[00:08:39.240 --> 00:08:41.120]  現在是賣衣服的
[00:08:41.120 --> 00:08:42.400]  大家不知道
[00:08:42.400 --> 00:08:45.080]  那個女人街一直接近太子道的
[00:08:45.080 --> 00:08:46.360]  現在只是賣乾貨的
[00:08:46.360 --> 00:08:48.640]  以前是街市來的
[00:08:48.640 --> 00:08:51.160]  我記得我小學年代
[00:08:51.160 --> 00:08:54.320]  見過有人在街上
[00:08:54.320 --> 00:08:56.840]  怎樣解剖一隻黃鯨
[00:08:56.840 --> 00:09:00.320]  當年有一隻黃鯨當作街頭小吃
[00:09:00.320 --> 00:09:03.440]  我覺得我很著迷的
[00:09:03.440 --> 00:09:05.920]  小時候最過癮的
[00:09:05.920 --> 00:09:07.120]  對不起 這些廢話
[00:09:07.120 --> 00:09:11.520]  小時候見到有人剝田雞很過癮的
[00:09:11.520 --> 00:09:12.800]  一剝一扔
[00:09:12.800 --> 00:09:14.240]  整塊皮就出來
[00:09:14.240 --> 00:09:16.080]  我覺得好像法術一樣
[00:09:16.080 --> 00:09:19.160]  你想像一下那些以色列的小朋友
[00:09:19.160 --> 00:09:21.720]  就會見到爸爸一剝一剝的羊
[00:09:21.720 --> 00:09:23.520]  拿起圓月彎刀出來
[00:09:23.520 --> 00:09:25.040]  一剝一剝的羊
[00:09:25.040 --> 00:09:28.240]  然後沾一些血
[00:09:28.240 --> 00:09:29.920]  塗在門尾
[00:09:29.920 --> 00:09:32.360]  70後的小朋友應該會很好奇
[00:09:32.360 --> 00:09:33.680]  當然年年都發生
[00:09:33.680 --> 00:09:35.240]  後來就不會很好奇了
[00:09:35.240 --> 00:09:37.240]  不過裝一下很好奇
[00:09:37.240 --> 00:09:40.560]  老爸 為甚麼平時血又不吃
[00:09:40.560 --> 00:09:42.360]  血也不要沾那麼多
[00:09:42.360 --> 00:09:46.440]  今天要把血塗在我們的門尾
[00:09:46.440 --> 00:09:48.880]  然後老爸就很威風的介紹
[00:09:48.880 --> 00:09:50.200]  小朋友 你不懂事
[00:09:50.200 --> 00:09:51.240]  我告訴你
[00:09:51.240 --> 00:09:54.680]  因為當年你爸爸的爸爸的爸爸的爸爸
[00:09:54.680 --> 00:09:56.560]  在一個地方叫埃及
[00:09:56.560 --> 00:09:58.480]  被人欺負得沒飯吃
[00:09:58.480 --> 00:10:00.240]  快要死了
[00:10:00.240 --> 00:10:02.680]  幸好耶和華出手
[00:10:02.680 --> 00:10:03.960]  拯救了
[00:10:03.960 --> 00:10:06.320]  繼續說埃及長治的故事
[00:10:06.320 --> 00:10:08.440]  拯救了你爸爸的爸爸的爸爸
[00:10:08.440 --> 00:10:10.600]  所以你爸爸的爸爸的爸爸不用死
[00:10:10.600 --> 00:10:13.320]  於是生到你的爸爸
[00:10:13.320 --> 00:10:15.720]  於是你的爸爸就生了你出來
[00:10:15.720 --> 00:10:17.280]  所以你記住了
[00:10:17.280 --> 00:10:19.080]  如果當年不是耶和華出手
[00:10:19.080 --> 00:10:20.440]  就沒有你的爸爸
[00:10:20.440 --> 00:10:22.200]  沒有你的爸爸就沒有你
[00:10:22.200 --> 00:10:25.240]  所以你今天能夠問到我這個問題
[00:10:25.240 --> 00:10:29.520]  就是因為當年耶和華施大恩典
[00:10:29.520 --> 00:10:31.040]  兒子一定會說
[00:10:31.040 --> 00:10:33.160]  哇 耶和華真威風
[00:10:33.160 --> 00:10:34.640]  感謝耶和華
[00:10:34.640 --> 00:10:37.160]  整個故事
[00:10:37.160 --> 00:10:39.160]  還有故事裏面
[00:10:39.160 --> 00:10:41.960]  其實主人翁不是單單是那些
[00:10:41.960 --> 00:10:44.320]  爸爸媽媽N年前那班
[00:10:44.320 --> 00:10:46.080]  真的出埃及那班人
[00:10:46.080 --> 00:10:47.480]  故事的主人翁
[00:10:47.480 --> 00:10:50.240]  也是家裏的爸爸
[00:10:50.240 --> 00:10:51.280]  他要強調
[00:10:51.280 --> 00:10:52.520]  我今天在這裏
[00:10:52.520 --> 00:10:55.720]  都是因為上主對祖宗的恩典
[00:10:55.720 --> 00:10:56.760]  你今天在這裏
[00:10:56.760 --> 00:10:59.560]  也是因為上主的恩典
[00:10:59.560 --> 00:11:01.680]  就是要給兒子
[00:11:01.680 --> 00:11:02.760]  或者子女
[00:11:02.760 --> 00:11:03.360]  今天說的
[00:11:03.360 --> 00:11:05.080]  給子女感受到
[00:11:05.080 --> 00:11:06.920]  出埃及這件事情
[00:11:06.920 --> 00:11:09.760]  不是N年前發生的事情
[00:11:09.760 --> 00:11:11.080]  出埃及的事情
[00:11:11.080 --> 00:11:13.600]  其實今天也在發生
[00:11:13.600 --> 00:11:14.200]  所以你知道
[00:11:14.200 --> 00:11:15.280]  譬如他們守禦節
[00:11:15.280 --> 00:11:16.800]  這裏我們讀的經文
[00:11:16.800 --> 00:11:18.080]  不需要讀那麼多經文
[00:11:18.080 --> 00:11:18.760]  你知道
[00:11:18.760 --> 00:11:20.360]  其實除了
[00:11:20.360 --> 00:11:25.160]  塗抹這個羔羊的血在門眉之外
[00:11:25.160 --> 00:11:27.200]  他們要吃苦菜
[00:11:27.200 --> 00:11:29.480]  今天的以色列人也是
[00:11:29.480 --> 00:11:30.960]  他們要吃一些苦菜
[00:11:30.960 --> 00:11:31.800]  如果今天
[00:11:31.800 --> 00:11:34.000]  我去過一些以色列人家裏
[00:11:34.000 --> 00:11:34.800]  試過一次
[00:11:34.800 --> 00:11:35.920]  和我老婆在美國
[00:11:35.920 --> 00:11:37.920]  和一些猶太人一起守禦節
[00:11:37.920 --> 00:11:40.200]  他們就會吃一些蒜頭
[00:11:40.200 --> 00:11:41.760]  生的蒜頭
[00:11:41.760 --> 00:11:45.240]  如果你想覺得人生喜樂得
[00:11:45.240 --> 00:11:47.240]  要試一下一些苦澀的東西
[00:11:47.240 --> 00:11:48.400]  你很簡單
[00:11:48.400 --> 00:11:51.000]  切兩片生蒜頭試一下
[00:11:51.000 --> 00:11:51.920]  你就知道
[00:11:51.920 --> 00:11:53.800]  甚麼叫夠辣
[00:11:53.800 --> 00:11:55.000]  這個真的夠辣
[00:11:55.000 --> 00:11:55.560]  OK
[00:11:55.560 --> 00:11:57.240]  要吃一些苦菜
[00:11:57.240 --> 00:11:59.400]  類似Parsley那些東西
[00:11:59.400 --> 00:12:00.480]  用一些苦的菜
[00:12:00.480 --> 00:12:01.920]  吃生蒜頭
[00:12:01.920 --> 00:12:05.120]  然後吃完才吃那隻燒的羊
[00:12:05.120 --> 00:12:08.200]  即是說要體驗先苦後甜
[00:12:08.200 --> 00:12:09.760]  人生雖然很苦
[00:12:09.760 --> 00:12:11.920]  不過上主恩典就很甜美
[00:12:11.920 --> 00:12:14.400]  整個故事要強調要經歷的
[00:12:14.400 --> 00:12:16.040]  這種拯救
[00:12:16.040 --> 00:12:17.400]  透過吃苦菜
[00:12:17.400 --> 00:12:19.400]  然後再吃一些好吃的東西
[00:12:19.400 --> 00:12:21.280]  經歷怎樣人生
[00:12:21.280 --> 00:12:22.680]  因為上主的緣故
[00:12:22.680 --> 00:12:26.640]  可以由痛苦走到美麗的環境
[00:12:26.640 --> 00:12:28.520]  這兩點都很重要
[00:12:28.520 --> 00:12:31.280]  今天其實我會說第三點
[00:12:31.280 --> 00:12:33.600]  和舊約的處境沒有甚麼關係
[00:12:33.600 --> 00:12:37.800]  因為舊約的處境很穩定
[00:12:37.800 --> 00:12:39.800]  基本上文化沒有甚麼變化
[00:12:39.800 --> 00:12:42.040]  但今天我們變得很快
[00:12:42.040 --> 00:12:45.480]  所以今天主要和你說三點
[00:12:45.480 --> 00:12:47.800]  說回剛才的經文
[00:12:47.800 --> 00:12:51.320]  第一點記住信仰的承傳核心
[00:12:51.320 --> 00:12:55.480]  不是一些教義或者規則
[00:12:55.480 --> 00:12:58.400]  不可殺人、不可甚麼的那些東西
[00:12:58.400 --> 00:12:59.440]  你們留意
[00:12:59.440 --> 00:13:01.800]  譬如這個御御節
[00:13:01.800 --> 00:13:04.040]  每年守御御節
[00:13:04.040 --> 00:13:07.560]  對猶太人最重要的禮儀
[00:13:07.560 --> 00:13:11.320]  其實不是一定要拿十誡出來讀
[00:13:11.320 --> 00:13:14.320]  其實今天的猶太人守御御節
[00:13:14.320 --> 00:13:16.320]  都不會拿十誡出來讀
[00:13:16.320 --> 00:13:18.200]  固然十誡很重要
[00:13:18.200 --> 00:13:21.720]  這是我們人生的標準
[00:13:21.720 --> 00:13:24.320]  不過信仰最核心的一件事
[00:13:24.320 --> 00:13:28.320]  不是說一堆可以做、不可以做的事
[00:13:28.320 --> 00:13:31.560]  信仰的核心是說我是誰
[00:13:31.560 --> 00:13:33.800]  到底甚麼是我的故事
[00:13:33.800 --> 00:13:36.480]  我的人生 我從哪裡來 我會去哪裡
[00:13:36.480 --> 00:13:40.280]  我人生的故事是一個甚麼故事
[00:13:40.280 --> 00:13:42.280]  這件事很重要
[00:13:42.280 --> 00:13:48.000]  其實美國有很多國際學院都有
[00:13:48.000 --> 00:13:49.760]  美國的大學多得多
[00:13:49.760 --> 00:13:51.920]  甚麼學院 神學院又多得多
[00:13:51.920 --> 00:13:55.120]  所以老師有空就要找些事去做
[00:13:55.120 --> 00:13:58.080]  不能說明為甚麼這麼多老師
[00:13:58.080 --> 00:14:00.400]  他們真的做過一些實證研究
[00:14:00.400 --> 00:14:03.080]  做一些數據的研究
[00:14:03.080 --> 00:14:07.560]  如果一個小朋友在他小時候
[00:14:07.560 --> 00:14:12.040]  對信仰的了解是一大堆的規條的話
[00:14:12.040 --> 00:14:14.800]  甚麼叫基督徒 不可以說髒話
[00:14:14.800 --> 00:14:18.800]  不可以偷別人隔離資源筆
[00:14:18.800 --> 00:14:21.360]  甚麼叫基督徒 星期天要起床
[00:14:21.360 --> 00:14:24.840]  無論你多晚睡 無論你很想睡覺多睡一點
[00:14:24.840 --> 00:14:26.960]  無論你昨晚半夜三點才睡
[00:14:26.960 --> 00:14:30.160]  不過你都要八點起床回教會
[00:14:30.160 --> 00:14:35.080]  如果他對基督信仰的了解是一大堆的
[00:14:35.080 --> 00:14:39.080]  不可以做甚麼 必須要做甚麼的話
[00:14:39.080 --> 00:14:41.400]  這個小朋友長大了
[00:14:41.400 --> 00:14:44.040]  離開信仰的機會是很高的
[00:14:44.040 --> 00:14:46.880]  多數人就會離開信仰
[00:14:46.880 --> 00:14:48.560]  所以信仰不是說
[00:14:48.560 --> 00:14:51.720]  信仰當然涉及你要做甚麼不要做甚麼
[00:14:51.720 --> 00:14:55.520]  但核心不是這些規矩
[00:14:55.520 --> 00:14:57.120]  而是一個故事
[00:14:57.120 --> 00:15:00.520]  人生到底在說一個甚麼故事呢
[00:15:00.520 --> 00:15:02.600]  我是上主的兒女
[00:15:02.600 --> 00:15:05.120]  這是一個甚麼故事呢
[00:15:05.120 --> 00:15:08.800]  第二樣核心的東西就是
[00:15:08.800 --> 00:15:13.560]  信仰的承傳的核心是在家庭
[00:15:13.560 --> 00:15:15.160]  不是在教會
[00:15:15.160 --> 00:15:16.960]  千萬不要將
[00:15:16.960 --> 00:15:19.960]  如果你有子女或者你有年輕一代
[00:15:19.960 --> 00:15:24.960]  總之你認識的有些子侄也好
[00:15:24.960 --> 00:15:29.800]  信仰的承傳應該在家庭發生是最重要的
[00:15:29.800 --> 00:15:31.400]  不要賴教會
[00:15:31.400 --> 00:15:33.520]  假如你有子女
[00:15:33.520 --> 00:15:36.480]  到子女長大了離開信仰
[00:15:36.480 --> 00:15:38.960]  甚至恨信仰
[00:15:38.960 --> 00:15:40.960]  對基督教很大反感
[00:15:40.960 --> 00:15:43.080]  不要賴教會
[00:15:43.080 --> 00:15:45.600]  第一誠教會 第一誠信會的
[00:15:45.600 --> 00:15:48.280]  只會學很差 令子女不信
[00:15:48.280 --> 00:15:50.400]  不 搞錯理由的
[00:15:50.400 --> 00:15:53.040]  如果他們的子女離開信仰的話
[00:15:53.040 --> 00:15:54.520]  你要反省
[00:15:54.520 --> 00:15:57.200]  有甚麼可以做得更好呢
[00:15:57.200 --> 00:16:02.120]  如果他們保守在主裏面
[00:16:02.120 --> 00:16:05.000]  繼續在教會裏面主外成長的話
[00:16:05.000 --> 00:16:06.280]  那你感謝神
[00:16:06.280 --> 00:16:11.160]  神真的用了你的生命去祝福了你的子女
[00:16:11.160 --> 00:16:14.400]  家庭是承傳信仰或者傳承
[00:16:14.400 --> 00:16:17.000]  這個要問一些中文厲害的人才知道
[00:16:17.000 --> 00:16:19.160]  承傳和傳承有甚麼分別
[00:16:19.160 --> 00:16:21.360]  無論如何 承傳也好 傳承也好
[00:16:21.360 --> 00:16:24.960]  總之家庭是最重要的因素
[00:16:24.960 --> 00:16:28.840]  第三點不是特別出埃及的強調
[00:16:28.840 --> 00:16:31.440]  不過今時今日
[00:16:31.440 --> 00:16:34.880]  因為我們的社會文化變得很快
[00:16:34.880 --> 00:16:36.720]  所以我們要學習
[00:16:36.720 --> 00:16:40.040]  承傳也是要基於真誠的接納和信任
[00:16:40.040 --> 00:16:41.720]  這是主要的三點
[00:16:41.720 --> 00:16:44.720]  我想每點都多說一點
[00:16:44.720 --> 00:16:46.160]  不過在說之前
[00:16:46.160 --> 00:16:47.360]  因為是說家庭
[00:16:47.360 --> 00:16:50.600]  給你看看我的女兒的照片
[00:16:50.600 --> 00:16:54.520]  大家的左手邊就看到我的三個女兒
[00:16:54.520 --> 00:17:00.240]  那時候她們應該是四歲、兩歲多一些
[00:17:00.240 --> 00:17:01.760]  或者五歲、三歲以上
[00:17:01.760 --> 00:17:08.400]  還有不知道有沒有一歲的三個女兒
[00:17:08.400 --> 00:17:10.800]  拿著一個塑膠麵包
[00:17:10.800 --> 00:17:14.360]  在我家門口拍的 很過癮的
[00:17:14.360 --> 00:17:16.960]  現在看回 你們未必看得到
[00:17:16.960 --> 00:17:20.560]  但是近距離你會看到我的女兒
[00:17:20.560 --> 00:17:24.160]  其實腳上有很多蚊子的痕跡
[00:17:24.160 --> 00:17:27.600]  表示九龍塘真的有很多蚊子
[00:17:27.600 --> 00:17:30.400]  那時候我住廣播道 上中辰教書
[00:17:30.400 --> 00:17:32.920]  眨眼間就變成了旁邊那張照片
[00:17:32.920 --> 00:17:35.200]  旁邊那張也不是最近拍的
[00:17:35.200 --> 00:17:36.720]  都是幾年前拍的
[00:17:36.720 --> 00:17:38.880]  那天是我的三女生日
[00:17:38.880 --> 00:17:43.960]  所以就去了Polytechnic University
[00:17:43.960 --> 00:17:49.400]  酒店的Buffet 好像叫The Market
[00:17:49.400 --> 00:17:52.040]  如果你喜歡吃甜品的話
[00:17:52.040 --> 00:17:53.760]  這個The Market是很好的
[00:17:53.760 --> 00:17:56.840]  他們最出色的就是甜品選擇特別多
[00:17:56.840 --> 00:17:59.400]  所以我女兒就選擇了那裡去
[00:17:59.400 --> 00:18:02.120]  女孩子發現有兩個肚子
[00:18:02.120 --> 00:18:04.880]  一個肚子是專門用來處理甜品的
[00:18:04.880 --> 00:18:05.480]  很特別的
[00:18:05.480 --> 00:18:10.480]  Anyway 中間那個就是我的三女兒
[00:18:10.480 --> 00:18:13.680]  白色 其實是淺藍色
[00:18:13.680 --> 00:18:17.160]  紅色那個就是我的二女兒
[00:18:17.160 --> 00:18:20.400]  旁邊那邊藍色那個就是我的大女兒
[00:18:20.400 --> 00:18:23.400]  轉眼間就有幾個可愛的女孩子
[00:18:23.400 --> 00:18:26.440]  就變成了亭亭玉立的女士
[00:18:26.440 --> 00:18:31.680]  所以如果你覺得人生的時間過得很慢
[00:18:31.680 --> 00:18:34.360]  你會覺得為甚麼日子過得這麼慢
[00:18:34.360 --> 00:18:36.000]  補救的方法很簡單
[00:18:36.000 --> 00:18:37.680]  就是結婚生個小孩
[00:18:37.680 --> 00:18:40.120]  你就會發現日子是很快的
[00:18:40.120 --> 00:18:41.720]  為甚麼會去得這麼快
[00:18:41.720 --> 00:18:44.240]  本來很可愛的抱在手裏面
[00:18:44.240 --> 00:18:45.440]  不知道有多好玩的女孩子
[00:18:45.440 --> 00:18:47.680]  現在忽然變成讀大學了
[00:18:47.680 --> 00:18:49.360]  然後整天在那裏挖苦你
[00:18:49.360 --> 00:18:51.880]  即是說人生發生了甚麼事
[00:18:51.880 --> 00:18:53.800]  其實是很過癮的
[00:18:53.800 --> 00:18:55.720]  所以也說一句
[00:18:55.720 --> 00:18:57.720]  不知道你有沒有想過
