
[00:00:00.000 --> 00:00:04.200]  規定節目早晨
[00:04:58.720 --> 00:05:03.040]  重點是八福是說我們做門徒的生命
[00:05:03.040 --> 00:05:06.840]  和這個世界所追求的是很不同的
[00:05:06.840 --> 00:05:08.560]  這個世界又是有福的
[00:05:08.560 --> 00:05:10.560]  和耶穌所說的剛剛相反的
[00:05:10.560 --> 00:05:12.560]  這裡我不再重複了
[00:05:12.560 --> 00:05:15.600]  然後說世上的賢 世上的光
[00:05:15.600 --> 00:05:20.760]  是說最後我們不是成為一個有道德修養的人
[00:05:20.760 --> 00:05:22.200]  是耶穌教導我們
[00:05:22.200 --> 00:05:23.800]  道德修養當然要
[00:05:23.800 --> 00:05:25.600]  不過那個不是最終的目的
[00:05:25.600 --> 00:05:28.680]  最終的目的是透過我們的好行為
[00:05:28.680 --> 00:05:30.680]  能夠榮耀上帝
[00:05:30.680 --> 00:05:32.680]  就好像世上的賢 防腐
[00:05:32.680 --> 00:05:35.080]  世上的光可以作見證一樣
[00:05:35.080 --> 00:05:38.680]  然後那個成長的路
[00:05:38.680 --> 00:05:43.680]  那個行事的應該有的方向
[00:05:43.680 --> 00:05:45.680]  就是第三段經文告訴你
[00:05:45.680 --> 00:05:50.080]  是根據上帝一點一話不能改變的聖經
[00:05:50.080 --> 00:05:52.680]  根據聖經反過來說
[00:05:52.680 --> 00:05:54.680]  我們要做賢 做光
[00:05:54.680 --> 00:05:55.680]  實際上怎麼做呢
[00:05:55.680 --> 00:05:57.680]  就會出八福的人生
[00:05:57.680 --> 00:05:59.680]  你可以這樣把它串在一起
[00:05:59.680 --> 00:06:01.680]  這個大概我認為就是整個登山部分
[00:06:01.680 --> 00:06:03.680]  馬達方第五到第七章
[00:06:03.680 --> 00:06:04.680]  一個比較長的引言
[00:06:04.680 --> 00:06:06.680]  第一到二十節
[00:06:06.680 --> 00:06:08.680]  然後下文我們要留意的
[00:06:08.680 --> 00:06:10.680]  第五章很明顯
[00:06:10.680 --> 00:06:12.680]  由二十一節開始
[00:06:12.680 --> 00:06:15.680]  整個段落是一個整體來的
[00:06:15.680 --> 00:06:16.680]  為什麼這樣說呢
[00:06:16.680 --> 00:06:22.680]  因為他用一個相同的模式去表達
[00:06:22.680 --> 00:06:26.680]  五章二十七到四十八節
[00:06:26.680 --> 00:06:28.680]  這個下文
[00:06:28.680 --> 00:06:32.680]  你們聽見有話說不可姦人
[00:06:32.680 --> 00:06:36.680]  主耶穌說只是我告訴你們
[00:06:36.680 --> 00:06:38.680]  這個模式聽見
[00:06:38.680 --> 00:06:40.680]  接著耶穌說我告訴你
[00:06:40.680 --> 00:06:41.680]  這個模式出現了
[00:06:41.680 --> 00:06:43.680]  總共有六次
[00:06:43.680 --> 00:06:44.680]  三十一節
[00:06:44.680 --> 00:06:45.680]  人若憂妻
[00:06:45.680 --> 00:06:47.680]  你聽見有人說人若憂妻要怎麼做
[00:06:47.680 --> 00:06:50.680]  但耶穌說只是我告訴你們
[00:06:50.680 --> 00:06:51.680]  三十三節
[00:06:51.680 --> 00:06:53.680]  你聽見有話說不可以起誓
[00:06:53.680 --> 00:06:56.680]  耶穌接著說只是我告訴你們
[00:06:56.680 --> 00:06:59.680]  接著三十八節
[00:06:59.680 --> 00:07:03.680]  耶穌說你聽見有話說以眼還眼
[00:07:03.680 --> 00:07:04.680]  以牙還牙
[00:07:04.680 --> 00:07:07.680]  接著耶穌說只是我告訴你們
[00:07:07.680 --> 00:07:09.680]  不如惡人作對
[00:07:09.680 --> 00:07:12.680]  最後四十三節
[00:07:12.680 --> 00:07:16.680]  你們聽見有話說當愛你的鄰舍
[00:07:16.680 --> 00:07:18.680]  但恨你的仇敵
[00:07:18.680 --> 00:07:20.680]  同樣耶穌說只是我告訴你們
[00:07:20.680 --> 00:07:23.680]  這個五段加上我們今天看的
[00:07:23.680 --> 00:07:26.680]  二十一節聖經
[00:07:26.680 --> 00:07:28.680]  同樣都是用這個模式
[00:07:28.680 --> 00:07:33.680]  你聽見有話說不可殺人
[00:07:33.680 --> 00:07:36.680]  接著耶穌說只是我告訴你們
[00:07:36.680 --> 00:07:37.680]  非常明顯的
[00:07:37.680 --> 00:07:39.680]  這裡成了一個大的段落
[00:07:39.680 --> 00:07:41.680]  都是用這個模式去說
[00:07:41.680 --> 00:07:42.680]  你聽見這樣
[00:07:42.680 --> 00:07:44.680]  接著現在告訴你
[00:07:44.680 --> 00:07:46.680]  請大家留意
[00:07:46.680 --> 00:07:49.680]  這是說二千年前的社會
[00:07:49.680 --> 00:07:50.680]  猶太人的社會
[00:07:50.680 --> 00:07:53.680]  二千年前的猶太人學習方法
[00:07:53.680 --> 00:07:55.680]  不是靠閱讀的
[00:07:55.680 --> 00:07:57.680]  閱讀是很昂貴的事
[00:07:57.680 --> 00:08:01.680]  沒有一本一卷的聖經
[00:08:01.680 --> 00:08:02.680]  非常難
[00:08:02.680 --> 00:08:05.680]  多數在會堂或文士才會有
[00:08:05.680 --> 00:08:08.680]  一般的老百姓不會自己一卷聖經
[00:08:08.680 --> 00:08:11.680]  他們主要是靠聽的
[00:08:11.680 --> 00:08:13.680]  在會堂聽
[00:08:13.680 --> 00:08:15.680]  或者父母他以前知道的
[00:08:15.680 --> 00:08:16.680]  背了下來
[00:08:16.680 --> 00:08:17.680]  好像背金句那樣
[00:08:17.680 --> 00:08:19.680]  然後教導子女
[00:08:19.680 --> 00:08:22.680]  所以你見到他們主要學習的模式
[00:08:22.680 --> 00:08:26.680]  就是我們聽見
[00:08:26.680 --> 00:08:27.680]  你們有沒有留意到
[00:08:27.680 --> 00:08:29.680]  在聖經裏面有一個例子
[00:08:29.680 --> 00:08:32.680]  猶太人說我們是這樣學的
[00:08:32.680 --> 00:08:34.680]  聖經裏面有一個這樣的例子
[00:08:34.680 --> 00:08:37.680]  在約翰第十二章
[00:08:37.680 --> 00:08:41.680]  當耶穌和他們討論辯論的時候
[00:08:41.680 --> 00:08:45.680]  猶太人說我們聽見律法上說
[00:08:45.680 --> 00:08:46.680]  基督是永存的
[00:08:46.680 --> 00:08:50.680]  為什麼說人子將會被舉起來呢
[00:08:50.680 --> 00:08:51.680]  同樣的
[00:08:51.680 --> 00:08:54.680]  他們聽見和耶穌現在所說的
[00:08:54.680 --> 00:08:56.680]  所做的是不同的
[00:08:56.680 --> 00:08:58.680]  你見到這種學習模式
[00:08:58.680 --> 00:09:02.680]  我們聽見是瑪利福音第五章
[00:09:02.680 --> 00:09:04.680]  後面的背景
[00:09:04.680 --> 00:09:06.680]  回到今日的經文
[00:09:06.680 --> 00:09:07.680]  瑪利福音第五章
[00:09:07.680 --> 00:09:09.680]  二十一至二十六節
[00:09:09.680 --> 00:09:11.680]  這段聖經雖然短短的
[00:09:11.680 --> 00:09:14.680]  但我發覺有很多地方需要解釋
[00:09:14.680 --> 00:09:16.680]  和有時候會給誤解
[00:09:16.680 --> 00:09:19.680]  二十一節到二十六節
[00:09:19.680 --> 00:09:21.680]  這六節的聖經
[00:09:21.680 --> 00:09:24.680]  正好分成三段
[00:09:24.680 --> 00:09:26.680]  分成三種顏色
[00:09:26.680 --> 00:09:28.680]  兩節聖經一段
[00:09:28.680 --> 00:09:30.680]  二十一至二十二節
[00:09:30.680 --> 00:09:32.680]  聽見耶穌說
[00:09:32.680 --> 00:09:35.680]  很明顯是一個單位一個單元
[00:09:35.680 --> 00:09:36.680]  接著二十三節
[00:09:36.680 --> 00:09:40.680]  所以怎樣去實際應用呢
[00:09:40.680 --> 00:09:42.680]  二十三至二十四節
[00:09:42.680 --> 00:09:43.680]  然後還有一個
[00:09:43.680 --> 00:09:45.680]  好像一個例子結束
[00:09:45.680 --> 00:09:46.680]  二十五至二十六節
[00:09:46.680 --> 00:09:48.680]  你的對頭要告你的時間
[00:09:48.680 --> 00:09:51.680]  你快點去求和適了
[00:09:51.680 --> 00:09:54.680]  所以分開三個小段的段落
[00:09:54.680 --> 00:09:58.680]  你見到這三個小段的段落
[00:09:58.680 --> 00:10:02.680]  連貫性一會兒會和大家指出來
[00:10:02.680 --> 00:10:04.680]  先看第一段
[00:10:04.680 --> 00:10:08.680]  這裡說你聽見有吩咐古人的話
[00:10:08.680 --> 00:10:10.680]  不可殺人
[00:10:10.680 --> 00:10:12.680]  不可殺人是成為耶穌基督
[00:10:12.680 --> 00:10:13.680]  在登山補訓裏面
[00:10:13.680 --> 00:10:15.680]  去到生活的層面
[00:10:15.680 --> 00:10:17.680]  第一個要講的訊息
[00:10:17.680 --> 00:10:21.680]  大概這裡是平衡舊約的十誡
[00:10:21.680 --> 00:10:26.680]  大家知道前面是和上帝的關係
[00:10:26.680 --> 00:10:29.680]  接下來除了孝敬父母之外
[00:10:29.680 --> 00:10:31.680]  接下來的幾個禁條
[00:10:31.680 --> 00:10:33.680]  不可不可不可
[00:10:33.680 --> 00:10:36.680]  第一個就是不可殺人
[00:10:36.680 --> 00:10:39.680]  當然這個不可殺人
[00:10:39.680 --> 00:10:41.680]  我們一會兒會再解釋
[00:10:41.680 --> 00:10:46.680]  不可殺人其實不是指任何的殺人
[00:10:46.680 --> 00:10:48.680]  是主要講謀殺
[00:10:48.680 --> 00:10:50.680]  即是用自己的方法
[00:10:50.680 --> 00:10:52.680]  不是一個制度裏面
[00:10:52.680 --> 00:10:54.680]  不是一個社會的國家法例之下
[00:10:54.680 --> 00:10:55.680]  我自己去處理
[00:10:55.680 --> 00:10:57.680]  我認為他應該死的
[00:10:57.680 --> 00:11:00.680]  或者認為他不應該繼續存活的人
[00:11:00.680 --> 00:11:01.680]  我用這樣的方法去做
[00:11:01.680 --> 00:11:03.680]  聖經說不可殺人
[00:11:03.680 --> 00:11:05.680]  所以有些聖經的翻譯
[00:11:05.680 --> 00:11:08.680]  中文的翻譯是不可謀殺
[00:11:08.680 --> 00:11:10.680]  意思可能是更加清楚一點
[00:11:10.680 --> 00:11:12.680]  除了這句話之外
[00:11:12.680 --> 00:11:18.680]  接著說犯殺人的難免受審判
[00:11:18.680 --> 00:11:20.680]  這個大概不是指聖經裏面
[00:11:20.680 --> 00:11:22.680]  舊約聖經裏面的其中一節
[00:11:22.680 --> 00:11:24.680]  是將很多不同的經文加在一起
[00:11:24.680 --> 00:11:25.680]  一個總結來的
[00:11:25.680 --> 00:11:29.680]  所做的一定有後果的
[00:11:29.680 --> 00:11:31.680]  當你用情緒
[00:11:31.680 --> 00:11:37.680]  當你很高漲做了一些決定
[00:11:37.680 --> 00:11:40.680]  你會付上代價的
[00:11:40.680 --> 00:11:43.680]  任何事情做完之後
[00:11:43.680 --> 00:11:45.680]  都會有後果的
[00:11:45.680 --> 00:11:46.680]  就算不是今生
[00:11:46.680 --> 00:11:49.680]  可能在未來後果會更加嚴重
[00:11:49.680 --> 00:11:51.680]  接著耶穌說
[00:11:51.680 --> 00:11:53.680]  根據這個基礎
[00:11:53.680 --> 00:11:55.680]  耶穌要來承傳律法
[00:11:55.680 --> 00:11:56.680]  不是廢掉它
[00:11:56.680 --> 00:11:57.680]  怎樣來承傳呢
[00:11:57.680 --> 00:12:00.680]  承傳的意思是
[00:12:00.680 --> 00:12:02.680]  將舊約講的律法
[00:12:02.680 --> 00:12:04.680]  主要的精神
[00:12:04.680 --> 00:12:07.680]  真正的最終目的
[00:12:07.680 --> 00:12:09.680]  要帶出來
[00:12:09.680 --> 00:12:11.680]  耶穌說我不是要廢掉
[00:12:11.680 --> 00:12:12.680]  我要承傳
[00:12:12.680 --> 00:12:15.680]  在不可殺人這個誡命裏面
[00:12:15.680 --> 00:12:16.680]  耶穌說
[00:12:16.680 --> 00:12:17.680]  只是我告訴你們
[00:12:17.680 --> 00:12:20.680]  凡向弟兄動怒的
[00:12:20.680 --> 00:12:22.680]  難免受審判
[00:12:22.680 --> 00:12:27.680]  將殺人變成了動怒
[00:12:27.680 --> 00:12:28.680]  都是審判
[00:12:28.680 --> 00:12:31.680]  不過上面是很嚴重的殺人
[00:12:31.680 --> 00:12:34.680]  下面似乎程度上是弱很多的
[00:12:34.680 --> 00:12:38.680]  不可向你的弟兄動怒
[00:12:38.680 --> 00:12:40.680]  你覺不覺得很嚴重
[00:12:40.680 --> 00:12:42.680]  如果是這樣
[00:12:42.680 --> 00:12:44.680]  我們每個人都應該被審判
[00:12:44.680 --> 00:12:46.680]  大概你未試過
[00:12:46.680 --> 00:12:48.680]  未向弟兄動怒
[00:12:48.680 --> 00:12:50.680]  如果是的話
[00:12:50.680 --> 00:12:52.680]  我真的非常佩服你
[00:12:52.680 --> 00:12:55.680]  要不你就說謊
[00:12:55.680 --> 00:13:00.680]  要不你根本沒有正式認真活過
[00:13:00.680 --> 00:13:04.680]  沒可能你不動怒的
[00:13:04.680 --> 00:13:07.680]  其實有些事我們應該生氣的
[00:13:07.680 --> 00:13:09.680]  不生氣才有問題
[00:13:09.680 --> 00:13:13.680]  你看看最近的新聞
[00:13:13.680 --> 00:13:16.680]  看看在BC省發生的事
[00:13:16.680 --> 00:13:18.680]  看看在美國發生的事
[00:13:18.680 --> 00:13:20.680]  看那些權貴
[00:13:20.680 --> 00:13:25.680]  富可敵國的一些權貴
[00:13:25.680 --> 00:13:27.680]  他們所做的事
[00:13:27.680 --> 00:13:29.680]  如果你不生氣
[00:13:29.680 --> 00:13:30.680]  我覺得有問題的
[00:13:30.680 --> 00:13:32.680]  應該生氣的
[00:13:32.680 --> 00:13:34.680]  但這當然不是說這類的事
[00:13:34.680 --> 00:13:36.680]  聖經裏面說我們的上帝
[00:13:36.680 --> 00:13:38.680]  是一個憤怒的上帝
[00:13:38.680 --> 00:13:41.680]  舊的聖經裏面有很多
[00:13:41.680 --> 00:13:42.680]  將來永恆裏面
[00:13:42.680 --> 00:13:48.680]  地獄是上帝憤怒的最終表達
[00:13:48.680 --> 00:13:50.680]  耶穌潔淨聖地
[00:13:50.680 --> 00:13:52.680]  耶穌將法利賽人說他們有禍等等
[00:13:52.680 --> 00:13:53.680]  聖經裏面
[00:13:53.680 --> 00:13:54.680]  從新舊的聖經裏面
[00:13:54.680 --> 00:13:58.680]  都見到上帝是一個非常憤怒的上帝
[00:13:58.680 --> 00:13:59.680]  所以希伯來書說
[00:13:59.680 --> 00:14:01.680]  落在永生神
[00:14:01.680 --> 00:14:03.680]  好像烈火的這位神的手中
[00:14:03.680 --> 00:14:08.680]  如果他是真是可怕
[00:14:08.680 --> 00:14:10.680]  不過這裏說的動怒
[00:14:10.680 --> 00:14:13.680]  不是指一些異怒
[00:14:13.680 --> 00:14:15.680]  是說在平時之間
[00:14:15.680 --> 00:14:17.680]  弟兄姊妹相處的時間
[00:14:17.680 --> 00:14:18.680]  日常裏面
[00:14:18.680 --> 00:14:19.680]  大家接觸裏面
[00:14:19.680 --> 00:14:21.680]  那種不滿
[00:14:21.680 --> 00:14:24.680]  就不是說剛才我說那類的
[00:14:24.680 --> 00:14:27.680]  大是大非的異怒
[00:14:27.680 --> 00:14:30.680]  但是由不可殺人
[00:14:30.680 --> 00:14:32.680]  去到動怒
[00:14:32.680 --> 00:14:34.680]  這個落差是否很大呢
[00:14:34.680 --> 00:14:36.680]  我猜一猜
[00:14:36.680 --> 00:14:37.680]  希望沒有猜錯
[00:14:37.680 --> 00:14:39.680]  大家都應該沒有殺過人
[00:14:39.680 --> 00:14:41.680]  應該沒有
[00:14:41.680 --> 00:14:44.680]  但是我猜你一定發過怒
[00:14:44.680 --> 00:14:46.680]  怎會相同呢
[00:14:46.680 --> 00:14:48.680]  兩樣東西是不相同的
[00:14:48.680 --> 00:14:51.680]  這就是承傳律法的意思
[00:14:51.680 --> 00:14:54.680]  耶穌不是在說一個外在的行動
[00:14:54.680 --> 00:14:56.680]  耶穌在說一個外在的行動
[00:14:56.680 --> 00:14:58.680]  內心的世界
[00:14:58.680 --> 00:15:02.680]  他處理的是我們內心的世界
[00:15:02.680 --> 00:15:05.680]  所有的殺人或者不滿
[00:15:05.680 --> 00:15:10.680]  將對方殺人的最後都是一個原因
[00:15:10.680 --> 00:15:11.680]  裏面那種憤怒
[00:15:11.680 --> 00:15:13.680]  到一個不可止息
[00:15:13.680 --> 00:15:15.680]  不可歇制的情況
[00:15:15.680 --> 00:15:17.680]  你就要做出這樣的行動
[00:15:17.680 --> 00:15:18.680]  待會我會再回來這裏
[00:15:18.680 --> 00:15:20.680]  不過我想先解釋一個
[00:15:20.680 --> 00:15:22.680]  兩節這麼短的經文
[00:15:22.680 --> 00:15:23.680]  特別第二十二節
[00:15:23.680 --> 00:15:25.680]  有多少地方需要解釋
[00:15:25.680 --> 00:15:28.680]  我這裏highlight了拉加 摩尼
[00:15:28.680 --> 00:15:30.680]  公會的審判 地獄的火
[00:15:30.680 --> 00:15:32.680]  這幾個我需要解釋一下
[00:15:32.680 --> 00:15:34.680]  拉加是什麼呢
[00:15:34.680 --> 00:15:38.680]  拉加是什麼呢
[00:15:38.680 --> 00:15:41.680]  拉加是一個音譯
[00:15:41.680 --> 00:15:44.680]  是當時猶太人說的亞難文的音譯
[00:15:44.680 --> 00:15:47.680]  這個字拉加在全本聖經
[00:15:47.680 --> 00:15:49.680]  只出現過一次
[00:15:49.680 --> 00:15:54.680]  拉加是將亞難文的音譯
[00:15:54.680 --> 00:15:56.680]  譯出來
[00:15:56.680 --> 00:15:58.680]  意思就是蠢材
[00:15:58.680 --> 00:16:00.680]  或者再仔細一點翻譯
[00:16:00.680 --> 00:16:02.680]  就是很輕
[00:16:02.680 --> 00:16:04.680]  像羽毛一樣的腦袋
[00:16:04.680 --> 00:16:08.680]  所以等於廣東人說的
[00:16:08.680 --> 00:16:10.680]  沒有腦的
[00:16:10.680 --> 00:16:12.680]  都是這個意思
[00:16:12.680 --> 00:16:16.680]  如果你是出於侮辱
[00:16:16.680 --> 00:16:22.680]  然後一種貶低對方的價值
[00:16:22.680 --> 00:16:25.680]  說對方蠢材沒有腦
[00:16:25.680 --> 00:16:28.680]  耶穌說難免公會的審判
[00:16:28.680 --> 00:16:30.680]  還有一個字眼先解釋一下
[00:16:30.680 --> 00:16:32.680]  什麼叫摩尼呢
[00:16:32.680 --> 00:16:33.680]  我小時候在教會
[00:16:33.680 --> 00:16:34.680]  教會就告訴我
[00:16:34.680 --> 00:16:36.680]  拉加就是蠢材
[00:16:36.680 --> 00:16:38.680]  摩尼就是魔鬼
[00:16:38.680 --> 00:16:40.680]  很明顯受中文翻譯的影響
[00:16:40.680 --> 00:16:42.680]  摩尼不是魔鬼
[00:16:42.680 --> 00:16:44.680]  摩尼是什麼呢
[00:16:44.680 --> 00:16:46.680]  摩尼就是蠢
[00:16:46.680 --> 00:16:50.680]  摩尼這個字在聖經裏面多很多
[00:16:50.680 --> 00:16:52.680]  摩尼這個字
[00:16:52.680 --> 00:16:54.680]  譬如在登山寶訓裏面說
[00:16:54.680 --> 00:16:57.680]  最後結束的時間
[00:16:57.680 --> 00:17:01.680]  聰明人將房子建造在盆石上
[00:17:01.680 --> 00:17:03.680]  跟著對比是什麼呢
[00:17:03.680 --> 00:17:05.680]  愚蠢人
[00:17:05.680 --> 00:17:07.680]  那個愚蠢就是摩尼
[00:17:07.680 --> 00:17:11.680]  或者更多的時候翻譯成無知的人
[00:17:11.680 --> 00:17:14.680]  無知的財主就用摩尼這個字眼
[00:17:14.680 --> 00:17:16.680]  都是意思
[00:17:16.680 --> 00:17:18.680]  兩個大概是同義詞的意思
[00:17:18.680 --> 00:17:20.680]  摩尼是說人蠢
[00:17:20.680 --> 00:17:22.680]  沒價值
[00:17:22.680 --> 00:17:24.680]  不懂事
[00:17:24.680 --> 00:17:26.680]  原來很嚴重
[00:17:26.680 --> 00:17:28.680]  我不知道你有沒有試過
[00:17:28.680 --> 00:17:30.680]  這樣去歧視人
[00:17:30.680 --> 00:17:32.680]  覺得你這麼蠢
[00:17:32.680 --> 00:17:36.680]  如果將來你的配偶這樣跟你說
[00:17:36.680 --> 00:17:40.680]  難免公會審判
[00:17:40.680 --> 00:17:42.680]  耶穌教的
[00:17:42.680 --> 00:17:47.680]  公會審判是什麼呢
[00:17:47.680 --> 00:17:51.680]  公會審判
[00:17:51.680 --> 00:17:54.680]  這個在網上的資料
[00:17:54.680 --> 00:17:56.680]  可能比我們這樣要理解多一點
[00:17:56.680 --> 00:18:00.680]  公會在猶太人的歷史裏面
[00:18:00.680 --> 00:18:02.680]  很短的時間出現
[00:18:02.680 --> 00:18:04.680]  如果有皇帝
[00:18:04.680 --> 00:18:06.680]  就不會有公會
[00:18:06.680 --> 00:18:09.680]  他有自己的司法制度
[00:18:09.680 --> 00:18:11.680]  在羅馬政府之下
[00:18:11.680 --> 00:18:15.680]  容許猶太人有相當自治的權力
[00:18:15.680 --> 00:18:18.680]  在那一百多年期間
[00:18:18.680 --> 00:18:23.680]  猶太在主要七十年
[00:18:23.680 --> 00:18:27.680]  耶路撒冷的聖殿被摧毀
[00:18:27.680 --> 00:18:30.680]  當然他們很難有自己的司法制度
[00:18:30.680 --> 00:18:32.680]  在那一百多年的時間裏面
[00:18:32.680 --> 00:18:34.680]  公會就是耶穌的時代
[00:18:34.680 --> 00:18:37.680]  包括了審耶穌的第一站
[00:18:37.680 --> 00:18:39.680]  就是猶太人公會
[00:18:39.680 --> 00:18:41.680]  大概由文士
[00:18:41.680 --> 00:18:44.680]  百姓選出來的長老
