
[00:00:00.000 --> 00:00:02.000]  各位聽眾你們好
[00:05:06.000 --> 00:05:11.000]  改了先前尼布楚條約所確定的邊界
[00:05:11.000 --> 00:05:14.000]  清政府蒙查查沒有察覺
[00:05:14.000 --> 00:05:20.000]  在1727年簽訂了赫赫圖條約
[00:05:20.000 --> 00:05:22.000]  結果又失地了
[00:05:22.000 --> 00:05:27.000]  這是第二次失地
[00:05:27.000 --> 00:05:33.000]  第三次失地是第二次鴉片戰爭之後
[00:05:33.000 --> 00:05:38.000]  俄國迫使清政府在1858年
[00:05:38.000 --> 00:05:41.000]  簽訂了愛輝條約
[00:05:41.000 --> 00:05:45.000]  將60萬平方公里的中國領土
[00:05:45.000 --> 00:05:49.000]  歸為俄羅斯版圖
[00:05:49.000 --> 00:05:53.000]  在1860年又再簽訂蘇俄北京條約
[00:05:53.000 --> 00:05:58.000]  將海參崴和一大片中國領土
[00:05:58.000 --> 00:06:00.000]  割讓給俄國
[00:06:00.000 --> 00:06:02.000]  時至今日
[00:06:02.000 --> 00:06:05.000]  海參崴屬於俄國領土
[00:06:05.000 --> 00:06:08.000]  也是俄國在遼東第一大港口
[00:06:08.000 --> 00:06:10.000]  因為這個緣故
[00:06:10.000 --> 00:06:16.000]  我們發覺海軍面對著太平洋
[00:06:16.000 --> 00:06:21.000]  俄國也佔了甜頭
[00:06:21.000 --> 00:06:25.000]  海參崴成為了俄國的領土
[00:06:25.000 --> 00:06:29.000]  在1900年馬關條約簽訂後
[00:06:29.000 --> 00:06:32.000]  因為遼東半島問題
[00:06:32.000 --> 00:06:37.000]  俄國聯合德法迫使日本歸還遼東半島給中國
[00:06:37.000 --> 00:06:39.000]  條件是甚麼呢?
[00:06:39.000 --> 00:06:41.000]  對俄國有好處
[00:06:41.000 --> 00:06:44.000]  租借大連和呂信給俄國
[00:06:44.000 --> 00:06:48.000]  在義和團在1890年冒起
[00:06:48.000 --> 00:06:54.000]  俄國在內的八國聯軍開始侵華
[00:06:54.000 --> 00:06:59.000]  俄國以平定義和團為理由
[00:06:59.000 --> 00:07:01.000]  出兵吉林、奉天等地
[00:07:01.000 --> 00:07:06.000]  中國東北省大部分地方落在俄國範圍之內
[00:07:06.000 --> 00:07:09.000]  在申酬條約的賠償當中
[00:07:09.000 --> 00:07:12.000]  清政府要支付八國聯軍
[00:07:12.000 --> 00:07:16.000]  45,660萬兩的賠償金
[00:07:16.000 --> 00:07:19.000]  其中俄國佔最多的
[00:07:19.000 --> 00:07:20.000]  拿最多錢的
[00:07:20.000 --> 00:07:22.000]  佔了29%
[00:07:22.000 --> 00:07:26.000]  是13,243萬兩
[00:07:26.000 --> 00:07:30.000]  這些筆是驚人的數字
[00:07:30.000 --> 00:07:32.000]  到了1896年的時候
[00:07:32.000 --> 00:07:37.000]  李鴻章去俄國
[00:07:37.000 --> 00:07:42.000]  去加冕
[00:07:42.000 --> 00:07:44.000]  皇帝加冕
[00:07:44.000 --> 00:07:47.000]  李鴻章出巡
[00:07:47.000 --> 00:07:50.000]  雙方秘密簽訂了條約
[00:07:50.000 --> 00:07:55.000]  容許俄國在西伯利亞的鐵路伸展到中國東北地區
[00:07:55.000 --> 00:07:57.000]  建立東清鐵路
[00:07:57.000 --> 00:08:05.000]  並且容許俄國在沿鐵路線的執法權和採礦權
[00:08:05.000 --> 00:08:07.000]  一,俄戰爭
[00:08:07.000 --> 00:08:08.000]  俄國失敗了
[00:08:08.000 --> 00:08:12.000]  外國沒辦法在東北省和日本鬥過
[00:08:12.000 --> 00:08:18.000]  改為向蒙古區野心
[00:08:18.000 --> 00:08:20.000]  1912年
[00:08:20.000 --> 00:08:25.000]  蒙古和俄羅斯簽訂了愛蒙古成為蘇俄的保護國
[00:08:25.000 --> 00:08:30.000]  後來中華民國和俄羅斯簽訂了中俄盟的協約
[00:08:30.000 --> 00:08:33.000]  雖然保存愛蒙古的宗主國
[00:08:33.000 --> 00:08:36.000]  但已經損失不少的利益
[00:08:36.000 --> 00:08:37.000]  1917年
[00:08:37.000 --> 00:08:39.000]  俄國革命成功
[00:08:39.000 --> 00:08:41.000]  成立了蘇聯政府
[00:08:41.000 --> 00:08:43.000]  並先後與中國共產黨
[00:08:43.000 --> 00:08:46.000]  後來又與國民黨合作
[00:08:46.000 --> 00:08:52.000]  當時國民黨提出了所謂的「聯俄容共」的政策
[00:08:52.000 --> 00:08:55.000]  但到了1927年
[00:08:55.000 --> 00:08:57.000]  蔣介石清黨之後
[00:08:57.000 --> 00:09:04.000]  蘇聯就積極支援中國共產黨
[00:09:04.000 --> 00:09:05.000]  1931年
[00:09:05.000 --> 00:09:08.000]  蘇維埃共和國成立的時候
[00:09:08.000 --> 00:09:11.000]  他的政制仿效蘇聯
[00:09:11.000 --> 00:09:14.000]  並且以蘇聯為盟友
[00:09:14.000 --> 00:09:16.000]  到了1941年的時候
[00:09:16.000 --> 00:09:21.000]  蘇聯就與日本簽訂了蘇日中立條約
[00:09:21.000 --> 00:09:26.000]  承認滿洲國土的完整和不可侵犯
[00:09:26.000 --> 00:09:30.000]  這樣看法很自然與中國作對
[00:09:30.000 --> 00:09:35.000]  這也引起中國共產黨的尷尬
[00:09:35.000 --> 00:09:38.000]  到了1944年的時候
[00:09:38.000 --> 00:09:43.000]  蘇聯就將唐努烏梁聽入為領土
[00:09:43.000 --> 00:09:46.000]  中華民國雖然不承認
[00:09:46.000 --> 00:09:47.000]  提出抗議
[00:09:47.000 --> 00:09:49.000]  但不為所納
[00:09:49.000 --> 00:09:52.000]  到了1945年的時候
[00:09:52.000 --> 00:09:58.000]  蘇聯見到日本的大勢已去
[00:09:58.000 --> 00:10:00.000]  民軍節節勝利
[00:10:00.000 --> 00:10:03.000]  在這個時候就宣佈要與日本交火
[00:10:03.000 --> 00:10:07.000]  又與英美舉行所謂的雅爾塔會議
[00:10:07.000 --> 00:10:10.000]  美國和英國承諾蘇聯可以恢復
[00:10:10.000 --> 00:10:14.000]  呂遜大連和東清鐵路的主權
[00:10:14.000 --> 00:10:17.000]  又承認愛蒙古獨立
[00:10:17.000 --> 00:10:19.000]  這時候蘇聯就說
[00:10:19.000 --> 00:10:21.000]  我願意加入去抗日
[00:10:21.000 --> 00:10:23.000]  早日完成太平洋戰爭
[00:10:23.000 --> 00:10:27.000]  1945年8月8日就向日本宣戰
[00:10:27.000 --> 00:10:31.000]  攻佔東三省長春市
[00:10:31.000 --> 00:10:34.000]  佔據了東三省
[00:10:34.000 --> 00:10:39.000]  即是說其實行運醫生醫病尾
[00:10:39.000 --> 00:10:42.000]  等到人家已經打三打四
[00:10:42.000 --> 00:10:46.000]  差不多已經結束的時候才加入
[00:10:46.000 --> 00:10:50.000]  然後就乘機派軍隊進入東北省
[00:10:50.000 --> 00:10:53.000]  想佔一些便宜
[00:10:53.000 --> 00:10:56.000]  雖然後來他又將東北省交還
[00:10:56.000 --> 00:11:02.000]  但是有很多權利已經拿到好處
[00:11:02.000 --> 00:11:09.000]  並且更加負責中國共產黨將日本投降的兵械
[00:11:09.000 --> 00:11:14.000]  全部交給紅軍所擁有
[00:11:14.000 --> 00:11:20.000]  但事實上中國共產黨和蘇聯的關係
[00:11:20.000 --> 00:11:23.000]  並不一此而會很順利
[00:11:23.000 --> 00:11:25.000]  尤其是發生最大的問題
[00:11:25.000 --> 00:11:27.000]  就是1969年3月
[00:11:27.000 --> 00:11:29.000]  所謂珍寶島事件
[00:11:29.000 --> 00:11:31.000]  雙方交戰
[00:11:31.000 --> 00:11:35.000]  同年雙方又在新疆邊境發生衝突
[00:11:35.000 --> 00:11:39.000]  所以從種種歷史來看
[00:11:39.000 --> 00:11:41.000]  我們發覺
[00:11:41.000 --> 00:11:45.000]  你說到外國帝國主義
[00:11:45.000 --> 00:11:47.000]  侵佔中國的領土
[00:11:47.000 --> 00:11:49.000]  其實你看看
[00:11:49.000 --> 00:11:51.000]  美國沒有任何一個時期
[00:11:51.000 --> 00:11:54.000]  佔領過中國任何一個領土
[00:11:54.000 --> 00:11:56.000]  但相反來說
[00:11:56.000 --> 00:11:58.000]  俄羅斯或蘇聯
[00:11:58.000 --> 00:12:02.000]  從中國拿到很多利益
[00:12:02.000 --> 00:12:05.000]  中國不少一大片土地
[00:12:05.000 --> 00:12:08.000]  都是為俄羅斯所擁有
[00:12:08.000 --> 00:12:11.000]  從歷史角度來看
[00:12:11.000 --> 00:12:13.000]  我們需要去認識一下
[00:12:13.000 --> 00:12:18.000]  下次再和大家講李鴻章西遊趣事
[00:12:18.000 --> 00:12:20.000]  再見

