
[00:00:00.000 --> 00:00:08.640]  今天會和大家講一個很特別的題目
[00:02:24.640 --> 00:02:26.560]  十章二十三節
[00:02:26.560 --> 00:02:30.000]  今天經文其中之一是講甚麼
[00:02:30.000 --> 00:02:33.360]  經文說「有人在這城裡逼迫你們
[00:02:33.360 --> 00:02:35.440]  就逃到那城裡去
[00:02:35.440 --> 00:02:37.040]  我實在告訴你們
[00:02:37.040 --> 00:02:38.480]  以色列的城邑
[00:02:38.480 --> 00:02:42.880]  你們還沒有走遍人子就到了」
[00:02:42.880 --> 00:02:45.280]  我上一次跟大家講的時候
[00:02:45.280 --> 00:02:49.200]  我說在《馬太福音》第十章的經文
[00:02:49.200 --> 00:02:51.680]  是有歷史上的價值
[00:02:51.680 --> 00:02:54.080]  但是也都有永恆的價值
[00:02:54.080 --> 00:02:57.440]  歷史上的價值就是給十二個使徒
[00:02:57.440 --> 00:02:59.840]  第一次拆派他們出去
[00:02:59.840 --> 00:03:02.880]  有第一次就沒有第二個第一次
[00:03:02.880 --> 00:03:03.840]  我上次都說了
[00:03:03.840 --> 00:03:05.840]  所以是有歷史上的價值
[00:03:05.840 --> 00:03:07.840]  這個不是給我們
[00:03:07.840 --> 00:03:10.000]  但是也有經文是給我們
[00:03:10.000 --> 00:03:11.520]  是有永恆的價值
[00:03:11.520 --> 00:03:14.080]  同樣是拆派我們出去
[00:03:14.080 --> 00:03:18.880]  我們怎知道是跟我們講說話
[00:03:18.880 --> 00:03:21.760]  不只是跟十二個使徒講說話
[00:03:21.760 --> 00:03:24.960]  你看今天的經文二十三節你就知道
[00:03:24.960 --> 00:03:29.760]  說會被逼迫要逃跑到各城各鄉
[00:03:29.760 --> 00:03:31.920]  直到甚麼時候
[00:03:31.920 --> 00:03:34.800]  直到人子來到
[00:03:34.800 --> 00:03:38.080]  直到耶穌基督再次來臨
[00:03:38.080 --> 00:03:41.280]  我們知道十二個門徒已經全部去世了
[00:03:41.280 --> 00:03:44.240]  耶穌基督還沒有回來
[00:03:44.240 --> 00:03:48.640]  所以這裡所說的絕對是跟所有的基督徒講
[00:03:48.640 --> 00:03:51.920]  而不是單單跟十二個門徒講
[00:03:51.920 --> 00:03:54.240]  所以這個就是最好的證明
[00:03:54.240 --> 00:03:57.200]  今天的經文的分享
[00:03:57.200 --> 00:04:01.040]  是給教會時期直到被提
[00:04:01.040 --> 00:04:05.120]  可能再進入七年的大災難
[00:04:05.120 --> 00:04:07.520]  是從耶穌基督第一次的來臨
[00:04:07.520 --> 00:04:09.200]  到他第二次的來臨
[00:04:09.200 --> 00:04:12.400]  這些經文絕對是給我們每一個基督徒
[00:04:12.400 --> 00:04:14.800]  不單只是給使徒
[00:04:14.800 --> 00:04:16.160]  說到這裡
[00:04:16.160 --> 00:04:19.760]  不妨做一點預告、一點廣告
[00:04:19.760 --> 00:04:23.440]  剛才說今天講了十六到二十三節
[00:04:23.440 --> 00:04:26.560]  還有二十四到四十二節
[00:04:26.560 --> 00:04:30.960]  二十四到四十二節都是講做門徒的代價
[00:04:30.960 --> 00:04:32.880]  說到代價
[00:04:32.880 --> 00:04:35.040]  我們就想一邊
[00:04:35.040 --> 00:04:37.360]  又要付出些甚麼
[00:04:37.360 --> 00:04:39.600]  但是如果你反過來
[00:04:39.600 --> 00:04:42.160]  從另外一個角度來看的話
[00:04:42.160 --> 00:04:44.480]  這些就是做門徒的標誌
[00:04:44.480 --> 00:04:48.560]  做門徒的質素
[00:04:48.560 --> 00:04:50.640]  所以接著四個信息
[00:04:50.640 --> 00:04:55.040]  都會是講做門徒的德性的標誌
[00:04:55.040 --> 00:04:57.920]  怎樣才是一個好的門徒
[00:04:57.920 --> 00:05:00.480]  所以一共會有四個系列
[00:05:00.480 --> 00:05:02.320]  先做一點廣告
[00:05:02.320 --> 00:05:08.080]  其實今天的經文是有雙重的預言性質
[00:05:08.080 --> 00:05:12.480]  耶穌基督說門徒是會去醫治、趕鬼
[00:05:12.480 --> 00:05:15.360]  被拉入會堂裏面
[00:05:15.360 --> 00:05:18.560]  但是我們知道接著的經文有沒有講這些
[00:05:18.560 --> 00:05:20.560]  門徒有沒有醫治、趕鬼
[00:05:20.560 --> 00:05:22.640]  有沒有被拉入會堂
[00:05:22.640 --> 00:05:25.120]  接著的經文是沒有講到
[00:05:25.120 --> 00:05:28.720]  要去到耶穌基督釘十字架
[00:05:28.720 --> 00:05:30.800]  耶穌基督升天之後
[00:05:30.800 --> 00:05:33.680]  門徒才開始醫治、趕鬼
[00:05:33.680 --> 00:05:35.360]  到處被人逼迫
[00:05:35.360 --> 00:05:37.520]  而且是被拉入會堂
[00:05:37.520 --> 00:05:40.880]  所以今天的經文其實是一個預言
[00:05:40.880 --> 00:05:42.960]  而我們也知道剛才講了
[00:05:42.960 --> 00:05:45.760]  這個不單止是給12個使徒
[00:05:45.760 --> 00:05:47.440]  也是給我們的經文
[00:05:47.440 --> 00:05:50.720]  我們也會遇見這些的逼迫
[00:05:50.720 --> 00:05:53.040]  直到耶穌基督再次回來
[00:05:53.040 --> 00:05:56.480]  所以我們看到這裡是有雙重的預言
[00:05:56.480 --> 00:05:59.440]  是給使徒的也是給我們
[00:05:59.440 --> 00:06:00.960]  我也講過
[00:06:00.960 --> 00:06:04.720]  以前在《但以理書》裏面有一個訊息
[00:06:04.720 --> 00:06:07.280]  叫做「預言而重奏」
[00:06:07.280 --> 00:06:10.160]  就是講到這些有很多在聖經裏面
[00:06:10.160 --> 00:06:13.120]  都有雙重的預言的經文
[00:06:13.120 --> 00:06:14.640]  所以我們看到今天
[00:06:14.640 --> 00:06:17.600]  一方面這個經文是給12個使徒
[00:06:17.600 --> 00:06:20.960]  另一方面也是給我們每一個基督徒
[00:06:20.960 --> 00:06:23.840]  在這個世上我們將會遇見有很多的危難
[00:06:23.840 --> 00:06:26.480]  很多的風險、很多的逼迫
[00:06:26.480 --> 00:06:29.920]  直到耶穌基督再次回來
[00:06:29.920 --> 00:06:34.000]  今天的經文《馬太福音》10章16節
[00:06:34.000 --> 00:06:35.440]  耶穌基督說
[00:06:35.440 --> 00:06:39.920]  「我差你們去如同羊入狼群」
[00:06:39.920 --> 00:06:42.240]  就是代表我們是羊
[00:06:42.240 --> 00:06:45.680]  代表這個俗世的人是狼
[00:06:45.680 --> 00:06:49.440]  歷年來有很多很多的牧師都來到我們當中
[00:06:49.440 --> 00:06:51.440]  都要告訴我們羊是怎樣
[00:06:51.440 --> 00:06:53.600]  我們都聽了很多的了
[00:06:53.600 --> 00:06:57.600]  但其中有一位牧師我相信他真的是羊的專家
[00:06:57.600 --> 00:06:59.360]  是Pastor Jimmy
[00:06:59.360 --> 00:07:03.040]  因為Pastor Jimmy曾經在紐西蘭住了一段日子
[00:07:03.040 --> 00:07:05.200]  在紐西蘭我聽人說
[00:07:05.200 --> 00:07:07.360]  那些羊是比人還多
[00:07:07.360 --> 00:07:11.120]  所以我相信Pastor Jimmy真的是一個專家
[00:07:11.120 --> 00:07:15.120]  為甚麼要用羊來代表我們基督徒呢?
[00:07:15.120 --> 00:07:19.120]  第一就是羊是非常愚蠢
[00:07:19.120 --> 00:07:21.360]  我以前都講過
[00:07:21.360 --> 00:07:25.840]  你在馬戲班裏面甚麼動物都有
[00:07:25.840 --> 00:07:28.320]  大象、老虎、獅子
[00:07:28.320 --> 00:07:30.320]  全部都懂得做馬戲
[00:07:30.320 --> 00:07:33.280]  你見過羊來做馬戲沒有?
[00:07:33.280 --> 00:07:36.320]  沒有啊 馬戲裏面沒有羊
[00:07:36.320 --> 00:07:37.840]  所以是非常愚蠢
[00:07:37.840 --> 00:07:39.920]  也不能夠自慰的
[00:07:39.920 --> 00:07:46.800]  我講的不是說羊有國可以自慰
[00:07:46.800 --> 00:07:49.440]  綿羊是沒有國的
[00:07:49.440 --> 00:07:51.600]  所以一有危難的時候
[00:07:51.600 --> 00:07:54.720]  只會逃跑
[00:07:54.720 --> 00:07:57.200]  但是動物要逃跑得快的話
[00:07:57.200 --> 00:07:59.120]  就要流線型
[00:07:59.120 --> 00:08:00.080]  好像豹一樣
[00:08:00.080 --> 00:08:02.960]  你說豹是流線型 跑得多快
[00:08:02.960 --> 00:08:06.960]  綿羊身體肥胖
[00:08:06.960 --> 00:08:09.840]  四腳好像四根牙籤
[00:08:09.840 --> 00:08:11.360]  你想想牠跑得快不快?
[00:08:11.360 --> 00:08:13.360]  當然不快
[00:08:13.360 --> 00:08:15.120]  跑得跑不快
[00:08:15.120 --> 00:08:17.440]  還是膽小如鼠
[00:08:17.440 --> 00:08:24.240]  當綿羊在草場上吃草的時候
[00:08:24.240 --> 00:08:28.240]  突然有隻兔子在樹林跳出來
[00:08:28.240 --> 00:08:30.000]  你猜那些綿羊會怎樣?
[00:08:30.000 --> 00:08:32.400]  怕得亂衝亂撞
[00:08:32.400 --> 00:08:34.000]  你踩我 我踩你
[00:08:34.000 --> 00:08:36.000]  彼此踐踏
[00:08:36.000 --> 00:08:37.200]  有些牧羊人說
[00:08:37.200 --> 00:08:43.040]  他曾經見過兩隻狼殺了三百隻羊
[00:08:43.040 --> 00:08:46.240]  你說兩隻狼殺三百隻羊這麼能吃
[00:08:46.240 --> 00:08:50.480]  一隻狼吃一百五十隻羊
[00:08:50.480 --> 00:08:52.640]  他不是吃了羊
[00:08:52.640 --> 00:08:54.240]  他是將羊剖開
[00:08:54.240 --> 00:08:56.240]  用最好的部分來吃
[00:08:56.240 --> 00:08:59.440]  吃肥肝 肝最好吃
[00:08:59.440 --> 00:09:00.640]  吃羊肝
[00:09:00.640 --> 00:09:04.160]  還有那些懷孕的羊的媽媽
[00:09:04.160 --> 00:09:06.720]  拿胎出來吃胎
[00:09:06.720 --> 00:09:09.680]  所以一殺就可以殺三百隻
[00:09:09.680 --> 00:09:11.680]  其實大部分死了的羊
[00:09:11.680 --> 00:09:13.680]  都不是被狼殺死的
[00:09:13.680 --> 00:09:14.960]  而是見到狼又怎樣?
[00:09:14.960 --> 00:09:18.000]  我剛才說到處亂衝亂撞
[00:09:18.000 --> 00:09:19.520]  你踩我 我踩你
[00:09:19.520 --> 00:09:20.800]  斷了骨
[00:09:20.800 --> 00:09:22.480]  磨擦到傷了
[00:09:22.480 --> 00:09:25.520]  最後就流血不止死亡
[00:09:25.520 --> 00:09:27.360]  那些牧羊人說
[00:09:27.360 --> 00:09:29.840]  很多時候見到一群羊死了
[00:09:29.840 --> 00:09:32.640]  連一隻狼是怎樣的都沒見過
[00:09:32.640 --> 00:09:35.600]  全部就是這樣死了
[00:09:35.600 --> 00:09:39.600]  我們見到耶穌基督和門徒說
[00:09:39.600 --> 00:09:40.960]  你們好像羊一樣
[00:09:40.960 --> 00:09:43.520]  我要送你們進去狼堆裏面
[00:09:43.520 --> 00:09:46.000]  相信門徒是完全明白
[00:09:46.000 --> 00:09:48.000]  耶穌基督在說甚麼
[00:09:48.000 --> 00:09:50.080]  因為在他們當中有很多
[00:09:50.080 --> 00:09:53.600]  見過很多的牧羊人
[00:09:53.600 --> 00:09:57.040]  這裏所說的不是引狼入室
[00:09:57.040 --> 00:10:00.080]  引狼入室就已經令人害怕了
[00:10:00.080 --> 00:10:02.640]  這是送羊入狼群
[00:10:02.640 --> 00:10:06.880]  這是更加令人害怕的事
[00:10:06.880 --> 00:10:08.880]  但是你們不用害怕
[00:10:08.880 --> 00:10:11.440]  我們做羊不一定輸定的
[00:10:11.440 --> 00:10:13.760]  我們不一定輸定的
[00:10:13.760 --> 00:10:15.760]  因為我們不是鬥獸棋
[00:10:15.760 --> 00:10:18.720]  鬥獸棋就說大象吃獅子
[00:10:18.720 --> 00:10:19.920]  獅子就吃老虎
[00:10:19.920 --> 00:10:21.120]  老虎就吃豹
[00:10:21.120 --> 00:10:22.320]  豹就吃狼
[00:10:22.320 --> 00:10:24.560]  你做豹的話你只可以吃狼
[00:10:24.560 --> 00:10:26.320]  你不可以吃老虎
[00:10:26.320 --> 00:10:28.560]  但是我們不是鬥獸棋
[00:10:28.560 --> 00:10:31.440]  鬥獸棋裏面都沒有羊
[00:10:31.440 --> 00:10:34.080]  為甚麼我們不一定輸定
[00:10:34.080 --> 00:10:37.200]  因為我們是倚靠我們的牧羊人
[00:10:37.200 --> 00:10:39.600]  當我們倚靠我們的牧羊人
[00:10:39.600 --> 00:10:41.440]  倚靠我們的耶穌基督
[00:10:41.440 --> 00:10:44.000]  我們就能夠勝出
[00:10:44.000 --> 00:10:47.840]  我們亦都在這裏說了之後
[00:10:47.840 --> 00:10:48.880]  就提醒了我們
[00:10:48.880 --> 00:10:50.560]  原來在經文裏面也好
[00:10:50.560 --> 00:10:52.560]  聖經裏面也有很多很多
[00:10:52.560 --> 00:10:55.760]  羊和狼的比喻
[00:10:55.760 --> 00:10:58.400]  在約翰福音10章11至12節
[00:10:58.400 --> 00:10:59.760]  耶穌基督怎樣說的
[00:10:59.760 --> 00:11:01.440]  祂說「我是好牧人
[00:11:01.440 --> 00:11:03.680]  好牧人為羊捨命
[00:11:03.680 --> 00:11:05.760]  若是故宮不是牧人
[00:11:05.760 --> 00:11:07.680]  羊也不是他自己的
[00:11:07.680 --> 00:11:10.720]  他看見狼來就撇下羊逃走
[00:11:10.720 --> 00:11:14.720]  狼抓住羊趕散了羊群」
[00:11:14.720 --> 00:11:17.360]  耶穌基督說我不是請回來的
[00:11:17.360 --> 00:11:18.720]  我是好牧人
[00:11:18.720 --> 00:11:20.160]  那些請回來的
[00:11:20.160 --> 00:11:21.280]  見到狼又怎樣
[00:11:21.280 --> 00:11:22.560]  走甲不透
[00:11:22.560 --> 00:11:27.520]  我是願意為我的羊來捨命
[00:11:27.520 --> 00:11:31.520]  保羅在羅馬書8章36節也有說
[00:11:31.520 --> 00:11:34.720]  「我們為你的緣故終日被殺
[00:11:34.720 --> 00:11:38.800]  人看我們如將宰的羊」
[00:11:38.800 --> 00:11:42.400]  見到我們好像將被宰殺的羊一樣
[00:11:42.400 --> 00:11:44.800]  我們見到聖經裏面真的很多
[00:11:44.800 --> 00:11:49.680]  說起我們像羊和狼的關係
[00:11:49.680 --> 00:11:51.440]  羊是屬神的人
[00:11:51.440 --> 00:11:54.480]  狼是屬俗世的人
[00:11:54.480 --> 00:11:56.880]  我們要記住一件很重要的事
[00:11:56.880 --> 00:11:59.040]  就是我們是倚靠耶穌基督
[00:11:59.040 --> 00:12:04.320]  以致我們不用怕會輸給狼
[00:12:04.320 --> 00:12:06.480]  耶穌基督說
[00:12:06.480 --> 00:12:08.480]  俗世和我們的關係
[00:12:08.480 --> 00:12:11.120]  就像狼和羊
[00:12:11.120 --> 00:12:14.400]  俗世會仇視我們
[00:12:14.400 --> 00:12:16.720]  你說是嗎?
[00:12:16.720 --> 00:12:18.080]  俗世有仇視我們嗎?
[00:12:18.080 --> 00:12:19.840]  我們先看看聖經怎樣說
[00:12:19.840 --> 00:12:22.320]  《馬太福音》10章17節
[00:12:22.320 --> 00:12:25.840]  「你們要防備人」
[00:12:25.840 --> 00:12:27.520]  10章22節怎樣說
[00:12:27.520 --> 00:12:32.160]  「並且你們要為我的名被眾人行惑」
[00:12:32.160 --> 00:12:34.400]  相信有很多人都覺得
[00:12:34.400 --> 00:12:38.720]  這個俗世好像不是很仇視基督教和基督徒
[00:12:38.720 --> 00:12:42.160]  但是最近在《華盛頓時報》
[00:12:42.160 --> 00:12:44.480]  有一篇新聞
[00:12:44.480 --> 00:12:50.800]  說到原來美國有200個反對基督教的組織
[00:12:50.800 --> 00:12:54.640]  這些組織是對基督教非常不容忍
[00:12:54.640 --> 00:13:00.080]  基督教經常被人批評
[00:13:00.080 --> 00:13:01.200]  說我們怎樣
[00:13:01.200 --> 00:13:02.800]  說我們不容忍
[00:13:02.800 --> 00:13:06.720]  但是其實這些反對基督教的集團
[00:13:06.720 --> 00:13:07.920]  都是不容忍
[00:13:07.920 --> 00:13:09.280]  怎樣不容忍
[00:13:09.280 --> 00:13:12.400]  他們是用褻瀆的話來罵基督徒
[00:13:12.400 --> 00:13:14.240]  和罵基督教
[00:13:14.240 --> 00:13:18.960]  他們是用恐嚇的手段來對付基督徒
[00:13:18.960 --> 00:13:24.960]  他們還是用暴力和罪行來對付基督徒
[00:13:24.960 --> 00:13:27.520]  要造成身體的傷害
[00:13:27.520 --> 00:13:30.400]  所以我們看到這是很可怕的
[00:13:30.400 --> 00:13:34.480]  這個數字現在來說是200個這些團體
[00:13:34.480 --> 00:13:36.880]  相信會越來越多
[00:13:36.880 --> 00:13:39.120]  慢慢會去到300、400
[00:13:39.120 --> 00:13:40.960]  會得上1000、2000
[00:13:40.960 --> 00:13:44.480]  越來越多人是反對基督教
[00:13:44.480 --> 00:13:46.320]  另外一件事讓我們看到
[00:13:46.320 --> 00:13:48.480]  為甚麼俗世好像狼
[00:13:48.480 --> 00:13:50.640]  對待我們好像羊一樣
[00:13:50.640 --> 00:13:54.480]  就是在20世紀根據調查數字
[00:13:54.480 --> 00:13:57.840]  20世紀慰主殉道的基督徒
[00:13:57.840 --> 00:14:03.600]  比起以前19世紀加起來的人數還多
[00:14:03.600 --> 00:14:08.000]  這些迫害真的越來越嚴重
[00:14:08.000 --> 00:14:10.640]  就好像聖經告訴我們一樣
[00:14:10.640 --> 00:14:16.000]  我們好像羊在狼群裏面
[00:14:16.000 --> 00:14:20.000]  一個很明顯的問題
[00:14:20.000 --> 00:14:24.160]  就是為甚麼人會對基督徒這麼仇視
[00:14:24.160 --> 00:14:27.280]  是否因為我們說話去惹人生氣
[00:14:27.280 --> 00:14:29.840]  其實我們不需要去說話惹人生氣
[00:14:29.840 --> 00:14:31.440]  聖經裏面的教導
[00:14:31.440 --> 00:14:33.840]  聖經指出人的罪
[00:14:33.840 --> 00:14:36.640]  自然那些人看到我們就覺得
[00:14:36.640 --> 00:14:40.080]  好像狼和羊的關係一樣
[00:14:40.080 --> 00:14:42.000]  耶穌基督所傳的
[00:14:42.000 --> 00:14:43.920]  是一個悔改的福音
[00:14:43.920 --> 00:14:45.600]  是一個悔改的道
[00:14:45.600 --> 00:14:47.440]  如果是一個悔改的道
[00:14:47.440 --> 00:14:50.320]  就會針對人的罪
[00:14:50.320 --> 00:14:54.560]  很少人會承認自己是一個罪人
[00:14:54.560 --> 00:14:57.280]  你不要說去認罪悔改
[00:14:57.280 --> 00:14:59.200]  要他們承認自己是一個罪人
[00:14:59.200 --> 00:15:02.480]  已經是很難做到的事
[00:15:02.480 --> 00:15:05.200]  當聖經指出人的罪的時候
[00:15:05.200 --> 00:15:06.640]  我們是基督徒
[00:15:06.640 --> 00:15:11.360]  我們在世上就好像是進了狼群的羊一樣
[00:15:11.360 --> 00:15:14.080]  他們看到我們是很不順眼的
[00:15:14.080 --> 00:15:16.400]  這個也是原因有很多的牧師
[00:15:16.400 --> 00:15:18.880]  都不願意說罪
[00:15:18.880 --> 00:15:21.440]  他們喜歡說神的恩典
[00:15:21.440 --> 00:15:24.080]  他們喜歡說神的憐憫
[00:15:24.080 --> 00:15:25.840]  喜歡說神的愛
[00:15:25.840 --> 00:15:27.840]  但是不喜歡說罪
[00:15:27.840 --> 00:15:29.040]  但是你不說罪
[00:15:29.040 --> 00:15:32.160]  怎麼能使人得救
[00:15:32.160 --> 00:15:34.640]  《馬可福音》第二章第十七節
[00:15:34.640 --> 00:15:36.640]  耶穌基督自己說
[00:15:36.640 --> 00:15:42.080]  他說沒有病的人是不需要醫生的
[00:15:42.080 --> 00:15:43.600]  健康的人不需要醫生
[00:15:43.600 --> 00:15:46.400]  只有有病的人才需要醫生
[00:15:46.400 --> 00:15:47.440]  祂還說
[00:15:47.440 --> 00:15:49.520]  祂說我不是來召義人
[00:15:49.520 --> 00:15:51.920]  我是來召罪人
[00:15:51.920 --> 00:15:52.800]  所以我們看到
[00:15:52.800 --> 00:15:55.360]  如果我們不跟別人說罪的時候
[00:15:55.360 --> 00:15:57.120]  別人怎麼能得救
[00:15:57.120 --> 00:15:59.520]  當他們不知道自己需要救主
[00:15:59.520 --> 00:16:01.040]  不是罪人的時候
[00:16:01.040 --> 00:16:03.280]  他們是永遠不能得救的
[00:16:03.280 --> 00:16:05.840]  所以我們看到
[00:16:05.840 --> 00:16:08.480]  這個正是問題
[00:16:08.480 --> 00:16:12.160]  你說跟別人說罪的福音
[00:16:12.160 --> 00:16:13.360]  來到傳福音
[00:16:13.360 --> 00:16:15.680]  這個已經是過氣了
[00:16:15.680 --> 00:16:17.040]  過時了
[00:16:17.040 --> 00:16:19.840]  現在沒有人敢做的了
[00:16:19.840 --> 00:16:21.120]  真的嗎?
[00:16:21.120 --> 00:16:24.320]  剛才我和大家分享那節經文
[00:16:24.320 --> 00:16:28.320]  《馬太福音》第十章第23節說什麼呢?
[00:16:28.320 --> 00:16:32.560]  說基督徒將會是逼迫
[00:16:32.560 --> 00:16:34.400]  直至到什麼時候?
[00:16:34.400 --> 00:16:37.760]  直至到耶穌基督再次來臨
[00:16:37.760 --> 00:16:39.840]  耶穌基督一天未來臨
[00:16:39.840 --> 00:16:46.640]  這種傳福音傳道的方法
[00:16:46.640 --> 00:16:48.240]  都還沒有過時
[00:16:48.240 --> 00:16:50.480]  所以我們要知道
[00:16:50.480 --> 00:16:53.600]  我們要跟別人說誠實的話
[00:16:53.600 --> 00:16:55.920]  如果我們不跟別人說誠實的話
[00:16:55.920 --> 00:17:00.480]  別人是不能得救的
[00:17:00.480 --> 00:17:02.080]  我們看到耶穌基督
[00:17:02.080 --> 00:17:04.080]  剛才的經文告訴我們
[00:17:04.080 --> 00:17:07.600]  這些對基督徒的仇視
[00:17:07.600 --> 00:17:09.280]  對基督徒的逼迫
[00:17:09.280 --> 00:17:12.880]  將會從三個層面出現
[00:17:12.880 --> 00:17:15.680]  第一個層面是家庭
[00:17:15.680 --> 00:17:18.240]  在《馬太福音》第十章第21節
[00:17:18.240 --> 00:17:19.280]  我們看到
[00:17:19.280 --> 00:17:21.200]  弟兄要把弟兄
[00:17:21.200 --> 00:17:25.040]  父親要把兒子送到死地
[00:17:25.040 --> 00:17:26.080]  我們看到
[00:17:26.080 --> 00:17:28.960]  兒女和父母也是圍地
[00:17:28.960 --> 00:17:30.720]  會害死他們
[00:17:30.720 --> 00:17:33.600]  這些在回教徒的家庭裏面
[00:17:33.600 --> 00:17:35.520]  我們真的屢見不鮮
[00:17:35.520 --> 00:17:37.680]  當一個回教徒的家庭
[00:17:37.680 --> 00:17:41.280]  有其中的成員接受了耶穌基督的話
[00:17:41.280 --> 00:17:44.480]  他們就很可能將他這個成員
[00:17:44.480 --> 00:17:47.280]  接受耶穌基督這個成員處死
[00:17:47.280 --> 00:17:48.160]  在新聞裏面
[00:17:48.160 --> 00:17:50.880]  我們看到很多很多這些事發生
[00:17:50.880 --> 00:17:53.360]  就算在美國也有
[00:17:53.360 --> 00:17:54.800]  而到了末世
[00:17:54.800 --> 00:17:57.040]  我們知道這種逼迫
[00:17:57.040 --> 00:17:59.120]  還會繼續產生
[00:17:59.120 --> 00:18:01.760]  在《馬太福音》第24章第9節
[00:18:01.760 --> 00:18:02.480]  經文說
[00:18:02.480 --> 00:18:05.920]  「那時人要把你們喊在患難裏」
[00:18:05.920 --> 00:18:07.920]  這個原文是說甚麼呢?
[00:18:07.920 --> 00:18:11.760]  原文是說會把你們交出來
[00:18:11.760 --> 00:18:12.960]  這個我相信
[00:18:12.960 --> 00:18:15.840]  也包括自己的家庭成員
[00:18:15.840 --> 00:18:19.280]  將另外的家庭成員交出來
[00:18:19.280 --> 00:18:21.120]  在末世會發生
[00:18:21.120 --> 00:18:22.800]  「也要殺害你們
[00:18:22.800 --> 00:18:26.560]  你們又要為我的名被萬民恨惡」
[00:18:26.560 --> 00:18:28.960]  這個是第一個層面
[00:18:28.960 --> 00:18:32.000]  在家庭裏面會產生這些事
[00:18:32.000 --> 00:18:33.520]  第二個層面
[00:18:33.520 --> 00:18:36.080]  是在宗教的層面
[00:18:36.080 --> 00:18:38.880]  在《馬太福音》第17節尾
[00:18:38.880 --> 00:18:40.480]  我們剛才讀過
[00:18:40.480 --> 00:18:43.840]  是會把基督徒交給工會
[00:18:43.840 --> 00:18:46.000]  交在會堂裏面
[00:18:46.000 --> 00:18:49.040]  以致被人鞭打
[00:18:49.040 --> 00:18:52.080]  這個工會和會堂
[00:18:52.080 --> 00:18:55.360]  我們知道是猶太人的教
[00:18:55.360 --> 00:18:56.480]  猶太教
[00:18:56.480 --> 00:18:57.920]  的的確確
[00:18:57.920 --> 00:19:03.280]  早期的猶太教的確是逼迫基督教
[00:19:03.280 --> 00:19:05.920]  最好的例子就是索羅
