
[00:00:00.000 --> 00:00:07.120]  今晚我們來到利未記最後的兩章
[00:09:24.880 --> 00:09:27.760]  給 賜
[00:09:27.760 --> 00:09:30.640]  用英文來翻譯就是give
[00:09:30.640 --> 00:09:34.560]  我要賜下雨水
[00:09:34.560 --> 00:09:35.600]  這是第四節
[00:09:35.600 --> 00:09:36.240]  第六節
[00:09:36.240 --> 00:09:39.720]  我要賜下平安
[00:09:39.720 --> 00:09:40.840]  是同一個字
[00:09:40.840 --> 00:09:42.680]  Natan這個希伯來文
[00:09:42.680 --> 00:09:43.960]  是很普通的字
[00:09:43.960 --> 00:09:45.520]  我給你
[00:09:45.520 --> 00:09:47.080]  第三次出現
[00:09:47.080 --> 00:09:48.760]  我們看不到中文
[00:09:48.760 --> 00:09:50.960]  因為在第十一節
[00:09:50.960 --> 00:09:56.640]  我要在你們中間賜我的帳篷
[00:09:56.640 --> 00:09:58.160]  又是同一個字
[00:09:58.160 --> 00:09:58.880]  give
[00:09:58.880 --> 00:10:00.160]  Natan
[00:10:00.160 --> 00:10:01.640]  不過第十一節
[00:10:01.640 --> 00:10:02.920]  其實你可以留意到
[00:10:02.920 --> 00:10:04.560]  如果你讀聖經讀慢一點
[00:10:04.560 --> 00:10:05.480]  小心一點
[00:10:05.480 --> 00:10:06.440]  你都會發覺
[00:10:06.440 --> 00:10:08.160]  在你們中間
[00:10:08.160 --> 00:10:10.560]  在十二節又再重複
[00:10:10.560 --> 00:10:11.600]  那裏很明顯
[00:10:11.600 --> 00:10:14.320]  又有一些記號告訴我們
[00:10:14.320 --> 00:10:16.920]  是一個新的段落的開始
[00:10:16.920 --> 00:10:18.640]  不過如果讀希伯來文
[00:10:18.640 --> 00:10:19.920]  這三個動詞
[00:10:19.920 --> 00:10:23.360]  上帝說我要賜下
[00:10:23.360 --> 00:10:28.080]  就很清晰是三個不同的段落
[00:10:28.080 --> 00:10:28.880]  第一個段落
[00:10:28.880 --> 00:10:31.240]  就是說第四節
[00:10:31.240 --> 00:10:33.000]  第五節
[00:10:33.000 --> 00:10:35.440]  上帝賜下雨水
[00:10:35.440 --> 00:10:38.440]  於是地就生出土產
[00:10:38.440 --> 00:10:40.680]  樹木就結果
[00:10:40.680 --> 00:10:42.560]  他們收割的時候
[00:10:42.560 --> 00:10:45.600]  這裏說打糧食要到摘葡萄
[00:10:45.600 --> 00:10:47.880]  摘葡萄要到殺種
[00:10:47.880 --> 00:10:49.320]  那是甚麼意思
[00:10:49.320 --> 00:10:50.760]  豐收
[00:10:50.760 --> 00:10:55.040]  一年四季都未做完收割
[00:10:55.040 --> 00:10:56.440]  就要去摘葡萄
[00:10:56.440 --> 00:10:57.880]  都未摘完葡萄
[00:10:57.880 --> 00:10:59.920]  又要輪到殺種
[00:10:59.920 --> 00:11:00.880]  夏天
[00:11:00.880 --> 00:11:03.400]  其實不應該說夏天
[00:11:03.400 --> 00:11:06.640]  因為他們的年曆是溫哥華氣候
[00:11:06.640 --> 00:11:09.040]  我經常都說地中海氣候
[00:11:09.040 --> 00:11:10.880]  雨水是冬天的季節
[00:11:10.880 --> 00:11:13.240]  不過總之你讀得出意思
[00:11:13.240 --> 00:11:14.840]  豐富到一個地步
[00:11:14.840 --> 00:11:16.840]  是他們來不及做的
[00:11:16.840 --> 00:11:19.760]  於是他們結果吃得飽足
[00:11:19.760 --> 00:11:24.480]  在地上安然居住
[00:11:24.480 --> 00:11:27.800]  上帝所賜的第一個福氣
[00:11:27.800 --> 00:11:29.560]  或者第一個段落
[00:11:29.560 --> 00:11:33.240]  說上帝賜下的福氣
[00:11:33.240 --> 00:11:36.400]  其實是很物質化的
[00:11:36.400 --> 00:11:37.920]  這裏說下雨
[00:11:37.920 --> 00:11:39.160]  說豐收
[00:11:39.160 --> 00:11:43.840]  是一個農業社會的經濟運作
[00:11:43.840 --> 00:11:46.240]  所以如果用香港人的說法
[00:11:46.240 --> 00:11:49.040]  我們今天關心的不是雨水
[00:11:49.040 --> 00:11:50.240]  不是豐收
[00:11:50.240 --> 00:11:53.920]  因為我們已經不再活在一個農業的社會裏面
[00:11:53.920 --> 00:11:56.480]  我們是一個商業社會
[00:11:56.480 --> 00:11:58.520]  我們說的有沒有工作
[00:11:58.520 --> 00:12:01.280]  失業的比例是百分之幾
[00:12:01.280 --> 00:12:04.960]  我們說的恆生指數是升還是跌
[00:12:04.960 --> 00:12:06.960]  我們說的負資產
[00:12:06.960 --> 00:12:08.720]  我們說的樓價
[00:12:08.720 --> 00:12:10.120]  我們說的出入口
[00:12:10.120 --> 00:12:12.320]  我們說的通縮還是通脹
[00:12:12.320 --> 00:12:14.160]  是說這些東西
[00:12:14.160 --> 00:12:18.520]  利美記不是說上帝的祝福是心靈的平安
[00:12:18.520 --> 00:12:22.000]  好像甚麼行路得恩助
[00:12:22.000 --> 00:12:25.200]  是試煉得上帝的憐憫
[00:12:25.200 --> 00:12:27.720]  不是這麼屬靈的東西
[00:12:27.720 --> 00:12:29.320]  這是第一段
[00:12:29.320 --> 00:12:33.360]  你和我讀的時候應該懂得翻譯的
[00:12:33.360 --> 00:12:38.200]  從一個農業的社會的豐收
[00:12:38.200 --> 00:12:42.480]  我們把它翻譯到今天一個商業的世界裏面
[00:12:42.480 --> 00:12:45.440]  上帝所應承的祝福很奇怪
[00:12:45.440 --> 00:12:48.320]  先行的民以食為天
[00:12:48.320 --> 00:12:51.720]  馬克思說經濟是下層建築
[00:12:51.720 --> 00:12:53.960]  下層的意思不是第一級的意思
[00:12:53.960 --> 00:12:57.600]  是一個基本人的生命的基礎
[00:12:57.600 --> 00:12:59.760]  在經濟的活動上
[00:12:59.760 --> 00:13:06.080]  利美記是從這裏開始說上帝的賜下
[00:13:06.080 --> 00:13:11.200]  不過當然上帝所賜的福不是停在物質
[00:13:11.200 --> 00:13:13.120]  這只是三分之一
[00:13:13.120 --> 00:13:15.800]  所以接著讀下去是平衡的
[00:13:15.800 --> 00:13:18.200]  上帝賜下雨水
[00:13:18.200 --> 00:13:21.760]  上帝賜下平安
[00:13:21.760 --> 00:13:25.120]  平安就是shalom
[00:13:25.120 --> 00:13:28.440]  用中文來翻譯就是福氣
[00:13:28.440 --> 00:13:29.800]  就是最完整的
[00:13:29.800 --> 00:13:32.760]  平安好像比較狹窄一點
[00:13:32.760 --> 00:13:33.800]  福氣
[00:13:33.800 --> 00:13:35.360]  這個福氣包括甚麼呢
[00:13:35.360 --> 00:13:38.080]  我們開始要留心看清楚了
[00:13:38.080 --> 00:13:39.480]  這裏說的是
[00:13:39.480 --> 00:13:42.320]  你們倘我無人驚嚇
[00:13:42.320 --> 00:13:45.520]  惡獸在地上熄滅
[00:13:45.520 --> 00:13:50.600]  刀劍不會經過你們的地
[00:13:50.600 --> 00:13:52.040]  然後下面就說
[00:13:52.040 --> 00:13:54.280]  如果真的有敵人來
[00:13:54.280 --> 00:13:57.840]  你們五個人就可以打贏一百個人
[00:13:57.840 --> 00:14:01.040]  一百個人就打贏一萬個人
[00:14:01.040 --> 00:14:02.240]  這裏不是說太平
[00:14:02.240 --> 00:14:03.560]  這裏說戰爭
[00:14:03.560 --> 00:14:05.000]  在戰爭當中
[00:14:05.000 --> 00:14:06.400]  你們會得勝
[00:14:06.400 --> 00:14:09.000]  仇敵倒在你們的刀下
[00:14:09.000 --> 00:14:10.520]  第九節
[00:14:10.520 --> 00:14:12.040]  我眷顧你們
[00:14:12.040 --> 00:14:14.040]  生養眾多
[00:14:14.040 --> 00:14:17.960]  我和你們堅定所立的約
[00:14:17.960 --> 00:14:19.520]  然後又說回食物
[00:14:19.520 --> 00:14:21.280]  你們要吃塵糧
[00:14:21.280 --> 00:14:25.720]  又因新糧挪開塵糧
[00:14:25.720 --> 00:14:26.800]  買麵包而已
[00:14:26.800 --> 00:14:28.320]  還沒吃完發了瘋
[00:14:28.320 --> 00:14:29.840]  買第二包回來
[00:14:29.840 --> 00:14:31.120]  吃不完東西
[00:14:31.120 --> 00:14:31.760]  多肚餓
[00:14:31.760 --> 00:14:35.000]  很豐富的生活
[00:14:35.000 --> 00:14:37.200]  這裏說平安
[00:14:37.200 --> 00:14:44.200]  仍然不是說屬靈的平安
[00:14:44.200 --> 00:14:47.520]  不是說我們心目中想的
[00:14:47.520 --> 00:14:49.640]  一些很屬靈的觀念
[00:14:49.640 --> 00:14:52.080]  說的是一個社會
[00:14:52.080 --> 00:14:54.800]  說的是安居樂業
[00:14:54.800 --> 00:14:59.400]  說的是沒有突然之間的驚嚇
[00:14:59.400 --> 00:15:02.080]  沒有野獸走出來吃人
[00:15:02.080 --> 00:15:03.160]  當時的社會
[00:15:03.160 --> 00:15:04.480]  不是說香港
[00:15:04.480 --> 00:15:05.880]  如果我們要翻譯出來
[00:15:05.880 --> 00:15:09.600]  說的是沒有非典型肺炎
[00:15:09.600 --> 00:15:15.800]  沒有這一類令到社會不安的災難出現
[00:15:15.800 --> 00:15:18.360]  沒有戰爭
[00:15:18.360 --> 00:15:23.160]  而且你們的人口會不斷的增加
[00:15:23.160 --> 00:15:28.280]  又能夠有豐衣足食
[00:15:28.280 --> 00:15:32.360]  所以仍然不是那麼物質化
[00:15:32.360 --> 00:15:34.680]  但仍然是看得見的
[00:15:34.680 --> 00:15:37.320]  不是說心靈的安慰
[00:15:37.320 --> 00:15:42.040]  將來永恆的福郎
[00:15:42.040 --> 00:15:43.840]  沒有
[00:15:43.840 --> 00:15:48.680]  這裏說的平安和第一段所說的雨水
[00:15:48.680 --> 00:15:54.040]  其實只不過是離開了經濟的基礎
[00:15:54.040 --> 00:15:56.400]  現在說的就算經濟很好
[00:15:56.400 --> 00:15:58.000]  都可以有戰爭的
[00:15:58.000 --> 00:16:00.120]  都可以有一些意外的
[00:16:00.120 --> 00:16:02.080]  天災人禍的
[00:16:02.080 --> 00:16:02.680]  沒有
[00:16:02.680 --> 00:16:09.280]  上帝的祝福在這一方面賜下平安
[00:16:09.280 --> 00:16:10.480]  這是第二段
[00:16:10.480 --> 00:16:11.520]  未完
[00:16:11.520 --> 00:16:12.200]  所以未完
[00:16:12.200 --> 00:16:14.000]  一方面我們要肯定
[00:16:14.000 --> 00:16:18.000]  看清楚這兩段的祝福的性質
[00:16:18.000 --> 00:16:18.840]  但未完
[00:16:18.840 --> 00:16:20.320]  還有第三段
[00:16:20.320 --> 00:16:21.200]  十一節說
[00:16:21.200 --> 00:16:27.280]  我要賜下我的帳幕在你們中間
[00:16:27.280 --> 00:16:30.320]  第三個賜下
[00:16:30.320 --> 00:16:32.480]  就是說屬靈的關係
[00:16:32.480 --> 00:16:35.680]  說人和上帝的關係
[00:16:35.680 --> 00:16:37.800]  這裏說的帳幕
[00:16:37.800 --> 00:16:41.360]  就是用回眸的觀念
[00:16:41.360 --> 00:16:44.600]  就是約翰福音第一章說
[00:16:44.600 --> 00:16:46.760]  道成了肉身
[00:16:46.760 --> 00:16:49.000]  住在我們中間
[00:16:49.000 --> 00:16:51.480]  你都查經都聽過這個住字
[00:16:51.480 --> 00:16:54.320]  翻譯希臘文
[00:16:54.320 --> 00:16:58.040]  其實是翻譯舊約的回眸這個字
[00:16:58.040 --> 00:16:59.240]  Tabernacle
[00:16:59.240 --> 00:17:01.000]  一個英文的翻譯
[00:17:01.000 --> 00:17:04.080]  耶穌基督是上帝的永恆的道
[00:17:04.080 --> 00:17:05.480]  道就是上帝
[00:17:05.480 --> 00:17:07.800]  上帝來到我們中間
[00:17:07.800 --> 00:17:11.640]  就好像回眸在以色列人中間
[00:17:11.640 --> 00:17:14.080]  上帝與我們同在
[00:17:14.080 --> 00:17:16.680]  所以第三個上帝賜下的
[00:17:16.680 --> 00:17:18.560]  就是祂的同在
[00:17:18.560 --> 00:17:22.200]  我的心不會厭惡你們
[00:17:22.200 --> 00:17:24.520]  我在你們中間行走
[00:17:24.520 --> 00:17:26.200]  我做你們的上帝
[00:17:26.200 --> 00:17:29.760]  你們做我的子民
[00:17:29.760 --> 00:17:30.920]  十二節
[00:17:30.920 --> 00:17:32.840]  對不起 十三節
[00:17:32.840 --> 00:17:35.320]  老花了 開始看不到中間的畫
[00:17:35.320 --> 00:17:38.360]  第十三節最後一節大概是總結
[00:17:38.360 --> 00:17:40.520]  呼應前面第三節
[00:17:40.520 --> 00:17:42.800]  你們遵守我的律例誡命
[00:17:42.800 --> 00:17:46.240]  十三節說我是耶和華你們的上帝
[00:17:46.240 --> 00:17:49.160]  曾將你們從埃及地領出來
[00:17:49.160 --> 00:17:50.520]  你現在聽這句話
[00:17:50.520 --> 00:17:51.560]  你醒水了
[00:17:51.560 --> 00:17:54.120]  十九章說了十六次
[00:17:54.120 --> 00:17:56.560]  這就是上帝與以色列立約
[00:17:56.560 --> 00:17:59.160]  十誡的第一句說話
[00:17:59.160 --> 00:18:03.320]  所以第三段十一、十二節說的
[00:18:03.320 --> 00:18:06.080]  上帝住在以色列人中間
[00:18:06.080 --> 00:18:09.360]  上帝的心與他們親近
[00:18:09.360 --> 00:18:12.040]  上帝在他們中間行走
[00:18:12.040 --> 00:18:14.080]  上帝做他們的上帝
[00:18:14.080 --> 00:18:15.560]  他們做上帝的子民
[00:18:15.560 --> 00:18:17.800]  這說的是屬靈的關係
[00:18:17.800 --> 00:18:20.080]  這說的是以色列的身份
[00:18:20.080 --> 00:18:22.080]  說的是上帝沒有撇棄他們
[00:18:22.080 --> 00:18:23.440]  上帝與他們同在
[00:18:23.440 --> 00:18:25.960]  上帝就在他們中間
[00:18:25.960 --> 00:18:30.080]  所以你看看這三段的祝福
[00:18:30.080 --> 00:18:32.560]  其實是不同的
[00:18:32.560 --> 00:18:35.280]  如果第一段是物質經濟
[00:18:35.280 --> 00:18:38.560]  第二段是社會群體
[00:18:38.560 --> 00:18:43.840]  第三段就是屬靈與上帝的關係
[00:18:43.840 --> 00:18:48.120]  這三段的祝福彼此配合
[00:18:48.120 --> 00:18:50.880]  不是重覆舊調重彈
[00:18:50.880 --> 00:18:52.440]  重重覆覆三幅被
[00:18:52.440 --> 00:18:53.120]  不是
[00:18:53.120 --> 00:18:55.560]  它是從不同的角度來說
[00:18:55.560 --> 00:19:00.200]  這班遵行上帝誡命的子民
[00:19:00.200 --> 00:19:03.440]  上帝會怎樣對他們
[00:19:03.440 --> 00:19:05.640]  而你留意到這裡所說的祝福
[00:19:05.640 --> 00:19:10.200]  其實是同時發生的
[00:19:10.200 --> 00:19:11.440]  同一個時候
[00:19:11.440 --> 00:19:16.200]  他們能夠經歷到上帝照顧他們
[00:19:16.200 --> 00:19:19.360]  吃什麼 喝什麼 穿什麼
[00:19:19.360 --> 00:19:21.560]  這是他們自己很勤力的去做
[00:19:21.560 --> 00:19:25.120]  他們又殺種 又收割 又摘葡萄
[00:19:25.120 --> 00:19:26.200]  好像是他們正在做
[00:19:26.200 --> 00:19:26.800]  其實不是
[00:19:26.800 --> 00:19:28.120]  其實經文很好
[00:19:28.120 --> 00:19:32.000]  經文說上帝賜下雨水
[00:19:32.000 --> 00:19:33.160]  你多勤力也好
[00:19:33.160 --> 00:19:35.400]  你控制不了雨水的
[00:19:35.400 --> 00:19:35.760]  是不是
[00:19:35.760 --> 00:19:37.520]  所以從這個角度來看
[00:19:37.520 --> 00:19:39.800]  你的經濟生活
[00:19:39.800 --> 00:19:41.000]  你的工作
[00:19:41.000 --> 00:19:42.400]  你的賺錢
[00:19:42.400 --> 00:19:44.960]  你不要只以為是你自己做
[00:19:44.960 --> 00:19:46.760]  上帝賜下雨水
[00:19:46.760 --> 00:19:48.680]  在一個農業社會裏面
[00:19:48.680 --> 00:19:54.280]  你看到那個層次
[00:19:54.280 --> 00:19:56.120]  你看到上帝的祝福
[00:19:56.120 --> 00:19:57.440]  在一個商業社會
[00:19:57.440 --> 00:19:59.320]  我不知道應該怎樣翻譯
[00:19:59.320 --> 00:20:01.520]  我不熟悉商業社會的運作
[00:20:01.520 --> 00:20:04.000]  今天又說什麼遠期美電
[00:20:04.000 --> 00:20:05.320]  近期美電
[00:20:05.320 --> 00:20:06.440]  又追擊港元
[00:20:06.440 --> 00:20:07.400]  這樣那樣
