
[00:00:00.000 --> 00:00:07.500]  好,弟兄姊妹,今天跟大家分享一個比較特別的題目
[00:03:39.000 --> 00:03:43.000]  男的說不是,我想自己體會生活
[00:03:43.000 --> 00:03:46.000]  你說是不是很有趣
[00:03:46.000 --> 00:03:50.000]  但很感恩女兒一直在教會弟兄姊妹的支持下
[00:03:50.000 --> 00:03:55.000]  足足兩年,在矛盾的過程下
[00:03:55.000 --> 00:04:00.000]  男的可能突然成長了,離開了青年危機
[00:04:00.000 --> 00:04:03.000]  他們的家庭非常好
[00:04:03.000 --> 00:04:08.000]  突然問我,很難的,在婚姻中的掙扎和挑戰
[00:04:08.000 --> 00:04:12.000]  有沒有一個實質的模型,或者有規則
[00:04:12.000 --> 00:04:17.000]  ABC123可以將它們綜結起來,我回答是沒有的
[00:04:17.000 --> 00:04:21.000]  但我會問一個問題,為何最初他們走在一起的時間
[00:04:21.000 --> 00:04:30.000]  一定是很恩愛的,為何最後會變成一個向左走一個向右走呢
[00:04:30.000 --> 00:04:37.000]  我們回看聖經最後的啟示錄
[00:04:37.000 --> 00:04:43.000]  啟示錄很有趣,打開第二章和第三章
[00:04:43.000 --> 00:04:48.000]  第四章是說七間教會,如果七間教會分開看可能看不到
[00:04:48.000 --> 00:04:52.000]  但將七間教會的信息黏在一起看
[00:04:52.000 --> 00:04:57.000]  你會發覺約翰在拔魔島上給我們看到兩個很特別的信息
[00:04:57.000 --> 00:05:00.000]  其中一個是污穢的
[00:05:00.000 --> 00:05:03.000]  另一個信息是今天我想特別和大家分享的
[00:05:03.000 --> 00:05:14.000]  二章二節提到,里也曾經試驗那些自稱是仕途而其實不是仕途的人
[00:05:14.000 --> 00:05:20.000]  看出他們是假的
[00:05:20.000 --> 00:05:23.000]  簡單來說就是自稱是仕途但原來不是仕途
[00:05:23.000 --> 00:05:26.000]  這就是二章二節想說的
[00:05:26.000 --> 00:05:29.000]  二章九節也有,二章九節說自稱是猶太人
[00:05:29.000 --> 00:05:33.000]  但其實他不是猶太人
[00:05:33.000 --> 00:05:37.000]  三章九節說的教會同樣自稱是猶太人
[00:05:37.000 --> 00:05:43.000]  其實不是猶太人,是說方話的一群,是撒旦的一黨
[00:05:43.000 --> 00:05:45.000]  還有三章十七節也是
[00:05:45.000 --> 00:05:50.000]  我說我是富足的,原來我不知道自己是貧窮的
[00:05:50.000 --> 00:05:53.000]  是富足的,但同一時間原來是貧窮的
[00:05:53.000 --> 00:05:59.000]  你會發覺很多人打開啟示錄第二三章,看七間教會的時候
[00:05:59.000 --> 00:06:02.000]  其中一個信息是很突出的
[00:06:02.000 --> 00:06:11.000]  從啟示錄看到第一個學習功課,原文是Authentic
[00:06:11.000 --> 00:06:15.000]  Authentic翻譯為坦誠,我發覺不是翻譯得很好
[00:06:15.000 --> 00:06:18.000]  應該是翻譯為裡外一致
[00:06:18.000 --> 00:06:22.000]  打開自己,躺開自己,面對自己
[00:06:22.000 --> 00:06:27.000]  今天我們說婚姻當中很多危機和挑戰
[00:06:27.000 --> 00:06:31.000]  我今天不是一個講座,不是詳細講這件事
[00:06:31.000 --> 00:06:33.000]  但有一本書很有趣
[00:06:33.000 --> 00:06:36.000]  鍾臣的歐長康博士寫了一本書
[00:06:36.000 --> 00:06:39.000]  叫化解婚姻中的十三種危機
[00:06:39.000 --> 00:06:44.000]  裏面有提到有十三種危機和挑戰
[00:06:44.000 --> 00:06:49.000]  其中一件事是面對挑戰危機就是Authentic
[00:06:49.000 --> 00:06:51.000]  就是坦白,坦誠,打開自己
[00:06:51.000 --> 00:06:55.000]  當你面對生命中的矛盾和困難的時候
[00:06:55.000 --> 00:07:02.000]  你將它拿出來,將內心的挑戰、掙扎、矛盾拿出來
[00:07:02.000 --> 00:07:04.000]  和背後分享的時候
[00:07:04.000 --> 00:07:09.000]  就等於將你的背後邀請進入你生命中
[00:07:09.000 --> 00:07:14.000]  成為你解決困難的那個同伴
[00:07:14.000 --> 00:07:18.000]  同伴很重要,待會我們看蔡世記的時候
[00:07:18.000 --> 00:07:21.000]  我會再回來看同門這件事
[00:07:21.000 --> 00:07:24.000]  所以這是第一個提醒,邀請你的拍檔
[00:07:24.000 --> 00:07:29.000]  邀請你的背後進入你生命中成為你解決困難的拍檔
[00:07:29.000 --> 00:07:33.000]  回到看蝕錄,中間二章四節
[00:07:33.000 --> 00:07:36.000]  他講到一件事,就是有一件事我要集備你
[00:07:36.000 --> 00:07:39.000]  就是你已經離棄了你起初的愛
[00:07:39.000 --> 00:07:44.000]  重點是離棄,起初的愛是有的
[00:07:44.000 --> 00:07:48.000]  但是你已經離棄了起初的愛,所以你要做的事情
[00:07:48.000 --> 00:07:51.000]  就是回想你從哪裡墮落
[00:07:51.000 --> 00:07:55.000]  並且要悔改,做起初所做的事
[00:07:55.000 --> 00:08:01.000]  回到回想起初的愛所做過的事
[00:08:01.000 --> 00:08:06.000]  今天你應該回到做你所做的事
[00:08:06.000 --> 00:08:09.000]  所以第二個很重要的提醒,在看蝕錄看到
[00:08:09.000 --> 00:08:15.000]  就是回想起初的愛,回想起初所做的事
[00:08:15.000 --> 00:08:18.000]  為什麼我們最初的時間兩個人走在一起
[00:08:18.000 --> 00:08:21.000]  到後來會一個向左走,一個向右走呢
[00:08:21.000 --> 00:08:27.000]  有三樣的提醒在回想起初的愛和起初所做的事上
[00:08:27.000 --> 00:08:29.000]  第一,起初在神面前的承諾
[00:08:29.000 --> 00:08:32.000]  如果你還記得兩個人走在一起的時候
[00:08:32.000 --> 00:08:37.000]  在上帝的台前,在牧師的糞便的過程當中
[00:08:37.000 --> 00:08:40.000]  我們還會記得的,有幾句話
[00:08:40.000 --> 00:08:50.000]  就是貧賤富貴、疾病健康,我們都不會分開
[00:08:50.000 --> 00:08:52.000]  這個是在神面前的承諾
[00:08:52.000 --> 00:08:55.000]  但今天為什麼我們面對很多困難的時間
[00:08:55.000 --> 00:09:00.000]  很多疾病的時間,我們看到身邊的一些婚姻
[00:09:00.000 --> 00:09:02.000]  是因為這樣而破裂
[00:09:02.000 --> 00:09:04.000]  我認識一個大兄姐
[00:09:04.000 --> 00:09:09.000]  她結婚後,男方為了逃家很努力工作
[00:09:09.000 --> 00:09:13.000]  壓力很大,最後她有了depression
[00:09:13.000 --> 00:09:16.000]  抑鬱,她要吃藥,也沒什麼
[00:09:16.000 --> 00:09:20.000]  直至他們有了小朋友,本來很開心
[00:09:20.000 --> 00:09:24.000]  但小朋友出生的時候,小朋友當然會哭
[00:09:24.000 --> 00:09:28.000]  哭的時候,他就會突然發脾氣
[00:09:28.000 --> 00:09:33.000]  有一次他吃飯的時候,桌上的碗一掃地
[00:09:33.000 --> 00:09:36.000]  嚇死他太太
[00:09:36.000 --> 00:09:40.000]  發生了幾次,最後一次他太太甚至要報警
[00:09:40.000 --> 00:09:46.000]  警察上來,當時不往後走也發生了很多事情
[00:09:46.000 --> 00:09:50.000]  最後這對家庭分開了,離婚了
[00:09:50.000 --> 00:09:54.000]  因此會發生depression其實也是一種病
[00:09:54.000 --> 00:09:57.000]  起初在神面前的時間
[00:09:57.000 --> 00:10:01.000]  我們不是說過疾病健康,我們都會走在一起嗎?
[00:10:01.000 --> 00:10:06.000]  這就是回到問自己為什麼我們起初的承諾
[00:10:06.000 --> 00:10:11.000]  我們起初所作的事,我們起初的愛好像沒有了
[00:10:11.000 --> 00:10:14.000]  第二件事提醒,起初不是一個靜態
[00:10:14.000 --> 00:10:17.000]  不是停在那裡,不是一次在牧師面前
[00:10:17.000 --> 00:10:19.000]  我們做了一個承諾就沒有了
[00:10:19.000 --> 00:10:22.000]  不是,起初是一個動態的過程
[00:10:22.000 --> 00:10:25.000]  人生裏面其實兩個人走在一起
[00:10:25.000 --> 00:10:29.000]  在上帝面前其實有很多事情是繼續有承諾的
[00:10:29.000 --> 00:10:36.000]  有沒有小朋友,買車,買樓,甚至移民
[00:10:36.000 --> 00:10:39.000]  很多的,其實一個又一個
[00:10:39.000 --> 00:10:42.000]  你再一次兩個人重新回到上帝面前的時間
[00:10:42.000 --> 00:10:45.000]  人生是有很多這些承諾的
[00:10:45.000 --> 00:10:48.000]  所以有些婚姻營會將你帶回去
[00:10:48.000 --> 00:10:52.000]  重新看你生命的時間線,走在一起的時間
[00:10:52.000 --> 00:10:55.000]  你會發覺人生兩個人走在一起在上帝面前
[00:10:55.000 --> 00:10:58.000]  真的做了很多承諾,很多的起初的
[00:10:58.000 --> 00:11:02.000]  我們看回這幅幅圖畫的時間就帶我們回去
[00:11:02.000 --> 00:11:05.000]  起初原來我們的愛是這樣的
[00:11:05.000 --> 00:11:08.000]  對照回今天的時間,我們有沒有改變呢?
[00:11:08.000 --> 00:11:11.000]  所以去到第三,我們所作的事
[00:11:11.000 --> 00:11:13.000]  為什麼昔日你做了這樣的事
[00:11:13.000 --> 00:11:15.000]  去維持這個婚姻,非常好
[00:11:15.000 --> 00:11:17.000]  今天是不是我們做漏了一些東西
[00:11:17.000 --> 00:11:20.000]  沒有做到一些東西,或者將某部分的東西拿走了
[00:11:20.000 --> 00:11:23.000]  以致到今天我們所作的事
[00:11:23.000 --> 00:11:27.000]  就形成了今天出來的一個這樣的結果呢?
[00:11:27.000 --> 00:11:29.000]  我很喜歡說一句話
[00:11:29.000 --> 00:11:34.000]  人之將死,必有其先腐爛的內臟
[00:11:34.000 --> 00:11:38.000]  繩之將斷,必有其先扭壞的部分
[00:11:38.000 --> 00:11:40.000]  繩斷不會是無緣無故的
[00:11:40.000 --> 00:11:44.000]  當然是慢慢的,會有些斷開
[00:11:44.000 --> 00:11:47.000]  人死,除非你交通意外
[00:11:47.000 --> 00:11:48.000]  除非有些意外
[00:11:48.000 --> 00:11:52.000]  如果不是,是有先腐爛的器官
[00:11:52.000 --> 00:11:56.000]  以致到出了事,不能夠去死
[00:11:56.000 --> 00:11:59.000]  我們回頭看我們以前所做的事
[00:11:59.000 --> 00:12:01.000]  和今天我們所做的事
[00:12:01.000 --> 00:12:03.000]  是不是有些東西已經改變了
[00:12:03.000 --> 00:12:05.000]  以致到婚姻關係是這樣呢?
[00:12:05.000 --> 00:12:07.000]  我們說起初的時候,我們回頭看《創世紀》
[00:12:07.000 --> 00:12:09.000]  《創世紀》很熟悉的
[00:12:09.000 --> 00:12:14.000]  二章十八節,他說:神說那人獨居不好
[00:12:14.000 --> 00:12:17.000]  我們打開《創世紀》第一章裏面看的時候
[00:12:17.000 --> 00:12:19.000]  我們都很清楚,第一章第一日
[00:12:19.000 --> 00:12:21.000]  去到第六日,神說
[00:12:21.000 --> 00:12:23.000]  做了一些事出來
[00:12:23.000 --> 00:12:26.000]  神看著是好的
[00:12:26.000 --> 00:12:30.000]  事就這樣成了,然後神就看著是好的
[00:12:30.000 --> 00:12:32.000]  從來沒有出現過不好
[00:12:32.000 --> 00:12:34.000]  只有,大家都知道
[00:12:34.000 --> 00:12:36.000]  在二章十八節裏面出現不好
[00:12:36.000 --> 00:12:38.000]  但為什麼會不好呢?
[00:12:38.000 --> 00:12:42.000]  不好原來是因為那人獨居不好
[00:12:42.000 --> 00:12:43.000]  那獨居為什麼不好呢?
[00:12:43.000 --> 00:12:45.000]  是不是沒有結婚就不好呢?
[00:12:45.000 --> 00:12:48.000]  耶穌都沒有結婚,保羅都沒有結婚
[00:12:48.000 --> 00:12:50.000]  那不是不好呢?不是不是
[00:12:50.000 --> 00:12:56.000]  這裏說獨居,不是說獨居老人的那種獨居
[00:12:56.000 --> 00:13:00.000]  這裏說的是他,就是他一個人
[00:13:00.000 --> 00:13:02.000]  不是說孤零零不好
[00:13:02.000 --> 00:13:08.000]  是他一個人,一個人構成不了好的東西
[00:13:08.000 --> 00:13:11.000]  我們回頭看一章二十七節就很清楚
[00:13:11.000 --> 00:13:12.000]  神怎麼說呢?
[00:13:12.000 --> 00:13:14.000]  他說照著自己的形象去做人
[00:13:14.000 --> 00:13:17.000]  就是照著神的形象去創造了他
[00:13:17.000 --> 00:13:20.000]  這個男,他所創造的
[00:13:20.000 --> 00:13:25.000]  有男,有女
[00:13:25.000 --> 00:13:28.000]  所以這裏說到那人獨居不好
[00:13:28.000 --> 00:13:33.000]  只有一個男,所以應該說有男有女才好
[00:13:33.000 --> 00:13:37.000]  你說小朋友,一個兒子一個女就好嗎?
[00:13:37.000 --> 00:13:39.000]  那兩個女就不好了
[00:13:39.000 --> 00:13:41.000]  不是不是,也不是說那樣東西
[00:13:41.000 --> 00:13:45.000]  是那人獨居,只有他一個不好
[00:13:45.000 --> 00:13:49.000]  那你說我看著事好一點是因為有男有女
[00:13:49.000 --> 00:13:52.000]  現在只有一個男,所以不好
[00:13:52.000 --> 00:13:54.000]  不好的情況下,上帝怎樣呢?
[00:13:54.000 --> 00:13:58.000]  上帝為他做一個雙倍的幫手
[00:13:58.000 --> 00:14:00.000]  我用的是新的日本,這裏譯得好
[00:14:00.000 --> 00:14:05.000]  雙倍的幫手是雙倍,是平等的
[00:14:05.000 --> 00:14:07.000]  不是一個高一點一個矮一點的
[00:14:07.000 --> 00:14:14.000]  是大家平起平坐是一樣的幫手的幫助者
[00:14:14.000 --> 00:14:18.000]  那這個雙倍的幫助者是要做些什麼呢?
[00:14:18.000 --> 00:14:20.000]  一張28字很有趣的
[00:14:20.000 --> 00:14:23.000]  他給我們看見神就賜福給他們
[00:14:23.000 --> 00:14:27.000]  兩個人對他們說,兩個人是怎樣呢?
[00:14:27.000 --> 00:14:31.000]  要繁衍增多,我這裏用的是新日本
[00:14:31.000 --> 00:14:32.000]  那是很清楚的
[00:14:32.000 --> 00:14:35.000]  如果你打和合本的時候,他會說什麼呢?
[00:14:35.000 --> 00:14:38.000]  他說是新養眾多
[00:14:38.000 --> 00:14:41.000]  我們都知道新養眾多,生多點啦
[00:14:41.000 --> 00:14:46.000]  那去到耶穌的時代,保羅時代沒有結婚也沒有生小朋友
[00:14:46.000 --> 00:14:49.000]  那不就做不到這件事嗎?不是
[00:14:49.000 --> 00:14:53.000]  所以新日本他用了一個叫做繁衍增多充滿者地
[00:14:53.000 --> 00:14:59.000]  也要管理海內的魚,空中的鳥,地上走動的生物
[00:14:59.000 --> 00:15:00.000]  這裏說的是什麼呢?
[00:15:00.000 --> 00:15:06.000]  這裏說的是原來上帝說要找一個幫手是要做兩件事
[00:15:06.000 --> 00:15:11.000]  第一,繁衍增多在創世紀的context底下是
[00:15:11.000 --> 00:15:13.000]  是生多點小朋友
[00:15:13.000 --> 00:15:16.000]  但重點不是放在生多點小朋友那裏
[00:15:16.000 --> 00:15:21.000]  不是繁衍增多,重點是放在管理大地上
[00:15:21.000 --> 00:15:25.000]  等於今天如果你說兩個人,兩個人來
[00:15:25.000 --> 00:15:27.000]  我們自己開一間,整體來說
[00:15:27.000 --> 00:15:31.000]  男的在廚房炒菜,女的就在前面做侍應
[00:15:31.000 --> 00:15:34.000]  招呼人家,這樣非常好
[00:15:34.000 --> 00:15:38.000]  但生意越來越多的時候,客人越來越多的時候
[00:15:38.000 --> 00:15:40.000]  今天很簡單,你就請人
[00:15:40.000 --> 00:15:42.000]  但不是,以前不可以這樣
[00:15:42.000 --> 00:15:46.000]  以前他要生多點出來
[00:15:46.000 --> 00:15:50.000]  為什麼以前那些人要生很多個小朋友
[00:15:50.000 --> 00:15:52.000]  十個小朋友,十二個小朋友
[00:15:52.000 --> 00:15:53.000]  最好生多點男的
[00:15:53.000 --> 00:15:56.000]  因為他可以下田幫忙做事
[00:15:56.000 --> 00:16:00.000]  所以他說你要繁衍增多的原因是
[00:16:00.000 --> 00:16:07.000]  是為了要管理大地
[00:16:07.000 --> 00:16:09.000]  所以耶和華是怎樣呢
[00:16:09.000 --> 00:16:13.000]  他就用泥土去做了野地各樣的走獸
[00:16:13.000 --> 00:16:15.000]  空中的各樣的飛鳥
[00:16:15.000 --> 00:16:16.000]  你發覺到很有趣
[00:16:16.000 --> 00:16:20.000]  第一章我們知道用泥土做的只有一個人
[00:16:20.000 --> 00:16:22.000]  我們知道是亞當,是吧
[00:16:22.000 --> 00:16:25.000]  但竟然二章十九節的神
[00:16:25.000 --> 00:16:30.000]  是用泥土去做了很多的各樣的走獸、飛鳥
[00:16:30.000 --> 00:16:34.000]  而且是將他帶到這個人的面前
[00:16:34.000 --> 00:16:35.000]  做什麼呢
[00:16:35.000 --> 00:16:38.000]  看他,給他什麼名字
[00:16:38.000 --> 00:16:40.000]  就是給他一個名字
[00:16:40.000 --> 00:16:42.000]  你發覺到一樣很重要的東西
[00:16:42.000 --> 00:16:43.000]  打第一章去看的時候
[00:16:43.000 --> 00:16:50.000]  只有上帝賜給名字
[00:16:50.000 --> 00:16:54.000]  這個大的肝體我叫太陽
[00:16:54.000 --> 00:16:56.000]  第二個肝體我叫月亮
[00:16:56.000 --> 00:16:58.000]  水要聚在一處
[00:16:58.000 --> 00:17:01.000]  我將它稱為寒地
[00:17:01.000 --> 00:17:02.000]  你發覺到做這件事
[00:17:02.000 --> 00:17:05.000]  有權去做這件事是上帝
[00:17:05.000 --> 00:17:10.000]  現在上帝是將權給了這個男人去做
[00:17:10.000 --> 00:17:13.000]  你就看見上帝其實是與人同工的
[00:17:13.000 --> 00:17:15.000]  上帝不是說將他帶到來
[00:17:15.000 --> 00:17:17.000]  這個就叫做A了
[00:17:17.000 --> 00:17:18.000]  這個就叫做B了
[00:17:18.000 --> 00:17:22.000]  不是,是將他帶到那個人的面前
[00:17:22.000 --> 00:17:25.000]  是叫人給他一個名字
[00:17:25.000 --> 00:17:29.000]  上帝是要人與他同工
[00:17:29.000 --> 00:17:32.000]  這個很重要
[00:17:32.000 --> 00:17:33.000]  還有一樣東西就是
[00:17:33.000 --> 00:17:36.000]  他帶到他面前的時間是有關係的
[00:17:36.000 --> 00:17:38.000]  是一個關係的建立
[00:17:38.000 --> 00:17:39.000]  不是就這樣一張表格
[00:17:39.000 --> 00:17:40.000]  你發個電郵過來
[00:17:40.000 --> 00:17:43.000]  不是,我要面試你
[00:17:43.000 --> 00:17:47.000]  所以人是看過所有上帝做出來的東西
[00:17:47.000 --> 00:17:50.000]  帶到他面前有一個關係
[00:17:50.000 --> 00:17:53.000]  到最後二章二十節
[00:17:53.000 --> 00:17:56.000]  沒有遇見一個和他再出現
[00:17:56.000 --> 00:17:59.000]  雙倍平等的幫助者
[00:17:59.000 --> 00:18:02.000]  幫助他做什麼呢?
[00:18:02.000 --> 00:18:06.000]  是要繁衍增多以至去管理大地
[00:18:06.000 --> 00:18:08.000]  為了管理大地
[00:18:08.000 --> 00:18:12.000]  以至他要做一個雙倍的幫手去幫他繁衍
[00:18:12.000 --> 00:18:14.000]  所以二十一節上帝就這樣
[00:18:14.000 --> 00:18:16.000]  骨和肉是第一次出現
[00:18:16.000 --> 00:18:18.000]  不是骨中的骨肉中的肉
[00:18:18.000 --> 00:18:21.000]  骨中的骨肉中的肉是第二次出現
[00:18:21.000 --> 00:18:22.000]  二十一節
[00:18:22.000 --> 00:18:25.000]  耶和華神使乃人沉睡
[00:18:25.000 --> 00:18:27.000]  每一個細節位置是很有趣的
[00:18:27.000 --> 00:18:29.000]  他是沉睡了
[00:18:29.000 --> 00:18:31.000]  使那個人沉睡
[00:18:31.000 --> 00:18:34.000]  他是熟睡的
[00:18:34.000 --> 00:18:38.000]  這段經文不是說耶和華上帝在男人當中
[00:18:38.000 --> 00:18:40.000]  就這樣把他拉出來
[00:18:40.000 --> 00:18:42.000]  不是,是使他沉睡
[00:18:42.000 --> 00:18:45.000]  就好像醫生幫他打麻醉針
[00:18:45.000 --> 00:18:47.000]  他是熟睡了
[00:18:47.000 --> 00:18:49.000]  然後把肋骨拿出來
[00:18:49.000 --> 00:18:51.000]  又使肉和肉合
[00:18:51.000 --> 00:18:54.000]  即是說他把肉鋸開一點
[00:18:54.000 --> 00:18:56.000]  把肋骨拿出來
[00:18:56.000 --> 00:18:58.000]  和五斑的傷口
[00:18:58.000 --> 00:19:00.000]  男人醒來的時候
[00:19:00.000 --> 00:19:01.000]  其實他不知道
[00:19:01.000 --> 00:19:03.000]  我沒有了肋骨嗎?
[00:19:03.000 --> 00:19:04.000]  是喔 是喔
[00:19:04.000 --> 00:19:06.000]  好像托不太起到自己
[00:19:06.000 --> 00:19:07.000]  這裡可能少了一條肋骨
[00:19:07.000 --> 00:19:08.000]  歪歪的這個人
[00:19:08.000 --> 00:19:09.000]  是不是這樣
[00:19:09.000 --> 00:19:12.000]  原來男人是不知道的
[00:19:12.000 --> 00:19:14.000]  原來上帝使他沉睡
[00:19:14.000 --> 00:19:15.000]  沉睡的
[00:19:15.000 --> 00:19:16.000]  所以很有趣的是
[00:19:16.000 --> 00:19:19.000]  耶和華上帝是用拿出來的肋骨
[00:19:19.000 --> 00:19:21.000]  注意,我不知道大家看的時候
[00:19:21.000 --> 00:19:23.000]  以前看喪世記
[00:19:23.000 --> 00:19:25.000]  看過很多次,有沒有留意
[00:19:25.000 --> 00:19:28.000]  女人並不是像男人那樣
[00:19:28.000 --> 00:19:30.000]  用泥土來做的
[00:19:30.000 --> 00:19:33.000]  女人是從男人身上
[00:19:33.000 --> 00:19:35.000]  把肋骨拿出來
[00:19:35.000 --> 00:19:37.000]  然後造成為一個女人
[00:19:37.000 --> 00:19:39.000]  三條二章二十二節
[00:19:39.000 --> 00:19:42.000]  神用從那人身上所取的肋骨
[00:19:42.000 --> 00:19:44.000]  造了一個女人
[00:19:44.000 --> 00:19:47.000]  再一次將她帶到那個人的面前
[00:19:47.000 --> 00:19:48.000]  有關係了
[00:19:48.000 --> 00:19:50.000]  就是這個
[00:19:50.000 --> 00:19:51.000]  This is the one
[00:19:51.000 --> 00:19:53.000]  這是我骨中的骨
[00:19:53.000 --> 00:19:55.000]  肉中的肉
[00:19:55.000 --> 00:19:58.000]  我就將她稱呼為女人
[00:19:58.000 --> 00:20:00.000]  而當中二十四節是很有趣的
[00:20:00.000 --> 00:20:03.000]  是有妻子的關係
[00:20:03.000 --> 00:20:05.000]  父母關係
[00:20:05.000 --> 00:20:07.000]  為什麼在這裡會這樣看呢
[00:20:07.000 --> 00:20:09.000]  甚至說是因此
[00:20:09.000 --> 00:20:12.000]  人要離開父母和妻子連合
[00:20:12.000 --> 00:20:14.000]  沒有出現過的
[00:20:14.000 --> 00:20:17.000]  這裡上帝就給我們看了一幅圖畫
[00:20:17.000 --> 00:20:19.000]  原來男人加女人
[00:20:19.000 --> 00:20:21.000]  走在一起的時候
[00:20:21.000 --> 00:20:23.000]  就是丈夫妻子
[00:20:23.000 --> 00:20:25.000]  這個就是婚姻
[00:20:25.000 --> 00:20:27.000]  原來喪世記就告訴我們
[00:20:27.000 --> 00:20:29.000]  在二章那幅圖畫
[00:20:29.000 --> 00:20:31.000]  不是做一個男人女人這麼簡單
[00:20:31.000 --> 00:20:33.000]  而是他們走在一起的時候
[00:20:33.000 --> 00:20:35.000]  這個就是婚姻
[00:20:35.000 --> 00:20:37.000]  待會我們會看
[00:20:37.000 --> 00:20:39.000]  這個婚姻是很特別的
[00:20:39.000 --> 00:20:41.000]  在耶穌的眼中
[00:20:41.000 --> 00:20:43.000]  因為走在一起的時候
[00:20:43.000 --> 00:20:45.000]  要凡顯增多
[00:20:45.000 --> 00:20:47.000]  所以他有另一個身份
[00:20:47.000 --> 00:20:49.000]  就是父母的身份
[00:20:49.000 --> 00:20:51.000]  兩個身份很清楚
[00:20:51.000 --> 00:20:53.000]  在丈世記給我們看見
[00:20:53.000 --> 00:20:55.000]  第三件事
[00:20:55.000 --> 00:20:57.000]  在丈世記給我們的提醒
[00:20:57.000 --> 00:20:59.000]  原來上帝設立婚姻
[00:20:59.000 --> 00:21:01.000]  是要去完成
[00:21:01.000 --> 00:21:06.000]  上帝給男人女人的召命
[00:21:06.000 --> 00:21:08.000]  上帝設立婚姻
[00:21:08.000 --> 00:21:12.000]  是要去完成上帝給我們的召命
[00:21:12.000 --> 00:21:14.000]  我們看見什麼
[00:21:14.000 --> 00:21:16.000]  看見就是剛才他講的
[00:21:16.000 --> 00:21:18.000]  是凡顯增多
[00:21:18.000 --> 00:21:20.000]  去管理這個大地
[00:21:20.000 --> 00:21:22.000]  管理這個大地
[00:21:22.000 --> 00:21:24.000]  就是服侍
[00:21:24.000 --> 00:21:26.000]  所以你回到外面
