
[00:00:00.000 --> 00:00:05.240]  我教了家庭的資料和輔導很多年
[00:01:43.240 --> 00:01:46.240]  我和自己的情感相處
[00:01:46.240 --> 00:01:48.240]  於是我這個改變
[00:01:48.240 --> 00:01:51.240]  又變成了我現在退休都退不了
[00:01:51.240 --> 00:01:53.240]  繼續做下去了
[00:01:53.240 --> 00:01:55.240]  我不知道可以繼續做多久
[00:01:55.240 --> 00:01:57.240]  我都65歲了
[00:01:57.240 --> 00:01:59.240]  但對我來說
[00:01:59.240 --> 00:02:02.240]  這可能是值得再做多20多年的事
[00:02:02.240 --> 00:02:06.240]  所以今天《創世紀》三章六至十三節
[00:02:06.240 --> 00:02:09.240]  可能大家未必有聖經或者手機
[00:02:09.240 --> 00:02:12.240]  大家可以研究一下這個問題
[00:02:12.240 --> 00:02:14.240]  當然你會說我可以走了
[00:02:14.240 --> 00:02:16.240]  我還沒結婚
[00:02:16.240 --> 00:02:17.240]  其實不是
[00:02:17.240 --> 00:02:21.240]  因為你學了你父母的東西
[00:02:21.240 --> 00:02:26.240]  這個影像已經成為了你將來結婚的方式
[00:02:26.240 --> 00:02:29.240]  你說我不嫁不娶老婆
[00:02:29.240 --> 00:02:31.240]  那就更加可以走了
[00:02:31.240 --> 00:02:32.240]  那又不是
[00:02:32.240 --> 00:02:34.240]  因為你學了一個方式
[00:02:34.240 --> 00:02:35.240]  不只是對你子女的
[00:02:35.240 --> 00:02:37.240]  是對全世界的人類的
[00:02:37.240 --> 00:02:39.240]  所以你不能走
[00:02:39.240 --> 00:02:43.240]  問題是四個字互相指責
[00:02:43.240 --> 00:02:46.240]  在《創世紀》第三章六節
[00:02:46.240 --> 00:02:48.240]  我很快講一次內容
[00:02:48.240 --> 00:02:52.240]  就是說夏娃看到那棵樹的果子
[00:02:52.240 --> 00:02:55.240]  好作食物
[00:02:55.240 --> 00:02:59.240]  那個果子令人有越人的眼目
[00:02:59.240 --> 00:03:01.240]  看上去很漂亮
[00:03:01.240 --> 00:03:04.240]  我想在加州你會看到這些
[00:03:04.240 --> 00:03:06.240]  也是可喜愛的
[00:03:06.240 --> 00:03:07.240]  加上感覺
[00:03:07.240 --> 00:03:11.240]  通常你覺得漂亮的都是喜愛的
[00:03:11.240 --> 00:03:15.240]  又令人有智慧
[00:03:15.240 --> 00:03:17.240]  她覺得令人有智慧
[00:03:17.240 --> 00:03:19.240]  可能她聽到上帝說過
[00:03:19.240 --> 00:03:20.240]  吃了你有智慧
[00:03:20.240 --> 00:03:23.240]  但是她最重要的是她摘下
[00:03:23.240 --> 00:03:25.240]  記住兩個字
[00:03:25.240 --> 00:03:26.240]  看見
[00:03:26.240 --> 00:03:28.240]  然後摘下
[00:03:28.240 --> 00:03:30.240]  摘下來吃了
[00:03:30.240 --> 00:03:33.240]  第三樣東西就是給她的老公
[00:03:33.240 --> 00:03:35.240]  阿當
[00:03:35.240 --> 00:03:37.240]  阿當也吃了
[00:03:37.240 --> 00:03:39.240]  留意也吃了
[00:03:39.240 --> 00:03:42.240]  於是兩個人的眼睛就明亮了
[00:03:42.240 --> 00:03:44.240]  知道自己是赤身露體了
[00:03:44.240 --> 00:03:48.240]  於是就拿無花果樹的果子
[00:03:48.240 --> 00:03:50.240]  為自己編造裙子
[00:03:50.240 --> 00:03:52.240]  然後說到
[00:03:52.240 --> 00:03:54.240]  他們兩個人
[00:03:54.240 --> 00:03:56.240]  遇到上帝
[00:03:56.240 --> 00:04:00.240]  他們兩個人遇到上帝
[00:04:00.240 --> 00:04:03.240]  其實當時他們是聽到神的聲音
[00:04:03.240 --> 00:04:04.240]  聽到
[00:04:04.240 --> 00:04:06.240]  於是他們就躲在樹林里
[00:04:06.240 --> 00:04:08.240]  在樹木里
[00:04:08.240 --> 00:04:13.240]  他以為這樣是躲避耶和華的面
[00:04:13.240 --> 00:04:17.240]  上帝就叫阿當
[00:04:17.240 --> 00:04:18.240]  你在哪裡啊
[00:04:18.240 --> 00:04:19.240]  阿當就說
[00:04:19.240 --> 00:04:22.240]  我在園花園裡面
[00:04:22.240 --> 00:04:23.240]  聽到你的聲音
[00:04:23.240 --> 00:04:25.240]  我就很害怕
[00:04:25.240 --> 00:04:26.240]  因為我赤身露體
[00:04:26.240 --> 00:04:28.240]  我就躲起來
[00:04:28.240 --> 00:04:30.240]  上帝就問
[00:04:30.240 --> 00:04:33.240]  誰告訴你赤身露體的
[00:04:33.240 --> 00:04:34.240]  莫非你吃了
[00:04:34.240 --> 00:04:36.240]  我吩咐你
[00:04:36.240 --> 00:04:37.240]  我吩咐你
[00:04:37.240 --> 00:04:40.240]  不要吃的樹上果子嗎
[00:04:40.240 --> 00:04:42.240]  阿當就說
[00:04:42.240 --> 00:04:44.240]  你賜給我
[00:04:44.240 --> 00:04:46.240]  和我同居的那個女人
[00:04:46.240 --> 00:04:47.240]  就是夏娃
[00:04:47.240 --> 00:04:49.240]  她把樹的果子給了我
[00:04:49.240 --> 00:04:51.240]  我就吃了
[00:04:51.240 --> 00:04:55.240]  然後神就和夏娃說
[00:04:55.240 --> 00:04:57.240]  你做了什麼事啊
[00:04:57.240 --> 00:04:59.240]  那個女人就說
[00:04:59.240 --> 00:05:01.240]  那條蛇引誘我
[00:05:01.240 --> 00:05:03.240]  我就吃了
[00:05:03.240 --> 00:05:05.240]  看完之後
[00:05:05.240 --> 00:05:06.240]  我想你人生裡面
[00:05:06.240 --> 00:05:08.240]  不知道看了多少次
[00:05:08.240 --> 00:05:09.240]  這段話
[00:05:09.240 --> 00:05:10.240]  我相信很多人都有機會
[00:05:10.240 --> 00:05:11.240]  看了兩次以上
[00:05:11.240 --> 00:05:13.240]  包括今天可能不止了
[00:05:13.240 --> 00:05:15.240]  有五樣東西
[00:05:15.240 --> 00:05:17.240]  不知道你有沒有留意看到
[00:05:17.240 --> 00:05:19.240]  第一樣東西就是
[00:05:19.240 --> 00:05:21.240]  這個老婆
[00:05:21.240 --> 00:05:23.240]  這個夏娃
[00:05:23.240 --> 00:05:25.240]  做這個決定的時候
[00:05:25.240 --> 00:05:27.240]  沒有問過老公的
[00:05:27.240 --> 00:05:29.240]  沒有問過老公的
[00:05:29.240 --> 00:05:32.240]  我相信今天老公坐在那裡
[00:05:32.240 --> 00:05:34.240]  都說是啊是啊是啊
[00:05:34.240 --> 00:05:36.240]  我老婆什麼都沒問過我
[00:05:36.240 --> 00:05:38.240]  第二樣東西呢
[00:05:38.240 --> 00:05:40.240]  就是這個老公
[00:05:40.240 --> 00:05:42.240]  阿當呢
[00:05:42.240 --> 00:05:44.240]  阿當呢
[00:05:44.240 --> 00:05:47.240]  他沒有根據上帝要求他的責任
[00:05:47.240 --> 00:05:50.240]  去想太太有沒有做錯
[00:05:50.240 --> 00:05:52.240]  沒有想的
[00:05:52.240 --> 00:05:55.240]  女人給他吃他就吃了
[00:05:55.240 --> 00:05:56.240]  表面看就是
[00:05:56.240 --> 00:05:58.240]  他聽老婆的話
[00:05:58.240 --> 00:05:59.240]  實質上呢
[00:05:59.240 --> 00:06:01.240]  不是聽不聽的問題
[00:06:01.240 --> 00:06:03.240]  而是他沒有考慮
[00:06:03.240 --> 00:06:05.240]  和他一起的那個人
[00:06:05.240 --> 00:06:07.240]  就是老婆
[00:06:07.240 --> 00:06:09.240]  有沒有做錯事呢
[00:06:09.240 --> 00:06:11.240]  有沒有做錯事呢
[00:06:11.240 --> 00:06:13.240]  他沒有考慮
[00:06:13.240 --> 00:06:15.240]  其實他都聽了一份
[00:06:15.240 --> 00:06:18.240]  不要吃禁果的
[00:06:18.240 --> 00:06:20.240]  他聽了一份
[00:06:20.240 --> 00:06:22.240]  但是他沒有質疑
[00:06:22.240 --> 00:06:24.240]  老婆有沒有做錯事
[00:06:24.240 --> 00:06:26.240]  他沒有
[00:06:26.240 --> 00:06:29.240]  不質疑都是做錯事的
[00:06:29.240 --> 00:06:30.240]  留意一樣東西
[00:06:30.240 --> 00:06:32.240]  不質疑你都有份做錯事的
[00:06:32.240 --> 00:06:34.240]  因為你都知道他是錯的
[00:06:34.240 --> 00:06:36.240]  但是你沒有質疑
[00:06:36.240 --> 00:06:38.240]  應不應該一起錯
[00:06:38.240 --> 00:06:40.240]  你沒有質疑
[00:06:40.240 --> 00:06:42.240]  第三樣東西呢
[00:06:42.240 --> 00:06:44.240]  人做錯了事
[00:06:44.240 --> 00:06:46.240]  是喜歡收藏的
[00:06:46.240 --> 00:06:48.240]  這樣就是
[00:06:48.240 --> 00:06:50.240]  夫妻
[00:06:50.240 --> 00:06:52.240]  你發現你收藏
[00:06:52.240 --> 00:06:54.240]  你接著很內疚
[00:06:54.240 --> 00:06:56.240]  你更收藏下去
[00:06:56.240 --> 00:06:58.240]  可能聽到這些
[00:06:58.240 --> 00:07:00.240]  你說到現在這個時代
[00:07:00.240 --> 00:07:02.240]  是什麼意思呢
[00:07:02.240 --> 00:07:04.240]  收藏是不是一定成功呢
[00:07:04.240 --> 00:07:06.240]  當你說
[00:07:06.240 --> 00:07:08.240]  上帝看到
[00:07:08.240 --> 00:07:10.240]  我想不止
[00:07:10.240 --> 00:07:12.240]  你的子女都看到
[00:07:12.240 --> 00:07:14.240]  你的子女都看到
[00:07:14.240 --> 00:07:16.240]  你做錯了
[00:07:16.240 --> 00:07:18.240]  你做錯了
[00:07:18.240 --> 00:07:20.240]  今天所有的事
[00:07:20.240 --> 00:07:22.240]  無論是錢銀上的
[00:07:22.240 --> 00:07:24.240]  和外面的人的關係
[00:07:24.240 --> 00:07:26.240]  和親戚的關係
[00:07:26.240 --> 00:07:28.240]  甚至到一些
[00:07:28.240 --> 00:07:30.240]  犯了法的問題
[00:07:30.240 --> 00:07:32.240]  其實可能你的子女
[00:07:32.240 --> 00:07:34.240]  和你住
[00:07:34.240 --> 00:07:36.240]  他看到
[00:07:36.240 --> 00:07:38.240]  你的驕傲
[00:07:38.240 --> 00:07:40.240]  你的貪心
[00:07:40.240 --> 00:07:42.240]  你的子女看到
[00:07:42.240 --> 00:07:44.240]  收藏是什麼意思呢
[00:07:44.240 --> 00:07:46.240]  其實不是
[00:07:46.240 --> 00:07:48.240]  我們經常以為收藏
[00:07:48.240 --> 00:07:50.240]  就是收藏
[00:07:50.240 --> 00:07:52.240]  第四個問題
[00:07:52.240 --> 00:07:54.240]  當人犯了罪
[00:07:54.240 --> 00:07:56.240]  是怨天尤人
[00:07:56.240 --> 00:07:58.240]  我想這個成語
[00:07:58.240 --> 00:08:00.240]  放在《創世紀》第三章
[00:08:00.240 --> 00:08:02.240]  是解釋得最好
[00:08:02.240 --> 00:08:04.240]  怨上帝
[00:08:04.240 --> 00:08:06.240]  當你辭給我
[00:08:06.240 --> 00:08:08.240]  那個女人搞到我這樣
[00:08:08.240 --> 00:08:10.240]  又賴那個女人
[00:08:10.240 --> 00:08:12.240]  又怨天
[00:08:12.240 --> 00:08:14.240]  又怨人
[00:08:14.240 --> 00:08:16.240]  第五個問題
[00:08:16.240 --> 00:08:18.240]  從此這兩夫妻
[00:08:18.240 --> 00:08:20.240]  就有了
[00:08:20.240 --> 00:08:22.240]  嚴約
[00:08:22.240 --> 00:08:24.240]  我懷疑大家看下去的時候
[00:08:24.240 --> 00:08:26.240]  我相信遲些
[00:08:26.240 --> 00:08:28.240]  大家在教會繼續看這段經文的
[00:08:28.240 --> 00:08:30.240]  發展下去
[00:08:30.240 --> 00:08:32.240]  其實他們兩個兒子
[00:08:32.240 --> 00:08:34.240]  都可能受到他們兩個的影響
[00:08:34.240 --> 00:08:36.240]  有些不同
[00:08:36.240 --> 00:08:38.240]  甚至有些分歧
[00:08:38.240 --> 00:08:40.240]  結了婚那麼久
[00:08:40.240 --> 00:08:42.240]  有些人會受到嚴約
[00:08:42.240 --> 00:08:44.240]  嚴約來自什麼呢
[00:08:44.240 --> 00:08:46.240]  來自犯罪
[00:08:46.240 --> 00:08:48.240]  來自大家對對方的責任
[00:08:48.240 --> 00:08:50.240]  推卸
[00:08:50.240 --> 00:08:52.240]  這些有關係
[00:08:52.240 --> 00:08:54.240]  我在香港做心理輔導
[00:08:54.240 --> 00:08:56.240]  其實我真正的工作
[00:08:56.240 --> 00:08:58.240]  反而是在神學院做輔導主任
[00:08:58.240 --> 00:09:00.240]  我在中國浸水神學院
[00:09:00.240 --> 00:09:02.240]  做了21年
[00:09:02.240 --> 00:09:04.240]  輔導主任
[00:09:04.240 --> 00:09:06.240]  很多時候我都和神學生
[00:09:06.240 --> 00:09:08.240]  分享如何默會的問題
[00:09:08.240 --> 00:09:10.240]  有剩下的時間
[00:09:10.240 --> 00:09:12.240]  我在商界
[00:09:12.240 --> 00:09:14.240]  教壓力的管理
[00:09:14.240 --> 00:09:16.240]  也有自己的一間機構
[00:09:16.240 --> 00:09:18.240]  教小朋友的情緒輔導
[00:09:18.240 --> 00:09:20.240]  這幾十年
[00:09:20.240 --> 00:09:22.240]  我遇到三個問題最棘手
[00:09:22.240 --> 00:09:24.240]  我今天都在預計
[00:09:24.240 --> 00:09:26.240]  第一個問題就是
[00:09:26.240 --> 00:09:28.240]  當香港有些人
[00:09:28.240 --> 00:09:30.240]  確診了患癌症的時候
[00:09:30.240 --> 00:09:32.240]  他們很容易會
[00:09:32.240 --> 00:09:34.240]  選擇找我聊聊天
[00:09:34.240 --> 00:09:36.240]  特別和
[00:09:36.240 --> 00:09:38.240]  剛剛肯定了
[00:09:38.240 --> 00:09:40.240]  這個間乎是絕症的人
[00:09:40.240 --> 00:09:42.240]  聊天 可能他只有兩三個月的命
[00:09:42.240 --> 00:09:46.240]  每次聊天我都會問一個問題
[00:09:46.240 --> 00:09:48.240]  你最不捨得誰呢
[00:09:48.240 --> 00:09:50.240]  很多人都說最不捨得
[00:09:50.240 --> 00:09:52.240]  是他子女和他配偶
[00:09:52.240 --> 00:09:56.240]  也都在那個人死了之後
[00:09:56.240 --> 00:09:58.240]  我照顧他家庭的時候
[00:09:58.240 --> 00:10:00.240]  這個家庭都是一個抑鬱的狀態
[00:10:00.240 --> 00:10:02.240]  就是有些人
[00:10:02.240 --> 00:10:04.240]  經歷了
[00:10:04.240 --> 00:10:06.240]  十年以上
[00:10:06.240 --> 00:10:08.240]  都很不捨得死去的家人
[00:10:08.240 --> 00:10:10.240]  當然這些是
[00:10:10.240 --> 00:10:12.240]  有精神病的程度
[00:10:12.240 --> 00:10:14.240]  第二種人就是他的子女
[00:10:14.240 --> 00:10:16.240]  今天下午我想這裡都會放映
[00:10:16.240 --> 00:10:18.240]  一出我們香港拍的
[00:10:18.240 --> 00:10:20.240]  《打機王》這部戲
[00:10:20.240 --> 00:10:22.240]  有很多子女都是面對著
[00:10:22.240 --> 00:10:24.240]  他們不想上學
[00:10:24.240 --> 00:10:26.240]  香港是要強迫教育
[00:10:26.240 --> 00:10:28.240]  不過也都有些情況下小學中學
[00:10:28.240 --> 00:10:30.240]  是有些學校都沒辦法
[00:10:30.240 --> 00:10:32.240]  叫到小朋友肯上學
[00:10:32.240 --> 00:10:34.240]  他永遠都躲在家裡打機
[00:10:34.240 --> 00:10:38.240]  有些分析都很好
[00:10:38.240 --> 00:10:40.240]  他說這是一個腦的病
[00:10:40.240 --> 00:10:42.240]  是一個有機的病
[00:10:42.240 --> 00:10:44.240]  打機是
[00:10:44.240 --> 00:10:46.240]  沒得救的
[00:10:46.240 --> 00:10:48.240]  因為問題就是
[00:10:48.240 --> 00:10:50.240]  那個人
[00:10:50.240 --> 00:10:52.240]  是同吃白粉
[00:10:52.240 --> 00:10:54.240]  刺激腦
[00:10:54.240 --> 00:10:56.240]  那種發落荷爾蒙
[00:10:56.240 --> 00:10:58.240]  那種多巴胺
[00:10:58.240 --> 00:11:00.240]  是同一個性質的
[00:11:00.240 --> 00:11:02.240]  那種兩種發落是一樣的
[00:11:02.240 --> 00:11:04.240]  都是被
[00:11:04.240 --> 00:11:06.240]  影響力
[00:11:06.240 --> 00:11:08.240]  對腦的影響是一樣的
[00:11:08.240 --> 00:11:10.240]  所以是救不了的
[00:11:10.240 --> 00:11:12.240]  很多時候很多家庭
[00:11:12.240 --> 00:11:14.240]  我都在處理這些問題
[00:11:14.240 --> 00:11:16.240]  但這都不算很嚴重
[00:11:16.240 --> 00:11:18.240]  最嚴重就是牧師
[00:11:18.240 --> 00:11:20.240]  轉介我見一些教友
[00:11:20.240 --> 00:11:22.240]  那些教友就是
[00:11:22.240 --> 00:11:24.240]  互相指責
[00:11:24.240 --> 00:11:26.240]  就是老公
[00:11:26.240 --> 00:11:28.240]  在外面有一個女人
[00:11:28.240 --> 00:11:30.240]  甚至生了弟弟
[00:11:30.240 --> 00:11:32.240]  甚至瞞了太太
[00:11:32.240 --> 00:11:34.240]  超過十年
[00:11:34.240 --> 00:11:36.240]  只不過在
[00:11:36.240 --> 00:11:38.240]  一個場合被一些教友在街上
[00:11:38.240 --> 00:11:40.240]  碰到
[00:11:40.240 --> 00:11:42.240]  後來教會知道了
[00:11:42.240 --> 00:11:44.240]  很多牧師叫我做一個
[00:11:44.240 --> 00:11:46.240]  中間人
[00:11:46.240 --> 00:11:48.240]  見這兩夫婦
[00:11:48.240 --> 00:11:50.240]  太太知道了
[00:11:50.240 --> 00:11:52.240]  當然
[00:11:52.240 --> 00:11:54.240]  多大程度是精神崩潰的
[00:11:54.240 --> 00:11:56.240]  但丈夫永遠都說
[00:11:56.240 --> 00:11:58.240]  如果不是他
[00:11:58.240 --> 00:12:00.240]  搞到我有離心
[00:12:00.240 --> 00:12:02.240]  我怎麼會認識第二個女人呢
[00:12:02.240 --> 00:12:04.240]  因為太太
[00:12:04.240 --> 00:12:06.240]  那把聲音很恐怖
[00:12:06.240 --> 00:12:08.240]  搞到我
[00:12:08.240 --> 00:12:10.240]  心裡面
[00:12:10.240 --> 00:12:12.240]  很想走出去
[00:12:12.240 --> 00:12:14.240]  透透氣
[00:12:14.240 --> 00:12:16.240]  一出去的時候
[00:12:16.240 --> 00:12:18.240]  發現某地方遇到一個人
[00:12:18.240 --> 00:12:20.240]  令自己這麼舒服
[00:12:20.240 --> 00:12:22.240]  這麼輕鬆
[00:12:22.240 --> 00:12:24.240]  我真的覺得好像找回了一條命
[00:12:24.240 --> 00:12:26.240]  這樣
[00:12:26.240 --> 00:12:28.240]  太太就會覺得
[00:12:28.240 --> 00:12:30.240]  這個丈夫對她自己不忠實
[00:12:30.240 --> 00:12:32.240]  突然間
[00:12:32.240 --> 00:12:34.240]  自己的家裡也有子女
[00:12:34.240 --> 00:12:36.240]  還要在外面建立一個家
[00:12:36.240 --> 00:12:38.240]  這些指責
[00:12:38.240 --> 00:12:40.240]  在我經驗裡面
[00:12:40.240 --> 00:12:42.240]  是超過幾年
[00:12:42.240 --> 00:12:44.240]  都未一定解決到的
[00:12:44.240 --> 00:12:48.240]  很多人都問
[00:12:48.240 --> 00:12:50.240]  怎麼解決呢
[00:12:50.240 --> 00:12:52.240]  老公就永遠都
[00:12:52.240 --> 00:12:54.240]  站在受害者角度
[00:12:54.240 --> 00:12:58.240]  特別是說他自己
[00:12:58.240 --> 00:13:00.240]  另一邊的家
[00:13:00.240 --> 00:13:02.240]  如果沒有了他
[00:13:02.240 --> 00:13:04.240]  也會跌落一個深淵
[00:13:04.240 --> 00:13:06.240]  很痛苦
[00:13:06.240 --> 00:13:08.240]  我提議老公一個問題
[00:13:08.240 --> 00:13:10.240]  就是說
[00:13:10.240 --> 00:13:12.240]  就算你離開了你原有的老婆
[00:13:12.240 --> 00:13:14.240]  和一個新的家庭
[00:13:14.240 --> 00:13:16.240]  發展下去的感情
[00:13:16.240 --> 00:13:18.240]  但如果上帝不祝福
[00:13:18.240 --> 00:13:20.240]  不祝福
[00:13:20.240 --> 00:13:22.240]  不等於你有幸福和快樂
[00:13:22.240 --> 00:13:26.240]  你的人
[00:13:26.240 --> 00:13:28.240]  去到了你認為舒服一點的環境
[00:13:28.240 --> 00:13:30.240]  但如果上帝不祝福
[00:13:30.240 --> 00:13:34.240]  你每天的生活
[00:13:34.240 --> 00:13:36.240]  有另一種苦惱一直在增加
[00:13:36.240 --> 00:13:38.240]  這個有可能的
[00:13:38.240 --> 00:13:40.240]  我已經和老婆說
[00:13:40.240 --> 00:13:42.240]  如果你不接受
[00:13:42.240 --> 00:13:44.240]  這個老公回頭改變你自己
[00:13:44.240 --> 00:13:48.240]  你會發現你自己
[00:13:48.240 --> 00:13:50.240]  最終都發現
[00:13:50.240 --> 00:13:52.240]  自己是
[00:13:52.240 --> 00:13:54.240]  這個罪惡的根源
[00:13:54.240 --> 00:13:56.240]  你會抑鬱
[00:13:56.240 --> 00:14:00.240]  但當我一直幫這些人的時候
[00:14:00.240 --> 00:14:02.240]  我發現最大的阻力都是來自
[00:14:02.240 --> 00:14:04.240]  他們兩個都覺得
[00:14:04.240 --> 00:14:06.240]  真正錯的不是自己
[00:14:06.240 --> 00:14:08.240]  是對方
[00:14:08.240 --> 00:14:10.240]  所以覺得自己沒有錯的人是不會改的
[00:14:10.240 --> 00:14:12.240]  改來幹什麼呢
[00:14:12.240 --> 00:14:14.240]  沒有錯 是他錯
[00:14:14.240 --> 00:14:16.240]  兩個都說自己是他錯
[00:14:16.240 --> 00:14:18.240]  先和他搞到我錯
[00:14:18.240 --> 00:14:20.240]  所以很多時候
[00:14:20.240 --> 00:14:22.240]  很多牧師
[00:14:22.240 --> 00:14:24.240]  都會覺得這些事
[00:14:24.240 --> 00:14:26.240]  搞到自己退休都搞不完
[00:14:26.240 --> 00:14:28.240]  所以他們轉介
[00:14:28.240 --> 00:14:30.240]  給我
[00:14:30.240 --> 00:14:32.240]  讓我退不了休
[00:14:32.240 --> 00:14:36.240]  很多時候我昨天都和
[00:14:36.240 --> 00:14:38.240]  這裡三藩市很多家長
[00:14:38.240 --> 00:14:40.240]  說這個問題就是
[00:14:40.240 --> 00:14:42.240]  其實心理學體
[00:14:42.240 --> 00:14:44.240]  為什麼那個女人要結婚呢
[00:14:44.240 --> 00:14:46.240]  每個女人結婚
[00:14:46.240 --> 00:14:48.240]  都很想找到一個丈夫
[00:14:48.240 --> 00:14:50.240]  每天都好像
[00:14:50.240 --> 00:14:52.240]  查詢中心和他聊天
[00:14:52.240 --> 00:14:54.240]  有東西問他就回答
[00:14:54.240 --> 00:14:56.240]  很快樂
[00:14:56.240 --> 00:14:58.240]  女人很喜歡一個
[00:14:58.240 --> 00:15:00.240]  聰明的男人
[00:15:00.240 --> 00:15:02.240]  而男人
[00:15:02.240 --> 00:15:04.240]  追女人的時候
[00:15:04.240 --> 00:15:06.240]  經常都表現自己好像智商很高
[00:15:06.240 --> 00:15:08.240]  回答一些很奇怪
[00:15:08.240 --> 00:15:10.240]  都能回答的問題
[00:15:10.240 --> 00:15:12.240]  所以那個女人
[00:15:12.240 --> 00:15:14.240]  嫁之前以為
[00:15:14.240 --> 00:15:16.240]  嫁了個生神仙
[00:15:16.240 --> 00:15:18.240]  有問
[00:15:18.240 --> 00:15:20.240]  回答得很精彩
[00:15:20.240 --> 00:15:22.240]  她不知道她問的範圍很窄
[00:15:22.240 --> 00:15:24.240]  但後來才發現
[00:15:24.240 --> 00:15:26.240]  原來嫁了之後
[00:15:26.240 --> 00:15:28.240]  老公是這麼蠢的
[00:15:28.240 --> 00:15:30.240]  她會很生氣
[00:15:30.240 --> 00:15:32.240]  很生氣
[00:15:32.240 --> 00:15:34.240]  但其實那個男人
[00:15:34.240 --> 00:15:36.240]  追女人的時候
[00:15:36.240 --> 00:15:38.240]  因為他回答了那麼多
[00:15:38.240 --> 00:15:40.240]  他一直都以為這個女人是很蠢的
[00:15:40.240 --> 00:15:42.240]  這個女人很多東西都不明白
[00:15:42.240 --> 00:15:44.240]  又不懂 又那麼天真
[00:15:44.240 --> 00:15:46.240]  於是她充滿信心
[00:15:46.240 --> 00:15:48.240]  將來可以繼續
[00:15:48.240 --> 00:15:50.240]  做一個老師在家裡
[00:15:50.240 --> 00:15:52.240]  好好教訓這個女人
[00:15:52.240 --> 00:15:54.240]  誰知道
[00:15:54.240 --> 00:15:56.240]  原來娶了她之後發現原來她是那麼聰明
[00:15:56.240 --> 00:15:58.240]  她會很生氣
[00:15:58.240 --> 00:16:00.240]  看不起
[00:16:00.240 --> 00:16:02.240]  還說全世界的男人
[00:16:02.240 --> 00:16:04.240]  沒有誰比這個老公蠢
[00:16:04.240 --> 00:16:06.240]  所以一個就以為
[00:16:06.240 --> 00:16:08.240]  聰明原來是蠢
[00:16:08.240 --> 00:16:10.240]  一個就以為蠢 以為聰明
[00:16:10.240 --> 00:16:12.240]  於是就結了婚
[00:16:12.240 --> 00:16:14.240]  所以日鬧夜鬧都罵
[00:16:14.240 --> 00:16:16.240]  自己是選錯人
[00:16:16.240 --> 00:16:18.240]  這些情況
[00:16:18.240 --> 00:16:20.240]  當你做心理輔導拆穿了
[00:16:20.240 --> 00:16:22.240]  其實問題
[00:16:22.240 --> 00:16:24.240]  都是大家都覺得自己
[00:16:24.240 --> 00:16:26.240]  沒有問題
[00:16:26.240 --> 00:16:28.240]  這裡是什麼結
[00:16:28.240 --> 00:16:30.240]  我想在這裡
[00:16:30.240 --> 00:16:32.240]  在聖經裡面看真理
[00:16:32.240 --> 00:16:34.240]  在哪裡
[00:16:34.240 --> 00:16:36.240]  根本上愛是很狹窄的
[00:16:36.240 --> 00:16:38.240]  愛就是
[00:16:38.240 --> 00:16:40.240]  你在條件滿足我
[00:16:40.240 --> 00:16:42.240]  我就是喜歡你
[00:16:42.240 --> 00:16:44.240]  不然我不喜歡你
[00:16:44.240 --> 00:16:46.240]  所以有時你見到
[00:16:46.240 --> 00:16:48.240]  很多夫妻
[00:16:48.240 --> 00:16:50.240]  最差的關係
