
[00:00:00.000 --> 00:00:09.120]  各位觀眾 今天跟大家講的題目是「速主再臨」
[00:02:49.320 --> 00:02:52.320]  他是很相信
[00:02:52.320 --> 00:02:55.320]  如果我們將福音傳出去
[00:02:55.320 --> 00:02:57.320]  主就回來了
[00:02:57.320 --> 00:03:01.320]  那美國就是神所給基督教一個很美麗的地方
[00:03:01.320 --> 00:03:05.320]  那裏面是有很好的教導
[00:03:05.320 --> 00:03:07.320]  他們說美國是很好的
[00:03:07.320 --> 00:03:10.320]  我們今天經常說美國標準
[00:03:10.320 --> 00:03:12.320]  American Standard
[00:03:12.320 --> 00:03:14.320]  美國的東西是好的
[00:03:14.320 --> 00:03:16.320]  那將美國的這種和平
[00:03:16.320 --> 00:03:18.320]  將美國的這種制度
[00:03:18.320 --> 00:03:20.320]  將這種這麼好的東西傳遍世界
[00:03:20.320 --> 00:03:23.320]  那世界就是在千禧年
[00:03:23.320 --> 00:03:24.320]  就是天國了
[00:03:24.320 --> 00:03:28.320]  那主就回來了
[00:03:28.320 --> 00:03:30.320]  那他相信呢
[00:03:30.320 --> 00:03:34.320]  透過教會傳福音和平
[00:03:34.320 --> 00:03:36.320]  信徒悔改
[00:03:36.320 --> 00:03:38.320]  那愛德華茲這樣說呢
[00:03:38.320 --> 00:03:40.320]  他很感動
[00:03:40.320 --> 00:03:42.320]  很多人就被改變了
[00:03:42.320 --> 00:03:44.320]  他們就帶著這個信息
[00:03:44.320 --> 00:03:47.320]  去非洲 去南美 去亞洲
[00:03:47.320 --> 00:03:49.320]  來傳道
[00:03:49.320 --> 00:03:51.320]  那這種影響就很深
[00:03:51.320 --> 00:03:53.320]  那些的敬虔基督徒呢
[00:03:53.320 --> 00:03:55.320]  是風行一時
[00:03:55.320 --> 00:03:59.320]  就帶動了十九世紀的宣教運動
[00:03:59.320 --> 00:04:01.320]  當時他們相信
[00:04:01.320 --> 00:04:03.320]  福音遍傳 主又回來了
[00:04:03.320 --> 00:04:05.320]  我們很想主快點回來
[00:04:05.320 --> 00:04:07.320]  就傳福音了
[00:04:07.320 --> 00:04:09.320]  1898年當時美國有一間神學院
[00:04:09.320 --> 00:04:11.320]  就叫做安多弗神學院
[00:04:11.320 --> 00:04:13.320]  Andover這個神學院
[00:04:13.320 --> 00:04:15.320]  很有名
[00:04:15.320 --> 00:04:18.320]  他們就栽培這些很敬虔的人
[00:04:18.320 --> 00:04:20.320]  那他們有清教徒的傳統
[00:04:20.320 --> 00:04:22.320]  那他們相信呢
[00:04:22.320 --> 00:04:23.320]  主會回來
[00:04:23.320 --> 00:04:25.320]  但當時有一班人就不信的
[00:04:25.320 --> 00:04:27.320]  不信耶穌回來的人不傳福音的
[00:04:27.320 --> 00:04:29.320]  不信耶穌回來的人呢
[00:04:29.320 --> 00:04:31.320]  也都不會很熱心的
[00:04:31.320 --> 00:04:35.320]  來建立所謂地上的天國
[00:04:35.320 --> 00:04:37.320]  那這間神學院呢
[00:04:37.320 --> 00:04:39.320]  主張後千禧年
[00:04:39.320 --> 00:04:43.320]  他們就是要將福音傳到落後的地方
[00:04:43.320 --> 00:04:45.320]  那他們也都第一批
[00:04:45.320 --> 00:04:48.320]  將海外的宣教士栽培出來
[00:04:48.320 --> 00:04:50.320]  那其中有一個學生就說
[00:04:50.320 --> 00:04:52.320]  那些學生很愛主的
[00:04:52.320 --> 00:04:54.320]  他說我們要成立一個機構
[00:04:54.320 --> 00:04:56.320]  要將福音傳遍
[00:04:56.320 --> 00:04:58.320]  那這個機構就叫做美部會
[00:04:58.320 --> 00:05:00.320]  很有名的在歷史上
[00:05:00.320 --> 00:05:04.320]  這個叫做美國海外傳教部總會
[00:05:04.320 --> 00:05:06.320]  其中有一個人
[00:05:06.320 --> 00:05:09.320]  這個人呢就受到他的影響
[00:05:09.320 --> 00:05:11.320]  當時這個院長呢
[00:05:11.320 --> 00:05:12.320]  他就說
[00:05:12.320 --> 00:05:13.320]  他有一個信念
[00:05:13.320 --> 00:05:15.320]  他說我們傳福音出去
[00:05:15.320 --> 00:05:17.320]  回教徒就會信主
[00:05:17.320 --> 00:05:20.320]  土耳其 當時土耳其最大的回教國家
[00:05:20.320 --> 00:05:21.320]  就會崩潰
[00:05:21.320 --> 00:05:25.320]  就算天主教教皇也都會滅亡
[00:05:25.320 --> 00:05:28.320]  猶太會回來巴勒斯坦
[00:05:28.320 --> 00:05:30.320]  所有的人信主之後
[00:05:30.320 --> 00:05:32.320]  千禧年就降臨了
[00:05:32.320 --> 00:05:33.320]  那主就回來了
[00:05:33.320 --> 00:05:35.320]  這個信念很強的
[00:05:35.320 --> 00:05:38.320]  他們很相信世界越來越好
[00:05:38.320 --> 00:05:40.320]  因為福音的緣故改變世界
[00:05:40.320 --> 00:05:41.320]  越來越好
[00:05:41.320 --> 00:05:43.320]  那其中一個學生呢
[00:05:43.320 --> 00:05:46.320]  他就很感受到這種千禧年的呼召
[00:05:46.320 --> 00:05:48.320]  那他就在1829年
[00:05:48.320 --> 00:05:51.320]  10月14日就在紐約上船
[00:05:51.320 --> 00:05:53.320]  經過了126天
[00:05:53.320 --> 00:05:55.320]  很不容易的
[00:05:55.320 --> 00:05:57.320]  紐約經過大西洋
[00:05:57.320 --> 00:05:58.320]  再經過非洲
[00:05:58.320 --> 00:05:59.320]  再經過印度
[00:05:59.320 --> 00:06:01.320]  再經過馬來西亞
[00:06:01.320 --> 00:06:03.320]  再去到中國
[00:06:03.320 --> 00:06:05.320]  就在寧丁島那裏登陸
[00:06:05.320 --> 00:06:07.320]  來到中國
[00:06:07.320 --> 00:06:11.320]  那他們出發之前
[00:06:11.320 --> 00:06:14.320]  當時的美部會就跟我說
[00:06:14.320 --> 00:06:16.320]  他們這次去中國宣教
[00:06:16.320 --> 00:06:18.320]  無論怎樣困難都會成功
[00:06:18.320 --> 00:06:19.320]  為什麼呢
[00:06:19.320 --> 00:06:21.320]  因為我們要將福音傳開
[00:06:21.320 --> 00:06:22.320]  傳回來
[00:06:22.320 --> 00:06:24.320]  他說耶穌基督的福音
[00:06:24.320 --> 00:06:26.320]  一定會傳播給中國
[00:06:26.320 --> 00:06:28.320]  中國人一定會信主
[00:06:28.320 --> 00:06:31.320]  千千萬萬中國人都會歸順基督
[00:06:31.320 --> 00:06:33.320]  他就帶著這個熱心
[00:06:33.320 --> 00:06:37.320]  拼命的在中國裏面去做
[00:06:37.320 --> 00:06:38.320]  是誰呢
[00:06:38.320 --> 00:06:40.320]  他就是一個很出名的
[00:06:40.320 --> 00:06:42.320]  叫做卑智文牧師
[00:06:42.320 --> 00:06:44.320]  是美國第一個宣教士
[00:06:44.320 --> 00:06:46.320]  叫做卑智文牧師
[00:06:46.320 --> 00:06:48.320]  這個牧師當時來到的時候
[00:06:48.320 --> 00:06:51.320]  他就認識了中國的一個官員
[00:06:51.320 --> 00:06:52.320]  你一定知道的
[00:06:52.320 --> 00:06:53.320]  叫林則徐
[00:06:53.320 --> 00:06:55.320]  有沒有聽過
[00:06:55.320 --> 00:06:58.320]  他和林則徐是好朋友
[00:06:58.320 --> 00:07:02.320]  林則徐的手下就跟他學英文
[00:07:02.320 --> 00:07:05.320]  還有他的手下就信了耶穌
[00:07:05.320 --> 00:07:07.320]  有一個家族信了耶穌
[00:07:07.320 --> 00:07:10.320]  在清朝裏面有一個很大的影響力
[00:07:10.320 --> 00:07:15.320]  還有就取了他帶來的一個女宣教士
[00:07:15.320 --> 00:07:17.320]  卑智文他在中國裏面
[00:07:17.320 --> 00:07:20.320]  其實在中國的清朝的官場上
[00:07:20.320 --> 00:07:22.320]  是做了很多的事
[00:07:22.320 --> 00:07:23.320]  他是美國來的
[00:07:23.320 --> 00:07:24.320]  他不是鴉片的
[00:07:24.320 --> 00:07:26.320]  英國來的就是賣鴉片
[00:07:26.320 --> 00:07:27.320]  英國人賣鴉片
[00:07:27.320 --> 00:07:28.320]  美國人就不賣鴉片
[00:07:28.320 --> 00:07:32.320]  所以他就很得到中國人的信任
[00:07:32.320 --> 00:07:33.320]  還有呢
[00:07:33.320 --> 00:07:38.320]  因為他知道要建立美國標準生活
[00:07:38.320 --> 00:07:43.320]  於是他就要將中國的社會風氣改變
[00:07:43.320 --> 00:07:46.320]  他出版了一個中國松報
[00:07:46.320 --> 00:07:51.320]  這個中國松報就介紹中國文化給西方
[00:07:51.320 --> 00:07:56.320]  就成立了一個叫做中國益智會
[00:07:56.320 --> 00:07:57.320]  1834年
[00:07:57.320 --> 00:07:59.320]  這個益智會呢
[00:07:59.320 --> 00:08:03.320]  英文是Society for the Diffusion of Useful Knowledge in China
[00:08:03.320 --> 00:08:07.320]  意思就是將有用的知識給中國人
[00:08:07.320 --> 00:08:09.320]  就將西方的科學呀
[00:08:09.320 --> 00:08:11.320]  法律呀
[00:08:11.320 --> 00:08:12.320]  政治呀
[00:08:12.320 --> 00:08:14.320]  很多東西就介紹給中國
[00:08:14.320 --> 00:08:15.320]  這個影響了什麼人呢?
[00:08:15.320 --> 00:08:17.320]  後來這個益智會呢
[00:08:17.320 --> 00:08:18.320]  就叫做港學會
[00:08:18.320 --> 00:08:21.320]  就是那個機構
[00:08:21.320 --> 00:08:25.320]  就影響了梁啟超、康有為
[00:08:25.320 --> 00:08:27.320]  就讀他們的書
[00:08:27.320 --> 00:08:29.320]  就開始了中國的改革
[00:08:29.320 --> 00:08:33.320]  就是戊戌政變到清末的時候
[00:08:33.320 --> 00:08:35.320]  那《六君子》呢
[00:08:35.320 --> 00:08:36.320]  都是因為他們的書
[00:08:36.320 --> 00:08:39.320]  當時中國是沒有出版外國書
[00:08:39.320 --> 00:08:41.320]  還沒有商務書局
[00:08:41.320 --> 00:08:44.320]  後來到了民國才有商務書局
[00:08:44.320 --> 00:08:45.320]  所以以前呢
[00:08:45.320 --> 00:08:49.320]  所有的書都是他們去翻譯、去出版
[00:08:49.320 --> 00:08:50.320]  因為他們知道呢
[00:08:50.320 --> 00:08:54.320]  是要將中國變成一個現代化的中國
[00:08:54.320 --> 00:08:57.320]  是有自由、有民主、有基督教
[00:08:57.320 --> 00:08:58.320]  那這個中國呢
[00:08:58.320 --> 00:09:00.320]  就是一個千禧年
[00:09:00.320 --> 00:09:01.320]  主就會回來
[00:09:01.320 --> 00:09:03.320]  所以他們不單止傳福音
[00:09:03.320 --> 00:09:04.320]  做很多事情
[00:09:04.320 --> 00:09:05.320]  改變了很多知識分子
[00:09:05.320 --> 00:09:07.320]  又做了很多學校
[00:09:07.320 --> 00:09:08.320]  所以卑詞文呢
[00:09:08.320 --> 00:09:11.320]  它有一個新的觀念
[00:09:11.320 --> 00:09:12.320]  就是相信
[00:09:12.320 --> 00:09:14.320]  當中國被改變
[00:09:14.320 --> 00:09:15.320]  中國人信主
[00:09:15.320 --> 00:09:17.320]  主就回來
[00:09:17.320 --> 00:09:20.320]  所以這個影響是這麼大的
[00:09:20.320 --> 00:09:22.320]  好了
[00:09:22.320 --> 00:09:24.320]  不過過了八年之後
[00:09:24.320 --> 00:09:26.320]  就發現原來傳福音呢
[00:09:26.320 --> 00:09:28.320]  不是這麼容易
[00:09:28.320 --> 00:09:31.320]  福音可以傳遍了
[00:09:31.320 --> 00:09:33.320]  但是只會人是過信主
[00:09:33.320 --> 00:09:37.320]  所以就有第二種的思想出來了
[00:09:37.320 --> 00:09:40.320]  那這些思想就來自另外的經文
[00:09:40.320 --> 00:09:44.320]  我們就讀貼薩萊加前書四章
[00:09:44.320 --> 00:09:45.320]  我們一起讀
[00:09:45.320 --> 00:09:47.320]  就說主回來的日子
[00:09:47.320 --> 00:09:48.320]  我們一起讀
[00:09:48.320 --> 00:09:50.320]  論到睡了的人
[00:09:50.320 --> 00:09:53.320]  我們不願意弟兄們不知道
[00:09:53.320 --> 00:09:55.320]  恐怕你們憂傷
[00:09:55.320 --> 00:09:58.320]  就那些沒有指望的人一樣
[00:09:58.320 --> 00:10:01.320]  我們若信耶穌死而復活
[00:10:01.320 --> 00:10:04.320]  那已經在耶穌裡睡了的人
[00:10:04.320 --> 00:10:07.320]  神也必將他與耶穌一同帶來
[00:10:07.320 --> 00:10:11.320]  我們現在照主的話告訴你們一件事
[00:10:11.320 --> 00:10:15.320]  我們這活著還存留到主降臨的人
[00:10:15.320 --> 00:10:19.320]  斷不能在那已經睡了的人之先
[00:10:19.320 --> 00:10:22.320]  因為主必親自從天降臨
[00:10:22.320 --> 00:10:24.320]  有呼叫的聲音
[00:10:24.320 --> 00:10:26.320]  和天使像的聲音
[00:10:26.320 --> 00:10:29.320]  又有神的號吹響
[00:10:29.320 --> 00:10:31.320]  那在基督裡死了的人
[00:10:31.320 --> 00:10:33.320]  必先復活
[00:10:33.320 --> 00:10:36.320]  以後我們這活著還存留的人
[00:10:36.320 --> 00:10:39.320]  必和他們一同被提到魂裡
[00:10:39.320 --> 00:10:41.320]  在空中與主相遇
[00:10:41.320 --> 00:10:45.320]  這樣我們就要和主永遠同在
[00:10:45.320 --> 00:10:49.320]  所以你們當用這些話彼此勸勸
[00:10:49.320 --> 00:10:51.320]  是甚麼意思呢
[00:10:51.320 --> 00:10:53.320]  耶穌將來回來
[00:10:53.320 --> 00:10:56.320]  回來後就信耶穌的人
[00:10:56.320 --> 00:10:58.320]  即是死了的人
[00:10:58.320 --> 00:11:00.320]  譬如我們上一代信耶穌的人
[00:11:00.320 --> 00:11:02.320]  就會先復活
[00:11:02.320 --> 00:11:04.320]  未信耶穌不復活
[00:11:04.320 --> 00:11:06.320]  還在墳墓裡
[00:11:06.320 --> 00:11:08.320]  信了人就先復活
[00:11:08.320 --> 00:11:11.320]  萬一我們還沒死
[00:11:11.320 --> 00:11:16.320]  我們會和那些復活的信耶穌的人
[00:11:16.320 --> 00:11:18.320]  一同見主
[00:11:18.320 --> 00:11:20.320]  就算我們還沒死也不用擔心
[00:11:20.320 --> 00:11:22.320]  主回來後就會改變了
[00:11:22.320 --> 00:11:24.320]  病痛會沒有了
[00:11:24.320 --> 00:11:30.320]  然後耶穌就和我們一起被提到魂裡
[00:11:30.320 --> 00:11:33.320]  與主在空中相遇
[00:11:33.320 --> 00:11:35.320]  就和主永遠同在
[00:11:35.320 --> 00:11:37.320]  但在空中相遇是做甚麼呢
[00:11:37.320 --> 00:11:39.320]  那裡就沒有說了
[00:11:39.320 --> 00:11:41.320]  信主的人復活
[00:11:41.320 --> 00:11:42.320]  還有很多人還沒復活的
[00:11:42.320 --> 00:11:43.320]  只是少數
[00:11:43.320 --> 00:11:46.320]  我們和信主的人一同與主相遇
[00:11:46.320 --> 00:11:48.320]  那做甚麼呢
[00:11:48.320 --> 00:11:50.320]  有一段經文
[00:11:50.320 --> 00:11:52.320]  我們三節一起讀
[00:11:52.320 --> 00:11:55.320]  我又看見幾個寶座
[00:11:55.320 --> 00:11:57.320]  也有坐在上面的
[00:11:57.320 --> 00:12:00.320]  並有審判的權並賜給他們
[00:12:00.320 --> 00:12:04.320]  我又看見那些因為給耶穌作見證
[00:12:04.320 --> 00:12:07.320]  並為神知道被斬者的靈魂
[00:12:07.320 --> 00:12:10.320]  和那沒有拜過獸與獸匠
[00:12:10.320 --> 00:12:15.320]  也沒有在額上和手上受過他印記之人的靈魂
[00:12:15.320 --> 00:12:17.320]  他們都復活了
[00:12:17.320 --> 00:12:20.320]  與基督一同作王一千年
[00:12:20.320 --> 00:12:22.320]  這是頭一次的復活
[00:12:22.320 --> 00:12:25.320]  其餘的死人還沒有復活
[00:12:25.320 --> 00:12:27.320]  只等那一千年完了
[00:12:27.320 --> 00:12:30.320]  在頭一次復活有粉的
[00:12:30.320 --> 00:12:31.320]  有福了
[00:12:31.320 --> 00:12:32.320]  聖潔了
[00:12:32.320 --> 00:12:36.320]  第二次的死在他們身上會有權並
[00:12:36.320 --> 00:12:39.320]  他們必作神和基督的祭司
[00:12:39.320 --> 00:12:42.320]  並與基督一同作王一千年
[00:12:42.320 --> 00:12:44.320]  這段經文又清楚一點
[00:12:44.320 --> 00:12:47.320]  剛才說主回來的時候
[00:12:47.320 --> 00:12:49.320]  就是那些在墳墓裡信了主的人
[00:12:49.320 --> 00:12:50.320]  他們才復活
[00:12:50.320 --> 00:12:52.320]  是不是很有盼望
[00:12:52.320 --> 00:12:55.320]  原來很不同的
[00:12:55.320 --> 00:12:58.320]  信主的人會先復活見主
[00:12:58.320 --> 00:13:03.320]  地上的信主人和這些人一同被提了
[00:13:03.320 --> 00:13:05.320]  為什麼呢?
[00:13:05.320 --> 00:13:10.320]  啟示錄說那些人因為受迫迫
[00:13:10.320 --> 00:13:16.320]  或者在世上經歷信主的緣故
[00:13:16.320 --> 00:13:19.320]  不去追隨世俗
[00:13:19.320 --> 00:13:22.320]  不去追隨異教
[00:13:22.320 --> 00:13:27.320]  這群人得到福分
[00:13:27.320 --> 00:13:31.320]  與主作王一千年
[00:13:31.320 --> 00:13:34.320]  原來復活是與主同掌王權
[00:13:34.320 --> 00:13:36.320]  統治這個世界
[00:13:36.320 --> 00:13:41.320]  那些先復活的和我們還沒死的基督徒
[00:13:41.320 --> 00:13:42.320]  一同作王
[00:13:42.320 --> 00:13:44.320]  這群人是有福的
[00:13:44.320 --> 00:13:45.320]  聖潔的
[00:13:45.320 --> 00:13:48.320]  這段經文提到
[00:13:48.320 --> 00:13:51.320]  似乎是耶穌先降臨
[00:13:51.320 --> 00:13:53.320]  然後才有千禧年
[00:13:53.320 --> 00:13:55.320]  特別在這裡提到
[00:13:55.320 --> 00:13:59.320]  耶穌降臨在千禧年之前
[00:13:59.320 --> 00:14:03.320]  意思是這個世界不是越來越好
[00:14:03.320 --> 00:14:06.320]  這個世界其實是越來越差的
[00:14:06.320 --> 00:14:08.320]  越來越差的
[00:14:08.320 --> 00:14:10.320]  信徒因為要傳福音
[00:14:10.320 --> 00:14:12.320]  拼命的見證主
[00:14:12.320 --> 00:14:13.320]  受到世界的迫迫
[00:14:13.320 --> 00:14:14.320]  最困難的時候
[00:14:14.320 --> 00:14:16.320]  耶穌就回來了
[00:14:16.320 --> 00:14:19.320]  我們繼續說下去
[00:14:19.320 --> 00:14:21.320]  剛才我們說
[00:14:21.320 --> 00:14:22.320]  最初在西方
[00:14:22.320 --> 00:14:23.320]  特別是美國
[00:14:23.320 --> 00:14:25.320]  他們相信
[00:14:25.320 --> 00:14:27.320]  他們傳福音建立一個美麗的世界
[00:14:27.320 --> 00:14:29.320]  主又回來了
[00:14:29.320 --> 00:14:31.320]  現在開始思想改變了
[00:14:31.320 --> 00:14:33.320]  特別在十九世紀中期
[00:14:33.320 --> 00:14:35.320]  就是1861年的時候
[00:14:35.320 --> 00:14:38.320]  當時美國就發生了一場戰爭
[00:14:38.320 --> 00:14:40.320]  就叫南北戰爭
[00:14:40.320 --> 00:14:42.320]  就為了解放奴隸
[00:14:42.320 --> 00:14:43.320]  南北戰爭
[00:14:43.320 --> 00:14:45.320]  南邊的人是基督徒
[00:14:45.320 --> 00:14:48.320]  南邊的人更加勁權
[00:14:48.320 --> 00:14:51.320]  不過他們需要奴隸幫助他們
[00:14:51.320 --> 00:14:53.320]  北邊的人又是基督徒
[00:14:53.320 --> 00:14:55.320]  他們就反對奴隸
[00:14:55.320 --> 00:14:57.320]  結果就打仗了
[00:14:57.320 --> 00:14:59.320]  這個大家知道林肯當時是總統
[00:14:59.320 --> 00:15:01.320]  打仗的時候
[00:15:01.320 --> 00:15:03.320]  南邊的基督徒就每天祈禱
[00:15:03.320 --> 00:15:05.320]  主下打倒北邊的基督徒
[00:15:05.320 --> 00:15:07.320]  北邊的人又每天祈禱
[00:15:07.320 --> 00:15:09.320]  主下打倒南邊的基督徒
[00:15:09.320 --> 00:15:12.320]  結果南又打北又打
[00:15:12.320 --> 00:15:14.320]  這個戰爭就很殘酷的
[00:15:14.320 --> 00:15:16.320]  死了很多人
[00:15:16.320 --> 00:15:17.320]  打完這場仗之後
[00:15:17.320 --> 00:15:19.320]  他們就想
[00:15:19.320 --> 00:15:21.320]  究竟我們有沒有辦法
[00:15:21.320 --> 00:15:24.320]  去建立一個千禧年
[00:15:24.320 --> 00:15:27.320]  建立一個理想的國度呢?
[00:15:27.320 --> 00:15:29.320]  他們發現原來人很自私
[00:15:29.320 --> 00:15:30.320]  有很多罪
[00:15:30.320 --> 00:15:32.320]  這個世界其實是越來越困難
[00:15:32.320 --> 00:15:34.320]  他們怎麼能夠靠著人的能力
[00:15:34.320 --> 00:15:37.320]  去建立一個美好的世界呢?
[00:15:37.320 --> 00:15:39.320]  這個時候
[00:15:39.320 --> 00:15:41.320]  在愛爾蘭那邊
[00:15:41.320 --> 00:15:45.320]  有一幫叫普利茅斯的弟兄會
[00:15:45.320 --> 00:15:47.320]  他們在歐洲是飽受逼迫
[00:15:47.320 --> 00:15:51.320]  他們不相信人可以建立一個好的國度
[00:15:51.320 --> 00:15:55.320]  他們就相信這個世界是每下如放
[00:15:55.320 --> 00:15:59.320]  他們就影響了一些大的美國基督徒
[00:15:59.320 --> 00:16:01.320]  一些暴徒教的無敵
[00:16:01.320 --> 00:16:03.320]  就這樣影響他們
[00:16:03.320 --> 00:16:05.320]  他們說我們不要浪費時間
[00:16:05.320 --> 00:16:07.320]  浪費時間建立什麼地上天國
[00:16:07.320 --> 00:16:09.320]  我們人其實是很軟弱的
[00:16:09.320 --> 00:16:11.320]  我們只要傳福音
[00:16:11.320 --> 00:16:13.320]  當我們傳福音的時候
[00:16:13.320 --> 00:16:15.320]  在最艱難的時候主人會回來
[00:16:15.320 --> 00:16:17.320]  耶穌沒有回來
[00:16:17.320 --> 00:16:19.320]  所以他們就提出
[00:16:19.320 --> 00:16:21.320]  叫做前千禧年
[00:16:21.320 --> 00:16:24.320]  無敵就曾經在黑門山那邊
[00:16:24.320 --> 00:16:26.320]  舉行了一個國際的基督徒會議
[00:16:26.320 --> 00:16:28.320]  有很多人來
[00:16:28.320 --> 00:16:29.320]  他們就說我們要傳福音
[00:16:29.320 --> 00:16:31.320]  不傳福音的話主人就不回來
[00:16:31.320 --> 00:16:33.320]  當時就激勵了很多人
[00:16:33.320 --> 00:16:37.320]  很多人就參與了學生運動
[00:16:37.320 --> 00:16:39.320]  另外一個叫穆特
[00:16:39.320 --> 00:16:41.320]  也是一樣
[00:16:41.320 --> 00:16:43.320]  也帶領了很多人去做宣教士
[00:16:43.320 --> 00:16:46.320]  就說我們不要管改造世界
[00:16:46.320 --> 00:16:48.320]  總之傳福音
[00:16:48.320 --> 00:16:53.320]  當時校園裏面很多人領受了教導
[00:16:53.320 --> 00:16:55.320]  四分之三的宣教士
[00:16:55.320 --> 00:16:59.320]  都是因為這些運動而去做宣教士
[00:16:59.320 --> 00:17:01.320]  去海外
[00:17:01.320 --> 00:17:05.320]  他們就對馬太福音有一個不同的解釋
[00:17:05.320 --> 00:17:07.320]  但是同一個目標
[00:17:07.320 --> 00:17:09.320]  他說我們要傳遍
[00:17:09.320 --> 00:17:10.320]  福音是要傳遍
[00:17:10.320 --> 00:17:13.320]  不過傳遍不等於每個人都信耶穌
[00:17:13.320 --> 00:17:15.320]  你只是傳福音
[00:17:15.320 --> 00:17:17.320]  你和隔壁幾個人傳
[00:17:17.320 --> 00:17:18.320]  你傳了給他聽
[00:17:18.320 --> 00:17:19.320]  是不是每個人都信耶穌
[00:17:19.320 --> 00:17:20.320]  是就好了
[00:17:20.320 --> 00:17:23.320]  很多時候只有十個人都信
[00:17:23.320 --> 00:17:26.320]  所以他們就說不要這麼樂觀
[00:17:26.320 --> 00:17:28.320]  我們做是要做
[00:17:28.320 --> 00:17:30.320]  我們親戚朋友是要跟他說
[00:17:30.320 --> 00:17:31.320]  但是信多少呢
[00:17:31.320 --> 00:17:32.320]  不關你的事
[00:17:32.320 --> 00:17:33.320]  總之你要做
[00:17:33.320 --> 00:17:35.320]  但是就出了一個圖畫
[00:17:35.320 --> 00:17:37.320]  這個圖畫是什麼呢
[00:17:37.320 --> 00:17:40.320]  因為你越傳福音
[00:17:40.320 --> 00:17:43.320]  人們越不信就越艱難
[00:17:43.320 --> 00:17:45.320]  所以前千多年
[00:17:45.320 --> 00:17:50.320]  就有一個很沉重的調軌性
[00:17:50.320 --> 00:17:51.320]  就是矛盾
[00:17:51.320 --> 00:17:53.320]  因為世界越來越差
[00:17:53.320 --> 00:17:55.320]  那你傳福音就越來越難
[00:17:55.320 --> 00:17:57.320]  就越來越不信
[00:17:57.320 --> 00:18:00.320]  但是因為世界越來越差
[00:18:00.320 --> 00:18:02.320]  我們就更加要傳福音
[00:18:02.320 --> 00:18:04.320]  就要束主在臨
[00:18:04.320 --> 00:18:05.320]  為什麼呢
[00:18:05.320 --> 00:18:07.320]  就是當我們要去做的時候
