
[00:00:00.000 --> 00:00:10.240]  各位认识的朋友,今天是温哥华环博导会主要崇拜七月五日
[00:07:26.660 --> 00:07:46.660]  我们就可以将生活上的知识统合,来更好运用,所以智慧和知识不分开,不矛盾,是彼此配搭的,我们必须要懂得上心意,这个是智慧
[00:07:46.660 --> 00:07:56.660]  有了这个智慧,我们就可以安排上帝所创造的世界,所留给我们的知识,我们就可以活得更好
[00:07:56.660 --> 00:08:21.660]  这个就是针燃主要的,叫我们有敬畏上帝,是智慧的开端,认识至聖者就是聪明,作者是谁呢,针燃出现过不同的名称,例如所乐门,所乐门是针燃书主的作者
[00:08:21.660 --> 00:08:48.660]  另外没有说谁的,智慧人,我们相信是从所乐门开始,或者早一点,犹太人的智慧,他们的智慧言语是经过搜集之后,不知道谁说的,已经是大家接受了,就将它保存了
[00:08:48.660 --> 00:09:11.660]  这些是智慧人,也是我们说的犹太人的智慧,第三就是阿基的儿子阿古尔,里面有提到阿古尔所说的不多,30张,另外利姆伊勒王也不多,31张
[00:09:11.660 --> 00:09:31.660]  如果我们从标台来看,我们相信针燃不是一个人所写,也不是一个时间,大概是所乐门前后开始,在民间搜集,搜集了差不多200多年,直到熹西家的时候仍然都在搜集当中
[00:09:31.660 --> 00:09:50.660]  或者到熹西家的时候,可能当中有些是被老归回才完成,因此针燃是一个很长的时间,将犹太人智慧来搜集上来,姓令感动他将编辑成为针燃
[00:09:50.660 --> 00:10:06.660]  针燃书第一章说,大卫的儿子以色列王所乐门的针燃,这个成为书的题目,未必说是所有所乐门所写的,他是奉所乐门的名去搜集
[00:10:06.660 --> 00:10:20.660]  也可能将这个智慧的针燃的智慧集,来呈现给所乐门,以所乐门作为一个纪念,纪念所乐门
[00:10:20.660 --> 00:10:37.660]  现在我们看看针燃的思想,刚才我提过,针燃背后一个很重要的思想是说秩序,所以第一点我们说,针燃就是上帝在社会所设立的秩序
[00:10:37.660 --> 00:11:00.660]  也说上帝用理性创造这个宇宙,理性,Halimon Logos就是智慧,wisdom就是智慧,针燃经常用智慧这个字,将人,是疑人法,很人性化的描述出来,很生动的
[00:11:00.660 --> 00:11:21.660]  针燃这个智慧甚至用一个女性,音性的字,一个女性的智慧,一个女性音性的智慧这个字,你描述,就是上帝在创造高天和苍海时候已经存在
[00:11:21.660 --> 00:11:38.660]  我们看经文就看到了,在第八章那里,上帝在开始创造的时候,去定宇宙的秩序的时候,上帝的智慧就在这里,那是什么意思呢,一点都不难了解
[00:11:38.660 --> 00:11:59.660]  因为上帝不是立断去做这个宇宙,不是任意随便拿东西,是经过好精心设计,而上帝这个智慧这么精心设计,他就造成了整个宇宙,所以整个宇宙,他一定是有一个秩序的
[00:11:59.660 --> 00:12:19.660]  上帝的秩序,我们是有迹可循,而上帝又将这种认识秩序的那种能力赐给人,所以这个宇宙是充满了各种奇妙的东西,而人是可以认识,是可以理解
[00:12:19.660 --> 00:12:40.660]  人是从上帝而来,有这种理解智慧的能力,当我们有了这种能力,我们观看这个宇宙,我们就看到上帝的伟大,我们看到原来所有东西是会循序漸进,所有东西是有根有据的
[00:12:40.660 --> 00:13:01.660]  不会乱来的,不是任意妄为的,而这个观念就落在家庭上面,家庭有家庭的秩序,好像在中国人所说,君君臣臣,父父子子,兄友弟公,父慈子孝,是完全有一个秩序的
[00:13:01.660 --> 00:13:21.660]  这些秩序就构成了一个伦理的系统,在科学里面也一样,有些东西我们觉得怎么那么奇怪呢,原来一个秩序,为什么三文鱼要回流上去呢,那么辛苦,亦留意上,原来这是一个生产秩序
[00:13:21.660 --> 00:13:39.660]  为什么要这样做呢,就是要这样游上的时候,在上面产论,这样论才是最健壮,三文鱼或者在大自然里面,都是有一个秩序
[00:13:39.660 --> 00:13:59.660]  我们不要用我们自己的方法去破坏这个秩序,有一次有一个人,他见到一只鹅,那些非鹅,他还没成为非鹅之前,他就在鹅的蝉茧,就是茧里面
[00:13:59.660 --> 00:14:21.660]  那些人就见到那个茧裂开一点,里面的虫已经变成了一个鹅,他要捐出来,他捐出来那个洞很小,他一路挣扎,一路捐,很辛苦,捐来捐去捐不到,很辛苦,一路挣扎要从那个蛹捐出来
[00:14:21.660 --> 00:14:39.660]  他就说,太痛苦了,他说上帝为什么要做一个蛹,里面那个蛾,这么辛苦出不来,他说我帮帮他,减少他的痛苦,于是他就拿把剪刀,就把蛹剪大一点的洞
[00:14:39.660 --> 00:15:05.660]  里面那个蛾就不用经过这么多挣扎,很容易就跑出来,他很开心,他说我在这个宇宙里面帮了下一个蛾,叫他能够离开这个这么痛苦的挣扎,就出来,谁知道出来没多久,那个蛾或者蝴蝶之类,出来没多久就死了
[00:15:05.660 --> 00:15:21.660]  他不明白,后来他问生物学家,生物学家说你真是蠢,他要挣扎,他一定要在那个蛹里面挣扎,当他挣扎出来的时候,那他看上去那些液体才能充满他的翅膀
[00:15:21.660 --> 00:15:45.660]  他出来才有能力飞出去,他不经挣扎,他这样爬出来,他的翅膀是无力的,他不能够在这个空间飞,所以他就会死亡,我们人生有时候见到好像一些东西很不合理,或者很痛苦,我们就教上帝,你不要这么做,我们教上帝做,最好这么做,他都这么做
[00:15:45.660 --> 00:16:05.660]  其实上帝在创造的时候,是有一个理性的秩序,上帝有一个根据,上帝叫万事成为美好,所以那个秩序在针缘里面是很宝贵的,就是让我们认识到整个宇宙里面是有上帝掌管
[00:16:05.660 --> 00:16:22.660]  这种世界观就是当我们认识宇宙越多,看人生越多的时候,我们就越明白到,今天这个世界上各样不同的东西,它都是会构成一幅很美丽的图画
[00:16:22.660 --> 00:16:50.660]  我们明白到这个智慧的背后有上帝的慈爱,因为上帝在这个宇宙里面,是有一个忠诚的美好,我说这个信经说过就是,上帝创造了宇宙,这些是会发展的,发展到将来是会成为一个美好
[00:16:50.660 --> 00:17:15.660]  上帝凭着他的救赎力量带领我们,今天人犯罪之后,这个世界已经离开了上帝给我们的那种美好,所以上帝要教导我们,遵从他话语,然后我们在这个世界里面彼此相爱,为他人,不是只为自己,来彼此建立,这个就是背后的秩序
[00:17:15.660 --> 00:17:39.660]  第二个就是道,刚才说的智慧,在《真言书》里面提到,智慧就是道,而这个智慧除了Logos这个理性这个道之外,智慧也是生命的道
[00:17:39.660 --> 00:18:01.660]  智慧是我们生命的道,这个道,生命的道,在《真言书》里面表达一个智慧的生活,道在《真言书》里面出现了75次,里面有各种的训绘,今天我们没办法说完
[00:18:01.660 --> 00:18:25.660]  第一到第九章有30次,这个1至9章的道主要是指一条路,我们沿着这条路向前走,就去到终点,它包含人生的道路,人生的表现,就是说我们按照上帝所给我们的方向
[00:18:25.660 --> 00:18:40.660]  上帝所给我们的智慧,我们去抉择,我们所表现的就是一个好的生活方式,所以前面的生活词主要是指人生,生命的道
[00:18:40.660 --> 00:19:05.660]  之后就是指那个道是有善人的道,有聪明人的道,有愚患人的道,是相对的,就是聪明人所走就是生命的道,愚患人所走就是一个死亡的路
[00:19:05.660 --> 00:19:23.660]  而这个路最主要是什么呢,就是与上帝相交,就是我们在这个宇宙上面,我们能够从现在一直走到将来,就是我们走上帝的路与上帝相交,上帝一直带领我们
[00:19:23.660 --> 00:19:45.660]  我们在这个路上走,曾言没有提过,就是说我们必定是一帆风顺,所有好人发达,二人就是最好,曾言没有这样保证,刚才我说过,曾言不是说你做什么将来就会发达,投资一定顺利
[00:19:45.660 --> 00:20:11.660]  不是,曾言就是我们应该这样做,得不得到都应该这样做,因为曾言肯定了二人应言,应该不是因为我有什么,我将来发达,或者我一定长命百岁,子孙满堂,于是我就这样做,曾言不是
[00:20:11.660 --> 00:20:34.660]  因为这个是智慧的道,走上帝的路,所以我应该这样做,因此曾言他是指出,二人是可能受苦的,恶人是可能兴旺的,这个很残酷的,在很多信仰宗教的人是不想见的
[00:20:34.660 --> 00:21:02.660]  很多人去信仰宗教,去求神拜佛,都是想一路平安,很多人回教会,都是想子女兴旺,大家发财,曾言说不是,曾言就是二人是会受苦,恶人可能会兴旺,不过呢,曾言所重视的,就是二人受苦,恶人兴旺
[00:21:02.660 --> 00:21:27.660]  并不表示上帝不重视他的秩序,相反,自从阿登汾罪之后,这个世界原来的秩序受到很大的破坏,现在是一个修复的过程,这个修复过程,上帝容许过渡时期的一个失序的情况,disorder
[00:21:27.660 --> 00:21:51.660]  上帝容许在修复期里面出现了一些不应该有的事情,就是二人受苦了,这个二人受苦,在上帝看来是有意义的,他的意义不是说苦难是好,而是他叫二人能够去忍耐,去相信,而给恶人有机会回头
[00:21:51.660 --> 00:22:09.660]  因此曾言是用一个积极的方法,积极的态度,来回应这种所谓失序disorder的情况,曾言最喜欢用什么呢,是用强如这两个字,强如修辞来表达,例如,十五章十五节,
[00:22:09.660 --> 00:22:33.660]  困苦人的日子尽是艰难,心中怅快的好象常享疯言,困苦人的日子虽然艰难,不过心中怅快就好像享受疯言,外面吃得很差,很穷,但是心里很平安,
[00:22:33.660 --> 00:23:00.660]  中国人说,我们要克服这个环境,不一定需要环境改变,安步当居,晚吃当肉,安步当居就是,我有健康,走得好,已经就好像坐车一样好,晚吃,就是说我夜里吃,肚子饿的吃,虽然是菜,但是也很好吃,
[00:23:00.660 --> 00:23:24.660]  虽然没有什么丰富的东西,但是那一顿我们很快乐,心里很满足,曾言有同样的东西,曾言有同样的东西就是,虽然日子是艰难,但是当你知道,我们与主同行,我们在这个世界上已经得到上帝的救赎,
[00:23:24.660 --> 00:23:45.660]  这个世界是一个暂时要过去的世界,我们能够在这里安稳,心中平安,无争斗,无埋怨,零食开眉竹,莫吃愁眉饭,开心心的,清淡的生活,一样很丰富,
[00:23:45.660 --> 00:24:00.660]  十六节,十五章十六节,财物虽小,而敬畏业和,说,胜过财物丰富,却烦恼不安,吃素菜而彼此相爱,胜过吃肥牛彼此憎恨,
[00:24:00.660 --> 00:24:21.660]  十五章都是说到,环境虽然在人看来不算很如意,但是我们心境得了神的恩典,我们心里面一样是很快乐,类似的东西,曾言有很多的,这个很多我们将来,
[00:24:21.660 --> 00:24:44.660]  很多同工都会和大家说,曾言他展现了一个在上帝与主同行的新的世界观,他获取了从上帝而来的那种智慧,那种满足,忠诚,谦卑安静,以至他是从世上物质的层面提升到属灵的层面,
[00:24:44.660 --> 00:25:02.660]  以至在他心灵里面,他能够面对很多的困难,这种就是犹太人那种的智慧,第三在曾言里面,很多时候说父母的愤悔,
[00:25:02.660 --> 00:25:24.660]  在这里我们不详细说了,因为实在是太多,由一章,二章,三章,四章,五章,六章,七章,一路下去,你都会发现,是用父母对子女说,我儿,秦秦善友,
[00:25:24.660 --> 00:25:46.660]  语重心长,又或者用孩子们,七章,八章,这种从父母心底里面出来的教导,周围二女的,真的要敬听,很留心,父母的愤悔,
[00:25:46.660 --> 00:26:05.660]  和二女的叛逆,很多时候成为一个相对的,曾言里面提到父母要很有耐心来教导二女,但有时候,当二女不听,
[00:26:05.660 --> 00:26:21.660]  而面对生死决策,很重要的东西,曾言里面提到父母可能要用很激烈的方法,甚至要责打二女,在这里我们不是说父母任意伤害二女要打她,
[00:26:21.660 --> 00:26:43.660]  那个责打就是生死存亡,如果不提出很严重的,任意她犯错,甚至引来死亡的话,父母就要负责任,所以在曾言里面你会看到父母对二女的爱心很大,
[00:26:43.660 --> 00:27:00.660]  还有曾言和当时的文学不同,在当时中东一带,教导二女全部都是父亲,父亲父亲,男人的形象,但曾言除了父亲之外,还有母亲的教导,
[00:27:00.660 --> 00:27:14.660]  母亲作为一个施教者,在古代里面是很笑,因为古代女人是没有地位的,但曾言不是,曾言是尊重父亲,尊重母亲,尊重男人的教导,
[00:27:14.660 --> 00:27:31.660]  也有从父女而来的角度,特别是妈妈而来的角度去教导二女,所以如果你看曾言看到父母的教导,你会发现是很精彩的,另外曾言就,
[00:27:31.660 --> 00:27:52.660]  刚才我们说过一个以人法的智慧,所罗门不是用一种冷静的方式描述这个智慧,而是用生动的以人法将智慧换出来,刚才说过的智慧是一个女性音性的智慧,一个人格出来,
[00:27:52.660 --> 00:28:12.660]  这个智慧是一路要呼求人要听,很生动的,你会看到这个曾言,比如在第一章里面,20节,一章20节,智慧在街上呼喊,欢呼着发声,在二楼街头喊叫,在城门口发出言语等等,
[00:28:12.660 --> 00:28:28.660]  这个是以人法,第八章是更加,以人法更加深刻,刚才我们都提过,今天我想用一个例子,在历史上去看曾言,原来影响很大,
[00:28:28.660 --> 00:28:50.660]  我想之后就会说到曾言有关夫妇之道,朋友之道,生活善恶问题,骄傲,谦卑,贪财等等,不过我发现曾言对于自觉之道,管理国家,
[00:28:50.660 --> 00:29:10.660]  曾言作为自觉的智慧,这个在当时来说不多,因为甚至我们有时候看《刺经》,他们都很重视君王,君王等同智慧,
[00:29:10.660 --> 00:29:30.660]  甚至在中国里面,皇帝就是天子,高高在上,但曾言不是,曾言给我们一个很重要的就是,世上最有地位的人,他的地位是来自上帝,
[00:29:30.660 --> 00:29:46.660]  自觉者是来自上帝,这一点,犹太人所留下来给我们,是很值得我们今天思想,今天很多人都说政治,一种政治就是说绝对化,
[00:29:46.660 --> 00:30:02.660]  你不同意我的,没有朋友做,有政治理想,理想一定追着他做,好像法国大革命的时候,我最近看法国大革命的历史,重新看的时候,当时法国大革命,
[00:30:02.660 --> 00:30:28.660]  有一帮人,他们经常讨论,所谓沙龙就是当时的一帮人,不同政见的人大家讨论,但一去到革命的时候,是没有道德,没有对错,只有革命的逻辑,革命的逻辑就是,你同意我这个革命的路线,我们一起走,不同意一定要将你去除,
[00:30:28.660 --> 00:30:52.660]  无理极,不说对错的,只说革命的逻辑,因为政治很多时候是绝对化的,但是,他作为自觉者的智慧,他提到最高掌权的是上帝,地上对对错错的东西,都是相对的,
[00:30:52.660 --> 00:31:12.660]  针燕是自觉者的智慧,有几次的针燕是影响很大,特别是信奉上帝,敬畏上帝的人,针燕这几句话,一直在心中里面,成为他们自觉的根据,
[00:31:12.660 --> 00:31:33.660]  在十四章三十四节,他是公义使邦国高举,最恶视人民的羞辱,国家之所以被高举,不是因为你的皇帝有什么本事,不是因为你有什么势力,
[00:31:33.660 --> 00:31:49.660]  是因为什么呢,是因为你按照上帝的公义来治理国家,所以公义才是使邦国高举,这个公义就是来自上帝,
[00:31:49.660 --> 00:32:08.660]  最恶是人民的羞辱,如果你行恶,人民在一个最恶国家里面,不会有光彩,并且是以这个国家为恥辱,
[00:32:08.660 --> 00:32:26.660]  一个国家可以富强,人民可以尚是一心需要的,是一个伟大的国家,不是单单一个强大的国家,伟大的国家,就是有上帝给他的慈爱公义,
[00:32:26.660 --> 00:32:46.660]  伟大的国家不是用经济军事衡量,是用公义和道德衡量,就是为政者爱护人民,人民彼此相爱,彼此尊重,没有人用他的私心,没有人只是为了自己,
[00:32:46.660 --> 00:33:01.660]  在第八章十五节,他说帝王席我坐国位,君王席我定公平,帝王席我坐国位,君王席我定公平,
[00:33:01.660 --> 00:33:25.660]  这个正正就是当时犹太人和中东一般的国家的不同,因为在古代的国家,帝王的权力是绝对的,但是在旧约里面,帝王不是绝对的,帝王是席着上帝才可以坐在这里,
[00:33:25.660 --> 00:33:43.660]  君王是要席着上帝才可以定公平,即是说国位是来自上帝,制度是来自上帝,哪个真正的主宰呢?不是君王,是上帝给人的智慧,
[00:33:43.660 --> 00:34:01.660]  所以一个人认识上帝,在上面能够谦卑,他就能够体察民情,如果他放下了绝对的权力的权柄,他就知道怎样真正去施行他的权力,
[00:34:01.660 --> 00:34:22.660]  二十一章一到三节很多人都说,《真面》里面一提到君王,他就提到,王的心在叶缭华手中好像龙溪的水,随意流转,人所行的在自己眼中刀汉为证,
[00:34:22.660 --> 00:34:42.660]  唯有叶缭华衡量人心,行人意公平,比现世更蒙叶缭华越纳。这几句说话,二十一章一到三节,第一句说王的心在叶缭华手中好像龙溪的水,随意流转,
[00:34:42.660 --> 00:34:59.660]  什么叫龙溪呢,龙溪指灌溉,灌溉的水,有些是用车的车水或者水渠,或者灌溉,龙溪就用那些水稻或者车水机去控制水的流量,
[00:34:59.660 --> 00:35:22.660]  洗到刚刚好,不会浸了田,也不会干死,因此控制水的流量就成为了耕种的一个最重要的背后力量,要达到最佳的种植效果,背后的设计,背后的奖项就很重要,
[00:35:22.660 --> 00:35:43.660]  现在国家要认识到背后的奖项是谁呢,就是上帝,上帝赤镬君王,君王是上帝的工具,为人民施行福利,如果君王忘记了上帝,这个君王只看到自己利益,
[00:35:43.660 --> 00:36:12.660]  如果君王认识自己上帝的工具,他就会谦卑下来聆听人民的说话,二十章二十八节,王因仁慈和诚实保存的国位,也因仁慈立稳,这节和刚才所说,行仁义公平比宪制更蒙夜华越辣,
[00:36:12.660 --> 00:36:36.660]  宪制表面功夫,真正行仁义公平,这节仁慈诚实才可以保存国位,最后我用一个故事作为结束,我是说一个普鲁士的国王,威廉一世,这个很出名的,
[00:36:36.660 --> 00:36:59.660]  因为他是统一德国普鲁士的国王,这个国王在1866年被推举为北德意志的联邦主席,他又参加过和拿破仑交手,
[00:36:59.660 --> 00:37:20.660]  后来他又统一德国,可以说在普鲁士后来统一了国诸侯上德国最有贡献的一个皇帝,这个皇帝很有权柄,并且他是一个很得人尊重的人,
[00:37:20.660 --> 00:37:42.660]  这个皇帝在他做皇帝的时候,他是很关心教会,他对于宗教也很关心,文说就是这样,这个是传言,他一定回教会,他听到,
[00:37:42.660 --> 00:38:01.660]  有一个牧师讲道,路德会,他听到的时候觉得他讲得很好,谁知道后来牧师就一直讲,讲不停,讲得很长,后来他就厌烦,厌烦到想,
[00:38:01.660 --> 00:38:17.660]  连牧师前面讲的好东西都不记得了,他原来之后心想,如果牧师讲得太长的时候,人家厌烦就连好东西都没了,于是他留了条例,这个例子就是,
[00:38:17.660 --> 00:38:33.660]  如果牧师讲到超过一个小时就要罚钱,原来你这么霸道,是为了听众好处,这个是传言回来的,不过当时所有牧师都是国家给钱的,怎么罚钱可能扣薪水,
[00:38:33.660 --> 00:38:59.660]  我要说的都不是这一点,我只是说,其实他很执着,对于一些圣经的说话,他的皇宫很漂亮很大,在他的睡房看出去一片平原,谁知道在平原边缘就有一个磨坊,
[00:38:59.660 --> 00:39:23.660]  把视线挡住了,于是他就派手下去那个磨坊,和那个磨坊主交涉,说我用重价买了你整个磨坊,磨坊,那些穀物的磨坊,谁知道那个房东是不行,
[00:39:23.660 --> 00:39:47.660]  因为是祖先留下来的,他说我不可以卖的,这个威廉就以为他嫌钱少,于是加倍给他,结果他都不肯卖,于是他就有皇帝的脾气出来,他很生气,你不卖嘛,他说整个国家都是我,
[00:39:47.660 --> 00:40:11.660]  你的磨坊都是我,于是他下令,拆了它,于是整个磨坊就夷为平地,这个磨坊主就去法庭告皇帝,当时其实法庭凭什么去告皇帝呢,
[00:40:11.660 --> 00:40:37.660]  正正是一个基督教国家,他们认为皇帝所做的事是不能超越圣经所教导的东西,那几个法官就提出来,旧约里面有下令的记载,他说现在按照法例,你皇帝不可以任意这样做,你必须要将磨坊恢复原谅,要赔偿损失,
[00:40:37.660 --> 00:40:59.660]  威廉最初听到是很生气的,后来他一直想,他侦然一直说,一个治国者他的权并不是他自己,是来自上帝,当时好像一道亮光一样,刚才说他很重视教会的东西,
[00:40:59.660 --> 00:41:28.660]  他突然知道这是上帝对他的说话,他很快就说,好,我承认我错,他就说,他是我头脑发热做错了事,幸好有这么好的法官,有圣经的教导,于是他就执行判决,起了磨坊,赔偿给他,
[00:41:28.660 --> 00:41:49.660]  那几十年之后,威廉和磨坊的房东都死了,磨坊的儿子经营磨坊当时很困难,经济不好,他就提议将磨坊卖给威廉的儿子威廉二世,
[00:41:49.660 --> 00:42:07.660]  他的意思就是,上次你爸爸打官司输了,现在我卖给你,以后你就不会好像有一件事在心里不开心,并且你的皇宫看出来又可以有很好的风景,
[00:42:07.660 --> 00:42:26.660]  谁知道威廉二世就写了一封信给他,就说,他说这个磨坊是我们德意志,就是德国司法独立和裁判公正的纪念,他说也是你家族的光荣,他说你不能卖,
[00:42:26.660 --> 00:42:46.660]  他说这件事要证明我们德国不是无法无天,我们是有公义公平立国,他说你要将磨坊传下去,向我知道你的经济困难,我给你六千马克里,继续,
[00:42:46.660 --> 00:43:07.660]  这个磨坊就一直传到今天,就成为很多法律学生游客去观光,我说这个例子,当时威廉当他这么伟大的皇帝,他认为他拥有一切,后来他发现到不是他拥有一切,
[00:43:07.660 --> 00:43:20.660]  是上帝,所以一个自觉者能够从这个角度从地上提升到天上的时候,他发现了其实他是上帝手里面的工具,他要遵循上帝的心意,
[00:43:20.660 --> 00:43:38.660]  在今天里面我们都盼望着,在这个世界里面有和平,盼望着我们所有人认识到真正掌管宇宙,就是上帝的手,上帝的理性,
[00:43:38.660 --> 00:43:54.660]  这些都是我们一时的成败,不能否定上帝永恒的管理,永恒的掌管,然后祝福我们,我们今天就是为国家祈祷,为香港祈祷,为中国祈祷,
[00:43:54.660 --> 00:44:11.660]  祝福我们在上帝手里面,愿意让我们能够心中平安,我们继续建立,让姐妹们的友情继续服侍我们的主,从尊缘里面我们去领受更多的智慧,阿门。
[00:44:11.660 --> 00:44:13.660]  谢谢大家。
[00:44:13.660 --> 00:44:15.660]  谢谢大家。
[00:44:15.660 --> 00:44:17.660]  谢谢大家。
[00:44:17.660 --> 00:44:19.660]  谢谢大家。
[00:44:19.660 --> 00:44:21.660]  谢谢大家。
[00:44:21.660 --> 00:44:23.660]  谢谢大家。
[00:44:23.660 --> 00:44:25.660]  谢谢大家。
[00:44:25.660 --> 00:44:27.660]  谢谢大家。
[00:44:27.660 --> 00:44:29.660]  谢谢大家。

