
[00:00:00.000 --> 00:00:03.000]  請節目北宣家在這段日子
[00:02:44.000 --> 00:02:47.000]  接著耶穌就會同一個說法
[00:02:47.000 --> 00:02:48.000]  可視我告訴你們
[00:02:48.000 --> 00:02:49.000]  就是挑戰他
[00:02:49.000 --> 00:02:51.000]  不是這樣的
[00:02:51.000 --> 00:02:52.000]  接著又說
[00:02:52.000 --> 00:02:54.000]  古人是有這樣的說法
[00:02:54.000 --> 00:02:56.000]  可視我告訴你們
[00:02:56.000 --> 00:02:57.000]  一年數了六次
[00:02:57.000 --> 00:02:58.000]  你們有空數嗎?
[00:02:58.000 --> 00:03:00.000]  六次都挑戰律法
[00:03:00.000 --> 00:03:01.000]  剛剛才說完要
[00:03:01.000 --> 00:03:03.000]  尊重要守律法
[00:03:03.000 --> 00:03:04.000]  守到最仔細
[00:03:04.000 --> 00:03:06.000]  然後他就挑戰
[00:03:06.000 --> 00:03:07.000]  這個律法
[00:03:07.000 --> 00:03:09.000]  是不是要這樣守呢?
[00:03:09.000 --> 00:03:10.000]  所以他自己呢
[00:03:10.000 --> 00:03:11.000]  剛剛說完
[00:03:11.000 --> 00:03:13.000]  就說了不同的話
[00:03:13.000 --> 00:03:14.000]  還有啊
[00:03:14.000 --> 00:03:17.000]  我們如果看《馬太福音》的時候
[00:03:17.000 --> 00:03:19.000]  耶穌很清楚的
[00:03:19.000 --> 00:03:20.000]  在他自己一直的
[00:03:20.000 --> 00:03:22.000]  侍奉的過程當中
[00:03:22.000 --> 00:03:25.000]  他多次是有意的違反律法
[00:03:25.000 --> 00:03:27.000]  安息日就典型了
[00:03:27.000 --> 00:03:28.000]  幾次安息日
[00:03:28.000 --> 00:03:29.000]  猶太人的律法
[00:03:29.000 --> 00:03:30.000]  說明不可以做事的
[00:03:30.000 --> 00:03:32.000]  他就醫好膚手的人
[00:03:32.000 --> 00:03:33.000]  他就摘墨水
[00:03:33.000 --> 00:03:34.000]  他就去吃東西
[00:03:34.000 --> 00:03:35.000]  OK
[00:03:35.000 --> 00:03:36.000]  還有呢
[00:03:36.000 --> 00:03:37.000]  律法說得很清楚
[00:03:37.000 --> 00:03:39.000]  很潔淨的禮儀的時候
[00:03:39.000 --> 00:03:41.000]  耶穌的門徒沒有洗手
[00:03:41.000 --> 00:03:42.000]  就吃東西了
[00:03:42.000 --> 00:03:44.000]  耶穌是破壞律法的
[00:03:44.000 --> 00:03:45.000]  行動上
[00:03:45.000 --> 00:03:47.000]  去挑戰律法
[00:03:47.000 --> 00:03:49.000]  甚至是不跟從律法
[00:03:49.000 --> 00:03:51.000]  他自己都沒有這樣做
[00:03:51.000 --> 00:03:52.000]  還有一些呢
[00:03:52.000 --> 00:03:53.000]  就更敏感一點
[00:03:53.000 --> 00:03:55.000]  不過一定要跟大家說的
[00:03:55.000 --> 00:03:58.000]  耶穌教我們怎麼做
[00:03:58.000 --> 00:04:00.000]  有些他自己都沒有做
[00:04:00.000 --> 00:04:04.000]  譬如是什麼呢?
[00:04:04.000 --> 00:04:05.000]  剛才我們讀到那裡
[00:04:05.000 --> 00:04:06.000]  第22節那裡說
[00:04:06.000 --> 00:04:09.000]  你不要罵人是拉加摩利
[00:04:09.000 --> 00:04:10.000]  是不是?
[00:04:10.000 --> 00:04:12.000]  拉加呢
[00:04:12.000 --> 00:04:13.000]  就是有一點
[00:04:13.000 --> 00:04:14.000]  拉卡
[00:04:14.000 --> 00:04:15.000]  有一點像
[00:04:15.000 --> 00:04:17.000]  今天我們中文所說的
[00:04:17.000 --> 00:04:18.000]  白癡
[00:04:18.000 --> 00:04:19.000]  你不要說人是白癡
[00:04:19.000 --> 00:04:21.000]  摩利呢
[00:04:21.000 --> 00:04:22.000]  摩利
[00:04:22.000 --> 00:04:23.000]  摩利這個字呢
[00:04:23.000 --> 00:04:24.000]  其實就是
[00:04:24.000 --> 00:04:26.000]  說人蠢的意思
[00:04:26.000 --> 00:04:27.000]  愚蠢
[00:04:27.000 --> 00:04:28.000]  是不是?
[00:04:28.000 --> 00:04:30.000]  如果再嚴重一點的
[00:04:30.000 --> 00:04:32.000]  比較不一定是粗俗
[00:04:32.000 --> 00:04:34.000]  就是激烈一點的
[00:04:34.000 --> 00:04:35.000]  說你蠢蛋
[00:04:35.000 --> 00:04:36.000]  是不是?
[00:04:36.000 --> 00:04:38.000]  死蠢
[00:04:38.000 --> 00:04:39.000]  那麼
[00:04:39.000 --> 00:04:41.000]  但是這些都不是一定是髒話
[00:04:41.000 --> 00:04:43.000]  我們都會說的
[00:04:43.000 --> 00:04:44.000]  OK
[00:04:44.000 --> 00:04:46.000]  現在問題就是
[00:04:46.000 --> 00:04:48.000]  如果你看下去
[00:04:48.000 --> 00:04:49.000]  你心水清
[00:04:49.000 --> 00:04:50.000]  你研究聖經
[00:04:50.000 --> 00:04:52.000]  馬太福音
[00:04:52.000 --> 00:04:54.000]  說到後來的地方
[00:04:54.000 --> 00:04:55.000]  23節
[00:04:55.000 --> 00:04:57.000]  23章17節
[00:04:57.000 --> 00:04:58.000]  你不用揭了
[00:04:58.000 --> 00:04:59.000]  我告訴你
[00:04:59.000 --> 00:05:01.000]  那時候耶穌去斥責法利賽人的時候
[00:05:01.000 --> 00:05:03.000]  說他們
[00:05:03.000 --> 00:05:05.000]  你們要起誓
[00:05:05.000 --> 00:05:07.000]  要向著上帝起誓
[00:05:07.000 --> 00:05:09.000]  為什麼你要向著
[00:05:09.000 --> 00:05:11.000]  一個聖所
[00:05:11.000 --> 00:05:12.000]  就是說
[00:05:12.000 --> 00:05:13.000]  去聖殿起誓
[00:05:13.000 --> 00:05:14.000]  還有蠢到
[00:05:14.000 --> 00:05:16.000]  是要向聖殿的金色起誓
[00:05:16.000 --> 00:05:17.000]  你說是不是很蠢?
[00:05:17.000 --> 00:05:18.000]  於是耶穌說
[00:05:18.000 --> 00:05:21.000]  你們黑眼的摩利
[00:05:21.000 --> 00:05:23.000]  耶穌用摩利這個字
[00:05:23.000 --> 00:05:25.000]  不過中文聖經的翻譯者
[00:05:25.000 --> 00:05:27.000]  很有厚度
[00:05:27.000 --> 00:05:28.000]  他就不好意思翻譯成摩利
[00:05:28.000 --> 00:05:30.000]  他就愚昧人
[00:05:30.000 --> 00:05:32.000]  避開這個問題
[00:05:32.000 --> 00:05:34.000]  但是耶穌都用摩利
[00:05:34.000 --> 00:05:35.000]  難道耶穌
[00:05:35.000 --> 00:05:37.000]  說人摩利
[00:05:37.000 --> 00:05:39.000]  要落地獄的火
[00:05:39.000 --> 00:05:41.000]  很嚴重的
[00:05:41.000 --> 00:05:42.000]  還有大家可能以前
[00:05:42.000 --> 00:05:44.000]  在崇拜都和大家提過
[00:05:44.000 --> 00:05:45.000]  這一段聖經
[00:05:45.000 --> 00:05:46.000]  接著他舉的例子裡面
[00:05:46.000 --> 00:05:47.000]  其中有一個很熟悉的
[00:05:47.000 --> 00:05:48.000]  大家知道的
[00:05:48.000 --> 00:05:49.000]  耶穌說有人打你右邊
[00:05:49.000 --> 00:05:51.000]  你應該左邊都被他打
[00:05:51.000 --> 00:05:52.000]  是不是?
[00:05:52.000 --> 00:05:54.000]  記得這句話
[00:05:54.000 --> 00:05:56.000]  耶穌教我們這樣
[00:05:56.000 --> 00:05:59.000]  約翰福音
[00:05:59.000 --> 00:06:02.000]  18章那裡
[00:06:02.000 --> 00:06:05.000]  記載到耶穌被審的時候
[00:06:05.000 --> 00:06:08.000]  大祭司去問他的問題
[00:06:08.000 --> 00:06:10.000]  說究竟你是怎樣的?
[00:06:10.000 --> 00:06:11.000]  你是誰?
[00:06:11.000 --> 00:06:12.000]  耶穌說我所說的話
[00:06:12.000 --> 00:06:13.000]  我都說了
[00:06:13.000 --> 00:06:14.000]  人人都知道
[00:06:14.000 --> 00:06:15.000]  你不用再問我
[00:06:15.000 --> 00:06:16.000]  於是聖經就記載
[00:06:16.000 --> 00:06:17.000]  大祭司的僕廷
[00:06:17.000 --> 00:06:19.000]  就一巴掌打過去
[00:06:19.000 --> 00:06:20.000]  大祭司問你們
[00:06:20.000 --> 00:06:23.000]  這樣回答?
[00:06:23.000 --> 00:06:25.000]  耶穌在那時候
[00:06:25.000 --> 00:06:26.000]  有沒有說
[00:06:26.000 --> 00:06:28.000]  喂! 這邊還沒打
[00:06:28.000 --> 00:06:30.000]  沒有啊
[00:06:30.000 --> 00:06:31.000]  耶穌的反應是怎樣?
[00:06:31.000 --> 00:06:33.000]  耶穌說為什麼你要打我?
[00:06:33.000 --> 00:06:36.000]  如果我說是有理由的
[00:06:36.000 --> 00:06:37.000]  你沒理由要打我
[00:06:37.000 --> 00:06:39.000]  如果我說錯的話
[00:06:39.000 --> 00:06:40.000]  你可以打我
[00:06:40.000 --> 00:06:43.000]  耶穌都沒有跟足他自己所教導的
[00:06:43.000 --> 00:06:45.000]  你說是不是很難呢?
[00:06:45.000 --> 00:06:47.000]  於是整個核心的問題
[00:06:47.000 --> 00:06:48.000]  這三個字
[00:06:48.000 --> 00:06:49.000]  我們就要問
[00:06:49.000 --> 00:06:50.000]  究竟耶穌所說的
[00:06:50.000 --> 00:06:54.000]  成全律法是什麼意思?
[00:06:54.000 --> 00:06:55.000]  成全
[00:06:55.000 --> 00:06:56.000]  pleroal
[00:06:56.000 --> 00:06:57.000]  pleroal這個字
[00:06:57.000 --> 00:06:59.000]  成全這個字
[00:06:59.000 --> 00:07:01.000]  我相信耶穌在這裡說
[00:07:01.000 --> 00:07:04.000]  你知不知道律法是為了什麼?
[00:07:04.000 --> 00:07:06.000]  當日神為什麼要將律法
[00:07:06.000 --> 00:07:08.000]  給以色列人在抗耶路亞人裡面
[00:07:08.000 --> 00:07:10.000]  此下十誡
[00:07:10.000 --> 00:07:11.000]  是因為以色列人說
[00:07:11.000 --> 00:07:12.000]  我都不知道怎樣生活
[00:07:12.000 --> 00:07:14.000]  我都不知道怎樣敬畏耶和華
[00:07:14.000 --> 00:07:15.000]  神說好啊好啊
[00:07:15.000 --> 00:07:16.000]  你不知道
[00:07:16.000 --> 00:07:17.000]  我就告訴你
[00:07:17.000 --> 00:07:19.000]  我希望你是怎樣生活
[00:07:19.000 --> 00:07:20.000]  我的標準是怎樣
[00:07:20.000 --> 00:07:21.000]  我對你的要求是怎樣
[00:07:21.000 --> 00:07:22.000]  於是這個就是十誡
[00:07:22.000 --> 00:07:24.000]  所以那個十誡最重要的
[00:07:24.000 --> 00:07:27.000]  不是那個條文的內容
[00:07:27.000 --> 00:07:29.000]  和那些字眼
[00:07:29.000 --> 00:07:31.000]  最重要的意思就是說
[00:07:31.000 --> 00:07:34.000]  你要知道神要求你怎樣生活
[00:07:34.000 --> 00:07:36.000]  一個人如果能夠被神要求
[00:07:36.000 --> 00:07:37.000]  怎樣生活
[00:07:37.000 --> 00:07:39.000]  按照他的生活的時候
[00:07:39.000 --> 00:07:42.000]  這個就叫做成全律法
[00:07:42.000 --> 00:07:43.000]  所以呢
[00:07:43.000 --> 00:07:45.000]  一個貼近神心意的人
[00:07:45.000 --> 00:07:48.000]  才是真正進行律法的人
[00:07:48.000 --> 00:07:49.000]  大家明白了
[00:07:49.000 --> 00:07:51.000]  文士和法理賽人
[00:07:51.000 --> 00:07:52.000]  這些人呢
[00:07:52.000 --> 00:07:54.000]  他守得很仔細
[00:07:54.000 --> 00:07:55.000]  但是他一直守著
[00:07:55.000 --> 00:07:57.000]  這些律法的條文
[00:07:57.000 --> 00:07:59.000]  但是他心裡是遠離神
[00:07:59.000 --> 00:08:01.000]  這個是沒有守到律法
[00:08:01.000 --> 00:08:03.000]  耶穌說這個是廢掉律法
[00:08:03.000 --> 00:08:05.000]  所以我來是要成全律法
[00:08:05.000 --> 00:08:07.000]  重新教你怎樣去遵守
[00:08:07.000 --> 00:08:09.000]  跟從神的意思
[00:08:09.000 --> 00:08:11.000]  和要求過生活
[00:08:11.000 --> 00:08:13.000]  這個就叫做天國
[00:08:13.000 --> 00:08:14.000]  所以他提了好幾次
[00:08:14.000 --> 00:08:16.000]  天國是最大的
[00:08:16.000 --> 00:08:17.000]  什麼叫天國
[00:08:17.000 --> 00:08:18.000]  我相信在這裡
[00:08:18.000 --> 00:08:20.000]  我都和大家曾經在崇拜講過
[00:08:20.000 --> 00:08:22.000]  在新約聖經裡面
[00:08:22.000 --> 00:08:24.000]  耶穌那個講道裡面的天國
[00:08:24.000 --> 00:08:27.000]  並不是講一個政治的範疇
[00:08:27.000 --> 00:08:32.000]  也不是講一個權力的王國
[00:08:32.000 --> 00:08:35.000]  天國是神的國
[00:08:35.000 --> 00:08:38.000]  就是神的掌管的意思
[00:08:38.000 --> 00:08:40.000]  哪裡有神掌管
[00:08:40.000 --> 00:08:42.000]  哪裡就是天國
[00:08:42.000 --> 00:08:45.000]  所以耶穌說天國在你的心裡面
[00:08:45.000 --> 00:08:46.000]  什麼意思
[00:08:46.000 --> 00:08:47.000]  心裡面也有天國嗎
[00:08:47.000 --> 00:08:48.000]  有啊
[00:08:48.000 --> 00:08:51.000]  如果你的心是願意被神掌管的
[00:08:51.000 --> 00:08:54.000]  你的心就是天國
[00:08:54.000 --> 00:08:56.000]  一群人
[00:08:56.000 --> 00:08:59.000]  那群人的生命是願意被神掌管的
[00:08:59.000 --> 00:09:01.000]  那群人就是天國
[00:09:01.000 --> 00:09:03.000]  所以教會可以是天國
[00:09:03.000 --> 00:09:05.000]  可以不一定是天國
[00:09:05.000 --> 00:09:08.000]  如果教會的人沒有被神掌管的生命
[00:09:08.000 --> 00:09:09.000]  這都不是天國
[00:09:09.000 --> 00:09:11.000]  但教會也可以成為天國
[00:09:11.000 --> 00:09:13.000]  所以天國是這個意思的時候
[00:09:13.000 --> 00:09:17.000]  原來這個律法就是要讓我們進入天國
[00:09:17.000 --> 00:09:19.000]  讓神掌管生命
[00:09:19.000 --> 00:09:21.000]  所以在這一點上
[00:09:21.000 --> 00:09:24.000]  形式可以改變
[00:09:24.000 --> 00:09:26.000]  安息日為了什麼
[00:09:26.000 --> 00:09:30.000]  你記得耶穌在馬可福音和文士發利賽恩
[00:09:30.000 --> 00:09:32.000]  那些人要陷害耶穌
[00:09:32.000 --> 00:09:34.000]  安息日刻意推一個枯手的人
[00:09:34.000 --> 00:09:36.000]  看耶穌是否會醫他
[00:09:36.000 --> 00:09:38.000]  耶穌知道他們的心
[00:09:38.000 --> 00:09:40.000]  是要陷害他
[00:09:40.000 --> 00:09:41.000]  這就很矛盾了
[00:09:41.000 --> 00:09:44.000]  安息日這群人是守著的
[00:09:44.000 --> 00:09:45.000]  不做事
[00:09:45.000 --> 00:09:47.000]  耶穌你也不要做事
[00:09:47.000 --> 00:09:49.000]  不過看這個枯手的人你會不會醫他
[00:09:49.000 --> 00:09:52.000]  那個心是想謀殺耶穌
[00:09:52.000 --> 00:09:57.000]  但是耶穌在安息日裡面怒目看著他們
[00:09:57.000 --> 00:09:59.000]  心裡面憂愁他們的心
[00:09:59.000 --> 00:10:02.000]  然後對他們說安息日可以做什麼可以不做什麼
[00:10:02.000 --> 00:10:03.000]  你要救命還是害命
[00:10:03.000 --> 00:10:06.000]  於是耶穌就醫好那個枯手的人
[00:10:06.000 --> 00:10:08.000]  耶穌是破了安息日的規條
[00:10:08.000 --> 00:10:11.000]  但是耶穌守了安息日的正義
[00:10:11.000 --> 00:10:12.000]  你明白我的意思嗎
[00:10:12.000 --> 00:10:14.000]  那些文士和發利賽恩
[00:10:14.000 --> 00:10:16.000]  他守了安息日的規條
[00:10:16.000 --> 00:10:18.000]  但是他的心是違背了神
[00:10:18.000 --> 00:10:21.000]  是完全廢掉了律法的真義
[00:10:21.000 --> 00:10:24.000]  這個就是那個矛盾性的地方
[00:10:24.000 --> 00:10:27.000]  所以我們看見
[00:10:27.000 --> 00:10:30.000]  神所重視的是什麼
[00:10:30.000 --> 00:10:33.000]  很多時候我們不知不覺都好像發利賽一樣
[00:10:33.000 --> 00:10:36.000]  我們將規矩高於神自己
[00:10:36.000 --> 00:10:38.000]  我們不需要守規矩
[00:10:38.000 --> 00:10:39.000]  待會我會再說
[00:10:39.000 --> 00:10:43.000]  但是這個規矩並不能夠足以證明你是親近神
[00:10:43.000 --> 00:10:49.000]  問題是你的心有沒有貼近神的心意
[00:10:49.000 --> 00:10:53.000]  在這裡我想和大家有一點點的分享
[00:10:53.000 --> 00:10:57.000]  也是和這幾節聖經有關的
[00:10:57.000 --> 00:10:59.000]  這段日子我們心裡都很懷念
[00:10:59.000 --> 00:11:03.000]  我們很敬愛的藤牧師
[00:11:03.000 --> 00:11:04.000]  我今天想用一點點時間
[00:11:04.000 --> 00:11:08.000]  分享我和藤牧師第一次見面
[00:11:08.000 --> 00:11:10.000]  和差不多最後一次見面
[00:11:10.000 --> 00:11:12.000]  這兩次
[00:11:12.000 --> 00:11:13.000]  是有關的
[00:11:13.000 --> 00:11:16.000]  我和藤牧師第一次見面是1971年
[00:11:16.000 --> 00:11:19.000]  那時候我還未夠20歲
[00:11:19.000 --> 00:11:22.000]  最後一次見面是大概一年多前
[00:11:22.000 --> 00:11:24.000]  在真理樓的辦公室
[00:11:24.000 --> 00:11:27.000]  約了藤師母和我太太四個人一起
[00:11:27.000 --> 00:11:29.000]  我特意找藤牧師娘師母
[00:11:29.000 --> 00:11:31.000]  想和她說一些話
[00:11:31.000 --> 00:11:32.000]  這兩次是有意思的
[00:11:32.000 --> 00:11:34.000]  雖然相差了四十多年
[00:11:34.000 --> 00:11:35.000]  1971年的時候
[00:11:35.000 --> 00:11:37.000]  我信主還未夠三年
[00:11:37.000 --> 00:11:38.000]  那時候在讀大學
[00:11:38.000 --> 00:11:40.000]  黃毛小子
[00:11:40.000 --> 00:11:42.000]  但是那時候1971年的時候
[00:11:42.000 --> 00:11:44.000]  我很清楚神呼召我
[00:11:44.000 --> 00:11:46.000]  一生要去中國
[00:11:46.000 --> 00:11:49.000]  福音要獻上自己
[00:11:49.000 --> 00:11:50.000]  那時候1971年
[00:11:50.000 --> 00:11:51.000]  大家知道
[00:11:51.000 --> 00:11:53.000]  大家很怕共產黨
[00:11:53.000 --> 00:11:54.000]  很怕左派
[00:11:54.000 --> 00:11:58.000]  剛剛才土製菠蘿
[00:11:58.000 --> 00:12:00.000]  但是神就呼召我
[00:12:00.000 --> 00:12:01.000]  那我就覺得
[00:12:01.000 --> 00:12:02.000]  好
[00:12:02.000 --> 00:12:03.000]  那時候我信了主
[00:12:03.000 --> 00:12:04.000]  還未夠兩年
[00:12:04.000 --> 00:12:05.000]  在一間教會
[00:12:05.000 --> 00:12:06.000]  不是北宣
[00:12:06.000 --> 00:12:07.000]  在另外一間教會
[00:12:07.000 --> 00:12:08.000]  在九龍
[00:12:08.000 --> 00:12:10.000]  一間大的教會
[00:12:10.000 --> 00:12:11.000]  那時候我覺得
[00:12:11.000 --> 00:12:13.000]  只是我去傳不成
[00:12:13.000 --> 00:12:14.000]  我還要很多弟兄姊妹
[00:12:14.000 --> 00:12:15.000]  中國是很大的科研工場
[00:12:15.000 --> 00:12:16.000]  於是我就找一些
[00:12:16.000 --> 00:12:18.000]  教會裏面的年輕弟兄姊妹
[00:12:18.000 --> 00:12:19.000]  遊說他們
[00:12:19.000 --> 00:12:20.000]  我們一起為中國祈禱
[00:12:20.000 --> 00:12:21.000]  於是在外面
[00:12:21.000 --> 00:12:23.000]  我們大學的團契女園弟兄姊妹
[00:12:23.000 --> 00:12:24.000]  又找他們一起
[00:12:24.000 --> 00:12:25.000]  於是在教會裏面
[00:12:25.000 --> 00:12:27.000]  在一間團契房裏面
[00:12:27.000 --> 00:12:28.000]  每個禮拜祈禱
[00:12:28.000 --> 00:12:29.000]  那時候我們為中國祈禱
[00:12:29.000 --> 00:12:30.000]  沒有資料
[00:12:30.000 --> 00:12:31.000]  什麼都不懂
[00:12:31.000 --> 00:12:32.000]  不像現在這麼多東西
[00:12:32.000 --> 00:12:34.000]  所以只有一些資料
[00:12:34.000 --> 00:12:36.000]  在左派的書局裏面
[00:12:36.000 --> 00:12:37.000]  買人民日報
[00:12:37.000 --> 00:12:38.000]  光明日報
[00:12:38.000 --> 00:12:39.000]  紅旗雜誌
[00:12:39.000 --> 00:12:40.000]  紅旗畫報
[00:12:40.000 --> 00:12:41.000]  這些很左的東西
[00:12:41.000 --> 00:12:42.000]  看內容
[00:12:42.000 --> 00:12:44.000]  對著樣子來祈禱
[00:12:44.000 --> 00:12:45.000]  這些就是中國人
[00:12:45.000 --> 00:12:46.000]  我們為他祈禱
[00:12:46.000 --> 00:12:47.000]  我們每個禮拜這樣祈禱
[00:12:47.000 --> 00:12:49.000]  後來就偶爾
[00:12:49.000 --> 00:12:51.000]  被某一個團契的導師看到
[00:12:51.000 --> 00:12:53.000]  他就告訴傳道人
[00:12:53.000 --> 00:12:55.000]  那傳道人就抓了我去審
[00:12:55.000 --> 00:12:58.000]  他說你們祈什麼
[00:12:58.000 --> 00:12:59.000]  祈禱會
[00:12:59.000 --> 00:13:00.000]  我們為中國祈禱
[00:13:00.000 --> 00:13:02.000]  不過我見到你們看什麼紅旗雜誌
[00:13:02.000 --> 00:13:04.000]  什麼人民日報
[00:13:04.000 --> 00:13:05.000]  光明日報
[00:13:05.000 --> 00:13:06.000]  那些資料
[00:13:06.000 --> 00:13:08.000]  我們才知道中國在做什麼
[00:13:08.000 --> 00:13:11.000]  他說我們不想共產黨滲透進教會
[00:13:11.000 --> 00:13:14.000]  你們不可以在這裏開祈禱會
[00:13:14.000 --> 00:13:15.000]  哇
[00:13:15.000 --> 00:13:17.000]  一盤冷水潑下來
[00:13:17.000 --> 00:13:18.000]  打沉不完
[00:13:18.000 --> 00:13:19.000]  一腔熱血
[00:13:19.000 --> 00:13:21.000]  為中國禱告
[00:13:21.000 --> 00:13:22.000]  那時候怎麼辦呢
[00:13:22.000 --> 00:13:25.000]  人家連祈禱的地方都不給我們
[00:13:25.000 --> 00:13:27.000]  那時候在祈禱會裏面
[00:13:27.000 --> 00:13:28.000]  有一位姊妹
[00:13:28.000 --> 00:13:31.000]  就是當時的女朋友
[00:13:31.000 --> 00:13:34.000]  後來我已經過世的太太雅玲
[00:13:34.000 --> 00:13:37.000]  很多北宣的頂姐妹都認識她
[00:13:37.000 --> 00:13:39.000]  那時候她就來了北宣
[00:13:39.000 --> 00:13:42.000]  她說不如我試一下問北角宣道會行不行
[00:13:42.000 --> 00:13:45.000]  於是那時候我就走過來香港
[00:13:45.000 --> 00:13:48.000]  第一次去雲華大廈
[00:13:48.000 --> 00:13:51.000]  敲藤牧師辦公室的玻璃門
[00:13:51.000 --> 00:13:53.000]  我最記得
[00:13:53.000 --> 00:13:54.000]  就去敲他門
[00:13:54.000 --> 00:13:55.000]  第一次見到藤牧師
[00:13:55.000 --> 00:13:56.000]  藤牧師開門
[00:13:56.000 --> 00:13:57.000]  他當然不認識我
[00:13:57.000 --> 00:14:00.000]  那我就說藤牧師
