
[00:00:00.000 --> 00:00:10.000]  大家好 今天跟大家說這個題目叫再翻零星的高峰
[00:04:15.000 --> 00:04:18.520]  這個大家看聖經都很熟悉的
[00:04:18.520 --> 00:04:21.720]  到最後安靜如水
[00:04:21.720 --> 00:04:25.480]  以利亞就說好 到我了
[00:04:25.480 --> 00:04:29.240]  以利亞說如果有真神降火
[00:04:29.240 --> 00:04:34.840]  我不僅燒掉祭物 還用水淋濕
[00:04:34.840 --> 00:04:40.520]  祭壇旁邊的水溝滿了
[00:04:40.520 --> 00:04:43.800]  上帝真的降火下來 燒了
[00:04:43.800 --> 00:04:48.120]  民眾這個時候看到上帝的大能
[00:04:48.120 --> 00:04:51.080]  他們悔改 耶和衛神
[00:04:51.080 --> 00:04:55.480]  在這樣的情況下 巴力的神
[00:04:55.480 --> 00:05:01.640]  在耶和衛神的面前顯出真假
[00:05:01.640 --> 00:05:06.120]  以利亞就抓了先知 再和眾民說
[00:05:06.120 --> 00:05:10.200]  如果是假的先知 不要讓他走
[00:05:10.200 --> 00:05:12.280]  於是眾民當時很生氣
[00:05:12.280 --> 00:05:15.480]  抓了假先知 殺了他們
[00:05:15.480 --> 00:05:21.640]  之後要解決的問題就是漢宗的問題
[00:05:21.640 --> 00:05:27.400]  以利亞就和阿哈說 你留下等我的消息
[00:05:27.400 --> 00:05:30.680]  於是以利亞就去求雨
[00:05:30.680 --> 00:05:34.440]  求了很久 以利亞就問那伯人
[00:05:34.440 --> 00:05:40.040]  海上有沒有一些異樣的東西
[00:05:40.040 --> 00:05:42.040]  三次都沒有
[00:05:42.040 --> 00:05:43.800]  直到第三次那伯人說
[00:05:43.800 --> 00:05:47.000]  在海裡面有少少的雲上來
[00:05:47.000 --> 00:05:49.480]  以利亞知道上帝動功
[00:05:49.480 --> 00:05:52.520]  這個雲就是未來大雨的先兆
[00:05:52.520 --> 00:05:55.400]  於是他就和阿哈說
[00:05:55.400 --> 00:05:58.440]  你快點回皇宮 因為大雨就來
[00:05:58.440 --> 00:06:04.440]  以利亞當時很開心
[00:06:04.440 --> 00:06:07.400]  就和阿哈一起下山
[00:06:07.400 --> 00:06:09.960]  他自己走在前面
[00:06:09.960 --> 00:06:12.040]  帶著阿哈下去
[00:06:12.040 --> 00:06:13.960]  帶著德性的人
[00:06:13.960 --> 00:06:18.280]  整個德性的模樣趕回皇宮
[00:06:18.280 --> 00:06:20.840]  果然大雨來了
[00:06:20.840 --> 00:06:22.760]  我們看看這件事
[00:06:22.760 --> 00:06:26.600]  整個過程裡面是很轟烈的
[00:06:26.600 --> 00:06:30.840]  四百個先知全部被誅殺
[00:06:30.840 --> 00:06:33.560]  全民悔改 威向堯
[00:06:33.560 --> 00:06:36.840]  上帝 以利亞在這裡
[00:06:36.840 --> 00:06:42.360]  又求雨恢復神給他們的應許
[00:06:42.360 --> 00:06:45.960]  賜雨給以色列
[00:06:45.960 --> 00:06:48.200]  解決乾旱
[00:06:48.200 --> 00:06:51.080]  是一個很偉大的事情
[00:06:51.080 --> 00:06:53.640]  以利亞是一個很拼命的人
[00:06:53.640 --> 00:06:56.200]  為主消盡
[00:06:56.200 --> 00:06:58.040]  那麼多的神跡
[00:06:58.040 --> 00:06:59.720]  那麼大的事情
[00:06:59.720 --> 00:07:01.880]  以利亞的理性和他說
[00:07:01.880 --> 00:07:03.400]  這次你行了
[00:07:03.400 --> 00:07:04.520]  阿哈一定改變
[00:07:04.520 --> 00:07:06.280]  就算很惶惶的人
[00:07:06.280 --> 00:07:07.880]  冥頑不靈的人
[00:07:07.880 --> 00:07:11.880]  他都會轉向上帝
[00:07:11.880 --> 00:07:16.360]  所以以利亞就為阿哈套車
[00:07:16.360 --> 00:07:18.440]  然後在前面走去皇宮
[00:07:18.440 --> 00:07:21.480]  預備一個全新的大計
[00:07:21.480 --> 00:07:25.160]  因為以色列有個大福氣
[00:07:25.160 --> 00:07:28.200]  誰知道整個事情
[00:07:28.200 --> 00:07:32.440]  和他所預計的完全不一樣
[00:07:32.440 --> 00:07:35.080]  當他回到路的時候
[00:07:35.080 --> 00:07:37.880]  阿哈這個人
[00:07:37.880 --> 00:07:41.480]  他怎麼去總結這件事呢
[00:07:41.480 --> 00:07:43.960]  聖經就這麼記載
[00:07:43.960 --> 00:07:48.120]  阿哈將以利亞一切所行的
[00:07:48.120 --> 00:07:50.760]  和他用刀殺眾先知的事
[00:07:50.760 --> 00:07:53.640]  都告訴耶穌別
[00:07:53.640 --> 00:07:56.040]  耶穌別就找人騙以利亞
[00:07:56.040 --> 00:07:56.920]  他說明天這個時候
[00:07:56.920 --> 00:07:58.120]  如果我不殺你
[00:07:58.120 --> 00:07:59.880]  神命墳我
[00:07:59.880 --> 00:08:06.440]  特別是和字是一個可圈可點
[00:08:06.440 --> 00:08:10.120]  其實阿哈將以利亞一切所行的
[00:08:10.120 --> 00:08:12.920]  告訴耶穌別已經夠了
[00:08:12.920 --> 00:08:15.240]  但是又加了和
[00:08:15.240 --> 00:08:21.640]  就是說阿哈並不確定
[00:08:21.640 --> 00:08:26.280]  並不認同以利亞所做
[00:08:26.280 --> 00:08:29.160]  雖然上帝降火下來
[00:08:29.160 --> 00:08:30.600]  燒了那些祭物
[00:08:30.600 --> 00:08:32.760]  是知道誰是真神
[00:08:32.760 --> 00:08:34.680]  阿哈不認同
[00:08:34.680 --> 00:08:42.360]  和就是強調以利亞殺了他和耶穌別的先知
[00:08:42.360 --> 00:08:47.080]  和他用刀加鹽加醋
[00:08:47.080 --> 00:08:49.880]  所以他並沒有和耶穌別說
[00:08:49.880 --> 00:08:51.640]  我們要悔改了
[00:08:51.640 --> 00:08:53.880]  我們敬拜的神是假的
[00:08:53.880 --> 00:08:55.800]  而和是真的
[00:08:55.800 --> 00:08:57.080]  他並沒有這麼做
[00:08:57.080 --> 00:08:58.760]  反而還加鹽加醋
[00:08:58.760 --> 00:09:01.560]  以利亞殺了我們的先知
[00:09:01.560 --> 00:09:03.880]  所以阿哈這個人很壞
[00:09:03.880 --> 00:09:06.440]  很差的
[00:09:06.440 --> 00:09:08.520]  在這件事情裡面
[00:09:08.520 --> 00:09:11.560]  也都是在上帝計劃裡面
[00:09:11.560 --> 00:09:14.360]  阿哈這個人一定要受審判
[00:09:14.360 --> 00:09:16.520]  於是耶穌別就下令
[00:09:16.520 --> 00:09:19.560]  就說明天我要你死
[00:09:19.560 --> 00:09:22.360]  然後我們就要看以利亞
[00:09:22.360 --> 00:09:25.160]  當時就在耶穌的平原等阿哈
[00:09:25.160 --> 00:09:26.760]  因為他送了他回皇宮
[00:09:26.760 --> 00:09:28.120]  就想著好消息來
[00:09:28.120 --> 00:09:29.320]  封他做宰相
[00:09:29.320 --> 00:09:32.040]  找他改革國家
[00:09:32.040 --> 00:09:33.640]  大復興
[00:09:33.640 --> 00:09:35.320]  誰知道傳來消息
[00:09:35.320 --> 00:09:37.480]  就是耶穌別明天要殺你
[00:09:37.480 --> 00:09:39.800]  很大衝擊
[00:09:39.800 --> 00:09:42.360]  和他所想的完全不一樣
[00:09:42.360 --> 00:09:47.080]  所以這段經文就這麼說
[00:09:47.080 --> 00:09:50.760]  以利亞看見光景就起來逃命
[00:09:50.760 --> 00:09:52.120]  就到了猶大別士巴
[00:09:52.120 --> 00:09:53.800]  將僕人留在那裡
[00:09:53.800 --> 00:09:58.840]  這段經文其實不是這麼解釋的
[00:09:58.840 --> 00:10:03.080]  這段經文有些被我們誤會了
[00:10:03.080 --> 00:10:07.240]  以利亞當時的情況
[00:10:07.240 --> 00:10:10.760]  逃命這個字其實不是逃命
[00:10:10.760 --> 00:10:16.040]  害怕也不是害怕
[00:10:16.040 --> 00:10:18.280]  是什麼意思呢
[00:10:18.280 --> 00:10:22.120]  以利亞這個人是一個大人大用的人
[00:10:22.120 --> 00:10:23.320]  他知道之後
[00:10:23.320 --> 00:10:26.600]  他看見光景就起來逃命
[00:10:26.600 --> 00:10:32.040]  不過逃命其實不是逃命
[00:10:32.040 --> 00:10:34.600]  他就逃到別士巴
[00:10:34.600 --> 00:10:36.040]  別士巴的南邊
[00:10:36.040 --> 00:10:39.160]  已經離開了耶穌別的勢力範圍
[00:10:39.160 --> 00:10:40.200]  他將人留在那裡
[00:10:40.200 --> 00:10:40.760]  就安全了
[00:10:40.760 --> 00:10:41.960]  其實他已經安全了
[00:10:41.960 --> 00:10:44.360]  因為他已經逃到別士巴
[00:10:44.360 --> 00:10:49.240]  耶穌別已經再沒有能力去追捕他
[00:10:49.240 --> 00:10:51.000]  害怕這個字
[00:10:51.000 --> 00:10:53.480]  原文在馬索拉的抄本
[00:10:53.480 --> 00:10:55.160]  其實不是害怕
[00:10:55.160 --> 00:10:56.680]  是沮喪
[00:10:56.680 --> 00:11:02.440]  以利亞當時是很沮喪
[00:11:02.440 --> 00:11:05.400]  他未必害怕
[00:11:05.400 --> 00:11:09.720]  逃命這個字是指他離開
[00:11:09.720 --> 00:11:15.720]  逃命不是為了自己離開
[00:11:15.720 --> 00:11:16.920]  不是要撥名走
[00:11:16.920 --> 00:11:17.880]  為什麼呢
[00:11:17.880 --> 00:11:19.160]  我們看下來就知道
[00:11:19.160 --> 00:11:20.520]  他很沮喪
[00:11:20.520 --> 00:11:21.400]  他很沮喪之後
[00:11:21.400 --> 00:11:22.920]  為什麼事情會這麼發生
[00:11:22.920 --> 00:11:24.040]  我做了這麼多事情
[00:11:24.040 --> 00:11:27.400]  為什麼不是按照正常來說
[00:11:27.400 --> 00:11:29.400]  悔改大復興
[00:11:29.400 --> 00:11:31.080]  全民歸向上帝
[00:11:31.080 --> 00:11:33.080]  反而還要撥名
[00:11:33.080 --> 00:11:35.000]  所以他很生氣
[00:11:35.000 --> 00:11:36.520]  他覺得這樣做下去
[00:11:36.520 --> 00:11:37.480]  沒意思了
[00:11:37.480 --> 00:11:38.920]  沒意思就是離場
[00:11:38.920 --> 00:11:40.680]  走了
[00:11:40.680 --> 00:11:43.720]  而害怕就是肉身的死
[00:11:43.720 --> 00:11:45.800]  其實他不是很害怕
[00:11:45.800 --> 00:11:46.520]  為什麼不害怕
[00:11:46.520 --> 00:11:47.880]  因為你看下來
[00:11:47.880 --> 00:11:48.840]  他睡大覺
[00:11:48.840 --> 00:11:50.600]  他根本不理你
[00:11:50.600 --> 00:11:51.320]  他沮喪
[00:11:51.320 --> 00:11:52.840]  他心死
[00:11:52.840 --> 00:11:55.400]  他覺得沒意思玩下去
[00:11:55.400 --> 00:11:57.000]  他不再理以色列的事
[00:11:57.000 --> 00:11:59.640]  他說上帝你怎麼這樣
[00:11:59.640 --> 00:12:01.400]  我做了這麼多事情
[00:12:01.400 --> 00:12:02.680]  殺了先知
[00:12:02.680 --> 00:12:04.520]  叫全民悔改
[00:12:04.520 --> 00:12:06.280]  為什麼到了這樣
[00:12:06.280 --> 00:12:07.320]  有這樣的事情發生
[00:12:07.320 --> 00:12:09.480]  他覺得他有些埋怨
[00:12:09.480 --> 00:12:11.320]  他說上帝你不做一步
[00:12:11.320 --> 00:12:13.160]  夜洗別算什麼
[00:12:13.160 --> 00:12:15.080]  一隻手指戳死他
[00:12:15.080 --> 00:12:19.320]  你還讓他作威作福
[00:12:19.320 --> 00:12:22.120]  所以他是一種心死
[00:12:22.120 --> 00:12:24.680]  他覺得逃命就是
[00:12:24.680 --> 00:12:26.760]  他不再回頭
[00:12:26.760 --> 00:12:28.840]  不再走回頭命
[00:12:28.840 --> 00:12:30.840]  不是說怕死要走
[00:12:30.840 --> 00:12:31.960]  我不再回來
[00:12:31.960 --> 00:12:33.160]  我走了
[00:12:33.160 --> 00:12:35.560]  所以逃命有離場的意思
[00:12:35.560 --> 00:12:37.960]  離場
[00:12:37.960 --> 00:12:39.480]  所以他不一定是怕
[00:12:39.480 --> 00:12:41.160]  因為他要保存生命
[00:12:41.160 --> 00:12:43.480]  向上頭數
[00:12:43.480 --> 00:12:46.600]  他的逃命不是狂奔亂跑
[00:12:46.600 --> 00:12:48.200]  不是怕到處走
[00:12:48.200 --> 00:12:49.080]  不是
[00:12:49.080 --> 00:12:50.280]  他離開
[00:12:50.280 --> 00:12:53.640]  不玩了
[00:12:53.640 --> 00:12:54.760]  由耶穌列
[00:12:54.760 --> 00:12:59.560]  就是他從耶穌列走到南面
[00:12:59.560 --> 00:13:00.760]  就是別士巴
[00:13:00.760 --> 00:13:01.800]  是一百多公里
[00:13:01.800 --> 00:13:03.400]  在那裡安全了
[00:13:03.400 --> 00:13:05.320]  擺了一堆步人
[00:13:05.320 --> 00:13:07.480]  大概四五天
[00:13:07.480 --> 00:13:09.960]  然後他再向南面走
[00:13:09.960 --> 00:13:11.240]  正正就是逃命了
[00:13:11.240 --> 00:13:13.320]  就是說我不再玩了
[00:13:13.320 --> 00:13:14.520]  我離開
[00:13:14.520 --> 00:13:16.600]  我走了
[00:13:16.600 --> 00:13:18.520]  然後抗議了一天
[00:13:18.520 --> 00:13:20.200]  抗議不是沙漠
[00:13:20.200 --> 00:13:22.040]  是一個荒野
[00:13:22.040 --> 00:13:23.400]  很少人去
[00:13:23.400 --> 00:13:24.440]  在那裡羅騰樹
[00:13:24.440 --> 00:13:25.400]  羅騰樹很多
[00:13:25.400 --> 00:13:27.560]  在那裡很普遍
[00:13:27.560 --> 00:13:30.840]  他在羅騰樹里求死
[00:13:30.840 --> 00:13:32.680]  求死就埋怨上帝
[00:13:32.680 --> 00:13:35.560]  上帝你做事做了半
[00:13:35.560 --> 00:13:38.280]  以至知道他是一種晦氣
[00:13:38.280 --> 00:13:41.720]  所以他一種灰心喪意
[00:13:41.720 --> 00:13:43.240]  不知道有沒有
[00:13:43.240 --> 00:13:44.760]  有時候我們侍奉
[00:13:44.760 --> 00:13:46.200]  或者見到世界一些東西
[00:13:46.200 --> 00:13:47.000]  我們很灰心
[00:13:47.000 --> 00:13:48.040]  上帝要離場
[00:13:48.040 --> 00:13:49.480]  上帝不理
[00:13:49.480 --> 00:13:50.360]  有時候
[00:13:50.360 --> 00:13:51.720]  不知道你有沒有這樣
[00:13:51.720 --> 00:13:54.840]  有時候我見到教會一些年輕人
[00:13:54.840 --> 00:13:56.360]  很失望對教會
[00:13:56.360 --> 00:13:57.560]  這些東西不改變
[00:13:57.560 --> 00:13:59.080]  很失望不做
[00:13:59.080 --> 00:14:00.120]  以利亞有一些
[00:14:00.120 --> 00:14:01.800]  為教會大發熱心
[00:14:01.800 --> 00:14:04.200]  不改的一些東西
[00:14:04.200 --> 00:14:05.320]  以利亞知道
[00:14:05.320 --> 00:14:08.360]  所以他一種晦氣
[00:14:08.360 --> 00:14:09.240]  那他怎麼說
[00:14:09.240 --> 00:14:10.120]  他說算了
[00:14:10.120 --> 00:14:11.320]  你拿我命
[00:14:11.320 --> 00:14:12.520]  我不夠列祖那麼厲害
[00:14:12.520 --> 00:14:14.680]  你看列祖是誰
[00:14:14.680 --> 00:14:16.680]  就是摩西
[00:14:16.680 --> 00:14:18.360]  他說夠了的字
[00:14:18.360 --> 00:14:19.000]  就是enough
[00:14:19.000 --> 00:14:19.880]  enough is enough
[00:14:19.880 --> 00:14:20.520]  夠了夠了
[00:14:20.520 --> 00:14:21.160]  哎呀
[00:14:21.160 --> 00:14:21.800]  不玩了
[00:14:21.800 --> 00:14:25.880]  既然你是這樣
[00:14:25.880 --> 00:14:27.080]  我也不想做你僕人了
[00:14:27.080 --> 00:14:29.240]  他主要是呼叫不能逆轉
[00:14:29.240 --> 00:14:30.120]  就拿我命
[00:14:30.120 --> 00:14:32.040]  就是說我不玩了
[00:14:32.040 --> 00:14:34.360]  如果你們一定要我繼續做下去
[00:14:34.360 --> 00:14:36.200]  你拿我命
[00:14:36.200 --> 00:14:38.440]  就是發脾氣
[00:14:38.440 --> 00:14:40.120]  去到這樣的地步
[00:14:40.120 --> 00:14:42.600]  僕人其實是說摩西
[00:14:42.600 --> 00:14:43.480]  摩西厲害
[00:14:43.480 --> 00:14:44.520]  行神跡
[00:14:44.520 --> 00:14:46.120]  又過紅海
[00:14:46.120 --> 00:14:48.680]  在埃及十災
[00:14:48.680 --> 00:14:49.960]  我沒他那麼厲害
[00:14:49.960 --> 00:14:51.240]  你不要要求我
[00:14:51.240 --> 00:14:52.760]  有沒有試過這樣
[00:14:52.760 --> 00:14:55.080]  他厲害
[00:14:55.080 --> 00:14:57.400]  以前摩西厲害
[00:14:57.400 --> 00:14:58.200]  我不行
[00:14:58.200 --> 00:14:59.560]  你找他吧
[00:14:59.560 --> 00:15:01.160]  發脾氣
[00:15:01.160 --> 00:15:03.160]  有沒有人在上帝面前發脾氣
[00:15:03.160 --> 00:15:06.840]  有時侍奉很沮喪
[00:15:06.840 --> 00:15:07.880]  你來吧
[00:15:07.880 --> 00:15:14.280]  所以他在這裡覺得上帝是不可理喻
[00:15:14.280 --> 00:15:17.800]  剛才聖經說他害怕
[00:15:17.800 --> 00:15:19.400]  其實他一點都不害怕
[00:15:19.400 --> 00:15:21.960]  害怕的人會不會睡大覺
[00:15:21.960 --> 00:15:24.280]  如果害怕人就拿你命
[00:15:24.280 --> 00:15:26.280]  你睡都睡不著
[00:15:26.280 --> 00:15:28.280]  害怕夜洗別
[00:15:28.280 --> 00:15:30.120]  他根本不害怕夜洗別
[00:15:30.120 --> 00:15:31.560]  他知道很安全
[00:15:31.560 --> 00:15:34.520]  他根本和上帝有對抗
[00:15:34.520 --> 00:15:35.480]  神啊你那麼厲害
[00:15:35.480 --> 00:15:36.280]  你找人
[00:15:36.280 --> 00:15:37.640]  我不管了
[00:15:37.640 --> 00:15:38.600]  你還能怎麼樣
[00:15:38.600 --> 00:15:39.240]  睡覺
[00:15:39.240 --> 00:15:41.640]  所以羅騰說大分特分
[00:15:41.640 --> 00:15:43.400]  一方面很累
[00:15:43.400 --> 00:15:45.720]  另一方面他不理
[00:15:45.720 --> 00:15:49.480]  睡得很安心
[00:15:49.480 --> 00:15:52.760]  上帝對一個這樣的人
[00:15:52.760 --> 00:15:53.800]  上帝真的很好
[00:15:53.800 --> 00:15:55.720]  我看經文覺得上帝真的很好
[00:15:55.720 --> 00:15:58.200]  上帝怎麼好呢
[00:15:58.200 --> 00:16:01.000]  他找個天使拍下他
[00:16:01.000 --> 00:16:02.600]  就和他說
[00:16:02.600 --> 00:16:07.080]  起來我做了燒餅給你吃
[00:16:07.080 --> 00:16:07.960]  有水
[00:16:07.960 --> 00:16:08.920]  燒餅
[00:16:08.920 --> 00:16:09.880]  什麼叫燒餅
[00:16:09.880 --> 00:16:11.800]  有沒有吃過牛肉焗包
[00:16:11.800 --> 00:16:13.000]  放在焗爐里
[00:16:13.000 --> 00:16:13.960]  烤到脆脆的
[00:16:13.960 --> 00:16:15.640]  哇好好吃
[00:16:15.640 --> 00:16:18.200]  你不用再加什麼
[00:16:18.200 --> 00:16:24.360]  或者是燒了石頭烤它
[00:16:24.360 --> 00:16:25.400]  給他吃
[00:16:25.400 --> 00:16:29.880]  他吃完再睡
[00:16:29.880 --> 00:16:30.840]  我告訴你
[00:16:30.840 --> 00:16:32.840]  上帝讓他睡
[00:16:32.840 --> 00:16:34.200]  上帝沒有說他
[00:16:34.200 --> 00:16:34.920]  你那麼懶
[00:16:34.920 --> 00:16:36.120]  起來試鏡
[00:16:36.120 --> 00:16:37.640]  你怎麼做外部人
[00:16:37.640 --> 00:16:39.000]  上帝沒有
[00:16:39.000 --> 00:16:40.760]  上帝讓他睡覺
[00:16:40.760 --> 00:16:42.040]  上帝多好
[00:16:42.040 --> 00:16:43.320]  就睡覺
[00:16:43.320 --> 00:16:44.600]  睡夠了
[00:16:44.600 --> 00:16:46.520]  我知道你很難過
[00:16:46.520 --> 00:16:48.440]  我知道你氣氛很不順
[00:16:48.440 --> 00:16:49.720]  就睡覺
[00:16:49.720 --> 00:16:50.760]  上帝多好
[00:16:50.760 --> 00:16:52.040]  做燒餅給你吃
[00:16:52.040 --> 00:16:53.320]  早餐晚餐
[00:16:53.320 --> 00:16:55.480]  天使安慰你
[00:16:55.480 --> 00:16:57.640]  以後就睡覺
[00:16:57.640 --> 00:17:01.000]  繼續睡覺
[00:17:01.000 --> 00:17:03.000]  其實一方面可能疲倦
[00:17:03.000 --> 00:17:04.840]  最重要的是什麼呢
[00:17:04.840 --> 00:17:07.480]  他心情很差
[00:17:07.480 --> 00:17:09.400]  所以有時
[00:17:09.400 --> 00:17:11.400]  你們心情差
[00:17:11.400 --> 00:17:13.240]  回家睡覺
[00:17:13.240 --> 00:17:15.400]  不要說那麼多
[00:17:15.400 --> 00:17:17.080]  不要以為安慰你
[00:17:17.080 --> 00:17:18.040]  不用安慰
[00:17:18.040 --> 00:17:20.680]  你才會睡覺
[00:17:20.680 --> 00:17:21.800]  就是這樣
[00:17:21.800 --> 00:17:22.920]  上帝知道
[00:17:22.920 --> 00:17:25.080]  時俸里遇到很困難
[00:17:25.080 --> 00:17:26.840]  事情改變不了
[00:17:26.840 --> 00:17:28.840]  上帝讓他
[00:17:28.840 --> 00:17:30.360]  給你發脾氣
[00:17:30.360 --> 00:17:33.720]  然後第二次又來了
[00:17:33.720 --> 00:17:36.040]  吃吧
[00:17:36.040 --> 00:17:37.400]  睡夠了嗎
[00:17:37.400 --> 00:17:40.200]  上帝多好
[00:17:40.200 --> 00:17:42.520]  沒有叫醒他
[00:17:42.520 --> 00:17:43.400]  跟他說
[00:17:43.400 --> 00:17:45.240]  要備給你吃
[00:17:45.240 --> 00:17:47.960]  你走的路很遠
[00:17:47.960 --> 00:17:49.000]  走的路很遠
[00:17:49.000 --> 00:17:51.000]  不是說真的很遠
[00:17:51.000 --> 00:17:53.800]  路途很遠
[00:17:53.800 --> 00:17:55.000]  其實不是很遠
[00:17:55.000 --> 00:17:56.520]  因為由那裡
[00:17:56.520 --> 00:17:59.720]  後來走到河裡山
[00:17:59.720 --> 00:18:02.280]  大概三百公里左右
[00:18:02.280 --> 00:18:03.800]  大概十天
[00:18:03.800 --> 00:18:05.560]  很遠就夠了
[00:18:05.560 --> 00:18:08.120]  還有幾百里路
[00:18:08.120 --> 00:18:11.320]  夠你走的了
[00:18:11.320 --> 00:18:13.480]  所以當走的路
[00:18:13.480 --> 00:18:17.400]  不是真的走的路
[00:18:17.400 --> 00:18:18.600]  是侍奉的路
[00:18:18.600 --> 00:18:22.600]  他說還有很多事要你做
[00:18:22.600 --> 00:18:23.880]  神是這樣
[00:18:23.880 --> 00:18:24.760]  你休息
[00:18:24.760 --> 00:18:25.800]  你吃東西
[00:18:25.800 --> 00:18:27.080]  他說還有很多事要你做
[00:18:27.080 --> 00:18:27.640]  不要緊
[00:18:27.640 --> 00:18:28.760]  你繼續睡
[00:18:28.760 --> 00:18:30.600]  吃飽再睡
[00:18:30.600 --> 00:18:33.480]  所以如果我們這麼翻譯
[00:18:33.480 --> 00:18:34.680]  神怎麼和他說呢
[00:18:34.680 --> 00:18:36.520]  他說以你吃東西
[00:18:36.520 --> 00:18:37.880]  補充體力
[00:18:37.880 --> 00:18:39.320]  你侍奉的路
[00:18:39.320 --> 00:18:40.840]  實在夠你受了
[00:18:40.840 --> 00:18:42.360]  安慰他
[00:18:42.360 --> 00:18:45.160]  當走的路
[00:18:45.160 --> 00:18:47.960]  神知道你的侍奉
[00:18:47.960 --> 00:18:50.200]  是夠你受
[00:18:50.200 --> 00:18:51.800]  是令你很難過
