
[00:00:00.000 --> 00:00:03.000]  我們的題目國語就是
[00:05:48.000 --> 00:05:55.000]  她可以預稱是全世界唯一一間公司你無論要什麼都可以和你找到的
[00:05:55.000 --> 00:05:57.000]  就是你吧
[00:05:57.000 --> 00:06:00.000]  無論要什麼她都可以和你找到
[00:06:00.000 --> 00:06:03.000]  她擁有這間公司
[00:06:03.000 --> 00:06:06.000]  那英國人當然就恨到牙癢癢
[00:06:06.000 --> 00:06:08.000]  但是自己又不爭氣
[00:06:08.000 --> 00:06:09.000]  自己又沒錢
[00:06:09.000 --> 00:06:10.000]  什麼東西都買完了
[00:06:10.000 --> 00:06:15.000]  那連這間都買完了
[00:06:15.000 --> 00:06:19.000]  她擁有法國最出名的那個麗池酒店
[00:06:19.000 --> 00:06:24.000]  和全世界數不盡的物業
[00:06:24.000 --> 00:06:31.000]  唯獨她想不要說是擠入歐洲上流社會
[00:06:31.000 --> 00:06:36.000]  就算是想申請成為英國公民
[00:06:36.000 --> 00:06:39.000]  一生都不成一生都被拒絕
[00:06:39.000 --> 00:06:43.000]  這個是她一生的陷阱
[00:06:43.000 --> 00:06:46.000]  是因為她自己出身低微
[00:06:46.000 --> 00:06:49.000]  是因為她的學歷低
[00:06:49.000 --> 00:06:54.000]  其實一個財權都可以敵國的一個人
[00:06:54.000 --> 00:07:01.000]  又是出生自一個文化古老文化的大國的國民
[00:07:01.000 --> 00:07:03.000]  為什麼不夠呢
[00:07:03.000 --> 00:07:09.000]  為什麼一定要擠進去那個發媒的英國上流社會呢
[00:07:09.000 --> 00:07:14.000]  知不知道為什麼英國上流社會我叫它發媒的上流社會
[00:07:14.000 --> 00:07:16.000]  我對她的說話都有根據的
[00:07:16.000 --> 00:07:20.000]  是因為她的地毯很多百年都沒有換
[00:07:20.000 --> 00:07:26.000]  那個地毯發出的媒氣就是發媒的意思
[00:07:26.000 --> 00:07:29.000]  我的說話是有事實根據的
[00:07:29.000 --> 00:07:34.000]  那你看到不要說那些酒店
[00:07:34.000 --> 00:07:38.000]  她的酒店比如Servoy是她最著名的酒店
[00:07:38.000 --> 00:07:42.000]  但Servoy的酒店是爛的和有媒味的
[00:07:42.000 --> 00:07:47.000]  那些有錢人的古堡那些地毯都是這樣
[00:07:47.000 --> 00:07:52.000]  所以我說發媒的英國上流社會為什麼一定要擠進去呢
[00:07:52.000 --> 00:07:56.000]  這個是文化的認同感
[00:07:56.000 --> 00:08:03.000]  是因為她自己沒有那個地位
[00:08:03.000 --> 00:08:05.000]  她就一生人而為憾
[00:08:05.000 --> 00:08:08.000]  我們如果覺得這些太遠太遙遠
[00:08:08.000 --> 00:08:12.000]  我們不如說說我們香港好不好
[00:08:12.000 --> 00:08:18.000]  我們香港據說出產了一個國際巨星成龍
[00:08:18.000 --> 00:08:21.000]  做真事就永遠說這句話
[00:08:21.000 --> 00:08:23.000]  因為我讀得太少
[00:08:23.000 --> 00:08:27.000]  永遠用這句話來做一個黨戰派
[00:08:27.000 --> 00:08:28.000]  我讀得太少
[00:08:28.000 --> 00:08:30.000]  說到一個地步被人氣憤
[00:08:30.000 --> 00:08:37.000]  香港一個屬於才子級的人就說不要再說這句話
[00:08:37.000 --> 00:08:40.000]  我的侄子侄女就是因為你說這句話
[00:08:40.000 --> 00:08:42.000]  都說叫她讀書又不讀
[00:08:42.000 --> 00:08:45.000]  你看成龍都是這樣讀不到書都這麼厲害
[00:08:45.000 --> 00:08:49.000]  為什麼叫我們怎麼教小孩呢
[00:08:49.000 --> 00:08:53.000]  其實成龍這句話是一種文化自卑感來的
[00:08:53.000 --> 00:08:58.000]  無論你多有名多有錢多有影響力多有權力
[00:08:58.000 --> 00:09:06.000]  你那個文化自卑感是擺不掉的
[00:09:06.000 --> 00:09:11.000]  我上一次在溫哥華講完道
[00:09:11.000 --> 00:09:14.000]  我去Metro Town買書
[00:09:14.000 --> 00:09:17.000]  經過那條天橋
[00:09:17.000 --> 00:09:19.000]  我見到一個十六七歲的女孩
[00:09:19.000 --> 00:09:24.000]  和六七個男孩在嘻嘻哈哈
[00:09:24.000 --> 00:09:28.000]  在玩在非常目無蹤影
[00:09:28.000 --> 00:09:30.000]  又是很惹途人注目
[00:09:30.000 --> 00:09:34.000]  玩到非常喧鬧
[00:09:34.000 --> 00:09:37.000]  要途人側目
[00:09:37.000 --> 00:09:40.000]  我看著他們我的心突然間同一痛
[00:09:40.000 --> 00:09:42.000]  我不是怪責他們
[00:09:42.000 --> 00:09:44.000]  我是怪責他們的父母
[00:09:44.000 --> 00:09:50.000]  這幫人很多都是父母沒得子女的同意
[00:09:50.000 --> 00:09:55.000]  就將他們粗暴地拔掉他們的起身
[00:09:55.000 --> 00:09:57.000]  uproot了他們
[00:09:57.000 --> 00:10:00.000]  然後就將他們粗暴地插入
[00:10:00.000 --> 00:10:05.000]  一個他自己完全不認識的一個城市溫哥華
[00:10:05.000 --> 00:10:09.000]  每一句話都說為你好
[00:10:09.000 --> 00:10:11.000]  然後沒有任何解釋
[00:10:11.000 --> 00:10:16.000]  就說我要回香港找生活、賺錢
[00:10:16.000 --> 00:10:19.000]  就將他們放在溫哥華
[00:10:19.000 --> 00:10:25.000]  這幫小孩有些是未夠歲數開車的
[00:10:25.000 --> 00:10:28.000]  他們就搭巴士去這些town
[00:10:28.000 --> 00:10:33.000]  這些mall這些商場過日晨
[00:10:33.000 --> 00:10:37.000]  其實就在那些mall
[00:10:37.000 --> 00:10:40.000]  來浪費他們的時間
[00:10:40.000 --> 00:10:45.000]  消耗他們的青春
[00:10:45.000 --> 00:10:50.000]  有很多小孩其實在溫哥華讀不成書
[00:10:50.000 --> 00:10:53.000]  一天一年是這樣過
[00:10:53.000 --> 00:10:57.000]  成績仍然是叫學校頭痛
[00:10:57.000 --> 00:11:03.000]  然後捱過了中學的時間
[00:11:03.000 --> 00:11:07.000]  所以我對當時跟我同行的一個同工我說
[00:11:07.000 --> 00:11:12.000]  我平時是過農曆年是不出門的
[00:11:12.000 --> 00:11:16.000]  這個是我僅僅留給家人
[00:11:16.000 --> 00:11:19.000]  一起過一個大節的時間
[00:11:19.000 --> 00:11:23.000]  我說我明年再明年我的所有的
[00:11:23.000 --> 00:11:27.000]  可以出門講道的時間都填滿了
[00:11:27.000 --> 00:11:29.000]  但是我說這次
[00:11:29.000 --> 00:11:34.000]  我這個農曆新年我都出來
[00:11:34.000 --> 00:11:36.000]  給我安排一個聚會
[00:11:36.000 --> 00:11:40.000]  那些小孩就知道你只要給我五堂的時間
[00:11:40.000 --> 00:11:43.000]  我可以將你對自己的估價
[00:11:43.000 --> 00:11:46.000]  對你前景的判斷是完全改觀過來
[00:11:46.000 --> 00:11:49.000]  我有這個把握
[00:11:49.000 --> 00:11:54.000]  而且我要求他們能夠和當地的那些社團合作
[00:11:54.000 --> 00:11:58.000]  我是盼望能夠服侍到是教會之外的年輕人
[00:11:58.000 --> 00:12:01.000]  而不是教會之內的
[00:12:01.000 --> 00:12:03.000]  所以今年的韓家
[00:12:03.000 --> 00:12:08.000]  今年的農曆新年我都會不在香港
[00:12:08.000 --> 00:12:11.000]  我們很多時候
[00:12:11.000 --> 00:12:16.000]  我們以為我們公書教學
[00:12:16.000 --> 00:12:19.000]  送了他進學校讀書
[00:12:19.000 --> 00:12:21.000]  我盡了我的努力了
[00:12:21.000 --> 00:12:23.000]  我按個月教學費
[00:12:23.000 --> 00:12:26.000]  他說要買什麼我就給他什麼錢
[00:12:26.000 --> 00:12:30.000]  你還要我怎樣
[00:12:30.000 --> 00:12:33.000]  我們不知道的是
[00:12:33.000 --> 00:12:37.000]  我們將他送進了一個最落後的教育制度
[00:12:37.000 --> 00:12:39.000]  香港的學校制度
[00:12:39.000 --> 00:12:45.000]  是一個最落後的制度
[00:12:45.000 --> 00:12:53.000]  用清朝的科舉制度的教育原理
[00:12:53.000 --> 00:12:56.000]  來教導一班滿有創意
[00:12:56.000 --> 00:13:01.000]  滿有想像力的年輕人
[00:13:01.000 --> 00:13:04.000]  去進入一個21世紀
[00:13:04.000 --> 00:13:11.000]  我這一段說話我是引致蔡元雲醫生的
[00:13:11.000 --> 00:13:16.000]  她是香港政府的智囊團之一
[00:13:16.000 --> 00:13:23.000]  也是坐在很多教育和社會服務的那些委員會的裏面
[00:13:23.000 --> 00:13:28.000]  她說她努力做的就是改變香港這個教育制度
[00:13:28.000 --> 00:13:31.000]  昨天我和她吃飯
[00:13:31.000 --> 00:13:35.000]  我們談得很投契
[00:13:35.000 --> 00:13:37.000]  我們這個教育制度
[00:13:37.000 --> 00:13:43.000]  如果判你的兒子或者你的弟弟是不成材的
[00:13:43.000 --> 00:13:46.000]  你千萬不要相信
[00:13:46.000 --> 00:13:49.000]  相反地假如你的兒子或者你的弟弟
[00:13:49.000 --> 00:13:53.000]  是考到四休三糧,不要那麼快興奮
[00:13:53.000 --> 00:13:58.000]  不過說你的兒子是被定到一個地步
[00:13:58.000 --> 00:14:04.000]  他能夠符合到這個落後又不實際的這個教育制度
[00:14:04.000 --> 00:14:08.000]  他未必在人生中能夠有成就的
[00:14:08.000 --> 00:14:11.000]  我記得在加拿大港道
[00:14:11.000 --> 00:14:13.000]  當時有一個我的舊同學
[00:14:13.000 --> 00:14:16.000]  他在中學的時候是很厲害的
[00:14:16.000 --> 00:14:19.000]  他是我們的班長
[00:14:19.000 --> 00:14:22.000]  他托人給我說一個信息
[00:14:22.000 --> 00:14:26.000]  他說告訴楊牧師
[00:14:26.000 --> 00:14:30.000]  他為我現在的侍奉很感謝神
[00:14:30.000 --> 00:14:33.000]  但是又為了自己是很傷心
[00:14:33.000 --> 00:14:37.000]  他覺得他自己是一生一事無成
[00:14:37.000 --> 00:14:40.000]  在等老等死
[00:14:40.000 --> 00:14:45.000]  他是在伊利沙伯中學一個很標青的學生
[00:14:45.000 --> 00:14:50.000]  要用時間去明白你的子女
[00:14:50.000 --> 00:14:53.000]  到底那個長處在哪裡
[00:14:53.000 --> 00:14:56.000]  我常常說在班五那裏
[00:14:56.000 --> 00:14:59.000]  可能有很多天才的學生在那裏
[00:14:59.000 --> 00:15:03.000]  他就是因為看不起你的試卷
[00:15:03.000 --> 00:15:05.000]  出了這樣的stupid question
[00:15:05.000 --> 00:15:07.000]  他就給你一個stupid answer
[00:15:07.000 --> 00:15:09.000]  於是他就不合格
[00:15:09.000 --> 00:15:11.000]  他就被判入班五
[00:15:11.000 --> 00:15:13.000]  讀完艾縣那幾年班五
[00:15:13.000 --> 00:15:19.000]  他還需要出來被人 label(標籤)為一個扭木不可雕也
[00:15:19.000 --> 00:15:25.000]  一生是在那個自卑的折磨下面來度過
[00:15:25.000 --> 00:15:28.000]  我和大家都講過
[00:15:28.000 --> 00:15:31.000]  我素以香港為榮的
[00:15:31.000 --> 00:15:35.000]  但是當我們的董特首
[00:15:35.000 --> 00:15:38.000]  說出我們香港要做一個數碼港
[00:15:38.000 --> 00:15:41.000]  我們要製造我們亞洲的直港文化
[00:15:41.000 --> 00:15:43.000]  我從來沒有試過
[00:15:43.000 --> 00:15:48.000]  這麼覺得做香港人是醜死人的
[00:15:48.000 --> 00:15:51.000]  因為我們那個當家
[00:15:51.000 --> 00:15:53.000]  那個老懵懂的當家
[00:15:53.000 --> 00:15:58.000]  竟然可以說出這些完全沒有常識的說話
[00:15:58.000 --> 00:16:01.000]  數碼港不是在三座building(建築物)
[00:16:01.000 --> 00:16:03.000]  就叫數碼港的
[00:16:03.000 --> 00:16:05.000]  數碼港是什麼
[00:16:05.000 --> 00:16:07.000]  數碼港和直谷文化
[00:16:07.000 --> 00:16:09.000]  是因為那個教育制度
[00:16:09.000 --> 00:16:13.000]  能夠培養到一班是有創意
[00:16:13.000 --> 00:16:15.000]  有想像力
[00:16:15.000 --> 00:16:17.000]  有企業精神
[00:16:17.000 --> 00:16:20.000]  加上有一班的年青
[00:16:20.000 --> 00:16:23.000]  和無盡的銀行家
[00:16:23.000 --> 00:16:26.000]  敢於對這一班的年青創業家
[00:16:26.000 --> 00:16:28.000]  是融資
[00:16:28.000 --> 00:16:31.000]  可以給他們發展他們新的事業
[00:16:31.000 --> 00:16:35.000]  數碼港和直港文化是這樣的意思
[00:16:35.000 --> 00:16:41.000]  我們的老懵懂竟然可以說出
[00:16:41.000 --> 00:16:43.000]  以為在三座大廈
[00:16:43.000 --> 00:16:48.000]  能夠提供便宜的office(辦公室)的租金
[00:16:48.000 --> 00:16:50.000]  就是數碼港
[00:16:50.000 --> 00:16:52.000]  我是完全沒有辦法
[00:16:52.000 --> 00:16:54.000]  可以想像一個這麼過期的人
[00:16:54.000 --> 00:16:57.000]  可以說出這麼stupid的說話
[00:16:57.000 --> 00:16:59.000]  但是這個很顯然
[00:16:59.000 --> 00:17:02.000]  不只是我們香港的問題
[00:17:02.000 --> 00:17:06.000]  坦白說香港、新加坡和台灣
[00:17:06.000 --> 00:17:10.000]  我們都沒有條件製造一個直谷文化
[00:17:10.000 --> 00:17:13.000]  因為我們的教育同樣是這麼清朝
[00:17:13.000 --> 00:17:15.000]  同樣是這麼落後
[00:17:15.000 --> 00:17:17.000]  同樣是培養不了
[00:17:17.000 --> 00:17:21.000]  那些有創意
[00:17:21.000 --> 00:17:23.000]  有冒險精神
[00:17:23.000 --> 00:17:27.000]  有企業精神的年青一代
[00:17:27.000 --> 00:17:30.000]  你叫他們領受命令
[00:17:30.000 --> 00:17:33.000]  重複命令,這個可以的
[00:17:33.000 --> 00:17:35.000]  你叫他們創業
[00:17:35.000 --> 00:17:39.000]  叫他們給出一個有創意的思想
[00:17:39.000 --> 00:17:41.000]  是不可以的
[00:17:41.000 --> 00:17:45.000]  在這裡
[00:17:45.000 --> 00:17:48.000]  我就會想起我的兒子袁兄
[00:17:48.000 --> 00:17:50.000]  他和我一樣
[00:17:50.000 --> 00:17:55.000]  是那種創造力
[00:17:55.000 --> 00:17:58.000]  強盛過記憶力
[00:17:58.000 --> 00:18:01.000]  不幸地離開香港的時候
[00:18:01.000 --> 00:18:04.000]  他已經慢慢被訓練到
[00:18:04.000 --> 00:18:06.000]  強迫地訓練到
[00:18:06.000 --> 00:18:10.000]  那個記憶力是相當強
[00:18:10.000 --> 00:18:13.000]  是這個現象
[00:18:13.000 --> 00:18:16.000]  我勒巴決心一定要送他出去外面
[00:18:16.000 --> 00:18:19.000]  送他出去外面其實膽子很重
[00:18:19.000 --> 00:18:22.000]  在今天在美國讀一個爛鬼BA
[00:18:22.000 --> 00:18:24.000]  要百多萬
[00:18:24.000 --> 00:18:29.000]  每一個學年是要26萬以上
[00:18:29.000 --> 00:18:31.000]  4個學年
[00:18:31.000 --> 00:18:32.000]  二十多萬
[00:18:32.000 --> 00:18:34.000]  百多萬才可以得到
[00:18:34.000 --> 00:18:36.000]  我仍然覺得應該要送他出去
[00:18:36.000 --> 00:18:38.000]  不然毀了他一生
[00:18:38.000 --> 00:18:42.000]  其實那個現象最早期
[00:18:42.000 --> 00:18:45.000]  是我們的家庭醫生提出來的
[00:18:45.000 --> 00:18:51.000]  我在劍橋讀完
[00:18:51.000 --> 00:18:55.000]  剛剛是我的恩師李若瑟
[00:18:55.000 --> 00:19:00.000]  他最需要人幫手的時候
[00:19:00.000 --> 00:19:05.000]  是他建立第28庚羅賓遜學院
[00:19:05.000 --> 00:19:09.000]  又是他那套的中國科技文明史
[00:19:09.000 --> 00:19:11.000]  是去到一半
[00:19:11.000 --> 00:19:14.000]  已經有世界很多人為他寫
[00:19:14.000 --> 00:19:17.000]  而他需要一幫人幫他去編
[00:19:17.000 --> 00:19:20.000]  所以他就邀請我
[00:19:20.000 --> 00:19:22.000]  留在劍橋
[00:19:22.000 --> 00:19:25.000]  而且說他會在羅賓遜學院
[00:19:25.000 --> 00:19:28.000]  幫我找一個講師的職位
[00:19:28.000 --> 00:19:32.000]  但是我由出去讀書
[00:19:32.000 --> 00:19:34.000]  到畢業
[00:19:34.000 --> 00:19:37.000]  我心裏面都沒有忘記過香港
[00:19:37.000 --> 00:19:40.000]  所以我很簡單就告訴他
[00:19:40.000 --> 00:19:43.000]  不,我必須在中國人之間工作
[00:19:43.000 --> 00:19:46.000]  當時李若瑟問了一句話
[00:19:46.000 --> 00:19:49.000]  是我很久之後才明白為什麼
[00:19:49.000 --> 00:19:54.000]  他說就算我請你留下你都不肯
[00:19:54.000 --> 00:19:56.000]  我沒有出聲
[00:19:56.000 --> 00:19:59.000]  我知道那個說話是不需要答案的
[00:19:59.000 --> 00:20:01.000]  我生氣才知道
[00:20:01.000 --> 00:20:05.000]  其實他在我能夠留在劍大做研究
[00:20:05.000 --> 00:20:08.000]  他是一個很主要的助力
[00:20:08.000 --> 00:20:11.000]  因為當時我的漢學的老師
[00:20:11.000 --> 00:20:15.000]  他一直都說我的論文是不可以通過
[00:20:15.000 --> 00:20:18.000]  是我的老師李若瑟
[00:20:18.000 --> 00:20:22.000]  幫我是可以打贏了的
[00:20:22.000 --> 00:20:25.000]  無論怎樣
[00:20:25.000 --> 00:20:30.000]  這個當時大概有五六個人在座的
[00:20:30.000 --> 00:20:35.000]  是在他的圖書館三點鐘下午茶
[00:20:35.000 --> 00:20:38.000]  的一個座談的經驗
[00:20:38.000 --> 00:20:40.000]  不知道為什麼
[00:20:40.000 --> 00:20:41.000]  又不知道給誰
[00:20:41.000 --> 00:20:43.000]  就傳出了示意
[00:20:43.000 --> 00:20:44.000]  我自己就沒有
[00:20:44.000 --> 00:20:46.000]  因為我連朱利
[00:20:46.000 --> 00:20:48.000]  我也忘記將這件事告訴他
[00:20:48.000 --> 00:20:50.000]  是很久之後
[00:20:50.000 --> 00:20:54.000]  我們踩單車經過那個campus
[00:20:54.000 --> 00:20:57.000]  我們才記起我才說這件事
[00:20:57.000 --> 00:20:59.000]  說這件事
[00:20:59.000 --> 00:21:02.000]  當時那個消息就傳到市面
[00:21:02.000 --> 00:21:06.000]  到我們有一次帶兒子去看
[00:21:06.000 --> 00:21:09.000]  我們的家庭醫生叫Dr. Bird
[00:21:09.000 --> 00:21:12.000]  他看完他就問我
[00:21:12.000 --> 00:21:16.000]  他說是不是市面有這樣的傳說
[00:21:16.000 --> 00:21:19.000]  李若瑟想留你在俄羅斯賓順學院
[00:21:19.000 --> 00:21:21.000]  你是不要
[00:21:21.000 --> 00:21:25.000]  我解釋給他聽為什麼
[00:21:25.000 --> 00:21:28.000]  他說你知不知道你這樣做是很傻
[00:21:28.000 --> 00:21:30.000]  為什麼你不在這裏做兩年
[00:21:30.000 --> 00:21:32.000]  拿到一定的資歷
[00:21:32.000 --> 00:21:34.000]  然後你才回香港
[00:21:34.000 --> 00:21:37.000]  他說最重要的是
[00:21:37.000 --> 00:21:41.000]  香港的教育是不適合
[00:21:41.000 --> 00:21:43.000]  Hillary的
[00:21:43.000 --> 00:21:47.000]  到我發現這句說話是真的時候
[00:21:47.000 --> 00:21:51.000]  其實已經傷害造成了
[00:21:51.000 --> 00:21:57.000]  所以當兩年前
[00:21:57.000 --> 00:22:01.000]  當我將Hillary送上飛機的時候
[00:22:01.000 --> 00:22:05.000]  我是有一種魚色互衆的感覺
[00:22:05.000 --> 00:22:09.000]  好像將魚送回到一個大海那樣
[00:22:10.000 --> 00:22:14.000]  沒多久之前是她21歲生日
[00:22:14.000 --> 00:22:17.000]  我寫了一封很長的信給她
[00:22:17.000 --> 00:22:22.000]  我說你要好好地認識你的大海
[00:22:22.000 --> 00:22:24.000]  這個大海
[00:22:24.000 --> 00:22:26.000]  Causes a lot
[00:22:26.000 --> 00:22:30.000]  對你的生命更加是有重要
[00:22:30.000 --> 00:22:32.000]  可能有人會說
[00:22:32.000 --> 00:22:34.000]  是因為香港教育
[00:22:34.000 --> 00:22:37.000]  很強
[00:22:37.000 --> 00:22:39.000]  所以它不能夠活著
[00:22:39.000 --> 00:22:42.000]  外國的教育制度是很鬆
[00:22:42.000 --> 00:22:44.000]  所以它能夠活著
[00:22:44.000 --> 00:22:45.000]  是不是這樣
[00:22:45.000 --> 00:22:47.000]  我想請問
[00:22:47.000 --> 00:22:49.000]  香港的教育制度
[00:22:49.000 --> 00:22:51.000]  做出了多少個諾貝爾獎
[00:22:51.000 --> 00:22:56.000]  我們一直都認為我們香港教育很厲害
[00:22:56.000 --> 00:22:57.000]  我們覺得
[00:22:57.000 --> 00:23:00.000]  那些小孩子我們很小已經懂得加減乘除了
[00:23:00.000 --> 00:23:02.000]  去到那裏六年級都還沒學
[00:23:02.000 --> 00:23:03.000]  都還沒教
[00:23:03.000 --> 00:23:05.000]  我們以為我們是很厲害的
[00:23:05.000 --> 00:23:06.000]  我想問
[00:23:06.000 --> 00:23:08.000]  在世界級的獎項
[00:23:08.000 --> 00:23:11.000]  香港的教育制度培養了多少個人
[00:23:11.000 --> 00:23:13.000]  培養了多少個得主
[00:23:13.000 --> 00:23:17.000]  我們今天幾乎標青那些人
[00:23:17.000 --> 00:23:20.000]  都不是香港教育制度培養出來的
[00:23:20.000 --> 00:23:21.000]  是不是
[00:23:21.000 --> 00:23:25.000]  都是在外面的訓練
[00:23:25.000 --> 00:23:27.000]  然後回來工作
[00:23:27.000 --> 00:23:30.000]  是用了外面的訓練
[00:23:30.000 --> 00:23:33.000]  它有標青的成效的
[00:23:33.000 --> 00:23:34.000]  在今天
[00:23:34.000 --> 00:23:35.000]  Hillary
[00:23:35.000 --> 00:23:38.000]  應該是還原到的
[00:23:38.000 --> 00:23:40.000]  她是用State A
[00:23:40.000 --> 00:23:42.000]  來去畢業
[00:23:42.000 --> 00:23:44.000]  而且
[00:23:44.000 --> 00:23:46.000]  我知道她是為甚麼的
[00:23:46.000 --> 00:23:48.000]  不是因為那個制度是好
[00:23:48.000 --> 00:23:52.000]  不是因為是容易
[00:23:52.000 --> 00:23:54.000]  所以她拿到這個State A
[00:23:54.000 --> 00:23:57.000]  每一次她打電話回來
[00:23:57.000 --> 00:24:00.000]  check那邊的時間
[00:24:00.000 --> 00:24:02.000]  都是那邊兩三點
[00:24:02.000 --> 00:24:07.000]  是她讀完書睡覺的時候打電話回來
[00:24:07.000 --> 00:24:09.000]  如果你每天都讀到兩三點
[00:24:09.000 --> 00:24:11.000]  你自然就是State A
[00:24:11.000 --> 00:24:12.000]  問題就是
