
[00:00:00.000 --> 00:00:05.880]  你結婚以後 你要跟一個女人說
[00:04:04.360 --> 00:04:08.960]  特別做投生的男人 就是家裡第一個兒子
[00:04:08.960 --> 00:04:12.520]  如果以香港的精神病學研究
[00:04:12.520 --> 00:04:17.640]  91%精神病的男人是大兒子
[00:04:17.640 --> 00:04:21.720]  不知道這裡有多少個 大兒子 不是精神病 大兒子
[00:04:21.720 --> 00:04:25.000]  91% 你看這個記錄嚇死人了
[00:04:25.000 --> 00:04:30.640]  就是說原來大兒子是最快瘋 最容易瘋的就是大兒子
[00:04:30.640 --> 00:04:34.720]  誰知道呢 問你叫什麼名字就知道了
[00:04:34.720 --> 00:04:39.560]  什麼名字 那個麥克風沒有聲音 嚇到 有聲音了
[00:04:39.560 --> 00:04:40.800]  你叫什麼名字就知道了
[00:04:40.800 --> 00:04:44.000]  因為那些大兒子的名字
[00:04:44.000 --> 00:04:47.640]  不是強就是富 總之就是很厲害的人
[00:04:47.640 --> 00:04:54.800]  其實鎮英也很厲害的 很厲害的
[00:04:54.800 --> 00:04:59.080]  我想沒有哪個父母是整蠱兒子的
[00:04:59.080 --> 00:05:02.880]  是改什麼弱小 低微的 一定不會的
[00:05:02.880 --> 00:05:05.880]  女孩子就叫阿薇 男孩子不會的
[00:05:05.880 --> 00:05:12.800]  你想到就是你的家族是富一個全家族的希望
[00:05:12.800 --> 00:05:14.600]  在你的名字上已經顯示出來
[00:05:14.600 --> 00:05:18.840]  你的名字一定不差的 女孩子是差很多的
[00:05:18.840 --> 00:05:20.160]  這個真的是事實
[00:05:20.160 --> 00:05:22.840]  那你就明白為什麼做瘋子了
[00:05:22.840 --> 00:05:24.600]  因為你一開始的時候
[00:05:24.600 --> 00:05:30.440]  人家給你的壓力就是訓練你給壓力給自己
[00:05:30.440 --> 00:05:32.480]  訓練你給壓力給自己
[00:05:32.480 --> 00:05:37.280]  所以說你厲害 厲害就能綁死你一輩子
[00:05:37.280 --> 00:05:41.120]  所以不厲害就不要見人 厲害就見人
[00:05:41.120 --> 00:05:44.360]  所以你發覺你自己厲害都不夠的
[00:05:44.360 --> 00:05:47.240]  你還要在別人眼中厲害才夠
[00:05:47.240 --> 00:05:50.360]  這個就是緊張的來源 緊張
[00:05:50.360 --> 00:05:52.040]  所以有時候你說
[00:05:52.040 --> 00:05:54.120]  今天你看香港的中學都是
[00:05:54.120 --> 00:05:57.960]  比如三個人 為什麼三個人有兩個女生進大學
[00:05:57.960 --> 00:06:02.200]  一個男生呢 因為男生的走位就是
[00:06:02.200 --> 00:06:05.560]  如果做不到最好就做最壞的寧願
[00:06:05.560 --> 00:06:08.040]  男生很少做中庸的 很少的
[00:06:08.040 --> 00:06:09.320]  一撇就撇掉了
[00:06:09.320 --> 00:06:12.200]  索性撇掉了 撇掉就拿最厲害的
[00:06:12.200 --> 00:06:14.680]  反正最厲害就拿不到最厲害的
[00:06:14.680 --> 00:06:17.120]  所以一差下去就差得很厲害
[00:06:17.120 --> 00:06:19.400]  但是好呢 就慘了
[00:06:19.400 --> 00:06:21.480]  你期望你再好
[00:06:21.480 --> 00:06:23.480]  所以我去家長講座
[00:06:23.480 --> 00:06:26.320]  那些媽媽問我的問題真是啼笑皆非的
[00:06:26.320 --> 00:06:29.040]  她說我兒子考第三
[00:06:29.040 --> 00:06:32.480]  是不是我應該叫他再努力一點呢
[00:06:32.480 --> 00:06:35.440]  如果不是浪費了第一個機會
[00:06:35.440 --> 00:06:38.680]  真是嚇死人了 誰做他媽媽
[00:06:38.680 --> 00:06:40.680]  你想一下為什麼要這樣呢
[00:06:40.680 --> 00:06:45.240]  就是因為那個「叻仔」這個定義是很小心的
[00:06:45.240 --> 00:06:48.440]  所以慢慢地最慘的就是你不能自拔了
[00:06:48.440 --> 00:06:51.120]  你已經習慣了對自己的要求
[00:06:51.120 --> 00:06:51.960]  你習慣了對自己
[00:06:51.960 --> 00:06:56.800]  所以你說自從你的爸爸媽媽叫你不要哭
[00:06:56.800 --> 00:07:00.240]  因為你不可以哭的 你是男孩子
[00:07:00.240 --> 00:07:02.000]  所以到幾十歲
[00:07:02.000 --> 00:07:04.160]  就算在殯儀館你都不容易哭的
[00:07:04.160 --> 00:07:05.520]  你真是不容易哭
[00:07:05.520 --> 00:07:08.160]  因為你已經訓練了很多年不要哭
[00:07:08.160 --> 00:07:09.960]  那你最後怎麼樣呢
[00:07:09.960 --> 00:07:13.920]  你就會自我懷疑 懷疑
[00:07:13.920 --> 00:07:15.800]  這麼多人哭我不哭
[00:07:15.800 --> 00:07:16.560]  那就是懷疑嗎
[00:07:16.560 --> 00:07:20.240]  懷疑我今天都不喜歡死的那個人
[00:07:20.240 --> 00:07:22.080]  所以你看到看精神科
[00:07:22.080 --> 00:07:25.080]  很多男人就是死了媽媽
[00:07:25.080 --> 00:07:30.000]  多數來說都是去吃藥或者打針
[00:07:30.000 --> 00:07:33.240]  因為他發現到七天他沒有哭過
[00:07:33.240 --> 00:07:34.200]  他就懷疑自己
[00:07:34.200 --> 00:07:36.720]  難道我姐姐我妹妹疼我媽媽
[00:07:36.720 --> 00:07:39.280]  我不疼我媽媽 他懷疑自己
[00:07:39.280 --> 00:07:42.440]  所以他要靠別人疏導他的情緒
[00:07:42.440 --> 00:07:44.240]  如果不是他真的睡不著
[00:07:44.240 --> 00:07:46.400]  紅筋了 整隻眼睛都是這樣
[00:07:46.400 --> 00:07:47.800]  那你就明白到
[00:07:47.800 --> 00:07:50.840]  其實男人很多緊張都是形勢
[00:07:50.840 --> 00:07:52.840]  你要做得很好為止
[00:07:52.840 --> 00:07:55.480]  所以其實是很慘的 很慘
[00:07:55.480 --> 00:07:58.920]  但是最大的問題在哪裡呢
[00:07:58.920 --> 00:08:02.040]  就是拿來為了一個原因 就是權力
[00:08:02.040 --> 00:08:03.520]  權力
[00:08:03.520 --> 00:08:06.120]  我不知道大家記不記得你小時候
[00:08:06.120 --> 00:08:10.800]  你很有興趣做領袖
[00:08:10.800 --> 00:08:12.680]  甚至在港福堂做組長
[00:08:12.680 --> 00:08:13.960]  什麼都不做
[00:08:13.960 --> 00:08:19.080]  但是你發現做一個特別的人物就叫領袖
[00:08:19.080 --> 00:08:23.400]  就是和平凡的人的分別就叫領袖
[00:08:23.400 --> 00:08:26.280]  所以那個時候你參加的時候
[00:08:26.280 --> 00:08:28.560]  你做差遣人 你要說話
[00:08:28.560 --> 00:08:31.280]  你會享受那個時刻
[00:08:31.280 --> 00:08:32.920]  事實上是不是真的這麼過癮呢
[00:08:32.920 --> 00:08:35.160]  其實不是 是一個很緊張的經驗來的
[00:08:35.160 --> 00:08:36.760]  領袖是很緊張
[00:08:36.760 --> 00:08:39.280]  不過慢慢你緊張慣了
[00:08:39.280 --> 00:08:41.880]  你一不緊張就發覺到你沒有動力
[00:08:41.880 --> 00:08:43.160]  很奇怪
[00:08:43.160 --> 00:08:45.440]  你要靠緊張來起動力
[00:08:45.440 --> 00:08:47.120]  所以你搞到自己
[00:08:47.120 --> 00:08:50.440]  一直加料 加料去緊張
[00:08:50.440 --> 00:08:52.240]  變成神經質
[00:08:52.240 --> 00:08:55.720]  所以男人很多吸煙的
[00:08:55.720 --> 00:08:58.080]  就因為他壓抑了的時候
[00:08:58.080 --> 00:08:59.920]  他唯有抒發
[00:08:59.920 --> 00:09:02.240]  很多喝酒的 全部都是oral的
[00:09:02.240 --> 00:09:03.680]  吸煙喝酒
[00:09:03.680 --> 00:09:05.640]  因為他說話的時候說不出
[00:09:05.640 --> 00:09:07.240]  他很緊張
[00:09:07.240 --> 00:09:09.720]  那怎麼解決這個問題呢
[00:09:09.720 --> 00:09:11.680]  所以有些人解釋就是說
[00:09:11.680 --> 00:09:14.080]  如果你能夠處理到緊張
[00:09:14.080 --> 00:09:16.960]  你已經是人生最大的幸福了
[00:09:16.960 --> 00:09:19.120]  所以你說在教會
[00:09:19.120 --> 00:09:21.800]  很多男士第一個反應就是
[00:09:21.800 --> 00:09:25.120]  找到一個很舒適的感覺
[00:09:25.120 --> 00:09:27.280]  就是在這裡沒有緊張的
[00:09:27.280 --> 00:09:28.680]  沒有緊張
[00:09:28.680 --> 00:09:31.360]  因為叫你放下
[00:09:31.360 --> 00:09:34.080]  你自己對權力的慾望
[00:09:34.080 --> 00:09:36.520]  因為我們事實上有限的
[00:09:36.520 --> 00:09:38.920]  你說厲害 很多人比你厲害
[00:09:38.920 --> 00:09:41.040]  那不如你索性不要說厲害了
[00:09:41.040 --> 00:09:42.480]  上帝最厲害
[00:09:42.480 --> 00:09:43.960]  你不用再比較了
[00:09:43.960 --> 00:09:45.360]  這裡很輕鬆
[00:09:45.360 --> 00:09:47.040]  所以一輕鬆了 突然覺得
[00:09:47.040 --> 00:09:48.840]  你又不習慣了 突然間
[00:09:48.840 --> 00:09:50.280]  你怎麼這樣
[00:09:50.280 --> 00:09:52.120]  但其實很開心的
[00:09:52.120 --> 00:09:54.360]  所以很多人期望就是
[00:09:54.360 --> 00:09:55.800]  什麼時候不緊張呢
[00:09:55.800 --> 00:09:57.520]  退休
[00:09:57.520 --> 00:09:59.000]  離開權力
[00:09:59.000 --> 00:10:02.000]  離開爭大家機會的日子
[00:10:02.000 --> 00:10:03.600]  但很可惜很多人
[00:10:03.600 --> 00:10:05.600]  還沒退休就死了
[00:10:05.600 --> 00:10:07.560]  真的 為什麼呢
[00:10:07.560 --> 00:10:10.400]  男人緊張 壓抑
[00:10:10.400 --> 00:10:12.000]  心臟病
[00:10:12.000 --> 00:10:14.640]  所以慢慢發現到也很容易
[00:10:14.640 --> 00:10:16.200]  享受不了強積金
[00:10:16.200 --> 00:10:19.080]  就享受去世了
[00:10:19.080 --> 00:10:21.360]  所以你說
[00:10:21.360 --> 00:10:23.360]  你第一樣期望是什麼呢
[00:10:23.360 --> 00:10:24.640]  如果你做父親
[00:10:24.640 --> 00:10:26.680]  你千萬不要將這個緊張
[00:10:26.680 --> 00:10:28.480]  再送給你的兒子
[00:10:28.480 --> 00:10:29.200]  真的不要
[00:10:29.200 --> 00:10:31.920]  我記得我拿第一個獎
[00:10:31.920 --> 00:10:33.840]  香港第一屆優秀社工獎
[00:10:33.840 --> 00:10:36.080]  我拿了個獎座
[00:10:36.080 --> 00:10:37.680]  拿回家
[00:10:37.680 --> 00:10:39.680]  我一見到老爸就告訴我
[00:10:39.680 --> 00:10:41.480]  我今天拿了個獎
[00:10:41.480 --> 00:10:43.480]  我還沒說是什麼獎
[00:10:43.480 --> 00:10:45.480]  我老爸立刻進去房間
[00:10:45.480 --> 00:10:47.480]  閉上門
[00:10:47.480 --> 00:10:48.800]  我心想我得罪他什麼呢
[00:10:48.800 --> 00:10:50.800]  我都不明白
[00:10:50.800 --> 00:10:52.800]  我得罪他什麼呢
[00:10:52.800 --> 00:10:55.480]  第二天早上我媽媽跟我說
[00:10:55.480 --> 00:10:58.480]  她說你老爸托我跟你說
[00:10:58.480 --> 00:11:00.480]  她說因為
[00:11:00.480 --> 00:11:03.480]  他不想再給你壓力
[00:11:03.480 --> 00:11:05.480]  他不想知道你拿獎
[00:11:05.480 --> 00:11:06.480]  後來我弟弟
[00:11:06.480 --> 00:11:07.480]  我弟弟是音樂家
[00:11:07.480 --> 00:11:09.480]  我弟弟每逢拿獎
[00:11:09.480 --> 00:11:11.480]  我媽就說
[00:11:11.480 --> 00:11:13.480]  你不要跟老爸說
[00:11:13.480 --> 00:11:16.480]  他怕他讚完你之後
[00:11:16.480 --> 00:11:18.480]  你繼續想
[00:11:18.480 --> 00:11:20.480]  為了贏
[00:11:20.480 --> 00:11:22.480]  付出了很大代價
[00:11:22.480 --> 00:11:24.480]  他不想提
[00:11:24.480 --> 00:11:26.480]  我一時想想
[00:11:26.480 --> 00:11:27.480]  這樣好不好呢
[00:11:27.480 --> 00:11:28.480]  很多人會說
[00:11:28.480 --> 00:11:30.480]  做老爸就應該打氣
[00:11:30.480 --> 00:11:31.480]  鼓勵
[00:11:31.480 --> 00:11:33.480]  拿獎當然是讚和慶祝
[00:11:33.480 --> 00:11:35.480]  老爸就不是這樣的人
[00:11:35.480 --> 00:11:36.480]  老爸反而覺得
[00:11:36.480 --> 00:11:38.480]  我表示了
[00:11:38.480 --> 00:11:40.480]  好像助長了
[00:11:40.480 --> 00:11:42.480]  老爸覺得你很辛苦
[00:11:42.480 --> 00:11:45.480]  所以我弟弟這麼多次音樂會
[00:11:45.480 --> 00:11:47.480]  我老爸一次都不去
[00:11:47.480 --> 00:11:49.480]  不代表他不喜歡我弟弟
[00:11:49.480 --> 00:11:51.480]  但他真的不想
[00:11:51.480 --> 00:11:53.480]  他要透過我媽
[00:11:53.480 --> 00:11:55.480]  他都不敢告訴我們
[00:11:55.480 --> 00:11:57.480]  因為他怕他的樣子
[00:11:57.480 --> 00:11:58.480]  令我們擔心
[00:11:58.480 --> 00:11:59.480]  所以有時想想
[00:11:59.480 --> 00:12:01.480]  做一個男人真的很奇妙
[00:12:01.480 --> 00:12:03.480]  要想下一步是什麼
[00:12:03.480 --> 00:12:06.480]  當然這個都是研究緊張的
[00:12:06.480 --> 00:12:07.480]  其中一個原因
[00:12:07.480 --> 00:12:10.480]  就是男人容易想到
[00:12:10.480 --> 00:12:12.480]  下一步是什麼
[00:12:12.480 --> 00:12:14.480]  女人很少想這件事
[00:12:14.480 --> 00:12:16.480]  女人見到男人送禮
[00:12:16.480 --> 00:12:18.480]  嘩很正呀
[00:12:18.480 --> 00:12:19.480]  他給我買呀
[00:12:19.480 --> 00:12:20.480]  多少錢呀
[00:12:20.480 --> 00:12:21.480]  但沒想想
[00:12:21.480 --> 00:12:22.480]  男人因為這樣
[00:12:22.480 --> 00:12:23.480]  沒錢
[00:12:23.480 --> 00:12:24.480]  他沒想這個問題
[00:12:24.480 --> 00:12:25.480]  男人就不是
[00:12:25.480 --> 00:12:27.480]  男人見到你買東西給老爸
[00:12:27.480 --> 00:12:29.480]  老爸想想
[00:12:29.480 --> 00:12:31.480]  你今個月見不見到數呀
[00:12:31.480 --> 00:12:33.480]  他想下一步
[00:12:33.480 --> 00:12:35.480]  男人很喜歡想三步
[00:12:35.480 --> 00:12:37.480]  還想
[00:12:37.480 --> 00:12:39.480]  你不要做慣了
[00:12:39.480 --> 00:12:41.480]  做慣了很大件事
[00:12:41.480 --> 00:12:42.480]  你給慣了這麼多
[00:12:42.480 --> 00:12:43.480]  明年還能給嗎
[00:12:43.480 --> 00:12:44.480]  男人會再想這個問題
[00:12:44.480 --> 00:12:45.480]  再想下去
[00:12:45.480 --> 00:12:46.480]  最後的問題就是
[00:12:46.480 --> 00:12:48.480]  不如你都拿回他
[00:12:48.480 --> 00:12:49.480]  這些是男人
[00:12:49.480 --> 00:12:50.480]  所以男人你可以說
[00:12:50.480 --> 00:12:52.480]  一點都不代表
[00:12:52.480 --> 00:12:54.480]  粗心大意
[00:12:54.480 --> 00:12:56.480]  因為男人對緊張的關係
[00:12:56.480 --> 00:12:57.480]  緊張的處理
[00:12:57.480 --> 00:12:58.480]  是很擅長
[00:12:58.480 --> 00:13:00.480]  這個就是我們人生
[00:13:00.480 --> 00:13:02.480]  所以希望今天你去珍惜
[00:13:02.480 --> 00:13:04.480]  你有信仰之後
[00:13:04.480 --> 00:13:05.480]  是白白
[00:13:05.480 --> 00:13:07.480]  這個緊張是鬆了
[00:13:07.480 --> 00:13:09.480]  如果不是這個緊張是
[00:13:09.480 --> 00:13:10.480]  很緊
[00:13:10.480 --> 00:13:11.480]  緊得很厲害
[00:13:11.480 --> 00:13:12.480]  我想大家試過失眠
[00:13:12.480 --> 00:13:13.480]  你就知道感覺
[00:13:13.480 --> 00:13:15.480]  失眠是真的想哭的
[00:13:15.480 --> 00:13:17.480]  因為你覺得睡不到
[00:13:17.480 --> 00:13:18.480]  再睡不到再睡不到呢
[00:13:18.480 --> 00:13:20.480]  那種努力呀
[00:13:20.480 --> 00:13:21.480]  做不到呢
[00:13:21.480 --> 00:13:23.480]  你知道那種無能力的感覺呢
[00:13:23.480 --> 00:13:24.480]  是很慘
[00:13:24.480 --> 00:13:25.480]  好了
[00:13:25.480 --> 00:13:27.480]  在座我相信有些結了婚呀
[00:13:27.480 --> 00:13:29.480]  或者你記得自己結了婚呀
[00:13:29.480 --> 00:13:30.480]  都算了
[00:13:30.480 --> 00:13:31.480]  就是
[00:13:31.480 --> 00:13:34.480]  因為你老婆去了別的區
[00:13:34.480 --> 00:13:35.480]  你不想起呀
[00:13:35.480 --> 00:13:38.480]  你明白這個問題就是
[00:13:38.480 --> 00:13:43.480]  男人對吵架的感覺緊張呢
[00:13:43.480 --> 00:13:45.480]  是敏銳過女人的
[00:13:45.480 --> 00:13:48.480]  所以男人比較多80%呢
[00:13:48.480 --> 00:13:50.480]  是不吵下去的
[00:13:50.480 --> 00:13:52.480]  他知道吵下去的結果就是
[00:13:52.480 --> 00:13:54.480]  他又發脾氣
[00:13:54.480 --> 00:13:56.480]  你就變了
[00:13:56.480 --> 00:13:58.480]  人人鬼鬼這樣
[00:13:58.480 --> 00:13:59.480]  要不就很慘
[00:13:59.480 --> 00:14:00.480]  要不就很瘋
[00:14:00.480 --> 00:14:02.480]  那你說我不跟你這麼瘋
[00:14:02.480 --> 00:14:03.480]  我不跟你瘋
[00:14:03.480 --> 00:14:05.480]  所以男人通常都用冷戰呢
[00:14:05.480 --> 00:14:06.480]  來解決的
[00:14:06.480 --> 00:14:08.480]  就是不理他
[00:14:08.480 --> 00:14:10.480]  其實歷史上看到的
[00:14:10.480 --> 00:14:12.480]  男人是成功的吵架者
[00:14:12.480 --> 00:14:14.480]  因為冷戰呢
[00:14:14.480 --> 00:14:16.480]  是女人最怕的東西
[00:14:16.480 --> 00:14:19.480]  他不怕你駁嘴和他吵架
[00:14:19.480 --> 00:14:20.480]  最怕你不理他
[00:14:20.480 --> 00:14:22.480]  因為女人喜歡有人和他聊天
[00:14:22.480 --> 00:14:24.480]  所以你不理他一天
[00:14:24.480 --> 00:14:26.480]  兩天三天呢
[00:14:26.480 --> 00:14:28.480]  他很辛苦呀
[00:14:28.480 --> 00:14:30.480]  你不問他為什麼不理我
[00:14:30.480 --> 00:14:32.480]  他也知道為什麼
[00:14:32.480 --> 00:14:33.480]  他問是多餘的
[00:14:33.480 --> 00:14:34.480]  但你繼續不說話
[00:14:34.480 --> 00:14:36.480]  最後呢
[00:14:36.480 --> 00:14:38.480]  他下一步出招了
[00:14:38.480 --> 00:14:40.480]  出招就是你理我吧
[00:14:40.480 --> 00:14:42.480]  當然男人會領事
[00:14:42.480 --> 00:14:44.480]  你理他之後
[00:14:44.480 --> 00:14:46.480]  他明天就開始罵你了
[00:14:46.480 --> 00:14:48.480]  但你發現
[00:14:48.480 --> 00:14:50.480]  人老精嘛
[00:14:50.480 --> 00:14:52.480]  再久一點就知道了
[00:14:52.480 --> 00:14:53.480]  再久一點
[00:14:53.480 --> 00:14:54.480]  再久一點
[00:14:54.480 --> 00:14:55.480]  再久一點
[00:14:55.480 --> 00:14:58.480]  這些是男人的絕技
[00:14:58.480 --> 00:15:00.480]  就是冷戰
[00:15:00.480 --> 00:15:02.480]  所以讀EQ呢
[00:15:02.480 --> 00:15:04.480]  冷戰是製造一種緊張
[00:15:04.480 --> 00:15:08.480]  令到似乎贏的對方
[00:15:08.480 --> 00:15:10.480]  因為這種緊張
[00:15:10.480 --> 00:15:12.480]  他突然間要宣佈失敗
[00:15:12.480 --> 00:15:15.480]  但男人和男人就不會用冷戰
[00:15:15.480 --> 00:15:17.480]  你很少見到的
[00:15:17.480 --> 00:15:19.480]  如果兩個男人吵架
[00:15:19.480 --> 00:15:20.480]  出埋刀都可以
[00:15:20.480 --> 00:15:21.480]  他不會的
[00:15:21.480 --> 00:15:23.480]  但男人對付女人就會的
[00:15:23.480 --> 00:15:25.480]  這招是老豆教的
[00:15:25.480 --> 00:15:27.480]  但在歷史上看到
[00:15:27.480 --> 00:15:29.480]  男人用冷戰來做事的
[00:15:29.480 --> 00:15:31.480]  當然
[00:15:31.480 --> 00:15:33.480]  成功的丈夫就不是這樣說
[00:15:33.480 --> 00:15:35.480]  譬如我做輔導
[00:15:35.480 --> 00:15:36.480]  我就會說
[00:15:36.480 --> 00:15:38.480]  如果你被老婆罵
[00:15:38.480 --> 00:15:41.480]  老婆罵來罵去都是罵一樣東西
[00:15:41.480 --> 00:15:43.480]  沒什麼用的
[00:15:43.480 --> 00:15:45.480]  賺不到錢又不厲害
[00:15:45.480 --> 00:15:47.480]  又帶不到我去威風
[00:15:47.480 --> 00:15:49.480]  說這些東西
[00:15:49.480 --> 00:15:51.480]  如果你講完那些東西
[00:15:51.480 --> 00:15:53.480]  你令到我貶值
[00:15:53.480 --> 00:15:55.480]  其實老婆是忠心思想
[00:15:55.480 --> 00:15:57.480]  但你應該這樣想
[00:15:57.480 --> 00:16:02.480]  她罵你是因為你令她貶值
[00:16:02.480 --> 00:16:03.480]  那莫非
[00:16:03.480 --> 00:16:05.480]  莫非什麼
[00:16:05.480 --> 00:16:07.480]  莫非你真的有能力令她增值
[00:16:07.480 --> 00:16:08.480]  是吧
[00:16:08.480 --> 00:16:09.480]  即是她看得你起
[00:16:09.480 --> 00:16:11.480]  是個最好經理人
[00:16:11.480 --> 00:16:12.480]  是吧
[00:16:12.480 --> 00:16:13.480]  但怎知
[00:16:13.480 --> 00:16:15.480]  你令到她失望
[00:16:15.480 --> 00:16:17.480]  所以如果你想解決這個問題
[00:16:17.480 --> 00:16:18.480]  你就想一下
[00:16:18.480 --> 00:16:21.480]  嘩 這個世界竟然有個女人
[00:16:21.480 --> 00:16:23.480]  為了你這麼瘋發脾氣
[00:16:23.480 --> 00:16:25.480]  影響力真的很大
[00:16:25.480 --> 00:16:28.480]  原來她這麼厲害
[00:16:28.480 --> 00:16:30.480]  那你可以沒事的
[00:16:30.480 --> 00:16:32.480]  又不見外面街上的人為你這麼瘋
[00:16:32.480 --> 00:16:34.480]  叫得這麼狠
[00:16:34.480 --> 00:16:35.480]  你要想一下
[00:16:35.480 --> 00:16:37.480]  她期望你太高
[00:16:37.480 --> 00:16:39.480]  那莫非她當時嫁給你
[00:16:39.480 --> 00:16:41.480]  以為撿到
[00:16:41.480 --> 00:16:43.480]  可能是真的
[00:16:43.480 --> 00:16:44.480]  所以你發現到
