
[00:00:00.000 --> 00:00:06.560]  大家好 多謝你 今天很難坐車
[00:05:54.840 --> 00:06:00.440]  香港其實醫療水準很高
[00:06:00.440 --> 00:06:04.160]  我記得我太太在移植癌的時候曾經請過
[00:06:04.160 --> 00:06:06.840]  這個是一個友好而已 我們沒有錢請
[00:06:06.840 --> 00:06:10.000]  一個美國的移植癌專家剛經過香港
[00:06:10.000 --> 00:06:12.440]  他養和看我太太的樣子
[00:06:12.440 --> 00:06:16.000]  他真的厲害到不用看影片的
[00:06:16.000 --> 00:06:18.000]  就這樣看著你
[00:06:18.000 --> 00:06:23.920]  15分鐘就說你沒什麼
[00:06:23.920 --> 00:06:27.320]  不用碰你脈搏
[00:06:27.320 --> 00:06:28.480]  都可以
[00:06:28.480 --> 00:06:31.120]  你說多厲害 很厲害
[00:06:31.120 --> 00:06:34.640]  但是香港的水準不差很遠
[00:06:34.640 --> 00:06:36.560]  所以你可以說我們
[00:06:36.560 --> 00:06:38.280]  說好一點就叫福氣
[00:06:38.280 --> 00:06:40.080]  你在香港
[00:06:40.080 --> 00:06:41.840]  但是
[00:06:41.840 --> 00:06:43.760]  這種福氣不是絕對的
[00:06:43.760 --> 00:06:47.160]  因為太多資料 太多意見
[00:06:47.160 --> 00:06:48.840]  太多不同的說法
[00:06:48.840 --> 00:06:53.560]  通常你一旦確診了癌症
[00:06:53.560 --> 00:06:58.240]  多數人都會說找幾個醫生聽一下
[00:06:58.240 --> 00:06:59.440]  好了
[00:06:59.440 --> 00:07:02.960]  當然你找一些聽起來不錯的醫生聽
[00:07:02.960 --> 00:07:06.120]  最好找一個說你沒什麼的
[00:07:06.120 --> 00:07:07.440]  但他可能沒什麼
[00:07:07.440 --> 00:07:10.400]  你繼續找下去可能有人說你很大件事
[00:07:10.400 --> 00:07:11.960]  太多意見
[00:07:11.960 --> 00:07:14.160]  吃什麼很多意見
[00:07:14.160 --> 00:07:16.160]  在教會
[00:07:16.160 --> 00:07:17.640]  非常多的情況就是
[00:07:17.640 --> 00:07:23.200]  很多人都帶一瓶二瓶一粒二粒的東西給癌症的弟兄姐妹
[00:07:23.200 --> 00:07:25.480]  那個人不知道是不是吃完之後不知道怎麼樣
[00:07:25.480 --> 00:07:27.240]  整個花園吃完之後
[00:07:27.240 --> 00:07:29.800]  就是這麼多種子種下去裡面
[00:07:29.800 --> 00:07:32.400]  就是太多意見
[00:07:32.400 --> 00:07:34.800]  對一個不確定的人來說
[00:07:34.800 --> 00:07:37.360]  他很難接受太多意見
[00:07:37.360 --> 00:07:38.600]  他真的找不到
[00:07:38.600 --> 00:07:39.880]  但是
[00:07:39.880 --> 00:07:41.000]  他要找些什麼呢?
[00:07:41.000 --> 00:07:42.160]  他要找一些
[00:07:42.160 --> 00:07:44.960]  令他有力量的意見
[00:07:44.960 --> 00:07:47.080]  這個重要
[00:07:47.080 --> 00:07:47.880]  有力量
[00:07:47.880 --> 00:07:50.280]  講明有力量不代表了
[00:07:50.280 --> 00:07:52.320]  那樣東西是有醫治到他的
[00:07:52.320 --> 00:07:56.600]  但是他可以維持著他有生存的力量
[00:07:56.600 --> 00:07:57.400]  意志
[00:07:57.400 --> 00:07:59.240]  他要這些意見
[00:07:59.240 --> 00:08:00.760]  所以你會想一下
[00:08:00.760 --> 00:08:03.640]  我們要做的功夫
[00:08:03.640 --> 00:08:06.360]  老實講只有去聖經那裡
[00:08:06.360 --> 00:08:09.080]  只有在基督徒的見證那裡
[00:08:09.080 --> 00:08:11.080]  被他聽完之後覺得
[00:08:11.080 --> 00:08:12.440]  咦?是不同的
[00:08:12.440 --> 00:08:14.200]  我記得在兩年前
[00:08:14.200 --> 00:08:16.520]  我有一個好拍檔李敏鍾小姐
[00:08:16.520 --> 00:08:17.880]  她跟我成立了
[00:08:17.880 --> 00:08:18.680]  互心行動
[00:08:18.680 --> 00:08:19.440]  她是一個護士
[00:08:19.440 --> 00:08:22.200]  我是心理
[00:08:22.200 --> 00:08:25.680]  我發現我有一個想法
[00:08:25.680 --> 00:08:28.040]  就是我見她跟我一起
[00:08:28.040 --> 00:08:29.040]  我就很安定
[00:08:29.040 --> 00:08:30.680]  因為她是護理人員
[00:08:30.680 --> 00:08:32.440]  雖然我太太是胰臟癌死的
[00:08:32.440 --> 00:08:35.720]  但是我只認識一個癌症叫做胰臟癌
[00:08:35.720 --> 00:08:37.960]  她是什麼癌我都不認識
[00:08:37.960 --> 00:08:39.560]  但是起碼她是護士
[00:08:39.560 --> 00:08:41.480]  不過她馬上提醒我
[00:08:41.480 --> 00:08:44.120]  護士不等於認識
[00:08:44.120 --> 00:08:46.000]  護士包括了
[00:08:46.000 --> 00:08:47.680]  你都不是那科
[00:08:47.680 --> 00:08:48.760]  腫瘤科
[00:08:48.760 --> 00:08:49.880]  不代表你認識的
[00:08:49.880 --> 00:08:50.640]  很多人都誤會了
[00:08:50.640 --> 00:08:51.920]  以為護士就認識
[00:08:51.920 --> 00:08:53.920]  就連醫生都不認識
[00:08:53.920 --> 00:08:56.920]  是什麼科
[00:08:56.920 --> 00:09:00.320]  我們最有用的地方去探
[00:09:00.320 --> 00:09:01.360]  我第一次去探的時候
[00:09:01.360 --> 00:09:02.440]  我們兩個探的時候
[00:09:02.440 --> 00:09:04.440]  我們發現到
[00:09:04.440 --> 00:09:06.280]  第一個問題出現了
[00:09:06.280 --> 00:09:09.960]  就是我們不懂得跟病人
[00:09:09.960 --> 00:09:13.360]  談他的病歷
[00:09:13.360 --> 00:09:15.240]  所以馬上改變行動
[00:09:15.240 --> 00:09:17.560]  就是我們到處去探
[00:09:17.560 --> 00:09:20.840]  很多有潛質的義工
[00:09:20.840 --> 00:09:22.360]  我以前在
[00:09:22.360 --> 00:09:23.560]  我剛剛離開神學院
[00:09:23.560 --> 00:09:27.920]  我都做了25年輔導主任
[00:09:27.920 --> 00:09:30.040]  在中國浸訓了神學院
[00:09:30.040 --> 00:09:31.440]  我認識很多
[00:09:31.440 --> 00:09:33.040]  生過癌症的義工
[00:09:33.040 --> 00:09:34.160]  不是義工癌
[00:09:34.160 --> 00:09:35.440]  就是義工癌沒有
[00:09:35.440 --> 00:09:40.040]  有其他癌症的傳導人
[00:09:40.040 --> 00:09:41.600]  有幾位是很資深的
[00:09:41.600 --> 00:09:43.440]  就是做了20年
[00:09:43.440 --> 00:09:45.280]  他們做我的義工
[00:09:45.280 --> 00:09:46.640]  我們繼續去找
[00:09:46.640 --> 00:09:49.440]  找了一年後
[00:09:49.440 --> 00:09:51.440]  我的紀錄就是找了74個
[00:09:51.440 --> 00:09:53.440]  74個
[00:09:53.440 --> 00:09:57.160]  紀錄圖我想佔了60人左右
[00:09:57.160 --> 00:09:59.640]  是資歷各種都有的
[00:09:59.640 --> 00:10:01.040]  各種癌
[00:10:01.040 --> 00:10:02.560]  各種子期
[00:10:02.560 --> 00:10:05.040]  一期到四期都有
[00:10:05.040 --> 00:10:07.040]  所以每次去
[00:10:07.040 --> 00:10:08.440]  收到一個電話
[00:10:08.440 --> 00:10:10.440]  你可不可以來探探我
[00:10:10.440 --> 00:10:11.040]  我什麼
[00:10:11.040 --> 00:10:14.840]  比如假設他是血癌
[00:10:14.840 --> 00:10:18.440]  我們找到一個期數跟他一樣
[00:10:18.440 --> 00:10:19.840]  然後去
[00:10:19.840 --> 00:10:23.440]  這種方式是成功的
[00:10:23.440 --> 00:10:26.240]  原因就是進去的時候
[00:10:26.240 --> 00:10:29.240]  其實我好像在做大會司儀一樣
[00:10:29.240 --> 00:10:30.640]  就是好嗎
[00:10:30.640 --> 00:10:31.840]  我今天帶了一個朋友來
[00:10:31.840 --> 00:10:33.440]  就是陳小姐
[00:10:33.440 --> 00:10:35.840]  現在請陳小姐介紹一下自己給你認識
[00:10:35.840 --> 00:10:38.240]  我坐在那裡坐了一個半小時
[00:10:38.240 --> 00:10:41.040]  因為他又去問他問他問
[00:10:41.040 --> 00:10:43.440]  我只是說今天時間不錯
[00:10:43.440 --> 00:10:45.840]  下次再
[00:10:45.840 --> 00:10:48.840]  很多人以為我很厲害
[00:10:48.840 --> 00:10:50.440]  其實我沒有用的
[00:10:50.440 --> 00:10:52.240]  我純粹是一個導遊
[00:10:52.240 --> 00:10:54.840]  找到一個適合的地址帶他進去介紹
[00:10:54.840 --> 00:10:55.440]  然後走
[00:10:55.440 --> 00:10:58.040]  我做一件事就是總結
[00:10:58.040 --> 00:11:02.240]  總結都說五分鐘到十分鐘
[00:11:02.240 --> 00:11:04.440]  我後來明白了
[00:11:04.440 --> 00:11:07.440]  一直以來那個所謂探訪
[00:11:07.440 --> 00:11:12.040]  如果你的體驗不高於那個病人
[00:11:12.040 --> 00:11:12.840]  其實你說的話
[00:11:12.840 --> 00:11:14.640]  病人都聽了一萬次
[00:11:14.640 --> 00:11:16.440]  其實你很慢
[00:11:16.440 --> 00:11:18.440]  但是如果那個人告訴你
[00:11:18.440 --> 00:11:21.040]  我血癌第幾期
[00:11:21.040 --> 00:11:21.840]  我遭遇的時候
[00:11:21.840 --> 00:11:22.840]  一開始是這樣的
[00:11:22.840 --> 00:11:24.440]  後來醫生叫我怎麼樣
[00:11:24.440 --> 00:11:25.640]  我做過手術是什麼
[00:11:25.640 --> 00:11:27.640]  一直說著說著
[00:11:27.640 --> 00:11:28.840]  那個病人
[00:11:28.840 --> 00:11:31.440]  老實說我們看看病人是一半左右
[00:11:31.440 --> 00:11:32.840]  不是基督徒來的
[00:11:32.840 --> 00:11:33.840]  非常的興趣
[00:11:33.840 --> 00:11:36.240]  他都不知道你是否講傳教
[00:11:36.240 --> 00:11:37.440]  他都不理你了
[00:11:37.440 --> 00:11:38.440]  他最重要的就是問
[00:11:38.440 --> 00:11:40.040]  你現在怎麼樣
[00:11:40.040 --> 00:11:41.240]  你現在為什麼這麼好
[00:11:41.240 --> 00:11:43.440]  是談這些東西
[00:11:43.440 --> 00:11:44.640]  但是當我們做著做著的時候
[00:11:44.640 --> 00:11:46.440]  我們發現到又不行
[00:11:46.440 --> 00:11:47.240]  又不行
[00:11:47.240 --> 00:11:48.040]  原因是什麼呢
[00:11:48.040 --> 00:11:51.840]  就是74個人其實是一個很小的數字
[00:11:51.840 --> 00:11:53.440]  很小的數字
[00:11:53.440 --> 00:11:55.840]  有很多都不中的
[00:11:55.840 --> 00:12:01.440]  意思就是跟那個要我們去探訪的人的處境都不一樣
[00:12:01.440 --> 00:12:03.240]  還有發現到就是
[00:12:03.240 --> 00:12:06.440]  其實其中一樣都不等於的
[00:12:06.440 --> 00:12:11.640]  譬如中產和基層是不同的
[00:12:11.640 --> 00:12:14.040]  有沒有看到分又不同的
[00:12:14.040 --> 00:12:16.040]  如果怕自己離開世界
[00:12:16.040 --> 00:12:17.440]  有兩個很小的分子
[00:12:17.440 --> 00:12:19.240]  又不同的
[00:12:19.240 --> 00:12:20.840]  那就是說
[00:12:20.840 --> 00:12:22.240]  病就相同
[00:12:22.240 --> 00:12:23.840]  但是背景不相同呢
[00:12:23.840 --> 00:12:26.040]  說到第十分鐘後
[00:12:26.040 --> 00:12:28.440]  都是不大作用的
[00:12:28.440 --> 00:12:30.240]  這時候我們又會想
[00:12:30.240 --> 00:12:32.840]  怎麼找到各種經歷的人
[00:12:32.840 --> 00:12:34.640]  其實這一年
[00:12:34.640 --> 00:12:35.840]  過去的這一年
[00:12:35.840 --> 00:12:38.240]  最終我們投降的就是
[00:12:38.240 --> 00:12:39.640]  做不到
[00:12:39.640 --> 00:12:43.040]  除非搬回去教會做
[00:12:43.040 --> 00:12:45.040]  搬去什麼教會做呢
[00:12:45.040 --> 00:12:47.240]  搬去一間教會
[00:12:47.240 --> 00:12:49.240]  當然不是說教會一定有癌症病人
[00:12:49.240 --> 00:12:52.640]  而是教會有很多人有心
[00:12:52.640 --> 00:12:54.240]  是想照顧人的
[00:12:54.240 --> 00:12:55.840]  因為教會只是一個地方
[00:12:55.840 --> 00:12:58.040]  長期那些人還在那裡的
[00:12:58.040 --> 00:12:59.040]  我沒有用的
[00:12:59.040 --> 00:13:00.040]  我探望完你之後
[00:13:00.040 --> 00:13:02.040]  我都不知道什麼時候再相逢
[00:13:02.040 --> 00:13:05.040]  第二件事就是教會做內部訓練
[00:13:05.040 --> 00:13:06.640]  他們今天你們坐在那裡
[00:13:06.640 --> 00:13:08.240]  當你聽得多這些
[00:13:08.240 --> 00:13:09.840]  你的心理準備是很好的
[00:13:09.840 --> 00:13:11.640]  你突然間坐在那裡
[00:13:11.640 --> 00:13:13.040]  你覺得說的話
[00:13:13.040 --> 00:13:16.240]  好像自己都意會到很多成的
[00:13:16.240 --> 00:13:17.640]  當然最重要就是
[00:13:17.640 --> 00:13:19.640]  如果都有過來人
[00:13:19.640 --> 00:13:21.040]  這個教會是重要的
[00:13:21.040 --> 00:13:23.640]  這個人可能成為了一個橋樑
[00:13:23.640 --> 00:13:25.640]  令到很多氣客
[00:13:25.640 --> 00:13:26.640]  去教會的人
[00:13:26.640 --> 00:13:28.040]  特別是男人
[00:13:28.040 --> 00:13:30.240]  有機會去教會
[00:13:30.240 --> 00:13:32.040]  這裡暫時我
[00:13:32.040 --> 00:13:33.840]  不要說功效
[00:13:33.840 --> 00:13:35.840]  但是我覺得最好的地方就是
[00:13:35.840 --> 00:13:37.640]  今天你要聽一下
[00:13:37.640 --> 00:13:40.440]  其實究竟談什麼呢?
[00:13:40.440 --> 00:13:44.440]  就是留意別人的不確定特色是什麼
[00:13:44.440 --> 00:13:45.440]  譬如我去問
[00:13:45.440 --> 00:13:48.440]  你有了這個病
[00:13:48.440 --> 00:13:53.240]  你一個人有時候都會多一些事情去想的
[00:13:53.240 --> 00:13:56.840]  你最容易想到會發生什麼事情
[00:13:56.840 --> 00:14:00.440]  是你估計會有的
[00:14:00.440 --> 00:14:02.040]  於是他會說
[00:14:02.040 --> 00:14:05.640]  原來他很多時間在想
[00:14:05.640 --> 00:14:07.640]  你沒有時間 你很忙
[00:14:07.640 --> 00:14:09.240]  你一會兒要去買菜 去煮飯
[00:14:09.240 --> 00:14:10.840]  又要遊行 你很忙
[00:14:10.840 --> 00:14:16.040]  但是他24小時減了
[00:14:16.040 --> 00:14:17.240]  整天都睡不好
[00:14:17.240 --> 00:14:18.840]  當是8個小時
[00:14:18.840 --> 00:14:20.440]  16小時全部都是在想的
[00:14:20.440 --> 00:14:22.440]  全部都是用想來過程
[00:14:22.440 --> 00:14:24.440]  他想了很多事情都想不到的
[00:14:24.440 --> 00:14:25.240]  很多都想不到
[00:14:25.240 --> 00:14:27.240]  他真的很想找一個人說一下
[00:14:27.240 --> 00:14:30.040]  我想到這樣 那怎麼辦呢?
[00:14:30.040 --> 00:14:31.440]  當然你沒有答案的
[00:14:31.440 --> 00:14:33.240]  但是他想全部都告訴給人聽
[00:14:33.240 --> 00:14:38.240]  他有很多樣化的可能性在裏面
[00:14:38.240 --> 00:14:40.240]  他想整理一下這些東西
[00:14:40.240 --> 00:14:41.840]  透過跟你說
[00:14:41.840 --> 00:14:43.840]  你覺得我這個人是什麼呢?
[00:14:43.840 --> 00:14:45.840]  他想這樣最後找
[00:14:45.840 --> 00:14:47.240]  所以這個不確定
[00:14:47.240 --> 00:14:50.040]  你越聽越覺得很奇怪的
[00:14:50.040 --> 00:14:52.040]  譬如有些人會跟我說
[00:14:52.040 --> 00:14:57.040]  他說我擔心如果繼續這樣治療
[00:14:57.040 --> 00:15:00.440]  其實我真的怕不夠錢
[00:15:00.440 --> 00:15:03.240]  聽聞這些藥費是自己付的
[00:15:03.240 --> 00:15:06.040]  聽聞有些人說一個月幾萬的
[00:15:06.040 --> 00:15:08.040]  那我在想
[00:15:08.040 --> 00:15:11.040]  會不會留給家裡其他人用比較好呢?
[00:15:11.040 --> 00:15:13.640]  如果最後我還是治死了
[00:15:13.640 --> 00:15:15.440]  那將來一到他們有病
[00:15:15.440 --> 00:15:18.040]  他們就沒錢治了
[00:15:18.040 --> 00:15:19.240]  有些人更奇怪
[00:15:19.240 --> 00:15:23.640]  有些人說我那層樓想賣掉
[00:15:23.640 --> 00:15:29.040]  賣掉其實救錢的情況是大大增加的
[00:15:29.040 --> 00:15:31.040]  不過問題就是
[00:15:31.040 --> 00:15:32.840]  很辛苦存回來的
[00:15:32.840 --> 00:15:34.840]  存了大半生的這層樓
[00:15:34.840 --> 00:15:37.240]  20年至30年至40年了
[00:15:37.240 --> 00:15:39.240]  就是一個病沒有清光
[00:15:39.240 --> 00:15:42.040]  我捨不得 我真的捨不得買這層樓
[00:15:42.040 --> 00:15:44.640]  但我不是很傻嗎?
[00:15:44.640 --> 00:15:47.440]  這些問題
[00:15:47.440 --> 00:15:50.640]  你現在聽你也問問自己
[00:15:50.640 --> 00:15:52.640]  你是不是很傻呢?
[00:15:52.640 --> 00:15:54.640]  這些是不確定
[00:15:54.640 --> 00:15:57.240]  再不確定一些 再嚴重一些就是
[00:15:57.240 --> 00:15:59.040]  你猜如果我死了
[00:15:59.040 --> 00:16:02.640]  我老公怎麼樣呢?
[00:16:02.640 --> 00:16:06.040]  他會不會悲哀到很難受呢?
[00:16:06.040 --> 00:16:10.040]  但有時候我怕他不悲哀我就慘了
[00:16:10.040 --> 00:16:14.040]  這樣也有的
[00:16:14.040 --> 00:16:15.640]  你覺得你想他悲哀還是不悲哀
[00:16:15.640 --> 00:16:18.640]  自己也沒有答案
[00:16:18.640 --> 00:16:20.640]  不過越來越有趣的就是
[00:16:20.640 --> 00:16:22.840]  因為人家有足夠的內功
[00:16:22.840 --> 00:16:25.840]  一天練十六個小時是想的
[00:16:25.840 --> 00:16:27.840]  你想想練一個月不得了
[00:16:27.840 --> 00:16:29.840]  幾百個小時就想了
[00:16:29.840 --> 00:16:31.840]  你哪有足夠的內功啊?
[00:16:31.840 --> 00:16:34.840]  他跟你說的時候明知道你沒有答案
[00:16:34.840 --> 00:16:36.840]  但我想告訴你
[00:16:36.840 --> 00:16:38.840]  原因是什麼呢?
[00:16:38.840 --> 00:16:40.840]  記住了
[00:16:40.840 --> 00:16:42.840]  這屋子的人
[00:16:42.840 --> 00:16:44.840]  我不能說這些了
[00:16:44.840 --> 00:16:46.840]  我不說這些了
[00:16:46.840 --> 00:16:48.840]  我說死老公 兒子
[00:16:48.840 --> 00:16:50.840]  我不能說的了
[00:16:50.840 --> 00:16:53.840]  我想找個聽了沒什麼壞
[00:16:53.840 --> 00:16:55.840]  還放心的人來
[00:16:55.840 --> 00:16:57.840]  所以你來我跟你說
[00:16:57.840 --> 00:16:59.840]  哇
[00:16:59.840 --> 00:17:01.840]  你就明白到
[00:17:01.840 --> 00:17:03.840]  原來你來的作用
[00:17:03.840 --> 00:17:05.840]  就是你聽得
[00:17:05.840 --> 00:17:07.840]  最多殺你滅口
[00:17:07.840 --> 00:17:09.840]  你聽得
[00:17:09.840 --> 00:17:11.840]  但這屋子的人不聽得
[00:17:11.840 --> 00:17:13.840]  我不想他們聽到
[00:17:13.840 --> 00:17:15.840]  他們很難過
[00:17:15.840 --> 00:17:17.840]  這一關很好
[00:17:17.840 --> 00:17:19.840]  你突然說
[00:17:19.840 --> 00:17:21.840]  我明白為什麼我需要去探望他
[00:17:21.840 --> 00:17:23.840]  原來他再放在心裏
[00:17:23.840 --> 00:17:25.840]  抑壓
[00:17:25.840 --> 00:17:27.840]  屈住
[00:17:27.840 --> 00:17:29.840]  很辛苦
[00:17:29.840 --> 00:17:31.840]  比吃很苦的藥
[00:17:31.840 --> 00:17:33.840]  打很痛的針更辛苦
[00:17:33.840 --> 00:17:35.840]  因為很多個小時
[00:17:35.840 --> 00:17:37.840]  幾百個小時
[00:17:37.840 --> 00:17:39.840]  你想到這樣你會明白
[00:17:39.840 --> 00:17:41.840]  你今天存在的意義是什麼
[00:17:41.840 --> 00:17:43.840]  他終於找到一個聽得的人
[00:17:43.840 --> 00:17:45.840]  第二 當然
[00:17:45.840 --> 00:17:47.840]  最容易出現的是不滿
[00:17:47.840 --> 00:17:49.840]  不滿意
[00:17:49.840 --> 00:17:51.840]  病引起的不滿意
[00:17:51.840 --> 00:17:53.840]  是比我們沒病的人高
[00:17:53.840 --> 00:17:55.840]  沒病的人最多不滿就是
[00:17:55.840 --> 00:17:57.840]  屋子空氣不好
[00:17:57.840 --> 00:17:59.840]  工作不太好
[00:17:59.840 --> 00:18:01.840]  時間又長
[00:18:01.840 --> 00:18:03.840]  你說得多就習慣了
[00:18:03.840 --> 00:18:05.840]  如果你經常說
[00:18:05.840 --> 00:18:07.840]  工作時間長 屋子又小
[00:18:07.840 --> 00:18:09.840]  坐車又難
