
[00:00:00.000 --> 00:00:02.000]  各位親愛的電視姐妹
[00:02:10.000 --> 00:02:14.000]  正想過 突然間有輛車停在那裏
[00:02:14.000 --> 00:02:19.000]  但司機沒有拉好按鈕 車就後退
[00:02:20.000 --> 00:02:23.000]  結果不知不覺就撞倒了她
[00:02:23.000 --> 00:02:28.000]  撞倒之後 腦袋就跌在地上
[00:02:28.000 --> 00:02:32.000]  昏迷 進了醫院
[00:02:32.000 --> 00:02:37.000]  經過一段頗長的時間 我都忘記是多久了
[00:02:37.000 --> 00:02:40.000]  好幾個月 在醫院
[00:02:40.000 --> 00:02:45.000]  後來神即地 神給她吃一頓飯
[00:02:45.000 --> 00:02:49.000]  當然家人認識他們的弟兄姊妹
[00:02:49.000 --> 00:02:53.000]  非常愛主的弟兄姊妹 個個都歡喜若狂
[00:02:53.000 --> 00:02:57.000]  就是因為她醒了 醒了之後 做了物理治療
[00:02:57.000 --> 00:03:02.000]  做了各方面的事情 症益下 她可以出院
[00:03:02.000 --> 00:03:06.000]  而且是經過一段很長的時間 她出院了
[00:03:06.000 --> 00:03:09.000]  但唯一的問題
[00:03:09.000 --> 00:03:12.000]  我們初期都為她的丈夫感恩
[00:03:12.000 --> 00:03:15.000]  丈夫都很開心
[00:03:16.000 --> 00:03:20.000]  但想到的是 出院之後帶來的
[00:03:20.000 --> 00:03:23.000]  是越來越不開心
[00:03:23.000 --> 00:03:25.000]  主要原因是什麼呢
[00:03:25.000 --> 00:03:28.000]  原來她撞過那次車之後
[00:03:28.000 --> 00:03:33.000]  完全熟的人一個都不記得 一個都不認得
[00:03:33.000 --> 00:03:36.000]  對著自己的丈夫 好像陌路人一樣
[00:03:36.000 --> 00:03:40.000]  你是誰啊 完全不認識
[00:03:40.000 --> 00:03:45.000]  我們很難理解
[00:03:45.000 --> 00:03:47.000]  看起來好像完全康復的人
[00:03:47.000 --> 00:03:51.000]  為什麼這麼多熟的人一個都不記得
[00:03:51.000 --> 00:03:55.000]  以前發生的事情提醒她 她不記得
[00:03:55.000 --> 00:03:58.000]  但她的英文仍然很清晰
[00:03:58.000 --> 00:04:00.000]  沒有問題的
[00:04:00.000 --> 00:04:02.000]  所以很奇怪
[00:04:02.000 --> 00:04:05.000]  到底我們腦裏哪一塊東西
[00:04:05.000 --> 00:04:10.000]  只記得以前我們和人之間的事情
[00:04:10.000 --> 00:04:14.000]  如果將那些不好的東西抹掉
[00:04:14.000 --> 00:04:16.000]  多好啊 是不是
[00:04:16.000 --> 00:04:19.000]  人家傷害你的東西 抹掉了
[00:04:19.000 --> 00:04:22.000]  抹掉之後 記憶中的都是好東西
[00:04:22.000 --> 00:04:24.000]  這個真是很棒
[00:04:24.000 --> 00:04:28.000]  很可惜 今天不是這樣的
[00:04:28.000 --> 00:04:31.000]  我們對那些傷害過我們的人
[00:04:31.000 --> 00:04:33.000]  幾十年都記得
[00:04:33.000 --> 00:04:36.000]  有一對夫婦六十多歲還要鬧離婚
[00:04:36.000 --> 00:04:39.000]  離婚的時候 太太還記得
[00:04:39.000 --> 00:04:41.000]  我結婚那一天
[00:04:42.000 --> 00:04:44.000]  你這個負心漢 你不是愛我的
[00:04:44.000 --> 00:04:46.000]  自己開車 坐在這裏
[00:04:46.000 --> 00:04:48.000]  門都不為我開
[00:04:48.000 --> 00:04:51.000]  車門都不為我開 還記得
[00:04:51.000 --> 00:04:56.000]  這一幕原來是幾多年了
[00:04:56.000 --> 00:04:58.000]  差不多四十年前
[00:04:58.000 --> 00:05:02.000]  這一幕還記得在她裏面
[00:05:02.000 --> 00:05:04.000]  深印在裏面
[00:05:04.000 --> 00:05:06.000]  另一方面
[00:05:06.000 --> 00:05:10.000]  我們看現今非常多的衝突
[00:05:11.000 --> 00:05:14.000]  由國與國 以亞的
[00:05:14.000 --> 00:05:16.000]  以色列 阿拉伯國家
[00:05:16.000 --> 00:05:18.000]  以色列 巴勒斯坦
[00:05:18.000 --> 00:05:20.000]  ISIS
[00:05:20.000 --> 00:05:22.000]  和美國 歐洲
[00:05:22.000 --> 00:05:24.000]  這些聯軍之間
[00:05:24.000 --> 00:05:26.000]  另一方面
[00:05:26.000 --> 00:05:32.000]  有很多在國內不同種族的一些爭議
[00:05:32.000 --> 00:05:34.000]  另一方面 伊拉克本身
[00:05:34.000 --> 00:05:37.000]  遜尼派和另外一些派系
[00:05:37.000 --> 00:05:40.000]  在當中的一些爭奪
[00:05:40.000 --> 00:05:42.000]  不是你死就是我亡
[00:05:42.000 --> 00:05:45.000]  甚至腰前炸彈上了巴士
[00:05:45.000 --> 00:05:47.000]  大家同歸於盡
[00:05:47.000 --> 00:05:49.000]  那種仇恨去到一個地步
[00:05:49.000 --> 00:05:51.000]  不是你死就是我亡 就是這樣
[00:05:51.000 --> 00:05:55.000]  幾年前
[00:05:55.000 --> 00:05:57.000]  我去了中西部
[00:05:57.000 --> 00:06:01.000]  在辛西納特的地方
[00:06:01.000 --> 00:06:03.000]  有一個退休會
[00:06:03.000 --> 00:06:08.000]  是中西部七個不同的州
[00:06:09.000 --> 00:06:11.000]  一起舉行聯合的退休會
[00:06:11.000 --> 00:06:15.000]  有1500多個華人參加
[00:06:15.000 --> 00:06:17.000]  我記得有一次吃飯的時候
[00:06:17.000 --> 00:06:20.000]  有一個醫生帶著一些弟兄姐妹
[00:06:20.000 --> 00:06:24.000]  其中他介紹我認識了一個上海來的太太
[00:06:24.000 --> 00:06:26.000]  她來了那裏不久
[00:06:26.000 --> 00:06:28.000]  介紹了的時候
[00:06:28.000 --> 00:06:31.000]  我也將我的見證和他們說一說
[00:06:31.000 --> 00:06:33.000]  完了之後
[00:06:33.000 --> 00:06:35.000]  這個醫生才和我說
[00:06:35.000 --> 00:06:37.000]  他說吃飯的時候
[00:06:38.000 --> 00:06:39.000]  我已經不想再提到
[00:06:39.000 --> 00:06:42.000]  而是將他在家裏發生的事情告訴你
[00:06:42.000 --> 00:06:45.000]  因為我怕他忍受不了
[00:06:45.000 --> 00:06:47.000]  崩潰
[00:06:47.000 --> 00:06:51.000]  這位上海的太太
[00:06:51.000 --> 00:06:53.000]  去到那個地方
[00:06:53.000 --> 00:06:56.000]  主要是因為她的兒子
[00:06:56.000 --> 00:07:00.000]  在兩個多星期前
[00:07:00.000 --> 00:07:03.000]  就是那個營會的兩個多星期前
[00:07:03.000 --> 00:07:07.000]  開車的時間
[00:07:07.000 --> 00:07:09.000]  就爬了一輛車的頭
[00:07:09.000 --> 00:07:13.000]  她沒有想到爬了這輛車的頭之後
[00:07:13.000 --> 00:07:18.000]  就被這輛車的飆車爬回頭
[00:07:18.000 --> 00:07:21.000]  立刻急停在她的車前
[00:07:21.000 --> 00:07:23.000]  截停了她的車
[00:07:23.000 --> 00:07:25.000]  截停了之後
[00:07:25.000 --> 00:07:27.000]  兩個人下了車
[00:07:27.000 --> 00:07:29.000]  一個人拿著一支槍對準她
[00:07:29.000 --> 00:07:31.000]  開了兩槍打死了她的兒子
[00:07:31.000 --> 00:07:36.000]  當時她的兒子在那邊讀碩士
[00:07:36.000 --> 00:07:40.000]  這件事發生的時候
[00:07:40.000 --> 00:07:44.000]  震驚當地的傳媒
[00:07:44.000 --> 00:07:46.000]  人是抓到了
[00:07:46.000 --> 00:07:53.000]  但是兒子的生命已經無法挽回
[00:07:53.000 --> 00:07:55.000]  媽媽就是因為這樣
[00:07:55.000 --> 00:07:57.000]  由上海去到那個地方
[00:07:57.000 --> 00:07:59.000]  來幫兒子處理
[00:07:59.000 --> 00:08:02.000]  世上有非常多訴訟的問題
[00:08:02.000 --> 00:08:04.000]  壓力非常大
[00:08:05.000 --> 00:08:08.000]  是因為爬頭都不行
[00:08:08.000 --> 00:08:10.000]  要截回這輛車
[00:08:10.000 --> 00:08:15.000]  下車開槍殺死這個要爬頭的中國人
[00:08:15.000 --> 00:08:19.000]  幾年前
[00:08:19.000 --> 00:08:22.000]  我回到三十多年前
[00:08:22.000 --> 00:08:26.000]  牧羊開始教會和牧羊教會的阿靈頓
[00:08:26.000 --> 00:08:29.000]  探望頂智媒和港獨
[00:08:29.000 --> 00:08:31.000]  去到那邊的時候
[00:08:31.000 --> 00:08:33.000]  頂智媒跟我說
[00:08:34.000 --> 00:08:37.000]  在那裡很平靜的一個小市鎮
[00:08:37.000 --> 00:08:44.000]  竟然有一天郵局發生了驚天動地
[00:08:44.000 --> 00:08:49.000]  令到阿靈頓的人都心碎的一個新聞
[00:08:49.000 --> 00:08:52.000]  有一個在郵局
[00:08:52.000 --> 00:08:57.000]  因為被投訴非常多
[00:08:57.000 --> 00:09:01.000]  另一方面也不負責任的一個職員
[00:09:03.000 --> 00:09:06.000]  被郵局的局長開槍了
[00:09:06.000 --> 00:09:09.000]  開槍了之後兩天
[00:09:09.000 --> 00:09:13.000]  這個被開槍的人拿著槍去到郵局
[00:09:13.000 --> 00:09:15.000]  將局長殺死
[00:09:15.000 --> 00:09:17.000]  將另外一個職員殺死
[00:09:17.000 --> 00:09:22.000]  然後由一個去那裡準備寄信的人也被傷害
[00:09:22.000 --> 00:09:24.000]  然後他自己開槍自殺
[00:09:24.000 --> 00:09:27.000]  三個屍體在郵局裡
[00:09:27.000 --> 00:09:32.000]  而傷者是唯一一個生存
[00:09:32.000 --> 00:09:34.000]  就將整件事說出來
[00:09:34.000 --> 00:09:36.000]  一個人
[00:09:36.000 --> 00:09:39.000]  到底是什麼樣的深仇大恨
[00:09:39.000 --> 00:09:41.000]  是因為自己被開槍
[00:09:41.000 --> 00:09:44.000]  所以要殺了局長
[00:09:44.000 --> 00:09:46.000]  殺了他自己的同事
[00:09:46.000 --> 00:09:48.000]  來報復
[00:09:48.000 --> 00:09:50.000]  另外美國的新聞
[00:09:50.000 --> 00:09:52.000]  非常多
[00:09:52.000 --> 00:09:54.000]  發生的
[00:09:54.000 --> 00:09:55.000]  就是一些學生
[00:09:55.000 --> 00:09:57.000]  是因為不能升級
[00:09:57.000 --> 00:10:00.000]  因為成績不合他的心意
[00:10:01.000 --> 00:10:03.000]  是因為學校有些師長
[00:10:03.000 --> 00:10:05.000]  罵過他們 罰過他們
[00:10:05.000 --> 00:10:07.000]  帶來的結果
[00:10:07.000 --> 00:10:09.000]  是拿著一些槍
[00:10:09.000 --> 00:10:11.000]  殺十幾二十個學生
[00:10:11.000 --> 00:10:13.000]  殺了那些師長
[00:10:13.000 --> 00:10:15.000]  然後自己開槍自殺
[00:10:15.000 --> 00:10:18.000]  我在美國的時候
[00:10:18.000 --> 00:10:20.000]  也曾經有一個
[00:10:20.000 --> 00:10:22.000]  中國的留學生
[00:10:22.000 --> 00:10:26.000]  本來兩個學生一起在學校裡
[00:10:26.000 --> 00:10:28.000]  來讀書
[00:10:29.000 --> 00:10:30.000]  他也是在等著
[00:10:30.000 --> 00:10:32.000]  要拿一個獎學金
[00:10:32.000 --> 00:10:34.000]  結果最後
[00:10:34.000 --> 00:10:37.000]  獎學金是落在了他的同學那裡
[00:10:37.000 --> 00:10:39.000]  他自己懷恨在心
[00:10:39.000 --> 00:10:41.000]  拿著槍
[00:10:41.000 --> 00:10:43.000]  去到校園
[00:10:43.000 --> 00:10:45.000]  將他自己的同學開槍打死
[00:10:45.000 --> 00:10:47.000]  然後將副校長打死
[00:10:47.000 --> 00:10:49.000]  又將一個
[00:10:49.000 --> 00:10:52.000]  負責審核他們的論文的
[00:10:52.000 --> 00:10:54.000]  那個教授
[00:10:54.000 --> 00:10:56.000]  打死了
[00:10:56.000 --> 00:10:58.000]  最後自己開槍自殺
[00:10:58.000 --> 00:10:59.000]  就死了
[00:10:59.000 --> 00:11:02.000]  這件事不僅是當時轟動整個美國
[00:11:02.000 --> 00:11:04.000]  連中國大陸
[00:11:04.000 --> 00:11:06.000]  也是因為這個新聞
[00:11:06.000 --> 00:11:08.000]  非常震撼
[00:11:08.000 --> 00:11:10.000]  我們教會當時
[00:11:10.000 --> 00:11:12.000]  知道這個消息的時候
[00:11:12.000 --> 00:11:14.000]  全國教會
[00:11:14.000 --> 00:11:16.000]  都圍到死難者
[00:11:16.000 --> 00:11:18.000]  他們的親屬
[00:11:18.000 --> 00:11:20.000]  還有那個
[00:11:20.000 --> 00:11:22.000]  被他的同學槍殺的這位弟兄
[00:11:22.000 --> 00:11:24.000]  去到那邊信了主
[00:11:24.000 --> 00:11:26.000]  信得非常好的
[00:11:27.000 --> 00:11:28.000]  信了主之後
[00:11:28.000 --> 00:11:30.000]  他的太太
[00:11:30.000 --> 00:11:32.000]  甚至公開呼籲
[00:11:32.000 --> 00:11:36.000]  不要記恨
[00:11:36.000 --> 00:11:39.000]  他說願意從心底裡
[00:11:39.000 --> 00:11:42.000]  去原諒這位同學
[00:11:42.000 --> 00:11:44.000]  他自己很清楚
[00:11:44.000 --> 00:11:46.000]  我們在主裡面的人
[00:11:46.000 --> 00:11:50.000]  我們肯定將來會再一次見法
[00:11:50.000 --> 00:11:52.000]  當我們看到這些新聞的時候
[00:11:52.000 --> 00:11:54.000]  我們心裡想
[00:11:55.000 --> 00:11:56.000]  原來仇恨帶來
[00:11:56.000 --> 00:11:58.000]  這麼大的傷害
[00:11:58.000 --> 00:12:00.000]  我們回看香港
[00:12:00.000 --> 00:12:02.000]  一個兒子
[00:12:02.000 --> 00:12:04.000]  殺了父母
[00:12:04.000 --> 00:12:06.000]  甚至將他的屍體割成一塊塊
[00:12:06.000 --> 00:12:08.000]  是什麼深仇大恨呢
[00:12:08.000 --> 00:12:10.000]  不是一些大的傷害
[00:12:10.000 --> 00:12:12.000]  不是打
[00:12:12.000 --> 00:12:14.000]  不是傷害
[00:12:14.000 --> 00:12:16.000]  而是在生活上
[00:12:16.000 --> 00:12:18.000]  管他不讓他看電視
[00:12:18.000 --> 00:12:21.000]  或者是管他一些生活的事情
[00:12:21.000 --> 00:12:23.000]  一些習慣
[00:12:24.000 --> 00:12:26.000]  處處為了兒子而說
[00:12:26.000 --> 00:12:28.000]  帶來的結果
[00:12:28.000 --> 00:12:30.000]  就是兩夫婦招殺生之禍
[00:12:30.000 --> 00:12:32.000]  另一方面
[00:12:32.000 --> 00:12:34.000]  我回想我自己
[00:12:34.000 --> 00:12:36.000]  未信主之前
[00:12:36.000 --> 00:12:39.000]  原來恨
[00:12:39.000 --> 00:12:43.000]  往往不是對著我們不認識的人
[00:12:43.000 --> 00:12:45.000]  原來很多時候
[00:12:45.000 --> 00:12:48.000]  我們的恨是對著我們最熟悉的人
[00:12:48.000 --> 00:12:50.000]  是我們的家人
[00:12:50.000 --> 00:12:53.000]  我記得以前我有一個惡夢
[00:12:53.000 --> 00:12:59.000]  不是那些曾經令我媽媽自殺的人
[00:12:59.000 --> 00:13:02.000]  有時候惡夢竟然是
[00:13:02.000 --> 00:13:05.000]  我爸爸的樣子出現在我的腦海裡
[00:13:05.000 --> 00:13:07.000]  我懷恨
[00:13:07.000 --> 00:13:10.000]  埋怨他令我媽媽自殺
[00:13:10.000 --> 00:13:13.000]  埋怨他令我們成為黑五類
[00:13:13.000 --> 00:13:15.000]  埋怨他偏心
[00:13:15.000 --> 00:13:19.000]  有時候是我哥哥出現在我的腦海裡
[00:13:19.000 --> 00:13:21.000]  就是因為爸爸的偏心
[00:13:22.000 --> 00:13:23.000]  令我們兩兄弟不和
[00:13:23.000 --> 00:13:26.000]  很多很多的問題
[00:13:26.000 --> 00:13:29.000]  我們今天
[00:13:29.000 --> 00:13:31.000]  試一試看一看
[00:13:31.000 --> 00:13:34.000]  如果這些問題繼續不斷纏著我們的時候
[00:13:34.000 --> 00:13:36.000]  對我們有什麼影響呢?
[00:13:36.000 --> 00:13:41.000]  到底我們如何可以將這些仇恨徹底消除呢?
[00:13:41.000 --> 00:13:46.000]  約瑟給了我們一個非常好的板
[00:13:46.000 --> 00:13:50.000]  我們希望從他的身上看到這些板
[00:13:51.000 --> 00:13:53.000]  到底我們應該怎樣做呢?
[00:13:53.000 --> 00:13:55.000]  首先
[00:13:55.000 --> 00:13:58.000]  45章的第四到第五節
[00:13:58.000 --> 00:14:00.000]  我們一起讀一讀
[00:14:00.000 --> 00:14:03.000]  《創世紀》45章第四到第五節
[00:14:03.000 --> 00:14:06.000]  約瑟又對他的弟兄們說
[00:14:06.000 --> 00:14:08.000]  請你們近前來
[00:14:08.000 --> 00:14:10.000]  他們就近前來
[00:14:10.000 --> 00:14:12.000]  他說:我是你們的兄弟約瑟
[00:14:12.000 --> 00:14:15.000]  就是你們所埋到埃及的
[00:14:15.000 --> 00:14:18.000]  現在不要因為把我埋到這裡
[00:14:18.000 --> 00:14:20.000]  自憂自恨
[00:14:20.000 --> 00:14:21.000]  (咳嗽)
[00:14:21.000 --> 00:14:26.000]  弟兄姊妹
[00:14:26.000 --> 00:14:28.000]  這一段聖經
[00:14:28.000 --> 00:14:30.000]  約瑟對他的兄弟說
[00:14:30.000 --> 00:14:34.000]  我就是你們的兄弟約瑟
[00:14:34.000 --> 00:14:38.000]  就是你們所埋到埃及的
[00:14:38.000 --> 00:14:41.000]  要輸
[00:14:41.000 --> 00:14:45.000]  不一定需要忘記
[00:14:47.000 --> 00:14:50.000]  約瑟沒有忘記他哥哥在他身上做的事
[00:14:50.000 --> 00:14:53.000]  我是你們的兄弟約瑟
[00:14:53.000 --> 00:14:56.000]  就是你們所埋到埃及的一個
[00:14:56.000 --> 00:14:58.000]  他沒有忘記被埋的經歷
[00:14:58.000 --> 00:15:01.000]  17歲他就被埋
[00:15:01.000 --> 00:15:03.000]  他沒有忘記
[00:15:03.000 --> 00:15:08.000]  所以在這段聖經裏
[00:15:08.000 --> 00:15:10.000]  讓我們看得見
[00:15:10.000 --> 00:15:12.000]  如果我們強行迫自己忘記
[00:15:12.000 --> 00:15:14.000]  不忘記就咒詛自己
[00:15:14.000 --> 00:15:16.000]  其實是沒有必要的
[00:15:16.000 --> 00:15:18.000]  除非你真的洗腦
[00:15:18.000 --> 00:15:22.000]  真的清理清理記憶體
[00:15:22.000 --> 00:15:24.000]  是不可能的
[00:15:24.000 --> 00:15:26.000]  我也發覺到
[00:15:26.000 --> 00:15:28.000]  以前我爸爸做的事
[00:15:28.000 --> 00:15:30.000]  我忘記不了
[00:15:30.000 --> 00:15:32.000]  我媽媽的遭遇
[00:15:32.000 --> 00:15:34.000]  我忘記不了
[00:15:34.000 --> 00:15:36.000]  但我發覺到
[00:15:36.000 --> 00:15:38.000]  我可以完全正面看回
[00:15:38.000 --> 00:15:40.000]  以前的一切
[00:15:40.000 --> 00:15:42.000]  主要的原因在哪裏呢
[00:15:42.000 --> 00:15:44.000]  主要的原因
[00:15:45.000 --> 00:15:47.000]  原來是有些活生生的板
[00:15:47.000 --> 00:15:49.000]  來給我們看的
[00:15:49.000 --> 00:15:52.000]  如果我們能夠學到這些板的時候
[00:15:52.000 --> 00:15:54.000]  原來你會發覺到
[00:15:54.000 --> 00:15:58.000]  過去你覺得是別人傷害你的地方
[00:15:58.000 --> 00:16:00.000]  你會反而發覺
[00:16:00.000 --> 00:16:02.000]  你要多謝他們
[00:16:02.000 --> 00:16:04.000]  是多謝神透過他們的手
[00:16:04.000 --> 00:16:06.000]  建立了你一些
[00:16:06.000 --> 00:16:08.000]  是錢都買不到的東西
[00:16:08.000 --> 00:16:10.000]  是一些永恆的東西
[00:16:10.000 --> 00:16:12.000]  是讓你學到一些
[00:16:12.000 --> 00:16:14.000]  你以前沒有辦法學到的功課
[00:16:14.000 --> 00:16:16.000]  是做到一些你以前做不到的東西
[00:16:16.000 --> 00:16:18.000]  那些東西是甚麼呢
[00:16:18.000 --> 00:16:20.000]  饒恕
[00:16:20.000 --> 00:16:22.000]  不是去忘記
[00:16:22.000 --> 00:16:24.000]  饒恕
[00:16:24.000 --> 00:16:27.000]  而是要改變自己的看法
[00:16:27.000 --> 00:16:29.000]  我們一起去看看
[00:16:29.000 --> 00:16:31.000]  第五節
[00:16:31.000 --> 00:16:33.000]  至到第八節
[00:16:33.000 --> 00:16:35.000]  第五
[00:16:35.000 --> 00:16:37.000]  至到第八節
[00:16:37.000 --> 00:16:39.000]  我們再讀五到第八節
[00:16:39.000 --> 00:16:41.000]  一起來
[00:16:42.000 --> 00:16:45.000]  不要因為把我賣到這裡自憂自恨
[00:16:45.000 --> 00:16:48.000]  這是神差我在你們以先
[00:16:48.000 --> 00:16:50.000]  為要保存生命
[00:16:50.000 --> 00:16:54.000]  現在這地的饑荒已經兩年了
[00:16:54.000 --> 00:16:56.000]  還有五年不能耕種
[00:16:56.000 --> 00:16:58.000]  不能收成
[00:16:58.000 --> 00:17:00.000]  神差我在你們以先來
[00:17:00.000 --> 00:17:03.000]  為要給你們存留餘種在世上
[00:17:03.000 --> 00:17:11.000]  神差我到這裡來的不是你們
[00:17:11.000 --> 00:17:12.000]  乃是神
[00:17:12.000 --> 00:17:15.000]  他也使我如法老的父
[00:17:15.000 --> 00:17:17.000]  作他全家的主
[00:17:17.000 --> 00:17:19.000]  並埃及全地的宰相
[00:17:19.000 --> 00:17:21.000]  約瑟
[00:17:21.000 --> 00:17:25.000]  用一個完全嶄新的理解
[00:17:25.000 --> 00:17:28.000]  是神將一個嶄新的理解
[00:17:28.000 --> 00:17:30.000]  放在約瑟的裡面
[00:17:30.000 --> 00:17:33.000]  以至從心裡面
[00:17:33.000 --> 00:17:35.000]  為了他哥哥做的事
[00:17:35.000 --> 00:17:37.000]  是感恩
[00:17:37.000 --> 00:17:39.000]  而不是恨
[00:17:39.000 --> 00:17:42.000]  這個嶄新的了解是什麼呢?
[00:17:42.000 --> 00:17:44.000]  第一
[00:17:44.000 --> 00:17:46.000]  第五節
[00:17:46.000 --> 00:17:51.000]  那段聖經很清楚地提到
[00:17:51.000 --> 00:17:55.000]  現在不要因為把我賣到這裡
[00:17:55.000 --> 00:17:57.000]  就自憂自恨
[00:17:57.000 --> 00:17:59.000]  約瑟勸他的哥哥
[00:17:59.000 --> 00:18:03.000]  這是神差我在你們以先來
[00:18:03.000 --> 00:18:05.000]  為要保存生命
[00:18:06.000 --> 00:18:09.000]  不是你們賣我
[00:18:09.000 --> 00:18:13.000]  是神利用你們差我到這裡來
[00:18:13.000 --> 00:18:15.000]  差我到這裡來
[00:18:15.000 --> 00:18:17.000]  最主要的目的是為了什麼呢?
[00:18:17.000 --> 00:18:19.000]  第一 保存生命
[00:18:19.000 --> 00:18:21.000]  保存自己約瑟的生命
[00:18:21.000 --> 00:18:23.000]  約瑟差不多在說
[00:18:23.000 --> 00:18:25.000]  如果我不是先來
[00:18:25.000 --> 00:18:27.000]  我可能和你們一樣
[00:18:27.000 --> 00:18:29.000]  遲早會死在以色列
[00:18:29.000 --> 00:18:31.000]  死在格納
[00:18:31.000 --> 00:18:33.000]  我們沒有命了
[00:18:33.000 --> 00:18:35.000]  是保存了他的生命
[00:18:35.000 --> 00:18:36.000]  保存了他的生命
[00:18:36.000 --> 00:18:38.000]  第二 第七節
[00:18:38.000 --> 00:18:41.000]  神差我在你們以先來
[00:18:41.000 --> 00:18:45.000]  為要給你們存留羽種在世上
[00:18:45.000 --> 00:18:47.000]  這是一個長遠的意思
[00:18:47.000 --> 00:18:51.000]  是為以色列保存羽種在世上
[00:18:51.000 --> 00:18:55.000]  大家知道以色列人的才子
[00:18:55.000 --> 00:18:57.000]  凹凹皆辛苦
[00:18:57.000 --> 00:19:01.000]  為什麼呢?
[00:19:01.000 --> 00:19:03.000]  很簡單
[00:19:04.000 --> 00:19:06.000]  他們的曾祖父
[00:19:06.000 --> 00:19:09.000]  祖父約瑟爸爸
[00:19:09.000 --> 00:19:12.000]  曾祖父阿伯拉罕
[00:19:12.000 --> 00:19:16.000]  是到99歲都沒有孩子
[00:19:16.000 --> 00:19:22.000]  他的太婆89歲都沒有孩子
[00:19:22.000 --> 00:19:28.000]  阿伯拉罕是100歲才生孩子
[00:19:28.000 --> 00:19:30.000]  只有一顆
[00:19:32.000 --> 00:19:34.000]  阿伯拉罕的太太薩拉
[00:19:34.000 --> 00:19:36.000]  是到90歲才生孩子
[00:19:36.000 --> 00:19:40.000]  我不知道大家是否相信
[00:19:40.000 --> 00:19:44.000]  90歲的婆婆可以生孩子
[00:19:44.000 --> 00:19:46.000]  有多少人相信呢?
[00:19:46.000 --> 00:19:49.000]  真的這麼厲害?
[00:19:49.000 --> 00:19:51.000]  見過嗎?
[00:19:51.000 --> 00:19:53.000]  全世界有沒有?
[00:19:53.000 --> 00:19:57.000]  90歲生孩子的女人有沒有?
[00:19:57.000 --> 00:19:59.000]  從未試過 只有一個
[00:19:59.000 --> 00:20:01.000]  全球只有一個
[00:20:01.000 --> 00:20:02.000]  就是薩拉
[00:20:02.000 --> 00:20:05.000]  所以
[00:20:05.000 --> 00:20:09.000]  你可以說以色列的開始很困難
[00:20:09.000 --> 00:20:11.000]  是神蹟
[00:20:11.000 --> 00:20:13.000]  然後薩拉生了多少個?
[00:20:13.000 --> 00:20:15.000]  一個
[00:20:15.000 --> 00:20:17.000]  只有一個
[00:20:17.000 --> 00:20:19.000]  這個就是誰?就是以撒
[00:20:19.000 --> 00:20:21.000]  以撒生了多少個?
[00:20:21.000 --> 00:20:23.000]  兩個
[00:20:23.000 --> 00:20:25.000]  有一個還不在裡面
[00:20:25.000 --> 00:20:28.000]  以素也差不多去了東亞那邊
[00:20:29.000 --> 00:20:34.000]  完全不屬於以色列的先祖
[00:20:34.000 --> 00:20:36.000]  只剩下雅各
[00:20:36.000 --> 00:20:38.000]  雅各就爭氣
[00:20:38.000 --> 00:20:40.000]  一生生多少個?12個
[00:20:40.000 --> 00:20:43.000]  但12個都不是每個都好的
[00:20:43.000 --> 00:20:46.000]  所以你可以說是一顆顆的
[00:20:46.000 --> 00:20:48.000]  是辛苦的
[00:20:48.000 --> 00:20:50.000]  神話
