
[00:00:00.000 --> 00:00:06.560]  我打算用三次崇拜港獨的時間
[00:03:47.040 --> 00:03:48.720]  我一邊看的時候
[00:03:48.720 --> 00:03:52.800]  我發覺這個就是最重要的主調
[00:03:52.800 --> 00:03:56.240]  這個主調其實在提摩太后書裡面重複出現的
[00:03:56.240 --> 00:03:57.760]  如果你讀的時候
[00:03:57.760 --> 00:04:00.160]  我鼓勵大家自己拿這個
[00:04:00.160 --> 00:04:01.520]  很短的四張
[00:04:01.520 --> 00:04:02.960]  看完再看
[00:04:02.960 --> 00:04:05.200]  我用不同的譯本
[00:04:05.200 --> 00:04:06.640]  看多幾次的時候
[00:04:06.640 --> 00:04:08.400]  我相信你都會感染到
[00:04:08.400 --> 00:04:10.880]  觸摸到保羅的心事
[00:04:10.880 --> 00:04:13.840]  我們一起來給他鼓勵
[00:04:13.840 --> 00:04:15.280]  他的鼓勵就是說
[00:04:15.280 --> 00:04:17.840]  我們要帶一種態度
[00:04:17.840 --> 00:04:20.400]  縱然這個世界是這樣
[00:04:20.400 --> 00:04:23.040]  縱然這個世界越來越壞
[00:04:23.040 --> 00:04:26.080]  縱然這個世界令我們很失望
[00:04:26.080 --> 00:04:27.680]  然而
[00:04:27.680 --> 00:04:30.560]  但是我講這兩句話不是我講
[00:04:30.560 --> 00:04:34.960]  是保羅在提摩太后書裡面重複出現的字眼
[00:04:34.960 --> 00:04:36.640]  而且很有趣的
[00:04:36.640 --> 00:04:40.000]  他好幾段都講到這個世界是這麼壞
[00:04:40.000 --> 00:04:43.040]  這個世界好像令我們越來越失望
[00:04:43.040 --> 00:04:44.320]  一講完之後
[00:04:44.320 --> 00:04:48.640]  你留意他用一個很雜用的說話
[00:04:48.640 --> 00:04:49.840]  But
[00:04:49.840 --> 00:04:51.840]  或者用希臘語的原文
[00:04:51.840 --> 00:04:54.560]  就是Zude
[00:04:54.560 --> 00:04:57.280]  Zu的意思是你
[00:04:57.280 --> 00:04:58.240]  但是
[00:04:58.240 --> 00:04:59.200]  用這樣的意思
[00:04:59.200 --> 00:05:01.840]  就是說這個世界是這樣的
[00:05:01.840 --> 00:05:05.440]  但是你不一定要像他們那樣
[00:05:05.440 --> 00:05:07.520]  你不一定要被他們打倒
[00:05:07.520 --> 00:05:09.040]  你有選擇的
[00:05:09.040 --> 00:05:11.280]  這一種我們可以稱他為
[00:05:11.280 --> 00:05:16.960]  是一種不認命的士氣和志氣
[00:05:16.960 --> 00:05:20.960]  這種志氣和士氣才是重要的
[00:05:20.960 --> 00:05:22.960]  基督徒都沒有什麼新的方法
[00:05:22.960 --> 00:05:25.840]  都沒有什麼特別的應對方式
[00:05:25.840 --> 00:05:26.720]  不過
[00:05:26.720 --> 00:05:28.400]  基督徒有一樣東西不同的
[00:05:28.400 --> 00:05:30.400]  就是Zude
[00:05:30.400 --> 00:05:32.080]  第三章第十節
[00:05:32.080 --> 00:05:33.440]  第三章十四節
[00:05:33.440 --> 00:05:34.320]  四章五節
[00:05:34.320 --> 00:05:35.600]  同樣出現這個字
[00:05:35.600 --> 00:05:39.360]  都是在講完這個世界令我們很失望的時候
[00:05:39.360 --> 00:05:40.880]  保羅說的
[00:05:40.880 --> 00:05:45.120]  今天我想和大家集中在第二章
[00:05:45.120 --> 00:05:47.920]  我們研究第二章
[00:05:47.920 --> 00:05:49.920]  第二章一劈頭
[00:05:49.920 --> 00:05:51.440]  又是這個字
[00:05:51.440 --> 00:05:52.640]  差不多這個字
[00:05:52.640 --> 00:05:55.840]  其實第一章最後一邊講
[00:05:55.840 --> 00:05:59.440]  保羅另一件令他很難過的事
[00:05:59.440 --> 00:06:03.440]  就是當保羅說當他最需要人的時候
[00:06:03.440 --> 00:06:05.440]  最無助的時候
[00:06:05.440 --> 00:06:07.440]  那些人都走了
[00:06:07.440 --> 00:06:08.720]  沒有一個人在
[00:06:08.720 --> 00:06:10.240]  不過
[00:06:10.240 --> 00:06:12.240]  這個世界有很多不同的人
[00:06:12.240 --> 00:06:13.280]  有這麼壞的人
[00:06:13.280 --> 00:06:14.800]  有這麼多令我們失望的人
[00:06:14.800 --> 00:06:18.800]  但也有一個家庭到處來找我
[00:06:18.800 --> 00:06:20.800]  希望能夠幫助我
[00:06:20.800 --> 00:06:22.800]  所以這個世界就是這樣
[00:06:22.800 --> 00:06:26.240]  接著第二章第一節
[00:06:26.240 --> 00:06:27.760]  接著保羅說
[00:06:27.760 --> 00:06:34.160]  (中文)
[00:06:34.160 --> 00:06:35.760]  (中文)
[00:06:35.760 --> 00:06:38.240]  就是說就是因為這個世界是這樣
[00:06:38.240 --> 00:06:40.240]  那你又怎樣呢
[00:06:40.240 --> 00:06:42.240]  你就要選擇
[00:06:42.240 --> 00:06:45.440]  要做一個貴重的器皿
[00:06:45.440 --> 00:06:49.520]  而不甘於做一個卑賤的器皿
[00:06:49.520 --> 00:06:52.240]  這裡展開了第二章
[00:06:52.240 --> 00:06:53.200]  我一邊看
[00:06:53.200 --> 00:06:56.240]  我發覺我可以數到有七個
[00:06:56.240 --> 00:06:58.800]  保羅用了很鮮明的形象
[00:06:58.800 --> 00:07:00.800]  用比喻很鮮明的形象
[00:07:00.800 --> 00:07:05.520]  讓我們記住這種志氣和士氣
[00:07:05.520 --> 00:07:07.520]  這七個形象
[00:07:07.520 --> 00:07:09.520]  是很容易記住的
[00:07:09.520 --> 00:07:11.520]  我希望今天我講完之後
[00:07:11.520 --> 00:07:12.320]  大家都記得
[00:07:12.320 --> 00:07:13.120]  不用背的
[00:07:13.120 --> 00:07:13.840]  七個而已
[00:07:13.840 --> 00:07:14.640]  很容易的
[00:07:14.640 --> 00:07:16.640]  還有很深印象的
[00:07:16.640 --> 00:07:19.680]  我們一起進入這一段聖經
[00:07:19.680 --> 00:07:21.680]  第二章裡面
[00:07:21.680 --> 00:07:23.680]  好像我們剛才所讀的
[00:07:23.680 --> 00:07:26.240]  我先跟大家說兩個很鮮明的形象
[00:07:26.240 --> 00:07:27.520]  我重複重複
[00:07:27.520 --> 00:07:29.520]  我們題目都提了出來
[00:07:29.520 --> 00:07:33.920]  一個保羅稱為貴重的器皿
[00:07:33.920 --> 00:07:36.720]  另一個對比的
[00:07:36.720 --> 00:07:38.720]  卑賤的器皿
[00:07:38.720 --> 00:07:43.520]  我先看這兩個形象
[00:07:43.520 --> 00:07:46.720]  記載當然是第二章
[00:07:46.720 --> 00:07:48.720]  第十九至二十幾節
[00:07:48.720 --> 00:07:49.920]  剛才我們讀過了
[00:07:49.920 --> 00:07:52.320]  不過我都想簡單讀一讀
[00:07:52.320 --> 00:07:54.320]  給大家聽
[00:07:54.320 --> 00:07:56.320]  第十九節說
[00:07:56.320 --> 00:08:00.320]  然而神堅固的根基已經立定
[00:08:00.320 --> 00:08:04.320]  上面刻著這樣的印記
[00:08:04.320 --> 00:08:06.320]  意思就是說
[00:08:06.320 --> 00:08:08.320]  好像一間屋子
[00:08:08.320 --> 00:08:10.320]  前面有兩個牌
[00:08:10.320 --> 00:08:12.320]  給兩種不同的人
[00:08:12.320 --> 00:08:16.320]  在第二章和整個大學小說裡面
[00:08:16.320 --> 00:08:18.320]  都有很多這個對比
[00:08:18.320 --> 00:08:20.320]  兩個牌
[00:08:20.320 --> 00:08:22.320]  第一張寫著
[00:08:22.320 --> 00:08:26.320]  主認識屬於他的人
[00:08:26.320 --> 00:08:28.320]  這是一個稱讚
[00:08:28.320 --> 00:08:32.320]  第二個牌是警告
[00:08:32.320 --> 00:08:36.320]  他說如果凡稱呼主名的人
[00:08:36.320 --> 00:08:40.320]  都要離開畢業
[00:08:40.320 --> 00:08:42.320]  這是一個警告
[00:08:42.320 --> 00:08:44.320]  為什麼這兩個牌這麼不同呢
[00:08:44.320 --> 00:08:46.320]  接著就進屋了
[00:08:46.320 --> 00:08:48.320]  進去屋裡
[00:08:48.320 --> 00:08:54.320]  大屋裡一般人家有金器銀器
[00:08:54.320 --> 00:08:56.320]  也有木器瓦器
[00:08:56.320 --> 00:09:00.320]  有貴重的也有卑賤的
[00:09:00.320 --> 00:09:02.320]  人若自結離開卑賤的事
[00:09:02.320 --> 00:09:04.320]  必作貴重的器名
[00:09:04.320 --> 00:09:06.320]  成為聖結合乎主用
[00:09:06.320 --> 00:09:10.320]  預備行各樣的善事
[00:09:10.320 --> 00:09:12.320]  重複了兩次很清楚
[00:09:12.320 --> 00:09:14.320]  貴重的器名
[00:09:14.320 --> 00:09:16.320]  卑賤的器名
[00:09:16.320 --> 00:09:18.320]  究竟在說什麼呢
[00:09:18.320 --> 00:09:20.320]  和什麼對比呢
[00:09:20.320 --> 00:09:22.320]  我們要深入一點
[00:09:22.320 --> 00:09:24.320]  了解聖經
[00:09:24.320 --> 00:09:26.320]  究竟聖經想我們知道
[00:09:26.320 --> 00:09:28.320]  和說什麼
[00:09:28.320 --> 00:09:30.320]  首先我們很容易有個聯想
[00:09:30.320 --> 00:09:36.320]  或者是想得沒有那麼準確和深刻
[00:09:36.320 --> 00:09:40.320]  以為所說的貴重和卑賤
[00:09:40.320 --> 00:09:42.320]  是來自物質
[00:09:42.320 --> 00:09:44.320]  來自他那個
[00:09:44.320 --> 00:09:46.320]  用什麼來做的
[00:09:46.320 --> 00:09:48.320]  這些材料並不是最重要的
[00:09:48.320 --> 00:09:50.320]  你說不是
[00:09:50.320 --> 00:09:52.320]  你說金銀材料就貴重
[00:09:52.320 --> 00:09:56.320]  木、瓦這些就卑賤
[00:09:56.320 --> 00:09:58.320]  其實不是木、瓦卑賤
[00:09:58.320 --> 00:10:00.320]  金銀是貴重
[00:10:00.320 --> 00:10:04.320]  因為我們中文很容易有這樣的聯想
[00:10:04.320 --> 00:10:06.320]  這些是貴的
[00:10:06.320 --> 00:10:08.320]  那些是便宜的
[00:10:08.320 --> 00:10:10.320]  原來貴重和卑賤
[00:10:10.320 --> 00:10:12.320]  在原來的希臘文原來的意思
[00:10:12.320 --> 00:10:14.320]  並不是這樣的
[00:10:14.320 --> 00:10:20.320]  貴重原來的希臘文叫Teme
[00:10:20.320 --> 00:10:22.320]  如果直譯用英文就比較準確
[00:10:22.320 --> 00:10:26.320]  就叫Honored
[00:10:26.320 --> 00:10:28.320]  有榮譽
[00:10:28.320 --> 00:10:30.320]  令你很proud
[00:10:30.320 --> 00:10:32.320]  覺得可以代表我那個
[00:10:32.320 --> 00:10:34.320]  值得我驕傲的地方
[00:10:34.320 --> 00:10:40.320]  然後卑賤不是那些東西便宜
[00:10:40.320 --> 00:10:42.320]  其實是Dishonor
[00:10:42.320 --> 00:10:46.320]  這個字其實是Dishonor
[00:10:46.320 --> 00:10:48.320]  不是那些東西便宜和卑賤
[00:10:48.320 --> 00:10:52.320]  而是那些東西令我很醜
[00:10:52.320 --> 00:10:54.320]  很噁心
[00:10:54.320 --> 00:10:58.320]  有人來探我的時候
[00:10:58.320 --> 00:11:00.320]  那些東西放在後面
[00:11:00.320 --> 00:11:02.320]  當時來說很簡單
[00:11:02.320 --> 00:11:06.320]  就是那些盛載垃圾
[00:11:06.320 --> 00:11:08.320]  或者盛載糞便
[00:11:08.320 --> 00:11:10.320]  人家來探我的時候
[00:11:10.320 --> 00:11:12.320]  就放在後面
[00:11:12.320 --> 00:11:14.320]  很醜的東西
[00:11:14.320 --> 00:11:16.320]  不讓人看
[00:11:16.320 --> 00:11:18.320]  然後那些貴重
[00:11:18.320 --> 00:11:20.320]  不是因為物質貴重
[00:11:20.320 --> 00:11:22.320]  聽清楚
[00:11:22.320 --> 00:11:24.320]  留意讀聖經
[00:11:24.320 --> 00:11:26.320]  這裡說的是貴重的器皿
[00:11:26.320 --> 00:11:28.320]  在乎他裝了些什麼
[00:11:28.320 --> 00:11:30.320]  最重要
[00:11:30.320 --> 00:11:32.320]  是個器皿
[00:11:32.320 --> 00:11:34.320]  這個才是重心
[00:11:34.320 --> 00:11:38.320]  可能他本身不一定是很貴重的東西
[00:11:38.320 --> 00:11:40.320]  但是他裝的東西
[00:11:40.320 --> 00:11:42.320]  是值得驕傲的東西
[00:11:42.320 --> 00:11:44.320]  譬如可能是一張照片
[00:11:44.320 --> 00:11:46.320]  是他爺爺
[00:11:46.320 --> 00:11:50.320]  國家或政府頒過大獎給他
[00:11:50.320 --> 00:11:52.320]  他很勇敢
[00:11:52.320 --> 00:11:54.320]  朋友來到的時候
[00:11:54.320 --> 00:11:56.320]  看到原來你的家族
[00:11:56.320 --> 00:11:58.320]  有這麼出色的人
[00:11:58.320 --> 00:12:00.320]  榮譽
[00:12:00.320 --> 00:12:02.320]  Honor
[00:12:02.320 --> 00:12:06.320]  貴重在於他裝了貴重的東西
[00:12:06.320 --> 00:12:09.320]  所以這個才是重點所在
[00:12:09.320 --> 00:12:12.320]  在這裡保羅要去挑戰我們
[00:12:12.320 --> 00:12:14.320]  是的這個世界
[00:12:14.320 --> 00:12:16.320]  有貴重的人
[00:12:16.320 --> 00:12:18.320]  也有很多卑賤的人
[00:12:18.320 --> 00:12:20.320]  不過問題是你可以選
[00:12:20.320 --> 00:12:22.320]  看你裝什麼進去的時候
[00:12:22.320 --> 00:12:24.320]  令你貴重還是卑賤
[00:12:24.320 --> 00:12:26.320]  有榮譽的
[00:12:26.320 --> 00:12:28.320]  還是那些醜陋的
[00:12:28.320 --> 00:12:30.320]  不光彩的東西
[00:12:30.320 --> 00:12:32.320]  其實
[00:12:32.320 --> 00:12:34.320]  那些載著垃圾
[00:12:34.320 --> 00:12:36.320]  糞便
[00:12:36.320 --> 00:12:38.320]  在家居裡
[00:12:38.320 --> 00:12:40.320]  慢慢他自己也會帶走
[00:12:40.320 --> 00:12:42.320]  所以他自己也會卑賤
[00:12:42.320 --> 00:12:44.320]  這個就是兩條不同的路
[00:12:44.320 --> 00:12:46.320]  你去選擇
[00:12:46.320 --> 00:12:48.320]  我經常覺得
[00:12:48.320 --> 00:12:50.320]  我們今天這個世界
[00:12:50.320 --> 00:12:52.320]  事實上是
[00:12:52.320 --> 00:12:54.320]  如果我們環顧我們周圍
[00:12:54.320 --> 00:12:56.320]  我們看周圍所發生的事
[00:12:56.320 --> 00:12:58.320]  甚至我們身邊的國家
[00:12:58.320 --> 00:13:00.320]  卑賤的事
[00:13:00.320 --> 00:13:02.320]  是多的
[00:13:02.320 --> 00:13:04.320]  我們要承認
[00:13:04.320 --> 00:13:06.320]  充斥著
[00:13:06.320 --> 00:13:08.320]  有些是高貴的
[00:13:08.320 --> 00:13:10.320]  貴重的東西
[00:13:10.320 --> 00:13:12.320]  不過有時很少聽到
[00:13:12.320 --> 00:13:14.320]  聽到的全部都是欺詐的
[00:13:14.320 --> 00:13:16.320]  那些是
[00:13:16.320 --> 00:13:18.320]  強暴的
[00:13:18.320 --> 00:13:20.320]  淫賤的
[00:13:20.320 --> 00:13:22.320]  你有沒有留意
[00:13:22.320 --> 00:13:24.320]  欺騙的
[00:13:24.320 --> 00:13:26.320]  還有那些是
[00:13:26.320 --> 00:13:28.320]  虛偽的
[00:13:28.320 --> 00:13:30.320]  這些各樣的東西
[00:13:30.320 --> 00:13:32.320]  是充斥著我們周圍
[00:13:32.320 --> 00:13:34.320]  而那些東西
[00:13:34.320 --> 00:13:36.320]  如果我們沒有留意的時候
[00:13:36.320 --> 00:13:38.320]  我們很容易將它
[00:13:38.320 --> 00:13:40.320]  載入我們的心裡
[00:13:40.320 --> 00:13:42.320]  我們盛載了那些東西
[00:13:42.320 --> 00:13:44.320]  盛載著盛載著我們變成他一樣的卑賤
[00:13:44.320 --> 00:13:46.320]  所以這裡
[00:13:46.320 --> 00:13:48.320]  聖經的挑戰就是你載什麼
[00:13:48.320 --> 00:13:50.320]  進你的生命裡
[00:13:50.320 --> 00:13:52.320]  生命裡有些是美好的東西
[00:13:52.320 --> 00:13:54.320]  好像這裏第22節就說
[00:13:54.320 --> 00:13:56.320]  美好的東西是用清潔的心
[00:13:56.320 --> 00:13:58.320]  來追求
[00:13:58.320 --> 00:14:00.320]  公義
[00:14:00.320 --> 00:14:02.320]  信心、愛心、和平等等
[00:14:02.320 --> 00:14:04.320]  這些神的美
[00:14:04.320 --> 00:14:06.320]  這個世界還有這些的
[00:14:06.320 --> 00:14:08.320]  不過不多,偶爾聽到的時候
[00:14:08.320 --> 00:14:10.320]  為什麼你不爭取機會將它載入
[00:14:10.320 --> 00:14:12.320]  你的內心,問題就是
[00:14:12.320 --> 00:14:14.320]  你可以將它載入內心
[00:14:14.320 --> 00:14:16.320]  慢慢你自己變成貴族
[00:14:16.320 --> 00:14:18.320]  這個重心就在這裡
[00:14:18.320 --> 00:14:20.320]  真是要
[00:14:20.320 --> 00:14:22.320]  我們每一個人要提醒自己
[00:14:22.320 --> 00:14:24.320]  第一就是你載什麼進你的生命裡
[00:14:24.320 --> 00:14:26.320]  其實這個世界
[00:14:26.320 --> 00:14:28.320]  就是充滿了這些的卑賤
[00:14:28.320 --> 00:14:30.320]  但是你還要將它載入的時候
[00:14:30.320 --> 00:14:32.320]  你自己也會卑賤
[00:14:32.320 --> 00:14:34.320]  我有時覺得我自己也不為意
[00:14:34.320 --> 00:14:36.320]  有一段時間
[00:14:36.320 --> 00:14:38.320]  我就是
[00:14:38.320 --> 00:14:40.320]  我們這樣的伯伯
[00:14:40.320 --> 00:14:42.320]  一上地鐵
[00:14:42.320 --> 00:14:44.320]  那個年輕人
[00:14:44.320 --> 00:14:46.320]  就斷了我前面
[00:14:46.320 --> 00:14:48.320]  就霸了我最後的優先座
[00:14:48.320 --> 00:14:50.320]  那當然不會看我
[00:14:50.320 --> 00:14:52.320]  那當然不會看我
[00:14:52.320 --> 00:14:54.320]  那我就立即上地鐵就看電影了
[00:14:54.320 --> 00:14:56.320]  豈有此理
[00:14:56.320 --> 00:14:58.320]  看你的醜樣
[00:14:58.320 --> 00:15:00.320]  看實一點
[00:15:00.320 --> 00:15:02.320]  他也卑賤了
[00:15:02.320 --> 00:15:04.320]  何必要將那些卑賤的東西
[00:15:04.320 --> 00:15:06.320]  帶到我心裡整輛車
[00:15:06.320 --> 00:15:08.320]  也卑賤了
[00:15:08.320 --> 00:15:10.320]  我又幫不了他
[00:15:10.320 --> 00:15:12.320]  他也不會改
[00:15:12.320 --> 00:15:14.320]  是不是?不如在這個時間
[00:15:14.320 --> 00:15:16.320]  我心裡想想,其實不是每個人都像他這樣
[00:15:16.320 --> 00:15:18.320]  這個世界還有好人的
[00:15:18.320 --> 00:15:20.320]  上個星期
[00:15:20.320 --> 00:15:22.320]  有個女孩比他年輕
[00:15:22.320 --> 00:15:24.320]  我上車的時候
[00:15:24.320 --> 00:15:26.320]  他就走過來
[00:15:26.320 --> 00:15:28.320]  你坐吧
[00:15:28.320 --> 00:15:30.320]  有點甜
[00:15:30.320 --> 00:15:32.320]  我們不將這些貴重的東西
[00:15:32.320 --> 00:15:34.320]  放在心裡
[00:15:34.320 --> 00:15:36.320]  我們試試來操練這件事
[00:15:36.320 --> 00:15:38.320]  我們自己也好
[00:15:38.320 --> 00:15:40.320]  我們身邊的基督徒
[00:15:40.320 --> 00:15:42.320]  大家互相鼓勵也好
[00:15:42.320 --> 00:15:44.320]  好人好事這個世界還有的
[00:15:44.320 --> 00:15:46.320]  所以保羅說
[00:15:46.320 --> 00:15:48.320]  保羅都走了
[00:15:48.320 --> 00:15:50.320]  保羅沒有停在這裡
[00:15:50.320 --> 00:15:52.320]  他說還有個家庭
[00:15:52.320 --> 00:15:54.320]  他還來找我
[00:15:54.320 --> 00:15:56.320]  這才能將我們成為貴族
[00:15:56.320 --> 00:15:58.320]  在我們心裡多等神的美
[00:15:58.320 --> 00:16:02.320]  我在家裡和太太
[00:16:02.320 --> 00:16:04.320]  有時也很喜歡
[00:16:04.320 --> 00:16:06.320]  不是故意的
[00:16:06.320 --> 00:16:08.320]  很喜歡哪個人難得
[00:16:08.320 --> 00:16:10.320]  在這樣的世界裡
[00:16:10.320 --> 00:16:12.320]  還可以這麼好惡
[00:16:12.320 --> 00:16:14.320]  不考慮代價
[00:16:14.320 --> 00:16:16.320]  真是好
[00:16:16.320 --> 00:16:18.320]  這個真是好
[00:16:18.320 --> 00:16:20.320]  我們可以多點互相鼓勵
[00:16:20.320 --> 00:16:22.320]  而不是不斷的
[00:16:22.320 --> 00:16:24.320]  不知不覺的
[00:16:24.320 --> 00:16:26.320]  將那些悲戰的東西放在自己的心裡
[00:16:26.320 --> 00:16:28.320]  到最後就像剛才所說的
[00:16:28.320 --> 00:16:30.320]  再分辨的
[00:16:30.320 --> 00:16:32.320]  自己也抽起來
[00:16:32.320 --> 00:16:34.320]  自己也變成悲戰
[00:16:34.320 --> 00:16:36.320]  我們不甘做悲戰的器皿
[00:16:36.320 --> 00:16:38.320]  我們要做貴重的器皿
[00:16:38.320 --> 00:16:40.320]  這個是
[00:16:40.320 --> 00:16:42.320]  保羅第一個對比
[00:16:42.320 --> 00:16:44.320]  放在我們面前
[00:16:44.320 --> 00:16:46.320]  好嗎?
[00:16:46.320 --> 00:16:48.320]  接著保羅就用了
[00:16:48.320 --> 00:16:50.320]  三個很鮮明的比喻
[00:16:50.320 --> 00:16:52.320]  老大告訴我們
[00:16:52.320 --> 00:16:54.320]  你要這麼做
[00:16:54.320 --> 00:16:56.320]  並不是一想就能做到
[00:16:56.320 --> 00:16:58.320]  要付出代價
[00:16:58.320 --> 00:17:00.320]  要去努力
[00:17:00.320 --> 00:17:02.320]  在過程裡
[00:17:02.320 --> 00:17:04.320]  有幾樣東西都要提醒自己
[00:17:04.320 --> 00:17:06.320]  那幾樣東西
[00:17:06.320 --> 00:17:08.320]  他又用三個比喻
[00:17:08.320 --> 00:17:10.320]  很清楚很鮮明的
[00:17:10.320 --> 00:17:12.320]  讓我們記得
[00:17:12.320 --> 00:17:14.320]  不如我們研究一下
[00:17:14.320 --> 00:17:16.320]  這三個的比喻
[00:17:16.320 --> 00:17:18.320]  剛才我們所讀的聖經裡
[00:17:18.320 --> 00:17:20.320]  第二章
[00:17:20.320 --> 00:17:22.320]  第三節到第六節
[00:17:22.320 --> 00:17:24.320]  就說出這三個的比喻
[00:17:24.320 --> 00:17:26.320]  我相信你可能
