
[00:00:00.000 --> 00:00:07.000]  我們選擇崇拜的時候
[00:02:51.920 --> 00:02:54.200]  你說在亂世裏面
[00:02:54.200 --> 00:02:56.720]  怎麼可能有平安呢
[00:02:57.640 --> 00:03:00.840]  而平安更加可能是一個心理上的狀態
[00:03:00.840 --> 00:03:04.720]  或者這一刻外面是沒有改變的
[00:03:04.720 --> 00:03:11.280]  但你的心境是可以選擇不同的態度去面對
[00:03:11.280 --> 00:03:14.600]  如果平安教大家一個希伯來文
[00:03:14.600 --> 00:03:18.280]  可能這是你人生第一個學會的希伯來文
[00:03:18.280 --> 00:03:19.920]  有沒有人會讀
[00:03:19.920 --> 00:03:21.600]  有了
[00:03:21.600 --> 00:03:23.600]  你們很熟悉希伯來文
[00:03:23.600 --> 00:03:26.360]  九成人都會
[00:03:26.680 --> 00:03:27.840]  Shalom
[00:03:27.840 --> 00:03:32.640]  Shalom 原來是猶太人說平安
[00:03:32.640 --> 00:03:34.840]  所以每一次我站起來的時候
[00:03:34.840 --> 00:03:36.200]  我說各位聽眾平安
[00:03:36.200 --> 00:03:37.920]  其實我是說Shalom
[00:03:37.920 --> 00:03:43.080]  Shalom在最原本希伯來人自己是什麼意思呢
[00:03:43.080 --> 00:03:46.640]  原來他們有Complete
[00:03:46.640 --> 00:03:48.440]  或者說Whole
[00:03:48.440 --> 00:03:49.560]  即是什麼
[00:03:49.560 --> 00:03:50.640]  完整
[00:03:50.640 --> 00:03:55.680]  即是原來祝福你平安是希望祝福你完整
[00:03:56.680 --> 00:03:57.920]  這個完整是什麼意思
[00:03:57.920 --> 00:03:59.920]  特別是說到心理上
[00:03:59.920 --> 00:04:02.120]  在心態上 心境上
[00:04:02.120 --> 00:04:03.320]  或者說Whole
[00:04:03.320 --> 00:04:04.960]  都是完整的意思
[00:04:04.960 --> 00:04:06.960]  沒有一個完全的意思
[00:04:06.960 --> 00:04:08.680]  所以他們很具體
[00:04:08.680 --> 00:04:11.920]  從小到大他們教導小朋友什麼叫做Shalom
[00:04:11.920 --> 00:04:14.080]  他們會用這些具體的例子
[00:04:14.080 --> 00:04:16.120]  其中一個就是一幅牆
[00:04:16.120 --> 00:04:18.800]  一幅牆你看到是
[00:04:18.800 --> 00:04:20.960]  如果是裂開了
[00:04:20.960 --> 00:04:22.280]  就不完整
[00:04:22.280 --> 00:04:25.280]  一幅牆裂開了不完整
[00:04:25.440 --> 00:04:26.800]  怎麼才算Shalom
[00:04:26.800 --> 00:04:29.520]  就是沒有裂痕
[00:04:29.520 --> 00:04:31.280]  一幅牆重新砌起來
[00:04:31.280 --> 00:04:34.000]  就會完整了
[00:04:34.000 --> 00:04:37.800]  或者他們會形容一個社區
[00:04:37.800 --> 00:04:39.720]  一個城市
[00:04:39.720 --> 00:04:43.240]  這個城市這個社區怎樣會有平安呢
[00:04:43.240 --> 00:04:47.240]  就是每個人可以相安無事
[00:04:47.240 --> 00:04:50.920]  可以一起帶著愛去生活
[00:04:50.920 --> 00:04:54.320]  所以當他們見到別人的時候
[00:04:54.680 --> 00:04:56.480]  他會問別人平安
[00:04:56.480 --> 00:04:59.560]  他會祝福別人平安
[00:04:59.560 --> 00:05:03.640]  大衛當日去到戰場去探望他的哥哥的時候
[00:05:03.640 --> 00:05:06.560]  他去到的時候他都是問平安
[00:05:06.560 --> 00:05:09.760]  究竟我的哥哥平不平安
[00:05:09.760 --> 00:05:11.640]  各位大兄姐妹
[00:05:11.640 --> 00:05:14.440]  今天你平不平安
[00:05:14.440 --> 00:05:18.200]  如果用一個形容詞去形容你
[00:05:18.200 --> 00:05:22.000]  你會不會形容你自己這一刻是平安
[00:05:23.080 --> 00:05:25.640]  我相信這一刻可能有少部分的大兄姐妹
[00:05:25.640 --> 00:05:27.280]  未必覺得平安
[00:05:27.280 --> 00:05:30.480]  因為可能有家人病了
[00:05:30.480 --> 00:05:34.640]  可能今天我們最少有十幾二十位朋友
[00:05:34.640 --> 00:05:37.160]  是在香港來了不久
[00:05:37.160 --> 00:05:39.040]  有些可能來了半年
[00:05:39.040 --> 00:05:40.520]  有些可能來了幾個月
[00:05:40.520 --> 00:05:43.080]  有些甚至來了一個星期
[00:05:43.080 --> 00:05:47.080]  他跟我說的女傳道我們都未能安頓
[00:05:47.080 --> 00:05:51.960]  我們的心裏面都有很多的不平安
[00:05:52.960 --> 00:05:56.360]  但我們今天說怎樣可以取得平安呢
[00:05:56.360 --> 00:06:00.160]  在二次卦書第七章說
[00:06:00.160 --> 00:06:05.480]  他的統治及統治帶來的和平必永無止境
[00:06:05.480 --> 00:06:08.720]  他要坐在祂祖先大衛的寶座上
[00:06:08.720 --> 00:06:12.200]  以公正和公義執政直到永遠
[00:06:12.200 --> 00:06:18.360]  天君的上主熱切的介入必定使者事成就
[00:06:18.360 --> 00:06:22.080]  這裡是說耶穌基督有一天會來到
[00:06:22.080 --> 00:06:24.520]  說有一個救世主來到的時候
[00:06:24.520 --> 00:06:28.400]  如果你今天覺得你所身處的地方的政治不平安
[00:06:28.400 --> 00:06:30.040]  你覺得沒有公義
[00:06:30.040 --> 00:06:31.960]  你覺得很不安
[00:06:31.960 --> 00:06:36.160]  很想告訴你幾千年前的聖經已經預言了
[00:06:36.160 --> 00:06:38.840]  有一天有一個救世主會來到
[00:06:38.840 --> 00:06:41.960]  而給你的平安是永無止境的
[00:06:41.960 --> 00:06:44.880]  是不會有盡頭的
[00:06:44.880 --> 00:06:46.480]  他講得很清楚
[00:06:46.480 --> 00:06:49.600]  這個和平是永無止境的
[00:06:50.880 --> 00:06:56.480]  我帶大家去到二千多年前耶穌的時代
[00:06:56.480 --> 00:06:59.640]  去到聖地 去到耶路撒冷
[00:06:59.640 --> 00:07:02.160]  有一天我們一起想像一下
[00:07:02.160 --> 00:07:06.200]  當耶穌帶著一群門徒上山
[00:07:06.200 --> 00:07:08.000]  我們都去過那個山
[00:07:08.000 --> 00:07:11.480]  那個山能夠看到下面耶路撒冷的地方
[00:07:11.480 --> 00:07:14.520]  那時候耶路撒冷正在動用
[00:07:14.520 --> 00:07:17.120]  正在做一個很大的工程
[00:07:17.120 --> 00:07:18.440]  耗時多少年呢?
[00:07:18.800 --> 00:07:22.800]  耗時幾十年 七十八十年去做這個工程
[00:07:22.800 --> 00:07:25.240]  他們看的時候是還沒有建好
[00:07:25.240 --> 00:07:26.880]  還沒有建好
[00:07:26.880 --> 00:07:31.080]  看到正在建一個很大的工地
[00:07:31.080 --> 00:07:33.800]  馬科罕十三章一節這樣說
[00:07:33.800 --> 00:07:36.520]  耶穌從電裡出來的時候
[00:07:36.520 --> 00:07:38.120]  有一個門徒對他說
[00:07:38.120 --> 00:07:45.440]  「夫子 請看 這是何等的石頭 何等的電雨」
[00:07:45.840 --> 00:07:48.840]  原來當時正在準備建一個很大的聖殿
[00:07:48.840 --> 00:07:50.640]  我一會兒告訴你大得如何
[00:07:50.640 --> 00:07:52.640]  那些門徒很讚嘆
[00:07:52.640 --> 00:07:54.040]  他們看到那些石頭
[00:07:54.040 --> 00:07:57.840]  那些石頭我一會兒告訴你可以很大塊的
[00:07:57.840 --> 00:07:59.280]  大到什麼程度呢?
[00:07:59.280 --> 00:08:04.240]  他們說那些石頭是從遠處運過來
[00:08:04.240 --> 00:08:09.200]  經過打磨 全部都是四十呎乘十二呎乘十二呎
[00:08:09.200 --> 00:08:11.680]  是這麼大塊石頭
[00:08:11.680 --> 00:08:14.160]  然後一路砌一砌 砌一個聖殿出來
[00:08:14.720 --> 00:08:16.640]  我之前去過加巴隆
[00:08:16.640 --> 00:08:20.120]  他說那些石頭是很珍貴的
[00:08:20.120 --> 00:08:23.680]  因為當日羅馬政府要顯示一下它的實力
[00:08:23.680 --> 00:08:26.320]  運了一些很漂亮的石頭
[00:08:26.320 --> 00:08:30.400]  我們那天去到聖地的時候
[00:08:30.400 --> 00:08:32.920]  那天是三十一、二度左右
[00:08:32.920 --> 00:08:33.800]  你以為很熱
[00:08:33.800 --> 00:08:35.360]  但是風吹得很舒服
[00:08:35.360 --> 00:08:39.560]  摸到那些石頭 全部都是很冰涼的
[00:08:39.560 --> 00:08:41.360]  那種感覺很特別
[00:08:41.360 --> 00:08:44.160]  所以我記得他們很著重那種石頭
[00:08:44.360 --> 00:08:46.920]  而石頭也代表著穩固
[00:08:46.920 --> 00:08:49.720]  那聖殿有多大呢?
[00:08:49.720 --> 00:08:52.440]  之前那個是所羅門王的聖殿
[00:08:52.440 --> 00:08:56.000]  後來就是當日耶穌和門徒看到的那個聖殿
[00:08:56.000 --> 00:08:58.640]  比例上是大很多的
[00:08:58.640 --> 00:09:00.160]  那大到什麼程度呢?
[00:09:00.160 --> 00:09:03.640]  我又將它和一個美式足球場來比較
[00:09:03.640 --> 00:09:07.120]  這個聖殿可以告訴你那個歷史
[00:09:07.120 --> 00:09:10.120]  就是在耶穌出生之前
[00:09:10.120 --> 00:09:12.920]  差不多公元前二十年開始建造
[00:09:13.240 --> 00:09:15.960]  建造到公元後
[00:09:15.960 --> 00:09:19.240]  就是耶穌出生之後大約六十四年
[00:09:19.240 --> 00:09:21.120]  就是建造了差不多八十年
[00:09:21.120 --> 00:09:25.080]  如果你和一個美式足球場比較
[00:09:25.080 --> 00:09:27.200]  比例上就是這樣
[00:09:27.200 --> 00:09:29.920]  下面那個就是一個美式足球場
[00:09:29.920 --> 00:09:34.240]  聖殿大約就是這樣的形狀
[00:09:34.240 --> 00:09:37.480]  剛才門徒和耶穌說
[00:09:37.480 --> 00:09:40.040]  「耶穌 你看這個工程多大」
[00:09:40.040 --> 00:09:41.720]  「我還沒有建造完」
[00:09:42.000 --> 00:09:44.240]  「已經知道它很厲害了」
[00:09:44.240 --> 00:09:45.640]  耶穌怎麼回答他呢?
[00:09:45.640 --> 00:09:48.640]  在馬科宗十三章二節
[00:09:48.640 --> 00:09:49.480]  耶穌這樣和他說
[00:09:49.480 --> 00:09:53.000]  「耶穌對他說:你看見這大電如嗎?」
[00:09:53.000 --> 00:09:56.800]  「將來在這裡沒有一塊石頭」
[00:09:56.800 --> 00:10:00.640]  「留在石頭上 不被拆毀了」
[00:10:00.640 --> 00:10:02.160]  可能你一聽
[00:10:02.160 --> 00:10:04.480]  這一刻如果你沒有看過這段經文
[00:10:04.480 --> 00:10:07.320]  我知道今天也有些朋友還沒有信耶穌
[00:10:07.320 --> 00:10:09.240]  可能你未必看過這段經文
[00:10:09.240 --> 00:10:10.200]  可能你會想
[00:10:10.200 --> 00:10:11.720]  「不是吧 這麼大的工程」
[00:10:11.720 --> 00:10:14.280]  「四十呎乘十二呎乘十二呎的石頭」
[00:10:14.280 --> 00:10:17.440]  「你說有一天會一塊不在一塊上」
[00:10:17.440 --> 00:10:20.760]  今天的你可能容易理解一點點
[00:10:20.760 --> 00:10:21.560]  為什麼呢?
[00:10:21.560 --> 00:10:23.360]  因為我們今天見識多了很多
[00:10:23.360 --> 00:10:26.120]  我們知道現在科技的殺傷力
[00:10:26.120 --> 00:10:27.120]  很容易而已
[00:10:27.120 --> 00:10:29.160]  你放不知多少噸炸藥就可以了
[00:10:29.160 --> 00:10:31.280]  但當日的人不知道
[00:10:31.280 --> 00:10:33.480]  當日的人就是看到這個工程
[00:10:33.480 --> 00:10:34.800]  很大的石頭很大
[00:10:34.800 --> 00:10:36.240]  但為什麼會這樣呢?
[00:10:36.240 --> 00:10:37.360]  為什麼耶穌會說
[00:10:37.360 --> 00:10:40.720]  「一塊石頭不會在另一塊石頭之上呢?」
[00:10:40.720 --> 00:10:42.160]  看下去
[00:10:42.160 --> 00:10:45.720]  當時耶穌在我剛才說的那個山
[00:10:45.720 --> 00:10:48.480]  在橄欖山上對著聖殿坐著
[00:10:48.480 --> 00:10:51.400]  彼得和雅各和約翰和安德烈
[00:10:51.400 --> 00:10:53.200]  暗暗地問祂
[00:10:53.200 --> 00:10:55.960]  因為聽不明白耶穌的那句話
[00:10:55.960 --> 00:10:57.520]  為什麼一塊石頭這麼大
[00:10:57.520 --> 00:10:59.040]  不可以在另一塊之上呢?
[00:10:59.040 --> 00:11:00.560]  真的問耶穌
[00:11:00.560 --> 00:11:01.880]  祂就說
[00:11:01.880 --> 00:11:03.960]  「耶穌 你可不可以告訴我們」
[00:11:03.960 --> 00:11:06.960]  「什麼時候有這件事?」
[00:11:07.400 --> 00:11:09.720]  「這些一切的事將成的時候」
[00:11:09.720 --> 00:11:11.960]  「有什麼預兆呢?」
[00:11:11.960 --> 00:11:13.680]  大家都很想知道
[00:11:13.680 --> 00:11:14.560]  如果剛才我和你說
[00:11:14.560 --> 00:11:15.280]  「世界末日」
[00:11:15.280 --> 00:11:16.360]  那你會說
[00:11:16.360 --> 00:11:17.200]  「你怎麼知道?」
[00:11:17.200 --> 00:11:18.240]  「你為什麼這麼肯定?」
[00:11:18.240 --> 00:11:19.360]  「有什麼預兆呢?」
[00:11:19.360 --> 00:11:22.160]  其實當日在門徒的心裡面
[00:11:22.160 --> 00:11:24.840]  他都以為是世界末日那一天
[00:11:24.840 --> 00:11:27.840]  世界末日那一天才會有這樣的事
[00:11:27.840 --> 00:11:29.880]  才會整個聖殿倒塌
[00:11:29.880 --> 00:11:32.480]  才會一塊石頭不在另一塊石頭上
[00:11:32.480 --> 00:11:35.880]  在《馬太福音》同樣有這段記載
[00:11:35.880 --> 00:11:37.440]  他多說了一點資料
[00:11:37.440 --> 00:11:38.320]  我給大家看看
[00:11:38.320 --> 00:11:39.640]  他也是說
[00:11:39.640 --> 00:11:41.760]  耶穌在橄欖山上坐著的時候
[00:11:41.760 --> 00:11:43.760]  門徒就靜靜地問他
[00:11:43.760 --> 00:11:45.480]  「耶穌 你告訴我們」
[00:11:45.480 --> 00:11:47.560]  「什麼時候有這些事呢?」
[00:11:47.560 --> 00:11:50.920]  「你降臨和世界末了」
[00:11:50.920 --> 00:11:53.360]  「有什麼徵兆 有什麼預兆呢?」
[00:11:53.360 --> 00:11:54.840]  原來門徒的心想
[00:11:54.840 --> 00:11:56.680]  就是這麼大的聖殿都會倒塌
[00:11:56.680 --> 00:11:57.960]  肯定是世界末日才會這樣
[00:11:57.960 --> 00:11:59.840]  他真的很想問耶穌
[00:11:59.840 --> 00:12:00.920]  「你來吧」
[00:12:00.920 --> 00:12:02.960]  「你再來的時候就是世界末日」
[00:12:02.960 --> 00:12:05.440]  「世界末日的時候有什麼徵兆?」
[00:12:06.440 --> 00:12:08.240]  耶穌在《馬太福音》跟他們說
[00:12:08.240 --> 00:12:11.440]  「你們要謹慎」
[00:12:11.440 --> 00:12:13.920]  首先對基督徒說
[00:12:13.920 --> 00:12:18.680]  「你要謹慎 免得有人迷惑你們」
[00:12:18.680 --> 00:12:20.280]  因為到了末世的時候
[00:12:20.280 --> 00:12:21.920]  有很多不同的宗教
[00:12:21.920 --> 00:12:23.200]  有很多不同的偶像
[00:12:23.200 --> 00:12:24.560]  有很多不同的人出來了
[00:12:24.560 --> 00:12:26.280]  他們會說「我就是耶穌基督了」
[00:12:26.280 --> 00:12:27.960]  在第七節
[00:12:27.960 --> 00:12:30.680]  他們說「你們聽見打仗和打仗的風聲」
[00:12:30.680 --> 00:12:33.240]  「不要害怕 因為這些事是必須有的」
[00:12:33.240 --> 00:12:35.200]  「只是末期還沒有來到」
[00:12:35.320 --> 00:12:38.320]  耶穌清楚知道門徒誤解了
[00:12:38.320 --> 00:12:39.680]  以為在說末世
[00:12:39.680 --> 00:12:41.440]  但耶穌說得很清楚
[00:12:41.440 --> 00:12:45.320]  「我在說聖殿會倒塌的時候」
[00:12:45.320 --> 00:12:47.080]  「這還不是末世」
[00:12:47.080 --> 00:12:49.040]  「不過是開頭」
[00:12:49.040 --> 00:12:55.480]  「是開頭已經有打仗和打仗的風聲」
[00:12:55.480 --> 00:12:57.200]  接著繼續說
[00:12:57.200 --> 00:13:01.000]  「民要攻打民 國要攻打國」
[00:13:01.160 --> 00:13:06.760]  「多處必有地震 饑荒 這都是災難的起頭」
[00:13:06.760 --> 00:13:08.520]  原來耶穌說當日
[00:13:08.520 --> 00:13:11.760]  是說當日會民會攻打民
[00:13:11.760 --> 00:13:14.280]  國會攻打國
[00:13:14.280 --> 00:13:17.400]  有地震 有饑荒
[00:13:17.400 --> 00:13:19.960]  好像很熟悉現在的時候
[00:13:19.960 --> 00:13:24.600]  但耶穌說這些都是災難的起頭
[00:13:24.600 --> 00:13:28.840]  原來有這些事情是說最開頭的時候
[00:13:29.200 --> 00:13:32.000]  我特別藍色了「災難」這兩個字
[00:13:32.000 --> 00:13:35.280]  原來希臘文
[00:13:35.280 --> 00:13:38.640]  因為用《新約聖經》的時候是用希臘文寫的
[00:13:38.640 --> 00:13:42.560]  這個字的原文的解釋是什麼呢?
[00:13:42.560 --> 00:13:44.120]  大家看看
[00:13:44.120 --> 00:13:46.760]  這裡只有一半人明白 一半人不明白
[00:13:46.760 --> 00:13:48.360]  不是 可能沒有一半
[00:13:48.360 --> 00:13:51.720]  是解釋什麼呢?
[00:13:51.720 --> 00:13:54.800]  生產的陣痛
[00:13:54.800 --> 00:13:55.800]  我不明白
[00:13:55.800 --> 00:13:58.000]  大家明白嗎?
[00:13:58.520 --> 00:14:01.240]  有些弟兄姐妹有了
[00:14:01.240 --> 00:14:02.840]  有些生了幾個小朋友
[00:14:02.840 --> 00:14:03.960]  他會很明白
[00:14:03.960 --> 00:14:05.800]  有些十幾個孫子會很明白
[00:14:05.800 --> 00:14:08.880]  陣痛我也有找過一些資料
[00:14:08.880 --> 00:14:14.400]  他說如果孕婦在三十多週就開始痛
[00:14:14.400 --> 00:14:16.520]  陣痛的徵兆是怎樣呢?
[00:14:16.520 --> 00:14:18.360]  就是開始痛
[00:14:18.360 --> 00:14:20.000]  越來越怎樣?
[00:14:20.000 --> 00:14:21.800]  越來越怎樣?
[00:14:21.800 --> 00:14:26.560]  會脈 又會痛
[00:14:26.840 --> 00:14:28.480]  接著寶寶出生了
[00:14:28.480 --> 00:14:30.640]  原來在希臘文
[00:14:30.640 --> 00:14:31.920]  這個中間的字就是希臘文
[00:14:31.920 --> 00:14:33.080]  它真的這樣翻譯的
[00:14:33.080 --> 00:14:34.520]  是叫birth pains
[00:14:34.520 --> 00:14:38.360]  原來主要在聖經裡面出現最多的次數
[00:14:38.360 --> 00:14:39.960]  是用藍色表示
[00:14:39.960 --> 00:14:43.760]  其實就是在說生產的痛苦
[00:14:43.760 --> 00:14:49.200]  為什麼會形容這些地震是生產的痛苦呢?
[00:14:49.200 --> 00:14:51.240]  原來耶穌很想說
[00:14:51.240 --> 00:14:52.240]  就是說開頭的時候
[00:14:52.240 --> 00:14:53.880]  你真的會看到民攻打民
[00:14:53.880 --> 00:14:54.920]  國要攻打國
[00:14:54.920 --> 00:14:56.520]  有饑荒 有地震
[00:14:56.680 --> 00:14:58.680]  但是如果用陣痛的意思
[00:14:58.680 --> 00:15:01.760]  就是說這些情況會越來越密
[00:15:01.760 --> 00:15:04.160]  越來越嚴重
[00:15:04.160 --> 00:15:07.360]  或許真的好像今天這樣
[00:15:07.360 --> 00:15:08.560]  越來越密
[00:15:08.560 --> 00:15:10.120]  越來越靠近
[00:15:10.120 --> 00:15:11.560]  越來越嚴重
[00:15:11.560 --> 00:15:15.160]  當耶穌剛才說沒有一塊石頭
[00:15:15.160 --> 00:15:17.840]  是留在另一塊石頭上
[00:15:17.840 --> 00:15:20.960]  原來當日剛才給你看到的那些石頭
[00:15:20.960 --> 00:15:23.160]  就是那些叫做白色的大理石
[00:15:23.160 --> 00:15:24.960]  主要是由那些去建造
[00:15:25.480 --> 00:15:29.000]  當時第一世紀有一位歷史學家
[00:15:29.000 --> 00:15:31.680]  叫做約瑟夫
[00:15:31.680 --> 00:15:33.640]  他是第一世紀的人
[00:15:33.640 --> 00:15:34.760]  他當時就寫
[00:15:34.760 --> 00:15:36.600]  他形容這個聖殿
[00:15:36.600 --> 00:15:40.600]  屋頂上是有些黃金反照著出來
[00:15:40.600 --> 00:15:43.240]  所以當陽光曬下去的時候
[00:15:43.240 --> 00:15:44.320]  那種反光
[00:15:44.320 --> 00:15:46.000]  整個聖殿都有白色
[00:15:46.000 --> 00:15:47.520]  太陽又曬下來
[00:15:47.520 --> 00:15:50.120]  有些金和白色的反光
[00:15:50.120 --> 00:15:53.440]  很有金碧輝煌的感覺
[00:15:54.000 --> 00:15:55.920]  但是他說當主后
[00:15:55.920 --> 00:15:57.880]  就是第七十年
[00:15:57.880 --> 00:16:00.800]  提多將軍在四月九日
[00:16:00.800 --> 00:16:01.960]  哇 就快了
[00:16:01.960 --> 00:16:03.600]  我們現在是四月三日
[00:16:03.600 --> 00:16:05.160]  他說當日的四月九日
[00:16:05.160 --> 00:16:06.440]  開始圍城
[00:16:06.440 --> 00:16:08.000]  圍繞著耶路撒冷
[00:16:08.000 --> 00:16:09.280]  其實等於封城
[00:16:09.280 --> 00:16:13.120]  他說要將城裏面的所有人斷糧斷食
[00:16:13.120 --> 00:16:15.680]  然後最後大約在九月的時候
[00:16:15.680 --> 00:16:16.800]  他開始焚城
[00:16:16.800 --> 00:16:18.160]  燒整個城
[00:16:18.160 --> 00:16:20.280]  他怎樣燒呢
[00:16:20.280 --> 00:16:22.080]  他就要搭一些大的木架
[00:16:22.240 --> 00:16:24.960]  然後在上面鋪一些燃料
[00:16:24.960 --> 00:16:27.360]  去將整個聖殿燒了
[00:16:27.360 --> 00:16:29.600]  但是當燒了聖殿的時候
[00:16:29.600 --> 00:16:31.000]  那些金去了哪裡呢
[00:16:31.000 --> 00:16:32.800]  流了下去
[00:16:32.800 --> 00:16:35.080]  是的 有些人知道
[00:16:35.080 --> 00:16:36.400]  流了下去石縫那裏
[00:16:36.400 --> 00:16:38.560]  所以當燒完之後
[00:16:38.560 --> 00:16:40.320]  當羅馬丁丁來到的時候
[00:16:40.320 --> 00:16:43.240]  我們所謂他要找一些東西拿走
[00:16:43.240 --> 00:16:44.280]  那他拿什麼走呢
[00:16:44.280 --> 00:16:45.560]  拿一些金
[00:16:45.560 --> 00:16:49.640]  然後他想辦法將石頭中間的金
[00:16:49.640 --> 00:16:50.960]  溶在石縫那裏
[00:16:50.960 --> 00:16:52.160]  就去拿出來
[00:16:52.400 --> 00:16:53.440]  所以原來因為這樣
[00:16:53.440 --> 00:16:57.600]  耶穌的預言真的很快就應驗
[00:16:57.600 --> 00:16:59.560]  那些石頭沒有了
[00:16:59.560 --> 00:17:00.120]  放在上面
[00:17:00.120 --> 00:17:01.520]  因為那些金溶了的時候
[00:17:01.520 --> 00:17:03.800]  人們就要去拿走
[00:17:03.800 --> 00:17:07.840]  剛才說起頭的時候
[00:17:07.840 --> 00:17:10.520]  原來當耶穌說完這個預言
[00:17:10.520 --> 00:17:12.520]  這個預言在幾十年之後發生了
[00:17:12.520 --> 00:17:14.440]  在公元七十年的時候發生了
[00:17:14.440 --> 00:17:16.760]  然後再過了大約十年
[00:17:16.760 --> 00:17:19.280]  有一個火山大爆發
[00:17:19.760 --> 00:17:22.200]  它摧毀了整個龐貝城
[00:17:22.200 --> 00:17:24.400]  有人就形容為這個天災
