
[00:00:00.000 --> 00:00:07.000]  我們今天會繼續思想有關創世記裡面的婚姻家庭的訊息
[00:07:52.000 --> 00:07:55.000]  但是他知道他的下一代
[00:07:55.000 --> 00:07:57.000]  要在這個地方繁衍
[00:07:57.000 --> 00:07:59.000]  因此他必須要讓他的兒子
[00:07:59.000 --> 00:08:02.000]  回到自己的本族裡娶妻子
[00:08:02.000 --> 00:08:04.000]  所以大家聽的時候
[00:08:04.000 --> 00:08:06.000]  你會知道有兩個重點
[00:08:06.000 --> 00:08:09.000]  第一 阿伯拉罕很明白神的旨意
[00:08:09.000 --> 00:08:12.000]  第二 他很相信神的應許
[00:08:12.000 --> 00:08:15.000]  是必定會實現的
[00:08:15.000 --> 00:08:17.000]  各位頂姐妹
[00:08:17.000 --> 00:08:20.000]  有些時候我們當中有年輕的
[00:08:20.000 --> 00:08:22.000]  未婚的頂姐妹都會想
[00:08:22.000 --> 00:08:24.000]  我自己的婚姻的事情
[00:08:24.000 --> 00:08:27.000]  神會怎樣待我呢?
[00:08:27.000 --> 00:08:29.000]  首先你要知道
[00:08:29.000 --> 00:08:31.000]  如果你是做人父母的
[00:08:31.000 --> 00:08:34.000]  如果你的子女到了適婚的年齡
[00:08:34.000 --> 00:08:36.000]  我相信做父母的一定會
[00:08:36.000 --> 00:08:39.000]  很關心子女的終身大事
[00:08:39.000 --> 00:08:41.000]  他不會不理的
[00:08:41.000 --> 00:08:43.000]  就算有些時候不敢開口
[00:08:43.000 --> 00:08:45.000]  他都會旁敲側擊
[00:08:45.000 --> 00:08:46.000]  想了解一下情況
[00:08:46.000 --> 00:08:49.000]  很想關心 很想幫助
[00:08:49.000 --> 00:08:52.000]  父母的心是很明白的
[00:08:52.000 --> 00:08:54.000]  因此你知道作為神的兒女
[00:08:54.000 --> 00:08:56.000]  天上的父親一定會
[00:08:56.000 --> 00:08:59.000]  關心你的終身大事
[00:08:59.000 --> 00:09:01.000]  他不會不理的
[00:09:01.000 --> 00:09:02.000]  他會很留心
[00:09:02.000 --> 00:09:05.000]  怎樣來為你安排
[00:09:05.000 --> 00:09:07.000]  但你知道有兩個原則
[00:09:07.000 --> 00:09:11.000]  第一 你要明白神的旨意
[00:09:11.000 --> 00:09:13.000]  聖經的確說
[00:09:13.000 --> 00:09:17.000]  信和不信不能同父一家
[00:09:17.000 --> 00:09:19.000]  明白他的旨意
[00:09:19.000 --> 00:09:20.000]  留心他的旨意
[00:09:20.000 --> 00:09:24.000]  第二 相信他應許是真實的
[00:09:24.000 --> 00:09:26.000]  詩篇很清楚
[00:09:26.000 --> 00:09:28.000]  在34篇 各位我們聽
[00:09:28.000 --> 00:09:31.000]  他說凡是尋求耶和華的
[00:09:31.000 --> 00:09:36.000]  一樣好處 什麼都不缺
[00:09:36.000 --> 00:09:39.000]  當你尋求神 倚靠他的時候
[00:09:39.000 --> 00:09:42.000]  你不會失去一樣的好處
[00:09:42.000 --> 00:09:44.000]  一樣好處都不會缺乏
[00:09:44.000 --> 00:09:46.000]  包括你的家庭
[00:09:46.000 --> 00:09:47.000]  你的感情
[00:09:47.000 --> 00:09:48.000]  你的婚姻的事情
[00:09:48.000 --> 00:09:51.000]  神會不給你
[00:09:51.000 --> 00:09:52.000]  因此過程當中你知道
[00:09:52.000 --> 00:09:54.000]  明白神的旨意
[00:09:54.000 --> 00:09:55.000]  相信他應許
[00:09:55.000 --> 00:09:57.000]  神會恩待你
[00:09:57.000 --> 00:10:00.000]  在過程當中會引導你
[00:10:00.000 --> 00:10:01.000]  所以你看到
[00:10:01.000 --> 00:10:02.000]  聖經裏面繼續說
[00:10:02.000 --> 00:10:05.000]  這個僕人很奇妙地經歷神
[00:10:05.000 --> 00:10:08.000]  大家再看看聖經第七節
[00:10:08.000 --> 00:10:09.000]  最後一句話
[00:10:09.000 --> 00:10:12.000]  阿伯拉罕告訴僕人
[00:10:12.000 --> 00:10:15.000]  他必在你前面猜怕得利是者
[00:10:15.000 --> 00:10:19.000]  你就可以從那裡為我的兒子取妻
[00:10:19.000 --> 00:10:21.000]  他會引導著你
[00:10:21.000 --> 00:10:24.000]  到最後27節
[00:10:24.000 --> 00:10:25.000]  發生整件事情之後
[00:10:25.000 --> 00:10:26.000]  這個僕人很清楚
[00:10:26.000 --> 00:10:28.000]  經歷神的引導
[00:10:28.000 --> 00:10:31.000]  27節最後的兩句
[00:10:31.000 --> 00:10:34.000]  耶和華也一路引導我
[00:10:34.000 --> 00:10:37.000]  到你我主人的兄弟
[00:10:37.000 --> 00:10:39.000]  就是他的親族當中
[00:10:39.000 --> 00:10:44.000]  找到最合適的一個對象
[00:10:44.000 --> 00:10:47.000]  大家不介意我講一點點自己的經歷
[00:10:47.000 --> 00:10:52.000]  我也很少公開講我拍拖的經歷
[00:10:52.000 --> 00:10:54.000]  三十多年前
[00:10:54.000 --> 00:10:56.000]  在北宣的團契
[00:10:56.000 --> 00:10:58.000]  我認識一位姐妹
[00:10:58.000 --> 00:11:00.000]  大家都是團友
[00:11:00.000 --> 00:11:01.000]  沒有什麼特別的感受
[00:11:01.000 --> 00:11:03.000]  經過了一段時間
[00:11:03.000 --> 00:11:06.000]  發覺對她有些特別的感覺
[00:11:06.000 --> 00:11:08.000]  但後來知道一位姐妹
[00:11:08.000 --> 00:11:11.000]  因為她本身是來自另一間教會
[00:11:11.000 --> 00:11:13.000]  參加北宣的團契
[00:11:13.000 --> 00:11:15.000]  神給她很特別的感動
[00:11:15.000 --> 00:11:17.000]  她很想回到自己的原教會
[00:11:17.000 --> 00:11:20.000]  在當中服侍神
[00:11:20.000 --> 00:11:22.000]  當時我不知道她怎麼想
[00:11:22.000 --> 00:11:24.000]  但我知道一旦她離開
[00:11:24.000 --> 00:11:27.000]  我們就沒有什麼機會見面
[00:11:27.000 --> 00:11:29.000]  大家也沒有機會坐下來
[00:11:29.000 --> 00:11:30.000]  清楚地講過
[00:11:30.000 --> 00:11:33.000]  所以大家都猜一猜
[00:11:33.000 --> 00:11:35.000]  後來她終於離開了
[00:11:35.000 --> 00:11:36.000]  我就繼續祈禱天父說
[00:11:36.000 --> 00:11:37.000]  如果是祢的心意
[00:11:37.000 --> 00:11:40.000]  祢引導我們
[00:11:40.000 --> 00:11:42.000]  接著很奇妙的事情發生
[00:11:42.000 --> 00:11:46.000]  就是我們在巴士上常常碰到面
[00:11:46.000 --> 00:11:49.000]  第一次碰到沒什麼奇怪
[00:11:49.000 --> 00:11:51.000]  第二次碰到有點驚訝
[00:11:51.000 --> 00:11:53.000]  第三次見到很詫異
[00:11:53.000 --> 00:11:55.000]  第四次見到的時候
[00:11:55.000 --> 00:11:56.000]  簡直有點害怕
[00:11:56.000 --> 00:11:58.000]  為什麼我會經常見到她
[00:11:58.000 --> 00:12:02.000]  接著當時我在港大讀書
[00:12:02.000 --> 00:12:04.000]  在圖書館裡
[00:12:04.000 --> 00:12:07.000]  這位姐妹的家在港大的附近
[00:12:07.000 --> 00:12:10.000]  所以她會上圖書館找一些資料
[00:12:10.000 --> 00:12:14.000]  在圖書館又碰到她一次兩次
[00:12:14.000 --> 00:12:16.000]  在這樣的情況下
[00:12:16.000 --> 00:12:18.000]  自佔很多機會聊天
[00:12:18.000 --> 00:12:21.000]  因此就開始了我們的感情
[00:12:21.000 --> 00:12:23.000]  我想回頭
[00:12:23.000 --> 00:12:25.000]  我是完全不明白
[00:12:25.000 --> 00:12:28.000]  為什麼會這樣碰面
[00:12:28.000 --> 00:12:30.000]  只知道這位姐妹
[00:12:30.000 --> 00:12:33.000]  也是今天的蕭思母
[00:12:33.000 --> 00:12:35.000]  她當時很清楚神給她的帶領
[00:12:35.000 --> 00:12:38.000]  她要回到原本的教會
[00:12:38.000 --> 00:12:40.000]  但不因為她信服神
[00:12:40.000 --> 00:12:43.000]  以致我們沒有機會可以接觸
[00:12:43.000 --> 00:12:44.000]  神安排的機會
[00:12:44.000 --> 00:12:47.000]  是超過我們所能夠想像
[00:12:47.000 --> 00:12:50.000]  神是一位引導人的上帝
[00:12:50.000 --> 00:12:52.000]  祂會帶領我們
[00:12:52.000 --> 00:12:55.000]  去經歷祂要給我們的恩惠
[00:12:55.000 --> 00:12:57.000]  當然我要說
[00:12:57.000 --> 00:12:59.000]  事情不一定是這樣的
[00:12:59.000 --> 00:13:02.000]  你不要常常想著上巴士
[00:13:02.000 --> 00:13:04.000]  就見到你想要見的人
[00:13:04.000 --> 00:13:06.000]  神一定有祂的安排
[00:13:06.000 --> 00:13:10.000]  用不同的方法來引導我們
[00:13:10.000 --> 00:13:13.000]  但祂是捍衛最好的方式
[00:13:13.000 --> 00:13:17.000]  我們知道祂是一位引導人的上帝
[00:13:17.000 --> 00:13:19.000]  當我再讀這段聖經的時候
[00:13:19.000 --> 00:13:20.000]  我心裡就笑
[00:13:20.000 --> 00:13:25.000]  因為我太太英文名叫黎伯嘉
[00:13:25.000 --> 00:13:27.000]  無論什麼名字
[00:13:27.000 --> 00:13:29.000]  神都樂意引導我們
[00:13:29.000 --> 00:13:31.000]  我們再看下面的經文
[00:13:31.000 --> 00:13:32.000]  在過程當中
[00:13:32.000 --> 00:13:36.000]  僕人去找一位未來的少主的太太
[00:13:36.000 --> 00:13:37.000]  神引導他
[00:13:37.000 --> 00:13:40.000]  但他所尋求的不單是印證
[00:13:40.000 --> 00:13:42.000]  更加要尋求一位有品格
[00:13:42.000 --> 00:13:44.000]  有愛心的人
[00:13:44.000 --> 00:13:46.000]  大家先看第十二節
[00:13:46.000 --> 00:13:49.000]  當時僕人出發的時候
[00:13:49.000 --> 00:13:51.000]  他心裡就一直祈禱
[00:13:51.000 --> 00:13:52.000]  第十二節
[00:13:52.000 --> 00:13:53.000]  然後禱告說
[00:13:53.000 --> 00:13:55.000]  耶和華我主人阿伯拉罕的神啊
[00:13:55.000 --> 00:13:58.000]  求祢今日使我遇見好機會
[00:13:58.000 --> 00:14:02.000]  施慈愛給我的主人阿伯拉罕
[00:14:02.000 --> 00:14:04.000]  尋求神的引導
[00:14:04.000 --> 00:14:06.000]  其中一個重要的關鍵
[00:14:06.000 --> 00:14:10.000]  就是求神施慈愛
[00:14:10.000 --> 00:14:12.000]  如果你相信神是慈愛的神
[00:14:12.000 --> 00:14:13.000]  你又知道
[00:14:13.000 --> 00:14:17.000]  如果你的祈禱是求神向你施慈愛
[00:14:17.000 --> 00:14:19.000]  是合神的心意的
[00:14:19.000 --> 00:14:21.000]  合神旨意的祈禱
[00:14:21.000 --> 00:14:23.000]  神一定聽的
[00:14:23.000 --> 00:14:24.000]  因此你放膽求神
[00:14:24.000 --> 00:14:26.000]  神向我施慈愛
[00:14:26.000 --> 00:14:28.000]  神就向你施恩
[00:14:28.000 --> 00:14:30.000]  當時僕人就說
[00:14:30.000 --> 00:14:33.000]  神啊你向我的主人施慈愛
[00:14:33.000 --> 00:14:34.000]  當他祈禱的時候
[00:14:34.000 --> 00:14:37.000]  他就想尋求神給他印證
[00:14:37.000 --> 00:14:38.000]  第十四節說
[00:14:38.000 --> 00:14:40.000]  如果我對一個少女說
[00:14:40.000 --> 00:14:43.000]  請你放下水瓶來讓我喝點水
[00:14:43.000 --> 00:14:45.000]  如果她回答請喝
[00:14:45.000 --> 00:14:47.000]  我也給你的樂陀喝
[00:14:47.000 --> 00:14:50.000]  願這個少女成為以實的妻子
[00:14:50.000 --> 00:14:54.000]  我就知道這是你施慈愛給我的主人
[00:14:54.000 --> 00:14:59.000]  當然他所尋求的不單是一種超自然的印證
[00:14:59.000 --> 00:15:01.000]  他也會留心到過程當中
[00:15:01.000 --> 00:15:05.000]  會看到這個女孩的品格如何
[00:15:05.000 --> 00:15:07.000]  後來當他說完話
[00:15:07.000 --> 00:15:09.000]  正因為話未說完
[00:15:09.000 --> 00:15:12.000]  神就立刻工作了
[00:15:12.000 --> 00:15:14.000]  然後他見到一個女子
[00:15:14.000 --> 00:15:16.000]  第十六節
[00:15:16.000 --> 00:15:18.000]  那少女容貌非常美麗
[00:15:18.000 --> 00:15:20.000]  還是個處女
[00:15:20.000 --> 00:15:21.000]  然後再說
[00:15:21.000 --> 00:15:24.000]  他就向她提出要拿水喝
[00:15:24.000 --> 00:15:25.000]  第十七節說
[00:15:25.000 --> 00:15:29.000]  他要求一點水給她喝
[00:15:29.000 --> 00:15:32.000]  但接著少女的反應是怎樣呢?
[00:15:32.000 --> 00:15:33.000]  少女說
[00:15:33.000 --> 00:15:35.000]  第十八節
[00:15:35.000 --> 00:15:36.000]  那少女回答
[00:15:36.000 --> 00:15:38.000]  我主請喝
[00:15:38.000 --> 00:15:41.000]  就急忙將水瓶拿下來
[00:15:41.000 --> 00:15:43.000]  托在手上給她喝
[00:15:43.000 --> 00:15:44.000]  而且不是喝一點
[00:15:44.000 --> 00:15:46.000]  是給她喝足了
[00:15:46.000 --> 00:15:48.000]  然後主動說
[00:15:48.000 --> 00:15:49.000]  我為你的樂陀打水
[00:15:49.000 --> 00:15:52.000]  直至他們都喝足了
[00:15:52.000 --> 00:15:55.000]  各位靈智們可以想想
[00:15:55.000 --> 00:15:57.000]  當時在黃昏的時候
[00:15:57.000 --> 00:15:59.000]  很多女子趁著太陽下山
[00:15:59.000 --> 00:16:00.000]  清涼一點
[00:16:00.000 --> 00:16:02.000]  就出來打水
[00:16:02.000 --> 00:16:05.000]  周圍很多女子出來打水
[00:16:05.000 --> 00:16:09.000]  這個利伯嘉見到僕人的信文
[00:16:09.000 --> 00:16:12.000]  他可以有很多種反應
[00:16:12.000 --> 00:16:13.000]  先生
[00:16:13.000 --> 00:16:15.000]  找別人吧
[00:16:15.000 --> 00:16:17.000]  打水很艱難的
[00:16:17.000 --> 00:16:19.000]  我拿了這麼重的水
[00:16:19.000 --> 00:16:22.000]  你不如找別人幫你吧
[00:16:22.000 --> 00:16:24.000]  又或者他可以說
[00:16:24.000 --> 00:16:26.000]  喝一點就好了
[00:16:26.000 --> 00:16:27.000]  打水很重的
[00:16:27.000 --> 00:16:29.000]  你不要喝那麼多
[00:16:29.000 --> 00:16:32.000]  可以有很多很特別的反應
[00:16:32.000 --> 00:16:34.000]  但這位女子
[00:16:34.000 --> 00:16:36.000]  她有一種愛心
[00:16:36.000 --> 00:16:39.000]  願意去服侍老人家
[00:16:39.000 --> 00:16:41.000]  而且是按她所需
[00:16:41.000 --> 00:16:43.000]  給她喝足
[00:16:43.000 --> 00:16:45.000]  然後她主動提出
[00:16:45.000 --> 00:16:48.000]  我為你的樂陀打水
[00:16:48.000 --> 00:16:49.000]  她愛護生畜
[00:16:49.000 --> 00:16:51.000]  又願意服侍別人
[00:16:51.000 --> 00:16:53.000]  大家知不知道
[00:16:53.000 --> 00:16:55.000]  這隻樂陀經過長度拔舌
[00:16:55.000 --> 00:16:57.000]  樂陀可以一隻樂陀
[00:16:57.000 --> 00:17:00.000]  可以喝25卡侖水
[00:17:00.000 --> 00:17:02.000]  有多少隻樂陀?
[00:17:02.000 --> 00:17:03.000]  十隻
[00:17:03.000 --> 00:17:05.000]  多少卡侖水?
[00:17:05.000 --> 00:17:07.000]  250卡侖水
[00:17:07.000 --> 00:17:10.000]  你想想利伯嘉要打多少次水?
[00:17:10.000 --> 00:17:12.000]  他不斷去打水
[00:17:12.000 --> 00:17:15.000]  我想他是願意勞苦的人
[00:17:15.000 --> 00:17:17.000]  可能他身體都很健康
[00:17:17.000 --> 00:17:19.000]  他一邊打水
[00:17:19.000 --> 00:17:22.000]  一邊去餵樂陀喝水
[00:17:22.000 --> 00:17:24.000]  直至他們喝足了
[00:17:24.000 --> 00:17:27.000]  在過程當中
[00:17:27.000 --> 00:17:29.000]  這位老僕人他知道
[00:17:29.000 --> 00:17:33.000]  這位女子是一個好的品格
[00:17:33.000 --> 00:17:36.000]  願意勞苦服侍人的人
[00:17:36.000 --> 00:17:38.000]  他的心就很安樂
[00:17:38.000 --> 00:17:40.000]  各位電影師傭
[00:17:40.000 --> 00:17:42.000]  你們有沒有看到
[00:17:42.000 --> 00:17:44.000]  前兩天新聞有報導一件事
[00:17:44.000 --> 00:17:46.000]  我一邊看的時候
[00:17:46.000 --> 00:17:48.000]  我就想了很多東西
[00:17:48.000 --> 00:17:50.000]  在日本
[00:17:50.000 --> 00:17:54.000]  34歲以下未婚的女子
[00:17:54.000 --> 00:17:56.000]  佔三分之二
[00:17:56.000 --> 00:17:59.000]  只是三分之一已婚
[00:17:59.000 --> 00:18:01.000]  因此這些女士
[00:18:01.000 --> 00:18:03.000]  她們很想找到一個如意郎君
[00:18:03.000 --> 00:18:06.000]  因此很多課程應運而生
[00:18:06.000 --> 00:18:08.000]  這些課程是教女子
[00:18:08.000 --> 00:18:11.000]  如何能夠覓到自己心上人
[00:18:11.000 --> 00:18:15.000]  課程一萬七千港幣
[00:18:15.000 --> 00:18:17.000]  教你什麼呢?
[00:18:17.000 --> 00:18:18.000]  教你如何在短短的
[00:18:18.000 --> 00:18:21.000]  第一次約見的三十分鐘內
[00:18:21.000 --> 00:18:24.000]  馬上露出對方的心
[00:18:24.000 --> 00:18:28.000]  教你如何在見到對方的家長時
[00:18:28.000 --> 00:18:31.000]  馬上令他很喜歡你
[00:18:31.000 --> 00:18:34.000]  教你如何為丈夫
[00:18:34.000 --> 00:18:38.000]  煮一道好菜等等
[00:18:38.000 --> 00:18:40.000]  訪問一個女子
[00:18:40.000 --> 00:18:42.000]  問她覺得很貴嗎?
[00:18:42.000 --> 00:18:44.000]  她說打算在課程之後
[00:18:44.000 --> 00:18:46.000]  找一位如意郎君
[00:18:46.000 --> 00:18:50.000]  可以一個月收入七萬港幣
[00:18:50.000 --> 00:18:52.000]  接著她說
