
[00:00:00.000 --> 00:00:06.000]  今天要和大家開始一個新的系列
[00:03:47.000 --> 00:03:50.000]  無論是舊約還是新約
[00:03:50.000 --> 00:03:52.000]  都告訴我們
[00:03:52.000 --> 00:03:55.000]  天堂是神所居住的地方
[00:03:55.000 --> 00:03:57.000]  有很多的經文
[00:03:57.000 --> 00:04:01.000]  天堂也是天使所在的地方
[00:04:01.000 --> 00:04:07.000]  一般人都認為我們的身體才是真正的我
[00:04:07.000 --> 00:04:10.000]  但是聖經告訴我們
[00:04:10.000 --> 00:04:14.000]  我們的靈魂才是真正的我
[00:04:14.000 --> 00:04:16.000]  不是我們看得到的身體
[00:04:16.000 --> 00:04:18.000]  而是我們的靈魂
[00:04:18.000 --> 00:04:20.000]  聖經告訴我們
[00:04:20.000 --> 00:04:22.000]  靈魂是不會消滅的
[00:04:22.000 --> 00:04:24.000]  靈魂是不滅的
[00:04:24.000 --> 00:04:28.000]  問題就是我們會永遠渡過永恆
[00:04:28.000 --> 00:04:31.000]  究竟我們會在天堂渡過
[00:04:31.000 --> 00:04:33.000]  還是會在地獄
[00:04:33.000 --> 00:04:39.000]  其實現在在天堂已經有很多人在等待我們
[00:04:39.000 --> 00:04:41.000]  有很多舊約的信徒
[00:04:41.000 --> 00:04:43.000]  好像阿伯拉罕
[00:04:43.000 --> 00:04:45.000]  以信為本的人
[00:04:45.000 --> 00:04:48.000]  他們得救他們的靈現在在天上
[00:04:48.000 --> 00:04:51.000]  也有很多新約的基督徒
[00:04:51.000 --> 00:04:53.000]  就是在主內得救的人
[00:04:53.000 --> 00:04:55.000]  他們的靈也在天上
[00:04:55.000 --> 00:05:01.000]  他們在天堂現在等待著身體的復活
[00:05:01.000 --> 00:05:06.000]  有一天所有的基督徒都會有榮耀的身體
[00:05:06.000 --> 00:05:10.000]  不單止基督徒有永遠的身體
[00:05:10.000 --> 00:05:13.000]  非基督徒也會有永遠的身體
[00:05:13.000 --> 00:05:16.000]  問題就是有了這個永遠的身體
[00:05:16.000 --> 00:05:19.000]  是在天堂享受天堂的生活
[00:05:19.000 --> 00:05:23.000]  還是在地獄受到永遠的煎熬
[00:05:23.000 --> 00:05:25.000]  永遠的審判
[00:05:25.000 --> 00:05:30.000]  聖經有很多的經文都告訴我們天堂在哪裡
[00:05:30.000 --> 00:05:35.000]  在約翰福音的六章33至58節
[00:05:35.000 --> 00:05:41.000]  有七次提到耶穌基督是從天堂降落到人間
[00:05:41.000 --> 00:05:44.000]  我們剛剛讀完《已忽所書》
[00:05:44.000 --> 00:05:48.000]  《已忽所書》的四章八節也告訴我們
[00:05:48.000 --> 00:05:51.000]  耶穌為我們釘十字架
[00:05:51.000 --> 00:05:55.000]  復活之後祂是升上高天
[00:05:55.000 --> 00:05:58.000]  在這裡《使徒行傳》的一章十一節
[00:05:58.000 --> 00:06:01.000]  說到有兩個白衣人是天使
[00:06:01.000 --> 00:06:06.000]  他們說:「這離開你們被折升天的耶穌
[00:06:06.000 --> 00:06:09.000]  你們見祂怎樣往天上去
[00:06:09.000 --> 00:06:11.000]  祂還要怎樣來?」
[00:06:11.000 --> 00:06:15.000]  我們看到耶穌基督是從天而降
[00:06:15.000 --> 00:06:18.000]  來到世上為我們贖罪釘十字架
[00:06:18.000 --> 00:06:20.000]  回到天上
[00:06:20.000 --> 00:06:23.000]  有一天祂還會回來
[00:06:23.000 --> 00:06:27.000]  在《鐵撒羅尼加》前書的四章十六節
[00:06:27.000 --> 00:06:31.000]  說:「因為主必親自從天降臨」
[00:06:31.000 --> 00:06:33.000]  有一天祂會降臨在世上
[00:06:33.000 --> 00:06:36.000]  祂會迎接祂的新娘子
[00:06:36.000 --> 00:06:38.000]  祂會迎接教會
[00:06:38.000 --> 00:06:42.000]  在《鐵撒羅尼加》前書四章十七節
[00:06:42.000 --> 00:06:47.000]  說祂會在半空與基督徒相遇
[00:06:47.000 --> 00:06:50.000]  在《司篇》五十三篇第二節
[00:06:50.000 --> 00:06:54.000]  說神在天上垂看世人
[00:06:54.000 --> 00:06:57.000]  而《司篇》一百二十一篇
[00:06:57.000 --> 00:07:00.000]  「斯人向神求助」
[00:07:00.000 --> 00:07:02.000]  祂是舉目向山
[00:07:02.000 --> 00:07:07.000]  舉目向山就是向天求神幫助祂
[00:07:07.000 --> 00:07:11.000]  很明顯神就在天上
[00:07:11.000 --> 00:07:14.000]  在《啟示錄》四章一節
[00:07:14.000 --> 00:07:19.000]  說到使徒約翰見到天上的情景
[00:07:19.000 --> 00:07:22.000]  稍後我們會說多些
[00:07:22.000 --> 00:07:25.000]  是《啟示錄》第四章使徒約翰所見到的
[00:07:25.000 --> 00:07:30.000]  但是他聽見有人叫他上去天上
[00:07:30.000 --> 00:07:33.000]  說有預言指示給他
[00:07:33.000 --> 00:07:35.000]  當他上到天上的時候
[00:07:35.000 --> 00:07:37.000]  他就見到神的寶座
[00:07:37.000 --> 00:07:40.000]  很明顯神就在天上
[00:07:40.000 --> 00:07:41.000]  在天上高
[00:07:41.000 --> 00:07:43.000]  在天堂
[00:07:43.000 --> 00:07:45.000]  問題就出現了
[00:07:45.000 --> 00:07:48.000]  因為地球是圓的
[00:07:48.000 --> 00:07:51.000]  你在洛杉磯天上高
[00:07:51.000 --> 00:07:54.000]  和你在香港的天上高
[00:07:54.000 --> 00:07:56.000]  是完全兩個不同的方向
[00:07:56.000 --> 00:07:59.000]  如果是這樣的時候
[00:07:59.000 --> 00:08:01.000]  天堂到底在哪裡
[00:08:01.000 --> 00:08:05.000]  我相信有一節經文告訴我們
[00:08:05.000 --> 00:08:07.000]  這一節經文就是今天
[00:08:07.000 --> 00:08:09.000]  剛才Betty跟我們讀的
[00:08:09.000 --> 00:08:13.000]  哥林多後書的十二章第二節
[00:08:13.000 --> 00:08:16.000]  保羅說:我認得一個在基督裡的人
[00:08:16.000 --> 00:08:20.000]  他前十四年被提到三層天上去
[00:08:20.000 --> 00:08:23.000]  或在身外我不知道
[00:08:23.000 --> 00:08:25.000]  或在身外我也不知道
[00:08:25.000 --> 00:08:27.000]  只有神知道
[00:08:27.000 --> 00:08:30.000]  保羅告訴我們他認識一個人
[00:08:30.000 --> 00:08:34.000]  我相信這個人其實就是保羅自己
[00:08:34.000 --> 00:08:38.000]  他說他是被提到三層天的上高
[00:08:38.000 --> 00:08:41.000]  他是被提到天堂的上高
[00:08:41.000 --> 00:08:45.000]  他說天堂就是三層天
[00:08:45.000 --> 00:08:47.000]  如果有三層天的話
[00:08:47.000 --> 00:08:49.000]  就有二層天
[00:08:49.000 --> 00:08:53.000]  有二層天的話就有一層天
[00:08:53.000 --> 00:08:56.000]  所以剛才我們見到聖經的經文
[00:08:56.000 --> 00:08:59.000]  說天堂是眾數
[00:08:59.000 --> 00:09:03.000]  我們先看看一層天在哪裡
[00:09:03.000 --> 00:09:08.000]  其實一層天就是地球的大氣層
[00:09:08.000 --> 00:09:12.000]  我們知道地球是被一層大氣層包圍著
[00:09:12.000 --> 00:09:16.000]  這個大氣層有300英里厚
[00:09:16.000 --> 00:09:20.000]  在大氣層裡面充滿了混雜的氣體
[00:09:20.000 --> 00:09:22.000]  是由不同的氣體形成
[00:09:22.000 --> 00:09:25.000]  我們之所以能夠呼吸
[00:09:25.000 --> 00:09:29.000]  原因就是最近我們那層的大氣層
[00:09:29.000 --> 00:09:31.000]  有很多氧氣
[00:09:31.000 --> 00:09:34.000]  所以我們能夠呼吸
[00:09:34.000 --> 00:09:39.000]  這個一層天不單止是有空氣所在的地方
[00:09:39.000 --> 00:09:41.000]  聖經告訴我們
[00:09:41.000 --> 00:09:45.000]  這個一層天也是雨水和雪循環的地方
[00:09:45.000 --> 00:09:50.000]  在以塞瓦書的55章第9至10節
[00:09:50.000 --> 00:09:52.000]  說天怎樣高過地
[00:09:52.000 --> 00:09:56.000]  要讓我的道路高過你們的道路
[00:09:56.000 --> 00:09:59.000]  我的意念高過你們的意念
[00:09:59.000 --> 00:10:01.000]  雨雪從天而降
[00:10:01.000 --> 00:10:05.000]  並不返回卻滋潤土地
[00:10:05.000 --> 00:10:08.000]  甚話雨水和雪
[00:10:08.000 --> 00:10:12.000]  由天落到人間滋潤了土地之後
[00:10:12.000 --> 00:10:16.000]  被蒸發又回到天上
[00:10:16.000 --> 00:10:20.000]  這個一層天就是水液循環的地方
[00:10:20.000 --> 00:10:24.000]  人類發現有水液循環之前
[00:10:24.000 --> 00:10:28.000]  聖經一早已經告訴我們是有這回事
[00:10:28.000 --> 00:10:32.000]  一層天不單止是有空氣所在
[00:10:32.000 --> 00:10:35.000]  還是雨和雪循環的地方
[00:10:35.000 --> 00:10:40.000]  還有一層天也是飛鳥所飛的地方
[00:10:40.000 --> 00:10:43.000]  在創世記1章20節
[00:10:43.000 --> 00:10:47.000]  神說水要多多之生命的物
[00:10:47.000 --> 00:10:51.000]  要有鳥鳥飛在地面以上
[00:10:51.000 --> 00:10:53.000]  天空之中
[00:10:53.000 --> 00:10:57.000]  一層天不單止是有空氣有水分
[00:10:57.000 --> 00:11:00.000]  還是有飛鳥飛行
[00:11:00.000 --> 00:11:05.000]  中文的和合本將這個字譯為天空之中
[00:11:05.000 --> 00:11:09.000]  其實在希伯來文的原文是天堂這個字
[00:11:09.000 --> 00:11:13.000]  所以一層天就是有空氣有雨水
[00:11:13.000 --> 00:11:16.000]  有飛鳥飛翔的地方
[00:11:16.000 --> 00:11:20.000]  那麼二層天又在哪裡呢?
[00:11:20.000 --> 00:11:24.000]  在尼西米記的九章第六節
[00:11:24.000 --> 00:11:28.000]  經文說:你唯獨你斯耶和華
[00:11:28.000 --> 00:11:31.000]  你造了天和天上的天
[00:11:31.000 --> 00:11:36.000]  並天上萬象地和地上的萬象
[00:11:36.000 --> 00:11:38.000]  海和海中所有的
[00:11:38.000 --> 00:11:41.000]  這一切都是你所保存的
[00:11:41.000 --> 00:11:44.000]  天君也都敬拜你
[00:11:44.000 --> 00:11:47.000]  經文說天和天上的天
[00:11:47.000 --> 00:11:49.000]  這個天字就是天堂
[00:11:49.000 --> 00:11:52.000]  希伯來原文的天堂這個字
[00:11:52.000 --> 00:11:55.000]  在天堂以外再有天堂
[00:11:55.000 --> 00:11:59.000]  這個就是一層天以外有二層天
[00:11:59.000 --> 00:12:01.000]  經文告訴我們
[00:12:01.000 --> 00:12:05.000]  二層天是有萬象所在的地方
[00:12:05.000 --> 00:12:09.000]  萬象所在 萬象的意思是什麼呢?
[00:12:09.000 --> 00:12:12.000]  看看詩篇的八篇第三節
[00:12:12.000 --> 00:12:16.000]  這個詩人說:我觀看你指頭所造的天
[00:12:16.000 --> 00:12:20.000]  並你所陳設的日月星宿
[00:12:20.000 --> 00:12:23.000]  所以我們見到天外有天
[00:12:23.000 --> 00:12:26.000]  在一層天以外有二層天
[00:12:26.000 --> 00:12:28.000]  二層天有萬象
[00:12:28.000 --> 00:12:31.000]  就是日月星宿所在的地方
[00:12:31.000 --> 00:12:33.000]  所以很清楚了
[00:12:33.000 --> 00:12:37.000]  一層天是大氣層包圍著地球
[00:12:37.000 --> 00:12:40.000]  二層天在大氣層的外面
[00:12:40.000 --> 00:12:42.000]  是日月星宿的地方
[00:12:42.000 --> 00:12:45.000]  也是宇宙所在的地方
[00:12:45.000 --> 00:12:48.000]  你要是出了二層天
[00:12:48.000 --> 00:12:51.000]  你才能到達三層天
[00:12:51.000 --> 00:12:53.000]  有人可能會問
[00:12:53.000 --> 00:12:59.000]  三層天 天堂距離地球有多遠呢?
[00:12:59.000 --> 00:13:03.000]  我們要知道三層天距離地球有多遠
[00:13:03.000 --> 00:13:06.000]  我們要知道二層天有多大
[00:13:06.000 --> 00:13:12.000]  不妨我們用地球所在的星河
[00:13:12.000 --> 00:13:16.000]  銀河系Milky Way來做一個參考
[00:13:16.000 --> 00:13:20.000]  究竟這個宇宙有多大
[00:13:20.000 --> 00:13:23.000]  我做了三十多年的太空工程師
[00:13:23.000 --> 00:13:26.000]  現在講到居然可以講太空
[00:13:26.000 --> 00:13:29.000]  我真是很開心 很興奮
[00:13:29.000 --> 00:13:32.000]  我們看看我們的星河有多大
[00:13:32.000 --> 00:13:34.000]  我們的Milky Way
[00:13:34.000 --> 00:13:36.000]  在銀河系的一邊
[00:13:36.000 --> 00:13:39.000]  你要去到銀河系的另外一邊
[00:13:39.000 --> 00:13:43.000]  一共是十萬五千七百個光年
[00:13:43.000 --> 00:13:46.000]  十萬五千七百個光年
[00:13:46.000 --> 00:13:49.000]  你說光年是什麼意思呢?
[00:13:49.000 --> 00:13:52.000]  光年就是光在真空
[00:13:52.000 --> 00:13:57.000]  在Vacuum裏面一年能夠傳達有多遠
[00:13:57.000 --> 00:14:00.000]  我們不妨計算一下
[00:14:00.000 --> 00:14:05.000]  其實光在一秒鐘可以傳達十八萬里
[00:14:05.000 --> 00:14:07.000]  十八萬里
[00:14:07.000 --> 00:14:11.000]  西遊記裏面的孫悟空一個關斗
[00:14:11.000 --> 00:14:14.000]  只不過是十萬八千里
[00:14:14.000 --> 00:14:18.000]  光一秒鐘可以傳達十八萬里
[00:14:18.000 --> 00:14:19.000]  一秒鐘
[00:14:19.000 --> 00:14:22.000]  一分鐘有六十秒
[00:14:22.000 --> 00:14:25.000]  一個小時有六十分鐘
[00:14:25.000 --> 00:14:27.000]  一天有二十四小時
[00:14:27.000 --> 00:14:30.000]  一年有三百六十五天
[00:14:30.000 --> 00:14:33.000]  你要知道光一年可以傳達多遠
[00:14:33.000 --> 00:14:37.000]  你要將所有這些乘一乘出來的數目
[00:14:37.000 --> 00:14:42.000]  是五點八七八五兆英里
[00:14:42.000 --> 00:14:44.000]  一兆是多少?
[00:14:44.000 --> 00:14:47.000]  一兆是十二個零
[00:14:47.000 --> 00:14:49.000]  是很大很大的數字
[00:14:49.000 --> 00:14:51.000]  這個才是一光年
[00:14:51.000 --> 00:14:55.000]  你要知道由銀河系的一邊去到另外一邊
[00:14:55.000 --> 00:14:59.000]  是十萬零五千七百個光年
[00:14:59.000 --> 00:15:04.000]  你再要乘五點八七八五個兆這麼多個里
[00:15:04.000 --> 00:15:07.000]  非常大的數字
[00:15:07.000 --> 00:15:10.000]  人類所造的飛船
[00:15:10.000 --> 00:15:14.000]  飛得最遠的是Voyager 1和Voyager 2
[00:15:14.000 --> 00:15:18.000]  是旅行者一號旅行者二號
[00:15:18.000 --> 00:15:20.000]  飛了四十多年
[00:15:20.000 --> 00:15:24.000]  才剛剛飛出了我們的太陽系
[00:15:24.000 --> 00:15:25.000]  還沒在銀河系
[00:15:25.000 --> 00:15:27.000]  飛出了我們的太陽系
[00:15:27.000 --> 00:15:31.000]  剛剛飛了十三億里
[00:15:31.000 --> 00:15:33.000]  一億是九個零
[00:15:33.000 --> 00:15:36.000]  一兆是十二個零
[00:15:36.000 --> 00:15:39.000]  你想想宇宙有多大
[00:15:39.000 --> 00:15:41.000]  有很多太空人說
[00:15:41.000 --> 00:15:43.000]  我們已經去到太空了
[00:15:43.000 --> 00:15:45.000]  神在哪裡?
[00:15:45.000 --> 00:15:47.000]  根本見不到有神
[00:15:47.000 --> 00:15:48.000]  你要見到神
[00:15:48.000 --> 00:15:50.000]  你還差得遠
[00:15:50.000 --> 00:15:52.000]  你還有一排飛
[00:15:52.000 --> 00:15:54.000]  你要飛出了二層天
[00:15:54.000 --> 00:15:55.000]  你要飛出了宇宙
[00:15:55.000 --> 00:15:58.000]  你才能夠見到我們的神
[00:15:58.000 --> 00:16:02.000]  我們的太陽系只不過是銀河系
[00:16:02.000 --> 00:16:06.000]  其中一個小小的太陽系
[00:16:06.000 --> 00:16:08.000]  還有千千萬萬
[00:16:08.000 --> 00:16:11.000]  好像我們太陽系這樣的星系
[00:16:11.000 --> 00:16:14.000]  而我們的銀河系
[00:16:14.000 --> 00:16:16.000]  只不過是宇宙裡
[00:16:16.000 --> 00:16:18.000]  千千萬萬的星河裡
[00:16:18.000 --> 00:16:20.000]  其中一個的星河
[00:16:20.000 --> 00:16:23.000]  你想想這個宇宙有多大
[00:16:23.000 --> 00:16:26.000]  這個就是二層天
[00:16:26.000 --> 00:16:28.000]  天文學家告訴我們
[00:16:28.000 --> 00:16:34.000]  天上的星星有千千萬萬億萬萬
[00:16:34.000 --> 00:16:36.000]  但是聖經一早就告訴我們
[00:16:36.000 --> 00:16:40.000]  天上的星星比地上的沙還多
[00:16:40.000 --> 00:16:43.000]  在創世記的二十二章十七節
[00:16:43.000 --> 00:16:46.000]  在希伯來書的十一章十二節
[00:16:46.000 --> 00:16:49.000]  聖經一早就告訴我們
[00:16:49.000 --> 00:16:52.000]  我們要飛出了二層天
[00:16:52.000 --> 00:16:54.000]  飛出了我們的宇宙
[00:16:54.000 --> 00:16:57.000]  才能夠到達三層天
[00:16:57.000 --> 00:17:02.000]  任何的人都知道地球不是宇宙的中心
[00:17:02.000 --> 00:17:05.000]  我再說一次地球不是宇宙的中心
[00:17:05.000 --> 00:17:09.000]  但是如果你從一個天堂的眼光來看
[00:17:09.000 --> 00:17:12.000]  地球可以說是天堂的中心
[00:17:12.000 --> 00:17:16.000]  因為地球的外面就是一層天
[00:17:16.000 --> 00:17:18.000]  一層天的外面就是二層天
[00:17:18.000 --> 00:17:21.000]  二層天的外面就是三層天
[00:17:21.000 --> 00:17:23.000]  如果你從天堂的眼光來看
[00:17:23.000 --> 00:17:26.000]  地球絕對是天堂的中心
[00:17:26.000 --> 00:17:30.000]  為什麼神要將地球放在天堂的中心
[00:17:30.000 --> 00:17:31.000]  很簡單
[00:17:31.000 --> 00:17:35.000]  因為地球是神救贖的舞台
[00:17:35.000 --> 00:17:38.000]  是神度成肉身來到世上
[00:17:38.000 --> 00:17:40.000]  為我們灑血
[00:17:40.000 --> 00:17:42.000]  為我們救贖的地方
[00:17:42.000 --> 00:17:47.000]  所以神是將地球放在天堂的中心
[00:17:47.000 --> 00:17:54.000]  我們不妨看看三層天又是怎樣
[00:17:54.000 --> 00:18:00.000]  三層天就是神和祂寶座所在的地方
[00:18:00.000 --> 00:18:04.000]  在希伯來書的八章一節告訴我們
[00:18:04.000 --> 00:18:08.000]  我們所說的是其中第一要緊的
[00:18:08.000 --> 00:18:11.000]  就是我們有這樣的大祭司
[00:18:11.000 --> 00:18:16.000]  已經坐在天上至大者寶座的右邊
[00:18:16.000 --> 00:18:20.000]  現在耶穌基督是坐在神的寶座的右邊
[00:18:20.000 --> 00:18:25.000]  而這個寶座正是保羅在哥林多後書
[00:18:25.000 --> 00:18:30.000]  十二章二節所說的三層天的天堂
[00:18:30.000 --> 00:18:34.000]  保羅在哥林多後書的十二章四節
[00:18:34.000 --> 00:18:37.000]  繼續說這是樂園
[00:18:37.000 --> 00:18:42.000]  這是我們將會永遠與神同在的地方
[00:18:42.000 --> 00:18:45.000]  在哥林多後書的十二章四節
[00:18:45.000 --> 00:18:50.000]  保羅說:他被提到樂園裡
[00:18:50.000 --> 00:18:55.000]  聽見隱蔽的言語是人不可說的
[00:18:55.000 --> 00:18:58.000]  保羅上到三層天上到天堂
[00:18:58.000 --> 00:18:59.000]  他見到很多東西
[00:18:59.000 --> 00:19:01.000]  他聽見很多東西
[00:19:01.000 --> 00:19:05.000]  但不是所有東西他都可以說出來
[00:19:05.000 --> 00:19:07.000]  經文說是不可說的
[00:19:07.000 --> 00:19:11.000]  他寫在哥林多後書十二章二節
[00:19:11.000 --> 00:19:12.000]  是神叫他寫的
[00:19:12.000 --> 00:19:15.000]  但還有很多東西他聽見他看見
[00:19:15.000 --> 00:19:18.000]  是不可說的不可寫的
[00:19:18.000 --> 00:19:24.000]  所以我也為很多那些說自己上了天堂又下來
[00:19:24.000 --> 00:19:26.000]  又寫書又拍電影的人
[00:19:26.000 --> 00:19:28.000]  我為他們擔心
[00:19:28.000 --> 00:19:31.000]  因為如果他們真的上到天堂
[00:19:31.000 --> 00:19:33.000]  真的見到那麼多東西
[00:19:33.000 --> 00:19:35.000]  經文告訴他們
[00:19:35.000 --> 00:19:37.000]  他們是不可以說的
[00:19:37.000 --> 00:19:38.000]  有很多東西
[00:19:38.000 --> 00:19:41.000]  莫說是拍電影去寫書
[00:19:41.000 --> 00:19:44.000]  如果他們只是做夢
[00:19:44.000 --> 00:19:46.000]  上到天上下來
[00:19:46.000 --> 00:19:48.000]  又寫書又拍電影的話
[00:19:48.000 --> 00:19:50.000]  那就更加大問題
[00:19:50.000 --> 00:19:54.000]  因為啟示錄二十二章十八至十九節
[00:19:54.000 --> 00:19:58.000]  經文說如果聖經裡所說的天堂
[00:19:58.000 --> 00:20:00.000]  你現在說出來
[00:20:00.000 --> 00:20:01.000]  你說多了
[00:20:01.000 --> 00:20:03.000]  聖經裡沒有說
[00:20:03.000 --> 00:20:09.000]  神說我要將啟示錄裡的災難加在你身上
[00:20:09.000 --> 00:20:12.000]  但如果聖經說天堂是這樣
[00:20:12.000 --> 00:20:14.000]  而你說出來是說漏了
[00:20:14.000 --> 00:20:16.000]  你沒有聖經說那麼多的話
[00:20:16.000 --> 00:20:21.000]  神說我要在生命賊上減去你的名字
[00:20:21.000 --> 00:20:23.000]  我真的替這些人擔心
[00:20:23.000 --> 00:20:25.000]  他們現在可能賺很多錢
[00:20:25.000 --> 00:20:30.000]  但他們將來的後果是非常之嚴重
[00:20:30.000 --> 00:20:32.000]  我們說到二層天
[00:20:32.000 --> 00:20:34.000]  說到宇宙那麼大
[00:20:34.000 --> 00:20:37.000]  那神的寶座究竟在哪裡
[00:20:37.000 --> 00:20:41.000]  在《殿王記》上的八章二十七節
[00:20:41.000 --> 00:20:44.000]  經文說:神果真住在地上嗎?
[00:20:44.000 --> 00:20:49.000]  看!天和天上的天尚且不足你居住的
[00:20:49.000 --> 00:20:53.000]  何況我所見的這殿呢?
[00:20:53.000 --> 00:20:57.000]  為什麼一會兒又說神住在天堂
[00:20:57.000 --> 00:21:02.000]  一會兒又說天和天上的天都不夠神居住
[00:21:02.000 --> 00:21:04.000]  原因很簡單
[00:21:04.000 --> 00:21:12.000]  因為那位無限的神不能被有限的天堂來限制
[00:21:12.000 --> 00:21:15.000]  無限的神不能被有限的天堂來限制
[00:21:15.000 --> 00:21:19.000]  所以在以賽亞書的六十六章第一節
[00:21:19.000 --> 00:21:22.000]  神說天堂是我寶座的所在
[00:21:22.000 --> 00:21:25.000]  地球是我的腳墩
[00:21:25.000 --> 00:21:28.000]  剛才說宇宙已經那麼大
[00:21:28.000 --> 00:21:30.000]  二層天已經那麼大
[00:21:30.000 --> 00:21:32.000]  三層天就更加大
[00:21:32.000 --> 00:21:35.000]  究竟神的寶座在哪裡?
[00:21:35.000 --> 00:21:39.000]  我相信有一節經文可以告訴我們
[00:21:39.000 --> 00:21:41.000]  神的寶座在哪裡
[00:21:41.000 --> 00:21:44.000]  就是以賽亞書的十四章十三節
[00:21:44.000 --> 00:21:48.000]  其實這節經文是撒旦所說的話
[00:21:48.000 --> 00:21:50.000]  是撒旦的驕傲
[00:21:50.000 --> 00:21:52.000]  他要與神一樣
[00:21:52.000 --> 00:21:56.000]  他要將他的寶座升到眾星以上
