
[00:00:00.000 --> 00:00:07.040]  我們今天開始進入但義理書第十章
[00:09:05.520 --> 00:09:09.360]  他明白到前面對著猶太人
[00:09:09.360 --> 00:09:12.560]  還有很多很恐怖的事
[00:09:12.560 --> 00:09:14.320]  因為有小國
[00:09:14.320 --> 00:09:15.760]  因為有敵基督
[00:09:15.760 --> 00:09:17.360]  因為有很多的迫害
[00:09:17.360 --> 00:09:21.360]  所以但喻利在第九章的時候
[00:09:21.360 --> 00:09:24.720]  祈禱求上帝給他們七十年到立
[00:09:24.720 --> 00:09:25.760]  讓他們回去
[00:09:25.760 --> 00:09:29.600]  但神給他看到的不止七十年
[00:09:29.600 --> 00:09:31.120]  神給他看到的
[00:09:31.120 --> 00:09:33.680]  是由他的時代一路到末世
[00:09:33.680 --> 00:09:37.520]  原來在神的歷史裏面
[00:09:37.520 --> 00:09:39.040]  在他的預定裏面
[00:09:39.040 --> 00:09:42.000]  猶太人首先不被放棄
[00:09:42.000 --> 00:09:44.240]  第二他們還要經過很多的事
[00:09:44.240 --> 00:09:47.120]  但最後神是拯救他們
[00:09:47.120 --> 00:09:50.080]  所以神給但喻利看到的
[00:09:50.080 --> 00:09:53.200]  是遠超於他開始所求的
[00:09:53.200 --> 00:09:55.280]  但喻利開始明白
[00:09:55.280 --> 00:09:59.280]  但喻利當時的明白
[00:09:59.280 --> 00:10:03.600]  一定遠遠不及你和我今天明白的
[00:10:03.600 --> 00:10:05.840]  所以你和我很有福
[00:10:05.840 --> 00:10:09.360]  我們能夠明白的遠超於但喻利
[00:10:09.360 --> 00:10:11.680]  但喻利當時說他通達
[00:10:11.680 --> 00:10:12.720]  他說明白
[00:10:12.720 --> 00:10:15.120]  其實他只是明白得很皮毛
[00:10:15.120 --> 00:10:17.920]  我們今天有兩千多年的歷史
[00:10:17.920 --> 00:10:21.680]  加上有普羅、約翰
[00:10:21.680 --> 00:10:24.320]  再將末世的預言講得清楚一點
[00:10:24.320 --> 00:10:27.920]  所以你和我所知道的遠超於但喻利
[00:10:27.920 --> 00:10:29.680]  第二節
[00:10:29.760 --> 00:10:36.080]  當那時我但喻利悲傷了三個七天
[00:10:36.080 --> 00:10:38.640]  三個七天是二十一天的時間
[00:10:38.640 --> 00:10:40.240]  他悲傷
[00:10:40.240 --> 00:10:41.440]  為何悲傷呢?
[00:10:41.440 --> 00:10:44.160]  照理說沒有理由悲傷
[00:10:44.160 --> 00:10:47.120]  他有新的朝代
[00:10:47.120 --> 00:10:49.360]  他在那裏被王重用
[00:10:49.360 --> 00:10:50.960]  雖然他年紀很大
[00:10:50.960 --> 00:10:52.880]  但他還是被重用
[00:10:52.880 --> 00:10:55.920]  而真是按著他的祈禱
[00:10:55.920 --> 00:10:57.680]  七十年到了
[00:10:57.680 --> 00:11:00.240]  皇真是被他們重用
[00:11:00.240 --> 00:11:05.120]  而所羅巴伯帶了四萬多人重用
[00:11:05.120 --> 00:11:07.520]  以色列又好像重用
[00:11:07.520 --> 00:11:08.960]  大祭司又重用
[00:11:08.960 --> 00:11:11.120]  一批一批被他們重用
[00:11:11.120 --> 00:11:13.360]  為何還那麼悲傷呢?
[00:11:13.360 --> 00:11:15.920]  現在又沒有人迫害他們
[00:11:15.920 --> 00:11:17.840]  他又未面對斯字黑
[00:11:17.840 --> 00:11:19.440]  為何那麼悲傷呢?
[00:11:19.440 --> 00:11:21.600]  這裏沒有說
[00:11:21.600 --> 00:11:22.800]  第十章沒有說
[00:11:22.800 --> 00:11:24.560]  聖經裏面也沒有說
[00:11:24.560 --> 00:11:27.120]  但我們可以猜測到
[00:11:27.120 --> 00:11:29.920]  他為何那麼悲傷
[00:11:29.920 --> 00:11:34.000]  而且他的悲傷是很悲傷
[00:11:34.000 --> 00:11:37.680]  悲傷到第三節說
[00:11:37.680 --> 00:11:39.200]  他吃東西沒有心情
[00:11:39.200 --> 00:11:41.040]  酒肉也沒有吃
[00:11:41.040 --> 00:11:43.520]  也沒有用油抹他的身
[00:11:43.520 --> 00:11:46.960]  當時的人參加交際
[00:11:46.960 --> 00:11:49.120]  他一定用油抹身
[00:11:49.120 --> 00:11:51.440]  有些香味出來
[00:11:51.440 --> 00:11:55.280]  現在我們查Diodoran
[00:11:55.280 --> 00:11:58.080]  現代人經常洗澡
[00:11:58.080 --> 00:11:59.600]  所以身體沒有味道
[00:11:59.600 --> 00:12:02.720]  但當時的人不是每天洗澡
[00:12:02.720 --> 00:12:06.560]  所以他要塗香膏在身上
[00:12:06.560 --> 00:12:08.880]  這代表他飲宴
[00:12:08.880 --> 00:12:10.640]  他應酬飲宴
[00:12:10.640 --> 00:12:13.200]  所以他沒有吃東西
[00:12:13.200 --> 00:12:14.800]  這是極度的悲傷
[00:12:14.800 --> 00:12:15.760]  為何呢?
[00:12:15.760 --> 00:12:18.320]  我相信有兩個原因
[00:12:18.320 --> 00:12:19.600]  我在Nooks這裏列出了
[00:12:19.600 --> 00:12:24.480]  第一個雖然古烈王讓他們回去
[00:12:24.480 --> 00:12:27.920]  所羅巴伯也帶了一批人回去
[00:12:27.920 --> 00:12:31.120]  但我們從歷代之下
[00:12:31.120 --> 00:12:34.000]  36章和以色列第一章
[00:12:34.000 --> 00:12:35.680]  我們知道只有4萬多人
[00:12:35.680 --> 00:12:37.760]  跟著所羅巴伯回去
[00:12:37.760 --> 00:12:40.400]  4萬多人那麼多
[00:12:40.400 --> 00:12:41.760]  有什麼不好
[00:12:41.760 --> 00:12:45.760]  但當時可能有百多二百萬猶太人在
[00:12:45.760 --> 00:12:47.760]  不是只有幾萬人
[00:12:47.760 --> 00:12:51.040]  所以回去的比例很低
[00:12:51.040 --> 00:12:54.560]  即是絕大部分猶太人
[00:12:54.560 --> 00:12:57.200]  因為在那裏生活得很舒適
[00:12:57.200 --> 00:12:59.520]  所以他們不肯回去
[00:12:59.520 --> 00:13:02.000]  但爾利看到這個
[00:13:02.000 --> 00:13:04.320]  他覺得非常失望
[00:13:04.320 --> 00:13:07.680]  第二個可能是他聽到消息
[00:13:07.680 --> 00:13:10.000]  所羅巴伯帶那些人回去
[00:13:10.000 --> 00:13:11.520]  重建聖殿
[00:13:11.520 --> 00:13:13.040]  信不信任你呢?
[00:13:13.040 --> 00:13:14.080]  一點也不信任你
[00:13:14.080 --> 00:13:16.240]  如果你看以色列的記載
[00:13:16.240 --> 00:13:18.000]  你會看到一開始
[00:13:18.000 --> 00:13:21.120]  因為他們雖然被露了70年
[00:13:21.120 --> 00:13:24.720]  但耶路撒冷那裏不是空了
[00:13:24.720 --> 00:13:27.280]  有很多外族搬到那裏
[00:13:27.280 --> 00:13:30.160]  特別是有些撒馬尼亞人
[00:13:30.160 --> 00:13:31.760]  侵佔了那裏
[00:13:31.760 --> 00:13:34.000]  他們看到猶太人回來
[00:13:34.000 --> 00:13:36.720]  要在聖殿山重建聖殿
[00:13:36.720 --> 00:13:40.400]  他們千方百計阻撓他們
[00:13:40.400 --> 00:13:42.640]  用很多方法
[00:13:42.640 --> 00:13:45.200]  甚至去和那裏告狀
[00:13:45.200 --> 00:13:49.360]  誣告他們回去想叛變
[00:13:49.360 --> 00:13:53.360]  所以一直阻撓他們
[00:13:53.360 --> 00:13:58.640]  到古列王去世後
[00:13:58.640 --> 00:14:00.880]  接他做王的
[00:14:00.880 --> 00:14:03.200]  沒有古列那麼親近
[00:14:03.200 --> 00:14:05.920]  阿達爾利和猶太人
[00:14:05.920 --> 00:14:08.400]  變相他們去告狀
[00:14:08.400 --> 00:14:13.360]  有些王對他們的忠貞有懷疑
[00:14:13.360 --> 00:14:15.920]  甚至停止他們
[00:14:15.920 --> 00:14:20.800]  直到有個王回去找回以前的記錄
[00:14:20.800 --> 00:14:24.000]  然後才知道古列王
[00:14:24.000 --> 00:14:28.080]  一開始真的讓他們重建聖殿
[00:14:28.080 --> 00:14:29.760]  然後才開綠燈
[00:14:29.760 --> 00:14:31.280]  他們才重建聖殿
[00:14:31.280 --> 00:14:35.360]  所以聖殿是搞了十多二十年
[00:14:35.360 --> 00:14:36.640]  在這段時間
[00:14:36.640 --> 00:14:38.960]  阿達爾利都覺得很無奈
[00:14:38.960 --> 00:14:40.720]  人們不肯回去
[00:14:40.720 --> 00:14:43.280]  回去的人又做不了事
[00:14:43.280 --> 00:14:46.480]  一個膠著的狀態
[00:14:46.480 --> 00:14:49.280]  令他們覺得有點絕望
[00:14:49.280 --> 00:14:50.720]  他們很悲傷
[00:14:50.720 --> 00:14:53.840]  於是他們開始禁食
[00:14:53.840 --> 00:14:57.200]  他們禁食二十多天
[00:14:57.200 --> 00:14:58.640]  不是完全不吃東西
[00:14:58.640 --> 00:15:00.720]  他們只吃美味
[00:15:00.720 --> 00:15:02.400]  酒肉沒有進入他們的口
[00:15:02.400 --> 00:15:04.400]  沒有交際應酬
[00:15:04.400 --> 00:15:06.960]  他們是局部禁食
[00:15:06.960 --> 00:15:12.720]  但都可以看到他們很憂傷
[00:15:12.720 --> 00:15:15.440]  我們看第四節
[00:15:15.440 --> 00:15:19.120]  正月二十四日
[00:15:19.120 --> 00:15:25.200]  正月在猶太人的日曆叫做「逆山」
[00:15:25.200 --> 00:15:27.680]  「逆山日」「逆山月」
[00:15:27.680 --> 00:15:32.720]  正月的二十四日為何這麼重要呢?
[00:15:32.720 --> 00:15:37.520]  正月是他們的逾月節和除孝節
[00:15:37.520 --> 00:15:39.280]  逾月節是甚麼時候呢?
[00:15:39.280 --> 00:15:41.040]  逾月節是正月十四日
[00:15:41.040 --> 00:15:42.240]  正月十四日
[00:15:42.240 --> 00:15:45.520]  逾月節是一天的慶祝
[00:15:45.520 --> 00:15:50.160]  正月十五日他們進入除孝節
[00:15:50.160 --> 00:15:53.200]  逾月節我們都知道
[00:15:53.200 --> 00:15:56.400]  紀念他們由埃及出來
[00:15:56.400 --> 00:15:58.000]  天使越過
[00:15:58.000 --> 00:16:00.480]  又由屠了血的門尾
[00:16:00.480 --> 00:16:03.040]  天使越過不殺他們的長子
[00:16:03.040 --> 00:16:10.720]  除孝就是他們要將所有有孝的東西
[00:16:10.720 --> 00:16:12.240]  全部清除
[00:16:12.240 --> 00:16:13.920]  即是拜數罪
[00:16:13.920 --> 00:16:19.680]  這個除孝節也是象徵除去他們的罪
[00:16:19.680 --> 00:16:22.000]  孝或者叫做教
[00:16:22.000 --> 00:16:24.000]  孝或者叫做教
[00:16:24.000 --> 00:16:26.320]  代表罪惡
[00:16:26.320 --> 00:16:28.320]  要除去他們的罪惡
[00:16:28.320 --> 00:16:30.320]  除去他們的天聖
[00:16:30.320 --> 00:16:31.360]  就要除去罪惡
[00:16:31.360 --> 00:16:34.720]  直到主耶穌來一次將自己獻上
[00:16:34.720 --> 00:16:37.040]  成為永遠的活祭
[00:16:37.040 --> 00:16:40.480]  為人解決了罪的問題
[00:16:40.480 --> 00:16:44.480]  這個除孝節是要七天的
[00:16:44.480 --> 00:16:46.480]  即是十五日到二十二日
[00:16:46.480 --> 00:16:49.040]  現在正月二十四日
[00:16:49.040 --> 00:16:53.280]  二十四日已經是經過了逾月節
[00:16:53.280 --> 00:16:55.280]  又經過了除孝節
[00:16:55.280 --> 00:16:58.320]  他們恢復正常的生活
[00:16:58.320 --> 00:17:01.040]  他們二十一日的禁食
[00:17:01.040 --> 00:17:03.040]  即是由正月開始
[00:17:03.040 --> 00:17:05.040]  一路到二十一日
[00:17:05.040 --> 00:17:07.760]  即是一路到除孝節
[00:17:07.760 --> 00:17:09.760]  他們都在禁食
[00:17:09.760 --> 00:17:11.760]  即是那些人在慶祝
[00:17:11.760 --> 00:17:13.760]  這個過節和除孝節
[00:17:13.760 --> 00:17:15.760]  除孝節他們完全不做事
[00:17:15.760 --> 00:17:19.120]  他們就來親近上帝
[00:17:19.120 --> 00:17:21.840]  但是他們都很開心
[00:17:21.840 --> 00:17:23.840]  因為這是上帝對他們的拯救
[00:17:23.840 --> 00:17:25.840]  過節和除孝節
[00:17:25.840 --> 00:17:27.840]  所以其實是一個很歡樂的日子
[00:17:27.840 --> 00:17:31.200]  但這個達爾利在這個歡樂的日子
[00:17:31.200 --> 00:17:33.200]  竟然是這麼悲傷
[00:17:33.200 --> 00:17:35.200]  即是一個很大的對比
[00:17:35.200 --> 00:17:39.520]  這裡說他去了底格里斯
[00:17:39.520 --> 00:17:41.520]  Tigris River
[00:17:41.520 --> 00:17:43.520]  去了那裡
[00:17:43.520 --> 00:17:46.000]  問題是他是不是真的去了那裡呢?
[00:17:46.560 --> 00:17:48.560]  還是他好像之前
[00:17:48.560 --> 00:17:52.960]  他曾經去過河
[00:17:52.960 --> 00:17:54.960]  第八章
[00:17:54.960 --> 00:17:59.280]  是舒山城的烏來河邊
[00:17:59.280 --> 00:18:01.280]  當時我就告訴大家
[00:18:01.280 --> 00:18:03.280]  我看他的經文
[00:18:03.280 --> 00:18:05.280]  不像他真的去到那裡
[00:18:05.280 --> 00:18:08.160]  舒山城雖然後來是京都
[00:18:08.160 --> 00:18:10.160]  但達爾利時代
[00:18:10.160 --> 00:18:12.160]  那裡是荒山野嶺
[00:18:12.160 --> 00:18:14.880]  他也沒有真的去到那裡
[00:18:14.880 --> 00:18:16.880]  是神在意象裡面
[00:18:16.880 --> 00:18:20.320]  讓他看到他自己在那裡
[00:18:20.320 --> 00:18:22.320]  所以他不是真的去到那裡
[00:18:22.320 --> 00:18:25.920]  現在在底格里斯大河
[00:18:25.920 --> 00:18:27.920]  他是不是真的去到那裡呢?
[00:18:27.920 --> 00:18:29.920]  我現在看這裡
[00:18:29.920 --> 00:18:31.920]  他真的去到那裡
[00:18:31.920 --> 00:18:33.920]  他去那裡做什麼我不知道
[00:18:33.920 --> 00:18:35.920]  但他真的去到那裡
[00:18:35.920 --> 00:18:37.920]  真正去到那裡
[00:18:37.920 --> 00:18:39.920]  而且有人跟著他 有隨從
[00:18:39.920 --> 00:18:41.920]  跟著他真的去到河的旁邊
[00:18:41.920 --> 00:18:43.920]  第五節
[00:18:43.920 --> 00:18:45.920]  他去到旁邊
[00:18:45.920 --> 00:18:47.920]  他舉目觀看
[00:18:47.920 --> 00:18:49.920]  就看到一個人
[00:18:49.920 --> 00:18:51.920]  這個人的裝束很奇怪
[00:18:51.920 --> 00:18:53.920]  但在這裡描述他的裝束
[00:18:53.920 --> 00:18:58.960]  「細麻衣 腰束烏髮精金白」
[00:18:58.960 --> 00:19:03.360]  「身體如水滄浴 面貌如閃電」
[00:19:03.360 --> 00:19:08.240]  「眼目如火把 手和腳如光明的銅」
[00:19:08.240 --> 00:19:14.400]  「說話聲音如大眾或眾水的聲音」
[00:19:14.400 --> 00:19:16.400]  他遇到這個人
[00:19:16.400 --> 00:19:21.040]  這個人穿著細麻衣
[00:19:21.040 --> 00:19:23.040]  是祭司穿的
[00:19:23.040 --> 00:19:25.040]  是祭司的衣服
[00:19:25.040 --> 00:19:28.080]  精金白是君王的裝束
[00:19:28.080 --> 00:19:30.880]  這個人是什麼人呢?
[00:19:30.880 --> 00:19:32.880]  只有兩個可能性
[00:19:32.880 --> 00:19:34.880]  要麼他是一個天使
[00:19:35.040 --> 00:19:40.320]  要麼他就是未到成肉身之前的主耶穌
[00:19:40.320 --> 00:19:42.320]  歷代以來
[00:19:42.320 --> 00:19:44.320]  大部分的解經家
[00:19:44.320 --> 00:19:47.680]  都認為這個不是一個普通的天使
[00:19:47.680 --> 00:19:51.280]  普通的天使不會穿著這樣的裝束
[00:19:51.280 --> 00:19:55.920]  這個是到成肉身之前的主耶穌
[00:19:55.920 --> 00:19:57.920]  但我知道
[00:19:57.920 --> 00:20:00.480]  也有些解經家不贊成
[00:20:00.480 --> 00:20:02.880]  他說這個不是主耶穌
[00:20:02.880 --> 00:20:05.680]  這是一個天使長
[00:20:05.680 --> 00:20:07.680]  所以兩種說法都有
[00:20:07.680 --> 00:20:09.680]  但我自己就覺得
[00:20:09.680 --> 00:20:12.800]  這個毫無疑問
[00:20:12.800 --> 00:20:14.800]  在我自己來說
[00:20:14.800 --> 00:20:16.800]  是未到成肉身之前的主耶穌
[00:20:16.800 --> 00:20:18.800]  我告訴大家為什麼
[00:20:18.800 --> 00:20:25.520]  因為這個和約翰在啟示錄第一章
[00:20:25.520 --> 00:20:28.720]  見到在燈台中間的主耶穌
[00:20:30.720 --> 00:20:32.720]  是很相似的
[00:20:32.720 --> 00:20:35.680]  大家看看我在note這裡
[00:20:35.680 --> 00:20:39.680]  有quote啟示錄第一章
[00:20:39.680 --> 00:20:41.680]  第十二節到第十六節
[00:20:41.680 --> 00:20:43.680]  我們來看看使徒約翰
[00:20:43.680 --> 00:20:47.680]  在啟示錄看到的異象
[00:20:47.680 --> 00:20:51.680]  是主耶穌在燈台中間出現
[00:20:51.680 --> 00:20:53.680]  然後主耶穌和他說
[00:20:53.680 --> 00:20:55.680]  七封書信給教會
[00:20:55.680 --> 00:20:57.680]  第十二節
[00:20:57.680 --> 00:20:59.680]  我轉過身來
[00:20:59.680 --> 00:21:01.680]  看轉過身來
