
[00:00:00.000 --> 00:00:08.440]  今天我在我們的董事執事就職的時候
[00:05:16.280 --> 00:05:19.640]  所以寡婦成為了一個很重要的使金石
[00:05:19.640 --> 00:05:20.560]  你是不是一個好人
[00:05:20.560 --> 00:05:23.040]  看你如何對待寡婦就知道
[00:05:23.040 --> 00:05:24.160]  但我只看一段
[00:05:24.160 --> 00:05:26.320]  路加夫第二十章是要第二章
[00:05:26.320 --> 00:05:28.080]  所以二十章結尾的時候
[00:05:28.080 --> 00:05:31.440]  講到民事或者管理會堂那些人
[00:05:31.440 --> 00:05:33.040]  或者管理聖殿那些人
[00:05:33.040 --> 00:05:34.400]  路加夫第二十章
[00:05:34.400 --> 00:05:36.400]  那些民事都不是一幫好人
[00:05:36.400 --> 00:05:40.640]  因為他們喜歡會堂高位
[00:05:40.640 --> 00:05:44.320]  直上守衛他們侵吞寡婦的家產
[00:05:44.320 --> 00:05:46.240]  第二十章是47節
[00:05:46.240 --> 00:05:48.000]  侵吞寡婦家產
[00:05:48.000 --> 00:05:49.920]  相反地第21章
[00:05:49.920 --> 00:05:53.200]  寡婦將所有奉獻給上帝
[00:05:53.200 --> 00:05:56.880]  所以寡婦成為了一個很重要的標記
[00:05:56.880 --> 00:05:58.000]  在路加夫那裡
[00:05:58.000 --> 00:05:59.760]  誰對寡婦不好
[00:05:59.760 --> 00:06:01.280]  就是一個不是一個好人
[00:06:01.280 --> 00:06:03.200]  誰對寡婦好就是好人
[00:06:03.200 --> 00:06:06.480]  寡婦自己代表他們形成了一個標記
[00:06:06.480 --> 00:06:10.240]  這是路加的強調
[00:06:10.240 --> 00:06:12.240]  到了《市場行轉》
[00:06:12.240 --> 00:06:16.160]  《市場行轉》頭幾章都是形容教會的合一
[00:06:16.160 --> 00:06:18.080]  教會合一的時候
[00:06:18.080 --> 00:06:19.840]  第四章又這樣形容
[00:06:19.840 --> 00:06:22.960]  再看《市場行轉》第四章
[00:06:22.960 --> 00:06:24.960]  《市場行轉》第四章32節
[00:06:24.960 --> 00:06:30.960]  是講到教會最初期很合一那種溫馨的情景
[00:06:30.960 --> 00:06:33.440]  許多信的人都是一心一意
[00:06:33.440 --> 00:06:35.040]  沒有一個人說東西
[00:06:35.040 --> 00:06:36.480]  有一樣是自己的
[00:06:36.480 --> 00:06:38.160]  這是32節
[00:06:38.160 --> 00:06:40.320]  33節使徒帶有能力
[00:06:40.320 --> 00:06:41.840]  見證了耶穌的一個復活
[00:06:41.840 --> 00:06:45.680]  34節內中沒有一個缺乏的
[00:06:45.680 --> 00:06:47.440]  這是引至生命記
[00:06:47.440 --> 00:06:48.640]  生命記就說
[00:06:48.640 --> 00:06:50.080]  如果你像耶和華一樣
[00:06:50.080 --> 00:06:52.800]  顧念孤兒寡婦的話
[00:06:52.800 --> 00:06:55.840]  你內中就沒有人有缺乏的了
[00:06:55.840 --> 00:06:58.400]  所以這塊初期教會最美麗的童話
[00:06:58.400 --> 00:07:00.640]  是大家繁蜜奉用
[00:07:00.640 --> 00:07:03.360]  內中沒有缺乏
[00:07:03.360 --> 00:07:04.800]  但是這個這麼美麗的童話
[00:07:04.800 --> 00:07:09.040]  第六章就破解了
[00:07:09.040 --> 00:07:11.680]  寡婦沒有被人照顧
[00:07:11.680 --> 00:07:13.040]  是最大件事
[00:07:13.040 --> 00:07:14.400]  根據路加的記述
[00:07:14.400 --> 00:07:15.920]  只是一些不好的官
[00:07:15.920 --> 00:07:18.240]  或者不好的民事才不會理寡婦
[00:07:18.240 --> 00:07:20.240]  誰知道教好入面
[00:07:20.240 --> 00:07:22.560]  都沒有人理寡婦
[00:07:22.560 --> 00:07:26.480]  在當時文化其實是一個很重要的事情
[00:07:26.480 --> 00:07:30.640]  因為當時會堂其實有很多不同的作用
[00:07:30.640 --> 00:07:31.840]  由太人會堂
[00:07:31.840 --> 00:07:33.840]  你去會堂不是只去崇拜
[00:07:33.840 --> 00:07:36.720]  你去會堂你去登記結婚
[00:07:36.720 --> 00:07:38.480]  註冊在會堂註冊
[00:07:38.480 --> 00:07:40.640]  你出生在會堂出生
[00:07:40.640 --> 00:07:43.360]  你的文件要有法律的印打上去
[00:07:43.360 --> 00:07:44.400]  在哪個台打印
[00:07:44.400 --> 00:07:45.680]  在會堂在會堂打印
[00:07:45.680 --> 00:07:46.880]  借錢在哪借
[00:07:46.880 --> 00:07:48.960]  等等不同的所說的事情
[00:07:48.960 --> 00:07:50.960]  都是會堂照顧的
[00:07:50.960 --> 00:07:52.720]  如果你去一個地方沒地方住
[00:07:52.720 --> 00:07:54.480]  因為猶太人去一個地方沒地方住
[00:07:54.480 --> 00:07:55.680]  去哪裏找住宿
[00:07:55.680 --> 00:07:56.960]  去會堂找住宿
[00:07:56.960 --> 00:07:58.240]  如果你是猶太人的話
[00:07:58.240 --> 00:08:01.760]  或者你是丈夫離開世界
[00:08:01.760 --> 00:08:02.720]  誰照顧你
[00:08:02.720 --> 00:08:04.720]  會堂會籌錢去照顧你
[00:08:04.720 --> 00:08:06.720]  所以一切都是會堂負責
[00:08:06.720 --> 00:08:08.720]  但初來教會這班信徒
[00:08:08.720 --> 00:08:10.240]  突然說我們絕離會堂
[00:08:10.240 --> 00:08:11.520]  我們自己有自己的教會
[00:08:11.520 --> 00:08:13.200]  繁蜜公共很開心的時候
[00:08:13.200 --> 00:08:14.720]  怎知結果搞不定的
[00:08:14.720 --> 00:08:17.440]  最早期當然是要時間
[00:08:17.440 --> 00:08:19.440]  才能夠搞定這麼多不同的事情
[00:08:19.440 --> 00:08:21.440]  但到第六章的時候發覺
[00:08:21.440 --> 00:08:24.160]  有很多問題都還沒處理好
[00:08:24.160 --> 00:08:26.160]  包括了瓜庫的問題
[00:08:26.160 --> 00:08:28.960]  所以成為了教會第一個危機
[00:08:28.960 --> 00:08:32.320]  第四章等等說到教會受迫發
[00:08:32.320 --> 00:08:33.760]  迫發不是一個危機
[00:08:33.760 --> 00:08:36.480]  教會受迫發教會繼續增長
[00:08:36.480 --> 00:08:39.600]  但誰知最大的危機是教會裏面
[00:08:39.600 --> 00:08:42.560]  大家沒有同心合意
[00:08:42.560 --> 00:08:44.560]  所以說到這件事情的重要
[00:08:44.560 --> 00:08:47.920]  第六章瓜庫的事情的重要
[00:08:47.920 --> 00:08:49.920]  第二個背景問題我想解釋
[00:08:49.920 --> 00:08:52.480]  就是發怨言這幾個字
[00:08:52.480 --> 00:08:54.000]  第六章第二節說到
[00:08:54.000 --> 00:08:56.240]  他們內中有發怨言
[00:08:56.240 --> 00:08:58.240]  因為食物的緣故發怨言
[00:08:58.240 --> 00:09:00.480]  發怨言有什麼特別的地方
[00:09:00.480 --> 00:09:02.880]  原來發怨言是一個專有名稱
[00:09:02.880 --> 00:09:04.880]  一個技術的詞語
[00:09:04.880 --> 00:09:08.080]  是說到猶太人出埃及的時候
[00:09:08.080 --> 00:09:11.200]  在抗議裏面就是最喜歡發怨言
[00:09:11.200 --> 00:09:15.200]  雖然離開了埃及
[00:09:15.200 --> 00:09:17.600]  要去到以色列地
[00:09:17.600 --> 00:09:21.600]  但是在抗議裏面忘記了神的恩典
[00:09:21.600 --> 00:09:22.640]  忘記了十代
[00:09:22.640 --> 00:09:23.920]  忘記了郭雄海
[00:09:23.920 --> 00:09:25.120]  忘記了神的救贖
[00:09:25.120 --> 00:09:26.720]  忘記了這些東西
[00:09:26.720 --> 00:09:28.320]  在裏面發怨言
[00:09:28.320 --> 00:09:30.320]  為什麼神帶我們去的地方
[00:09:30.320 --> 00:09:31.920]  不如回家更好
[00:09:31.920 --> 00:09:32.960]  回埃及更好
[00:09:32.960 --> 00:09:34.720]  雖然是為別人的奴隸
[00:09:34.720 --> 00:09:36.720]  但最少有大口吃
[00:09:36.720 --> 00:09:40.720]  所以他忘記神的恩典就會發怨言
[00:09:40.720 --> 00:09:43.760]  如果這樣的背景我們停一段線經
[00:09:43.760 --> 00:09:45.760]  文素記第十一章
[00:09:45.760 --> 00:09:49.760]  文素記第十一章有類似的事情發生
[00:09:49.760 --> 00:09:53.760]  卻尊埃及在抗議的時候
[00:09:53.760 --> 00:09:56.960]  文素記第十一章這樣說
[00:09:56.960 --> 00:09:58.960]  十一章第一節
[00:09:58.960 --> 00:10:00.960]  中百姓發怨言
[00:10:00.960 --> 00:10:04.960]  跟士堂主任錄了一樣
[00:10:04.960 --> 00:10:06.960]  中百姓發怨言
[00:10:06.960 --> 00:10:08.960]  他們的說話
[00:10:08.960 --> 00:10:10.960]  不好聽的說話
[00:10:10.960 --> 00:10:12.960]  去到耶和的異多當中
[00:10:12.960 --> 00:10:14.960]  為什麼是這樣
[00:10:14.960 --> 00:10:18.960]  第四節耶和叫他們去選70個人
[00:10:18.960 --> 00:10:22.960]  和士堂主任的7個人有些女童
[00:10:22.960 --> 00:10:24.960]  最少有7個背數
[00:10:24.960 --> 00:10:28.960]  他們中間行責人大起貪慾的心
[00:10:28.960 --> 00:10:30.960]  吃飯的問題
[00:10:30.960 --> 00:10:32.960]  二十二章又很好說
[00:10:32.960 --> 00:10:34.960]  隨便我們肉吃
[00:10:34.960 --> 00:10:36.960]  我們記起在埃及的時候
[00:10:36.960 --> 00:10:42.960]  不花錢就吃魚、黃瓜、西瓜、韭菜、蔥、蒜
[00:10:42.960 --> 00:10:44.960]  就好像中國人吃的東西
[00:10:44.960 --> 00:10:46.960]  那時候這麼好吃的東西
[00:10:46.960 --> 00:10:48.960]  來抗議沒東西吃
[00:10:48.960 --> 00:10:50.960]  所以沒東西吃的時候
[00:10:50.960 --> 00:10:52.960]  他們在那裡投訴
[00:10:52.960 --> 00:10:54.960]  在那裡發怨言
[00:10:54.960 --> 00:10:56.960]  跟士堂主任錄了一樣
[00:10:56.960 --> 00:10:58.960]  是因為食物的緣故發怨言
[00:10:58.960 --> 00:11:00.960]  摩西怎樣解決這個問題
[00:11:00.960 --> 00:11:04.960]  摩西解決方法就是第十六節
[00:11:04.960 --> 00:11:06.960]  耶和跟摩西說
[00:11:06.960 --> 00:11:08.960]  美松以斯列的掌控當中
[00:11:08.960 --> 00:11:10.960]  選70個人出來
[00:11:10.960 --> 00:11:12.960]  到我借來在會幕
[00:11:12.960 --> 00:11:14.960]  跟你們一起站在那裡
[00:11:14.960 --> 00:11:16.960]  我再打一句
[00:11:16.960 --> 00:11:18.960]  江林對他們的說話
[00:11:18.960 --> 00:11:22.960]  也是要把降於你身上的靈分次給他們
[00:11:22.960 --> 00:11:26.960]  這段事件其實就等於士堂主任錄了六章的事情
[00:11:26.960 --> 00:11:28.960]  因為食物發怨言
[00:11:28.960 --> 00:11:30.960]  所以選70個人或者7個人
[00:11:30.960 --> 00:11:32.960]  然後有聖靈降入他們當中
[00:11:32.960 --> 00:11:34.960]  兩件事情都是
[00:11:34.960 --> 00:11:36.960]  有同樣的背景
[00:11:36.960 --> 00:11:38.960]  同樣的議決
[00:11:38.960 --> 00:11:40.960]  或者同樣的解決方法
[00:11:40.960 --> 00:11:42.960]  70個人或者7個人去解決
[00:11:42.960 --> 00:11:44.960]  神的靈在當中
[00:11:44.960 --> 00:11:46.960]  但兩件事情都是一樣的
[00:11:46.960 --> 00:11:48.960]  兩件事情都是講一個重要的時刻
[00:11:48.960 --> 00:11:52.960]  就是神的指紋開始忘記了什麼工作
[00:11:52.960 --> 00:11:54.960]  士堂主任第一章到第四章
[00:11:54.960 --> 00:11:56.960]  最輝煌的時候
[00:11:56.960 --> 00:11:58.960]  證明江林5千人信主
[00:11:58.960 --> 00:12:00.960]  3千人信主
[00:12:00.960 --> 00:12:02.960]  繁蜜公用
[00:12:02.960 --> 00:12:04.960]  這些東西已經忘記了
[00:12:04.960 --> 00:12:06.960]  教會開始有問題出現
[00:12:06.960 --> 00:12:08.960]  人發異議
[00:12:08.960 --> 00:12:10.960]  因為忘記神恩典
[00:12:10.960 --> 00:12:12.960]  在這麼重要的時刻
[00:12:12.960 --> 00:12:14.960]  就選了7個人出來
[00:12:14.960 --> 00:12:16.960]  所以交代了剛才兩個背景的問題
[00:12:16.960 --> 00:12:18.960]  發怨言和寡婦
[00:12:18.960 --> 00:12:20.960]  接著我們就問剛才所問的連續問題
[00:12:20.960 --> 00:12:22.960]  就是什麼叫起桌
[00:12:22.960 --> 00:12:24.960]  煮飯吃或者煮飯
[00:12:24.960 --> 00:12:26.960]  他們做什麼
[00:12:26.960 --> 00:12:28.960]  他們究竟做什麼
[00:12:28.960 --> 00:12:30.960]  為什麼這麼緊張說要選人出來煮飯
[00:12:30.960 --> 00:12:32.960]  他們是不是
[00:12:32.960 --> 00:12:34.960]  只是煮飯這麼簡單
[00:12:34.960 --> 00:12:36.960]  我們看這段經文
[00:12:36.960 --> 00:12:38.960]  很多時候有個誤會
[00:12:38.960 --> 00:12:40.960]  以為他們做一些不是很重要的事情
[00:12:40.960 --> 00:12:42.960]  然後十二個司徒做一些重要的事情
[00:12:42.960 --> 00:12:44.960]  是不是 千萬不要這樣
[00:12:44.960 --> 00:12:46.960]  十二個司徒是管理神的說話
[00:12:46.960 --> 00:12:48.960]  其他的人只是管煮飯
[00:12:48.960 --> 00:12:50.960]  但問題就是什麼叫做
[00:12:50.960 --> 00:12:52.960]  管理食物
[00:12:52.960 --> 00:12:54.960]  什麼叫做吃飯
[00:12:54.960 --> 00:12:56.960]  什麼叫做吃飯
[00:12:56.960 --> 00:12:58.960]  在路加高音裡面
[00:12:58.960 --> 00:13:00.960]  是多次提及吃飯這個課題
[00:13:00.960 --> 00:13:02.960]  我們在這段視頻裡討論過
[00:13:02.960 --> 00:13:04.960]  在高音書說吃飯多過任何古代的文獻
[00:13:04.960 --> 00:13:06.960]  耶穌經常在那裡吃飯
[00:13:06.960 --> 00:13:08.960]  由第一次神跡水面走
[00:13:08.960 --> 00:13:10.960]  接著他把4千人
[00:13:10.960 --> 00:13:12.960]  然後到最後
[00:13:12.960 --> 00:13:14.960]  最後晚餐 復活之後都是在吃東西
[00:13:14.960 --> 00:13:16.960]  不停在說吃飯
[00:13:16.960 --> 00:13:18.960]  我就說這些吃飯的技術
[00:13:18.960 --> 00:13:20.960]  有什麼重要性
[00:13:20.960 --> 00:13:22.960]  不停說吃飯有什麼意思
[00:13:22.960 --> 00:13:24.960]  我們由第一段
[00:13:24.960 --> 00:13:26.960]  吃飯經文看起《路加峰》第五章
[00:13:26.960 --> 00:13:28.960]  記住這個上集
[00:13:28.960 --> 00:13:30.960]  我跟一個作者寫《路加峰》第五章
[00:13:30.960 --> 00:13:32.960]  我由第五章看起因為說吃飯
[00:13:32.960 --> 00:13:34.960]  和說法語言 同一個字根
[00:13:34.960 --> 00:13:36.960]  在路加著作裡面
[00:13:36.960 --> 00:13:38.960]  只是出現過這裡的法語言
[00:13:38.960 --> 00:13:40.960]  除了《小行傳》第六章之外
[00:13:40.960 --> 00:13:42.960]  想看《路加峰》第五章
[00:13:42.960 --> 00:13:44.960]  講一些人怎樣在吃飯裡面法語言
[00:13:44.960 --> 00:13:46.960]  不過我們明白一點
[00:13:46.960 --> 00:13:48.960]  《小行傳》的經文
[00:13:48.960 --> 00:13:50.960]  《路加峰》第五章第五章第30節
[00:13:50.960 --> 00:13:52.960]  法理粗犯人和民事
[00:13:52.960 --> 00:13:54.960]  向耶穌的門徒法語言說
[00:13:54.960 --> 00:13:56.960]  你們為什麼和穗利和罪人一同吃害
[00:13:56.960 --> 00:13:58.960]  他法語言
[00:13:58.960 --> 00:14:00.960]  因為吃飯法語言
[00:14:00.960 --> 00:14:02.960]  為什麼因為吃飯法語言
[00:14:02.960 --> 00:14:04.960]  因為耶穌是法語言
[00:14:04.960 --> 00:14:06.960]  因為耶穌是法語言
[00:14:06.960 --> 00:14:08.960]  為什麼因為吃飯法語言
[00:14:08.960 --> 00:14:10.960]  因為耶穌和穗利和罪人一同吃飯
[00:14:10.960 --> 00:14:14.960]  什麼叫做耶穌和穗利和罪人一同吃飯
[00:14:14.960 --> 00:14:16.960]  就是耶穌和他們囤在一起
[00:14:16.960 --> 00:14:18.960]  這個解釋
[00:14:18.960 --> 00:14:20.960]  在猶太人的禮儀裡面
[00:14:20.960 --> 00:14:22.960]  吃飯很緊張
[00:14:22.960 --> 00:14:24.960]  因為吃飯代表自己的聖潔
[00:14:24.960 --> 00:14:26.960]  代表自己的獨立
[00:14:26.960 --> 00:14:28.960]  代表與世俗分離
[00:14:28.960 --> 00:14:30.960]  大義理書
[00:14:30.960 --> 00:14:32.960]  大義理會不和皇帝一起吃飯
[00:14:32.960 --> 00:14:34.960]  猶太人有這樣的特徵
[00:14:34.960 --> 00:14:36.960]  在舊日裡面有重要性
[00:14:36.960 --> 00:14:38.960]  因為講了神的聖節
[00:14:38.960 --> 00:14:40.960]  但到新日的時候
[00:14:40.960 --> 00:14:42.960]  這些自為意的化氣錯人就說
[00:14:42.960 --> 00:14:44.960]  不應該和很多人吃飯
[00:14:44.960 --> 00:14:46.960]  不是只和外方人吃飯
[00:14:46.960 --> 00:14:48.960]  穗利和罪人
[00:14:48.960 --> 00:14:50.960]  就是任何不穿高的人
[00:14:50.960 --> 00:14:52.960]  不要和他們吃飯
[00:14:52.960 --> 00:14:54.960]  但耶穌偏偏喜歡和他們吃飯
[00:14:54.960 --> 00:14:56.960]  吃飯代表包含
[00:14:56.960 --> 00:14:58.960]  吃飯代表接納
[00:14:58.960 --> 00:15:00.960]  因為接著就說
[00:15:00.960 --> 00:15:02.960]  耶穌說我本來不是要
[00:15:02.960 --> 00:15:04.960]  罪人悔改
[00:15:04.960 --> 00:15:06.960]  這是第32節
[00:15:06.960 --> 00:15:08.960]  想吃飯代表
[00:15:08.960 --> 00:15:10.960]  呼召罪人悔改
[00:15:10.960 --> 00:15:12.960]  吃飯代表接受被戲的群體
[00:15:12.960 --> 00:15:14.960]  將福音帶離開
[00:15:14.960 --> 00:15:16.960]  所謂聖節的群體
[00:15:16.960 --> 00:15:20.960]  第7章
[00:15:20.960 --> 00:15:22.960]  數加分第7章
[00:15:22.960 --> 00:15:24.960]  我們不會所有經文吃飯都講
[00:15:24.960 --> 00:15:26.960]  但看幾遍已經夠了
[00:15:26.960 --> 00:15:28.960]  第7章我們看
[00:15:28.960 --> 00:15:30.960]  第34節
[00:15:30.960 --> 00:15:32.960]  第7章34次
[00:15:32.960 --> 00:15:34.960]  耶穌說的話
[00:15:34.960 --> 00:15:36.960]  說你們法理財
[00:15:36.960 --> 00:15:38.960]  這樣罵我
[00:15:38.960 --> 00:15:40.960]  說自己人子
[00:15:40.960 --> 00:15:42.960]  說人子來也吃也喝
[00:15:42.960 --> 00:15:44.960]  你們說他是
[00:15:44.960 --> 00:15:46.960]  貪吃好酒的
[00:15:46.960 --> 00:15:48.960]  是穗利和罪人的朋友
[00:15:48.960 --> 00:15:50.960]  也是吃飯的問題
[00:15:50.960 --> 00:15:52.960]  你說我來到世界上
[00:15:52.960 --> 00:15:54.960]  和別人吃飯
[00:15:54.960 --> 00:15:56.960]  是他們的朋友
[00:15:56.960 --> 00:15:58.960]  說我喜歡喝酒吃飯
[00:15:58.960 --> 00:16:00.960]  當然耶穌不是喜歡喝酒吃飯
[00:16:00.960 --> 00:16:02.960]  是耶穌去
[00:16:02.960 --> 00:16:04.960]  接近被戲的群體
[00:16:04.960 --> 00:16:06.960]  第14章
[00:16:06.960 --> 00:16:10.960]  14章有3個比喻
[00:16:10.960 --> 00:16:12.960]  都是吃飯的比喻
[00:16:12.960 --> 00:16:14.960]  但我們只看其中一個
[00:16:14.960 --> 00:16:16.960]  14章15節
[00:16:16.960 --> 00:16:18.960]  14章15節
[00:16:18.960 --> 00:16:20.960]  耶穌用吃飯成為了
[00:16:20.960 --> 00:16:22.960]  活世的一個比喻
