
[00:00:00.000 --> 00:00:03.820]  各位網友大家好 歡迎收看今天的節目
[00:05:20.140 --> 00:05:22.140]  上帝所差判的
[00:05:22.140 --> 00:05:24.140]  祂所騎的路是從來沒有人騎過的
[00:05:24.140 --> 00:05:26.140]  是一個分別為性的
[00:05:26.140 --> 00:05:30.140]  只有耶穌第一次騎上去
[00:05:30.140 --> 00:05:36.140]  第二 耶穌將來的位置就是尼西亞
[00:05:36.140 --> 00:05:41.140]  那些群眾用什麼來讚美?
[00:05:41.140 --> 00:05:43.140]  是用和撒勒
[00:05:43.140 --> 00:05:45.140]  和撒勒不是Hallelujah
[00:05:45.140 --> 00:05:47.140]  Hallelujah是讚美我們主
[00:05:47.140 --> 00:05:49.140]  和撒勒就是拯救者
[00:05:49.140 --> 00:05:51.140]  就是主要拯救我們
[00:05:51.140 --> 00:05:57.140]  因為王者進去就要去拯救他們
[00:05:57.140 --> 00:06:00.140]  門徒都很認同
[00:06:00.140 --> 00:06:05.140]  所以門徒就將衣服搭在這個路上
[00:06:05.140 --> 00:06:08.140]  讓耶穌騎上去 扶他們上去
[00:06:08.140 --> 00:06:10.140]  而其他人看到
[00:06:10.140 --> 00:06:12.140]  就將他們的衣服放在地上
[00:06:12.140 --> 00:06:15.140]  讓耶穌來經過
[00:06:15.140 --> 00:06:17.140]  衣服是代表他們的財物
[00:06:17.140 --> 00:06:19.140]  更加代表他們的尊嚴
[00:06:19.140 --> 00:06:24.140]  就是他們願意將他們的尊嚴呈獻給耶穌
[00:06:24.140 --> 00:06:26.140]  承認耶穌的王權
[00:06:26.140 --> 00:06:29.140]  降服在他們的統治下
[00:06:29.140 --> 00:06:30.140]  很有意思的
[00:06:30.140 --> 00:06:32.140]  所以整個過程裏面
[00:06:32.140 --> 00:06:34.140]  你會看到他們很興奮
[00:06:34.140 --> 00:06:37.140]  以至路加怎樣記載呢?
[00:06:37.140 --> 00:06:39.140]  記載他們歡樂起來
[00:06:39.140 --> 00:06:41.140]  這個歡樂是一個很強烈的字
[00:06:41.140 --> 00:06:45.140]  就是在末世上帝的拯救臨到
[00:06:45.140 --> 00:06:46.140]  一種很震撼性的
[00:06:46.140 --> 00:06:48.140]  耶穌就是帶著上帝拯救
[00:06:48.140 --> 00:06:49.140]  去救他們
[00:06:49.140 --> 00:06:51.140]  所以他們很開心
[00:06:51.140 --> 00:06:53.140]  得到釋放
[00:06:53.140 --> 00:06:56.140]  因此路加這個記載
[00:06:56.140 --> 00:07:00.140]  就將一幅這麼興奮的圖畫
[00:07:00.140 --> 00:07:03.140]  周圍的人都這麼支持耶穌
[00:07:03.140 --> 00:07:05.140]  但當我們一路看下去的時候
[00:07:05.140 --> 00:07:07.140]  我們就發現
[00:07:07.140 --> 00:07:10.140]  一個這麼興奮的迎接王進入城
[00:07:10.140 --> 00:07:12.140]  短短三天的時間
[00:07:12.140 --> 00:07:15.140]  就整個形勢就改變了
[00:07:15.140 --> 00:07:20.140]  不單止他們沒有來繼續支持基督的王權
[00:07:20.140 --> 00:07:22.140]  反而還要將他們釘十字架
[00:07:22.140 --> 00:07:25.140]  為什麼變得這麼快呢?
[00:07:25.140 --> 00:07:26.140]  發生什麼事情呢?
[00:07:26.140 --> 00:07:28.140]  耶穌裏面做了什麼事呢?
[00:07:28.140 --> 00:07:30.140]  當我們看最後一周的時候
[00:07:30.140 --> 00:07:33.140]  我們發現耶穌有四個大辯論
[00:07:33.140 --> 00:07:36.140]  大家可以在聖經看到
[00:07:36.140 --> 00:07:41.140]  就是他的權柄、納粹、最大的誡命
[00:07:41.140 --> 00:07:43.140]  有幾個辯論
[00:07:43.140 --> 00:07:46.140]  究竟耶穌得罪了什麼人呢?
[00:07:46.140 --> 00:07:48.140]  誰要殺他呢?
[00:07:48.140 --> 00:07:50.140]  痛恨耶穌到一個地步
[00:07:50.140 --> 00:07:51.140]  要殺他呢?
[00:07:51.140 --> 00:07:53.140]  我們就發現
[00:07:53.140 --> 00:07:55.140]  當中是有些人
[00:07:55.140 --> 00:07:58.140]  他們一定要殺耶穌
[00:07:58.140 --> 00:08:02.140]  就是那些宗教領袖
[00:08:02.140 --> 00:08:04.140]  究竟為什麼他們要殺他呢?
[00:08:04.140 --> 00:08:06.140]  是有什麼宗教原因?
[00:08:06.140 --> 00:08:08.140]  神學的觀點?
[00:08:08.140 --> 00:08:11.140]  我們發現都不是
[00:08:11.140 --> 00:08:15.140]  最主要的原因就是潔淨聖殿
[00:08:15.140 --> 00:08:18.140]  潔淨聖殿就是聖經記載
[00:08:18.140 --> 00:08:20.140]  第一次他們有計劃
[00:08:20.140 --> 00:08:23.140]  被堅決要殺耶穌
[00:08:23.140 --> 00:08:26.140]  盧溝峰所記載的很短
[00:08:26.140 --> 00:08:29.140]  就是耶穌進聖殿趕出裡面做買賣的人
[00:08:29.140 --> 00:08:31.140]  對他們說經上說
[00:08:31.140 --> 00:08:33.140]  我的殿下來祈禱
[00:08:33.140 --> 00:08:35.140]  你將他們變成賊窩
[00:08:35.140 --> 00:08:40.140]  接著就記載耶穌每一天在聖殿教導人
[00:08:40.140 --> 00:08:45.140]  祭司、文士、百姓的領袖想殺他
[00:08:45.140 --> 00:08:46.140]  但找不到方法
[00:08:46.140 --> 00:08:47.140]  百姓聽他
[00:08:47.140 --> 00:08:49.140]  究竟潔淨聖殿
[00:08:49.140 --> 00:08:55.140]  怎麼可以引來那幫祭司、文士、百姓的領袖
[00:08:55.140 --> 00:08:56.140]  要殺他呢?
[00:08:56.140 --> 00:08:58.140]  如果我們看《馬可福音》
[00:08:58.140 --> 00:09:00.140]  我們會詳細一點
[00:09:00.140 --> 00:09:01.140]  盧溝峰就記載到
[00:09:01.140 --> 00:09:03.140]  耶穌進入聖殿
[00:09:03.140 --> 00:09:06.140]  就看到那些兌換銀錢
[00:09:06.140 --> 00:09:14.140]  並且是買賣獻祭的白鴿那些人做生意
[00:09:14.140 --> 00:09:21.140]  耶穌為什麼要將那些兌換銀錢的人推走
[00:09:21.140 --> 00:09:23.140]  好像很兇一樣
[00:09:23.140 --> 00:09:25.140]  甚至拿一根鞭子來趕走他們
[00:09:25.140 --> 00:09:27.140]  有人說耶穌沒有同情心
[00:09:27.140 --> 00:09:29.140]  像個小恩管理隊一樣
[00:09:29.140 --> 00:09:31.140]  我們只是做個小生意而已
[00:09:31.140 --> 00:09:32.140]  你這樣趕走他
[00:09:32.140 --> 00:09:34.140]  完全誤會了
[00:09:34.140 --> 00:09:37.140]  因為他們所在的地方
[00:09:37.140 --> 00:09:41.140]  就是聖殿的外邦人院
[00:09:41.140 --> 00:09:44.140]  是給外邦人祈禱的地方
[00:09:44.140 --> 00:09:46.140]  不僅如此
[00:09:46.140 --> 00:09:50.140]  外邦人院這個地方是祭司所管理的
[00:09:50.140 --> 00:09:52.140]  而他們就用聖殿這個地方
[00:09:52.140 --> 00:09:57.140]  作為他們謀取暴利的一個場所
[00:09:57.140 --> 00:09:58.140]  兌換銀錢
[00:09:58.140 --> 00:10:00.140]  因為他們去聖殿奉獻
[00:10:00.140 --> 00:10:02.140]  是不去收外面的錢
[00:10:02.140 --> 00:10:05.140]  港幣不收 英鎊不收
[00:10:05.140 --> 00:10:08.140]  只收他們猶太人的錢
[00:10:08.140 --> 00:10:10.140]  所以一定要換當地的錢
[00:10:10.140 --> 00:10:12.140]  如果你在那裏換
[00:10:12.140 --> 00:10:17.140]  他就會有一個很大的差額
[00:10:17.140 --> 00:10:19.140]  來去謀取暴利
[00:10:19.140 --> 00:10:21.140]  這個不僅如此
[00:10:21.140 --> 00:10:23.140]  最離譜的就是獻祭
[00:10:23.140 --> 00:10:26.140]  獻祭的那些是甲子
[00:10:26.140 --> 00:10:29.140]  甲子的獻祭
[00:10:29.140 --> 00:10:32.140]  一般來說按照聖經的記載
[00:10:32.140 --> 00:10:36.140]  是無殘疾的甲子
[00:10:36.140 --> 00:10:38.140]  是要好的甲子
[00:10:38.140 --> 00:10:40.140]  那怎樣謀取無殘疾
[00:10:40.140 --> 00:10:42.140]  由誰去規定呢
[00:10:42.140 --> 00:10:44.140]  就是由祭司去規定
[00:10:44.140 --> 00:10:46.140]  祭司會檢查的白甲
[00:10:46.140 --> 00:10:49.140]  是否合乎獻祭的條件
[00:10:49.140 --> 00:10:51.140]  是非常挑剔
[00:10:51.140 --> 00:10:54.140]  因此所有人在外面買的白甲
[00:10:54.140 --> 00:10:57.140]  都通過不了他的檢查
[00:10:57.140 --> 00:10:58.140]  一定有問題
[00:10:58.140 --> 00:11:02.140]  為了滿足這種檢查
[00:11:02.140 --> 00:11:05.140]  你必須要在聖殿指定的店鋪買
[00:11:05.140 --> 00:11:07.140]  指定的攤檔去買
[00:11:07.140 --> 00:11:09.140]  這些白甲才符合要求
[00:11:09.140 --> 00:11:11.140]  其實都是一種白甲
[00:11:11.140 --> 00:11:13.140]  你去大埔街市買
[00:11:13.140 --> 00:11:14.140]  60元一隻
[00:11:14.140 --> 00:11:15.140]  不會通過的
[00:11:15.140 --> 00:11:16.140]  不是長得不好
[00:11:16.140 --> 00:11:19.140]  就是爪子有點崩
[00:11:19.140 --> 00:11:20.140]  不會通過
[00:11:20.140 --> 00:11:23.140]  指定的攤檔2000元一隻
[00:11:23.140 --> 00:11:24.140]  你就可以獻祭
[00:11:24.140 --> 00:11:29.140]  結果那些人就要忍受這種
[00:11:29.140 --> 00:11:32.140]  額外的支出
[00:11:32.140 --> 00:11:36.140]  而他奉上帝的名去剝削這些人
[00:11:36.140 --> 00:11:39.140]  所以耶穌說將聖殿變成賊窩
[00:11:39.140 --> 00:11:41.140]  就是這個意思
[00:11:41.140 --> 00:11:45.140]  奉上帝的名去剝削那些人
[00:11:45.140 --> 00:11:47.140]  推倒他們
[00:11:47.140 --> 00:11:50.140]  因為他們侮辱了上帝的名
[00:11:50.140 --> 00:11:54.140]  這些祭司不敢來和耶穌對抗
[00:11:54.140 --> 00:11:56.140]  因為他們自己不對
[00:11:56.140 --> 00:11:58.140]  但是耶穌就大大損害了他們
[00:11:58.140 --> 00:12:02.140]  那種謀取暴利的貪念
[00:12:02.140 --> 00:12:07.140]  傷害了他們賺取錢財的權柄
[00:12:07.140 --> 00:12:10.140]  於是他們就決定一定要清除耶穌
[00:12:10.140 --> 00:12:14.140]  但是不敢在百姓面前公開地抓耶穌
[00:12:14.140 --> 00:12:15.140]  因為百姓會支持他
[00:12:15.140 --> 00:12:17.140]  百姓說耶穌做得好
[00:12:17.140 --> 00:12:18.140]  耶穌對
[00:12:18.140 --> 00:12:21.140]  所以他不敢動
[00:12:21.140 --> 00:12:22.140]  找不到方法
[00:12:22.140 --> 00:12:24.140]  百姓則以聽他
[00:12:24.140 --> 00:12:27.140]  這個就解釋為什麼這麼痛恨
[00:12:27.140 --> 00:12:28.140]  一定要殺耶穌
[00:12:28.140 --> 00:12:30.140]  利益的衝突
[00:12:30.140 --> 00:12:32.140]  使耶穌致死
[00:12:32.140 --> 00:12:34.140]  想方設法
[00:12:34.140 --> 00:12:36.140]  第二個
[00:12:36.140 --> 00:12:41.140]  在記載裡用了一個特別的字
[00:12:41.140 --> 00:12:43.140]  是用「百姓」這個字
[00:12:43.140 --> 00:12:45.140]  就是支持耶穌的人
[00:12:45.140 --> 00:12:48.140]  所以耶穌是有群眾基礎
[00:12:48.140 --> 00:12:49.140]  有人支持他
[00:12:49.140 --> 00:12:51.140]  他是很安全的
[00:12:51.140 --> 00:12:54.140]  第二個就是一個比喻
[00:12:54.140 --> 00:12:58.140]  比喻就是兇惡玄乎的比喻
[00:12:58.140 --> 00:13:02.140]  這個也是引來那些宗教領袖一定要殺耶穌
[00:13:02.140 --> 00:13:05.140]  耶穌用一個比喻對百姓說
[00:13:05.140 --> 00:13:07.140]  有人開墾一個葡萄園
[00:13:07.140 --> 00:13:08.140]  租給玄乎
[00:13:08.140 --> 00:13:10.140]  就出外旅行
[00:13:10.140 --> 00:13:14.140]  過了一段時間就找人去收租
[00:13:14.140 --> 00:13:16.140]  那些租玄乎的人
[00:13:16.140 --> 00:13:18.140]  見到收租的人
[00:13:18.140 --> 00:13:20.140]  不僅不夠租給他
[00:13:20.140 --> 00:13:22.140]  並且還打他
[00:13:22.140 --> 00:13:26.140]  那個玄主就說
[00:13:26.140 --> 00:13:28.140]  你不尊重我這個人
[00:13:28.140 --> 00:13:30.140]  你會尊重我兒子
[00:13:30.140 --> 00:13:32.140]  不如叫我兒子去吧
[00:13:32.140 --> 00:13:34.140]  那些惡人
[00:13:34.140 --> 00:13:36.140]  不僅不夠租
[00:13:36.140 --> 00:13:37.140]  見到兒子就說
[00:13:37.140 --> 00:13:39.140]  哇!這是成熟產業
[00:13:39.140 --> 00:13:40.140]  殺了他
[00:13:40.140 --> 00:13:42.140]  搶了他的葡萄園
[00:13:42.140 --> 00:13:43.140]  這麼惡的人
[00:13:43.140 --> 00:13:47.140]  這個比喻當然有點誇張
[00:13:47.140 --> 00:13:49.140]  但是耶穌就是說
[00:13:49.140 --> 00:13:52.140]  這群宗教領袖
[00:13:52.140 --> 00:13:53.140]  這群猶太人
[00:13:53.140 --> 00:13:54.140]  藐視上帝
[00:13:54.140 --> 00:13:56.140]  上帝派來的人
[00:13:56.140 --> 00:13:57.140]  派來的先知
[00:13:57.140 --> 00:13:58.140]  甚至派來的兒子
[00:13:58.140 --> 00:14:00.140]  他們都殺害
[00:14:00.140 --> 00:14:02.140]  所以耶穌怎麼說呢?
[00:14:02.140 --> 00:14:08.140]  祂說我要將這群人處理
[00:14:08.140 --> 00:14:10.140]  祂說要將他們除滅
[00:14:10.140 --> 00:14:14.140]  然後將葡萄園轉給其他人
[00:14:14.140 --> 00:14:16.140]  上帝的應許收回
[00:14:16.140 --> 00:14:18.140]  要給外邦人
[00:14:18.140 --> 00:14:20.140]  哇!他們非常生氣
[00:14:20.140 --> 00:14:22.140]  於是他們聽完之後
[00:14:22.140 --> 00:14:23.140]  怎麼說呢?
[00:14:23.140 --> 00:14:26.140]  20章19節我們一起讀
[00:14:26.140 --> 00:14:32.140]  「文氏和祭司長看出這比喻是指著哈門說的
[00:14:32.140 --> 00:14:35.140]  當時就想要下手拿他
[00:14:35.140 --> 00:14:37.140]  只是懼怕百姓」
[00:14:37.140 --> 00:14:38.140]  聽完很生氣
[00:14:38.140 --> 00:14:40.140]  馬上想要致耶穌死地
[00:14:40.140 --> 00:14:43.140]  但是有群百姓聽著
[00:14:43.140 --> 00:14:44.140]  忽然之間致耶穌
[00:14:44.140 --> 00:14:46.140]  他們動不了手
[00:14:46.140 --> 00:14:47.140]  兩次了
[00:14:47.140 --> 00:14:49.140]  第一次結定聖殿
[00:14:49.140 --> 00:14:50.140]  很生氣
[00:14:50.140 --> 00:14:51.140]  非常生氣
[00:14:51.140 --> 00:14:52.140]  一定要致耶穌死地
[00:14:52.140 --> 00:14:53.140]  第二次
[00:14:53.140 --> 00:14:54.140]  耶穌說了這樣的比喻
[00:14:54.140 --> 00:14:55.140]  明明針對他們
[00:14:55.140 --> 00:14:57.140]  說他們殺害上帝的先知
[00:14:57.140 --> 00:14:58.140]  殺害上帝的兒子
[00:14:58.140 --> 00:15:02.140]  所以他們現在一定要致耶穌死地
[00:15:02.140 --> 00:15:03.140]  但是也沒有辦法
[00:15:03.140 --> 00:15:10.140]  因為有一群百姓支持他
[00:15:10.140 --> 00:15:13.140]  如果你看《馬太》《馬可》
[00:15:13.140 --> 00:15:18.140]  你會看到他們商量
[00:15:18.140 --> 00:15:21.140]  一定要在節期之前致耶穌死地
[00:15:21.140 --> 00:15:23.140]  不能再等了
[00:15:23.140 --> 00:15:25.140]  節期就是星期六的御節
[00:15:25.140 --> 00:15:27.140]  不要在節期做
[00:15:27.140 --> 00:15:32.140]  因為有很多人要在節期之前
[00:15:32.140 --> 00:15:37.140]  並且要選擇合適的時間
[00:15:37.140 --> 00:15:39.140]  就是晚上
[00:15:39.140 --> 00:15:42.140]  如果我們看耶穌從星期一進入聖城
[00:15:42.140 --> 00:15:45.140]  到星期一、星期二、星期三
[00:15:45.140 --> 00:15:48.140]  到星期四已經很緊張了
[00:15:48.140 --> 00:15:51.140]  這個時候就出了一個插曲
[00:15:51.140 --> 00:15:53.140]  就是猶大
[00:15:53.140 --> 00:15:57.140]  聖經說撒旦進入猶大的心
[00:15:57.140 --> 00:16:03.140]  猶大去見祭司長
[00:16:03.140 --> 00:16:07.140]  他知道這群宗教領袖要殺耶穌
[00:16:07.140 --> 00:16:09.140]  猶大看得出來
[00:16:09.140 --> 00:16:10.140]  就跟他說
[00:16:10.140 --> 00:16:13.140]  他們給我三十兩銀子
[00:16:13.140 --> 00:16:15.140]  我就帶你去找耶穌
[00:16:15.140 --> 00:16:18.140]  因為當時不像現在
[00:16:18.140 --> 00:16:20.140]  要在晚上找耶穌
[00:16:20.140 --> 00:16:22.140]  晚上很黑 現在很亮
[00:16:22.140 --> 00:16:24.140]  所以有人很熟悉
[00:16:24.140 --> 00:16:26.140]  所以由他帶就不會抓錯了
[00:16:26.140 --> 00:16:30.140]  他就願意做帶頭
[00:16:30.140 --> 00:16:33.140]  猶大為什麼要在這個時候賣耶穌呢?
[00:16:33.140 --> 00:16:35.140]  猶大是耶穌所揀選的
[00:16:35.140 --> 00:16:36.140]  如果我們看聖經
[00:16:36.140 --> 00:16:40.140]  我們發現猶大和耶穌的關係不算很好
[00:16:40.140 --> 00:16:43.140]  在排名往往排最後
[00:16:43.140 --> 00:16:48.140]  還有就是有一次
[00:16:48.140 --> 00:16:50.140]  瑪利亞高耶穌
[00:16:50.140 --> 00:16:53.140]  猶大就說為什麼這麼浪費呢?
[00:16:53.140 --> 00:16:55.140]  約翰就評論了一句
[00:16:55.140 --> 00:17:00.140]  其實他不是關心香高或者瑪利亞高
[00:17:00.140 --> 00:17:01.140]  他是關心錢
[00:17:01.140 --> 00:17:03.140]  因為他很貪心
[00:17:03.140 --> 00:17:09.140]  不過我相信猶大是一個心水很清的人
[00:17:09.140 --> 00:17:14.140]  當其他門徒沉醉在耶穌作為王
[00:17:14.140 --> 00:17:16.140]  要去帶領耶路撒冷
[00:17:16.140 --> 00:17:18.140]  要去做王的時候
[00:17:18.140 --> 00:17:21.140]  其他門徒還在爭誰要做王的
[00:17:21.140 --> 00:17:23.140]  左邊右邊的時候
[00:17:23.140 --> 00:17:25.140]  猶大已經看出
[00:17:25.140 --> 00:17:27.140]  耶穌大概不是王
[00:17:27.140 --> 00:17:29.140]  不是那個理想
[00:17:29.140 --> 00:17:31.140]  因為他看不到耶穌有什麼能力
[00:17:31.140 --> 00:17:34.140]  來真的帶領耶路撒冷
[00:17:34.140 --> 00:17:37.140]  所以我相信猶大是失望的
[00:17:37.140 --> 00:17:40.140]  他看得出耶穌不是那個理想
[00:17:40.140 --> 00:17:44.140]  他看不到在世上有什麼條件
[00:17:44.140 --> 00:17:45.140]  讓他做這個王
[00:17:45.140 --> 00:17:47.140]  既然他失望
[00:17:47.140 --> 00:17:49.140]  他也不想再跟隨他
[00:17:49.140 --> 00:17:52.140]  現在有機會可以出賣他
[00:17:52.140 --> 00:17:54.140]  於是他就出賣耶穌
[00:17:54.140 --> 00:17:58.140]  不過猶大後來出賣了
[00:17:58.140 --> 00:18:00.140]  很快他都後悔
[00:18:00.140 --> 00:18:02.140]  因為他覺得出賣了二者
[00:18:02.140 --> 00:18:04.140]  雖然耶穌不符合他的條件
[00:18:04.140 --> 00:18:09.140]  做一個王者
[00:18:09.140 --> 00:18:12.140]  這是說到白色
[00:18:12.140 --> 00:18:15.140]  到了星期四
[00:18:15.140 --> 00:18:17.140]  最後晚餐
[00:18:17.140 --> 00:18:19.140]  在最後晚餐之後
[00:18:19.140 --> 00:18:21.140]  耶穌就去客西馬利人的祈禱
[00:18:21.140 --> 00:18:23.140]  這個時候猶大已經離開了
[00:18:23.140 --> 00:18:24.140]  最後晚餐
[00:18:24.140 --> 00:18:28.140]  耶穌已經說有人出賣我
[00:18:28.140 --> 00:18:30.140]  猶大就問
[00:18:30.140 --> 00:18:32.140]  是不是我?
[00:18:32.140 --> 00:18:34.140]  耶穌就說正是
[00:18:34.140 --> 00:18:36.140]  然後耶穌就說你要做的事
[00:18:36.140 --> 00:18:38.140]  你就做吧
[00:18:38.140 --> 00:18:41.140]  猶大就離開了
[00:18:41.140 --> 00:18:43.140]  猶大離開之後
[00:18:43.140 --> 00:18:45.140]  耶穌跟門徒說了很多話
[00:18:45.140 --> 00:18:47.140]  在約翰福音記載
[00:18:47.140 --> 00:18:49.140]  之後他們就出去祈禱
[00:18:49.140 --> 00:18:50.140]  在客西馬利人
[00:18:50.140 --> 00:18:52.140]  經歷了一個很大的掙扎
[00:18:52.140 --> 00:18:53.140]  耶穌信服
[00:18:53.140 --> 00:18:56.140]  因為耶穌知道沒有人能夠出賣他
[00:18:56.140 --> 00:18:58.140]  也沒有人能夠賜予死地
[00:18:58.140 --> 00:19:00.140]  所以他自己把命
[00:19:00.140 --> 00:19:05.140]  甘心把命奉獻出來
[00:19:05.140 --> 00:19:08.140]  當耶穌經歷了客西馬利人的祈禱的時候
[00:19:08.140 --> 00:19:10.140]  當時大概是星期四晚
[00:19:10.140 --> 00:19:13.140]  晚上十點左右
[00:19:13.140 --> 00:19:18.140]  這個時候猶大就來了
[00:19:18.140 --> 00:19:20.140]  路加分二十二章
[00:19:20.140 --> 00:19:23.140]  他們就記載
[00:19:23.140 --> 00:19:25.140]  耶穌還在說話的時候
[00:19:25.140 --> 00:19:27.140]  來了一群人
[00:19:27.140 --> 00:19:30.140]  十二個使徒之一名叫猶大的
[00:19:30.140 --> 00:19:31.140]  走在前頭
[00:19:31.140 --> 00:19:33.140]  接近耶穌
[00:19:33.140 --> 00:19:35.140]  這裡所記載的
[00:19:35.140 --> 00:19:37.140]  和剛才所說的那群百姓
