
[00:00:00.000 --> 00:00:04.320]  各位電視節目的早上好
[00:02:18.560 --> 00:02:21.680]  同心低頭禱告
[00:02:21.680 --> 00:02:24.560]  慈悲的天父多謝你讓我們能夠再次在
[00:02:24.560 --> 00:02:28.200]  這個主日的時間可以再次相聚
[00:02:28.200 --> 00:02:32.960]  雖然在這個世界裏面我們看見仍然有很多的地方
[00:02:32.960 --> 00:02:35.640]  為了這個疫情有很大的掙扎
[00:02:35.640 --> 00:02:39.840]  有不同的安排
[00:02:39.840 --> 00:02:45.120]  導致到很多的活動都被刪除減散
[00:02:45.120 --> 00:02:47.840]  但是我們作為屬臣你的子民的
[00:02:47.840 --> 00:02:50.000]  我們仍然有這份的心志
[00:02:50.000 --> 00:02:53.080]  回到父上帝你的面前一起的仰望
[00:02:53.080 --> 00:02:55.720]  我們再次為此獻上感恩
[00:02:55.720 --> 00:03:00.280]  父上求你也都讓我們這份不停止聚會的心
[00:03:00.280 --> 00:03:02.200]  能夠繼續的持守
[00:03:02.200 --> 00:03:05.320]  保守我們都能夠在你的真道裏面
[00:03:05.320 --> 00:03:08.360]  能夠繼續的彼此的鼓勵
[00:03:08.360 --> 00:03:12.840]  無論是教的 講的 或者去聽的
[00:03:12.840 --> 00:03:16.480]  或者甚至在網上和我們有團契生活的
[00:03:16.480 --> 00:03:17.640]  每一個弟兄姊妹
[00:03:17.640 --> 00:03:19.960]  我們都將他們每一個交上
[00:03:19.960 --> 00:03:23.880]  讓我們在這段時間裏面同夢主理的恩典
[00:03:23.880 --> 00:03:25.200]  同心低頭禱告
[00:03:25.200 --> 00:03:29.440]  奉靠主耶穌基督得勝的名字 阿們
[00:03:29.440 --> 00:03:32.520]  好 今天和大家一起去分享的經文
[00:03:32.520 --> 00:03:35.040]  就是《馬太福音》第六章
[00:03:35.040 --> 00:03:39.320]  第25節至到第34節的經文
[00:03:39.320 --> 00:03:40.320]  今天我給了一個題目
[00:03:40.320 --> 00:03:45.920]  它叫做有主與我們邁向未知的未來
[00:03:45.920 --> 00:03:51.000]  The Lord Narrates Us Through the Unknown Future
[00:03:51.000 --> 00:03:54.320]  當我們去 未看這段經文之前
[00:03:54.320 --> 00:03:56.320]  讓我先和大家一起再思想一下
[00:03:56.320 --> 00:04:01.480]  人生的整個的路程或者那個的發展
[00:04:01.480 --> 00:04:05.560]  我相信每一個人當我們出生之後
[00:04:05.560 --> 00:04:09.640]  其實都無可避免地去走向
[00:04:09.640 --> 00:04:14.440]  在死亡的方向這條路上
[00:04:14.440 --> 00:04:19.520]  這個雖然是眾矢大家都明白的事實
[00:04:19.520 --> 00:04:22.920]  但是最使人覺得很為難
[00:04:22.920 --> 00:04:25.480]  或者覺得 講得文雅一些
[00:04:25.480 --> 00:04:28.280]  很別扭的事情是什麼呢
[00:04:28.280 --> 00:04:32.640]  就因為連我們自己雖然好像真的活在這個世界
[00:04:32.640 --> 00:04:36.720]  活在這個地上 我和這個世界有不斷的接觸
[00:04:36.720 --> 00:04:41.360]  和有很多不同的一些活動參與在其中
[00:04:41.360 --> 00:04:45.440]  但是我們沒有一個人是能夠知道自己
[00:04:45.440 --> 00:04:51.920]  究竟在這個地上的年日壽數是有多長
[00:04:51.920 --> 00:04:56.880]  所以當或者有些人他自己在鴻圖大計
[00:04:56.880 --> 00:05:02.120]  他就是在計劃他人生未來接下來十年的裡面
[00:05:02.120 --> 00:05:07.160]  究竟想做些什麼 成就些什麼事情的時候
[00:05:07.160 --> 00:05:12.280]  很突然其來可能只是一個很簡單的我們稱之為感冒
[00:05:12.280 --> 00:05:14.280]  那個人就可能大病一場
[00:05:14.280 --> 00:05:20.040]  然後將他原本所計劃的周詳所期望所達到的目的
[00:05:20.040 --> 00:05:22.040]  都馬上要停止下來
[00:05:22.040 --> 00:05:26.720]  又或者好像我們所體現的這個所謂新冠狀病毒
[00:05:26.720 --> 00:05:29.280]  這個疫情COVID-19
[00:05:29.280 --> 00:05:33.800]  有些人原本你看見他都好好的 沒什麼的
[00:05:33.800 --> 00:05:37.040]  誰知道原來突然之間因為這個疫情
[00:05:37.040 --> 00:05:40.640]  就告訴你他已經離開了這個世界
[00:05:40.640 --> 00:05:43.720]  我最深刻的就是在過去這兩年裡面
[00:05:43.720 --> 00:05:47.640]  曾經我所認識一個很熟悉的街坊
[00:05:47.640 --> 00:05:50.880]  就是有一年我還回香港還和他見面
[00:05:50.880 --> 00:05:54.400]  聊天的時候 誰知道過了沒多久
[00:05:54.400 --> 00:05:57.040]  我媽媽就已經打過電話來告訴他
[00:05:57.040 --> 00:05:59.920]  你知不知道他死了 那我說什麼事
[00:05:59.920 --> 00:06:02.760]  原來他只是去游一下水
[00:06:02.760 --> 00:06:07.440]  在游水的過程當中是溺斃了
[00:06:07.440 --> 00:06:11.600]  人生好像我們有所把握
[00:06:11.600 --> 00:06:14.040]  我們平時天天都在這裡生活
[00:06:14.040 --> 00:06:19.120]  好像我自己怎樣賺多少錢 做些什麼生意
[00:06:19.120 --> 00:06:23.560]  現在的年輕人很喜歡就說我要去自己做一些start up
[00:06:23.560 --> 00:06:27.960]  就是自己去做一些小生意 去做一些創業
[00:06:27.960 --> 00:06:30.800]  但是當你以為自己有很多的東西
[00:06:30.800 --> 00:06:34.080]  在你掌握之時 原來誰不知
[00:06:34.080 --> 00:06:36.600]  是一種突然其來的情況
[00:06:36.600 --> 00:06:39.400]  你所有的東西可能完全沒有了
[00:06:39.400 --> 00:06:43.920]  不知道你有沒有這種的看法 或者有這種的經驗
[00:06:43.920 --> 00:06:48.320]  我相信如果你有這樣的經驗是非常正常的現象
[00:06:48.320 --> 00:06:53.360]  這個也可以說人生走在這條路上的時候
[00:06:53.360 --> 00:06:57.320]  是無可避免所遇見的現象
[00:06:57.320 --> 00:06:59.920]  有些人見到這樣的現象的時候
[00:06:59.920 --> 00:07:03.600]  就有一種患得患失的一種感覺
[00:07:03.600 --> 00:07:07.280]  究竟我在這個世界上要很積極的參與
[00:07:07.280 --> 00:07:12.240]  很積極的去設計 很積極的去籌算我自己人生怎麼走
[00:07:12.240 --> 00:07:18.120]  還是隨遇而安 由他怎樣都好
[00:07:18.120 --> 00:07:21.000]  加上中國人廣東話有一句話叫做
[00:07:21.000 --> 00:07:25.640]  船到橋頭自然直 順著去做就OK了
[00:07:25.640 --> 00:07:28.800]  那究竟哪一種的取態
[00:07:28.800 --> 00:07:31.240]  尤其是我們作為基督徒
[00:07:31.240 --> 00:07:35.480]  我們需要去面對 和需要去採納的呢
[00:07:35.480 --> 00:07:40.120]  這個正正就是今天我想藉著這段經文
[00:07:40.120 --> 00:07:45.600]  也是耶穌基督當時面對著一群坐在他面前的門徒
[00:07:45.600 --> 00:07:50.680]  他們將要去承擔主的使命 差命
[00:07:50.680 --> 00:07:54.800]  出到人群裡面去傳講主的訊息
[00:07:54.800 --> 00:07:57.040]  這個拯救的訊息的時候
[00:07:57.040 --> 00:08:00.120]  究竟他們要抱著一種什麼的心態
[00:08:00.120 --> 00:08:04.760]  或者什麼的思維去參與在這件事情裡面呢
[00:08:04.760 --> 00:08:08.640]  尤其是當我們要去做一些事情的時候
[00:08:08.640 --> 00:08:13.600]  是需要一些真是配合 特別是資源上面的需要
[00:08:13.600 --> 00:08:16.000]  如果我們在這個情況之下
[00:08:16.000 --> 00:08:21.520]  如果自己都沒有一種可靠賴的一種把握的話
[00:08:21.520 --> 00:08:24.320]  可能我們造成就有一個現象
[00:08:24.320 --> 00:08:28.400]  就是今天這段經文裡面所說的叫做憂慮
[00:08:28.400 --> 00:08:33.440]  不如這樣 我們再次去為了熟悉了解這段經文的時候
[00:08:33.440 --> 00:08:35.960]  我們一起再讀一下這段經文一次
[00:08:35.960 --> 00:08:37.880]  雖然是比較長一點
[00:08:37.880 --> 00:08:41.640]  但是在裡面其實有很多共通的說話
[00:08:41.640 --> 00:08:43.120]  是重重複複說的
[00:08:43.120 --> 00:08:45.200]  但是透過這個重讀的時候
[00:08:45.200 --> 00:08:48.040]  我希望大家能夠更加熟悉這段經文
[00:08:48.040 --> 00:08:51.320]  然後去思想經文的本身的意義
[00:08:51.320 --> 00:08:56.760]  好 我們一起打開馬太福音第六章第25
[00:08:56.760 --> 00:08:59.840]  至到第34節 我們一起讀了
[00:08:59.840 --> 00:09:02.760]  好不好 我們喜歡用廣東話也可以
[00:09:02.760 --> 00:09:04.640]  普通話讀都可以
[00:09:04.640 --> 00:09:06.280]  好 我們一起讀了
[00:09:06.280 --> 00:09:09.520]  所以我告訴你們
[00:09:09.520 --> 00:09:14.600]  不要為生命憂慮吃什麼喝什麼
[00:09:14.600 --> 00:09:17.680]  為身體憂慮穿什麼
[00:09:17.680 --> 00:09:21.200]  生命不勝於飲食嗎
[00:09:21.200 --> 00:09:24.280]  身體不勝於衣裳嗎
[00:09:24.280 --> 00:09:30.120]  你們看那天上的飛鳥也不種也不收
[00:09:30.120 --> 00:09:32.760]  也不積蓄在倉裡
[00:09:32.760 --> 00:09:36.440]  你們的天父尚且養活他
[00:09:36.440 --> 00:09:40.520]  你們不比飛鳥貴重得多嗎
[00:09:40.520 --> 00:09:46.600]  你們哪一個能用思慮使受數多加一克呢
[00:09:46.600 --> 00:09:49.720]  何必為衣裳憂慮呢
[00:09:49.720 --> 00:09:54.200]  你想野地裡的百花怎樣長起來
[00:09:54.200 --> 00:09:58.080]  它也不勞苦也不枉善
[00:09:58.080 --> 00:10:00.720]  然而我告訴你們
[00:10:00.720 --> 00:10:04.280]  就是所羅門極榮華的時候
[00:10:04.280 --> 00:10:09.240]  他所稱拜的還不如這花一朵呢
[00:10:09.240 --> 00:10:11.800]  你們這小信的人啊
[00:10:11.800 --> 00:10:15.040]  野地裡的草今天還在
[00:10:15.040 --> 00:10:17.480]  明天就凋在爐裡
[00:10:17.480 --> 00:10:21.200]  神還給他這樣的裝飾
[00:10:21.200 --> 00:10:23.520]  何況你們呢
[00:10:23.520 --> 00:10:30.200]  所以不要憂慮說吃什麼喝什麼穿什麼
[00:10:30.200 --> 00:10:33.200]  這都是愛邦人所求的
[00:10:33.200 --> 00:10:36.720]  你們需要這一切東西
[00:10:36.720 --> 00:10:39.680]  你們的天父是知道的
[00:10:39.680 --> 00:10:43.440]  你們要先求他的國和他的義
[00:10:43.440 --> 00:10:47.280]  這些東西都要加給你們了
[00:10:47.280 --> 00:10:50.440]  所以不要為明天憂慮
[00:10:50.440 --> 00:10:54.160]  因為明天自有明天的憂慮
[00:10:54.160 --> 00:10:58.440]  一天的難處一天擔當就夠了
[00:10:58.440 --> 00:11:03.720]  這段聖經可以說在教會裡很熟悉
[00:11:03.720 --> 00:11:05.720]  不過既然熟悉
[00:11:05.720 --> 00:11:07.440]  當問到你為什麼呢
[00:11:07.440 --> 00:11:09.440]  你又會覺得有些
[00:11:09.440 --> 00:11:13.480]  好像不太清楚他想說什麼
[00:11:13.480 --> 00:11:15.880]  有些信徒就會覺得
[00:11:15.880 --> 00:11:17.680]  讀完這段聖經之後
[00:11:17.680 --> 00:11:20.280]  就會覺得耶穌教導我們
[00:11:20.280 --> 00:11:23.040]  不要為這麼多東西去考量
[00:11:23.040 --> 00:11:25.040]  不要想這麼多
[00:11:25.040 --> 00:11:27.360]  隨著這個世界怎麼發展
[00:11:27.360 --> 00:11:28.880]  那你就繼續發展
[00:11:28.880 --> 00:11:30.160]  最重要是信
[00:11:30.160 --> 00:11:32.160]  信了之後呢
[00:11:32.160 --> 00:11:33.360]  就會怎麼樣
[00:11:33.360 --> 00:11:36.360]  你又可以吃
[00:11:36.360 --> 00:11:38.120]  又可以喝
[00:11:38.120 --> 00:11:40.120]  又可以穿
[00:11:40.120 --> 00:11:44.840]  於是就產生了一種基督教的信仰
[00:11:44.840 --> 00:11:47.840]  就說信耶穌可以保守
[00:11:47.840 --> 00:11:50.840]  你能夠生活安定
[00:11:50.840 --> 00:11:54.040]  或者信耶穌你就不用怕
[00:11:54.040 --> 00:11:58.440]  不能吃不能喝不能穿了
[00:11:58.440 --> 00:12:00.440]  是不是這樣的意思呢
[00:12:00.440 --> 00:12:02.440]  聖經是不是想說這件事呢
[00:12:02.440 --> 00:12:04.440]  而耶穌說這段聖經
[00:12:04.440 --> 00:12:06.440]  是不是也是這樣的意思呢
[00:12:06.440 --> 00:12:10.440]  很多時候當我們去處理登山補訓的時候
[00:12:10.440 --> 00:12:12.440]  我們見到一些這樣的經文
[00:12:12.440 --> 00:12:14.440]  我們就會將它全段騰空
[00:12:14.440 --> 00:12:20.440]  這樣離開整段經文的主旨內容去討論
[00:12:20.440 --> 00:12:22.440]  這裡經常說飲食
[00:12:22.440 --> 00:12:25.440]  還有喝穿這三樣的行為
[00:12:25.440 --> 00:12:29.440]  於是乎當然是說飲食穿的問題
[00:12:29.440 --> 00:12:34.440]  不過有些聖經讀者又會覺得
[00:12:34.440 --> 00:12:36.440]  咦 我比別人高級一點
[00:12:36.440 --> 00:12:38.440]  我都讀過一點書
[00:12:38.440 --> 00:12:42.440]  每一段經文出現的那個字一定就是主詞
[00:12:42.440 --> 00:12:45.440]  這段聖經最多出現的那個主詞
[00:12:45.440 --> 00:12:48.440]  是什麼的主詞呢
[00:12:48.440 --> 00:12:51.440]  有些人當然說的帕瑪鳥
[00:12:51.440 --> 00:12:52.440]  是不是這樣的字
[00:12:52.440 --> 00:12:54.440]  不是 當然不是這麼說
[00:12:54.440 --> 00:12:58.440]  這段聖經裡面有一個字眼經常出現的
[00:12:58.440 --> 00:13:01.440]  談論到憂慮
[00:13:01.440 --> 00:13:05.440]  如果我們仔細去查考聖經的時候
[00:13:05.440 --> 00:13:07.440]  我們會發現憂慮這個字眼
[00:13:07.440 --> 00:13:10.440]  在聖經裡面總共出現了六次之多
[00:13:10.440 --> 00:13:13.440]  如果你用和合本還數了七次出來
[00:13:13.440 --> 00:13:16.440]  不過有時候因為和合本的翻譯
[00:13:16.440 --> 00:13:18.440]  為了澄清一些內容
[00:13:18.440 --> 00:13:20.440]  所以就說多一次
[00:13:20.440 --> 00:13:22.440]  這段聖經按照原文裡面
[00:13:22.440 --> 00:13:24.440]  總共用了六次憂慮
[00:13:24.440 --> 00:13:27.440]  所以耶穌其實就說憂慮了
[00:13:27.440 --> 00:13:30.440]  究竟是不是想說憂慮呢
[00:13:30.440 --> 00:13:33.440]  我們就回頭去看
[00:13:33.440 --> 00:13:37.440]  究竟這段聖經在整個登山補訓裡面
[00:13:37.440 --> 00:13:41.440]  究竟原本那個行文的上文下理
[00:13:41.440 --> 00:13:43.440]  是為了什麼而說
[00:13:43.440 --> 00:13:45.440]  在上一堂主日崇拜裡面
[00:13:45.440 --> 00:13:47.440]  我們已經說過的就是
[00:13:47.440 --> 00:13:50.440]  其實耶穌基督一直都在環繞著一個
[00:13:50.440 --> 00:13:52.440]  很重要的主題在這裡陳述的
[00:13:52.440 --> 00:13:55.440]  就是要在祂面前這幫門徒
[00:13:55.440 --> 00:13:58.440]  雖然你們一起來聽我講道
[00:13:58.440 --> 00:14:00.440]  坐在我的面前
[00:14:00.440 --> 00:14:02.440]  門徒不只是說那十二個門徒
[00:14:02.440 --> 00:14:04.440]  其實這裡有很多人的
[00:14:04.440 --> 00:14:06.440]  這裡一大群的群眾
[00:14:06.440 --> 00:14:10.440]  都一起來聽主耶穌的講道
[00:14:10.440 --> 00:14:14.440]  你們似乎都是信主的人
[00:14:14.440 --> 00:14:16.440]  但是你們來到我當中
[00:14:16.440 --> 00:14:20.440]  是不是真的神的子民呢
[00:14:20.440 --> 00:14:23.440]  這個是整段在這個
[00:14:23.440 --> 00:14:27.440]  登山補訓裡面經常討論的一個問題
[00:14:27.440 --> 00:14:28.440]  我們前面已經說過
[00:14:28.440 --> 00:14:30.440]  為什麼耶穌要討論這個問題呢
[00:14:30.440 --> 00:14:32.440]  因為最主要的原因就是
[00:14:32.440 --> 00:14:35.440]  耶穌接著在這個登山補訓之後
[00:14:35.440 --> 00:14:38.440]  就會跟著差派門徒
[00:14:38.440 --> 00:14:43.440]  一起出去去不同的人當中去傳道
[00:14:43.440 --> 00:14:46.440]  所以登山補訓其中一個
[00:14:46.440 --> 00:14:48.440]  最重要的角色和作用
[00:14:48.440 --> 00:14:52.440]  就是要向所有自稱為神的子民的人
[00:14:52.440 --> 00:14:57.440]  去確立他們是不是真的神的子民這個身份
[00:14:57.440 --> 00:15:01.440]  不是你說是神的子民就是神的子民
[00:15:01.440 --> 00:15:03.440]  等同於好像今天一樣
[00:15:03.440 --> 00:15:05.440]  不是說你說你自稱是基督徒
[00:15:05.440 --> 00:15:07.440]  你一定是基督徒
[00:15:07.440 --> 00:15:09.440]  你們見過有多少的基督徒
[00:15:09.440 --> 00:15:12.440]  真是如基督徒一樣而活在這個地上呢
[00:15:12.440 --> 00:15:14.440]  我反而見到不少的
[00:15:14.440 --> 00:15:16.440]  稱之為基督徒的人
[00:15:16.440 --> 00:15:17.440]  其實他的行為
[00:15:17.440 --> 00:15:19.440]  他自己和一個不信主的人
[00:15:19.440 --> 00:15:20.440]  是別無兩樣
[00:15:20.440 --> 00:15:22.440]  為什麼會有這樣的現象呢
[00:15:22.440 --> 00:15:24.440]  當然這個是一個很複雜的問題
[00:15:24.440 --> 00:15:29.440]  但是耶穌不是處理這個很複雜的問題
[00:15:29.440 --> 00:15:31.440]  為什麼他們會來到這裡
[00:15:31.440 --> 00:15:33.440]  耶穌反而要處理的問題就是
[00:15:33.440 --> 00:15:34.440]  你現在就在這裡了
[00:15:34.440 --> 00:15:36.440]  那我就要有個責任
[00:15:36.440 --> 00:15:38.440]  要去清楚告訴大家
[00:15:38.440 --> 00:15:40.440]  如果你要跟從我的時候
[00:15:40.440 --> 00:15:45.440]  你要怎樣的正確心態和靈命
[00:15:45.440 --> 00:15:48.440]  去預備去傳講神這個信息
[00:15:48.440 --> 00:15:51.440]  而這個信息也有它本身的特色
[00:15:51.440 --> 00:15:54.440]  就是這個信息不是在這個世界很受歡迎
[00:15:54.440 --> 00:15:56.440]  甚至有人會討厭
[00:15:56.440 --> 00:15:58.440]  你活在一個基督徒
[00:15:58.440 --> 00:16:00.440]  有些人覺得你妨礙著地球轉
[00:16:00.440 --> 00:16:02.440]  在這樣的情況之下
[00:16:02.440 --> 00:16:04.440]  耶穌談論到
[00:16:04.440 --> 00:16:07.440]  當你們認為自己是神的子民的時候
[00:16:07.440 --> 00:16:11.440]  那我就要給你們更進一步去了解一件事
[00:16:11.440 --> 00:16:15.440]  如果你是真正神的子民
[00:16:15.440 --> 00:16:18.440]  你們就必定有一個特性
[00:16:18.440 --> 00:16:21.440]  就是你對父神他的照管
[00:16:21.440 --> 00:16:25.440]  或者上帝的看顧保守
[00:16:25.440 --> 00:16:28.440]  是毫無保留地相信
[00:16:28.440 --> 00:16:30.440]  我再重複講一次
[00:16:30.440 --> 00:16:33.440]  如果你是屬神的子民
[00:16:33.440 --> 00:16:35.440]  真正屬神的子民
[00:16:35.440 --> 00:16:36.440]  不是那些掛名那類
[00:16:36.440 --> 00:16:37.440]  真正的時候
[00:16:37.440 --> 00:16:41.440]  你不會懷疑上帝他不照顧你的
[00:16:41.440 --> 00:16:43.440]  反而你會深深相信
[00:16:43.440 --> 00:16:46.440]  父神在每個時候都會照顧你
[00:16:46.440 --> 00:16:48.440]  怎樣才有幫助
[00:16:48.440 --> 00:16:51.440]  這幫坐在耶穌基督面前的
[00:16:51.440 --> 00:16:53.440]  稱之為門徒的人
[00:16:53.440 --> 00:16:56.440]  他們在這方面有一個準確的理解呢
[00:16:56.440 --> 00:16:59.440]  今天就是這段經文所說的東西
[00:16:59.440 --> 00:17:01.440]  我們分開三個部分去看
[00:17:01.440 --> 00:17:05.440]  第一個部分我們去看的是第25節
[00:17:05.440 --> 00:17:07.440]  在這個部分我們一起去看的就是
[00:17:07.440 --> 00:17:10.440]  耶穌說到一個很重要的信息
[00:17:10.440 --> 00:17:17.440]  原來生命不是只在乎吃喝穿
[00:17:17.440 --> 00:17:22.440]  Life is much more than eat drink and wear
[00:17:22.440 --> 00:17:26.440]  Eating drinking clothing
[00:17:26.440 --> 00:17:29.440]  我們一起去看這一節說什麼
[00:17:29.440 --> 00:17:31.440]  第25節他這樣說
[00:17:31.440 --> 00:17:34.440]  經文說所以我告訴你們
[00:17:34.440 --> 00:17:39.440]  不要為生命憂慮吃什麼喝什麼
[00:17:39.440 --> 00:17:43.440]  為身體憂慮穿什麼
[00:17:43.440 --> 00:17:46.440]  生命不勝於飲食嗎
[00:17:46.440 --> 00:17:49.440]  身體不勝於衣裳嗎
[00:17:49.440 --> 00:17:51.440]  在這一節的經文裡面
[00:17:51.440 --> 00:17:54.440]  基本上耶穌一開始
[00:17:54.440 --> 00:17:58.440]  用一個很嚴正的開場白
[00:17:58.440 --> 00:17:59.440]  我告訴你們
[00:17:59.440 --> 00:18:01.440]  這個在之前我已經說過很多次了
[00:18:01.440 --> 00:18:05.440]  在登山補訓甚至在馬太福音裡面
[00:18:05.440 --> 00:18:07.440]  當耶穌用到這個陳述的時候
[00:18:07.440 --> 00:18:10.440]  其實很清楚說這是一件事實
[00:18:10.440 --> 00:18:13.440]  你要認真去掌握這句話
[00:18:13.440 --> 00:18:14.440]  是什麼東西
[00:18:14.440 --> 00:18:17.440]  你不要為這些東西去憂慮
[00:18:17.440 --> 00:18:19.440]  為什麼憂慮
[00:18:19.440 --> 00:18:22.440]  在你生命當中憂慮
[00:18:22.440 --> 00:18:24.440]  憂慮這三樣東西
[00:18:24.440 --> 00:18:26.440]  這三樣東西其實如果
[00:18:26.440 --> 00:18:29.440]  當我們仔細去看的時候
[00:18:29.440 --> 00:18:34.440]  真是人生一個很基本的一些憂慮
[00:18:34.440 --> 00:18:35.440]  我很記得我爸爸
[00:18:35.440 --> 00:18:37.440]  我小時候他就這樣跟我說
[00:18:37.440 --> 00:18:38.440]  我問我爸爸
[00:18:38.440 --> 00:18:40.440]  爸爸你這麼早起床去哪裡
[00:18:40.440 --> 00:18:42.440]  我爸爸很早起床的
[00:18:42.440 --> 00:18:43.440]  六點起床的
[00:18:43.440 --> 00:18:45.440]  六點半不見人的
[00:18:45.440 --> 00:18:48.440]  然後到晚上我睡覺他都不回來住的
[00:18:48.440 --> 00:18:49.440]  因為他很忙
[00:18:49.440 --> 00:18:52.440]  他因為要做生意
[00:18:52.440 --> 00:18:55.440]  我就問有一次見到他
[00:18:55.440 --> 00:18:57.440]  有時候喝茶
[00:18:57.440 --> 00:18:58.440]  星期天見到他
[00:18:58.440 --> 00:19:00.440]  就問他忙什麼
[00:19:00.440 --> 00:19:02.440]  為什麼整天不見你
[00:19:02.440 --> 00:19:05.440]  他說兒子要謀生
[00:19:05.440 --> 00:19:07.440]  不是你哪裡有得著
[00:19:07.440 --> 00:19:08.440]  哪裡有得吃
[00:19:08.440 --> 00:19:10.440]  哪裡有得喝
[00:19:10.440 --> 00:19:12.440]  你來喝茶都要付錢
[00:19:12.440 --> 00:19:14.440]  哦 人生原來
[00:19:14.440 --> 00:19:16.440]  這件事是很重要的
[00:19:16.440 --> 00:19:18.440]  有得吃
[00:19:18.440 --> 00:19:19.440]  有得喝
[00:19:19.440 --> 00:19:22.440]  有得著
[00:19:22.440 --> 00:19:26.440]  人生其實是不是真的這麼多呢
[00:19:26.440 --> 00:19:27.440]  將來我們去想一想
[00:19:27.440 --> 00:19:29.440]  重新看看耶穌基督
[00:19:29.440 --> 00:19:32.440]  整個人生的開始
[00:19:32.440 --> 00:19:34.440]  我現在還在看《馬太福音》
[00:19:34.440 --> 00:19:36.440]  《馬太福音》的開始
[00:19:36.440 --> 00:19:38.440]  說到耶穌的開始是什麼呢
[00:19:38.440 --> 00:19:40.440]  而《馬太福音》除了一開始說到
[00:19:40.440 --> 00:19:42.440]  耶穌的族譜之外
[00:19:42.440 --> 00:19:44.440]  接著馬上就告訴我們
[00:19:44.440 --> 00:19:47.440]  耶穌會面對一連串的
[00:19:47.440 --> 00:19:50.440]  生命有關的威脅
[00:19:50.440 --> 00:19:52.440]  我們重複去看看
[00:19:52.440 --> 00:19:54.440]  在《馬太福音》第二章
[00:19:54.440 --> 00:19:56.440]  第20節裡面
[00:19:56.440 --> 00:19:58.440]  耶穌基督原來當時
[00:19:58.440 --> 00:19:59.440]  祂的父母
[00:19:59.440 --> 00:20:01.440]  即是約瑟和瑪利亞
[00:20:01.440 --> 00:20:04.440]  為了保存耶穌基督的生命
[00:20:04.440 --> 00:20:06.440]  跑到了埃及
[00:20:06.440 --> 00:20:08.440]  但他跑的時候
[00:20:08.440 --> 00:20:10.440]  是隨著上帝
[00:20:10.440 --> 00:20:11.440]  藉著天使的啟示
[00:20:11.440 --> 00:20:15.440]  叫他們離開當時的巴黎行
[00:20:15.440 --> 00:20:17.440]  馬上跑到了埃及
[00:20:17.440 --> 00:20:21.440]  因為有人要取耶穌基督的命
[00:20:21.440 --> 00:20:22.440]  那個人是誰呢
[00:20:22.440 --> 00:20:23.440]  希律王
[00:20:23.440 --> 00:20:24.440]  當時的希律王
