
[00:00:00.000 --> 00:00:05.320]  我讀小學的時候大概四五年級
[00:04:52.680 --> 00:04:56.760]  我的神 我的神 你為什麼離棄我?
[00:04:56.760 --> 00:04:59.640]  一首的愛歌
[00:04:59.640 --> 00:05:01.680]  24篇講什麼的?
[00:05:01.680 --> 00:05:04.080]  24篇講到一個榮耀的主
[00:05:04.080 --> 00:05:06.240]  萬鈞之主是誰?
[00:05:06.240 --> 00:05:09.480]  神的再臨
[00:05:09.480 --> 00:05:14.600]  城門為他唐開是一篇榮耀的詩歌
[00:05:14.600 --> 00:05:18.120]  23篇就介乎22篇
[00:05:18.120 --> 00:05:19.960]  和24篇之間
[00:05:19.960 --> 00:05:20.800]  in between
[00:05:20.800 --> 00:05:23.800]  這是一個很特別
[00:05:23.800 --> 00:05:29.600]  聖靈的安排
[00:05:29.600 --> 00:05:32.200]  如果你去一些老德宗的教會
[00:05:32.200 --> 00:05:35.400]  每逢崇拜一定要背
[00:05:35.400 --> 00:05:38.000]  或者讀《仕途信經》
[00:05:38.000 --> 00:05:40.440]  可能有些會友 可能其他教會
[00:05:40.440 --> 00:05:42.920]  你以前教會讀《仕途信經》
[00:05:42.920 --> 00:05:46.400]  每逢崇拜要背 要唸口往
[00:05:46.400 --> 00:05:49.640]  但是我讀《仕途信經》
[00:05:49.640 --> 00:05:51.880]  有一個很特別的感覺
[00:05:51.880 --> 00:05:54.440]  in between在哪裡呢?
[00:05:54.440 --> 00:05:58.400]  耶穌在本丟臂的手下受害
[00:05:58.400 --> 00:06:00.880]  受死埋葬 怎麼樣?
[00:06:00.880 --> 00:06:03.120]  降在陰間
[00:06:03.120 --> 00:06:05.680]  第三天和死裡復活
[00:06:05.680 --> 00:06:09.760]  坐在全能父神的右邊
[00:06:09.760 --> 00:06:13.840]  將來必從哪裡再臨
[00:06:13.840 --> 00:06:18.960]  審判活人死人
[00:06:18.960 --> 00:06:21.160]  耶穌升天去了
[00:06:21.160 --> 00:06:24.360]  在全能父神的右邊
[00:06:24.360 --> 00:06:27.880]  將來必從哪裡降臨
[00:06:27.880 --> 00:06:31.280]  現在是什麼呢?
[00:06:31.280 --> 00:06:35.640]  in between
[00:06:35.640 --> 00:06:39.120]  就是耶穌已經復活升天
[00:06:39.120 --> 00:06:42.240]  將來必會再臨
[00:06:42.240 --> 00:06:44.280]  但是現在這個世代
[00:06:44.280 --> 00:06:48.720]  就是在介乎耶穌已經復活升天
[00:06:48.720 --> 00:06:51.160]  回到天上去
[00:06:51.160 --> 00:06:53.400]  而審判還未來
[00:06:53.400 --> 00:06:55.440]  耶穌必會再來
[00:06:55.440 --> 00:06:56.960]  但是現在還未來
[00:06:56.960 --> 00:06:58.440]  這個過程
[00:06:58.440 --> 00:07:00.360]  雖然來說是比較混沌的
[00:07:00.360 --> 00:07:03.520]  我們過去在華人教會上
[00:07:03.520 --> 00:07:08.000]  比較少去觸及到這個問題
[00:07:08.000 --> 00:07:09.760]  復活節就知道
[00:07:09.760 --> 00:07:11.160]  Bed Friday 星期五
[00:07:11.160 --> 00:07:13.760]  哇 耶穌受難節
[00:07:13.760 --> 00:07:17.440]  到兩天 三天死裡復活
[00:07:17.440 --> 00:07:20.560]  星期六做什麼呢?
[00:07:20.560 --> 00:07:23.520]  星期六沒什麼做的
[00:07:23.520 --> 00:07:24.960]  星期六說
[00:07:24.960 --> 00:07:26.880]  現在就是星期六
[00:07:26.880 --> 00:07:30.000]  今天就是星期六
[00:07:30.000 --> 00:07:36.840]  就在這個過程當中有一個很特別的奧秘
[00:07:36.840 --> 00:07:41.600]  所以近期我們很多問題、很多困擾
[00:07:41.600 --> 00:07:45.080]  沒什麼出路的
[00:07:45.080 --> 00:07:47.760]  但是不要忘記
[00:07:47.760 --> 00:07:52.760]  在我們整個歷史的洪流當中
[00:07:52.760 --> 00:07:55.000]  上帝仍在掌權
[00:07:55.000 --> 00:07:57.240]  不過有些時刻
[00:07:57.240 --> 00:08:00.960]  上帝是不可以出手的
[00:08:00.960 --> 00:08:03.720]  但是當耶穌再來的時候
[00:08:03.720 --> 00:08:07.200]  整個世界不需要重新改變
[00:08:07.200 --> 00:08:09.960]  今天回看香港的處境
[00:08:09.960 --> 00:08:12.200]  我們回不了頭
[00:08:12.200 --> 00:08:15.720]  任何人都知道香港不會再回頭
[00:08:15.720 --> 00:08:18.040]  不會再去以前的香港
[00:08:18.040 --> 00:08:20.200]  但是變得更好
[00:08:20.200 --> 00:08:21.360]  或者變得更壞
[00:08:21.360 --> 00:08:23.760]  可以有不同的分析
[00:08:23.760 --> 00:08:25.280]  不同的看法
[00:08:25.280 --> 00:08:27.840]  但是分析看法是不准的
[00:08:27.840 --> 00:08:31.400]  不要當時事評論員是神來的
[00:08:31.400 --> 00:08:33.080]  都是分析而已
[00:08:33.080 --> 00:08:35.280]  都是去猜測而已
[00:08:35.280 --> 00:08:38.560]  所以在這個時候我們再看回《先知三變》
[00:08:38.560 --> 00:08:42.760]  我們要感受到那種in between
[00:08:42.760 --> 00:08:48.640]  就是那種很特殊的時空
[00:08:48.640 --> 00:08:52.240]  很特殊的時空
[00:08:52.240 --> 00:08:56.760]  很多人都會識別《先知三變》
[00:08:56.760 --> 00:09:00.560]  《先知三變》其實也將大衛的一生
[00:09:00.560 --> 00:09:05.280]  一個經歷過人生這麼多的起伏波折
[00:09:05.280 --> 00:09:08.560]  去到晚的時候回顧自己的一生
[00:09:08.560 --> 00:09:12.720]  從他青少年的時代到木桐的時候
[00:09:12.720 --> 00:09:16.160]  去到怎樣去建立他的江山
[00:09:16.160 --> 00:09:20.960]  去到後期怎樣去跌倒很多的敵人
[00:09:20.960 --> 00:09:27.240]  而回到最後怎樣去看到人生那種終極的歸宿
[00:09:27.240 --> 00:09:32.280]  過去我講23篇經常三段
[00:09:32.280 --> 00:09:35.640]  頭兩節中間到後面
[00:09:35.640 --> 00:09:37.640]  人生三個階段
[00:09:37.640 --> 00:09:39.640]  百搭的
[00:09:39.640 --> 00:09:42.640]  婚禮可以講
[00:09:42.640 --> 00:09:44.640]  安息禮拜可以講
[00:09:44.640 --> 00:09:47.320]  80大壽可以講
[00:09:47.320 --> 00:09:49.000]  什麼金婚慶典
[00:09:49.000 --> 00:09:51.000]  總之任何的情況下
[00:09:51.000 --> 00:09:56.280]  我可以講《先知三變》都能夠設立到當時的處境
[00:09:56.280 --> 00:10:01.280]  將整個人生的一種很壯闊的圖畫去看
[00:10:01.280 --> 00:10:05.720]  但是我們必須找到那個所謂的轉折位
[00:10:05.720 --> 00:10:11.160]  23篇除了22篇到24篇中間的in between之外
[00:10:11.160 --> 00:10:14.320]  其實當中有很多in between的過程
[00:10:14.320 --> 00:10:23.160]  第一個過程當然看到這個在最美麗的青草地上的過程
[00:10:23.160 --> 00:10:27.560]  23篇有一個很特別的感覺
[00:10:27.560 --> 00:10:31.560]  就是短短一段的詩篇
[00:10:31.560 --> 00:10:34.160]  「我」字出了很多次
[00:10:34.160 --> 00:10:36.160]  你快點數一下 多少次
[00:10:36.160 --> 00:10:37.680]  16次
[00:10:37.680 --> 00:10:41.240]  「耶和華是我的目者」
[00:10:41.240 --> 00:10:43.240]  「我必不辭絕佛」
[00:10:43.240 --> 00:10:45.560]  「他使我」在青草地上
[00:10:45.560 --> 00:10:47.560]  「領我」在康啟德水邊
[00:10:47.560 --> 00:10:49.560]  16次
[00:10:49.560 --> 00:10:55.560]  「我」和「大目者」的關係是什麼呢?
[00:10:55.560 --> 00:10:57.560]  這個緊密的關係
[00:10:57.560 --> 00:11:01.080]  這個是很緊密的經驗
[00:11:01.080 --> 00:11:04.200]  沒有這樣的經驗你講不出
[00:11:04.200 --> 00:11:07.200]  「耶和華是我的目者」
[00:11:07.200 --> 00:11:09.200]  你上了很多年教會
[00:11:09.200 --> 00:11:11.200]  你讀了很多聖經
[00:11:11.200 --> 00:11:13.200]  甚至你逢是什麼課程
[00:11:13.200 --> 00:11:15.200]  教會有很多課程
[00:11:15.200 --> 00:11:17.200]  逢課程必讀的
[00:11:17.200 --> 00:11:19.200]  我們教會有很多大英小畢
[00:11:19.200 --> 00:11:21.200]  逢課程必讀的 十優生來的
[00:11:21.200 --> 00:11:27.200]  但是 單有知識會是怎樣呢?
[00:11:27.200 --> 00:11:30.200]  有時只會成為一種屬靈的驕傲
[00:11:30.200 --> 00:11:32.200]  甚至鄙視那些
[00:11:32.200 --> 00:11:34.200]  你又不去上課 你又不去讀什麼
[00:11:34.200 --> 00:11:38.200]  不過 信仰不是知識
[00:11:38.200 --> 00:11:40.200]  當然信仰有知識成份
[00:11:40.200 --> 00:11:42.200]  一定要有經驗
[00:11:42.200 --> 00:11:44.200]  所以 隱蔽村來講
[00:11:44.200 --> 00:11:48.200]  就是怎樣從一個信仰的知識
[00:11:48.200 --> 00:11:52.200]  去到真正信仰的經驗
[00:11:52.200 --> 00:11:58.200]  有一次人要做一套話劇
[00:11:58.200 --> 00:12:02.200]  找我 我想找一個講普通話很厲害的人
[00:12:02.200 --> 00:12:06.200]  為我朗讀詩篇23篇
[00:12:06.200 --> 00:12:08.200]  你想想有沒有人介紹呢?
[00:12:08.200 --> 00:12:12.200]  但我也認識了很多廣播界的朋友
[00:12:12.200 --> 00:12:14.200]  電台 普通話台都有很多
[00:12:14.200 --> 00:12:16.200]  自證康元的朋友
[00:12:16.200 --> 00:12:18.200]  但我想
[00:12:18.200 --> 00:12:22.200]  當我們要在一個
[00:12:22.200 --> 00:12:28.200]  真正要帶出信仰的內涵的場合
[00:12:28.200 --> 00:12:30.200]  另一個不是基督徒
[00:12:30.200 --> 00:12:33.200]  他自證康元
[00:12:33.200 --> 00:12:35.200]  是朗誦的高手
[00:12:35.200 --> 00:12:39.200]  甚至是很專業的廣播
[00:12:39.200 --> 00:12:43.200]  他一張23篇可以讀得很好
[00:12:43.200 --> 00:12:45.200]  但我說
[00:12:45.200 --> 00:12:47.200]  我一定要找一個
[00:12:47.200 --> 00:12:49.200]  找一個
[00:12:49.200 --> 00:12:55.200]  是經歷過真正生命的幽谷
[00:12:55.200 --> 00:13:00.200]  而重新去找到一個永恆盼望有生命經的人
[00:13:00.200 --> 00:13:04.200]  就算他的技巧不是很好
[00:13:04.200 --> 00:13:09.200]  但他才讀出詩篇23篇的味道
[00:13:09.200 --> 00:13:13.200]  所以今天半個世紀之後
[00:13:13.200 --> 00:13:16.200]  我仍然在記憶系統當中
[00:13:16.200 --> 00:13:20.200]  仍然聽到我可樂鬼老叔父用的香音
[00:13:20.200 --> 00:13:27.200]  慢慢讀出詩篇23篇的聲音
[00:13:27.200 --> 00:13:34.200]  這是一個老人家的生命體驗
[00:13:34.200 --> 00:13:37.200]  這就是在之間
[00:13:37.200 --> 00:13:40.200]  從知識進入經驗
[00:13:40.200 --> 00:13:43.200]  這個神是你的神
[00:13:43.200 --> 00:13:45.200]  不是梁永善牧師的神
[00:13:45.200 --> 00:13:49.200]  不是牧師的神
[00:13:49.200 --> 00:13:50.200]  你不是信牧師
[00:13:50.200 --> 00:13:56.200]  你是信三一真神
[00:13:56.200 --> 00:13:59.200]  你是否真正有經驗呢?
[00:13:59.200 --> 00:14:00.200]  因為你有很多知識
[00:14:00.200 --> 00:14:03.200]  我講甚麼 我都知道你講甚麼
[00:14:03.200 --> 00:14:04.200]  詩篇23篇
[00:14:04.200 --> 00:14:06.200]  有甚麼版本 誰怎樣解釋
[00:14:06.200 --> 00:14:09.200]  那些書我都看過了
[00:14:09.200 --> 00:14:11.200]  你有經歷嗎?
[00:14:11.200 --> 00:14:12.200]  你有體驗嗎?
[00:14:12.200 --> 00:14:17.200]  你有沒有真正跟牧者有切身的關係呢?
[00:14:17.200 --> 00:14:22.200]  其實很多人是亦必穿的
[00:14:22.200 --> 00:14:26.200]  亦必穿就是你跟知識的層面
[00:14:26.200 --> 00:14:31.200]  怎樣去到真正經驗的層面
[00:14:31.200 --> 00:14:34.200]  如果信仰沒有經歷
[00:14:34.200 --> 00:14:37.200]  就只是知識
[00:14:37.200 --> 00:14:43.200]  信仰就是一種很深的經驗體會
[00:14:43.200 --> 00:14:47.200]  感受到牧者是你的牧者
[00:14:47.200 --> 00:14:49.200]  亦必不自缺乏
[00:14:49.200 --> 00:14:52.200]  使你很密切的關係
[00:14:52.200 --> 00:14:55.200]  羊與牧人的關係
[00:14:55.200 --> 00:15:00.200]  都是大衛在少年的時代操練出來的
[00:15:00.200 --> 00:15:03.200]  在蒼茫天地之間
[00:15:03.200 --> 00:15:08.200]  帶著羊仔自己一個少年人
[00:15:08.200 --> 00:15:09.200]  宇宙萬物
[00:15:09.200 --> 00:15:13.200]  嘩 看見
[00:15:13.200 --> 00:15:15.200]  很多智慧
[00:15:15.200 --> 00:15:16.200]  很多體驗
[00:15:16.200 --> 00:15:19.200]  就是在這種經歷當中找到出來的
[00:15:19.200 --> 00:15:23.200]  所以想起他能夠打贏哥利亞
[00:15:23.200 --> 00:15:27.200]  他回到溪水旁撿石頭
[00:15:27.200 --> 00:15:29.200]  每天都在操練
[00:15:29.200 --> 00:15:31.200]  那種經驗
[00:15:31.200 --> 00:15:35.200]  但當他撿回石頭走上戰場的時候
[00:15:35.200 --> 00:15:38.200]  你看這個《聖記》
[00:15:38.200 --> 00:15:42.200]  他當時以色列人是縮到後面
[00:15:42.200 --> 00:15:45.200]  他把防線在戰爭上
[00:15:45.200 --> 00:15:49.200]  有盾牌和弓箭綁在那裏
[00:15:49.200 --> 00:15:50.200]  但是怎樣呢?
[00:15:50.200 --> 00:15:52.200]  跳出去
[00:15:52.200 --> 00:15:54.200]  跳出去那一步很重要
[00:15:54.200 --> 00:15:55.200]  跳出去
[00:15:55.200 --> 00:15:57.200]  那裏很安全
[00:15:57.200 --> 00:15:59.200]  但有人這樣跳出去
[00:15:59.200 --> 00:16:01.200]  跨越了這個防線
[00:16:01.200 --> 00:16:04.200]  就走上前面迎戰哥利亞
[00:16:04.200 --> 00:16:06.200]  所帶的是甚麼?
[00:16:06.200 --> 00:16:09.200]  就是那幾顆石頭
[00:16:09.200 --> 00:16:13.200]  就是他每天在青草地溪水旁
[00:16:13.200 --> 00:16:16.200]  但突然都有猛獸出現的時候
[00:16:16.200 --> 00:16:19.200]  就去射殺他
[00:16:19.200 --> 00:16:23.200]  少年大衛的一跳
[00:16:23.200 --> 00:16:25.200]  他成長了
[00:16:25.200 --> 00:16:28.200]  這一跳他跨越了
[00:16:28.200 --> 00:16:31.200]  今天你要跳
[00:16:31.200 --> 00:16:34.200]  不要永遠停在
[00:16:34.200 --> 00:16:36.200]  哦 要說是那個東西
[00:16:36.200 --> 00:16:39.200]  我就青草地上有個可安奇的水邊
[00:16:39.200 --> 00:16:41.200]  接著又是怎樣呢?
[00:16:41.200 --> 00:16:46.200]  他是我的靈魂蘇城
[00:16:46.200 --> 00:16:51.200]  從肉體到靈魂
[00:16:51.200 --> 00:16:53.200]  年尾
[00:16:53.200 --> 00:16:56.200]  廟宇的香火特別盛
[00:16:56.200 --> 00:17:00.200]  過年你都會去山上投炷香
[00:17:00.200 --> 00:17:03.200]  接著去沙田轉轉運
[00:17:03.200 --> 00:17:08.200]  不知道今年香港的香港主席又幫香港求知甚麼
[00:17:08.200 --> 00:17:13.200]  大家都希望家宅平安
[00:17:13.200 --> 00:17:15.200]  但歲月不是這樣的
[00:17:15.200 --> 00:17:19.200]  歲月不是永遠停在家宅平安
[00:17:19.200 --> 00:17:24.200]  是更加需要從肉體的安舒到靈魂的蘇城
[00:17:24.200 --> 00:17:26.200]  醒
[00:17:26.200 --> 00:17:31.200]  這場運動有太多的問號我自己解不了
[00:17:31.200 --> 00:17:33.200]  未來有太多的可能性
[00:17:33.200 --> 00:17:35.200]  我自己不會去預測
[00:17:35.200 --> 00:17:37.200]  但我只知道
[00:17:37.200 --> 00:17:39.200]  是會帶來改變
[00:17:39.200 --> 00:17:41.200]  其中一個很大的改變
[00:17:41.200 --> 00:17:44.200]  就是我們從一個很典型的經濟社會
[00:17:44.200 --> 00:17:47.200]  我們大多數都是一個經濟的動物
[00:17:47.200 --> 00:17:49.200]  我們發覺原來有些東西
[00:17:49.200 --> 00:17:55.200]  比我們那個成功方程式去賺錢更加重要
[00:17:55.200 --> 00:17:59.200]  於是人覺得為此他願意
[00:17:59.200 --> 00:18:01.200]  無底線的犧牲
[00:18:01.200 --> 00:18:05.200]  香港人從未想過的
[00:18:05.200 --> 00:18:07.200]  香港人最怕死的
[00:18:07.200 --> 00:18:09.200]  香港人最自私的
[00:18:09.200 --> 00:18:13.200]  所以無論用任何的政治角度去看
[00:18:13.200 --> 00:18:15.200]  你想不到為何這些香港人
[00:18:15.200 --> 00:18:19.200]  可以這麼持續去爭取一些
[00:18:19.200 --> 00:18:23.200]  其實是很抽象的東西
[00:18:23.200 --> 00:18:25.200]  其實是很抽象的東西
[00:18:25.200 --> 00:18:27.200]  不是很具體的
[00:18:27.200 --> 00:18:29.200]  大家看到
[00:18:29.200 --> 00:18:31.200]  這個改變會帶來甚麼改變呢
[00:18:31.200 --> 00:18:33.200]  現在就是在這個過程當中
[00:18:33.200 --> 00:18:35.200]  In between
[00:18:35.200 --> 00:18:39.200]  為之明引渡我走易路
[00:18:39.200 --> 00:18:41.200]  青草地溪水旁
[00:18:41.200 --> 00:18:43.200]  是不是很舒服啊
[00:18:43.200 --> 00:18:45.200]  但神要甚麼啊
[00:18:45.200 --> 00:18:49.200]  是醒的時候要走的
[00:18:49.200 --> 00:18:53.200]  是引渡我走易路
[00:18:53.200 --> 00:18:55.200]  Waitress
[00:18:55.200 --> 00:18:59.200]  原來神給予蓋的安書
[00:18:59.200 --> 00:19:03.200]  給予蓋的能夠在很乾淨的環境當中
[00:19:03.200 --> 00:19:07.200]  去和他有一個很緊密的關係
[00:19:07.200 --> 00:19:09.200]  裝備
[00:19:09.200 --> 00:19:11.200]  裝備了之後
[00:19:11.200 --> 00:19:13.200]  要起程
[00:19:13.200 --> 00:19:15.200]  鄉教會常常說裝備裝備
[00:19:15.200 --> 00:19:17.200]  很多的培訓課程
[00:19:17.200 --> 00:19:19.200]  很多的裝備
[00:19:19.200 --> 00:19:21.200]  因為你搞裝備
[00:19:21.200 --> 00:19:23.200]  但松樓呢
[00:19:23.200 --> 00:19:25.200]  不敢上去打仗
[00:19:25.200 --> 00:19:27.200]  這些裝備從未有實戰經驗的
[00:19:27.200 --> 00:19:29.200]  所以我們慣了
[00:19:29.200 --> 00:19:31.200]  一種安書的環境
[00:19:31.200 --> 00:19:33.200]  所以如果一有
[00:19:33.200 --> 00:19:35.200]  一些政治的衝擊改變
[00:19:35.200 --> 00:19:37.200]  其實
[00:19:37.200 --> 00:19:39.200]  愧不成軍的
[00:19:39.200 --> 00:19:41.200]  很難去應對的
[00:19:41.200 --> 00:19:43.200]  所以引渡我走易路
[00:19:43.200 --> 00:19:45.200]  就教我們能夠從安書環境當中
[00:19:45.200 --> 00:19:47.200]  起行
[00:19:47.200 --> 00:19:49.200]  引渡
[00:19:49.200 --> 00:19:51.200]  在前引渡
[00:19:51.200 --> 00:19:55.200]  行在易路當中
[00:19:55.200 --> 00:19:57.200]  這條易路
[00:19:57.200 --> 00:19:59.200]  是窄路來的
[00:19:59.200 --> 00:20:01.200]  先不看哪一篇
[00:20:01.200 --> 00:20:05.200]  都講到善與惡的選擇
[00:20:05.200 --> 00:20:07.200]  但這條易路就帶有
[00:20:07.200 --> 00:20:09.200]  一種永恆永生的盼望
[00:20:09.200 --> 00:20:11.200]  願不願意
[00:20:11.200 --> 00:20:15.200]  在神大拉耶離開安書區
[00:20:15.200 --> 00:20:17.200]  走上這個易路呢?
[00:20:17.200 --> 00:20:19.200]  以前沒有這樣的動力
[00:20:19.200 --> 00:20:21.200]  回來教會都希望
[00:20:21.200 --> 00:20:23.200]  拿一些平安的訊息
[00:20:23.200 --> 00:20:25.200]  安撫一下心靈異議
[00:20:25.200 --> 00:20:27.200]  但發覺不是的
[00:20:27.200 --> 00:20:29.200]  神是要我們裝備
[00:20:29.200 --> 00:20:31.200]  裝備
[00:20:31.200 --> 00:20:33.200]  去打仗
[00:20:33.200 --> 00:20:35.200]  這時候就是我們
[00:20:35.200 --> 00:20:37.200]  要為神工作的時候
[00:20:37.200 --> 00:20:39.200]  當這個
[00:20:39.200 --> 00:20:41.200]  為神工作可以很闊的層面
[00:20:41.200 --> 00:20:43.200]  不是每一個人
[00:20:43.200 --> 00:20:45.200]  都可以做到
[00:20:45.200 --> 00:20:47.200]  但我們要為神工作
[00:20:47.200 --> 00:20:49.200]  不是每一個人
[00:20:49.200 --> 00:20:51.200]  都能夠在前線
[00:20:51.200 --> 00:20:53.200]  或者在政治上
[00:20:53.200 --> 00:20:55.200]  去衝鋒陷陣
[00:20:55.200 --> 00:20:57.200]  但覺得很多人可以做的那樣是甚麼呢?
[00:20:57.200 --> 00:20:59.200]  日本有位
[00:20:59.200 --> 00:21:01.200]  很出色的女政治家
[00:21:01.200 --> 00:21:03.200]  叫做小池百合子
[00:21:03.200 --> 00:21:05.200]  現在在做東京都知事
[00:21:05.200 --> 00:21:09.200]  在日本311
[00:21:09.200 --> 00:21:11.200]  大地震的時候
[00:21:11.200 --> 00:21:13.200]  有位女士說了一句話
[00:21:13.200 --> 00:21:15.200]  我印象很深
[00:21:15.200 --> 00:21:17.200]  這次在運動過程當中
[00:21:17.200 --> 00:21:19.200]  當我安靜下來
[00:21:19.200 --> 00:21:21.200]  想一想
[00:21:21.200 --> 00:21:23.200]  我能夠為這個社會做些甚麼呢?
[00:21:23.200 --> 00:21:25.200]  那位女士說
[00:21:25.200 --> 00:21:27.200]  我希望若干年之後
[00:21:27.200 --> 00:21:29.200]  世人去看回
[00:21:29.200 --> 00:21:31.200]  地獄的歷史
[00:21:31.200 --> 00:21:33.200]  所記得的不是那些
[00:21:33.200 --> 00:21:35.200]  悲慘的災難的場面
[00:21:35.200 --> 00:21:37.200]  而是看到
