
[00:00:00.000 --> 00:00:08.000]  我上次是和大家講了以色列人怎樣戰勝了艾城
[00:02:14.000 --> 00:02:19.000]  所以唯一能夠保命的辦法就是和以色列人納約
[00:02:19.000 --> 00:02:21.000]  來和他們講和
[00:02:21.000 --> 00:02:28.000]  所以他們想盡辦法如何能夠欺騙以色列人來和他們講和
[00:02:28.000 --> 00:02:30.000]  我以前都和大家說過
[00:02:30.000 --> 00:02:34.000]  以色列人時時都派探子進入加南地
[00:02:34.000 --> 00:02:38.000]  摩西試過 約書亞都試過
[00:02:38.000 --> 00:02:45.000]  但你想想 希美人何嘗不會派探子進入以色列的營地裏
[00:02:45.000 --> 00:02:47.000]  為何我這樣說呢
[00:02:47.000 --> 00:02:55.000]  因為他們對神的律例典章 對耶和華的訓誨是很懂得 很熟悉
[00:02:55.000 --> 00:02:59.000]  在《新命記》的七章一至二節經文說
[00:02:59.000 --> 00:03:04.000]  「耶和華你神領你進入要得為業之地
[00:03:04.000 --> 00:03:07.000]  從你面前趕出許多國民
[00:03:07.000 --> 00:03:15.000]  就是黑人 格加薩人 阿摩利人 加南人 比利西人 希美人 耶布斯人
[00:03:15.000 --> 00:03:18.000]  共七國的民都比你強大
[00:03:18.000 --> 00:03:22.000]  耶和華你神將他們交給你擊殺
[00:03:22.000 --> 00:03:26.000]  那時你要把他們滅絕淨盡
[00:03:26.000 --> 00:03:30.000]  不可與他們納約 也不可連戳他們」
[00:03:30.000 --> 00:03:32.000]  神的話語說得很清楚
[00:03:32.000 --> 00:03:38.000]  加南有七國 以色列人絕對不可以和他們納約
[00:03:38.000 --> 00:03:44.000]  但你說居住在加南地遠一點 不是那七個國家呢
[00:03:44.000 --> 00:03:50.000]  神也有吩咐 在《新命記》的二十章十至十一節
[00:03:50.000 --> 00:03:54.000]  當你臨近一座城要攻打的時候
[00:03:54.000 --> 00:03:58.000]  先要對城裡的民宣告和睦的話
[00:03:58.000 --> 00:04:01.000]  他們若以和睦的話回答你
[00:04:01.000 --> 00:04:07.000]  給你開了城 城裡所有的人都要給你效勞 服侍你
[00:04:07.000 --> 00:04:09.000]  我們見到有很不同
[00:04:09.000 --> 00:04:13.000]  七族的人是要趕盡殺絕 不可以納約
[00:04:13.000 --> 00:04:19.000]  但其他以外的人 以色列人是可以和他們納約
[00:04:19.000 --> 00:04:21.000]  為什麼有這樣的不同
[00:04:21.000 --> 00:04:23.000]  因為我曾經說過
[00:04:23.000 --> 00:04:27.000]  這七族的加南人是非常非常邪惡
[00:04:27.000 --> 00:04:31.000]  他們拜偶像 甚至將自己的子女獻給神
[00:04:31.000 --> 00:04:34.000]  神不要以色列人和他們一樣
[00:04:34.000 --> 00:04:39.000]  所以要將他們趕盡殺絕 絕對不可以和他們納約
[00:04:39.000 --> 00:04:45.000]  但他們以外的居民 神說你可以和他們納約
[00:04:45.000 --> 00:04:50.000]  而且還要先禮後兵 先宣告和睦的話
[00:04:50.000 --> 00:04:53.000]  這群是什麼人呢
[00:04:53.000 --> 00:04:57.000]  十五節又說 離你甚遠的國城
[00:04:57.000 --> 00:05:00.000]  不是這些國民的城
[00:05:00.000 --> 00:05:05.000]  這些國民就是那七個加南族要滅絕的那七個
[00:05:05.000 --> 00:05:08.000]  其他以外你都可以和他們納約
[00:05:08.000 --> 00:05:14.000]  所以我們就明白 為什麼希美人會知道扮鬼扮馬
[00:05:14.000 --> 00:05:17.000]  來和以色列人希望納約
[00:05:17.000 --> 00:05:20.000]  他們扮到自己住得很遠很遠
[00:05:20.000 --> 00:05:23.000]  就好像神的話語所說
[00:05:23.000 --> 00:05:30.000]  我們看到希美人真的苦心做足功課
[00:05:30.000 --> 00:05:32.000]  有備而來
[00:05:32.000 --> 00:05:36.000]  他們也知道如果能欺騙以色列人和他們納約
[00:05:36.000 --> 00:05:38.000]  這樣就沒死了
[00:05:38.000 --> 00:05:41.000]  因為以色列人納約是怎樣納的
[00:05:41.000 --> 00:05:43.000]  指著神的名來納
[00:05:43.000 --> 00:05:46.000]  納了約之後就怎樣都不會反悔
[00:05:46.000 --> 00:05:52.000]  問題就是怎樣能夠騙到以色列人和他們納約
[00:05:52.000 --> 00:05:55.000]  這些希美人來到以色列人面前
[00:05:55.000 --> 00:05:58.000]  一定是很有趣 當時的情景
[00:05:58.000 --> 00:06:03.000]  他們把舊的口袋 破爛的啤酒袋
[00:06:03.000 --> 00:06:07.000]  放在小爐上 穿著舊鞋舊衣服
[00:06:07.000 --> 00:06:13.000]  拿著又硬又發霉又乾的餅
[00:06:13.000 --> 00:06:17.000]  來見約書亞在吱吱叫
[00:06:17.000 --> 00:06:19.000]  他和約書亞說 你看
[00:06:19.000 --> 00:06:24.000]  這些餅我們剛剛出門的時候很新鮮很軟熟
[00:06:24.000 --> 00:06:29.000]  很好味道 比85C的麵包還好吃
[00:06:29.000 --> 00:06:33.000]  你看現在又乾又硬又發霉
[00:06:33.000 --> 00:06:36.000]  你看看我們的酒袋出來的時候
[00:06:36.000 --> 00:06:39.000]  哇 軟熟 裝滿了酒
[00:06:39.000 --> 00:06:42.000]  現在都破爛了 爆裂了 你都看到
[00:06:42.000 --> 00:06:45.000]  再看看我們的鞋 我們的衣服
[00:06:45.000 --> 00:06:48.000]  還不證明我們是很遠路來的
[00:06:48.000 --> 00:06:51.000]  你應該要和我們納約
[00:06:51.000 --> 00:06:53.000]  以色列人都不是笨的
[00:06:53.000 --> 00:06:57.000]  他們說 如果你住在我們很近
[00:06:57.000 --> 00:06:59.000]  來騙我們怎麼辦
[00:06:59.000 --> 00:07:02.000]  或者你們不是很遠的
[00:07:02.000 --> 00:07:06.000]  哇 這班欺美人 油腔滑舌
[00:07:06.000 --> 00:07:10.000]  說什麼 他們說我們是你的毒人
[00:07:10.000 --> 00:07:14.000]  你和我們納約吧 口甜舌滑
[00:07:14.000 --> 00:07:18.000]  約書亞再去問他們你們到底是誰
[00:07:18.000 --> 00:07:20.000]  他們只是一樣的回答
[00:07:20.000 --> 00:07:23.000]  我們是很遠的地方來
[00:07:23.000 --> 00:07:27.000]  他們還說我們聽見你們耶和華的明星
[00:07:27.000 --> 00:07:30.000]  怎樣在埃及降十災
[00:07:30.000 --> 00:07:33.000]  帶領你們出埃及過紅海
[00:07:33.000 --> 00:07:35.000]  我們全部都聽見
[00:07:35.000 --> 00:07:37.000]  你們怎樣去到約旦河東
[00:07:37.000 --> 00:07:40.000]  來對付阿摩利的兩個王
[00:07:40.000 --> 00:07:42.000]  西雲和鄂
[00:07:42.000 --> 00:07:44.000]  我們全部都知道
[00:07:44.000 --> 00:07:47.000]  有沒有看到他們真的非常狡猾
[00:07:47.000 --> 00:07:49.000]  他們只說那些陳年舊事
[00:07:49.000 --> 00:07:52.000]  40年前發生的事
[00:07:52.000 --> 00:07:55.000]  新近發生的攻打耶利哥城 艾城
[00:07:55.000 --> 00:07:58.000]  他們絕口不提 為什麼
[00:07:58.000 --> 00:08:02.000]  因為這些事應該是他們在路上的時候發生
[00:08:02.000 --> 00:08:04.000]  不容易聽見的這些消息
[00:08:04.000 --> 00:08:06.000]  所以他們絕口不提
[00:08:06.000 --> 00:08:08.000]  只提那些陳年舊事
[00:08:08.000 --> 00:08:10.000]  他們說我們的長老派
[00:08:10.000 --> 00:08:12.000]  我們來和你納約
[00:08:12.000 --> 00:08:16.000]  很有趣 欺美人在聖經裏面
[00:08:16.000 --> 00:08:19.000]  是其中一個武王的一個國
[00:08:19.000 --> 00:08:23.000]  他們是由長老 由領袖來帶領
[00:08:23.000 --> 00:08:28.000]  於是約書亞在九章十五節
[00:08:28.000 --> 00:08:30.000]  約書亞與他們講和
[00:08:30.000 --> 00:08:33.000]  與他們納約 容他們活著
[00:08:33.000 --> 00:08:37.000]  會眾的首領也向他們起誓
[00:08:37.000 --> 00:08:39.000]  大件事了
[00:08:39.000 --> 00:08:42.000]  會眾的首領向他們起誓
[00:08:42.000 --> 00:08:44.000]  和他們納約
[00:08:44.000 --> 00:08:46.000]  因為他們納約
[00:08:46.000 --> 00:08:49.000]  我們剛才說過是指著神的名
[00:08:49.000 --> 00:08:51.000]  神的教導很清楚
[00:08:51.000 --> 00:08:54.000]  你一是不要納約 不要起誓
[00:08:54.000 --> 00:08:56.000]  但是如果你納約起誓的話
[00:08:56.000 --> 00:08:59.000]  你就一定要遵守你的誓言
[00:08:59.000 --> 00:09:02.000]  很清楚神的話語是這樣說
[00:09:02.000 --> 00:09:04.000]  因為你指著的是神的名
[00:09:04.000 --> 00:09:08.000]  神是興萬不得
[00:09:08.000 --> 00:09:11.000]  所以我們從今天這件事
[00:09:11.000 --> 00:09:16.000]  就是欺美人如何欺騙以色列人
[00:09:16.000 --> 00:09:18.000]  我們學到四樣東西
[00:09:18.000 --> 00:09:21.000]  就是撒旦的手段如何對付
[00:09:21.000 --> 00:09:22.000]  第一件事
[00:09:22.000 --> 00:09:26.000]  千萬不要只看每件事的外表
[00:09:26.000 --> 00:09:31.000]  約書亞他習慣用刀用槍
[00:09:31.000 --> 00:09:34.000]  你叫他打仗他絕對沒問題
[00:09:34.000 --> 00:09:36.000]  你看他在埃及機
[00:09:36.000 --> 00:09:38.000]  來迎戰阿瑪利人
[00:09:38.000 --> 00:09:41.000]  曉勇善戰完全沒問題
[00:09:41.000 --> 00:09:44.000]  所以撒旦說你這麼能打
[00:09:44.000 --> 00:09:46.000]  硬碰硬不行
[00:09:46.000 --> 00:09:48.000]  改變了戰略
[00:09:48.000 --> 00:09:52.000]  以和平使者來見以色列人
[00:09:52.000 --> 00:09:53.000]  那些欺美人
[00:09:53.000 --> 00:09:55.000]  在約書亞記的九章四節
[00:09:55.000 --> 00:09:58.000]  說欺美人是假冒的使者
[00:09:58.000 --> 00:10:01.000]  他們扮演得很遠
[00:10:01.000 --> 00:10:04.000]  來不及勞苦博取以色列人的同情
[00:10:04.000 --> 00:10:06.000]  博取他們的信心
[00:10:06.000 --> 00:10:09.000]  你想想撒旦起初
[00:10:09.000 --> 00:10:12.000]  引誘亞當夏娃是否一樣
[00:10:12.000 --> 00:10:15.000]  他是不是去到亞當夏娃面前
[00:10:15.000 --> 00:10:18.000]  讓他們見到我就是魔鬼
[00:10:18.000 --> 00:10:20.000]  面目真靈
[00:10:20.000 --> 00:10:21.000]  不是
[00:10:21.000 --> 00:10:24.000]  他是化身成為一條蛇
[00:10:24.000 --> 00:10:27.000]  為什麼他會化身成為一條蛇
[00:10:27.000 --> 00:10:33.000]  剛剛神才叫亞當看守所有的動物
[00:10:33.000 --> 00:10:37.000]  撒旦就扮成一隻動物一條蛇
[00:10:37.000 --> 00:10:39.000]  來見亞當夏娃
[00:10:39.000 --> 00:10:42.000]  所以亞當夏娃見到一條蛇是動物
[00:10:42.000 --> 00:10:44.000]  放下了他們的警覺
[00:10:44.000 --> 00:10:48.000]  但是在創世記的二章一節告訴我們
[00:10:48.000 --> 00:10:52.000]  蛇比田野一切的動物更狡猾
[00:10:52.000 --> 00:10:56.000]  我們說今天的主角就是欺美人
[00:10:56.000 --> 00:10:59.000]  他們是住在機片這個地方
[00:10:59.000 --> 00:11:01.000]  在約書亞記的九章七節
[00:11:01.000 --> 00:11:03.000]  九次提到他們是欺美人
[00:11:03.000 --> 00:11:06.000]  欺美這個字是什麼意思
[00:11:06.000 --> 00:11:09.000]  欺美這個字就是蛇的意思
[00:11:09.000 --> 00:11:12.000]  所以我們見到有些連帶的關係
[00:11:12.000 --> 00:11:16.000]  我們說完了約書亞記
[00:11:16.000 --> 00:11:18.000]  明年我們會說時詩記
[00:11:18.000 --> 00:11:22.000]  時詩記的十六章又是一個例子
[00:11:22.000 --> 00:11:28.000]  就是大尼拉他要哄參宣說出他大力的秘密
[00:11:28.000 --> 00:11:29.000]  他怎樣
[00:11:29.000 --> 00:11:33.000]  投懷送抱說些好聽的話
[00:11:33.000 --> 00:11:37.000]  希望能夠引參宣說出他的秘密
[00:11:37.000 --> 00:11:38.000]  也是一樣
[00:11:38.000 --> 00:11:41.000]  當撒旦來引誘我們的時候
[00:11:41.000 --> 00:11:44.000]  他不會是以他真正的面目來見我們
[00:11:44.000 --> 00:11:47.000]  他是會好像聖經裡面說
[00:11:47.000 --> 00:11:49.000]  他就是光明的使者
[00:11:49.000 --> 00:11:52.000]  被我們看到是完全放下我們的警覺
[00:11:52.000 --> 00:11:55.000]  來引誘我們
[00:11:55.000 --> 00:11:59.000]  除了我們不要只看外表
[00:11:59.000 --> 00:12:01.000]  第二樣我們要小心的
[00:12:01.000 --> 00:12:05.000]  就是不要為了自己的安逸而妥協
[00:12:05.000 --> 00:12:09.000]  為什麼約書亞會被欺美人騙到
[00:12:09.000 --> 00:12:11.000]  我們看看
[00:12:11.000 --> 00:12:17.000]  頭頭是加南人聯手說要來攻擊以色列
[00:12:17.000 --> 00:12:21.000]  其實撒旦是很喜歡用這個手法的
[00:12:21.000 --> 00:12:25.000]  他是聚集力量來攻擊所有屬神的人
[00:12:25.000 --> 00:12:28.000]  耶穌基督就是一個很好的例子
[00:12:28.000 --> 00:12:30.000]  耶穌基督在世的時候
[00:12:30.000 --> 00:12:34.000]  撒旦是慫恿民事 法利塞人 薩都該人
[00:12:34.000 --> 00:12:37.000]  一起來攻擊耶穌基督
[00:12:37.000 --> 00:12:40.000]  就好像詩篇的第二篇
[00:12:40.000 --> 00:12:43.000]  第二篇的一章二節詩篇
[00:12:43.000 --> 00:12:46.000]  說外邦為什麼爭鬥
[00:12:46.000 --> 00:12:49.000]  萬民為什麼謀算虛妄的事
[00:12:49.000 --> 00:12:51.000]  世上的君王一起起來
[00:12:51.000 --> 00:12:53.000]  神在一同相議
[00:12:53.000 --> 00:12:57.000]  要抵擋耶和華並他的仇高者
[00:12:57.000 --> 00:12:59.000]  這個就是撒旦的計謀
[00:12:59.000 --> 00:13:05.000]  慫恿大眾來攻擊神的仇高者
[00:13:05.000 --> 00:13:09.000]  這件事在樹末世會再發生
[00:13:09.000 --> 00:13:11.000]  就是我剛才和大家說
[00:13:11.000 --> 00:13:13.000]  透過敵基督的國
[00:13:13.000 --> 00:13:17.000]  敵基督會慫恿所有萬民
[00:13:17.000 --> 00:13:19.000]  來攻擊以色列在這裡末世
[00:13:19.000 --> 00:13:23.000]  來攻擊尼塞亞 耶穌基督
[00:13:23.000 --> 00:13:27.000]  我們看到這個就是撒旦的手段
[00:13:27.000 --> 00:13:31.000]  但是當他發覺眼碰眼不行的時候
[00:13:31.000 --> 00:13:33.000]  他就會改變戰略
[00:13:33.000 --> 00:13:35.000]  就好像今天一樣
[00:13:35.000 --> 00:13:39.000]  我們看到他扮成和平的使者
[00:13:39.000 --> 00:13:41.000]  來見以色列人
[00:13:41.000 --> 00:13:45.000]  為什麼約書亞會和希美人納約
[00:13:45.000 --> 00:13:48.000]  他有可能見到那麼多的迦南人
[00:13:48.000 --> 00:13:50.000]  都來攻擊以色列
[00:13:50.000 --> 00:13:52.000]  突然間現在有希美人
[00:13:52.000 --> 00:13:55.000]  其中一個族人願意和自己納約
[00:13:55.000 --> 00:13:57.000]  你想想多一個朋友
[00:13:57.000 --> 00:14:00.000]  是不是怎樣都好過多一個敵人
[00:14:00.000 --> 00:14:03.000]  所以我相信這個也是一個原因
[00:14:03.000 --> 00:14:06.000]  為什麼他願意和希美人納約
[00:14:06.000 --> 00:14:09.000]  他是希望得到安寧
[00:14:11.000 --> 00:14:15.000]  其實早期的教會都是一樣
[00:14:15.000 --> 00:14:17.000]  我們看到早期的教會
[00:14:17.000 --> 00:14:20.000]  撒旦是不斷地攻擊基督教
[00:14:20.000 --> 00:14:23.000]  基督徒變得怎樣
[00:14:23.000 --> 00:14:25.000]  你越是攻擊他們
[00:14:25.000 --> 00:14:28.000]  他們越是變得忠心 越是虔誠
[00:14:28.000 --> 00:14:32.000]  在早期的教會有很多人願意為主來殉道
[00:14:32.000 --> 00:14:36.000]  同樣撒旦看下 咦 不妥
[00:14:36.000 --> 00:14:39.000]  眼碰眼不行
[00:14:39.000 --> 00:14:41.000]  所以他就改變戰略
[00:14:41.000 --> 00:14:45.000]  在公元383年軍事旦丁
[00:14:45.000 --> 00:14:47.000]  接受了基督教
[00:14:47.000 --> 00:14:49.000]  接著的十年裡
[00:14:49.000 --> 00:14:53.000]  基督教成為了羅馬帝國的國教
[00:14:53.000 --> 00:14:57.000]  很多基督徒本來是受迫害的
[00:14:57.000 --> 00:14:58.000]  現在怎樣
[00:14:58.000 --> 00:15:00.000]  過著很安逸的生活
[00:15:00.000 --> 00:15:02.000]  很舒適 很舒服
[00:15:02.000 --> 00:15:06.000]  就好像我們很多現在的基督徒一模一樣
[00:15:06.000 --> 00:15:08.000]  他們不再虔誠
[00:15:08.000 --> 00:15:13.000]  他們也是很多人離棄了神 自己都不知道
[00:15:13.000 --> 00:15:16.000]  這就是撒旦的手法
[00:15:16.000 --> 00:15:18.000]  當時有很多俗世的節日
[00:15:18.000 --> 00:15:20.000]  變成了基督教的節日
[00:15:20.000 --> 00:15:25.000]  有很多錯誤的教導都進入了基督教
[00:15:25.000 --> 00:15:27.000]  我以前都和大家說過
[00:15:27.000 --> 00:15:33.000]  如意靈異解經就是在那個時候進入基督教
[00:15:33.000 --> 00:15:36.000]  為什麼會在那個時候進入基督教
[00:15:36.000 --> 00:15:39.000]  因為羅馬帝國現在支持教會
[00:15:39.000 --> 00:15:43.000]  羅馬帝國是你的米飯班主
[00:15:43.000 --> 00:15:46.000]  羅馬的王是你的主
[00:15:46.000 --> 00:15:52.000]  那些神父 主教夠不夠膽在米飯班主的面前說
[00:15:52.000 --> 00:15:54.000]  耶穌基督很快就回來了
[00:15:54.000 --> 00:15:58.000]  回來就掃了世上所有的國家
[00:15:58.000 --> 00:16:01.000]  連羅馬帝國都要下拜
[00:16:01.000 --> 00:16:06.000]  你想想如果你是傳道人 你夠不夠膽這樣說
[00:16:06.000 --> 00:16:08.000]  當然不夠膽
[00:16:08.000 --> 00:16:11.000]  所以就把聖經裡面的教導
[00:16:11.000 --> 00:16:17.000]  很多說耶穌基督將會回來建立他千年的國度
[00:16:17.000 --> 00:16:19.000]  建立地上實在的國度
[00:16:19.000 --> 00:16:24.000]  這些經文他們全部用靈異和如意來解經
[00:16:24.000 --> 00:16:27.000]  不是真的實實在在有一個世上的國
[00:16:27.000 --> 00:16:30.000]  這個只不過是基督徒心裡面的國
[00:16:30.000 --> 00:16:35.000]  所以我們看到不單止基督徒變得很安逸
[00:16:35.000 --> 00:16:38.000]  連教義都開始有改變
[00:16:38.000 --> 00:16:41.000]  撒旦的攻擊是非常之的厲害
[00:16:41.000 --> 00:16:44.000]  當我們太安逸的時候
[00:16:44.000 --> 00:16:47.000]  我們在哪方面希望得到安逸
[00:16:47.000 --> 00:16:49.000]  撒旦就會攻擊那方面
[00:16:49.000 --> 00:16:52.000]  我們認為我們的經濟得到安逸嗎
[00:16:52.000 --> 00:16:54.000]  撒旦可能攻擊我們的經濟
[00:16:54.000 --> 00:16:57.000]  人與人之間的關係嗎
[00:16:57.000 --> 00:16:59.000]  撒旦會攻擊那方面
[00:16:59.000 --> 00:17:01.000]  本身的安逸嗎
[00:17:01.000 --> 00:17:03.000]  撒旦也會攻擊
[00:17:03.000 --> 00:17:05.000]  當他攻擊的時候我們希望得到安逸
[00:17:05.000 --> 00:17:07.000]  我們就會如何呢
[00:17:07.000 --> 00:17:09.000]  去妥協
[00:17:09.000 --> 00:17:11.000]  這個就出現問題
[00:17:11.000 --> 00:17:13.000]  但是你說
[00:17:13.000 --> 00:17:16.000]  人不畏己天誅地滅
[00:17:16.000 --> 00:17:20.000]  為自己的安逸妥協不是那麼差
[00:17:20.000 --> 00:17:25.000]  我們看到以色列人就是因為自己的安逸
[00:17:25.000 --> 00:17:29.000]  立了約他們就反悔不已
[00:17:29.000 --> 00:17:35.000]  其實現在我們都需要警惕的時候
[00:17:35.000 --> 00:17:39.000]  例如我們在公眾場所
[00:17:39.000 --> 00:17:41.000]  如果是我們的同事
[00:17:41.000 --> 00:17:43.000]  甚至是我們的朋友當中
[00:17:43.000 --> 00:17:46.000]  如果突然有人出來攻擊神
[00:17:46.000 --> 00:17:48.000]  講攝逐神的話
[00:17:48.000 --> 00:17:50.000]  你會怎樣做
[00:17:50.000 --> 00:17:52.000]  你會不會心想
[00:17:52.000 --> 00:17:55.000]  多一個朋友比多一個敵人好
[00:17:55.000 --> 00:17:57.000]  我還是不發聲了
[00:17:57.000 --> 00:17:59.000]  草草了事
[00:17:59.000 --> 00:18:01.000]  還是你會願意走出來
[00:18:01.000 --> 00:18:03.000]  為神來說話
[00:18:03.000 --> 00:18:05.000]  你會怎樣做呢
[00:18:05.000 --> 00:18:07.000]  很值得我們去思考
[00:18:07.000 --> 00:18:11.000]  除了要對付撒旦
[00:18:11.000 --> 00:18:14.000]  第一不要看外表
[00:18:14.000 --> 00:18:17.000]  第二不要只顧自己的安逸
[00:18:17.000 --> 00:18:19.000]  來與敵人妥協
[00:18:19.000 --> 00:18:23.000]  第三就是要小心奉承的話
[00:18:23.000 --> 00:18:27.000]  我們看到約書雅和希美人納約
[00:18:27.000 --> 00:18:31.000]  有可能是因為希美人尤罕瓦舍
[00:18:31.000 --> 00:18:33.000]  他們剛才說過
[00:18:33.000 --> 00:18:35.000]  叫自己做僕人
[00:18:35.000 --> 00:18:37.000]  從極遠之地而來
[00:18:37.000 --> 00:18:40.000]  聽見耶和華的明星
[00:18:40.000 --> 00:18:42.000]  和他做一切的事
[00:18:42.000 --> 00:18:45.000]  哇 那群高模就套到約書雅
[00:18:45.000 --> 00:18:47.000]  套到以色列人的頭上
[00:18:47.000 --> 00:18:50.000]  套到最後三天之後
[00:18:50.000 --> 00:18:52.000]  東昌事發
[00:18:52.000 --> 00:18:54.000]  奸計被人發現了
[00:18:54.000 --> 00:18:55.000]  他們怎樣說呢
[00:18:55.000 --> 00:18:57.000]  約書雅記的九章二十五節
[00:18:57.000 --> 00:18:59.000]  我們是你的僕人
[00:18:59.000 --> 00:19:01.000]  現在我們在你的手中
[00:19:01.000 --> 00:19:04.000]  你可以怎樣對待我們
[00:19:04.000 --> 00:19:06.000]  為善為正
[00:19:06.000 --> 00:19:08.000]  就怎樣作罷
[00:19:08.000 --> 00:19:10.000]  哇 真是說得好聽
[00:19:10.000 --> 00:19:13.000]  你喜歡怎樣處置就怎樣處置
[00:19:13.000 --> 00:19:15.000]  我們是你的僕人
[00:19:15.000 --> 00:19:17.000]  但我們要小心
[00:19:17.000 --> 00:19:20.000]  當有人說奉承的話
[00:19:20.000 --> 00:19:22.000]  我們要很小心
[00:19:22.000 --> 00:19:25.000]  鄒賢的二十九章五節
[00:19:25.000 --> 00:19:29.000]  千尾鄰舍的周師切往羅伴他的腳
[00:19:29.000 --> 00:19:32.000]  當有人說千尾的話
[00:19:32.000 --> 00:19:35.000]  奉承的話我們要特別小心
[00:19:35.000 --> 00:19:37.000]  在詩篇的五章九節都說
[00:19:37.000 --> 00:19:40.000]  因為他們的口中沒有誠實
[00:19:40.000 --> 00:19:42.000]  他們的心裡沒有邪惡
[00:19:42.000 --> 00:19:45.000]  他們的喉嚨是躺開的墳墓
[00:19:45.000 --> 00:19:48.000]  他們用舌頭纏尾人
[00:19:48.000 --> 00:19:51.000]  我們要提高我們的警覺
[00:19:51.000 --> 00:19:54.000]  千萬不要放下我們的警覺
[00:19:54.000 --> 00:19:58.000]  現在其實有很多人都會說
[00:19:58.000 --> 00:20:00.000]  自己是基督徒
[00:20:00.000 --> 00:20:03.000]  或者說信了跟你們一樣的神
[00:20:03.000 --> 00:20:07.000]  甚至說歌頌神 讚美神 感謝神
[00:20:07.000 --> 00:20:10.000]  你聽起來很舒服
[00:20:10.000 --> 00:20:13.000]  但當你再聽清楚一點
[00:20:13.000 --> 00:20:15.000]  你會發覺 哎呀 不妥
[00:20:15.000 --> 00:20:19.000]  原來他們不是信我們基督教的
[00:20:19.000 --> 00:20:21.000]  是異端邪教
[00:20:21.000 --> 00:20:24.000]  我跟大家說過很多次
[00:20:24.000 --> 00:20:27.000]  我在香港的時候我不是基督徒
[00:20:27.000 --> 00:20:29.000]  但我的姐姐就是基督徒
[00:20:29.000 --> 00:20:31.000]  那時候我很喜歡跟她爭辯
[00:20:31.000 --> 00:20:33.000]  希望爭辯贏了
[00:20:33.000 --> 00:20:36.000]  希望能夠說服她說世上是沒有神的
[00:20:36.000 --> 00:20:38.000]  那時候我是這麼壞
[00:20:38.000 --> 00:20:40.000]  現在來到美國
[00:20:40.000 --> 00:20:43.000]  我變成基督徒還做了牧師
[00:20:43.000 --> 00:20:46.000]  我的姐姐就反而進入了新的年代
[00:20:46.000 --> 00:20:48.000]  真的很不幸
[00:20:48.000 --> 00:20:51.000]  我們怎知道原來有一天
[00:20:51.000 --> 00:20:53.000]  在國慶日大家BBQ
[00:20:53.000 --> 00:20:56.000]  我的姐姐就去跟我的大女兒說
[00:20:56.000 --> 00:20:58.000]  說她的信仰
[00:20:58.000 --> 00:21:01.000]  我的大女兒聽了又說感謝神
[00:21:01.000 --> 00:21:03.000]  又說歌頌神
[00:21:03.000 --> 00:21:04.000]  她不知道多開心
[00:21:04.000 --> 00:21:06.000]  原來阿姨也是基督徒
[00:21:06.000 --> 00:21:09.000]  再聽了她發覺不妥
