
[00:00:00.000 --> 00:00:06.400]  今晚我們繼續查約翰福音第六章
[00:02:17.800 --> 00:02:21.240]  所以耶穌就用食物來做主題
[00:02:21.240 --> 00:02:23.240]  這些不是一般的食物
[00:02:23.240 --> 00:02:27.000]  耶穌就叫這些做天上來的食物
[00:02:27.000 --> 00:02:31.640]  其實在約翰福音記載幾件事
[00:02:31.640 --> 00:02:34.760]  都是耶穌用一些日常的東西
[00:02:34.760 --> 00:02:38.040]  但帶出屬靈的訊息
[00:02:38.040 --> 00:02:42.520]  你記得他和尼哥帝武講生產
[00:02:42.520 --> 00:02:45.720]  女人生嬰兒
[00:02:45.960 --> 00:02:52.040]  其實他是講到神用水、用靈來重生我們
[00:02:52.040 --> 00:02:54.040]  來潔淨我們的罪
[00:02:54.040 --> 00:02:57.800]  當他和撒瑪利亞夫人談道的時候
[00:02:57.800 --> 00:02:59.800]  他是講到水
[00:02:59.800 --> 00:03:02.680]  但他不是講井裡的水
[00:03:02.680 --> 00:03:04.680]  他是講活水
[00:03:04.680 --> 00:03:09.080]  所以耶穌經常用地上的東西來講天上的東西
[00:03:09.080 --> 00:03:13.560]  這個講必壞的食物
[00:03:13.560 --> 00:03:18.040]  27節提到地上的必壞的食物
[00:03:18.040 --> 00:03:23.800]  但他用這個來對比永生的食物
[00:03:23.800 --> 00:03:31.800]  31和32節是講到在曠野的馬拿來餵養他們
[00:03:31.800 --> 00:03:37.240]  但同時也講天上來的食物
[00:03:37.240 --> 00:03:42.360]  真正的麵包、真正的糧在天上來
[00:03:42.360 --> 00:03:47.320]  所以耶穌講的是用地上他們所熟悉的東西
[00:03:47.320 --> 00:03:53.880]  來帶出天上的屬靈的意義
[00:03:53.880 --> 00:03:56.200]  所以今晚我們繼續看
[00:03:56.200 --> 00:04:00.120]  我們由第41節開始看
[00:04:00.120 --> 00:04:05.400]  41節的時候耶穌已經渡過了對面岸
[00:04:05.400 --> 00:04:07.560]  他再不在白菜大
[00:04:07.560 --> 00:04:11.800]  他們已經在加伯農的地方
[00:04:11.800 --> 00:04:15.640]  第41節這裡講猶太人
[00:04:15.640 --> 00:04:19.800]  這裡的猶太人當然包括當時的猶太人
[00:04:19.800 --> 00:04:21.800]  宗教的領袖
[00:04:21.800 --> 00:04:26.520]  包括好像尼哥底姆那類的法利塞人
[00:04:26.520 --> 00:04:29.560]  但因為這裡是在加利利
[00:04:29.560 --> 00:04:31.560]  不是在耶路撒冷
[00:04:31.560 --> 00:04:34.360]  所以講到猶太人也有很多民眾
[00:04:34.360 --> 00:04:36.360]  他不是那些領袖
[00:04:36.360 --> 00:04:38.360]  都在那裡
[00:04:38.360 --> 00:04:40.360]  耶穌就跟他們說
[00:04:40.360 --> 00:04:44.360]  我是從天上降下來的糧
[00:04:44.360 --> 00:04:46.360]  講得很清楚
[00:04:46.360 --> 00:04:49.320]  我講到天上來的食物
[00:04:49.320 --> 00:04:53.400]  其實就是在講我自己在天上
[00:04:53.400 --> 00:04:57.320]  來成為糧食給人
[00:04:57.320 --> 00:05:01.320]  耶穌在第六章這裡
[00:05:01.320 --> 00:05:04.520]  三次很清楚地講
[00:05:04.520 --> 00:05:08.520]  我就是生命的糧
[00:05:08.520 --> 00:05:12.520]  但他更加多的有七次
[00:05:12.520 --> 00:05:16.520]  是講到由天上降下來生命的糧
[00:05:16.520 --> 00:05:20.520]  這七次裡面沒有提到他就是生命之糧
[00:05:20.520 --> 00:05:24.520]  他提到我就是生命之糧
[00:05:24.520 --> 00:05:26.520]  是有另外三次的
[00:05:26.520 --> 00:05:30.520]  所以你可以看到在耶穌這一段的講話裡面
[00:05:30.520 --> 00:05:34.520]  不單止是說有一些的糧食是真正的糧食
[00:05:34.520 --> 00:05:36.520]  是永存的糧食
[00:05:36.520 --> 00:05:38.520]  是在天上來的
[00:05:38.520 --> 00:05:40.520]  而且他很清楚地解釋
[00:05:40.520 --> 00:05:42.520]  他所講天上的糧是什麼
[00:05:42.520 --> 00:05:44.520]  他說那個就是他
[00:05:44.520 --> 00:05:48.520]  那些人就私下議論他
[00:05:48.520 --> 00:05:52.520]  議論包括背後批評抱怨
[00:05:52.520 --> 00:05:54.520]  不是很喜歡他這樣講
[00:05:54.520 --> 00:05:58.520]  因為覺得他很誇大
[00:05:58.520 --> 00:06:00.520]  因為他說他在天上來
[00:06:00.520 --> 00:06:04.520]  他和神平等
[00:06:04.520 --> 00:06:08.520]  那裡的人在加利利地認識耶穌
[00:06:08.520 --> 00:06:10.520]  因為當時的人不是那麼多
[00:06:10.520 --> 00:06:12.520]  其實很多人都認識
[00:06:12.520 --> 00:06:14.520]  所以第四十二節那些人就說
[00:06:14.520 --> 00:06:18.520]  這個不是約瑟的兒子耶穌嗎?
[00:06:18.520 --> 00:06:20.520]  他們都知道他是誰的兒子
[00:06:20.520 --> 00:06:22.520]  他從哪裡出來
[00:06:22.520 --> 00:06:24.520]  他們知道的
[00:06:24.520 --> 00:06:26.520]  他說他的父母我們豈不認得
[00:06:26.520 --> 00:06:30.520]  他知道他是一個很普通的人家
[00:06:30.520 --> 00:06:34.520]  約瑟是一個用手來做事的人
[00:06:34.520 --> 00:06:36.520]  是鐵匠和木匠的
[00:06:36.520 --> 00:06:40.520]  他說為什麼現在說我是從天上降下來的呢?
[00:06:40.520 --> 00:06:44.520]  明明他是在拿撒勒那裡長大
[00:06:44.520 --> 00:06:46.520]  明明他是一個普通的人
[00:06:46.520 --> 00:06:52.520]  所以這些人就不是很明白耶穌所講的是什麼
[00:06:52.520 --> 00:06:54.520]  第四十三第四十五節開始
[00:06:54.520 --> 00:06:56.520]  耶穌就回答他們
[00:06:56.520 --> 00:07:00.520]  第四十三節耶穌說你們不用議論了
[00:07:00.520 --> 00:07:04.520]  他們是自己私下在議論
[00:07:04.520 --> 00:07:08.520]  第四十一節說私下議論不是大聲說出來的
[00:07:08.520 --> 00:07:13.520]  耶穌這裡就可以馬上說到他們心裡的說話
[00:07:13.520 --> 00:07:15.520]  他們沒有問耶穌
[00:07:15.520 --> 00:07:17.520]  你說的是什麼意思?請你解釋
[00:07:17.520 --> 00:07:18.520]  他們沒有
[00:07:18.520 --> 00:07:20.520]  他們私下議論的時候
[00:07:20.520 --> 00:07:23.520]  耶穌已經知道他們在議論什麼
[00:07:23.520 --> 00:07:25.520]  因為耶穌知道他們的心
[00:07:25.520 --> 00:07:27.520]  第四十四節
[00:07:27.520 --> 00:07:31.520]  若不是差我來的人的負吸引人
[00:07:31.520 --> 00:07:33.520]  就沒有人能夠到我這裡來
[00:07:33.520 --> 00:07:37.520]  到我這裡來我末日要叫他復活
[00:07:37.520 --> 00:07:38.520]  末日要叫他復活
[00:07:38.520 --> 00:07:42.520]  耶穌在這一章提了四次
[00:07:42.520 --> 00:07:44.520]  除了生命之量
[00:07:44.520 --> 00:07:46.520]  我是生命之量
[00:07:46.520 --> 00:07:48.520]  天上降下來的生命之量
[00:07:48.520 --> 00:07:51.520]  他在這裡特別強調了四次
[00:07:51.520 --> 00:07:57.520]  就是耶穌在末日不是單是人要復活
[00:07:57.520 --> 00:08:00.520]  在末日是我要叫他復活
[00:08:00.520 --> 00:08:03.520]  耶穌會在末日叫人復活
[00:08:03.520 --> 00:08:06.520]  很明顯他的身份是什麼
[00:08:06.520 --> 00:08:10.520]  他成為生命之量會為人帶來什麼
[00:08:10.520 --> 00:08:14.520]  會帶來末日的生命
[00:08:14.520 --> 00:08:18.520]  末日的生命很明顯不是地上的生命
[00:08:18.520 --> 00:08:22.520]  因為末日將來很可能我們大部分的人都不在
[00:08:22.520 --> 00:08:25.520]  第一世紀的人當然全部不在
[00:08:25.520 --> 00:08:28.520]  但在末日我要他復活
[00:08:28.520 --> 00:08:30.520]  這就是哥倫多前書十五章
[00:08:30.520 --> 00:08:34.520]  耶穌第二次回來的時候身體的復活
[00:08:34.520 --> 00:08:38.520]  然後第四十五節耶穌提了舊約先知書上
[00:08:38.520 --> 00:08:42.520]  就說他們要蒙神的教訓
[00:08:42.520 --> 00:08:48.520]  這裡先知預言將來有一天人是要得到神的教訓
[00:08:48.520 --> 00:08:54.520]  並且是聽見父之教訓有學習的
[00:08:54.520 --> 00:08:57.520]  那怎麼聽到父呢?
[00:08:57.520 --> 00:08:59.520]  人根本見不到父
[00:08:59.520 --> 00:09:01.520]  因為從來沒有人見過父
[00:09:01.520 --> 00:09:05.520]  耶穌這裡就是說他就是父差來
[00:09:05.520 --> 00:09:09.520]  來將父的教訓來教導人
[00:09:09.520 --> 00:09:13.520]  所以聽到耶穌教訓的人
[00:09:13.520 --> 00:09:18.520]  如果能夠像吃東西那樣吃進肚子裡
[00:09:18.520 --> 00:09:20.520]  他就會到耶穌這裡來
[00:09:20.520 --> 00:09:22.520]  明白耶穌的道
[00:09:22.520 --> 00:09:24.520]  接受耶穌的道
[00:09:24.520 --> 00:09:26.520]  就有這個生命
[00:09:26.520 --> 00:09:29.520]  有這個生命的人就會來跟隨耶穌
[00:09:29.520 --> 00:09:35.520]  不聽耶穌說不明白不接受不信
[00:09:35.520 --> 00:09:40.520]  他就跟舊恩將來的復活沒有分別
[00:09:40.520 --> 00:09:45.520]  先知書上最清楚的就是以賽亞書
[00:09:45.520 --> 00:09:49.520]  我note書的第一頁是quote了54章12節
[00:09:49.520 --> 00:09:51.520]  大家自己看
[00:09:51.520 --> 00:09:56.520]  舊約是說將來人要得到父的教訓
[00:09:56.520 --> 00:10:00.520]  原來父的教訓是由子帶出來的
[00:10:00.520 --> 00:10:05.520]  今天聖靈又提醒我們子所說的話
[00:10:05.520 --> 00:10:08.520]  所以當我們來讀神的話語的時候
[00:10:08.520 --> 00:10:13.520]  聖父、聖子、聖靈都一起參與
[00:10:13.520 --> 00:10:16.520]  讓我們得到神的話語
[00:10:16.520 --> 00:10:20.520]  讓我們能夠明白和遵行神的話語
[00:10:20.520 --> 00:10:24.520]  在這一段耶穌是claim什麼呢?
[00:10:24.520 --> 00:10:27.520]  King起碼有五樣東西
[00:10:27.520 --> 00:10:31.520]  第一是從天上來的
[00:10:31.520 --> 00:10:36.520]  第二是能夠叫他們將來復活的
[00:10:36.520 --> 00:10:39.520]  第三就是25節說的
[00:10:39.520 --> 00:10:41.520]  舊約是指向耶穌的
[00:10:41.520 --> 00:10:43.520]  這個我上次也說過了
[00:10:43.520 --> 00:10:46.520]  全部的舊約都指向耶穌的
[00:10:46.520 --> 00:10:48.520]  第四樣就是46節說的
[00:10:48.520 --> 00:10:53.520]  他是從天上來的
[00:10:53.520 --> 00:10:56.520]  第五就是他見過父
[00:10:56.520 --> 00:10:58.520]  沒有人見過父
[00:10:58.520 --> 00:11:02.520]  只有懷裡的獨生子將祂表明出來
[00:11:02.520 --> 00:11:05.520]  所以耶穌在這裡很清楚地回答
[00:11:05.520 --> 00:11:07.520]  是說祂的身份
[00:11:07.520 --> 00:11:09.520]  祂是哪一個
[00:11:09.520 --> 00:11:12.520]  我們繼續看下去
[00:11:12.520 --> 00:11:14.520]  第47至50節
[00:11:14.520 --> 00:11:16.520]  耶穌在這裡繼續解釋
[00:11:16.520 --> 00:11:19.520]  說我是生命之糧
[00:11:19.520 --> 00:11:21.520]  47節耶穌說
[00:11:21.520 --> 00:11:24.520]  我實實在在地告訴你們
[00:11:24.520 --> 00:11:28.520]  信的人有永生
[00:11:28.520 --> 00:11:31.520]  原來耶穌在這裡說信
[00:11:31.520 --> 00:11:34.520]  信就是神賜給他的
[00:11:34.520 --> 00:11:37.520]  信就是得到生命之糧
[00:11:37.520 --> 00:11:40.520]  而這個生命之糧是從天上來的
[00:11:40.520 --> 00:11:42.520]  不是人自己憑他的努力
[00:11:42.520 --> 00:11:46.520]  功德或者善行賺取的
[00:11:46.520 --> 00:11:49.520]  而信的人就有永生
[00:11:49.520 --> 00:11:53.520]  永生就是永遠能與神同在
[00:11:53.520 --> 00:11:56.520]  所以這是神賜給人的
[00:11:56.520 --> 00:11:59.520]  不是人自己努力所得來的
[00:11:59.520 --> 00:12:01.520]  然後第48節
[00:12:01.520 --> 00:12:03.520]  我就是生命之糧
[00:12:03.520 --> 00:12:05.520]  所以這個生命之糧
[00:12:05.520 --> 00:12:07.520]  一定不是指地上吃的東西
[00:12:07.520 --> 00:12:11.520]  一定是和信和永生有關
[00:12:11.520 --> 00:12:17.520]  第49節耶穌又說回前面第31節
[00:12:17.520 --> 00:12:20.520]  猶太人很驕傲
[00:12:20.520 --> 00:12:24.520]  以前摩西在天上有馬拿下來
[00:12:24.520 --> 00:12:27.520]  餵了他們在曠野有四十年
[00:12:27.520 --> 00:12:29.520]  但耶穌在這裡跟他們說
[00:12:29.520 --> 00:12:32.520]  祖宗得到這些馬拿
[00:12:32.520 --> 00:12:34.520]  沒錯是神賜給他的
[00:12:34.520 --> 00:12:37.520]  但這些馬拿是地上的植物
[00:12:37.520 --> 00:12:38.520]  不是天上的植物
[00:12:38.520 --> 00:12:41.520]  因為那些人吃了他都死
[00:12:41.520 --> 00:12:44.520]  他不像第47節說的
[00:12:44.520 --> 00:12:46.520]  信的人有永生
[00:12:46.520 --> 00:12:50.520]  吃了馬拿的人不是自動有永生
[00:12:50.520 --> 00:12:51.520]  第50節
[00:12:51.520 --> 00:12:54.520]  這是從天上降下來的糧
[00:12:54.520 --> 00:12:56.520]  叫人吃了就不死
[00:12:56.520 --> 00:13:01.520]  這裏49和50節是曠野上的馬拿
[00:13:01.520 --> 00:13:04.520]  和天上來的糧的比較
[00:13:04.520 --> 00:13:06.520]  一個是地上的植物
[00:13:06.520 --> 00:13:08.520]  一個是天上來的糧食
[00:13:08.520 --> 00:13:10.520]  一個是人吃了都會死
[00:13:10.520 --> 00:13:13.520]  但是吃了天上來的糧
[00:13:13.520 --> 00:13:16.520]  吃了就不死
[00:13:16.520 --> 00:13:19.520]  我們繼續看下去
[00:13:19.520 --> 00:13:24.520]  51至59節開始這段很難明白
[00:13:24.520 --> 00:13:28.520]  這段說出來是令人很難接受
[00:13:28.520 --> 00:13:32.520]  我相信大家讀的時候都會有些少詫異
[00:13:32.520 --> 00:13:34.520]  前面所說的
[00:13:34.520 --> 00:13:36.520]  耶穌很有耐性解釋給你聽
[00:13:36.520 --> 00:13:39.520]  為什麼你們不要來看我
[00:13:39.520 --> 00:13:42.520]  看我只是行神蹟
[00:13:42.520 --> 00:13:45.520]  或者希望我能夠將餅
[00:13:45.520 --> 00:13:51.520]  將魚變成很多的食物餵飽你們
[00:13:51.520 --> 00:13:56.520]  你們來到是要知道什麼是生命之糧
[00:13:56.520 --> 00:13:58.520]  這件事更重要
[00:13:58.520 --> 00:14:01.520]  只有生命之糧能夠為你帶來永生
[00:14:01.520 --> 00:14:03.520]  這是很好的信息
[00:14:03.520 --> 00:14:05.520]  聽起來很順耳
[00:14:05.520 --> 00:14:08.520]  但是51至59節裏
[00:14:08.520 --> 00:14:12.520]  絕大部分的節數
[00:14:12.520 --> 00:14:15.520]  53至57節特別
[00:14:15.520 --> 00:14:18.520]  是說到吃肉
[00:14:18.520 --> 00:14:21.520]  耶穌說我的肉是可以吃的
[00:14:21.520 --> 00:14:23.520]  我的血是可以喝的
[00:14:23.520 --> 00:14:28.520]  這跟上面耶穌所說的很不同
[00:14:28.520 --> 00:14:31.520]  可以說很刺耳很難令人接受
[00:14:31.520 --> 00:14:33.520]  我們來看看
[00:14:33.520 --> 00:14:37.520]  第51節說我是從天上降下來生命之糧
[00:14:37.520 --> 00:14:39.520]  上面也是這樣說
[00:14:39.520 --> 00:14:43.520]  人若吃了糧就必永遠活著
[00:14:43.520 --> 00:14:45.520]  接著開始了
[00:14:45.520 --> 00:14:49.520]  耶穌說我要吃的糧就是我的肉
[00:14:49.520 --> 00:14:52.520]  為世人生命所賜的
[00:14:52.520 --> 00:14:54.520]  說到耶穌的肉
[00:14:54.520 --> 00:14:59.520]  猶太人在第52節一聽到又彼此爭論
[00:14:59.520 --> 00:15:01.520]  現在不單止議論
[00:15:01.520 --> 00:15:04.520]  這是引起人爭論的
[00:15:04.520 --> 00:15:07.520]  因為耶穌說這件事是這麼刺耳
[00:15:07.520 --> 00:15:10.520]  有些人可能很反感
[00:15:10.520 --> 00:15:13.520]  所以才會有這個爭論
[00:15:13.520 --> 00:15:16.520]  這個人怎樣將他的肉給我們吃
[00:15:16.520 --> 00:15:18.520]  這些人沒辦法明白
[00:15:18.520 --> 00:15:20.520]  第53節耶穌說
[00:15:20.520 --> 00:15:24.520]  我實實在在地告訴你們
[00:15:24.520 --> 00:15:27.520]  你們若不吃人子的肉
[00:15:27.520 --> 00:15:29.520]  不喝人子的血
[00:15:29.520 --> 00:15:32.520]  就沒有生命在你們裏面
[00:15:32.520 --> 00:15:35.520]  耶穌說我是天上的糧
[00:15:35.520 --> 00:15:40.520]  你要將這個糧吃了進你的肚子裏
[00:15:40.520 --> 00:15:43.520]  天上的糧既然是耶穌
[00:15:43.520 --> 00:15:47.520]  我們要將耶穌吃了進我們的肚子裏
[00:15:47.520 --> 00:15:50.520]  要將耶穌的血喝了
[00:15:50.520 --> 00:15:54.520]  這是很難接受的
[00:15:54.520 --> 00:15:55.520]  很難接受
[00:15:55.520 --> 00:15:57.520]  耶穌怕他們聽不到
[00:15:57.520 --> 00:15:59.520]  你看54節
[00:15:59.520 --> 00:16:02.520]  吃我的肉喝我的血就有永生
[00:16:02.520 --> 00:16:04.520]  在末日我要叫他復活
[00:16:04.520 --> 00:16:06.520]  第55節
[00:16:06.520 --> 00:16:08.520]  我的肉真的可以吃的
[00:16:08.520 --> 00:16:09.520]  我的血真的可以喝的
[00:16:09.520 --> 00:16:10.520]  第56節
[00:16:10.520 --> 00:16:14.520]  吃我的肉喝我的血的常在我裏面
[00:16:14.520 --> 00:16:16.520]  我也在他裏面
[00:16:16.520 --> 00:16:18.520]  然後第57節
[00:16:18.520 --> 00:16:20.520]  最後再有提
[00:16:20.520 --> 00:16:25.520]  吃我的肉的人也要因我活著
[00:16:25.520 --> 00:16:31.520]  為什麼耶穌說這一段說話這麼刺耳呢?
[00:16:31.520 --> 00:16:36.520]  對猶太人來說會引起爭議
[00:16:36.520 --> 00:16:40.520]  加上引起反感呢?
[00:16:40.520 --> 00:16:42.520]  因為他說到血
[00:16:42.520 --> 00:16:44.520]  肉呢
[00:16:44.520 --> 00:16:49.520]  吃人肉也沒有人會吃人肉的
[00:16:49.520 --> 00:16:51.520]  但是說到血
[00:16:51.520 --> 00:16:54.520]  猶太人是完全不吃血的
[00:16:54.520 --> 00:16:56.520]  因為舊約聖經
[00:16:56.520 --> 00:16:58.520]  神是很清楚
[00:16:58.520 --> 00:17:04.520]  在利未記裏說他們不可以吃血的
[00:17:04.520 --> 00:17:06.520]  我讀給大家聽
[00:17:06.520 --> 00:17:07.520]  利未記第17章
[00:17:07.520 --> 00:17:10.520]  大家在講義第2章最下面
[00:17:10.520 --> 00:17:12.520]  上帝吩咐他們
[00:17:12.520 --> 00:17:14.520]  凡以色列家中的人
[00:17:14.520 --> 00:17:18.520]  或自己居在他們中間的外人
[00:17:18.520 --> 00:17:20.520]  若吃什麼血
[00:17:20.520 --> 00:17:23.520]  我必向那吃血的人辯諒
[00:17:23.520 --> 00:17:25.520]  把他從民中剪除
[00:17:25.520 --> 00:17:28.520]  因為活物的生命在血中
[00:17:28.520 --> 00:17:31.520]  我把這血賜給你們
[00:17:31.520 --> 00:17:35.520]  可以在壇上為你們生命贖罪
[00:17:35.520 --> 00:17:37.520]  因為血裏面有生命
[00:17:37.520 --> 00:17:39.520]  所以能贖罪
[00:17:39.520 --> 00:17:41.520]  因此我們以色列人說
[00:17:41.520 --> 00:17:43.520]  你們都不可吃血
[00:17:43.520 --> 00:17:47.520]  既居在你們中間的外人也不可吃血
[00:17:47.520 --> 00:17:51.520]  所以猶太人到今天還是不吃血的
[00:17:51.520 --> 00:17:53.520]  耶穌在這裏說
[00:17:53.520 --> 00:17:55.520]  他的血是血
[00:17:55.520 --> 00:17:57.520]  你們是可以吃的
[00:17:57.520 --> 00:17:59.520]  這件事是犯了猶太人的大忌
[00:17:59.520 --> 00:18:02.520]  所以猶太人是不會了解的
[00:18:02.520 --> 00:18:04.520]  那什麼意思呢?
[00:18:04.520 --> 00:18:05.520]  耶穌在這裏說
[00:18:05.520 --> 00:18:07.520]  吃他的肉
[00:18:07.520 --> 00:18:09.520]  喝他的血是什麼意思呢?
[00:18:09.520 --> 00:18:14.520]  我在講義這裏提出了兩樣最常見的解釋
[00:18:14.520 --> 00:18:16.520]  第一個解釋
[00:18:16.520 --> 00:18:19.520]  就是說這是和聖餐有關
[00:18:19.520 --> 00:18:21.520]  假定大家都明白
[00:18:21.520 --> 00:18:23.520]  這不是真的吃肉
[00:18:23.520 --> 00:18:25.520]  不是真的喝血
[00:18:25.520 --> 00:18:28.520]  這是象徵一些東西的
[00:18:28.520 --> 00:18:31.520]  那究竟象徵什麼呢?
[00:18:31.520 --> 00:18:35.520]  第一個象徵就是天主教相信
[00:18:35.520 --> 00:18:41.520]  天主教憑著這裏和其他地方
[00:18:41.520 --> 00:18:45.520]  說當我們守聖餐的時候
[00:18:45.520 --> 00:18:49.520]  耶穌說這是我的身體為你們張開
[00:18:49.520 --> 00:18:52.520]  那餅就是耶穌的身體
[00:18:52.520 --> 00:18:55.520]  然後耶穌飯後又舉起杯來
[00:18:55.520 --> 00:18:57.520]  祝謝了
[00:18:57.520 --> 00:19:00.520]  說這是我的血為你們流出的
[00:19:00.520 --> 00:19:03.520]  所以耶穌說他的肉他的血
[00:19:03.520 --> 00:19:08.520]  當然是說他上十字架的身體為我們張開
[00:19:08.520 --> 00:19:10.520]  他為我們流血
[00:19:10.520 --> 00:19:17.520]  是耶穌設立這個聖餐來讓我們紀念他
[00:19:17.520 --> 00:19:22.520]  所以天主教相信耶穌在說聖餐
[00:19:22.520 --> 00:19:24.520]  不單只是聖餐
[00:19:24.520 --> 00:19:28.520]  而且天主教相信這件事在神學上
[00:19:28.520 --> 00:19:36.520]  有個很長的名詞叫transubstantiation
[00:19:36.520 --> 00:19:38.520]  是說什麼呢?
[00:19:38.520 --> 00:19:42.520]  就是當這個杯和這個餅經過祝謝
[00:19:42.520 --> 00:19:44.520]  經過祈禱之後
[00:19:44.520 --> 00:19:49.520]  它真的成為耶穌的肉和耶穌的血
[00:19:49.520 --> 00:19:52.520]  然後我們就順服耶穌的教導
[00:19:52.520 --> 00:19:55.520]  耶穌說我的血是可以喝
[00:19:55.520 --> 00:19:57.520]  我的肉是可以吃
[00:19:57.520 --> 00:20:00.520]  所以我們守聖餐的時候
[00:20:00.520 --> 00:20:03.520]  祈願土、餅、葡萄汁
[00:20:03.520 --> 00:20:06.520]  就成為身體耶穌的血
[00:20:06.520 --> 00:20:09.520]  血是真的變了質的
[00:20:09.520 --> 00:20:11.520]  transformed了的
[00:20:11.520 --> 00:20:13.520]  變了質的
[00:20:13.520 --> 00:20:16.520]  這個說法對不對呢?
[00:20:16.520 --> 00:20:18.520]  我覺得不對
[00:20:18.520 --> 00:20:22.520]  耶穌在這裡沒有說守聖餐
[00:20:22.520 --> 00:20:24.520]  耶穌在這裡都還沒設立聖餐
[00:20:24.520 --> 00:20:28.520]  耶穌設立聖餐是在最後的晚餐
[00:20:28.520 --> 00:20:30.520]  還有一段時間 大概一年之後
[00:20:30.520 --> 00:20:32.520]  最後的晚餐第一次
[00:20:32.520 --> 00:20:34.520]  耶穌是教門徒
[00:20:34.520 --> 00:20:37.520]  用杯、餅來紀念祂
[00:20:37.520 --> 00:20:42.520]  所以這個應該不是最後的晚餐
[00:20:42.520 --> 00:20:45.520]  那個餅和杯
[00:20:45.520 --> 00:20:48.520]  還有一個更加重要的原因
[00:20:48.520 --> 00:20:52.520]  耶穌這裡不是說我們守聖餐
[00:20:52.520 --> 00:20:54.520]  因為如果這裡是守聖餐的話
[00:20:54.520 --> 00:20:57.520]  豈不是我們守聖餐就可以得永生?
[00:20:57.520 --> 00:20:59.520]  豈不是我們守聖餐
[00:20:59.520 --> 00:21:02.520]  就能夠和基督有份?
[00:21:02.520 --> 00:21:04.520]  那不是信而是守聖餐?
[00:21:04.520 --> 00:21:06.520]  那這個是不對的
[00:21:06.520 --> 00:21:09.520]  所以信才有永生
[00:21:09.520 --> 00:21:11.520]  信耶穌才得生命
[00:21:11.520 --> 00:21:14.520]  不是守聖餐讓我們得生命
[00:21:14.520 --> 00:21:16.520]  守聖餐的意義是什麼呢?
[00:21:16.520 --> 00:21:21.520]  守聖餐的意義就是紀念耶穌為我們上十字架
[00:21:21.520 --> 00:21:22.520]  為我們流血
[00:21:22.520 --> 00:21:24.520]  是一個紀念的
[00:21:24.520 --> 00:21:28.520]  所以如果你看路加福音22章19節
[00:21:28.520 --> 00:21:30.520]  哥林多前書11章
[00:21:30.520 --> 00:21:32.520]  說到守聖餐的時候
[00:21:32.520 --> 00:21:36.520]  都是說為的是紀念我
[00:21:36.520 --> 00:21:41.520]  紀念就不是杯、餅變成耶穌的身體變成血
[00:21:41.520 --> 00:21:43.520]  所以這個第一個解釋
[00:21:43.520 --> 00:21:45.520]  說是守聖餐
[00:21:45.520 --> 00:21:47.520]  這個我覺得是不對的
[00:21:47.520 --> 00:21:49.520]  很容易誤導我們
[00:21:49.520 --> 00:21:51.520]  那就是第二個
[00:21:51.520 --> 00:21:53.520]  第二個我認為是對的解釋
