
[00:00:00.000 --> 00:00:06.520]  我們今天來思考這個題目的時候
[00:02:38.360 --> 00:02:40.160]  再一次的向他顯現
[00:02:40.160 --> 00:02:43.160]  在吾爾的時候已經向他顯現
[00:02:43.160 --> 00:02:46.280]  叫他離開本地本族夫家
[00:02:46.280 --> 00:02:47.720]  現在去到哈蘭
[00:02:47.720 --> 00:02:49.400]  他爸爸離開之後
[00:02:49.400 --> 00:02:54.840]  他再一次的面對這位創造天地的耶和華臣
[00:02:54.840 --> 00:02:57.520]  就說耶和華臣應許給他
[00:02:57.520 --> 00:02:59.120]  叫他成為一個大國
[00:02:59.120 --> 00:03:01.720]  然後賜福給他
[00:03:01.720 --> 00:03:05.040]  叫他的名為大
[00:03:05.040 --> 00:03:11.920]  然後要使得別人因為阿不拉罕而得福
[00:03:11.920 --> 00:03:14.000]  為他祝福的賜福給他
[00:03:14.000 --> 00:03:15.680]  周助的周助他
[00:03:15.680 --> 00:03:17.360]  使得地上萬族
[00:03:17.360 --> 00:03:20.120]  都因為你得福
[00:03:20.120 --> 00:03:21.400]  我們下一章
[00:03:21.400 --> 00:03:25.560]  究竟這個約裡面包含什麼呢?
[00:03:25.560 --> 00:03:28.760]  在這裡包含有三樣東西
[00:03:28.760 --> 00:03:31.200]  第一就是土地
[00:03:31.200 --> 00:03:33.200]  這個地業
[00:03:33.200 --> 00:03:35.920]  耶和華臣賜給阿不拉罕
[00:03:35.920 --> 00:03:42.920]  這些都是我們經過三千多年之後所面對的問題
[00:03:42.920 --> 00:03:44.440]  同樣一個國
[00:03:44.440 --> 00:03:46.960]  和一個國裡面的民
[00:03:46.960 --> 00:03:50.040]  民族國民之間
[00:03:50.040 --> 00:03:52.480]  還有裡面所說的祝福
[00:03:52.480 --> 00:03:55.800]  為祝福阿不拉罕的後裔
[00:03:55.800 --> 00:03:57.840]  臣就會祝福
[00:03:57.840 --> 00:04:02.280]  究竟這些所說的三樣事情
[00:04:02.280 --> 00:04:04.360]  有什麼意思呢?
[00:04:04.360 --> 00:04:06.360]  我們現在一個一個來看看
[00:04:06.360 --> 00:04:09.360]  我們今天用這一段時間來思想一下
[00:04:09.360 --> 00:04:11.000]  首先這個土地
[00:04:11.000 --> 00:04:15.600]  現在所爭奪的就是這個土地
[00:04:15.600 --> 00:04:17.600]  這個地業
[00:04:17.600 --> 00:04:21.680]  在這個土地裡面
[00:04:21.680 --> 00:04:25.680]  當時阿不拉罕去到巴勒斯坦
[00:04:25.680 --> 00:04:27.280]  在那邊捉壇
[00:04:27.280 --> 00:04:29.760]  接著遇到一個饑荒
[00:04:29.760 --> 00:04:32.640]  在這個大饑荒裡面他下去埃及
[00:04:32.640 --> 00:04:35.960]  然後經歷過一些事情之後
[00:04:35.960 --> 00:04:38.160]  他又回到巴勒斯坦
[00:04:38.160 --> 00:04:40.400]  當他回到巴勒斯坦的時候
[00:04:40.400 --> 00:04:43.160]  他當時已經是逐漸的
[00:04:43.160 --> 00:04:47.720]  他的僕人牛羊駱駝產業越來越多了
[00:04:47.720 --> 00:04:50.640]  那是兩家人
[00:04:50.640 --> 00:04:54.120]  兩批的僕人在一起的
[00:04:54.120 --> 00:04:55.720]  就是羅德他的侄子
[00:04:55.720 --> 00:04:58.600]  和他侄子的家人僕人
[00:04:58.600 --> 00:05:01.880]  阿不拉罕和阿不拉罕的家人僕人
[00:05:01.880 --> 00:05:04.560]  這兩族的人大家聚在一起
[00:05:04.560 --> 00:05:07.120]  但是因為人數多了
[00:05:07.120 --> 00:05:09.320]  於是就會產生一些矛盾
[00:05:09.320 --> 00:05:12.040]  僕人之間的爭拗等等
[00:05:12.040 --> 00:05:15.600]  當時耶和華神就叫他
[00:05:15.600 --> 00:05:19.280]  你讓出這個權力
[00:05:19.280 --> 00:05:21.800]  你本來作為一個長輩
[00:05:21.800 --> 00:05:24.440]  你可以首先選擇
[00:05:24.440 --> 00:05:25.800]  如果要分家的話
[00:05:25.800 --> 00:05:28.160]  你可以選擇一個最好的地方
[00:05:28.160 --> 00:05:31.400]  然後侄子就另外選擇
[00:05:31.400 --> 00:05:35.000]  但阿不拉罕當時做了一個決定
[00:05:35.000 --> 00:05:37.200]  這個決定是非常偉大的決定
[00:05:37.200 --> 00:05:38.880]  他身為一個長輩
[00:05:38.880 --> 00:05:42.920]  竟然把這個權力讓給他的侄子
[00:05:42.920 --> 00:05:44.200]  他說羅德
[00:05:44.200 --> 00:05:46.320]  你就是我的侄子
[00:05:46.320 --> 00:05:49.360]  和我一起從吾爾去到哈蘭
[00:05:49.360 --> 00:05:50.320]  又來到這裡
[00:05:50.320 --> 00:05:52.000]  又來到埃及回來
[00:05:52.000 --> 00:05:53.800]  經歷了很多
[00:05:53.800 --> 00:05:56.000]  然後神又祝福
[00:05:56.000 --> 00:06:01.160]  讓我們的牛羊駱駝產業的僕人更多
[00:06:01.160 --> 00:06:05.120]  現在我們人數這麼多
[00:06:05.120 --> 00:06:06.560]  大家聚在一起
[00:06:06.560 --> 00:06:09.600]  就免不了會產生一些矛盾
[00:06:09.600 --> 00:06:13.320]  不如我們大家分開
[00:06:13.320 --> 00:06:15.320]  你先做一個選擇
[00:06:15.320 --> 00:06:18.480]  我給你這個選擇權
[00:06:18.480 --> 00:06:22.160]  你如果選擇任何一個地方
[00:06:22.160 --> 00:06:24.640]  我就去另一個地方
[00:06:24.640 --> 00:06:26.400]  你向東我就向西
[00:06:26.400 --> 00:06:27.880]  你向南我就向北
[00:06:27.880 --> 00:06:34.080]  於是羅德在一個高地仰望
[00:06:34.080 --> 00:06:38.600]  一看見東南邊的索多瑪
[00:06:38.600 --> 00:06:42.200]  附近的俄羅斯成為一個大城
[00:06:42.200 --> 00:06:44.800]  這兩個大城非常富庶
[00:06:44.800 --> 00:06:47.280]  特別是晚上看下去的時候
[00:06:47.280 --> 00:06:50.560]  萬紫千紅的燈光
[00:06:50.560 --> 00:06:53.080]  一個非常富庶的大城市
[00:06:53.080 --> 00:06:56.920]  於是他就選擇了向東南面去
[00:06:56.920 --> 00:06:57.720]  好了
[00:06:57.720 --> 00:06:59.640]  就這樣他們決定了
[00:06:59.640 --> 00:07:03.320]  羅德選擇去索多瑪
[00:07:03.320 --> 00:07:07.680]  羅德帶著他的家人、駱駝和僕人
[00:07:07.680 --> 00:07:11.840]  浩浩蕩蕩的出發到索多瑪
[00:07:11.840 --> 00:07:16.000]  那時候阿不拉罕再次遇到
[00:07:16.000 --> 00:07:18.080]  這位創天造地的神
[00:07:18.080 --> 00:07:21.000]  神就在這十三章裡
[00:07:21.000 --> 00:07:23.280]  再次向他顯現
[00:07:23.280 --> 00:07:24.320]  現在對他說
[00:07:24.320 --> 00:07:28.200]  你從你所在的地方
[00:07:28.200 --> 00:07:29.680]  你站在這個地方
[00:07:29.920 --> 00:07:31.160]  舉目
[00:07:31.160 --> 00:07:35.640]  你向東向西向南向北
[00:07:35.640 --> 00:07:36.720]  來觀看
[00:07:36.720 --> 00:07:38.240]  你舉目來看
[00:07:38.240 --> 00:07:40.560]  凡是你所看到的
[00:07:40.560 --> 00:07:41.920]  你所要的
[00:07:41.920 --> 00:07:43.080]  我都賜給你
[00:07:43.080 --> 00:07:46.080]  他說凡你所看見的一切的地
[00:07:46.080 --> 00:07:47.280]  我都賜給你
[00:07:47.280 --> 00:07:48.560]  你的口諭
[00:07:48.560 --> 00:07:51.160]  直到永遠
[00:07:51.160 --> 00:07:52.080]  你起來
[00:07:52.080 --> 00:07:54.360]  接著在十七章裡說
[00:07:54.360 --> 00:07:57.160]  縱橫走遍這地
[00:07:57.160 --> 00:08:00.440]  因為這個地方是我賜給你的
[00:08:00.440 --> 00:08:04.200]  於是阿不拉罕就這樣
[00:08:04.200 --> 00:08:09.040]  在巴勒斯坦居住下來
[00:08:09.040 --> 00:08:12.280]  神賜給他有孩子
[00:08:12.280 --> 00:08:14.640]  一會兒我們會說到後裔的時候
[00:08:14.640 --> 00:08:15.760]  繼續說下去
[00:08:15.760 --> 00:08:19.680]  然後有以撒
[00:08:19.680 --> 00:08:20.960]  有阿哥
[00:08:20.960 --> 00:08:23.880]  阿哥生了十二個兒子
[00:08:23.880 --> 00:08:26.280]  然後成為了十二支派
[00:08:26.280 --> 00:08:28.880]  一直開支散業出來
[00:08:28.880 --> 00:08:32.400]  而當時到了這個阿哥的時候
[00:08:32.400 --> 00:08:34.560]  他遇到一個大饑荒
[00:08:34.560 --> 00:08:36.760]  這個饑荒非常大
[00:08:36.760 --> 00:08:39.200]  於是他們選擇
[00:08:39.200 --> 00:08:43.480]  當時還是比較富裕的埃及
[00:08:43.480 --> 00:08:45.600]  每一次他們來到埃及的時候
[00:08:45.600 --> 00:08:47.880]  都會有這個事情發生
[00:08:47.880 --> 00:08:53.360]  於是當時他們來到埃及
[00:08:53.360 --> 00:08:57.680]  當然之前是神已經預先安排了
[00:08:57.680 --> 00:08:59.440]  預先有一個大靈
[00:08:59.440 --> 00:09:01.040]  透過人的軟弱
[00:09:01.040 --> 00:09:02.440]  當時他有一個兒子
[00:09:02.440 --> 00:09:04.040]  這個兒子也弱失
[00:09:04.040 --> 00:09:07.240]  他經常做夢
[00:09:07.240 --> 00:09:11.360]  他夢見一些很奇特的事情
[00:09:11.360 --> 00:09:16.400]  夢見一些星、日月
[00:09:16.400 --> 00:09:17.680]  竟然向他下拜
[00:09:17.680 --> 00:09:23.640]  又夢見一些禍菌向他下拜
[00:09:23.640 --> 00:09:27.040]  他告訴他的兄弟父母
[00:09:27.040 --> 00:09:29.560]  這些兄弟阿哥
[00:09:29.560 --> 00:09:30.720]  每個人都很生氣
[00:09:30.720 --> 00:09:32.480]  說我要向他下拜嗎?
[00:09:32.480 --> 00:09:34.720]  要傷害他
[00:09:34.720 --> 00:09:36.560]  而他爸爸又特別喜歡他
[00:09:36.560 --> 00:09:38.680]  做了一件彩衣等等
[00:09:38.680 --> 00:09:41.400]  於是這些兄弟更加嫉妒他
[00:09:41.400 --> 00:09:45.120]  想辦法將他賣掉
[00:09:45.120 --> 00:09:47.480]  結果輾轉就賣到埃及
[00:09:47.480 --> 00:09:49.600]  神就預備他先下到埃及
[00:09:49.600 --> 00:09:52.720]  在埃及輾轉經歷了很多事情
[00:09:52.720 --> 00:09:55.600]  然後成為埃及的宰相
[00:09:55.600 --> 00:10:00.240]  帶領著他的親人阿哥
[00:10:00.240 --> 00:10:03.800]  70個人下到埃及
[00:10:03.800 --> 00:10:07.160]  在埃及成為了一個大國
[00:10:07.160 --> 00:10:08.360]  大的民
[00:10:08.360 --> 00:10:12.960]  當時時間就是這樣輾轉
[00:10:12.960 --> 00:10:16.200]  而歷史就是這樣發展
[00:10:16.200 --> 00:10:20.200]  當時埃及的法老王
[00:10:20.200 --> 00:10:23.080]  本來受惠於約瑟
[00:10:23.080 --> 00:10:24.600]  因為遇到大饑荒的時候
[00:10:24.600 --> 00:10:25.520]  約瑟解蒙
[00:10:25.520 --> 00:10:28.800]  於是預備了埃及人經歷過饑荒
[00:10:28.800 --> 00:10:32.480]  但後來被外族人統治
[00:10:32.480 --> 00:10:36.400]  然後外族的法老
[00:10:36.400 --> 00:10:39.920]  又和以色列民之間有矛盾
[00:10:39.920 --> 00:10:43.640]  開始迫害以色列民
[00:10:43.640 --> 00:10:45.520]  在這種環境裏
[00:10:45.520 --> 00:10:49.160]  以色列民在埃及成為了圍爐之隔
[00:10:49.160 --> 00:10:51.200]  大家都知道歷史了
[00:10:51.200 --> 00:10:54.520]  就這樣神興起摩西
[00:10:54.520 --> 00:10:55.800]  帶領他們出埃及
[00:10:55.800 --> 00:11:00.200]  出埃及在抗日裏又漂流了40年的時間
[00:11:00.200 --> 00:11:00.920]  好了
[00:11:00.920 --> 00:11:04.800]  當時出埃及那一代的人
[00:11:04.800 --> 00:11:07.920]  以色列民都在抗日消失了
[00:11:07.920 --> 00:11:10.400]  而摩西也沒辦法
[00:11:10.400 --> 00:11:13.600]  可以去到神所應許的地方
[00:11:13.600 --> 00:11:17.200]  只有在約旦河的東遙遙的
[00:11:17.200 --> 00:11:19.960]  仰望著迦蘭地
[00:11:19.960 --> 00:11:23.880]  然後就把責任交給了約書亞
[00:11:23.880 --> 00:11:26.160]  所以在約書亞紀裏
[00:11:26.160 --> 00:11:28.680]  開始下著
[00:11:28.680 --> 00:11:32.560]  講述到當時摩西已經過去了
[00:11:32.560 --> 00:11:34.760]  摩西死了之後
[00:11:34.760 --> 00:11:37.280]  責任帶領以色列民
[00:11:37.280 --> 00:11:39.680]  過約旦河下著
[00:11:39.680 --> 00:11:41.560]  過約旦河
[00:11:41.560 --> 00:11:47.760]  然後得地為業的責任
[00:11:47.760 --> 00:11:51.760]  就交給了約書亞
[00:11:51.760 --> 00:11:55.440]  當時神對約書亞說
[00:11:55.440 --> 00:11:59.360]  祂說你帶領著百姓過下一著
[00:11:59.360 --> 00:12:00.840]  過約旦河
[00:12:00.840 --> 00:12:05.760]  就是到我要賜給以色列人的地方
[00:12:05.760 --> 00:12:07.640]  上一著沒那麼快
[00:12:07.640 --> 00:12:09.920]  要跟著我接受的
[00:12:09.920 --> 00:12:11.920]  看著那些黑暴人
[00:12:11.920 --> 00:12:15.960]  這個地方就是你腳踏
[00:12:15.960 --> 00:12:18.520]  你腳掌所踏
[00:12:18.520 --> 00:12:19.560]  上一著
[00:12:19.560 --> 00:12:25.120]  腳掌所踏之地
[00:12:25.120 --> 00:12:29.080]  我要照著我所應許摩西的話
[00:12:29.080 --> 00:12:31.080]  賜給你們
[00:12:31.080 --> 00:12:34.280]  從抗野到尼巴嫩
[00:12:34.280 --> 00:12:36.280]  直到帕拉大河
[00:12:36.280 --> 00:12:37.680]  黑人傳遞
[00:12:37.680 --> 00:12:40.160]  又到大海日落之處
[00:12:40.160 --> 00:12:43.160]  都要作為你的警戒
[00:12:43.160 --> 00:12:47.280]  當時神擺出這個警戒是非常之大的
[00:12:47.280 --> 00:12:49.880]  從兩河流域
[00:12:49.880 --> 00:12:51.880]  即是現在的猶帕拉底河
[00:12:51.880 --> 00:12:54.480]  一直到黑人的地方
[00:12:54.480 --> 00:12:56.480]  即是現在的土耳其
[00:12:56.480 --> 00:12:59.480]  大海就是地中海
[00:12:59.480 --> 00:13:00.480]  那個地方
[00:13:00.480 --> 00:13:02.880]  所以地圖很大
[00:13:02.880 --> 00:13:06.160]  在整個以色列的發展來說
[00:13:06.160 --> 00:13:09.480]  到了所羅門的時候
[00:13:09.480 --> 00:13:13.960]  所攻佔的地方也沒有地圖那麼大
[00:13:13.960 --> 00:13:18.760]  這個土地之爭就這樣產生出來
[00:13:18.760 --> 00:13:20.960]  究竟這個地方是屬於誰的呢?
[00:13:20.960 --> 00:13:22.960]  而當時下一著
[00:13:22.960 --> 00:13:26.160]  在以色列的歷史發展裡面
[00:13:26.160 --> 00:13:28.160]  分成了南北兩國
[00:13:28.160 --> 00:13:29.520]  在南北兩國
[00:13:29.520 --> 00:13:31.760]  他們因為離開了耶華臣
[00:13:31.760 --> 00:13:35.160]  結果北角的以色列
[00:13:35.160 --> 00:13:39.960]  被亞信在主前720年攻滅了
[00:13:39.960 --> 00:13:47.560]  而南角也被巴比倫在主前586年攻滅了
[00:13:47.560 --> 00:13:50.160]  所以他們被攻滅之後
[00:13:50.160 --> 00:13:53.160]  他們的人民被擄到外邦
[00:13:53.160 --> 00:13:55.560]  就去到外邦生活
[00:13:55.560 --> 00:14:00.760]  而在猶大南角的被擄到巴比倫
[00:14:00.760 --> 00:14:03.160]  70年之後他們又歸回
[00:14:03.160 --> 00:14:05.360]  一批一批的歸回
[00:14:05.360 --> 00:14:10.760]  重新回到耶路撒冷和巴勒斯坦的地方
[00:14:10.760 --> 00:14:11.760]  下一著
[00:14:11.760 --> 00:14:15.360]  帝國的發展就是這樣
[00:14:15.360 --> 00:14:16.360]  自從亞述之後
[00:14:16.360 --> 00:14:19.760]  巴比倫接下來就是希臘
[00:14:19.760 --> 00:14:21.760]  接著就是波斯
[00:14:21.760 --> 00:14:24.360]  接著波斯接著希臘
[00:14:24.360 --> 00:14:25.360]  接著就是羅馬
[00:14:25.360 --> 00:14:27.160]  好了到了新約的時候
[00:14:27.160 --> 00:14:33.760]  大概是主前羅馬已經成為一個大帝國
[00:14:33.760 --> 00:14:40.760]  而巴勒斯坦是羅馬管轄的
[00:14:40.760 --> 00:14:42.760]  所統治的一個地方
[00:14:42.760 --> 00:14:47.760]  當時猶太人也經歷過一次兩次的背叛
[00:14:47.760 --> 00:14:49.360]  在背叛當中
[00:14:49.360 --> 00:14:52.560]  第一次當然是主侯70年
[00:14:52.560 --> 00:14:56.960]  當時提多將軍將耶路撒冷滅了
[00:14:56.960 --> 00:14:59.360]  然後將聖殿燒毀
[00:14:59.360 --> 00:15:03.360]  將聖物擄到羅馬
[00:15:03.360 --> 00:15:06.160]  這是第一次的叛亂
[00:15:06.160 --> 00:15:09.560]  接著之後大概70年之後
[00:15:09.560 --> 00:15:12.560]  主侯130多年的時候
[00:15:12.560 --> 00:15:14.560]  第二次的背叛
[00:15:14.560 --> 00:15:17.960]  第二次背叛就是希特勒的羅馬皇帝
[00:15:17.960 --> 00:15:23.960]  將羅馬軍隊三分之一的軍力鎮壓
[00:15:23.960 --> 00:15:28.160]  不容許在羅馬境內有任何叛亂
[00:15:28.160 --> 00:15:30.160]  所以在鎮壓之後
[00:15:30.160 --> 00:15:39.360]  就將所有猶太人驅趕離開巴勒斯坦
[00:15:39.360 --> 00:15:41.960]  結果他們就像人球一樣
[00:15:41.960 --> 00:15:45.160]  在世界各地到處漂流
[00:15:45.160 --> 00:15:47.360]  所以有一部分就去到波蘭
[00:15:47.360 --> 00:15:48.760]  有一部分去俄羅斯
[00:15:48.760 --> 00:15:50.160]  有一部分在西班牙
[00:15:50.160 --> 00:15:51.960]  就這樣成為人球
[00:15:51.960 --> 00:15:54.360]  而巴勒斯坦這個地方
[00:15:54.360 --> 00:15:57.760]  就是外族人所居住
[00:15:57.760 --> 00:16:02.360]  所以你說究竟這個土地是屬於誰的呢?
[00:16:02.360 --> 00:16:05.360]  以前是屬於當地的人
[00:16:05.360 --> 00:16:10.160]  後來以色列人進入巴勒斯坦
[00:16:10.160 --> 00:16:11.760]  後來又被驅趕
[00:16:11.760 --> 00:16:14.960]  經過了千多年
[00:16:14.960 --> 00:16:17.960]  又是外族人居住在那裡
[00:16:17.960 --> 00:16:20.760]  究竟這個地方是屬於誰的呢?
[00:16:20.760 --> 00:16:29.160]  這就是歷史所糾纏的問題
[00:16:29.160 --> 00:16:31.960]  我們將時間推到近代
[00:16:31.960 --> 00:16:34.560]  今天我們簡單的來講一下
[00:16:34.560 --> 00:16:38.760]  近代在歷史的發展
[00:16:38.760 --> 00:16:41.960]  當時已經興起了伊斯蘭的回教
[00:16:41.960 --> 00:16:43.760]  而伊斯蘭的回教
[00:16:43.760 --> 00:16:46.960]  他們用武力來攻佔
[00:16:46.960 --> 00:16:52.360]  一方面當時從麥地拉攻佔耶路撒冷
[00:16:52.360 --> 00:16:54.560]  攻佔之後兵分兩路
[00:16:54.560 --> 00:16:56.960]  一路去北非洲
[00:16:56.960 --> 00:16:58.760]  一路掃過去
[00:16:58.760 --> 00:17:01.160]  去到摩洛哥
[00:17:01.160 --> 00:17:02.760]  過了直布羅陀海峽
[00:17:02.760 --> 00:17:04.360]  攻佔了西班牙
[00:17:04.360 --> 00:17:08.160]  就是那邊被法國軍隊挫敗停頓
[00:17:08.160 --> 00:17:10.160]  第二條線就是北上
[00:17:10.160 --> 00:17:13.360]  去敘利亞攻佔了大馬士革
[00:17:13.360 --> 00:17:14.960]  然後攻佔了巴格達
[00:17:14.960 --> 00:17:17.160]  即是伊拉克等一帶
[00:17:17.160 --> 00:17:18.160]  土耳其
[00:17:18.160 --> 00:17:22.760]  然後在巴爾幹半島停留下來
[00:17:22.760 --> 00:17:26.960]  他們建立了一個叫奧圖曼的王國
[00:17:26.960 --> 00:17:29.160]  有五百年的時間
[00:17:29.160 --> 00:17:31.960]  一個很大的王國
[00:17:31.960 --> 00:17:36.960]  甚至當時將一個基督教的首都
[00:17:36.960 --> 00:17:39.960]  溫斯坦丁堡攻佔之後
[00:17:39.960 --> 00:17:41.960]  改名叫伊斯坦丁堡
[00:17:41.960 --> 00:17:43.560]  就是現在的這個地方
[00:17:43.560 --> 00:17:46.360]  好了 時間就這樣一路發展
[00:17:46.360 --> 00:17:47.560]  一去到近代
[00:17:47.560 --> 00:17:48.560]  我們下一章
[00:17:48.560 --> 00:17:50.160]  說到近代的時候
[00:17:50.160 --> 00:17:51.760]  就是第一次大戰
[00:17:51.760 --> 00:17:54.560]  第一次大戰來到的時候
[00:17:54.560 --> 00:17:58.760]  當時已經是西方的列強
[00:17:58.760 --> 00:18:00.560]  英國、法國
[00:18:00.560 --> 00:18:04.160]  已經是透過這種殖民地主義
[00:18:04.160 --> 00:18:07.360]  已經滲透到中東
[00:18:07.360 --> 00:18:08.960]  而在那個時間
[00:18:08.960 --> 00:18:12.960]  在這個20世紀初期的時候
[00:18:12.960 --> 00:18:16.560]  當時西方已經經歷過工業革命
[00:18:16.560 --> 00:18:18.360]  於是就需要石油
[00:18:18.360 --> 00:18:20.960]  而竟然有一個英國的工程師
[00:18:20.960 --> 00:18:23.960]  他探討這個地質的時候
[00:18:23.960 --> 00:18:27.560]  就發現在中東
[00:18:27.560 --> 00:18:30.560]  特別在科威達那一帶
[00:18:30.560 --> 00:18:34.360]  有很豐富的石油的油井
[00:18:34.360 --> 00:18:37.360]  而且最深的地方就是科威達
[00:18:37.360 --> 00:18:40.360]  那一帶也有很多油井
[00:18:40.360 --> 00:18:42.760]  於是這個地方就成為了
[00:18:42.760 --> 00:18:46.760]  西方列強帝國所爭奪的地方
[00:18:46.760 --> 00:18:50.960]  之後就產生第一次大戰
[00:18:50.960 --> 00:18:52.360]  第一次大戰
[00:18:52.360 --> 00:18:54.160]  這個世界的大戰
[00:18:54.160 --> 00:18:55.560]  我們不說西方了
[00:18:55.560 --> 00:18:59.360]  就是將這個奧圖曼的伊斯蘭帝國瓦解了
[00:18:59.360 --> 00:19:04.360]  本來奧圖曼王國是佔領著一帶的
[00:19:04.360 --> 00:19:07.360]  瓦解之後民族主義興起
[00:19:07.360 --> 00:19:09.960]  成為了土耳其獨立國家
[00:19:09.960 --> 00:19:11.360]  埃及獨立
[00:19:11.360 --> 00:19:12.360]  敘利亞
[00:19:12.360 --> 00:19:13.160]  伊拉克
[00:19:13.160 --> 00:19:14.360]  伊朗等等
[00:19:14.360 --> 00:19:16.760]  就分別獨立了
[00:19:16.760 --> 00:19:18.160]  形成了現在的
[00:19:18.160 --> 00:19:20.160]  你和我所看見的
[00:19:20.160 --> 00:19:23.160]  世界中東的不同國家
[00:19:23.160 --> 00:19:27.160]  當時阿拉斯坦如何處理呢?
[00:19:27.160 --> 00:19:29.960]  而猶太人
[00:19:29.960 --> 00:19:33.760]  他已經產生一種錫安的運動
[00:19:33.760 --> 00:19:35.560]  所謂Zionism
[00:19:35.560 --> 00:19:37.960]  是一個很出名的Diodorus
[00:19:37.960 --> 00:19:38.760]  他寫了一本
[00:19:38.760 --> 00:19:39.960]  一個是德國的
[00:19:39.960 --> 00:19:41.960]  寫了一本用德文寫的
[00:19:41.960 --> 00:19:43.760]  一本很小的書
[00:19:43.760 --> 00:19:45.960]  叫做《猶太國》
[00:19:45.960 --> 00:19:48.160]  Das Judensta
[00:19:48.160 --> 00:19:50.160]  這本書就是希望
[00:19:50.160 --> 00:19:52.160]  你都是
[00:19:52.160 --> 00:19:53.160]  發起
[00:19:53.160 --> 00:19:56.160]  能夠以色列復國
[00:19:56.160 --> 00:19:58.360]  能夠建立一個猶太國
[00:19:58.360 --> 00:20:00.360]  但他們當時
[00:20:00.360 --> 00:20:03.360]  不敢奢望回到巴勒斯坦
[00:20:03.360 --> 00:20:06.360]  他和阿根廷政府說
[00:20:06.360 --> 00:20:07.960]  你可不可以在山區地方
[00:20:07.960 --> 00:20:08.960]  讓我開墾
[00:20:08.960 --> 00:20:11.760]  一片土地
[00:20:11.760 --> 00:20:13.560]  成為一個以色列國
[00:20:13.560 --> 00:20:14.760]  阿根廷不肯
[00:20:14.760 --> 00:20:17.360]  烏關達政府
[00:20:17.360 --> 00:20:18.960]  烏關達政府可不可以
[00:20:18.960 --> 00:20:21.360]  讓我在雨林那裡
[00:20:21.360 --> 00:20:22.760]  開啟一片土地
[00:20:22.760 --> 00:20:23.960]  烏關達政府不肯
[00:20:23.960 --> 00:20:24.960]  好了
[00:20:24.960 --> 00:20:27.560]  自從第一次大戰之後
[00:20:27.560 --> 00:20:29.560]  當時
[00:20:29.560 --> 00:20:31.160]  他們爭取
[00:20:31.160 --> 00:20:34.960]  在英國和法國的
[00:20:34.960 --> 00:20:36.360]  滑船之下
