
[00:00:00.000 --> 00:00:03.140]  今天我们又要继续讲我们的系列
[00:02:16.760 --> 00:02:19.840]  在这个系列里我会重复讲这几点
[00:02:19.840 --> 00:02:21.760]  有三点我们学到
[00:02:21.760 --> 00:02:24.880]  第一要有写迹的侍奉
[00:02:24.880 --> 00:02:28.200]  第二点是有昂贵的代价
[00:02:28.200 --> 00:02:29.800]  来跟随耶稣基督
[00:02:29.800 --> 00:02:33.320]  第三是要有任凭主来差遣
[00:02:33.320 --> 00:02:37.480]  就好像以利沙任凭以利亚来差遣一样
[00:02:37.480 --> 00:02:41.440]  这三件事会重复在这个系列里出现
[00:02:41.440 --> 00:02:43.800]  但我也说过再出现的时候
[00:02:43.800 --> 00:02:46.800]  是很直接地用新约的经文
[00:02:46.800 --> 00:02:50.920]  已经不再是旧约的经文那么婉转
[00:02:50.920 --> 00:02:53.560]  会很直接
[00:02:53.560 --> 00:02:56.600]  我们一起来看看第一点是什么
[00:02:56.600 --> 00:03:00.000]  第一点是要我们有个写迹的生命
[00:03:00.000 --> 00:03:03.880]  要写迹地来跟从耶稣基督
[00:03:03.880 --> 00:03:04.880]  新约的经文
[00:03:04.880 --> 00:03:06.640]  我们先看一节的经文是
[00:03:06.640 --> 00:03:10.720]  《路加福音》9章23-26节
[00:03:10.720 --> 00:03:12.840]  耶稣又对众人说
[00:03:12.840 --> 00:03:14.680]  若有人要跟从我
[00:03:14.680 --> 00:03:19.680]  就当写迹天天背起他的十字架来跟从我
[00:03:19.680 --> 00:03:24.040]  因为凡要救自己生命的必丧掉生命
[00:03:24.040 --> 00:03:27.880]  凡为我丧掉生命的必救了生命
[00:03:27.880 --> 00:03:31.240]  人若赞得全世界却丧了自己
[00:03:31.240 --> 00:03:34.360]  赔赏自己有什么益处呢?
[00:03:34.360 --> 00:03:37.320]  凡把我和我的道当作可耻的
[00:03:37.320 --> 00:03:39.560]  仁慈在自己的荣耀里
[00:03:39.560 --> 00:03:43.800]  并天父与圣天使的荣耀里
[00:03:43.800 --> 00:03:48.640]  降临的时候也要把那人当作可耻的
[00:03:48.640 --> 00:03:50.760]  这里说的是什么呢?
[00:03:50.760 --> 00:03:54.760]  凡要救自己生命的必丧失生命
[00:03:54.760 --> 00:04:00.000]  凡为我丧掉生命的必救了生命
[00:04:00.000 --> 00:04:03.080]  这里所说的是如何得生命
[00:04:03.080 --> 00:04:05.160]  如何能够得生命呢?
[00:04:05.160 --> 00:04:09.320]  耶稣基督说要写迹来跟随我
[00:04:09.320 --> 00:04:12.960]  天天背起十字架来跟从我
[00:04:12.960 --> 00:04:16.920]  这和我们上星期所说的彼得就是问耶稣
[00:04:16.920 --> 00:04:21.920]  他说:康纳 我们已经撇去一切来跟从你了
[00:04:21.920 --> 00:04:23.680]  我们又能够得到些什么呢?
[00:04:23.680 --> 00:04:25.320]  他问耶稣
[00:04:25.320 --> 00:04:26.960]  耶稣怎么回答他?
[00:04:26.960 --> 00:04:28.920]  耶稣说在这里
[00:04:28.920 --> 00:04:31.360]  《马可福音》十章三十节
[00:04:31.360 --> 00:04:35.240]  「来世必得永生」
[00:04:35.240 --> 00:04:38.200]  得永生 得生命
[00:04:38.200 --> 00:04:42.080]  如何能够得永生 如何能够得生命呢?
[00:04:42.080 --> 00:04:44.720]  写迹跟随耶稣基督
[00:04:44.720 --> 00:04:49.440]  撇下一切来跟随耶稣基督
[00:04:49.440 --> 00:04:52.280]  这个令我们很惊讶
[00:04:52.280 --> 00:04:56.800]  有人说:但我信主那个从来没有这样跟我说过
[00:04:56.800 --> 00:04:58.200]  他只说神爱我
[00:04:58.200 --> 00:05:01.000]  神要祝福我 神要保守我
[00:05:01.000 --> 00:05:03.840]  一切都是关于我的
[00:05:03.840 --> 00:05:06.760]  为什么你现在跟我说要写迹
[00:05:06.760 --> 00:05:09.560]  撇起十字架来跟随耶稣基督
[00:05:09.560 --> 00:05:13.040]  从来没有人跟我这样说过
[00:05:13.040 --> 00:05:15.600]  这个世界时时都是教我们什么?
[00:05:15.600 --> 00:05:20.920]  要自我 自私 自利 自信 自满 自足
[00:05:20.920 --> 00:05:22.640]  一切都是自己的
[00:05:22.640 --> 00:05:25.560]  就是这个世界是教我们的
[00:05:25.560 --> 00:05:27.280]  我相信上个星期
[00:05:27.280 --> 00:05:28.320]  你如果记得的话
[00:05:28.320 --> 00:05:30.240]  我都和大家说过
[00:05:30.240 --> 00:05:37.520]  Robert Shuler就是Crystal Cattillo的前一任主任牧师
[00:05:37.520 --> 00:05:39.200]  我说过他说什么?
[00:05:39.200 --> 00:05:40.760]  说他很忙很忙
[00:05:40.760 --> 00:05:42.880]  做主任牧师已经够忙了
[00:05:42.880 --> 00:05:44.840]  还出了很多书
[00:05:44.840 --> 00:05:45.600]  是吧?
[00:05:45.600 --> 00:05:48.200]  没时间和自己的家人在一起
[00:05:48.200 --> 00:05:52.480]  结果他自己的teenager的女儿要捐500块钱出来
[00:05:52.480 --> 00:05:56.120]  买个时间和爸爸出来吃饭
[00:05:56.120 --> 00:05:59.280]  这个Robert Shuler日忙夜忙推销自己的书
[00:05:59.280 --> 00:06:00.840]  是什么书?
[00:06:00.840 --> 00:06:04.760]  其中一本叫做Self-Esteem
[00:06:04.760 --> 00:06:05.680]  他说什么?
[00:06:05.680 --> 00:06:09.080]  他说传统的神学是以神为主的
[00:06:09.080 --> 00:06:11.640]  他说这是错误的
[00:06:11.640 --> 00:06:14.840]  要以人为主才是对的
[00:06:14.840 --> 00:06:20.960]  他说我们要将以人为主的神学来代替以神为主的神学
[00:06:20.960 --> 00:06:22.200]  他还说什么?
[00:06:22.200 --> 00:06:29.040]  他说上帝的计划当中照顾到每个人的每个信徒的需要
[00:06:29.040 --> 00:06:30.800]  他们的需要是什么?
[00:06:30.800 --> 00:06:33.800]  他们的需要就是自我的尊敬
[00:06:33.800 --> 00:06:35.360]  自我的尊重
[00:06:35.360 --> 00:06:36.840]  自我的价值
[00:06:36.840 --> 00:06:38.640]  自我的尊严
[00:06:38.640 --> 00:06:41.760]  全部都是自我的
[00:06:41.760 --> 00:06:45.280]  他说如果我们真的要忠于上帝的计划的时候
[00:06:45.280 --> 00:06:46.800]  跟从上帝的计划
[00:06:46.800 --> 00:06:48.880]  我们就要feel good
[00:06:48.880 --> 00:06:51.680]  feel good我都不知道怎么翻译
[00:06:51.680 --> 00:06:52.920]  总言之要我们开心
[00:06:52.920 --> 00:06:54.320]  要我们快乐
[00:06:54.320 --> 00:06:56.240]  这个才是最重要
[00:06:56.240 --> 00:06:58.240]  这个就是福音派的信息
[00:06:58.240 --> 00:07:01.840]  他说我们每一个基督徒都要feel good
[00:07:01.840 --> 00:07:05.120]  这个就是福音了
[00:07:05.120 --> 00:07:07.240]  究竟是不是这样的呢?
[00:07:07.240 --> 00:07:12.520]  我们知道圣经里面是怎么样来教我们的呢?
[00:07:12.520 --> 00:07:16.040]  圣经时时警告我们要提防自我
[00:07:16.040 --> 00:07:19.960]  在提摩太后书三章一至二节
[00:07:19.960 --> 00:07:21.080]  保罗怎么说?
[00:07:21.080 --> 00:07:25.640]  「你该知道末世必有危险的日子来到
[00:07:25.640 --> 00:07:28.440]  因为那时人要尊故自己
[00:07:28.440 --> 00:07:32.080]  贪爱钱财、自夸、狂傲
[00:07:32.080 --> 00:07:38.200]  狂毒、违背父母、忘恩负义、心不圣洁」
[00:07:38.200 --> 00:07:42.520]  保罗说到末世的人会尊故自己
[00:07:42.520 --> 00:07:45.840]  会贪爱钱财、会自夸、会狂傲
[00:07:45.840 --> 00:07:49.200]  这些就完全是自我的表现
[00:07:49.200 --> 00:07:54.480]  就和刚才罗伯·叔勒的书所说的一模一样
[00:07:54.480 --> 00:07:56.480]  圣经不是这样教的
[00:07:56.480 --> 00:08:00.040]  圣经说我们每个都是不配的罪人
[00:08:00.040 --> 00:08:03.680]  我们要写几例道跟随耶稣基督
[00:08:03.680 --> 00:08:06.920]  刚才《路加福音》九章二十四节怎么说?
[00:08:06.920 --> 00:08:11.560]  耶稣基督说要写几天天背起自己的十字架
[00:08:11.560 --> 00:08:13.360]  来跟随基督
[00:08:13.360 --> 00:08:17.720]  因为「凡要救自己生命的必丧掉生命
[00:08:17.720 --> 00:08:21.520]  凡为我丧掉生命的必救了生命」
[00:08:21.520 --> 00:08:26.080]  每一个人靠着自我自私、自信的办法
[00:08:26.080 --> 00:08:28.160]  来以为能够救自己
[00:08:28.160 --> 00:08:30.560]  这些人都会丧失生命
[00:08:30.560 --> 00:08:36.240]  唯有真真正正写几背起十字架来跟随耶稣基督
[00:08:36.240 --> 00:08:40.320]  才能够真真正正得到生命
[00:08:45.400 --> 00:08:48.280]  刚才我说的就是福音的核心
[00:08:48.280 --> 00:08:53.040]  写起自己来背起十字架跟随基督
[00:08:53.040 --> 00:08:54.800]  我都和大家说过了
[00:08:54.800 --> 00:08:58.720]  这个系列其实有个副主题
[00:08:58.720 --> 00:09:01.680]  有很多人可能以为我刚才所说的
[00:09:01.680 --> 00:09:04.040]  不是给平时的基督徒
[00:09:04.040 --> 00:09:05.800]  是给门徒
[00:09:05.800 --> 00:09:09.480]  更进一步你要追求更上一层楼的
[00:09:09.480 --> 00:09:13.360]  你要成为门徒才背起自己十字架来跟随耶稣基督
[00:09:13.360 --> 00:09:15.880]  一般的基督徒不用这样做
[00:09:15.880 --> 00:09:17.720]  但是刚才所说的是什么?
[00:09:17.720 --> 00:09:20.720]  是得生命、得永生
[00:09:20.720 --> 00:09:23.800]  说的是得救101
[00:09:23.800 --> 00:09:26.280]  是得救最基本的东西
[00:09:26.280 --> 00:09:29.480]  不是说有个人已经成为基督徒
[00:09:29.480 --> 00:09:31.760]  要成为门徒更进一步
[00:09:31.760 --> 00:09:35.240]  才要背起自己的十字架来跟随基督
[00:09:35.240 --> 00:09:37.760]  我也说过我这次这个系列
[00:09:37.760 --> 00:09:40.160]  有个副主题、副标题
[00:09:40.160 --> 00:09:43.840]  叫做信徒加门徒
[00:09:43.840 --> 00:09:47.800]  圣经里面从来没有说有两种不同的基督徒
[00:09:47.800 --> 00:09:51.080]  有些低级的是初信徒、平信徒
[00:09:51.080 --> 00:09:52.520]  有些是门徒
[00:09:52.520 --> 00:09:54.160]  有两种不同的生活
[00:09:54.160 --> 00:09:56.160]  你要是做门徒的话
[00:09:56.160 --> 00:09:58.520]  你要有更崇高的生活
[00:09:58.520 --> 00:10:00.840]  圣经从来没有这样说过
[00:10:00.840 --> 00:10:05.800]  所有的基督徒、所有的信徒都是门徒
[00:10:05.800 --> 00:10:08.040]  我们如果要得救、要得永生
[00:10:08.040 --> 00:10:13.320]  我们要写几个背起十字架来跟随耶稣基督
[00:10:13.320 --> 00:10:16.680]  是非常非常清楚的
[00:10:16.680 --> 00:10:18.080]  又到另外一节经文
[00:10:18.080 --> 00:10:21.800]  在《马太福音》十章32-33节
[00:10:21.800 --> 00:10:22.960]  耶稣基督又说
[00:10:22.960 --> 00:10:25.240]  「凡在人面前认我的
[00:10:25.240 --> 00:10:30.000]  我在天上的父面前也必认他
[00:10:30.000 --> 00:10:32.120]  凡在人面前不认我的
[00:10:32.120 --> 00:10:39.360]  我在天上的父面前也必认他」
[00:10:39.360 --> 00:10:42.560]  接着在《马太福音》十章38节
[00:10:42.560 --> 00:10:45.560]  「不配着他十字架跟从我的
[00:10:45.560 --> 00:10:48.720]  也不配作我的门徒」
[00:10:48.720 --> 00:10:50.840]  又一次耶稣基督说
[00:10:50.840 --> 00:10:52.520]  那些自我的人
[00:10:52.520 --> 00:10:54.280]  如果不认我的话
[00:10:54.280 --> 00:10:56.560]  我也都不会认他
[00:10:56.560 --> 00:11:00.920]  凡是写几个来接受我、接受耶稣基督的
[00:11:00.920 --> 00:11:03.000]  都能够得着生命
[00:11:03.000 --> 00:11:05.400]  我们看到这里又一个让我们看到
[00:11:05.400 --> 00:11:08.640]  不是教我们自我、自满、自足
[00:11:08.640 --> 00:11:13.240]  而是教我们要舍去一切来接受耶稣基督
[00:11:13.240 --> 00:11:17.440]  又一次虽然是不同的教导
[00:11:17.440 --> 00:11:21.520]  但是主题所教我们的都是一模一样
[00:11:21.520 --> 00:11:24.680]  当我们回到《路加福音》九章57节
[00:11:24.680 --> 00:11:27.200]  就是刚才一开始读过的经文
[00:11:27.200 --> 00:11:29.360]  有个人对耶稣基督说
[00:11:29.360 --> 00:11:34.000]  他说你无论往哪里去我都要跟从你
[00:11:34.000 --> 00:11:36.000]  耶稣基督怎么回答他
[00:11:36.000 --> 00:11:40.280]  耶稣基督说我不是住五星大酒店
[00:11:40.280 --> 00:11:41.600]  去哪里你都要跟从我
[00:11:41.600 --> 00:11:43.280]  他说湖里有洞
[00:11:43.280 --> 00:11:45.960]  天空的飞鸟有窝
[00:11:45.960 --> 00:11:50.280]  只是人子连枕头的地方都没有
[00:11:50.280 --> 00:11:51.800]  耶稣基督是不是和他说
[00:11:51.800 --> 00:11:53.240]  你来跟从我
[00:11:53.240 --> 00:11:55.480]  我祝福你 我保守你
[00:11:55.480 --> 00:11:57.160]  你要什么你得什么
[00:11:57.160 --> 00:11:58.880]  耶稣基督没有这么说
[00:11:58.880 --> 00:12:00.600]  他说你来跟从我
[00:12:00.600 --> 00:12:04.440]  连睡觉的地方你都没有
[00:12:04.440 --> 00:12:09.080]  他要人舍弃一切来跟随自己
[00:12:09.080 --> 00:12:11.440]  那个人可能已经走了
[00:12:11.440 --> 00:12:14.120]  圣经没有说他究竟怎么样
[00:12:14.120 --> 00:12:16.320]  但是耶稣又和另外一个人说
[00:12:16.320 --> 00:12:18.480]  你来跟从我
[00:12:18.480 --> 00:12:20.760]  那个人刚刚才听见耶稣基督说
[00:12:20.760 --> 00:12:23.160]  连睡觉枕头的地方都没有
[00:12:23.160 --> 00:12:24.760]  开玩笑
[00:12:24.760 --> 00:12:26.520]  叫我来跟从你
[00:12:26.520 --> 00:12:27.520]  他马上怎么说
[00:12:27.520 --> 00:12:32.560]  他说让我回去埋葬我的父亲
[00:12:32.560 --> 00:12:35.360]  他的爸爸死了吗
[00:12:35.360 --> 00:12:37.320]  他爸爸死了还在趁热闹
[00:12:37.320 --> 00:12:39.840]  跟着耶稣基督一起看热闹
[00:12:39.840 --> 00:12:42.280]  他爸爸还没死
[00:12:42.280 --> 00:12:44.880]  那为什么他说要等爸爸八年
[00:12:44.880 --> 00:12:48.160]  葬了之后才来跟随耶稣基督
[00:12:48.160 --> 00:12:50.000]  他说等爸爸八年之后
[00:12:50.000 --> 00:12:52.360]  说不定可以分财产
[00:12:52.360 --> 00:12:54.160]  你说跟随你什么都没有
[00:12:54.160 --> 00:12:56.360]  连睡的地方都没有 这么可怜
[00:12:56.360 --> 00:12:57.800]  如果我能分财产
[00:12:57.800 --> 00:13:01.800]  我就来跟从你
[00:13:01.800 --> 00:13:04.280]  这个人都没有心来跟从耶稣基督
[00:13:04.280 --> 00:13:05.440]  不是这么容易的
[00:13:05.440 --> 00:13:06.640]  跟从耶稣基督
[00:13:06.640 --> 00:13:10.880]  不是每个人都愿意写记来跟随耶稣基督
[00:13:10.880 --> 00:13:12.200]  又在另外一个场合
[00:13:12.200 --> 00:13:13.680]  耶稣基督又说
[00:13:13.680 --> 00:13:15.720]  《路加福音》17:33
[00:13:15.720 --> 00:13:17.840]  又是一样的教导
[00:13:17.840 --> 00:13:21.480]  他说「凡想要保存生命的
[00:13:21.480 --> 00:13:22.840]  必丧掉生命
[00:13:22.840 --> 00:13:25.960]  凡丧掉生命的必救活生命」
[00:13:25.960 --> 00:13:28.240]  又是一样的教导
[00:13:28.240 --> 00:13:30.600]  不要自私自我自利
[00:13:30.600 --> 00:13:38.960]  你们要舍弃一切来跟从我
[00:13:38.960 --> 00:13:42.400]  在这里《约翰福音》12:24
[00:13:42.400 --> 00:13:44.200]  又有不同的经文
[00:13:44.200 --> 00:13:46.720]  又是教导很相似的东西
[00:13:46.720 --> 00:13:50.160]  耶稣基督在这里《约翰福音》12:24
[00:13:50.160 --> 00:13:52.560]  说「我实实在在地告诉你们
[00:13:52.560 --> 00:13:55.240]  一粒物子不落在地里死了
[00:13:55.240 --> 00:13:56.960]  仍旧是一粒
[00:13:56.960 --> 00:14:00.640]  若是死了就结出许多的子粒来」
[00:14:00.640 --> 00:14:02.080]  说的是什么
[00:14:02.080 --> 00:14:03.640]  如果你们不跟随我
[00:14:03.640 --> 00:14:06.680]  不写记来跟随我的话
[00:14:06.680 --> 00:14:09.760]  一粒种子不就是永远一粒种子
[00:14:09.760 --> 00:14:12.720]  但是你愿意写记跟从我的话
[00:14:12.720 --> 00:14:16.720]  你能够是结出很多的果子来
[00:14:16.720 --> 00:14:18.840]  接着在这里《约翰福音》12:25
[00:14:18.840 --> 00:14:20.520]  又是一样的经文
[00:14:20.520 --> 00:14:23.680]  「爱惜自己生命的就丧失生命
[00:14:23.680 --> 00:14:26.760]  在这世上恨护自己生命的
[00:14:26.760 --> 00:14:30.440]  就要保存生命到永生
[00:14:30.440 --> 00:14:34.800]  若有人服侍我就当跟从我」
[00:14:34.800 --> 00:14:36.120]  弟兄姊妹
[00:14:36.120 --> 00:14:41.480]  我们愿不愿意写记来跟从耶稣基督
[00:14:41.480 --> 00:14:45.320]  神未必要你写下一切
[00:14:45.320 --> 00:14:47.440]  未必要你写下你的事业
[00:14:47.440 --> 00:14:48.640]  你的财富
[00:14:48.640 --> 00:14:51.320]  未必要你写下和家人的关系
[00:14:51.320 --> 00:14:53.240]  甚至你的姓名
[00:14:53.240 --> 00:14:56.680]  但是如果耶稣基督真的要你这样做
[00:14:56.680 --> 00:15:02.280]  你会怎样呢?
[00:15:02.280 --> 00:15:07.040]  这个又带领我们进入了我们今天的经文
[00:15:07.040 --> 00:15:08.880]  今天的经文如果你记得的话
[00:15:08.880 --> 00:15:10.600]  刚才我们读过
[00:15:10.600 --> 00:15:14.400]  在这里《马太福音》16章15至19节
[00:15:14.400 --> 00:15:18.640]  耶稣问门徒我是谁
[00:15:18.640 --> 00:15:21.280]  西门彼得就是最快回答
[00:15:21.280 --> 00:15:24.000]  西门彼得的嘴巴永远都是很快的
[00:15:24.000 --> 00:15:24.920]  他说什么呢?
[00:15:24.920 --> 00:15:28.960]  他说你是基督是永生神的儿子
[00:15:28.960 --> 00:15:32.320]  耶稣基督说你这次答对了
[00:15:32.320 --> 00:15:34.640]  你是西门巴若拿
[00:15:34.640 --> 00:15:36.680]  什么叫西门巴若拿
[00:15:36.680 --> 00:15:39.240]  你就是若拿的儿子西门
[00:15:39.240 --> 00:15:40.440]  你答对了
[00:15:40.440 --> 00:15:42.680]  你真的有福
[00:15:42.680 --> 00:15:44.160]  耶稣基督还说什么呢?
[00:15:44.160 --> 00:15:47.400]  这个不是凭血气你能够说出来的
[00:15:47.400 --> 00:15:52.040]  是天父的旨意指示给你看的
[00:15:52.040 --> 00:15:54.040]  彼得其实是做了什么呢?
[00:15:54.040 --> 00:15:57.960]  彼得其实是承认了耶稣基督就是救主
[00:15:57.960 --> 00:16:00.240]  因为基督的意思就是救主
[00:16:00.240 --> 00:16:02.640]  他说你是基督你是救主
[00:16:02.640 --> 00:16:04.960]  你是神的儿子
[00:16:04.960 --> 00:16:10.040]  这个和我们基督徒承认耶稣基督都很相似
[00:16:10.040 --> 00:16:11.360]  我们承认耶稣基督
[00:16:11.360 --> 00:16:14.120]  我们就承认耶稣基督是我们的救主
[00:16:14.120 --> 00:16:19.160]  耶稣基督是我们的救主
[00:16:19.160 --> 00:16:21.440]  不是那么容易能够承认的
[00:16:21.440 --> 00:16:25.720]  是要有圣灵来感动我们才能够说得出
[00:16:25.720 --> 00:16:28.120]  但如果圣灵真的感动我们
[00:16:28.120 --> 00:16:29.800]  我们就会怎样呢?
[00:16:29.800 --> 00:16:32.920]  会真真正正背起自己的十字架
[00:16:32.920 --> 00:16:37.000]  写记来跟从耶稣基督
[00:16:37.000 --> 00:16:41.000]  我们看看耶稣基督还和彼得说什么
[00:16:41.000 --> 00:16:46.880]  他说你是彼得 Petros 小石仔
[00:16:46.880 --> 00:16:50.280]  教会将会建立在盘石上
[00:16:50.280 --> 00:16:55.120]  Petra Petra和Petros是两个不同的字
[00:16:55.120 --> 00:16:57.880]  很可惜天主教是怎样的
[00:16:57.880 --> 00:17:01.560]  调转了它 歪曲了它来说
[00:17:01.560 --> 00:17:05.600]  耶稣基督说要将教会建立在彼得身上
[00:17:05.600 --> 00:17:10.720]  所以他们说为什么彼得就是天主教第一位主教
[00:17:10.720 --> 00:17:16.680]  就是因为耶稣基督说要将教会建立在彼得身上
[00:17:16.680 --> 00:17:18.360]  其实这个Petra是什么?
[00:17:18.360 --> 00:17:20.760]  这个盘石是谁?
[00:17:20.760 --> 00:17:23.320]  盘石是耶稣基督
[00:17:23.320 --> 00:17:26.640]  刚刚才看到这个才是教会的根基
[00:17:26.640 --> 00:17:28.720]  刚才唱圣诗我们也有唱
[00:17:28.720 --> 00:17:31.480]  教会唯一的根基是耶稣基督
[00:17:31.480 --> 00:17:34.520]  祂就是基督是永生神的儿子
[00:17:34.520 --> 00:17:37.960]  这个是教会的根基
[00:17:37.960 --> 00:17:40.480]  然后耶稣基督还和门徒说
[00:17:40.480 --> 00:17:44.600]  你们知不知道天国的锁匙都给了你们了
[00:17:44.600 --> 00:17:48.760]  如果是地上所捆绑的天上都要捆绑
[00:17:48.760 --> 00:17:52.240]  你们在地上释放的天上都要释放
[00:17:52.240 --> 00:17:55.000]  意思就是你们和人家传福音的时候
[00:17:55.000 --> 00:17:59.400]  有谁接受的那就是他们的罪被释放
[00:17:59.400 --> 00:18:02.760]  有谁不接受的话他们的罪仍然被捆绑
[00:18:02.760 --> 00:18:05.120]  所以地上捆绑的天上都捆绑
[00:18:05.120 --> 00:18:08.600]  地上释放的天上也都释放
[00:18:08.600 --> 00:18:12.520]  你想想可不可以想象当时彼得的心情
[00:18:12.520 --> 00:18:15.240]  我想他开心到不得了
[00:18:15.240 --> 00:18:17.560]  这个还不是黎塞亚
[00:18:17.560 --> 00:18:19.640]  这个就是我们梦寐以求
[00:18:19.640 --> 00:18:21.920]  等了很久很久的黎塞亚了
[00:18:21.920 --> 00:18:25.880]  他建立他的教会连天国的锁匙都给了我们
[00:18:25.880 --> 00:18:28.560]  原来准不准人进天国
[00:18:28.560 --> 00:18:30.600]  不是民事不是法利塞人
[00:18:30.600 --> 00:18:33.520]  甚至不是祭司长
[00:18:33.520 --> 00:18:36.000]  是我们这群门徒
[00:18:36.000 --> 00:18:37.520]  我相信他开心到不得了
[00:18:37.520 --> 00:18:40.800]  他说我要告诉全世界的人听
[00:18:40.800 --> 00:18:43.520]  结果耶稣基督怎么跟他说
[00:18:43.520 --> 00:18:47.720]  耶稣基督说你不可以告诉人听我是基督
[00:18:47.720 --> 00:18:50.120]  现在还不是时候
[00:18:50.120 --> 00:18:52.800]  跟着跟他们说跟门徒说什么
[00:18:52.800 --> 00:18:54.840]  我要去耶路撒冷
[00:18:54.840 --> 00:18:56.800]  我要是受很多苦
[00:18:56.800 --> 00:19:01.360]  受这个长老祭司长和民事很多的苦
[00:19:01.360 --> 00:19:06.840]  然后我要被杀是三天复活
[00:19:06.840 --> 00:19:08.840]  耶稣基督其实在说什么
[00:19:08.840 --> 00:19:11.600]  他说我的国不是属于这个世界
[00:19:11.600 --> 00:19:16.240]  正如当他被比拉多来审问他的时候
[00:19:16.240 --> 00:19:18.000]  问他是不是犹太人的王
[00:19:18.000 --> 00:19:20.400]  他说我的国不是这个世界
[00:19:20.400 --> 00:19:24.240]  他说暂时我不会建立我的国在这个地上
[00:19:24.240 --> 00:19:25.800]  我不会进入我的荣耀
[00:19:25.800 --> 00:19:27.640]  这是将来的事
[00:19:27.640 --> 00:19:31.640]  他说我会为众人而死受苦
[00:19:31.640 --> 00:19:32.720]  三天复活
[00:19:32.720 --> 00:19:35.640]  这个是我这次来要做的
[00:19:35.640 --> 00:19:37.120]  彼得怎么说
[00:19:37.120 --> 00:19:38.920]  彼得拉着他劝他说
[00:19:38.920 --> 00:19:40.760]  主啊 万万不能啊
[00:19:40.760 --> 00:19:44.800]  他说这件事绝对不能够是临到你的身上
[00:19:44.800 --> 00:19:47.640]  耶稣基督转过身来怎么跟他说
[00:19:47.640 --> 00:19:51.920]  他说撒旦退我身后边去爬
[00:19:51.920 --> 00:19:53.840]  你是我半脚石
[00:19:53.840 --> 00:19:56.960]  因为你不体贴神的意思
[00:19:56.960 --> 00:19:59.400]  只体贴人的意思
[00:19:59.400 --> 00:20:01.280]  耶稣和门徒说
